som	kao	som	kao	ADP	CONJ
bedrift	poslovni	bedrift	poslovan	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
koordinater	koordinate	koordinater	koordinat	N;INDF;MASC;SG	N;NOM;FEM;PL
løslatt	puštena	løslatt	pustiti	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
omsetning	prihodi	omsetning	prihod	N;INDF;FEM;SG	N;NOM;MASC;PL
uteksaminert	diplomirao	uteksaminere	diplomirati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
uteksaminert	diplomirala	uteksaminere	diplomirati	ADJ;INDF;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
cooper	cooper	coope	cooper	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
stopper	zaustavljanje	stoppe	zaustavljanje	N;INDF;FEM;PL	N;NOM;NEUT;SG
stopper	staje	stoppe	stajati	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
stopper	prestaje	stoppe	prestajati	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
stopper	zaustavlja	stoppe	zaustavljati	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
celtic	keltski	celtic	keltski	N	ADJ;NOM;DEF;MASC;SG
samler	prikupljanje	samle	prikupljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
samler	skupljanje	samle	skupljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
samler	sakupljanje	samle	sakupljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
samler	skupljanje	samle	skupljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
samler	okupljanje	samle	okupljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
samler	sakupljač	samle	sakupljač	V;IND;PRS;FIN	N;NOM;MASC;SG
samler	kolekcionar	samle	kolekcionar	V;IND;PRS;FIN	N;NOM;MASC;SG
foredrag	predavanja	foredrag	predavanje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
pattedyr	sisavci	pattedyr	sisavac	N;INDF;NEUT;SG	N;NOM;MASC;PL
pattedyr	sisavaca	pattedyr	sisavac	N;INDF;NEUT;SG	N;GEN;MASC;PL
nicholas	nikolas	nichol	nikolas	N	PROPN;NOM;MASC;SG
nicholas	nikola	nichol	nikola	N	PROPN;NOM;MASC;SG
nicholas	nikole	nichol	nikola	N	PROPN;NOM;MASC;SG
posisjoner	pozicije	posisjon	pozicija	N;INDF;MASC;SG	N;NOM;FEM;PL
posisjoner	lokacije	posisjon	lokacija	N;INDF;MASC;SG	N;NOM;FEM;PL
motta	primi	motta	primiti	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
motta	primite	motta	primiti	N;INDF;MASC;SG	V;IMP;PL;2;FIN
erobre	osvajanje	erober	osvajanje	V;NFIN	N;NOM;NEUT;SG
generasjoner	generacija	generasjon	generacija	N;INDF;MASC;PL	N;NOM;FEM;SG
ringer	prstenje	ringer	prstenje	V;IND;PRS;FIN	N;NOM;NEUT;SG
ringer	pozivom	ringer	poziv	V;IND;PRS;FIN	N;INS;MASC;SG
ringer	pozivanje	ringer	pozivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
tilhenger	pratitelj	tilhenger	pratitelj	V;IND;PRS;FIN	N;NOM;MASC;SG
tilhenger	sljedbenik	tilhenger	sljedbenik	V;IND;PRS;FIN	N;NOM;MASC;SG
tilhenger	pratitelja	tilhenger	pratitelj	V;IND;PRS;FIN	N;ANIM;ACC;MASC;SG
tilhenger	ventilator	tilhenger	ventilator	V;IND;PRS;FIN	N;NOM;MASC;SG
tilhenger	obožavatelj	tilhenger	obožavatelj	V;IND;PRS;FIN	N;NOM;MASC;SG
tilhenger	navijač	tilhenger	navijač	V;IND;PRS;FIN	N;NOM;MASC;SG
tilhenger	fan	tilhenger	fan	V;IND;PRS;FIN	N;NOM;MASC;SG
overflate	površine	overflate	površina	N;INDF;FEM;SG	N;NOM;FEM;PL
sosialistiske	socijalista	sosialistisk	socijalist	ADJ;PL	N;ACC;MASC;SG
sosialistiske	socijalistička	sosialistisk	socijalistički	ADJ;PL	ADJ;NOM;FEM;SG
sosialistiske	socijalisti	sosialistisk	socijalist	ADJ;PL	N;NOM;MASC;PL
runder	rundi	runder	rundi	N;INDF;FEM;PL	N;DAT;FEM;SG
busker	grmlje	buske	grmlje	N;INDF;FEM;PL	N;NOM;NEUT;SG
hjemmet	doma	hjem	doma	N;DEF;NEUT;SG	ADV
biografier	biografije	biografi	biografija	N;INDF;MASC;SG	N;NOM;FEM;PL
secret	tajno	secre	tajno	N;DEF;NEUT;SG	ADV
secret	tajni	secre	tajan	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
klassifisert	povjerljivo	klassifisere	povjerljiv	ADJ;INDF;SG;V.PTCP	ADV
bruno	bruno	bruno	bruno	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
hammer	hammer	hamme	hammer	N;INDF;MASC;SG	ADP
martins	martins	martins	martins	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
revolusjonære	revolucionarna	revolusjonær	revolucionaran	ADJ;PL	ADJ;NOM;DEF;FEM;SG
revolusjonære	revolucionarni	revolusjonær	revolucionaran	ADJ;PL	ADJ;NOM;DEF;MASC;SG
tjene	zarade	tje	zarada	N;INDF;MASC;SG	N;NOM;FEM;PL
tjene	zaraditi	tje	zaraditi	N;INDF;MASC;SG	V;NFIN
tjene	zaradi	tje	zaraditi	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
tjene	služiti	tje	služiti	N;INDF;MASC;SG	V;NFIN
alabama	alabama	alabama	alaba	PROPN	N;DAT;FEM;PL
alabama	alabame	alabama	alabam	PROPN	N;NOM;FEM;PL
huden	puti	hud	put	N;DEF;MASC;SG	N;NOM;FEM;PL
sjeldent	rijetko	sjeldent	rijetko	N;INDF;MASC;SG	ADV
sjeldent	retko	sjeldent	retko	N;INDF;MASC;SG	ADV
sjeldent	rijetka	sjeldent	rijedak	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
sjeldent	rijetki	sjeldent	rijedak	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
sjeldent	rijetko	sjeldent	rijetko	N;INDF;MASC;SG	ADV
sjeldent	retko	sjeldent	retko	N;INDF;MASC;SG	ADV
sjeldent	rijetke	sjeldent	rijedak	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
bundet	vezani	bund	vezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
bundet	vezana	bund	vezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
bundet	vezana	bund	vezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
bundet	vezane	bund	vezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
bundet	vezani	bund	vezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
bundet	vezan	bund	vezan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
åpning	otvaram	åpning	otvarati	N;INDF;FEM;SG	V;IND;SG;1;PRS;FIN
situasjoner	situacije	situasjon	situacija	N;INDF;MASC;SG	N;NOM;FEM;PL
five	pet	five	pet	N	NUM
saudi	saudijske	saudi	saudijski	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
tales	priče	tales	priča	N;INDF;NEUT;SG	N;NOM;FEM;PL
olympic	olimpijski	olympic	olimpijski	N;INDF;NEUT;SG	ADV
olympic	olympic	olympic	olympic	N;INDF;NEUT;SG	ADP
uenighet	neslaganja	uenighet	neslaganje	N;INDF;MASC;SG	N;NOM;NEUT;PL
classic	klasična	classic	klasičan	N	ADJ;NOM;DEF;FEM;SG
classic	klasično	classic	klasičan	N	ADV
classic	klasični	classic	klasičan	N	ADJ;NOM;DEF;MASC;SG
lightgrey	lightgrey	lightgrey	lightgrey	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ånd	duše	ånd	duša	N;INDF;FEM;SG	N;NOM;FEM;PL
caroline	caroline	carolin	carolina	N;INDF;MASC;SG	N;NOM;FEM;PL
sultan	sultana	sultan	sultan	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
innfødte	domoroci	innføde	domorociti	ADJ;PL;V.PTCP	N;NOM;MASC;PL
sone	zone	sone	zona	N;INDF;FEM;SG	N;NOM;FEM;PL
vanskeligere	jače	vanskeligere	jak	V;NFIN	ADV;CMPR
vanskeligere	teže	vanskeligere	teško	V;NFIN	ADV;CMPR
plasserte	stavljena	plassere	staviti	V;IND;PST;FIN	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
plasserte	stavljen	plassere	staviti	V;IND;PST;FIN	ADJ;NOM;MASC;SG;V.PTCP;PASS
sterkeste	najjači	sterke	jak	N;INDF;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
sterkeste	najjače	sterke	jak	N;INDF;MASC;SG	ADJ;NOM;DEF;RL;NEUT;SG
sterkeste	najjača	sterke	jak	N;INDF;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
minimum	minimalno	minimum	minimalno	N;INDF;NEUT;SG	ADV
minimum	minimalna	minimum	minimalan	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
sara	saro	sare	saro	N;FEM	PROPN;NOM;MASC;SG
risiko	rizici	risiko	rizik	N;INDF;MASC;SG	N;NOM;MASC;PL
risiko	rizike	risiko	rizik	N;INDF;MASC;SG	N;ACC;MASC;PL
indirekte	neizravno	indirekte	neizravno	ADJ;INDF;NEUT;SG	ADV
indirekte	neizravno	indirekte	neizravno	ADJ;INDF;NEUT;SG	ADV
vik	vik	vike	vik	PROPN	N;NOM;MASC;SG
skjebne	sudbine	skjebe	sudbina	N;INDF;FEM;SG	N;NOM;FEM;PL
skjebne	destiny	skjebe	destiny	N;INDF;FEM;SG	ADP
krim	krim	krim	krim	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
eiere	vlasnici	eiere	vlasnik	N;INDF;NEUT;SG	N;NOM;MASC;PL
hevn	osvete	hevn	osveta	N;INDF;SG	N;NOM;FEM;PL
hevn	osvete	hevn	osveta	N;INDF;SG	N;NOM;FEM;PL
arizona	arizona	arizona	arizon	PROPN	PROPN;NOM;MASC;SG
pass	putovnice	pass	putovnica	N;INDF;NEUT;SG	N;NOM;FEM;PL
forstått	razumio	forstå	razumjeti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
svakt	onesvijestiti	svak	onesvijestiti	ADJ;INDF;NEUT;SG	V;NFIN
svakt	slaba	svak	slab	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
svakt	slabo	svak	slabo	ADJ;INDF;NEUT;SG	ADV
svakt	slabi	svak	slab	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
kontrollert	kontrolirano	kontrollere	kontroliran	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
marc	marc	marc	marc	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
trussel	prijetnje	trussel	prijetnja	N;INDF;MASC;SG	N;NOM;FEM;PL
trussel	prijetnji	trussel	prijetnja	N;INDF;MASC;SG	N;GEN;FEM;PL
nationale	nationale	national	national	ADJ;PL	ADP
diplomatiske	diplomatski	diplomatisk	diplomatski	ADJ;PL	ADV
arkitekter	arhitekti	arkitekter	arhitekt	N;INDF;MASC;SG	N;NOM;MASC;PL
psykisk	mentalni	psykisk	mentalan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
psykisk	mentalno	psykisk	mentalan	ADJ;INDF;NEUT;SG	ADV
psykisk	mentalna	psykisk	mentalan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
psykisk	mentalno	psykisk	mentalan	ADJ;INDF;NEUT;SG	ADV
psykisk	psihički	psykisk	psihički	ADJ;INDF;NEUT;SG	ADV
illustrasjoner	ilustracije	illustrasjon	ilustracija	N;INDF;MASC;SG	N;NOM;FEM;PL
spør	pitajte	spørje	pitati	V;IND;PRS;FIN	V;IMP;PL;2;FIN
spør	pitaj	spørje	pitaj	V;IND;PRS;FIN	INTJ
leeds	leeds	leeds	leeds	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
arrangementet	događaja	arrangement	događaj	N;DEF;NEUT;SG	N;GEN;MASC;PL
grete	marice	grete	marica	N;INDF;FEM;SG	N;NOM;FEM;PL
drap	ubojstava	drap	ubojstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
drap	ubojstva	drap	ubojstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
drap	umorstva	drap	umorstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
qing	qing	qing	qing	N	PROPN;NOM;FEM;SG
radikalt	radikalne	radikal	radikalan	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
radikalt	radikalno	radikal	radikalan	ADJ;INDF;NEUT;SG	ADV
radikalt	radikalna	radikal	radikalan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
talte	progovorio	telje	progovoriti	ADJ;PL;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
talte	govorio	telje	govoriti	ADJ;PL;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
tynt	tanko	tyne	tanko	ADJ;INDF;NEUT;SG	ADV
tynt	tanka	tyne	tanka	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
tynt	mršava	tyne	mršava	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
fernando	fernando	fernando	fernando	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
revidert	izmijenjeni	revidere	izmijeniti	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
nivåer	razina	nivåe	razina	N;INDF;FEM;PL	N;NOM;FEM;SG
øyet	oko	øy	oko	N;DEF;NEUT;SG	ADV
len	len	len	len	N;INDF;NEUT;SG	ADP
pause	break	pause	break	N;INDF;MASC;SG	ADP
pause	slomi	pause	sloma	N;INDF;MASC;SG	V;IMP;SG;2;PRS;FIN
pause	slomiti	pause	slomiti	N;INDF;MASC;SG	V;NFIN
pause	zastao	pause	zastati	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
kunstneriske	umjetničko	kunstnerisk	umjetnički	ADJ;PL	ADJ;NOM;NEUT;SG
kunstneriske	umjetnička	kunstnerisk	umjetnički	ADJ;PL	ADJ;NOM;DEF;FEM;SG
kunstneriske	umjetnički	kunstnerisk	umjetnički	ADJ;PL	ADV
operaen	opere	opera	opera	N;DEF;MASC;SG	N;NOM;FEM;PL
mini	mini	minie	mina	N	PROPN;NOM;MASC;SG
susan	suzan	susan	suzan	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
too	previše	too	previše	N	ADV
anslått	procjena	anslå	procjena	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;FEM;SG
fremmede	stranci	fremme	stranac	N;INDF;MASC;SG	N;NOM;MASC;PL
fremmede	strancima	fremme	strank	N;INDF;MASC;SG	N;DAT;MASC;PL
fremmede	čudnije	fremme	čudan	N;INDF;MASC;SG	ADV;CMPR
biologisk	biološka	biologisk	biološki	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
biologisk	biološki	biologisk	biološki	ADJ;INDF;NEUT;SG	ADV
natural	prirodna	natural	prirodan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
natural	prirodni	natural	prirodan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
natural	prirodne	natural	prirodan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;PL
natural	prirodno	natural	prirodno	ADJ;INDF;SG	ADV
jay	jay	jay	jay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
katolikker	katolici	katolikke	katolica	N;INDF;MASC;SG	N;NOM;MASC;PL
koreansk	korejski	koreansk	korejski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
italias	italija	italias	italija	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
grave	kopati	grave	kopati	N;INDF;NEUT;SG	V;NFIN
grave	kopa	grave	kopa	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
bokser	kutije	bokse	kutija	N;INDF;NEUT;SG	N;NOM;FEM;PL
iucn	iucn	iucn	iucn	N;INDF;SG	ADP
moderat	umjerene	moderat	umjeren	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
moderat	umjereno	moderat	umjereno	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
guatemala	gvatemali	guatemal	gvatemati	N;DEF;NEUT;PL	N;DAT;FEM;SG
guatemala	gvatemalski	guatemal	gvatemalski	N;DEF;NEUT;PL	ADV
valuta	valute	valuta	valuta	N;INDF;MASC;SG	N;NOM;FEM;PL
valuta	valute	valuta	valuta	N;INDF;MASC;SG	N;NOM;FEM;PL
skriftlige	napisano	skriftlig	napisati	ADJ;PL	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
skriftlige	zapisano	skriftlig	zapisati	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP;PASS
skriftlige	napisao	skriftlig	napisati	ADJ;PL	V;MASC;SG;PST;V.PTCP;ACT
skriftlige	napisana	skriftlig	napisati	ADJ;PL	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
skriftlige	pisano	skriftlig	pisano	ADJ;PL	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
tilnærmet	približno	tilnærm	približno	N;DEF;NEUT;SG	ADV
defineres	definirana	defineres	definirati	V;IND;FIN	ADJ;NOM;DEF;FEM;SG;V.PTCP
libya	libiji	liby	libija	PROPN	N;DAT;FEM;SG
grafisk	grafički	grafisk	grafički	ADJ;INDF;NEUT;SG	ADV
miss	gospođice	miss	gospođica	N;INDF;MASC;SG	N;NOM;FEM;PL
sjø	jezera	sjø	jezero	N;INDF;MASC;SG	N;NOM;NEUT;PL
sjø	lake	sjø	lak	N;INDF;MASC;SG	N;NOM;FEM;PL
lenket	lisicama	lank	lisica	N;DEF;NEUT;SG	N;INS;FEM;PL
lenket	povezani	lank	povezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
lagd	napravio	leggje	napraviti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
lagd	napravljeno	leggje	napraviti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
spesifikke	specifično	spesifikk	specifičan	ADJ;PL	ADJ;NOM;NEUT;SG
spesifikke	specifičan	spesifikk	specifičan	ADJ;PL	ADJ;NOM;INDF;MASC;SG
spesifikke	specifična	spesifikk	specifičan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
hercegovina	hercegovine	hercegovin	hercegovina	N;INDF;FEM;SG	N;NOM;FEM;PL
vokse	rastu	vokse	rasti	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;PL;3;PRS;FIN
vokse	rasti	vokse	rasti	ADJ;INDF;NEUT;SG;V.PTCP	V;NFIN
rené	rené	rené	rené	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rené	rené	rené	rené	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
joan	joan	joan	joan	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
innsatt	zatvorenik	innsatt	zatvoren	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
forsyninger	opskrba	forsyninger	opskrba	N;INDF;FEM;PL	N;NOM;FEM;SG
kilo	kilogram	kilo	kilogram	N;INDF;MASC;PL	N;NOM;MASC;SG
kilo	kilo	kilo	kilo	N;INDF;MASC;PL	N;ACC;FEM;SG
etterfølgende	uzastopnih	etterfølgende	uzastopan	N;INDF;MASC;SG	ADJ;GEN;DEF;MASC;PL
koder	kodove	kode	kod	N;INDF;MASC;SG	N;ACC;MASC;PL
koder	kodovi	kode	kod	N;INDF;MASC;SG	N;NOM;MASC;PL
koder	šifre	kode	šifra	N;INDF;MASC;SG	N;NOM;FEM;PL
alfa	alpha	alfe	alpha	N;INDF;MASC;SG	ADP
myers	myers	myers	myers	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ask	pitajte	ask	pitati	N;INDF;MASC;SG	V;IMP;PL;2;FIN
ask	pitaj	ask	pitaj	N;INDF;MASC;SG	INTJ
slesvig	schleswig	slesvig	schlest	ADJ;INDF;SG	N;NOM;MASC;SG
reduserte	smanjen	redusere	smanjiti	ADJ;PL;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
reduserte	smanjena	redusere	smanjiti	ADJ;PL;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
forlater	ostavljajući	forlate	ostavijati	N;INDF;FEM;PL	ADV;RL
forlater	odlazak	forlate	odlazak	N;INDF;FEM;PL	N;NOM;MASC;SG
trent	trent	trenfe	trent	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
trent	trenirao	trenfe	trenirati	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
pete	pete	pete	pete	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
pete	pit	pete	pit	N;INDF;MASC;SG	
sande	sande	sand	sanda	N;INDF;MASC;SG	N;NOM;FEM;PL
turné	tour	turné	tour	N;INDF;MASC;SG	ADP
finansiert	financirao	finansiere	financirati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
finansiert	financira	finansiere	financirati	ADJ;INDF;SG;V.PTCP	V;IND;SG;3;PRS;FIN
revisjon	revizije	revisjon	revizija	N;INDF;MASC;SG	N;NOM;FEM;PL
lagret	pohranjena	lagr	pohraniti	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
lagret	spašen	lagr	spašiti	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
lagret	spasio	lagr	spasiti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
lagret	spremljena	lagr	spremiti	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
paulus	pavle	paulus	pav	N;MASC	PROPN;NOM;MASC;SG
paulus	paul	paulus	paul	N;MASC	PROPN;NOM;MASC;SG
bandy	bandy	bandy	bandy	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
short	ukratko	shor	ukratko	N;INDF;SG	ADV
short	kratki	shor	kratka	N;INDF;SG	ADJ;NOM;DEF;MASC;SG
short	kratko	shor	kratko	N;INDF;SG	ADV
short	kratka	shor	kratak	N;INDF;SG	ADJ;NOM;DEF;FEM;SG
bud	bud	bud	bud	N;INDF;NEUT;SG	INTJ
syke	bolesna	syke	bolestan	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
syke	bolestan	syke	bolestan	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
syke	bolesno	syke	bolesan	N;INDF;MASC;SG	ADJ;NOM;DEF;NEUT;SG
mikael	mikael	mikael	mikael	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
mikael	mihael	mikael	mihael	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
mikael	michael	mikael	michael	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ombygd	pretvorena	ombygd	pretvoriti	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
ombygd	preobratio	ombygd	preobratiti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
ombygd	pretvorio	ombygd	pretvoriti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
koblet	povezano	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP
koblet	povezani	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
koblet	spojeni	kobl	spojen	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
koblet	povezani	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
raske	brzo	rask	brzo	ADJ;PL	ADV
raske	brzi	rask	brz	ADJ;PL	ADJ;NOM;DEF;MASC;SG
miles	miles	miles	miles	N;INDF;MASC;SG	ADP
isolert	izolirani	isolere	izolirati	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
isolert	izolirana	isolere	izolirati	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
isolert	izolirano	isolere	izolirati	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
sovjet	sovjeti	sovjet	sovjeti	N;DEF;NEUT;SG	N;NOM;MASC;PL
slektninger	rodbina	slektning	rodbina	N;INDF;MASC;PL	N;NOM;FEM;SG
slektninger	rodbini	slektning	rodbina	N;INDF;MASC;PL	N;DAT;FEM;SG
måle	mjere	måle	mjera	N;INDF;NEUT;SG	N;NOM;FEM;PL
jevnt	ravnomjerno	jevne	ravnomjerno	ADJ;INDF;NEUT;SG	ADV
cruz	cruz	cruz	cruz	N	PROPN;NOM;MASC;SG
dir	dir	dir	dir	N;INDF;SG	PROPN;NOM;MASC;SG
effekter	učinci	effekt	učinak	N;INDF;NEUT;SG	N;NOM;MASC;PL
effekter	efekti	effekt	efekt	N;INDF;NEUT;SG	N;NOM;MASC;PL
stang	stang	stong	stang	N;INDF;MASC;SG	
matematisk	matematički	matematisk	matematički	ADJ;INDF;NEUT;SG	ADV
mix	mix	mix	mix	N;INDF;MASC;SG	ADP
louisiana	louisiana	louisian	louisian	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
prinsipper	načela	prinsippe	načelo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
prinsipper	principe	prinsippe	princip	N;INDF;NEUT;SG	N;ACC;MASC;PL
prinsipper	principi	prinsippe	princip	N;INDF;NEUT;SG	N;NOM;MASC;PL
resolusjon	rezolucije	resolusjon	rezolucija	N;INDF;MASC;SG	N;NOM;FEM;PL
urban	urbana	urban	urban	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
allan	allan	allan	allan	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
brystet	grudi	bryst	grud	N;DEF;NEUT;SG	N;NOM;FEM;PL
brystet	prsima	bryst	prsimati	N;DEF;NEUT;SG	N;DAT;MASC;PL
gren	grane	gren	grana	N;INDF;MASC;SG	N;NOM;FEM;PL
måler	mjerenje	måle	mjerenje	V;IND;PRS;FIN	N;NOM;NEUT;SG
kolonier	kolonija	kolonie	kolonija	N;INDF;MASC;PL	N;NOM;FEM;SG
søren	soren	søren	soren	N;INDF;MASC;SG	
tilstede	prisutan	tilsted	prisutan	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
koch	koch	koch	koch	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
spurt	pitao	spørje	pitati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
lanka	lanke	lank	lanka	PROPN	N;NOM;FEM;SG
reserve	rezervi	reserve	rezerva	N;INDF;MASC;SG	N;NOM;FEM;PL
holst	holst	holst	holst	N;INDF;MASC;SG	
unike	jedinstvena	unik	jedinstven	ADJ;PL	ADJ;NOM;DEF;FEM;SG
unike	jedinstveni	unik	jedinstven	ADJ;PL	ADJ;NOM;DEF;MASC;SG
unike	jedinstveno	unik	jedinstven	ADJ;PL	ADJ;NOM;DEF;NEUT;SG
unike	jedinstven	unik	jedinstven	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sigrid	sigrid	sigrid	sigrid	N;INDF;FEM;SG	ADP
