من	מי	مِن	מי	ADP	ADV
فضية	כסופה	فَضِيَّة	כסוף	ADJ;NOM;INDF;FEM;SG	
فضية	כסוף	فَضِيَّة	כסוף	ADJ;NOM;INDF;FEM;SG	
فضية	מכסף	فَضِيَّة	מכסף	ADJ;NOM;INDF;FEM;SG	N;MASC;SG
مشتق	נגזרת	مَشتِق	נגזר	ADJ;NOM;INDF;MASC;SG	V;FEM;SG;V.PTCP;MID
قرطاج	קרתגו	قَرطَاج	קרתגו		PROPN
بوصة	סנטימטרים	بُوصَة	סנטימטר	N;NOM;INDF;SG	N;MASC;PL
الارتباط	האירוסין	اِرتِبَاط	האירוסין	N;NOM;DEF;SG	PROPN
الارتباط	אירוסים	اِرتِبَاط	אירוס	N;NOM;DEF;SG	N;MASC;PL
الارتباط	אירוסין	اِرتِبَاط	אירוסין	N;NOM;DEF;SG	N;MASC;PL
بيري	פרי	بِيرِي	פרי		
بيري	ברי	بِيرِي	ברי		
تيمور	טימור	تَيمُور	טימור		PROPN
تيمور	טימור	تَيمُور	טימור		PROPN
سيئة	רע	سَيِّئ	רע	ADJ;NOM;INDF;FEM;SG	N;MASC;SG
سيئة	רעה	سَيِّئ	רע	ADJ;NOM;INDF;FEM;SG	
سيئة	רעים	سَيِّئ	רעים	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
سيئة	רעות	سَيِّئ	רעות	ADJ;NOM;INDF;FEM;SG	PROPN
الانتفاضة	האינתיפאדה	اِنتِفَاضَة	האינתיפאדה	N;NOM;DEF;SG	PROPN
الانضمام	הצטרף	اِنضِمَام	הצטרף	N;NOM;DEF;SG	V;MASC;SG;3;PST
الانضمام	הצטרפו	اِنضِمَام	הצטרף	N;NOM;DEF;SG	V;PL;3;PST
الانضمام	להצטרף	اِنضِمَام	הצטרף	N;NOM;DEF;SG	V;NFIN
الانضمام	מצטרף	اِنضِمَام	הצטרף	N;NOM;DEF;SG	V;MASC;SG;V.PTCP
الانضمام	מצטרפת	اِنضِمَام	הצטרף	N;NOM;DEF;SG	V;FEM;SG;V.PTCP
الانضمام	מצטרפים	اِنضِمَام	הצטרף	N;NOM;DEF;SG	V;MASC;PL;V.PTCP
مميز	ספיישל	مُمَيَّز	ספיישל	ADJ;NOM;INDF;MASC;SG	PROPN
مميز	מיוחדים	مُمَيَّز	מיוחד	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;PL
مميز	מיוחדות	مُمَيَّز	מיוחד	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;PL
عالميا	גלובל	عَالَمِيّ	גלובל	ADJ;ACC;INDF;MASC;SG	PROPN
عالميا	גלובלי	عَالَمِيّ	גלובלי	ADJ;ACC;INDF;MASC;SG	PROPN
الوثيقة	המסמך	وَثِيقَة	המסמך	N;NOM;DEF;SG	PROPN
زيدان	זידאן	زيدان	זידאן		PROPN
عينة	דוגמית	عَيِّنَة	דוגמי	N;NOM;INDF;SG	ADV
النحل	דבורים	نَحل	דבר	N;NOM;DEF;SG	N;MASC;PL
النحل	בי	نَحل	ב	N;NOM;DEF;SG	PROPN
النحل	דבורה	نَحل	דבורה	N;NOM;DEF;SG	PROPN
الرمادي	אפורה	رَمَادِيّ	אפורה		ADJ;FEM;SG
الرمادي	גריי	رَمَادِيّ	גריי		PROPN
الرمادي	אפור	رَمَادِيّ	אפור		
منحت	ניתנה	مَنَح	ניתן	V;PFV;FEM;SG;3;ACT	V;FEM;SG;3;PST;MID
منحت	הוענק	مَنَح	הוענק	V;PFV;FEM;SG;3;ACT	V;MASC;SG;3;PST;PASS
منحت	ניתנת	مَنَح	ניתן	V;PFV;FEM;SG;3;ACT	V;FEM;SG;V.PTCP;MID
منحت	הוענק	مَنَح	הוענק	V;PFV;FEM;SG;3;ACT	V;MASC;SG;3;PST;PASS
ممتازة	מעולה	مُمتَاز	מעולה	ADJ;NOM;INDF;FEM;SG	
ممتازة	מצויין	مُمتَاز	צוין	ADJ;NOM;INDF;FEM;SG	V;MASC;SG;V.PTCP;PASS
رقمية	דיגיטלית	رَقَمِيّ	דיגיטלי	ADJ;NOM;INDF;FEM;SG	PROPN
رقمية	דיגיטלי	رَقَمِيّ	דיגיטלי	ADJ;NOM;INDF;FEM;SG	PROPN
بكتيريا	חיידקים	بِكتِيرِيَا	חיידק		N;MASC;PL
بكتيريا	חיידק	بِكتِيرِيَا	חיידק		N;MASC;SG
تايوان	טייוואן	تَايوَان	טייוואן		PROPN
مرتبط	מקושר	مُرتَبِط	מקושר	ADJ;NOM;INDF;MASC;SG	PROPN
مرتبط	מחוברים	مُرتَبِط	מחובר	ADJ;NOM;INDF;MASC;SG	V;MASC;PL;V.PTCP;PASS
مرتبط	מחובר	مُرتَبِط	חובר	ADJ;NOM;INDF;MASC;SG	V;MASC;SG;V.PTCP;PASS
مرتبط	מחוברת	مُرتَبِط	מחובר	ADJ;NOM;INDF;MASC;SG	PROPN
مرتبط	מקושר	مُرتَبِط	מקושר	ADJ;NOM;INDF;MASC;SG	PROPN
مرتبط	מקושרת	مُرتَبِط	קושר	ADJ;NOM;INDF;MASC;SG	V;FEM;SG;V.PTCP;PASS
غابة	יער	غَابَة	יער	N;NOM;INDF;SG	
غابة	היער	غَابَة	היער	N;NOM;INDF;SG	
الحساسية	אלרגיות	حَسَّاسِيّ	אלרגי	N;NOM;DEF;SG	N;FEM;PL
المطر	גשם	مُطرَة	גשם	N;NOM;DEF;SG	
ادارة	לנהל	إِدَارَة	ניהל	N;NOM;INDF;SG	V;NFIN;ACT
ادارة	נהלי	إِدَارَة	נהלי	N;NOM;INDF;SG	ADJ;MASC;PL
ناتج	פלט	نَاتِج	פלט	N;NOM;INDF;SG	
قصف	הפגזות	قَصف	הפגזה	N;NOM;INDF;SG	N;FEM;PL
قصف	הפצצת	قَصف	הפצצה	N;NOM;INDF;SG	N;PSSD;FEM;SG
قصف	הפיגוע	قَصف	הפיגוע	N;NOM;INDF;SG	PROPN
كريستوفر	כריסטופר	كرِيستُوفِر	כריסטופר		PROPN
تورينو	טורינו	تورينو	טור		PROPN
تورينو	טורינו	تورينو	טור		PROPN
باستعمال	משתמשת	باستعمال	השתמש	N;GEN;DEF;SG	V;FEM;SG;V.PTCP
باستعمال	משתמש	باستعمال	השתמש	N;GEN;DEF;SG	V;MASC;SG;V.PTCP
المعجم	הלקסיקון	مُعجِم	הלקסיקון	N;NOM;DEF;SG	PROPN
النوعية	איכותי	نَوعِيَّة	איכותי	N;NOM;DEF;SG	ADJ;MASC;SG
النوعية	באיכות	نَوعِيَّة	באיכות	N;NOM;DEF;SG	
كونت	רוזן	كُونت	רוזן		PROPN
كونت	ספירה	كُونت	ספירה		N;FEM;SG
بلس	בליס	بَلَس	בליס		PROPN
يغطي	כיסויי	غَطَّى	כיסוי	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;PSSD;MASC;PL
يغطي	מכסה	غَطَّى	כיסה	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP;ACT
اللي	מי	لَيّ	מי		ADV
حافة	הקצה	حَافّ	הקצה	N;NOM;INDF;SG	
حافة	קצה	حَافّ	קצה	N;NOM;INDF;SG	
المكون	הרכיב	مُكَوِّن	הרכיב	ADJ;NOM;DEF;MASC;SG	V;MASC;SG;3;PST;ACT
المكون	רכיב	مُكَوِّن	רכיב	ADJ;NOM;DEF;MASC;SG	
المكون	מרכיב	مُكَوِّن	מרכיב	ADJ;NOM;DEF;MASC;SG	N;MASC;SG
حماد	חאמד	حماد	חאמד		PROPN
خارطة	מפת	خَارِطَة	מפה	N;NOM;INDF;SG	
خارطة	המפה	خَارِطَة	המפה	N;NOM;INDF;SG	
كلاهما	שתיהן	كلاهما	שתיים		PRO;FEM;PL;3
كلاهما	שניהם	كلاهما	שניים		
والتر	ולטר	والتر	ולטר		PROPN
والتر	וולטר	والتر	וולטר		PROPN
اتباع	עוקבים	اِتِّبَاع	עקב	N;NOM;INDF;SG	V;MASC;PL;V.PTCP;ACT
اتباع	חסידים	اِتِّبَاع	חסיד	N;NOM;INDF;SG	N;MASC;PL
اتباع	משרתים	اِتِّبَاع	שירת	N;NOM;INDF;SG	V;MASC;PL;V.PTCP;ACT
بورتو	פורטו	بُورتُو	פורט		PROPN
صمم	עיצב	صَمَّم	עיצב	V;PFV;MASC;SG;3;ACT	PROPN
صمم	מעוצב	صَمَّم	מעוצב	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP;PASS
صمم	עוצב	صَمَّم	עוצב	V;PFV;MASC;SG;3;ACT	V;MASC;SG;3;PST;PASS
صمم	מעוצבת	صَمَّم	מעוצב	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP;PASS
صمم	מתוכנן	صَمَّم	תוכנן	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP;PASS
صمم	תוכנן	صَمَّم	תוכנן	V;PFV;MASC;SG;3;ACT	V;MASC;SG;3;PST;PASS
مبكرة	ארלי	مُبَكِّر	ארלי	ADJ;NOM;INDF;FEM;SG	PROPN
مبكرة	תחילת	مُبَكِّر	תחילה	ADJ;NOM;INDF;FEM;SG	N;PSSD;FEM;SG
مبكرة	מוקדם	مُبَكِّر	מוקדם	ADJ;NOM;INDF;FEM;SG	ADV
سمعت	שמעתי	سَمَع	שמע	V;PFV;FEM;SG;3;ACT	V;SG;1;PST;ACT
سمعت	שמע	سَمَع	שמע	V;PFV;FEM;SG;3;ACT	
لتر	ליטר	لِتر	ליטר	N;NOM;INDF;SG	PROPN
كائن	האובייקט	كَائِن	האובייקט	ADJ;NOM;INDF;MASC;SG	PROPN
كائن	אובייקט	كَائِن	אובייקט	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
كائن	חפץ	كَائِن	חפץ	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
كائن	קיין	كَائِن	קיין	ADJ;NOM;INDF;MASC;SG	PROPN
المجرات	גלקסיה	مَجرَة	גלקסיה	N;NOM;DEF;PL	N;FEM;SG
الجبار	האדיר	جَبَّار	האדיר		PROPN
المحترفين	מקצוענים	مُحتَرِف	מקצוענים	ADJ;NOM;DEF;MASC;PL	N;MASC;PL
القدرات	יכולות	قُدرَة	יכול	N;NOM;DEF;PL	ADJ;FEM;PL
القدرات	קיבולת	قُدرَة	קיבולת	N;NOM;DEF;PL	N;FEM;SG
القدرات	יכולות	قُدرَة	יכול	N;NOM;DEF;PL	ADJ;FEM;PL
كلب	כלב	كُلب	כלב	N;NOM;INDF;SG	PROPN
كلب	דוג	كُلب	דוג	N;NOM;INDF;SG	PROPN
الفاتيكان	הותיקן	الفاتيكان	הותיקן		PROPN
الفاتيكان	הוותיקן	الفاتيكان	הוותיקן		PROPN
ساق	רגל	سَاق	רגל		
المصنع	המפעל	مَصنَع	המפעל	N;NOM;DEF;SG	PROPN
المصنع	היצרן	مَصنَع	היצרן	N;NOM;DEF;SG	PROPN
نقدية	קאש	نقدية	קאש	ADJ;NOM;INDF;FEM;SG	
نقدية	מזומן	نقدية	זומן	ADJ;NOM;INDF;FEM;SG	V;MASC;SG;V.PTCP;PASS
نقدية	מזומנים	نقدية	מזומן	ADJ;NOM;INDF;FEM;SG	V;MASC;PL;V.PTCP;PASS
نقدية	במזומן	نقدية	במזומן	ADJ;NOM;INDF;FEM;SG	ADV
درويش	דרוויש	درويش	דרוויש		PROPN
مره	פעם	مَرَّه	פעם	N;NOM;INDF;SG	ADV
ليو	לאו	لَيو	None		
ليو	ליאו	لَيو	ליאו		PROPN
المساعد	עוזרת	مُسَاعِد	עוזר	N;NOM;DEF;SG	ADJ;FEM;SG
المساعدات	סיוע	مُسَاعِدَة	סיוע	N;NOM;DEF;PL	N;MASC;SG
المساعدات	סיוע	مُسَاعِدَة	סיוע	N;NOM;DEF;PL	N;MASC;SG
قنبلة	פצצה	قُنبُلَة	פצץ	N;NOM;INDF;SG	PROPN
تحضير	הכנות	تَحضِير	הכנה	N;NOM;INDF;SG	N;FEM;PL
تحضير	ההכנה	تَحضِير	ההכנה	N;NOM;INDF;SG	
تحضير	מתכוננת	تَحضِير	התכונן	N;NOM;INDF;SG	V;FEM;SG;V.PTCP
تحضير	מתכוננים	تَحضِير	התכונן	N;NOM;INDF;SG	V;MASC;PL;V.PTCP
تحضير	מתכונן	تَحضِير	התכונן	N;NOM;INDF;SG	V;MASC;SG;V.PTCP
تحضير	מכין	تَحضِير	הכין	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
ضعيف	חלשים	ضَعِيف	חלש	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;PL
ضعيف	חלשה	ضَعِيف	חלש	ADJ;NOM;INDF;MASC;SG	N;FEM;SG
انسحاب	לסגת	اِنسِحَاب	נסוג	N;NOM;INDF;SG	V;NFIN;MID
السنغال	סנגל	سِنِغَال	סנגל		PROPN
المعاني	משמעויות	مَعنَى	משמעות	N;NOM;DEF;SG	N;FEM;PL
اهتم	אכפת	اِهتَمّ	אכפת	V;PFV;MASC;SG;3;ACT	
الربط	קישוריות	رَبط	קישורי	N;NOM;DEF;SG	N;FEM;PL
الربط	מתחבר	رَبط	התחבר	N;NOM;DEF;SG	V;MASC;SG;V.PTCP
الربط	מתחברים	رَبط	התחבר	N;NOM;DEF;SG	V;MASC;PL;V.PTCP
المعدل	קצב	مُعَدَّل	קצב	N;NOM;DEF;SG	PROPN
المعدل	השתנה	مُعَدَّل	השתנה	N;NOM;DEF;SG	V;MASC;SG;3;PST
المعدل	שונה	مُعَدَّل	שונה	N;NOM;DEF;SG	
استعمل	שימוש	اِستَعمَل	שימוש	V;PFV;MASC;SG;3;ACT	N;MASC;SG
استعمل	משומש	اِستَعمَل	משומש	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP;PASS
استعمل	בשימוש	اِستَعمَل	בשימוש	V;PFV;MASC;SG;3;ACT	PROPN
تغييرات	משתנה	تَغيِير	השתנה	N;NOM;INDF;PL	V;MASC;SG;V.PTCP
تغييرات	שינויי	تَغيِير	שינוי	N;NOM;INDF;PL	ADJ;MASC;PL
الحجارة	אבנים	حَجَّارَة	אבן	N;NOM;DEF;SG	N;FEM;PL
الحجارة	סטון	حَجَّارَة	סטון	N;NOM;DEF;SG	PROPN
الحجارة	אבן	حَجَّارَة	אבן	N;NOM;DEF;SG	
دبابات	מיכלי	دَبَّابَة	מיכלי	N;NOM;INDF;PL	PROPN
الراديو	רדיו	رَادِيُو	רדיו	N;NOM;DEF;SG	
الكلب	כלב	كُلب	כלב	N;NOM;DEF;SG	PROPN
الكلب	דוג	كُلب	דוג	N;NOM;DEF;SG	PROPN
الجرائم	פשע	جَرِيمَة	פשע	N;NOM;DEF;PL	N;MASC;SG
كلارك	קלארק	كلارك	קלארק		PROPN
رسام	צייר	رَسَّام	צייר	N;NOM;INDF;SG	PROPN
الطيار	פיילוט	طَيَّار	פיילוט	N;NOM;DEF;SG	PROPN
الدبابات	מיכלי	دَبَّابَة	מיכלי	N;NOM;DEF;PL	PROPN
يوتيوب	טיוב	يُوتِيُوب	טיוב		PROPN
يوتيوب	youtube	يُوتِيُوب	None		
يوتيوب	יוטיוב	يُوتِيُوب	יוטיוב		PROPN
مواصفات	מפרט	مُوَاصَفَة	פירט	N;NOM;INDF;PL	N;MASC;SG
مواصفات	המפרט	مُوَاصَفَة	המפרט	N;NOM;INDF;PL	PROPN
مواصفات	מפרט	مُوَاصَفَة	פירט	N;NOM;INDF;PL	N;MASC;SG
النفوذ	מינוף	نُفُوذ	מינוף	N;NOM;DEF;SG	PROPN
النفوذ	מנוף	نُفُوذ	מנוף	N;NOM;DEF;SG	
المطلب	דורש	مَطلَب	דרש	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;ACT
نظير	peer	نَظِير	peer	N;NOM;INDF;SG	
الجرعة	מנה	جُرعَة	מנה	N;NOM;DEF;SG	
يصنع	גורם	صَنَع	גורם	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;MASC;SG
يصنع	הופך	صَنَع	הפך	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
لشبونة	ליסבון	لشبونة	ליסבון	N;NOM;INDF;SG	PROPN
مؤرخ	היסטוריון	مُؤَرِّخ	היסטוריון	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
جنوبا	דרומה	جَنُوب	דרומה	N;ACC;INDF;SG	
جنوبا	הדרום	جَنُوب	הדרום	N;ACC;INDF;SG	
ماير	מאייר	مَايِر	מאייר		PROPN
نشط	פעיל	نَشِط	פעיל	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
نشط	פעילים	نَشِط	פעיל	ADJ;NOM;INDF;MASC;SG	N;MASC;PL
نشط	הפעל	نَشِط	הפעל	ADJ;NOM;INDF;MASC;SG	PROPN
وارنر	וורנר	وارنر	וורנר		PROPN
ذيل	זנב	ذَيل	None	N;NOM;INDF;SG	PROPN
ذيل	הזנב	ذَيل	הזנב	N;NOM;INDF;SG	PROPN
الزهور	פרחים	زَهر	פרח	N;NOM;DEF;SG	N;MASC;PL
حزمة	לארוז	حُزمَة	אזז	N;NOM;INDF;SG	V;NFIN;ACT
حزمة	צרור	حُزمَة	צרור	N;NOM;INDF;SG	
حزمة	החבילה	حُزمَة	החביל	N;NOM;INDF;SG	V;FEM;SG;3;PST;ACT
بري	ברי	بري	ברי		
شرقية	מזרחי	شَرقِيّ	מזרחי	ADJ;NOM;INDF;FEM;SG	PROPN
شرقية	המזרחי	شَرقِيّ	המזרח	ADJ;NOM;INDF;FEM;SG	PROPN
شرقية	מזרח	شَرقِيّ	מזרח	ADJ;NOM;INDF;FEM;SG	N;MASC;SG
لولا	לולה	لَولَا	לה		PROPN
اشترك	מנוי	اِشتَرَك	מנוי	V;PFV;MASC;SG;3;ACT	PROPN
وقود	הדלק	وَقُود	הדלק	N;NOM;INDF;SG	
السياح	תיירות	سَائِح	תיירות	N;NOM;DEF;PL	N;FEM;SG
مجددا	שוב	مُجَدَّد	שוב	ADJ;ACC;INDF;MASC;SG	ADV
شرقا	מזרחה	شِرق	מזרחה	N;ACC;INDF;SG	ADV
شرقا	המזרח	شِرق	המזרח	N;ACC;INDF;SG	PROPN
شرقا	איסט	شِرق	איסט	N;ACC;INDF;SG	PROPN
الفشل	כשל	فَشَل	כשל	N;NOM;DEF;SG	
رائحة	ניחוח	رَائِحَة	ניחוח	N;NOM;INDF;SG	PROPN
رائحة	הריח	رَائِحَة	הריח	N;NOM;INDF;SG	
صنعت	עשה	صَنَع	עשה	V;PFV;FEM;SG;3;PASS	V;MASC;SG;3;PST;ACT
صنعت	הכין	صَنَع	הכין	V;PFV;FEM;SG;3;PASS	V;MASC;SG;3;PST;ACT
غطاء	כסה	غِطَاء	כסה	N;NOM;INDF;SG	
غطاء	מכסה	غِطَاء	כיסה	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;ACT
غطاء	לכסות	غِطَاء	כיסה	N;NOM;INDF;SG	V;NFIN;ACT
فرانكفورت	פרנקפורט	فرَانكفُورت	פרנקפורט		PROPN
غابات	יער	غَابَة	יער	N;NOM;INDF;PL	
غابات	וודס	غَابَة	ודס	N;NOM;INDF;PL	PROPN
غابات	יער	غَابَة	יער	N;NOM;INDF;PL	
غابات	היער	غَابَة	היער	N;NOM;INDF;PL	
الثورية	מהפכנית	ثُورِيّ	מהפכן	ADJ;NOM;DEF;FEM;SG	ADV
مظاهرات	הפגנה	مُظَاهَرَة	הפגנה	N;NOM;INDF;PL	N;FEM;SG
معادن	מטאל	مَعدِن	מטאל	N;NOM;INDF;PL	PROPN
معادن	מתכת	مَعدِن	מתכת	N;NOM;INDF;PL	N;FEM;SG
معادن	מינרל	مَعدِن	מינרל	N;NOM;INDF;PL	N;MASC;SG
المؤسس	המייסד	مُؤَسِّس	המייסד	N;NOM;DEF;SG	PROPN
المؤسس	מייסד	مُؤَسِّس	ייסד	N;NOM;DEF;SG	PROPN
استقرار	היציבות	اِستِقرَار	היציבות	N;NOM;INDF;SG	N;FEM;PL
الذكرى	הזיכרון	ذِكرَى	הזיכרון	N;NOM;DEF;SG	PROPN
الذكرى	זכרון	ذِكرَى	זיכרון	N;NOM;DEF;SG	PROPN
يميز	מפלה	أَمَاز	מפלה	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;FEM;SG
تويتر	טוויטר	تويتر	טוויטר		PROPN
البديل	אלטרנטיבית	بَدِيل	אלטרנטיבי	N;NOM;DEF;SG	ADV
البديل	אלטרנטיבי	بَدِيل	אלטרנטיבי	N;NOM;DEF;SG	PROPN
البديل	האלטרנטיבי	بَدِيل	האלטרנטיבי	N;NOM;DEF;SG	PROPN
البديل	אלטרנטיבי	بَدِيل	אלטרנטיבי	N;NOM;DEF;SG	PROPN
البديل	חלופית	بَدِيل	חלופי	N;NOM;DEF;SG	ADV
البديل	חלופי	بَدِيل	חלופי	N;NOM;DEF;SG	ADJ;MASC;SG
البديل	מחליפה	بَدِيل	החליף	N;NOM;DEF;SG	V;FEM;SG;V.PTCP;ACT
البديل	מחליף	بَدِيل	החליף	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;ACT
التاج	הכתר	تَاج	הכתר	N;NOM;DEF;SG	
التاج	קראון	تَاج	קראון	N;NOM;DEF;SG	PROPN
البوتاسيوم	אשלגן	البوتاسيوم	אשלגן		N;MASC;SG
بات	פט	بَات	פט	V;PFV;MASC;SG;3;ACT	PROPN
بات	פאט	بَات	פאט	V;PFV;MASC;SG;3;ACT	PROPN
الجريدة	עיתונים	جَرِيد	עיתון	N;NOM;DEF;SG	N;MASC;PL
المظاهرات	מחאה	المظاهرات	מחאה	N;NOM;DEF;PL	N;FEM;SG
المظاهرات	הפגנה	المظاهرات	הפגנה	N;NOM;DEF;PL	N;FEM;SG
تسويق	שיווק	تَسوِيق	שיווק	N;NOM;INDF;SG	PROPN
يومي	יומי	يَومِيّ	יומי	ADJ;NOM;INDF;MASC;SG	PROPN
صف	תאר	صَفّ	תאר	N;NOM;INDF;SG	
صف	לתאר	صَفّ	תיאר	N;NOM;INDF;SG	V;NFIN;ACT
صف	תארי	صَفّ	תואר	N;NOM;INDF;SG	PROPN
هايتي	האיטי	هَايَا	האיט		PROPN
المعدن	מטאל	مَعدِن	מטאל	N;NOM;DEF;SG	PROPN
المعدن	מתכות	مَعدِن	מתכת	N;NOM;DEF;SG	N;FEM;PL
ماركوس	מרכוס	ماركوس	מרכוס		PROPN
ماركوس	מרקוס	ماركوس	מרקוס		PROPN
التدخين	מעשנת	تَدخِين	מעשנה	N;NOM;DEF;SG	
التدخين	מעשנים	تَدخِين	מעשן	N;NOM;DEF;SG	N;MASC;PL
التدخين	מעשן	تَدخِين	מעשן	N;NOM;DEF;SG	PROPN
التدخين	לעשן	تَدخِين	עישן	N;NOM;DEF;SG	V;NFIN;ACT
توازن	מאוזנת	تَوَازُن	מאוזן	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;PASS
توازن	מאוזן	تَوَازُن	מאוזן	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;PASS
توازن	יתרה	تَوَازُن	יתרה	N;NOM;INDF;SG	
توازن	מאזן	تَوَازُن	מאזן	N;NOM;INDF;SG	
الكونغرس	הקונגרס	اَلكُونغرِس	הקונגרס		PROPN
الكونغرس	קונגרס	اَلكُونغرِس	קונגרס		N;MASC;SG
الذرات	אטומים	ذِرَة	אטום	N;NOM;DEF;PL	ADJ;MASC;PL
نقلت	הועברה	نَقَل	הועבר	V;PFV;FEM;SG;3;ACT	V;FEM;SG;3;PST;PASS
نقلت	הועברו	نَقَل	הועבר	V;PFV;FEM;SG;3;ACT	V;PL;3;PST;PASS
نقلت	הועבר	نَقَل	הועבר	V;PFV;FEM;SG;3;ACT	V;MASC;SG;3;PST;PASS
التعليمات	הוראה	تَعلِيم	הוראה	N;NOM;DEF;PL	N;FEM;SG
التعليمات	הדרכה	تَعلِيم	הדרכה	N;NOM;DEF;PL	N;FEM;SG
الراحة	נחמה	رَاحَة	נחמה	N;NOM;DEF;SG	
الراحة	לנוח	رَاحَة	נח	N;NOM;DEF;SG	V;NFIN;ACT
الراحة	השאר	رَاحَة	השאר	N;NOM;DEF;SG	
الراحة	נוחי	رَاحَة	נוחי	N;NOM;DEF;SG	PROPN
الراحة	תנוח	رَاحَة	תנוח	N;NOM;DEF;SG	PROPN
المزارع	חוואי	مَزرَعَة	חוואי	N;NOM;DEF;PL	PROPN
المزارع	פרמר	مَزرَعَة	פרמר	N;NOM;DEF;PL	
المزارع	פארמר	مَزرَعَة	פארמר	N;NOM;DEF;PL	PROPN
المزارع	איכר	مَزرَعَة	איכר	N;NOM;DEF;PL	
المزارع	חקלאי	مَزرَعَة	חקלאי	N;NOM;DEF;PL	N;MASC;SG
اعضاء	איבר	عُضو	איבר	N;NOM;INDF;PL	N;MASC;SG
القيصر	קיסר	قَيصَر	קיסר	N;NOM;DEF;SG	PROPN
استخراج	לחלץ	اِستِخرَاج	חילץ	N;NOM;INDF;SG	V;NFIN;ACT
استخراج	תמצית	اِستِخرَاج	תמצית	N;NOM;INDF;SG	
بنما	פנמה	بَنم	פנמה		PROPN
البلقان	הבלקן	بَلَق	הבלקן		PROPN
باتريك	פטריק	بَاترِيك	פטריק		PROPN
الرطوبة	הלחות	رُطُوبَة	הלחה	N;NOM;DEF;SG	N;FEM;PL
الرطوبة	הלחות	رُطُوبَة	הלחה	N;NOM;DEF;SG	N;FEM;PL
التسلسل	רצף	تَسَلسُل	רצף	N;NOM;DEF;SG	
روماني	רומניה	رُومَانِيّ	רומניה	ADJ;NOM;INDF;MASC;SG	PROPN
روماني	רומנים	رُومَانِيّ	רומני	ADJ;NOM;INDF;MASC;SG	N;MASC;PL
روماني	רומני	رُومَانِيّ	רומני	ADJ;NOM;INDF;MASC;SG	PROPN
روماني	רומן	رُومَانِيّ	רומן	ADJ;NOM;INDF;MASC;SG	PROPN
روماني	רומי	رُومَانِيّ	רומי	ADJ;NOM;INDF;MASC;SG	PROPN
يقتل	הריגות	قَتَل	הריגה	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;FEM;PL
يقتل	הורגת	قَتَل	הרגה	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP;ACT
يقتل	הורג	قَتَل	הרג	V;IPFV;MASC;IND;SG;3;FIN;ACT	PROPN
حفلات	מסיבות	حَفلَة	מסיבה	N;NOM;INDF;PL	
مونتانا	מונטנה	مُونتَانَا	מונטנה		PROPN
تقليدية	מסורתית	تَقلِيدِيّ	מסורתי	ADJ;NOM;INDF;FEM;SG	ADV
تقليدية	מסורתיים	تَقلِيدِيّ	מסורתי	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
المجرة	גלקסי	مَجرَة	גלקסי	N;NOM;DEF;SG	PROPN
المجرة	הגלקסיה	مَجرَة	הגלקסיה	N;NOM;DEF;SG	PROPN
المرشح	פילטר	مُرَشَّح	פילטר	N;NOM;DEF;SG	PROPN
المرشح	המועמד	مُرَشَّح	המועמד	N;NOM;DEF;SG	PROPN
المحدد	שצוין	مُحَدَّد	שצוין	ADJ;NOM;DEF;MASC;SG	
المحدد	צוין	مُحَدَّد	צוין	ADJ;NOM;DEF;MASC;SG	V;MASC;SG;3;PST;PASS
الغطاء	כסה	غِطَاء	כסה	N;NOM;DEF;SG	
الغطاء	מכסה	غِطَاء	כיסה	N;NOM;DEF;SG	V;FEM;SG;V.PTCP;ACT
الغطاء	לכסות	غِطَاء	כיסה	N;NOM;DEF;SG	V;NFIN;ACT
متصلة	מקושר	مُتَّصِل	מקושר	ADJ;NOM;INDF;FEM;SG	PROPN
متصلة	מחוברים	مُتَّصِل	מחובר	ADJ;NOM;INDF;FEM;SG	V;MASC;PL;V.PTCP;PASS
