datu	datu	datu	dat	PROPN	
gembala	shepherd	gembala	shepherd	N;SG	
gembala	pasterzy	gembala	pasterz	N;SG	N;ACC;MASC;PL
lines	linii	lines	linia	PROPN	N;GEN;FEM;SG
lines	linijki	lines	linijka	PROPN	N;ACC;FEM;PL
lines	linie	lines	linąć	PROPN	N;NOM;FEM;PL
dominika	dominikany	dominika	dominikany	N	
rise	powstań	rise	powstanie	PROPN	N;GEN;NEUT;PL
astro	astro	astro	astro	PROPN	
syeikh	szejk	syeikh	szejk	PROPN	
terlaris	bestseller	terlaris	bestseller	N	
demo	demo	demo	demo	N;SG	
demo	demos	demo	demos	N;SG	
demo	demo	demo	demo	N;SG	
panorama	panorama	panorama	panoram	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
panorama	panoramiczny	panorama	panoramiczny	N;SG	ADJ;NOM;MASC;SG
rwanda	rwandzie	rwanda	rwanda	PROPN	
rwanda	rwandzie	rwanda	rwanda	PROPN	
chun	chun	chun	chuna	PROPN	PROPN;NOM;MASC;SG
yokohama	yokohama	yokohama	yokoham	PROPN	N;NOM;MASC;SG
menyutradarai	kierowanie	mensutradarai	kierować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
belarus	białoruś	belarus	białoruś	PROPN	
belarus	białorusi	belarus	białoruś	PROPN	
belarus	białorusi	belarus	białoruś	PROPN	
siluman	stealth	siluman	sterlth	N;SG	
siluman	demona	siluman	demon	N;SG	
siluman	demonów	siluman	demon	N;SG	N;GEN;MASC;PL
siluman	demony	siluman	demon	N;SG	N;NOM;MASC;PL
halmahera	raphael	halmahera	raphael	PROPN	PROPN;NOM;MASC;SG
halmahera	rafał	halmahera	rafać	PROPN	PROPN;NOM;MASC;SG
halmahera	halmahera	halmahera	halmaher	PROPN	
hormat	szanuje	hormat	szanować	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
minnesota	minnesota	minnesota	minnesota	PROPN	
horizontal	poziomo	horizontal	poziomo	N	
horizontal	horyzontalne	horizontal	horyzontalny	N	ADJ;NOM;NEUT;SG
horizontal	poziomo	horizontal	poziomo	N	
horizontal	poziome	horizontal	poziomy	N	V;IPFV;IND;PRS;FIN;ACT
keith	keitha	keith	keitha	PROPN	N;ACC;MASC;SG
keith	keith	keith	keith	PROPN	PROPN;NOM;MASC;SG
journey	podróż	journey	podróż	PROPN	N;NOM;FEM;SG
layer	warstwy	layer	warstwa	N;SG	N;ACC;FEM;PL
fotografer	fotografów	fotografer	fotograf	N;SG	N;ACC;MASC;PL
skandal	skandaliczne	skandal	skandaliczny	N;SG	ADJ;NOM;NEUT;SG
skandal	skandali	skandal	skandal	N;SG	N;GEN;MASC;PL
jamie	jamie	jamie	jama	PROPN	
jamie	jamiego	jamie	jamo	PROPN	
diperpanjang	rozszerzone	diperpanjang	rozszerzyć	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
diperpanjang	rozszerzona	diperpanjang	rozszerzyć	V;SG;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
diperpanjang	rozszerzony	diperpanjang	rozszerzyć	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diperpanjang	przedłużony	diperpanjang	przedłużyć	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
terlarang	zabronione	terlarang	zabronić	PROPN;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	zakazany	terlarang	zakazać	PROPN;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
terlarang	zakazane	terlarang	zakazać	PROPN;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	niedozwolone	terlarang	niedozwolony	PROPN;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP
terlarang	zabronione	terlarang	zabronić	PROPN;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	zakazany	terlarang	zakazać	PROPN;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
terlarang	zakazane	terlarang	zakazać	PROPN;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	nielegalny	terlarang	nielegalny	PROPN;SG;PASS	ADJ;NOM;MASC;SG
lebah	pszczoły	lebah	pszczoła	N;SG	
lebah	pszczół	lebah	pszczół	N;SG	
lebah	pszczoły	lebah	pszczoła	N;SG	
lebah	bee	lebah	bee	N;SG	
maine	maine	maine	mainy	PROPN	
menyesuaikan	przystosowanie	mensesuaikan	przystosowanie	V;SG;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
chung	chung	chung	chung	PROPN	PROPN;NOM;MASC;SG
buddhis	buddyjskich	buddhis	buddyjski	N	ADJ;GEN;MASC;PL
berlalu	przepustki	berlalu	przepustka	V;SG;ACT	N;ACC;FEM;PL
berlalu	wejściówki	berlalu	wejściówka	V;SG;ACT	N;ACC;FEM;PL
beyond	poza	beyond	poza	PROPN	ADP
pemandian	kąpiel	penmandian	kąpiel	N;SG	
pemandian	łaźni	penmandian	łaźny	N;SG	
pemandian	łaźnia	penmandian	łaźniać	N;SG	
pemandian	kąpiele	penmandian	kąpiel	N;SG	
nickelodeon	nickelodeon	nickelodeon	nickelodeon	PROPN	
penasehat	doradczego	pennasehat	doradczy	N;SG	
penasehat	doradcze	pennasehat	doradczy	N;SG	
penasehat	doradców	pennasehat	doradca	N;SG	N;ACC;MASC;PL
lópez	lópez	lópez	lópez	PROPN	PROPN;NOM;MASC;SG
bulanan	miesięcznie	bulanan	miesięcznie	N;SG	ADV
bulanan	miesięczne	bulanan	miesięczny	N;SG	ADJ;NOM;NEUT;SG
bulanan	miesięczny	bulanan	miesięczny	N;SG	ADJ;NOM;MASC;SG
maeda	maeda	maeda	maedy	PROPN	
anatomi	anatomii	anatomi	anatomia	N;SG	
anatomi	anatomiczne	anatomi	anatomiczny	N;SG	ADJ;NOM;NEUT;SG
vista	vista	vista	vista	PROPN	
diamati	obserwowany	diamati	obserwować	V;SG;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
diamati	obserwowanych	diamati	obserwować	V;SG;PASS	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
diamati	obserwowane	diamati	obserwować	V;SG;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
diamati	obserwowana	diamati	obserwować	V;SG;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
lucu	słodki	lucu	słodki	ADJ;SG	
lucu	słodko	lucu	słodko	ADJ;SG	
mendidik	wykształcenie	mendidik	wykształcenie	V;SG;ACT	N;NOM;NEUT;SG
mendidik	edukacyjne	mendidik	edukacyjny	V;SG;ACT	ADJ;NOM;NEUT;SG
mendidik	edukacyjny	mendidik	edukacyjny	V;SG;ACT	ADJ;NOM;MASC;SG
mendidik	edukacyjnych	mendidik	edukacyjny	V;SG;ACT	ADJ;GEN;MASC;PL
mendidik	edukacja	mendidik	edukacja	V;SG;ACT	N;NOM;FEM;SG
dikutip	notowane	dikutip	notować	V;SG;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dibahas	omówione	dibahas	omówić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dibahas	omówiono	dibahas	omówić	V;SG;PASS	V;PFV;IND;0;PST;FIN;ACT
norfolk	norfolk	norfolk	norfolk	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
nissan	nissan	nissan	nissany	PROPN	
edinburgh	edynburgu	edinburgh	edynburg	PROPN	N;GEN;MASC;SG
pendahulunya	poprzedników	pendahulunya	poprzednik	N;SG	N;ACC;MASC;PL
std	std	std	std	PROPN	
broadway	broadway	broadway	broadway	PROPN	N;NOM;MASC;SG
broadway	broadwayu	broadway	broadway	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
triple	potrójny	triple	potrójny	PROPN	ADJ;NOM;MASC;SG
triple	potrójne	triple	potrójny	PROPN	ADJ;NOM;NEUT;SG
torino	torino	torino	torino	PROPN	PROPN;NOM;MASC;SG
torino	turynie	torino	turyn	PROPN	PROPN;NOM;MASC;SG
diklasifikasikan	sklasyfikowane	diklasifikasikan	sklasyfikować	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
diklasifikasikan	tajne	diklasifikasikan	tajny	V;SG;PASS	
diklasifikasikan	tajna	diklasifikasikan	tajny	V;SG;PASS	N;NOM;FEM;SG
diklasifikasikan	tajny	diklasifikasikan	tajny	V;SG;PASS	ADJ;NOM;MASC;SG
kultur	kultur	kultur	kultur	N	
gregory	grzegorz	gregory	grzegorz	PROPN	PROPN;NOM;MASC;SG
vancouver	vancouver	vancouver	vancouver	PROPN	N;NOM;MASC;SG
gate	bramka	gate	bramka	PROPN	N;NOM;FEM;SG
gate	brama	gate	brama	PROPN	N;NOM;FEM;SG
gate	bramy	gate	brama	PROPN	
gate	bramę	gate	brama	PROPN	N;ACC;FEM;SG
gate	gate	gate	gatek	PROPN	
gate	wrota	gate	wrota	PROPN	N;NOM;NEUT;SG
ende	ende	ende	ende	PROPN	
kei	kei	kei	ken	PROPN	
rao	rao	rao	rao	PROPN	PROPN;NOM;MASC;SG
dirawat	leczonych	dirawat	leczyć	V;SG;PASS	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
dirawat	traktowane	dirawat	traktować	V;SG;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dirawat	leczony	dirawat	leczyć	V;SG;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
reruntuhan	ruin	reruntuhan	ruin	N	
once	raz	once	raz	PROPN	N;ACC;MASC;SG
once	kiedyś	once	kiedyś	PROPN	ADV
unicode	unicode	unicode	unicody	N	
joshua	joshua	joshua	joshua	PROPN	PROPN;NOM;MASC;SG
fungsional	funkcjonalne	fungsional	funkcjonalny	N	ADJ;NOM;NEUT;SG
fungsional	funkcjonalny	fungsional	funkcjonalny	N	ADJ;NOM;MASC;SG
rajawali	jastrząb	rajawali	jastrząć	PROPN	N;NOM;MASC;SG
rajawali	hawk	rajawali	hawka	PROPN	
rajawali	kondor	rajawali	kondor	PROPN	N;NOM;MASC;SG
wangi	zapachowe	wangi	zapachowy	PROPN;SG	ADJ;NOM;NEUT;SG
wangi	woń	wangi	woń	PROPN;SG	N;NOM;FEM;SG
wangi	zapach	wangi	zapach	PROPN;SG	N;NOM;MASC;SG
wangi	perfumy	wangi	perfum	PROPN;SG	N;NOM;MASC;PL
wangi	aromat	wangi	aromat	PROPN;SG	N;NOM;MASC;SG
wangi	zapach	wangi	zapach	PROPN;SG	N;NOM;MASC;SG
italy	włochy	italy	włochy	PROPN	
ocean	oceanu	ocean	ocean	PROPN	N;GEN;MASC;SG
ocean	ocean	ocean	ocean	PROPN	N;NOM;MASC;SG
hampshire	hampshire	hampshire	hampshiry	PROPN	
bengali	bengali	bengali	bengalić	PROPN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
things	rzeczy	things	rzecz	PROPN	N;ACC;FEM;PL
din	din	din	din	PROPN	
josh	josha	josh	joshać	PROPN	N;ACC;MASC;SG
josh	josh	josh	josh	PROPN	PROPN;NOM;MASC;SG
scientific	naukowy	scientific	naukowy	PROPN	ADJ;NOM;MASC;SG
scientific	naukowa	scientific	naukowy	PROPN	N;NOM;FEM;SG
scientific	naukowe	scientific	naukowy	PROPN	ADJ;NOM;NEUT;SG
too	tez	too	tez	PROPN	
too	też	too	też	PROPN	PART
too	too	too	too	PROPN	
too	zbyt	too	zbyt	PROPN	PART
jeong	jung	jeong	junga	PROPN	PROPN;NOM;MASC;SG
jeong	jeong	jeong	jeong	PROPN	
rocket	rakietę	rocket	rakieta	PROPN	N;ACC;FEM;SG
rocket	rakiety	rocket	rakieta	PROPN	N;ACC;FEM;PL
rocket	rakieta	rocket	rakieta	PROPN	N;NOM;FEM;SG
kung	kung	kung	kung	PROPN	
esai	eseje	esai	esej	N;SG;ACT	N;NOM;MASC;PL
integral	integralną	integral	integralny	N	ADJ;ACC;FEM;SG
kapas	bawełny	kapas	bawełna	N;SG	
kapas	bawełna	kapas	bawełny	N;SG	ADJ;NOM;FEM;SG
kapas	cotton	kapas	cotton	N;SG	
sevilla	sevilla	sevilla	sevill	PROPN	N;NOM;MASC;SG
marcus	marek	marcus	marek	PROPN	PROPN;NOM;MASC;SG
marcus	markus	marcus	markus	PROPN	PROPN;NOM;MASC;SG
marcus	marcusa	marcus	marcus	PROPN	N;ACC;MASC;SG
marcus	marcus	marcus	marcus	PROPN	PROPN;NOM;MASC;SG
singer	singer	singer	singer	PROPN	
singer	piosenkarz	singer	piosenkarz	PROPN	N;NOM;MASC;SG
singer	wokalista	singer	wokalista	PROPN	N;NOM;MASC;SG
singer	piosenkarka	singer	piosenkarka	PROPN	N;NOM;FEM;SG
grant	dotacja	grant	dotacja	PROPN	N;NOM;FEM;SG
grant	grant	grant	grant	PROPN	
yun	yun	yun	yun	PROPN	PROPN;NOM;MASC;SG
greatest	najwspanialszy	greatest	kopanialy	PROPN	ADJ;NOM;CMPR;MASC;SG
greatest	największe	greatest	duży	PROPN	ADJ;NOM;CMPR;NEUT;SG
greatest	największy	greatest	duży	PROPN	ADJ;NOM;CMPR;MASC;SG
paten	patenty	paten	patent	N;SG	N;NOM;MASC;PL
paten	patenty	paten	patent	N;SG	N;NOM;MASC;PL
aria	aria	aria	aria	PROPN	
melukis	obraz	menlukis	obraz	V;SG;ACT	N;NOM;MASC;SG
melukis	malarstwo	menlukis	malarstwo	V;SG;ACT	N;NOM;NEUT;SG
melukis	malowanie	menlukis	malować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gao	gao	gao	gao	PROPN	PROPN;NOM;MASC;SG
elektrik	elektryczny	elektrik	elektryczny	N;SG	ADJ;NOM;MASC;SG
elektrik	elektryczne	elektrik	elektryczny	N;SG	ADJ;NOM;NEUT;SG
elektrik	electric	elektrik	electric	N;SG	
dorongan	zachęty	dorongan	zachęta	N;SG	
mit	mit	mit	mit	PROPN	N;NOM;MASC;SG
penayangan	dostawa	pentayangan	dostawa	N;SG	
penayangan	wyświetleń	pentayangan	wyświetlenie	N;SG	N;GEN;NEUT;PL
penayangan	wrażenia	pentayangan	wrażenie	N;SG	N;NOM;NEUT;PL
bis	autobusem	bis	autobus	PROPN	N;INS;MASC;SG
bis	autobus	bis	autobus	PROPN	N;NOM;MASC;SG
bis	bis	bis	bis	PROPN	
bis	autobusy	bis	autobusa	PROPN	N;NOM;MASC;PL
luksemburg	luksemburg	luksemburg	luksemburg	PROPN	N;NOM;MASC;SG
luksemburg	luksemburgu	luksemburg	luksemburg	PROPN	N;GEN;MASC;SG
luksemburg	luksemburg	luksemburg	luksemburg	PROPN	N;NOM;MASC;SG
luksemburg	luksemburga	luksemburg	luksemburga	PROPN	N;GEN;MASC;SG
ulangan	powtarza	ulangan	powtarzać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
khmer	khmer	khmer	khmer	PROPN	
half	pół	half	pół	PROPN	
half	połowa	half	połowy	PROPN	
batin	wewnętrzny	batin	wewnętrzny	N;SG	ADJ;NOM;MASC;SG
batin	wewnętrzna	batin	wewnętrzny	N;SG	ADJ;NOM;FEM;SG
mengabaikan	ignorowanie	menabaikan	ignorować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hand	rękę	hand	ręka	PROPN	N;ACC;FEM;SG
hand	dłoń	hand	dłoń	PROPN	N;NOM;FEM;SG
hand	ręka	hand	ręka	PROPN	
christina	christina	christina	christina	PROPN	N;NOM;FEM;SG
christina	krystyna	christina	krystyna	PROPN	PROPN;NOM;FEM;SG
gita	gita	gita	gita	PROPN	
konversi	konwersji	konversi	konwersja	N;SG	
konversi	konwersje	konversi	konwersja	N;SG	N;NOM;FEM;PL
konversi	konwersji	konversi	konwersja	N;SG	
konversi	zamiana	konversi	zamiana	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
konversi	konwersja	konversi	konwersja	N;SG	
konversi	konwersje	konversi	konwersja	N;SG	N;NOM;FEM;PL
konversi	konwersji	konversi	konwersja	N;SG	
konversi	konwersja	konversi	konwersja	N;SG	
sparta	sparta	sparta	sparty	PROPN	
doctor	doktorze	doctor	doktor	PROPN	
doctor	lekarz	doctor	lekarz	PROPN	N;NOM;MASC;SG
sakramen	sakramenty	sakramen	sakrament	N;SG	N;NOM;MASC;PL
botani	botaniki	botani	botanik	N;SG	
botani	botaniczny	botani	botaniczny	N;SG	ADJ;NOM;MASC;SG
jingga	pomarańczowy	jingga	pomarańczowy	PROPN	ADJ;NOM;MASC;SG
jingga	orange	jingga	oranga	PROPN	
jingga	pomarańczowe	jingga	pomarańczowy	PROPN	ADJ;NOM;NEUT;SG
jingga	pomarańczowa	jingga	pomarańczowy	PROPN	ADJ;NOM;FEM;SG
toilet	toalety	toilet	toaleta	PROPN;SG	N;GEN;FEM;SG
toilet	toaleta	toilet	toaleta	PROPN;SG	N;NOM;FEM;SG
toilet	wc	toilet	wc	PROPN;SG	
toilet	toalety	toilet	toaleta	PROPN;SG	N;GEN;FEM;SG
cnn	cnn	cnn	cnny	PROPN	
yudha	romanse	yudha	romans	PROPN	N;NOM;MASC;PL
yudha	spraw	yudha	sprawa	PROPN	N;GEN;FEM;PL
marseille	marsylii	marseille	marsylia	PROPN	PROPN;GEN;FEM;SG
marseille	marsylii	marseille	marsylia	PROPN	PROPN;GEN;FEM;SG
calvados	calvados	calvados	calvados	PROPN	
seung	seung	seung	seung	PROPN	
pembicara	głośniki	penbicara	głośnik	N;SG	N;NOM;MASC;PL
intervensi	interwencje	intervensi	interwencja	N;SG	N;NOM;FEM;PL
armstrong	armstrong	armstrong	armstrong	PROPN	
yakobus	james	yakobus	james	PROPN	PROPN;NOM;MASC;SG
yakobus	jakub	yakobus	jakub	PROPN	PROPN;NOM;MASC;SG
yakobus	jamesa	yakobus	jamesa	PROPN	
yakobus	jakuba	yakobus	jakub	PROPN	
kemarau	suszy	kemarau	suszyć	N;SG	
didorong	silnikowym	didorong	silnikowy	V;SG;PASS	ADJ;INS;MASC;SG
didorong	napędzane	didorong	napędzać	V;SG;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
didorong	zachęca	didorong	zachęcać	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
kesaksian	zeznania	kesaksian	zeznanie	N;SG	N;NOM;NEUT;PL
kesaksian	referencje	kesaksian	referencja	N;SG	N;NOM;FEM;PL
kesaksian	zeznania	kesaksian	zeznanie	N;SG	N;NOM;NEUT;PL
watson	watson	watson	watson	PROPN	
heat	upał	heat	upał	PROPN	
heat	heat	heat	heat	PROPN	
heat	ciepło	heat	ciepło	PROPN	
heat	gorąco	heat	gorąco	PROPN	ADV
heat	ciepła	heat	ciepło	PROPN	
edwin	edwin	edwin	edwina	PROPN	PROPN;NOM;MASC;SG
helen	helena	helen	helen	PROPN	PROPN;NOM;FEM;SG
helen	helen	helen	helen	PROPN	PROPN;NOM;FEM;SG
kuantum	kwantowa	kuantum	kwantowy	N;SG	ADJ;NOM;FEM;SG
kuantum	kwantowej	kuantum	kwantowy	N;SG	ADJ;GEN;FEM;SG
diy	diy	diy	dić	PROPN	
maryland	maryland	maryland	maryland	PROPN	N;NOM;MASC;SG
mekanika	mechaniczny	mekanika	mechaniczny	N;SG	ADJ;NOM;MASC;SG
mekanika	mechaniczne	mekanika	mechaniczny	N;SG	ADJ;NOM;NEUT;SG
queens	królowe	queens	królowy	PROPN	N;NOM;MASC;PL
queens	queens	queens	queens	PROPN	
hamzah	hamza	hamzah	hamza	PROPN	
mekar	kwiat	mekar	kwiat	PROPN	N;NOM;MASC;SG
mekar	kwitną	mekar	kwitny	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
mekar	bloom	mekar	bloom	PROPN	
mekar	kwitnie	mekar	kwitnie	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
steel	stal	steel	stal	PROPN	
steel	stalowe	steel	stalowy	PROPN	ADJ;NOM;NEUT;SG
steel	stali	steel	stać	PROPN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
bureau	prezydium	bureau	prezydium	PROPN	N;NOM;NEUT;SG
bureau	biuro	bureau	biuro	PROPN	
timah	tin	timah	tin	PROPN;SG	
timah	puszka	timah	puszka	PROPN;SG	N;NOM;FEM;SG
penutupan	zamyka	pentutupan	zamykać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
germain	germain	germain	germain	PROPN	
berhala	bałwochwalstwa	berhala	bałwochwalstwo	PROPN;SG	N;GEN;NEUT;SG
diamond	diament	diamond	diament	PROPN	
diamond	diamond	diamond	diamond	PROPN	
diamond	diamenty	diamond	diament	PROPN	N;ACC;MASC;PL
saga	saga	saga	sagać	PROPN	
dihadapi	obliczu	dihadapi	oblicze	V;SG;PASS	N;DAT;NEUT;SG
dihadapi	napotkanych	dihadapi	napotkać	V;SG;PASS	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
rick	rick	rick	rick	PROPN	PROPN;NOM;MASC;SG
rick	ricka	rick	ricka	PROPN	
liberty	wolność	liberty	wolność	PROPN	N;NOM;FEM;SG
liberty	wolności	liberty	wolność	PROPN	N;GEN;FEM;SG
liberty	liberty	liberty	liberta	PROPN	
kanji	kanji	kanji	kanja	N	
faith	wierze	faith	wierzyć	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
faith	faith	faith	faith	PROPN	
faith	wiara	faith	wiara	PROPN	N;NOM;FEM;SG
faith	wiary	faith	wiara	PROPN	N;GEN;FEM;SG
faith	wiarę	faith	wiara	PROPN	N;ACC;FEM;SG
renovasi	przebudowy	renovasi	przebudowy	N;SG	
gilbert	gilbert	gilbert	gilbert	PROPN	N;NOM;MASC;SG
tembak	strzelać	tembak	strzelać	N;SG;ACT	V;IPFV;NFIN;ACT
genesis	genesis	genesis	genesis	PROPN	
dikonsumsi	zużyte	dikonsumsi	zużyć	V;SG;PASS	ADJ;NOM;NEUT;SG
investigasi	dochodzeń	investigasi	dochodzenie	N;SG	N;GEN;NEUT;PL
deret	catena	deret	caten	N;SG	
deret	serie	deret	serie	N;SG	
deret	series	deret	series	N;SG	
deret	serii	deret	seria	N;SG	
berteman	przyjaciele	berteman	przyjaciel	V;SG;ACT	N;NOM;MASC;PL
berteman	przyjaciółki	berteman	przyjaciółka	V;SG;ACT	N;NOM;FEM;PL
berteman	znajomi	berteman	znajomy	V;SG;ACT	N;NOM;MASC;PL
berteman	znajomych	berteman	znajomy	V;SG;ACT	N;ACC;MASC;PL
berteman	przyjaciół	berteman	przyjaciel	V;SG;ACT	N;ACC;MASC;PL
takahashi	takahashi	takahashi	takahashi	N	
nopember	listopad	nopember	listopad	N	
nara	nara	nara	nara	N;SG	
guyana	gujany	guyana	gujany	PROPN	
guyana	gujana	guyana	gujać	PROPN	
wah	wow	wah	wow	PROPN	
wah	wah	wah	wy	PROPN	
diusir	wygnany	diusir	wygnany	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diusir	wydalony	diusir	wydalić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diusir	wyrzucony	diusir	wyrzucić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kader	kader	kader	kader	N;SG	
dicari	zgromadziła	dicari	zgromadzić	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
dicari	poszukiwana	dicari	poszukiwać	V;SG;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
dicari	poszukiwana	dicari	poszukiwać	V;SG;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
dicari	chciał	dicari	chcieć	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
dicari	poszukiwany	dicari	poszukiwać	V;SG;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
dicari	poszukiwani	dicari	poszukiwać	V;SG;PASS	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
tekstil	włókiennicze	tekstil	włókieniczy	N;SG	ADJ;NOM;NEUT;SG
tekstil	włókienniczych	tekstil	włókieniczy	N;SG	ADJ;GEN;MASC;PL
orchestra	orkiestrę	orchestra	orkiestra	PROPN	N;ACC;FEM;SG
orchestra	orkiestra	orchestra	orkiestra	PROPN	N;NOM;FEM;SG
orchestra	orkiestry	orchestra	orkiestra	PROPN	N;GEN;FEM;SG
jutaan	miliony	jutaan	miliony	N;SG	
jutaan	milionów	jutaan	milion	N;SG	N;GEN;MASC;PL
berorientasi	ukierunkowana	berorientasi	ukierunkować	V;SG;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
alonso	alonso	alonso	alonso	PROPN	N;NOM;MASC;SG
pemilih	wyborcy	penpilih	wyborca	N;SG	N;NOM;MASC;PL
pemilih	wyborcy	penpilih	wyborca	N;SG	N;NOM;MASC;PL
pemilih	wyborców	penpilih	wyborca	N;SG	N;ACC;MASC;PL
bereaksi	reagowanie	berreaksi	reagować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
alien	obcych	alien	obcy	PROPN	
alien	kosmita	alien	kosmita	PROPN	N;NOM;MASC;SG
alien	obce	alien	obcy	PROPN	
alien	obca	alien	obcy	PROPN	
alien	obcy	alien	obcy	PROPN	N;NOM;MASC;SG
alien	kosmici	alien	kosmita	PROPN	N;NOM;MASC;PL
alien	cudzoziemców	alien	cudzoziemiec	PROPN	N;ACC;MASC;PL
alien	obcy	alien	obcy	PROPN	N;NOM;MASC;SG
berkolaborasi	współpracują	berkolaborasi	współpracować	V;SG;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
kenneth	kenneth	kenneth	kenneth	PROPN	N;NOM;MASC;SG
false	fałsz	false	fałsz	PROPN	
false	fałszywa	false	fałszywać	PROPN	ADJ;NOM;FEM;SG
false	fałszywe	false	fałszywy	PROPN	ADJ;NOM;NEUT;SG
false	nieprawdziwe	false	nieprawdziwy	PROPN	ADJ;NOM;NEUT;SG
false	fałszywy	false	fałszywa	PROPN	ADJ;NOM;MASC;SG
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN;NOM;MASC;SG
terbalik	odwrócony	terbalik	odwrócić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
terbalik	odwrócone	terbalik	odwrócić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terbalik	odwrócić	terbalik	odwrócić	V;SG;PASS	V;PFV;NFIN;ACT
terbalik	odwrócony	terbalik	odwrócić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diidentifikasi	identyfikuje	diidentifikasi	identyfikować	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
diidentifikasi	zidentyfikowane	diidentifikasi	zidentyfikować	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
diidentifikasi	zidentyfikowano	diidentifikasi	zidentyfikować	V;SG;PASS	V;PFV;IND;0;PST;FIN;ACT
diidentifikasi	zidentyfikowany	diidentifikasi	zidentyfikować	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diidentifikasi	stwierdzone	diidentifikasi	stwierdzić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
arashi	arashi	arashi	arash	N	
