категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	
потока	áramlás	поток	áramlás	N;INAN;GEN;MASC;SG	N;NOM;SG
обычный	normális	обычный	normális	ADJ;NOM;MASC;SG	
обычный	normál	обычный	normál	ADJ;NOM;MASC;SG	
обычный	közönséges	обычный	közönséges	ADJ;NOM;MASC;SG	N;NOM;SG
корее	koreai	корея	koreai	N;INAN;NOM;FEM;SG	
корее	koreából	корея	korea	N;INAN;NOM;FEM;SG	N;IN+ABL;SG
господа	uraim	господин	ur	N;ANIM;NOM;MASC;PL	
признана	elismerte	признать	elismer	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
признана	elismert	признать	elismer	V;PFV;FEM;SG;PST;V.PTCP;PASS	
признана	felismert	признать	felismert	V;PFV;FEM;SG;PST;V.PTCP;PASS	
признана	elismert	признать	elismer	V;PFV;FEM;SG;PST;V.PTCP;PASS	
частный	magán	частный	maga	ADJ;NOM;MASC;SG	
частный	privát	частный	priva	ADJ;NOM;MASC;SG	
открывается	nyit	открываться	nyit	V;IPFV;IND;SG;3;PRS;FIN;MID	V;INDF;IND;SG;3;PRS;FIN;ACT
открывается	nyitható	открываться	nyitható	V;IPFV;IND;SG;3;PRS;FIN;MID	
уравнения	egyenlet	уравнение	egyenlet	N;INAN;NOM;NEUT;PL	N;NOM;SG
духовного	spirituális	духовный	spirituális	ADJ;GEN;MASC;SG	N;NOM;SG
духовного	szellemi	духовный	szellemi	ADJ;GEN;MASC;SG	
духовного	lelki	духовный	lelki	ADJ;GEN;MASC;SG	
готовы	kész	готовый	kész	ADJ;PL	
мирный	békés	мирный	békés	ADJ;NOM;MASC;SG	
разрушен	megsemmisült	разрушить	megsemmisült	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
разрушен	elpusztult	разрушить	elpusztult	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
разрушен	elpusztította	разрушить	elpusztít	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
чеченской	csecsen	чеченский	csecsen	ADJ;INS;FEM;SG	ADJ;NOM;SG
гей	melegek	гей	meleg	N;ANIM;NOM;MASC;SG	N;NOM;PL
гей	meleg	гей	meleg	N;ANIM;NOM;MASC;SG	
очереди	sorba	очередь	sor	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
очереди	sor	очередь	sor	N;INAN;NOM;FEM;PL	
очереди	sorban	очередь	sor	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
очереди	sorban	очередь	sor	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
падает	esés	падать	esés	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
падает	zuhanás	падать	zuhanás	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
падает	vízesés	падать	vízesés	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
падает	falls	падать	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	
слухи	szóbeszéd	слух	szóbeszéd	N;INAN;NOM;MASC;PL	N;NOM;SG
слухи	pletyka	слух	pletyka	N;INAN;NOM;MASC;PL	
слухи	pletyka	слух	pletyka	N;INAN;NOM;MASC;PL	
слухи	szóbeszéd	слух	szóbeszéd	N;INAN;NOM;MASC;PL	N;NOM;SG
слухи	szóbeszéd	слух	szóbeszéd	N;INAN;NOM;MASC;PL	N;NOM;SG
слухи	szóbeszéd	слух	szóbeszéd	N;INAN;NOM;MASC;PL	N;NOM;SG
слухи	pletyka	слух	pletyka	N;INAN;NOM;MASC;PL	
дочерей	lányai	дочь	lány	N;ANIM;GEN;FEM;PL	N;NOM;PL
почтовой	postai	почтовый	postai	ADJ;INS;FEM;SG	N;NOM;SG
югославия	jugoszlávia	югославие	jugoszlávia	N;INAN;NOM;NEUT;PL	N;NOM;SG
словении	szlovénia	словение	szlovénia	N;INAN;NOM;NEUT;SG	
словении	szlovén	словение	szlovén	N;INAN;NOM;NEUT;SG	
словении	szlovén	словение	szlovén	N;INAN;NOM;NEUT;SG	
эпоха	epoch	эпоха	epoch	N;INAN;NOM;FEM;SG	
огайо	ohio	огато	ohio	N;INAN;NOM;MASC;SG	
драфт	tervezetét	драфт	tervezet	N;INAN;NOM;MASC;SG	N;ACC;SG
драфт	tervezet	драфт	tervezet	N;INAN;NOM;MASC;SG	
достоинства	méltóság	достоинство	méltóság	N;INAN;NOM;NEUT;PL	N;NOM;SG
дона	dona	дон	dona	N;INAN;NOM;MASC;SG	
дона	don	дон	don	N;INAN;NOM;MASC;SG	
регионы	régiói	регион	régiói	N;INAN;NOM;MASC;PL	N;NOM;SG
сектор	branch	сектор	branch	N;INAN;NOM;MASC;SG	
равен	egyenlők	равный	egyenlő	ADJ;MASC;SG	N;NOM;PL
равен	egyenlő	равный	egyenlő	ADJ;MASC;SG	
мехико	méxico	мехико	méxico	N;INAN;NOM;MASC;SG	
компонентов	alkatrész	компонент	alkatrész	N;INAN;GEN;MASC;PL	N;NOM;SG
компонентов	komponensek	компонент	komponens	N;INAN;GEN;MASC;PL	N;NOM;PL
компонентов	alkatrészek	компонент	alkatrész	N;INAN;GEN;MASC;PL	N;NOM;PL
компонентов	összetevők	компонент	összetevő	N;INAN;GEN;MASC;PL	N;NOM;PL
легче	könnyebben	легкий	könnyű	ADJ;CMPR	ADV
легче	könnyű	легкий	könnyű	ADJ;CMPR	
немногих	kevesen	немногие	kevés	ADJ;GEN;PL	ADV
немногих	pár	немногие	pár	ADJ;GEN;PL	
немногих	kevés	немногие	kevés	ADJ;GEN;PL	
немногих	kevesek	немногие	kevés	ADJ;GEN;PL	
немногих	néhány	немногие	néhány	ADJ;GEN;PL	DET;INDF
разряд	egyéni	разряд	egyéni	N;INAN;NOM;MASC;SG	
прага	prága	праг	prága	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
прага	prágai	праг	prágai	N;INAN;NOM;FEM;SG	
подтверждение	megerősítést	подтверждение	megerősítés	N;INAN;NOM;NEUT;SG	N;ACC;SG
подтверждение	megerősíteni	подтверждение	meg+erősít	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
подтверждение	megerősítve	подтверждение	megerősítve	N;INAN;NOM;NEUT;SG	ADV;V.CVB
раненых	sérült	раненый	sérül	N;ANIM;GEN;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
раненых	sebesült	раненый	sebesül	N;ANIM;GEN;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
минимальным	minimális	минимальный	minimális	ADJ;INS;NEUT;SG	
минимальным	minimálisan	минимальный	minimális	ADJ;INS;NEUT;SG	
праге	prága	прага	prága	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
праге	prágai	прага	prágai	N;INAN;NOM;MASC;SG	
сантьяго	santiago	сантий	santiago	N;INAN;NOM;MASC;SG	
тейлор	taylor	тейлор	taylor	N;ANIM;NOM;MASC;SG	
конфедерации	államszövetség	конфедерация	államszövetség	N;INAN;NOM;FEM;PL	N;NOM;SG
конфедерации	konföderáció	конфедерация	konföderáció	N;INAN;NOM;FEM;PL	N;NOM;SG
конфедерации	államszövetség	конфедерация	államszövetség	N;INAN;NOM;FEM;PL	N;NOM;SG
традиционные	hagyományos	традиционный	hagyományos	ADJ;NOM;PL	
традиционные	tradicionális	традиционный	tradicionális	ADJ;NOM;PL	ADJ;NOM;SG
питание	táplálkozási	питание	táplálkozási	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
питание	élelmiszerek	питание	élelmiszer	N;INAN;NOM;NEUT;SG	N;NOM;PL
лидия	lidia	лидия	lidia	N;ANIM;NOM;FEM;SG	
лидия	lydia	лидия	lydia	N;ANIM;NOM;FEM;SG	
владельца	tulaj	владелец	tulaj	N;ANIM;ACC;MASC;SG	N;NOM;SG
владельца	tulajdonos	владелец	tulajdonos	N;ANIM;ACC;MASC;SG	N;NOM;SG
владельца	tulajdonosa	владелец	tulajdonos	N;ANIM;ACC;MASC;SG	N;NOM;SG
кларк	clarke	кларк	clarke	N;ANIM;NOM;MASC;SG	
кларк	clark	кларк	clark	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
саша	sacha	саш	sacha	N;ANIM;NOM;MASC;SG	
саша	sascha	саш	sascha	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
саша	sasha	саш	sasha	N;ANIM;NOM;MASC;SG	
расследования	nyomozás	расследование	nyomozás	N;INAN;NOM;NEUT;PL	N;NOM;SG
трудности	nehézséget	трудность	nehézség	N;INAN;NOM;FEM;PL	N;ACC;SG
трудности	nehézség	трудность	nehézség	N;INAN;NOM;FEM;PL	N;NOM;SG
трудности	nehézségekkel	трудность	nehézség	N;INAN;NOM;FEM;PL	N;INS;PL
трудности	nehézség	трудность	nehézség	N;INAN;NOM;FEM;PL	N;NOM;SG
обнаружения	kimutatás	обнаружение	kimutatás	N;INAN;NOM;NEUT;PL	N;NOM;SG
действовали	cselekedett	действовать	cselekedik	V;IPFV;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
альфа	alpha	альф	alpha	N;INAN;NOM;MASC;SG	
альфа	alfa	альф	alfa	N;INAN;NOM;MASC;SG	
альфа	alfa	альф	alfa	N;INAN;NOM;MASC;SG	
мосты	hidakat	мост	híd	N;INAN;NOM;MASC;PL	N;ACC;PL
ночной	éjjeli	ночной	éjjeli	ADJ;NOM;MASC;SG	
холм	dombon	холм	dombon	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
холм	dombra	холм	dombra	N;INAN;NOM;MASC;SG	N;ON+ALL;SG
холм	hegyen	холм	hegy	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
холм	hill	холм	hill	N;INAN;NOM;MASC;SG	
включен	engedélyezve	включить	engedélyezve	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADV;V.CVB
полуфинале	elődöntőben	полуфинал	elődöntő	N;INAN;ESS;MASC;SG	N;IN+ESS;SG
существующие	meglévő	существовать	meglévő	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	
существующие	meglevő	существовать	meglevő	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	
существующие	létező	существовать	létező	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	
марш	marsh	марш	marsh	N;INAN;NOM;MASC;SG	
марш	márciusi	марш	márciusi	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
толстого	tolsztoj	толстой	tolszik	ADJ;ACC;MASC;SG	N;NOM;SG
скобках	zárójel	скобка	záró	N;INAN;ESS;FEM;PL	N;NOM;SG
открыли	megnyitott	открыть	megnyitott	V;PFV;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
открыли	megnyílt	открыть	megnyílt	V;PFV;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
открыли	nyitva	открыть	nyitva	V;PFV;IND;PL;PST;FIN;ACT	ADV;V.CVB
турок	török	турок	török	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
турок	turk	турок	turk	N;ANIM;NOM;MASC;SG	
турок	törökök	турок	török	N;ANIM;NOM;MASC;SG	N;NOM;PL
житель	rezidens	житель	rezidens	N;ANIM;NOM;MASC;SG	
минуту	perc	минута	perc	N;INAN;ACC;FEM;SG	N;NOM;SG
фрунзе	frunze	фрунза	frunze	N;INAN;NOM;MASC;SG	
повстанцев	felkelők	повстанец	felkelő	N;ANIM;GEN;MASC;PL	N;NOM;PL
повстанцев	lázadók	повстанец	lázadó	N;ANIM;GEN;MASC;PL	N;NOM;PL
повстанцев	felkelő	повстанец	felkelő	N;ANIM;GEN;MASC;PL	
повстанцев	felkelők	повстанец	felkelő	N;ANIM;GEN;MASC;PL	N;NOM;PL
повстанцев	lázadók	повстанец	lázadó	N;ANIM;GEN;MASC;PL	N;NOM;PL
повстанцев	felkelő	повстанец	felkelő	N;ANIM;GEN;MASC;PL	
повстанцев	lázadók	повстанец	lázadó	N;ANIM;GEN;MASC;PL	N;NOM;PL
повстанцев	lázadó	повстанец	lázadó	N;ANIM;GEN;MASC;PL	ADJ;NOM;SG
отмечено	megjelöltek	отметить	meg+jelöl	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
отмечено	megjelölt	отметить	megjelölt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	
менеджер	vezető	менеджер	vezető	N;ANIM;NOM;MASC;SG	
менеджер	kezelő	менеджер	kezelő	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
тамара	tamara	тамара	tamara	N;ANIM;NOM;FEM;SG	
описаны	leírt	описать	leírt	V;PFV;PL;PST;V.PTCP;PASS	
сквозь	át	сквозь	át	ADP	ADV
бар	bar	бар	bar	N;INAN;NOM;MASC;SG	
бар	bár	бар	bár	N;INAN;NOM;MASC;SG	CONJ
антоний	anthony	антоний	anthony	N;ANIM;NOM;MASC;SG	
антоний	antal	антоний	antal	N;ANIM;NOM;MASC;SG	
антоний	antonius	антоний	antonius	N;ANIM;NOM;MASC;SG	
антоний	antoni	антоний	antoni	N;ANIM;NOM;MASC;SG	
осады	ostrom	осада	ostrom	N;INAN;NOM;FEM;PL	N;NOM;SG
расширить	bővítése	расширить	bővítés	V;PFV;NFIN;ACT	N;NOM;SG
кабинета	kabinet	кабинет	kabinet	N;INAN;GEN;MASC;SG	N;NOM;SG
кабинета	szekrény	кабинет	szekrény	N;INAN;GEN;MASC;SG	N;NOM;SG
джузеппе	giuseppe	джузеппе	giusep	N;ANIM;NOM;MASC;SG	
модификация	módosítást	модификация	módosítás	N;INAN;NOM;FEM;SG	N;ACC;SG
модификация	módosítások	модификация	módosítás	N;INAN;NOM;FEM;SG	N;NOM;PL
еврейских	zsidó	еврейский	zsidó	ADJ;GEN;PL	
еврейских	zsidók	еврейский	zsidó	ADJ;GEN;PL	N;NOM;PL
израильский	izraeli	израильский	izraeli	ADJ;NOM;MASC;SG	
израильский	izraeliek	израильский	izraeli	ADJ;NOM;MASC;SG	N;NOM;PL
окрестности	környezet	окрестность	környezet	N;INAN;NOM;FEM;PL	N;NOM;SG
окрестности	környék	окрестность	környék	N;INAN;NOM;FEM;PL	N;NOM;SG
окрестности	környéken	окрестность	környék	N;INAN;NOM;FEM;PL	N;ON+ESS;SG
окрестности	szomszédság	окрестность	szomszédság	N;INAN;NOM;FEM;PL	N;NOM;SG
окрестности	környék	окрестность	környék	N;INAN;NOM;FEM;PL	N;NOM;SG
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	
мама	anyu	мама	anyu	N;ANIM;NOM;FEM;SG	
мама	anyu	мама	anyu	N;ANIM;NOM;FEM;SG	
посетителей	látogatók	посетитель	látogató	N;ANIM;GEN;MASC;PL	ADJ;NOM;PL
посетителей	látogatói	посетитель	látogató	N;ANIM;GEN;MASC;PL	N;NOM;PL
посетителей	látogató	посетитель	látogató	N;ANIM;GEN;MASC;PL	ADJ;NOM;SG
афины	athéni	афиный	athéni	N;INAN;NOM;MASC;PL	ADJ;NOM;SG
пророка	próféta	пророк	próféta	N;ANIM;ACC;MASC;SG	N;NOM;SG
полные	full	полный	full	ADJ;NOM;PL	
полные	teljes	полный	teljes	ADJ;NOM;PL	
эффекты	hatás	эффект	hatás	N;INAN;NOM;MASC;PL	N;NOM;SG
японские	japán	японский	japán	ADJ;NOM;PL	
японские	japánok	японский	japán	ADJ;NOM;PL	N;NOM;PL
спрашивает	kérdezte	спрашивать	kérdez	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
спрашивает	kérdezett	спрашивать	kérdezett	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
спрашивает	kérte	спрашивать	kér	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
спрашивает	kérdeztem	спрашивать	kérdez	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
рыба	halak	рыба	hal	N;ANIM;NOM;FEM;SG	N;NOM;PL
рыба	halak	рыба	hal	N;ANIM;NOM;FEM;SG	N;NOM;PL
рыба	halat	рыба	hal	N;ANIM;NOM;FEM;SG	N;ACC;SG
украинские	ukrán	украинский	ukrán	ADJ;NOM;PL	
украинские	ukrajnai	украинский	ukrajnai	ADJ;NOM;PL	ADJ;NOM;SG
вьетнама	vietnami	вьетнам	vietnami	N;INAN;GEN;MASC;SG	
традиций	hagyományok	традиция	hagyomány	N;INAN;GEN;FEM;PL	N;NOM;PL
традиций	hagyomány	традиция	hagyomány	N;INAN;GEN;FEM;PL	N;NOM;SG
оставшихся	megmaradt	остаться	meg+marad	V;PFV;GEN;PL;PST;V.PTCP;MID	V;INDF;IND;SG;3;PST;FIN;ACT
оставшихся	megmaradó	остаться	megmaradó	V;PFV;GEN;PL;PST;V.PTCP;MID	
оставшихся	fennmaradó	остаться	fennmaradó	V;PFV;GEN;PL;PST;V.PTCP;MID	
кристофер	christopher	кристофер	christopher	N;ANIM;NOM;MASC;SG	
кристофер	kristóf	кристофер	kristóf	N;ANIM;NOM;MASC;SG	
подписи	aláírás	подпись	aláírás	N;INAN;NOM;FEM;PL	N;NOM;SG
выигрывает	nyert	выигрывать	nyert	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
выходе	kilépő	выход	kilépő	N;INAN;ESS;MASC;SG	
чжан	zhang	чжан	zhang	N;INAN;NOM;MASC;SG	
еврейский	zsidó	еврейский	zsidó	ADJ;NOM;MASC;SG	
еврейский	zsidók	еврейский	zsidó	ADJ;NOM;MASC;SG	N;NOM;PL
еврейский	héber	еврейский	héber	ADJ;NOM;MASC;SG	N;NOM;SG
моменты	pillanatok	момент	pillanat	N;INAN;NOM;MASC;PL	
видели	láttam	видеть	lát	V;IPFV;IND;PL;PST;FIN;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
видели	látta	видеть	lát	V;IPFV;IND;PL;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
дар	dar	дар	dar	N;INAN;NOM;MASC;SG	
сталин	sztálin	сталин	sztálin	N;ANIM;NOM;MASC;SG	
частоты	frekvenciákat	частота	frekvencia	N;INAN;NOM;FEM;PL	N;ACC;PL
елены	helena	елены	helena	N;ANIM;NOM;FEM;PL	
ист	keletre	ист	keletr	N;INAN;NOM;NEUT;SG	N;ON+ALL;SG
ист	keleti	ист	keleti	N;INAN;NOM;NEUT;SG	
ист	kelet	ист	kelet	N;INAN;NOM;NEUT;SG	
гостей	vendég	гость	vendég	N;ANIM;GEN;MASC;PL	N;NOM;SG
гостей	vendégek	гость	vendég	N;ANIM;GEN;MASC;PL	N;NOM;PL
грин	greene	грин	greene		N;NOM;SG
удары	fúj	удар	fúj	N;INAN;NOM;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
удары	ütéseket	удар	ütés	N;INAN;NOM;MASC;PL	N;ACC;PL
удары	lecsap	удар	lecsap	N;INAN;NOM;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
сухой	szárazon	сухой	száraz	ADJ;NOM;MASC;SG	
сухой	száraz	сухой	száraz	ADJ;NOM;MASC;SG	
ленты	táplálja	лента	táplál	N;INAN;NOM;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
ленты	táplálkozik	лента	táplálkozik	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
ленты	felvételeket	лента	felvétel	N;INAN;NOM;FEM;PL	N;ACC;PL
обязанностей	feladatai	обязанность	feladat	N;INAN;GEN;FEM;PL	N;NOM;PL
обязанностей	feladatok	обязанность	feladat	N;INAN;GEN;FEM;PL	N;NOM;PL
обязанностей	vámok	обязанность	vám	N;INAN;GEN;FEM;PL	N;NOM;PL
бруно	bruno	бруно	bruno	N;ANIM;NOM;MASC;SG	
автобусы	autóbusz	автобус	autóbusz	N;INAN;NOM;MASC;PL	N;NOM;SG
вечер	este	вечер	este	N;INAN;NOM;MASC;SG	ADV
вечер	estét	вечер	est	N;INAN;NOM;MASC;SG	N;ACC;SG
водные	vízi	водный	vízi	ADJ;NOM;PL	
переворота	puccs	переворот	puccs	N;INAN;GEN;MASC;SG	N;NOM;SG
крыло	szárnyat	крыло	szárny	N;INAN;NOM;NEUT;SG	N;ACC;SG
крыло	wing	крыло	wing	N;INAN;NOM;NEUT;SG	
луиза	luisa	луиз	luisa	N;ANIM;NOM;FEM;SG	
луиза	louise	луиз	louis	N;ANIM;NOM;FEM;SG	
градусов	fokban	градус	fok	N;INAN;GEN;MASC;PL	N;IN+ESS;SG
градусов	fok	градус	fok	N;INAN;GEN;MASC;PL	N;NOM;SG
индейцев	indiánok	индеец	indián	N;ANIM;GEN;MASC;PL	N;NOM;PL
индейцев	indiaiak	индеец	indiai	N;ANIM;GEN;MASC;PL	N;NOM;PL
ждать	várakozás	ждать	várakozás	V;IPFV;NFIN;ACT	N;NOM;SG
трансформации	átalakulás	трансформация	átalakulás	N;INAN;NOM;FEM;PL	N;NOM;SG
трансформации	átalakítás	трансформация	átalakítás	N;INAN;NOM;FEM;PL	N;NOM;SG
орёл	sas	ореть	sas	N;INAN;NOM;MASC;SG	
орёл	eagle	ореть	eagle	N;INAN;NOM;MASC;SG	
орёл	fejek	ореть	fej	N;INAN;NOM;MASC;SG	N;NOM;PL
орёл	fejeket	ореть	fejek	N;INAN;NOM;MASC;SG	N;ACC;PL
богов	istenek	бог	ist	N;ANIM;GEN;MASC;PL	N;NOM;PL
смело	bátor	смело	bátor	ADV	
смело	merész	смело	merész	ADV	
смело	vakmerő	смело	vakmerő	ADV	
франк	feri	франк	feri	N;INAN;NOM;MASC;SG	
франк	frank	франк	frank	N;INAN;NOM;MASC;SG	
франк	franc	франк	franc	N;INAN;NOM;MASC;SG	
весна	tavaszi	весна	tavaszi	N;INAN;NOM;FEM;SG	
дана	dana	дать	dana	V;PFV;FEM;SG;PST;V.PTCP;PASS	
брюс	bruce	брюс	bruce	N;ANIM;NOM;MASC;SG	
короны	koronát	корона	korona	N;INAN;NOM;FEM;PL	N;ACC;SG
короны	crown	корона	crown	N;INAN;NOM;FEM;PL	
короны	korona	корона	korona	N;INAN;NOM;FEM;PL	N;NOM;SG
помещение	helyiségek	помещение	helyiség	N;INAN;NOM;NEUT;SG	N;NOM;PL
помещение	telephelyén	помещение	telephely	N;INAN;NOM;NEUT;SG	N;ON+ESS;SG
переводчики	translators	переводчик	translators	N;ANIM;NOM;MASC;PL	
химического	kémiai	химический	kémiai	ADJ;GEN;MASC;SG	N;NOM;SG
запасы	tartalék	запас	tartalék	N;INAN;NOM;MASC;PL	
сессии	ülés	сессия	ülés	N;INAN;NOM;FEM;PL	N;NOM;SG
роберто	roberto	роберто	rober	N;INAN;NOM;MASC;SG	
онтарио	ontario	онтарио	ontario	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
объявили	bejelentette	объявить	be+jelent	V;PFV;IND;PL;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
объявили	bejelentett	объявить	bejelent	V;PFV;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
объявили	meghirdetett	объявить	meghirdetett	V;PFV;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
миллер	molnár	миллер	molnár	N;ANIM;NOM;MASC;SG	
миллер	miller	миллер	miller	N;ANIM;NOM;MASC;SG	
субъектов	szereplők	субъект	szereplő	N;INAN;GEN;MASC;PL	N;NOM;PL
субъектов	színészek	субъект	színész	N;INAN;GEN;MASC;PL	N;NOM;PL
большевиков	bolsevikok	большевик	bolsevik	N;ANIM;ACC;MASC;PL	N;NOM;PL
зима	téli	зима	téli	N;INAN;NOM;FEM;SG	
зима	télen	зима	tél	N;INAN;NOM;FEM;SG	
цивилизации	civilizációk	цивилизация	civilizáció	N;INAN;NOM;FEM;SG	N;NOM;PL
цивилизации	civilizációt	цивилизация	civilizáció	N;INAN;NOM;FEM;SG	N;ACC;SG
цивилизации	civilizációk	цивилизация	civilizáció	N;INAN;NOM;FEM;SG	N;NOM;PL
вал	val	вал	val	N;INAN;NOM;MASC;SG	
сознание	eszméletét	сознание	eszmélet	N;INAN;NOM;NEUT;SG	N;ACC;SG
внутрь	belül	внутрь	belül	ADV	ADP
думал	hittem	думать	hit	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
думал	gondolat	думать	gondolat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;SG
добычи	bányászati	добыча	bányászati	N;INAN;NOM;FEM;PL	ADJ;NOM;SG
добычи	bányász	добыча	bányász	N;INAN;NOM;FEM;PL	
смену	műszak	смена	műszak	N;INAN;ACC;FEM;SG	N;NOM;SG
смену	váltás	смена	váltás	N;INAN;ACC;FEM;SG	N;NOM;SG
приборов	berendezések	прибор	berendezés	N;INAN;GEN;MASC;PL	N;NOM;PL
приборов	készülék	прибор	készülék	N;INAN;GEN;MASC;PL	N;NOM;SG
приборов	készülékek	прибор	készülék	N;INAN;GEN;MASC;PL	N;NOM;PL
сформирована	kialakult	сформировать	kialakult	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
сформирована	alakított	сформировать	alakított	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
сформирована	alakult	сформировать	alakul	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
колонны	oszlop	колонна	oszlop	N;INAN;NOM;FEM;PL	N;NOM;SG
недостаток	hiány	недостаток	hiány	N;INAN;NOM;MASC;SG	
написала	irtam	писать	irtam	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
соли	só	соль	só	N;INAN;NOM;FEM;PL	N;NOM;SG
соли	sót	соль	sót	N;INAN;NOM;FEM;PL	N;ACC;SG
соли	sós	соль	sós	N;INAN;NOM;FEM;PL	N;NOM;SG
соли	sói	соль	sói	N;INAN;NOM;FEM;PL	N;NOM;SG
переведены	átadott	перевести	átadott	V;PFV;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
колорадо	colorado	колорадо	colorado	N;INAN;NOM;MASC;SG	
носить	kopott	носить	kop	V;IPFV;NFIN;ACT	
андреа	andrea	андрей	andre	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
лишения	nélkülözés	лишение	nélkülözés	N;INAN;NOM;NEUT;PL	N;NOM;SG
смесь	keverékek	смесь	keverék	N;INAN;NOM;FEM;SG	N;NOM;PL
явлений	jelenségek	явление	jelenség	N;INAN;GEN;NEUT;PL	N;NOM;PL
явлений	jelenség	явление	jelenség	N;INAN;GEN;NEUT;PL	N;NOM;SG
отмечены	megjelöltek	отметить	meg+jelöl	V;PFV;PL;PST;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
отмечены	megjelölt	отметить	megjelölt	V;PFV;PL;PST;V.PTCP;PASS	
лариса	larissa	лариса	lariss	N;ANIM;NOM;FEM;SG	
блог	blog	блог	blog	N;INAN;NOM;MASC;SG	
ташкент	taskent	ташкент	tasken	N;INAN;NOM;MASC;SG	
полученные	kapott	получить	kap	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
полученные	fogadott	получить	fogad	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
