talent	таланти	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;PL
umetni	изкуствено	umeten	изкуствено	ADJ;NOM;DEF;MASC;SG	ADV
glavobol	главоболия	glavobol	главоболие	N;NOM;MASC;SG	N;INDF;NEUT;PL
bruselj	брюксел	bruselj	брюксел	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
umetne	изкуствен	umeten	изкуствен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
umetne	изкуствена	umeten	изкуствен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
umetne	изкуствено	umeten	изкуствено	ADJ;NOM;FEM;PL	ADV
prisilil	принудени	prisiliti	принудя-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
prisilil	принудително	prisiliti	принудително	V;PFV;MASC;SG;V.PTCP	ADV
julie	джули	julia	джул	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
julie	жули	julia	жула	PROPN;NOM;FEM;SG	N;INDF;FEM;PL
legend	легенди	legenda	легенда	N;NOM;FEM;SG	N;INDF;MASC;PL
legend	легендите	legenda	легенд	N;NOM;FEM;SG	N;DEF;MASC;PL
malmö	малмьо	malma	малмьо	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
oblikovan	оформени	oblikovan	оформя-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;PL
oblikovan	формулирана	oblikovan	формулирам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
oblikovan	формулирани	oblikovan	формулирам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
klein	клайн	klein	клайн		PROPN;INDF;MASC;SG
wiener	кренвирш	wiener	кренвирш	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
petja	пея	petje	пея	N;GEN;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
petja	пее	petje	пея	N;GEN;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
petja	пеейки	petje	пеейки	N;GEN;NEUT;SG	N;INDF;FEM;PL
opisan	описани	opisan	опиша	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
opisan	описано	opisan	опиша	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
opisan	описана	opisan	опиша	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
opisan	описан	opisan	опиша	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
lennon	ленън	lennon	ленън	ADV	PROPN;INDF;MASC;SG
žita	зрънце	žita	зрънце	N;NOM;FEM;PL	N;INDF;NEUT;SG
žita	зърно	žita	зърно	N;NOM;FEM;PL	N;INDF;NEUT;SG
žita	жито	žita	жито	N;NOM;FEM;PL	N;INDF;NEUT;SG
podaljšana	разширени	podaljšan	разширя-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
podaljšana	разширена	podaljšan	разширя-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
podaljšana	удължен	podaljšan	удължа	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
podaljšana	разширен	podaljšan	разширя-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
podaljšana	разширено	podaljšan	разширя-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
podaljšana	удължено	podaljšan	удължа	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
podaljšana	удължен	podaljšan	удължа	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
podaljšana	продължително	podaljšan	продължително	ADJ;NOM;FEM;SG;V.PTCP	ADV
podaljšana	удължени	podaljšan	удължа	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
kde	kde	kda	kde	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
christoph	кристоф	christoph	кристоф	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
spencer	спенсър	spencer	спенсър	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
sadje	плодове	sadje	плод	N;NOM;NEUT;SG	N;INDF;MASC;PL
sadje	плодове	sadje	плод	N;NOM;NEUT;SG	N;INDF;MASC;PL
jevgenij	евгений	jevgenje	евгений	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
presenetljivo	изненадваща	presenetljiv	изненадвам-(се)	ADV	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
presenetljivo	изненадващ	presenetljiv	изненадващ	ADV	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
trditve	твърди	trditev	твърдя	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
sara	сара	sar	сар	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
sara	сара	sar	сар	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
nizki	долно	nizek	долен	ADJ;NOM;MASC;SG	ADV
nizki	ниско	nizek	ниско	ADJ;NOM;MASC;SG	ADV
nizki	ниски	nizek	нисък	ADJ;NOM;MASC;SG	ADJ;INDF;PL
priljubljeno	популярен	priljubljen	популярен	ADV	ADJ;INDF;MASC;SG
priljubljeno	популярна	priljubljen	популярен	ADV	ADJ;INDF;FEM;SG
priljubljeno	популярни	priljubljen	популярен	ADV	ADJ;INDF;PL
priljubljeno	любим	priljubljen	любим	ADV	ADJ;INDF;MASC;SG
priljubljeno	фаворит	priljubljen	фаворит	ADV	N;INDF;MASC;SG
priljubljeno	актуални	priljubljen	актуален	ADV	ADJ;INDF;PL
priljubljeno	любими	priljubljen	любим	ADV	ADJ;INDF;PL
priljubljeno	любим	priljubljen	любим	ADV	ADJ;INDF;MASC;SG
priljubljeno	любимка	priljubljen	любимка	ADV	N;INDF;FEM;SG
dale	дейл	dati	дейл	V;PFV;FEM;PL;V.PTCP	PROPN;INDF;MASC;SG
jay	джей	jay	джей	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
kampanje	кампанията	kampanja	кампания	N;NOM;FEM;PL	N;DEF;FEM;SG
kampanje	кампания	kampanja	кампания	N;NOM;FEM;PL	N;INDF;FEM;SG
zasnovana	проектирано	zasnovan	проектирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zasnovana	проектирана	zasnovan	проектирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zasnovana	проектиран	zasnovan	проектирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zasnovana	проектирани	zasnovan	проектирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
doseženo	постигнато	dosežen	постигна	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
doseženo	достигнат	dosežen	достигна	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
doseženo	достигната	dosežen	достигна	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
doseženo	изпълнена	dosežen	изпълня-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
doseženo	постигнато	dosežen	постигна	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
doseženo	постигната	dosežen	постигна	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
doseženo	постигнати	dosežen	постигна	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
doseženo	постигнат	dosežen	постигна	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
posamezna	индивидуално	posamezen	индивидуално	ADJ;NOM;FEM;SG	ADV
posamezna	индивид	posamezen	индивид	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
posamezna	индивидуални	posamezen	индивидуален	ADJ;NOM;FEM;SG	ADJ;INDF;PL
rjavo	кафяви	rjav	кафяв	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
rjavo	браун	rjav	браун	ADJ;NOM;NEUT;SG	PROPN;INDF;MASC;SG
rjavo	кафяво	rjav	кафяво	ADJ;NOM;NEUT;SG	ADV
dukla	дукла	duklo	дукло	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
izjemen	изключителни	izjemen	изключителен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
nielsen	нилсен	nielsen	нилсен	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
obremenitev	зареди	obremenitev	заредя	N;GEN;FEM;SG	V;PFV;IMP;SG;2;FIN
obremenitev	дебитна	obremenitev	дебитен	N;GEN;FEM;SG	ADJ;INDF;FEM;SG
roll	рол	roll	рол	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
zavrne	отказва	zavrniti	отказвам-(се)	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
zavrne	отказ	zavrniti	отказ	V;PFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
zavrne	отказвам	zavrniti	отказвам-(се)	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
zavrne	отхвърляне	zavrniti	отхвърляне	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
pojave	феномен	pojava	феномен	N;ACC;MASC;PL	N;INDF;MASC;SG
slavi	слава	slaviti	слава	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
slavi	глори	slaviti	глоря	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
lesen	дървено	lesen	дървен	ADJ;NOM;INDF;MASC;SG	ADV
lesen	дървени	lesen	дървен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
sklical	свиква	sklicati	свиквам	V;PFV;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
jpl	jpl	jpl	jpl	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
vrtovi	гардънс	vrt	гардънс	N;NOM;MASC;PL	N;INDF;MASC;SG
vožnje	шофиране	vožnja	шофиране	N;NOM;FEM;PL	N;INDF;NEUT;SG
vožnje	каране	vožnja	каране	N;NOM;FEM;PL	N;INDF;NEUT;SG
danijel	даниел	danijel	даниел	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
danijel	даниъл	danijel	даниал	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
linz	линц	linz	линц	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
simone	симон	simona	симон	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
simone	симона	simona	симон	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
castro	кастро	castro	кастро	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
podružnica	дъщерно	podružnica	дъщерен	N;NOM;FEM;SG	ADV
podružnica	бранч	podružnica	бранч	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
izpostavljeni	изложен	izpostavljen	изложа-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
izpostavljeni	изложени	izpostavljen	изложа-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
izpostavljeni	разкрита	izpostavljen	разкрия-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kmečka	селянин	kmečki	селянин	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
kmečka	селянка	kmečki	селянка	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
betty	бети	betty	бет	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
zaman	суетен	zaman	суетен		ADJ;INDF;MASC;SG
giulio	джулио	giulio	джулио	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
posmrtno	посмъртно	posmrtno	посмъртно	ADJ;NOM;NEUT;SG	ADV
navidezni	видимо	navidezen	видимо	ADJ;NOM;DEF;MASC;SG	ADV
navidezni	очевидна	navidezen	очевидна	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
navidezni	виртуална	navidezen	виртуален	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
navidezni	виртуално	navidezen	виртуално	ADJ;NOM;DEF;MASC;SG	ADV
navidezni	виртуални	navidezen	виртуален	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
navidezni	виртуален	navidezen	виртуален	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
izdelane	произведени	izdelan	произведа	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
izdelane	произведена	izdelan	произведа	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
izdelane	произведен	izdelan	произведа	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
izdelane	произведено	izdelan	произведа	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
deseti	tenth	deseti	tenth	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
prezbiterij	презвитериум	prezbiterij	презвитериум	N;NOM;MASC;SG	N;INDF;MASC;PL
dim	пуши	dim	пуши-ми-се	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
obred	ритуално	obred	ритуален	N;NOM;MASC;SG	ADV
označeno	маркирани	označen	маркирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označeno	маркиран	označen	маркирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
označeno	отбелязани	označen	отбележа	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označeno	отбелязан	označen	отбележа	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
označeno	маркирани	označen	маркирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označeno	маркирана	označen	маркирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
označeno	белязани	označen	бележа	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
označeno	маркиран	označen	маркирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
označeno	белязан	označen	бележа	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
catherine	катрин	catherin	катрин	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
catherine	катерина	catherin	катерина	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
realna	реалистични	realen	реалистичен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
realna	реалистично	realen	реалистичен	ADJ;NOM;FEM;SG	ADV
zajec	зайо	zajec	зайо	N;NOM;MASC;SG	INTJ
vezan	обвързан	vezan	обвържа	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vezan	обвързана	vezan	обвържа-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pripadnost	принадлежащи	pripadnost	принадлежа	N;NOM;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
zheng	джън	zheng	джън	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
stojan	стоян	stojan	стоян	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
twin	близнаци	twin	близнак	N;NOM;MASC;SG	N;INDF;MASC;PL
dorothy	дороти	dorothy	доротя	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
lars	ларс	lars	ларс	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
malta	малта	malta	малта	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
zaupanje	вярвай	zaupanje	вярвам	N;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN
široki	широко	širok	широко	ADJ;NOM;MASC;PL	ADV
široki	широк	širok	широк	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
široki	широка	širok	широк	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
prejeti	получаване	prejeti	получаване	V;PFV;NFIN	N;INDF;NEUT;SG
izginila	изчезване	izginiti	изчезване	V;PFV;FEM;SG;V.PTCP	N;INDF;NEUT;SG
zgleda	изглежда	zgledati	изглежда		V;IPFV;IND;SG;3;PRS;FIN;ACT
garcia	гарсия	garcia	гарсия	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
haas	хаас	haas	хаас	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
haas	хас	haas	хас	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
navdušen	впечатлен	navdušen	впечатлен	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
navdušen	впечатлена	navdušen	впечатля-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
navdušen	впечатлени	navdušen	впечатля-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
navdušen	развълнувани	navdušen	развълнувам-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
navdušen	възбуден	navdušen	възбудя-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
navdušen	развълнувана	navdušen	развълнувам-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
navdušen	развълнуван	navdušen	развълнувам-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
navdušen	възхитен	navdušen	възхитен	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nakup	купувам	nakup	купувам	N;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
nakup	купи	nakup	купя	N;NOM;MASC;SG	V;PFV;IMP;SG;3;PST;FIN;ACT
nakup	купувам	nakup	купувам	N;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
nakup	купува	nakup	купувам	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bishop	бишъп	bishop	бишъп		N;INDF;MASC;SG
bishop	бишоп	bishop	бишоп		N;INDF;MASC;SG
bishop	епископ	bishop	епископ		N;INDF;MASC;SG
modrosti	мъдростта	modrost	мъдрост	N;GEN;FEM;PL	N;DEF;FEM;SG
modrosti	мъдрост	modrost	мъдрост	N;GEN;FEM;PL	N;INDF;FEM;SG
nacional	национал	nacionati	национал	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
curtis	къртис	curtis	къртис	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
hladno	студ	hladen	студ	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
hladno	студено	hladen	студено	ADJ;NOM;NEUT;SG	ADV
sls	sls	sls	sls	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sud	sud	sud	sud	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
rgb	rgb	rgb	rgb	N;NOM;MASC;SG	PROPN;INDF;NEUT;SG
zbrani	събрана	zbran	събера-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zbrani	събрани	zbran	събера-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
zmanjšati	намаляване	zmanjšati	намаляване	V;PFV;NFIN	N;INDF;NEUT;SG
jamie	джейми	jamia	джейма	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
spore	спори	spora	споря	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
piper	пайпър	piper	пайпър	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
ust	уста	usta	уста	N;GEN;NEUT;PL	N;INDF;FEM;SG
ust	устата	usta	уста	N;GEN;NEUT;PL	N;DEF;FEM;SG
makarova	макарова	makarov	макаров	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
priznan	признати	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
priznan	призната	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
priznan	разпознат	priznan	разпозна-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
priznan	признато	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
priznan	признат	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
priznan	призната	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
priznan	признати	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
priznan	признато	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
priznan	признат	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
priznan	призната	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
priznan	признати	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
priznan	разпознат	priznan	разпозна-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
priznan	признат	priznan	призная-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
urbana	градско	urban	градски	ADJ;NOM;FEM;SG	ADV
sio	сио	sio	сио		N;INDF;MASC;SG
kovanci	монета	kovanec	монета	N;NOM;MASC;PL	N;INDF;FEM;SG
aleksejevič	алексеевич	aleksejevič	алексеевич	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
možgani	мозъчен	možgani	мозъчен	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
možgani	мозък	možgani	мозък	N;NOM;MASC;PL	N;INDF;MASC;SG
možgani	мозъка	možgani	мозък	N;NOM;MASC;PL	N;DEF;MASC;SG
možgani	акъл	možgani	акъл	N;NOM;MASC;PL	N;INDF;MASC;SG
možgani	мозък	možgani	мозък	N;NOM;MASC;PL	N;INDF;MASC;SG
možgani	ум	možgani	ум	N;NOM;MASC;PL	N;INDF;MASC;SG
marcello	марчело	marceli	марче	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
kontrole	контрол	kontrola	контрол	N;NOM;FEM;PL	N;INDF;MASC;SG
kontrole	управление	kontrola	управление	N;NOM;FEM;PL	N;INDF;NEUT;SG
prazen	празно	prazen	празен	ADJ;NOM;INDF;MASC;SG	ADV
prazen	празни	prazen	празен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
prazen	празно	prazen	празен	ADJ;NOM;INDF;MASC;SG	ADV
usposabljanja	тренировки	usposabljanje	тренировка	N;GEN;NEUT;SG	N;INDF;FEM;PL
usposabljanja	обучения	usposabljanje	обучение	N;GEN;NEUT;SG	N;INDF;NEUT;PL
omenil	споменете	omeniti	спомена	V;PFV;MASC;SG;V.PTCP	V;PFV;IMP;PL;2;FIN
omenil	споменаване	omeniti	споменаване	V;PFV;MASC;SG;V.PTCP	N;INDF;NEUT;SG
izboljšati	подобряване	izboljšati	подобряване	V;PFV;NFIN	N;INDF;NEUT;SG
foster	приемен	foster	приемен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
foster	приемни	foster	приемен	N;NOM;MASC;SG	ADJ;INDF;PL
organizirana	организиран	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizirana	организирана	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizirana	организирано	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
organizirana	организирани	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
organizirana	организиран	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizirana	организирана	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizirana	организирано	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
organizirana	организирани	organiziran	организирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
dean	дийн	dean	дийн	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
vreden	уърт	vreden	уърт	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
vreden	достойно	vreden	достойно	ADJ;NOM;INDF;MASC;SG	ADV
vreden	достойни	vreden	достоен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
storia	storia	storia	storia	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
povabilo	покани	povabilo	покана	N;NOM;NEUT;SG	N;INDF;FEM;PL
povabilo	покани	povabilo	покана	N;NOM;NEUT;SG	N;INDF;FEM;PL
prepovedi	забрани	prepoved	забраня	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
prepovedi	забраните	prepoved	забрана	N;NOM;FEM;SG	N;DEF;FEM;PL
prepovedi	забрани	prepoved	забраня	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
prepovedi	бан	prepoved	бан	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
prepovedi	забрани	prepoved	забраня	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
nizek	долно	nizek	долен	ADJ;NOM;INDF;MASC;SG	ADV
nizek	ниско	nizek	ниско	ADJ;NOM;INDF;MASC;SG	ADV
nizek	ниски	nizek	нисък	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
hodi	разходка	hoditi	разходка	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
hodi	вървя	hoditi	вървя	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
