wat	מה	wat	מה	PRO	ADV
amateur	חובבים	amateur	חובב	N;SG	N;MASC;PL
sopraan	סופרנו	sopraan	סופר	N;SG	PROPN
ivan	איוואן	ivan	איוואן		PROPN
ivan	איוון	ivan	איוון		PROPN
outobiografie	האוטוביוגרפיה	outobiografie	האוטוביוגרפיה	N;SG	PROPN
ralph	ראלף	ralph	ראלף		PROPN
stuttgart	שטוטגרט	stuttgart	שטוטגרט		PROPN
maurice	מוריס	maurice	הוריס	PROPN;SG	PROPN
wagner	וגנר	wagner	וגנר		PROPN
wagner	ווגנר	wagner	ווגנר		PROPN
konsentreer	התרכז	konsentreer	התרכז	V;PRS	V;MASC;SG;3;PST
vroulik	נשית	vroulik	נשי		ADJ;FEM;SG
vroulik	נשי	vroulik	איש		
vroulik	נשיות	vroulik	נשיה		N;FEM;PL
vroulik	נקבות	vroulik	נקבה		N;FEM;PL
vroulik	נשי	vroulik	איש		
vroulik	נקבה	vroulik	נקבה		PROPN
walsh	וולש	walsh	וולש		PROPN
katalonië	קטלוניה	katalonië	קטלוניה		PROPN
oct	באוקטובר	oct	באוקטובר		PROPN
ontleding	פירוט	ontleding	פירוט	N;SG	
pilare	עמודי	pilaar	עמוד	N;PL	PROPN
rynland	ריינלנד	rynland	ריינלנד	N;SG	PROPN
fox	שועל	fox	שועל		PROPN
fox	פוקס	fox	פוקס		PROPN
werkloosheid	האבטלה	werkloosheid	האבטל	N;SG	PROPN
abstrakte	מופשט	abstrak	הופשט	N;SG	V;MASC;SG;V.PTCP;PASS
abstrakte	מופשטת	abstrak	הופשט	N;SG	V;FEM;SG;V.PTCP;PASS
beantwoord	ענתה	beantwoord	ענה	V;PRS	N;FEM;SG
beantwoord	נענתה	beantwoord	נענה	V;PRS	V;FEM;SG;3;PST;MID
oseanië	אוקיאניה	oseanië	אוקיאניה	N;SG	PROPN
geverf	צבוע	verf	צבוע	V;PST;V.PTCP	PROPN
geverf	צבועה	verf	צבוע	V;PST;V.PTCP	N;FEM;SG
geverf	צייר	verf	צייר	V;PST;V.PTCP	PROPN
vermoëns	חיטוט	vermoë	חיטוט	N;PL	N;MASC;SG
vermoëns	יכולות	vermoë	יכול	N;PL	ADJ;FEM;PL
cassini	קאסיני	cassini	קאסיני		PROPN
jameson	יימסון	jameson	יימסון		PROPN
semmelweis	זמלווייס	semmelweis	זמלווייס		PROPN
advertensies	מוסיף	advertensie	הוסיף	N;PL	V;MASC;SG;V.PTCP;ACT
advertensies	מוסיפה	advertensie	הוסיף	N;PL	V;FEM;SG;V.PTCP;ACT
advertensies	פירסום	advertensie	פירסום	N;PL	N;MASC;SG
advertensies	פרסום	advertensie	פרסום	N;PL	N;MASC;SG
antonius	אנטוניוס	antonius	אנטוניוס		PROPN
rudy	רודי	rudy	רודי		PROPN
betekenisvolle	משמעותי	betekenisvol	משמעותי		ADJ;MASC;SG
betekenisvolle	משמעותיות	betekenisvol	משמעותי		ADJ;FEM;PL
betekenisvolle	משמעותית	betekenisvol	משמעותי		ADV
irene	איירין	irene	איירין	PRO;NOM;SG;3	PROPN
jagluiperd	ברדלס	jagluip	ברדלס	N;PL	PROPN
allan	אלן	allan	אלן	PROPN;SG	PROPN
ram	ראם	ram	ראם	V;PRS	PROPN
ram	רם	ram	רם	V;PRS	PROPN
ram	טלה	ram	טלה	V;PRS	
allerlei	שונות	allerlei	שונה	PRO	ADJ;FEM;PL
reuk	הריח	reuk	הריח	N;SG	
omgewings	סביבות	omgewing	סביבה	N;PL	
oordra	הגששים	oordra	הגשיש	V;PRS	N;MASC;PL
oordra	הגשש	oordra	הגשש	V;PRS	PROPN
oordra	גשש	oordra	גשש	V;PRS	
oordra	ממסר	oordra	ממסר	V;PRS	PROPN
oordra	החלף	oordra	החלף	V;PRS	
oordra	תחליף	oordra	החליף	V;PRS	V;FEM;SG;3;FUT;ACT
oordra	החליפי	oordra	החליף	V;PRS	ADV
waarheen	לאן	waarheen	לאן	PRO	ADV
waarheen	איפה	waarheen	איפה	PRO	ADV
waarheen	היכן	waarheen	היכן	PRO	ADV
sag	רך	sag	רך		ADJ;MASC;SG
sag	רכים	sag	רך		ADJ;MASC;PL
sag	רכות	sag	רכות		ADJ;FEM;PL
sag	רכה	sag	רך		ADV
dubbel	דאבל	dubbel	דאבל		PROPN
vaal	להיכשל	vaal	נכשל		V;NFIN;MID
vaal	נכשל	vaal	נכשל		V;MASC;SG;3;PST;MID
vaal	כושל	vaal	כשל		PROPN
opbrengs	נכנע	opbreng	נכנע	N;SG	V;MASC;SG;3;PST;MID
bywoon	להשתתף	bywoon	השתתף	V;PRS	V;NFIN
hampshire	המפשייר	hampshier	המפשייר		PROPN
dunedin	דנידין	dunedin	דנידין	PROPN;SG	PROPN
moeilikheid	קשיים	moeilikheid	קושי	N;SG	N;MASC;PL
moeilikheid	הקושי	moeilikheid	הקושי	N;SG	ADJ;MASC;SG
pommere	פומרניה	pommeer	פומרניה	N;PL	PROPN
oorlewing	הישרדות	oorlewing	הישרדות	V;PRS	N;FEM;SG
slagting	נפצע	slagting	נפצע	N;SG	V;MASC;SG;3;PST;MID
slagting	פצועים	slagting	פצוע	N;SG	N;MASC;PL
slagting	רציחות	slagting	רציחה	N;SG	N;FEM;PL
slagting	הריגות	slagting	הריגה	N;SG	N;FEM;PL
mozart	מוצרט	mozart	מוצרט		PROPN
mozart	מוצארט	mozart	מוצארט		PROPN
gewissel	החלפת	gewissel	החלפה	V;PST;V.PTCP	N;PSSD;FEM;SG
kong	קונג	kong	קונג	PROPN;SG	PROPN
stander	סטנדר	stander	סטנדר	V;PRS	
geïntegreerde	משולב	integreer	משולב	ADJ;NOM	PROPN
geïntegreerde	משולבת	integreer	משולב	ADJ;NOM	V;FEM;SG;V.PTCP;PASS
marco	מרקו	marco	מרק	PROPN;SG	PROPN
reken	חישוב	reken	חישוב	V;PRS	
ovaal	הסגלגל	ovaal	הסגלגל	PROPN;SG	PROPN
dos	דוס	dos	דוס		PROPN
motion	תנועה	motion	תנועה		N;FEM;SG
disney	דיסני	disney	דיסני		PROPN
woonplek	מגורים	woonplek	מגורים	N;SG	N;MASC;PL
beskeie	צנועה	beskeie	צנוע		ADJ;FEM;SG
beskeie	צנוע	beskeie	צנוע		ADJ;MASC;SG
markus	סמני	markus	סמני	N;SG	PROPN
markus	מארק	markus	מארק	N;SG	PROPN
markus	מרק	markus	מרק	N;SG	
markus	סמן	markus	סמן	N;SG	
saffraan	זעפרן	saffraan	זעפרן	N;SG	PROPN
toegewyde	מסורה	toewy	מסורה	ADJ;NOM	N;FEM;SG
toegewyde	מסור	toewy	מסור	ADJ;NOM	
toegewyde	הקדיש	toewy	הקדיש	ADJ;NOM	V;MASC;SG;3;PST;ACT
toegewyde	מוקדש	toewy	הוקדש	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
toegewyde	מסורה	toewy	מסורה	ADJ;NOM	N;FEM;SG
hong	הונג	hong	הונג	PROPN;SG	PROPN
bangladesj	בנגלדש	banglade	בנגלדש	ADJ;NOM	PROPN
sed	sed	sed	sed	ADV	
bak	באק	bak	באק	V;PRS	PROPN
anderson	אנדרסון	anderson	אנדרסון		PROPN
identies	זהים	identies	זהה	V;PRS	ADJ;MASC;PL
identies	זהה	identies	זהה	V;PRS	
moldowa	מולדובה	moldowa	מולדובה		PROPN
sportsoorte	ספורט	sportsoort	ספורט	N;PL	N;MASC;SG
ubuntu	אובונטו	ubuntu	אובונטו		PROPN
swangerskap	יולדות	swangerskap	ידד	N;SG	N;FEM;PL
vonnis	השיפוט	vonnis	השיפוט	N;SG	PROPN
propaganda	התעמולה	propaganda	התעמולה		N;FEM;SG
propaganda	תעמולה	propaganda	תעמולה		N;FEM;SG
lancaster	לנקסטר	lancaster	לנקסטר		PROPN
leonard	לאונרד	leonard	לאונרד		PROPN
rupert	רופרט	rupert	רופרט		PROPN
mikro	מיקרו	mikro	היקר	V;PRS	PROPN
rené	רנה	rené	רנה		PROPN
hopkins	הופקינס	hopkins	הופקינס		PROPN
huur	שכירות	huur	שכירות	V;PRS	N;FEM;SG
huur	השכרה	huur	השכרה	V;PRS	N;FEM;SG
afgehandel	השלמת	afhandel	השלמה	V;PST;V.PTCP	N;PSSD;FEM;SG
afgehandel	השלם	afhandel	השלם	V;PST;V.PTCP	
afgehandel	שלם	afhandel	שלם	V;PST;V.PTCP	ADJ;MASC;SG
virtuele	וירטואלי	virtueel	וירטואלי		N
virtuele	וירטואלית	virtueel	וירטואלי		N
olga	אולגה	olga	אולגה		PROPN
aanvaarde	התקבלה	aanvaarde	התקבל	N;PL	V;FEM;SG;3;PST
aanvaarde	התקבל	aanvaarde	התקבל	N;PL	V;MASC;SG;3;PST
aanvaarde	קיבל	aanvaarde	קיבל	N;PL	V;MASC;SG;3;PST;ACT
aanvaarde	שהתקבלו	aanvaarde	שהתקבל	N;PL	V;PL;3;PST
aanvaarde	מקובלת	aanvaarde	מקובל	N;PL	ADJ;FEM;SG
aanvaarde	מקובל	aanvaarde	מקובל	N;PL	ADJ;MASC;SG
clinton	קלינטון	clinton	קלינטון		PROPN
alessandro	אלסנדרו	alessandro	אלסנדרו		PROPN
kosmiese	קוסמי	kosmies	קוסמי	ADJ;NOM	PROPN
kosmiese	קוסמית	kosmies	קוסמי	ADJ;NOM	ADV
beeldhouwerk	פסל	beeldhouwerk	פסל	N;SG	PROPN
trofee	הגביע	trofee	הגביע	N;SG	PROPN
plaasvervanger	מחליפה	plaasvervanger	החליף	ADV	V;FEM;SG;V.PTCP;ACT
plaasvervanger	מחליף	plaasvervanger	החליף	ADV	V;MASC;SG;V.PTCP;ACT
emosies	רגשות	emosie	רגש	N;SG	N;MASC;PL
guy	גאי	guy	גאי		PROPN
guy	גיא	guy	גיא		PROPN
vatikaan	הותיקן	vatikaan	הותיקן		PROPN
vatikaan	הוותיקן	vatikaan	הוותיקן		PROPN
magnus	מגנוס	magnus	מגנוס	PRO;NOM;SG;3	PROPN
magnus	מאגנוס	magnus	מאגנוס	PRO;NOM;SG;3	PROPN
oorkom	כבוד	oorkom	כבוד	V;PRS	N;MASC;SG
tarzan	טרזן	tarzan	טרזן		PROPN
moeiliker	מתקדמת	moeilik	התקדם	ADV;CMPR	V;FEM;SG;V.PTCP
moeiliker	מתקדם	moeilik	התקדם	ADV;CMPR	V;MASC;SG;V.PTCP
moeiliker	מתקדמים	moeilik	מתקדם	ADV;CMPR	V;MASC;PL;V.PTCP
enkel	הקרסול	enkel	הקרסול		PROPN
enkel	קרסול	enkel	קרסול		PROPN
enkel	יחיד	enkel	יחיד		ADJ;MASC;SG
enkel	סינגל	enkel	סינגל		PROPN
enkel	רווקה	enkel	רווק		PROPN
enkel	רווק	enkel	רווק		PROPN
lippe	שפתיים	lip	שפה	N;PL	N;FEM;DU
lippe	ליפה	lip	ליפה	N;PL	PROPN
lippe	ליפי	lip	ליפי	N;PL	PROPN
roland	רולנד	roland	רולנד		PROPN
romanof	רומנוב	romanof	רומנוב	V;PRS	PROPN
onderliggende	בסיס	onderliggend	בסיס	ADJ;NOM	N;MASC;SG
macdonald	מקדונלד	macdonald	מקדונלד		PROPN
blank	בלאנק	blank	בלאנק		PROPN
draak	דרגון	draak	דרגון	N;SG	PROPN
draak	דרקון	draak	דרקון	N;SG	PROPN
draak	הדרקון	draak	הדרקון	N;SG	PROPN
philippe	פיליפ	philippe	פיליפ		PROPN
poema	קוגר	poema	קוגר	N;PL	PROPN
poema	פומה	poema	פומה	N;PL	PROPN
presidente	נשיא	president	נשיא	N;PL	N;MASC;SG
winsgewende	הרווח	winsgeef	הרווח	ADJ;NOM	
winsgewende	רווח	winsgeef	רווח	ADJ;NOM	PROPN
bid	התפלל	bid	התפלל	V;PRS	V;MASC;SG;3;PST
bolivië	בוליביה	bolivië	בוליביה	N;SG	PROPN
beroemd	מפורסמים	beroemd	מפורסם	V;PRS	ADJ;MASC;PL
beroemd	המפורסם	beroemd	המפורסם	V;PRS	PROPN
beroemd	מפורסמות	beroemd	מפורסם	V;PRS	ADJ;FEM;PL
beroemd	מפורסמת	beroemd	מפורסם	V;PRS	ADJ;FEM;SG
lucia	לוסיה	lucia	לוסיה		PROPN
galileo	גלילאו	galileo	גלילאו		PROPN
canterbury	קנטרברי	canterbury	קנטרברי		PROPN
aleksei	אלכסיי	aleksei	אלכסיי		PROPN
gent	גנט	gent	גנט		PROPN
maagd	בתול	maagd	בתול	N;SG	PROPN
maagd	בתולה	maagd	בתולה	N;SG	PROPN
finansieel	פיננסי	finansieel	פיננסי		PROPN
finansieel	מימון	finansieel	מימון		N;MASC;SG
dames	גבירותיי	dame	גבירותיי	N;PL	PROPN
moordenaar	רוצח	moordenaar	רצח	N;SG	PROPN
moordenaar	רוצחת	moordenaar	רצח	N;SG	V;FEM;SG;V.PTCP;ACT
albanië	אלבניה	albanië	אלבניה	PROPN;SG	PROPN
sangers	זמרי	sangers	זמר	N;PL	PROPN
druiwe	ענב	druif	ענב	N;SG	PROPN
druiwe	ענבים	druif	ענבי	N;SG	N;MASC;PL
druiwe	ענבים	druif	ענבי	N;SG	N;MASC;PL
metgesel	פרטנר	metgesel	פרטנר	N;SG	PROPN
bosporus	הבוספורוס	bosporus	הבוספורוס	N;SG	PROPN
titanic	טיטאניק	titanic	טיטאניק		PROPN
kubaanse	קובני	kubaans	קובני	ADJ;NOM	PROPN
kubaanse	קובנים	kubaans	קובן	ADJ;NOM	N;MASC;PL
rwanda	רואנדה	rwanda	רואנדה	PROPN;SG	PROPN
geskil	מחלוקת	geskil	מחלוקת		N;FEM;SG
authorlink	authorlink	authorlink	authorlink		V;NFIN
theo	תיאו	theo	תיאו		PROPN
neutraal	נייטרלי	neutraal	נייטרלי		ADJ;MASC;SG
matisse	מטיס	matisse	מטיס	PROPN;SG	PROPN
matisse	מאטיס	matisse	מאטיס	PROPN;SG	PROPN
middag	צהריים	middag	צהריים	N;SG	N;MASC;PL
maklike	בקלות	maklik	בקלה	ADJ;NOM	
maklike	קלות	maklik	קל	ADJ;NOM	
maklike	לאט	maklik	לאט	ADJ;NOM	ADV
proton	פרוטון	proton	פרוטון	N;SG	PROPN
penis	פין	penis	פין	N;SG	
penis	בולבול	penis	בולבול	N;SG	PROPN
gaste	משתתפים	gas	השתתף	N;PL	V;MASC;PL;V.PTCP
joachim	יואכים	joachim	יצכי		PROPN
knoop	קשר	knoop	קשר	ADP	N;MASC;SG
opkomende	הקרובה	opkom	הקרובה	DET;DEF	PROPN
opkomende	הקרוב	opkom	הקרוב	DET;DEF	PROPN
opgespoor	זוהו	opspoor	זוהו		V;PL;3;PST;PASS
opgespoor	זוהה	opspoor	זוהה		V;MASC;SG;3;PST;PASS
opgespoor	אותרה	opspoor	אותר		PROPN
bevolkte	מאוכלס	bevolkte	אוכלס	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
bevolkte	מיושב	bevolkte	מיושב	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
fonetiese	הפונטי	foneties	הפונטי	ADJ;NOM	PROPN
pireneë	הפירנאים	pirene	הפירנאי	N;PL	PROPN
vennoot	פרטנר	vennoot	פרטנר	V;PRS	PROPN
vennoot	שותפה	vennoot	שותף	V;PRS	N;FEM;SG
vennoot	שותף	vennoot	שותף	V;PRS	N;MASC;SG
akkurate	מדוייק	akkuraat	מדוייק	N;PL	ADJ
akkurate	מדויק	akkuraat	מדויק	N;PL	ADJ;MASC;SG
akkurate	מדויקים	akkuraat	מדויק	N;PL	ADJ;MASC;PL
akkurate	מדויקת	akkuraat	מדויק	N;PL	ADJ;FEM;SG
gevangene	אסיר	gevang	אסיר	N;SG	PROPN
gevangene	האסיר	gevang	האסיר	N;SG	PROPN
blokke	רחובות	blok	רחובות	N;PL	PROPN
aberdeen	אברדין	aberdeen	אברדין		PROPN
trias	טריאס	trias	טריאס	N;SG	PROPN
fietsry	רכיבה	fietsry	רכיבה		N;FEM;SG
fietsry	אופניים	fietsry	אופניים		N
migreer	נודדים	migreer	נודד	V;PRS	N;MASC;PL
verslaggewer	כתבת	verslaggewer	כתב	N;SG	PROPN
centurion	סנטוריון	centurion	סנטוריון		N;MASC;SG
uitslae	התוצאות	uitslag	התוצאות	N;PL	N;FEM;SG
tone	בוהן	tone	בוהן	N;PL	PROPN
tone	טון	tone	טון	N;PL	N;MASC;SG
immergroen	אוורגרין	immergroen	אוורגרין	V;PRS	PROPN
swaard	חרב	swaard	חרב	N;SG	
manhattan	מנהטן	manhattan	מנהטן		PROPN
ilias	האיליאדה	ilias	האיליאדה	N;PL	PROPN
gediagnoseer	אובחן	diagnoseer	אובחן	V;PST;V.PTCP	PROPN
wallonië	ולוניה	wallonië	ולוניה	N;SG	PROPN
stabiel	יציבה	stabiel	יציב	ADV	N;FEM;SG
stabiel	יציב	stabiel	יציב	ADV	ADJ;MASC;SG
lane	ליין	lane	ליין	N;SG	PROPN
gesink	טבעה	gesink	טבעה	V;PST;V.PTCP	N;FEM;SG
emily	אמילי	emily	אמילי		PROPN
bure	שכנות	bure	שכנות		N;FEM;SG
bure	שכנים	bure	שכן		N;MASC;PL
bure	השכנים	bure	השכן		N;MASC;PL
bure	שכנים	bure	שכן		N;MASC;PL
kuikens	בחורות	kuikens	בחורה	N;SG	N;FEM;PL
kuikens	אפרוחים	kuikens	אפרוח	N;SG	N;MASC;PL
ptolemeus	תלמי	ptolemeu	תלם	N;SG	PROPN
kodes	קוד	kode	קוד	N;PL	
arizona	אריזונה	arizona	אריזונה		PROPN
skok	הלם	skok	הלם	N;SG	
pion	משכון	pion	משכון		N;MASC;SG
pion	רגלי	pion	רגל		
oorwin	תבוסה	oorwin	תבוסה	V;PRS	N;FEM;SG
oorwin	התבוסה	oorwin	התבוסה	V;PRS	V;FEM;SG;3;PST
groepering	קיבוץ	groepering	קיבוץ	N;PL	N;MASC;SG
populasie	אוכלוסיית	populasie	אוכלוסייה		N;PSSD;FEM;SG
populasie	אוכלוסייה	populasie	אוכלוסייה		N;FEM;SG
populasie	אוכלוסיה	populasie	אוכלוסיה		N;FEM;SG
gedek	מכוסה	dek	מכוסה	V;PST;V.PTCP	ADJ;MASC;SG
gedek	מכוסים	dek	מכוסה	V;PST;V.PTCP	ADJ;MASC;PL
gedek	מקורה	dek	קורה	V;PST;V.PTCP	PROPN
citroën	סיטרואן	citroën	סיטרואן		PROPN
geldig	תקף	geldig	תקף	ADV	V;MASC;SG;3;PST;ACT
geldig	בתוקף	geldig	בתוקף	ADV	
geldig	תקפה	geldig	תקפה	ADV	N;FEM;SG
prosedure	נוהל	prosedure	נוהל	N;SG	PROPN
luislang	פיתון	luislang	פיתון	N;SG	PROPN
vorder	מראש	vorder	מראש	V;PRS	ADV
vorder	התקדם	vorder	התקדם	V;PRS	V;MASC;SG;3;PST
vorder	מקדמה	vorder	מקדמה	V;PRS	N;FEM;SG
gerapporteer	דיווח	rapporteer	דיווח	V;PST;V.PTCP	N;MASC;SG
opneem	תקליט	opneem	הקליט	V;PRS	PROPN
opneem	שיא	opneem	שיא	V;PRS	N;MASC;SG
wildernis	פראי	wildernis	פראי	N;SG	ADJ;MASC;SG
wildernis	פרוע	wildernis	פרוע	N;SG	ADJ;MASC;SG
wildernis	פרא	wildernis	פרא	N;SG	
burton	ברטון	burton	ברטון		PROPN
burton	בורטון	burton	בורטון		PROPN
mol	חפרפרת	mol	חפרפרת		PROPN
mol	שומה	mol	שומה		N;FEM;SG
mol	החפרפרת	mol	החפרפרת		PROPN
mol	מול	mol	מול		ADP
versigtig	בזהירות	versigtig	בזהירות	V;PRS	ADV
versigtig	זהיר	versigtig	זהיר	V;PRS	ADJ;MASC;SG
versigtig	זהירות	versigtig	זהירות	V;PRS	N;FEM;SG
versigtig	שמרני	versigtig	שמרני	V;PRS	ADJ;MASC;SG
versigtig	שמרנית	versigtig	שמרני	V;PRS	ADV
versigtig	שמרן	versigtig	שמרן	V;PRS	ADJ;MASC;SG
sukkel	צרה	sukkel	צר	V;PRS	
sukkel	צרות	sukkel	צרה	V;PRS	N;FEM;PL
sukkel	נטושים	sukkel	נטוש	V;PRS	N;MASC;PL
sukkel	מאבק	sukkel	מאבק	V;PRS	N;MASC;SG
claudius	קלאודיוס	claudius	קלאודיוס		PROPN
theodor	תאודור	theodor	תאודור		PROPN
wedloop	לטרוף	wedloop	טרף	N;SG	V;NFIN;ACT
koppie	ספל	koppie	ספל	N;SG	PROPN
koppie	כוס	koppie	כוס	N;SG	
gary	גרי	gary	גרי		PROPN
gary	גארי	gary	גארי		PROPN
efese	אפסוס	efese	אפסוס	PRO;NOM;SG;2	PROPN
conrad	קונראד	conrad	קונראד		PROPN
conrad	קונרד	conrad	קונרד		PROPN
kaplan	קפלן	kaplan	קפלן		PROPN
bull	שור	bull	שור		
bull	בול	bull	בול		
vlam	הלהבה	vlam	הלהבה	N;SG	PROPN
wisconsin	ויסקונסין	wisconsin	ויסקונסין		PROPN
maputo	מפוטו	maputo	מפוטו	PROPN;SG	PROPN
fjodor	תיאודור	fjodor	תיאודור		PROPN
fjodor	תאודור	fjodor	תאודור		PROPN
fjodor	פדור	fjodor	פדור		PROPN
katoen	קוטון	katoen	קוטון	N;SG	PROPN
psalm	מזמור	psalm	מזמור		PROPN
psalm	תהילים	psalm	תהיל		N;MASC;PL
byl	אקס	byl	אקס		PROPN
byl	גרזן	byl	גרזן		PROPN
hoedanigheid	בעקיפין	hoedanigheid	בעקיפין	N;SG	ADV
assosiasie	האגודה	assosiasie	האגודה	N;SG	PROPN
armstrong	ארמסטרונג	armstrong	ארמסטרונג	N;SG	PROPN
verf	צבע	verf	צבע	V;PRS	N;MASC;SG
achilles	אכילס	achilles	אכילס	PRO;NOM;SG;3	PROPN
robot	בוט	robot	בוט		PROPN
grafiek	גרף	grafiek	גרף	N;SG	PROPN
shaka	שאקה	shaka	שאקה	PROPN;SG	PROPN
lyke	דיכוי	lyak	דיכוי	N;PL	N;MASC;SG
basies	בסיסי	basie	בסיסי	N;PL	ADJ;MASC;SG
basies	בסיסיים	basie	בסיסי	N;PL	ADJ;MASC;PL
basies	בסיסית	basie	בסיסי	N;PL	ADV
basies	בסיסיות	basie	בסיסי	N;PL	ADJ;FEM;PL
reghoekige	שברון	reghoekig	שברון	N;PL	N;MASC;SG
ruiter	אביר	ruiter	אביר	N;SG	PROPN
bulgaars	בולגריה	bulgaars	בולגריה	N;SG	PROPN
bulgaars	בולגרית	bulgaars	בולגרית	N;SG	PROPN
infeksie	זיהום	infeksie	זיהום		N;FEM;SG
meng	ערבב	meng	ערבב	V;PRS	PROPN
meng	מיקס	meng	מיקס	V;PRS	
kruie	הרב	kruie	הרב	N;SG	
bewussyn	מצפון	bewussyn	מצפון	N;SG	
israeliese	ישראלית	israelies	ישראלי	ADJ;NOM	PROPN
israeliese	ישראלי	israelies	ישראלי	ADJ;NOM	N;MASC;SG
israeliese	israeli	israelies	israeli	ADJ;NOM	
israeliese	ישראליות	israelies	ישראלי	ADJ;NOM	N;FEM;PL
israeliese	ישראלים	israelies	ישראלי	ADJ;NOM	N;MASC;PL
roy	רועי	roy	רועה		PROPN
roy	רוי	roy	רוי		PROPN
duiwel	שטן	duiwel	שטן	N;SG	
duiwel	השטן	duiwel	השטן	N;SG	
sen	סאן	sen	סאן		PROPN
sen	סן	sen	סן		PROPN
harare	הארארה	haraar	הארארה	PROPN;SG	PROPN
tudor	טיודור	tudor	טיודור		PROPN
grammatikale	דקדוק	grammatikaal	דקדוק	N;PL	N;MASC;SG
vloed	שיטפון	vloed	שיטפון		N;MASC;SG
vloed	להציף	vloed	הציף		V;NFIN;ACT
weimar	ויימאר	weimar	ויימאר		PROPN
marcel	מרסל	marcel	מרסל	PROPN;SG	PROPN
metaan	מתאן	metaan	מתאן	N;SG	PROPN
openbaring	הצרכן	openbaring	הצרכן	N;SG	
openbaring	לצרכן	openbaring	צרכן	N;SG	PROPN
openbaring	צרכנים	openbaring	צרכן	N;SG	N;MASC;PL
maandelikse	שנתי	maandeliks	שנתי	ADJ;NOM	PROPN
maandelikse	שנתית	maandeliks	שנתי	ADJ;NOM	ADV
maandelikse	חודשי	maandeliks	חודש	ADJ;NOM	PROPN
maandelikse	חודשיים	maandeliks	חודש	ADJ;NOM	N;MASC;DU
maandelikse	חודשית	maandeliks	חודשי	ADJ;NOM	ADV
emi	emi	emi	emi		PROPN
aragon	אראגון	aragon	אראגון		PROPN
connor	קונור	connor	קונור		PROPN
palestynse	פלסטינים	palestyns	פלסטיני	ADJ;NOM	N;MASC;PL
palestynse	פלסטיני	palestyns	פלסטיני	ADJ;NOM	N;MASC;SG
reisigers	מטיילים	reisiger	טייל	N;PL	V;MASC;PL;V.PTCP;ACT
entrepreneur	יזם	entrepreneur	יזם		PROPN
entrepreneur	יזמות	entrepreneur	יזם		N;FEM;SG
vloeiende	זורמת	vloei	זרם	N;SG	V;FEM;SG;V.PTCP;ACT
vloeiende	זורמים	vloei	זרם	N;SG	V;MASC;PL;V.PTCP;ACT
vloeiende	זורם	vloei	זרם	N;SG	V;MASC;SG;V.PTCP;ACT
brixton	בריקסטון	brixton	בריקסטון		PROPN
bis	ביס	bis	ביס	N;SG	
regulasies	התקנות	regulasie	התקנה	N;PL	N;FEM;SG
digital	דיגיטלית	digital	דיגיטלי		PROPN
digital	דיגיטלי	digital	דיגיטלי		PROPN
harte	לבבות	hart	לב	N;SG	
webb	ווב	webb	ווב	PROPN;SG	PROPN
webb	וב	webb	וב	PROPN;SG	
onverwags	במפתיע	onverwags	במפתיע		ADV
handelaar	הסוחר	handelaar	הסוחר	N;SG	
safari	ספארי	safari	ספארי		PROPN
pattinson	פטינסון	pattinson	פטינסון	N;SG	PROPN
npc	npc	npc	npc		
ceylon	ציילון	ceylon	ציילון		PROPN
statiese	נטוי	staties	נטוי	ADJ;NOM	
soogdier	יונקים	soogdier	יונק	N;SG	N;MASC;PL
soogdier	יונק	soogdier	יונק	N;SG	PROPN
agtereenvolgende	רצופות	agtereenvolgend	רצוף	ADJ;NOM	N;FEM;PL
agtereenvolgende	עוקבות	agtereenvolgend	עקב	ADJ;NOM	V;FEM;PL;V.PTCP;ACT
vrywillige	בהתנדבות	vrywillig	בהתנדבות	ADJ;NOM	ADV
vrywillige	מרצון	vrywillig	מרצון	ADJ;NOM	
kensington	קנזינגטון	kensington	קנזינגטון		PROPN
mazda	מאזדה	mazda	מאזדה		PROPN
niemeyer	נימאייר	niemeyer	נימאייר		PROPN
nicaragua	ניקרגואה	nicaragua	ניקרגואה	PROPN;SG	PROPN
volhoubare	קיימא	volhoubaar	קיימא	ADJ;NOM	PROPN
vors	נסיך	vors	נסיך		PROPN
vors	פרינס	vors	פרינס		PROPN
vors	הנסיך	vors	הנסיך		PROPN
avonture	הרפתקאות	avonture	הרפתקאות	N;PL	N;FEM;SG
nikkel	ניקל	nikkel	ניקל	N;SG	PROPN
betaling	התשלום	betaling	התשלום	N;SG	PROPN
metropole	מטרופול	metropool	מטרופול	N;PL	PROPN
sjokolade	שוקולד	sjokolade	שוקולד	N;SG	PROPN
sjokolade	שוקו	sjokolade	שוק	N;SG	
boks	ארגז	boks	ארגז	N;PL	N;MASC;SG
boks	קופסא	boks	קופסא	N;PL	
boks	תיבה	boks	תיבה	N;PL	N;FEM;SG
boks	קופסה	boks	קופסה	N;PL	N;FEM;SG
boks	איגרוף	boks	אגרוף	N;PL	N;MASC;SG
boks	אגרוף	boks	אגרוף	N;PL	N;MASC;SG
bind	לקשור	bind	קשר	V;PRS	PROPN
bind	בונד	bind	בונד	V;PRS	PROPN
sofia	סופיה	sofia	סופיה		PROPN
palts	פאלץ	palt	פאלץ		PROPN
skuiling	מחסה	skuiling	מחסה	N;SG	
skuiling	מקלט	skuiling	מקלט	N;SG	
lux	לוקס	lux	לוקס		PROPN
