और	и	और	и		CONJ
ख़राब	bad	ख़राब	bad	PROPN;NOM;MASC;SG;3	PROPN
ख़राब	плохая	ख़राब	плохой	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
प्रतिबिंबित	отражать	प्रतिबिंबित	отражать	ADJ	V;IPFV;NFIN;ACT
प्रतिबिंबित	отразить	प्रतिबिंबित	отразить	ADJ	V;PFV;NFIN;ACT
एकाधिक	мультиплеер	एकाधिक	мультиплеер		N;INAN;NOM;MASC;SG
वीर्य	спермы	वीर्य	сперма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
कार्बोहाइड्रेट	углеводов	कार्बोहाइड्रेट	углевод	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
पतले	тощий	पतला	тощий	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
दर्रा	пройти	दर्रा	пройти	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
गैलेक्सी	галактике	गैलेक्सी	галактика	N;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
गैलेक्सी	galaxy	गैलेक्सी	galaxy	N;NOM;MASC;SG;3	PROPN
वरीयता	предпочла	वरीयता	предпочесть	N;NOM;FEM;SG;3	V;PFV;FEM;IND;SG;PST;FIN;ACT
वरीयता	предпочтения	वरीयता	предпочтение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
गुहा	полость	गुहा	полость		N;INAN;NOM;FEM;SG
गुहा	полости	गुहा	полость		N;INAN;NOM;FEM;PL
आगम	агамы	आगम	агама	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पहलवान	борцы	पहलवान	борец	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
रैंक	ранг	रैंक	ранг		N;INAN;NOM;MASC;SG
रैंक	звание	रैंक	звание		N;INAN;NOM;NEUT;SG
रैंक	ранга	रैंक	ранг		N;INAN;NOM;MASC;SG
अपूर्ण	несовершенной	अपूर्ण	несовершенный	N;NOM;MASC;SG;3	ADJ;INS;FEM;SG
अपूर्ण	неполный	अपूर्ण	неполный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अपूर्ण	неполной	अपूर्ण	неполный	N;NOM;MASC;SG;3	ADJ;INS;FEM;SG
डेल	дейл	डेल	дейл	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
डेल	дэйл	डेल	дэйл	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
डेल	дель	डेल	дель	PROPN;NOM;MASC;SG;3	PART
डेल	del	डेल	del	PROPN;NOM;MASC;SG;3	PROPN
डेल	делл	डेल	делл	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
दूरदर्शी	телескопа	दूरदर्शी	телескоп	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
शुक्राणु	спермы	शुक्राणु	сперма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
शुक्राणु	сперму	शुक्राणु	сперму	N;NOM;MASC;SG;3	N;ANIM;ACC;FEM;SG
तटस्थ	беспристрастно	तटस्थ	беспристрастно		ADV
तटस्थ	беспристрастным	तटस्थ	беспристрастный		ADJ;INS;NEUT;SG
तटस्थ	беспристрастность	तटस्थ	беспристрастность		N;INAN;NOM;FEM;SG
तटस्थ	нейтральный	तटस्थ	нейтральный		ADJ;NOM;MASC;SG
तटस्थ	нейтралитет	तटस्थ	нейтралитет		N;INAN;NOM;MASC;SG
तटस्थ	нейтральной	तटस्थ	нейтральный		ADJ;INS;FEM;SG
तटस्थ	нейтральным	तटस्थ	нейтральный		ADJ;INS;NEUT;SG
उन्मुख	ориентированная	उन्मुख	ориентировать		V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
उन्मुख	ориентированное	उन्मुख	ориентировать		V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
उन्मुख	ориентированный	उन्मुख	ориентировать		V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
अनुकूलित	настроить	अनुकूलित	настроить	ADJ	V;PFV;NFIN;ACT
अनुकूलित	оптимизирована	अनुकूलित	оптимизировать	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
अनुकूलित	индивидуально	अनुकूलित	индивидуально	ADJ	ADV
अनुकूलित	обычай	अनुकूलित	обычай	ADJ	N;INAN;NOM;MASC;SG
भेड़	овец	भेड़	овца	N;NOM;MASC;SG;3	N;ANIM;GEN;FEM;PL
भेड़	овцы	भेड़	овца	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
रैखिक	линейной	रैखिक	линейный	N;NOM;MASC;3	ADJ;INS;FEM;SG
इकाइयाँ	подразделений	इकाई	подразделение	N;NOM;FEM;PL;3	N;INAN;GEN;NEUT;PL
फांसी	висит	फाँसी	висеть	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
सस्ते	недорого	सस्ता	недорого	ADJ;NOM;MASC;PL	ADV
सस्ते	дешевая	सस्ता	дешевый	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
सस्ते	дешевый	सस्ता	дешевый	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
सक्रियता	действия	सक्रियता	действие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
प्रयोगात्मक	экспериментальных	प्रयोगात्मक	экспериментальный	N;NOM;MASC;SG;3	ADJ;GEN;PL
प्रयोगात्मक	экспериментальная	प्रयोगात्मक	экспериментальный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
प्रयोगात्मक	экспериментальные	प्रयोगात्मक	экспериментальный	N;NOM;MASC;SG;3	ADJ;NOM;PL
प्रयोगात्मक	экспериментальное	प्रयोगात्मक	экспериментальный	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
प्रयोगात्मक	экспериментальный	प्रयोगात्मक	экспериментальный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
निवेशक	инвесторов	निवेशक	инвестор	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
ऐनी	энн	ऐना	энн	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
ऐनी	анн	ऐना	анна	PROPN;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
ऐनी	анна	ऐना	анна	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
बेला	белла	बेला	беллый	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
निकालना	удаление	निकाल	удаление	V;MASC;NFIN;ACT	N;INAN;NOM;NEUT;SG
निकालना	извлечение	निकाल	извлечение	V;MASC;NFIN;ACT	N;INAN;NOM;NEUT;SG
निकालना	добычи	निकाल	добыча	V;MASC;NFIN;ACT	N;INAN;NOM;FEM;PL
नॉर्वे	норвегия	नॉर्वे	норвегия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
नॉर्वे	норвегию	नॉर्वे	норвегия	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
नॉर्वे	норвегии	नॉर्वे	норвегия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सालाना	ежегодная	सालाना	ежегодный	ADP	ADJ;NOM;FEM;SG
सालाना	годовой	सालाना	годовой	ADP	ADJ;NOM;MASC;SG
सालाना	годовая	सालाना	годовой	ADP	ADJ;NOM;FEM;SG
कलम	перо	कलम	перо		N;INAN;NOM;NEUT;SG
कलम	пен	कलम	пен		N;INAN;NOM;MASC;SG
कलम	ручка	कलम	ручка		N;INAN;NOM;FEM;SG
कलम	ручку	कलम	ручка		N;INAN;ACC;FEM;SG
कलम	пересадке	कलम	пересадка		N;INAN;DAT;FEM;SG
टोरंटो	торонто	टोरंटो	торонто	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
जॉर्जिया	грузии	जॉर्जिया	грузия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
जॉर्जिया	джорджия	जॉर्जिया	джорджия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
जॉर्जिया	грузия	जॉर्जिया	грузия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
जॉर्जिया	грузию	जॉर्जिया	грузия	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
बसें	автобусов	बस	автобус	N;NOM;FEM;PL;3	N;INAN;GEN;MASC;PL
कोल	коул	कोल	коул		N;ANIM;NOM;MASC;SG
मरे	мюррей	मर	мюррей	V;PFV;MASC;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
अपलोड	загрузил	अपलोड	загрузить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
अपलोड	загружены	अपलोड	загрузить	ADJ	V;PFV;PL;PST;V.PTCP;PASS
अपलोड	загрузили	अपलोड	загрузить	ADJ	V;PFV;IND;PL;PST;FIN;ACT
अपलोड	загружен	अपलोड	загрузить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
अपलोड	загрузите	अपलोड	загрузить	ADJ	V;PFV;IMP;PL;2;FIN;ACT
अपलोड	загрузка	अपलोड	загрузка	ADJ	N;INAN;NOM;FEM;SG
अपलोड	загрузить	अपलोड	загрузить	ADJ	V;PFV;NFIN;ACT
नलिका	трубку	नलिका	трубка	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
अजीब	странная	अजीब	странный	ADP	ADJ;NOM;FEM;SG
अजीब	странное	अजीब	странный	ADP	ADJ;NOM;NEUT;SG
अजीब	странный	अजीब	странный	ADP	ADJ;NOM;MASC;SG
अजीब	странно	अजीब	странный	ADP	ADJ;NEUT;SG
अजीब	странные	अजीब	странный	ADP	ADJ;NOM;PL
अजीब	странная	अजीब	странный	ADP	ADJ;NOM;FEM;SG
अजीब	странное	अजीब	странный	ADP	ADJ;NOM;NEUT;SG
अजीब	странный	अजीब	странный	ADP	ADJ;NOM;MASC;SG
अजीब	странно	अजीब	странный	ADP	ADJ;NEUT;SG
अजीब	странные	अजीब	странный	ADP	ADJ;NOM;PL
अजीब	неловко	अजीब	неловкий	ADP	ADJ;NEUT;SG
अजीब	неудобно	अजीब	неудобный	ADP	ADJ;NEUT;SG
बोलियों	заявки	बोली	заявка	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
ओबामा	обама	ओबामा	обама	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शॉन	шон	शॉन	шон	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शॉन	шон	शॉन	шон	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अल्बर्ट	альберт	अल्बर्ट	альберт	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अल्बर्ट	альбер	अल्बर्ट	альбер	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
ख़ैबर	хайбер	ख़ैबर	хайбер	PROPN;NOM;MASC;SG;3	
बेगम	бегум	बेगम	бегум	PROPN;NOM;FEM;SG;3	
आन्तरिक	внутреннего	आन्तरिक	внутренний	ADJ;NOM	ADJ;GEN;MASC;SG
वेगास	вегасе	वेगास	вега	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वेगास	вегас	वेगास	вегас	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सघन	компакт	सघन	компакт		N;INAN;NOM;MASC;SG
सघन	плотный	सघन	плотный		ADJ;NOM;MASC;SG
सघन	плотная	सघन	плотный		ADJ;NOM;FEM;SG
प्लाज्मा	плазмы	प्लाज्मा	плазма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
छपाई	печать	छपाई	печать	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
छपाई	печати	छपाई	печать	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;PL
छपाई	печатать	छपाई	печатать	V;PFV;FEM;SG;V.PTCP;ACT	V;IPFV;NFIN;ACT
छपाई	печать	छपाई	печать	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
सर्दी	холодная	सर्दी	холодный	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
सर्दी	холодное	सर्दी	холодный	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
सर्दी	холодный	सर्दी	холодный	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
सर्दी	холодно	सर्दी	холодный	N;NOM;FEM;SG;3	ADJ;NEUT;SG
सर्दी	зимняя	सर्दी	зимний	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
सर्दी	зимний	सर्दी	зимний	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
सर्दी	зимние	सर्दी	зимний	N;NOM;FEM;SG;3	ADJ;NOM;PL
गिलगित	гилгит	गिलगित	гилгит	PROPN;NOM;MASC;SG;3	
मीठा	сладкий	मीठा	сладкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मीठा	сладкие	मीठा	сладкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
मीठा	сладкая	मीठा	сладкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सच्चाई	истины	सच्चाई	истина	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
सच्चाई	правда	सच्चाई	правда	N;NOM;FEM;SG;3	ADV
सच्चाई	правду	सच्चाई	правда	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
व्यवसायों	профессий	व्यवसाय	профессия	N;ACC;MASC;PL;3	N;INAN;GEN;FEM;PL
व्यवसायों	профессии	व्यवसाय	профессия	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;PL
व्यवसायों	предприятия	व्यवसाय	предприятие	N;ACC;MASC;PL;3	N;INAN;NOM;NEUT;PL
व्यवसायों	предприятий	व्यवसाय	предприятие	N;ACC;MASC;PL;3	N;INAN;GEN;NEUT;PL
आज़ादी	свободы	आज़ादी	свобода	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
आज़ादी	свободу	आज़ादी	свобода	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
लड़कों	парни	लड़क	парень	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
लड़कों	мальчики	लड़क	мальчик	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
लड़कों	мальчишки	लड़क	мальчишка	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
लड़कों	boys	लड़क	boys	N;ACC;MASC;PL;3	PROPN
लड़कों	мальчиков	लड़क	мальчик	N;ACC;MASC;PL;3	N;ANIM;GEN;MASC;PL
पुण्य	добродетели	पुण्य	добродетель	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
स्विच	переключить	स्विच	переключить	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
पैन	пан	पैन	пан		N;INAN;NOM;MASC;SG
पैन	пэн	पैन	пэн		PART
वोटों	голоса	वोट	голос	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
वोटों	голосов	वोट	голос	N;ACC;MASC;PL;3	N;INAN;GEN;MASC;PL
ताजा	свежие	ताजा	свежий	ADJ;NOM;MASC;SG	ADJ;NOM;PL
बलूचिस्तान	белуджистан	बलूचिस्तान	белуджистан	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
नेपोलियन	наполеона	नेपोलियन	наполеон	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
प्रतिभागी	участников	प्रतिभागी	участник	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
प्रतिभागी	участники	प्रतिभागी	участник	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
आधिपत्य	гегемонии	आधिपत्य	гегемония	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सेवानिवृत्त	отставке	सेवानिवृत्त	отставка	ADJ	N;INAN;DAT;FEM;SG
क्रूज़	круз	क्रूज़	круз	PROPN;NOM;MASC;SG;3	PART
क्रूज़	крус	क्रूज़	крус	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
क्रूज़	cruises	क्रूज़	cruises	PROPN;NOM;MASC;SG;3	PROPN
धनात्मक	положительные	धनात्मक	положительный	N;NOM;MASC;SG;3	ADJ;NOM;PL
धनात्मक	положительно	धनात्मक	положительно	N;NOM;MASC;SG;3	ADV
धनात्मक	позитивная	धनात्मक	позитивный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
धनात्मक	положительный	धनात्मक	положительный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
धनात्मक	позитивные	धनात्मक	позитивный	N;NOM;MASC;SG;3	ADJ;NOM;PL
तुम्हारी	твоя	तुम्हारी	твой	PRO;FEM;SG;3	DET;NOM;FEM;SG
तुम्हारी	ваши	तुम्हारी	ваш	PRO;FEM;SG;3	DET;NOM;PL
तुम्हारी	ваш	तुम्हारी	ваш	PRO;FEM;SG;3	DET;NOM;MASC;SG
तुम्हारी	ваша	तुम्हारी	ваш	PRO;FEM;SG;3	DET;NOM;FEM;SG
तुम्हारी	твой	तुम्हारी	твой	PRO;FEM;SG;3	DET;NOM;MASC;SG
तुम्हारी	ваше	तुम्हारी	ваш	PRO;FEM;SG;3	DET;NOM;NEUT;SG
आइस	лед	आइस	лед		N;INAN;NOM;MASC;SG
आइस	льда	आइस	лед		N;INAN;GEN;MASC;SG
आइस	ice	आइस	ice		PROPN
आइस	лёд	आइस	лёд		N;INAN;NOM;MASC;SG
कमज़ोर	слабая	कमज़ोर	слабый	ADP	ADJ;NOM;FEM;SG
कमज़ोर	слабо	कमज़ोर	слабо	ADP	ADV
कमज़ोर	слабым	कमज़ोर	слабый	ADP	ADJ;INS;NEUT;SG
कमज़ोर	слабые	कमज़ोर	слабый	ADP	ADJ;NOM;PL
कमज़ोर	слабый	कमज़ोर	слабый	ADP	ADJ;NOM;MASC;SG
कमज़ोर	отстой	कमज़ोर	отстой	ADP	N;INAN;NOM;MASC;SG
आयुर्विज्ञान	медицины	आयुर्विज्ञान	медицина	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;SG
सऊदी	саудовская	सऊदी	саудовский	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मोम	воск	मोम	воск		N;INAN;NOM;MASC;SG
सूअर	свиней	सूअर	свинья	N;NOM;MASC;SG;3	N;ANIM;GEN;FEM;PL
सूअर	свиньи	सूअर	свинья	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;PL
सूअर	свиньи	सूअर	свинья	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;PL
पोत	судна	पोत	судно	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
सौदे	сделок	सौदा	сделка	N;NOM;MASC;PL;3	N;INAN;GEN;FEM;PL
सौदे	сделку	सौदा	сделка	N;NOM;MASC;PL;3	N;INAN;ACC;FEM;SG
सौदे	сделка	सौदा	сделка	N;NOM;MASC;PL;3	N;INAN;NOM;FEM;SG
वर्जीनिया	вирджиния	वर्जीनिया	вирджиние	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संतों	святые	संत	святой	N;ACC;MASC;PL;3	ADJ;NOM;PL
संतों	святых	संत	святой	N;ACC;MASC;PL;3	N;ANIM;GEN;MASC;PL
हेक्टेयर	гектаров	हेक्टेयर	гектар	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
केंद्रों	центров	केंद्र	центр	N;ACC;MASC;PL;3	N;INAN;GEN;MASC;PL
केंद्रों	центры	केंद्र	центр	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
कार्यात्मक	функциональные	कार्यात्मक	функциональный	N;NOM;MASC;SG;3	ADJ;NOM;PL
कार्यात्मक	функциональная	कार्यात्मक	функциональный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
कार्यात्मक	функциональных	कार्यात्मक	функциональный	N;NOM;MASC;SG;3	ADJ;GEN;PL
बुश	буш	बुश	буш	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
बुश	буша	बुश	буш	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
सपने	сон	सपना	сон	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;SG
सपने	dream	सपना	dream	N;NOM;MASC;PL;3	PROPN
सपने	мечта	सपना	мечта	N;NOM;MASC;PL;3	N;INAN;NOM;FEM;SG
आश्चर्यजनक	удивляет	आश्चर्यजनक	удивлять	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
छाती	груди	छाती	грудь	V;IPFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
छाती	сундук	छाती	сундук	V;IPFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
छाती	грудь	छाती	грудь	V;IPFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
घोड़ों	коней	घोड़ा	конь	N;ACC;MASC;PL;3	N;ANIM;GEN;FEM;PL
घोड़ों	кони	घोड़ा	конь	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
घोड़ों	лошадей	घोड़ा	лошадь	N;ACC;MASC;PL;3	N;ANIM;GEN;FEM;PL
घोड़ों	лошади	घोड़ा	лошадь	N;ACC;MASC;PL;3	N;ANIM;NOM;FEM;PL
वॉल	стене	वॉल	стена	N;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
यम	ям	यम	ям		N;INAN;GEN;FEM;PL
यम	плутон	यम	плутон		N;INAN;NOM;MASC;SG
हड्डियों	костей	हड्डी	кость	N;ACC;FEM;PL;3	N;INAN;GEN;FEM;PL
हड्डियों	кости	हड्डी	кость	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
फ्रांसिस	франсис	फ्रांसिस	франсис	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
फ्रांसिस	фрэнсис	फ्रांसिस	фрэнсис	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
फ्रांसिस	франциск	फ्रांसिस	франциск	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
फ्रांसिस	френсис	फ्रांसिस	френсис	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
मैनेजर	manager	मैनेजर	manager	N;NOM;MASC;SG;3	PROPN
मैनेजर	управляющий	मैनेजर	управлять	N;NOM;MASC;SG;3	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
खिलाडी	игроки	खिलाडी	игрок	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
खिलाडी	игрокам	खिलाडी	игрок	N;NOM;MASC;SG;3	N;ANIM;DAT;MASC;PL
खिलाडी	игроков	खिलाडी	игрок	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
नक्शे	карт	नक्शा	карта	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
नक्शे	карты	नक्शा	карта	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पाइप	трубы	पाइप	труба	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पाइप	трубы	पाइप	труба	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
त्रिभुज	игл	त्रिभुज	игла	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
खलनायक	злодеи	खलनायक	злодей	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
खलनायक	злодеев	खलनायक	злодей	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
ईस्टवुड	иствуд	ईस्टवुड	иствуд	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
रूम	комнаты	रूम	комната	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
रूम	номера	रूम	номер	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
रूम	room	रूम	room	N;NOM;MASC;SG;3	PROPN
मैक्सिको	мексику	मैक्सिको	мексика	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
मैक्सिको	мексики	मैक्सिको	мексика	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मैक्सिको	мексика	मैक्सिको	мексика	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
नरसिंह	нарасимха	नरसिंह	нарасимый	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
अल्फा	alpha	अल्फा	alpha		PROPN
अल्फा	альфа	अल्फा	альф		N;INAN;NOM;MASC;SG
अल्फा	альфа	अल्फा	альф		N;INAN;NOM;MASC;SG
अल्फा	alfa	अल्फा	alfa		PROPN
ईस्टर	пасхи	ईस्टर	пасхи	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
ऑटोमोबाइल	автомобили	ऑटोमोबाइल	автомобиль	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
राउंड	круглая	राउंड	круглый	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
राउंड	круглые	राउंड	круглый	N;NOM;MASC;SG;3	ADJ;NOM;PL
बेरी	берри	बेरी	брарь	PROPN;NOM;FEM;SG;3	PART
नरम	мягкий	नरम	мягкий		ADJ;NOM;MASC;SG
नरम	нежная	नरम	нежный		ADJ;NOM;FEM;SG
नरम	мягкая	नरम	мягкий		ADJ;NOM;FEM;SG
नरम	мягкое	नरम	мягкий		ADJ;NOM;NEUT;SG
नरम	мягкие	नरम	мягкий		ADJ;NOM;PL
नरम	смягчить	नरम	смягчить		V;PFV;NFIN;ACT
रोमांटिक	романтический	रोमांटिक	романтический	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
रोमांटिक	романтическая	रोमांटिक	романтический	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
काँच	стакан	काँच	стакан		N;INAN;NOM;MASC;SG
काँच	стекло	काँच	стекло		N;INAN;NOM;NEUT;SG
काँच	бокал	काँच	бокал		N;INAN;NOM;MASC;SG
काँच	стекла	काँच	стекло		N;INAN;NOM;NEUT;PL
नेट	нетто	नेट	нетто		N;INAN;NOM;MASC;SG
नेट	net	नेट	net		PROPN
नेट	чистый	नेट	чистый		ADJ;NOM;MASC;SG
नेट	сетки	नेट	сетка		N;INAN;NOM;FEM;PL
नेट	сети	नेट	сеть		N;INAN;NOM;FEM;PL
नेट	сеток	नेट	сетка		N;INAN;GEN;FEM;PL
जेरिको	иерихон	जेरिको	иерихон	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हॉप	хоп	हॉप	хоп	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
उठता	возникнуть	उठ	возникнуть	V;IPFV;MASC;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
ओपेरा	opera	ओपेरा	opera	PROPN;NOM;MASC;SG;3	PROPN
ओपेरा	опера	ओपेरा	опера	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मैट्रिक्स	матрицы	मैट्रिक्स	матрица	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मैट्रिक्स	матрицу	मैट्रिक्स	матрица	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
जार्ज	георг	जार्ज	георг	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
जार्ज	джордж	जार्ज	джордж	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
जार्ज	георгий	जार्ज	георгий	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
कौर	каур	कौर	каур	PROPN;NOM;FEM;SG;3	
बिल्ली	кэт	बिल्ली	кэт	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
बिल्ली	кот	बिल्ली	кот	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
