花卉	virágos	花卉	virágos	N	
丁	szegfűszeg	丁	szegfűszeg	PROPN	N;NOM;SG
政令	rendelet	政令	rendelet	N	
政令	rendelet	政令	rendelet	N	
甄選	kiválasztási	甄選	kiválasztási	N	ADJ;NOM;SG
困惑	zavart	困惑	zavart	V	
困惑	zavartság	困惑	zavartság	V	N;NOM;SG
困惑	zűrzavar	困惑	zűrzavar	V	N;NOM;SG
困惑	zavart	困惑	zavart	V	
困惑	zavaros	困惑	zavaros	V	
困惑	zavaros	困惑	zavaros	V	
外人	kívülálló	外人	kívülálló	N	
聖地亞哥	santiago	聖地亞哥	santiago	PROPN	
營地	kemping	營地	kemping	N	
營地	camp	營地	camp	N	
壓倒	elsöprő	壓倒	elsöprő	V	
壓倒	nyomasztó	壓倒	nyomasztó	V	
樂天	lotte	樂天	lotte	N	
嫉妒	féltékeny	嫉妒	féltékeny	V	
嫉妒	irigy	嫉妒	irigy	V	
嫉妒	féltékenység	嫉妒	féltékenység	V	N;NOM;SG
嫉妒	irigység	嫉妒	irigység	V	N;NOM;SG
赤字	hiány	赤字	hiány	N	
共	együttélés	共	együttélés	ADV	N;NOM;SG
放大	erősítő	放大	erősítő	V	ADJ;NOM;SG
放大	erősítő	放大	erősítő	V	ADJ;NOM;SG
放大	erősítők	放大	erősítő	V	N;NOM;PL
放大	amper	放大	amper	V	N;NOM;SG
鬍子	szakállas	鬍子	szakállas	N	
跨國	transznacionális	跨國	transznacionális	V	ADJ;NOM;SG
貝多芬	beethoven	貝多芬	beethov	PROPN	
棕櫚	palm	棕櫚	palm	N	
流星	meteor	流星	meteor	N	
批發	nagykereskedelmi	批發	nagykereskedelmi	V	N;NOM;SG
勒索	zsarolás	勒索	zsarolás	V	N;NOM;SG
勒索	zsarolás	勒索	zsarolás	V	N;NOM;SG
和睦	harmony	和睦	harmony	N	
突顯	kiemelés	突顯	kiemelés	V	N;NOM;SG
突顯	kiemelés	突顯	kiemelés	V	N;NOM;SG
突顯	kiemelve	突顯	kiemelve	V	ADV;V.CVB
僱員	alkalmazott	僱員	alkalmazott	N	V;INDF;IND;SG;3;PST;FIN;ACT
僱員	foglalkoztatottak	僱員	foglalkozik	N	V;INDF;IND;PL;3;PST;FIN;ACT
牛角	kürt	牛角	kür	N	
牛角	horn	牛角	hor	N	
附帶	fedezet	附帶	fedezet		N;NOM;SG
附帶	biztosíték	附帶	biztosíték		N;NOM;SG
獨奏	szóló	獨奏	szóló	V	ADJ;NOM;SG
獨奏	solo	獨奏	solo	V	
獨奏	önálló	獨奏	önálló	V	
敏捷	agilis	敏捷	agilis	ADJ	
敏捷	fürge	敏捷	fürge	ADJ	
敏捷	agility	敏捷	agility	ADJ	
自豪	büszke	自豪	büszke	N	
致電	hívás	致電	hívás	V	N;NOM;SG
報仇	bosszú	報仇	bosszú	V	N;NOM;SG
可	változtatható	可	változtatható	V	ADJ;NOM;SG
可	változó	可	változó	V	ADJ;NOM;SG
零售	kereskedő	零售	kereskedő	V	
零售	kiskereskedő	零售	kiskereskedő	V	
零售	kiskereskedők	零售	kiskereskedő	V	N;NOM;PL
零售	kereskedők	零售	kereskedő	V	N;NOM;PL
刑罰	büntető	刑罰	büntető	N	
蜿蜒	kanyargós	蜿蜒	kanyargós	ADJ	
債券	bond	債券	bond	N	
中	közvetítő	中	közvetítő	N	ADJ;NOM;SG
中	közvetítő	中	közvetítő	N	ADJ;NOM;SG
藝術	art	藝術	ar	N	
亞	ázsiaiak	亞	ázsiai	PROPN	N;NOM;PL
飽和	telítettség	飽和	telítettség	V	N;NOM;SG
異形	idegen	異形	idegen	N	
異形	űrlény	異形	űrlény	N	
異形	idegenek	異形	ideg	N	V;INDF;IND;PL;3;PRS;FIN;ACT
英特爾	intel	英特爾	intel	PROPN	N;NOM;SG
籃	kosár	籃	kosár	N	
籃	kosár	籃	kosár	N	
稅務	adó	稅務	adó	N	
稅務	adó	稅務	adó	N	
哥倫布	columbus	哥倫布	columbus	PROPN	
哥倫布	kolumbusz	哥倫布	kolumbusz	PROPN	N;NOM;SG
婆羅	borneó	婆羅	borneó	PROPN	N;NOM;SG
印章	seal	印章	seal	N	
迷信	babonás	迷信	babonás	N	
負荷	terhelés	負荷	terhelés	V	N;NOM;SG
負荷	terhek	負荷	teher	V	N;NOM;PL
負荷	terhelések	負荷	terhelés	V	N;NOM;PL
嘴	szád	嘴	szád	N	V;DEF;IND;SG;1;PRS;FIN;ACT
靜態	statikus	靜態	statikus	N	
塗鴉	doodle	塗鴉	doodle	N	
收縮	pszichiáter	收縮	pszichiáter	V	N;NOM;SG
收縮	összehúzódás	收縮	összehúzódás	V	N;NOM;SG
彈簧	tavaszi	彈簧	tavaszi	N	
公示	nyilvánosság	公示	nyilvánosság	V	N;NOM;SG
自制	házi	自制	házi	V	
鎧甲	páncél	鎧甲	páncél	PROPN	N;NOM;SG
忠實	hűségesek	忠實	hűséges	ADV	ADJ;NOM;PL
忠實	hűséges	忠實	hűséges	ADV	ADJ;NOM;SG
豬肉	sertés	豬肉	sertés	N	
狹義	szűk	狹義	szűk	N	ADJ;NOM;SG
狹義	keskeny	狹義	keskeny	N	
崇高	nemes	崇高	nemes	N	
崇高	noble	崇高	noble	N	
崇高	fenséges	崇高	fenséges	N	ADJ;NOM;SG
崇高	magasztos	崇高	magasztos	N	
均勻	egyenletes	均勻	egyenletes	ADJ	
均勻	egyenruhás	均勻	egyenruhás	ADJ	N;NOM;SG
均勻	egyenruha	均勻	egyenruha	ADJ	N;NOM;SG
遺忘	feledés	遺忘	feledés	V	
遺忘	elfeledett	遺忘	elfeledett	V	
謹	óvatosság	謹	óvatosság	ADV	N;NOM;SG
歌舞	kabuki	歌舞	kabuki	N	
酗酒	alkoholizmus	酗酒	alkoholizmus	V	N;NOM;SG
控制	kontroll	控制	kontroll	V	N;NOM;SG
控制	irányítás	控制	irányítás	V	N;NOM;SG
控制	vezérlő	控制	vezérlő	V	ADJ;NOM;SG
控制	ellenőrzési	控制	ellenőrzési	V	ADJ;NOM;SG
控制	ellenőrzés	控制	ellenőrzés	V	N;NOM;SG
錘	hammer	錘	hammer	N	
博覽	expo	博覽	expo	N	
重逢	találkozó	重逢	találkozó	V	N;NOM;SG
絕地	jedi	絕地	jedi	N	
變態	perverz	變態	perverz	N	ADJ;NOM;SG
預估	jóslat	預估	jóslat	V	N;NOM;SG
預估	előrejelzés	預估	előrejelzés	V	N;NOM;SG
預估	előrejelzés	預估	előrejelzés	V	N;NOM;SG
預估	becslés	預估	becslés	V	N;NOM;SG
盲人	vakon	盲人	vakon	N	
盲人	vak	盲人	vak	N	
盲人	vakok	盲人	vak	N	
羚羊	oryx	羚羊	oryx	PROPN	
羚羊	antilop	羚羊	antilop	PROPN	N;NOM;SG
自發	spontán	自發	spontán	V	
自發	spontán	自發	spontán	V	
田納西	tennessee	田納西	tenness	PROPN	
佗	tuo	佗	tuo	PROPN	
火藥	port	火藥	por	N	
盧布	rubelt	盧布	rubelt	PROPN	N;ACC;SG
盧布	rubel	盧布	rubel	PROPN	N;NOM;SG
遺失	lost	遺失	lost	V	
遺失	hiányzó	遺失	hiányzó	V	ADJ;NOM;SG
心智	szellemi	心智	szellemi	N	
毒蛇	viper	毒蛇	viper	N	
撕裂	szakadt	撕裂	szakad	N	V;INDF;IND;SG;3;PST;FIN;ACT
多哥	togo	多哥	togo	PROPN	
激動	izgatott	激動	izgatott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
早	korábban	早	korán	N	ADV
早	korábbi	早	korábbi	N	ADJ;NOM;CMPR;SG
造假	hamisítás	造假	hamisítás	V	N;NOM;SG
造假	hamisítvány	造假	hamisítvány	V	N;NOM;SG
造假	hamisítás	造假	hamisítás	V	N;NOM;SG
所有	tulaj	所有	tulaj	DET	N;NOM;SG
所有	tulajdonos	所有	tulajdonos	DET	N;NOM;SG
所有	tulajdonosa	所有	tulajdonos	DET	N;NOM;SG
所有	tulajdonosok	所有	tulajdonos	DET	N;NOM;PL
所有	tulajdonosai	所有	tulajdonos	DET	N;NOM;PL
解碼	dekódolni	解碼	dekódol	N	V;NFIN;ACT
解碼	dekódoló	解碼	dekódoló	N	ADJ;NOM;SG
園藝	kertészeti	園藝	kertészeti	N	
園藝	kertész	園藝	kertész	N	
園藝	kertészeti	園藝	kertészeti	N	
園藝	garden	園藝	garden	N	
幻象	mirage	幻象	mirage	N	
閃耀	ragyog	閃耀	ragyog	N	V;INDF;IND;SG;3;PRS;FIN;ACT
閃耀	fénylő	閃耀	fénylő	N	
閃耀	ragyogó	閃耀	ragyogó	N	
流利	folyékonyan	流利	folyékony	V	ADJ;FRML;SG
格子	kockás	格子	kockás	N	
監測	monitoring	監測	monitoring	V	
監測	megfigyelés	監測	megfigyelés	V	N;NOM;SG
監測	ellenőrzés	監測	ellenőrzés	V	N;NOM;SG
監測	monitoron	監測	monitor	V	N;ON+ESS;SG
監測	monitor	監測	monitor	V	N;NOM;SG
強勁	erőteljes	強勁	erőteljes	N	
創世	genesis	創世	genesis	N	
巴格達	bagdad	巴格達	bagdad	PROPN	N;NOM;SG
解脫	deliverance	解脫	deliverance	V	
征服	hódító	征服	hódító	V	
開朗	derűs	開朗	derűs	N	
開朗	vidám	開朗	vída	N	
開朗	vidáman	開朗	vida	N	
戶籍	lakóhely	戶籍	lakóhely	N	
引渡	kiadatási	引渡	kiadatási	V	N;NOM;SG
太監	eunuchok	太監	eunuc	N	
太監	eunuch	太監	eunuch	N	
鈦	titán	鈦	titán	N	
斷裂	törés	斷裂	törés	V	N;NOM;SG
殘留	maradvány	殘留	maradvány	V	N;NOM;SG
鶯	inge	鶯	inge	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
著	landolás	著	landolás	PART;PROG	N;NOM;SG
著	leszállás	著	leszállás	PART;PROG	N;NOM;SG
佛教	buddhisták	佛教	buddhista	PROPN	N;NOM;PL
佛教	buddhista	佛教	buddhista	PROPN	N;NOM;SG
猶他	utah	猶他	ut	PROPN	
開車	meghajtó	開車	meghajtó	V	N;NOM;SG
比對	egyező	比對	egyező	V	
比對	mérkőzés	比對	mérkőzés	V	N;NOM;SG
比對	egyezés	比對	egyezés	V	N;NOM;SG
比對	találat	比對	találat	V	N;NOM;SG
比對	meccs	比對	meccs	V	N;NOM;SG
比對	gyufa	比對	gyufa	V	N;NOM;SG
化妝	smink	化妝	smink	V	N;NOM;SG
化妝	kozmetikai	化妝	kozmetikai	V	
化妝	kozmetikai	化妝	kozmetikai	V	
形容	melléknév	形容	mellék	V	N;NOM;SG
形容	mellékneveket	形容	melléknev	V	N;ACC;PL
可	reverzibilis	可	reverzibilis	V	N;NOM;SG
產卵	ívás	產卵	ívás	V	N;NOM;SG
所有	tulajdonjog	所有	tulajdonjog	DET	N;NOM;SG
所有	tulajdonosi	所有	tulajdonosi	DET	ADJ;NOM;SG
一致	koherencia	一致	koherencia	ADJ	N;NOM;SG
一致	összhang	一致	összhang	ADJ	
一致	összhang	一致	összhang	ADJ	
一致	következetesség	一致	következetesség	ADJ	N;NOM;SG
維生	vitaminok	維生	vitamin	V	N;NOM;PL
維生	vitamin	維生	vitami	V	N;NOM;SG
維生	vitaminok	維生	vitamin	V	N;NOM;PL
維生	vitamin	維生	vitami	V	N;NOM;SG
營救	megmentési	營救	megmentési	V	
營救	mentő	營救	mentő	V	
營救	mentés	營救	mentés	V	N;NOM;SG
韃靼	tatár	韃靼	tatár	PROPN	
加沙	gázai	加沙	gáz	PROPN	N;NOM;PL
古蘭	korán	古蘭	korán	N	
陡峭	meredek	陡峭	mered	N	
妊娠	terhességi	妊娠	terhességi	V	N;NOM;SG
妊娠	terhesség	妊娠	terhesség	V	N;NOM;SG
肥沃	termékeny	肥沃	termékeny	N	
孫	unoka	孫	unok	PROPN	N;NOM;SG
孫	unokája	孫	unoka	PROPN	N;NOM;SG
猶他	utah	猶他	ut	PROPN	
護送	kísérő	護送	kísérő	V	ADJ;NOM;SG
護送	kíséret	護送	kísér	V	N;NOM;SG
橘色	orange	橘色	orang	N	
橘色	narancssárga	橘色	narancssárga	N	
撫養	nevelés	撫養	nevelés	V	N;NOM;SG
租戶	lakó	租戶	lakó	N	
戈壁	góbi	戈壁	góbi	PROPN	N;NOM;SG
暗戀	crush	暗戀	crush	V	
下雨	esik	下雨	esik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
下雨	rain	下雨	rain	N	
下雨	eső	下雨	eső	N	
撒哈拉	szahara	撒哈拉	szahara	PROPN	N;NOM;SG
畸形	eltorzult	畸形	eltorzult	N	V;INDF;IND;SG;3;PST;FIN;ACT
畸形	deformált	畸形	deformált	N	
畸形	torz	畸形	torz	N	
墳	graves	墳	graves	N	
