bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM
spd	spd	spd	spd		PROPN;NOM;SG
mongoliet	mongolei	mongolium	mongolei	N;DEF;NEUT;SG	PROPN;NOM;FEM;SG
interwiki	interwiki	interwiki	interwiki		
udløste	auslöser	udløse	auslöser	V;PST;V.PTCP	ADJ
syriske	syrien	syrisk	syrienen	ADJ;PL	
syriske	syrer	syrisk	syrer	ADJ;PL	
matthias	matthias	matthias	matthias		PROPN;NOM;MASC;SG
moss	moos	moss	moos		
moss	moss	moss	miesen		PROPN;NOM;MASC;SG
anvendelser	bewerbungen	anvendelse	bewerbungen	N;INDF;MASC+FEM;PL	V;V.PTCP
anvendelser	bewerbung	anvendelse	bewerbung	N;INDF;MASC+FEM;PL	
anvendelser	anwendungsgebiete	anvendelse	anwendungsgebiet	N;INDF;MASC+FEM;PL	ADJ
anvendelser	verwendung	anvendelse	verwendung	N;INDF;MASC+FEM;PL	N;SG
anvendelser	verwendungen	anvendelse	verwendingen	N;INDF;MASC+FEM;PL	V;NFIN
anvendelser	verwendet	anvendelse	verwenden	N;INDF;MASC+FEM;PL	V;V.PTCP
renovering	instandsetzung	renovering	instandsetzung	N;INDF;MASC+FEM;SG	
face	gesicht	face	sechen	N;INDF;NEUT;SG	V;V.PTCP
face	angesicht	face	ansechen	N;INDF;NEUT;SG	
face	streb	face	streben	N;INDF;NEUT;SG	
face	face	face	face	N;INDF;NEUT;SG	PROPN
mineraler	mineral	mineral	mineral	N;INDF;NEUT;PL	PROPN
mineraler	mineralstoffe	mineral	mineralstoffe	N;INDF;NEUT;PL	N;NOM;FEM;SG
mineraler	bodenschätze	mineral	bodenschätzen	N;INDF;NEUT;PL	ADJ;NOM
bosættelser	siedlungen	bosættelse	siedlung	N;INDF;MASC+FEM;PL	V;NFIN
kontrolleret	kontrollierter	kontrollere	kontrollierter	V;INDF;SG;PST;V.PTCP	ADJ
kontrolleret	kontrollierten	kontrollere	kontrollieren	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
kontrolleret	kontrollierte	kontrollere	kontrolliert	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
kontrolleret	geprüfte	kontrollere	geprüft	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
flair	gespür	flair	gespür	N;INDF;MASC+FEM;SG	ADJ
flair	flair	flair	flair	N;INDF;MASC+FEM;SG	
break	break	break	break		PROPN
break	auszeit	break	auszeit		N;NOM;FEM;SG
break	pause	break	pausen		
break	bruch	break	bruch		N;SG
break	brechen	break	brechen		V;NFIN
done	erledigt	done	erledigen		V;V.PTCP
done	getan	done	tun		V;V.PTCP
done	gemacht	done	machen		V;V.PTCP
done	geschafft	done	schaffen		V;V.PTCP
done	fertig	done	fertig		ADJ
radar	radar	radar	radar	N;INDF;MASC+FEM;SG	
elias	elias	elias	elias	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
hertz	hertz	hertz	hertz	N;INDF;MASC+FEM;SG	
halsen	kehle	hals	kehlen	N;DEF;MASC+FEM;SG	ADJ
halsen	rachen	hals	rachen	N;DEF;MASC+FEM;SG	V;NFIN
halsen	hals	hals	hals	N;DEF;MASC+FEM;SG	
halsen	hals	hals	hals	N;DEF;MASC+FEM;SG	
halsen	genick	hals	genick	N;DEF;MASC+FEM;SG	ADJ
halsen	nacken	hals	nacken	N;DEF;MASC+FEM;SG	V;NFIN
nancy	nancy	nancy	nancy		PROPN;NOM;SG
repræsentation	repräsentation	repræsentation	Repräsentation	N;INDF;MASC+FEM;SG	ADJ
repræsentation	vertretungen	repræsentation	vertretungen	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tårne	towers	tå	towers	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
tårne	türmen	tå	türmen	N;INDF;MASC+FEM;PL	V;NFIN
glee	glee	gle	gle	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
gotisk	gotische	gotisk	gotisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
gotisk	gothic	gotisk	gothic	ADJ;INDF;SG	PROPN
spirit	geist	spirit	geisen		
spirit	spirit	spirit	spirit		PROPN;NOM;SG
spirit	geistes	spirit	geist		N;NOM;NEUT;SG
fed	fett	fed	fett	ADJ;INDF;MASC+FEM;SG	
fed	mutige	fed	mutig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
fed	kühn	fed	kühn	ADJ;INDF;MASC+FEM;SG	
fed	fetten	fed	fett	ADJ;INDF;MASC+FEM;SG	V;NFIN
fed	fett	fed	fett	ADJ;INDF;MASC+FEM;SG	
fed	fette	fed	fett	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;PL
iss	iss	iss	essen	N;INDF;NEUT;SG	
ministerium	bildungsministerium	ministerium	bildungsministerium	N;INDF;NEUT;SG	ADJ
ministerium	ministerium	ministerium	ministerium	N;INDF;NEUT;SG	ADJ
tusinder	tausender	tusinde	tausender	N;INDF;NEUT;PL	ADJ
tusinder	tausend	tusinde	tausend	N;INDF;NEUT;PL	NUM
tusinder	tausenden	tusinde	tausenden	N;INDF;NEUT;PL	ADJ;PL
ækvator	äquator	ækvator	äquator	N;INDF;MASC+FEM;SG	
shepherd	hirten	shepherd	herten		N;PL
shepherd	shepherd	shepherd	shepherd		PROPN;NOM;SG
shepherd	hirte	shepherd	hart		
shepherd	schäfer	shepherd	schäf		PROPN
prøvet	versuchten	prøve	versuchen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
prøvet	geprüfte	prøve	geprüft	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
thompson	thompson	thompson	thompson		PROPN;NOM;SG
daily	täglich	daily	täglich		ADJ
daily	tägliche	daily	täglich		ADJ;NOM;FEM;PL
daily	tägliches	daily	täglich		ADJ;NOM;NEUT;SG
daily	daily	daily	daily		PROPN
aristoteles	aristoteles	aristotele	aristoteles	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
biografier	biographien	biografi	biographie	N;INDF;MASC+FEM;PL	
sagn	legenden	sagn	legend	N;INDF;NEUT;SG	ADJ
sagn	legende	sagn	legend	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
sagn	legend	sagn	legend	N;INDF;NEUT;SG	ADJ
sagn	volksmusik	sagn	volksmusik	N;INDF;NEUT;SG	PROPN
sagn	folklore	sagn	folklor	N;INDF;NEUT;SG	
sagn	überlieferung	sagn	überlieferung	N;INDF;NEUT;SG	ADJ;SG
sagn	legenden	sagn	legend	N;INDF;NEUT;SG	ADJ
sagn	legende	sagn	legend	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
blank	glänzende	blank	glänzend	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
blank	leere	blank	leer	ADJ;INDF;MASC+FEM;SG	
dårligere	schlechter	dårlig	schlecht	ADV;CMPR	ADJ
dårligere	schlimmeres	dårlig	schlimmer	ADV;CMPR	ADJ;NOM;NEUT;SG
dårligere	schlechteren	dårlig	schlecht	ADV;CMPR	ADJ
dårligere	schlimmer	dårlig	schlimm	ADV;CMPR	ADJ
alpes	alpes	alpes	alp	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
nature	natur	natur	natur		
nature	naturschutz	natur	naturschutz		ADJ
asger	asger	asge	asger	N;INDF;MASC+FEM;SG	
aktuelt	aktuelle	aktuel	aktuell	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
aktuelt	aktualität	aktuel	aktualität	ADJ;INDF;NEUT;SG	N;FEM;SG
aktuelt	aktuelle	aktuel	aktuell	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
aktuelt	derzeit	aktuel	derzeit	ADJ;INDF;NEUT;SG	ADV
aktuelt	zurzeit	aktuel	zurzeit	ADJ;INDF;NEUT;SG	ADV
speed	geschwindigkeit	speed	geschwindigkeit		ADJ
speed	drehzahl	speed	drehzahl		ADJ
speed	schnelligkeit	speed	schnelligkeit		ADJ
speed	speed	speed	speed		
argentinske	argentinien	argentinsk	argentinien	ADJ;PL	PROPN;NOM;NEUT;SG
zagreb	zagreb	zagreb	zagreb		PROPN
leningrad	leningrad	leningrad	leningrad	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
tilfældigt	zufällig	tilfældigt	zufällig	ADV	ADJ
tilfældigt	zufall	tilfældigt	zufall	ADV	
tilfældigt	willkürlich	tilfældigt	willkürlich	ADV	ADJ
tilfældigt	zufällige	tilfældigt	zufällig	ADV	ADJ;NOM;FEM;PL
tilfældigt	zufall	tilfældigt	zufall	ADV	
tilfældigt	zufälle	tilfældigt	zufällen	ADV	
tilfældigt	zufällig	tilfældigt	zufällig	ADV	ADJ
atlantis	atlantis	atlantis	atlantis	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
smart	schicken	smart	schicken	ADJ;INDF;SG	V;NFIN
smart	lust	smart	lusen	ADJ;INDF;SG	PROPN
smart	smart	smart	smaren	ADJ;INDF;SG	PROPN
fangenskab	gefangenschaft	fangenskab	gefangenschaft	N;INDF;MASC+FEM;SG	ADJ
fangenskab	gefangener	fangenskab	gefangen	N;INDF;MASC+FEM;SG	ADJ
fangenskab	gefangene	fangenskab	gefangen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
fangenskab	gefangenen	fangenskab	gefangen	N;INDF;MASC+FEM;SG	V;IND;PL;3;FIN
fangenskab	gefangen	fangenskab	fangen	N;INDF;MASC+FEM;SG	V;V.PTCP
fangenskab	gefangenschaft	fangenskab	gefangenschaft	N;INDF;MASC+FEM;SG	ADJ
holding	betrieb	holding	betreiben	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
holding	halten	holding	halten	N;INDF;MASC+FEM;SG	V;NFIN
holding	holding	holding	holding	N;INDF;MASC+FEM;SG	
oder	oder	oder	oder		CONJ
roland	roland	roland	roland	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
turner	turner	turner	turn	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
wing	flügel	wing	flügeln		ADJ
wing	wing	wing	wingen		PROPN;NOM;SG
udnævnelse	benennung	udnævnelse	benennung	N;INDF;MASC+FEM;SG	ADJ
udnævnelse	nominiert	udnævnelse	nominieren	N;INDF;MASC+FEM;SG	V;V.PTCP
udnævnelse	ernennung	udnævnelse	ernennung	N;INDF;MASC+FEM;SG	ADJ;SG
udnævnelse	ernennung	udnævnelse	ernennung	N;INDF;MASC+FEM;SG	ADJ;SG
udnævnelse	benennung	udnævnelse	benennung	N;INDF;MASC+FEM;SG	ADJ
nytte	nützlichkeit	nytte	nützlichkeit	V;NFIN;ACT	N;NOM;FEM;SG
nytte	nützlichkeit	nytte	nützlichkeit	V;NFIN;ACT	N;NOM;FEM;SG
nytte	werkzeug	nytte	werkzeug	V;NFIN;ACT	N;NOM;SG
nytte	hilfsprogramm	nytte	hilfsprogramm	V;NFIN;ACT	ADJ
eit	eti	eit	eti	N;INDF;MASC+FEM;SG	
eit	eit	eit	eit	N;INDF;MASC+FEM;SG	
ligue	ligue	ligue	ligue	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
joan	johanna	joan	johanna		PROPN;NOM;FEM;SG
joan	joan	joan	joan		PROPN;NOM;MASC;SG
afhængige	abhängen	afhængig	abhängen	ADJ;PL	V;NFIN
dirty	schmutzigen	dirty	schmutzig		ADJ
dirty	schmutzige	dirty	schmutzig		ADJ;NOM;FEM;PL
dirty	dirty	dirty	dirty		PROPN
dirty	dreckig	dirty	dreckig		ADJ
dirty	schmutzig	dirty	schmutzig		ADJ
cirkus	zirkus	cirkus	zirkus	N;INDF;NEUT;SG	
cirkus	circus	cirkus	circus	N;INDF;NEUT;SG	
cirkus	zirkus	cirkus	zirkus	N;INDF;NEUT;SG	
hud	hud	hud	haden	N;INDF;MASC+FEM;SG	
hud	haut	hud	haut	N;INDF;MASC+FEM;SG	
hud	hautfarbe	hud	hautfarbe	N;INDF;MASC+FEM;SG	ADJ
hud	skin	hud	skin	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
landing	landen	landing	landen	N;INDF;MASC+FEM;SG	V;NFIN
landing	landungen	landing	landungen	N;INDF;MASC+FEM;SG	V;NFIN
landing	anlandung	landing	anlandung	N;INDF;MASC+FEM;SG	
skyder	schieße	skyde	scheißen	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
skyder	schieß	skyde	scheißen	V;IND;PRS;FIN;ACT	;SG
skyder	triebe	skyde	treiben	V;IND;PRS;FIN;ACT	ADJ
skyder	shooting	skyde	shooting	V;IND;PRS;FIN;ACT	PROPN
indledning	vorstellung	indledning	vorstellung	N;INDF;MASC+FEM;SG	ADJ;SG
præsenterede	präsentierte	præsentere	präsentieren	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
syndrom	syndrom	syndrom	syndrom	N;INDF;MASC+FEM;SG	
orientering	briefing	orientering	briefing	N;INDF;MASC+FEM;SG	PROPN
orientering	unterrichtung	orientering	unterrichtung	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
orientering	ausrichtung	orientering	ausrichtung	N;INDF;MASC+FEM;SG	ADJ
bin	bin	bin	sein		V;IND;SG;2;PRS;FIN
floyd	floyd	floyd	floyd		PROPN;NOM;SG
hegn	fechten	hegn	fecht	N;INDF;NEUT;SG	V;NFIN
hegn	zäune	hegn	zäunen	N;INDF;NEUT;SG	N;NOM;FEM;PL
hegn	zaun	hegn	zaun	N;INDF;NEUT;SG	ADV
hegn	zäune	hegn	zäunen	N;INDF;NEUT;SG	N;NOM;FEM;PL
hegn	zaun	hegn	zaun	N;INDF;NEUT;SG	ADV
hegn	zäune	hegn	zäunen	N;INDF;NEUT;SG	N;NOM;FEM;PL
liège	liege	liège	liegen		V;SBJV;SG;3;PRS;FIN
liège	lüttich	liège	lüttich		PROPN
liège	lüttich	liège	lüttich		PROPN
lilla	violett	lilla	violett		ADJ
lilla	purple	lilla	purple		PROPN;NOM;SG
lilla	lila	lilla	lila		
massiv	massiven	massiv	massiv	ADJ;INDF;MASC+FEM;SG	ADJ;PL
massiv	massive	massiv	massiv	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
bros	bros	bros	bros		PROPN
bros	brüder	bros	brüder		N;NOM;MASC;PL
meninger	gutachten	mening	gutacht	N;INDF;MASC+FEM;PL	V;NFIN
meninger	stellungnahmen	mening	stellungnahmen	N;INDF;MASC+FEM;PL	V;NFIN
meninger	meinungen	mening	meinungen	N;INDF;MASC+FEM;PL	V;NFIN
meninger	meinung	mening	meinung	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
groft	grob	groft	grob	ADV	ADJ
groft	raue	groft	raue	ADV	
groft	hart	groft	hart	ADV	ADJ
groft	rauen	groft	rauen	ADV	ADJ
groft	rau	groft	rau	ADV	ADJ
groft	grob	groft	grob	ADV	ADJ
groft	grob	groft	grob	ADV	ADJ
groft	grobe	groft	grob	ADV	
groft	groben	groft	grob	ADV	
krydset	kreuzung	kryds	kreuzung	N;DEF;NEUT;SG	
krydset	schnittpunkt	kryds	schnittpunkt	N;DEF;NEUT;SG	V
krydset	durchquert	kryds	durchqueren	N;DEF;NEUT;SG	V;V.PTCP
krydset	überschritten	kryds	überschreiten	N;DEF;NEUT;SG	V;V.PTCP
krydset	überquert	kryds	überqueren	N;DEF;NEUT;SG	V;V.PTCP
krydset	gekreuzt	kryds	kreuzen	N;DEF;NEUT;SG	V;V.PTCP
overdrev	übertrieben	overdrev	übertreiben	N;INDF;NEUT;SG	ADJ
overdrev	übertriebene	overdrev	übertrieben	N;INDF;NEUT;SG	ADJ;NOM;SG
overdrev	übermäßig	overdrev	übermäßig	N;INDF;NEUT;SG	ADJ
ledsaget	begleiteten	ledsag	begleiten	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
iowa	iowa	iowa	iowa		PROPN;NOM;NEUT;SG
litteraturen	fachliteratur	litteratur	fachliteratur	N;DEF;MASC+FEM;SG	ADJ
litteraturen	literatur	litteratur	literatur	N;DEF;MASC+FEM;SG	ADJ
gennemgang	rezension	gennemgang	rezension	N;INDF;MASC+FEM;SG	ADJ
gennemgang	überprüfen	gennemgang	überprüfen	N;INDF;MASC+FEM;SG	V;NFIN
gennemgang	bewertung	gennemgang	bewertung	N;INDF;MASC+FEM;SG	ADJ
gennemgang	rückblick	gennemgang	rückblick	N;INDF;MASC+FEM;SG	PROPN
drager	drachen	drage	drechen	V;IND;PRS;FIN;ACT	
drager	drache	drage	drach	V;IND;PRS;FIN;ACT	
drager	drachen	drage	drechen	V;IND;PRS;FIN;ACT	
drager	dragons	drage	dragons	V;IND;PRS;FIN;ACT	PROPN;NOM;SG
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
kaos	chaos	kaos	chaos	N;INDF;NEUT;SG	
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	PROPN;NOM;SG
kaos	chaotisch	kaos	chaotisch	N;INDF;NEUT;SG	ADJ
kaos	chaotischen	kaos	chaotisch	N;INDF;NEUT;SG	ADJ
kaos	chaos	kaos	chaos	N;INDF;NEUT;SG	
kaos	durcheinander	kaos	durcheinander	N;INDF;NEUT;SG	ADV
marina	marina	marina	marina	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
marina	yachthafen	marina	yachthafen	N;INDF;MASC+FEM;SG	
arrangerede	geordnet	arrangere	ordnen	V;IND;PST;FIN;ACT	ADJ;V.PTCP
konsul	konsul	konsul	konsul	N;INDF;MASC+FEM;SG	
kvaliteten	qualitätssicherung	kvalitet	qualitätssicherung	N;DEF;MASC+FEM;SG	ADJ
kvaliteten	qualitätskontrolle	kvalitet	qualitätskontrolle	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
teknikken	techniken	teknik	technik	N;DEF;MASC+FEM;SG	V;NFIN
pablo	pablo	pablo	pablo		PROPN;NOM;MASC;SG
split	teilen	split	teilen		V;NFIN
split	aufteilen	split	aufteilen		V;NFIN
split	split	split	split		PROPN
split	geteilt	split	teilen		V;V.PTCP
hangarskibe	transportunternehmen	hangarskib	transportunternehmen	N;INDF;MASC+FEM;PL	V;NFIN
hangarskibe	träger	hangarskib	träger	N;INDF;MASC+FEM;PL	ADJ
hangarskibe	luftfahrtunternehmen	hangarskib	luftfahrtunternehmen	N;INDF;MASC+FEM;PL	ADJ
geologi	geologie	geologi	geologie	N;INDF;MASC+FEM;SG	
johnston	johnston	johnston	johnston	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffe	N;INDF;MASC+FEM;SG	
begrænsninger	begrenzungen	begrænsning	begrenzung	N;INDF;MASC+FEM;PL	V;NFIN
begrænsninger	beschränkung	begrænsning	beschränkung	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
begrænsninger	einschränkungen	begrænsning	einschränkungen	N;INDF;MASC+FEM;PL	V
begrænsninger	grenzen	begrænsning	grenzen	N;INDF;MASC+FEM;PL	V;NFIN
begrænsninger	beschränkungen	begrænsning	beschränken	N;INDF;MASC+FEM;PL	V;NFIN
begrænsninger	restriktionen	begrænsning	restriktion	N;INDF;MASC+FEM;PL	V;NFIN
begrænsninger	beschränkung	begrænsning	beschränkung	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
begrænsninger	einschränkungen	begrænsning	einschränkungen	N;INDF;MASC+FEM;PL	V
begrænsninger	einschränkung	begrænsning	einschränkung	N;INDF;MASC+FEM;PL	N;FEM;SG
begrænsninger	beschränkungen	begrænsning	beschränken	N;INDF;MASC+FEM;PL	V;NFIN
begrænsninger	begrenzung	begrænsning	begrenzung	N;INDF;MASC+FEM;PL	
begrænsninger	verjährung	begrænsning	verjährung	N;INDF;MASC+FEM;PL	N;SG
begrænsninger	beschränkung	begrænsning	beschränkung	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
begrænsninger	einschränkung	begrænsning	einschränkung	N;INDF;MASC+FEM;PL	N;FEM;SG
begrænsninger	grenzwerte	begrænsning	grenzwert	N;INDF;MASC+FEM;PL	ADJ;SG
begrænsninger	begrenzungen	begrænsning	begrenzung	N;INDF;MASC+FEM;PL	V;NFIN
begrænsninger	grenzen	begrænsning	grenzen	N;INDF;MASC+FEM;PL	V;NFIN
begrænsninger	einschränkungen	begrænsning	einschränkungen	N;INDF;MASC+FEM;PL	V
begrænsninger	beschränkungen	begrænsning	beschränken	N;INDF;MASC+FEM;PL	V;NFIN
gaver	geschenke	gave	geschenk	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
gaver	geschenk	gave	geschenk	N;INDF;MASC+FEM;PL	ADJ
gaver	schenken	gave	schenken	N;INDF;MASC+FEM;PL	V;NFIN
gaver	geschenke	gave	geschenk	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
gaver	präsentiert	gave	präsentieren	N;INDF;MASC+FEM;PL	V;V.PTCP
gaver	geschenken	gave	geschenken	N;INDF;MASC+FEM;PL	ADJ
oplevelse	erleben	oplevelse	erleben	N;INDF;MASC+FEM;SG	V;NFIN
oplevelse	erlebnisse	oplevelse	erlebnis	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
oplevelse	erlebnis	oplevelse	erlebnis	N;INDF;MASC+FEM;SG	ADJ
oplevelse	erfahrung	oplevelse	erfahrung	N;INDF;MASC+FEM;SG	ADJ
oplevelse	erfahrungen	oplevelse	erfahrung	N;INDF;MASC+FEM;SG	V;NFIN
mystiske	mystic	mystisk	mystic	ADJ;PL	PROPN;NOM;SG
massakren	blutbad	massakr	blutbad	N;DEF;MASC+FEM;SG	ADJ
massakren	massaker	massakr	massaker	N;DEF;MASC+FEM;SG	ADJ
massakren	gemetzel	massakr	gemetzel	N;DEF;MASC+FEM;SG	ADJ
paradise	paradise	paradis	paradise	N;INDF;MASC+FEM;SG	PROPN
sri	sri	sri	sri	PROPN	
filosofisk	philosophische	filosofisk	philosophisch	ADV	ADJ;NOM;FEM;PL
filosofisk	philosophischen	filosofisk	philosophisch	ADV	ADJ;NOM;MASC;PL
glade	gerne	glad	gerne	ADJ;PL	ADV
glade	happy	glad	happy	ADJ;PL	PROPN;SG
krater	mondkrater	krate	mondkrater	N;INDF;NEUT;SG	ADJ
krater	kraters	krate	kraters	N;INDF;NEUT;SG	ADV
krater	krater	krate	krat	N;INDF;NEUT;SG	ADJ
bestilt	ausgebucht	bestille	ausbuchen	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
bestilt	bestellten	bestille	bestellt	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
cola	kokerei	cola	kokerei		N;NOM;FEM;SG
cola	coke	cola	coke		
cola	koks	cola	koksen		
cola	kokain	cola	kokain		
cola	cola	cola	cola		
cola	cola	cola	cola		
overlay	overlay	overlay	overlay		ADJ
queens	damen	que	damen	N;GEN;DEF;MASC+FEM;SG	
queens	königinnen	que	königinnen	N;GEN;DEF;MASC+FEM;SG	N;NOM;PL
queens	queens	que	queens	N;GEN;DEF;MASC+FEM;SG	PROPN;NOM
moser	moser	mose	moser	N;INDF;MASC+FEM;PL	PROPN;SG
astronomi	astronomie	astronomi	astronomie	N;INDF;MASC+FEM;SG	
astronomi	astronomischen	astronomi	astronomisch	N;INDF;MASC+FEM;SG	ADJ
afsluttende	veredelung	afslutte	veredelung	V;PRS;V.PTCP	
afsluttende	weiterverarbeitung	afslutte	weiterverarbeitung	V;PRS;V.PTCP	ADJ
afsluttende	schließung	afslutte	schließung	V;PRS;V.PTCP	ADJ
afsluttende	endgültig	afslutte	endgültig	V;PRS;V.PTCP	ADJ
afsluttende	finale	afslutte	final	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	endgültige	afslutte	endgültig	V;PRS;V.PTCP	ADJ;NOM;FEM;PL
afsluttende	endgültigen	afslutte	endgültig	V;PRS;V.PTCP	ADJ
afsluttende	letzte	afslutte	letzt	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
emilie	emelie	emilie	emelie		
emilie	emilie	emilie	emilie		PROPN;NOM;FEM;SG
utah	utah	utah	utah		PROPN;NOM;MASC;SG
profession	berufe	profession	berufen	N;INDF;MASC+FEM;SG	N;NOM;PL
forretningsmand	geschäftsmann	forretningsmand	geschäftsmann	N;INDF;MASC+FEM;SG	
forretningsmand	kaufmann	forretningsmand	kaufmann	N;INDF;MASC+FEM;SG	
forretningsmand	unternehmer	forretningsmand	unternehmer	N;INDF;MASC+FEM;SG	ADJ
karakterer	qualitäten	karakter	qualität	N;INDF;MASC+FEM;PL	V;NFIN
karakterer	besoldungsgruppen	karakter	besoldungsgruppen	N;INDF;MASC+FEM;PL	V;NFIN
karakterer	sorten	karakter	sorten	N;INDF;MASC+FEM;PL	V;IND;PL;3;FIN
karakterer	noten	karakter	not	N;INDF;MASC+FEM;PL	V;NFIN
karakterer	charaktere	karakter	charakt	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
karakterer	figuren	karakter	figur	N;INDF;MASC+FEM;PL	V;NFIN
karakterer	schriftzeichen	karakter	schriftzeichen	N;INDF;MASC+FEM;PL	V;NFIN
karakterer	zeichen	karakter	zeichen	N;INDF;MASC+FEM;PL	V;NFIN
karakterer	buchstaben	karakter	buchstaben	N;INDF;MASC+FEM;PL	V;NFIN
provinserne	provinz	provins	provinz	N;DEF;MASC+FEM;PL	
provinserne	bundesländer	provins	bundesland	N;DEF;MASC+FEM;PL	ADJ;NOM;PL
joint	gemeinsam	joint	gemeinsam		ADJ
joint	gemeinsamen	joint	gemeinsam		ADJ;SG
joint	gemeinsames	joint	gemeinsam		ADJ;NOM;NEUT;SG
joint	gelenk	joint	gelenken		
joint	gemeinsame	joint	gemeinsam		ADJ;NOM;FEM;PL
ondt	böse	ondt	böse	ADV	
ondt	böses	ondt	böses	ADV	N;NOM;NEUT;SG
ondt	bösen	ondt	böse	ADV	PROPN
ondt	verletzen	ondt	verletzen	ADV	V;NFIN
ondt	weh	ondt	weh	ADV	
ondt	verletzt	ondt	verletzen	ADV	V;V.PTCP
ondt	grausam	ondt	grausam	ADV	ADJ
ondt	grausamen	ondt	grausam	ADV	ADJ
ondt	grausamer	ondt	grausamer	ADV	ADJ
ondt	grausame	ondt	grausame	ADV	ADJ;NOM;FEM;PL
arving	erbin	arving	erbin	N;INDF;MASC+FEM;SG	
arving	erbin	arving	erbin	N;INDF;MASC+FEM;SG	
arving	erben	arving	erben	N;INDF;MASC+FEM;SG	
juliane	juliane	juliane	juliane	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
nedrykning	relegation	nedrykning	relegation	N;INDF;MASC+FEM;SG	PROPN
nedrykning	abstieg	nedrykning	absteigen	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
funktionen	merkmal	funktion	merkmal	N;DEF;MASC+FEM;SG	ADJ
funktionen	feature	funktion	featur	N;DEF;MASC+FEM;SG	
dagmar	katrin	dagmar	katrin	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
dagmar	dagmar	dagmar	dagmar	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
avanceret	fortgeschrittene	avanceret	fortgeschritten	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
fauna	fauna	fauna	fauna	N;INDF;MASC+FEM;SG	
fauna	tierwelt	fauna	tierwelt	N;INDF;MASC+FEM;SG	PROPN
fauna	tiere	fauna	tier	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
udsatte	aufgeschoben	udsat	aufschieben	ADJ;PL	V;V.PTCP
udsatte	vertagt	udsat	vertagen	ADJ;PL	V;V.PTCP
udsatte	verschoben	udsat	verschieben	ADJ;PL	V;V.PTCP
