the	do	the	do	DET;DEF	PROPN
haven	aínda	haven	aínda	PROPN;SG	ADV
haven	non	haven	non	PROPN;SG	PART
haven	teño	haven	ter	PROPN;SG	V
citizens	citizens	citizen	citizens	N;PL	PROPN
citizens	os	citizen	o	N;PL	DET
guns	as	gun	o	N;PL	DET
greatest	máis	greatest	máis	ADJ;RL	ADV
pope	papa	pope	papa	PROPN;SG	N
sat	eu	sit	eu	V;IND;PST;FIN	PRO
sat	sentei	sit	sentir	V;IND;PST;FIN	ADV
sat	senteime	sit	senteime	V;IND;PST;FIN	PROPN
sat	onda	sit	onda	V;IND;PST;FIN	N
glass	de	glass	de	N;SG	ADP
miller	miller	miller	miller	PROPN;SG	PROPN
estimated	estimouse	estimate	estimouse	V;PST;V.PTCP	N
fast	velocidade	fast	velocidade	ADJ	N
taught	ensináronnos	teach	ensináronno	V;PST;V.PTCP	N
taught	que	teach	que	V;PST;V.PTCP	PRO
speech	fala	speech	falar	N;SG	V
straight	en	straight	en	ADJ	ADP
straight	dereito	straight	dereito	ADJ	N
effective	efectivos	effective	efectivo	ADJ	N
effective	a	effective	o	ADJ	DET
fashion	a	fashion	o	N;SG	DET
foot	outro	foot	outro	N;SG	DET
foot	o	foot	o	N;SG	DET
orange	laranxa	orange	laranxir	PROPN;SG	N
brief	breve	brief	breve	N;SG	ADJ
adult	adultos	adult	adulto	ADJ	N
adult	adulto	adult	adulto	ADJ	N
adult	dun	adult	dun	ADJ	PROPN
allowing	permitíndonos	allow	permitíndono	V;V.MSDR	N
require	que	require	que	V;IND;PRS;FIN	PRO
transfer	transferir	transfer	transferir	N;SG	V
cells	as	cell	o	N;PL	DET
anthony	anthony	anthony	anthony	PROPN;SG	PROPN
audience	público	audience	público	N;SG	ADJ
blues	esa	bly	ese	PROPN;SG	DET
blues	tristeza	bly	tristeza	PROPN;SG	N
blues	blues	bly	blue	PROPN;SG	N
begin	a	begin	o	V;IMP;FIN	DET
eyes	os	eye	o	N;PL	DET
criminal	criminais	criminal	criminal	ADJ	N
criminal	crime	criminal	crime	ADJ	N
finish	a	finish	o	N;SG	DET
finish	terminar	finish	terminar	N;SG	V
finish	rematar	finish	rematar	N;SG	V
finish	acabar	finish	acabar	N;SG	V
accept	aceptalo	accept	aceptalo	V;IMP;FIN	N
accept	acepto	accept	acepto	V;IMP;FIN	
objects	os	object	o	N;PL	DET
sorry	sinto	sorry	sinto	INTJ	V
sorry	síntoo	sorry	síntoo	INTJ	V
sorry	perdón	sorry	perdón	INTJ	N
sorry	desculpe	sorry	desculpe	INTJ	PROPN
worldwide	mundial	worldwide	mundial	ADV	ADJ
worldwide	mundo	worldwide	mundo	ADV	N
worldwide	no	worldwide	no	ADV	V
showed	mostrei	show	mostrar	V;IND;PST;FIN	PROPN
showed	que	show	que	V;IND;PST;FIN	PRO
losing	a	lose	o	V;V.MSDR	DET
reality	a	reality	o	N;SG	DET
enemy	inimigo	enemy	inimigo	N;SG	ADJ
enemy	inimigos	enemy	inimigo	N;SG	ADJ
youtube	youtube	youtube	youtube	PROPN;SG	PROPN
youtube	de	youtube	de	PROPN;SG	ADP
billion	millóns	billion	millón	NUM	N
billion	mil	billion	mil	NUM	N
billion	de	billion	de	NUM	ADP
respect	respectar	respect	respectar	N;SG	V
respect	respéctanme	respect	respéctanme	N;SG	ADV
rare	pouco	rare	pouco	ADJ	ADV
detroit	detroit	detroit	detroit	PROPN;SG	PROPN
explain	explicarllo	explain	explicarllo	V;IMP;FIN	N
neither	nin	neither	nin	ADV	CONJ
neither	habemos	neither	haber	ADV	V
neither	ningún	neither	ningún	ADV	DET
neither	non	neither	non	ADV	PART
neither	eu	neither	eu	ADV	PRO
fan	fan	fan	facer	N;SG	V
attempted	intento	attempt	intento	V;PST;V.PTCP	N
attempted	de	attempt	de	V;PST;V.PTCP	ADP
universe	do	universe	do	N;SG	PROPN
obvious	fixo	obvious	facer	ADJ	V
driver	de	driver	de	N;SG	ADP
driver	o	driver	o	N;SG	DET
tokyo	tokio	tokyo	tokio	PROPN;SG	PROPN
calling	a	call	o	V;V.MSDR	DET
calling	por	call	por	V;V.MSDR	ADP
anne	anne	anne	anne	PROPN;SG	PROPN
happened	lle	happen	lle	V;IND;PST;FIN	PRO
happened	que	happen	que	V;IND;PST;FIN	PRO
danish	danés	danish	danés	ADJ	N
danish	daneses	danish	danese	ADJ	V
weather	♫	weather	♫	N;SG	PROPN
weather	do	weather	do	N;SG	PROPN
weather	este	weather	este	N;SG	DET
weather	ben	weather	ben	N;SG	ADV
sounds	soa	sound	só	V;IND;SG;3;PRS;FIN	DET
sounds	sons	sound	son	V;IND;SG;3;PRS;FIN	N
sounds	en	sound	en	V;IND;SG;3;PRS;FIN	ADP
sounds	sona	sound	sona	V;IND;SG;3;PRS;FIN	N
eric	eric	eric	eric	PROPN;SG	PROPN
achieved	independencia	achieve	independencia	V;PST;V.PTCP	N
fund	de	fund	de	N;SG	ADP
cat	ao	cat	ao	N;SG	PROPN
chemical	químicas	chemical	química	ADJ	N
items	os	item	o	N;PL	DET
holding	suxeitando	holding	suxeitar	N;SG	V
holding	a	holding	o	N;SG	DET
holding	aguante	holding	aguante	N;SG	ADV
speak	falo	speak	falar	V;IMP;FIN	N
speak	con	speak	con	V;IMP;FIN	ADP
finding	atopar	finding	atopar	N;SG	V
finding	de	finding	de	N;SG	ADP
finding	que	finding	que	N;SG	PRO
finding	a	finding	o	N;SG	DET
domestic	caseira	domestic	caseira	ADJ	N
christ	xesucristo	christ	xesucristo	PROPN;SG	N
christ	cristo	christ	cristo	PROPN;SG	N
christ	advindo	christ	advir	PROPN;SG	V
christ	están	christ	estar	PROPN;SG	V
christ	aos	christ	aos	PROPN;SG	PROPN
christ	por	christ	por	PROPN;SG	ADP
toward	cara	toward	cara	ADV	N
toward	a	toward	o	ADV	DET
toward	ao	toward	ao	ADV	PROPN
toward	avanzar	toward	avanzar	ADV	V
toward	á	toward	á	ADV	N
failure	por	failure	por	N;SG	ADP
failure	cardíacos	failure	cardíaco	N;SG	ADJ
failure	fracasado	failure	fracasar	N;SG	V
ward	ward	ward	ward	PROPN;SG	PROPN
strength	a	strength	o	N;SG	DET
strength	radica	strength	radicar	N;SG	V
hungary	hungría	hungary	hungría	PROPN;SG	N
keeping	manter	keeping	manter	N;SG	V
keeping	en	keeping	en	N;SG	ADP
keeping	mantén	keeping	manter	N;SG	V
keeping	coa	keeping	coar	N;SG	V
mississippi	mississippi	mississippi	mississippi	PROPN;SG	N
calls	chama	call	chamar	N;PL	V
calls	chamadas	call	chamar	N;PL	V
calls	as	call	o	N;PL	DET
calls	chamada	call	chamar	N;PL	V
calls	ninguén	call	ninguén	N;PL	ADV
magic	máxico	magic	máxico	N;SG	ADJ
magic	máxica	magic	máxica	N;SG	ADJ
antonio	antonio	antonio	antonio	PROPN;SG	PROPN
rear	última	rear	último	N;SG	ADJ
circuit	federal	circuit	federal	N;SG	ADJ
wish	desexo	wish	desexo	V;IND;PRS;FIN	N
harvard	harvard	harvard	harvard	PROPN;SG	V
determined	decidido	determined	decidir	ADJ	V
determined	con	determined	con	ADJ	ADP
arkansas	arkansas	arkansas	arkanso	PROPN;SG	PROPN
artillery	artillaría	artillery	artillar	N;SG	V
moment	agora	moment	agora	N;SG	ADV
physics	da	physics	da	N;PL	V
physics	física	physics	físico	N;PL	ADJ
allen	allen	all	allen	PROPN;SG	PROPN
watch	coidado	watch	coidado	V;IMP;FIN	N
protect	protexelos	protect	protexelo	V;IMP;FIN	N
protect	para	protect	para	V;IMP;FIN	ADP
grey	gris	grey	gris	PROPN;SG	PROPN
grey	é	grey	ser	PROPN;SG	V
dave	dave	dave	dave	PROPN;SG	PROPN
changing	cambiar	changing	cambiar	N;SG	V
changing	cambiando	changing	cambiar	N;SG	V
changing	muda	changing	muda	N;SG	V
changing	a	changing	o	N;SG	DET
changing	mudando	changing	mudar	N;SG	V
changing	de	changing	de	N;SG	ADP
ukraine	ucrania	ukraine	ucrania	PROPN;SG	PROPN
mix	as	mix	o	N;SG	DET
shift	de	shift	de	N;SG	ADP
applications	para	application	para	N;PL	ADP
hundred	centos	hundred	cento	NUM	N
hundred	cento	hundred	cento	NUM	N
hundred	de	hundred	de	NUM	ADP
hundred	cen	hundred	cen	NUM	N
talking	de	talk	de	V;V.MSDR	ADP
talking	a	talk	o	V;V.MSDR	DET
talking	falo	talk	falar	V;V.MSDR	N
talking	con	talk	con	V;V.MSDR	ADP
gray	gris	gray	gris	ADJ	PROPN
escape	fuxida	escape	fuxida	V;IMP;FIN	N
escape	fugarse	escape	fugarsir	V;IMP;FIN	N
escape	fuga	escape	fugar	V;IMP;FIN	N
orders	as	order	o	N;PL	DET
mill	fábrica	mill	fábrica	PROPN;SG	N
mill	mill	mill	mill	PROPN;SG	PROPN
mill	muíño	mill	muíño	PROPN;SG	N
mrs	señora	mrs	señor	PROPN;SG	N
mrs	sra	mrs	srar	PROPN;SG	N
temperature	a	temperature	o	N;SG	DET
remember	lembras	remember	lembra	V;IMP;FIN	N
miami	miami	miami	miami	PROPN;SG	PROPN
promote	a	promote	o	V;IMP;FIN	DET
spot	sobre	spot	sobre	N;SG	ADP
progress	segue	progress	seguir	N;SG	V
learn	a	learn	o	V;IMP;FIN	DET
truth	a	truth	o	N;SG	DET
equal	igual	equal	igual	ADJ	ADV
equal	mesmo	equal	mesmo	ADJ	DET
equal	son	equal	ser	ADJ	V
fought	contra	fight	contra	V;PST;V.PTCP	ADP
shape	figura	shape	figurar	N;SG	V
option	esta	option	este	N;SG	DET
lincoln	lincoln	lincoln	lincoln	PROPN;SG	PROPN
starts	a	start	o	V;IND;SG;3;PRS;FIN	DET
stands	está	stand	estar	V;IND;SG;3;PRS;FIN	V
stands	entre	stand	entre	V;IND;SG;3;PRS;FIN	ADP
carry	a	carry	o	V;IMP;FIN	DET
selling	vender	sell	vender	N;SG	V
causes	provoca	cause	provocar	N;PL	V
causes	que	cause	que	N;PL	PRO
arrested	o	arrest	o	V;PST;V.PTCP	DET
broke	a	break	o	V;IND;PST;FIN	DET
broke	rompín	break	rompon	V;IND;PST;FIN	PROPN
strike	¡	strike	¡	N;SG	
strike	que	strike	que	N;SG	PRO
strike	empece	strike	empecer	N;SG	V
zero	cero	zero	cero	PROPN;SG	N
violence	a	violence	o	N;SG	DET
roger	roger	roger	roger	PROPN;SG	PROPN
distinguished	distinguido	distinguished	distinguir	ADJ	V
distinguished	distinguidos	distinguished	distinguir	ADJ	V
papers	os	papers	o	N;PL	DET
detail	detalle	detail	detalle	N;SG	PROPN
frederick	frederick	frederick	frederick	PROPN;SG	PROPN
offensive	ofensiva	offensive	ofensivo	ADJ	N
resistance	a	resistance	o	N;SG	DET
device	de	device	de	N;SG	ADP
dream	con	dream	con	N;SG	ADP
twelve	doce	twelve	doce	NUM	N
bought	merqueino	buy	merqueino	V;PST;V.PTCP	N
bought	merqueille	buy	merqueille	V;PST;V.PTCP	PROPN
agriculture	a	agriculture	o	N;SG	DET
reform	reformatorio	reform	reformatorio	N;SG	ADJ
managers	encargados	manager	encargar	N;PL	V
ukrainian	ucraniano	ukrainian	ucraniano	ADJ	PROPN
gay	homosexual	gay	homosexual	ADJ	N
obviously	claro	obviously	claro	ADV	ADJ
gene	xenéticas	gene	xenético	N;SG	ADJ
gene	xen	gene	xen	N;SG	PROPN
turns	que	turn	que	V;IND;SG;3;PRS;FIN	PRO
turns	volta	turn	volta	V;IND;SG;3;PRS;FIN	N
walker	andador	walker	andador	PROPN;SG	N
walker	walker	walker	walker	PROPN;SG	PROPN
path	seu	path	seu	N;SG	DET
nice	bonito	nice	bonito	ADJ	N
nice	ben	nice	ben	ADJ	ADV
nice	bonita	nice	bonita	ADJ	N
developing	en	develop	en	V;V.MSDR	ADP
developing	vías	develop	vía	V;V.MSDR	N
developing	desenvolvemento	develop	desenvolvemento	V;V.MSDR	N
developing	desenvolvimento	develop	desenvolvimento	V;V.MSDR	N
developing	e	develop	e	V;V.MSDR	CONJ
developing	xestación	develop	xestación	V;V.MSDR	N
humans	humanos	human	humano	N;PL	ADJ
humans	os	human	o	N;PL	DET
moore	moore	moore	moore	PROPN;SG	PROPN
attorney	fiscal	attorney	fiscal	N;SG	ADJ
mathematics	matemática	mathematics	matemático	N;SG	ADJ
mathematics	as	mathematics	o	N;SG	DET
thinking	pensando	thinking	pensar	N;SG	V
thinking	pensar	thinking	pensar	N;SG	V
thinking	en	thinking	en	N;SG	ADP
brain	cerebral	brain	cerebral	N;SG	ADJ
seventh	sétimo	seventh	sétimo	PROPN;SG	ADJ
expressed	se	express	se	V;PST;V.PTCP	CONJ
bodies	os	body	o	N;PL	DET
marie	mariechen	marie	mariechen	PROPN;SG	PROPN
marie	marie	marie	marie	PROPN;SG	N
carl	carl	carl	carl	PROPN;SG	PROPN
apart	parte	apart	parte	ADV	N
apart	separados	apart	separar	ADV	ADJ
jimmy	jimmy	jimmy	jimmy	PROPN;SG	PROPN
opportunity	de	opportunity	de	N;SG	ADP
opportunity	a	opportunity	o	N;SG	DET
doubt	dubidar	doubt	dubidar	N;SG	V
doubt	dubido	doubt	dober	N;SG	V
doubt	dubídoo	doubt	dubídoo	N;SG	V
golf	golf	golf	golf	PROPN;SG	N
golf	ao	golf	ao	PROPN;SG	PROPN
walls	as	wall	o	N;PL	DET
generated	neuronas	generate	neurona	V;PST;V.PTCP	N
asking	lle	ask	lle	V;V.MSDR	PRO
asking	pregunta	ask	pregunta	V;V.MSDR	N
asking	a	ask	o	V;V.MSDR	DET
finland	finlandia	finland	finlandia	PROPN;SG	PROPN
leads	leads	lead	lear	V;IND;SG;3;PRS;FIN	PROPN
lawyer	avogadiño	lawyer	avogadiño	N;SG	PROPN
seattle	seattle	seattle	seattle	PROPN;SG	PROPN
hollywood	hollywood	hollywood	hollywood	PROPN;SG	PROPN
lawrence	lawrence	lawrence	lawrence	PROPN;SG	PROPN
pattern	de	pattern	de	N;SG	ADP
looked	cara	look	cara	V;IND;PST;FIN	N
perfect	perfectos	perfect	perfecto	ADJ	N
baron	barón	baron	barón	PROPN;SG	N
baron	ao	baron	ao	PROPN;SG	PROPN
duty	deber	duty	deber	N;SG	V
duty	obriga	duty	obrigar	N;SG	V
duty	de	duty	de	N;SG	ADP
duty	co	duty	co	N;SG	PROPN
broad	amplo	broad	amplo	PROPN;SG	ADJ
opposite	oposta	opposite	opostar	N;SG	V
opposite	opostas	opposite	oposta	N;SG	V
stuff	isto	stuff	isto	N;SG	PRO
aged	anos	aged	ano	ADJ	N
nick	nick	nick	nick	PROPN;SG	PROPN
anna	anna	anna	anna	PROPN;SG	PROPN
billy	billy	billy	billy	PROPN;SG	PROPN
kent	kent	kend	kent	PROPN;SG	PROPN
kelly	kelly	kelly	kelly	PROPN;SG	PROPN
shooting	a	shooting	o	N;SG	DET
shooting	disparar	shooting	disparar	N;SG	V
shooting	disparando	shooting	disparar	N;SG	V
ready	listos	ready	listo	ADJ	V
ready	lista	ready	lista	ADJ	N
ready	preparados	ready	preparar	ADJ	N
ready	listo	ready	listo	ADJ	N
ready	preparado	ready	preparado	ADJ	N
jordan	jordan	jordan	jordar	PROPN;SG	V
salt	salgado	salt	salgar	N;SG	V
bangladesh	bangladesh	bangladesh	bangladesh	PROPN;SG	N
successfully	éxito	successfully	éxito	ADV	N
successfully	con	successfully	con	ADV	ADP
interests	interesa	interest	interesar	N;PL	V
teachers	os	teacher	o	N;PL	DET
scientists	científicos	scientist	científico	N;PL	ADJ
scientists	os	scientist	o	N;PL	DET
blocks	de	block	de	N;PL	ADP
maintain	a	maintain	o	V;IMP;FIN	DET
pierre	pierre	pierre	pierre	PROPN;SG	PROPN
finance	finanzas	finance	finanzas	N;SG	PROPN
socialist	socialista	socialist	socialista	N;SG	ADJ
experienced	experimentou	experienced	experimentar	ADJ	V
experienced	experiencia	experienced	experiencia	ADJ	N
experienced	experimentado	experienced	experimentar	ADJ	V
experienced	nisto	experienced	nisto	ADJ	ADV
beautiful	bonita	beautiful	bonita	ADJ	N
tool	de	tool	de	N;SG	ADP
mining	mineiro	mining	mineiro	N;SG	ADJ
producing	producindo	produce	producir	N;SG	V
cabinet	minister	cabinet	minister	N;SG	PROPN
russell	russell	russell	russell	PROPN;SG	PROPN
evening	serán	evening	ser	N;SG	V
singing	cantando	sing	cantar	N;SG	V
singing	cantar	sing	cantar	N;SG	V
singing	que	sing	que	N;SG	PRO
mail	envía	mail	enviar	N;SG	V
mail	envíe	mail	enviar	N;SG	V
emergency	de	emergency	de	N;SG	ADP
capture	a	capture	o	V;IMP;FIN	DET
prefecture	prefeitura	prefecture	prefeitura	PROPN;SG	N
faced	fronte	face	fronte	V;PST;V.PTCP	N
snow	impecable	snow	impecable	N;SG	ADJ
shop	de	shop	de	N;SG	ADP
shop	mae	shop	mae	N;SG	PROPN
shop	choio	shop	choio	N;SG	ADV
dakota	dakota	dakota	dakota	PROPN;SG	PROPN
bush	bush	bush	bush	PROPN;SG	PROPN
bush	monte	bush	monte	PROPN;SG	N
headed	ao	head	ao	V;PST;V.PTCP	PROPN
employees	os	employee	o	N;PL	DET
invited	convidei	invite	convidir	V;PST;V.PTCP	PROPN
invited	a	invite	o	V;PST;V.PTCP	DET
accident	de	accident	de	N;SG	ADP
measure	medir	measure	medir	N;SG	V
measure	medimos	measure	medir	N;SG	V
watched	ollos	watch	ollo	V;PST;V.PTCP	N
patients	os	patient	o	N;PL	DET
johnny	johnny	johnny	johnny	PROPN;SG	PROPN
combination	de	combination	de	N;SG	ADP
hook	todos	hook	todo	N;SG	DET
clean	limpar	clean	limpar	ADJ	V
owners	os	owner	o	N;PL	DET
twin	picos	twin	pico	PROPN;SG	N
photos	as	photo	o	N;PL	DET
photos	túas	photo	tous	N;PL	DET
trained	para	train	para	V;PST;V.PTCP	ADP
affected	afectados	affect	afectado	V;PST;V.PTCP	N
carlos	carlos	carlo	carlo	PROPN;SG	PROPN
carlos	oh	carlo	o	PROPN;SG	PROPN
rio	río	rio	río	PROPN;SG	N
saturday	sábado	saturday	sábado	PROPN;SG	N
guess	que	guess	que	V;IMP;FIN	PRO
swimming	nadando	swim	nadar	N;SG	V
swimming	nadar	swim	nadar	N;SG	V
swimming	a	swim	o	N;SG	DET
swimming	nado	swim	nacer	N;SG	V
membership	de	membership	de	N;SG	ADP
fit	para	fit	para	V;IMP;FIN	ADP
fit	ataque	fit	ataque	V;IMP;FIN	N
fit	ben	fit	ben	V;IMP;FIN	ADV
fit	de	fit	de	V;IMP;FIN	ADP
dallas	dallas	dallas	dalla	PROPN;SG	N
degrees	16	degree	16	N;PL	NUM
personally	eu	personally	eu	ADV	PRO
personally	unha	personally	un	ADV	DET
conduct	que	conduct	que	N;SG	PRO
vision	vision	vision	vision	N;SG	PROPN
demand	pido	demand	pedir	N;SG	V
demand	custar	demand	custar	N;SG	V
vertical	verticais	vertical	vertical	ADJ	N
vertical	vertical	vertical	vertical	ADJ	N
quick	axiña	quick	axiña	ADJ	ADV
quick	veña	quick	vir	ADJ	V
quick	marchar	quick	marchar	ADJ	V
solar	solar	solar	solar	ADJ	V
solar	noso	solar	noso	ADJ	DET
wings	as	wing	o	N;PL	DET
acid	ácido	acid	ácido	PROPN;SG	N
acid	aminoácidos	acid	aminoácer	PROPN;SG	N
scheme	de	scheme	de	N;SG	ADP
matters	importa	matter	importar	N;PL	V
matters	importante	matter	importante	N;PL	ADJ
matters	igual	matter	igual	N;PL	ADV
matters	nada	matter	nada	N;PL	PRO
hip	hurra	hip	hurra	PROPN;SG	N
chile	chile	chile	chile	PROPN;SG	PROPN
learned	que	learn	que	V;PST;V.PTCP	PRO
instruments	instrumental	instrument	instrumental	N;PL	ADJ
welcome	benvida	welcome	benvida	ADJ	N
welcome	benvido	welcome	benvido	ADJ	N
welcome	benvidos	welcome	benvido	ADJ	V
welcome	a	welcome	o	ADJ	DET
welcome	nada	welcome	nada	ADJ	PRO
pool	a	pool	o	N;SG	DET
norman	norman	norman	normar	PROPN;SG	V
driving	conducir	driving	conducir	N;SG	V
driving	conducindo	driving	conducir	N;SG	V
driving	a	driving	o	N;SG	DET
fly	e	fly	e	V;IMP;FIN	CONJ
fly	voe	fly	voar	V;IMP;FIN	PROPN
fly	voo	fly	voo	V;IMP;FIN	N
margaret	margaret	margaret	margaret	PROPN;SG	V
kennedy	kennedy	kennedy	kennedy	PROPN;SG	PROPN
leg	unha	leg	un	N;SG	DET
assume	que	assume	que	V;IMP;FIN	PRO
bible	biblia	bible	biblia	PROPN;SG	N
bible	biblias	bible	biblia	PROPN;SG	N
depending	de	depend	de	V;V.MSDR	ADP
franklin	franklin	franklin	franklin	PROPN;SG	PROPN
relative	parente	relative	parente	ADJ	N
stewart	stewart	stewart	stewart	PROPN;SG	V
roof	tellado	roof	tellado	N;SG	V
colour	ser	colour	ser	N;SG	V
prisoners	os	prisoner	o	N;PL	DET
facebook	de	facebook	de	N;SG	ADP
nelson	nelson	nelson	nelson	PROPN;SG	PROPN
cards	as	card	o	N;PL	DET
testing	probando	testing	probar	N;SG	V
coastal	costeiras	coastal	costeiro	ADJ	N
coastal	costa	coastal	costa	ADJ	N
rescue	de	rescue	de	N;SG	ADP
choose	que	choose	que	V;IMP;FIN	PRO
choose	o	choose	o	V;IMP;FIN	DET
choose	a	choose	o	V;IMP;FIN	DET
costs	custa	cost	custar	N;PL	V
costs	custar	cost	custar	N;PL	V
costs	sanitarios	cost	sanitario	N;PL	ADJ
soldier	soldado	soldier	soldar	N;SG	V
soldier	soldados	soldier	soldar	N;SG	V
hurricane	furacán	hurricane	furacán	PROPN;SG	N
judges	os	judge	o	N;PL	DET
responsibility	a	responsibility	o	N;SG	DET
birmingham	birmingham	birmingham	birmingham	PROPN;SG	PROPN
revolutionary	revolucionario	revolutionary	revolucionario	ADJ	N
trip	a	trip	o	N;SG	DET
rice	de	rice	de	N;SG	ADP
prove	demostralo	prove	demostralo	V;IMP;FIN	N
prove	probalo	prove	probalo	V;IMP;FIN	PROPN
committed	cometiches	commit	cometiche	V;PST;V.PTCP	N
committed	cometeses	commit	cometer	V;PST;V.PTCP	N
committed	compromiso	commit	compromiso	V;PST;V.PTCP	N
injured	feridos	injure	ferido	V;PST;V.PTCP	N
suicide	suicidarse	suicide	suicidarse	N;SG	V
automatically	automático	automatically	automático	ADV	ADJ
goods	o	goods	o	N;PL	DET
goods	ben	goods	ben	N;PL	ADV
operator	operadora	operator	operador	N;SG	ADJ
fred	fred	fred	fred	PROPN;SG	PROPN
identify	identificalos	identify	identificalo	V;IMP;FIN	N
identify	identifiques	identify	identifique	V;IMP;FIN	N
identify	que	identify	que	V;IMP;FIN	PRO
ann	ann	ann	ann	PROPN;SG	PROPN
ann	anne	ann	anne	PROPN;SG	PROPN
campbell	campbell	campbell	campbell	PROPN;SG	PROPN
operate	de	operate	de	V;IMP;FIN	ADP
crossing	cruzar	crossing	cruzar	N;SG	V
crossing	cruzando	crossing	cruzar	N;SG	V
slow	ou	slow	ou	ADJ	CONJ
slow	frean	slow	frear	ADJ	V
stopped	de	stop	de	V;PST;FIN	ADP
disney	disney	disney	disney	PROPN;SG	PROPN
excellent	de	excellent	de	ADJ	ADP
artistic	artística	artistic	artístico	ADJ	N
safe	salvo	safe	salvo	ADJ	ADP
safe	seguro	safe	seguro	ADJ	N
safe	seguros	safe	seguro	ADJ	N
safe	a	safe	o	ADJ	DET
alaska	alaska	alaska	alaska	PROPN;SG	N
evil	mal	evil	mal	N;SG	ADV
evil	malo	evil	malo	N;SG	PROPN
evil	malvado	evil	malvado	N;SG	ADJ
evil	malvados	evil	malvado	N;SG	ADJ
charlie	charlie	charlie	charlie	PROPN;SG	PROPN
charlie	non	charlie	non	PROPN;SG	PART
poverty	a	poverty	o	N;SG	DET
filled	de	fill	de	V;PST;V.PTCP	ADP
filled	cheos	fill	cheo	V;PST;V.PTCP	ADJ
breaking	mesmo	breaking	mesmo	N;SG	DET
drew	drew	draw	drew	PROPN;SG	PROPN
brookly	brooklyn	brookly	brooklyn	ADV	PROPN
speaker	♪	speaker	♪	N;SG	PROPN
wounded	feridos	wounded	ferido	ADJ	N
wounded	ferido	wounded	ferido	ADJ	N
roy	roy	roy	roy	PROPN;SG	PROPN
helping	a	help	o	V;V.MSDR	DET
roll	dados	roll	dar	N;SG	V
roll	o	roll	o	N;SG	DET
roll	roll	roll	roll	N;SG	PROPN
shall	que	shall	que	V;FIN	PRO
ridge	cresta	ridge	cresta	PROPN;SG	N
bridges	bridges	bridge	bridge	N;PL	PROPN
mental	mentais	mental	mental	ADJ	N
carter	carter	carter	carter	PROPN;SG	PROPN
carter	carburadores	carter	carburador	PROPN;SG	N
karl	karl	karl	karl	PROPN;SG	PROPN
mac	mac	mac	mac	PROPN;SG	PROPN
regardless	importar	regardless	importar	ADV	V
thirty	trinta	thirty	trinta		NUM
giant	un	giant	un	N;SG	DET
giant	xigantes	giant	xigante	N;SG	ADJ
giant	xigante	giant	xigante	N;SG	ADJ
murray	murray	murray	murray	PROPN;SG	PROPN
afghanistan	afganistán	afghanistan	afganistán	PROPN;SG	PROPN
afghanistan	afghanistán	afghanistan	afghanistán	PROPN;SG	PROPN
improvement	mellora	improvement	mellorar	N;SG	V
improvement	mellor	improvement	mellor	N;SG	ADJ
bringing	a	bring	o	V;V.MSDR	DET
bringing	estábaa	bring	estábaa	V;V.MSDR	PROPN
uncle	tonton	uncle	tontor	N;SG	PROPN
rain	chove	rain	chove	N;SG	V
rain	nos	rain	nos	N;SG	PRO
rain	topásemos	rain	topásemo	N;SG	V
rain	con	rain	con	N;SG	ADP
rain	outras	rain	outro	N;SG	DET
rain	chover	rain	chover	N;SG	V
rain	a	rain	o	N;SG	DET
admiral	almirante	admiral	almirante	PROPN;SG	N
fishing	pescar	fishing	pescar	N;SG	V
raise	os	raise	o	V;IMP;FIN	DET
grow	medra	grow	medra	V;IMP;FIN	N
roughly	traducido	roughly	traducir	ADV	V
tech	tecnolóxica	tech	tecnolóxico	PROPN;SG	ADJ
tech	tecnolóxicas	tech	tecnolóxico	PROPN;SG	ADJ
rico	rico	rico	rico	PROPN;SG	ADJ
rico	ei	rico	ei	PROPN;SG	PROPN
prepared	preparada	prepared	preparada	ADJ	V
prepared	listo	prepared	listo	ADJ	N
prepared	preparado	prepared	preparado	ADJ	N
agencies	de	agency	de	N;PL	ADP
clerk	asistente	clerk	asistente	N;SG	ADJ
clerk	do	clerk	do	N;SG	PROPN
knew	que	know	que	V;IND;PST;FIN	PRO
knew	o	know	o	V;IND;PST;FIN	DET
narrow	estreito	narrow	estreito	ADJ	N
commissioner	comisionado	commissioner	comisionar	N;SG	V
send	a	send	o	V;IMP;FIN	DET
arabic	árabe	arabic	árabar	ADJ	N
fix	a	fix	o	V;IMP;FIN	DET
unfortunately	por	unfortunately	por	ADV	ADP
unfortunately	desgraza	unfortunately	desgraza	ADV	N
indians	indios	indian	indio	PROPN;PL	N
thousand	miles	thousand	mil	NUM	N
thousand	milleiros	thousand	milleiro	NUM	N
thousand	mil	thousand	mil	NUM	N
thousand	de	thousand	de	NUM	ADP
thousand	millar	thousand	millar	NUM	N
legislation	a	legislation	o	N;SG	DET
beauty	a	beauty	o	N;SG	DET
exact	exacto	exact	exacto	ADJ	N
exact	mesmas	exact	mesmo	ADJ	DET
exact	exactamente	exact	exactamente	ADJ	ADV
exact	mesma	exact	mesmo	ADJ	DET
baker	baker	baker	baker	PROPN;SG	PROPN
donald	donald	donald	donald	PROPN;SG	PROPN
willing	dispostos	willing	dispor	ADJ	V
willing	a	willing	o	ADJ	DET
willing	disposto	willing	dispor	ADJ	V
willing	dispostas	willing	dispor	ADJ	V
willing	deus	willing	daus	ADJ	N
willing	quere	willing	querer	ADJ	V
willing	querería	willing	querer	ADJ	V
