oli	была	olema	быть	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
sideme	повязку	side	повязка	N;GEN;SG	N;INAN;ACC;FEM;SG
tõeliselt	воистину	tõeliselt	воистину	ADV	
hiir	мыши	hiir	мышь	N;NOM;SG	N;INAN;NOM;FEM;PL
komplekti	комплект	komplekt	комплект	N;PRT;SG	N;INAN;NOM;MASC;SG
komplekti	сет	komplekt	сет	N;PRT;SG	N;INAN;NOM;MASC;SG
komplekti	набор	komplekt	набор	N;PRT;SG	N;INAN;NOM;MASC;SG
komplekti	установить	komplekt	установить	N;PRT;SG	V;PFV;NFIN;ACT
kõlab	звуки	kõlama	звук	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
muru	лужайке	muru	лужайка	N;NOM;SG	N;INAN;DAT;FEM;SG
muru	травы	muru	трава	N;NOM;SG	N;INAN;NOM;FEM;PL
muru	траве	muru	трава	N;NOM;SG	N;INAN;DAT;FEM;SG
muru	траву	muru	трава	N;NOM;SG	N;INAN;ACC;FEM;SG
käik	gear	käik	gear	N;NOM;SG	PROPN
neu	neu	neu	neu	N;NOM;SG	PROPN
ajakirjandus	печати	aja_kirjandus	печать	N;NOM;SG	N;INAN;NOM;FEM;PL
ajakirjandus	нажмите	aja_kirjandus	нажмить	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
ajakirjandus	press	aja_kirjandus	press	N;NOM;SG	PROPN
ajakirjandus	нажать	aja_kirjandus	нажать	N;NOM;SG	V;PFV;NFIN;ACT
ajakirjandus	журналистики	aja_kirjandus	журналистика	N;NOM;SG	N;INAN;NOM;FEM;PL
keldi	кельтские	kelt	кельтский	N;NOM;SG	ADJ;NOM;PL
vananenud	устаревшие	vananema	устареть	ADJ;PST;V.PTCP;ACT	V;PFV;NOM;PL;PST;V.PTCP;ACT
vananenud	устаревших	vananema	устареть	ADJ;PST;V.PTCP;ACT	V;PFV;GEN;PL;PST;V.PTCP;ACT
asendatud	заменили	asenda=tud	заменить	V;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
rannik	береговая	rannik	береговой	N;NOM;SG	ADJ;NOM;FEM;SG
füüsikalised	физическая	füüsika=line	физический	ADJ;NOM;PL	ADJ;NOM;FEM;SG
füüsikalised	физический	füüsika=line	физический	ADJ;NOM;PL	ADJ;NOM;MASC;SG
füüsikalised	физической	füüsika=line	физический	ADJ;NOM;PL	ADJ;INS;FEM;SG
füüsikalised	физическое	füüsika=line	физический	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
niiske	влажные	niiske	влажный	ADJ;NOM;SG	ADJ;NOM;PL
niiske	сырости	niiske	сырость	ADJ;NOM;SG	N;INAN;NOM;FEM;PL
sportlased	спортсменов	sportlane	спортсмен	N;NOM;PL	N;ANIM;GEN;MASC;PL
teoreetiline	теоретические	teoreetiline	теоретический	ADJ;NOM;SG	ADJ;NOM;PL
teoreetiline	теоретической	teoreetiline	теоретический	ADJ;NOM;SG	ADJ;INS;FEM;SG
jooned	строк	joon	строка	N;NOM;PL	N;INAN;GEN;FEM;PL
jooned	линий	joon	линия	N;NOM;PL	N;INAN;GEN;FEM;PL
viirused	вирусов	viirus	вирус	N;NOM;PL	N;INAN;GEN;MASC;PL
arhitekti	архитектор	arhitekt	архитектор	N;PRT;SG	N;ANIM;NOM;MASC;SG
main	основная	mai	основной	N;NOM;SG	ADJ;NOM;FEM;SG
main	основные	mai	основной	N;NOM;SG	ADJ;NOM;PL
main	главная	mai	главный	N;NOM;SG	ADJ;NOM;FEM;SG
main	основных	mai	основной	N;NOM;SG	ADJ;GEN;PL
con	кон	con	кон	INTJ	
palo	пало	palo	пасть	N;NOM;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
jalamil	предгорье	jalam	предгорье	N;AT+ESS
;SG	N;INAN;NOM;NEUT;SG
lucia	люсии	lucia	люсия	N;NOM;SG	N;INAN;NOM;FEM;PL
sotsioloogia	социологических	sotsioloogia	социологический	N;NOM;SG	ADJ;GEN;PL
meestele	мужчин	mees	мужчина	N;AT+ALL;PL	N;ANIM;GEN;MASC;PL
meestele	men	mees	men	N;AT+ALL;PL	PROPN
meestele	мужчины	mees	мужчина	N;AT+ALL;PL	N;ANIM;NOM;MASC;PL
meestele	мужики	mees	мужик	N;AT+ALL;PL	N;ANIM;NOM;MASC;PL
pikaajaline	длительного	pika_ajaline	длительный	ADJ;NOM;SG	ADJ;GEN;NEUT;SG
roosi	роз	roos	роза	N;NOM;SG	N;INAN;GEN;FEM;PL
taotles	запросили	taotlema	запросить	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
normandia	нормандии	normandia	нормандия	N;NOM;SG	N;INAN;NOM;FEM;PL
peremees	принимающих	pere_mees	принимать	N;NOM;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
peremees	принимающая	pere_mees	принимать	N;NOM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
peremees	master	pere_mees	master	N;NOM;SG	PROPN
orienteeritud	ориентированная	orienteeri=tud	ориентировать	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
orienteeritud	ориентированное	orienteeri=tud	ориентировать	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
orienteeritud	ориентированный	orienteeri=tud	ориентировать	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
int	int	int	int	N;NOM;SG	PROPN
linux	linux	linux	linux	N;NOM;SG	PROPN
kriitikud	критиков	kriitik	критик	N;NOM;PL	N;ANIM;GEN;MASC;PL
õed	медсестер	õde	медсестер	N;NOM;PL	N;ANIM;GEN;FEM;PL
õnn	счастья	õnn	счастье	N;NOM;SG	N;INAN;GEN;NEUT;SG
metoodika	методологии	metoodika	методология	N;NOM;SG	N;INAN;NOM;FEM;PL
sillad	мостов	sild	мост	N;NOM;PL	N;INAN;GEN;MASC;PL
eller	эллер	eller	эллер	N;NOM;SG	
samba	samba	sammas	samba	N;NOM;SG	PROPN
vaidlus	споры	vaidlus	спор	N;NOM;SG	N;INAN;NOM;MASC;PL
vaidlus	споры	vaidlus	спор	N;NOM;SG	N;INAN;NOM;MASC;PL
vaidlus	спора	vaidlus	спор	N;NOM;SG	N;INAN;GEN;MASC;SG
mitmekesisuse	разнообразие	mitme_kesisus	разнообразие	N;GEN;SG	N;INAN;NOM;NEUT;SG
mitmekesisuse	многообразие	mitme_kesisus	многообразие	N;GEN;SG	N;INAN;NOM;NEUT;SG
kõrb	пустыне	kõrb	пустыня	N;NOM;SG	N;INAN;DAT;FEM;SG
kõrb	пустыни	kõrb	пустыня	N;NOM;SG	N;INAN;NOM;FEM;PL
mussolini	муссолини	mussolini	муссолин	N;PRT;SG	N;ANIM;NOM;MASC;SG
mineraalid	минералов	mineraal	минерал	N;NOM;PL	N;INAN;GEN;MASC;PL
aretatud	вырос	aretama	вырасти	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
magdalena	магдалена	magd	магдальный	N;FRML;SG	ADJ;FEM;SG
ööd	ночи	öö	ночь	N;NOM;SG	N;INAN;NOM;FEM;PL
ööd	ночами	öö	ночь	N;NOM;SG	N;INAN;INS;FEM;PL
ööd	ночей	öö	ночь	N;NOM;SG	N;INAN;GEN;FEM;PL
ööd	ночи	öö	ночь	N;NOM;SG	N;INAN;NOM;FEM;PL
ööd	ночное	öö	ночной	N;NOM;SG	ADJ;NOM;NEUT;SG
ööd	night	öö	night	N;NOM;SG	PROPN
sõprus	дружбы	sõprus	дружба	N;NOM;SG	N;INAN;GEN;FEM;SG
lilli	цветы	lill	цветы	N;PRT;PL	N;INAN;NOM;MASC;PL
lilli	цветочки	lill	цветочек	N;PRT;PL	N;INAN;NOM;MASC;PL
lilli	лилли	lill	лилль	N;PRT;PL	N;ANIM;NOM;FEM;SG
ütle	скажем	ütlema	сказать	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;PL;1;FUT;FIN;ACT
ütle	скажите	ütlema	сказать	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
ütle	расскажите	ütlema	рассказать	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
poliitikud	политиков	poliitik	политик	N;NOM;PL	N;ANIM;GEN;MASC;PL
orbiidil	орбите	orbiit	орбита	N;AT+ESS
;SG	N;INAN;DAT;FEM;SG
orbiidil	орбиты	orbiit	орбита	N;AT+ESS
;SG	N;INAN;NOM;FEM;PL
orbiidil	орбиту	orbiit	орбита	N;AT+ESS
;SG	N;INAN;ACC;FEM;SG
ada	ада	ada	ад	N;NOM;SG	
lähim	ближайшие	lähim	ближайший	ADJ;NOM;RL;SG	ADJ;NOM;PL
lähim	ближайшее	lähim	ближайший	ADJ;NOM;RL;SG	ADJ;NOM;NEUT;SG
lähim	ближайшей	lähim	близкий	ADJ;NOM;RL;SG	ADJ;INS;RL;FEM;SG
mitmekesisus	разнообразия	mitme_kesisus	разнообразие	N;NOM;SG	N;INAN;GEN;NEUT;SG
liitlased	союзников	liitlane	союзник	N;NOM;PL	N;ANIM;GEN;MASC;PL
galeriis	галерея	galeriis	галерея	N;IN+ESS;SG	N;INAN;NOM;FEM;SG
galeriis	галерею	galeriis	галерея	N;IN+ESS;SG	N;INAN;ACC;FEM;SG
galeriis	галереи	galeriis	галерея	N;IN+ESS;SG	N;INAN;NOM;FEM;PL
mainib	упоминается	mainima	упоминать	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
mainib	упоминания	mainima	упоминание	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
ruut	квадратный	ruut	квадратный	N;NOM;SG	ADJ;NOM;MASC;SG
rünnakud	нападений	rünnak	нападение	N;NOM;PL	N;INAN;GEN;NEUT;PL
xbox	xbox	xbox	xbox	N;NOM;SG	PROPN
cruz	круз	cruz	круз	N;NOM;SG	PART
administraator	администратора	administraator	администратор	N;NOM;SG	N;ANIM;ACC;MASC;SG
administraator	администратором	administraator	администратор	N;NOM;SG	N;ANIM;INS;MASC;SG
administraator	администратора	administraator	администратор	N;NOM;SG	N;ANIM;ACC;MASC;SG
lagunemine	распада	lagunemine	распад	N;NOM;SG	N;INAN;GEN;MASC;SG
proovis	пытался	proovima	пытаться	V;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;MID
proovis	пробовали	proovima	пробовать	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
proovis	попытался	proovima	пытаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
proovis	пытались	proovima	пытаться	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;MID
ahel	цепочку	ahel	цепочка	N;NOM;SG	N;INAN;ACC;FEM;SG
varre	стволовых	vars	стволовый	N;NOM;SG	ADJ;GEN;PL
katalaani	каталонии	katalaan	каталония	N;NOM;SG	N;INAN;NOM;FEM;PL
tõendid	доказательство	tõend	доказательство	N;NOM;PL	N;INAN;NOM;NEUT;SG
tõendid	доказательств	tõend	доказательство	N;NOM;PL	N;INAN;GEN;NEUT;PL
tõendid	доказательство	tõend	доказательство	N;NOM;PL	N;INAN;NOM;NEUT;SG
tõendid	улика	tõend	улик	N;NOM;PL	N;INAN;NOM;FEM;SG
talv	зимняя	talv	зимний	N;NOM;SG	ADJ;NOM;FEM;SG
talv	зимний	talv	зимний	N;NOM;SG	ADJ;NOM;MASC;SG
talv	зимние	talv	зимний	N;NOM;SG	ADJ;NOM;PL
loire	луары	loire	луара	N;NOM;SG	N;INAN;NOM;FEM;PL
täiendada	пополнения	täiendama	пополнение	V;NFIN	N;INAN;NOM;NEUT;PL
soola	соли	sool	соль	N;PRT;SG	N;INAN;NOM;FEM;PL
soola	соль	sool	соль	N;PRT;SG	N;INAN;NOM;FEM;SG
vähenemine	отклонить	vähenemine	отклонить	N;NOM;SG	V;PFV;NFIN;ACT
vähenemine	уменьшить	vähenemine	уменьшить	N;NOM;SG	V;PFV;NFIN;ACT
anno	anno	anno	anno	N;NOM;SG	PROPN
tunde	часов	tund	час	N;PRT;SG	N;INAN;GEN;MASC;PL
tunde	часы	tund	часы	N;PRT;SG	N;INAN;NOM;MASC;PL
viik	рисовать	viik	рисовать	N;NOM;SG	V;IPFV;NFIN;ACT
viik	привлечь	viik	привлечь	N;NOM;SG	V;PFV;NFIN;ACT
viik	нарисовать	viik	нарисовать	N;NOM;SG	V;PFV;NFIN;ACT
saatuse	судьбу	saatus	судьба	N;GEN;SG	N;INAN;ACC;FEM;SG
saatuse	судьба	saatus	судьба	N;GEN;SG	N;INAN;NOM;FEM;SG
saatuse	судьбы	saatus	судьба	N;GEN;SG	N;INAN;NOM;FEM;PL
saatuse	судьбу	saatus	судьба	N;GEN;SG	N;INAN;ACC;FEM;SG
saatuse	судьба	saatus	судьба	N;GEN;SG	N;INAN;NOM;FEM;SG
saatuse	судьбы	saatus	судьба	N;GEN;SG	N;INAN;NOM;FEM;PL
maadeavastaja	explorer	maade_avastaja	explorer	N;NOM;SG	PROPN
vulkaaniline	вулканической	vulka_aniline	вулканический	ADJ;NOM;SG	ADJ;INS;FEM;SG
ime	marvel	ime	marvel	N;NOM;SG	PROPN
graafiline	графические	graafiline	графический	ADJ;NOM;SG	ADJ;NOM;PL
graafiline	графические	graafiline	графический	ADJ;NOM;SG	ADJ;NOM;PL
köök	кухне	köök	кухня	N;NOM;SG	N;INAN;DAT;FEM;SG
köök	кухни	köök	кухня	N;NOM;SG	N;INAN;NOM;FEM;PL
prohvet	пророка	prohvet	пророк	N;NOM;SG	N;ANIM;ACC;MASC;SG
provintsid	провинций	provints	провинция	N;NOM;PL	N;INAN;GEN;FEM;PL
käsikirja	рукопись	käsi_kiri	рукопись	N;PRT;SG	N;INAN;NOM;FEM;SG
chen	чен	chen	чно	N;NOM;SG	PART
muuda	правка	muutma	правка		N;INAN;NOM;FEM;SG
muuda	редактировать	muutma	редактировать		V;IPFV;NFIN;ACT
muuda	изменить	muutma	изменить		V;PFV;NFIN;ACT
muuda	редактирование	muutma	редактирование		N;INAN;NOM;NEUT;SG
muuda	изменить	muutma	изменить		V;PFV;NFIN;ACT
muuda	перемены	muutma	перемена		N;INAN;NOM;FEM;PL
muuda	изменение	muutma	изменение		N;INAN;NOM;NEUT;SG
muuda	изменения	muutma	изменение		N;INAN;NOM;NEUT;PL
muuda	изменить	muutma	изменить		V;PFV;NFIN;ACT
muuda	сменить	muutma	сменить		V;PFV;NFIN;ACT
than	чем	than	чем	N;NOM;SG	CONJ
arheoloogia	археологии	arheoloogia	археология	N;NOM;SG	N;INAN;GEN;FEM;SG
arheoloogia	археологии	arheoloogia	археология	N;NOM;SG	N;INAN;GEN;FEM;SG
hotel	hotel	hotel	hotel	N;NOM;SG	PROPN
sanskriti	санскрит	sanskriti	санскрит	ADJ	N;INAN;NOM;MASC;SG
mehaaniline	механические	mehaaniline	механический	ADJ;NOM;SG	ADJ;NOM;PL
mehaaniline	механических	mehaaniline	механический	ADJ;NOM;SG	ADJ;GEN;PL
vastuolu	несовместимости	vastu_olu	несовместимость	N;NOM;SG	N;INAN;GEN;FEM;SG
vastuolu	противоречия	vastu_olu	противоречие	N;NOM;SG	N;INAN;NOM;NEUT;PL
kaupmehed	торговцев	kaup_mees	торговец	N;NOM;PL	N;ANIM;GEN;MASC;PL
asulate	поселения	asula	поселение	N;GEN;PL	N;INAN;NOM;NEUT;PL
vabastatud	освободили	vabastatud	освободить	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
vabastatud	освобожденных	vabastatud	освободить	ADJ;PST;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
vabastatud	освобожден	vabastatud	освободить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
vabastatud	выпущено	vabastatud	выпустить	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vabastatud	освобождены	vabastatud	освободить	ADJ;PST;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
vabastatud	выпустила	vabastatud	выпустить	ADJ;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
vabastatud	выпущен	vabastatud	выпустить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
vabastatud	выпущена	vabastatud	выпустить	ADJ;PST;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
vabastatud	освободил	vabastatud	освободить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
vandenõu	заговора	vande_nõu	заговор	N;NOM;SG	N;INAN;GEN;MASC;SG
põhjustades	причинение	põhjustama	причинение	V;V.CVB	N;INAN;NOM;NEUT;SG
rasked	тяжелых	raske	тяжелый	ADJ;NOM;PL	ADJ;GEN;PL
rasked	тяжелая	raske	тяжелый	ADJ;NOM;PL	ADJ;NOM;FEM;SG
rasked	тяжёлая	raske	тяжелый	ADJ;NOM;PL	ADJ;NOM;FEM;SG
rasked	тяжелый	raske	тяжелый	ADJ;NOM;PL	ADJ;NOM;MASC;SG
rasked	тяжёлый	raske	тяжёлый	ADJ;NOM;PL	ADJ;NOM;MASC;SG
komissar	комиссара	komissar	комиссар	N;NOM;SG	N;ANIM;ACC;MASC;SG
komissar	уполномоченный	komissar	уполномоченный	N;NOM;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
patsient	пациента	patsient	пациент	N;NOM;SG	N;ANIM;ACC;MASC;SG
point	point	point	point	N;NOM;SG	PROPN
pooleks	сплит	pool	сплить	NUM;TRANS;SG	N;INAN;NOM;MASC;SG
pooleks	раскол	pool	раскол	NUM;TRANS;SG	N;INAN;NOM;MASC;SG
pooleks	разделить	pool	разделить	NUM;TRANS;SG	V;PFV;NFIN;ACT
geograafiline	географической	geo_graafiline	географический	ADJ;NOM;SG	ADJ;INS;FEM;SG
geograafiline	географические	geo_graafiline	географический	ADJ;NOM;SG	ADJ;NOM;PL
geograafiline	географические	geo_graafiline	географический	ADJ;NOM;SG	ADJ;NOM;PL
soojuse	тепло	soojus	теплый	N;GEN;SG	ADJ;NEUT;SG
soojuse	жара	soojus	жар	N;GEN;SG	N;INAN;NOM;FEM;SG
ecuadori	эквадор	ecuador	эквадор	ADJ	N;INAN;NOM;MASC;SG
ecuadori	эквадоре	ecuador	эквадор	ADJ	N;INAN;NOM;MASC;SG
katus	крыше	katus	крыша	N;NOM;SG	N;INAN;DAT;FEM;SG
katus	крыши	katus	крыша	N;NOM;SG	N;INAN;NOM;FEM;PL
katus	крыше	katus	крыша	N;NOM;SG	N;INAN;DAT;FEM;SG
katus	крышу	katus	крыша	N;NOM;SG	N;INAN;ACC;FEM;SG
bitti	бит	bitti	бит	N;PRT;SG	
bitti	кусочки	bitti	кусочек	N;PRT;SG	N;INAN;NOM;MASC;PL
aadlike	дворян	aadlike	дворянин	ADJ;GEN;PL	N;ANIM;GEN;MASC;PL
filharmoonia	филармонии	filharmoonia	филармония	N;NOM;SG	N;INAN;NOM;FEM;PL
abc	abc	abc	abc	N;NOM;SG	PROPN
butler	дворецкий	butler	дворецкий	N;NOM;SG	ADJ;NOM;MASC;SG
guatemala	гватемале	guatemala	гватемаль	N;NOM;SG	N;INAN;DAT;MASC;SG
guatemala	гватемалы	guatemala	гватемал	N;NOM;SG	N;INAN;NOM;FEM;PL
keskele	центр	keskele	центр	ADV	N;INAN;NOM;MASC;SG
sajandeid	веков	sajand	век	N;PRT;PL	N;INAN;GEN;MASC;PL
sajandeid	века	sajand	век	N;PRT;PL	N;INAN;NOM;MASC;PL
sajandeid	столетия	sajand	столетие	N;PRT;PL	N;INAN;NOM;NEUT;PL
teenused	услуг	teenus	услуга	N;NOM;PL	N;INAN;GEN;FEM;PL
teenused	обслуживание	teenus	обслуживание	N;NOM;PL	N;INAN;NOM;NEUT;SG
õhtu	вечерний	õhtu	вечерний	N;NOM;SG	ADJ;NOM;MASC;SG
õhtu	ночи	õhtu	ночь	N;NOM;SG	N;INAN;NOM;FEM;PL
õhtu	ночное	õhtu	ночной	N;NOM;SG	ADJ;NOM;NEUT;SG
õhtu	night	õhtu	night	N;NOM;SG	PROPN
tüüpilised	типично	tüüpiline	типично	ADJ;NOM;PL	ADV
tüüpilised	типичная	tüüpiline	типичный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
tüüpilised	типичный	tüüpiline	типичный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
luke	люка	luke	люк	N;NOM;SG	N;INAN;GEN;MASC;SG
saladus	секретная	saladus	секретный	N;NOM;SG	ADJ;NOM;FEM;SG
saladus	секретный	saladus	секретный	N;NOM;SG	ADJ;NOM;MASC;SG
tankid	танков	tank	танк	N;NOM;PL	N;INAN;GEN;MASC;PL
kestev	прочного	kestev	прочный	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;GEN;MASC;SG
õpetamise	обучение	õpetamine	обучение	N;GEN;SG	N;INAN;NOM;NEUT;SG
õpetamise	преподавание	õpetamine	преподавание	N;GEN;SG	N;INAN;NOM;NEUT;SG
makse	оплата	maks	оплата	N;PRT;PL	N;INAN;NOM;FEM;SG
makse	платежи	maks	платеж	N;PRT;PL	N;INAN;NOM;MASC;PL
makse	выплата	maks	выплата	N;PRT;PL	N;INAN;NOM;FEM;SG
makse	платеж	maks	платеж	N;PRT;PL	N;INAN;NOM;MASC;SG
makse	оплаты	maks	оплата	N;PRT;PL	N;INAN;GEN;FEM;SG
ela	эла	elama	эло	V;IMP;SG;2;PRS;FIN;ACT	N;ANIM;ACC;MASC;SG
kenti	кента	kent	кент	N;NOM;SG	N;ANIM;ACC;MASC;SG
fakte	факты	fakt	факт	N;PRT;PL	N;INAN;NOM;MASC;PL
yale	йель	yale	йель	N;NOM;SG	
aatom	атомной	aatom	атомный	N;NOM;SG	ADJ;INS;FEM;SG
aatom	атомные	aatom	атомный	N;NOM;SG	ADJ;NOM;PL
aatom	атомная	aatom	атомный	N;NOM;SG	ADJ;NOM;FEM;SG
münt	монету	münema	монета	N;NOM;SG	N;INAN;ACC;FEM;SG
münt	монеты	münema	монета	N;NOM;SG	N;INAN;NOM;FEM;PL
atlanta	атланте	atlantama	атлант	N;NOM;SG	N;INAN;ESS;MASC;SG
kataloonia	каталонии	kataloonia	каталония	N;NOM;SG	N;INAN;NOM;FEM;PL
seab	комплекты	seadma	комплект	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
seab	наборы	seadma	набор	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
rollis	роль	roll	роль	N;IN+ESS;SG	N;INAN;NOM;FEM;SG
rollis	роли	roll	роль	N;IN+ESS;SG	N;INAN;NOM;FEM;PL
tulistas	выстрел	tulistama	выстрел	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG
tulistas	кадр	tulistama	кадр	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG
tulistas	застрелен	tulistama	застрелить	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
bioloogiline	биологические	bioloogiline	биологический	ADJ;NOM;SG	ADJ;NOM;PL
sky	sky	sky	sky	N;NOM;SG	PROPN
sky	скай	sky	скай	N;NOM;SG	INTJ
sky	неба	sky	небо	N;NOM;SG	N;INAN;GEN;NEUT;SG
angola	ангола	angola	ангол	ADJ	N;INAN;NOM;FEM;SG
angola	анголы	angola	ангол	ADJ	N;INAN;NOM;FEM;PL
angola	анголе	angola	анголь	ADJ	N;INAN;NOM;FEM;SG
angola	анголу	angola	ангол	ADJ	N;INAN;ACC;FEM;SG
liisi	аренды	liis	аренда	N;NOM;SG	N;INAN;NOM;FEM;PL
fantaasia	фантазии	fantaasia	фантазия	N;NOM;SG	N;INAN;NOM;FEM;PL
fantaasia	фантазии	fantaasia	фантазия	N;NOM;SG	N;INAN;NOM;FEM;PL
fotograafia	фотографии	fotograafia	фотография	N;NOM;SG	N;INAN;NOM;FEM;PL
vägivalla	насилие	vägi_vald	насилие	N;PRT;SG	N;INAN;NOM;NEUT;SG
remix	remix	remix	remix	N;NOM;SG	PROPN
party	party	party	party	N;NOM;SG	PROPN
näitlejad	субъектов	näitleja	субъект	N;NOM;PL	N;INAN;GEN;MASC;PL
taust	контексте	taust	контекст	N;NOM;SG	N;INAN;ESS;MASC;SG
taust	контекста	taust	контекст	N;NOM;SG	N;INAN;GEN;MASC;SG
taust	фон	taust	фон	N;NOM;SG	PART
taust	справочный	taust	справочный	N;NOM;SG	ADJ;NOM;MASC;SG
ketas	диска	ketas	диск	N;NOM;SG	N;INAN;GEN;MASC;SG
senegali	сенегала	senegali	сенегал	ADJ	N;INAN;GEN;MASC;SG
senegali	сенегале	senegali	сенегал	ADJ	N;INAN;DAT;MASC;SG
senegali	сенегал	senegali	сенегал	ADJ	N;INAN;NOM;MASC;SG
oskusi	навыков	oskus	навык	N;PRT;PL	N;INAN;GEN;MASC;PL
oskusi	навыки	oskus	навык	N;PRT;PL	N;INAN;NOM;MASC;PL
osalejad	участников	osaleja	участник	N;NOM;PL	N;ANIM;GEN;MASC;PL
ekspeditsioon	экспедиции	ekspeditsioon	экспедиция	N;NOM;SG	N;INAN;NOM;FEM;PL
jelgava	елгава	jelgav	елгава	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;INAN;NOM;FEM;SG
elektrienergia	электроэнергии	elektri_energia	электроэнергия	N;NOM;SG	N;INAN;NOM;FEM;PL
oleku	статус	olek	статус	N;GEN;SG	N;INAN;NOM;MASC;SG
oleku	состояние	olek	состояние	N;GEN;SG	N;INAN;NOM;NEUT;SG
ensüümi	фермент	ensüüm	фермент	N;PRT;SG	N;INAN;NOM;MASC;SG
ostetud	приобретенные	oste=tud	приобрести	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
ostetud	купил	oste=tud	купить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
ostetud	купили	oste=tud	купить	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
ostetud	купил	oste=tud	купить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
ostetud	купила	oste=tud	купить	ADJ;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
kronoloogia	хронологии	kronoloogia	хронология	N;NOM;SG	N;INAN;NOM;FEM;PL
jookseb	бег	jooksma	бег	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
ich	ich	ich	ich	N;NOM;SG	PROPN
liberaalne	либеральной	liberaalne	либеральный	ADJ;NOM;SG	ADJ;INS;FEM;SG
hello	привет	hello	привет	N;NOM;SG	
hello	здравствуйте	hello	здравствовать	N;NOM;SG	V;IPFV;IMP;PL;2;FIN;ACT
rõhutab	актуальное	rõhutama	актуальный	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
mont	мон	mont	мон	N;NOM;SG	
identiteedi	идентичность	identiteet	идентичность	N;GEN;SG	N;INAN;NOM;FEM;SG
identiteedi	идентификация	identiteet	идентификация	N;GEN;SG	N;INAN;NOM;FEM;SG
identiteedi	самобытность	identiteet	самобытность	N;GEN;SG	N;INAN;NOM;FEM;SG
