月	moon	月	moon	N	PROPN;ANIM;NOM;MASC;SG
褐	hnedé	褐	hnedý	N	ADJ;NOM;NEUT;SG
褐	hnedý	褐	hnedý	N	ADJ;ANIM;NOM;MASC;SG
褐	hnedá	褐	hnedať	N	ADJ;NOM;FEM;SG
綾	aya	綾	aya	PROPN	PROPN;ANIM;NOM;MASC;SG
或	mozno	或	mozno	ADV	INTJ
或	možno	或	možno	ADV	PART
或	snáď	或	snáď	ADV	PART
或	mozno	或	mozno	ADV	INTJ
或	možno	或	možno	ADV	PART
煤炭	uhoľné	煤炭	uhoľný	N	ADJ;NOM;NEUT;SG
真空	vákuové	真空	vákuový	N	ADJ;NOM;NEUT;SG
減弱	oslabenie	減弱	oslabenie	V	N;NOM;NEUT;SG
蔬菜	rastlinné	蔬菜	rastlinný	N	ADJ;NOM;NEUT;SG
蔬菜	rastlinného	蔬菜	rastlinný	N	ADJ;GEN;NEUT;SG
蔬菜	zeleninové	蔬菜	zeleninový	N	ADJ;NOM;NEUT;SG
華麗	glam	華麗	glam	N	
華麗	veľkolepá	華麗	veľkolepý	N	ADJ;NOM;FEM;SG
華麗	veľkolepý	華麗	veľkolepý	N	ADJ;INAN;NOM;MASC;SG
華麗	nádherná	華麗	nádherný	N	ADJ;NOM;FEM;SG
木材	wood	木材	wood	N	PROPN;ANIM;NOM;MASC;SG
唱歌	spievaj	唱歌	spievať	N	V;IPFV;IMP;SG;2;POS;FIN
唱歌	zaspievať	唱歌	zaspievať	N	V;IPFV;POS;NFIN
唱歌	spievať	唱歌	spievať	N	V;IPFV;POS;NFIN
正	formálneho	正	formálny	ADV	ADJ;GEN;NEUT;SG
正	formálny	正	formálny	ADV	ADJ;INAN;NOM;MASC;SG
正	formálna	正	formálny	ADV	ADJ;NOM;FEM;SG
放射	radiácia	放射	radiácia	V	N;NOM;FEM;SG
放射	žiarenie	放射	žiarenie	V	N;NOM;NEUT;SG
放射	žiarenia	放射	žiarenie	V	N;NOM;NEUT;PL
放射	rádiologické	放射	rádiologický	V	ADJ;NOM;NEUT;SG
放射	rádioaktivity	放射	rádioaktivita	V	N;NOM;FEM;PL
放射	rádioaktívne	放射	rádioaktívne	V	ADJ;NOM;NEUT;PL
放射	rádioaktívnym	放射	rádioaktívny	V	ADJ;INS;NEUT;SG
放射	rádioaktívny	放射	rádioaktívny	V	ADJ;INAN;NOM;MASC;SG
放射	rádioaktívnych	放射	rádioaktívny	V	ADJ;GEN;MASC;PL
候選	kandidátske	候選	kandidátsky	V	ADJ;NOM;NEUT;SG
候選	záujemca	候選	záujemca	V	N;ANIM;NOM;MASC;SG
候選	uchádzač	候選	uchádzač	V	N;ANIM;NOM;MASC;SG
候選	kandidát	候選	kandidát	V	N;ANIM;NOM;MASC;SG
埋	pochovať	埋	pochovať		V;PFV;POS;NFIN
埋	pochovaný	埋	pochovaný		ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
埋	pochovaná	埋	pochovaný		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
埋	pochovali	埋	pochovať		V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
埋	pochované	埋	pochovaný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
零	časti	零	časť	NUM	N;DAT;FEM;SG
零	diely	零	diely	NUM	N;NOM;FEM;PL
零	súčiastky	零	súčiastka	NUM	N;INAN;NOM;MASC;PL
零	častí	零	časť	NUM	N;GEN;FEM;PL
活塞	piestové	活塞	piestový	N	ADJ;NOM;NEUT;SG
抽象	abstraktné	抽象	abstraktný	N	ADJ;NOM;NEUT;SG
魔術	magické	魔術	magický	N	ADJ;NOM;NEUT;SG
魔術	magic	魔術	magic	N	PROPN;NOM;MASC;SG
流動	flow	流動	flow	N	
中斷	prerušenie	中斷	prerušenie	V	N;NOM;NEUT;SG
中斷	break	中斷	break	V	N;INAN;NOM;MASC;SG
中斷	zlom	中斷	zlom	V	N;INS;NEUT;SG
中斷	prestávka	中斷	prestávka	V	N;NOM;FEM;SG
連線	pripojenie	連線	pripojenie	V	N;NOM;NEUT;SG
煮	kuchárka	煮	kuchárka	V	N;NOM;FEM;SG
煮	cook	煮	cook	V	PROPN;ANIM;NOM;MASC;SG
煮	kuchár	煮	kuchár	V	N;ANIM;NOM;MASC;SG
煮	varenie	煮	varenie	V	N;NOM;NEUT;SG
煮	vred	煮	vred	V	N;INAN;NOM;MASC;SG
專屬	výhradné	專屬	výhradný	N	ADJ;NOM;NEUT;SG
專屬	exkluzívne	專屬	exkluzívny	N	ADV
專屬	exkluzívny	專屬	exkluzívny	N	ADJ;ANIM;NOM;MASC;SG
專屬	výlučné	專屬	výlučný	N	ADJ;NOM;NEUT;SG
進化	evolúcia	進化	evolúcia	V	N;NOM;FEM;SG
進化	vývoj	進化	vývoj	V	N;INAN;NOM;MASC;SG
進化	evolúcie	進化	evolúcia	V	N;NOM;FEM;PL
進化	vyvinuté	進化	vyvinutý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
進化	vyvinutý	進化	vyvinutý	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
聖誕	vianočné	聖誕	vianočný	PROPN	ADJ;NOM;NEUT;SG
聖誕	vianočný	聖誕	vianočný	PROPN	ADJ;ANIM;NOM;MASC;SG
聖誕	vianoce	聖誕	vianoce	PROPN	N;NOM;FEM;PL
聖誕	vianočná	聖誕	vianočný	PROPN	ADJ;NOM;FEM;SG
明亮	jasná	明亮	jasný	N	ADJ;NOM;FEM;SG
明亮	svetlý	明亮	svetlý	N	ADJ;INAN;NOM;MASC;SG
明亮	svetlé	明亮	svetlý	N	ADJ;NOM;NEUT;SG
幼稚	škôlke	幼稚	škôlka	ADJ	N;DAT;FEM;SG
幼稚	škôlky	幼稚	škôlka	ADJ	N;NOM;FEM;PL
幼稚	škôlka	幼稚	škôlka	ADJ	N;NOM;FEM;SG
幼稚	škôlky	幼稚	škôlka	ADJ	N;NOM;FEM;PL
起草	navrhovanie	起草	navrhovanie	V	N;NOM;NEUT;SG
起草	vypracovanie	起草	vypracovanie	V	N;NOM;NEUT;SG
巡航	cestovné	巡航	cestovný	N	ADJ;NOM;NEUT;SG
巡航	cruise	巡航	cruisa	N	PROPN;ANIM;NOM;MASC;SG
巧克	čokoládová	巧克	čokoládový	PROPN	ADJ;NOM;FEM;SG
巧克	čokoládu	巧克	čokoláda	PROPN	N;ACC;FEM;SG
巧克	čokolády	巧克	čokoláda	PROPN	N;NOM;FEM;PL
巧克	čokoláda	巧克	čokoláda	PROPN	N;NOM;FEM;SG
巧克	čokoládový	巧克	čokoládový	PROPN	ADJ;ANIM;NOM;MASC;SG
無敵	neporaziteľný	無敵	neporaziteľný	N	ADJ;ANIM;NOM;MASC;SG
雷諾	reno	雷諾	reno	PROPN	PROPN;ANIM;NOM;MASC;SG
欠	dlžný	欠	dlžný		ADJ;ANIM;NOM;MASC;SG
講	prednášky	講	prednáška	V	N;NOM;FEM;PL
講	prednáška	講	prednáška	V	N;NOM;FEM;SG
講	prednášky	講	prednáška	V	N;NOM;FEM;PL
講	prednášku	講	prednáška	V	N;ACC;FEM;SG
講	lekcia	講	lekcia	V	N;NOM;FEM;SG
外籍	cudzích	外籍	cudzí	N	ADJ;GEN;MASC;PL
外籍	cudzie	外籍	cudzí	N	ADJ;NOM;NEUT;SG
外籍	zahraničný	外籍	zahraničný	N	ADJ;ANIM;NOM;MASC;SG
外籍	zahraničné	外籍	zahraničný	N	ADJ;NOM;NEUT;SG
外籍	cudzí	外籍	cudzí	N	ADJ;ANIM;NOM;MASC;SG
外籍	zahraničnej	外籍	zahraničný	N	ADJ;GEN;FEM;SG
海地	haiti	海地	haiti	PROPN	N;NOM;FEM;SG
查詢	vyšetrovaní	查詢	vyšetrovanie	N	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
語音	hlasové	語音	hlasový	N	ADJ;NOM;NEUT;SG
染色	farbenie	染色	farbenie	V	N;NOM;NEUT;SG
染色	sfarbenie	染色	sfarbenie	V	N;NOM;NEUT;SG
染色	škvrna	染色	škvrna	V	N;NOM;FEM;SG
染色	farbivo	染色	farbivo	V	N;NOM;FEM;SG
派	frakcie	派	frakcia	V;CAUS	N;NOM;FEM;PL
派	frakcia	派	frakcia	V;CAUS	N;NOM;FEM;SG
行業	obchoduje	行業	obchodovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
孤立	izolácia	孤立	izolácia	V	N;NOM;FEM;SG
孤立	izoláciu	孤立	izolácia	V	N;ACC;FEM;SG
孤立	izolácie	孤立	izolácia	V	N;NOM;FEM;PL
孤立	izolovaná	孤立	izolovaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
孤立	izolované	孤立	izolovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
孤立	izolovaný	孤立	izolovaný	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
售出	predaný	售出	predaný	V	ADJ;ANIM;NOM;MASC;SG
售出	predaná	售出	predaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
售出	predané	售出	predaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
售出	predávané	售出	predávaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
飯	ryžové	飯	ryžový	N	ADJ;NOM;NEUT;SG
危害	ublížiť	危害	ublížiť	N	V;PFV;POS;NFIN
憤怒	zlosť	憤怒	zlosť	ADJ	N;NOM;FEM;SG
憤怒	hnev	憤怒	hnev	ADJ	N;INAN;NOM;MASC;SG
憤怒	hnevať	憤怒	hnevať	ADJ	V;IPFV;POS;NFIN
憤怒	zlosť	憤怒	zlosť	ADJ	N;NOM;FEM;SG
憤怒	zúrivosť	憤怒	zúrivosť	ADJ	N;NOM;FEM;SG
憤怒	hnev	憤怒	hnev	ADJ	N;INAN;NOM;MASC;SG
旗幟	vlajkového	旗幟	vlajkový	N	ADJ;GEN;NEUT;SG
間	nepriame	間	nepriamy	N	ADJ;NOM;NEUT;PL
間	nepriamo	間	nepriamo	N	ADV
間	nepriamy	間	nepriamy	N	ADJ;INAN;NOM;MASC;SG
間	nepriamo	間	nepriamo	N	ADV
長崎	nagasaki	長崎	nagasaki	PROPN	N;NOM;MASC;SG
負面	negatívne	負面	negatívne	N	ADV
負面	negatívna	負面	gatívny	N	ADJ;NOM;FEM;SG
負面	negatívny	負面	negatívny	N	ADJ;INAN;NOM;MASC;SG
負面	záporné	負面	záporný	N	ADJ;NOM;NEUT;SG
適應	prispôsobovanie	適應	prispôsobovanie	V	N;NOM;NEUT;SG
適應	prispôsobenia	適應	prispôsobenie	V	N;NOM;NEUT;PL
適應	prispôsobenie	適應	prispôsobenie	V	N;NOM;NEUT;SG
適應	prispôsobovanie	適應	prispôsobovanie	V	N;NOM;NEUT;SG
關心	starostlivý	關心	starostlivý	N	ADJ;ANIM;NOM;MASC;SG
早晨	ranná	早晨	ranný	N	ADJ;NOM;FEM;SG
早晨	rano	早晨	rano	N	PROPN;ANIM;NOM;MASC;SG
現代	moderné	現代	moderný	N	ADJ;NOM;NEUT;SG
現代	moderný	現代	moderný	N	ADJ;ANIM;NOM;MASC;SG
現代	moderná	現代	moderný	N	ADJ;NOM;FEM;SG
累計	kumulatívny	累計	kumulatívny	V	ADJ;INAN;NOM;MASC;SG
累計	kumulatívne	累計	kumulatívny	V	ADJ;NOM;NEUT;SG
堪薩斯	kansas	堪薩斯	kansas	PROPN	PROPN;ANIM;NOM;MASC;SG
堪薩斯	kansase	堪薩斯	kansas	PROPN	N;NOM;MASC;SG
樺	birch	樺	bir	PROPN	PROPN;ANIM;NOM;MASC;SG
相互	interakcia	相互	interakcia	ADJ	N;NOM;FEM;SG
相互	interakcie	相互	interakcia	ADJ	N;NOM;FEM;PL
相互	interakciu	相互	interakcia	ADJ	N;ACC;FEM;SG
相互	interakcie	相互	interakcia	ADJ	N;NOM;FEM;PL
船舶	lodný	船舶	lodný	N	ADJ;ANIM;NOM;MASC;SG
嬰兒	dojčenská	嬰兒	dojčenský	N	ADJ;NOM;FEM;SG
嬰兒	dojčatá	嬰兒	dojčatý	N	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
毀滅	zničiť	毀滅	zničiť	N	V;PFV;POS;NFIN
毀滅	zničí	毀滅	zničiť	N	V;PFV;IND;SG;3;POS;PRS;FIN
毀滅	ničiť	毀滅	ničiť	N	V;IPFV;POS;NFIN
讀書	čítam	讀書	čítať	N	V;IPFV;IND;SG;1;POS;PRS;FIN
勇敢	odvážna	勇敢	odvážny	N	ADJ;NOM;FEM;SG
勇敢	odvážny	勇敢	odvážny	N	ADJ;ANIM;NOM;MASC;SG
勇敢	odvážne	勇敢	odvážne	N	ADV
勇敢	statočný	勇敢	statočný	N	ADJ;ANIM;NOM;MASC;SG
週末	víkendové	週末	víkendový	N	ADJ;NOM;NEUT;SG
週末	vikend	週末	vikend	N	INTJ
時常	casto	時常	casto	ADV	INTJ
赫爾	trup	赫爾	trup	PROPN	N;INAN;NOM;MASC;SG
水庫	dam	水庫	dam	N	
隨機	náhodne	隨機	náhodne	ADJ	ADV
隨機	random	隨機	randý	ADJ	N;NOM;MASC;SG
拉夫	luv	拉夫	luv	PROPN	PROPN;ANIM;NOM;MASC;SG
新興	vznikajúce	新興	vznikajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
投訴	sťažností	投訴	sťažnosť	V	N;GEN;FEM;PL
投訴	sťažnosti	投訴	sťažnosť	V	N;NOM;FEM;PL
投訴	podnet	投訴	podnet	V	N;INAN;NOM;MASC;SG
投訴	sťažnosť	投訴	sťažnosť	V	N;NOM;FEM;SG
投訴	sťažnosti	投訴	sťažnosť	V	N;NOM;FEM;PL
上田	ueda	上田	ueda	PROPN	PROPN;ANIM;NOM;MASC;SG
認知	poznávacie	認知	poznávací	N	ADJ;NOM;NEUT;PL
認知	kognitívne	認知	kognitívne	N	ADJ;NOM;NEUT;SG
博覽	expo	博覽	expo	V	
準確	presná	準確	presný	N	ADJ;NOM;FEM;SG
準確	presný	準確	presný	N	ADJ;INAN;NOM;MASC;SG
準確	presné	準確	presný	N	ADJ;NOM;NEUT;SG
製造	výrobcovia	製造	výrobec	V	N;ANIM;NOM;MASC;PL
製造	výrobcov	製造	výrobec	V	N;INAN;GEN;MASC;PL
製造	výrobca	製造	výrobca	V	N;INAN;NOM;MASC;SG
製造	výrobcu	製造	výrobec	V	N;INAN;GEN;MASC;SG
陸地	pozemné	陸地	pozemný	N	ADJ;NOM;NEUT;SG
陸地	pozemná	陸地	pozemný	N	ADJ;NOM;FEM;SG
陸地	suchozemských	陸地	suchozemský	N	ADJ;GEN;MASC;PL
陸地	suchozemské	陸地	suchozemský	N	ADJ;NOM;NEUT;SG
陸地	pozemný	陸地	pozemný	N	ADJ;ANIM;NOM;MASC;SG
陸地	pozemské	陸地	pozemský	N	ADJ;NOM;NEUT;SG
陸地	land	陸地	land	N	
海德堡	heidelbergu	海德堡	heidelberg	PROPN	N;INAN;GEN;MASC;SG
提早	skoro	提早	skoro	V	PART
提早	skor	提早	skor	V	INTJ
提早	skorej	提早	skorý	V	N;NOM;FEM;SG
提早	skoré	提早	skorý	V	ADJ;NOM;NEUT;SG
會	účtovanie	會	účtovanie	V	N;NOM;NEUT;SG
會	účtovných	會	účtovný	V	ADJ;GEN;MASC;PL
會	účtovníctvo	會	účtovníctvo	V	N;NOM;NEUT;SG
會	účtovník	會	účtovník	V	N;ANIM;NOM;MASC;SG
會	účtovníctvo	會	účtovníctvo	V	N;NOM;NEUT;SG
派	party	派	part	V;CAUS	N;NOM;FEM;PL
派	oslava	派	oslava	V;CAUS	N;NOM;FEM;SG
派	strana	派	strana	V;CAUS	N;NOM;FEM;SG
派	večierok	派	večierko	V;CAUS	N;INAN;NOM;MASC;SG
派	párty	派	párt	V;CAUS	N;INAN;NOM;MASC;PL
包裝	zabaliť	包裝	zabaliť	N	V;PFV;POS;NFIN
煙	fajčiť	煙	fajčiť	N	V;IPFV;POS;NFIN
想像	predstav	想像	predstava	N	
想像	predstaviť	想像	predstaviť	N	V;PFV;POS;NFIN
樹林	woods	樹林	woods	N	PROPN;ANIM;NOM;MASC;SG
醉	opitý	醉	opitý	N	ADJ;ANIM;NOM;MASC;SG
醉	opitý	醉	opitý	N	ADJ;ANIM;NOM;MASC;SG
醉	opitá	醉	opitý	N	ADJ;NOM;FEM;SG
民俗	ľudové	民俗	ľudový	N	ADJ;NOM;NEUT;SG
多	multimediálne	多	multimediálne	NUM	ADV
中毒	otravy	中毒	otrava	V	N;NOM;FEM;PL
中毒	otravu	中毒	otrava	V	N;ACC;FEM;SG
中毒	otrava	中毒	otrava	V	N;NOM;FEM;SG
中毒	otrávený	中毒	otrávený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
瞬間	moments	瞬間	moment	N	PROPN;ANIM;VOC;MASC;SG
瞬間	okamžitá	瞬間	okamžitý	N	ADJ;NOM;FEM;SG
瞬間	okamžité	瞬間	okamžitý	N	ADJ;NOM;NEUT;SG
瞬間	okamžite	瞬間	okamžite	N	ADV
瞬間	okamžitý	瞬間	okamžitý	N	ADJ;INAN;NOM;MASC;SG
阿曼	omán	阿曼	omán	PROPN	PROPN;INAN;NOM;MASC;SG
阿曼	aman	阿曼	aman	PROPN	PROPN;ANIM;NOM;MASC;SG
阿曼	ammáne	阿曼	ammán	PROPN	N;INAN;NOM;MASC;SG
郵政	uverejniť	郵政	uverejniť	N	V;PFV;POS;NFIN
郵政	poštový	郵政	poštový	N	ADJ;ANIM;NOM;MASC;SG
郵政	poštových	郵政	poštový	N	ADJ;GEN;MASC;PL
郵政	poštové	郵政	poštový	N	ADJ;NOM;NEUT;SG
郵政	poštová	郵政	poštový	N	ADJ;NOM;FEM;SG
解析	spracovať	解析	spracovať	N	V;PFV;POS;NFIN
解析	analyzovať	解析	analyzovať	N	V;IPFV;POS;NFIN
解析	analytická	解析	analytický	N	ADJ;NOM;FEM;SG
秋田	akita	秋田	akita	PROPN	N;NOM;FEM;SG
偵測	odhaľovanie	偵測	odhaľovanie	V	N;NOM;NEUT;SG
偵測	odhalenie	偵測	odhalenie	V	N;NOM;NEUT;SG
偵測	zistenie	偵測	zistenie	V	N;NOM;NEUT;SG
偵測	detekcie	偵測	detekcia	V	N;NOM;FEM;PL
偵測	detekcia	偵測	detekcia	V	N;NOM;FEM;SG
偵測	zisťovanie	偵測	zisťovanie	V	N;NOM;NEUT;SG
偵測	zistenie	偵測	zistenie	V	N;NOM;NEUT;SG
籌備	príprava	籌備	príprava	V	N;NOM;FEM;SG
籌備	prípravu	籌備	príprava	V	N;ACC;FEM;SG
籌備	prípravok	籌備	prípravok	V	N;INAN;NOM;MASC;SG
籌備	prípravky	籌備	prípravka	V	N;NOM;FEM;PL
籌備	preparáty	籌備	preparát	V	N;INAN;NOM;MASC;PL
籌備	prípravy	籌備	príprava	V	N;NOM;FEM;PL
大田	ota	大田	ota	PROPN	PROPN;ANIM;NOM;MASC;SG
新	nevesta	新	nevesto	PART	N;NOM;FEM;SG
疏散	evakuácia	疏散	evakuácia	V	N;NOM;FEM;SG
疏散	evakuáciu	疏散	evakuácia	V	N;ACC;FEM;SG
縱	pozdĺžnej	縱	pozdĺžny		ADJ;GEN;FEM;SG
縱	pozdĺžne	縱	pozdĺžne		ADV
隼	falcon	隼	falcon	PROPN	PROPN;ANIM;NOM;MASC;SG
隼	sokol	隼	sokol	PROPN	N;ANIM;NOM;MASC;SG
化身	avatar	化身	avatar	V	N;ANIM;NOM;MASC;SG
欣賞	oceniť	欣賞	oceniť	N	V;PFV;POS;NFIN
欣賞	vážim	欣賞	vážiť	N	V;IPFV;IND;SG;1;POS;PRS;FIN
欣賞	obdivujem	欣賞	obdivovať	N	V;IPFV;IND;SG;1;POS;PRS;FIN
欣賞	obdivovať	欣賞	obdivovať	N	V;IPFV;POS;NFIN
欣賞	obdivoval	欣賞	obdivovať	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
出版	uverejňovanie	出版	uverejňovanie	V	N;NOM;NEUT;SG
出版	publikácie	出版	publikácia	V	N;NOM;FEM;PL
出版	uverejnenie	出版	uverejnenie	V	N;NOM;NEUT;SG
出版	uverejňovanie	出版	uverejňovanie	V	N;NOM;NEUT;SG
出版	uverejnení	出版	uverejnenie	V	N;NOM;NEUT;PL
出版	publikácia	出版	publikácia	V	N;NOM;FEM;SG
出版	zverejnenie	出版	zverejnenie	V	N;NOM;NEUT;SG
出版	zverejňovanie	出版	zverejňovanie	V	N;NOM;NEUT;SG
表彰	vyznamenanie	表彰	vyznamenanie	V	N;NOM;NEUT;SG
表彰	uznanie	表彰	uznanie	V	N;NOM;NEUT;SG
表彰	rozpoznávanie	表彰	rozpoznávanie	V	N;NOM;NEUT;SG
表彰	uznávanie	表彰	uznávanie	V	N;NOM;NEUT;SG
表彰	uznania	表彰	uznanie	V	N;NOM;NEUT;PL
安哥拉	angola	安哥拉	angola	PROPN	PROPN;ANIM;NOM;MASC;SG
陶瓷	keramický	陶瓷	keramický	N	ADJ;ANIM;NOM;MASC;SG
陶瓷	keramických	陶瓷	keramický	N	ADJ;GEN;MASC;PL
陶瓷	keramické	陶瓷	keramický	N	ADJ;NOM;NEUT;SG
陶瓷	keramický	陶瓷	keramický	N	ADJ;ANIM;NOM;MASC;SG
抵制	odolnosť	抵制	odolnosť	V	N;NOM;FEM;SG
抵制	rezistencia	抵制	rezistencia	V	N;NOM;FEM;SG
抵制	odpor	抵制	odpor	V	N;INAN;NOM;MASC;SG
相應	zodpovedajúce	相應	zodpovedajúci		ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
相應	zodpovedajúci	相應	zodpovedajúci		ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
相應	zodpovedajúca	相應	zodpovedajúci		ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
芙蓉	flo	芙蓉	flo	N	
大島	oshima	大島	oshima	N	PROPN;ANIM;NOM;MASC;SG
和	zosúladenie	和	zosúladenie	ADP	N;NOM;NEUT;SG
和	zmierenia	和	zmierenie	ADP	N;NOM;NEUT;PL
和	zmierenie	和	zmierenie	ADP	N;NOM;NEUT;SG
手持	ručné	手持	ručný	V	ADJ;NOM;NEUT;SG
手持	ručný	手持	ručný	V	ADJ;ANIM;NOM;MASC;SG
白俄羅斯	bielorusko	白俄羅斯	bielorusko	PROPN	ADV
底下	spodný	底下	spodný	N	ADJ;ANIM;NOM;MASC;SG
底下	dolný	底下	dolný	N	ADJ;INAN;NOM;MASC;SG
入學	prijatie	入學	prijatie	V	N;NOM;NEUT;SG
詹姆士	james	詹姆士	james	PROPN	PROPN;ANIM;NOM;MASC;SG
詹姆士	jakub	詹姆士	jakub	PROPN	PROPN;ANIM;NOM;MASC;SG
詢問	otázky	詢問	otázka	V	N;NOM;FEM;PL
詢問	dotaz	詢問	dotaz	V	N;INAN;NOM;MASC;SG
詢問	vyšetrovania	詢問	vyšetrovanie	V	N;NOM;NEUT;PL
詢問	vyšetrovaní	詢問	vyšetrovanie	V	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
詢問	vyšetrovanie	詢問	vyšetrovanie	V	N;NOM;NEUT;SG
敢	odvaha	敢	odvaha		N;NOM;FEM;SG
敢	skutok	敢	skutok		N;INAN;NOM;MASC;SG
釣魚	rybársky	釣魚	rybársky	N	ADJ;INAN;NOM;MASC;SG
釣魚	rybárske	釣魚	rybársky	N	ADJ;NOM;NEUT;SG
削弱	oslabený	削弱	oslabený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
削弱	oslabené	削弱	oslabený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
削弱	oslabenie	削弱	oslabenie	V	N;NOM;NEUT;SG
削弱	oslabenie	削弱	oslabenie	V	N;NOM;NEUT;SG
披露	zverejnenie	披露	zverejnenie	V	N;NOM;NEUT;SG
披露	zverejňovanie	披露	zverejňovanie	V	N;NOM;NEUT;SG
披露	zverejnenia	披露	zverejnenie	V	N;NOM;NEUT;PL
披露	zverejňovanie	披露	zverejňovanie	V	N;NOM;NEUT;SG
披露	zverejnenia	披露	zverejnenie	V	N;NOM;NEUT;PL
識別	identifikácia	識別	identifikácia	V	N;NOM;FEM;SG
識別	identifikáciu	識別	identifikácia	V	N;ACC;FEM;SG
識別	označenie	識別	označenie	V	N;NOM;NEUT;SG
自行	cyklistika	自行	cyklistika	V	N;NOM;FEM;SG
自行	bicykel	自行	bicykel	V	N;INAN;NOM;MASC;SG
自行	bike	自行	bika	V	N;INAN;NOM;MASC;SG
自行	bicykel	自行	bicykel	V	N;INAN;NOM;MASC;SG
自行	bicyklov	自行	bicykel	V	N;INAN;GEN;MASC;PL
巡演	touring	巡演	touring	V	N;INAN;NOM;MASC;SG
細節	detailné	細節	detailný	N	ADJ;NOM;NEUT;SG
滑雪	lyžovať	滑雪	lyžovať	N	V;IPFV;POS;NFIN
滑雪	lyžiarske	滑雪	lyžiarsky	N	ADJ;NOM;NEUT;PL
滑雪	lyžovať	滑雪	lyžovať	N	V;IPFV;POS;NFIN
常數	konštantné	常數	konštantný	N	ADJ;NOM;NEUT;SG
常數	konštantný	常數	konštantný	N	ADJ;ANIM;NOM;MASC;SG
常數	neustále	常數	ustále	N	ADV
摩托	moto	摩托	moto	N	PROPN;ANIM;NOM;MASC;SG
家用	vnútroštátna	家用	vnútroštátny	N	ADJ;NOM;FEM;SG
家用	domáca	家用	domáci	N	ADJ;NOM;FEM;SG
家用	domáce	家用	domáci	N	ADJ;NOM;NEUT;SG
罪犯	trestných	罪犯	trestný	N	ADJ;GEN;MASC;PL
罪犯	trestné	罪犯	trestný	N	ADJ;NOM;NEUT;SG
罪犯	trestná	罪犯	trestný	N	ADJ;NOM;FEM;SG
協商	konzultácie	協商	konzultácia	V	N;NOM;FEM;PL
協商	porady	協商	porada	V	N;NOM;FEM;PL
協商	konzultácia	協商	konzultácia	V	N;NOM;FEM;SG
協商	konzultácie	協商	konzultácia	V	N;NOM;FEM;PL
協商	porady	協商	porada	V	N;NOM;FEM;PL
電梯	zdvihnúť	電梯	zdvihnúť	N	V;PFV;POS;NFIN
操縱	manipulácia	操縱	manipulácia	V	N;NOM;FEM;SG
非	neoficiálny	非	neoficiálny	PROPN	ADJ;INAN;NOM;MASC;SG
非	neoficiálne	非	neoficiálne	PROPN	ADV
非	neoficiálne	非	neoficiálne	PROPN	ADV
非	neformálne	非	neformálny	PROPN	ADV
困	ospalosť	困	ospalosť	V	N;NOM;FEM;SG
不當	neprimeraná	不當	neprimeraný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
不當	nevhodné	不當	nevhodný	V	ADJ;NOM;NEUT;SG
不當	neprimerané	不當	neprimeraný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
不當	nevhodný	不當	nevhodný	V	ADJ;INAN;NOM;MASC;SG
瀏覽	prehliadače	瀏覽	prehliadač	V	N;INAN;NOM;MASC;PL
瀏覽	prehliadač	瀏覽	prehliadač	V	N;INAN;NOM;MASC;SG
不丹	bhután	不丹	bhután	PROPN	N;NOM;NEUT;SG
沙皇	car	沙皇	car	N	PROPN;ANIM;NOM;MASC;SG
帥	krásny	帥	krásny	N	ADJ;ANIM;NOM;MASC;SG
帥	pekný	帥	pekný	N	ADJ;ANIM;NOM;MASC;SG
武漢	wuhan	武漢	wuhan	PROPN	N;INAN;NOM;MASC;SG
橄欖	futbalový	橄欖	futbalový	N	ADJ;ANIM;NOM;MASC;SG
橄欖	futbalové	橄欖	futbalový	N	ADJ;NOM;NEUT;SG
星際	medzihviezdnej	星際	medzihviezdny	N	ADJ;GEN;FEM;SG
