von	から	von	から	ADP	CONJ
grundstück	プロット	grundstücken	プロット		N
grundstück	プロパティ	grundstücken	プロパティ		N
grundstück	財産	grundstücken	財産		N
grundstück	ランド	grundstücken	ランド		N
grundstück	土地	grundstücken	土地		N
modus	モード	modus	モード		N
berücksichtigung	対価	berücksichtigung	対価	ADJ	N
schuld	責め	schuld	責める	ADJ	V
schuld	断層	schuld	断層	ADJ	N
schuld	フォールト	schuld	フォールト	ADJ	PROPN
schuld	フォルト	schuld	フォルト	ADJ	N
schuld	債務	schuld	債務	ADJ	N
wozu	why	wozu	why	ADV	PROPN
diego	ディエゴ	diego	ディエゴ	PROPN;NOM;MASC;SG	PROPN
panzer	戦車	panzer	戦車	ADJ	N
panzer	タンク	panzer	タンク	ADJ	N
panzer	戦車	panzer	戦車	ADJ	N
bitten	ベグ	bitten	ベグ	V;NFIN	PROPN
rekord	レコード	rekord	レコード		N
rekord	記録	rekord	記録		V
fördern	フォスター	fördern	フォスター	V;NFIN	PROPN
kevin	ケヴィン	kevin	ケヴィン	PROPN;NOM;MASC;SG	PROPN
verteilung	分布	Verteilung	分布	N;NOM;SG	V
verteilung	流通	Verteilung	流通	N;NOM;SG	V
restaurant	レストラン	restaurant	レストラン	PROPN	N
restaurant	飲食店	restaurant	飲食店	PROPN	N
fotografie	撮影	fotografie	撮影	PROPN	V
fotografie	写真	fotografie	写真	PROPN	N
luzern	ルツェルン	luzern	ルツェルン	PROPN	PROPN
beschluss	決断	beschließen	決断	N	V
beschluss	決定	beschließen	決定	N	V
jane	ジェーン	jane	ジェーン	PROPN;NOM;MASC;SG	PROPN
ruth	ルース	ruth	ルース	PROPN;NOM;FEM;SG	PROPN
hinweisen	手	hinweisen	手	V;NFIN	N
cross	十字	cross	十字	PROPN	N
cross	クロス	cross	クロス	PROPN	N
cross	cross	cross	cross	PROPN	PROPN
cross	十字	cross	十字	PROPN	N
htm	htm	htm	htm		PROPN
klare	クリア	klar	クリア	ADJ;NOM;FEM;PL	N
grau	灰色	grau	灰色	ADJ	N
grau	グレイ	grau	グレイ	ADJ	PROPN
grau	グレー	grau	グレー	ADJ	N
grau	灰色	grau	灰色	ADJ	N
grau	グレイ	grau	グレイ	ADJ	PROPN
grau	グレー	grau	グレー	ADJ	N
moore	ムーア	moor	ムーア	PROPN	PROPN
motive	動機	motiv	動機	ADJ;NOM;PL	N
billy	ビリー	billy	ビリー	PROPN;NOM;MASC;SG	PROPN
pause	休憩	pausen	休憩		V
pause	ブレーク	pausen	ブレーク		N
pause	区切り	pausen	区切り		V
pause	休憩	pausen	休憩		V
pause	休止	pausen	休止		V
pause	休会	pausen	休会		V
besonderes	スペシャル	besonder	スペシャル	ADJ;NOM;NEUT;SG	N
baumeister	builder	baumeister	builder	ADJ	PROPN
perspektive	見通し	perspektiv	見通し	ADJ;NOM;FEM;SG	N
perspektive	outlook	perspektiv	outlook	ADJ;NOM;FEM;SG	PROPN
perspektive	遠近	perspektiv	遠近	ADJ;NOM;FEM;SG	N
perspektive	遠近	perspektiv	遠近	ADJ;NOM;FEM;SG	N
perspektive	視点	perspektiv	視点	ADJ;NOM;FEM;SG	N
perspektive	視点	perspektiv	視点	ADJ;NOM;FEM;SG	N
armen	アームス	arm	アームス	ADJ	PROPN
lissabon	リスボン	lissabon	リスボン	PROPN;NOM;SG	PROPN
lokal	地元	lokal	地元	ADJ	N
lokal	地元	lokal	地元	ADJ	N
forscher	研究者	forsch	研究者	ADJ	N
forscher	研究員	forsch	研究員	ADJ	N
forscher	探検	forsch	探検	ADJ	V
forscher	研究者	forsch	研究者	ADJ	N
phänomen	現象	phänom	現象	V;NFIN	N
phänomen	現象	phänom	現象	V;NFIN	N
einkommen	収入	einkommen	収入	V;NFIN	N
einkommen	収入	einkommen	収入	V;NFIN	N
einkommen	所得	einkommen	所得	V;NFIN	N
jährliche	年次	jährlich	年次	ADJ;NOM;FEM;PL	N
produzenten	プロデューサー	produzent	プロデューサー	V;IND;PL;3;PST;FIN	N
produzenten	プロデューサー	produzent	プロデューサー	V;IND;PL;3;PST;FIN	N
produzenten	製造	produzent	製造	V;IND;PL;3;PST;FIN	N
mandat	委任	mandat	委任	N;NOM;SG	V
echt	本物	echt	本物	ADJ	N
echt	正真	echt	正真	ADJ	CONJ
echt	合法	echt	合法	ADJ	N
echt	本当に	echt	本当に	ADJ	ADV
menschliche	ヒト	menschlich	ヒト	ADJ;NOM;FEM;PL	N
menschliche	ヒューマン	menschlich	ヒューマン	ADJ;NOM;FEM;PL	N
menschliche	人間	menschlich	人間	ADJ;NOM;FEM;PL	N
kansas	カンザス	kansas	カンザス	PROPN;NOM;NEUT;SG	PROPN
dunkel	ダーク	dunkel	ダーク	ADJ	N
dunkel	暗闇	dunkel	暗闇	ADJ	N
logik	論理	logik	論理		N
jüngste	最年	jung	最年	ADJ;NOM;FEM;SG	N
aufhebung	廃止	aufhebung	廃止	N;NOM;FEM;SG	V
unabhängigen	インディペンデント	unabhängig	インディペンデント	ADJ	N
partie	lot	partie	lot		PROPN
partie	ロット	partie	ロット		N
partie	バッチ	partie	バッチ		N
freigabe	釈放	freigabe	釈放	N;NOM;FEM;SG	V
mischung	ミキシング	mischung	ミキシング	ADJ	N
mischung	mix	mischung	mix	ADJ	PROPN
mischung	ミックス	mischung	ミックス	ADJ	N
mischung	混ぜる	mischung	混ぜる	ADJ	V
mischung	混合物	mischung	混合物	ADJ	N
mischung	ブレンド	mischung	ブレンド	ADJ	N
geschäft	取引	schäfen	取引	N;NOM;NEUT;SG	V
angehörige	親族	angehörig	親族	ADJ;NOM;FEM;PL	N
angehörige	親戚	angehörig	親戚	ADJ;NOM;FEM;PL	N
pour	注ぐ	pour	注ぐ		V
inc	inc	inc	inc		PROPN
katholisch	カトリック	katholisch	カトリック	ADJ	N
colorado	コロラド	colorado	コロラド	PROPN;NOM;MASC;SG	PROPN
letztendlich	ついに	letztendlich	ついに	ADJ	ADV
letztendlich	やっと	letztendlich	やっと	ADJ	ADV
letztendlich	遂に	letztendlich	遂にる	ADJ	ADV
gotha	ゴータ	gotha	ゴータ	PROPN;NOM;SG	PROPN
opera	opera	opera	opera	PROPN;NOM;SG	PROPN
opera	オペラ	opera	オペラ	PROPN;NOM;SG	PROPN
brasilianischer	ブラジル	brasilianisch	ブラジル	ADJ	PROPN
dichte	密度	dicht	密度	ADJ;NOM;SG	N
abfahrt	降下	abfahren	降下	PROPN	V
abfahrt	終了	abfahren	終了	PROPN	V
abfahrt	exit	abfahren	exit	PROPN	PROPN
abfahrt	出口	abfahren	出口	PROPN	N
abfahrt	出発	abfahren	出発	PROPN	V
abfahrt	下り	abfahren	下り	PROPN	N
male	タイムズ	malen	タイムズ	ADJ	PROPN
gnu	gnu	gnu	gnu	PROPN;NOM;MASC;SG	PROPN
kopie	重	kopie	重		N
kopie	複製	kopie	複製		V
kopie	コピー	kopie	コピー		V
kopie	レプリカ	kopie	レプリカ		N
kopie	コピー	kopie	コピー		V
kopie	部数	kopie	部数		N
östliche	東部	östlich	東部	ADJ;NOM;FEM;PL	PROPN
zeichnete	ドリュー	zeichnen	ドリュー	V;IND;SG;3;PST;FIN	PROPN
danzig	グダニスク	danzig	グダニスク	PROPN;NOM;MASC;SG	PROPN
bevölkerungsdichte	密度	bevölkerungsdichte	密度	ADJ;NOM;FEM;SG	N
experten	エキスパート	expert	エキスパート	V;IND;PL;3;FIN	N
experten	プロフェッショナル	expert	プロフェッショナル	V;IND;PL;3;FIN	N
ralph	ラルフ	ralph	ラルフ	PROPN;SG	PROPN
liberalen	リベラル	liberal	リベラル	ADJ;PL	N
nachfrage	需要	nachfrage	需要		N
nachfrage	催告	nachfrage	催告		V
normal	ノーマル	normal	ノーマル	ADJ	N
alternativ	オルタナティブ	alternativ	オルタナティブ	ADJ	PROPN
alternativ	代替	alternativ	代替	ADJ	V
vorübergehend	transient	vorübergehend	transient	ADJ	PROPN
reform	改革	reform	改革		V
reform	改革	reform	改革		V
reform	革新	reform	革新		V
reform	リフォーム	reform	リフォーム		N
institution	制度	institution	制度		N
institution	施設	institution	施設		N
institution	機関	institution	機関		N
reiter	馬術	reiter	馬術	ADJ	N
reiter	ライダー	reiter	ライダー	ADJ	PROPN
mond	ムーン	mond	ムーン	PROPN;NOM;SG	N
verfasser	作家	verfasser	作家		N
verfasser	ライター	verfasser	ライター		N
verfasser	作家	verfasser	作家		N
verfasser	著者	verfasser	著者		N
verfasser	作者	verfasser	作者		N
verfasser	作家	verfasser	作家		N
verfasser	著者	verfasser	著者		N
verfasser	作者	verfasser	作者		N
gas	スロットル	gesen	スロットル		N
gas	気体	gesen	気体		N
gas	ガス	gesen	ガス		N
dozent	講師	dozent	講師	ADJ	N
dozent	講師	dozent	講師	ADJ	N
dozent	インストラクター	dozent	インストラクター	ADJ	N
dozent	教員	dozent	教員	ADJ	N
dozent	教師	dozent	教師	ADJ	N
dozent	先生	dozent	先生	ADJ	N
autos	カーズ	autos	カーズ		N
austausch	インター	austausch	インター		N
austausch	交換	austausch	交換		V
finanzierung	融資	finanzierung	融資	N;NOM;FEM;SG	V
kommandant	司令官	kommandant	司令官	ADJ	N
äußere	外側	äußer	外側	ADJ;NOM;FEM;PL	N
äußere	アウター	äußer	アウター	ADJ;NOM;FEM;PL	N
äußere	外側	äußer	外側	ADJ;NOM;FEM;PL	N
century	世紀	century	世紀	PROPN	N
century	センチュリー	century	センチュリー	PROPN	N
stone	ストーン	stone	ストーン	PROPN;SG	N
töten	キリング	töten	キリング	V;NFIN	PROPN
töten	キル	töten	キル	V;NFIN	PROPN
töten	kill	töten	kill	V;NFIN	PROPN
dna	dna	dna	dna		PROPN
anbau	栽培	anbau	栽培		V
hammer	ハンマー	Hammer	ハンマー	ADJ	N
hammer	ハマー	Hammer	ハマー	ADJ	PROPN
tournee	巡業	tournen	巡業		N
tournee	ツーリング	tournen	ツーリング		N
takt	beat	takt	beat	ADJ	PROPN
takt	ビート	takt	ビート	ADJ	N
takt	ストローク	takt	ストローク	ADJ	N
takt	タクト	takt	タクト	ADJ	PROPN
glaubt	believe	glauben	believe	V;IND;SG;3;PRS;FIN	PROPN
genehmigung	認可	genehmigung	認可	ADJ	V
genehmigung	許可	genehmigung	許可	ADJ	V
genehmigung	許諾	genehmigung	許諾	ADJ	V
genehmigung	同意	genehmigung	同意	ADJ	V
genehmigung	承諾	genehmigung	承諾	ADJ	V
genehmigung	認可	genehmigung	認可	ADJ	V
genehmigung	許諾	genehmigung	許諾	ADJ	V
genehmigung	承認	genehmigung	承認	ADJ	V
ausführlich	詳細	ausführlich	詳細	ADJ	N
ausnahmen	例外	ausnehmen	例外	V;NFIN	N
ausnahmen	免責	ausnehmen	免責	V;NFIN	
administrator	管理	administrator	管理	PROPN	N
administrator	管理人	administrator	管理人	PROPN	N
administrator	管理	administrator	管理	PROPN	N
administrator	管理人	administrator	管理人	PROPN	N
entwicklungen	トレンド	entwicklung	トレンド	V;NFIN	N
entwicklungen	evolution	entwicklung	evolution	V;NFIN	PROPN
verletzung	違反	verletzung	違反	N;FEM;SG	V
verletzung	侵害	verletzung	侵害	N;FEM;SG	V
verletzung	怪我	verletzung	怪我	N;FEM;SG	V
verletzung	怪我	verletzung	怪我	N;FEM;SG	V
verletzung	違反	verletzung	違反	N;FEM;SG	V
eintritt	エントリー	eintreten	エントリー	V;IND;SG;3;PRS;FIN	N
eintritt	エントリ	eintreten	エントリ	V;IND;SG;3;PRS;FIN	N
eintritt	玄関	eintreten	玄関	V;IND;SG;3;PRS;FIN	N
eintritt	入口	eintreten	入口	V;IND;SG;3;PRS;FIN	N
eintritt	入園	eintreten	入園	V;IND;SG;3;PRS;FIN	N
nationaler	国民	national	国民	ADJ	N
nationaler	ナショナル	national	ナショナル	ADJ	PROPN
roy	ロイ	roy	ロイ	PROPN;NOM;MASC;SG	PROPN
gottlieb	ゴットリーブ	gottlei	ゴットリーブ	PROPN;NOM;SG	PROPN
girl	ガール	gerlen	ガール		N
girl	少女	gerlen	少女		N
girl	女	gerlen	女		N
spektrum	スペクトル	spektrum	スペクトル	ADJ	N
erben	相続	erben	相続		V
erben	相続	erben	相続		V
erben	継承	erben	継承		V
offiziere	役員	offizieren	役員		N
viktor	ヴィクター	viktor	ヴィクター	PROPN;NOM;MASC;SG	PROPN
viktor	ビクター	viktor	ビクター	PROPN;NOM;MASC;SG	PROPN
viktor	ビクトル	viktor	ビクトル	PROPN;NOM;MASC;SG	PROPN
installiert	インストール	installieren	インストール	V;V.PTCP	N
installiert	インストール	installieren	インストール	V;V.PTCP	N
round	ラウンド	round	ラウンド		N
round	round	round	round		PROPN
round	丸い	round	丸く		ADJ
mobile	モバイル	mobil	モバイル	ADJ;NOM;FEM;PL	PROPN
marketing	マーケティング	marketing	マーケティング	ADJ	N
kap	ケープ	kopmen	ケープ		PROPN
projekten	プロジェクト	projekt	プロジェクト	V;IND;PL;3;PST;FIN	N
stadium	スタジアム	stadium	スタジアム	ADJ	N
donald	ドナルド	donald	ドナルド	PROPN;NOM;MASC;SG	PROPN
regelmäßige	レギュラー	regelmäßig	レギュラー	ADJ;NOM;FEM;PL	N
doppelt	ダブル	doppelt	ダブル	ADJ	N
doppelt	二	doppelt	二	ADJ	NUM
doppelt	二	doppelt	二	ADJ	NUM
doppelt	二	doppelt	二	ADJ	NUM
doppelt	twice	doppelt	twice	ADJ	PROPN
humboldt	フンボルト	humboldt	フンボルト	PROPN;NOM;MASC;SG	PROPN
eier	エッグ	eier	エッグ		N
eier	ボール	eier	ボール		N
eier	エッグ	eier	エッグ		N
oslo	オスロ	oslo	オスロ	PROPN;SG	PROPN
schauen	ルック	schauen	ルック	V;NFIN	N
schauen	外観	schauen	外観	V;NFIN	N
list	ずるい	lesen	ずるい	PROPN;NOM;SG	V
list	カンニング	lesen	カンニング	PROPN;NOM;SG	N
light	軽い	light	軽い	PROPN	ADJ
light	明るい	light	明るい	PROPN	ADJ
light	ライト	light	ライト	PROPN	N
ross	ロス	roß	ロス	PROPN;NOM	N
antrieb	エンジン	antreiben	エンジン	V;IND;SG;3;PST;FIN	N
antrieb	ドライブ	antreiben	ドライブ	V;IND;SG;3;PST;FIN	N
antrieb	ドライブ	antreiben	ドライブ	V;IND;SG;3;PST;FIN	N
urban	アーバン	urban	アーバン		N
jonathan	ジョナサン	jonathan	ジョナサン	PROPN;NOM;MASC;SG	PROPN
memorial	追悼	memorial	追悼		V
memorial	記念碑	memorial	記念碑		N
nelson	ネルソン	nelson	ネルソン	PROPN;NOM;MASC;SG	PROPN
mittelalters	中世	mittelalters	中世		N
iowa	アイオワ	iowa	アイオワ	PROPN;NOM;NEUT;SG	PROPN
reiche	レルム	reichen	レルム	ADJ;NOM;FEM;PL	PROPN
komplex	コンプレックス	komplex	コンプレックス	ADJ	N
komplex	錯体	komplex	錯体	ADJ	N
australian	オーストラリア	australian	オーストラリア	PROPN;SG	PROPN
sächsische	sächsische	sächsisch	sächsische	ADJ;NOM;FEM;PL	PROPN
monument	モニュメント	monument	モニュメント		N
monument	記念碑	monument	記念碑		N
konservativen	保守	konservativ	保守	ADJ;PL	N
schichten	シフト	schicht	シフト	V;NFIN	N
schichten	地層	schicht	地層	V;NFIN	N
ten	tens	ten	tens	PROPN;NOM;SG	PROPN
ten	テン	ten	テン	PROPN;NOM;SG	N
ten	ten	ten	ten	PROPN;NOM;SG	PROPN
khan	ハーン	khan	ハーン	PROPN;NOM;MASC;SG	PROPN
khan	カーン	khan	カーン	PROPN;NOM;MASC;SG	PROPN
tsv	tsv	tsv	tsv	PROPN;NOM;SG	PROPN
schacht	シャフト	schachen	シャフト	ADJ	N
schacht	トレイ	schachen	トレイ	ADJ	N
regen	降雨	rege	降雨	V;NFIN	N
regen	降雨	rege	降雨	V;NFIN	N
mac	mac	Mac	mac		PROPN
mac	マック	Mac	マック		PROPN
feiern	お	feiern	お	V;NFIN	N
feiern	お	feiern	お	V;NFIN	N
feiern	パーティ	feiern	パーティ	V;NFIN	N
feiern	パーティー	feiern	パーティー	V;NFIN	N
feiern	祝賀	feiern	祝賀	V;NFIN	N
feiern	お	feiern	お	V;NFIN	N
fox	キツネ	fox	キツネ	PROPN;NOM;MASC;SG	N
boxer	ボクサー	boxer	ボクサー	ADJ	N
forderung	債権	forderung	債権	ADV	N
forderung	主張	forderung	主張	ADV	V
forderung	取得	forderung	取得	ADV	V
forderung	需要	forderung	需要	ADV	N
forderung	催告	forderung	催告	ADV	V
violine	ヴァイオリン	violin	ヴァイオリン		N
violine	バイオリン	violin	バイオリン		N
clubs	クラブ	club	クラブ		N
erhaltung	保存	erhaltung	保存	N;SG	V
bell	ベル	bell	ベル	PROPN;NOM;MASC;SG	N
herzen	hearts	herzen	hearts		PROPN
herzen	ハーツ	herzen	ハーツ		PROPN
herzen	心臓	herzen	心臓		N
herzen	ハート	herzen	ハート		N
passen	フィット	passen	フィット	V;NFIN	N
passen	fit	passen	fit	V;NFIN	PROPN
litauen	リトアニア	litauen	リトアニア	PROPN;NOM	PROPN
geistlichen	スピリチュアル	geistlich	スピリチュアル	ADJ	N
premier	プレミア	premier	プレミア	PROPN;SG	N
dos	ドス	dos	ドス		N
dos	dos	dos	dos		PROPN
verweis	リファレンス	verweis	リファレンス	V;IND;SG;3;PST;FIN	PROPN
verweis	参考	verweis	参考	V;IND;SG;3;PST;FIN	N
landwirtschaftlichen	農業	landwirtschaftlich	農業	ADJ;NOM;PL	N
verbinden	マージ	verbinden	マージ	V;NFIN	N
verbinden	コネクト	verbinden	コネクト	V;NFIN	N
sperrung	ブロッキング	sperrung	ブロッキング	ADJ	N
schwarzer	ブラック	schwarz	ブラック	ADJ	PROPN
rtl	rtl	rtl	rtl		PROPN
ruhig	静けさ	ruhig	静けさる	ADJ	
planeten	惑星	planen	惑星	V;IND;PL;3;FIN	N
planeten	惑星	planen	惑星	V;IND;PL;3;FIN	N
platzierung	配置	plazierung	配置	N;NOM;FEM;SG	V
platzierung	配置	plazierung	配置	N;NOM;FEM;SG	V
überschrift	見出し	überschreifen	見出し		V
überschrift	キャプション	überschreifen	キャプション		N
überschrift	肩書	überschreifen	肩書		N
überschrift	称号	überschreifen	称号		N
überschrift	タイトル	überschreifen	タイトル		N
überschrift	見出し	überschreifen	見出し		V
überschrift	ヘッダ	überschreifen	ヘッダ		PROPN
überschrift	ヘッダー	überschreifen	ヘッダー		N
just	ちょうど	just	ちょうど	PROPN;NOM;SG	ADV
just	ジャスト	just	ジャスト	PROPN;NOM;SG	PROPN
just	ただ	just	ただ	PROPN;NOM;SG	CONJ
verteidiger	ディフェンダー	verteidiger	ディフェンダー	ADJ	N
artillerie	大砲	artillerie	大砲	ADJ	N
erhöhte	高架	erhöhen	高架	ADJ;NOM;SG	N
steuern	租税	steuern	租税	V;NFIN	N
steuern	租税	steuern	租税	V;NFIN	N
steuern	税金	steuern	税金	V;NFIN	N
steuern	税金	steuern	税金	V;NFIN	N
welle	シャフト	wellen	シャフト		N
welle	サージ	wellen	サージ		N
welle	波動	wellen	波動		N
welle	ウェーブ	wellen	ウェーブ		N
versammlung	組み立て	versammlung	組み立てる	N;NOM;FEM;SG	V
richtlinie	ディレクティブ	richtlinie	ディレクティブ	PROPN	PROPN
richtlinie	指針	richtlinie	指針	PROPN	N
richtlinie	ガイドライン	richtlinie	ガイドライン	PROPN	N
sizilien	シチリア	sizilien	シチリア	PROPN;NOM;SG	PROPN
fifa	fifa	fifa	fifa	PROPN;NOM;SG	PROPN
roma	ロマ	roma	ロマ	PROPN	PROPN
roma	ローマ	roma	ローマ	PROPN	N
ablehnung	拒否	ablehnung	拒否	N;NOM;FEM;SG	V
ablehnung	拒絶	ablehnung	拒絶	N;NOM;FEM;SG	V
ablehnung	拒絶	ablehnung	拒絶	N;NOM;FEM;SG	V
ablehnung	否定	ablehnung	否定	N;NOM;FEM;SG	V
zimmermann	ジマーマン	zimmermann	ジマーマン	PROPN	PROPN
zimmermann	ジマーマン	zimmermann	ジマーマン	PROPN	PROPN
zimmermann	ツィンメルマン	zimmermann	ツィンメルマン	PROPN	PROPN
zimmermann	大工	zimmermann	大工	PROPN	N
kriege	戦争	kriegen	戦争		N
kriege	ウォーズ	kriegen	ウォーズ		PROPN
antragsteller	原告	antragsteller	原告	ADJ	N
antragsteller	申請者	antragsteller	申請者	ADJ	N
antragsteller	志願	antragsteller	志願	ADJ	N
melden	レポート	melden	レポート	V;NFIN	N
elektronische	エレクトロニック	elektronisch	エレクトロニック	ADJ;NOM;FEM;PL	PROPN
tiefen	深度	tief	深度	V;NFIN	N
tiefen	奥行き	tief	奥行き	V;NFIN	N
tiefen	ディープ	tief	ディープ	V;NFIN	N
tiefen	深い	tief	深い	V;NFIN	ADJ
nikolai	ニコライ	nikolai	ニコライ	PROPN;NOM;MASC;SG	PROPN
nikolai	ニコラス	nikolai	ニコラス	PROPN;NOM;MASC;SG	PROPN
stock	スティック	stock	スティック	PROPN	N
mississippi	ミシシッピ	mississippi	ミシシッピ	PROPN;NOM;SG	PROPN
orf	orf	orf	orf	PROPN;NOM;SG	PROPN
mitgliedschaft	所属	mitgliedschaft	所属	ADJ	V
mitgliedschaft	会員	mitgliedschaft	会員	ADJ	N
circa	年	circa	年		N
santiago	サンティアゴ	santiago	サンティアゴ	PROPN	PROPN
insekten	昆虫	insekt	昆虫	V;NFIN	N
insekten	昆虫	insekt	昆虫	V;NFIN	N
insekten	バグ	insekt	バグ	V;NFIN	N
insekten	不具合	insekt	不具合	V;NFIN	N
mainzer	マインツ	mainzer	マインツ	PROPN	PROPN
unterlagen	ドキュメント	unterliegen	ドキュメント	V;V.PTCP	N
unterlagen	ドキュメンテーション	unterliegen	ドキュメンテーション	V;V.PTCP	N
unterlagen	ドキュメント	unterliegen	ドキュメント	V;V.PTCP	N
unterlagen	書類	unterliegen	書類	V;V.PTCP	N
unterlagen	文書	unterliegen	文書	V;V.PTCP	N
schulz	シュルツ	schulz	シュルツ	PROPN;NOM;SG	PROPN
claudia	クラウディア	claudia	クラウディア	PROPN;NOM;SG	PROPN
tatort	現場	tatort	現場	PROPN	N
tatort	シーン	tatort	シーン	PROPN	N
tatort	場面	tatort	場面	PROPN	N
spaß	楽しい	Spaß	楽しい	N	ADJ
spaß	冗談	Spaß	冗談	N	
spaß	冗談	Spaß	冗談	N	
landwirtschaftliche	農業	landwirtschaftlich	農業	ADJ;NOM;FEM;PL	N
vorläufer	先駆	vorläufer	先駆	ADJ	V
vorläufer	前身	vorläufer	前身	ADJ	N
vorläufer	前身	vorläufer	前身	ADJ	N
tennessee	テネシー	tennessee	テネシー	PROPN;NOM;NEUT;SG	PROPN
gen	遺伝子	gen	遺伝子		N
gen	ジーン	gen	ジーン		PROPN
widerspruch	矛盾	widerspruchen	矛盾	N	V
bedenken	関心	bedenken	関心	V;NFIN	N
zuschauern	観客	zuschauern	観客		N
aufenthalt	住居	aufenthalt	住居	ADJ	N
aufenthalt	居所	aufenthalt	居所	ADJ	N
aufenthalt	滞在	aufenthalt	滞在	ADJ	V
aufenthalt	ステイ	aufenthalt	ステイ	ADJ	N
komponenten	コンポーネント	komponent	コンポーネント	V;FIN	N
komponenten	コンポーネント	komponent	コンポーネント	V;FIN	N
walker	ウォーカー	walk	ウォーカー	PROPN;SG	PROPN
privat	非	privat	非	ADJ	N
privat	非	privat	非	ADJ	N
privat	プライベート	privat	プライベート	ADJ	N
profi	プロフェッショナル	profi	プロフェッショナル		N
begegnung	遭遇	begegnung	遭遇		V
begegnung	出会い	begegnung	出会う		V
erschossen	ショット	erschießen	ショット	V;V.PTCP	N
var	var	var	var		PROPN
versuchten	未遂	versuchen	未遂	V;IND;PL;3;PST;FIN	
empire	帝国	empir	帝国	PROPN;NOM;SG	N
empire	帝政	empir	帝政	PROPN;NOM;SG	N
empire	エンパイア	empir	エンパイア	PROPN;NOM;SG	PROPN
tennis	テニス	tennis	テニス		N
hotels	ホテル	hotels	ホテル	ADV	N
hotels	hotels	hotels	hotels	ADV	PROPN
susanne	スーザン	susanne	スーザン	PROPN;NOM;SG	PROPN
robin	ロビン	robin	ロビン	PROPN;NOM;SG	PROPN
haushalte	世帯	haushalt	世帯		N
haushalte	世帯	haushalt	世帯		N
haushalte	予算	haushalt	予算		N
vertrauen	信仰	vertrauen	信仰	V;NFIN	N
vertrauen	信念	vertrauen	信念	V;NFIN	N
vertrauen	フェイス	vertrauen	フェイス	V;NFIN	N
vertrauen	自信	vertrauen	自信	V;NFIN	N
vertrauen	トラスト	vertrauen	トラスト	V;NFIN	PROPN
vertrauen	trust	vertrauen	trust	V;NFIN	PROPN
bier	ビール	bier	ビール		N
bier	ビール	bier	ビール		N
baby	ベイビー	baby	ベイビー		N
baby	赤ちゃん	baby	赤ちゃん		N
baby	ベイブ	baby	ベイブ		PROPN
baby	ベーブ	baby	ベーブ		PROPN
baby	babe	baby	babe		PROPN
worms	ミミズ	worms	ミミズ	PROPN;NOM;MASC;SG	N
berufung	選任	berufung	選任	N	V
berufung	任命	berufung	任命	N	V
berufung	予約	berufung	予約	N	V
berufung	アピール	berufung	アピール	N	V
berufung	抗告	berufung	抗告	N	V
berufung	上告	berufung	上告	N	V
spur	拍車	spur	拍車	N;NOM;FEM;SG	V
märchen	おとぎ	märchen	おとぎ	V;NFIN	N
lieben	dear	lieben	dear	V;FIN	PROPN
lieben	ディア	lieben	ディア	V;FIN	PROPN
lieben	ラヴ	lieben	ラヴ	V;FIN	PROPN
lieben	ラブ	lieben	ラブ	V;FIN	N
lieben	あつい	lieben	あつく	V;FIN	
lösungen	ソリューション	lösungen	ソリューション	V;NFIN	N
lösungen	ソリューション	lösungen	ソリューション	V;NFIN	N
lösungen	溶液	lösungen	溶液	V;NFIN	N
wetter	天候	wetter	天候		V
wetter	天気	wetter	天気		N
wetter	気象	wetter	気象		N
freitag	金曜日	freitagen	金曜日	ADV	N
freitag	フライデー	freitagen	フライデー	ADV	PROPN
freitag	金曜日	freitagen	金曜日	ADV	N
freitag	金曜	freitagen	金曜	ADV	N
cds	cd	cds	cd		N
irak	イラク	irak	イラク	PROPN;NOM;MASC;SG	PROPN
irak	イラク	irak	イラク	PROPN;NOM;MASC;SG	PROPN
jordan	ヨルダン	jordan	ヨルダン	PROPN;NOM;MASC;SG	PROPN
jordan	ジョーダン	jordan	ジョーダン	PROPN;NOM;MASC;SG	PROPN
ian	イアン	ian	イアン	PROPN;NOM;MASC;SG	PROPN
überprüfen	認証	überprüfen	認証	V;NFIN	N
überprüfen	レビュー	überprüfen	レビュー	V;NFIN	N
überprüfen	審査	überprüfen	審査	V;NFIN	N
evolution	進化	evolution	進化	PROPN	V
evolution	evolution	evolution	evolution	PROPN	PROPN
dead	デッド	dead	デッド	PROPN;NOM;SG	PROPN
schwaben	シュヴァーベン	schwaben	シュヴァーベン	PROPN	PROPN
ausgrabungen	掘削	ausgrabung	掘削	N;NOM;FEM;PL	V
ausgrabungen	発掘	ausgrabung	発掘	N;NOM;FEM;PL	V
ausgrabungen	発掘	ausgrabung	発掘	N;NOM;FEM;PL	V
forderungen	債権	forderung	債権	V;NFIN	N
überreste	残り	überrest	残り	ADJ	N
überreste	残党	überrest	残党	ADJ	N
internetseite	ウェブ	internetseite	ウェブ	ADJ	N
internetseite	ウェブページ	internetseite	ウェブページ	ADJ	N
islamischen	イスラム	islamisch	イスラム	ADJ;NOM;MASC;PL	N
informatik	コンピューター	informatik	コンピューター	PROPN	N
informatik	コンピュータ	informatik	コンピュータ	PROPN	N
informatik	コンピューター	informatik	コンピューター	PROPN	N
informatik	コンピュータ	informatik	コンピュータ	PROPN	N
informatik	コンピューティング	informatik	コンピューティング	PROPN	N
grube	ピット	grab	ピット		PROPN
linker	左側	link	左側	ADJ	N
zeile	直線	zeilen	直線		N
