את	te	את	te	PART;ACC	V;DEF;IND;SG;1;PRS;FIN;ACT
פולק	pollack	פולק	pollac	PROPN	
פולק	polk	פולק	polk	PROPN	
משתרע	kiterjed	השתרע	kiterjed	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
משתרע	kiterjeszti	השתרע	kiterjeszti	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
בכוונה	szándékosan	בכוונה	szándékos		ADJ;FRML;SG
בכוונה	szándékosan	בכוונה	szándékos		ADJ;FRML;SG
עפר	kosz	עפר	kosz		N;NOM;SG
מוסמך	minősített	מוסמך	minősít	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוסמך	képzett	מוסמך	képzett	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוסמך	képesített	מוסמך	képesít	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוסמך	engedélyezett	מוסמך	engedélyezett	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוסמך	engedélyezve	מוסמך	engedélyezve	V;MASC;SG;V.PTCP;PASS	ADV;V.CVB
מוסמך	hitelesített	מוסמך	hitelesít	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוסמך	minősített	מוסמך	minősít	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוסמך	tanúsított	מוסמך	tanúsított	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוסמך	igazolt	מוסמך	igazolt	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הכותל	wall	הכותל	wall	ADV	
הכותל	fali	הכותל	fali	ADV	N;NOM;SG
הכותל	falat	הכותל	fal	ADV	
הכותל	fal	הכותל	fal	ADV	N;NOM;SG
התקן	berendezés	התקן	berendezés		N;NOM;SG
התקן	szerkezet	התקן	szerkezet		N;NOM;SG
התקן	eszköz	התקן	eszköz		N;NOM;SG
התקן	készülék	התקן	készülék		N;NOM;SG
התקן	telepítés	התקן	telepítés		N;NOM;SG
התקן	telepíteni	התקן	telepít		V;NFIN;ACT
התקן	telepítése	התקן	telepítés		N;NOM;SG
דווח	jelentést	דווח	jelentés	PROPN	N;ACC;SG
דווח	jelentés	דווח	jelentés	PROPN	N;NOM;SG
דווח	beszámoló	דווח	beszámoló	PROPN	ADJ;NOM;SG
המעגל	kör	המעגל	kör	PROPN	N;NOM;SG
המעגל	kört	המעגל	kör	PROPN	N;ACC;SG
סיימון	simon	סיימון	simon	PROPN	
אמיתית	real	אמיתי	real	ADV	
אמיתית	valós	אמיתי	valós	ADV	ADJ;NOM;SG
אמיתית	igazi	אמיתי	igazi	ADV	
אמיתית	valódi	אמיתי	valódi	ADV	
מוזמנים	meghívott	הוזמן	meghívott	V;MASC;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוזמנים	meghívva	הוזמן	meghívva	V;MASC;PL;V.PTCP;PASS	ADV;V.CVB
מגדיר	meghatározó	הגדיר	meghatározó	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
מגדיר	meghatározza	הגדיר	meghatároz	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
הרפתקאות	kalandjai	הרפתקאות	kaland	N;FEM;SG	N;NOM;PL
הרפתקאות	kalandok	הרפתקאות	kaland	N;FEM;SG	N;NOM;PL
הרפתקאות	kalandok	הרפתקאות	kaland	N;FEM;SG	N;NOM;PL
נובה	nova	נובה	nova	PROPN	
מדידה	mérési	מדידה	mérési	N;FEM;SG	ADJ;NOM;SG
מדידה	mérték	מדידה	mér	N;FEM;SG	
מוצרט	mozart	מוצרט	mozart	PROPN	
הפגנות	tüntetés	הפגנה	tüntetés	N;FEM;PL	N;NOM;SG
הגיוני	méltányos	הגיון	méltányos	V;PL;1;PST;ACT	N;NOM;SG
הגיוני	ésszerű	הגיון	ésszerű	V;PL;1;PST;ACT	
הגיוני	logikai	הגיון	logikai	V;PL;1;PST;ACT	N;NOM;SG
הגיוני	logikus	הגיון	logikus	V;PL;1;PST;ACT	
בלוז	blues	בלוז	blues	PROPN	N;NOM;SG
רציני	komoly	רציני	komoly	ADJ;MASC;SG	
רציני	súlyos	רציני	súlyos	ADJ;MASC;SG	
תביעה	vád	תביעה	vád	N;FEM;SG	
נגרם	előidézett	נגרם	előidézett	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נגרם	okozta	נגרם	okoz	V;MASC;SG;3;PST;MID	V;DEF;IND;SG;3;PST;FIN;ACT
נגרם	okozott	נגרם	okoz	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נקבה	nőnemű	נקבה	nőnemű	PROPN	
נקבה	nő	נקבה	nő	PROPN	N;NOM;SG
נקבה	női	נקבה	női	PROPN	
נקבה	nőstény	נקבה	nőstény	PROPN	N;NOM;SG
אושוויץ	auschwitz	אושוויץ	auschwitz	PROPN	
מגבלות	korlátozás	מגבלה	korlátozás	N;FEM;PL	
מגבלות	korlátozás	מגבלה	korlátozás	N;FEM;PL	
שומן	zsírok	שומן	zsír	N;MASC;SG	N;NOM;PL
שומן	fat	שומן	fat	N;MASC;SG	
שומן	kövér	שומן	kövér	N;MASC;SG	
העתק	másolat	העתק	másolat		N;NOM;SG
העתק	másolatot	העתק	másolat		N;ACC;SG
העתק	másolat	העתק	másolat		N;NOM;SG
לין	lynn	לין	lynn	PROPN	
לין	lin	לין	lin	PROPN	
לין	lyn	לין	lyn	PROPN	
לין	lynne	לין	lynne	PROPN	
דתיות	vallásos	דתי	vallásos	ADJ;FEM;PL	
דתיות	vallás	דתי	vallás	ADJ;FEM;PL	N;NOM;SG
דתיות	vallási	דתי	vallási	ADJ;FEM;PL	ADJ;NOM;SG
בליווי	kísérte	בליווי	kísér		V;DEF;IND;SG;3;PST;FIN;ACT
מחול	dance	מחול	dance	PROPN	
מחול	tánc	מחול	tánc	PROPN	N;NOM;SG
מחול	táncolj	מחול	táncol	PROPN	V;DEF;IND;SG;3;PRS;FIN;ACT
מחול	táncolni	מחול	táncol	PROPN	V;NFIN;ACT
כתיב	helyesírás	כתיב	helyesírás		N;NOM;SG
החבר	barátja	החבר	barát		N;NOM;SG
החבר	barát	החבר	bara		N;NOM;SG
דיבור	beszél	דיבור	beszél	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
דיבור	beszélő	דיבור	beszélő	N;MASC;SG	ADJ;NOM;SG
האביב	tavaszi	האביב	tavaszi	V;MASC;SG;3;PST;ACT	
האביב	tavasz	האביב	tavasz	V;MASC;SG;3;PST;ACT	N;NOM;SG
שה	sha	שה	sha	CONJ	
גוטמן	gutman	גוטמן	gutman	PROPN	
מוכנים	kész	מוכן	kész	ADJ;MASC;PL	
הופמן	hoffmann	הופמן	hoffmann	PROPN	
הופמן	hoffman	הופמן	hoffman	PROPN	
מקדם	együttható	מקדם	együttható	N;MASC;SG	ADJ;NOM;SG
מקדם	szervező	מקדם	szervező	N;MASC;SG	
ההסתברות	valószínűség	ההסתברות	valószínűség	N;FEM;SG	
להדגיש	kiemelés	הדגיש	kiemelés	V;NFIN;ACT	N;NOM;SG
הורוביץ	horowitz	הורוביץ	horowitz	PROPN	
משלב	kombinálni	שילב	kombinál	N;MASC;SG	V;NFIN;ACT
התחלה	start	התחלה	start	N;FEM;SG	
התחלה	kezdeni	התחלה	kezd	N;FEM;SG	V;NFIN;ACT
התחלה	kezdetek	התחלה	kezdet	N;FEM;SG	N;NOM;PL
יופי	jó	יופי	jó	PROPN	
נכונות	igaz	נכונות	igaz	N;FEM;SG	
נכונות	igazi	נכונות	igazi	N;FEM;SG	
טביליסי	tbiliszi	טביליסי	tbiliszi	PROPN	
ורדי	verdi	ורדי	verdi	PROPN	
ייחודיים	egyedülálló	ייחודי	egyedülálló	ADJ;MASC;PL	
ייחודיים	páratlan	ייחודי	páratlan	ADJ;MASC;PL	
ייחודיים	egyedi	ייחודי	egyedi	ADJ;MASC;PL	
אנדר	ander	אנדר	ander	PROPN	
אנדר	ender	אנדר	ender	PROPN	
דיסק	korong	דיסק	korong	PROPN	
דיסק	lemez	דיסק	lemez	PROPN	N;NOM;SG
דיסק	lemezt	דיסק	lemez	PROPN	N;ACC;SG
דיסק	korong	דיסק	korong	PROPN	
דיסק	lemez	דיסק	lemez	PROPN	N;NOM;SG
דיסק	lemezt	דיסק	lemez	PROPN	N;ACC;SG
יפנית	japán	יפני	japán	PROPN	
יפנית	japánok	יפני	japán	PROPN	N;NOM;PL
נעצרו	letartóztatott	נעצר	letartóztatott	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נעצרו	letartóztatták	נעצר	le+tartózik	V;PL;3;PST;MID	V;DEF;IND;PL;3;PST;FIN;ACT
השלמת	befejeződött	השלמה	befejeződik	N;PSSD;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
השלמת	elkészült	השלמה	elkészült	N;PSSD;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
השלמת	befejezett	השלמה	befejezett	N;PSSD;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
חסן	hassan	חסן	hat	PROPN	
חסן	hasan	חסן	hasan	PROPN	
הראייה	látvány	הראייה	látvány	PROPN	N;NOM;SG
הראייה	látás	הראייה	látás	PROPN	N;NOM;SG
שאל	kérdezte	שאל	kérdez	N;MASC;SG	V;DEF;IND;SG;3;PST;FIN;ACT
שאל	kérdezett	שאל	kérdezett	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
שאל	kérte	שאל	kér	N;MASC;SG	V;DEF;IND;SG;3;PST;FIN;ACT
שאל	kérdeztem	שאל	kérdez	N;MASC;SG	V;DEF;IND;SG;1;PST;FIN;ACT
ניצולי	túlélő	ניצול	túlélő	PROPN	ADJ;NOM;SG
ניצולי	túlélők	ניצול	túlélő	PROPN	N;NOM;PL
התקווה	remélem	התקווה	remél	N	
מינור	kisebb	מינור	kis	N;MASC;SG	ADJ;NOM;CMPR;SG
ייצג	képviselt	ייצג	képvisel	V;MASC;SG;3;PST;ACT	
גול	gól	גול	gól	PROPN	N;NOM;SG
גול	cél	גול	cél	PROPN	N;NOM;SG
בתקווה	remélhetőleg	בתקווה	remélhető		ADJ;FRML;SG
התפשטות	terjed	התפשטות	terjed	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
וקטור	vektor	וקטור	vektor	PROPN	N;NOM;SG
פיט	pete	פיט	pete	PROPN	
פיט	pitt	פיט	pitt	PROPN	PROPN;NOM;SG
סאן	napsütés	סאן	napsütés	PROPN	N;NOM;SG
סאן	sun	סאן	sun	PROPN	
סאן	nap	סאן	nap	PROPN	N;NOM;SG
סאן	napfény	סאן	napfény	PROPN	N;NOM;SG
סאן	szan	סאן	szan	PROPN	
סאן	san	סאן	san	PROPN	
סאן	sen	סאן	sen	PROPN	
בקשות	kéri	בקשה	kéri	N;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
השטן	sátán	השטן	sátán		N;NOM;SG
קונגו	kongói	קונגו	kongói	PROPN	
בקרוב	nemsokára	בקרוב	nemsoka	ADV	N;ON+ALL;SG
ממלא	töltelék	מילא	töltelék	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
ממלא	kitölti	מילא	kitölt	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
ממלא	betölti	מילא	be+tölt	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
ממלא	tölt	מילא	tölt	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
תורם	hozzájáruló	תרם	hozzájáruló	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
תורם	közreműködő	תרם	közreműködő	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
תורם	donor	תרם	donor	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
תורם	adományoz	תרם	adományoz	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
מלאכותית	mesterséges	מלאכותי	mesterséges	ADV	ADJ;NOM;SG
הגדרות	beállítás	הגדרה	beállítás	N;FEM;PL	N;NOM;SG
הגדרות	csapda	הגדרה	csapda	N;FEM;PL	N;NOM;SG
התחלת	kezdődött	התחלה	kezdődik	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
התחלת	kezdte	התחלה	kezd	N;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
התחלת	elkezdődött	התחלה	elkezdődik	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
הקיסרית	császárnő	הקיסרית	császárnő	PROPN	N;NOM;SG
רמז	tipp	רמז	tipp		N;NOM;SG
רמז	nyom	רמז	nyom		V;INDF;IND;SG;3;PRS;FIN;ACT
פחם	szén	פחם	szén	PROPN	N;NOM;SG
פחם	szenet	פחם	szenet	PROPN	N;ACC;SG
פחם	faszén	פחם	faszén	PROPN	N;NOM;SG
עיצור	mássalhangzó	עיצור	mássalhangzó	PROPN	N;NOM;SG
סמי	sammy	סם	sammy	PROPN	PROPN;NOM;SG
תלות	eltartott	תלות	eltartott	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
תלות	függő	תלות	függő	N;FEM;SG	
עצב	ideg	עצב	ideg		N;NOM;SG
עצב	idegek	עצב	ideg		N;NOM;PL
עצב	bánat	עצב	bánat		N;NOM;SG
עצב	szomorúság	עצב	szomorúság		N;NOM;SG
ראיה	bizonyítékok	ראייה	bizonyítékok	N;FEM;SG	N;NOM;PL
תרשים	diagram	תרשים	diagram		N;NOM;SG
תרשים	ábra	תרשים	áb		N;NOM;SG
תרשים	diagram	תרשים	diagram		N;NOM;SG
עופרת	vezet	עפר	vezet	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
מוצב	helyőrség	הוצב	helyőrség	V;MASC;SG;V.PTCP;PASS	N;NOM;SG
מוצב	állomásozik	הוצב	állomásozik	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PRS;FIN;ACT
תווים	jegyzet	תווים	jegyzet	N;MASC;PL	N;NOM;SG
קונסטנטין	konsztantyin	קונסטנטין	konsztantyin	PROPN	
קונסטנטין	constantine	קונסטנטין	constantine	PROPN	N;NOM;SG
קונסטנטין	constantin	קונסטנטין	constant	PROPN	
אסיסטים	segíti	אסיסט	segíti	N;MASC;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
רובינסון	robinson	רובינסון	robins	PROPN	
במוסד	intézetben	במוסד	intézet	ADV	N;IN+ESS;SG
רעב	éhes	רעב	éhes	N;MASC;SG	
מוח	agya	מוח	agya		N;NOM;SG
נחש	kígyó	נחש	kígyó		N;NOM;SG
נחש	kígyó	נחש	kígyó		N;NOM;SG
זמרי	énekesek	זמר	énekes	PROPN	N;NOM;PL
שארית	maradvány	שארית	maradvány	ADV	N;NOM;SG
שארית	maradék	שארית	maradék	ADV	
שארית	maradvány	שארית	maradvány	ADV	N;NOM;SG
למקומות	helyszínek	למקום	helyszín		N;NOM;PL
למקומות	helyek	למקום	hely		N;NOM;PL
שווי	sapka	שווי	sapka		N;NOM;SG
שווי	érdemes	שווי	érdemes		ADJ;NOM;SG
מכוסה	fedett	מכוסה	fedett	ADJ;MASC;SG	
מכוסה	lefedett	מכוסה	lefed	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מכוסה	fedezett	מכוסה	fedezett	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מכוסה	borított	מכוסה	borít	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מסוכן	veszélyes	מסוכן	veszélyes	ADJ;MASC;SG	
אדריכל	építészek	אדריכל	építész	N;MASC;SG	N;NOM;PL
עמיר	amir	עמיר	amir	PROPN	
קרדיט	hitel	קרדיט	hitel	PROPN	
קרדיט	kredit	קרדיט	kredi	PROPN	N;NOM;SG
הזנב	farka	הזנב	farka	PROPN	N;NOM;SG
הזנב	farok	הזנב	far	PROPN	N;NOM;SG
הקונפדרציה	államszövetség	הקונפדרציה	államszövetség	PROPN	N;NOM;SG
הקונפדרציה	konföderáció	הקונפדרציה	konföderáció	PROPN	N;NOM;SG
הקונפדרציה	államszövetség	הקונפדרציה	államszövetség	PROPN	N;NOM;SG
הקונפדרציה	konföderációs	הקונפדרציה	konföderációs	PROPN	ADJ;NOM;SG
האריס	harris	האריס	harris	PROPN	
פילוסוף	filozófus	פילוסוף	filozófus	PROPN	N;NOM;SG
מולדובה	moldovai	מולדובה	moldovai	PROPN	N;NOM;SG
מולדובה	moldova	מולדובה	moldova	PROPN	
לקוח	ügyfél	לקוח	ügyfél	N;MASC;SG	
לקוח	vevő	לקוח	vevő	N;MASC;SG	ADJ;NOM;SG
לקוח	vásárlói	לקוח	vásárlói	N;MASC;SG	N;NOM;PL
לקוח	vásárló	לקוח	vásárló	N;MASC;SG	ADJ;NOM;SG
לקוח	ügyfél	לקוח	ügyfél	N;MASC;SG	
בורג	borg	בורג	borg	PROPN	
נייט	nate	נייט	nate	PROPN	
המסה	tömeges	המסה	tömeges	N;FEM;SG	ADJ;NOM;SG
סיביות	bites	סיביות	bites	N;FEM;PL	
סיביות	kicsit	סיביות	kicsi	N;FEM;PL	
ידנית	kézzel	ידני	kéz	ADV	N;INS;SG
ידנית	manuálisan	ידני	manuális	ADV	ADJ;FRML;SG
ידנית	manuális	ידני	manuális	ADV	
זורם	flow	זרם	flow	V;MASC;SG;V.PTCP;ACT	
זורם	áramlik	זרם	áramlik	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
דמשק	damaszkusz	דמשק	damaszkusz	PROPN	
מעביר	átadó	העביר	átadó	V;MASC;SG;V.PTCP;ACT	
מנהלים	kezelők	ניהל	kezelő	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
מנהלים	vezetők	ניהל	vezető	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
מנהלים	adminisztrátorok	ניהל	adminisztrátor	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
הושלם	befejeződött	הושלם	befejeződik	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הושלם	elkészült	הושלם	elkészült	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הושלם	befejezett	הושלם	befejezett	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הושלם	komplett	הושלם	komplett	V;MASC;SG;3;PST;PASS	
הושלם	teljes	הושלם	teljes	V;MASC;SG;3;PST;PASS	
הושלם	teljessé	הושלם	teljessé	V;MASC;SG;3;PST;PASS	V;DEF;IND;SG;3;PRS;FIN;ACT
קארי	kerry	קארי	kerry	PROPN	
קארי	curry	קארי	curry	PROPN	N;NOM;SG
קארי	carrie	קארי	carrie	PROPN	N;NOM;SG
עכבר	egerek	עכבר	eger	N;MASC;SG	N;NOM;PL
עכבר	eger	עכבר	eger	N;MASC;SG	PROPN;NOM;SG
חזיר	sertéshús	חזיר	sertéshús		N;NOM;SG
חזיר	sonka	חזיר	sonka		N;NOM;SG
חזיר	sonkát	חזיר	sonka		N;ACC;SG
הראשונית	kezdeti	הראשונית	kezdeti	ADV	ADJ;NOM;SG
זית	olajbogyó	זית	olajbogyó		N;NOM;SG
הדמוקרטיה	demokrácia	הדמוקרטיה	demokrácia	PROPN	N;NOM;SG
יוסטון	houston	יוסטון	houst	PROPN	
יוסטון	houstonban	יוסטון	houstonban	PROPN	N;IN+ESS;SG
פיו	fúj	פיו	fúj		V;INDF;IND;SG;3;PRS;FIN;ACT
קרוס	kereszt	קרוס	kereszt	PROPN	N;NOM;SG
קרוס	cross	קרוס	cross	PROPN	
קרוס	keresztbe	קרוס	keresztbe	PROPN	
נישואין	házasság	נישואין	házasság	N;MASC;PL	N;NOM;SG
נישואין	házasságot	נישואין	házasság	N;MASC;PL	N;ACC;SG
מציעה	kínál	הציע	kínál	V;FEM;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
טיוטה	tervezet	טיוטה	tervezet	N;FEM;SG	
דיג	halászati	דיג	halászati	N;MASC;SG	ADJ;NOM;SG
חופשיים	ingyenes	חופשי	ingyenes	ADJ;MASC;PL	
חופשיים	ingyen	חופשי	ingyen	ADJ;MASC;PL	
חופשיים	free	חופשי	free	ADJ;MASC;PL	
חופשיים	szabad	חופשי	szabad	ADJ;MASC;PL	
משחקת	játszik	משחקה	játszik	V;FEM;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
משחקת	játszom	משחקה	játszik	V;FEM;SG;V.PTCP;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
הליכה	sétálni	הליכה	sétál	N;FEM;SG	V;NFIN;ACT
הליכה	sétál	הליכה	sétál	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
הליכה	gyalog	הליכה	gyalog	N;FEM;SG	
הליכה	túrázni	הליכה	túráz	N;FEM;SG	V;NFIN;ACT
הליכה	gyalog	הליכה	gyalog	N;FEM;SG	
הליכה	járni	הליכה	jár	N;FEM;SG	V;NFIN;ACT
בוסניה	bosznia	בוסניה	bosznia	PROPN	N;NOM;SG
בוסניה	boszniai	בוסניה	boszniai	PROPN	ADJ;NOM;SG
בצל	hagyma	בצל	hagyma		N;NOM;SG
בצל	hagymát	בצל	hagyma		N;ACC;SG
בצל	hagyma	בצל	hagyma		N;NOM;SG
בצל	hagymát	בצל	hagyma		N;ACC;SG
כתובה	megírva	כתוב	megírva	N;FEM;SG	ADV;V.CVB
כתובה	írásbeli	כתוב	írásbeli	N;FEM;SG	ADJ;NOM;SG
כתובה	írta	כתוב	ír	N;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
כתובה	írott	כתוב	írott	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מסתבר	látszólag	הסתבר	látszólag	V;MASC;SG;V.PTCP	
אנדי	andy	אנדי	andy	PROPN	
דניס	denise	דניס	denise	PROPN	PROPN;NOM;SG
דניס	dennis	דניס	dennis	PROPN	
דניס	denis	דניס	denis	PROPN	
זוכים	győztesek	זכה	győztes	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
זוכים	nyertesek	זכה	nyertes	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
איטי	lassú	איטי	lassú	ADJ;MASC;SG	
שנקבע	eltökélt	שנקבע	eltökélt		V;INDF;IND;SG;3;PST;FIN;ACT
שנקבע	határozott	שנקבע	határoz		V;INDF;IND;SG;3;PST;FIN;ACT
שנקבע	meghatározott	שנקבע	meghatározott		V;INDF;IND;SG;3;PST;FIN;ACT
שנקבע	meghatározva	שנקבע	meghatározva		ADV;V.CVB
תסריט	forgatókönyv	תסריט	forgatókönyv	N;MASC;SG	N;NOM;PL
תסריט	forgatókönyvet	תסריט	forgatókönyv	N;MASC;SG	N;NOM;PL
תסריט	forgatókönyv	תסריט	forgatókönyv	N;MASC;SG	N;NOM;PL
תסריט	forgatókönyvet	תסריט	forgatókönyv	N;MASC;SG	N;NOM;PL
מתמטיקאי	matematikusok	מתמטיקני	matematikus	N;MASC;SG	N;NOM;PL
ברנרד	bernard	ברנרד	bernard	PROPN	
בקרה	vezérlő	בקרה	vezérlő	N;FEM;SG	ADJ;NOM;SG
בקרה	ellenőrzési	בקרה	ellenőrzési	N;FEM;SG	ADJ;NOM;SG
פוגע	bántó	פגע	bántó	V;V.PTCP	
נפשות	lelkünk	נפש	lelk	N;FEM;PL	N;NOM;SG
נפשות	lelkük	נפש	lelk	N;FEM;PL	N;NOM;SG
ענן	felhő	ענן	felhő		N;NOM;SG
מאדים	marson	מאדים	marson	PROPN	N;NOM;SG
מאדים	mars	מאדים	mars	PROPN	
סידור	megegyezés	סידור	megegyezés	N;MASC;SG	
סידור	egyezség	סידור	egyezség	N;MASC;SG	
וילה	villa	וילה	villa	N;FEM;SG	
מוגבלות	limited	מוגבל	limited	N;FEM;SG	
מוגבלות	limitált	מוגבל	limitál	N;FEM;SG	
מוגבלות	korlátozott	מוגבל	korlátozott	N;FEM;SG	
מוגבלות	korlátolt	מוגבל	korlátolt	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מוגבלות	korlátozott	מוגבל	korlátozott	N;FEM;SG	
מוגבלות	korlátozottak	מוגבל	korlátozott	N;FEM;SG	V;INDF;IND;PL;3;PST;FIN;ACT
תיירים	turista	תייר	turista	N;MASC;PL	N;NOM;SG
בטיחות	biztonsági	בטיחות	biztonsági	N;FEM;SG	ADJ;NOM;SG
עיקרון	elv	עיקרון	elv	N;MASC;SG	
מחליף	csere	החליף	csere	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
מחליף	cseréje	החליף	csere	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
לילי	lili	לילי	lili	PROPN	
לילי	lilly	לילי	lilly	PROPN	
לילי	lili	לילי	lili	PROPN	
לילי	lily	לילי	lily	PROPN	
לחלופין	alternatívaként	לחלופין	alternatív	ADV	N;ABS;SG
תקדים	precedens	תקדים	precedens	N;MASC;SG	
אדומה	piros	אדום	piros	N;FEM;SG	
אדומה	piroska	אדום	piroska	N;FEM;SG	
אדומה	vörös	אדום	vörös	N;FEM;SG	
תחתית	alul	תחתית	alul	N;FEM;SG	
תחתית	alsó	תחתית	alsó	N;FEM;SG	
גליל	hengeres	גליל	hengeres	N;MASC;SG	
גליל	gurul	גליל	gurul	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
גליל	roll	גליל	roll	N;MASC;SG	
התפלגות	forgalmazási	התפלגות	forgalmazási	N;FEM;SG	ADJ;NOM;SG
דאג	doug	דאג	doug	PROPN	
יקר	kedves	יקר	kedves	ADJ;MASC;SG	
יקר	drága	יקר	drága	ADJ;MASC;SG	
יקר	értékes	יקר	értékes	ADJ;MASC;SG	
יקר	drága	יקר	drága	ADJ;MASC;SG	
יקר	drágák	יקר	drága	ADJ;MASC;SG	N;NOM;PL
יקר	drága	יקר	drága	ADJ;MASC;SG	
רצועות	csík	רצועה	csík	N;FEM;PL	
מתמטית	matematikailag	מתמטי	matematikai	N;FEM;SG	
בלארוס	fehéroroszország	בלארוס	fehéroroszország	PROPN	N;NOM;SG
בלארוס	belarusz	בלארוס	belarusz	PROPN	
בלארוס	fehéroroszország	בלארוס	fehéroroszország	PROPN	N;NOM;SG
בלארוס	belarusz	בלארוס	belarusz	PROPN	
תאגיד	vállalati	תאגיד	vállalati	N;MASC;SG	ADJ;NOM;SG
ליידי	hölgy	ליידי	hölgy	PROPN	
פנסילבניה	pennsylvania	פנסילבניה	pennsylvania	PROPN	V;SG;3;NFIN;ACT
איוואן	ivan	איוואן	ivan	PROPN	PROPN;NOM;SG
איוואן	iván	איוואן	iván	PROPN	
באג	bogár	באג	bogár	PROPN	
באג	poloska	באג	poloska	PROPN	N;NOM;SG
באג	bug	באג	bug	PROPN	N;NOM;SG
הצהריים	dél	הצהריים	dél	N;MASC;DU	
הצהריים	délben	הצהריים	délben	N;MASC;DU	N;IN+ESS;SG
משפיע	érint	השפיע	érint	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
משפיע	érinti	השפיע	érint	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
