експлуатація	utnyttjande	експлуатація	utnyttja	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
спорядження	ryggsäckar	спорядження	ryggsäcka	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
кіото	kyoto	кіото	kyoto	PROPN;INAN;NOM;NEUT;SG	PROPN;NOM
навчальної	handledning	навчальний	handledning	ADJ;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
математичної	matte	математичний	matte	ADJ;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
математичної	matematik	математичний	matematik	ADJ;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
синонім	synonym	синонім	synonym	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
пропонував	bidragit	пропонувати	bidra	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
пропонував	medverkade	пропонувати	medverkad	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
кінематограф	biografer	кінематограф	biograf	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
страв	maträtter	страва	maträtt	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
страв	rätter	страва	rätta	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
страв	tallrikar	страва	tallrik	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
браян	brian	браяна	brian	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
браян	bryan	браяна	bryan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
гільдії	gille	гільдія	gilla	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
рон	rhône	рон	rhône	INTJ	N;NOM;INDF;MASC+FEM;SG
рон	ron	рон	ron	INTJ	PROPN;NOM
схему	ramverk	схем	ramverk	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
схему	schema	схем	schema	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
традиційна	traditionella	традиційний	traditionell	ADJ;NOM;FEM;SG	ADJ;NOM;PL
знайдена	dyrkar	знайдений	dyrka	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;ACT
симон	simon	симон	simon	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
залізний	strykjärn	залізний	strykjärn	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
залізний	iron	залізний	iron	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
залізний	järn	залізний	järn	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
якоб	jakob	якоб	jakob	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
якоб	jacob	якоб	jacob	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
якоб	jakob	якоб	jakob	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
воскресіння	återuppliva	воскресіння	återuppliv	N;INAN;NOM;NEUT;SG	V;IMP;NFIN;ACT
рукописи	manuskript	рукопис	manuskript	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
вихідний	utgående	вихідний	utgående	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
збираються	sammankomst	збиратися	sammankomst	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
збираються	insamling	збиратися	insamling	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
видати	urladdning	видати	urladdning	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
видати	ansvarsfrihet	видати	ansvarsfrihet	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
мовні	språklig	мовний	språklig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
мовні	språkligt	мовний	språklig	ADJ;NOM;PL	ADV
фольклор	folk	фольклор	folk	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;PL
комун	común	комун	común	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
будівельник	byggare	будівельник	byggare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
рання	early	ранній	early	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рання	tidiga	ранній	tidig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
рання	tidigt	ранній	tidig	ADJ;NOM;FEM;SG	ADV
джейсон	jason	джейсон	jason	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
комерційного	reklamfilm	комерційний	reklamfilm	ADJ;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
комерційного	kommersiell	комерційний	kommersiell	ADJ;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
комерційного	kommersiella	комерційний	kommersiell	ADJ;GEN;MASC;SG	ADJ;NOM;PL
комерційного	kommersiellt	комерційний	kommersiell	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;NEUT;SG
юліан	julian	юліан	julian	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
федеральний	federal	федеральний	federal	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
федеральний	federala	федеральний	federal	ADJ;NOM;MASC;SG	ADJ;NOM;PL
тед	ted	тед	ted		PROPN;NOM
польщу	polen	польща	pol	PROPN;INAN;ACC;FEM;SG	PROPN;NOM
керрі	kerry	керрі	kerry	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
керрі	carrie	керрі	carrie	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
польовий	arvense	польовий	arvense	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
віддали	gav	віддати	ge	V;PFV;IND;PL;PST;FIN	V;IMP;PST;FIN;ACT
платівки	records	платівка	records	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
платівки	register	платівка	regist	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
рибу	fisk	риба	fisk	N;ANIM;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рибу	fiska	риба	fisk	N;ANIM;ACC;FEM;SG	V;NFIN;ACT
рибу	fiskar	риба	fisk	N;ANIM;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
оригінал	ursprungliga	оригінал	ursprunglig	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
оригінал	ursprungligt	оригінал	ursprunglig	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
оригінал	originellt	оригінал	originell	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
оригінал	ursprunglig	оригінал	ursprunglig	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
підвищує	ökningar	підвищувати	ökning	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
підвищує	höjningar	підвищувати	höjning	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
тихий	pacific	тихий	pacific	ADJ;NOM;MASC;SG	PROPN;NOM
тихий	stillahavsområdet	тихий	stillahavsområde	ADJ;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
відмова	misslyckad	відмова	misslyckad	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
відмова	misslyckande	відмова	misslycka	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
камер	kameror	камерти	kameror	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
себастьян	sebastián	себастьянин	sebastián	N;ANIM;NOM;MASC;SG	PROPN;NOM
єзуїтів	jesuiterna	єзуїт	jesuit	N;ANIM;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
стелі	tak	стеля	tak	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
постійна	konstanta	постійний	konstant	ADJ;NOM;FEM;SG	ADJ;NOM;PL
постійна	konstant	постійний	konstant	ADJ;NOM;FEM;SG	ADV
євгеній	eugene	євгений	eugene	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
хоп	hop	хоп	hop		N;NOM;INDF;MASC+FEM;SG
підвищити	ökning	підвищити	ökning	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
підвищити	höjning	підвищити	höjning	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
змії	orm	змія	orm	N;ANIM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
змії	ormen	змія	orm	N;ANIM;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
змії	snake	змія	snake	N;ANIM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
безпосередній	omedelbart	безпосередній	omedelbar	ADJ;NOM;MASC;SG	ADV
безпосередній	omedelbara	безпосередній	omedelbar	ADJ;NOM;MASC;SG	ADJ;NOM;PL
партизан	partipolitiskt	партизаний	partipolitisk	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
мільярдів	miljard	мільярд	miljard	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
мільярдів	miljarder	мільярд	miljard	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ельзас	alsace	ельзас	alsace	PROPN;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
завтра	morgondagen	завтра	morgondag		N;NOM;DEF;MASC+FEM;SG
завтра	imorgon	завтра	imorgon		N;NOM;INDF;MASC+FEM;SG
жозеф	joseph	жозеф	joseph	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
жозеф	josef	жозеф	jos	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
зупинка	stoppar	зупинка	stoppa	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
зупинка	stoppa	зупинка	stoppa	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
зупинка	stoppad	зупинка	stoppa	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
зупинка	stoppade	зупинка	stoppa	N;INAN;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
зупинка	slutade	зупинка	sluta	N;INAN;NOM;FEM;SG	V;IND;PST;FIN;ACT
зупинка	stannade	зупинка	stanna	N;INAN;NOM;FEM;SG	V;IND;PST;FIN;ACT
зупинка	slutat	зупинка	sluta	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
зупинка	stanna	зупинка	stanna	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
зупинка	sluta	зупинка	sluta	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
зупинка	stoppa	зупинка	stoppa	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
поліцейських	polismän	поліцейський	polismän	ADJ;ANIM;ACC;PL	N;NOM;INDF;MASC+FEM;PL
поліцейських	poliser	поліцейський	polis	ADJ;ANIM;ACC;PL	N;NOM;INDF;MASC+FEM;PL
дзвін	klockor	дзвін	klocka	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
дзвін	bell	дзвін	bell	N;INAN;NOM;MASC;SG	PROPN;NOM
удари	slag	удар	slag	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
холодний	förkylning	холодний	förkylning	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
холодний	cold	холодний	cold	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
холодний	kyla	холодний	kyla	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
кавалерії	kavalleri	кавалерія	kavalleri	N;INAN;ACC;FEM;PL	N;NOM;INDF;NEUT;SG
кавалерії	kavalleriet	кавалерія	kavallerium	N;INAN;ACC;FEM;PL	N;NOM;DEF;NEUT;SG
сорок	forty	сорок	forty	NUM;NOM	N;NOM;INDF;NEUT;SG
вантажний	godstrafik	вантажний	godstrafik	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
вантажний	frakt	вантажний	frakt	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
вантажний	gods	вантажний	god	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
епізоди	avsnitt	епізод	avsnitt	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
відпочинок	vila	відпочинок	vila	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
липа	tilia	липа	tilia	N;INAN;NOM;FEM;SG	PROPN;NOM
калію	kalium	калія	kalium	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
кінцівок	extremiteter	кінцівка	extremitet	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
цифр	siffror	цифра	siffra	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
змінився	förändrad	змінитися	förändra	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
змінився	ändrat	змінитися	ändra	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
змінився	bytt	змінитися	byta	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
замінено	ersatta	замінити	ersätta	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
замінено	ersatt	замінити	ersatt	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
замінено	utbytt	замінити	utbytt	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
пів	halvt	пів	halv		ADJ;NOM;INDF;NEUT;SG
пів	half	пів	half		N;NOM;INDF;NEUT;SG
пів	hälften	пів	hälft		N;NOM;DEF;MASC+FEM;SG
пів	halva	пів	halv		ADJ;NOM;DEF;SG
пів	halv	пів	halv		ADJ;NOM;INDF;MASC+FEM;SG
спираючись	lutande	спиратися	luta	V;IPFV;PRS;V.CVB	ADJ;NOM;PRS;V.PTCP
подвійний	dubbla	подвійний	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;PL
подвійний	fördubbla	подвійний	fördubbla	ADJ;NOM;MASC;SG	V;NFIN;ACT
подвійний	dubbla	подвійний	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;PL
вирішують	lösa	вирішувати	lösa	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
нараховується	tilldelade	нараховуватися	tilldela	V;IPFV;IND;SG;3;PRS;FIN	V;NOM;PL;PST;V.PTCP
нараховується	tilldelat	нараховуватися	tilldela	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
сортування	sortera	сортування	sortera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
сортування	sortera	сортування	sortera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
розробок	utveckling	розробка	utveckling	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
розробок	utvecklingen	розробка	utveckling	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;SG
десант	angrepp	десант	angrepp	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;PL
більшим	större	більший	stor	ADJ;INS;RL;NEUT;SG	ADJ;NOM;CMPR
місій	uppdrag	місія	uppdrag	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
місій	beskickningar	місія	beskickning	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
путін	putin	путін	putin	N;INAN;NOM;MASC;SG	PROPN;NOM
путін	putins	путін	puti	N;INAN;NOM;MASC;SG	PROPN;GEN
юридичні	rättsligt	юридичний	rättslig	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
юридичні	rättslig	юридичний	rättslig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
юридичні	lagligt	юридичний	laglig	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
труси	kalsonger	труси	kalsong	N;INAN;NOM	N;NOM;INDF;MASC+FEM;PL
труси	trosor	труси	trosa	N;INAN;NOM	N;NOM;INDF;MASC+FEM;PL
труси	trosa	труси	trosa	N;INAN;NOM	N;NOM;INDF;MASC+FEM;SG
труси	trosor	труси	trosa	N;INAN;NOM	N;NOM;INDF;MASC+FEM;PL
труси	boxare	труси	boxare	N;INAN;NOM	N;NOM;INDF;MASC+FEM;PL
пишеться	stava	писатися	stava	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
пишеться	förtrollning	писатися	förtrollning	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
пишеться	besvärjelse	писатися	besvärjelse	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
пишеться	stavar	писатися	stav	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
пишеться	trollformel	писатися	trollformel	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
організували	ordnad	організувати	ordna	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
організували	ordnat	організувати	ordna	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
організували	arrangerat	організувати	arrangerad	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
організували	arrangerade	організувати	arrangera	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
барбара	barbara	барбар	barbar	N;ANIM;NOM;FEM;SG	PROPN;NOM
виняток	undantag	виняток	undantag	ADV	N;NOM;INDF;NEUT;SG
виняток	undantaget	виняток	undantag	ADV	N;NOM;DEF;NEUT;SG
законодавчих	lagstiftande	законодавчий	lagstiftande	ADJ;GEN;PL	ADJ;NOM;PRS;V.PTCP
знижує	minskningar	знижувати	minskning	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
колу	coke	коло	coke		PROPN;NOM
колу	kola	коло	kola		N;NOM;INDF;MASC+FEM;SG
колу	koks	коло	koks		N;NOM;INDF;MASC+FEM;SG
колу	cola	коло	cola		N;NOM;INDF;MASC+FEM;SG
сосни	pines	сосна	pines	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
копіювання	kopiera	копіювання	kopiera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
копіювання	kopiera	копіювання	kopiera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
копіювання	kopierar	копіювання	kopiera	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
подарунок	nuvarande	подарунок	nuvarande	N;INAN;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
буркіна	burkina	буркін	burkin	N;INAN;NOM;FEM;SG	PROPN;NOM
польова	arvense	польова	arvense	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
блиск	skiner	блиска	skina	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
блиск	lysa	блиска	lysa	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
блиск	putsa	блиска	putsa	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
блиск	skina	блиска	skina	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
обстеження	bedömt	обстеження	bedöma	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
обстеження	utvärderas	обстеження	utvärdera	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
обстеження	utvärderade	обстеження	utvärdera	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
обстеження	utvärderades	обстеження	utvärdera	N;INAN;NOM;NEUT;SG	V;IND;PST;FIN;PASS
осип	brik	осип	brik	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
осип	osip	осип	osip	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
продати	sälj	продати	sälj	V;PFV;NFIN	N
помічника	biträdande	помічник	biträdande	N;ANIM;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
помічника	assisterande	помічник	assistera	N;ANIM;ACC;MASC;SG	ADJ;NOM;PRS;V.PTCP
помічника	assistent	помічник	assistent	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
стамбул	istanbul	стамбула	istanbul	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
іноземців	utlänningar	іноземець	utlänning	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
захоплено	invaderade	захоплено	invadera	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
захоплено	invaderat	захоплено	invadera	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
відчуває	sinnena	відчувати	sinne	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;DEF;NEUT;PL
відчуває	sinnen	відчувати	sinne	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;PL
прочитати	läst	прочитати	läsa	V;PFV;NFIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
існуючі	befintligt	існуюча	befintlig	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG
існуючі	befintlig	існуюча	befintlig	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG
електроніка	elektronisk	електроніка	elektronisk	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
електроніка	elektroniskt	електроніка	elektronisk	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
електроніка	elektroniska	електроніка	elektronisk	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
зімбабве	zimbabwe	зімбабве	zimbabwe	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
координації	samordning	координація	samordning	N;INAN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
координації	koordination	координація	koordination	N;INAN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ескадрильї	skvadron	ескадрилья	skvadron	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
дизайнер	designer	дизайнер	design	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
дизайнер	formgivare	дизайнер	formgivare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
партнерів	kompisar	партнер	kompis	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
дощів	regnig	дощ	regnig	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
цинку	zink	цинка	zink	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
судові	domstolen	судовий	domstol	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;SG
судові	revisionsrätten	судовий	revisionsrätt	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;SG
судові	court	судовий	court	ADJ;NOM;PL	PROPN;NOM
судові	domstol	судовий	domstol	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
ленін	lenin	ленін	lenin	N;INAN;NOM;MASC;SG	PROPN;NOM
болгарський	bulgariska	болгарський	bulgarisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
говорили	talande	говорити	tala	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;PRS;V.PTCP
говорили	pratar	говорити	prata	V;IPFV;IND;PL;PST;FIN	V;IND;PRS;FIN;ACT
говорили	pratat	говорити	prata	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
фрукти	frukt	фрукт	frukt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
фрукти	frukt	фрукт	frukt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
марсі	marcy	марсі	marcy	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
міф	myter	міф.	myter	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
партнер	delägare	партнер	delägare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
дельта	delta	дельта	delta		V;IMP;FIN;ACT
чудовий	underbara	чудовий	underbara	ADJ;NOM;MASC;SG	ADJ;NOM;PL
очікування	väntande	очікування	vänta	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
очікування	väntar	очікування	vänta	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
налаштування	fälla	налаштування	fälla	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
налаштування	konfigurera	налаштування	konfigurera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
налаштування	preferenser	налаштування	preferens	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
налаштування	inställningar	налаштування	inställning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
налаштування	konfigurera	налаштування	konfigurera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
налаштування	inställningar	налаштування	inställning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
рушій	motorns	рушія	motor	N;INAN;NOM;MASC;SG	N;GEN;DEF;MASC+FEM;SG
старші	äldre	старший	gammal	ADJ;NOM;RL;PL	ADJ;NOM;CMPR
навички	kompetens	навичка	kompet	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
рядовий	pvt	рядовий	pvt	ADJ;NOM;MASC;SG	V;IMP;FIN;ACT
завдали	orsakade	завдати	orsaka	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
завдали	orsakat	завдати	orsaka	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
зустрічей	möten	зустріч	möt	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
зустрічей	utnämningar	зустріч	utnämning	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
зустрічей	möten	зустріч	möt	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
зустрічей	sammanträden	зустріч	sammanträde	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
едо	edo	едо	edo		PROPN;NOM
порошенко	porosjenko	порошенко	porosjenko	PROPN;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
купити	inköp	купити	inköp	V;PFV;NFIN	N;NOM;INDF;NEUT;PL
купити	köp	купити	köp	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
купити	köpet	купити	köp	V;PFV;NFIN	N;NOM;DEF;NEUT;SG
купити	köp	купити	köp	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
олесь	ales	олесь	ales	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
цивільний	civila	цивільний	civil	ADJ;NOM;MASC;SG	ADJ;NOM;PL
цивільний	civila	цивільний	civil	ADJ;NOM;MASC;SG	ADJ;NOM;PL
потяги	tåg	потяг	tåg	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
доставки	frakt	доставка	frakt	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
доставки	sjöfart	доставка	sjöfart	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
доставки	sjöfarten	доставка	sjöfart	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
