और	та	और	та		CONJ
शूटिंग	стрільби	शूटिंग	стрільба	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
शूटिंग	зйомки	शूटिंग	зйомка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
महिलाएं	леді	महिला	леді	N;NOM;FEM;PL;3	N;ANIM;NOM;FEM;SG
महिलाएं	пані	महिला	пані	N;NOM;FEM;PL;3	N;ANIM;NOM;FEM;SG
महिलाएं	самиць	महिला	самиця	N;NOM;FEM;PL;3	N;ANIM;ACC;FEM;PL
महिलाएं	жінок	महिला	жінка	N;NOM;FEM;PL;3	N;ANIM;ACC;FEM;PL
असंभव	неможлива	असंभव	неможливий		ADJ;NOM;FEM;SG
असंभव	неможливе	असंभव	неможливий		ADJ;NOM;NEUT;SG
असंभव	неможливо	असंभव	неможливо		ADV
बारी	барі	बारी	бар	N;NOM;FEM;SG;3	N;INAN;DAT;MASC;SG
बारी	повернути	बारी	повернути	N;NOM;FEM;SG;3	V;PFV;NFIN
रेसिंग	перегони	रेसिंग	перегона	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
रेसिंग	гонки	रेसिंग	гонка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
रेसिंग	racing	रेसिंग	racing	N;NOM;MASC;SG;3	
विशेषताएँ	функціональність	विशेषता	функціональність	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;SG
विशेषताएँ	спеціальностей	विशेषता	спеціальність	N;NOM;FEM;PL;3	N;INAN;GEN;FEM;PL
आधारभूत	основи	आधारभूत	основа	ADP	N;INAN;NOM;FEM;PL
आधारभूत	основне	आधारभूत	основний	ADP	ADJ;NOM;NEUT;SG
आधारभूत	фундаментальні	आधारभूत	фундаментальний	ADP	ADJ;NOM;PL
कृपा	благодать	कृपा	благодити	PROPN;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
कृपा	милість	कृपा	милість	PROPN;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
ऊतकों	тканинах	ऊतका	тканина	N;ACC;MASC;PL;3	N;INAN;ESS;FEM;PL
वोट	голосуйте	वोट	голосувати	N;NOM;MASC;SG;3	V;IPFV;IMP;PL;2;FIN
वोट	проголосувати	वोट	проголосувати	N;NOM;MASC;SG;3	V;PFV;NFIN
वोट	голосувати	वोट	голосувати	N;NOM;MASC;SG;3	V;IPFV;NFIN
वोट	голоси	वोट	голос	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
वोट	голосів	वोट	голос	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
वोट	голосує	वोट	голосувати	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
ऑस्ट्रिया	австрія	ऑस्ट्रिया	австрія	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;FEM;SG
ऑस्ट्रिया	австрії	ऑस्ट्रिया	австрія	PROPN;NOM;MASC;SG;3	PROPN;INAN;GEN;FEM;SG
समुच्चय	встановити	समुच्चय	встановити	N;NOM;MASC;SG;3	V;PFV;NFIN
समुच्चय	встановлено	समुच्चय	встановити	N;NOM;MASC;SG;3	V;PFV;IND;0;FIN
रग्बी	регбі	रग्बी	регбі	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
धनी	багатший	धनी	багатший	N;NOM;MASC;SG;3	ADJ;NOM;CMPR;MASC;SG
धान	педді	धान	педді	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
मूर	маври	मूर	мавра	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
मूर	мур	मूर	мура	PROPN;NOM;MASC;SG;3	
झूठ	лежать	झूठ	лежати		V;IPFV;IND;PL;3;PRS;FIN
झूठ	брехня	झूठ	брехня		N;INAN;NOM;FEM;SG
झूठ	брешуть	झूठ	брехати		V;IPFV;IND;PL;3;PRS;FIN
झूठ	лежить	झूठ	лежати		V;IPFV;IND;SG;3;PRS;FIN
झूठ	брехня	झूठ	брехня		N;INAN;NOM;FEM;SG
झूठ	бреше	झूठ	брати		V;IPFV;IND;SG;3;PRS;FIN
झूठ	брехні	झूठ	брехня		N;INAN;ACC;FEM;PL
विवेक	сумління	विवेक	сумління	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विवेक	совісті	विवेक	совість	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;PL
विवेक	совість	विवेक	совість	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
ब्रह्माण्ड	космічні	ब्रह्माण्ड	космічний	N;NOM;MASC;SG;3	ADJ;NOM;PL
बेन	бене	बेन	бена	PROPN;NOM;MASC;SG;3	
बेन	бен	बेन	бен	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
बेन	ben	बेन	ben	PROPN;NOM;MASC;SG;3	
फोर्ड	форд	फोर्ड	форд	PROPN;NOM;MASC;SG;3	
फोर्ड	ford	फोर्ड	ford	PROPN;NOM;MASC;SG;3	
एलिज़ाबेथ	єлизавета	एलिज़ाबेथ	єлизавета	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
एलिज़ाबेथ	елізабет	एलिज़ाबेथ	елізабет	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
एलिज़ाबेथ	єлизавета	एलिज़ाबेथ	єлизавета	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
चीज	сиру	चीज	сир	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
चीज	сири	चीज	сира	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
सीटें	сидіння	सीट	сидіння	N;NOM;FEM;PL;3	N;INAN;NOM;NEUT;SG
जनित	створено	जनित	створити		V;PFV;IND;0;FIN
जनित	створене	जनित	створений		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
जनित	створений	जनित	створений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
जनित	створені	जनित	створений		ADJ;PFV;NOM;PL;V.PTCP;PASS
संरचनाओं	структуралізм	संरचना	структуралізм	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;SG
आपराधिक	кримінальні	आपराधिक	кримінальний	PROPN;NOM;SG;3	ADJ;NOM;PL
आपराधिक	кримінальний	आपराधिक	кримінальний	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
आपराधिक	кримінальне	आपराधिक	кримінальний	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
आपराधिक	злочинець	आपराधिक	злочинець	PROPN;NOM;SG;3	N;ANIM;NOM;MASC;SG
प्रचुर	неймовірні	प्रचुर	неймовірний		ADJ;NOM;PL
आघात	травми	आघात	травма		N;INAN;NOM;FEM;PL
आघात	травма	आघात	травма		N;INAN;NOM;FEM;SG
भाइयों	браття	भाई	браття	N;ACC;MASC;PL;3	N;ANIM;NOM;NEUT;PL
भाइयों	брати	भाई	брат	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
मांसपेशियों	язи	मांसपेशी	яз	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
आज्ञा	вступати	आज्ञा	вступати	N;NOM;FEM;SG;3	V;IPFV;NFIN
बाएं	ліворуч	बाएं	ліворуч	N;NOM;MASC;SG;3	ADV
बाएं	лівий	बाएं	лівий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
बाएं	зліва	बाएं	злів	N;NOM;MASC;SG;3	ADV
उतार	схилення	उतार	схилення	V;SG;ACT	N;INAN;NOM;NEUT;SG
उतार	ebb	उतार	ebb	V;SG;ACT	
प्रदाता	постачальника	प्रदाता	постачальник	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
दानव	giant	दानव	giant	N;NOM;MASC;SG;3	
दानव	велетенська	दानव	велетенський	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
कोमल	ніжний	कोमल	ніжний		ADJ;NOM;MASC;SG
समस्याएं	проблем	समस्या	проблема	N;NOM;FEM;PL;3	N;INAN;GEN;FEM;PL
चढ़ाई	скелелазіння	चढ़ाई	скелелазіння	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
चढ़ाई	лазити	चढ़ाई	лазити	V;PFV;FEM;SG;V.PTCP;ACT	V;IPFV;NFIN
चढ़ाई	сходження	चढ़ाई	сходження	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
चढ़ाई	сходження	चढ़ाई	сходження	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
चढ़ाई	лазити	चढ़ाई	лазити	V;PFV;FEM;SG;V.PTCP;ACT	V;IPFV;NFIN
चढ़ाई	підйом	चढ़ाई	підй	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
चढ़ाई	лізти	चढ़ाई	лізти	V;PFV;FEM;SG;V.PTCP;ACT	V;IPFV;NFIN
चढ़ाई	пішоходів	चढ़ाई	пішохід	V;PFV;FEM;SG;V.PTCP;ACT	N;INAN;GEN;MASC;PL
इंक	inc	इंक	inc	PROPN;NOM;MASC;SG;3	
होल	ями	होल	яма		N;INAN;NOM;FEM;PL
होल	лунка	होल	лунка		N;INAN;NOM;FEM;SG
होल	дірка	होल	дірка		N;ANIM;NOM;FEM;SG
होल	діра	होल	діра		N;INAN;NOM;FEM;SG
विक्रय	продажів	विक्रय	продаж	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
विक्रय	продажі	विक्रय	продаж	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
प्रकारों	прада	प्रकार	прадо	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;SG
आउटपुट	вивести	आउटपुट	вивести	N;NOM;MASC;SG;3	V;PFV;NFIN
आउटपुट	виводу	आउटपुट	вивід	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
पुर्तगाल	португалії	पुर्तगाल	португалія	PROPN;NOM;MASC;SG;3	PROPN;INAN;GEN;FEM;SG
पुर्तगाल	португалія	पुर्तगाल	португалія	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
उपज	виробляють	उपज	виробляти	N;NOM;FEM;SG;3	V;IPFV;IND;PL;3;PRS;FIN
उपज	порції	उपज	порція	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
क्षमा	прощення	क्षमा	прощення		N;INAN;NOM;NEUT;SG
सशक्त	сильних	सशक्त	сильний	ADP	ADJ;GEN;PL
औपनिवेशिक	колоніальна	औपनिवेशिक	колоніальний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
गोविन्द	говінда	गोविन्द	говінда	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
सांख्यिकी	статистикою	सांख्यिकी	статистика	N;NOM;FEM;SG;3	N;INAN;INS;FEM;SG
सांख्यिकी	статистику	सांख्यिकी	статистика	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
सांख्यिकी	статистики	सांख्यिकी	статистика	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
मिस	міс	मिस	мости	PROPN;NOM;FEM;SG;3	
व्यस्त	зайнятість	व्यस्त	зайнятість	ADJ	N;INAN;NOM;FEM;SG
व्यस्त	зайнято	व्यस्त	зайнято	ADJ	V;PFV;IND;0;FIN
रोका	зупинили	रोक	зупинити	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN
रोका	зупинка	रोक	зупинка	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
समझना	взаєморозуміння	समझ	взаєморозуміння	V;MASC;NFIN;ACT	N;INAN;NOM;NEUT;SG
समझना	розуміння	समझ	розуміння	V;MASC;NFIN;ACT	N;INAN;NOM;NEUT;SG
टैंक	танки	टैंक	танка	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
टैंक	танків	टैंक	танок	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
खुशी	радості	खुशी	радість	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;PL
विरूद्ध	проти	विरूद्ध	проти	CONJ	ADV
उपायों	заходи	उपाय	захід	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
पिन	пен	पिन	пен	N;NOM;MASC;SG;3	
पिन	pin	पिन	pin	N;NOM;MASC;SG;3	
पिन	закріпити	पिन	закріпити	N;NOM;MASC;SG;3	V;PFV;NFIN
पिन	пен	पिन	пен	N;NOM;MASC;SG;3	
चट्टान	кручі	चट्टान	круч	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
चट्टान	rock	चट्टान	rock	N;NOM;FEM;SG;3	
चट्टान	пластові	चट्टान	пластовий	N;NOM;FEM;SG;3	ADJ;NOM;PL
चट्टान	скелі	चट्टान	скеля	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
सफर	подорожувати	सफर	подорожувати	N;NOM;MASC;SG;3	V;IPFV;NFIN
सफर	подорожі	सफर	подорож	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सफर	подорожі	सफर	подорож	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अणुओं	молекул	अणु	молекула	N;ACC;MASC;PL;3	N;INAN;GEN;FEM;PL
अणुओं	молекули	अणु	молекула	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;PL
बल्लेबाजी	бити	बल्लेबाजी	бити	N;NOM;FEM;SG;3	V;IPFV;NFIN
प्रजातियां	виді	प्रजाति	вид	N;NOM;FEM;PL;3	N;INAN;DAT;MASC;SG
प्रजातियां	вид	प्रजाति	вид	N;NOM;FEM;PL;3	N;INAN;NOM;MASC;SG
पाना	пана	पा	пан	V;MASC;NFIN;ACT	N;ANIM;ACC;MASC;SG
शैल	скеля	शैल	скеля		N;INAN;NOM;FEM;SG
शैल	рок	शैल	рок		N;INAN;NOM;MASC;SG
शैल	кручі	शैल	круч		N;INAN;NOM;FEM;PL
शैल	rock	शैल	rock		
ईमेल	email	ईमेल	email	N;NOM;FEM;SG;3	
संगत	сумісний	संगत	сумісний		ADJ;NOM;MASC;SG
संगत	сумісні	संगत	сумісний		ADJ;NOM;PL
संगत	сумісна	संगत	сумісний		ADJ;NOM;FEM;SG
अवसाद	депресія	अवसाद	депресія	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
स्तम्भ	стовпчиками	स्तंभ	стовпчик	N;NOM;MASC;SG;3	N;INAN;INS;MASC;PL
स्तम्भ	колонки	स्तंभ	колонка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
स्तम्भ	стовпчиків	स्तंभ	стовпчик	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
स्तम्भ	стовпчики	स्तंभ	стовпчик	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
कॉमिक्स	comics	कॉमिक्स	comics	N;NOM;MASC;SG;3	
कॉमिक्स	комікси	कॉमिक्स	комікс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
हार्डवेयर	обладнанням	हार्डवेयर	обладнання	N;NOM;MASC;SG;3	N;INAN;INS;NEUT;SG
बुध	меркурій	बुध	меркурія	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बुध	ср	बुध	ср.	PROPN;NOM;MASC;SG;3	
मरीज	пацієнт	मरीज	пацієнт	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
मरीज	пацієнта	मरीज	пацієнт	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;SG
इंडियाना	індіана	इंडियाना	індіаний	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
सम्भावना	притягнути	सम्भावना	притягнути	N;NOM;FEM;SG;3	V;PFV;NFIN
क्षैतिज	горизонтальний	क्षैतिज	горизонтальний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
क्षैतिज	горизонтальна	क्षैतिज	горизонтальний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
क्षैतिज	горизонтальне	क्षैतिज	горизонтальний	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
क्षैतिज	горизонтально	क्षैतिज	горизонтально	N;NOM;MASC;SG;3	ADV
क्षैतिज	horizon	क्षैतिज	horizon	N;NOM;MASC;SG;3	
महमूद	махмуд	महमूद	махмуд	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
महमूद	махмуд	महमूद	махмуд	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
डबल	дабл	डबल	дабл		
डबल	двічі	डबल	двічі		ADV
डबल	дубль	डबल	дубль		N;INAN;NOM;MASC;SG
डबल	подвійна	डबल	подвійний		ADJ;NOM;FEM;SG
डबल	подвійний	डबल	подвійний		ADJ;NOM;MASC;SG
डबल	подвійне	डबल	подвійний		ADJ;NOM;NEUT;SG
ड्रम	ударні	ड्रम	ударня	N;NOM;MASC;SG;3	ADJ;NOM;PL
ड्रम	барабани	ड्रम	барабан	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
अस्पष्ट	неоднозначний	अस्पष्ट	неоднозначний		ADJ;NOM;MASC;SG
अस्पष्ट	незрозуміле	अस्पष्ट	незрозуміле		ADJ;NOM;NEUT;SG
अस्पष्ट	нечіткий	अस्पष्ट	нечіткий		ADJ;NOM;MASC;SG
दीक्षा	вступної	दीक्षा	вступний	N;NOM;FEM;SG;3	ADJ;GEN;FEM;SG
खा	їж	खा	їжа	V;ACT	
अवरोध	блоки	अवरोध	блок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अवरोध	блоків	अवरोध	блок	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
टावर	tower	टावर	tower	N;NOM;MASC;SG;3	
दायर	подав	दायर	подати	ADJ	V;PFV;MASC;IND;SG;PST;FIN
दायर	зареєстрували	दायर	зареєструвати	ADJ	V;PFV;IND;PL;PST;FIN
संबोधित	виступав	संबोधित	виступати	ADJ	V;IPFV;MASC;IND;SG;PST;FIN
ड्रामा	драматичний	ड्रामा	драматичний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
ड्रामा	драми	ड्रामा	драма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
छेद	ями	छेद	яма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
छेद	дірки	छेद	дірка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
छेद	отвори	छेद	отвір	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
छेद	дір	छेद	дір	N;NOM;MASC;SG;3	
अहम	народжень	अहम	народження	ADJ	N;INAN;GEN;NEUT;PL
अहम	гм	अहम	гм	ADJ	
घन	кубі	घन	кубий		N;INAN;NOM;MASC;SG
घन	куби	घन	куба		PROPN;INAN;NOM;FEM;SG
घन	куба	घन	кубий		
घन	кубик	घन	кубик		N;INAN;NOM;MASC;SG
घन	куб	घन	куб		
घन	кубічна	घन	кубічний		ADJ;NOM;FEM;SG
घन	кубічний	घन	кубічний		ADJ;NOM;MASC;SG
घन	кубики	घन	кубик		N;INAN;NOM;MASC;PL
द्रविड़	дравідійські	द्रविड़	дравідійський	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
अन्वेषण	подібній	अन्वेषण	подібний	N;NOM;MASC;SG;3	ADJ;DAT;FEM;SG
गैसों	гази	गैस	газ	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
संरचनात्मक	структуралізм	संरचनात्मक	структуралізм	ADJ;NOM	N;INAN;NOM;MASC;SG
संरचनात्मक	споруди	संरचनात्मक	споруда	ADJ;NOM	N;INAN;NOM;FEM;PL
विमानों	авіації	विमान	авіація	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;PL
विमानों	авіація	विमान	авіація	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;SG
हार्मोन	гормони	हार्मोन	гормон	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
सीटों	місця	सीट	місце	N;ACC;FEM;PL;3	N;INAN;NOM;NEUT;PL
सीटों	сидіння	सीट	сидіння	N;ACC;FEM;PL;3	N;INAN;NOM;NEUT;SG
आरक्षित	резервна	आरक्षित	резервний	PROPN;NOM	ADJ;NOM;FEM;SG
आरक्षित	резерв	आरक्षित	резерв	PROPN;NOM	N;INAN;NOM;MASC;SG
आरक्षित	резервний	आरक्षित	резервний	PROPN;NOM	ADJ;NOM;MASC;SG
आरक्षित	заповідник	आरक्षित	заповідник	PROPN;NOM	N;INAN;NOM;MASC;SG
ग्रीस	греції	ग्रीस	греція	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;FEM;SG
ग्रीस	греція	ग्रीस	греція	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
कष्ट	misery	कष्ट	misery	N;NOM;MASC;SG;3	
पढ़ा	прочитайте	पढ	прочитати	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IMP;PL;2;FIN
पढ़ा	читати	पढ	читати	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;NFIN
पढ़ा	прочитані	पढ	прочитаний	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
पढ़ा	читайте	पढ	читати	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;PL;2;FIN
पढ़ा	читання	पढ	читання	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
संचरण	навігації	संचरण	навігація	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;PL
लाभदायक	корисними	लाभदायक	корисний	ADP	ADJ;INS;PL
निरपेक्ष	абсолютна	निरपेक्ष	абсолютний	ADP	ADJ;NOM;FEM;SG
निरपेक्ष	абсолютний	निरपेक्ष	абсолютний	ADP	ADJ;NOM;MASC;SG
निरपेक्ष	абсолютне	निरपेक्ष	абсолютний	ADP	ADJ;NOM;NEUT;SG
प्रवास	міграції	प्रवास	міграція	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
बंधन	бонд	बंधन	бонд		PROPN;ANIM;NOM;MASC;SG
हंगरी	угорщини	हंगरी	угорщина	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;FEM;SG
हंगरी	угорщині	हंगरी	угорщина	PROPN;NOM;MASC;SG;3	PROPN;INAN;DAT;FEM;SG
हंगरी	угорщина	हंगरी	угорщина	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;FEM;SG
हंगरी	угорська	हंगरी	угорський	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
हंगरी	угорський	हंगरी	угорський	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
बॉब	bob	बॉब	bob	PROPN;NOM;MASC;SG;3	
बॉब	боб	बॉब	боб	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
ब्राउन	браун	ब्राउन	брауна	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
ब्राउन	коричневі	ब्राउन	коричнівий	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
ब्राउन	brown	ब्राउन	brown	PROPN;NOM;MASC;SG;3	
ब्राउन	коричневий	ब्राउन	коричневий	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
दावे	заявляє	दावा	заявляти	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
दावे	стверджує	दावा	стверджувати	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
लो	візьму	ले	узяти	V;SBJV;SG;FIN;ACT	V;PFV;IND;SG;1;FUT;FIN
लो	бери	ले	бера	V;SBJV;SG;FIN;ACT	V;IPFV;IMP;SG;2;FIN
लो	візьми	ले	узяти	V;SBJV;SG;FIN;ACT	V;PFV;IMP;SG;2;FIN
सीरिया	сирія	सीरिया	сирія	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सीरिया	сирії	सीरिया	сирія	PROPN;NOM;MASC;SG;3	PROPN;INAN;GEN;FEM;SG
लगाई	викладені	लगा	викладений	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
लगाई	виклали	लगा	викласти	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN
गायब	сховався	गायब	сховатися	ADJ	V;PFV;MASC;IND;SG;PST;FIN
गायब	пропаде	गायब	пропадити	ADJ	V;PFV;IND;SG;3;FUT;FIN
गायब	зникнути	गायब	зникнути	ADJ	V;PFV;NFIN
गायब	зникають	गायब	зникати	ADJ	V;IPFV;IND;PL;3;PRS;FIN
दाल	dal	दाल	dal	N;NOM;FEM;SG;3	
शिकारी	мисливець	शिकारी	мисливаць	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
पंजीकरण	зареєструватись	पंजीकरण	зареєструватися	N;NOM;MASC;SG;3	V;PFV;NFIN
पंजीकरण	зареєструвати	पंजीकरण	зареєструвати	N;NOM;MASC;SG;3	V;PFV;NFIN
पंजीकरण	реєстрації	पंजीकरण	реєстрація	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अपशिष्ट	відходи	अपशिष्ट	відхід	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अपशिष्ट	переводити	अपशिष्ट	переводити	N;NOM;MASC;SG;3	V;IPFV;NFIN
केस	випадку	केस	випадок	N;NOM;MASC;SG;3	ADV
केस	випадках	केस	випадок	N;NOM;MASC;SG;3	N;INAN;ESS;MASC;PL
केस	випадки	केस	випадок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
केस	випадків	केस	випадок	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
क्लासिक	класика	क्लासिक	класика	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
क्लासिक	класику	क्लासिक	класика	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
क्लासिक	класична	क्लासिक	класичний	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
क्लासिक	класичні	क्लासिक	класичний	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
क्लासिक	класичний	क्लासिक	класичний	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
क्लासिक	класика	क्लासिक	класика	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
क्लासिक	класичне	क्लासिक	класичний	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
पाली	палі	पाली	пал	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
केन	кен	केन	кено		
केन	кейн	केन	кейний		
पुरस्कारों	винагороди	पुरस्कार	винагорода	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;PL
टेक	tech	टेक	tech		
टेक	тех	टेक	тех		
मोड	dodge	मोड	dodge	N;NOM;MASC;SG;3	
मोड	mode	मोड	mode	N;NOM;MASC;SG;3	
लड़के	хлопчик	लड़का	хлопчик	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
लड़के	закохалася	लड़का	закохатися	N;NOM;MASC;PL;3	V;PFV;FEM;IND;SG;PST;FIN
जयंती	ювілейна	जयंती	ювілейний	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
शुक्रवार	friday	शुक्रवार	friday	PROPN;NOM;MASC;SG;3	
लेनदेन	операцію	लेनदेन	операція	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
लेनदेन	операції	लेनदेन	операція	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लेनदेन	операцій	लेनदेन	операція	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
लेनदेन	операції	लेनदेन	операція	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
