hope	nádej	hope	nádej	PROPN	N;NOM;FEM;SG
istirahat	rozbiť	istirahat	rozbiť	N;SG	V;PFV;POS;NFIN
istirahat	zlomiť	istirahat	zlomiť	N;SG	V;PFV;POS;NFIN
istirahat	odpočinúť	istirahat	odpočinúť	N;SG	V;PFV;POS;NFIN
alfa	alpha	alfa	alpha	PROPN	PROPN;NOM;FEM;SG
alfa	alfa	alfa	alfo	PROPN	
luke	luke	luke	luka	PROPN	PROPN;ANIM;NOM;MASC;SG
luke	lukáš	luke	lukať	PROPN	N;ANIM;NOM;MASC;SG
menyamar	prestrojení	mensamar	prestrojenie	V;SG;ACT	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
menyamar	maskovanie	mensamar	maskovanie	V;SG;ACT	N;NOM;NEUT;SG
menyamar	tajný	mensamar	tajný	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG
watch	pozeraj	watch	pozerať	PROPN	V;IPFV;IMP;SG;2;POS;FIN
watch	sledovať	watch	sledovať	PROPN	V;IPFV;POS;NFIN
watch	hodinky	watch	hodinky	PROPN	N;NOM;FEM;PL
watch	sledujte	watch	sledovať	PROPN	V;IPFV;IMP;PL;2;POS;FIN
watch	pozerať	watch	pozerať	PROPN	V;IPFV;POS;NFIN
menuduh	obvinenia	mentuduh	obvinenie	V;SG;ACT	N;NOM;NEUT;PL
shu	shu	shu	sha	PROPN	
municipal	obecné	municipal	obecný	PROPN	ADJ;NOM;NEUT;SG
municipal	komunálneho	municipal	komunálny	PROPN	ADJ;GEN;NEUT;SG
tercepat	najrýchlejšie	tercepat	rýchlo	ADJ;RL;SG	ADV;RL
melintas	prekračovaní	menlintas	prekračovanie	V;SG;ACT	N;NOM;NEUT;PL
melintas	križovatka	menlintas	križovatko	V;SG;ACT	N;NOM;FEM;SG
melintas	križovatiek	menlintas	križovatko	V;SG;ACT	N;GEN;FEM;PL
melintas	križovatky	menlintas	križovatka	V;SG;ACT	N;NOM;FEM;PL
alternative	alternatívne	alternative	alternatívne	N;SG	ADJ;NOM;NEUT;SG
alternative	alternatívna	alternative	alternatívny	N;SG	ADJ;NOM;FEM;SG
alternative	alternatívny	alternative	alternatívny	N;SG	ADJ;INAN;NOM;MASC;SG
alternative	náhradné	alternative	náhradný	N;SG	ADJ;NOM;NEUT;SG
alternative	alternatívne	alternative	alternatívne	N;SG	ADJ;NOM;NEUT;SG
alternative	alternatívna	alternative	alternatívny	N;SG	ADJ;NOM;FEM;SG
alternative	alternatívny	alternative	alternatívny	N;SG	ADJ;INAN;NOM;MASC;SG
alternative	alternatívy	alternative	alternatíva	N;SG	N;NOM;FEM;PL
bijaksana	múdro	bijaksana	múdro	ADJ;SG	ADV
bijaksana	múdri	bijaksana	múdry	ADJ;SG	ADJ;ANIM;NOM;MASC;PL
block	blok	block	blok	PROPN	N;INAN;NOM;MASC;SG
block	blokovanie	block	blokovanie	PROPN	N;NOM;NEUT;SG
block	zablokovanie	block	zablokovanie	PROPN	N;NOM;NEUT;SG
block	blokovať	block	blokovať	PROPN	V;IPFV;POS;NFIN
block	bloku	block	blok	PROPN	N;INAN;GEN;MASC;SG
block	zablokovať	block	zablokovať	PROPN	V;PFV;POS;NFIN
ekonom	ekonómovia	ekonom	ekonóm	N;SG	N;ANIM;NOM;MASC;PL
terpengaruh	ovplyvnený	terpengaruh	ovplyvnený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
terpengaruh	ovplyvnené	terpengaruh	ovplyvnený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terpengaruh	ovplyvnili	terpengaruh	ovplyvniť	V;SG;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
terpengaruh	ovplyvnená	terpengaruh	ovplyvnený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
terpengaruh	nedotknuté	terpengaruh	dotknutý	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terpengaruh	postihnutý	terpengaruh	postihnutý	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG
terpengaruh	ovplyvnené	terpengaruh	ovplyvnený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terpengaruh	ovplyvnená	terpengaruh	ovplyvnený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
terpengaruh	zasiahnuté	terpengaruh	zasiahnutý	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terpengaruh	postihnutá	terpengaruh	postihnutý	V;SG;PASS	ADJ;NOM;FEM;SG
georges	georges	georges	georges	PROPN	PROPN;ANIM;NOM;MASC;SG
charente	charente	charente	charent	PROPN	N;INAN;NOM;MASC;SG
gembala	pastieri	gembala	pastieriť	N;SG	N;ANIM;NOM;MASC;PL
lines	čiary	lines	čiara	PROPN	N;NOM;FEM;PL
lines	riadkov	lines	riadok	PROPN	N;INAN;GEN;MASC;PL
lines	linky	lines	linka	PROPN	N;NOM;FEM;PL
lines	riadky	lines	riadok	PROPN	N;INAN;NOM;MASC;PL
lines	trate	lines	triata	PROPN	N;NOM;FEM;PL
dominika	dominikánskej	dominika	dominikánsky	N	ADJ;GEN;FEM;SG
rise	vzostup	rise	vzostup	PROPN	N;INAN;NOM;MASC;SG
rise	nárast	rise	nárast	PROPN	N;INAN;NOM;MASC;SG
astro	astro	astro	astro	PROPN	PROPN;ANIM;NOM;MASC;SG
syeikh	šejk	syeikh	šejko	PROPN	N;ANIM;NOM;MASC;SG
terlaris	najpredávanejšie	terlaris	dredávane	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
demo	demo	demo	demo	N;SG	INTJ
demo	demos	demo	demos	N;SG	
panorama	panoramatickou	panorama	panoramatický	N;SG	ADJ;INS;FEM;SG
panorama	panorámy	panorama	panorám	N;SG	N;NOM;FEM;PL
rwanda	rwande	rwanda	rwande	PROPN	N;DAT;FEM;SG
chun	chun	chun	chun	PROPN	PROPN;ANIM;NOM;MASC;SG
yokohama	jokohama	yokohama	jokoham	PROPN	N;NOM;FEM;SG
belarus	bielorusko	belarus	bielorusko	PROPN	ADV
belarus	bieloruskej	belarus	bieloruský	PROPN	ADJ;GEN;FEM;SG
belarus	bielorusko	belarus	bielorusko	PROPN	ADV
siluman	démoni	siluman	démoň	N;SG	N;ANIM;NOM;MASC;PL
siluman	démonov	siluman	démon	N;SG	N;ANIM;GEN;MASC;PL
siluman	démonmi	siluman	démon	N;SG	N;INAN;INS;MASC;PL
halmahera	raphael	halmahera	raphael	PROPN	N;ANIM;NOM;MASC;SG
halmahera	halmahera	halmahera	halmahera	PROPN	N;ANIM;ACC;MASC;SG
hormat	rešpektovať	hormat	rešpektovať	N;SG	V;IPFV;POS;NFIN
minnesota	minnesote	minnesota	minnesot	PROPN	PROPN;ANIM;NOM;MASC;SG
horizontal	horizontálne	horizontal	horizontálne	N	ADV
horizontal	horizontálny	horizontal	horizontálny	N	ADJ;INAN;NOM;MASC;SG
horizontal	horizontálne	horizontal	horizontálne	N	ADV
horizontal	horizontálna	horizontal	horizontálny	N	ADJ;NOM;FEM;SG
keith	keith	keith	keith	PROPN	PROPN;ANIM;NOM;MASC;SG
journey	jazda	journey	jazda	PROPN	N;NOM;FEM;SG
journey	cesta	journey	cesta	PROPN	N;NOM;FEM;SG
fotografer	fotografov	fotografer	fotograf	N;SG	N;ANIM;GEN;MASC;PL
skandal	škandály	skandal	škandál	N;SG	N;INAN;NOM;MASC;PL
jamie	jamie	jamie	jamie	PROPN	PROPN;ANIM;NOM;MASC;SG
diperpanjang	predĺžený	diperpanjang	predĺžený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
diperpanjang	rozšírený	diperpanjang	rozšírený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
diperpanjang	predĺžená	diperpanjang	predĺžený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diperpanjang	rozšírená	diperpanjang	rozšírený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diperpanjang	predĺžené	diperpanjang	predĺžený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diperpanjang	rozšírené	diperpanjang	rozšírený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	zakázané	terlarang	zakázaný	PROPN;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	zakázaná	terlarang	zakázaný	PROPN;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
terlarang	zakázaný	terlarang	zakázaný	PROPN;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
terlarang	zakázané	terlarang	zakázaný	PROPN;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	zakázaná	terlarang	zakázaný	PROPN;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
terlarang	zakázaný	terlarang	zakázaný	PROPN;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
terlarang	nedovolené	terlarang	dovolený	PROPN;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terlarang	nezákonné	terlarang	nezákonný	PROPN;SG;PASS	ADJ;NOM;NEUT;SG
lebah	včely	lebah	včela	N;SG	N;NOM;FEM;PL
lebah	včiel	lebah	včela	N;SG	N;GEN;FEM;PL
lebah	včiel	lebah	včela	N;SG	N;GEN;FEM;PL
lebah	včelí	lebah	včelí	N;SG	ADJ;INAN;NOM;MASC;SG
lebah	bee	lebah	bee	N;SG	PROPN;ANIM;NOM;MASC;SG
maine	maine	maine	maina	PROPN	PROPN;ANIM;NOM;MASC;SG
penyatuan	zjednotení	pensatuan	zjednotenie	N;SG	N;NOM;NEUT;PL
menyesuaikan	prispôsobenie	mensesuaikan	prispôsobenie	V;SG;ACT	N;NOM;NEUT;SG
chung	chung	chung	chung	PROPN	PROPN;ANIM;NOM;MASC;SG
buddhis	budhistických	buddhis	budhistický	N	ADJ;GEN;MASC;PL
berlalu	prešli	berlalu	prejsť	V;SG;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
pemandian	vane	penmandian	vaňa	N;SG	N;NOM;FEM;PL
pemandian	kúpele	penmandian	kúpeľ	N;SG	N;INAN;NOM;MASC;PL
nickelodeon	nickelodeon	nickelodeon	nickelodeon	PROPN	N;INAN;NOM;MASC;SG
penasehat	poradným	pennasehat	poradný	N;SG	ADJ;INS;MASC;SG
penasehat	poradná	pennasehat	poradný	N;SG	ADJ;NOM;FEM;SG
penasehat	poradcov	pennasehat	poradca	N;SG	N;ANIM;ACC;MASC;PL
penasehat	poradcovia	pennasehat	poradca	N;SG	N;ANIM;NOM;MASC;PL
lópez	lópez	lópez	lópez	PROPN	PROPN;ANIM;NOM;MASC;SG
bulanan	mesačne	bulanan	mesačne	N;SG	ADV
bulanan	mesačných	bulanan	mesačný	N;SG	ADJ;GEN;MASC;PL
bulanan	mesačná	bulanan	mesačný	N;SG	ADJ;NOM;FEM;SG
bulanan	mesačné	bulanan	mesačný	N;SG	ADJ;NOM;NEUT;SG
bulanan	mesačný	bulanan	mesačný	N;SG	ADJ;ANIM;NOM;MASC;SG
maeda	maeda	maeda	maeda	PROPN	PROPN;ANIM;NOM;MASC;SG
anatomi	anatómie	anatomi	anatómia	N;SG	N;NOM;FEM;PL
anatomi	anatomické	anatomi	anatomický	N;SG	ADJ;NOM;NEUT;SG
vista	vista	vista	vista	PROPN	N;INAN;NOM;MASC;SG
diamati	pozorovali	diamati	pozorovať	V;SG;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
diamati	pozorovaný	diamati	pozorovaný	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
diamati	zistená	diamati	zistený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diamati	pozorovaná	diamati	pozorovaný	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diamati	pozorované	diamati	pozorovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lucu	smiešne	lucu	smiešne	ADJ;SG	ADV
lucu	sranda	lucu	sranda	ADJ;SG	N;NOM;FEM;SG
lucu	najkrajší	lucu	pekný	ADJ;SG	ADJ;ANIM;NOM;RL;MASC;SG
lucu	zlatí	lucu	zlatiť	ADJ;SG	ADJ;ANIM;NOM;MASC;PL
mendidik	vzdelávacie	mendidik	vzdelávací	V;SG;ACT	ADJ;NOM;NEUT;SG
dikutip	citovaná	dikutip	citovaný	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dikutip	citované	dikutip	citovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dikutip	citovaný	dikutip	citovaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dikutip	citovaná	dikutip	citovaný	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dikutip	citované	dikutip	citovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
norfolk	norfolku	norfolk	norfolka	PROPN	N;INAN;GEN;MASC;SG
nissan	nissan	nissan	nissan	PROPN	N;INAN;NOM;MASC;SG
edinburgh	edinburghu	edinburgh	edinburgha	PROPN	N;INAN;GEN;MASC;SG
pendahulunya	predchodcov	pendahulunya	predchodca	N;SG	N;ANIM;ACC;MASC;PL
std	std	std	stda	PROPN	
eks	exp	eks	exp	PROPN	
broadway	broadway	broadway	broadwa	PROPN	N;NOM;FEM;PL
triple	trojnásobok	triple	trojnásobok	PROPN	N;NOM;FEM;SG
triple	triple	triple	tripnúť	PROPN	N;NOM;FEM;SG
torino	torino	torino	torino	PROPN	N;INAN;NOM;MASC;SG
torino	turíne	torino	turína	PROPN	N;INAN;NOM;MASC;SG
diklasifikasikan	klasifikovaný	diklasifikasikan	klasifikovaný	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
diklasifikasikan	utajované	diklasifikasikan	utajovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diklasifikasikan	klasifikované	diklasifikasikan	klasifikovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gregory	gregory	gregory	gregor	PROPN	PROPN;ANIM;NOM;MASC;SG
gregory	gregor	gregory	gregor	PROPN	PROPN;ANIM;NOM;MASC;SG
vancouver	vancouver	vancouver	vancouver	PROPN	N;NOM;FEM;SG
reproduksi	reprodukčné	reproduksi	reprodukčný	N;SG	ADJ;NOM;NEUT;SG
gate	gate	gate	gate	PROPN	N;NOM;FEM;PL
gate	bráne	gate	brána	PROPN	N;DAT;FEM;SG
gate	brána	gate	brána	PROPN	N;NOM;FEM;SG
ende	ende	ende	ende	PROPN	PROPN;ANIM;NOM;MASC;SG
kei	kei	kei	kei	PROPN	PROPN;ANIM;NOM;MASC;SG
didistribusikan	distribuované	didistribusikan	distribuovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
didistribusikan	rozdelené	didistribusikan	rozdelený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dirawat	liečené	dirawat	liečený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dirawat	ošetrené	dirawat	ošetrený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dirawat	liečení	dirawat	liečenie	V;SG;PASS	N;NOM;NEUT;SG
dirawat	liečených	dirawat	liečený	V;SG;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
once	raz	once	raz	PROPN	ADV
once	jedenkrát	once	jedenkrát	PROPN	ADV
once	kedysi	once	kedysi	PROPN	ADV
joshua	joshua	joshua	joshua	PROPN	N;ANIM;NOM;MASC;SG
kemakmuran	prosperity	kemakmuran	prosperit	N;SG	N;NOM;FEM;PL
fungsional	funkčné	fungsional	funkčný	N	ADJ;NOM;NEUT;SG
fungsional	funkčná	fungsional	funkčný	N	ADJ;NOM;FEM;SG
fungsional	funkčný	fungsional	funkčný	N	ADJ;INAN;NOM;MASC;SG
rajawali	hawk	rajawali	hawk	PROPN	PROPN;ANIM;NOM;MASC;SG
rajawali	sokol	rajawali	sokol	PROPN	N;ANIM;NOM;MASC;SG
rajawali	jastrab	rajawali	jastrab	PROPN	N;INAN;NOM;MASC;SG
rajawali	condor	rajawali	condor	PROPN	PROPN;ANIM;NOM;MASC;SG
wangi	vonné	wangi	vonný	PROPN;SG	N;NOM;FEM;PL
wangi	vôňa	wangi	vôňa	PROPN;SG	N;NOM;FEM;SG
wangi	vôňa	wangi	vôňa	PROPN;SG	N;NOM;FEM;SG
wangi	vôňu	wangi	vôňa	PROPN;SG	N;ACC;FEM;SG
italy	taliansko	italy	taliansko	PROPN	ADV
italy	talianska	italy	taliansky	PROPN	N;NOM;FEM;SG
ocean	ocean	ocean	ocean	PROPN	PROPN;ANIM;NOM;MASC;SG
ocean	oceánu	ocean	oceán	PROPN	N;INAN;GEN;MASC;SG
ocean	oceán	ocean	oceán	PROPN	N;INAN;NOM;MASC;SG
hampshire	hampshire	hampshire	hampshir	PROPN	PROPN;ANIM;NOM;MASC;SG
asuhan	výchovy	asuhan	výchova	N;SG	N;NOM;FEM;PL
things	všeličo	things	všeličo	PROPN	PRO;NOM;NEUT;SG
things	vecí	things	vec	PROPN	N;GEN;FEM;PL
things	veci	things	vec	PROPN	N;NOM;FEM;PL
din	din	din	din	PROPN	
josh	josh	josh	josh	PROPN	PROPN;ANIM;NOM;MASC;SG
scientific	vedecký	scientific	vedecký	PROPN	ADJ;INAN;NOM;MASC;SG
scientific	vedecká	scientific	vedecký	PROPN	ADJ;NOM;FEM;SG
scientific	vedecké	scientific	vedecký	PROPN	ADJ;NOM;NEUT;SG
too	taky	too	tak	PROPN	N;INAN;NOM;MASC;SG
too	too	too	too	PROPN	INTJ
too	príliš	too	príliš	PROPN	ADV
jeong	jung	jeong	jung	PROPN	N;ANIM;NOM;MASC;SG
rocket	raketa	rocket	raket	PROPN	N;NOM;FEM;SG
kung	kung	kung	kung	PROPN	PROPN;ANIM;NOM;MASC;SG
esai	eseje	esai	esej	N;SG;ACT	N;NOM;FEM;PL
integral	neoddeliteľnou	integral	neoddeliteľný	N	ADJ;INS;FEM;SG
manik	manických	manik	manický	N	ADJ;GEN;MASC;PL
manik	zosilnené	manik	zosilnený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kapas	bavlny	kapas	bavlny	N;SG	N;NOM;FEM;PL
kapas	bavlnené	kapas	bavlnený	N;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
tarakan	tarakan	tarakan	tarakan	PROPN;SG	N;NOM;FEM;SG
sevilla	sevilla	sevilla	sevillo	PROPN	N;NOM;FEM;SG
sevilla	seville	sevilla	seville	PROPN	N;NOM;FEM;SG
marcus	marcus	marcus	marcus	PROPN	N;ANIM;NOM;MASC;SG
singer	speváka	singer	spevák	PROPN	N;ANIM;ACC;MASC;SG
singer	spevák	singer	spevák	PROPN	N;ANIM;NOM;MASC;SG
singer	singer	singer	singer	PROPN	PROPN;ANIM;NOM;MASC;SG
singer	speváčka	singer	speváčka	PROPN	N;NOM;FEM;SG
grant	udeliť	grant	udeliť	PROPN	V;PFV;POS;NFIN
grant	dotácia	grant	dotácia	PROPN	N;NOM;FEM;SG
grant	grant	grant	grant	PROPN	N;ANIM;NOM;MASC;SG
yun	yoon	yun	yoon	PROPN	PROPN;ANIM;NOM;MASC;SG
yun	jun	yun	jun	PROPN	
greatest	najväčší	greatest	veľký	PROPN	ADJ;ANIM;NOM;RL;MASC;SG
paten	patentov	paten	patent	N;SG	N;INAN;GEN;MASC;PL
paten	patenty	paten	patent	N;SG	N;INAN;NOM;MASC;PL
tell	povedať	tell	povedať	PROPN	V;PFV;POS;NFIN
tell	povedzte	tell	povedať	PROPN	V;PFV;IMP;PL;2;POS;FIN
tell	povedz	tell	povedz	PROPN	V;PFV;IMP;SG;2;POS;FIN
aria	aria	aria	aria	PROPN	PROPN;ANIM;NOM;MASC;SG
melukis	maľovanie	menlukis	maľovanie	V;SG;ACT	N;NOM;NEUT;SG
melukis	obraz	menlukis	obraz	V;SG;ACT	N;INAN;NOM;MASC;SG
melukis	maľba	menlukis	maľba	V;SG;ACT	N;NOM;FEM;SG
suksesi	dedenie	suksesi	dedenie	N;SG	N;NOM;NEUT;PL
gao	gao	gao	gao	PROPN	PROPN;ANIM;NOM;MASC;SG
elektrik	elektrický	elektrik	elektrický	N;SG	ADJ;INAN;NOM;MASC;SG
elektrik	elektrických	elektrik	elektrický	N;SG	ADJ;GEN;MASC;PL
elektrik	elektrická	elektrik	elektrický	N;SG	ADJ;NOM;FEM;SG
elektrik	elektrické	elektrik	elektrický	N;SG	ADJ;NOM;NEUT;SG
dorongan	vyzýva	dorongan	vyzývať	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
mit	mit	mit	mit	PROPN	PROPN;ANIM;NOM;MASC;SG
penayangan	dojmy	pentayangan	dojem	N;SG	N;INAN;NOM;MASC;PL
penayangan	zobrazenia	pentayangan	zobrazenie	N;SG	N;NOM;NEUT;PL
bis	bus	bis	bus	PROPN	N;INAN;NOM;MASC;SG
bis	autobus	bis	autobus	PROPN	N;INAN;NOM;MASC;SG
bis	autobusom	bis	autobus	PROPN	N;INAN;INS;MASC;SG
bis	bis	bis	bis	PROPN	
bis	autobusy	bis	autobus	PROPN	N;INAN;NOM;MASC;PL
bis	autobusov	bis	autobus	PROPN	N;INAN;GEN;MASC;PL
luksemburg	luxemburské	luksemburg	luxemburský	PROPN	ADJ;NOM;NEUT;SG
luksemburg	luxemburskej	luksemburg	luxemburský	PROPN	ADJ;GEN;FEM;SG
luksemburg	luxembursko	luksemburg	luxembursko	PROPN	N;NOM;NEUT;SG
luksemburg	luxembursko	luksemburg	luxembursko	PROPN	N;NOM;NEUT;SG
ulangan	opakuje	ulangan	opakovať	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
khmer	khmer	khmer	khmer	PROPN	N;INAN;NOM;MASC;SG
half	polovica	half	polovica	PROPN	N;NOM;FEM;SG
half	polka	half	polka	PROPN	N;NOM;FEM;SG
half	polovicu	half	polovica	PROPN	N;ACC;FEM;SG
batin	dovnútra	batin	dovnútra	N;SG	ADV
batin	vnútorné	batin	vnútorný	N;SG	ADJ;NOM;NEUT;SG
batin	vnútorná	batin	vnútorný	N;SG	ADJ;NOM;FEM;SG
batin	vnútorný	batin	vnútorný	N;SG	ADJ;ANIM;NOM;MASC;SG
hand	ruka	hand	ruka	PROPN	N;NOM;FEM;SG
hand	ručné	hand	ručný	PROPN	ADJ;NOM;NEUT;SG
hand	rukou	hand	ruka	PROPN	N;INS;FEM;SG
hand	ruku	hand	ruka	PROPN	N;ACC;FEM;SG
christina	kristína	christina	kristína	PROPN	N;NOM;FEM;SG
christina	christina	christina	christina	PROPN	N;NOM;FEM;SG
konversi	konverzie	konversi	konverzia	N;SG	N;NOM;FEM;PL
konversi	konverzie	konversi	konverzia	N;SG	N;NOM;FEM;PL
konversi	previesť	konversi	previesť	N;SG	V;PFV;POS;NFIN
sparta	sparta	sparta	spart	PROPN	N;NOM;FEM;SG
doctor	lekára	doctor	lekár	PROPN	N;ANIM;ACC;MASC;SG
doctor	doktor	doctor	doktor	PROPN	N;ANIM;NOM;MASC;SG
doctor	lekár	doctor	lekár	PROPN	N;ANIM;NOM;MASC;SG
doctor	lekárka	doctor	lekárka	PROPN	N;NOM;FEM;SG
doctor	doctor	doctor	doctor	PROPN	PROPN;ANIM;NOM;MASC;SG
sakramen	sviatosti	sakramen	sviatosť	N;SG	N;NOM;FEM;PL
botani	botanickej	botani	botanický	N;SG	ADJ;GEN;FEM;SG
jingga	oranžová	jingga	oranžový	PROPN	ADJ;NOM;FEM;SG
jingga	orange	jingga	oranga	PROPN	N;INAN;NOM;MASC;SG
jingga	oranžový	jingga	oranžový	PROPN	ADJ;ANIM;NOM;MASC;SG
jingga	pomaranč	jingga	pomaranč	PROPN	N;INAN;NOM;MASC;SG
jingga	oranžové	jingga	oranžový	PROPN	ADJ;NOM;NEUT;SG
toilet	záchod	toilet	záchod	PROPN;SG	N;INAN;NOM;MASC;SG
toilet	toaleta	toilet	toalet	PROPN;SG	N;NOM;FEM;SG
toilet	wc	toilet	wc	PROPN;SG	
toilet	záchody	toilet	záchod	PROPN;SG	N;NOM;FEM;PL
toilet	toalety	toilet	toalet	PROPN;SG	N;INAN;NOM;MASC;PL
toilet	toalety	toilet	toalet	PROPN;SG	N;INAN;NOM;MASC;PL
cnn	cnn	cnn	cnn	PROPN	PROPN;NOM;MASC;SG
yudha	záležitosti	yudha	záležitosť	PROPN	N;NOM;FEM;PL
marseille	marseille	marseille	marseille	PROPN	ADV
marseille	marseille	marseille	marseille	PROPN	ADV
marseille	marseilles	marseille	marseilles	PROPN	N;NOM;FEM;SG
calvados	calvados	calvados	calvados	PROPN	
seung	seung	seung	seung	PROPN	PROPN;ANIM;NOM;MASC;SG
pembicara	reproduktory	penbicara	reproduktor	N;SG	N;INAN;NOM;MASC;PL
pembicara	rečníci	penbicara	rečník	N;SG	N;ANIM;NOM;MASC;PL
pembicara	rečníkov	penbicara	rečník	N;SG	N;INAN;GEN;MASC;PL
intervensi	intervencie	intervensi	intervencia	N;SG	N;NOM;FEM;PL
armstrong	armstrong	armstrong	armstrong	PROPN	PROPN;ANIM;NOM;MASC;SG
yakobus	james	yakobus	james	PROPN	PROPN;ANIM;NOM;MASC;SG
yakobus	jakub	yakobus	jakub	PROPN	PROPN;ANIM;NOM;MASC;SG
didorong	poháňaný	didorong	poháňaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
kesaksian	svedectvá	kesaksian	svedectvo	N;SG	N;NOM;NEUT;PL
watson	watson	watson	watson	PROPN	PROPN;NOM;FEM;SG
heat	tepla	heat	tepnúť	PROPN	N;NOM;NEUT;SG
heat	teplo	heat	teplo	PROPN	N;NOM;NEUT;SG
heat	horúčavy	heat	horúčava	PROPN	N;NOM;FEM;PL
edwin	edwin	edwin	edwin	PROPN	PROPN;ANIM;NOM;MASC;SG
helen	helena	helen	helena	PROPN	N;NOM;FEM;SG
helen	helen	helen	helen	PROPN	PROPN;NOM;FEM;SG
kuantum	kvantová	kuantum	kvantový	N;SG	ADJ;NOM;FEM;SG
diy	diy	diy	dia	PROPN	INTJ
maryland	marylande	maryland	marylande	PROPN	N;INAN;NOM;MASC;SG
mekanika	mechanické	mekanika	mechanický	N;SG	ADJ;NOM;NEUT;SG
mekanika	mechanická	mekanika	mechanický	N;SG	ADJ;NOM;FEM;SG
mekanika	mechanický	mekanika	mechanický	N;SG	ADJ;INAN;NOM;MASC;SG
queens	kráľovné	queens	kráľovná	PROPN	ADJ;NOM;NEUT;PL
queens	queens	queens	queens	PROPN	PROPN;ANIM;NOM;MASC;SG
mekar	kvet	mekar	kvet	PROPN	N;INAN;NOM;MASC;SG
mekar	bloom	mekar	blo	PROPN	PROPN;ANIM;NOM;MASC;SG
mekar	kvitne	mekar	kvitňa	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
mekar	kvitne	mekar	kvitňa	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
steel	steel	steel	stel	PROPN	INTJ
steel	oceľové	steel	oceľový	PROPN	ADJ;NOM;NEUT;SG
