من	که	مِن	که	ADP	CONJ
نسيج	بافت	نَسِيج	بافت		N;SG
نسيج	بافتی	نَسِيج	بافت#باب		N;SG
نسيج	بافتهای	نَسِيج	بافت		N;PL
نسيج	پارچه	نَسِيج	پارچه		N;SG
نسيج	بافت	نَسِيج	بافت		N;SG
بايت	بایت	بَاي	بایت		N;SG
بايت	بایت	بَاي	بایت		N;SG
كينيا	کنیا	كِينِيَا	کنیا		N;SG
متكاملة	انتگرال	مُتَكَامِل	انتگرال	ADJ;NOM;INDF;FEM;SG	N;SG
متكاملة	مجتمع	مُتَكَامِل	مجتمع	ADJ;NOM;INDF;FEM;SG	N;SG
ناروتو	ناروتو	ناروتو	ناروتو		N;SG
نداء	بخوانید	نِدَاء	خواند#خوان	N;NOM;INDF;SG	V;SBJV;PL;2;PRS
يخدم	خدمت	خَدَم	خدمت	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يخدم	سرو	خَدَم	سرو	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
الساحلي	ساحلی	سَاحِلِيّ	ساحلی		N;SG
تكريم	وطنم	تَكرِيم	وطنم	N;NOM;INDF;SG	
ستيف	استیو	ستِيف	استیو		N;SG
الرائد	عمده	رَائِد	عمده	N;NOM;DEF;SG	ADJ
كندية	کانادایی	كَنَدِيّ	کانادایی	ADJ;NOM;INDF;FEM;SG	N;SG
كندية	کانادا	كَنَدِيّ	کانادا	ADJ;NOM;INDF;FEM;SG	N;SG
قانوني	قانونی	قانوني	قانونی	ADJ;NOM;INDF;MASC;SG	N;SG
قانوني	حقوقی	قانوني	حقوقی	ADJ;NOM;INDF;MASC;SG	N;PL
حمود	حمود	حمود	حمود		N;SG
المتنوعة	متفرقه	مُتَنَوِّع	متفرقه	ADJ;NOM;DEF;FEM;SG	N;SG
عظيمة	عالیه	عَظِيمَة	عالیه	ADJ;NOM;INDF;FEM;SG	N;SG
خليط	آمیخته	خليط	None	N;NOM;INDF;SG	ADJ
فك	فک	فَكّ	فک		
فك	آرواره	فَكّ	آرواره		N;SG
فك	چونه	فَكّ	چونه		N;SG
انتشر	پخش	اِنتَشَر	پخش	V;PFV;MASC;SG;3;ACT	N;SG
انتشر	گسترده	اِنتَشَر	گسترده	V;PFV;MASC;SG;3;ACT	ADJ
المصالح	دلبستگی	مَصلَحَة	دلبستگی	N;NOM;DEF;PL	N;SG
سري	محرمانه	سري	محرمانه		ADJ
سري	رازی	سري	راز		N;SG
سري	راز	سري	راز		N;SG
سري	مخفی	سري	مخفی		N;SG
سري	سری	سري	سری		N;SG
سري	محرمانه	سري	محرمانه		ADJ
الاختلافات	تفاوت	اِختِلَاف	تفاوت	N;NOM;DEF;PL	N;SG
الاختلافات	تفاوت	اِختِلَاف	تفاوت	N;NOM;DEF;PL	N;SG
الاختلافات	تفاوتهای	اِختِلَاف	تفاوت	N;NOM;DEF;PL	N;SG
الاختلافات	تفاوتها	اِختِلَاف	تفاوت	N;NOM;DEF;PL	N;SG
الاختلافات	اختلاف	اِختِلَاف	اختلاف	N;NOM;DEF;PL	N;SG
رفيق	همنشین	رفيق	همنشین		N;SG
رفيق	همدم	رفيق	همدم		N;SG
رفيق	همنشینی	رفيق	همنشینی		N;SG
زينة	تزئین	زينة	تزئین		N;SG
زينة	زینا	زينة	زینا		N;SG
زينة	تزئینات	زينة	تزئین		N;PL
ديمقراطية	دمکراتیک	دِيمُقرَاطِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
ديمقراطية	دموکراتیک	دِيمُقرَاطِيّ	دموکراتیک	ADJ;NOM;INDF;FEM;SG	N;SG
ديمقراطية	دموکرات	دِيمُقرَاطِيّ	دموکر	ADJ;NOM;INDF;FEM;SG	N;SG
ديمقراطية	دمکراسی	دِيمُقرَاطِيّ	دمکراسی	ADJ;NOM;INDF;FEM;SG	N;SG
ديمقراطية	دموکراسی	دِيمُقرَاطِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
رمادي	خاکستری	رمادي	خاکستری		N;SG
رمادي	گری	رمادي	گری		
رمادي	خاکستری	رمادي	خاکستری		N;SG
فيرمونت	ورمونت	فيرمونت	ورمونت		N;SG
فيرمونت	ورمانت	فيرمونت	ورمانت		N;SG
البيولوجية	زیستی	بِيُولُوجِيّ	زیست		N;SG
غضب	عصبانیت	غَضَب	عصبانیت		N;SG
غضب	غضب	غَضَب	غضب		N;SG
غضب	خشم	غَضَب	خشم		N;SG
التكاليف	هزینه	تَكلِيف	هزینه	N;NOM;DEF;PL	N;SG
سلبية	نگاتیو	سَلبِيّ	نگتیو	ADJ;NOM;INDF;FEM;SG	N;SG
بير	بیر	بَير	بیر		INTJ
بير	خرس	بَير	None		N;SG
بير	بیر	بَير	بیر		INTJ
بير	خرسی	بَير	خرسی		N;SG
القصائد	شعری	قَصِيدَة	شعر	N;NOM;DEF;PL	N;SG
القصائد	شعر	قَصِيدَة	شعر	N;NOM;DEF;PL	N;SG
صبري	صبری	صبري	صبری		N;SG
كندي	کندی	كَنَدِيّ	کندی	ADJ;NOM;INDF;MASC;SG	N;SG
كندي	کانادایی	كَنَدِيّ	کانادایی	ADJ;NOM;INDF;MASC;SG	N;SG
كندي	کانادا	كَنَدِيّ	کانادا	ADJ;NOM;INDF;MASC;SG	N;SG
احتمالية	احتمال	اِحتِمَالِيّ	احتمال	ADJ;NOM;INDF;FEM;SG	N;SG
احتمالية	احتمالات	اِحتِمَالِيّ	احتمال	ADJ;NOM;INDF;FEM;SG	N;PL
احتمالية	احتمال	اِحتِمَالِيّ	احتمال	ADJ;NOM;INDF;FEM;SG	N;SG
احتمالية	امکان	اِحتِمَالِيّ	امکان	ADJ;NOM;INDF;FEM;SG	N;SG
العادات	گمرک	عَادَة	گمرک	N;NOM;DEF;PL	N;SG
جلب	واکشی	جَلب	واکشی	V;PFV;MASC;SG;3;ACT	N;SG
جلب	آوردن	جَلب	آوردن	V;PFV;MASC;SG;3;ACT	N;SG
جلب	بیاورید	جَلب	آورد#آور	V;PFV;MASC;SG;3;ACT	V;SBJV;PL;2;PRS
جلب	واکشی	جَلب	واکشی	V;PFV;MASC;SG;3;ACT	N;SG
مختصر	خلاصه	مُختَصِر	خلاصه	ADJ;NOM;INDF;MASC;SG	N;SG
مختصر	مختصر	مُختَصِر	مختصر	ADJ;NOM;INDF;MASC;SG	N;SG
مختصر	میانبر	مُختَصِر	میانبر	ADJ;NOM;INDF;MASC;SG	N;SG
بوي	پسر	بوي	پسر		N;SG
بوي	boy	بوي	boy		
صفراء	زرد	صَفِير	زرد	ADJ;NOM;INDF;FEM;SG	N;SG
مقاتلة	مبارزان	مُقَاتَلَة	None	N;NOM;INDF;SG	N;PL
الكنيست	کنست	اَلكنِيسِت	کرد#کن		N;SG
الغنية	ثروتمند	غَنِيّ	ثروتمند	ADJ;NOM;DEF;FEM;SG	N;SG
الغنية	ثروتمندان	غَنِيّ	ثروتمند	ADJ;NOM;DEF;FEM;SG	N;PL
الغنية	پولدار	غَنِيّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
الغنية	پولداری	غَنِيّ	پولداری	ADJ;NOM;DEF;FEM;SG	N;SG
الغنية	ریچ	غَنِيّ	ریچ	ADJ;NOM;DEF;FEM;SG	N;SG
كاس	کس	كَاس	کس		N;SG
كاس	کَس	كَاس	کَس		N;SG
كاس	فنجان	كَاس	None		N;SG
كاس	جامی	كَاس	جام		N;SG
كاس	کاپ	كَاس	کاپ		N;SG
كاس	جام	كَاس	جام		N;SG
يضاف	افزودن	أَضَاف	افزودن	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
جنوبية	جنوب	جَنُوبِيّ	جنوب	ADJ;NOM;INDF;FEM;SG	N;SG
جنوبية	جنوبی	جَنُوبِيّ	جنوبی	ADJ;NOM;INDF;FEM;SG	N;SG
النمر	ببر	نَمَر	None	N;NOM;DEF;SG	V;IMP;SG;2
النمر	ببری	نَمَر	ببری	N;NOM;DEF;SG	V;SBJV;SG;2
كربلاء	کربلا	كربلاء	کربلا		N;SG
كربلاء	کربلای	كربلاء	کربلا		N;SG
قط	cat	قَطّ	cat		N;SG
قط	گربه	قَطّ	گربه		N;SG
نورث	شمالی	نورث	شمالی		N;SG
نورث	نورث	نورث	نورث		N;SG
نورث	شمال	نورث	شمال		N;SG
محلي	محلی	مَحَلِّيّ	محل	ADJ;NOM;INDF;MASC;SG	N;SG
فضية	نقره	فَضِيَّة	نقره	ADJ;NOM;INDF;FEM;SG	N;SG
فضية	سیمین	فَضِيَّة	سیمین	ADJ;NOM;INDF;FEM;SG	N;SG
فضية	سیلور	فَضِيَّة	سیلور	ADJ;NOM;INDF;FEM;SG	N;SG
مشتق	مشتق	مَشتِق	مشتق	ADJ;NOM;INDF;MASC;SG	N;SG
قرطاج	کارتاژ	قَرطَاج	کارتاژ		N;SG
كرم	کرم	كرم	None		N;SG
بيري	پری	بِيرِي	پری		N;SG
تيمور	تیمور	تَيمُور	تیمور		N;SG
تيمور	تیمور	تَيمُور	تیمور		N;SG
سيئة	b	سَيِّئ	b	ADJ;NOM;INDF;FEM;SG	N;SG
الجدران	دیوار	جِدَار	دیوار	N;NOM;DEF;PL	N;SG
الانضمام	بپیوندید	اِنضِمَام	None	N;NOM;DEF;SG	V;SBJV;PL;2;PRS
مميز	مخصوص	مُمَيَّز	مخصوص	ADJ;NOM;INDF;MASC;SG	N;SG
مميز	خاص	مُمَيَّز	خاص	ADJ;NOM;INDF;MASC;SG	N;SG
مميز	استثنایی	مُمَيَّز	استثنایی	ADJ;NOM;INDF;MASC;SG	N;SG
مميز	خاصه	مُمَيَّز	خاصه	ADJ;NOM;INDF;MASC;SG	N;SG
عالميا	سراسری	عَالَمِيّ	سراسری	ADJ;ACC;INDF;MASC;SG	N;SG
عالميا	جهانی	عَالَمِيّ	جهانی	ADJ;ACC;INDF;MASC;SG	N;SG
عالميا	گلوبال	عَالَمِيّ	گلوبال	ADJ;ACC;INDF;MASC;SG	N;SG
زيدان	زیدان	زيدان	زیدان		N;SG
النحل	زنبورها	نَحل	زنبور	N;NOM;DEF;SG	N;PL
النحل	زنبورهای	نَحل	زنبور	N;NOM;DEF;SG	N;PL
الرمادي	خاکستری	رَمَادِيّ	خاکستری		N;SG
رقمية	رقمی	رَقَمِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
رقمية	digital	رَقَمِيّ	digital	ADJ;NOM;INDF;FEM;SG	N;SG
رقمية	دیجیتالی	رَقَمِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
رقمية	دیجیتال	رَقَمِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
بكتيريا	باکتریهای	بِكتِيرِيَا	باکتری		N;PL
بكتيريا	باکتری	بِكتِيرِيَا	باکتری		N;SG
بكتيريا	باکتریها	بِكتِيرِيَا	باکتری		N;PL
تايوان	تایوان	تَايوَان	تایوان		N;SG
مرتبط	پیوند	مُرتَبِط	پیوند	ADJ;NOM;INDF;MASC;SG	N;SG
اعتقال	دستگیر	اِعتِقَال	دستگیر	N;NOM;INDF;SG	ADJ
كريستوفر	کریستوفر	كرِيستُوفِر	کریستوفر		N;SG
تورينو	تورینو	تورينو	تورینو		N;SG
تورينو	تورین	تورينو	تورین		N;SG
الفروع	شعبه	فَرع	شعبه	N;NOM;DEF;PL	N;SG
الفروع	شاخه	فَرع	شاخه	N;NOM;DEF;PL	N;SG
رؤوس	سر	رَأس	سر	N;NOM;INDF;PL	N;SG
كونت	شمارش	كُونت	شمارش		N;SG
بلس	سعادت	بَلَس	سعادت		N;SG
بلس	سعادتی	بَلَس	سعادت		N;SG
بلس	ناز	بَلَس	ناز		N;SG
بلس	بلیس	بَلَس	بلیس		N;SG
يغطي	بپوشد	غَطَّى	بود#باش	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SBJV;SG;3;PRS
اللي	که	لَيّ	که		CONJ
حماد	حماد	حماد	حماد		
كلاهما	هردو	كلاهما	هردو		
والتر	والتر	والتر	None		N;SG
اتباع	پیروان	اِتِّبَاع	پیرو	N;NOM;INDF;SG	N;PL
مبكرة	پگاه	مُبَكِّر	None	ADJ;NOM;INDF;FEM;SG	N;SG
مبكرة	اوایل	مُبَكِّر	اول	ADJ;NOM;INDF;FEM;SG	N;PL
كائن	شئ	كَائِن	شئ	ADJ;NOM;INDF;MASC;SG	N;SG
كائن	مفعول	كَائِن	مفعول	ADJ;NOM;INDF;MASC;SG	N;SG
كائن	شیء	كَائِن	شیء	ADJ;NOM;INDF;MASC;SG	N;SG
كائن	کین	كَائِن	کین	ADJ;NOM;INDF;MASC;SG	N;SG
الواسعة	وسیع	وَاسِع	وسیع	ADJ;NOM;DEF;FEM;SG	N;SG
الواسعة	پهناور	وَاسِع	پهناور	ADJ;NOM;DEF;FEM;SG	N;SG
الواسعة	بیکران	وَاسِع	بیکر	ADJ;NOM;DEF;FEM;SG	N;SG
الجبار	توانمند	جَبَّار	توانمند		N;SG
الجبار	مقتدر	جَبَّار	مقتدر		N;SG
القدرات	ظرفیت	قُدرَة	ظرفیت	N;NOM;DEF;PL	N;SG
القدرات	گنجایش	قُدرَة	گنجایش	N;NOM;DEF;PL	N;SG
القدرات	قابلیت	قُدرَة	قابلیت	N;NOM;DEF;PL	N;SG
الفك	فک	فِكّ	فک	N;NOM;DEF;SG	
الفاتيكان	واتیکان	الفاتيكان	واتیک		N;SG
ساق	پای	سَاق	پا		N;SG
ساق	پاش	سَاق	پاش		N;SG
ساق	ساق	سَاق	None		N;SG
ساق	پا	سَاق	پا		N;SG
نقدية	نقد	نقدية	نقد	ADJ;NOM;INDF;FEM;SG	N;SG
نقدية	نقدی	نقدية	نقد	ADJ;NOM;INDF;FEM;SG	N;SG
نقدية	کش	نقدية	None	ADJ;NOM;INDF;FEM;SG	N;SG
درويش	درویش	درويش	درویش		N;SG
ليو	لئو	لَيو	لئو		N;SG
ليو	leo	لَيو	leo		N;SG
المساعدات	توفیق	مُسَاعِدَة	توفیق	N;NOM;DEF;PL	N;SG
ضعيف	ناتوان	ضَعِيف	None	ADJ;NOM;INDF;MASC;SG	N;SG
ضعيف	ضعیفی	ضَعِيف	ضعیفی	ADJ;NOM;INDF;MASC;SG	N;SG
السنغال	سنگال	سِنِغَال	سنگال		N;SG
المعاني	معانی	مَعنَى	معنی	N;NOM;DEF;SG	N;PL
اهتم	مراقبت	اِهتَمّ	مراقبت	V;PFV;MASC;SG;3;ACT	N;SG
الحجارة	سنگها	حَجَّارَة	سنگ	N;NOM;DEF;SG	N;PL
دبابات	تانک	دَبَّابَة	None	N;NOM;INDF;PL	N;SG
الجرائم	جرم	جَرِيمَة	جرم	N;NOM;DEF;PL	N;SG
الجرائم	جنایت	جَرِيمَة	جنایت	N;NOM;DEF;PL	N;SG
الجرائم	جُرم	جَرِيمَة	جُرم	N;NOM;DEF;PL	N;SG
كلارك	کلارک	كلارك	کلارک		N;SG
ينبع	ینبع	نَبَع	ینبع		
الساعات	ساعت	سَاعَة	ساعت	N;NOM;DEF;PL	N;SG
الفصول	سوره	فَصل	سوره	N;NOM;DEF;PL	N;SG
الفصول	کلاس	فَصل	کلاس	N;NOM;DEF;PL	N;SG
الهرم	اهرام	هَرم	اهرام	N;NOM;DEF;SG	N;PL
الدبابات	تانک	دَبَّابَة	None	N;NOM;DEF;PL	N;SG
يوتيوب	یوتیوب	يُوتِيُوب	یوتیوب		N;SG
يوتيوب	یوتوب	يُوتِيُوب	یوتوب		N;SG
يوتيوب	youtube	يُوتِيُوب	youtube		N;SG
نظير	نظیر	نَظِير	نظیر	N;NOM;INDF;SG	ADV
ماير	مایر	مَايِر	مایر		N;SG
ماير	میر	مَايِر	میر		N;SG
وارنر	وارنر	وارنر	وارنر		N;SG
وارنر	بیم	وارنر	None		N;SG
التجمعات	محفل	تَجَمُّع	محفل	N;NOM;DEF;PL	N;SG
التجمعات	nhk	تَجَمُّع	nhk	N;NOM;DEF;PL	N;SG
الزهور	گلها	زَهر	گل	N;NOM;DEF;SG	N;PL
حزمة	بسته	حُزمَة	بسته	N;NOM;INDF;SG	ADJ;SG;3;V.PTCP
حزمة	بسته	حُزمَة	بسته	N;NOM;INDF;SG	ADJ;SG;3;V.PTCP
حزمة	بستۀ	حُزمَة	بستۀ	N;NOM;INDF;SG	
شرقية	خاوری	شَرقِيّ	خاوری	ADJ;NOM;INDF;FEM;SG	N;SG
شرقية	شرقی	شَرقِيّ	شرقی	ADJ;NOM;INDF;FEM;SG	N;SG
شرقية	شرق	شَرقِيّ	شرق	ADJ;NOM;INDF;FEM;SG	N;SG
شرقية	شرقی	شَرقِيّ	شرقی	ADJ;NOM;INDF;FEM;SG	N;SG
لولا	لولا	لَولَا	لولاً		N;SG
اشترك	اشتراک	اِشتَرَك	اشتراک	V;PFV;MASC;SG;3;ACT	N;SG
مصالح	دلبستگی	مَصلَحَة	دلبستگی	N;NOM;INDF;PL	N;SG
السياح	توریست	سَائِح	توریست	N;NOM;DEF;PL	N;SG
مجددا	دوباره	مُجَدَّد	دوباره	ADJ;ACC;INDF;MASC;SG	ADV
الكلاب	سگا	كَلَاب	سگا	N;NOM;DEF;PL	N;SG
فرانكفورت	فرانکفورت	فرَانكفُورت	فرانکفورت		N;SG
غابات	جنگلداری	غَابَة	جنگلداری	N;NOM;INDF;PL	N;SG
غابات	وودز	غَابَة	وودز	N;NOM;INDF;PL	N;SG
غابات	فارست	غَابَة	فارست	N;NOM;INDF;PL	N;SG
غابات	جنگل	غَابَة	جنگل	N;NOM;INDF;PL	N;SG
غابات	جنگلی	غَابَة	جنگلی	N;NOM;INDF;PL	N;SG
الثورية	انقلابی	ثُورِيّ	انقلاب	ADJ;NOM;DEF;FEM;SG	N;SG
مظاهرات	تظاهرات	مُظَاهَرَة	تظاهرات	N;NOM;INDF;PL	N;SG
مظاهرات	نمایشی	مُظَاهَرَة	نمایشی	N;NOM;INDF;PL	N;SG
معادن	متال	مَعدِن	متال	N;NOM;INDF;PL	N;SG
معادن	فلز	مَعدِن	فلز	N;NOM;INDF;PL	N;SG
معادن	فلزی	مَعدِن	فلزی	N;NOM;INDF;PL	N;SG
معادن	قلیایی	مَعدِن	قلیایی	N;NOM;INDF;PL	N;SG
معادن	معدنی	مَعدِن	معدنی	N;NOM;INDF;PL	N;SG
تويتر	توئیتر	تويتر	توئیتر		N;SG
تويتر	twitter	تويتر	twitter		N;SG
تويتر	تویتر	تويتر	تویتر		N;SG
تويتر	توییتر	تويتر	تویی		N;SG
البديل	جایگزین	بَدِيل	جایگزین	N;NOM;DEF;SG	ADJ
البديل	جایگزین	بَدِيل	جایگزین	N;NOM;DEF;SG	ADJ
البوتاسيوم	پتاسیم	البوتاسيوم	None		N;SG
بات	پت	بَات	پت	V;PFV;MASC;SG;3;ACT	N;SG
المظاهرات	تظاهرات	المظاهرات	تظاهرات	N;NOM;DEF;PL	N;SG
المظاهرات	نمایشی	المظاهرات	نمایشی	N;NOM;DEF;PL	N;SG
يومي	یومی	يَومِيّ	یوم	ADJ;NOM;INDF;MASC;SG	
صف	طبقاتی	صَفّ	None	N;NOM;INDF;SG	N;PL
هايتي	هائیتی	هَايَا	هائیتی		N;SG
همدان	همدان	همدان	همدان		N;SG
ماركوس	مارکوس	ماركوس	مارکوس		N;SG
اليرموك	یرموک	اليرموك	یرموک		N;SG
الكونغرس	کنگره	اَلكُونغرِس	کنگره		N;SG
التعليمات	دستورالعمل	تَعلِيم	دستورالعمل	N;NOM;DEF;PL	N;SG
التعليمات	دستورالعمل	تَعلِيم	دستورالعمل	N;NOM;DEF;PL	N;SG
المزارع	کشاورز	مَزرَعَة	کشاورز	N;NOM;DEF;PL	N;SG
اعضاء	ارگان	عُضو	ارگان	N;NOM;INDF;PL	N;SG
اعضاء	اندام	عُضو	اندام	N;NOM;INDF;PL	N;SG
استخراج	چکیده	اِستِخرَاج	None	N;NOM;INDF;SG	ADJ;SG;3;V.PTCP
بنما	پاناما	بَنم	پاناما		N;SG
البلقان	بالکان	بَلَق	بالک		N;SG
البلقان	بالکان	بَلَق	بالک		N;SG
باتريك	پاتریک	بَاترِيك	پاتریک		N;SG
روماني	رومانیایی	رُومَانِيّ	رومانیایی	ADJ;NOM;INDF;MASC;SG	N;SG
روماني	رومانی	رُومَانِيّ	رومانی	ADJ;NOM;INDF;MASC;SG	N;SG
روماني	رومان	رُومَانِيّ	رومان	ADJ;NOM;INDF;MASC;SG	N;SG
روماني	رومی	رُومَانِيّ	رومی	ADJ;NOM;INDF;MASC;SG	N;SG
روماني	رومن	رُومَانِيّ	رومن	ADJ;NOM;INDF;MASC;SG	N;SG
روماني	روم	رُومَانِيّ	None	ADJ;NOM;INDF;MASC;SG	
جهاد	جهاد	جِهَاد	جهاد		N;SG
يقتل	میکشه	قَتَل	میکشه	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SBJV;SG;2;PRS
حفلات	کنسرت	حَفلَة	کنسرت	N;NOM;INDF;PL	N;SG
مونتانا	مونتانا	مُونتَانَا	مونتانا		N;SG
تقليدية	سنتی	تَقلِيدِيّ	سنت	ADJ;NOM;INDF;FEM;SG	N;SG
المرشح	فیلتر	مُرَشَّح	فیلتر	N;NOM;DEF;SG	ADJ;CMPR
بنغلاديش	بنگلادش	بَنغِلَادِيش	بنگلادش		N;SG
نوري	نوری	نوري	نوری		N;SG
ميامي	میامی	مَيَامِي	میامی		N;SG
غربية	وسترن	غَربِيّ	وسترن	ADJ;NOM;INDF;FEM;SG	N;SG
بوت	ربات	بوت	ربات		N;SG
بوت	b	بوت	b		N;SG
الشر	شر	شَرّ	شر	N;NOM;DEF;SG	
الشر	بد	شَرّ	بد	N;NOM;DEF;SG	ADJ
التصفيات	حذفی	تَصفِيَة	حذفی	N;NOM;DEF;PL	N;SG
التصفيات	printer	تَصفِيَة	printer	N;NOM;DEF;PL	N;SG
مناسبات	رویدادهای	مُنَاسَبَة	رویداد	ADJ;NOM;INDF;FEM;PL	N;PL
مناسبات	رویدادها	مُنَاسَبَة	رویداد	ADJ;NOM;INDF;FEM;PL	N;PL
مناسبات	حوادث	مُنَاسَبَة	حوادث	ADJ;NOM;INDF;FEM;PL	N;PL
مناسبات	اتفاقات	مُنَاسَبَة	اتفاق	ADJ;NOM;INDF;FEM;PL	N;PL
مزارع	کشاورز	مَزرَعَة	کشاورز	N;NOM;INDF;PL	N;SG
رب	لرد	رَبّ	None		N;SG
رب	پروردگارا	رَبّ	پروردگار		V;IMP
فرانسوا	فرانسوا	فَرَانَس	فرانسوا		N;SG
مسرحي	تئاتری	مُسرَحِي	تئا	ADJ;NOM;INDF;MASC;SG	N;PL
المترجم	translator	مُتَرَجِّم	translator	ADJ;NOM;DEF;MASC;SG	N;SG
المترجم	مترجم	مُتَرَجِّم	مترجم	ADJ;NOM;DEF;MASC;SG	N;SG
المترجم	مترجم	مُتَرَجِّم	مترجم	ADJ;NOM;DEF;MASC;SG	N;SG
المترجم	مفسر	مُتَرَجِّم	مفسر	ADJ;NOM;DEF;MASC;SG	N;SG
السهول	دشتی	سُهُول	دشتی	N;NOM;DEF;PL	N;SG
لاتفيا	لتونی	لاتفيا	لتونی		N;SG
لاتفيا	لتونی	لاتفيا	لتونی		N;SG
هند	هیند	هند	هیند		
ينطبق	کاربردی	اِنطَبَق	کاربردی	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
ينطبق	صفت	اِنطَبَق	صفت	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
كود	کد	كود	کرد#کن		N;SG
كود	cod	كود	cod		N;SG
كوك	کوک	كُوك	کوک		N;SG
كوك	آشپز	كُوك	آشپز		N;SG
كوك	آشپزی	كُوك	آشپزی		N;SG
كوك	کوک	كُوك	کوک		N;SG
بايرن	بایرن	بَايِرن	بایرن		N;SG
بايرن	بایرون	بَايِرن	بایرون		N;SG
بايرن	بایرن	بَايِرن	بایرن		N;SG
فيزيائي	فیزیکدان	فِيزِيَائِيّ	فیزیکا	ADJ;NOM;INDF;MASC;SG	N;SG
اللحوم	گوشتی	لَحم	گوشتی	N;NOM;DEF;PL	N;SG
اللحوم	گوشته	لَحم	گوشت#گور	N;NOM;DEF;PL	N;SG
اللحوم	گوشت	لَحم	گوشت	N;NOM;DEF;PL	N;SG
مقسمة	تقسیم	مُقَسَّم	تقسیم	ADJ;NOM;INDF;FEM;SG	N;SG
القيود	محدودیت	قَيد	محدودیت	N;NOM;DEF;PL	N;SG
القيود	محدودیت	قَيد	محدودیت	N;NOM;DEF;PL	N;SG
بنسلفانيا	پنسیلوانیا	بَنسلَفَانِيَا	None		N;SG
عقيل	عقیل	عقيل	عقیل		N;SG
قلوب	دل	قَلب	دل	N;NOM;INDF;PL	N;SG
جنو	گنو	جنو	گنو		N;SG
جنو	gnu	جنو	gnu		N;SG
نسبية	نسبی	نِسبِيّ	نسبی	ADJ;NOM;INDF;FEM;SG	N;SG
نادى	باشگاه	نَادِي	باشگاه		N;SG
نادى	چماق	نَادِي	چماق		N;SG
نادى	کلاب	نَادِي	کلاب		N;SG
نادى	کلوب	نَادِي	کلوب		N;SG
نادى	کلوپ	نَادِي	کلوپ		N;SG
نتج	لوگوی	نَتَج	لوگوی	V;PFV;MASC;SG;3;ACT	N;SG
الجانبين	پهلو	جَانِب	پهلو	N;ACC;DEF;DU	N;SG
المختصة	تواناست	مُختَصّ	توانست#تواه	ADJ;NOM;DEF;FEM;SG	N;SG
المختصة	توانا	مُختَصّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
تلقي	دریافت	تلقي	دریافت		N;SG
تلقي	دریافت	تلقي	دریافت		N;SG
الخلافات	تفاوت	خِلَاف	تفاوت	N;NOM;DEF;PL	N;SG
الخلافات	تفاوتهای	خِلَاف	تفاوت	N;NOM;DEF;PL	N;SG
الخلافات	تفاوتها	خِلَاف	تفاوت	N;NOM;DEF;PL	N;SG
الخلافات	اختلاف	خِلَاف	اختلاف	N;NOM;DEF;PL	N;SG
نقول	بگویید	قَال	None	V;IPFV;MASC;IND;PL;1;FIN;ACT	V;SBJV;PL;2;PRS
نقول	بگو	قَال	None	V;IPFV;MASC;IND;PL;1;FIN;ACT	V;IMP;SG;2
معاملة	درمانش	مُعَامَلَة	درمانش	N;NOM;INDF;SG	
عملات	سکه	عُملَة	سکه	N;NOM;INDF;PL	N;SG
جافا	جاوا	جَافّ	جاوا	ADJ;ACC;INDF;MASC;SG	N;SG
جافا	جاوه	جَافّ	جاوه	ADJ;ACC;INDF;MASC;SG	N;SG
تعليمات	دستورالعمل	تَعلِيم	دستورالعمل	N;NOM;INDF;PL	N;SG
تعليمات	دستورالعمل	تَعلِيم	دستورالعمل	N;NOM;INDF;PL	N;SG
مجهول	ناشناس	مَجهُول	ناشناس	ADJ;NOM;INDF;MASC;SG	N;SG
مجهول	گمنام	مَجهُول	None	ADJ;NOM;INDF;MASC;SG	N;SG
جماعي	اشتراکی	جَمَاعِيّ	اشتراک	ADJ;NOM;INDF;MASC;SG	N;SG
جماعي	جمعی	جَمَاعِيّ	جمع	ADJ;NOM;INDF;MASC;SG	N;SG
استقال	استعفا	اِستَقَال	استعفا	V;PFV;MASC;SG;3;ACT	N;SG
استقال	انصراف	اِستَقَال	انصراف	V;PFV;MASC;SG;3;ACT	N;SG
استقال	ترک	اِستَقَال	ترک	V;PFV;MASC;SG;3;ACT	N;SG
يواجه	روبروی	وَاجَه	روبروی	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يواجه	روبرو	وَاجَه	روبرو	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
مشاعر	احساس	مَشعَر	احساس	N;NOM;INDF;PL	N;SG
مشاعر	احساساتی	مَشعَر	None	N;NOM;INDF;PL	N;SG
بافاريا	باواریا	بَافَارِيَا	باواریا		N;SG
