het	το	het	ο	PRO;3	DET;NOM;DEF;NEUT;SG
herschel	χέρσελ	herschel	χέρσελ	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
uitgaven	δαπάνη	uitgave	δαπάνη	N;PL	N;NOM;FEM;SG
christelijk	κριστιάν	christelijk	κριστιάν	ADJ	
christelijk	christian	christelijk	christian	ADJ	
christelijk	χριστιανοί	christelijk	χριστιανός	ADJ	N;NOM;MASC;PL
christelijk	κρίστιαν	christelijk	κρίστιαν	ADJ	
christelijk	χριστιανός	christelijk	χριστιανός	ADJ	N;NOM;MASC;SG
fritz	φριτς	fritz	φριτς	N;MASC+FEM;SG	
mini	μίνι	mini	μίνι	N;MASC+FEM;SG	NUM;NOM;NEUT;SG
mini	mini	mini	mini	N;MASC+FEM;SG	
beroemd	διάσημο	beroemd	διάσημος	ADJ	N;NOM;NEUT;SG
beroemd	διάσημος	beroemd	διάσημος	ADJ	N;NOM;MASC;SG
beroemd	διάσημοι	beroemd	διάσημος	ADJ	N;NOM;MASC;PL
stanley	stanley	stanley	stanley	N;MASC+FEM;SG	
stanley	στάνλεϋ	stanley	στάνλω	N;MASC+FEM;SG	
stanley	στάνλεϊ	stanley	στάνλεϊ	N;MASC+FEM;SG	
soundtrack	soundtrack	soundtrack	soundtrack	N;MASC+FEM;SG	
afc	afc	afc	afc	N;MASC+FEM;SG	
pius	πίος	pius	πίος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
wright	ράιτ	wright	ράιτ	N;MASC+FEM;SG	
bewegingen	μετακίνηση	beweging	μετακίνηση	N;PL	N;ACC;FEM;SG
bewegingen	κίνημα	beweging	κίνημα	N;PL	N;NOM;NEUT;SG
bewegingen	κίνηση	beweging	κίνηση	N;PL	N;ACC;FEM;SG
nintendo	nintendo	nintendo	nintendo	N;MASC+FEM;SG	
staal	χάλυβες	staal	χάλυβας	N;NEUT;SG	N;NOM;FEM;PL
complexe	σύνθετη	complex	σύνθετος	ADJ	ADV
complexe	συγκρότημα	complex	συγκρότημα	ADJ	N;NOM;NEUT;SG
becker	μπέκερ	becker	μπέκερ	N;MASC+FEM;SG	
bezwaren	ένσταση	bezwaar	ένσταση	N;PL	N;ACC;FEM;SG
charleroi	charleroi	charleroi	charleroi	N;MASC+FEM;SG	
bobby	μπόμπι	bobby	μπόμπι	N;MASC+FEM;SG	
bobby	μπόμπυ	bobby	μπόμπυ	N;MASC+FEM;SG	
franco	φράνκο	franco	φράνκο	N;MASC+FEM;SG	
kok	κουκ	kok	κουκ	N;MASC+FEM;SG	
kok	chef	kok	chef	N;MASC+FEM;SG	
kok	σεφ	kok	σεφ	N;MASC+FEM;SG	
kok	kok	kok	kok	N;MASC+FEM;SG	
roma	ρομά	roma	ρομά	PROPN;NEUT;SG	N;NOM;NEUT;PL
roma	ρόμα	roma	ρόμα	PROPN;NEUT;SG	
iers	ιρλανδικά	iers	ιρλανδικά	ADJ	ADV
iers	ιρλανδοί	iers	ιρλανδός	ADJ	PROPN;NOM;MASC;PL
iers	irish	iers	irish	ADJ	
iers	ιρλανδός	iers	ιρλανδός	ADJ	N;NOM;MASC;SG
leed	βάσανο	lijden	βάσανο	V;SG;PST;FIN	N;NOM;NEUT;SG
leed	ταλαιπωρία	lijden	ταλαιπωρία	V;SG;PST;FIN	N;NOM;FEM;SG
leed	βάσανα	lijden	βάσανα	V;SG;PST;FIN	N;NOM;NEUT;PL
indiana	ιντιάνα	indiana	ιντιάνα	PROPN;NEUT;SG	
gast	φίλε	gast	φίλομαι	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
gast	φιλοξενούμενος	gast	φιλοξενούμενος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
gast	καλεσμένος	gast	καλεσμένος	N;MASC+FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
albrecht	άλμπρεχτ	albrecht	άλμπρεχτ	N;MASC+FEM;SG	
pablo	πάμπλο	pablo	πάμπλο	N;MASC+FEM;SG	
verlaat	φύγε	verlaten	φύγω	V;SG;PRS;FIN	PRO;NOM;MASC;SG;1
gebroken	σπασμένη	breken	σπάζω	V;V.PTCP	ADJ;NOM;FEM;SG
gebroken	σπασμένα	breken	σπάζω	V;V.PTCP	ADJ;NOM;NEUT;PL
gebroken	σπασμένο	breken	σπάζω	V;V.PTCP	ADJ;NOM;NEUT;SG
gebroken	σπασμένος	breken	σπασμένος	V;V.PTCP	ADJ;NOM;MASC;SG
gebroken	απένταρος	breken	απένταρος	V;V.PTCP	N;NOM;MASC;SG
gebroken	κάταγμα	breken	κάταγμα	V;V.PTCP	N;NOM;NEUT;SG
seksuele	σεξουαλικά	seksueel	σεξουαλικά	ADJ	ADV
missouri	μιζούρι	missouri	μιζούρι	N;NEUT;SG	
extreem	εξαιρετικά	extreem	εξαιρετικά	ADJ	ADV
extreem	ακραία	extreem	ακραίος	ADJ	ADV
bassist	μπασίστα	bassist	μπασίστα	N;MASC+FEM;SG	
christmas	χριστουγεννα	christmas	χριστουγεννα		N;NOM;NEUT;PL
christmas	χριστουγεννιάτικα	christmas	χριστουγνιάτιατικα		N;NOM;NEUT;PL
christmas	χριστούγεννα	christmas	χριστούγεννα		N;NOM;NEUT;PL
rangers	ρέιντζερ	ranger	ρέιντζερ	N;PL	
rangers	ρέιντζερς	ranger	ρέιντζερς	N;PL	
apparaat	συσκευές	apparaat	συσκευά	N;NEUT;SG	N;NOM;FEM;PL
jorge	χόρχε	jorg	χόρχω	N;MASC+FEM;SG	
vijftiende	fifteenth	vijftien	fifteenth	ADJ	
menselijk	άνθρωπος	menselijk	άνθρωπος	ADJ	N;NOM;MASC;SG
politica	πολιτικό	politica	πολιτικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
politica	πολιτικός	politica	πολιτικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
porto	porto	porto	porto	N;MASC+FEM;SG	
porto	πόρτο	porto	πόρτος	N;MASC+FEM;SG	
noten	nuts	noten	nuts	N;PL	
brandenburg	βραδεμβούργο	brandenburg	βραδεμβούργο	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
jeanne	ιωάννα	jeanne	ιωάννα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
jeanne	ζαν	jeanne	ζαν	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
kanten	δαντέλα	kant	δαντέλα	N;PL	N;NOM;NEUT;SG
indonesische	ινδονησίας	indonesisch	ινδονησία	ADJ	PROPN;GEN;FEM;SG
smal	μικρά	smal	μικρός	ADJ	ADV
smal	στενό	smal	στενός	ADJ	N;NOM;NEUT;SG
smal	στενός	smal	στενός	ADJ	N;NOM;MASC;SG
alt	alt	alt	alt	N;MASC+FEM;SG	
itf	itf	itf	itf	N;MASC+FEM;SG	
sicilië	σικελίας	sicilië	σικελία	N;NEUT;SG	PROPN;GEN;FEM;SG
sicilië	σικελία	sicilië	σικελία	N;NEUT;SG	PROPN;ACC;FEM;SG
mod	mod	mod	mod	N;MASC+FEM;SG	
soul	σόουλ	soul	σόουλ	N;MASC+FEM;SG	
guillaume	γκιγιόμ	guillaum	γκιγιόμ	N;MASC+FEM;SG	
voorbereiding	προετοιμασίες	voorbereiding	προετοιμασία	N;MASC+FEM;SG	N;NOM;FEM;PL
voorbereiding	παρασκευάσματα	voorbereiding	παρασκέυασμα	N;MASC+FEM;SG	N;NOM;NEUT;PL
definitieve	οριστικά	definitief	οριστικά	ADJ	ADV
typen	τύπους	typen	τύπος	V;NFIN	N;ACC;MASC;PL
typen	τύποι	typen	τύπος	V;NFIN	N;NOM;MASC;PL
typen	δακτυλογράφηση	typen	δακτυλογράφηση	V;NFIN	N;NOM;FEM;SG
stedelijke	urban	stedelijk	urban	ADJ	
robinson	robinson	robinson	robinson	N;MASC+FEM;SG	
robinson	ρόμπινσον	robinson	ρόμπινσον	N;MASC+FEM;SG	
hal	χαλ	hal	χαλ	N;MASC+FEM;SG	
hal	hall	hal	hall	N;MASC+FEM;SG	
hal	χολ	hal	χολ	N;MASC+FEM;SG	
thompson	thompson	thompson	thompson	N;MASC+FEM;SG	
thompson	τόμπσον	thompson	τόμπσον	N;MASC+FEM;SG	
thompson	τόμσον	thompson	τόμσον	N;MASC+FEM;SG	
rotsen	rock	rotsen	rock	N;PL	
rotsen	πέτρα	rotsen	πέτρο	N;PL	N;NOM;FEM;SG
rotsen	ροκ	rotsen	ροκ	N;PL	
rotsen	βράχος	rotsen	βράχος	N;PL	N;NOM;MASC;SG
corporation	corporation	corporation	corporation	N;MASC+FEM;SG	
nomineren	υποψηφιότητα	nomineren	υποψηφιότητα	V;NFIN	N;ACC;FEM;SG
nomineren	διορισμός	nomineren	διορισμός	V;NFIN	N;NOM;MASC;SG
monaco	μονακό	monaco	μονακός	N;MASC+FEM;SG	
say	πω	say	λέγω		V;PFV;IND;SG;1;FIN;ACT
say	πείτε	say	λέγω		V;PFV;IMP;PL;2;FIN;ACT
say	πες	say	πες		V;IPFV;IND;SG;1;PRS;FIN;ACT
associatie	association	associatie	association	N;MASC+FEM;SG	
vera	βέρα	vera	βέρα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
klassiek	κλασικά	klassiek	κλασικός	ADJ	ADV
klassiek	κλασσικά	klassiek	κλασσικός	ADJ	ADV
klassiek	κλασικά	klassiek	κλασικός	ADJ	ADV
snap	snap	snap	snap	V;SG;PRS;FIN	
snap	snapchat	snap	snapchat	V;SG;PRS;FIN	
koop	αγόρασε	koop	αγοράζω	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
koop	αγοράσω	koop	αγοράζω	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
schimmel	μύκητες	schimmel	μύκητος	N;MASC+FEM;SG	N;NOM;MASC;PL
nice	ωραία	nice	ωραίος	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
nice	ωραίο	nice	ωραίος	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
belasting	φόρους	belasting	φόρος	N;MASC+FEM;SG	N;ACC;MASC;PL
belasting	φόροι	belasting	φόρος	N;MASC+FEM;SG	N;NOM;MASC;PL
vasteland	ηπειρωτική	vasteland	ηπειρωτικός	N;NEUT;SG	ADJ;NOM;FEM;SG
loon	μισθοί	loon	μισθός	N;NEUT;SG	N;NOM;MASC;PL
loon	μισθούς	loon	μισθός	N;NEUT;SG	N;NOM;MASC;PL
ramen	windows	raam	windows	N;PL	
jerry	τζέρι	jerry	τζέρι	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
sul	sul	sul	sul	N;MASC+FEM;SG	
sterven	die	sterven	die	V;NFIN	
sterven	πεθαίνεις	sterven	πεθαίνη	V;NFIN	N;NOM;FEM;PL
roberts	ρόμπερτς	robert	ρόμπερτς	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
boedapest	βουδαπέστη	boedapest	βουδαπίστομαι	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
oproep	καλέστε	oproep	καλώ	N;MASC+FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
oproep	κάλεσε	oproep	καλώ	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
parker	πάρκερ	park	πάρκερ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
parker	parker	park	parker	N;MASC+FEM;SG	
verlag	verlag	verlag	verlag	INTJ	
bremen	βρέμη	bremen	βρέμη	V;NFIN	PROPN;NOM;FEM;SG
exact	ακριβώς	exact	ακριβώς	ADJ	ADV
exact	ακριβές	exact	ακριβής	ADJ	ADV
wwe	wwe	wwe	wwe	N;NEUT;SG	
bern	μπερν	bern	μπερν	PROPN;NEUT;SG	
bern	βέρνης	bern	βέρνη	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
kong	κόνγκ	kongen	κόνγκ	N;MASC+FEM;SG	
kong	κονγκ	kongen	κονγκ	N;MASC+FEM;SG	
kong	kong	kongen	kong	N;MASC+FEM;SG	
aires	άιρες	aires	άιρα	N;MASC+FEM;SG	PROPN;NOM;FEM;PL
salvador	σαλβαδόρ	salvador	σαλβαδόρ	N;MASC+FEM;SG	
ambtenaar	επίσημο	ambtenaar	επίσημος	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ambtenaar	επίσημη	ambtenaar	επίσημος	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
bretagne	bretagne	bretagne	bretagne	N;MASC+FEM;SG	
bretagne	μπρίτανι	bretagne	μπρίτανι	N;MASC+FEM;SG	V;IPFV;IND;PL;3;PST;FIN;PASS
harold	harold	harold	harold	N;MASC+FEM;SG	
harold	χάρολντ	harold	χάρολντ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
kenmerk	χαρακτηριστική	kenmerk	χαρακτηριστικός	N;NEUT;SG	ADJ;NOM;FEM;SG
vice	ηθών	vice	ηθός	N;MASC+FEM;SG	N;GEN;MASC;PL
remix	remix	remix	remix	N;MASC+FEM;SG	
vloeistof	υγρά	vloeistof	υγρά	N;MASC+FEM;SG	N;NOM;NEUT;PL
vloeistof	υγρή	vloeistof	υγρή	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
vloeistof	υγρός	vloeistof	υγρός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
malta	μάλτα	malta	μάλτα	N;MASC+FEM;SG	PROPN;ACC;FEM;SG
malta	malta	malta	malta	N;MASC+FEM;SG	
geheugen	ανάμνηση	heugen	ανάμνηση	N;PL	N;ACC;FEM;SG
geheugen	μνημη	heugen	μνημη	N;PL	N;ACC;FEM;SG
geheugen	μνήμη	heugen	μνήμη	N;PL	N;ACC;FEM;SG
horn	χορν	horn	χορν	N;MASC+FEM;SG	
yamaha	yamaha	yamaha	yamaha	N;MASC+FEM;SG	
permanent	μόνιμα	permanent	μόνιμα	ADJ	ADV
permanent	μόνιμα	permanent	μόνιμα	ADJ	ADV
michigan	μίτσιγκαν	michigan	μίτσιγκαν	N;NEUT;SG	
michigan	μίσιγκαν	michigan	μίσιγκαν	N;NEUT;SG	
barnard	μπάρναρντ	barnard	μπάρναρντ	N;MASC+FEM;SG	
exacte	ακριβές	exact	ακριβής	ADJ	ADV
permanente	μόνιμα	permanent	μόνιμα	ADJ	ADV
meet	μέτρο	meet	μέτρο	V;SG;PRS;FIN	N;NOM;NEUT;SG
belgique	belgique	belgique	belgique	N;MASC+FEM;SG	
trompet	τρομπέτα	trompet	τρομπέτα	N;MASC+FEM;SG	
amstel	amstel	amstel	amstel	N;MASC+FEM;SG	
zoet	γλυκό	zoet	γλυκό	ADJ	N;NOM;NEUT;SG
zoet	γλυκά	zoet	γλυκά	ADJ	N;NOM;NEUT;PL
zoet	γλυκιά	zoet	γλυκιά	ADJ	N;NOM;FEM;SG
bolivia	βολιβία	bolivia	βολιβία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
banks	μπανκς	banks	μπανκς	N;PL	PROPN;NOM;MASC;SG
singapore	σιγκαπούρη	singapore	σιγκαπούρης	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
singer	σίνγκερ	singer	σίνγκερ	N;MASC+FEM;SG	
streep	ρίγα	streep	ρίγος	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
eerlijk	ειλικρινά	eerlijk	ειλικρινά	ADJ	ADV
eerlijk	δίκαιο	eerlijk	δίκαιο	ADJ	N;NOM;NEUT;SG
eerlijk	δίκαια	eerlijk	δίκαιο	ADJ	ADV
eerlijk	πανηγύρι	eerlijk	πανηγύρι	ADJ	N;NOM;NEUT;SG
eerlijk	τίμια	eerlijk	τίμια	ADJ	ADV
belle	μπελ	bellen	μπελ	N;MASC+FEM;SG	
ervaringen	εμπειρία	ervaring	εμπειρία	N;PL	N;ACC;FEM;SG
ervaringen	πείρα	ervaring	πείρα	N;PL	N;NOM;FEM;SG
begrippen	έννοιες	begrip	έννοιος	N;PL	ADJ;NOM;FEM;PL
mit	μιτ	mit	μιτ	N;MASC+FEM;SG	
mit	mit	mit	mit	N;MASC+FEM;SG	
mit	μιτ	mit	μιτ	N;MASC+FEM;SG	
mit	mit	mit	mit	N;MASC+FEM;SG	
lente	ανοιξιάτικες	lente	ανοιξιάτικος	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
lissabon	λισαβόνα	lissabon	λισαβόνα	N;NEUT;SG	
lissabon	λισαβόνας	lissabon	λισσαβώνα	N;NEUT;SG	PROPN;GEN;FEM;SG
woensdag	τετάρτη	woensdag	τετάρτη	PROPN;MASC+FEM;SG	N;NOM;FEM;SG
vermijden	αποφυγή	vermijden	αποφυγή	V;NFIN	N;DAT;FEM;SG
vermijden	αποφυγή	vermijden	αποφυγή	V;NFIN	N;DAT;FEM;SG
vermijden	αποφυγή	vermijden	αποφυγή	V;NFIN	N;DAT;FEM;SG
emile	εμίλ	emile	εγίλος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
sharp	αιχμηρό	sharp	αιχμηρός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
boris	μπόρις	boris	μπόρις	N;MASC+FEM;SG	
horst	χορστ	horst	χορστ	N;MASC+FEM;SG	
pont	pont	pont	pont	N;MASC+FEM;SG	
acteren	ηθοποιία	acteren	ηθοποιία	V;NFIN	N;NOM;FEM;SG
acteren	υποκριτική	acteren	υποκριτικός	V;NFIN	N;NOM;FEM;SG
logisch	λογικά	logisch	λογικά	ADJ	ADV
buenos	μπουένος	buenos	μπουένος	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
herzegovina	ερζεγοβίνη	herzegovina	ερζεγοβίνος	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
bescheiden	μετριόφρων	bescheiden	μετριόφρος	ADJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
bescheiden	ταπεινά	bescheiden	ταπεινός	ADJ	ADV
matthew	μάθιου	matthew	μάθιος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
fisher	φίσερ	fisher	φίσερ	N;MASC+FEM;SG	
rothschild	ρότσιλντ	rothschild	ρότσιλντ	N;MASC+FEM;SG	
achterkant	οπίσθια	achterkant	οπίσθια	N;MASC+FEM;SG	N;NOM;NEUT;PL
aanvulling	συμπληρώνουν	aanvulling	συμπληρώνω	N;MASC+FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
inc	inc	inc	inc		
panama	παναμά	panama	παναμύς	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
detail	λεπτομέρειες	detail	λεπτομέρεια	N;NEUT;SG	N;NOM;FEM;PL
litouwen	λιθουανίας	litouw	λιθουανία	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
litouwen	λιθουανία	litouw	λιθουανία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
litouwen	εσθονία	litouw	εσθονία	PROPN;NEUT;SG	PROPN;NOM;FEM;SG
francesco	φραντσέσκο	francesco	φραντσέσκο	N;MASC+FEM;SG	
herinnering	μνήμες	herinnering	μνήμα	N;MASC+FEM;SG	N;NOM;FEM;PL
voorronde	προκαταρκτικά	voorronde	προκαταρκτικά	N;MASC+FEM;SG	ADV
bachelor	μπάτσελορ	bachelor	μπάτσελορ	N;MASC+FEM;SG	
bachelor	εργένης	bachelor	εργένη	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
campbell	κάμπελ	campbell	κάμπελ	N;MASC+FEM;SG	
luke	luke	luk	luke	N;MASC+FEM;SG	
puur	καθαρά	puur	καθερά	ADJ	ADV
puur	αμιγώς	puur	αμιγώς	ADJ	ADV
puur	αγνή	puur	αγνή	ADJ	N;NOM;FEM;SG
puur	αγνό	puur	αγνό	ADJ	N;NOM;NEUT;SG
santo	σάντο	santo	σάντος	N;MASC+FEM;SG	
mercedes	mercedes	mercede	mercedes	N;PL	
mercedes	μερσέντες	mercede	μερσέντης	N;PL	PROPN;NOM;FEM;PL
verovering	κατακτήσεις	verovering	κατάκτηση	N;MASC+FEM;SG	N;NOM;FEM;PL
regent	βροχές	regenen	βροχή	V;SG;PRS;FIN	N;NOM;FEM;PL
regent	αντιβασιλέας	regenen	αντιβασιλέας	V;SG;PRS;FIN	N;NOM;MASC;SG
regent	αντιβασιλέα	regenen	αντιβασιλέας	V;SG;PRS;FIN	N;ACC;MASC;SG
mello	mello	mello	mello	N;MASC+FEM;SG	
isabella	ιζαμπέλα	isabella	ιζαμπέλα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
annie	άνι	annie	άνι	N;MASC+FEM;SG	
annie	annie	annie	annie	N;MASC+FEM;SG	
gevuld	γεμιστά	vullen	γεμιστώ	V;V.PTCP	N;NOM;NEUT;PL
gevuld	γεμάτο	vullen	γεμάτος	V;V.PTCP	NUM;NOM;NEUT;SG
wagner	βάγκνερ	wagner	βάγκνερ	N;MASC+FEM;SG	
liu	λιου	liu	λιος	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
liu	λιού	liu	λιός	PROPN;MASC+FEM;SG	
liu	liu	liu	liu	PROPN;MASC+FEM;SG	
patroon	φυσίγγια	patroon	φυσίγγια	N;NEUT;SG	N;NOM;NEUT;PL
georgië	τζώρτζια	georgië	τζώρτζια	PROPN;NEUT;SG	N;NOM;NEUT;PL
georgië	georgia	georgië	georgia	PROPN;NEUT;SG	
georgië	τζόρτζια	georgië	τζόρτζια	PROPN;NEUT;SG	
conservatieve	συντηρητικά	conservatief	συντηρητικά	ADJ	ADV
donderdag	πέμπτη	donderdag	πέμπτη	PROPN;MASC+FEM;SG	N;ACC;FEM;SG
plotseling	ξαφνικά	plotseling	ξαφνικά	ADJ	ADV
plotseling	αιφνίδια	plotseling	αιφνίδιο	ADJ	N;NOM;FEM;SG
aken	aachen	aak	aachen	PROPN;NEUT;SG	
rustig	ήσυχα	rustig	ησύχα	ADJ	ADV
rustig	ησυχία	rustig	ησυχία	ADJ	N;ACC;FEM;SG
rustig	ηρεμία	rustig	ηρεμία	ADJ	N;NOM;FEM;SG
rustig	ήρεμος	rustig	ήρεμος	ADJ	PROPN;NOM;MASC;SG
lijden	βάσανο	lijden	βάσανο	V;NFIN	N;NOM;NEUT;SG
lijden	ταλαιπωρία	lijden	ταλαιπωρία	V;NFIN	N;NOM;FEM;SG
lijden	βάσανα	lijden	βάσανα	V;NFIN	N;NOM;NEUT;PL
biologische	βιολογικά	biologisch	βιολογικά	ADJ	ADV
nancy	νάνσι	nancy	νάνσι	N;MASC+FEM;SG	
nancy	νάνσυ	nancy	νάνσυ	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
munten	κέρμα	munt	κέρμα	N;PL	N;NOM;NEUT;SG
munten	νόμισμα	munt	νόμισμα	N;PL	N;NOM;NEUT;SG
janssen	thompson	jans	thompson	N;PL	
janssen	τόμπσον	jans	τόμπσον	N;PL	
janssen	τόμσον	jans	τόμσον	N;PL	
janssen	τόμσον	jans	τόμσον	N;PL	
janssen	janssen	jans	janssen	N;PL	
boudewijn	μπάλντουιν	boudewijn	μπάλνω	N;MASC+FEM;SG	
bleken	λεύκανση	blijken	λεύκανση	V;PL;PST;FIN	N;NOM;FEM;SG
bleken	λεύκανση	blijken	λεύκανση	V;PL;PST;FIN	N;NOM;FEM;SG
bleken	χλωρίνη	blijken	χλωρίνος	V;PL;PST;FIN	N;NOM;FEM;SG
schots	σκωτίας	schots	σκωτία	ADJ	PROPN;GEN;FEM;SG
melbourne	μελβούρνη	melbourn	μελβούρνο	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
never	ποτέ	never	ποτέ		ADV
never	ποτε	never	ποτε		ADV
boerderijen	αγρόκτημα	boerderij	αγρόκτημα	N;PL	N;NOM;NEUT;SG
boerderijen	farm	boerderij	farm	N;PL	
boerderijen	φάρμα	boerderij	φάρμα	N;PL	N;NOM;FEM;SG
playstation	playstation	playstation	playstation	N;MASC+FEM;SG	
henegouwen	hainaut	henegouw	hainaut	V;NFIN	
five	five	five	five	N;MASC+FEM;SG	
five	πεντε	five	πεντε	N;MASC+FEM;SG	NUM
five	πέντε	five	πέντε	N;MASC+FEM;SG	NUM;NOM;MASC;PL
keten	αλυσίδα	keten	αλυσίδα	N;PL	N;NOM;FEM;SG
grijs	γκρίζο	grijs	γκρίζο	ADJ	N;NOM;NEUT;SG
grijs	γκρέι	grijs	γκρέι	ADJ	
grijs	γκρι	grijs	γκρι	ADJ	N;NOM;SG
grijs	γκρίζα	grijs	γκρίζα	ADJ	N;NOM;NEUT;PL
grijs	γκρίζο	grijs	γκρίζο	ADJ	N;NOM;NEUT;SG
grijs	γκρέι	grijs	γκρέι	ADJ	
grijs	γκρι	grijs	γκρι	ADJ	N;NOM;SG
grijs	γκρίζα	grijs	γκρίζα	ADJ	N;NOM;NEUT;PL
grijs	grey	grijs	grey	ADJ	
ontdekken	εξερεύνηση	ontdekken	εξερεύνηση	V;NFIN	N;ACC;FEM;SG
ontdekken	ανακάλυψη	ontdekken	ανακάλυψη	V;NFIN	N;ACC;FEM;SG
julie	julie	julie	julie	N;MASC+FEM;SG	
josef	γιόζεφ	josef	γιόζεφ	N;MASC+FEM;SG	
josef	τζόζεφ	josef	τζόζεφ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
alain	alain	alain	alain	N;MASC+FEM;SG	
terry	τέρι	terry	τέρι	N;MASC+FEM;SG	
terry	terry	terry	terry	N;MASC+FEM;SG	
skelet	σκελετικές	skelet	σκελετικός	N;NEUT;SG	ADJ;NOM;FEM;PL
overtuigen	πειστικός	overtuigen	πειστικός	V;NFIN	ADJ;NOM;MASC;SG
overtuigen	πειστική	overtuigen	πειστικός	V;NFIN	ADJ;NOM;FEM;SG
overtuigen	πειστικό	overtuigen	πειστικός	V;NFIN	ADJ;NOM;NEUT;SG
léon	λεόν	léon	λεόν	N;MASC+FEM;SG	
voltooide	ολοκληρώθηκαν	voltooien	ολοκληρώνω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
voltooide	ολοκληρωμένα	voltooien	ολοκληρώνω	V;SG;PST;FIN	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
christina	χριστίνα	christina	χριστίνα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
christina	κριστίνα	christina	κριστίνα	N;MASC+FEM;SG	
kate	κέιτ	kate	κέιτ	N;MASC+FEM;SG	
kate	kate	kate	kate	N;MASC+FEM;SG	
muzikanten	μουσικοί	muzikant	μουσικός	N;PL	ADJ;NOM;MASC;PL
muzikanten	μουσικούς	muzikant	μουσικός	N;PL	ADJ;ACC;MASC;PL
eigenschap	ακίνητα	eigenschap	ακίνητος	N;MASC+FEM;SG	N;NOM;NEUT;PL
taiwan	ταϊβάν	taiwan	ταϊβάν	PROPN;NEUT;SG	
verticale	κατακόρυφο	verticaal	κατακόρυφο	ADJ	N;NOM;NEUT;SG
verticale	κάθετο	verticaal	κάθετος	ADJ	N;NOM;NEUT;SG
verticale	κατακόρυφη	verticaal	κατακόρυφο	ADJ	N;NOM;FEM;SG
verticale	κατακόρυφα	verticaal	κατακόρυφο	ADJ	ADV
dresden	δρέσδη	drezden	δρέσδη	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
peters	πίτερς	peter	πίτερς	N;SG	
droog	ξηρή	droog	ξηρή	ADJ	N;NOM;FEM;SG
droog	στεγνά	droog	στεγνά	ADJ	ADV
droog	ξηρά	droog	ξηρά	ADJ	N;NOM;NEUT;PL
droog	στεγνό	droog	στεγνό	ADJ	N;NOM;NEUT;SG
droog	ξηρό	droog	ξηρός	ADJ	N;NOM;NEUT;SG
dinsdag	τριτη	dinsdag	τρίτος	PROPN;MASC+FEM;SG	N;ACC;FEM;SG
dinsdag	τρίτη	dinsdag	τρίτος	PROPN;MASC+FEM;SG	NUM;NOM;FEM;SG
