של	shel	של	shel	PART;GEN	PROPN
סופרת	compter	סופר	compter	N;FEM;SG	V;NFIN
מורכבות	complexité	הורכב	complexité	V;FEM;PL;V.PTCP;PASS	N;FEM;SG
פליקס	felix	פליקס	felix	PROPN	PROPN
פליקס	félix	פליקס	félix	PROPN	PROPN
קפלן	kaplan	קפלן	kaplan	PROPN	PROPN
נהרס	détruits	נהרס	détruire	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נהרס	détruites	נהרס	détruire	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נהרס	ruinés	נהרס	ruiner	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
סיכום	sommaire	סיכום	sommaire	N;MASC;SG	ADJ;MASC;SG
סיכום	récapitulatif	סיכום	récapitulatif	N;MASC;SG	ADJ;MASC;SG
סיכום	résumé	סיכום	résumé	N;MASC;SG	V;MASC;SG;PST;V.PTCP
מעורבת	impliqué	מעורב	impliquer	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
מעורבת	impliqués	מעורב	impliquer	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
מעורבת	impliquée	מעורב	impliquer	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
מרגרט	margaret	מרגרט	margaret	PROPN	PROPN
מרגרט	marguerite	מרגרט	marguerite	PROPN	N;FEM;SG
נזכר	rappelées	נזכר	rappeler	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נזכר	rappelés	נזכר	rappeler	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
עצמות	bones	עצם	bone	N;FEM;PL	PROPN
עצמות	os	עצם	os	N;FEM;PL	N;MASC;SG
יעילות	efficace	יעילות	efficace	N;FEM;SG	ADJ;MASC;SG
יעילות	efficaces	יעילות	efficace	N;FEM;SG	ADJ;MASC;PL
יעילות	efficace	יעילות	efficace	N;FEM;SG	ADJ;MASC;SG
יעילות	efficaces	יעילות	efficace	N;FEM;SG	ADJ;MASC;PL
מדרגה	step	מדרגה	step	N;FEM;SG	PROPN
המנהיג	meneur	המנהיג	meneur	PROPN	N;MASC;SG
המנהיג	leader	המנהיג	leader	PROPN	N;MASC;SG
הסרת	supprimer	הסרה	supprimer	N;PSSD;FEM;SG	V;NFIN
הסרת	enlever	הסרה	enlever	N;PSSD;FEM;SG	V;NFIN
הסרת	retirer	הסרה	retirer	N;PSSD;FEM;SG	V;NFIN
הסרת	enlèvent	הסרה	enlever	N;PSSD;FEM;SG	V;IND;PL;3;PRS;FIN
הסרת	supprimez	הסרה	supprimer	N;PSSD;FEM;SG	V;IMP;PL;2;PRS;FIN
המנצח	vainqueur	המנצח	vainqueur	PROPN	N;MASC;SG
המנצח	gagnants	המנצח	gagnant	PROPN	ADJ;MASC;PL
המנצח	gagnante	המנצח	gagnant	PROPN	ADJ;FEM;SG
המנצח	gagnant	המנצח	gagner	PROPN	V;PRS;V.PTCP
המנצח	lauréat	המנצח	lauréat	PROPN	N;MASC;SG
פוטנציאל	potentialités	פוטנציאל	potentialité	N;MASC;SG	N;FEM;PL
פוטנציאל	potentiels	פוטנציאל	potentiel	N;MASC;SG	ADJ;MASC;PL
פוטנציאל	potentielle	פוטנציאל	potentiel	N;MASC;SG	ADJ;FEM;SG
מתים	morts	מת	mourir	N;MASC;PL	V;MASC;PL;PST;V.PTCP
מתים	morte	מת	mourir	N;MASC;PL	V;FEM;SG;PST;V.PTCP
מתים	dead	מת	dead	N;MASC;PL	N;MASC;SG
מתים	mort	מת	mourir	N;MASC;PL	V;MASC;SG;PST;V.PTCP
נלקח	prises	נלקח	prendre	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נלקח	taken	נלקח	taken	V;MASC;SG;3;PST;MID	N;MASC;SG
שומרי	tuteurs	שומר	tuteur	PROPN	N;MASC;PL
שומרי	gardiens	שומר	gardien	PROPN	N;MASC;PL
שייכת	appartenait	שייך	appartenir	ADJ;FEM;SG	V;IND;SG;3;IPFV;FIN
שייכת	appartenaient	שייך	appartenir	ADJ;FEM;SG	V;IND;PL;3;IPFV;FIN
שייכת	appartenu	שייך	appartenir	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
שייכת	appartient	שייך	appartenir	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
שייכת	appartiennent	שייך	appartenir	ADJ;FEM;SG	V;IND;PL;3;PRS;FIN
שייכת	appartenir	שייך	appartenir	ADJ;FEM;SG	V;NFIN
לחסום	block	חסם	block	V;NFIN;ACT	PROPN
לחסום	bloc	חסם	bloc	V;NFIN;ACT	N;MASC;SG
לחסום	blocage	חסם	blocage	V;NFIN;ACT	N;MASC;SG
חודשי	mensuel	חודש	mensuel	PROPN	ADJ;MASC;SG
חודשי	mensuellement	חודש	mensuellement	PROPN	ADV
חודשי	mensuels	חודש	mensuel	PROPN	ADJ;MASC;PL
חודשי	mensuelle	חודש	mensuel	PROPN	ADJ;FEM;SG
חודשי	mois	חודש	mois	PROPN	N;MASC;SG
פראג	prague	פראג	prague	PROPN	PROPN
מוצלחת	réussi	הוצלח	réussir	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
פלוגה	entreprise	פלוגה	entreprendre	N;FEM;SG	V;FEM;SG;PST;V.PTCP
שטראוס	strauss	שטראוס	strauss	PROPN	PROPN
אנתוני	anthony	אנתוני	anthony	PROPN	PROPN
אנתוני	antoine	אנתוני	antoine	PROPN	N;MASC;SG
אביר	knight	אביר	knight	PROPN	PROPN
אביר	chevalier	אביר	chevalier	PROPN	N;MASC;SG
אביר	chevaliers	אביר	chevalier	PROPN	N;MASC;PL
אלפא	alpha	אלפא	alpha	PROPN	PROPN
הטקס	cérémonie	הטקס	cérémonie		N;FEM;SG
דבורה	deborah	דבורה	deborah	PROPN	PROPN
דבורה	abeille	דבורה	abeille	PROPN	N;FEM;SG
דבורה	bee	דבורה	bee	PROPN	PROPN
מקורי	originaux	מקורי	original	ADJ;MASC;SG	ADJ;MASC;PL
קש	paille	קש	paille		N;FEM;SG
קש	pailles	קש	paille		N;FEM;PL
עיתונות	appuyez	עיתונות	appuyer	N;FEM;SG	V;IMP;PL;2;PRS;FIN
עיתונות	journalistique	עיתונות	journalistique	N;FEM;SG	ADJ;MASC;SG
יורד	descendante	ירד	descendant	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
תצוגה	afficher	תצוגה	afficher	N;FEM;SG	V;NFIN
תצוגה	afficher	תצוגה	afficher	N;FEM;SG	V;NFIN
תצוגה	vue	תצוגה	voir	N;FEM;SG	V;FEM;SG;PST;V.PTCP
תצוגה	voir	תצוגה	voir	N;FEM;SG	V;NFIN
תצוגה	visualiser	תצוגה	visualiser	N;FEM;SG	V;NFIN
סרגיי	sergei	סרגיי	sergei	PROPN	PROPN
סרגיי	sergueï	סרגיי	sergueï	PROPN	PROPN
סרגיי	serge	סרגיי	serge	PROPN	PROPN
סרגיי	sergey	סרגיי	sergey	PROPN	PROPN
סרגיי	sergueï	סרגיי	sergueï	PROPN	PROPN
שחייה	nager	שחייה	nager	N;FEM;SG	V;NFIN
באיכות	qualite	באיכות	qualite		ADJ;FEM;SG
באיכות	qualité	באיכות	qualité		N;FEM;SG
פלורידה	floride	פלורידה	floride	PROPN	N;FEM;SG
מעקב	suivi	מעקב	suivre	N;MASC;SG	V;MASC;SG;PST;V.PTCP
תחושה	sensations	תחושה	sensation	N;FEM;SG	N;FEM;PL
אספקה	fournitures	אספקה	fourniture	N;FEM;SG	N;FEM;PL
אספקה	dispositions	אספקה	disposition	N;FEM;SG	N;FEM;PL
אספקה	provisions	אספקה	provision	N;FEM;SG	N;FEM;PL
חיידקים	bactérien	חיידק	bactérien	N;MASC;PL	ADJ;MASC;SG
חיידקים	bactérienne	חיידק	bactérien	N;MASC;PL	ADJ;FEM;SG
חיידקים	bactériennes	חיידק	bactérien	N;MASC;PL	ADJ;FEM;PL
חיידקים	bactériennes	חיידק	bactérien	N;MASC;PL	ADJ;FEM;PL
חיידקים	bactérienne	חיידק	bactérien	N;MASC;PL	ADJ;FEM;SG
חיידקים	bactérie	חיידק	bactérie	N;MASC;PL	N;FEM;SG
קבלה	reçu	קבלה	recevoir	N;FEM;SG	V;MASC;SG;PST;V.PTCP
קבלה	récépissé	קבלה	récépisser	N;FEM;SG	V;MASC;SG;PST;V.PTCP
צילומי	photographiques	צילום	photographique	PROPN	ADJ;MASC;PL
צילומי	photographique	צילום	photographique	PROPN	ADJ;MASC;SG
מניות	partage	מנייה	partage	N;FEM;PL	N;MASC;SG
מניות	stock	מנייה	stock	N;FEM;PL	N;MASC;SG
זקן	ancienne	זקן	ancien		ADJ;FEM;SG
זקן	anciens	זקן	ancien		ADJ;MASC;PL
זקן	ancien	זקן	ancien		ADJ;MASC;SG
זקן	vieux	זקן	vieux		ADJ;MASC;SG
זקן	vieille	זקן	vieux		ADJ;FEM;SG
זקן	barbe	זקן	barbe		N;FEM;SG
שבויים	captives	שבוי	captif	N;MASC;PL	ADJ;FEM;PL
שבויים	captifs	שבוי	captif	N;MASC;PL	ADJ;MASC;PL
שבויים	prisonnières	שבוי	prisonnier	N;MASC;PL	ADJ;FEM;PL
שבויים	détenus	שבוי	détenir	N;MASC;PL	V;MASC;PL;PST;V.PTCP
מיל	moulin	מיל	moulin	PROPN	N;MASC;SG
מיל	mill	מיל	mill	PROPN	PROPN
מיל	laminoir	מיל	laminoir	PROPN	N;MASC;SG
מיל	mil	מיל	mil	PROPN	
יתכן	éventuellement	יתכן	éventuellement	V;SG;3;FUT	ADV
יתכן	possiblement	יתכן	possiblement	V;SG;3;FUT	ADV
הושפע	influencées	הושפע	influencer	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
הושפע	influencés	הושפע	influencer	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הושפע	affectés	הושפע	affecter	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הושפע	touchés	הושפע	toucher	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
המאפשרת	permettant	המאפשר	permettre	PROPN	V;PRS;V.PTCP
אופנה	mode	אופנה	mode	PROPN	N;FEM;SG
הורדוס	hérode	הורדוס	hérode	PROPN	N;MASC;SG
מצבה	tombstone	ציבה	tombstone		N;MASC;SG
ראויה	méritent	ראוי	mériter	ADJ;FEM;SG	V;IND;PL;3;PRS;FIN
ראויה	mériter	ראוי	mériter	ADJ;FEM;SG	V;NFIN
ראויה	dignes	ראוי	digne	ADJ;FEM;SG	ADJ;MASC;PL
יערות	forêt	עירה	forêt	N;MASC;PL	N;FEM;SG
טוקיו	tokyo	טוקיו	tokyo	PROPN	N;MASC;SG
ילדות	enfance	ילד	enfance	N;FEM;PL	N;FEM;SG
חווה	ferme	חווה	ferme	N;FEM;SG	ADJ;FEM;SG
חווה	fermes	חווה	ferme	N;FEM;SG	ADJ;FEM;PL
חווה	ève	חווה	ève	N;FEM;SG	PROPN
חווה	eve	חווה	eve	N;FEM;SG	PROPN
חזון	visionnaire	חזון	visionnaire		ADJ;MASC;SG
חזון	visionnaires	חזון	visionnaire		ADJ;MASC;PL
חזון	vision	חזון	vision		N;FEM;SG
מובהק	distinctes	מובהק	distinct	ADJ;MASC;SG	ADJ;FEM;PL
מובהק	distincts	מובהק	distinct	ADJ;MASC;SG	ADJ;MASC;PL
רום	rom	רום	rom	PROPN	N;FEM;SG
רום	rhum	רום	rhum	PROPN	N;MASC;SG
מפיץ	distributeur	מפיץ	distributeur	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מפיץ	distributeurs	מפיץ	distributeur	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
הושלמה	accomplis	הושלם	accomplir	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הושלמה	achevés	הושלם	achever	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הושלמה	terminées	הושלם	terminer	V;FEM;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
סודאן	soudan	סודאן	soudan	PROPN	N;MASC;SG
האופוזיציה	opposition	האופוזיציה	opposition	PROPN	N;FEM;SG
לאחור	dos	לאחור	dos	ADV	N;MASC;SG
לאחור	arrière	לאחור	arrière	ADV	N;MASC;SG
לאחור	retour	לאחור	retour	ADV	N;MASC;SG
לאחור	revenir	לאחור	revenir	ADV	V;NFIN
מלכות	reines	מלכה	reine		N;FEM;PL
מלכות	queens	מלכה	queen		N;MASC;SG
עגנון	agnon	עגנון	agnon	PROPN	PROPN
בלט	ballet	בלט	ballet		N;MASC;SG
שרדו	survécu	שרד	survivre	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
אנדרה	andre	אנדרה	andre	PROPN	N;MASC;SG
אנדרה	andré	אנדרה	andré	PROPN	PROPN
אנדרה	andré	אנדרה	andré	PROPN	PROPN
חור	hole	חור	hole		PROPN
חור	trou	חור	trou		N;MASC;SG
מדרגות	escalier	מדרגה	escalier	N;FEM;PL	N;MASC;SG
מדרגות	escalier	מדרגה	escalier	N;FEM;PL	N;MASC;SG
שואה	holocauste	שואה	holocauste	N;FEM;SG	ADJ;MASC;SG
מסמל	signifiant	מסמל	signifier		V;PRS;V.PTCP
מסמל	symbolise	מסמל	symboliser		V;IND;SG;3;PRS;FIN
מחולקת	divisées	חולק	diviser	V;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מחולקת	divisés	חולק	diviser	V;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
סיירת	patrouilles	סיירת	patrouille	N;FEM;SG	N;FEM;PL
סיירת	patrouiller	סיירת	patrouiller	N;FEM;SG	V;NFIN
קופר	cooper	קופר	cooper	PROPN	PROPN
תפס	attrapée	תפס	attraper	PROPN	V;FEM;SG;PST;V.PTCP
תפס	pris	תפס	prendre	PROPN	V;MASC;SG;PST;V.PTCP
תפס	attrapé	תפס	attraper	PROPN	V;MASC;SG;PST;V.PTCP
תפס	capturé	תפס	capturer	PROPN	V;MASC;SG;PST;V.PTCP
תפס	capturés	תפס	capturer	PROPN	V;MASC;PL;PST;V.PTCP
תפס	saisi	תפס	saisir	PROPN	V;MASC;SG;PST;V.PTCP
תפס	saisis	תפס	saisir	PROPN	V;MASC;PL;PST;V.PTCP
נסיכות	principauté	נסיכה	principauté	PROPN	N;FEM;SG
נסיכות	princesses	נסיכה	princesse	PROPN	N;FEM;PL
שלבי	shelby	שלב	shelby	N;MASC;PL	PROPN
האוסטרלי	australienne	האוסטרלי	australien	PROPN	ADJ;FEM;SG
האוסטרלי	australiens	האוסטרלי	australien	PROPN	ADJ;MASC;PL
האוסטרלי	australien	האוסטרלי	australien	PROPN	ADJ;MASC;SG
האוסטרלי	australie	האוסטרלי	australie	PROPN	PROPN
נדירים	rareté	נדיר	rareté	ADJ;MASC;PL	N;FEM;SG
נדירים	rare	נדיר	rare	ADJ;MASC;PL	ADJ;MASC;SG
נדירים	saignant	נדיר	saigner	ADJ;MASC;PL	V;PRS;V.PTCP
בוטל	annulés	בוטל	annuler	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
בוטל	annulés	בוטל	annuler	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הוט	chaud	הוט	chaud		ADJ;MASC;SG
הוט	hot	הוט	hot		N;MASC;SG
הוט	chaude	הוט	chaud		ADJ;FEM;SG
הוט	sexy	הוט	sexy		ADJ;FEM;SG
מייצגת	représente	ייצג	représenter	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מייצגת	représentant	ייצג	représentant	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
יציב	stabilité	יציב	stabilité	ADJ;MASC;SG	N;FEM;SG
יציב	écurie	יציב	écurie	ADJ;MASC;SG	N;FEM;SG
יציב	stables	יציב	stable	ADJ;MASC;SG	ADJ;MASC;PL
ההולנדי	hollandaise	ההולנד	hollandais	PROPN	ADJ;FEM;SG
ההולנדי	néerlandaise	ההולנד	néerlandais	PROPN	ADJ;FEM;SG
ההולנדי	néerlandais	ההולנד	néerlandais	PROPN	ADJ;MASC;SG
ההולנדי	hollandais	ההולנד	hollandais	PROPN	ADJ;MASC;SG
יזרעאל	jezreel	יזרעאל	jezreel	PROPN	PROPN
מיידית	immédiates	מיידי	immédiat	ADV	ADJ;FEM;PL
מיידית	immédiat	מיידי	immédiat	ADV	ADJ;MASC;SG
מיידית	immédiats	מיידי	immédiat	ADV	ADJ;MASC;PL
מיידית	immédiate	מיידי	immédiat	ADV	ADJ;FEM;SG
דיוויד	alain	דיוויד	alain	PROPN	PROPN
דיוויד	laurent	דיוויד	laurer	PROPN	PROPN
דיוויד	sylvie	דיוויד	sylvie	PROPN	PROPN
דיוויד	david	דיוויד	david	PROPN	PROPN
וסט	occidentale	וסט	occidental	PROPN	ADJ;FEM;SG
וסט	occident	וסט	occident	PROPN	N;MASC;SG
וסט	ouest	וסט	ouest	PROPN	N;MASC;SG
וסט	west	וסט	west	PROPN	PROPN
וסט	gilet	וסט	gilet	PROPN	N;MASC;SG
מכירה	soldes	מכירה	solde	N;FEM;SG	N;MASC;PL
מכירה	ventes	מכירה	vente	N;FEM;SG	N;FEM;PL
מכירה	soldes	מכירה	solde	N;FEM;SG	N;MASC;PL
מכירה	connaitre	מכירה	connaître	N;FEM;SG	V;NFIN
מכירה	connaître	מכירה	connaître	N;FEM;SG	V;NFIN
מכירה	sais	מכירה	savoir	N;FEM;SG	INTJ
מכירה	sachez	מכירה	savoir	N;FEM;SG	V;IMP;PL;2;PRS;FIN
מכירה	savoir	מכירה	savoir	N;FEM;SG	V;NFIN
מרכיבים	composants	הרכיב	composant	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מרכיבים	ingrédients	הרכיב	ingrédient	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מרכיבים	ingrédient	הרכיב	ingrédient	V;MASC;PL;V.PTCP;ACT	N;MASC;SG
חיוביות	positive	חיובי	positif	ADJ;FEM;PL	ADJ;FEM;SG
חיוביות	positif	חיובי	positif	ADJ;FEM;PL	ADJ;MASC;SG
חיוביות	positivité	חיובי	positivité	ADJ;FEM;PL	N;FEM;SG
פשוטים	simple	פשוט	simple	ADJ;MASC;PL	ADJ;MASC;SG
קליפ	pince	קליפ	pince	PROPN	N;FEM;SG
קליפ	clip	קליפ	clip	PROPN	N;MASC;SG
קן	ken	קן	ken	PROPN	PROPN
קן	nids	קן	nid	PROPN	N;MASC;PL
קן	nest	קן	nest	PROPN	
קן	nid	קן	nid	PROPN	N;MASC;SG
חסות	parrainé	חסות	parrainer	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חסות	sponsorisé	חסות	sponsoriser	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חסות	commandité	חסות	commandité	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חסות	sponsorisée	חסות	sponsoriser	N;FEM;SG	V;FEM;SG;PST;V.PTCP
חסות	parrainer	חסות	parrainer	N;FEM;SG	V;NFIN
חסות	commandites	חסות	commandite	N;FEM;SG	N;FEM;PL
נעלם	partis	נעלם	partir	V;MASC;SG;MID	V;MASC;PL;PST;V.PTCP
נעלם	gone	נעלם	gone	V;MASC;SG;MID	PROPN
נעלם	disparues	נעלם	disparu	V;MASC;SG;MID	ADJ;FEM;PL
נעלם	disparue	נעלם	disparu	V;MASC;SG;MID	ADJ;FEM;SG
נעלם	disparus	נעלם	disparu	V;MASC;SG;MID	ADJ;MASC;PL
בישול	cuisiner	בישול	cuisiner	N;MASC;SG	V;NFIN
אוליבר	oliver	אוליבר	oliver	PROPN	N;MASC;SG
אוליבר	olivier	אוליבר	olivier	PROPN	PROPN
ירח	lunaire	ירח	lunaire	PROPN	ADJ;MASC;SG
ירח	lune	ירח	lune	PROPN	N;FEM;SG
ירח	moon	ירח	moon	PROPN	PROPN
גרעינית	nucléaires	גרעיני	nucléaire	ADV	ADJ;MASC;PL
גרעינית	nucléaire	גרעיני	nucléaire	ADV	ADJ;MASC;SG
שייכים	appartiennent	שייך	appartenir	ADJ;MASC;PL	V;IND;PL;3;PRS;FIN
שייכים	appartenir	שייך	appartenir	ADJ;MASC;PL	V;NFIN
המרכיבים	ingrédient	המרכיב	ingrédient	N;MASC;PL	N;MASC;SG
הבת	fille	הבת	fille		N;FEM;SG
זקוק	nécessité	None	nécessité	ADJ;MASC;SG	N;FEM;SG
זקוק	besoins	None	besoin	ADJ;MASC;SG	N;MASC;PL
זקוק	besoin	None	besoin	ADJ;MASC;SG	N;MASC;SG
נמכרו	vendue	נמכר	vendre	V;PL;3;PST;MID	V;FEM;SG;PST;V.PTCP
נמכרו	vendu	נמכר	vendre	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
אירו	euros	אירו	euro	PROPN	N;MASC;PL
אירו	euro	אירו	euro	PROPN	N;MASC;SG
אירו	euro	אירו	euro	PROPN	N;MASC;SG
אירו	euros	אירו	euro	PROPN	N;MASC;PL
עתיקות	antiquité	עתיקות	antiquité		N;FEM;SG
עתיקות	anciens	עתיקות	ancien		ADJ;MASC;PL
עתיקות	ancien	עתיקות	ancien		ADJ;MASC;SG
עתיקות	ancienne	עתיקות	ancien		ADJ;FEM;SG
עתיקות	antiquités	עתיקות	antiquité		N;FEM;PL
עתיקות	antiquaire	עתיקות	antiquaire		N;MASC;SG
עתיקות	antiquités	עתיקות	antiquité		N;FEM;PL
עתיקות	antiquité	עתיקות	antiquité		N;FEM;SG
בחסות	parrainé	בחסות	parrainer		V;MASC;SG;PST;V.PTCP
בחסות	sponsorisé	בחסות	sponsoriser		V;MASC;SG;PST;V.PTCP
בחסות	commandité	בחסות	commandité		V;MASC;SG;PST;V.PTCP
בחסות	sponsorisée	בחסות	sponsoriser		V;FEM;SG;PST;V.PTCP
נוזל	fluides	נוזל	fluide	N;MASC;SG	ADJ;MASC;PL
נוזל	fluide	נוזל	fluide	N;MASC;SG	ADJ;MASC;SG
נוזל	liquide	נוזל	liquide	N;MASC;SG	ADJ;MASC;SG
נוזל	liquides	נוזל	liquide	N;MASC;SG	N;MASC;PL
הטבלה	baptême	הטבלה	baptême	PROPN	N;MASC;SG
לאומיות	nationalisme	לאומיות	nationalisme	N;FEM;PL	N;MASC;SG
לאומיות	nationaliste	לאומיות	nationaliste	N;FEM;PL	ADJ;MASC;SG
לאומיות	nationalistes	לאומיות	nationaliste	N;FEM;PL	ADJ;MASC;PL
נפלה	tombé	נפל	tomber	N;FEM;SG	V;MASC;SG;PST;V.PTCP
נפלה	tombée	נפל	tomber	N;FEM;SG	V;FEM;SG;PST;V.PTCP
נפלה	tomba	נפל	tomber	N;FEM;SG	V;IND;SG;3;PST;FIN
חילופי	echanges	חילופי	echange	ADJ;MASC;PL	N;MASC;PL
חילופי	échanges	חילופי	échange	ADJ;MASC;PL	N;MASC;PL
פינוי	évacuations	פינוי	évacuation	N;MASC;SG	N;FEM;PL
הצאר	tsar	הצאר	tsar	PROPN	N;MASC;SG
הועלו	téléchargé	הועלה	téléchargé	V;PL;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הועלו	téléchargée	הועלה	téléchargé	V;PL;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הזוכה	vainqueur	הזוך	vainqueur	ADV	N;MASC;SG
הזוכה	gagnants	הזוך	gagnant	ADV	ADJ;MASC;PL
הזוכה	gagnante	הזוך	gagnant	ADV	ADJ;FEM;SG
הזוכה	gagnant	הזוך	gagner	ADV	V;PRS;V.PTCP
הזוכה	lauréat	הזוך	lauréat	ADV	N;MASC;SG
קפריסין	chypre	קפריסין	chypre	PROPN	PROPN
מלכה	reine	מלכה	reine	PROPN	N;FEM;SG
מלכה	queen	מלכה	queen	PROPN	N;MASC;SG
מלכה	malka	מלכה	malka	PROPN	PROPN
אחות	sister	אחות	sister	N;FEM;SG	PROPN
מחודש	renouvelés	מחודש	renouveler	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
צבר	sabra	צבר	sabra	N;MASC;SG	PROPN
חרף	malgré	None	malgré		ADP
לעודד	cheer	עודד	cheer	V;NFIN;ACT	PROPN
אפי	effie	אפי	effie		PROPN
אפי	épique	אפי	épique		ADJ;MASC;SG
אפי	epic	אפי	epic		N;MASC;SG
אפי	épopée	אפי	épopée		N;FEM;SG
רובינשטיין	rubenstein	רובינשטיין	rubenstein	PROPN	N;MASC;SG
רובינשטיין	rubinstein	רובינשטיין	rubinstein	PROPN	PROPN
שלילית	négative	שלילי	négatif	ADV	ADJ;FEM;SG
שלילית	négatif	שלילי	négatif	ADV	ADJ;MASC;SG
שלילית	négatives	שלילי	négatif	ADV	ADJ;FEM;PL
שלילית	négatifs	שלילי	négatif	ADV	ADJ;MASC;PL
להאמין	crois	האמין	croire	V;NFIN;ACT	INTJ
נר	bougie	נר	bougie		N;FEM;SG
נר	chandelle	נר	chandelle		N;FEM;SG
נר	ner	נר	ner		
ניק	nick	ניק	nick		PROPN
צלזיוס	celsius	צלזיוס	celsiu	PROPN	N;MASC;SG
גדר	clôtures	גדר	clôture	N;FEM;SG	N;FEM;PL
נושאת	porteur	נשא	porteur	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
נושאת	transporteur	נשא	transporteur	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
כנף	escadre	כנף	escadre		N;FEM;SG
כנף	aile	כנף	aile		N;FEM;SG
כנף	ailier	כנף	ailier		N;MASC;SG
כנף	wing	כנף	wing		N;MASC;SG
כנף	ailes	כנף	aile		N;FEM;PL
פחד	fear	פחד	fear	N;MASC;SG	PROPN
פחד	craintes	פחד	crainte	N;MASC;SG	N;FEM;PL
מינרלים	minéral	מינרלי	minéral	N;MASC;PL	N;MASC;SG
גורן	goren	גורן	goren	PROPN	PROPN
חלום	rêves	חלום	rêve	N;MASC;SG	N;MASC;PL
חלום	dream	חלום	dream	N;MASC;SG	PROPN
חלום	rêver	חלום	rêver	N;MASC;SG	V;NFIN
אקדמי	académiques	אקדמי	académique	ADJ;MASC;SG	ADJ;MASC;PL
אקדמי	universitaires	אקדמי	universitaire	ADJ;MASC;SG	ADJ;MASC;PL
רובי	ruby	רובה	ruby	PROPN	PROPN
רובי	rubis	רובה	rubis	PROPN	N;MASC;SG
רובי	robbie	רובה	robbie	PROPN	PROPN
חרקים	insecte	חרק	insecte	N;MASC;PL	N;MASC;SG
מעולה	super	מעולה	super		ADV
מעולה	grande	מעולה	grand		ADJ;FEM;SG
מעולה	génial	מעולה	génial		ADJ;MASC;SG
מעולה	grand	מעולה	grand		ADJ;MASC;SG
מעולה	excellents	מעולה	excellent		ADJ;MASC;PL
מעולה	excellente	מעולה	excellent		ADJ;FEM;SG
מעולה	excellent	מעולה	excellent		ADJ;MASC;SG
מרקו	marko	מרק	marko	PROPN	PROPN
מרקו	marco	מרק	marco	PROPN	PROPN
ברברה	barbara	ברבר	barbara	PROPN	PROPN
פרה	vaches	פרה	vache		N;FEM;PL
פרה	vache	פרה	vache		N;FEM;SG
מיקרוסופט	microsoft	מיקרוסופט	microsoft	PROPN	N;MASC;SG
האמין	croyait	האמין	croire	V;MASC;SG;3;PST;ACT	V;IND;SG;3;IPFV;FIN
אוגוסטוס	auguste	אוגוסטוס	auguste	PROPN	N;MASC;SG
אוגוסטוס	augustus	אוגוסטוס	augustus	PROPN	PROPN
יורה	shooter	יורה	shooter	PROPN	V;NFIN
יורה	tireur	יורה	tireur	PROPN	N;MASC;SG
הקדיש	dédiés	הקדיש	dédier	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הופעתה	émergence	הופעה	émergence	V;FEM;SG;3;PST;PASS	N;FEM;SG
