gerais	gerais	gerais	gerais	N;INDF;SG	PROPN;INDF;MASC;SG
medium	среден	medium	среден	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
medium	средни	medium	среден	N;INDF;NEUT;SG	ADJ;INDF;PL
medium	средно	medium	средно	N;INDF;NEUT;SG	ADV
beveget	преместени	beveg	преместя-(се)	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
beveget	преместен	beveg	преместя-(се)	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
beveget	преместена	beveg	преместя-(се)	N;DEF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
jubileum	годишнината	jubileum	годишнина	N;INDF;NEUT;SG	N;DEF;FEM;SG
oppnevnt	назначени	oppnevne	назнача	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
oppnevnt	назначена	oppnevne	назнача	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
oppnevnt	назначен	oppnevne	назнача	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hovedkvarteret	седалище	hovedkvarter	седалище	N;DEF;NEUT;SG	N;INDF;NEUT;SG
hovedkvarteret	щаб	hovedkvarter	щаб	N;DEF;NEUT;SG	N;INDF;MASC;SG
hovedkvarteret	централа	hovedkvarter	централа	N;DEF;NEUT;SG	N;INDF;FEM;SG
batteri	батерията	batteri	батерия	N;INDF;NEUT;SG	N;DEF;FEM;SG
batteri	батерии	batteri	батерия	N;INDF;NEUT;SG	N;INDF;FEM;PL
underliggende	базовите	underliggende	базов	N;INDF;MASC;SG	ADJ;DEF;PL
monumentet	паметник	monument	паметник	N;DEF;NEUT;SG	N;INDF;MASC;SG
holdninger	отношението	holdninger	отношение	N;INDF;FEM;PL	N;DEF;NEUT;SG
kriminelle	престъпници	kriminell	престъпник	ADJ;PL	N;INDF;MASC;PL
kriminelle	престъпниците	kriminell	престъпник	ADJ;PL	N;DEF;MASC;PL
innså	реализирана	innså	реализирам	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
innså	реализирани	innså	реализирам	N;INDF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
trust	вярвай	trust	вярвам	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN
høyder	хайтс	høyde	хайтс	N;INDF;MASC;PL	N;INDF;MASC;SG
tomt	празно	tomt	празен	N;INDF;FEM;SG	ADV
tomt	празен	tomt	празен	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
tomt	празни	tomt	празен	N;INDF;FEM;SG	ADJ;INDF;PL
tomt	празна	tomt	празная-(се)	N;INDF;FEM;SG	ADJ;INDF;FEM;SG
tomt	празно	tomt	празен	N;INDF;FEM;SG	ADV
tomt	празен	tomt	празен	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
tomt	празна	tomt	празная-(се)	N;INDF;FEM;SG	ADJ;INDF;FEM;SG
ruud	рууд	ruud	рууд	PROPN	PROPN;INDF;MASC;SG
påstått	предполагаеми	påstå	предполагаем	ADJ;INDF;SG;V.PTCP	ADJ;INDF;PL
påstått	предполагаемо	påstå	предполагаем	ADJ;INDF;SG;V.PTCP	ADV
påstått	предполагаем	påstå	предполагаем	ADJ;INDF;SG;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
pax	пакс	pax	пакс	N	PROPN;INDF;MASC;SG
auguste	огюст	august	огюст	ADJ;PL	N;INDF;MASC;SG
garcía	гарсия	garcpe	гарсия	N;DEF;FEM;SG	PROPN;INDF;FEM;SG
essex	есекс	essex	есекс	PROPN	N;INDF;MASC;SG
presidenter	президентите	president	президент	N;INDF;NEUT;SG	N;DEF;MASC;PL
presidenter	президенти	president	президент	N;INDF;NEUT;SG	N;INDF;MASC;PL
presidenter	председатели	president	председател	N;INDF;NEUT;SG	N;INDF;MASC;PL
bangkok	банкок	bangkok	банкок	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
reform	реформата	reform	реформа	N;INDF;MASC;SG	N;DEF;FEM;SG
reform	реформи	reform	реформа	N;INDF;MASC;SG	N;INDF;FEM;PL
egon	егон	egon	егон	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
eli	илай	eli	илам	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
aux	aux	aux	aux	N	PROPN
anmeldelser	отзиви	anmeldelse	отзивя-(се)	N;INDF;NEUT;SG	N;INDF;FEM;PL
anmeldelser	прегледи	anmeldelse	преглед	N;INDF;NEUT;SG	N;INDF;MASC;PL
prisene	цени	prise	цена	N;DEF;FEM;PL	N;INDF;FEM;PL
mus	мишки	mus	мишка	N;INDF;FEM;SG	N;INDF;FEM;PL
mus	миши	mus	миша	N;INDF;FEM;SG	N;INDF;FEM;PL
mus	мишки	mus	мишка	N;INDF;FEM;SG	N;INDF;FEM;PL
amalie	амали	amalie	амаля	N;INDF;FEM;SG	N;INDF;MASC;PL
ellevte	eleventh	elleve	eleventh	ADJ;DEF;SG	N;INDF;MASC;SG
ten	ten	ten	ten	N	ADJ
ten	десет	ten	десет	N	NUM;INDF;PL
amerikanere	американците	amerikanere	американец	N;INDF;MASC;SG	N;DEF;MASC;PL
amerikanere	американци	amerikanere	американец	N;INDF;MASC;SG	N;INDF;MASC;PL
prestasjoner	постижения	prestasjon	постижение	N;INDF;MASC;SG	N;INDF;NEUT;PL
marilyn	мерилин	marilyn	мерилин	N;INDF;MASC;SG	N;INDF;MASC;PL
scandinavian	скандинавски	scandinavian	скандинавски	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
prosjektene	проекти	prosjekt	проект	N;DEF;FEM;PL	N;INDF;MASC;PL
komponenter	компоненти	komponenter	компонент	N;INDF;NEUT;SG	N;INDF;MASC;PL
born	родени	barn	родя-(се)	N;INDF;NEUT;PL	V;PFV;INDF;PL;V.PTCP;PASS
born	роден	barn	родя-(се)	N;INDF;NEUT;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
born	родена	barn	родя-(се)	N;INDF;NEUT;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
xvi	xvi	xvi	xvi	N	ADJ;INDF;MASC;SG
reservoaret	резервоар	reservoar	резервоар	N;DEF;NEUT;SG	N;INDF;MASC;SG
måne	луната	måne	луна	N;INDF;MASC;SG	N;DEF;FEM;SG
primitive	примитивна	primitiv	примитивен	ADJ;PL	ADJ;INDF;FEM;SG
primitive	примитивен	primitiv	примитивен	ADJ;PL	ADJ;INDF;MASC;SG
primitive	примитивно	primitiv	примитивно	ADJ;PL	ADV
inviterte	поканени	invitere	поканя	ADJ;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
inviterte	поканена	invitere	поканя	ADJ;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
inviterte	поканен	invitere	поканя	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fat	дебела	fat	дебел	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
fat	мазнини	fat	мазнин	N;INDF;NEUT;SG	N;INDF;FEM;PL
fat	дебели	fat	дебел	N;INDF;NEUT;SG	ADJ;INDF;PL
fat	дебел	fat	дебел	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
css	css	cs	css	N;INDF;NEUT;SG	N;INDF;PL
kirka	чърч	kirk	чърч	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
kirka	църквата	kirk	църква	N;INDF;FEM;SG	N;DEF;FEM;SG
davies	дейвис	davies	дейвис	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
bern	бърн	bern	бърн	PROPN	PROPN;INDF;MASC;SG
forårsaker	причинява	forårsak	причинявам	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
halvkule	полукълбо	halvkule	полукълбо	N;INDF;MASC;SG	ADV
helga	хелга	helg	хелга	N;DEF;FEM;SG	N;INDF;FEM;SG
myten	мит	myte	мит	N;DEF;MASC;SG	N;INDF;MASC;SG
myten	мита	myte	мито	N;DEF;MASC;SG	N;INDF;NEUT;PL
datamaskin	компютъра	datamaskin	компютър	N;INDF;FEM;SG	N;DEF;MASC;SG
opprettelse	създаването	opprettelse	създаване	N;INDF;MASC;SG	N;DEF;NEUT;SG
duncan	дънкан	duncan	дънкам	N	PROPN;INDF;MASC;SG
duncan	дънкън	duncan	дънкън	N	PROPN;INDF;MASC;SG
alfonso	алфонсо	alfonso	алфонсо	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
alfonso	алфонс	alfonso	алфонс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
mother	майко	mothe	майка	N;INDF;NEUT;SG	INTJ
lagring	спасяването	lagring	спасяване	N;INDF;FEM;SG	N;DEF;NEUT;SG
lettvekt	леки	lettvekt	лек	N;INDF;FEM;SG	ADJ;INDF;PL
fremtid	бъдещ	fremtid	бъдещ	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
fremtid	бъдещи	fremtid	бъдещ	N;INDF;FEM;SG	ADJ;INDF;PL
fremtid	бъдещето	fremtid	бъдеще	N;INDF;FEM;SG	N;DEF;NEUT;SG
fremtid	бъдеща	fremtid	бъдещ	N;INDF;FEM;SG	ADJ;INDF;FEM;SG
fattigdom	бедността	fattigdom	бедност	N;INDF;MASC;SG	N;DEF;FEM;SG
hekker	гнездене	hekker	гнездене	N;INDF;FEM;PL	N;INDF;NEUT;SG
utsiden	отвън	utside	отвън	N;DEF;MASC;SG	ADV
utsiden	навън	utside	навън	N;DEF;MASC;SG	ADV
salzburg	залцбург	salzburg	залцбург	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
bryan	браян	bryan	браян	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
bryan	брайън	bryan	брайън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
leveres	доставена	levere	доставя	N;INDF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
leveres	доставени	levere	доставя	N;INDF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
leveres	доставен	levere	доставя	N;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
leveres	доставено	levere	доставя	N;INDF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rothschild	ротшилд	rothschild	ротшилд	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
third	трети	third	трети	N	ADJ;INDF;MASC;SG
third	трета	third	трети	N	ADJ;INDF;FEM;SG
third	трето	third	трето	N	ADV
fossil	вкаменелости	fossil	вкаменелост	N;INDF;MASC;SG	N;INDF;FEM;PL
fossil	изкопаеми	fossil	изкопаем	N;INDF;MASC;SG	N;INDF;MASC;PL
selvbiografi	автобиографията	selvbiografi	автобиография	N;INDF;MASC;SG	N;DEF;FEM;SG
greg	грег	greg	грег	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
haven	хейвън	have	хейвън	N;DEF;MASC;SG	PROPN;INDF;MASC;SG
nøytrale	неутрално	nøytral	неутрално	ADJ;PL	ADV
nøytrale	неутрална	nøytral	неутрален	ADJ;PL	ADJ;INDF;FEM;SG
nøytrale	неутрален	nøytral	неутрален	ADJ;PL	ADJ;INDF;MASC;SG
perfekt	перфектно	perfekt	перфектно	ADJ;INDF;NEUT;SG	ADV
måner	луните	måne	луна	N;INDF;MASC;PL	N;DEF;FEM;PL
besatt	обладана	besatt	обладам	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
besatt	обладан	besatt	обладам	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
besatt	обсебена	besatt	обсебя	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
besatt	обсебени	besatt	обсеба	N;INDF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
besatt	вманиачен	besatt	вманиачен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
besatt	обсебен	besatt	обсебен	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kommunistene	комунисти	kommunist	комунист	N;DEF;FEM;PL	N;INDF;MASC;PL
preston	престън	preston	престън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
sjekk	проверка	sjekk	проверка	V;IMP;FIN	N;INDF;FEM;SG
laos	лаос	laos	лаос	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
gjensidig	взаимно	gjensidig	взаимно	ADJ;INDF;NEUT;SG	ADV
gjensidig	взаимни	gjensidig	взаимен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
bis	бис	bis	бис		N;INDF;NEUT;SG
pradesh	прадеш	pradesh	прадеш	N	PROPN;INDF;MASC;SG
konsulent	консултации	konsulent	консултация	N;INDF;MASC;SG	N;INDF;FEM;PL
fjerner	премахва	fjerne	премахвам	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
rachel	рейчъл	rachel	рейчъл	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
levninger	остава	levning	оставам	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
centimeter	сантиметра	centimeter	сантиметър	N;INDF;MASC;PL	N;DEF;MASC;SG
centimeter	сантиметър	centimeter	сантиметър	N;INDF;MASC;PL	N;INDF;MASC;SG
igor	игор	igor	игор	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
krevende	взискателен	krevende	взискателен	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
krevende	изискваща	krevende	изисквам	N;INDF;FEM;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
karakterer	оценките	karaktere	оценка	V;IND;PRS;FIN	N;DEF;FEM;PL
karakterer	степени	karaktere	степен	V;IND;PRS;FIN	N;INDF;MASC;PL
karakterer	оценки	karaktere	оценка	V;IND;PRS;FIN	N;INDF;FEM;PL
marion	марион	marion	марион	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
talk	говори	talk	говоря	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
talk	поговорим	talk	поговоря	N;INDF;MASC;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
stade	стад	stade	стад	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
lübeck	любек	lübeck	любек	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
tørr	сухи	tørr	сух	ADJ;INDF;SG	ADJ;INDF;PL
tørr	сухо	tørr	сухо	ADJ;INDF;SG	ADV
diskuteres	обсъдени	diskutere	обсъдя	N;INDF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
mesopotamia	месопотамия	mesopotamia	месопотамия	N;DEF;NEUT;PL	PROPN;INDF;FEM;SG
genetisk	генетични	genetisk	генетичен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
genetisk	генетично	genetisk	генетично	ADJ;INDF;NEUT;SG	ADV
unix	unix	unix	unix	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
standarder	стандартите	standard	стандарт	N;INDF;FEM;PL	N;DEF;MASC;PL
teologisk	теологични	teologisk	теологичен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
gibson	гибсън	gibson	гибсън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
mulighetene	възможности	mulighet	възможност	N;DEF;FEM;PL	N;INDF;FEM;PL
mulighetene	вероятности	mulighet	вероятност	N;DEF;FEM;PL	N;INDF;FEM;PL
grafikk	графики	grafikk	графика	N;INDF;MASC;SG	N;INDF;FEM;PL
grafikk	графичен	grafikk	графичен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
grafikk	графика	grafikk	график	N;INDF;MASC;SG	N;DEF;MASC;SG
grafikk	картини	grafikk	картина	N;INDF;MASC;SG	N;INDF;FEM;PL
sjekket	проверено	sjekk	проверя	N;DEF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
sjekket	проверен	sjekk	проверен	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sjekket	проверени	sjekk	проверя	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
sjekket	проверих	sjekk	проверя	N;DEF;NEUT;SG	V;PFV;IND;SG;1;PST;FIN;ACT
bearbeidet	преработени	bearbeid	преработя	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
bearbeidet	обработена	bearbeid	обработя	N;DEF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bearbeidet	преработен	bearbeid	преработен	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bearbeidet	обработени	bearbeid	обработя	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
bearbeidet	обработен	bearbeid	обработя	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
aksjon	действия	aksjon	действие	N;INDF;MASC;SG	N;INDF;NEUT;PL
finans	финанси	finans	финанси	N;INDF;MASC;SG	N;INDF
reality	действителността	reality	действителност	N;INDF;MASC;SG	N;DEF;FEM;SG
reality	реалността	reality	реалност	N;INDF;MASC;SG	N;DEF;FEM;SG
ferge	ферибота	ferge	ферибот	N;INDF;SG	N;DEF;MASC;SG
trygt	безопасно	trygg	безопасен	ADJ;INDF;NEUT;SG	ADV
trygt	сейф	trygg	сейф	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
omringet	обкръжени	omring	обкръжа	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
omringet	обкръжен	omring	обкръжа	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
omringet	обграден	omring	обградя	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
omringet	обградени	omring	обградя	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
omringet	заобиколен	omring	заобиколя	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nominasjon	заявки	nominasjon	заявка	N;INDF;MASC;SG	N;INDF;FEM;PL
nominasjon	номинации	nominasjon	номинация	N;INDF;MASC;SG	N;INDF;FEM;PL
nominasjon	кандидатури	nominasjon	кандидатура	N;INDF;MASC;SG	N;INDF;FEM;PL
nominasjon	номинацията	nominasjon	номинация	N;INDF;MASC;SG	N;DEF;FEM;SG
kriminalitet	престъпления	kriminalitet	престъпление	N;INDF;MASC;SG	N;INDF;NEUT;PL
kriminalitet	престъпността	kriminalitet	престъпност	N;INDF;MASC;SG	N;DEF;FEM;SG
hengende	висящ	hengende	вися	N;INDF;NEUT;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
hengende	висящи	hengende	вися	N;INDF;NEUT;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
beholder	водене	beholder	водене	V;IND;PRS;FIN	N;INDF;NEUT;SG
beholder	контейнер	beholder	контейнер	V;IND;PRS;FIN	N;INDF;MASC;SG
avgjørelsen	решение	avgjørels	решение	N;DEF;MASC;SG	N;INDF;NEUT;SG
motors	мотори	motors	мотор	N;INDF;MASC;SG	N;INDF;MASC;PL
stasjonene	станции	stasjon	станция	N;DEF;FEM;PL	N;INDF;FEM;PL
bonaparte	бонапарт	bonapart	бонапарт	N;INDF;MASC;SG	N;DEF;MASC;SG
folketinget	парламент	folketing	парламент	N;DEF;NEUT;SG	N;INDF;MASC;SG
anonyme	анонимна	anonym	анонимен	ADJ;PL	ADJ;INDF;FEM;SG
anonyme	анонимен	anonym	анонимен	ADJ;PL	N;INDF;MASC;SG
anonyme	анонимно	anonym	анонимно	ADJ;PL	ADV
turer	язди	ture	язда	N;INDF;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ark	ковчега	ark	ковчега	N;INDF;NEUT;SG	N;DEF;MASC;SG
erobring	завоевания	erobring	завоевание	N;INDF;FEM;SG	N;INDF;NEUT;PL
rikdom	богатството	rikdom	богатство	N;INDF;MASC;SG	N;DEF;NEUT;SG
hårete	космати	hårete	космат	ADJ;INDF;NEUT;SG	N;INDF;MASC;PL
hårete	космат	hårete	косма	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
argentinske	аржентински	argentinsk	аржентински	ADJ;PL	ADJ;INDF;MASC;SG
moral	моралът	moral	морал	N;INDF;MASC;SG	N;DEF;MASC;SG
verft	корабостроителницата	verft	корабостроителница	N;INDF;NEUT;SG	N;DEF;FEM;SG
plattformen	перон	plattform	перон	N;DEF;MASC;SG	N;INDF;MASC;SG
plattformen	платформа	plattform	платформа	N;DEF;MASC;SG	N;INDF;FEM;SG
hunt	хънт	hunt	хънт	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
dawn	зори	dawn	зора	N;INDF;MASC;SG	N;INDF;FEM;PL
dawn	доун	dawn	доун	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
dawn	зората	dawn	зора	N;INDF;MASC;SG	N;DEF;FEM;SG
langsomt	бавно	langsom	бавно	ADJ;INDF;NEUT;SG	ADV
chuck	чък	chuck	чък	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
aspekter	аспекти	aspekter	аспект	N;INDF;NEUT;SG	N;INDF;MASC;PL
emi	еми	emi	еми	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
emi	emi	emi	emi	N;INDF;NEUT;SG	PROPN;INDF;NEUT;SG
budskap	съобщението	budskap	съобщение	N;INDF;MASC;SG	N;DEF;NEUT;SG
murphy	мърфи	murphy	мърфя-(се)	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fortsettelse	продължи	fortsettelse	продължа	N;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
fortsettelse	продължил	fortsettelse	продължа	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
omar	омар	omar	омар	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
robertson	робъртсън	robertson	робъртсън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
bart	мустаци	bart	мустак	N;INDF;NEUT;SG	N;INDF;MASC;PL
kinoer	кината	kino	кино	N;INDF;MASC;SG	N;DEF;NEUT;PL
kinoer	театри	kino	театър	N;INDF;MASC;SG	N;INDF;MASC;PL
kinoer	кината	kino	кино	N;INDF;MASC;SG	N;DEF;NEUT;PL
andrews	андрюс	andrews	андрюс	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
bryggeri	пивоварна	bryggeri	пивоварен	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
monster	чудовището	monster	чудовище	N;INDF;NEUT;SG	N;DEF;NEUT;SG
novgorod	новгород	novgorod	новгород	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
rein	юздите	rein	юзда	N;INDF;MASC;SG	N;DEF;FEM;PL
rein	чисто	rein	чисто	N;INDF;MASC;SG	ADV
rein	чист	rein	чист	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
rein	чисти	rein	чистя	N;INDF;MASC;SG	ADJ;INDF;PL
rein	чиста	rein	чист	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
tibetansk	тибетски	tibetansk	тибетски	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
pels	козината	pelse	козина	N;INDF;MASC;SG	N;DEF;FEM;SG
pels	кожи	pelse	кожа	N;INDF;MASC;SG	N;INDF;FEM;PL
utrecht	утрехт	utrecht	утрехт	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
erfarne	опитен	erfarne	опитен	ADJ;PL	ADJ;INDF;MASC;SG
erfarne	опитна	erfarne	опитна-(се)	ADJ;PL	ADJ;INDF;FEM;SG
kryss	кръстовището	kryss	кръстовище	N;INDF;NEUT;SG	N;DEF;NEUT;SG
kryss	крос	kryss	крос	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
kryss	кръста	kryss	кръст	N;INDF;NEUT;SG	N;DEF;MASC;SG
starr	стар	starr	стар	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
bureau	бюрото	bureau	бюро	N;INDF;NEUT;SG	N;DEF;NEUT;SG
fødselen	раждане	fødsel	раждане	N;DEF;MASC;SG	N;INDF;NEUT;SG
fødselen	рождение	fødsel	рождение	N;DEF;MASC;SG	N;INDF;NEUT;SG
forbedring	подобрения	forbedring	подобрение	N;INDF;FEM;SG	N;INDF;NEUT;PL
tau	въжета	tau	въжет	N;INDF;NEUT;SG	N;INDF;NEUT;PL
tau	въжетата	tau	въжета	N;INDF;NEUT;SG	N;DEF;NEUT;PL
tau	въжета	tau	въжет	N;INDF;NEUT;SG	N;INDF;NEUT;PL
andrej	андрей	andrej	андрей	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
andrej	андрей	andrej	андрей	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
lien	лиен	lien	лиен	N;DEF;MASC;SG	N;INDF;MASC;SG
oppfylt	изпълнено	oppfylle	изпълня-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
oppfylt	изпълнени	oppfylle	изпълня-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
planlegger	планиране	planleggje	планиране	V;IND;PRS;FIN	N;INDF;NEUT;SG
planlegger	планове	planleggje	план	V;IND;PRS;FIN	N;INDF;MASC;PL
kledd	облечена	kledd	облека	ADJ;INDF;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kledd	облечени	kledd	облека	ADJ;INDF;SG	V;PFV;INDF;PL;V.PTCP;PASS
kledd	облечен	kledd	облека	ADJ;INDF;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pågår	текущо	pågå	текущо	V;IND;PRS;FIN	ADV
estimert	изчислено	estimere	изчисля	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
estimert	изчислен	estimere	изчисля-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
duke	дюк	duke	дюк	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
holmenkollen	холменколен	holmenkoll	холменколен	N;DEF;MASC;SG	ADJ;INDF;MASC;SG
fuktig	влажни	fuktig	влажен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
fuktig	влажно	fuktig	влажен	ADJ;INDF;NEUT;SG	ADV
fuktig	влажно	fuktig	влажен	ADJ;INDF;NEUT;SG	ADV
things	неща	things	някой	N	DET;INDF;PL
things	нещата	things	някой	N	PRO;NOM;DEF;PL
hjulpet	помогнал	hjulp	помогна	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
nou	ноу	nou	ноу	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
mannlig	мъжко	mannlig	мъжко	ADJ;INDF;NEUT;SG	ADV
mannlig	мъжки	mannlig	мъжки	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
mannlig	мъж	mannlig	мъж	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
mannlig	мъжкар	mannlig	мъжкар	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
mannlig	мъжка	mannlig	мъжка	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
albrecht	албрехт	albrecht	албрехт	N	PROPN;INDF;MASC;SG
detaljerte	подробно	detaljert	подробно	ADJ;PL	ADV
detaljerte	подробен	detaljert	подробен	ADJ;PL	ADJ;INDF;MASC;SG
detaljerte	подробна	detaljert	подробен	ADJ;PL	ADJ;INDF;FEM;SG
ivareta	защита	ivareta	защита	V;NFIN	N;INDF;FEM;SG
tegne	тегли	ta	тегля-(се)	N;INDF;FEM;SG	V;IPFV;IMP;SG;2;FIN
