орбиту	orbit	орбита	orbit	N;INAN;ACC;FEM;SG	PROPN;SG
избирательного	selektive	избирательный	selektiv	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
девиз	devise	девиз	devise	N;INAN;NOM;MASC;SG	ADJ
девиз	motto	девиз	motto	N;INAN;NOM;MASC;SG	
девиз	schlagwort	девиз	schlagwort	N;INAN;NOM;MASC;SG	ADJ
девиз	motto	девиз	motto	N;INAN;NOM;MASC;SG	
девиз	slogan	девиз	slogan	N;INAN;NOM;MASC;SG	ADJ
николо	nicolò	николо	nicolò	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
сек	sekunde	секунда	sekunde	N;INAN;NOM;FEM;SG	
сек	sek	секунда	sek	N;INAN;NOM;FEM;SG	
сек	sec	секунда	secn	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
салон	salon	салон	salon	N;INAN;NOM;MASC;SG	PROPN;SG
греческая	griechischen	греческий	griechisch	ADJ;NOM;FEM;SG	ADJ;NOM;PL
греческая	griechische	греческий	griechisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
греческая	griechischen	греческий	griechisch	ADJ;NOM;FEM;SG	ADJ;NOM;PL
греческая	griechen	греческий	griechen	ADJ;NOM;FEM;SG	
греческая	grieche	греческий	griech	ADJ;NOM;FEM;SG	
греческая	griechische	греческий	griechisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
тысячелетия	jahrtausend	тысячелетие	jahrtausend	N;INAN;NOM;NEUT;PL	ADJ
тысячелетия	millenniums	тысячелетие	millenniums	N;INAN;NOM;NEUT;PL	ADV
тысячелетия	millennium	тысячелетие	millennium	N;INAN;NOM;NEUT;PL	PROPN;NOM;SG
тысячелетия	jahrtausendwende	тысячелетие	jahrtausendwend	N;INAN;NOM;NEUT;PL	ADJ
серийный	serielle	серийный	seriell	ADJ;NOM;MASC;SG	
серийный	serien	серийный	serien	ADJ;NOM;MASC;SG	
земледелия	landwirtschaft	земледелие	landwirtschaft	N;INAN;NOM;NEUT;PL	ADJ
земледелия	ackerbau	земледелие	ackerbau	N;INAN;NOM;NEUT;PL	ADJ
лекарственных	arzneimittel	лекарственный	arzneimittel	ADJ;GEN;PL	
частное	privatleben	частный	privatleben	ADJ;NOM;NEUT;SG	V
частное	privaten	частный	privat	ADJ;NOM;NEUT;SG	ADJ;PL
частное	private	частный	privat	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
риска	risiken	риск	risik	N;INAN;GEN;MASC;SG	V;NFIN
риска	gefahr	риск	gefahren	N;INAN;GEN;MASC;SG	
риска	risiko	риск	risiko	N;INAN;GEN;MASC;SG	
зеркало	spiegelbild	зеркало	spiegelbild	N;INAN;NOM;NEUT;SG	ADJ
зеркало	rückspiegel	зеркало	rückspiegel	N;INAN;NOM;NEUT;SG	
зеркало	spiegeln	зеркало	spiegeln	N;INAN;NOM;NEUT;SG	V;NFIN
зеркало	spiegel	зеркало	spiegel	N;INAN;NOM;NEUT;SG	
зеркало	mirror	зеркало	mirror	N;INAN;NOM;NEUT;SG	PROPN
беседы	unterhaltungen	беседа	unterhaltung	N;INAN;NOM;FEM;PL	V;NFIN
беседы	gespräche	беседа	gespräch	N;INAN;NOM;FEM;PL	ADJ
беседы	befragung	беседа	befragung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
беседы	interviews	беседа	interviews	N;INAN;NOM;FEM;PL	
беседы	gespräche	беседа	gespräch	N;INAN;NOM;FEM;PL	ADJ
беседы	befragungen	беседа	befragungen	N;INAN;NOM;FEM;PL	V;NFIN
пересадка	transplantation	пересадка	transplantation	N;INAN;NOM;FEM;SG	PROPN;SG
пересадка	transplantation	пересадка	transplantation	N;INAN;NOM;FEM;SG	PROPN;SG
регулярный	regelmäßige	регулярный	regelmäßig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
регулярный	reguläre	регулярный	regulär	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
рассказать	sag	рассказать	saugen	V;PFV;NFIN;ACT	
рассказать	tell	рассказать	tell	V;PFV;NFIN;ACT	
грей	grauen	грей	grau	N;INAN;NOM;MASC;SG	
грей	graue	грей	grau	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
грей	grey	грей	grey	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
грей	grau	грей	grau	N;INAN;NOM;MASC;SG	ADJ
райт	wright	райт	wright	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
вертолёт	helikopter	вертолет	helikopter	N;INAN;NOM;MASC;SG	ADJ
вертолёт	hubschrauber	вертолет	hubschrauber	N;INAN;NOM;MASC;SG	ADJ
мали	malischen	маленький	malisch	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;PL
мали	mali	маленький	mali	N;INAN;NOM;FEM;SG	
мали	mali	маленький	mali	N;INAN;NOM;FEM;SG	
реакций	reaktion	реакция	Reaktion	N;INAN;GEN;FEM;PL	ADJ
реакций	reaktionen	реакция	reaktion	N;INAN;GEN;FEM;PL	V;NFIN
независимая	unabhängige	независимый	unabhängig	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
независимая	selbständige	независимый	selbständig	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
украшения	schmuckstück	украшение	schmuckstück	N;INAN;NOM;NEUT;PL	ADJ
украшения	schmuck	украшение	schmuck	N;INAN;NOM;NEUT;PL	
украшения	schmuck	украшение	schmuck	N;INAN;NOM;NEUT;PL	
украшения	dekoration	украшение	dekoration	N;INAN;NOM;NEUT;PL	
украшения	dekorationen	украшение	dekoration	N;INAN;NOM;NEUT;PL	V;NFIN
украшения	verzierungen	украшение	verzierung	N;INAN;NOM;NEUT;PL	V;NFIN
правду	wahrheit	правда	wahrheit	N;INAN;ACC;FEM;SG	
правду	wahrheiten	правда	wahrheiten	N;INAN;ACC;FEM;SG	V;NFIN
уровни	stufen	уровень	stufen	N;INAN;NOM;MASC;PL	V;NFIN
уровни	ebenen	уровень	eben	N;INAN;NOM;MASC;PL	
уровни	niveau	уровень	niveau	N;INAN;NOM;MASC;PL	ADV
уровни	stufen	уровень	stufen	N;INAN;NOM;MASC;PL	V;NFIN
уровни	ebenen	уровень	eben	N;INAN;NOM;MASC;PL	
организатором	organisator	организатор	organisator	N;ANIM;INS;MASC;SG	ADJ
организатором	veranstalter	организатор	veranstalt	N;ANIM;INS;MASC;SG	ADJ
организатором	terminkalender	организатор	terminkalender	N;ANIM;INS;MASC;SG	ADJ
священники	priester	священник	priest	N;ANIM;NOM;MASC;PL	ADJ
священники	geistliche	священник	geistlich	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
влиятельных	einflussreiche	влиятельный	einflußreich	ADJ;GEN;PL	ADJ;NOM;FEM;PL
разнообразие	diversity	разнообразие	diversity	N;INAN;NOM;NEUT;SG	PROPN
разнообразие	diversität	разнообразие	diversität	N;INAN;NOM;NEUT;SG	ADJ
разнообразие	vielfältigkeit	разнообразие	vielfältigkeit	N;INAN;NOM;NEUT;SG	ADJ
разнообразие	sorte	разнообразие	sorten	N;INAN;NOM;NEUT;SG	
разнообразие	vielzahl	разнообразие	vielzahl	N;INAN;NOM;NEUT;SG	ADJ
разнообразие	abwechslung	разнообразие	abwechslung	N;INAN;NOM;NEUT;SG	ADJ
разнообразие	sorten	разнообразие	sorten	N;INAN;NOM;NEUT;SG	V;IND;PL;3;FIN
хирург	chirurg	хирург	chirurg	N;ANIM;NOM;MASC;SG	
хирург	chirurgen	хирург	chirurg	N;ANIM;NOM;MASC;SG	
брони	rüstungen	броня	rüstung	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
признано	anerkannte	признать	anerkannt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;SG
признано	anerkannten	признать	anerkennen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
признано	anerkannte	признать	anerkannt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;SG
признано	anerkannte	признать	anerkannt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;SG
патрон	patrone	патрон	patron	N;INAN;NOM;MASC;SG	
патрон	patron	патрон	patron	N;INAN;NOM;MASC;SG	
зомби	zombie	зомби	zombie	N;INAN;NOM;FEM;PL	PROPN
зомби	zombies	зомби	zombiesen	N;INAN;NOM;FEM;PL	
зомби	zombies	зомби	zombiesen	N;INAN;NOM;FEM;PL	
поворот	twist	поворот	twesten	N;INAN;NOM;MASC;SG	
поворот	drehung	поворот	drehung	N;INAN;NOM;MASC;SG	
поворот	verdrehen	поворот	verdrehen	N;INAN;NOM;MASC;SG	V;NFIN
поворот	drehen	поворот	drehen	N;INAN;NOM;MASC;SG	V;NFIN
поворот	wendung	поворот	wendung	N;INAN;NOM;MASC;SG	
поворот	drehen	поворот	drehen	N;INAN;NOM;MASC;SG	V;NFIN
поворот	wende	поворот	wenden	N;INAN;NOM;MASC;SG	
поворот	turn	поворот	turn	N;INAN;NOM;MASC;SG	PROPN
поворот	drehung	поворот	drehung	N;INAN;NOM;MASC;SG	
поворот	drehen	поворот	drehen	N;INAN;NOM;MASC;SG	V;NFIN
поворот	pivot	поворот	pivot	N;INAN;NOM;MASC;SG	
поворот	schwenken	поворот	schwenken	N;INAN;NOM;MASC;SG	V;NFIN
гражданства	staatsbürgerschaft	гражданство	staatsbürgerschaft	N;INAN;GEN;NEUT;SG	ADJ
гражданства	nationalität	гражданство	nationalität	N;INAN;GEN;NEUT;SG	ADJ
гражданства	staatsangehörigkeit	гражданство	staatsangsangehöeit	N;INAN;GEN;NEUT;SG	ADJ
молитвы	gebet	молитва	beten	N;INAN;NOM;FEM;PL	
молитвы	gebets	молитва	gebets	N;INAN;NOM;FEM;PL	
молитвы	gebete	молитва	geben	N;INAN;NOM;FEM;PL	
молитвы	gebetet	молитва	beten	N;INAN;NOM;FEM;PL	V;V.PTCP
молитвы	gebeten	молитва	bitten	N;INAN;NOM;FEM;PL	V;V.PTCP
ботанический	botanischen	ботанический	botanisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
ботанический	botanische	ботанический	botanisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
ботанический	botanik	ботанический	botanik	ADJ;NOM;MASC;SG	PROPN
босния	bosnien	босние	bosneinen	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
конечной	ultimative	конечный	ultimativ	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
конечной	ultimate	конечный	ultimat	ADJ;INS;FEM;SG	
конечной	ultimativen	конечный	ultimativ	ADJ;INS;FEM;SG	ADJ;ACC;SG
дэйв	dave	дэйв	dave	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
алжир	algerien	алжир	algerien	N;INAN;NOM;MASC;SG	
алжир	algier	алжир	algeher	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
алжир	algerien	алжир	algerien	N;INAN;NOM;MASC;SG	
коричневые	brown	коричневый	brown	ADJ;NOM;PL	PROPN
саймон	simon	саймон	simon	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
нила	neil	нило	neil	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
нила	jutta	нило	jutta	N;INAN;GEN;MASC;SG	PROPN;NOM;FEM;SG
нила	nil	нило	nil	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
бтр	btr	бтр	btr	N;INAN;NOM;MASC;SG	
саид	sagten	саид	sagen	N;ANIM;NOM;MASC;SG	V;IND;PL;3;PST;FIN
саид	sagte	саид	sagen	N;ANIM;NOM;MASC;SG	V;IND;SG;3;PST;FIN
саид	meinte	саид	meinen	N;ANIM;NOM;MASC;SG	V;IND;SG;3;PST;FIN
саид	sagt	саид	sagen	N;ANIM;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
саид	gesagt	саид	sagen	N;ANIM;NOM;MASC;SG	V;V.PTCP
саид	said	саид	seiden	N;ANIM;NOM;MASC;SG	
саид	saeed	саид	saeed	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
декан	dean	декан	dean	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
низким	niedrige	низкий	niedrig	ADJ;INS;NEUT;SG	ADJ;NOM;FEM;PL
низким	low	низкий	low	ADJ;INS;NEUT;SG	
повсеместно	allgegenwärtig	повсеместно	allgegenwärtig	ADV	ADJ
феномен	phänomenen	феномен	phänomen	N;INAN;NOM;MASC;SG	V;FIN
феномен	erscheinungen	феномен	erscheinung	N;INAN;NOM;MASC;SG	V;NFIN
феномен	phänomen	феномен	phänom	N;INAN;NOM;MASC;SG	V;NFIN
феномен	phänomene	феномен	phänomen	N;INAN;NOM;MASC;SG	ADJ;PL
феномен	erscheinung	феномен	Erscheinung	N;INAN;NOM;MASC;SG	ADJ
феномен	phänomen	феномен	phänom	N;INAN;NOM;MASC;SG	V;NFIN
руды	eisenerz	руда	eisenerz	N;INAN;NOM;FEM;PL	
руды	erze	руда	erzen	N;INAN;NOM;FEM;PL	
руды	erzen	руда	erzen	N;INAN;NOM;FEM;PL	
руды	erz	руда	erz	N;INAN;NOM;FEM;PL	
руды	erzen	руда	erzen	N;INAN;NOM;FEM;PL	
руды	erze	руда	erzen	N;INAN;NOM;FEM;PL	
исправления	korrekturen	исправление	korrekturen	N;INAN;NOM;NEUT;PL	V;NFIN
исправления	berichtigungen	исправление	berichtigung	N;INAN;NOM;NEUT;PL	V;NFIN
исправления	korrektur	исправление	korrektur	N;INAN;NOM;NEUT;PL	N;SG
исправления	berichtigung	исправление	Berichtigung	N;INAN;NOM;NEUT;PL	ADJ
электрических	elektrische	электрический	elektrisch	ADJ;GEN;PL	ADJ;NOM;FEM;PL
истины	wahrheiten	истина	wahrheiten	N;INAN;NOM;FEM;PL	V;NFIN
джеффри	geoffrey	джеффри	geoffrey	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
джеффри	gottfried	джеффри	gottfriede	N;ANIM;NOM;MASC;SG	PROPN;SG
джеффри	jeffrey	джеффри	jeffrey	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
блюз	blues	блюзо	blues	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
блюз	blau	блюзо	blau	N;INAN;NOM;MASC;SG	ADJ
эмблемы	wappen	эмблем	wappen	N;INAN;NOM;FEM;PL	
эмблемы	emblem	эмблем	emblem	N;INAN;NOM;FEM;PL	
нефть	heizöl	нефть	heizöl	N;INAN;NOM;FEM;SG	
нефть	erdöl	нефть	erdöl	N;INAN;NOM;FEM;SG	
нефть	öle	нефть	öle	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
нефть	öl	нефть	öl	N;INAN;NOM;FEM;SG	
нефть	petroleum	нефть	petroleum	N;INAN;NOM;FEM;SG	PROPN;SG
нефть	erdöl	нефть	erdöl	N;INAN;NOM;FEM;SG	
нефть	mineralöl	нефть	mineralöl	N;INAN;NOM;FEM;SG	PROPN
существенное	bedeutende	существенный	bedeutend	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
существенное	erhebliche	существенный	erheblich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
снег	schneit	снег	schneit	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
снег	schnee	снег	schnen	N;INAN;NOM;MASC;SG	
снег	schneefall	снег	schneefall	N;INAN;NOM;MASC;SG	ADJ
виа	via	виа	via	N;INAN;NOM;MASC;SG	
виа	über	виа	über	N;INAN;NOM;MASC;SG	ADP
виа	per	виа	per	N;INAN;NOM;MASC;SG	ADP
детройт	detroit	детройт	detroit	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
показывать	show	показывать	show	V;IPFV;NFIN;ACT	N
целые	gesamte	целый	gesamt	ADJ;NOM;PL	ADJ;NOM;FEM;SG
целые	ganzes	целый	ganz	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
водный	wässrige	водный	wässrig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
преступников	outlaws	преступник	outlaws	N;ANIM;GEN;MASC;PL	PROPN
преступников	verbrecher	преступник	verbrecher	N;ANIM;GEN;MASC;PL	ADJ
преступников	kriminelle	преступник	kriminell	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
преступников	kriminellen	преступник	kriminellen	N;ANIM;GEN;MASC;PL	ADJ
воля	will	воля	wollen	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
воля	werden	воля	werden	N;INAN;NOM;FEM;SG	V;NFIN;PASS
воля	wird	воля	werden	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;PASS
воля	wille	воля	willen	N;INAN;NOM;FEM;SG	
воля	werde	воля	werden	N;INAN;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
экономии	sparpolitik	экономия	sparpolitik	N;INAN;NOM;FEM;SG	ADJ
экономии	sparsamkeit	экономия	sparsamkeit	N;INAN;NOM;FEM;SG	
экономии	sparmaßnahmen	экономия	sparmaßnahmen	N;INAN;NOM;FEM;SG	V;NFIN
теннесси	tennessee	теннесси	tennessee	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
дженнифер	jennifer	дженнифер	jennifer	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
форд	ford	форд	ford	INTJ	PROPN;NOM;MASC;SG
шар	char	шар	char	N;INAN;NOM;MASC;SG	
шар	ballons	шар	ballons	N;INAN;NOM;MASC;SG	ADV
шар	ballon	шар	ballon	N;INAN;NOM;MASC;SG	
шар	ball	шар	ball	N;INAN;NOM;MASC;SG	PROPN
шар	kugel	шар	kugeln	N;INAN;NOM;MASC;SG	
шар	bälle	шар	bäll	N;INAN;NOM;MASC;SG	ADJ
шар	kugel	шар	kugeln	N;INAN;NOM;MASC;SG	
подарок	vorliegenden	подарок	vorliegend	N;INAN;NOM;MASC;SG	V;NFIN
подарок	anwesend	подарок	anwesend	N;INAN;NOM;MASC;SG	ADJ
подарок	gegenwart	подарок	gegenwart	N;INAN;NOM;MASC;SG	
подарок	vorhanden	подарок	vorhanden	N;INAN;NOM;MASC;SG	ADJ
подарок	präsentieren	подарок	präsentieren	N;INAN;NOM;MASC;SG	V;NFIN
подарок	geschenk	подарок	geschenk	N;INAN;NOM;MASC;SG	ADJ
подарок	verschenken	подарок	verschenken	N;INAN;NOM;MASC;SG	V;NFIN
подарок	geschenk	подарок	geschenk	N;INAN;NOM;MASC;SG	ADJ
подарок	schenkung	подарок	schenkung	N;INAN;NOM;MASC;SG	ADJ
подарок	geschenke	подарок	geschenk	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
подарок	schenken	подарок	schenken	N;INAN;NOM;MASC;SG	V;NFIN
очко	score	очко	scoren	N;INAN;NOM;NEUT;SG	PROPN
очко	punkt	очко	punken	N;INAN;NOM;NEUT;SG	
очко	point	очко	poinen	N;INAN;NOM;NEUT;SG	
субрегион	subregion	субрегион	subregion	N;INAN;NOM;MASC;SG	ADJ
группировка	fraktion	группировка	fraktion	N;INAN;NOM;FEM;SG	PROPN
группировка	gruppieren	группировка	gruppieren	N;INAN;NOM;FEM;SG	V;NFIN
стрелка	schützen	стрелка	schützen	N;INAN;NOM;FEM;SG	V;NFIN
стрелка	schütze	стрелка	schützen	N;INAN;NOM;FEM;SG	
стрелка	shooter	стрелка	shoot	N;INAN;NOM;FEM;SG	ADJ
стрелка	pfeile	стрелка	pfeil	N;INAN;NOM;FEM;SG	
стрелка	pfeil	стрелка	pfeil	N;INAN;NOM;FEM;SG	
стрелка	arrow	стрелка	arrow	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
жидкость	flüssig	жидкость	flüssig	N;INAN;NOM;FEM;SG	ADJ
жидкость	fließend	жидкость	fließend	N;INAN;NOM;FEM;SG	ADJ
жидкость	flüssigkeiten	жидкость	flüssigkeit	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
жидкость	flüssigkeit	жидкость	flüssigkeit	N;INAN;NOM;FEM;SG	ADJ
жидкость	flüssige	жидкость	flüssig	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
жидкость	flüssig	жидкость	flüssig	N;INAN;NOM;FEM;SG	ADJ
жидкость	flüssigkeit	жидкость	flüssigkeit	N;INAN;NOM;FEM;SG	ADJ
жидкость	liquid	жидкость	liquid	N;INAN;NOM;FEM;SG	
жидкость	flüssigkeiten	жидкость	flüssigkeit	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
свойство	grundstück	свойство	grundstücken	N;INAN;NOM;NEUT;SG	
свойство	eigenschaft	свойство	eigenschaft	N;INAN;NOM;NEUT;SG	ADJ
свойство	immobilien	свойство	immobilie	N;INAN;NOM;NEUT;SG	
свойство	immobilie	свойство	immobilie	N;INAN;NOM;NEUT;SG	ADJ
свойство	eigentum	свойство	eigentum	N;INAN;NOM;NEUT;SG	ADJ
этаж	fußboden	этаж	fußboden	N;INAN;NOM;MASC;SG	V;NFIN
этаж	stockwerk	этаж	stockwerk	N;INAN;NOM;MASC;SG	ADJ
этаж	boden	этаж	boden	N;INAN;NOM;MASC;SG	ADV
этаж	geschoss	этаж	geschossen	N;INAN;NOM;MASC;SG	ADJ
гранди	grandi	гранди	grandi	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
гродно	grodno	гродно	grodno	ADV	PROPN;NOM;SG
выполнено	vollbracht	выполнить	vollbrachen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;V.PTCP
ивановка	iwanowka	ивановка	iwanowka	N;INAN;NOM;FEM;SG	
филологии	philologie	филология	philologie	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
сербов	serbisch	серб	serbisch	N;ANIM;GEN;MASC;PL	ADJ
сербов	serbische	серб	serbisch	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
сербов	serbischen	серб	serbisch	N;ANIM;GEN;MASC;PL	ADJ;NOM;PL
сербов	serben	серб	serben	N;ANIM;GEN;MASC;PL	
сербов	serben	серб	serben	N;ANIM;GEN;MASC;PL	
контекста	kontext	контекст	kontext	N;INAN;GEN;MASC;SG	ADJ
тяжести	schwere	тяжесть	schwer	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
тяжести	schweregrad	тяжесть	schweregrad	N;INAN;NOM;FEM;PL	ADJ
луга	grasland	луг	grasland	N;INAN;NOM;MASC;PL	
луга	weideland	луг	weideland	N;INAN;NOM;MASC;PL	ADJ
луга	grünland	луг	grünland	N;INAN;NOM;MASC;PL	ADJ
луга	wiesen	луг	weisen	N;INAN;NOM;MASC;PL	V;NFIN
люксембурга	luxemburg	люксембург	luxemburg	N;INAN;GEN;MASC;SG	PROPN;NOM;NEUT;SG
эна	ena	эно	ena	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
курорт	resort	курорт	resort	N;INAN;NOM;MASC;SG	PROPN;SG
курорт	ferienort	курорт	ferienort	N;INAN;NOM;MASC;SG	ADJ
курорт	kurort	курорт	kurort	N;INAN;NOM;MASC;SG	
курорт	urlaubsort	курорт	urlaubsort	N;INAN;NOM;MASC;SG	ADJ
вектор	vektoren	вектор	vektoren	N;INAN;NOM;MASC;SG	V;NFIN
вектор	vektor	вектор	vektor	N;INAN;NOM;MASC;SG	
вектор	vector	вектор	vector	N;INAN;NOM;MASC;SG	
горки	coaster	горка	coaster	N;INAN;NOM;FEM;PL	ADJ
горки	achterbahn	горка	achterbehen	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
фантастический	phantastische	фантастический	phantastisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
фантастический	fantastische	фантастический	fantastisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
леона	leona	леон	leona	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
закончить	ende	закончить	ende	V;PFV;NFIN;ACT	N;ACC;NEUT;SG
мирное	friedliche	мирный	friedlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
саха	saha	сах	saha	N;INAN;NOM;MASC;SG	
присоединение	beitrittsverhandlungen	присоединение	beitrittsverhandlungen	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
присоединение	beitritt	присоединение	beitreten	N;INAN;NOM;NEUT;SG	V;IND;SG;3;FIN
присоединение	beitritt	присоединение	beitreten	N;INAN;NOM;NEUT;SG	V;IND;SG;3;FIN
присоединение	beitreten	присоединение	beitreten	N;INAN;NOM;NEUT;SG	V;NFIN
барабанщик	drummer	барабанщик	drummer	N;ANIM;NOM;MASC;SG	
барабанщик	schlagzeuger	барабанщик	schlagzeuger	N;ANIM;NOM;MASC;SG	ADJ
нож	dolch	нож	dolch	N;INAN;NOM;MASC;SG	PROPN;SG
нож	messern	нож	messern	N;INAN;NOM;MASC;SG	V;NFIN
нож	messer	нож	messe	N;INAN;NOM;MASC;SG	
трудах	schriften	труд	schreifen	N;INAN;ESS;MASC;PL	V;FIN
акция	aktion	акция	aktion	N;INAN;NOM;FEM;SG	
акция	maßnahme	акция	maßnahmen	N;INAN;NOM;FEM;SG	ADJ
акция	aktionen	акция	aktion	N;INAN;NOM;FEM;SG	V;NFIN
акция	klage	акция	klage	N;INAN;NOM;FEM;SG	ADJ
акция	maßnahmen	акция	maßnahmen	N;INAN;NOM;FEM;SG	V;NFIN
навыки	fertigkeiten	навык	fertigkeit	N;INAN;NOM;MASC;PL	V;NFIN
навыки	kenntnisse	навык	kenntnis	N;INAN;NOM;MASC;PL	ADJ
навыки	kompetenzen	навык	kompetenz	N;INAN;NOM;MASC;PL	V;NFIN
навыки	qualifikation	навык	qualifikation	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
навыки	fähigkeiten	навык	fähigkeit	N;INAN;NOM;MASC;PL	V;NFIN
навыки	fertigkeiten	навык	fertigkeit	N;INAN;NOM;MASC;PL	V;NFIN
навыки	geschick	навык	geschick	N;INAN;NOM;MASC;PL	ADJ
навыки	geschicklichkeit	навык	geschicklichkeit	N;INAN;NOM;MASC;PL	ADJ
навыки	fähigkeiten	навык	fähigkeit	N;INAN;NOM;MASC;PL	V;NFIN
грубо	unhöflich	грубо	unhöflich	ADV	ADJ
грубо	unfreundlich	грубо	unfreundlich	ADV	ADJ
грубо	unverschämt	грубо	unverschämt	ADV	ADJ
грубо	rüde	грубо	rüde	ADV	ADJ
бранденбург	brandenburger	бранденбург	brandenburger	N;INAN;NOM;MASC;SG	PROPN
бранденбург	brandenburg	бранденбург	brandenburg	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
уменьшение	reduzieren	уменьшение	reduzieren	N;INAN;NOM;NEUT;SG	V;NFIN
уменьшение	verringern	уменьшение	verringern	N;INAN;NOM;NEUT;SG	V;NFIN
уменьшение	rückgang	уменьшение	rückgang	N;INAN;NOM;NEUT;SG	ADJ
санкции	ahndung	санкция	ahndung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
санкции	strafmaßnahmen	санкция	strafmaßnahmen	N;INAN;NOM;FEM;PL	V;NFIN
санкции	strafen	санкция	strafen	N;INAN;NOM;FEM;PL	V;NFIN
санкции	sanktionen	санкция	sanktion	N;INAN;NOM;FEM;PL	V;NFIN
санкции	strafmaß	санкция	strafmaß	N;INAN;NOM;FEM;PL	ADJ
санкции	strafmaßnahmen	санкция	strafmaßnahmen	N;INAN;NOM;FEM;PL	V;NFIN
санкции	strafen	санкция	strafen	N;INAN;NOM;FEM;PL	V;NFIN
санкции	sanktionen	санкция	sanktion	N;INAN;NOM;FEM;PL	V;NFIN
физическая	physische	физический	physisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
физическая	körperliche	физический	körperlich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
