von	from	von	from	ADP	
anordnung	anlaşma	anordnung	anlaşma	ADJ	
darsteller	alçı	darsteller	alçı	ADJ	
darsteller	döküm	darsteller	dök	ADJ	
darsteller	atın	darsteller	at	ADJ	
darsteller	aktörler	darsteller	aktör	ADJ	N;NOM;PL;3
darsteller	oyuncular	darsteller	oyuncu	ADJ	N;NOM;PL;3
darsteller	başrol	darsteller	başrol	ADJ	
darsteller	başrolde	darsteller	başrol	ADJ	N;ESS;SG;3
darsteller	aktör	darsteller	aktör	ADJ	
darsteller	oyuncu	darsteller	oyuncu	ADJ	
darsteller	sanatçılar	darsteller	sanatçı	ADJ	N;NOM;PL;3
darsteller	oyuncular	darsteller	oyuncu	ADJ	N;NOM;PL;3
tanz	dans	tanz	dans		N;NOM;SG;3
tanz	dans	tanz	dans		N;NOM;SG;3
glas	bardak	glas	bardak		N;NOM;SG;3
glas	camlar	glas	cam		N;NOM;PL;3
glas	kavanoz	glas	kavanoz		N;NOM;SG;3
mayer	mayer	mayer	mayer	PROPN;NOM;MASC;SG	
eingestuft	gizli	einstufen	gizli	V;V.PTCP	
wladimir	wladimir	wladimir	wladimir	PROPN;NOM;MASC;SG	
wladimir	vladimir	wladimir	vladimir	PROPN;NOM;MASC;SG	
kauf	satın	kauf	satın	N;SG	
kauf	satın	kauf	satın	N;SG	
kauf	alım	kauf	alım	N;SG	
anderson	anderson	anderson	anderson	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
bergbau	madencilik	bergbau	madencilik		N;NOM;SG;3
these	tez	these	tez	N;NOM	
these	tezi	these	tez	N;NOM	
prozesse	denemeler	prozeß	dene	N;PL	
prozesse	süreç	prozeß	süreç	N;PL	
problemen	problemler	problem	problem	V;NFIN	N;NOM;PL;3
problemen	sorunlar	problem	sorun	V;NFIN	N;NOM;PL;3
kommune	komün	kommun	komün	N;NOM;FEM;SG	
kommune	belediye	kommun	beledi	N;NOM;FEM;SG	
kommune	belediyesi	kommun	belediye	N;NOM;FEM;SG	
kommune	belediyeye	kommun	belediye	N;NOM;FEM;SG	N;DAT;SG;3
tschechischen	çek	tschechisch	çek	ADJ;NOM;MASC;PL	
buenos	buenos	buenos	buenos	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
geschätzt	tahmini	schätzen	tahmin	V;V.PTCP	N;NOM;SG;3
geschätzt	tahmin	schätzen	tahmin	V;V.PTCP	
geschätzt	takdir	schätzen	takdir	V;V.PTCP	
waffe	silahları	waffen	silah		N;NOM;PL;3
waffe	silahlar	waffen	silah		N;NOM;PL;3
waffe	silahı	waffen	silah		N;ACC;SG;3
trugen	giydi	tragen	giy	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;POS;PST
dance	dance	dance	dance	PROPN	
dance	dans	dance	dans	PROPN	N;NOM;SG;3
dance	dans	dance	dans	PROPN	N;NOM;SG;3
val	val	val	val	PROPN;SG	INTJ
nahen	ortası	nah	orta	ADJ	
nahen	orta	nah	orta	ADJ	
charlie	charlie	charlie	charlie	PROPN;NOM;SG	
negativ	olumsuz	negativ	olumsuz	ADJ	
negativ	negatif	negativ	negatif	ADJ	
negativ	negatif	negativ	negatif	ADJ	
senator	senator	senator	senator	PROPN;NOM;SG	PROPN;NOM;SG;3
senator	senatör	senator	senatör	PROPN;NOM;SG	
eigenschaft	öznitelik	eigenschaft	öznitelik	ADJ	N;NOM;SG;3
eigenschaft	mülk	eigenschaft	mülk	ADJ	
eigenschaft	mülkiyet	eigenschaft	mülkiyet	ADJ	N;NOM;SG;3
eigenschaft	emlak	eigenschaft	emlak	ADJ	N;NOM;SG;3
eigenschaft	gayrimenkul	eigenschaft	gayrimenkul	ADJ	N;NOM;SG;3
eigenschaft	özellik	eigenschaft	özellik	ADJ	
schwerer	ağır	schwer	ağır	ADJ	
schwerer	agir	schwer	agir	ADJ	
streifen	şerit	streifen	şerit	V;NFIN	
streifen	stripe	streifen	str	V;NFIN	N;NOM;SG;3
streifen	şeritler	streifen	şerit	V;NFIN	N;NOM;PL;3
streifen	çizgili	streifen	çizgili	V;NFIN	
streifen	çizgiler	streifen	çizgi	V;NFIN	N;NOM;PL;3
streifen	çizgiler	streifen	çizgi	V;NFIN	N;NOM;PL;3
streifen	striptiz	streifen	striptiz	V;NFIN	
streifen	şerit	streifen	şerit	V;NFIN	
streifen	soyun	streifen	soy	V;NFIN	
kennzeichen	etiketler	kennzeichen	etiket		N;NOM;PL;3
kennzeichen	etiketleri	kennzeichen	etiket		N;NOM;PL;3
kennzeichen	levhalar	kennzeichen	levha		N;NOM;PL;3
kennzeichen	plakası	kennzeichen	plaka		N;NOM;SG;3
kennzeichen	tabaklar	kennzeichen	tabak		N;NOM;PL;3
entworfen	dizayn	entwerfen	dizayn	V;V.PTCP	N;NOM;SG;3
down	down	down	down	PROPN	
down	aşağıya	down	aşağı	PROPN	ADJ;DAT;SG;3
down	aşağı	down	aşağ	PROPN	
turin	torino	turin	torino	PROPN;SG	PROPN;NOM;SG;3
verwandt	bağlantılı	verwandt	bağlantılı	ADJ	
verwandt	akraba	verwandt	akraba	ADJ	
verwandt	ilişkili	verwandt	ilişkili	ADJ	
verwandt	alakalı	verwandt	alakalı	ADJ	
literarische	edebi	literarisch	et	ADJ;NOM;FEM;PL	
literarische	edebiyat	literarisch	edebiyat	ADJ;NOM;FEM;PL	N;NOM;SG;3
typen	erkekler	typen	erkek	N;NOM;PL	ADJ;NOM;PL;3
typen	millet	typen	millet	N;NOM;PL	
typen	beyler	typen	beyle	N;NOM;PL	
typen	çeşitleri	typen	çeşit	N;NOM;PL	N;ACC;PL;3
typen	türleri	typen	tür	N;NOM;PL	ADJ;NOM;PL;3
distanz	uzaklık	distanz	uzaklık		N;NOM;SG;3
distanz	mesafeler	distanz	mesafe		N;NOM;PL;3
distanz	mesafe	distanz	mesafe		N;NOM;SG;3
distanz	mesafeler	distanz	mesafe		N;NOM;PL;3
adams	adams	adams	adams	PROPN;NOM;SG	
kandidatur	adaylığı	kandidatur	adaylık	V;IND;SG;3;PST;FIN	N;NOM;SG;3
kandidatur	adaylığını	kandidatur	adaylık	V;IND;SG;3;PST;FIN	N;ACC;SG;3
belgischen	belçikalı	belgisch	belçikalı	ADJ	PROPN;NOM;SG;3
begraben	defin	begraben	defin	V;V.PTCP	
begraben	gömülü	begraben	göm	V;V.PTCP	
begraben	gömme	begraben	göm	V;V.PTCP	
angehörigen	akrabalar	angehörig	akraba	V;IND;PL;3;FIN	N;NOM;PL;3
angehörigen	akrabaları	angehörig	akraba	V;IND;PL;3;FIN	N;NOM;PL;3
betreiber	operatörleri	betreiber	operatör		ADJ;ACC;PL;3
geschieht	olur	geschehen	ol	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS
louise	louise	louise	loui	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
absicht	niyeti	absechen	niyet		N;ACC;SG;3
absicht	niyetleri	absechen	niyet		N;ACC;PL;3
einstellen	set	einstellen	set	V;NFIN	
einstellen	seti	einstellen	set	V;NFIN	
einstellen	ayarlama	einstellen	ayarlam	V;NFIN	
einstellen	ayarı	einstellen	ayar	V;NFIN	N;NOM;SG;3
einstellen	ayar	einstellen	ayar	V;NFIN	N;NOM;SG;3
stanley	stanley	stanley	stanley		PROPN;NOM;SG;3
gefährdet	korunmasız	gefährden	korun	ADJ;V.PTCP	
gefährdet	savunmasız	gefährden	savun	ADJ;V.PTCP	V;PFV;IMP;SG;2;NEG;PRS
festivals	festivaller	festivals	festival	ADV	N;NOM;PL;3
url	url	url	url		N;NOM;SG;3
pass	pasaportu	pass	pasaport		N;ACC;SG;3
pass	pasaport	pass	pasaport		N;NOM;SG;3
nahrung	yiyecek	nahrung	yiyecek	N;NOM;FEM;SG	
nahrung	yemekler	nahrung	yemek	N;NOM;FEM;SG	N;NOM;PL;3
nahrung	gıda	nahrung	gıda	N;NOM;FEM;SG	
nahrung	beslenme	nahrung	besle	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
nahrung	besin	nahrung	besin	N;NOM;FEM;SG	
nahrung	beslenme	nahrung	besle	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
nahrung	rejim	nahrung	rejim	N;NOM;FEM;SG	
ärzte	doktorları	ärzen	doktor	N;NOM;PL	N;ACC;PL;3
sichern	yedek	sichern	yedek	V;NFIN	
sichern	destek	sichern	destek	V;NFIN	
sichern	güvenli	sichern	güvenli	V;NFIN	
sichern	güvende	sichern	güven	V;NFIN	
hängen	as	hängen	as	V;NFIN	
hängen	asılı	hängen	asılı	V;NFIN	
doktor	doc	doktor	doc	N;SG	
doktor	doktor	doktor	doktor	N;SG	
doktor	doktora	doktor	doktora	N;SG	
doktor	doctor	doktor	doctor	N;SG	
doktor	doktor	doktor	doktor	N;SG	
fulda	fulda	fulda	ful	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
verbrechen	suçlar	verbrechen	suç	V;NFIN	N;NOM;PL;3
verbrechen	suç	verbrechen	suç	V;NFIN	
verbrechen	suçları	verbrechen	suç	V;NFIN	N;ACC;PL;3
verbrechen	suçlar	verbrechen	suç	V;NFIN	N;NOM;PL;3
verbrechen	suç	verbrechen	suç	V;NFIN	
verbrechen	suçlar	verbrechen	suç	V;NFIN	N;NOM;PL;3
spielzeiten	seasons	spielzeit	seasons	V;NFIN	
spielzeiten	mevsim	spielzeit	mevsim	V;NFIN	
debatte	münazara	debatt	münazar	ADJ;NOM;SG	N;NOM;SG;3
debatte	tartışma	debatt	tartış	ADJ;NOM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
debatte	müzakere	debatt	müzakere	ADJ;NOM;SG	N;NOM;SG;3
debatte	münazara	debatt	münazar	ADJ;NOM;SG	N;NOM;SG;3
debatte	tartışmalar	debatt	tartış	ADJ;NOM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
seele	ruhlar	seelen	ruh		N;NOM;PL;3
seele	ruhları	seelen	ruh		N;ACC;PL;3
schiffen	gemiler	schiffen	gemi		N;NOM;PL;3
schiffen	gemileri	schiffen	gemi		N;ACC;PL;3
becken	havuzları	becken	havuz	V;NFIN	N;ACC;PL;3
becken	leğen	becken	leğen	V;NFIN	
becken	havzası	becken	havza	V;NFIN	N;NOM;SG;3
becken	leğen	becken	leğen	V;NFIN	
becken	havzaları	becken	havza	V;NFIN	N;NOM;PL;3
filmregisseur	yönetmen	filmregisseur	yönetmen	ADJ	
bit	bit	bit	bit		
bit	parçaları	bit	parça		N;ACC;PL;3
missbrauch	küfürlü	mißbrauchen	küfürlü		N;NOM;SG;3
wiederhergestellt	restore	wiederherstellen	restore	V;V.PTCP	
ehrlich	ehrlich	ehrlich	ehrlich	ADJ	
ehrlich	dürüstçe	ehrlich	dürüstçe	ADJ	
ehrlich	dürüst	ehrlich	dürüst	ADJ	
ehrlich	dürüstçe	ehrlich	dürüstçe	ADJ	
umfassende	kapsamlı	umfassend	kapsamlı	ADJ;NOM;FEM;PL	
umfassende	kapsamlı	umfassend	kapsamlı	ADJ;NOM;FEM;PL	
kritisch	kritik	kritisch	kritik	ADJ	
kritisch	eleştirel	kritisch	eleştirel	ADJ	
csu	csu	csu	csu	PROPN;NOM;SG	
knoten	düğümü	knot	düğüm	V;NFIN	N;ACC;SG;3
knoten	düğüm	knot	düğüm	V;NFIN	
knoten	düğüm	knot	düğüm	V;NFIN	
knoten	knot	knot	knot	V;NFIN	
knoten	düğümler	knot	düğüm	V;NFIN	N;NOM;PL;3
knoten	düğüm	knot	düğüm	V;NFIN	
realität	hakikat	realität	hakikat	ADJ	
realität	reality	realität	reality	ADJ	
realität	gerçeklik	realität	gerçeklik	ADJ	N;NOM;SG;3
voraussetzungen	koşul	voraussetzehen	koşul	V;NFIN	
voraussetzungen	şartlar	voraussetzehen	şart	V;NFIN	N;NOM;PL;3
voraussetzungen	koşulları	voraussetzehen	koşul	V;NFIN	N;ACC;PL;3
voraussetzungen	koşullar	voraussetzehen	koş	V;NFIN	N;NOM;PL;3
mercedes	mercedes	mercedes	mercedes	PROPN;NOM;SG	
campus	kampüsleri	campus	kampüs		N;ACC;PL;3
begründer	kurucuları	begründer	kurucu	ADJ	N;NOM;PL;3
begründer	kurucu	begründer	kurucu	ADJ	
begründer	kurucusu	begründer	kurucu	ADJ	N;NOM;SG;3
wörter	kelimeler	wört	kelime		N;NOM;PL;3
wörter	sözcükler	wört	sözcük		N;NOM;PL;3
wörter	sözler	wört	söz		N;NOM;PL;3
wörter	kelime	wört	kelim		
gebraucht	ihtiyaç	brauchen|gebrauchen	ihtiyaç	V;V.PTCP	
gebraucht	lazımdı	brauchen|gebrauchen	lazım	V;V.PTCP	
mittelalterliche	ortaçağ	mittelalterlich	ortaçağ	ADJ;NOM;FEM;PL	
mittelalterliche	ortaçağ	mittelalterlich	ortaçağ	ADJ;NOM;FEM;PL	
stellvertreter	alternatif	stellvertreter	alternatif	ADJ	
stellvertreter	vekil	stellvertreter	vekil	ADJ	
stellvertreter	yardımcı	stellvertreter	yardımcı	ADJ	
stellvertreter	yardımcısı	stellvertreter	yardımcı	ADJ	N;NOM;SG;3
bäume	ağaç	bäumen	ağaç	N;NOM;MASC;PL	
bäume	ağaç	bäumen	ağaç	N;NOM;MASC;PL	
künstlerischen	artistik	künstlerisch	artistik	ADJ;NOM;MASC;SG	
napoleon	napolyon	napoleon	napolyon	PROPN;NOM;MASC;SG	
napoleon	napolyon	napoleon	napolyon	PROPN;NOM;MASC;SG	
napoleon	napoleon	napoleon	napoleon	PROPN;NOM;MASC;SG	
früchte	meyveler	früchen	meyve		N;NOM;PL;3
früchte	meyveler	früchen	meyve		N;NOM;PL;3
fünfte	beşinci	fünft	beşinci	ADJ;NOM;FEM;SG	
nachträglich	gecikmiş	nachträglich	gecik	ADJ	V;PFV;NFH;IND;SG;3;POS;PST
brücken	briç	brücken	briç	N;NOM;FEM;PL	N;NOM;SG;3
brücken	köprüsü	brücken	köprü	N;NOM;FEM;PL	N;NOM;SG;3
brücken	köprü	brücken	köprü	N;NOM;FEM;PL	
wars	savaşları	wars	savaş		N;NOM;PL;3
wars	savaşlar	wars	savaş		N;NOM;PL;3
bridge	briç	bridgen	briç	PROPN;NOM;SG	N;NOM;SG;3
bridge	köprüsü	bridgen	köprü	PROPN;NOM;SG	N;NOM;SG;3
bridge	köprü	bridgen	köprü	PROPN;NOM;SG	
dahinter	arkasında	dahinter	arka	ADV	ADJ;ESS;SG;3
dahinter	arkası	dahinter	arka	ADV	N;NOM;SG;3
moll	moll	moll	moll	PROPN;SG	
nicolas	nicolas	nicolas	nicolas	PROPN;NOM;MASC;SG	
pferd	atlar	pferd	at		N;NOM;PL;3
pferd	atlara	pferd	at		N;DAT;PL;3
vergleiche	karşılaştırma	vergleichen	karşılaş		N;NOM;SG;3
vergleiche	karşılaştırmalar	vergleichen	karşılaş		V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
vergleiche	karşılaştırma	vergleichen	karşılaş		N;NOM;SG;3
vergleiche	karşılaştırmak	vergleichen	karşılaş		V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
vergleiche	karşılaştırma	vergleichen	karşılaş		N;NOM;SG;3
vincent	vincent	vincent	vincent	PROPN;NOM;SG	PROPN;NOM;SG;3
queen	queen	queen	yu	PROPN;NOM;SG	PROPN;NOM;SG;3
queen	kraliçe	queen	kraliçe	PROPN;NOM;SG	N;NOM;SG;3
queen	vezir	queen	vez	PROPN;NOM;SG	
chemnitz	chemnitz	chemnitz	chemnitz	PROPN;NOM;SG	PROPN;NOM;SG;3
echte	real	echt	real	ADJ;NOM;FEM;PL	
echte	gercek	echt	gercek	ADJ;NOM;FEM;PL	
echte	reel	echt	reel	ADJ;NOM;FEM;PL	
echte	gerçek	echt	gerçek	ADJ;NOM;FEM;PL	
echte	hakiki	echt	hakiki	ADJ;NOM;FEM;PL	
wählen	çevir	wählen	çevir	V;NFIN	
wählen	seç	wählen	seç	V;NFIN	
wählen	seçim	wählen	seçim	V;NFIN	
wählen	seçme	wählen	seç	V;NFIN	
wählen	seç	wählen	seç	V;NFIN	
intensiv	yoğun	intensiv	yoğun	ADJ	
intensiv	şiddetli	intensiv	şiddetli	ADJ	
intensiv	yoğun	intensiv	yoğun	ADJ	
intensiv	yoğun	intensiv	yoğun	ADJ	
övp	övp	övp	övp	PROPN;NOM;MASC;SG	
hände	elleri	hand	el	N;NOM;FEM;PL	N;ACC;PL;3
säulen	sütunları	säulen	sütun	V;NFIN	N;ACC;PL;3
säulen	sütunları	säulen	sütun	V;NFIN	N;ACC;PL;3
säulen	sütun	säulen	sütun	V;NFIN	
udssr	sscb	udssr	sscb	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
einzug	girinti	einzug	girint	ADV	
graben	siper	graben	siper	V;NFIN	
graben	trench	graben	trench	V;NFIN	
graben	hendek	graben	hendek	V;NFIN	
graben	kaz	graben	kaz	V;NFIN	
graben	kazı	graben	kazı	V;NFIN	
graben	kazma	graben	kazma	V;NFIN	
graben	kazın	graben	kazın	V;NFIN	
graben	hendek	graben	hendek	V;NFIN	
graben	graben	graben	graben	V;NFIN	N;NOM;SG;3
graben	kazı	graben	kazı	V;NFIN	
graben	kazma	graben	kazma	V;NFIN	
bus	otobüsle	bus	otobüsle		N;INS;SG;3
bus	otobüs	bus	otobüs		N;NOM;SG;3
berühmten	meşhur	berühmt	meşhur	ADJ;PL	
bataillon	tabur	bataillon	tabur	PROPN	
bataillon	taburu	bataillon	tabur	PROPN	N;NOM;SG;3
sarah	sarah	sarah	sarah	PROPN;NOM;SG	
ausschuss	kurul	ausschassen	kurul	N	
ausschuss	komite	ausschassen	komit	N	
ausschuss	heyet	ausschassen	heyet	N	
winkel	açısı	winkel	açı		N;NOM;SG;3
winkel	açıları	winkel	aç		N;ACC;PL;3
winkel	açılar	winkel	aç		N;NOM;PL;3
voraussetzung	koşullu	voraussetzung	koşullu		
voraussetzung	şartlı	voraussetzung	şartlı		
voraussetzung	öncül	voraussetzung	öncül		
voraussetzung	dayanak	voraussetzung	dayanak		N;NOM;SG;3
voraussetzung	durum	voraussetzung	durum		N;NOM;SG;3
voraussetzung	condition	voraussetzung	condition		
voraussetzung	şart	voraussetzung	şart		
voraussetzung	durumu	voraussetzung	durum		N;NOM;SG;3
voraussetzung	koşul	voraussetzung	koşul		
ausgerichtet	yönelik	ausrichten	yönelik	V;V.PTCP	
ausgerichtet	odaklılık	ausrichten	odaklılık	V;V.PTCP	N;NOM;SG;3
bewegt	hareket	bewegen	hareket	V;IND;SG;3;PRS;FIN	N;NOM;SG;3
bewegt	taşı	bewegen	taşı	V;IND;SG;3;PRS;FIN	
bewegt	taşınma	bewegen	taşınma	V;IND;SG;3;PRS;FIN	
bewegt	taşınır	bewegen	taşı	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PASS
bewegt	hareketler	bewegen	hareket	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
bewegt	taşınmış	bewegen	taşı	V;IND;SG;3;PRS;FIN	V;PFV;NFH;IND;3;POS;PST;PASS
bewegt	taşındı	bewegen	taşı	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PST;PASS
eure	eure	euer	eure	PRO;NOM;FEM;SG	INTJ
nacional	nacional	nacional	nacional	PROPN	PROPN;NOM;SG;3
voller	doldu	voll	dol		V;PFV;IND;SG;3;POS;PST
voller	doldurulmuş	voll	dol		V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
voller	kalabalık	voll	kalabalık		N;NOM;SG;3
voller	kalabalıktı	voll	kalabalık		V;PFV;IND;SG;3;POS;PST+PRF
nehme	al	nehmen	al	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;PRS
nehme	alın	nehmen	al	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;PRS
pferde	atlar	pferd	at		N;NOM;PL;3
pferde	atlara	pferd	at		N;DAT;PL;3
erinnerungen	alarm	erinnerung	al	N;NOM;FEM;PL	
erinnerungen	alarmları	erinnerung	alarm	N;NOM;FEM;PL	N;ACC;PL;3
erinnerungen	hatırlatmalar	erinnerung	hatırla	N;NOM;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
erinnerungen	bellek	erinnerung	bellek	N;NOM;FEM;PL	N;NOM;SG;3
erinnerungen	hatıra	erinnerung	hatıra	N;NOM;FEM;PL	
erinnerungen	hafıza	erinnerung	hafız	N;NOM;FEM;PL	N;NOM;SG;3
blaue	blue	blau	blue	ADJ;NOM;FEM;PL	N;NOM;SG;3
blaue	mavi	blau	mavi	ADJ;NOM;FEM;PL	
steiner	steiner	stein	steine	PROPN	
vorschläge	öneriler	vorschläg	öner		N;NOM;PL;3
vorschläge	önerileri	vorschläg	öneri		N;NOM;PL;3
vorschläge	teklifler	vorschläg	teklif		N;NOM;PL;3
vorschläge	önerileri	vorschläg	öneri		N;NOM;PL;3
vorschläge	öneriler	vorschläg	öner		N;NOM;PL;3
vorschläge	öneri	vorschläg	öneri		N;NOM;SG;3
vorschläge	önerisi	vorschläg	öneri		N;NOM;SG;3
vorschläge	öneri	vorschläg	öneri		N;NOM;SG;3
hingewiesen	sivri	hinweisen	sivir	V;V.PTCP	
railway	demiryolu	railway	demiryolu	PROPN;NOM;SG	
künstlerin	ressam	künstlerin	ressam	PROPN;NOM;SG	
künstlerin	sanatçı	künstlerin	sanatçı	PROPN;NOM;SG	
künstlerin	artist	künstlerin	artist	PROPN;NOM;SG	
erzielen	elde	erzielen	el	V;NFIN	N;ESS;SG;3
höchstens	maksimum	höchstens	maksi	ADV	
höchstens	max	höchstens	max	ADV	
höchstens	azami	höchstens	azami	ADV	
kriterium	furkan	kriterium	furk	ADJ	
lutherischen	lutheran	lutherisch	luther	ADJ;NOM;MASC;PL	PROPN;NOM;SG;3
münzen	para	münzen	para	V;NFIN	
münzen	sikke	münzen	sikke	V;NFIN	
münzen	para	münzen	para	V;NFIN	
lüneburg	lüneburg	lüneburg	lüneburg	PROPN;NOM;SG	PROPN;NOM;SG;3
admiral	amiral	admiral	amiral	PROPN;NOM;MASC;SG	
edgar	edgar	edgar	edgar	PROPN;NOM;MASC;SG	
portugiesischen	portekizce	portugiesisch	portekizce	ADJ;NOM;MASC;PL	
helsinki	helsinki	helsinki	helsinki	PROPN;NOM;SG	
übliche	olağan	üblich	olağan	ADJ;NOM;FEM;PL	
sabine	sabine	sabin	sabin	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
einzugsgebiet	havzası	eingsgebieten	havza	V;NFIN	N;NOM;SG;3
einzugsgebiet	leğen	eingsgebieten	leğen	V;NFIN	
alois	alois	alois	alois	PROPN;NOM;MASC;SG	
vergleichsweise	nispeten	vergleichsweise	nispet	ADV	
vergleichsweise	nispeten	vergleichsweise	nispet	ADV	
sportliche	atletik	sportlich	atletik	ADJ;NOM;FEM;PL	N;NOM;SG;3
sportliche	sportif	sportlich	sportif	ADJ;NOM;FEM;PL	
greifswald	greifswald	greifswald	greifswald	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
hochschulen	üniversite	hochschulen	üniversite	N;NOM;FEM;PL	
hochschulen	kurumları	hochschulen	kurum	N;NOM;FEM;PL	N;ACC;PL;3
wiesen	otlaklar	weisen	otlak	V;NFIN	N;NOM;PL;3
wiesen	meadows	weisen	meadows	V;NFIN	PROPN;NOM;SG;3
wiesen	çayır	weisen	çayır	V;NFIN	
wiesen	çayır	weisen	çayır	V;NFIN	
wiesen	meadow	weisen	meadow	V;NFIN	PROPN;NOM;SG;3
edmund	edmund	edmund	ed	PROPN;NOM;MASC;SG	
sex	cinsellik	sex	cinsellik		N;NOM;SG;3
boris	boris	boris	boris	PROPN;NOM;MASC;SG	
sag	söyleyin	saugen	söyle		V;PFV;IMP;PL;2;POS;PRS
höhle	mağarası	höhlen	mağara		N;NOM;SG;3
höhle	mağaralar	höhlen	mağara		N;NOM;PL;3
bruce	bruce	bruce	bruce	PROPN;NOM;SG	
behaupten	iddia	behaupten	iddia	V;NFIN	
behaupten	iddia	behaupten	iddia	V;NFIN	
palast	saraylar	palast	saray	PROPN;SG	N;NOM;PL;3
palast	saray	palast	saray	PROPN;SG	
palast	sarayı	palast	sara	PROPN;SG	N;ACC;SG;3
palast	palace	palast	palace	PROPN;SG	N;NOM;SG;3
wahrscheinlichkeit	olasılık	wahrscheinlichkeit	olasılık	ADJ	N;NOM;SG;3
lyon	lyon	lyon	lyon	PROPN;NOM;SG	PROPN;NOM;SG;3
lyon	lyon	lyon	lyon	PROPN;NOM;SG	PROPN;NOM;SG;3
lyon	lyons	lyon	lyons	PROPN;NOM;SG	PROPN;NOM;SG;3
ausrichtung	hizaya	ausrichtung	hiza	ADJ	N;DAT;SG;3
ausrichtung	oryantasyon	ausrichtung	oryantasyon	ADJ	N;NOM;SG;3
ausrichtung	hizalama	ausrichtung	hizalama	ADJ	
archäologische	arkeolojik	archäologisch	arkeolojik	ADJ;NOM;FEM;PL	
archäologische	arkeoloji	archäologisch	arkeoloji	ADJ;NOM;FEM;PL	
archäologische	arkeolojik	archäologisch	arkeolojik	ADJ;NOM;FEM;PL	
magnus	magnus	magnus	magnus	PROPN;NOM;MASC;SG	
werft	werft	werfen	werft	N;NOM;FEM;SG	
werft	tersane	werfen	tersane	N;NOM;FEM;SG	
werft	yard	werfen	yard	N;NOM;FEM;SG	
freiwillige	gönüllü	freiwillig	gönüllü	ADJ;NOM;FEM;PL	
freiwillige	gönüllü	freiwillig	gönüllü	ADJ;NOM;FEM;PL	
freiwillige	gönüllü	freiwillig	gönüllü	ADJ;NOM;FEM;PL	
böse	terbiyesiz	böse	terbiyesiz		ADJ
böse	edepsiz	böse	edepsiz		ADJ
böse	bad	böse	bad		INTJ
böse	kötülük	böse	kötülük		N;NOM;SG;3
manchester	manchester	manchester	manchester	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
gesellschaften	şirketler	gesellschaft	şirket	ADJ	N;NOM;PL;3
gesellschaften	firmalar	gesellschaft	firma	ADJ	N;NOM;PL;3
gesellschaften	şirketleri	gesellschaft	şirket	ADJ	N;ACC;PL;3
gesellschaften	şirketler	gesellschaft	şirket	ADJ	N;NOM;PL;3
gesellschaften	toplumlar	gesellschaft	toplum	ADJ	N;NOM;PL;3
gesellschaften	topluluklar	gesellschaft	topluluk	ADJ	N;NOM;PL;3
affäre	skandal	affäre	skandal	ADJ;SG	
blauen	blue	blau	blue	ADJ	N;NOM;SG;3
blauen	mavi	blau	mavi	ADJ	
serbien	karadağ	Serbien	karadağ		PROPN;NOM;SG;3
serbien	sırbistan	Serbien	sırbistan		PROPN;NOM;SG;3
serbien	kosova	Serbien	kosov		PROPN;NOM;SG;3
küche	mutfağı	küchen	mutfak	N;NOM;FEM;SG	N;ACC;SG;3
küche	mutfak	küchen	mutfak	N;NOM;FEM;SG	
küche	restoranlar	küchen	restoran	N;NOM;FEM;SG	N;NOM;PL;3
küche	mutfak	küchen	mutfak	N;NOM;FEM;SG	
ontario	ontario	ontario	ontario	PROPN;NOM;SG	PROPN;NOM;SG;3
messen	ölçüm	messen	ölçüm	V;NFIN	N;NOM;SG;3
messen	ölçme	messen	ölç	V;NFIN	
messen	sergiler	messen	sergi	V;NFIN	N;NOM;PL;3
messen	ölçüm	messen	ölçüm	V;NFIN	N;NOM;SG;3
messen	ölçme	messen	ölç	V;NFIN	
messen	ölçü	messen	ölçü	V;NFIN	
messen	fuar	messen	fuar	V;NFIN	
messen	fuarlar	messen	fu	V;NFIN	N;NOM;PL;3
messen	ölçüm	messen	ölçüm	V;NFIN	N;NOM;SG;3
messen	ölçme	messen	ölç	V;NFIN	
messen	ölçü	messen	ölçü	V;NFIN	
