xbox	xbox	xbox	xbox	N	PROPN
cerdo	babi	cerdo	babi	N;MASC;SG	PROPN;SG
cerdo	pork	cerdo	pork	N;MASC;SG	PROPN
cerdo	babi	cerdo	babi	N;MASC;SG	PROPN;SG
cerdo	babi	cerdo	babi	N;MASC;SG	PROPN;SG
cerdo	pig	cerdo	pig	N;MASC;SG	PROPN
dorsal	dorsal	dorsal	dorsal	ADJ;SG	N
blood	blood	blood	blood	N	PROPN
danés	denmark	danés	denmark	N;MASC;SG	PROPN
danés	dane	danés	dane	N;MASC;SG	PROPN
cajas	kotak	caja	kotak	N;FEM;PL	N;SG
ring	ring	ring	ring	N;MASC;SG	PROPN
fiebre	fever	fiebre	fever	N;FEM;SG	PROPN
pink	pink	pink	pink	N;SG	PROPN
hoteles	hotel	hotel	hotel	N;MASC;PL	N;SG
hoteles	hotel	hotel	hotel	N;MASC;PL	N;SG
blas	bert	bla	bert	PROPN	PROPN
blas	blas	bla	blas	PROPN	PROPN
blas	blaise	bla	blaise	PROPN	PROPN
bull	bull	bull	bull	N;SG	PROPN
ayala	ayala	ayalar	ayala	N;SG	PROPN
derrotas	mengalahkan	derrota	menkalahkan	N;FEM;PL	V;SG;ACT
derrotas	kalahkan	derrota	kalahkan	N;FEM;PL	V;SG;ACT
derrotas	kekalahan	derrota	kekalahan	N;FEM;PL	N;SG
macizo	solid	macizo	solid	N;MASC;SG	PROPN
macizo	padat	macizo	padat	N;MASC;SG	ADJ;SG
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	PROPN
neil	neil	neil	neil	PROPN	PROPN
documentales	dokumenter	documental	dokumenter	N;MASC;PL	N;SG
documentales	dokumenter	documental	dokumenter	N;MASC;PL	N;SG
libia	libya	libia	libya	ADJ;FEM;SG	N;SG
libia	libya	libia	libya	ADJ;FEM;SG	N;SG
collins	collins	collin	collins	N;MASC;SG	PROPN
aldeas	desa	aldea	desa	N;FEM;PL	N;SG
silvia	sylvia	silvia	sylvia	N;FEM;SG	PROPN
silvia	sylvie	silvia	sylvie	N;FEM;SG	PROPN
silvia	silvia	silvia	silvia	N;FEM;SG	PROPN
desafío	challenge	desafío	challenge	N;MASC;SG	PROPN
desafío	menantang	desafío	mentantang	N;MASC;SG	V;SG;ACT
desafío	tantang	desafío	tantang	N;MASC;SG	
desafío	defiance	desafío	defiance	N;MASC;SG	PROPN
determinados	tertentu	determinado	tertentu	ADJ;MASC;PL;V.PTCP	DET
soberano	berdaulat	soberano	berdaulat	N;MASC;SG	V;SG;ACT
emi	emi	emi	emi	PROPN	PROPN
normandía	normandie	normandía	normandie	N;FEM;SG	PROPN
temporalmente	sementara	temporalmente	sementara	ADV	CONJ
temporalmente	temporer	temporalmente	temporer	ADV	N
temporalmente	sementara	temporalmente	sementara	ADV	CONJ
ánimo	mood	ánimo	mood	N;MASC;SG	PROPN;SG
divina	ilahi	divino	ilahi	ADJ;FEM;SG	PROPN;SG
divina	divine	divino	divine	ADJ;FEM;SG	PROPN
divina	illahi	divino	illahi	ADJ;FEM;SG	PROPN;SG
acusaciones	tagihan	acusación	tagihan	N;FEM;PL	N;SG
acusaciones	biaya	acusación	biaya	N;FEM;PL	N;SG
acusaciones	tuduhannya	acusación	tuduhan	N;FEM;PL	N;SG
acusaciones	tuduhan	acusación	tuduhan	N;FEM;PL	N;SG
acusaciones	menuduh	acusación	mentuduh	N;FEM;PL	V;SG;ACT
sudoeste	southwest	sudoeste	southwest	N;MASC;SG	PROPN
prieto	prieto	prieto	prieto	N;MASC;SG	PROPN
oso	beruang	oso	beruang	N;MASC;SG	PROPN;SG
oso	bear	oso	bear	N;MASC;SG	PROPN
cruzada	expedisi	cruzado	expedisi	ADJ;FEM;SG;V.PTCP	PROPN
teruel	teruel	teruel	teruel	N;FEM;SG	PROPN
nat	nat	nat	nat	N	PROPN
mostrado	ditampilkan	mostrar	ditampilkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
mostrado	diperlihatkan	mostrar	diperlihatkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
mostrado	ditunjukkan	mostrar	ditunjukkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
mostrado	ditampilkan	mostrar	ditampilkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
via	melalui	via	melalui		ADP
via	lewat	via	lewat		ADP;SG;ACT
excentricidad	eksentrik	excentricidad	eksentrik	N;FEM;SG	ADJ
camp	camp	camp	camp	N;MASC;SG	PROPN
rivadavia	rivadavia	rivadavia	rivadavia	ADJ;FEM;SG;V.PTCP	PROPN
levante	syam	levantar	syam	N;SG	PROPN
levante	levante	levantar	levante	N;SG	PROPN
reunir	merakit	reunir	menrakit	V;NFIN	PROPN;SG;ACT
reunir	rakit	reunir	rakit	V;NFIN	N;SG
aproximación	dekati	aproximación	dekati	N;FEM;SG	V;SG;ACT
mirada	melirik	mirada	melirik	N;FEM;SG	V;SG;ACT
mirada	lirikan	mirada	lirikan	N;FEM;SG	;ACT
mirada	look	mirada	look	N;FEM;SG	PROPN
mirada	lihat	mirada	lihat	N;FEM;SG	V;SG;ACT
mirada	lihatlah	mirada	lihat	N;FEM;SG	V;SG;ACT
sri	sri	sri	sri	N;SG	PROPN
poblados	desa	poblado	desa	ADJ;MASC;PL;V.PTCP	N;SG
plumas	pena	pluma	pena	N;FEM;PL	PROPN;SG
plumas	bulu	pluma	bulu	N;FEM;PL	N;SG
cerrar	close	cerrar	close	V;NFIN	PROPN
cerrar	dekat	cerrar	dekat	V;NFIN	ADJ;SG
cerrar	tutup	cerrar	tutup	V;NFIN	PROPN;SG;ACT
cerrar	penutupan	cerrar	pentutupan	V;NFIN	N;SG
cerrar	closing	cerrar	closing	V;NFIN	PROPN
molino	mill	molino	mill	N;MASC;SG	PROPN
tronco	log	tronco	log	N;MASC;SG	PROPN
nativo	native	nativo	native	ADJ;MASC;SG	PROPN
cook	masak	cook	masak	PROPN	PROPN;SG;ACT
cook	cook	cook	cook	PROPN	PROPN
cook	memasak	cook	menpasak	PROPN	V;SG;ACT
eeuu	as	eeuu	as	PROPN	PROPN;SG
eeuu	usa	eeuu	usa	PROPN	PROPN
marquesa	marquise	marquesa	marquise	N;FEM;SG	PROPN
marquesa	marquesa	marquesa	marquesa	N;FEM;SG	PROPN
reducida	berkurang	reducido	berkurang	ADJ;FEM;SG;V.PTCP	V;SG;ACT
reducida	dikurangi	reducido	dikurangi	ADJ;FEM;SG;V.PTCP	V;SG;PASS
escribiendo	penulisan	escribir	pentulisan	V;V.MSDR	N;SG
escribiendo	tulisan	escribir	tulisan	V;V.MSDR	N;SG
dedos	fingers	dedo	fingers	N;MASC;PL	PROPN
pasaje	ticket	pasaje	ticket	N;MASC;SG	PROPN
denis	denis	denis	denis	PROPN	PROPN
anunciado	mengumumkan	anunciado	menumumkan	ADJ;MASC;SG;V.PTCP	V;SG;ACT
anunciado	diumumkan	anunciado	diumumkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
anunciado	umumkan	anunciado	umumkan	ADJ;MASC;SG;V.PTCP	V;SG;ACT
anunciado	diiklankan	anunciado	diiklankan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
mató	tewas	matar	tewas	V;IND;SG;3;PST;FIN	ADJ;SG
futbol	soccer	futbol	soccer	N;MASC;SG	PROPN
futbol	football	futbol	football	N;MASC;SG	PROPN
vitoria	vitoria	vitoria	vitoria	N;MASC;SG	PROPN
estonia	estonia	estonia	estonia	N;FEM;SG	PROPN
estonia	estonia	estonia	estonia	N;FEM;SG	PROPN
bacterias	bakteri	bacteria	bakteri	N;FEM;PL	N;SG
ortodoxa	ortodoks	ortodoxo	ortodoks	ADJ;FEM;SG	PROPN
ortodoxa	orthodox	ortodoxo	orthodox	ADJ;FEM;SG	PROPN
extendido	diperluas	extendido	diperluas	ADJ;MASC;SG;V.PTCP	V;SG;PASS
extendido	extended	extendido	extended	ADJ;MASC;SG;V.PTCP	PROPN
extendido	diperpanjang	extendido	diperpanjang	ADJ;MASC;SG;V.PTCP	V;SG;PASS
ilegal	illegal	ilegal	illegal	ADJ;SG	PROPN
ilegal	ilegal	ilegal	ilegal	ADJ;SG	N;SG
ejecutado	eksekusi	ejecutado	eksekusi	ADJ;MASC;SG;V.PTCP	N;SG
ejecutado	dieksekusi	ejecutado	dieksekusi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
intentando	nyoba	intentar	nyoba	V;V.MSDR	N
escocés	scotch	escocés	scotch	N;MASC;SG	PROPN
crecer	grow	crecer	grow	V;NFIN	PROPN
luchas	berkelahi	lucha	berkelahi	N;FEM;PL	V;SG;ACT
luchas	perkelahian	lucha	perkelahian	N;FEM;PL	N;SG
luchas	perjuangan	lucha	perjuangan	N;FEM;PL	N;SG
luchas	pergumulan	lucha	pergumulan	N;FEM;PL	N;SG
helena	helena	heleno	helena	N;FEM;SG	PROPN
helena	helen	heleno	helen	N;FEM;SG	PROPN
trasera	rear	trasero	rear	ADJ;FEM;SG	PROPN
trasera	belakang	trasero	belakang	ADJ;FEM;SG	N;SG
apreciar	atuh	apreciar	atuh	V;NFIN	PROPN
conducido	driven	conducir	driven	ADJ;MASC;SG;V.PTCP	PROPN
conducido	didorong	conducir	didorong	ADJ;MASC;SG;V.PTCP	V;SG;PASS
gabriela	gabriella	gabriela	gabriella	N;FEM;SG	PROPN
gabriela	gabriela	gabriela	gabriela	N;FEM;SG	PROPN
radios	radio	radio	radio	N;FEM;PL	PROPN;SG
terrorismo	terror	terrorismo	terror	N;MASC;SG	PROPN
linares	linares	linar	linares	N;MASC;PL	PROPN
side	sisi	sedir	sisi		N;SG
side	side	sedir	side		PROPN
side	samping	sedir	samping		N;SG
poderosa	mighty	poderoso	mighty	ADJ;FEM;SG	PROPN
lunar	lunar	lunar	lunar	N;MASC;SG	PROPN
capturar	capture	capturar	capture	V;NFIN	PROPN
capturar	tangkap	capturar	tangkap	V;NFIN	N;SG;ACT
capturar	penangkapan	capturar	pentangkapan	V;NFIN	N;SG
dame	gimme	dame	gimme	V;IND;SG;2;PRS;FIN	PROPN
defecto	default	defecto	default	N;MASC;SG	PROPN;SG
defecto	baku	defecto	baku	N;MASC;SG	ADJ;SG
defecto	standar	defecto	standar	N;MASC;SG	ADJ;SG
marcada	ditandai	marcado	ditandai	ADJ;FEM;SG;V.PTCP	V;SG;PASS
sud	sud	sud	sud		PROPN
viajeros	wisatawan	viajero	wisatawan	N;MASC;PL	N;MASC;SG
viajeros	pelancong	viajero	penlancong	N;MASC;PL	N;SG
viajeros	wisatawan	viajero	wisatawan	N;MASC;PL	N;MASC;SG
viajeros	pelancong	viajero	penlancong	N;MASC;PL	N;SG
sobrevivir	survival	sobrevivir	survival	V;NFIN	N
ferrari	ferrari	ferrari	ferrari	N;MASC;SG	PROPN
experimento	bereksperimen	experimento	berreksperimen	N;MASC;SG	V;SG;ACT
consideradas	dianggap	considerar	dianggap	ADJ;FEM;PL;V.PTCP	V;SG;PASS
consideradas	dipertimbangkan	considerar	dipertimbangkan	ADJ;FEM;PL;V.PTCP	V;SG;PASS
escasos	langka	escaso	langka	PRO;MASC;PL	N;SG
escasos	sparse	escaso	sparse	PRO;MASC;PL	PROPN
adolescentes	teen	adolescente	teen	N;PL	PROPN
adolescentes	remaja	adolescente	remaja	N;PL	N;SG
adolescentes	remaja	adolescente	remaja	N;PL	N;SG
adolescentes	remaja	adolescente	remaja	N;PL	N;SG
callao	callao	callao	callao	N;MASC;SG	PROPN
confirmado	terkonfirmasi	confirmado	terkonfirmasi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
confirmado	konfirmasi	confirmado	konfirmasi	ADJ;MASC;SG;V.PTCP	N;SG
confirmado	dikonfirmasi	confirmado	dikonfirmasi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
confirmado	dikonfirmasikan	confirmado	dikonfirmasikan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
habituales	biasa	habitual	biasa	ADJ;PL	ADJ;SG
brooklyn	brooklyn	brookly	brooklyn	N;MASC;SG	PROPN
lienzo	canvas	lienzo	canvas	N;MASC;SG	PROPN
taekwondo	taekwondo	taekwondo	taekwondo	N;MASC;SG	PROPN
gard	gard	gard	gard	N;MASC;SG	PROPN
evans	evans	evan	evans	PROPN	PROPN
accesible	diakses	accesible	diakses	ADJ;SG	V;SG;PASS
accesible	terjangkau	accesible	terjangkau	ADJ;SG	V;SG;PASS
aporte	masukkan	aporte	masukkan	N;MASC;SG	V;SG;ACT
georg	georg	georg	georg	PROPN	PROPN
aproximada	perkiraan	aproximado	perkiraan	ADJ;FEM;SG;V.PTCP	N;SG
certificados	sertifikat	certificado	sertifikat	ADJ;MASC;PL;V.PTCP	N;SG
certificados	bersertifikasi	certificado	bersertifikasi	ADJ;MASC;PL;V.PTCP	V;SG;ACT
certificados	certified	certificado	certified	ADJ;MASC;PL;V.PTCP	PROPN
certificados	bersertifikat	certificado	bersertifikat	ADJ;MASC;PL;V.PTCP	V;SG;ACT
castigo	berjamaah	castigo	berjamaah	N;MASC;SG	PROPN;SG;ACT
renacentista	renaisans	renacentista	renaisans	ADJ;SG	N
renacentista	renaissance	renacentista	renaissance	ADJ;SG	N
adrián	adrian	adrián	adrian	PROPN	PROPN
head	head	head	head	N	PROPN
nordeste	northeast	nordeste	northeast	N;MASC;SG	PROPN
gallo	gallo	gallo	gallo	N;MASC;SG	PROPN
gallo	rooster	gallo	rooster	N;MASC;SG	PROPN
nuestras	our	nuestro	our	DET;FEM;PL;1	PROPN
ivan	ivan	ivar	ivan	PROPN	PROPN
matthew	matius	matthew	matius	PROPN	PROPN
matthew	matthew	matthew	matthew	PROPN	PROPN
parlamentarias	mps	parlamentario	mps	ADJ;FEM;PL	PROPN
salomón	salomon	salomón	salomon	PROPN	PROPN
salomón	solomon	salomón	solomon	PROPN	PROPN
salomón	salomo	salomón	salomo	PROPN	PROPN
salomón	sulaiman	salomón	sulaiman	PROPN	PROPN;SG
nbc	nbc	nbc	nbc	N;FEM;SG	PROPN
exportación	mengekspor	exportación	menkekspor	N;FEM;SG	V;SG;ACT
susana	susannah	susano	susannah	N;FEM;SG	
susana	suzanne	susano	suzanne	N;FEM;SG	PROPN
susana	susanna	susano	susanna	N;FEM;SG	PROPN
susana	susan	susano	susan	N;FEM;SG	PROPN
hambre	lapar	hambre	lapar	N;FEM;SG	
hambre	lapar	hambre	lapar	N;FEM;SG	
hambre	hunger	hambre	hunger	N;FEM;SG	PROPN
residuos	limbah	residuo	limbah	N;MASC;PL	N;SG
residuos	pemborosan	residuo	penborosan	N;MASC;PL	N;SG
américas	amerika	américo	amerika	N;FEM;PL	PROPN;SG
square	square	square	square	N;MASC;SG	PROPN
leones	singa	león	singa	N;MASC;PL	PROPN;SG
leones	lions	león	lions	N;MASC;PL	PROPN
amy	amy	amy	amy	N;FEM;SG	PROPN
amy	adinda	amy	adinda	N;FEM;SG	PROPN
amy	airlangga	amy	airlangga	N;FEM;SG	PROPN;SG
prohibición	ban	prohibición	ban	N;FEM;SG	PROPN;SG
prohibición	larang	prohibición	larang	N;FEM;SG	;ACT
autovía	highway	autovía	highway	N;FEM;SG	PROPN
dean	dekan	dear	dekan	PROPN	N;SG
dean	dean	dear	dean	PROPN	PROPN
leonor	eleanor	leonor	eleanor	N;FEM;SG	PROPN
leonor	leonor	leonor	leonor	N;FEM;SG	PROPN
habitan	menghuni	habitar	menhuni	V;IND;PL;3;PRS;FIN	V;SG;ACT
habitan	mendiami	habitar	mendiami	V;IND;PL;3;PRS;FIN	V;SG;ACT
irregular	irregular	irregular	irregular	ADJ;SG	N
consecutivos	berturut	consecutivo	berturut	ADJ;MASC;PL	ADV;SG;ACT
escudos	perisai	escudo	perisai	N;MASC;PL	N;SG
films	films	film	films	N;MASC;PL	PROPN
films	film	film	film	N;MASC;PL	N;SG
instalado	dipasang	instalado	dipasang	ADJ;MASC;SG;V.PTCP	V;SG;PASS
instalado	diinstal	instalado	diinstal	ADJ;MASC;SG;V.PTCP	V;SG;PASS
instalado	terpasang	instalado	terpasang	ADJ;MASC;SG;V.PTCP	V;SG;PASS
instalado	terinstal	instalado	terinstal	ADJ;MASC;SG;V.PTCP	V;SG;PASS
famosas	famous	famoso	famous	ADJ;FEM;PL	PROPN
famosas	terkenal	famoso	terkenal	ADJ;FEM;PL	ADJ;SG;PASS
fallo	gagal	fallo	gagal	N;MASC;SG	V;SG
barro	mud	barro	mud	N;MASC;SG	PROPN
barro	clay	barro	clay	N;MASC;SG	PROPN
banca	bangku	banca	bangku	N;FEM;SG	
banca	banking	banca	banking	N;FEM;SG	PROPN
banca	banca	banca	banca	N;FEM;SG	PROPN
únicas	keunikan	único	keunikan	ADJ;FEM;PL	N;SG
únicas	unik	único	unik	ADJ;FEM;PL	ADJ;SG
únicas	unique	único	unique	ADJ;FEM;PL	PROPN
acompañada	ditemani	acompañado	ditemani	ADJ;FEM;SG;V.PTCP	V;SG;PASS
acompañada	didampingi	acompañado	didampingi	ADJ;FEM;SG;V.PTCP	V;SG;PASS
acompañada	disertai	acompañado	disertai	ADJ;FEM;SG;V.PTCP	V
acompañada	diiringi	acompañado	diiringi	ADJ;FEM;SG;V.PTCP	V;SG;PASS
luchadores	pegulat	luchador	pegulat	N;MASC;PL	N;SG
luchadores	pejuang	luchador	pejuang	N;MASC;PL	N;SG
luchadores	petarung	luchador	petarung	N;MASC;PL	N;SG
luchadores	fighters	luchador	fighters	N;MASC;PL	PROPN
stuttgart	stuttgart	stuttgart	stuttgart	N;MASC;SG	PROPN
edificación	building	edificación	building	N;FEM;SG	PROPN
edificación	membangun	edificación	menbangun	N;FEM;SG	V;SG;ACT
riesgos	risiko	riesgo	risiko	N;MASC;PL	PROPN;SG
riesgos	resiko	riesgo	resiko	N;MASC;PL	N;SG
riesgos	risiko	riesgo	risiko	N;MASC;PL	PROPN;SG
eco	eco	eco	eco		PROPN
eco	eko	eco	eko		PROPN
eco	gema	eco	gema		PROPN
eco	gaung	eco	gaung		PROPN;SG;ACT
eco	echo	eco	echo		PROPN
acosta	acosta	acostar	acosta	N;MASC;SG	PROPN
never	pernah	never	pernah	N	ADV
apellidos	marga	apellido	marga	N;MASC;PL	N;SG
polaca	semir	polaco	semir	ADJ;FEM;SG	N;SG
polaca	polandia	polaco	polandia	ADJ;FEM;SG	PROPN;SG
polaca	polish	polaco	polish	ADJ;FEM;SG	PROPN
class	class	clas	class	N;FEM;SG	PROPN
comisario	sherif	comisario	sherif	N;MASC;SG	PROPN
comisario	marshal	comisario	marshal	N;MASC;SG	PROPN
decenas	tens	decena	tens	N;FEM;PL	PROPN
decenas	puluhan	decena	puluhan	N;FEM;PL	N;SG
decenas	lusinan	decena	lusinan	N;FEM;PL	N;SG
decenas	puluhan	decena	puluhan	N;FEM;PL	N;SG
decenas	belasan	decena	belasan	N;FEM;PL	NUM
campana	belle	campana	belle	N;FEM;SG	PROPN
campana	bel	campana	bel	N;FEM;SG	PROPN;SG
campana	bell	campana	bell	N;FEM;SG	PROPN
pib	gdp	pib	gdp	N;MASC;SG	PROPN
tía	bibi	tía	bibi	N;FEM;SG	PROPN
tía	tante	tía	tante	N;FEM;SG	PROPN
tía	bibi	tía	bibi	N;FEM;SG	PROPN
tía	tante	tía	tante	N;FEM;SG	PROPN
tía	bibi	tía	bibi	N;FEM;SG	PROPN
tía	tante	tía	tante	N;FEM;SG	PROPN
húmedo	wet	húmedo	wet	ADJ;MASC;SG	PROPN
embajadores	duta	embajador	duta	N;MASC;PL	N;SG
hospitales	hospital	hospital	hospital	N;MASC;PL	PROPN
hospitales	rs	hospital	rs	N;MASC;PL	PROPN
morelos	morelos	morelo	morelos	N;MASC;PL	PROPN
leal	loyal	leal	loyal	ADJ;SG	PROPN;SG
leal	setia	leal	setia	ADJ;SG	PROPN;SG
leal	leal	leal	leal	ADJ;SG	PROPN
terroristas	teroris	terrorista	teroris	N;PL	N;SG
terroristas	teroris	terrorista	teroris	N;PL	N;SG
visuales	visual	visual	visual	ADJ;PL	N
visuales	visual	visual	visual	ADJ;PL	N
guido	guido	guido	guido	PROPN	PROPN
comisiones	komisi	comisión	komisi	N;FEM;PL	N;SG
comisiones	komite	comisión	komite	N;FEM;PL	N;SG
inversiones	investasi	inversión	investasi	N;FEM;PL	N;SG
inversiones	investasi	inversión	investasi	N;FEM;PL	N;SG
criaturas	makhluk	criatura	makhluk	N;FEM;PL	N;SG
criaturas	mahluk	criatura	mahluk	N;FEM;PL	N;SG
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN
lloyd	llyod	lloyd	llyod	PROPN	PROPN
mercancías	barangnya	mercancía	barang	N;FEM;PL	N;SG
mercancías	barang	mercancía	barang	N;FEM;PL	N;SG
mercancías	komoditi	mercancía	komoditi	N;FEM;PL	N;SG
mercancías	komoditas	mercancía	komoditas	N;FEM;PL	N;SG
mercancías	pengangkutan	mercancía	penangkutan	N;FEM;PL	N;SG
mercancías	angkutan	mercancía	angkutan	N;FEM;PL	N;SG
mercancías	dagangan	mercancía	dagangan	N;FEM;PL	N;SG
mercancías	merchandise	mercancía	merchandise	N;FEM;PL	PROPN
mercancías	barang	mercancía	barang	N;FEM;PL	N;SG
construye	konstruk	construir	konstruk	V;IND;SG;3;PRS;FIN	N
construye	bina	construir	bina	V;IND;SG;3;PRS;FIN	PROPN;SG
construye	build	construir	build	V;IND;SG;3;PRS;FIN	PROPN
ten	ten	tener	ten	V;IND;SG;2;PRS;FIN	PROPN
ten	sepuluh	tener	sepuluh	V;IND;SG;2;PRS;FIN	NUM
jennifer	jennifer	jennifer	jennifer	N;FEM;SG	PROPN
agregar	tambah	agregar	tambah	V;NFIN	
agregar	add	agregar	add	V;NFIN	PROPN
marinas	marine	marina	marine	N;FEM;PL	PROPN
marinas	laut	marina	laut	N;FEM;PL	N;SG
marinas	kelautan	marina	kelautan	N;FEM;PL	N;SG
ataca	serangan	atacar	serangan	V;IND;SG;3;PRS;FIN	N;SG
ataca	penyerangan	atacar	penserangan	V;IND;SG;3;PRS;FIN	N;SG
ataca	serangan	atacar	serangan	V;IND;SG;3;PRS;FIN	N;SG
ataca	serang	atacar	serang	V;IND;SG;3;PRS;FIN	
ataca	penyerangan	atacar	penserangan	V;IND;SG;3;PRS;FIN	N;SG
lorca	lorca	lorca	lorca	N;FEM;SG	PROPN
serra	serra	ser	serra	N;FEM;SG	PROPN
refugiados	pengungsi	refugiado	penkungsi	N;MASC;PL	N;SG
refugiados	pengungsi	refugiado	penkungsi	N;MASC;PL	N;SG
marcel	marcel	marcel	marcel	PROPN	PROPN
dylan	dylan	dylar	dylan	PROPN	N
harold	harold	harold	harold	N;MASC;SG	PROPN
énfasis	ditekankan	énfasis	ditekankan	N;MASC	V;SG;PASS
combinado	digabungkan	combinado	digabungkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
combinado	berpadu	combinado	berpadu	ADJ;MASC;SG;V.PTCP	V;SG;ACT
combinado	kombinasi	combinado	kombinasi	ADJ;MASC;SG;V.PTCP	N;SG
combinado	dikombinasikan	combinado	dikombinasikan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
combinado	gabungan	combinado	gabungan	ADJ;MASC;SG;V.PTCP	N;SG
almagro	almagro	almagro	almagro	N;MASC;SG	PROPN
revisar	tinjauan	revisar	tinjauan	V;NFIN	N;SG
revisar	review	revisar	review	V;NFIN	PROPN
revisar	ulasan	revisar	ulasan	V;NFIN	N;SG
brothers	saudara	brothers	saudara	N;MASC;PL	N;SG
brothers	bersaudara	brothers	bersaudara	N;MASC;PL	V;SG;ACT
circo	cirque	circo	cirque	N;MASC;SG	PROPN
circo	circus	circo	circus	N;MASC;SG	PROPN
robo	mencuri	robo	mencuri	N;MASC;SG	V;SG;ACT
robo	robo	robo	robo	N;MASC;SG	PROPN
robo	merampok	robo	menrampok	N;MASC;SG	V;SG;ACT
robo	mencuri	robo	mencuri	N;MASC;SG	V;SG;ACT
robo	curi	robo	curi	N;MASC;SG	V;SG;ACT
vecina	tetangga	vecino	tetangga	ADJ;FEM;SG	N;SG
vecina	tetangga	vecino	tetangga	ADJ;FEM;SG	N;SG
modificado	modifikasi	modificado	modifikasi	ADJ;MASC;SG;V.PTCP	N;SG
modificado	diubah	modificado	diubah	ADJ;MASC;SG;V.PTCP	V;SG;PASS
modificado	dimodifikasi	modificado	dimodifikasi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
radial	radial	radial	radial	ADJ;SG	N
angola	angola	angola	angola	N;FEM;SG	PROPN
angola	angola	angola	angola	N;FEM;SG	PROPN
contactos	hubungi	contacto	hubungi	N;MASC;PL	N;SG;ACT
contactos	kontak	contacto	kontak	N;MASC;PL	PROPN;SG
contactos	contact	contacto	contact	N;MASC;PL	PROPN
contactos	kontak	contacto	kontak	N;MASC;PL	PROPN;SG
conservado	dipertahankan	conservar	dipertahankan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
conservado	dipelihara	conservar	dipelihara	ADJ;MASC;SG;V.PTCP	V;SG;PASS
conservado	diawetkan	conservar	diawetkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
conservado	dipertahankan	conservar	dipertahankan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
exploradores	penjelajah	explorador	penjelajah	N;MASC;PL	N;SG
hudson	hudson	hudson	hudson	N;MASC;SG	PROPN
pampa	pampas	pampa	pampas	N;FEM;SG	PROPN
pampa	pampa	pampa	pampa	N;FEM;SG	PROPN
flauta	flute	flauta	flute	N;FEM;SG	PROPN
pinto	pinto	pinto	pinto	N;MASC;SG	PROPN
jugaron	diputar	jugar	diputar	V;IND;PL;3;PST;FIN	V;SG;PASS
jugaron	dimainkan	jugar	dimainkan	V;IND;PL;3;PST;FIN	V;SG;PASS
jugaron	dipermainkan	jugar	dipermainkan	V;IND;PL;3;PST;FIN	V;SG;PASS
odio	hate	odio	hate	N;MASC;SG	PROPN
odio	membenci	odio	menbenci	N;MASC;SG	V;SG;ACT
odio	benci	odio	benci	N;MASC;SG	ADJ;SG
cauca	cauca	cauca	cauca	N;MASC;SG	PROPN
nocturno	malam	nocturno	malam	ADJ;MASC;SG	N;SG
nocturno	night	nocturno	night	ADJ;MASC;SG	PROPN
celta	celtic	celta	celtic	N;SG	PROPN
celta	celtic	celta	celtic	N;SG	PROPN
consultas	konsultasi	consulta	konsultasi	N;FEM;PL	N;SG
consultas	konsultasi	consulta	konsultasi	N;FEM;PL	N;SG
consultas	pertanyaan	consulta	pertanyaan	N;FEM;PL	N;SG
comprobar	skak	comprobar	skak	V;NFIN	PROPN
comprobar	ksa	comprobar	ksa	V;NFIN	PROPN
comprobar	centang	comprobar	centang	V;NFIN	PROPN
radicales	radikal	radical	radikal	ADJ;PL	N;SG
radicales	radikal	radical	radikal	ADJ;PL	N;SG
connecticut	connecticut	connecticut	connecticut	N;MASC;SG	PROPN
saboya	savoia	saber	savoia	N;FEM;SG	PROPN
juzgado	pengadilan	juzgado	penadilan	ADJ;MASC;SG;V.PTCP	N;SG
juzgado	court	juzgado	court	ADJ;MASC;SG;V.PTCP	PROPN
juzgado	sidang	juzgado	sidang	ADJ;MASC;SG;V.PTCP	N;SG
juzgado	pengadilan	juzgado	penadilan	ADJ;MASC;SG;V.PTCP	N;SG
juzgado	mahkamah	juzgado	mahkamah	ADJ;MASC;SG;V.PTCP	N;SG
religiones	agama	religión	agama	N;FEM;PL	N;SG
religiones	agama	religión	agama	N;FEM;PL	N;SG
morris	morris	morri	morris	N;SG	PROPN
paolo	paolo	paolo	paolo	N;MASC;SG	PROPN
start	mulai	start	mulai	N	V;SG;ACT
start	mulailah	start	mulai	N	V;SG;ACT
start	start	start	start	N	PROPN
funcional	fungsional	funcional	fungsional	ADJ;SG	N
