در	porte	در	porte	ADP	N;FEM;SG
دیفرانسیل	différentiels	دیفرانسیل	différentiel	N;SG	ADJ;MASC;PL
ماهیچه	musculaire	ماهیچه	musculaire	N;SG	ADJ;MASC;SG
ماهیچه	muscles	ماهیچه	muscle	N;SG	N;MASC;PL
ماهیچه	musclé	ماهیچه	muscler	N;SG	ADJ;MASC;SG
غزل	ghazal	غزل	ghazal	N;SG	ADJ;MASC;SG
زور	forcer	زور	forcer	N;SG	V;NFIN
رایانش	informatique	رایانش	informatique	N;SG	ADJ;MASC;SG
استار	etoiles	استار	etoile	N;SG	N;FEM;PL
استار	étoiles	استار	étoile	N;SG	N;FEM;PL
استار	starr	استار	starr	N;SG	PROPN
گوسفند	moutons	گوسفند	mouton	N;SG	N;MASC;PL
گوسفند	brebis	گوسفند	brebis	N;SG	N;FEM;PL
گوسفند	ovins	گوسفند	ovin	N;SG	N;MASC;PL
شایع	rumeur	شایع	rumeur	ADJ	N;FEM;SG
روباه	foxy	روباه	foxy	N;SG	PROPN
روباه	fox	روباه	fox	N;SG	PROPN
روباه	renards	روباه	renard	N;SG	N;MASC;PL
مزارع	fermes	مزرعه	ferme	N;PL	ADJ;FEM;PL
مدخل	entrée	مدخل	entrer	N;SG	V;FEM;SG;PST;V.PTCP
بیک	baek	بیک	baek	N;SG	PROPN
آیدا	aida	آیدا	aider	N;SG	V;IND;SG;3;PST;FIN
آیدا	aid	آیدا	aid	N;SG	PROPN
آیدا	ida	آیدا	ida	N;SG	PROPN
هرم	pyramides	هرم	pyramide	N;SG	N;FEM;PL
هرم	pyramides	هرم	pyramide	N;SG	N;FEM;PL
سایز	grandeurs	سایز	grandeur	N;SG	N;FEM;PL
سایز	tailles	سایز	taille	N;SG	N;FEM;PL
دادستان	procureurs	None	procureur	N;SG	N;MASC;PL
دقیقی	précises	دقیقی	précis	N;SG	ADJ;FEM;PL
دقیقی	précis	دقیقی	précis	N;SG	ADJ;MASC;SG
دقیقی	précise	دقیقی	précis	N;SG	ADJ;FEM;SG
دقیقی	ponctuel	دقیقی	ponctuel	N;SG	ADJ;MASC;SG
دقیقی	ponctuels	دقیقی	ponctuel	N;SG	ADJ;MASC;PL
دقیقی	ponctuelle	دقیقی	ponctuel	N;SG	ADJ;FEM;SG
الکس	alex	الکس	alex	N;SG	PROPN
داروسازی	pharmaceutique	داروسازی	pharmaceutique	N;SG	ADJ;MASC;SG
داروسازی	pharmaceutique	داروسازی	pharmaceutique	N;SG	ADJ;MASC;SG
کمر	lombaires	کمر	lombaire	N;SG	ADJ;MASC;PL
کمر	lombaire	کمر	lombaire	N;SG	ADJ;MASC;SG
کمر	kamar	کمر	kamar	N;SG	PROPN
آهک	calcaires	آهک	calcaire	N;SG	ADJ;MASC;PL
نیما	nima	None	nima	N;SG	PROPN
عقد	contractantes	None	contractant	N;SG	ADJ;FEM;PL
عقد	marier	None	marier	N;SG	V;NFIN
عقد	épouser	None	épouser	N;SG	V;NFIN
میانمار	myanmar	میانمار	myanmar	N;SG	PROPN
آسانی	facilité	None	faciliter	N;SG	V;FEM;SG;PST;V.PTCP
طبری	tabari	طبری	tabari	N;SG	PROPN
اسکناس	factures	اسکناس	facture	N;SG	N;FEM;PL
یهود	juives	یهود	juif	N;SG	ADJ;FEM;PL
یهود	juif	یهود	juif	N;SG	ADJ;MASC;SG
یهود	juifs	یهود	juif	N;SG	N;MASC;PL
یهود	juive	یهود	juif	N;SG	ADJ;FEM;SG
یهود	juifs	یهود	juif	N;SG	N;MASC;PL
ویا	villa	ویا	villa	CONJ	N;FEM;SG
گویان	guyane	گویان	guyane	N;SG	ADJ;FEM;SG
گویان	guyane	گویان	guyane	N;SG	ADJ;FEM;SG
گویان	guyana	گویان	guyana	N;SG	PROPN
مارکو	marko	مارکو	marko	N;SG	PROPN
مارکو	marco	مارکو	marco	N;SG	PROPN
اجتناب	éviter	None	éviter	N;SG	V;NFIN
ویلا	willa	ویلا	willa	N;SG	PROPN
ویلا	vila	ویلا	vila	N;SG	PROPN
رصدخانه	observatoires	رصدخانه	observatoire	N;SG	N;MASC;PL
منصفانه	foire	منصفانه	foire	ADV	N;FEM;SG
منصفانه	justes	منصفانه	juste	ADV	ADJ;MASC;PL
منصفانه	équitable	منصفانه	équitable	ADV	ADJ;MASC;SG
منصفانه	équitables	منصفانه	équitable	ADV	ADJ;MASC;PL
ریگان	reagan	ریگان	reagan	N;SG	PROPN
پلنگ	tiger	پلنگ	tiger	N;SG	PROPN
پلنگ	tigres	پلنگ	tigre	N;SG	N;MASC;PL
پلنگ	panthères	پلنگ	panthère	N;SG	N;FEM;PL
ترشح	splash	ترشح	splash	N;SG	PROPN
ترشح	éclaboussures	ترشح	éclaboussure	N;SG	N;FEM;PL
کابلی	câbles	کابلی	câble	N;SG	N;MASC;PL
حکمرانی	règne	حکمرانی	règne	N;PL	N;MASC;SG
حکمرانی	régner	حکمرانی	régner	N;PL	V;NFIN
بارداری	grossesses	بارداری	grossesse	N;SG	N;FEM;PL
بارداری	enceintes	بارداری	enceinte	N;SG	N;FEM;PL
بلوری	cristalline	بلوری	cristallin	N;SG	ADJ;FEM;SG
بلوری	cristaux	بلوری	cristal	N;SG	N;MASC;PL
تابعی	fonctionnels	تابعی	fonctionnel	N;SG	ADJ;MASC;PL
تابعی	fonctionnelle	تابعی	fonctionnel	N;SG	ADJ;FEM;SG
تابعی	fonctionnel	تابعی	fonctionnel	N;SG	ADJ;MASC;SG
طلوع	dawn	طلوع	dawn	N;SG	PROPN
طلوع	rise	طلوع	rise	N;SG	PROPN
طلوع	rising	طلوع	rising	N;SG	PROPN
طلوع	montante	طلوع	montant	N;SG	ADJ;FEM;SG
طلوع	lever	طلوع	lever	N;SG	V;NFIN
طلوع	sunrise	طلوع	sunrise	N;SG	PROPN
شرکتی	partenariats	None	partenariat	N;SG	N;MASC;PL
یاس	yas	یاس	yas	N;SG	PROPN
ارث	hériter	ارث	hériter	N;SG	V;NFIN
ارث	héritages	ارث	héritage	N;SG	N;MASC;PL
فرانتس	franz	فرانتس	franz	N;SG	PROPN
رادار	radars	رادار	radar	N;SG	N;MASC;PL
هایدلبرگ	heidelberg	هایدلبرگ	heidelberg	N;SG	PROPN
اعلامیه	poster	None	poster	N;SG	V;NFIN
اعلامیه	affiches	None	affiche	N;SG	N;FEM;PL
تضاد	conflits	None	conflit	N;SG	N;MASC;PL
طوسی	tusi	طوسی	tusi	N;SG	PROPN
شنیده	entendues	شنید#شنو	entendre	V;SG;3;V.PTCP	V;FEM;PL;PST;V.PTCP
شنیده	entendus	شنید#شنو	entendre	V;SG;3;V.PTCP	V;MASC;PL;PST;V.PTCP
مردانه	masculins	None	masculin	N;SG	ADJ;MASC;PL
مردانه	masculine	None	masculin	N;SG	ADJ;FEM;SG
مردانه	masculin	None	masculin	N;SG	ADJ;MASC;SG
فر	justes	فر	juste	N;SG	ADJ;MASC;PL
فر	équitable	فر	équitable	N;SG	ADJ;MASC;SG
فر	équitables	فر	équitable	N;SG	ADJ;MASC;PL
اسد	assad	None	assad	N;SG	PROPN
اسد	asad	None	asad	N;SG	PROPN
اریکسون	ericson	اریکسون	ericson	N;SG	PROPN
شانزده	sixteen	شانزده	sixteen	NUM	N;MASC;SG
غارت	piller	غارت	piller	N;SG	V;NFIN
غارت	pillages	غارت	pillage	N;SG	N;MASC;PL
غارت	piller	غارت	piller	N;SG	V;NFIN
غارت	pillards	غارت	pillard	N;SG	N;MASC;PL
غارت	piller	غارت	piller	N;SG	V;NFIN
غارت	pillages	غارت	pillage	N;SG	N;MASC;PL
غارت	piller	غارت	piller	N;SG	V;NFIN
غارت	pillés	غارت	pillé	N;SG	V;MASC;PL;PST;V.PTCP
غارت	pillé	غارت	pillé	N;SG	V;MASC;SG;PST;V.PTCP
سلطه	dominante	سلطه	dominant	N;SG	ADJ;FEM;SG
هائیتی	haiti	هائیتی	haitir	N;SG	PROPN
هائیتی	haïti	هائیتی	haïti	N;SG	PROPN
جاذبه	attraits	جاذبه	attrait	N;SG	N;MASC;PL
جاذبه	attirer	جاذبه	attirer	N;SG	V;NFIN
مرتفع	élevées	None	élever	ADJ	V;FEM;PL;PST;V.PTCP
مرتفع	élevée	None	élever	ADJ	V;FEM;SG;PST;V.PTCP
مرتفع	élevés	None	élevé	ADJ	V;MASC;PL;PST;V.PTCP
تراکتورسازی	tracteurs	None	tracteur	N;SG	N;MASC;PL
ثروتمند	riches	ثروتمند	riche	N;SG	ADJ;MASC;PL
ثروتمند	rich	ثروتمند	rich	N;SG	PROPN
ثروتمند	riche	ثروتمند	riche	N;SG	ADJ;MASC;SG
ثروتمند	riches	ثروتمند	riche	N;SG	ADJ;MASC;PL
ثروتمند	riche	ثروتمند	riche	N;SG	ADJ;MASC;SG
لرد	lord	None	lord	N;SG	PROPN
ژانیرو	janeiro	ژانیرو	janeiro	N;SG	PROPN
گوستاو	gustav	گوستاو	gustav	N;SG	PROPN
تراز	aligner	تراز	aligner	N;SG	V;NFIN
بک	beck	بک	beck	N;SG	PROPN
بک	bak	بک	bak	N;SG	PROPN
پتروشیمی	pétrochimique	پتروشیمی	pétrochimique	N;SG	ADJ;MASC;SG
دال	dal	دال	dal		
دال	indicatif	دال	indicatif		ADJ;MASC;SG
دال	indicative	دال	indicatif		ADJ;FEM;SG
دال	dahl	دال	dahl		PROPN
افسردگی	dépressions	افسردگی	dépression	N;SG	N;FEM;PL
وال	paroi	وال	paroi		N;FEM;SG
وال	muraille	وال	muraille		N;FEM;SG
وال	mur	وال	mur		N;MASC;SG
وال	baleines	وال	baleine		N;FEM;PL
وال	baleine	وال	baleine		N;FEM;SG
وال	val	وال	val		N;MASC;SG
بادام	amandes	بادام	amande	N;SG	N;FEM;PL
آرنولد	arnold	آرنولد	arnold	N;SG	PROPN
کارون	karun	کارون	karun	N;SG	PROPN
صندلی	seat	صندلی	seat	N;SG	PROPN
صندلی	sièges	صندلی	siège	N;SG	N;MASC;PL
بنز	benz	بنز	benz	N;SG	PROPN
آشوری	assyrienne	آشوری	assyrien	N;SG	ADJ;FEM;SG
پرت	pratt	پرت	prattre	N;SG	PROPN
پرت	perth	پرت	perth	N;SG	PROPN
وهاب	wahab	وهاب	wahab	N;SG	PROPN
نوادگان	descendance	نواده	descendance	N;PL	N;FEM;SG
اردو	camps	اردو	camp	N;SG	N;MASC;PL
اردو	camper	اردو	camper	N;SG	V;NFIN
کشاورز	fermiers	کشاورز	fermier	N;SG	N;MASC;PL
کشاورز	agriculteurs	کشاورز	agriculteur	N;SG	N;MASC;PL
تمایز	distinguer	تمایز	distinguer	N;SG	V;NFIN
تمایز	distinctions	تمایز	distinction	N;SG	N;FEM;PL
چرب	grasse	چرب	gras	N;SG	ADJ;FEM;SG
چرب	gras	چرب	gras	N;SG	ADJ;MASC;SG
چرب	graisseux	چرب	graisseux	N;SG	ADJ;MASC;SG
چرب	grasse	چرب	gras	N;SG	ADJ;FEM;SG
چرب	graisseux	چرب	graisseux	N;SG	ADJ;MASC;SG
جداسازی	détacher	جداسازی	détacher	N;SG	V;NFIN
بازنویسی	réécrire	بازنویسی	réécrire	N;SG	V;NFIN
بازنویسی	réécrire	بازنویسی	réécrire	N;SG	V;NFIN
شیری	lactée	شیر	lacté	N;SG	V;FEM;SG;PST;V.PTCP
شیری	laiteux	شیر	laiteux	N;SG	ADJ;MASC;SG
رایان	ryan	رایان	ryan	N;SG	PROPN
منشور	chartes	منشور	charte	N;SG	N;FEM;PL
رول	rouler	رول	rouler	N;SG	V;NFIN
رول	roll	رول	roll	N;SG	PROPN
شوم	malchance	None	malchance	V;SBJV;SG;1;PRS	N;FEM;SG
شوم	malchanceux	None	malchanceux	V;SBJV;SG;1;PRS	ADJ;MASC;SG
شوم	sinistre	None	sinistre	V;SBJV;SG;1;PRS	ADJ;MASC;SG
شوم	sinistres	None	sinistre	V;SBJV;SG;1;PRS	ADJ;MASC;PL
فرضیه	hypothèses	فرضیه	hypothèse	N;SG	N;FEM;PL
فرضیه	théories	فرضیه	théorie	N;SG	N;FEM;PL
لوپز	lopes	لوپز	lope	N;SG	PROPN
لوپز	lópez	لوپز	lópez	N;SG	PROPN
لوپز	lopez	لوپز	loper	N;SG	PROPN
دوی	devi	دو	devoir	N;SG	PROPN
دوی	dewey	دو	dewey	N;SG	PROPN
سئول	séoul	سئول	séoul	N;SG	PROPN
هرمان	hermann	هرمان	hermann	N;SG	PROPN
هرمان	hermann	هرمان	hermann	N;SG	PROPN
هرمان	herman	هرمان	herman	N;SG	PROPN
وستفالن	westphalie	وستفالن	westphalie	N;SG	PROPN
بسط	étendre	بسط	étendre	N;SG	V;NFIN
بسط	agrandir	بسط	agrandir	N;SG	V;NFIN
بسط	développez	بسط	développer	N;SG	V;IMP;PL;2;PRS;FIN
بسط	élargir	بسط	élargir	N;SG	V;NFIN
عفونی	septique	عفونی	septique	N;SG	ADJ;MASC;SG
متمایل	inclinée	متمایل	incliner	ADJ	V;FEM;SG;PST;V.PTCP
متمایل	incliné	متمایل	incliner	ADJ	V;MASC;SG;PST;V.PTCP
متمایل	inclinés	متمایل	incliner	ADJ	V;MASC;PL;PST;V.PTCP
فوری	urgent	فوری	urgent	N;SG	ADJ;MASC;SG
فوری	urgents	فوری	urgent	N;SG	ADJ;MASC;PL
فوری	urgentes	فوری	urgent	N;SG	ADJ;FEM;PL
فوری	urgente	فوری	urgent	N;SG	ADJ;FEM;SG
فوری	instantané	فوری	instantané	N;SG	ADJ;MASC;SG
فوری	instantanée	فوری	instantané	N;SG	ADJ;FEM;SG
فوری	instantanés	فوری	instantané	N;SG	ADJ;MASC;PL
فوری	immédiates	فوری	immédiat	N;SG	ADJ;FEM;PL
فوری	immédiat	فوری	immédiat	N;SG	ADJ;MASC;SG
فوری	immédiats	فوری	immédiat	N;SG	ADJ;MASC;PL
فوری	immédiate	فوری	immédiat	N;SG	ADJ;FEM;SG
فوری	immédiatement	فوری	immédiatement	N;SG	ADV
ییل	yale	ییل	yale	N;SG	PROPN
پرس	appuyez	پرس	appuyer	N;SG	V;IMP;PL;2;PRS;FIN
پرس	représentants	پرس	représentant	N;SG	N;MASC;PL
فلسطینی	palestine	فلسطینی	palestin	N;PL	ADJ;FEM;SG
فلسطینی	palestinienne	فلسطینی	palestinien	N;PL	ADJ;FEM;SG
فلسطینی	palestinien	فلسطینی	palestinien	N;PL	ADJ;MASC;SG
فلسطینی	palestinien	فلسطینی	palestinien	N;PL	ADJ;MASC;SG
فلسطینی	palestiniens	فلسطینی	palestinien	N;PL	ADJ;MASC;PL
فلسطینی	palestinienne	فلسطینی	palestinien	N;PL	ADJ;FEM;SG
فلسطینی	palestinien	فلسطینی	palestinien	N;PL	ADJ;MASC;SG
فلسطینی	palestiniens	فلسطینی	palestinien	N;PL	ADJ;MASC;PL
عبد	abd	عبد	abd		PROPN
عبد	abid	عبد	abid		PROPN
لوس	los	لوس	el	N;SG	PROPN
لوس	luce	لوس	luce	N;SG	PROPN
لوس	loos	لوس	loos	N;SG	PROPN
تناسلی	génitaux	تناسلی	génital	N;SG	ADJ;MASC;PL
تناسلی	génitale	تناسلی	génital	N;SG	ADJ;FEM;SG
تناسلی	génital	تناسلی	génital	N;SG	ADJ;MASC;SG
تناسلی	génitales	تناسلی	génital	N;SG	ADJ;FEM;PL
جعل	faux	None	faux	N;SG	ADJ;MASC;SG
جعل	simuler	None	simuler	N;SG	V;NFIN
جعل	fausse	None	faux	N;SG	ADJ;FEM;SG
سیمین	simin	سیمین	simin	N;SG	PROPN
سیمین	silver	سیمین	silver	N;SG	PROPN
سیمین	argenté	سیمین	argenté	N;SG	V;MASC;SG;PST;V.PTCP
یال	mane	یال	mane	N;SG	INTJ
صلیبی	croisades	صلیبی	croisade	N;SG	N;FEM;PL
صلیبی	croisés	صلیبی	croiser	N;SG	V;MASC;PL;PST;V.PTCP
دینامیک	dynamiques	دینامیک	dynamique	N;SG	ADJ;MASC;PL
دینامیک	dynamique	دینامیک	dynamique	N;SG	ADJ;MASC;SG
دینامیک	dynamic	دینامیک	dynamic	N;SG	PROPN
دینامیک	dynamiques	دینامیک	dynamique	N;SG	ADJ;MASC;PL
دینامیک	dynamique	دینامیک	dynamique	N;SG	ADJ;MASC;SG
استراحت	briser	استراحت	briser	N;SG	V;NFIN
استراحت	repos	استراحت	repos	N;SG	ADJ;MASC;SG
استراحت	repose	استراحت	reposer	N;SG	V;IND;SG;3;PRS;FIN
بدترین	pire	بد	pire	ADJ;RL	INTJ
اکتشاف	explorant	اکتشاف	explorer	N;SG	V;PRS;V.PTCP
اکتشاف	explorer	اکتشاف	explorer	N;SG	V;NFIN
اکتشاف	découverte	اکتشاف	découvrir	N;SG	V;FEM;SG;PST;V.PTCP
اکتشاف	découvertes	اکتشاف	découvrir	N;SG	V;FEM;PL;PST;V.PTCP
اکتشاف	discovery	اکتشاف	discovery	N;SG	PROPN
گذرگاه	traversiers	گذرگاه	traversier	N;SG	N;MASC;PL
گذرگاه	chaussée	گذرگاه	chaussée	N;SG	V;FEM;SG;PST;V.PTCP
ترکمن	turkmène	ترکمن	turkmène	N;SG	ADJ;MASC;SG
ترکمن	turkmènes	ترکمن	turkmène	N;SG	ADJ;MASC;PL
طاهر	tahir	طاهر	tahir	N;SG	PROPN
زهره	venus	زهره	venir	N;SG	V;MASC;PL;PST;V.PTCP
زهره	vénus	زهره	vénu	N;SG	PROPN
معترضان	contestataires	معترض	contestataire	N;PL	ADJ;MASC;PL
معترضان	contestataires	معترض	contestataire	N;PL	ADJ;MASC;PL
آملی	amélie	آملی	amélier	N;SG	PROPN
هان	han	هان	han	INTJ	PROPN
فسا	fasa	فسا	fasa	N;SG	PROPN
نیکاراگوئه	nicaragua	نیکاراگوئه	nicaragua	N;SG	PROPN
پیکان	flèches	پیکان	flèche	N;SG	N;FEM;PL
پیکان	arrow	پیکان	arrow	N;SG	PROPN
اندرسون	anderson	None	anderson	N;SG	PROPN
مسافرت	voyages	مسافرت	voyage	N;SG	N;MASC;PL
مسافرت	voyager	مسافرت	voyager	N;SG	V;NFIN
مسافرت	voyageant	مسافرت	voyager	N;SG	V;PRS;V.PTCP
درویش	darvish	درویش	darvish	N;SG	PROPN
درویش	darwish	درویش	darwish	N;SG	PROPN
شاخ	cornes	شاخ	corne	N;SG	N;FEM;PL
شاخ	avertisseurs	شاخ	avertisseur	N;SG	N;MASC;PL
شاخ	cors	شاخ	cors	N;SG	N;MASC;PL
شاخ	agiter	شاخ	agiter	N;SG	V;NFIN
شاخ	secouer	شاخ	secouer	N;SG	V;NFIN
شاخ	serrer	شاخ	serrer	N;SG	V;NFIN
میخائیل	mikhail	میخائیل	mikhail	N;SG	PROPN
میخائیل	mikhaïl	میخائیل	mikhaïl	N;SG	PROPN
دوام	durable	دوام	durable	N;SG	ADJ;MASC;SG
دوام	durables	دوام	durable	N;SG	ADJ;MASC;PL
بیاورد	apporte	آورد#آور	apporter	V;SBJV;SG;3;PRS	V;IND;SG;3;PRS;FIN
بیاورد	amenez	آورد#آور	amener	V;SBJV;SG;3;PRS	V;IMP;PL;2;PRS;FIN
بیاورد	apportez	آورد#آور	apporter	V;SBJV;SG;3;PRS	V;IMP;PL;2;PRS;FIN
ریال	qatarienne	ریال	éatarien	N;SG	ADJ;FEM;SG
ریال	yéménite	ریال	yéménite	N;SG	ADJ;MASC;SG
ریال	yéménites	ریال	yéménite	N;SG	ADJ;MASC;PL
هولوکاست	holocauste	هولوکاست	holocauste	N;SG	ADJ;MASC;SG
ناشناس	anonyme	ناشناس	anonyme	N;SG	ADJ;MASC;SG
ناشناس	incognito	ناشناس	incognito	N;SG	PROPN
غریب	troublante	غریب	troublant	N;SG	ADJ;FEM;SG
ارتقا	améliorer	ارتقا	améliorer	N;SG	V;NFIN
ارتقا	promouvoir	ارتقا	promouvoir	N;SG	V;NFIN
ارتقا	stimuler	ارتقا	stimuler	N;SG	V;NFIN
ارتقا	dynamiser	ارتقا	dynamiser	N;SG	V;NFIN
ارتقا	booster	ارتقا	booster	N;SG	V;NFIN
اسرار	secrets	سر	secret	N;PL	ADJ;MASC;PL
آش	cendres	آش	cendre	N;SG	N;FEM;PL
آش	ash	آش	ash	N;SG	
غروب	coucher	غروب	coucher	N;SG	V;NFIN
غروب	sunset	غروب	sunset	N;SG	PROPN
زیتون	olives	None	olive	N;SG	N;FEM;PL
زیتون	olives	None	olive	N;SG	N;FEM;PL
زیتون	oliviers	None	olivier	N;SG	N;MASC;PL
معاهده	traité	معاهده	traiter	N;SG	V;MASC;SG;PST;V.PTCP
شفیلد	sheffield	شفیلد	sheffield	N;SG	PROPN
کیسه	sachets	کیسه	sachet	N;SG	N;MASC;PL
کیسه	sacs	کیسه	sac	N;SG	N;MASC;PL
غیرفعال	passif	غیرفعال	passif	N;SG	ADJ;MASC;SG
غیرفعال	passive	غیرفعال	passif	N;SG	ADJ;FEM;SG
غیرفعال	passives	غیرفعال	passif	N;SG	ADJ;FEM;PL
غیرفعال	passifs	غیرفعال	passif	N;SG	ADJ;MASC;PL
غیرفعال	désactive	غیرفعال	désactif	N;SG	V;IND;SG;3;PRS;FIN
غیرفعال	désactiver	غیرفعال	désactiver	N;SG	V;NFIN
غیرفعال	désactivés	غیرفعال	désactiver	N;SG	V;MASC;PL;PST;V.PTCP
غیرفعال	désactivée	غیرفعال	désactiver	N;SG	V;FEM;SG;PST;V.PTCP
غیرفعال	désactivé	غیرفعال	désactiver	N;SG	V;MASC;SG;PST;V.PTCP
غیرفعال	handicapé	غیرفعال	handicapé	N;SG	V;MASC;SG;PST;V.PTCP
غیرفعال	handicapés	غیرفعال	handicaper	N;SG	V;MASC;PL;PST;V.PTCP
غیرفعال	désactivés	غیرفعال	désactiver	N;SG	V;MASC;PL;PST;V.PTCP
غیرفعال	désactivée	غیرفعال	désactiver	N;SG	V;FEM;SG;PST;V.PTCP
غیرفعال	désactivé	غیرفعال	désactiver	N;SG	V;MASC;SG;PST;V.PTCP
غیرفعال	inactive	غیرفعال	inactif	N;SG	ADJ;FEM;SG
غیرفعال	inactives	غیرفعال	inactif	N;SG	ADJ;FEM;PL
غیرفعال	inactifs	غیرفعال	inactif	N;SG	ADJ;MASC;PL
غیرفعال	inactif	غیرفعال	inactif	N;SG	ADJ;MASC;SG
ببر	tiger	None	tiger	V;IMP;SG;2	PROPN
ببر	tigresse	None	tigresse	V;IMP;SG;2	N;FEM;SG
ببر	tigres	None	tigre	V;IMP;SG;2	N;MASC;PL
ببر	tigre	None	tigre	V;IMP;SG;2	N;MASC;SG
آمازون	amazones	آمازون	amazone	N;SG	N;FEM;PL
یادداشت	notez	یادداشت	noter	N;SG	V;IMP;PL;2;PRS;FIN
متناوب	alternant	متناوب	alterner	N;SG	V;PRS;V.PTCP
متناوب	alternée	متناوب	alterner	N;SG	V;FEM;SG;PST;V.PTCP
متناوب	alterner	متناوب	alterner	N;SG	V;NFIN
متناوب	alterner	متناوب	alterner	N;SG	V;NFIN
متناوب	périodiques	متناوب	périodique	N;SG	ADJ;MASC;PL
متناوب	périodiquement	متناوب	périodiquement	N;SG	ADV
متناوب	périodique	متناوب	périodique	N;SG	ADJ;MASC;SG
حجاب	rideaux	None	rideau	N;SG	N;MASC;PL
مکانیسم	mécanismes	None	mécanisme	N;SG	N;MASC;PL
شکاف	écarts	شکاف	écart	N;SG	N;MASC;PL
شکاف	lacunes	شکاف	lacune	N;SG	N;FEM;PL
دونالد	donald	دونالد	donald	N;SG	PROPN
کاشت	planter	کاشت#کار	planter	N;SG	V;NFIN
کاشت	plantations	کاشت#کار	plantation	N;SG	N;FEM;PL
کاشت	implants	کاشت#کار	implant	N;SG	N;MASC;PL
کاشت	implanter	کاشت#کار	implanter	N;SG	V;NFIN
پاکسازی	purger	پاکسازی	purger	N;SG	V;NFIN
پاکسازی	purgé	پاکسازی	purgé	N;SG	V;MASC;SG;PST;V.PTCP
فسفات	phosphate	فسفات	phosphate	N;PL	N;MASC;SG
نیکلاس	niklas	نیکلاس	nikla	N;SG	PROPN
خوشه	oreilles	خوشه	oreille	N;SG	N;FEM;PL
گنجینه	trésors	گنجینه	trésor	N;SG	N;MASC;PL
جاناتان	jonathan	جانات	jonathan	N;PL	PROPN
سیبری	sibérie	سیبری	sibérie	N;SG	PROPN
سیبری	sibérie	سیبری	sibérie	N;SG	PROPN
تجویز	prescrire	تجویز	prescrire	N;SG	V;NFIN
تجویز	ordonnances	تجویز	ordonnance	N;SG	N;FEM;PL
هارد	hurd	هارد	hurd	N;SG	PROPN
ماسه	sables	ماسه	sable	N;SG	N;MASC;PL
ویرجین	virgin	ویرجین	virgin	N;SG	PROPN
ویرجین	vierges	ویرجین	vierge	N;SG	ADJ;MASC;PL
ویرجین	vierge	ویرجین	vierge	N;SG	ADJ;MASC;SG
عبارات	terminologie	عبارت	terminologie	N;PL	N;FEM;SG
نیلوفر	lotus	نیلوفر	lotus	N;SG	PROPN
اسکاتلندی	ecossais	اسکاتلندی	ecossais	N;SG	ADJ;MASC;SG
اسکاتلندی	écossais	اسکاتلندی	écossais	N;SG	ADJ;MASC;SG
اسکاتلندی	ecossais	اسکاتلندی	ecossais	N;SG	ADJ;MASC;SG
اسکاتلندی	écossaise	اسکاتلندی	écossais	N;SG	ADJ;FEM;SG
اسکاتلندی	écossais	اسکاتلندی	écossais	N;SG	ADJ;MASC;SG
سیاستمداران	politiciens	سیاستمدار	politicien	N;PL	ADJ;MASC;PL
کرون	couronnes	کرون	couronne	N;SG	N;FEM;PL
کرون	crown	کرون	crown	N;SG	PROPN
کرون	couronner	کرون	couronner	N;SG	V;NFIN
کوری	cory	کوری	cory	N;SG	PROPN
ناموفق	infructueuses	ناموفق	infructueux	N;SG	ADJ;FEM;PL
استنفورد	stanford	None	stanford	N;SG	PROPN
اسطوره	légendes	اسطوره	légende	N;SG	N;FEM;PL
اسطوره	mythes	اسطوره	mythe	N;SG	N;MASC;PL
کردهای	kurdes	کرد	kurd	N;PL	ADJ;MASC;PL
شعبان	shaban	None	shaban	N;SG	PROPN
سیا	sia	سیا	sia	N;SG	PROPN
گرا	orienté	گرا	orienter	N;SG	V;MASC;SG;PST;V.PTCP
گرا	orientée	گرا	orienter	N;SG	V;FEM;SG;PST;V.PTCP
گرا	gera	گرا	gera	N;SG	PROPN
باختر	occidentale	باخت#باز	occidental	N;SG	ADJ;FEM;SG
باختر	west	باخت#باز	west	N;SG	PROPN
تقاطع	carrefours	تقاطع	carrefours	N;SG	N;MASC;PL
سلطانی	soltani	سلطانی	soltani	N;SG	PROPN
کردها	kurdes	None	kurd	N;PL	ADJ;MASC;PL
کاندیدای	candidats	کاندیدا	candidat	N;SG	N;MASC;PL
رنه	rené	رنه	rendre	N;SG	PROPN
رنه	renee	رنه	rendre	N;SG	PROPN
رنه	rené	رنه	rendre	N;SG	PROPN
شهادت	témoigner	شهادت	témoigner	N;SG	V;NFIN
شهادت	témoins	شهادت	témoin	N;SG	N;MASC;PL
آزادراه	autoroutes	آزادراه	autoroute	N;SG	N;FEM;PL
صخره	falaises	None	falaise	N;SG	N;FEM;PL
صخره	cliff	None	cliff	N;SG	PROPN
صخره	rocheux	None	rocheux	N;SG	ADJ;MASC;SG
آتلانتیک	atlantique	آتلانتیک	atlantique	N;SG	ADJ;MASC;SG
جالبی	intéressante	جالب	intéressant	N;SG	ADJ;FEM;SG
جالبی	intéressant	جالب	intéressant	N;SG	ADJ;MASC;SG
جالبی	intéressantes	جالب	intéressant	N;SG	ADJ;FEM;PL
جالبی	intéressants	جالب	intéressant	N;SG	ADJ;MASC;PL
اظهارات	énoncé	اظهار	énoncer	N;PL	V;MASC;SG;PST;V.PTCP
اظهارات	déclaration	اظهار	déclaration	N;PL	N;FEM;SG
