در	deur	در	deur	ADP	N;MASC+FEM;SG
استعداد	getalenteerde	استعداد	talenteren	N;SG	ADJ
مولکول	moleculen	مولکول	molecul	N;SG	N;PL
ناگهان	plotseling	ناگهان	plotseling	ADV	ADJ
آبشارهای	waterval	آبشار	waterval	N;PL	N;MASC+FEM;SG
بامداد	morgen	بامداد	morgen	N;SG	ADV
بامداد	goeiemorgen	بامداد	goeiemorgen	N;SG	N;PL
بامداد	goedemorgen	بامداد	goedemorgen	N;SG	N;PL
رانش	driften	رانش	drif	N;SG	N;PL
رانش	heupen	رانش	heup	N;SG	N;PL
شنیدن	hoor	شنیدن	hoor	N;SG	INTJ
شنیدن	horen	شنیدن	horen	N;SG	V;NFIN
دلخواه	verlangens	دلخواه	verlangen	N;SG	N;PL
دلخواه	willekeurige	دلخواه	willekeurig	N;SG	ADJ
دلخواه	willekeurig	دلخواه	willekeurig	N;SG	ADJ
نشسته	sat	نشست#نشین	sat	V;SG;3;V.PTCP	N;MASC+FEM;SG
ایستاده	standing	None	standing	V;SG;3;V.PTCP	
نادیده	negeren	نادیده	negeren	ADJ	V;NFIN
محاسباتی	computationele	محاسبه	computionioneel	N;PL	ADJ
پرش	snap	None	snap	N;SG	V;SG;PRS;FIN
پرش	overslaan	None	overslaan	N;SG	V;NFIN
پرش	skip	None	skip	N;SG	ADJ
پرش	spring	None	spring	N;SG	V;SG;PRS;FIN
پرش	springen	None	springen	N;SG	V;NFIN
پرش	sprong	None	springen	N;SG	V;SG;PST;FIN
پرش	overslaan	None	overslaan	N;SG	V;NFIN
آکادمیک	academisch	آکادمیک	academisch	N;SG	ADJ
آکادمیک	academische	آکادمیک	academisch	N;SG	ADJ
کادر	cadre	کادر	cadre	N;SG	
زرشک	nep	زرشک	nep	N;SG	ADJ
زرشک	fake	زرشک	fake	N;SG	ADJ
ثبات	inschrijven	ثبات	inschrijven	N;SG	V;NFIN
ثبات	registreren	ثبات	registreren	N;SG	V;NFIN
ثبات	registers	ثبات	register	N;SG	N;PL
لانگ	longen	لانگ	long	N;SG	N;PL
لانگ	lang	لانگ	lang	N;SG	ADJ
لانگ	lange	لانگ	lang	N;SG	ADJ
اژدها	draken	اژد	draken	N;SG	N;PL
کریستال	kristallen	کریستال	kristal	N;SG	N;PL
متقابل	wederzijds	متقابل	wederzijds	N;SG	ADJ
متقابل	wederzijdse	متقابل	wederzijds	N;SG	ADJ
محرک	affectieve	محرک	affectief	N;SG	ADJ
محرک	uitdagend	محرک	uitdagen	N;SG	V;V.PTCP
محرک	provocerende	محرک	provoceren	N;SG	V;V.PTCP
محرک	provocerend	محرک	provoceren	N;SG	V;V.PTCP
محرک	stimulerend	محرک	stimuleren	N;SG	V;V.PTCP
بحرانی	kritische	بحرانی	kritisch	N;SG	ADJ
بحرانی	kritisch	بحرانی	kritisch	N;SG	ADJ
خوراک	levensmiddelen	خوراک	levensmiddelen	N;SG	N;PL
خوراک	eten	خوراک	eten	N;SG	V;NFIN
سوسیال	sociale	سوسیال	sociaal	N;SG	ADJ
سوسیال	sociaal	سوسیال	sociaal	N;SG	ADJ
نگران	bezorgd	نگران	bezorgd	ADJ	V;V.PTCP
نگران	bezorgd	نگران	bezorgd	ADJ	V;V.PTCP
جامائیکا	jamaicaanse	جامائیکا	jamaicaans	N;SG	ADJ
گمشده	ontbreken	گمشده	ontbreken	N;SG	V;NFIN
گمشده	vermist	گمشده	vermissen	N;SG	V;V.PTCP
گمشده	missen	گمشده	missen	N;SG	V;NFIN
گمشده	ontbrekend	گمشده	ontbrekend	N;SG	V;V.PTCP
گمشده	ontbrekende	گمشده	ontbreken	N;SG	V;V.PTCP
گمشده	ontbreekt	گمشده	ontbreken	N;SG	V;SG;PRS;FIN
بانو	missen	بانو	missen	N;SG	V;NFIN
مطلع	geïnformeerd	مطلع	informeren	N;SG	V;V.PTCP
فیزیکدان	natuurkundige	فیزیکا	natuurkundig	N;SG	ADJ
چهارشنبه	woensdag	چهارشنبه	woensdag	N;SG	PROPN;MASC+FEM;SG
برداشتن	kies	برداشت	kiezen	N;SG	V;SG;PRS;FIN
استراتژیک	strategisch	استراتژیک	strategisch	N;SG	ADJ
تای	thaise	None	thais	N;SG	ADJ
برآورده	vervullen	None	vervullen	ADJ;SG;3;V.PTCP	V;NFIN
هریک	elk	هریک	elk	N;SG	PRO
هریک	ieder	هریک	ieder	N;SG	PRO
هریک	elke	هریک	elk	N;SG	DET
تعطیلات	vakantie	تعطیل	vakantie	N;PL	N;MASC+FEM;SG
تعطیلات	vakantie	تعطیل	vakantie	N;PL	N;MASC+FEM;SG
لیبرال	liberale	لیبرال	liberaal	N;SG	ADJ
لیبرال	liberaal	لیبرال	liberaal	N;SG	ADJ
انتقادی	kritische	انتقاد	kritisch	N;SG	ADJ
انتقادی	kritisch	انتقاد	kritisch	N;SG	ADJ
مالت	maltese	مالت	maltees	N;SG	ADJ
مالت	maltees	مالت	maltee	N;SG	ADJ
طالبان	taliban	طالبان	taliban	N;PL	N;MASC+FEM;SG
کر	kerr	کر	kerr	N;SG	PRO;NOM;3
کر	doof	کر	doof	N;SG	ADJ
کر	doven	کر	doven	N;SG	V;NFIN
نامشخص	onduidelijk	نامشخص	onduidelijk	N;SG	ADJ
نامشخص	onduidelijke	نامشخص	onduidelijk	N;SG	ADJ
نامشخص	wazig	نامشخص	wazig	N;SG	ADJ
کوسه	haaien	کوسه	haai	N;SG	N;PL
تلخ	verbitterd	تلخ	verbitteren	ADJ	V;V.PTCP
سیل	overstromingen	سیل	overstroming	N;SG	N;PL
بان	verbieden	بان	verbieden	N;SG	V;NFIN
تأسیسات	faciliteiten	تأسیسات	faciliteit	N;SG	N;PL
فوقانی	bovenste	فوقانی	boven	N;SG	ADJ;RL
پله	trappen	پله	trap	N;SG	V;NFIN
فریاد	schreeuwen	فریاد	schreeuwen	N;SG	V;NFIN
فریاد	schreeuw	فریاد	schreeuw	N;SG	V;SG;PRS;FIN
نوزاد	pasgeboren	نوزاد	pasgeboar	N;SG	N;PL
شفافیت	transparant	شفافیت	transparant	N;SG	ADJ
کلر	claire	کلر	clair	N;SG	ADJ
رسوم	etiquette	رسم	etiquette	N;PL	N;MASC+FEM;SG
هردو	allebei	هردو	allebei		PRO
هردو	beiden	هردو	beide		PRO
هردو	beide	هردو	beide		PRO
عرفانی	mystieke	عرفانی	mystiek	N;SG	ADJ
بز	geiten	بز	geiten	N;SG	N;PL
بز	geiten	بز	geiten	N;SG	N;PL
مشاوره	raadplegen	مشاوره	raadplegen	N;SG	V;NFIN
مشاوره	consulteren	مشاوره	consulteren	N;SG	V;NFIN
مشاوره	raadplegen	مشاوره	raadplegen	N;SG	V;NFIN
اولویت	prioritair	اولویت	prioritair	N;SG	ADJ
کفش	schoenen	None	schoen	N;SG	N;PL
کفش	schoentjes	None	schoen	N;SG	N;PL
زاکسن	saksen	زاکسن	saksen	N;SG	N;PL
بیشینه	maximale	بیشینه	maximaal	N;SG	ADJ
بیشینه	maximaal	بیشینه	maximaal	N;SG	ADJ
قارچ	champignons	قارچ	champignon	N;SG	N;PL
قارچ	paddenstoelen	قارچ	paddenstoel	N;SG	N;PL
قارچ	paddestoelen	قارچ	paddestoel	N;SG	N;PL
قارچ	paddestoelen	قارچ	paddestoel	N;SG	N;PL
زنانه	vrouwelijke	None	vrouwelijk	N;SG	ADJ
زنانه	vrouwelijk	None	vrouwelijk	N;SG	ADJ
متفقین	allied	متفقین	allied	N;PL	
متفقین	geallieerde	متفقین	geallieerde	N;PL	N;MASC+FEM;SG
پشته	stapelen	پشته	stapelen	N;SG	V;NFIN
پشته	opstapelen	پشته	opstapelen	N;SG	V;NFIN
زخم	letsels	زخم	letsel	N;SG	N;PL
خم	gebogen	خم	buigen	N;SG	V;V.PTCP
خم	buigen	خم	buigen	N;SG	V;NFIN
خم	buig	خم	buig	N;SG	V;SG;PRS;FIN
کمیاب	zeldzame	کمیاب	zeldzaam	N;SG	ADJ
کمیاب	zelden	کمیاب	zelden	N;SG	ADV
کمیاب	zeldzaam	کمیاب	zeldzaam	N;SG	ADJ
بلور	kristallen	None	kristal	N;SG	N;PL
روزها	days	روز	days	N;PL	N;MASC+FEM;SG
پرهیز	gemeden	پرهیز	gemeden	N;SG	V;V.PTCP
بلوغ	volwassen	بلوغ	volwassen	N;SG	ADJ
بلوغ	rijpe	بلوغ	rijp	N;SG	ADJ
کان	kahn	None	kahn		N;MASC+FEM;SG
کان	kan	None	kunnen		V;SG;PRS;FIN
بگویید	say	None	say	V;SBJV;PL;2;PRS	
بگویید	zeg	None	zeggen	V;SBJV;PL;2;PRS	V;SG;PRS;FIN
منحل	ontbonden	None	ontbinden	ADJ	V;V.PTCP
یادآوری	herinneringen	یادآوری	herinnering	N;SG	N;PL
عضلات	spier	عضله	spier	N;PL	N;MASC+FEM;SG
جسمی	lichamelijk	None	lichamelijk	N;SG	ADJ
جسمی	lichamelijke	None	lichamelijk	N;SG	ADJ
جسمی	fysieke	None	fysiek	N;SG	ADJ
جسمی	fysiek	None	fysiek	N;SG	ADJ
احاطه	omringende	احاطه	omringen	N;SG	V;V.PTCP
احاطه	omringen	احاطه	omringen	N;SG	V;NFIN
احاطه	omsingelen	احاطه	omsingelen	N;SG	V;NFIN
وگرنه	anders	وگرنه	anders		ADV
شکستن	breken	شکستن	breken	N;SG	V;NFIN
شکستن	breken	شکستن	breken	N;SG	V;NFIN
تحقق	voldaan	تحقق	voldoen	N;SG	V;V.PTCP
تحقق	vervulde	تحقق	vervullen	N;SG	V;SG;PST;FIN
تحقق	vervuld	تحقق	vervullen	N;SG	V;V.PTCP
تحقق	nagekomen	تحقق	nakomen	N;SG	V;V.PTCP
سنتر	centreren	سنتر	centreren	N;SG	V;NFIN
سنتر	centreren	سنتر	centreren	N;SG	V;NFIN
ادیب	geleerde	ادیب	geleerd	N;SG	ADJ
ممتاز	onderscheiden	ممتاز	onderscheiden	N;SG	V;NFIN
فراگیر	doordringende	None	doordringend	N;SG	V;V.PTCP
فراگیر	overweldigende	None	overweldigen	N;SG	V;V.PTCP
فراگیر	overweldigend	None	overweldigend	N;SG	V;V.PTCP
فراگیر	omringen	None	omringen	N;SG	V;NFIN
فراگیر	omsingelen	None	omsingelen	N;SG	V;NFIN
فیات	fiat	فیات	fiat	N;SG	PROPN;NEUT;SG
زوریخ	zürich	زوریخ	zürich	N;SG	PROPN;NEUT;SG
زوریخ	zürich	زوریخ	zürich	N;SG	PROPN;NEUT;SG
زوریخ	zurich	زوریخ	zurich	N;SG	ADJ
خوانندگی	zingen	خوانندگی	zingen	N;SG	V;NFIN
غلظت	concentraties	None	concentratie	N;SG	N;PL
تنفس	inademen	تنفس	inademen	N;SG	V;NFIN
تنفس	inhaleren	تنفس	inhaleren	N;SG	V;NFIN
تنفس	ademhalen	تنفس	ademhaal	N;SG	V;NFIN
تنفس	ademen	تنفس	ademen	N;SG	V;NFIN
گواتمالا	guatemalteekse	گواتمالا	guatemalteeks	N;SG	ADJ
محتویات	inhoud	محتویه	inhoud	N;PL	N;MASC+FEM;SG
محتویات	inhoud	محتویه	inhoud	N;PL	N;MASC+FEM;SG
محتویات	inhoudsopgave	محتویه	inhoudsopgave	N;PL	N;MASC+FEM;SG
انگور	druiven	انگور	druif	N;SG	N;PL
انگور	druiven	انگور	druif	N;SG	N;PL
سحر	sahar	سحر	sahar	N;SG	ADJ
سحر	magisch	سحر	magisch	N;SG	ADJ
معتبری	valide	معتبر	valide	N;SG	ADJ
معتبری	geldig	معتبر	geldig	N;SG	ADJ
معتبری	geldige	معتبر	geldig	N;SG	ADJ
بودایی	boeddhistische	بودا	boeddhistisch	N;SG	ADJ
عکاسان	fotograaf	عکاس	fotograaf	N;PL	N;MASC+FEM;SG
تعویض	wisselen	None	wisselen	N;SG	V;NFIN
شمارش	tellen	شمارش	tellen	N;SG	V;NFIN
شمارش	tellen	شمارش	tellen	N;SG	V;NFIN
کاندید	nomineer	کاند#کان	nomineer	N;SG	V;SG;PRS;FIN
کاندید	nomineren	کاند#کان	nomineren	N;SG	V;NFIN
کاندید	openhartig	کاند#کان	openhartig	N;SG	ADJ
جانوری	wezen	None	wezen	N;SG	V;NFIN
ته	gegraven	None	griven	N;SG	V;V.PTCP
رهایی	inwisselen	رهایی	inwisselen	N;SG	V;NFIN
رهایی	verlossen	رهایی	verlossen	N;SG	V;NFIN
رهایی	verzilveren	رهایی	verzilveren	N;SG	V;NFIN
داروها	geneeskunde	دارو	geneeskunde	N;PL	N;MASC+FEM;SG
داروها	geneesmiddel	دارو	geneesmiddel	N;PL	N;NEUT;SG
تمیز	schoonmaken	تمیز	schoonmaken	ADJ	V;NFIN
مبارک	gezegende	مبارک	zegenen	N;SG	V;V.PTCP
مبارک	zalig	مبارک	zalig	N;SG	ADJ
مبارک	gezegend	مبارک	zegenen	N;SG	V;V.PTCP
مبارک	vrolijk	مبارک	vrolijk	N;SG	ADJ
مبارک	blij	مبارک	blij	N;SG	ADJ
مبارک	tevreden	مبارک	tevreden	N;SG	ADJ
مبارک	gelukkig	مبارک	gelukkig	N;SG	ADJ
انحصاری	exclusieve	انحصاری	exclusief	N;SG	ADJ
انحصاری	exclusief	انحصاری	exclusief	N;SG	ADJ
شیرینی	snoepjes	شیرینی	snoep	N;SG	N;PL
ارامنه	armeniërs	ارامنه	armeniër	N;SG	N;PL
کارشناس	deskundige	کارشناس	deskundig	N;SG	ADJ
شانگهای	shanghai	شانگ	shanghai	N;PL	N;MASC+FEM;SG
شانگهای	sjanghai	شانگ	sjanghai	N;PL	N;NEUT;SG
استوایی	equatoriaal	استوایی	equatoriaal	N;SG	ADJ
صف	rijen	صف	rij	N;SG	N;PL
صف	rangen	صف	rangen	N;SG	N;PL
صف	gelederen	صف	gelid	N;SG	N;PL
دوگانه	dubbele	دوگانه	dubbel	N;SG	ADJ
دوگانه	duale	دوگانه	duaal	N;SG	ADJ
انکار	ontkent	انکار	ontkennen	N;SG	V;SG;PRS;FIN
انکار	ontken	انکار	ontken	N;SG	V;SG;PRS;FIN
انکار	ontkennen	انکار	ontkennen	N;SG	V;NFIN
انکار	afwijzingen	انکار	afwijzing	N;SG	N;PL
انکار	ontkennen	انکار	ontkennen	N;SG	V;NFIN
بس	bess	بس	bess		N;MASC+FEM;SG
پایینی	lager	پایینی	laag	N;SG	ADJ;CMPR
پایینی	lagere	پایینی	laag	N;SG	ADJ;CMPR
نارسایی	falen	نارسایی	falen	N;SG	V;NFIN
نارسایی	mislukkingen	نارسایی	mislukking	N;SG	N;PL
نارسایی	mislukken	نارسایی	mislukken	N;SG	V;NFIN
الماس	ruiten	None	ruit	N;SG	N;PL
الماس	diamanten	None	diamant	N;SG	N;PL
اینچ	centimeters	اینچ	centimeter	N;SG	N;PL
یکشنبه	zondag	یکشنبه	zondag	N;SG	PROPN;MASC+FEM;SG
راضی	voldaan	راضی	voldoen	ADJ	V;V.PTCP
کیفی	kwalitatieve	کیفی	kwalitatief	N;SG	ADJ
بید	bieden	بید#بین	bieden	N;SG	V;NFIN
خونریزی	bloeden	None	bloed	N;SG	V;NFIN
خونریزی	bloedingen	None	bloeding	N;SG	N;PL
خونریزی	bloedvergieten	None	bloedvergieten	N;SG	V;NFIN
تکمیلی	aanvullende	تکمیلی	aanvullen	N;SG	V;V.PTCP
تکمیلی	aanvullend	تکمیلی	aanvullen	N;SG	V;V.PTCP
تکمیلی	operators	تکمیلی	operator	N;SG	N;PL
تکمیلی	operatoren	تکمیلی	operator	N;SG	N;PL
تکمیلی	exploitanten	تکمیلی	exploitant	N;SG	N;PL
انحراف	compenseren	انحراف	compenseren	N;SG	V;NFIN
انحراف	gecompenseerd	انحراف	compenseren	N;SG	V;V.PTCP
پیاپی	opeenvolgende	پیاپی	opeenvolgend	N;SG	V;V.PTCP
احیای	regenereren	احیا	regenereren	N;SG	V;NFIN
صبر	geduldig	None	geduldig	N;SG	ADJ
صبر	geduldig	None	geduldig	N;SG	ADJ
نما	weergave	نما	weergave		N;MASC+FEM;SG
نما	uitzicht	نما	uitzicht		N;NEUT;SG
نما	bekijk	نما	bekijk		V;SG;PRS;FIN
نما	bekijken	نما	bekijken		V;NFIN
اعتراف	beken	اعتراف	bekenen	N;SG	N;PL
اعتراف	bekennen	اعتراف	bekennen	N;SG	V;NFIN
اعتراف	biechten	اعتراف	biecht	N;SG	V;NFIN
نارنجی	oranje	نارنجی	oranje	N;SG	ADJ
استیل	stalen	استیل	stalen	N;SG	V;V.PTCP
شناور	zwevende	None	zweven	N;SG	V;V.PTCP
شناور	zweven	None	zweven	N;SG	V;NFIN
شناور	zwevend	None	zwevend	N;SG	V;V.PTCP
شناور	drijvend	None	drijven	N;SG	V;V.PTCP
شناور	drijvende	None	drijven	N;SG	V;V.PTCP
شناور	drijven	None	drijf	N;SG	V;NFIN
شناور	zweven	None	zweven	N;SG	V;NFIN
شناور	zwevend	None	zwevend	N;SG	V;V.PTCP
شناور	zweef	None	zweef	N;SG	V;SG;PRS;FIN
شناور	drijven	None	drijf	N;SG	V;NFIN
شناور	driften	None	drif	N;SG	N;PL
شناور	drijvend	None	drijven	N;SG	V;V.PTCP
الکتریک	elektrische	الکتریک	elektrisch	N;SG	ADJ
الکتریک	electrische	الکتریک	electrisch	N;SG	ADJ
الکتریک	elektrisch	الکتریک	elektrisch	N;SG	ADJ
مزمن	chronisch	None	chronisch	N;SG	ADJ
تابعه	dochtermaatschappijen	تابعه	dochtermaatschappij	N;SG	N;PL
تابعه	dochterondernemingen	تابعه	dochteronderneming	N;SG	N;PL
دوتایی	duplex	دوتایی	duplex	N;SG	ADJ
دوتایی	dubbele	دوتایی	dubbel	N;SG	ADJ
دوتایی	duale	دوتایی	duaal	N;SG	ADJ
دوتایی	binaire	دوتایی	binair	N;SG	ADJ
دوتایی	binair	دوتایی	binair	N;SG	ADJ
موتورز	motoren	موتورز	motor	N;SG	N;PL
غلبه	veroveren	غلبه	veroveren	N;SG	V;NFIN
غلبه	overwinnen	غلبه	overwinnen	N;SG	V;NFIN
مرسدس	mercedes	مرسدس	mercede	N;SG	N;PL
هلن	hellen	هلن	hellen	N;SG	V;NFIN
هلن	helen	هلن	helen	N;SG	V;NFIN
پیشروی	maart	پیشروی	maart	N;SG	PROPN;MASC+FEM;SG
پیشروی	marcheren	پیشروی	marcheren	N;SG	V;NFIN
نوشتم	schreven	نوشت#نویس	schrijven	V;SG;1;PST	V;PL;PST;FIN
ظریف	elegant	ظریف	elegant	N;SG	ADJ
ظریف	elegante	ظریف	elegant	N;SG	ADJ
ظریف	delicaat	ظریف	delicaat	N;SG	ADJ
ظریف	delicate	ظریف	delicate	N;SG	ADJ
کلا	totaal	None	totaal		ADJ
امیل	emil	None	emil	N;SG	PROPN;MASC+FEM;SG
دیفرانسیل	differentiële	دیفرانسیل	differentiel	N;SG	ADJ
ماهیچه	spieren	ماهیچه	spier	N;SG	N;PL
زور	forceren	زور	forceren	N;SG	V;NFIN
زور	force	زور	force	N;SG	
گوسفند	schapen	گوسفند	schaap	N;SG	N;PL
شایع	gerucht	شایع	gerucht	ADJ	N;NEUT;SG
شایع	geruchten	شایع	gerucht	ADJ	N;PL
روباه	vossen	روباه	vossen	N;SG	N;PL
آیدا	ida	آیدا	ida	N;SG	PROPN;MASC+FEM;SG
هرم	piramides	هرم	piramide	N;SG	N;PL
هرم	piramiden	هرم	piramid	N;SG	N;PL
سایز	maten	سایز	maten	N;SG	N;PL
دادستان	aanklagers	None	aanklager	N;SG	N;PL
دقیقی	precieze	دقیقی	precies	N;SG	ADJ
دقیقی	stipt	دقیقی	stippen	N;SG	ADJ
داروسازی	farmaceutisch	داروسازی	farmaceutisch	N;SG	ADJ
داروسازی	farmaceutische	داروسازی	farmaceutisch	N;SG	ADJ
کمر	lumbale	کمر	lumbaal	N;SG	ADJ
آهک	kalksteen	آهک	kalksteen	N;SG	N;PL
عالمان	geleerden	عالم	geleerde	N;PL	V;V.PTCP
عقد	trouwen	None	trouwen	N;SG	V;NFIN
عقد	trouw	None	trouw	N;SG	ADJ
میانمار	myanmar	میانمار	myanmar	N;SG	PROPN;NEUT;SG
اسکناس	biljetten	اسکناس	biljet	N;SG	N;PL
اسکناس	rekeningen	اسکناس	rekening	N;SG	N;PL
یهود	joodse	یهود	joods	N;SG	ADJ
یهود	joods	یهود	joods	N;SG	ADJ
یهود	joden	یهود	jood	N;SG	N;PL
ویا	vakantiewoning	ویا	vakantiewoning	CONJ	N;MASC+FEM;SG
اجتناب	vermijden	None	vermijden	N;SG	V;NFIN
پیوندها	links	پیوند	links	N;PL	ADJ
منصفانه	eerlijke	منصفانه	eerlijk	ADV	ADJ
منصفانه	redelijk	منصفانه	redelijk	ADV	ADJ
منصفانه	fair	منصفانه	fair	ADV	ADJ
منصفانه	eerlijk	منصفانه	eerlijk	ADV	ADJ
ترشح	ontladen	ترشح	ontladen	N;SG	V;V.PTCP
ترشح	lozen	ترشح	lozen	N;SG	V;NFIN
حکمرانی	regeren	حکمرانی	regeren	N;PL	V;NFIN
حکمرانی	heerschappij	حکمرانی	heerschappij	N;PL	N;MASC+FEM;SG
حکمرانی	regeerperiode	حکمرانی	regeerperiode	N;PL	N;MASC+FEM;SG
حکمرانی	uitspraak	حکمرانی	uitspraak	N;PL	N;MASC+FEM;SG
بارداری	zwangere	بارداری	zwang	N;SG	ADJ;CMPR
بارداری	zwanger	بارداری	zwanger	N;SG	ADJ
بارداری	drachtige	بارداری	drachtig	N;SG	ADJ
بلوری	kristallen	بلوری	kristal	N;SG	N;PL
تابعی	functioneel	تابعی	functioneel	N;SG	ADJ
تابعی	functionele	تابعی	functioneel	N;SG	ADJ
طلوع	ochtendgloren	طلوع	ochtendgloren	N;SG	V;NFIN
طلوع	stijgen	طلوع	stijgen	N;SG	V;NFIN
طلوع	stijgend	طلوع	stijgen	N;SG	V;V.PTCP
طلوع	stijgende	طلوع	stijgen	N;SG	V;V.PTCP
طلوع	rijzende	طلوع	rijzen	N;SG	V;V.PTCP
ارث	erven	ارث	erven	N;SG	V;NFIN
تضاد	conflicten	None	conflict	N;SG	N;PL
مردانه	mannelijk	None	mannelijk	N;SG	ADJ
فر	eerlijke	فر	eerlijk	N;SG	ADJ
فر	redelijk	فر	redelijk	N;SG	ADJ
فر	fair	فر	fair	N;SG	ADJ
فر	eerlijk	فر	eerlijk	N;SG	ADJ
ظاهرا	kennelijk	ظاهراً	kennelijk	ADV	ADJ
ظاهرا	blijkbaar	ظاهراً	blijkbaar	ADV	ADJ
ظاهرا	schijnbaar	ظاهراً	schijnbaar	ADV	ADJ
شانزده	sixteen	شانزده	sixteen	NUM	N;MASC+FEM;SG
غارت	plunderen	غارت	plunderen	N;SG	V;NFIN
غارت	plunderingen	غارت	plundering	N;SG	N;PL
غارت	plunderen	غارت	plunderen	N;SG	V;NFIN
غارت	plunderingen	غارت	plundering	N;SG	N;PL
غارت	plunderen	غارت	plunderen	N;SG	V;NFIN
غارت	geplunderd	غارت	plunderen	N;SG	V;V.PTCP
غارت	geroofd	غارت	roven	N;SG	V;V.PTCP
هائیتی	haïti	هائیتی	haïti	N;SG	PROPN;NEUT;SG
مرتفع	verheven	None	verheffen	ADJ	V;V.PTCP
مرتفع	verhoogd	None	verhogen	ADJ	V;V.PTCP
مرتفع	verhoogde	None	verhogen	ADJ	V;SG;PST;FIN
ثروتمند	rijk	ثروتمند	rijk	N;SG	ADJ
ثروتمند	rijken	ثروتمند	rijken	N;SG	N;PL
ثروتمند	rijke	ثروتمند	rijk	N;SG	ADJ
تراز	uitlijnen	تراز	uitlijnen	N;SG	V;NFIN
لوگوی	resulteerden	لوگوی	resulteren	N;SG	V;PL;PST;FIN
لوگوی	resulteerde	لوگوی	resulteren	N;SG	V;SG;PST;FIN
نسب	verwante	None	verwant	N;SG	ADJ
پتروشیمی	petrochemische	پتروشیمی	petrochemisch	N;SG	ADJ
دال	dal	دال	dal		N;NEUT;SG
دال	indicatief	دال	indicatief		ADJ
دال	indicatieve	دال	indicatief		ADJ
دال	dahl	دال	dahl		N;MASC+FEM;SG
افسردگی	depressies	افسردگی	depressie	N;SG	N;PL
وال	prikbord	وال	prikbord		N;NEUT;SG
وال	wand	وال	wand		N;MASC+FEM;SG
وال	muur	وال	muur		N;MASC+FEM;SG
وال	walvis	وال	walvis		N;MASC+FEM;SG
وال	val	وال	vallen		V;SG;PRS;FIN
بادام	amandelen	بادام	amandelen	N;SG	N;PL
صندلی	zetels	صندلی	zetel	N;SG	N;PL
صندلی	stoelen	صندلی	stoel	N;SG	N;PL
صندلی	zitplaatsen	صندلی	zitplaats	N;SG	N;PL
آشوری	assyrische	آشوری	assyrisch	N;SG	ADJ
نوادگان	nageslacht	نواده	nageslacht	N;PL	N;NEUT;SG
اردو	urdu	اردو	urdu	N;SG	ADJ
اردو	kamperen	اردو	kamperen	N;SG	V;NFIN
خودمان	onszelf	خودم	onszelf		PRO;ACC;1
کشاورز	landbouwers	کشاورز	landbouwer	N;SG	N;PL
کشاورز	boeren	کشاورز	boer	N;SG	N;PL
مهره	verpanden	مهره	verpand	N;SG	V;NFIN
مهره	verpand	مهره	verpand	N;SG	V;V.PTCP
چرب	vette	چرب	vet	N;SG	ADJ
چرب	vettige	چرب	vettigen	N;SG	ADJ
چرب	vettig	چرب	vettig	N;SG	ADJ
چرب	vette	چرب	vet	N;SG	ADJ
جداسازی	loskoppelen	جداسازی	loskoppel	N;SG	V;NFIN
جداسازی	ontkoppelen	جداسازی	ontkoppelen	N;SG	V;NFIN
جداسازی	losmaken	جداسازی	losmaak	N;SG	V;NFIN
بازنویسی	herschrijven	بازنویسی	herschrijven	N;SG	V;NFIN
بازنویسی	herschreven	بازنویسی	herschreven	N;SG	V;V.PTCP
بازنویسی	herschrijven	بازنویسی	herschrijven	N;SG	V;NFIN
اختراعات	uitvinding	اختراع	uitvinding	N;PL	N;MASC+FEM;SG
رول	rollen	رول	rol	N;SG	N;PL
شوم	pech	None	pech	V;SBJV;SG;1;PRS	N;MASC+FEM;SG
شوم	ongelukkige	None	ongelukkig	V;SBJV;SG;1;PRS	ADJ
شوم	ongelukkig	None	ongelukkig	V;SBJV;SG;1;PRS	ADJ
شوم	sinistere	None	sinister	V;SBJV;SG;1;PRS	ADJ
شوم	sinister	None	sinister	V;SBJV;SG;1;PRS	N;MASC+FEM;SG
شوم	onheilspellend	None	onheilspellend	V;SBJV;SG;1;PRS	ADJ
وستفالن	westfalen	وستفالن	westfalen	N;SG	N;PL
بسط	uitbreiden	بسط	uitbreiden	N;SG	V;NFIN
بسط	uitbreiden	بسط	uitbreiden	N;SG	V;NFIN
عفونی	septische	عفونی	septisch	N;SG	ADJ
لید	leiden	لید	leiden	N;SG	V;NFIN
لید	loden	لید	lood	N;SG	V;V.PTCP
متمایل	geneigd	متمایل	neigen	ADJ	V;V.PTCP
فوری	dringend	فوری	dringend	N;SG	ADJ
فوری	urgent	فوری	urgent	N;SG	ADJ
فوری	onmiddellijk	فوری	onmiddellijk	N;SG	ADJ
فوری	onmiddellijke	فوری	onmiddellijk	N;SG	ADJ
پرس	druk	پرس	druk	N;SG	ADJ
پرس	opvragen	پرس	opvragen	N;SG	V;NFIN
فلسطینی	palestina	فلسطینی	palestina	N;PL	N;NEUT;SG
فلسطینی	palestijnse	فلسطینی	palestijns	N;PL	ADJ
فلسطینی	palestijns	فلسطینی	palestijns	N;PL	ADJ
فلسطینی	palestijnse	فلسطینی	palestijns	N;PL	ADJ
عبد	abd	عبد	abd		N;MASC+FEM;SG
عبد	abid	عبد	abid		N;MASC+FEM;SG
لوس	los	لوس	los	N;SG	ADJ
لوس	loos	لوس	loos	N;SG	ADJ
تناسلی	genitale	تناسلی	genitaal	N;SG	ADJ
تناسلی	reproductieve	تناسلی	reproductief	N;SG	ADJ
