evakuasi	انخلاء	evakuasi	انخلاء	N;SG	PROPN;NOM;MASC;SG;3
capture	تسخیر	capture	تسخیر	PROPN	N;NOM;MASC;SG;3
capture	پکڑا	capture	پکڑ	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
capture	قبضے	capture	قبضہ	PROPN	N;NOM;MASC;SG;3
benturan	ٹکراؤ.	benturan	ٹکراؤ.	N;SG	PROPN;NOM;MASC;SG;3
benturan	دابنا.	benturan	دابنا.	N;SG	PROPN;NOM;MASC;SG;3
benturan	جکڑنا	benturan	جکڑنا	N;SG	V;MASC;SG;NFIN;ACT
benturan	اچانک	benturan	اچانک	N;SG	ADV
benturan	ناہمواری.	benturan	ناہمواری.	N;SG	PROPN;NOM;MASC;SG;3
keringat	پسیجنا.	keringat	پسیجنا.	N;SG	
kukuh	ہٹیلا.	kukuh	ہٹیلا.	ADJ;SG	PROPN;NOM;MASC;SG;3
kukuh	اٹل	kukuh	اٹل	ADJ;SG	PROPN;NOM;MASC;SG;3
elegan	اعلٰی	elegan	اعلٰی	ADJ;SG	N;NOM;MASC;SG;3
elegan	شائستہ	elegan	شائستہ	ADJ;SG	PROPN;NOM;MASC;SG;3
elegan	اعلٰی	elegan	اعلٰی	ADJ;SG	N;NOM;MASC;SG;3
elegan	شائستہ	elegan	شائستہ	ADJ;SG	PROPN;NOM;MASC;SG;3
elegan	لطیف	elegan	لطیف	ADJ;SG	PROPN;NOM;MASC;SG;3
privasi	علاحدگی.	privasi	علحدگین	N;SG	PROPN;NOM;MASC;SG;3
privasi	تنہائی	privasi	تنہائی	N;SG	PROPN;NOM;MASC;SG;3
privasi	علاحدگی.	privasi	علحدگین	N;SG	PROPN;NOM;MASC;SG;3
panic	دہشت	panic	دہشت	PROPN	N;NOM;MASC;SG;3
push	گھسنا	push	گھسنا	PROPN	
push	جدوجہد.	push	جدوجہد.	PROPN	PROPN;NOM;MASC;SG;3
push	بحران.	push	بحران.	PROPN	
push	یلغار.	push	یلغار.	PROPN	PROPN;NOM;MASC;SG;3
push	راندنا.	push	راندنا.	PROPN	PROPN;NOM;MASC;SG;3
push	گھسنا	push	گھسنا	PROPN	
push	دھکیلنا	push	دھکیل	PROPN	V;NFIN;ACT
push	جدوجہد.	push	جدوجہد.	PROPN	PROPN;NOM;MASC;SG;3
push	بحران.	push	بحران.	PROPN	
push	یلغار.	push	یلغار.	PROPN	PROPN;NOM;MASC;SG;3
push	راندنا.	push	راندنا.	PROPN	PROPN;NOM;MASC;SG;3
serenity	سکون	serenity	سکون	PROPN	
serenity	شانتی.	serenity	شانتی.	PROPN	PROPN;NOM;MASC;SG;3
serenity	خموشی	serenity	خموشی	PROPN	PROPN;NOM;MASC;SG;3
pirang	بھورے	pirang	بھورا	N;SG	ADJ;NOM;MASC;SG
berganda	مخلوط	berganda	مخلوط	PROPN;SG;ACT	ADJ
berganda	متنوع.	berganda	متنوع.	PROPN;SG;ACT	ADJ
berganda	ملاجلا.	berganda	ملاجلا.	PROPN;SG;ACT	
berganda	۱ضعاف	berganda	۱ضعاف	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
berganda	مضاعف	berganda	مضاعف	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
berganda	مرکب	berganda	مرکب	PROPN;SG;ACT	N;NOM;MASC;SG;3
kemenyan	with	kemenyan	with	N	
frase	فقرہ	frase	فقرہ	N	
berjiwa	جذباتی	berjiwa	جذباتی	V;SG;ACT	ADJ;NOM
menundukkan	ہلکا-	mentundukkan	ہلکا-	V;SG;ACT	PROPN;NOM;MASC;SG;3
tucker	خوراک.	tucker	خوراک.	PROPN	PROPN;NOM;MASC;SG;3
tucker	کھانا	tucker	کھا	PROPN	V;MASC;SG;NFIN;ACT
dodge	behind	dodge	behind	PROPN	PROPN;NOM;MASC;SG;3
dodge	جھپکی.	dodge	جھپکی.	PROPN	PROPN;NOM;MASC;SG;3
dodge	زبردستی	dodge	زبردستی	PROPN	N;NOM;MASC;SG;3
dodge	جھکائی	dodge	جھکائی	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
dodge	دُبکنا	dodge	دُبکنا	PROPN	V;SG;NFIN;ACT
menargetkan	مدّعا-	mentargetkan	مدّعا-	V;SG;ACT	PROPN;NOM;MASC;SG;3
menargetkan	نشانہ	mentargetkan	نشانہ	V;SG;ACT	N;NOM;MASC;SG;3
menargetkan	مقصود	mentargetkan	مقصود	V;SG;ACT	ADJ
menargetkan	مدّعا-	mentargetkan	مدّعا-	V;SG;ACT	PROPN;NOM;MASC;SG;3
menargetkan	ہدف	mentargetkan	ہدف	V;SG;ACT	N;NOM;MASC;SG;3
menargetkan	نشانہ	mentargetkan	نشانہ	V;SG;ACT	N;NOM;MASC;SG;3
menargetkan	مقصود	mentargetkan	مقصود	V;SG;ACT	ADJ
bejana	گھڑا	bejana	گھڑا	N;SG	
bejana	پتلے	bejana	پتلا	N;SG	ADJ;NOM;MASC;SG
kesiapan	تیار	kesiapan	تیار	N;SG	ADJ
mainstream	خیال	mainstream	خیال	PROPN	N;NOM;MASC;SG;3
mengambang	(	menambang	(	V;SG;ACT	
mengambang	بیڑا	menambang	بیڑا	V;SG;ACT	N;NOM;MASC;SG;3
mengambang	(	menambang	(	V;SG;ACT	
mengambang	مذبذب	menambang	مذبذب	V;SG;ACT	PROPN;NOM;MASC;SG;3
mengambang	(	menambang	(	V;SG;ACT	
faktanya	اصلیت.	fakta	اصلیت.	N;SG	PROPN;NOM;MASC;SG;3
faktanya	امرواجبی	fakta	امرواجبی	N;SG	PROPN;NOM;MASC;SG;3
faktanya	گواہی.	fakta	گواہی.	N;SG	PROPN;NOM;MASC;SG;3
sinus	جیب	sinus	جیب	PROPN	N;NOM;MASC;SG;3
wonderland	پرستان	wonderland	پرستان	PROPN	PROPN;NOM;MASC;SG;3
wonderland	عجائبستان	wonderland	عجائبستان	PROPN	ADJ
wonderland	طلسم.	wonderland	طلسم.	PROPN	PROPN;NOM;MASC;SG;3
menyusut	احتراز.	mensusut	احتراز.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menyusut	(	mensusut	(	V;SG;ACT	
menyusut	سکڑن	mensusut	سکڑن	V;SG;ACT	
menyusut	احتراز.	mensusut	احتراز.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menyusut	(	mensusut	(	V;SG;ACT	
menyusut	سکڑن	mensusut	سکڑن	V;SG;ACT	
mom	اماں	mom	اماں	PROPN	PROPN;NOM;MASC;SG;3
mom	امی	mom	امی	PROPN	PRO;NOM;2
busa	چھلکنا.	busa	چھلکنا.	N;SG	V;SG;ACT
busa	کف.	busa	کف.	N;SG	
busa	جھاگ	busa	جھاگ	N;SG	V;ACT
busa	چھلکنا.	busa	چھلکنا.	N;SG	V;SG;ACT
busa	کف.	busa	کف.	N;SG	
busa	پھین	busa	پھین	N;SG	
dilemparkan	انداز	dilemparkan	انداز	V;SG;PASS	N;NOM;MASC;SG;3
dilemparkan	نظر	dilemparkan	نظر	V;SG;PASS	N;NOM;MASC;SG;3
dilemparkan	وضع	dilemparkan	وضع	V;SG;PASS	N;NOM;MASC;SG;3
dilemparkan	آمیزش.	dilemparkan	آمیزش.	V;SG;PASS	N;NOM;MASC;SG;3
dilemparkan	سایہ	dilemparkan	سایہ	V;SG;PASS	PROPN;NOM;MASC;SG;3
dilemparkan	(	dilemparkan	(	V;SG;PASS	
dilemparkan	روشنی	dilemparkan	روشنی	V;SG;PASS	N;NOM;MASC;SG;3
dilemparkan	(	dilemparkan	(	V;SG;PASS	
dilemparkan	جال	dilemparkan	جال	V;SG;PASS	V;ACT
dilemparkan	قسم	dilemparkan	قسم	V;SG;PASS	N;NOM;MASC;SG;3
dilemparkan	ترچھاپن.	dilemparkan	ترچھاپن.	V;SG;PASS	PROPN;NOM;MASC;SG;3
dilemparkan	تہمت	dilemparkan	تہمت	V;SG;PASS	N;NOM;FEM;SG;3
dilemparkan	نکالنا	dilemparkan	نکال	V;SG;PASS	V;MASC;SG;NFIN;ACT
dilemparkan	شکل	dilemparkan	شکل	V;SG;PASS	N;NOM;MASC;SG;3
donasi	دان.	donasi	دان.	N;SG	
tersesat	اکیلا	tersesat	اکیلا	V;SG;PASS	V;PFV;MASC;SG;V.PTCP;ACT
tersesat	واماندہ	tersesat	واماندہ	V;SG;PASS	PROPN;NOM;MASC;SG;3
tersesat	حادثاتی	tersesat	حادثاتی	V;SG;PASS	ADJ
tersesat	بھٹکنا.	tersesat	بھٹکنا.	V;SG;PASS	V;SG;NFIN;ACT
tersesat	زائد	tersesat	زائد	V;SG;PASS	ADJ
tersesat	اتفاقی	tersesat	اتفاقی	V;SG;PASS	ADJ
ampek	پھرتیلا	ampek	پھرتیلا	PROPN	PROPN;NOM;MASC;SG;3
ampek	چست	ampek	چست	PROPN	
ampek	چاق	ampek	چاق	PROPN	N;NOM;MASC;SG;3
ampek	مستعد.	ampek	مستعد.	PROPN	PROPN;NOM;MASC;SG;3
menjarah	فائدہ.	menjarah	فائدہ.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menjarah	نفع	menjarah	نفع	V;SG;ACT	N;NOM;MASC;SG;3
menjarah	تاراجی.	menjarah	تاراجی.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menjarah	رقم.	menjarah	رقم.	V;SG;ACT	
pick	زخمہ.	pick	زخمہ.	PROPN	PROPN;NOM;MASC;SG;3
pick	امتیاز	pick	امتیاز	PROPN	N;NOM;MASC;SG;3
pick	کان	pick	کان	PROPN	N;NOM;MASC;SG;3
pick	ٹونگنا.	pick	ٹونگنا.	PROPN	PROPN;NOM;MASC;SG;3
pick	مضراب	pick	مضراب	PROPN	
pick	کُترنا.	pick	کُترنا.	PROPN	PROPN;NOM;MASC;SG;3
pick	چنیدہ	pick	چنیدہ	PROPN	
pick	تومنا	pick	تومنا	PROPN	PROPN;NOM;MASC;SG;3
pick	دانہ	pick	دانہ	PROPN	N;NOM;MASC;SG;3
pick	چُناؤ.	pick	چُناؤ.	PROPN	PROPN;NOM;MASC;SG;3
pick	چننے	pick	چن	PROPN	V;NFIN
ranjang	کیاری	ranjang	کیاری	PROPN;SG	
ranjang	بٹھانا.	ranjang	بٹھاناؤ	PROPN;SG	PROPN;NOM;MASC;SG;3
join	باندھنا	join	باندھنا	PROPN	V;NFIN;ACT
join	ساجھا	join	ساجھا	PROPN	PROPN;NOM;MASC;SG;3
perseteruan	طویل	perseteruan	طویل	N	ADJ
implikasi	شامل	implikasi	شامل	N	ADJ
bullet	رائفل	bullet	رائفل	PROPN	PROPN;NOM;MASC;SG;3
bullet	گُلولہ.	bullet	گُلولہ.	PROPN	PROPN;NOM;MASC;SG;3
scotia	چیرنی.	scotia	چیرنی.	PROPN	PROPN;NOM;MASC;SG;3
aras	مسطح	aras	مسطح	N;SG	
aras	متوازن	aras	متوازن	N;SG	ADJ
aras	مساویانہ	aras	مساویانہ	N;SG	ADJ
aras	ہموار.	aras	مےں	N;SG	PROPN;NOM;MASC;SG;3
aras	مسطح	aras	مسطح	N;SG	
aras	متوازن	aras	متوازن	N;SG	ADJ
aras	مساویانہ	aras	مساویانہ	N;SG	ADJ
aras	ہموار	aras	ہموار	N;SG	ADJ
aras	ہموار.	aras	مےں	N;SG	PROPN;NOM;MASC;SG;3
barok	بھڑکیلا	barok	بھڑکیلا	N	V;PFV;MASC;SG;V.PTCP;ACT
trap	کھٹکا	trap	کھٹکا	N	V;PFV;MASC;SG;V.PTCP;ACT
trap	کھٹکا	trap	کھٹکا	N	V;PFV;MASC;SG;V.PTCP;ACT
trap	جال	trap	جال	N	V;ACT
grosir	تھوک	grosir	تھوک	N;SG	
grosir	کریانہ.	grosir	کریانہ.	N;SG	PROPN;NOM;MASC;SG;3
grosir	پنسارا	grosir	پنسارا	N;SG	PROPN;NOM;MASC;SG;3
sentimen	لطیف	sentimen	لطیف	N;SG	PROPN;NOM;MASC;SG;3
sentimen	لطیف	sentimen	لطیف	N;SG	PROPN;NOM;MASC;SG;3
moss	کائی	moss	کائی	PROPN	PROPN;NOM;MASC;SG;3
rep	نمائندہ	rep	نمائندہ	PROPN	ADJ
pahat	بسولا	pahat	بسولا	N;SG	PROPN;NOM;MASC;SG;3
pahat	تراشنا	pahat	تراشنا	N;SG	
pahat	(	pahat	(	N;SG	
pahat	سجل	pahat	سجل	N;SG	PROPN;NOM;MASC;SG;3
pahat	بسولا	pahat	بسولا	N;SG	PROPN;NOM;MASC;SG;3
pahat	تراشنا	pahat	تراشنا	N;SG	
pahat	چھینی	pahat	چھینی	N;SG	ADJ
pahat	(	pahat	(	N;SG	
pahat	سجل	pahat	سجل	N;SG	PROPN;NOM;MASC;SG;3
bora	خشک	bora	خشک	PROPN	ADJ
tangani	قبضہ	tangani	قبضہ	V;SG;ACT	N;NOM;MASC;SG;3
tangani	دستہ	tangani	دستہ	V;SG;ACT	N;NOM;MASC;SG;3
guk	غراہٹ	guk	غراہٹ	PROPN	
guk	بھونک.	guk	بھونک.	PROPN	PROPN;NOM;MASC;SG;3
etiopia	ایتھیوپیائی.	etiopia	ایتھیوپیائی.	PROPN	PROPN;NOM;MASC;SG;3
etiopia	حبشی	etiopia	حبشی	PROPN	PROPN;NOM;MASC;SG;3
ensign	پرچم	ensign	پرچم	PROPN	N;NOM;MASC;SG;3
daisy	مثالی.	daisy	مثالی.	PROPN	PROPN;NOM;MASC;SG;3
daisy	منتخب	daisy	منتخب	PROPN	ADJ
lifestyle	قرینہ	lifestyle	قرینہ	N	PROPN;NOM;MASC;SG;3
tersier	pliocene	tersier	pliocene	N;SG	PROPN;NOM;MASC;SG;3
tersier	سوم	tersier	سوم	N;SG	PROPN;NOM;MASC;SG;3
tersier	eocene	tersier	eocene	N;SG	PROPN;NOM;MASC;SG;3
merefleksikan	upon	menrefleksikan	upon	V;SG;ACT	PROPN;NOM;MASC;SG;3
merefleksikan	how	menrefleksikan	how	V;SG;ACT	PROPN;NOM;MASC;SG;3
merefleksikan	on	menrefleksikan	on	V;SG;ACT	
fury	طوفان	fury	طوفان	PROPN	N;NOM;MASC;SG;3
fury	ہیجان	fury	ہیجان	PROPN	N;NOM;MASC;SG;3
fury	ہلچل.	fury	ہلچل.	PROPN	PROPN;NOM;MASC;SG;3
fury	جھکّڑ	fury	جھکّڑ	PROPN	PROPN;NOM;MASC;SG;3
lobster	کیکٹ	lobster	کیکٹ	N	
bengkok	ناہموار	bengkok	ناہموار	PROPN	ADJ
bengkok	ٹیڑھا	bengkok	ٹیڑھا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
bengkok	ناہموار	bengkok	ناہموار	PROPN	ADJ
laurel	اعزاز.	laurel	اعزاز.	PROPN	PROPN;NOM;MASC;SG;3
laurel	افتخار	laurel	افتخار	PROPN	PROPN;NOM;MASC;SG;3
crossing	چوراہا.	crossing	چوراہا.	PROPN	PROPN;NOM;MASC;SG;3
ciptakan	اختراع	ciptakan	اختراع	V;SG;ACT	N;NOM;MASC;SG;3
ciptakan	ایجاد	ciptakan	ایجاد	V;SG;ACT	N;NOM;MASC;SG;3
memperbaharui	آغاز	menperbaharui	آغاز	V;SG;ACT	N;NOM;MASC;SG;3
memperbaharui	رکنیت	menperbaharui	رکنیت	V;SG;ACT	N;NOM;MASC;SG;3
indigo	نیل	indigo	نیل	PROPN	PROPN;NOM;MASC;SG;3
kepahlawanan	اعلیٰ	kepahlawanan	اعلیٰ	N;SG	ADJ
lavender	خزامی.	lavender	خزامیؤ	N	PROPN;NOM;MASC;SG;3
kompeten	(	kompeten	(	ADJ;SG	
kompeten	مجاز	kompeten	مجاز	ADJ;SG	N;NOM;MASC;SG;3
kompeten	(	kompeten	(	ADJ;SG	
kompeten	مجاز	kompeten	مجاز	ADJ;SG	N;NOM;MASC;SG;3
sukacita	شادمانی	sukacita	شادمانی	N;SG	ADJ
cacar	سیتلا	cacar	سیتلا	PROPN	PROPN;NOM;MASC;SG;3
cacar	سیتلا	cacar	سیتلا	PROPN	PROPN;NOM;MASC;SG;3
cacar	چیچک	cacar	چیچک	PROPN	PROPN;NOM;MASC;SG;3
cacar	سیتلا.	cacar	سیتلا.	PROPN	PROPN;NOM;MASC;SG;3
cacar	آتشک.	cacar	آتشک.	PROPN	PROPN;NOM;MASC;SG;3
cacar	چیچک	cacar	چیچک	PROPN	PROPN;NOM;MASC;SG;3
perbaiki	پہنچ.	perbaiki	پہنچ	V;SG;ACT	
perbaiki	شہرت	perbaiki	شہرت	V;SG;ACT	N;NOM;FEM;SG;3
perbaiki	چرچا.	perbaiki	چرچا.	V;SG;ACT	
perbaiki	رجوع	perbaiki	رجوع	V;SG;ACT	N;NOM;MASC;SG;3
perbaiki	رسائی	perbaiki	رسائی	V;SG;ACT	N;NOM;MASC;SG;3
perbaiki	مرجع	perbaiki	مرجع	V;SG;ACT	N;NOM;MASC;SG;3
perbaiki	مقبولیت	perbaiki	مقبولیت	V;SG;ACT	N;NOM;MASC;SG;3
perbaiki	ٹانگنا	perbaiki	ٹانگنا	V;SG;ACT	PROPN;NOM;MASC;SG;3
perbaiki	شکنجہ	perbaiki	شکنجہ	V;SG;ACT	N;NOM;MASC;SG;3
perbaiki	رشوت.	perbaiki	رشوت.	V;SG;ACT	PROPN;NOM;MASC;SG;3
perbaiki	ٹانگنا	perbaiki	ٹانگنا	V;SG;ACT	PROPN;NOM;MASC;SG;3
perbaiki	شکنجہ	perbaiki	شکنجہ	V;SG;ACT	N;NOM;MASC;SG;3
perbaiki	رشوت.	perbaiki	رشوت.	V;SG;ACT	PROPN;NOM;MASC;SG;3
perbaiki	تنقیہ	perbaiki	تنقیہ	V;SG;ACT	PROPN;NOM;MASC;SG;3
perbaiki	آبدار	perbaiki	آبدار	V;SG;ACT	PROPN;NOM;MASC;SG;3
perbaiki	تخلیص	perbaiki	تخلیص	V;SG;ACT	
perbaiki	مہذب	perbaiki	مہذب	V;SG;ACT	ADJ
stern	دنبالہ.	stern	دنبالہ.	PROPN	PROPN;NOM;MASC;SG;3
stern	درشت	stern	درشت	PROPN	PROPN;NOM;MASC;SG;3
stern	پشت.	stern	پشت.	PROPN	PROPN;NOM;MASC;SG;3
stern	پچھاڑی	stern	پچھاڑی	PROPN	PROPN;NOM;MASC;SG;3
formulir	جون	formulir	جون	N	PROPN;NOM;MASC;SG;3
formulir	روایت.	formulir	روایت.	N	PROPN;NOM;MASC;SG;3
formulir	بنانا.	formulir	بناناؤ	N	V;MASC;SG;NFIN;ACT
formulir	سدھانا.	formulir	سدھاناؤ	N	PROPN;NOM;MASC;SG;3
formulir	حُلیہ	formulir	حُلیہ	N	PROPN;NOM;MASC;SG;3
formulir	ذات.	formulir	ذات.	N	PROPN;NOM;MASC;SG;3
formulir	کلاس.	formulir	کلاس.	N	PROPN;NOM;MASC;SG;3
formulir	گھڑنا.	formulir	گھڑنا.	N	
formulir	بولنا.	formulir	بولنا.	N	V;NFIN;ACT
formulir	پیرایہ	formulir	پیرایہ	N	PROPN;NOM;MASC;SG;3
formulir	جون	formulir	جون	N	PROPN;NOM;MASC;SG;3
formulir	روایت.	formulir	روایت.	N	PROPN;NOM;MASC;SG;3
formulir	بنانا.	formulir	بناناؤ	N	V;MASC;SG;NFIN;ACT
formulir	سدھانا.	formulir	سدھاناؤ	N	PROPN;NOM;MASC;SG;3
formulir	حُلیہ	formulir	حُلیہ	N	PROPN;NOM;MASC;SG;3
formulir	ذات.	formulir	ذات.	N	PROPN;NOM;MASC;SG;3
formulir	کلاس.	formulir	کلاس.	N	PROPN;NOM;MASC;SG;3
formulir	گھڑنا.	formulir	گھڑنا.	N	
formulir	بولنا.	formulir	بولنا.	N	V;NFIN;ACT
formulir	پیرایہ	formulir	پیرایہ	N	PROPN;NOM;MASC;SG;3
templar	وکیل	templar	وکیل	PROPN	N;NOM;MASC;SG;3
gad	abroad	gad	abroad	PROPN	PROPN;NOM;MASC;SG;3
blast	پھٹکارنا	blast	پھٹکار	N	V;NFIN;ACT
blast	فائرکرنا	blast	فائرکرنا	N	V;NFIN;ACT
blast	پھٹکارنا	blast	پھٹکار	N	V;NFIN;ACT
blast	فائرکرنا	blast	فائرکرنا	N	V;NFIN;ACT
rsu	لنچ.	rsu	لنچ.	PROPN	PROPN;NOM;MASC;SG;3
pisah	over	pisah	over	N;SG;ACT	PROPN;NOM;MASC;SG;3
pisah	جھری	pisah	جھری	N;SG;ACT	PROPN;NOM;MASC;SG;3
pisah	تنکا.	pisah	تنکا.	N;SG;ACT	PROPN;NOM;MASC;SG;3
pisah	درز	pisah	درز	N;SG;ACT	PROPN;NOM;MASC;SG;3
pisah	away	pisah	away	N;SG;ACT	PROPN;NOM;MASC;SG;3
parabola	مکافی	parabola	مکافی	N	PROPN;NOM;MASC;SG;3
purwarupa	نمونے	purwarupa	نمو	N	V;NFIN;ACT
memuliakan	عظمت	menpuliakan	عظمت	V;SG;ACT	N;NOM;FEM;SG;3
takson	موجود	takson	موجود	N	ADJ
takson	دستیاب	takson	دستیاب	N	ADJ
proyektil	پھینکنے	proyektil	پھینک	N	V;ACC;NFIN
proyektil	انداختنی.	proyektil	انداختنی.	N	PROPN;NOM;MASC;SG;3
proyektil	دھکیلنے	proyektil	دھکیل	N	V;ACC;NFIN
proyektil	چھوڑنے	proyektil	چھوڑ	N	V;ACC;NFIN
mengimbangi	پاسنگ-	menimbangi	پاسنگ-	V;SG;ACT	PROPN;NOM;MASC;SG;3
mengimbangi	جواب.	menimbangi	جواب.	V;SG;ACT	PROPN;NOM;MASC;SG;3
pemurnian	جلّاب.	penmurnian	جلّاب.	N;SG	PROPN;NOM;MASC;SG;3
pemurnian	مٹانا.	penmurnian	مٹاناؤ	N;SG	PROPN;NOM;MASC;SG;3
pemurnian	تطہیر	penmurnian	تطہیر	N;SG	
pemurnian	تخلیص	penmurnian	تخلیص	N;SG	
pemurnian	چترائی.	penmurnian	چترائی.	N;SG	V;MASC;SG;V.PTCP;ACT
pemurnian	شائستہ	penmurnian	شائستہ	N;SG	PROPN;NOM;MASC;SG;3
desire	ہوس.	desire	ہوس.	PROPN	
desire	تمنا	desire	تمنا	PROPN	PROPN;NOM;MASC;SG;3
desire	ہوس.	desire	ہوس.	PROPN	
desire	درخواست	desire	درخواست	PROPN	N;NOM;FEM;SG;3
desire	تمنا	desire	تمنا	PROPN	PROPN;NOM;MASC;SG;3
desire	خواہش	desire	خواہش	PROPN	N;NOM;FEM;SG;3
menyakiti	زیادتی	mensakiti	زیادتی	V;SG;ACT	N;NOM;MASC;SG;3
menyakiti	نقصان	mensakiti	نقصان	V;SG;ACT	N;NOM;MASC;SG;3
menyakiti	زبردستی.	mensakiti	زبردستی.	V;SG;ACT	PROPN;NOM;MASC;SG;3
rat	بھگوڑا	rat	بھگوڑا	PROPN	PROPN;NOM;MASC;SG;3
rat	(	rat	(	PROPN	
rat	موش	rat	موش	PROPN	PROPN;NOM;MASC;SG;3
kuman	جرثومہ.	kuman	جرثومہ.	N;SG	PROPN;NOM;MASC;SG;3
syahid	ایذا	syahid	ایذا	PROPN	PROPN;NOM;MASC;SG;3
syahid	شہادت	syahid	شہادت	PROPN	N;NOM;MASC;SG;3
syahid	شدائد.	syahid	شدائد.	PROPN	ADJ
groove	کھانچا	groove	کھانچا	PROPN	
prior	متقدّم.	prior	متقدّم.	PROPN	ADJ
prior	سابق.	prior	سابق.	PROPN	ADJ
buronan	پراں.	buronan	پراں.	N	
buronan	ہنگامی.	buronan	ہنگامین	N	PROPN;NOM;MASC;SG;3
buronan	بھاگنے	buronan	بھاگ	N	V;NFIN
buronan	رواں	buronan	رواں	N	ADJ
buronan	ڈھلمل	buronan	ڈھلمل	N	PROPN;NOM;MASC;SG;3
buronan	عارضی	buronan	عارضی	N	ADJ
karpet	دری	karpet	دری	N	
karpet	دھمکانا	karpet	دھمکانا	N	PROPN;NOM;MASC;SG;3
karpet	ڈانٹنا	karpet	ڈانٹ	N	V;NFIN
karpet	دھمکانا	karpet	دھمکانا	N	PROPN;NOM;MASC;SG;3
karpet	ڈانٹنا	karpet	ڈانٹ	N	V;NFIN
gili	روک	gili	روک	PROPN	V;ACT
gili	سنڈاس.	gili	سنڈاس.	PROPN	PROPN;NOM;MASC;SG;3
masal	(	masal	(	N;SG	
masal	پھوک.	masal	پھوک.	N;SG	PROPN;NOM;MASC;SG;3
belt	دوڑنا	belt	دوڑ	PROPN	V;NFIN;ACT
mengapung	(	menkapung	(	V;SG;ACT	
mengapung	بیڑا	menkapung	بیڑا	V;SG;ACT	N;NOM;MASC;SG;3
mengapung	(	menkapung	(	V;SG;ACT	
anggar	تلوارچلانا	anggar	تلوارچلانا	N;SG	PROPN;NOM;MASC;SG;3
kemeja	بلاؤز.	kemeja	بلاؤز.	N	PROPN;NOM;MASC;SG;3
kemeja	بلاؤز.	kemeja	بلاؤز.	N	PROPN;NOM;MASC;SG;3
kemeja	قمیص	kemeja	قمیص	N	PROPN;NOM;MASC;SG;3
responden	مجیب	responden	مجیب	N;SG	PROPN;NOM;MASC;SG;3
responden	(	responden	(	N;SG	
meterai	درز	meterai	درز	N;SG	PROPN;NOM;MASC;SG;3
menginformasikan	خوبی	meninformasikan	خوبی	V;SG;ACT	N;NOM;MASC;SG;3
menginformasikan	of	meninformasikan	of	V;SG;ACT	
pahala	عقوبت-	pahala	عقوبت-	N;SG	PROPN;NOM;MASC;SG;3
mengejek	استہزا.	menejek	استہزا.		PROPN;NOM;MASC;SG;3
mengejek	تمسخر	menejek	تمسخر		N;NOM;MASC;SG;3
mengejek	طعام.	menejek	طعام.		PROPN;NOM;MASC;SG;3
mengejek	ہبوڑنا.	menejek	ہبوڑنا.		V;NFIN;ACT
mengejek	کھانا	menejek	کھا		V;MASC;SG;NFIN;ACT
mengejek	مضحکہ.	menejek	مضحکہ.		ADJ
mengejek	طنز	menejek	طنز		N;NOM;MASC;SG;3
mengejek	خوراک	menejek	خوراک		N;NOM;FEM;SG;3
mengejek	طعام.	menejek	طعام.		PROPN;NOM;MASC;SG;3
mengejek	ہبوڑنا.	menejek	ہبوڑنا.		V;NFIN;ACT
mengejek	کھانا	menejek	کھا		V;MASC;SG;NFIN;ACT
mengejek	مضحکہ.	menejek	مضحکہ.		ADJ
mengejek	طنز	menejek	طنز		N;NOM;MASC;SG;3
mengejek	خوراک	menejek	خوراک		N;NOM;FEM;SG;3
mengejek	طعن	menejek	طعن		N;NOM;MASC;SG;3
mengejek	بنانا.	menejek	بناناؤ		V;MASC;SG;NFIN;ACT
mengejek	مصنوعی.	menejek	مصنوعی.		PROPN;NOM;MASC;SG;3
heroik	شجیع	heroik	شجیع	N	PROPN;NOM;MASC;SG;3
heroik	ڈرامائی	heroik	ڈرامائی	N	V;PFV;FEM;SG;V.PTCP;ACT
buck	طرحدار	buck	طرحدار	PROPN	PROPN;NOM;MASC;SG;3
buck	خرگوش.	buck	خرگوش.	PROPN	PROPN;NOM;MASC;SG;3
buck	ڈالر.	buck	ڈالر.	PROPN	PROPN;NOM;MASC;SG;3
ketepatan	درستی	ketepatan	درستی	N;SG	ADJ
apoteker	عطّار.	apoteker	عطّارؤ	N;SG	PROPN;NOM;MASC;SG;3
provider	دینے	provider	دے	PROPN	V;NFIN;ACT
provider	کفیل.	provider	کفیل.	PROPN	PROPN;NOM;MASC;SG;3
perincian	سقوط	penrincian	سقوط	N;SG	PROPN;NOM;MASC;SG;3
perincian	بگڑنا	penrincian	بگڑ	N;SG	V;NFIN
perincian	تفصیلات	penrincian	تفصیل	N;SG	N;NOM;MASC;PL;3
hurt	زیادتی	hurt	زیادتی	PROPN	N;NOM;MASC;SG;3
hurt	نقصان	hurt	نقصان	PROPN	N;NOM;MASC;SG;3
hurt	دُکھنا	hurt	دُکھ	PROPN	V;NFIN
