myös	וגם	myös	וגם	ADV	
maalattu	צבועה	maalata	צבוע	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
maalattu	צייר	maalata	צייר	V;NOM;SG;V.PTCP;PASS	PROPN
diana	דיאנה	diana	דיאנה		PROPN
alfonso	אלפונסו	alfonso	אלפונסו	N;NOM;SG	PROPN
hiukset	שיער	hius	שיער	N;NOM;PL	PROPN
hiukset	שערה	hius	שערה	N;NOM;PL	N;FEM;SG
savo	סאבו	savo	סאב	N;NOM;SG	PROPN
perusta	הקרן	perusta	הקרן	N;NOM;SG	
perusta	פרו	perusta	פרו	N;NOM;SG	PROPN
aristoteles	אריסטו	aristoteles	אריסטו	N;NOM;SG	PROPN
todd	טוד	todd	טוד	PROPN;NOM;SG	PROPN
liettua	ליטאי	liettua	ליטאי	N;NOM;SG	PROPN
liettua	ליטא	liettua	ליטא	N;NOM;SG	PROPN
rovaniemi	רובניימי	rova#niemi	רובניימי	N;NOM;SG	PROPN
chicagossa	שיקגו	chicago	שיקג	PROPN;IN+ESS;SG	PROPN
vhs	vhs	vhs	vhs	N;NOM;SG	PROPN
leopold	לאופולד	leopold	לאופולד	N;NOM;SG	PROPN
leopold	ליאופולד	leopold	ליאופולד	N;NOM;SG	PROPN
kangas	מבד	kangas	מבד	N;NOM;SG	
kangas	אריג	kangas	אריג	N;NOM;SG	
palvellut	שירת	palvella	שירת	V;NOM;SG;V.PTCP;ACT	PROPN
laskeva	ירידה	laskea	ירידה	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
string	שרוך	string	שרוך	N;NOM;SG	PROPN
string	מיתר	string	מיתר	N;NOM;SG	
selvinnyt	שרדו	selvitä	שרד	V;NOM;SG;V.PTCP;ACT	V;PL;3;PST;ACT
enkeli	מלאך	enkeli	מלאך	N;NOM;SG	PROPN
enkeli	מלאכית	enkeli	מלאכי	N;NOM;SG	PROPN
botti	בוט	botti	בוט	N;NOM;SG	PROPN
sulttaani	הסולטן	sultta	הסולטן	N;NOM;SG	PROPN
sulttaani	סולטאן	sultta	סולטאן	N;NOM;SG	PROPN
sulttaani	סולטן	sultta	סולטן	N;NOM;SG	PROPN
ilmoitettu	דיווח	ilmoittaa	דיווח	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
ilmoitettu	הכריז	ilmoittaa	הכריז	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
ilmoitettu	הודיעה	ilmoittaa	הודיע	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
ilmoitettu	הודיע	ilmoittaa	הודיע	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
luotettava	אמין	luotettava	אמין	ADJ;NOM;SG	N;MASC;SG
luotettava	אמינה	luotettava	אמין	ADJ;NOM;SG	ADV
luotettava	אמינות	luotettava	אמינות	ADJ;NOM;SG	N;FEM;SG
luotettava	אמינים	luotettava	אמין	ADJ;NOM;SG	ADJ;MASC;PL
luotettava	אמין	luotettava	אמין	ADJ;NOM;SG	N;MASC;SG
luotettava	אמינות	luotettava	אמינות	ADJ;NOM;SG	N;FEM;SG
luotettava	אמינה	luotettava	אמין	ADJ;NOM;SG	ADV
luotettava	מהימן	luotettava	מהימן	ADJ;NOM;SG	N;MASC;SG
laitteet	ציוד	laite	ציוד	N;NOM;PL	N;MASC;SG
jorge	חורחה	jorge	חורחה	PROPN;NOM;SG	PROPN
kääntyy	פניות	kääntyä	פנייה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
kääntyy	תורות	kääntyä	תורה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
kääntyy	הפיכת	kääntyä	הפיכה	V;IND;SG;3;PRS;FIN;ACT	N;PSSD;FEM;SG
kääntyy	מפנה	kääntyä	הפנה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
mielenkiintoinen	מענין	mielenkiintoinen	None	ADJ;NOM;SG	V;MASC;SG;V.PTCP;ACT
mielenkiintoinen	מעניינות	mielenkiintoinen	מעניין	ADJ;NOM;SG	
mielenkiintoinen	מעניינת	mielenkiintoinen	עניין	ADJ;NOM;SG	V;FEM;SG;V.PTCP;ACT
mielenkiintoinen	מעניינים	mielenkiintoinen	מעניין	ADJ;NOM;SG	N;MASC;PL
tyler	טיילר	tyler	טיילר	PROPN;NOM;SG	PROPN
tiger	נמר	tiger	נמר	PROPN;NOM;SG	
tiger	טייגר	tiger	טייגר	PROPN;NOM;SG	PROPN
tiger	טיגריס	tiger	טיגריס	PROPN;NOM;SG	PROPN
tuhoaa	משמיד	tuhota	השמיד	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
yksilöitä	יחידים	yksilö	יחיד	N;PRT;PL	ADJ;MASC;PL
viking	ויקינג	viking	ויקינג		PROPN
viking	ויקינגים	viking	ויקינג		N
bulgaria	בולגריה	bulgari	בולגריה	N;NOM;SG	PROPN
bulgaria	בולגרית	bulgari	בולגרית	N;NOM;SG	PROPN
bulgaria	בולגריה	bulgari	בולגריה	N;NOM;SG	PROPN
suunta	הכיוון	suunta	הכיוון	N;NOM;SG	PROPN
suunta	כיוון	suunta	כיוון	N;NOM;SG	
doug	דאג	doug	דאג	PROPN;NOM;SG	PROPN
ahmed	אחמד	ahmed	אחמד	N;NOM;SG	PROPN
uni	שינה	uni	שינה	N;NOM;SG	PROPN
uni	תישן	uni	תישן	N;NOM;SG	
uni	לישון	uni	לישון	N;NOM;SG	
uni	החלום	uni	החלום	N;NOM;SG	PROPN
uni	לחלום	uni	חלם	N;NOM;SG	V;NFIN;ACT
uni	אוני	uni	אוני	N;NOM;SG	PROPN
trumpetti	חצוצרה	trumpetti	חצוצרה	N;NOM;SG	PROPN
johdettu	נגזר	johtaa	נגזר	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
pintaan	משטח	pinta	משטח	N;IN+ALL;SG	
luonnollinen	טבעית	luonnollinen	טבעי	ADJ;NOM;SG	ADV
luonnollinen	טבעיות	luonnollinen	טבעי	ADJ;NOM;SG	ADJ;FEM;PL
hyökkäykset	תקיפות	hyökkäys	תקיפות	N;NOM;PL	N;FEM;SG
tukevat	תומך	tukea	תמך	V;PL;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
tukevat	תומכת	tukea	תמך	V;PL;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
keisarinna	קיסרית	keisarinta	קיסרי	N;NOM;SG	PROPN
keisarinna	הקיסרית	keisarinta	הקיסרית	N;NOM;SG	PROPN
lueteltu	רשום	luetella	רשם	V;NOM;SG;V.PTCP;PASS	PROPN
lueteltu	רשומה	luetella	רשומה	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
hankala	קשה	hankala	קשה	ADJ;NOM;SG	ADV
hankala	קשים	hankala	קשה	ADJ;NOM;SG	ADJ;MASC;PL
nico	ניקו	nico	ניקו	PROPN;NOM;SG	PROPN
pudotti	צנח	pudottaa	צנח	V;IND;SG;3;PST;FIN;ACT	PROPN
federaation	הפדרציה	federaatio	הפדרציה	N;GEN;SG	PROPN
butler	באטלר	butler	באטלר	PROPN;NOM;SG	PROPN
butler	משרת	butler	משרה	PROPN;NOM;SG	N;FEM;SG
ratkaisua	פיתרון	ratkaisu	פיתרון	N;PRT;SG	PROPN
ratkaisua	הפתרון	ratkaisu	הפתרון	N;PRT;SG	PROPN
lennart	לנארט	lennart	לנארט	N;NOM;SG	PROPN
praha	פראג	praha	פראג	PROPN;NOM;SG	PROPN
väliaikainen	ביניים	väli#aikainen	ביניים	ADJ;NOM;SG	
väliaikainen	זמנית	väli#aikainen	זמנית	ADJ;NOM;SG	ADV
väliaikainen	זמני	väli#aikainen	זמני	ADJ;NOM;SG	
ibm	ibm	ibm	ibm	PROPN;NOM;SG	PROPN
olympialaiset	האולימפיים	olympialainen	האולימפיים	N;NOM;PL	N;MASC;DU
kuullut	שמע	kuulla	שמע	V;NOM;SG;V.PTCP;ACT	
blake	בלייק	blake	בלייק	PROPN;NOM;SG	PROPN
suosittua	אהוד	suosittu	אהוד	ADJ;PRT;SG	PROPN
suosittua	פופולריים	suosittu	פופולרי	ADJ;PRT;SG	ADJ;MASC;PL
suosittua	פופולריות	suosittu	פופולריות	ADJ;PRT;SG	N;FEM;SG
rocky	רוקי	rocky	רוק	N;NOM;SG	PROPN
catherine	קתרין	catherine	קתרין	N;NOM;SG	PROPN
papua	פפואה	papu	פפואה	N;PRT;SG	PROPN
papua	בין	papu	בין	N;PRT;SG	ADP
näytetään	מציג	näyttää	הציג	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP;ACT
opposition	האופוזיציה	oppositio	האופוזיציה	N;GEN;SG	PROPN
taitava	מוכשרים	taitava	הוכשר	ADJ;NOM;SG	V;MASC;PL;V.PTCP;PASS
syyskuu	ספטמבר	syyskuu	ספטמבר	N;NOM;SG	PROPN
suuntaa	הכיוון	suunta	הכיוון	N;PRT;SG	PROPN
suuntaa	כיוון	suunta	כיוון	N;PRT;SG	
yrittäjä	יזם	yrittäjä	יזם	N;NOM;SG	PROPN
taloustieteilijä	כלכלן	talous#tieteilijä	כלכלן	N;NOM;SG	PROPN
madonna	מדונה	madontaa	מדונה	N;NOM;SG	PROPN
iho	העור	iho	העור	N;NOM;SG	
thaimaan	תאילנד	thai#maa	תאילנד	N;GEN;SG	PROPN
thaimaan	תאילנדי	thai#maa	תאילנדי	N;GEN;SG	PROPN
tampa	טמפה	tampa	טמפה	PROPN;NOM;SG	PROPN
osio	החלוקה	osio	החלוקה	N;NOM;SG	PROPN
siemenet	זרע	siemen	זרע	N;NOM;PL	
michelle	מישל	mich	מישל	PROPN;NOM;SG	PROPN
lentäjä	פיילוט	lentäjä	פיילוט	N;NOM;SG	PROPN
vanhempia	הורים	vanha	הורה	ADJ;PRT;CMPR;PL	N;MASC;PL
vanhempia	ההורים	vanha	ההורה	ADJ;PRT;CMPR;PL	N;MASC;PL
divisioonaa	מחלקות	divi#sio#ona	מחלקה	N;PRT;SG	N;FEM;PL
youtubessa	טיוב	youtube	טיוב	PROPN;IN+ESS;SG	PROPN
youtubessa	youtube	youtube	None	PROPN;IN+ESS;SG	
youtubessa	יוטיוב	youtube	יוטיוב	PROPN;IN+ESS;SG	PROPN
standardin	סטנדרטים	standardi	לסטנדרט	N;GEN;SG	N;MASC;PL
standardin	סטנדרט	standardi	None	N;GEN;SG	PROPN
standardin	סטנדרטי	standardi	סטנדרטי	N;GEN;SG	ADJ;MASC;SG
cyrus	סיירוס	cyrus	סיירוס	PROPN;NOM;SG	PROPN
hallinnoi	לנהל	hallinnoida	ניהל	N;NOM;SG	V;NFIN;ACT
hallinnoi	נהלי	hallinnoida	נהלי	N;NOM;SG	ADJ;MASC;PL
nykyaikainen	מודרנית	nykyaikainen	מודרני	ADJ;NOM;SG	ADV
nykyaikainen	מודרניות	nykyaikainen	מודרני	ADJ;NOM;SG	ADJ;FEM;PL
nykyaikainen	עכשווית	nykyaikainen	עכשווי	ADJ;NOM;SG	N;FEM;SG
kuolla	תמות	kuolla	מת	V;SG;NFIN;ACT	
kuolla	למות	kuolla	מת	V;SG;NFIN;ACT	
kuolla	גוסס	kuolla	גסס	V;SG;NFIN;ACT	PROPN
kuolla	למות	kuolla	מת	V;SG;NFIN;ACT	
karin	קארין	karin	קארין	PROPN;NOM;SG	PROPN
tuomittu	נידון	tuomita	נידון	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;PST;MID
tuomittu	נידון	tuomita	נידון	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;PST;MID
tuomittu	נחרץ	tuomita	נחרץ	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;MID
vastine	המקבילה	vastine	המקבילה	N;NOM;SG	ADV
vastine	מקבילה	vastine	מקביל	N;NOM;SG	V;FEM;SG;V.PTCP;ACT
volvo	וולוו	volvo	וולה	N;NOM;SG	PROPN
mitattuna	נמדד	mitata	נמדד	V;FRML;SG;V.PTCP;PASS	V;MASC;SG;PST;MID
peace	שלום	peace	שלום		PROPN
peace	השלום	peace	השלום		
peace	שלווה	peace	שלווה		
kukka	פרח	kukka	פרח	N;NOM;SG	PROPN
homer	הומר	homer	הומר	N;NOM;SG	PROPN
kopio	לשכפל	kopio	שכפל	N;NOM;SG	V;NFIN;ACT
kopio	העתק	kopio	העתק	N;NOM;SG	
kopio	העתק	kopio	העתק	N;NOM;SG	
huilu	חליל	huilu	חליל	N;NOM;SG	PROPN
olemassaolo	הקיום	olemassaolo	הקיום	N;NOM;SG	PROPN
korvaa	החלף	korva	החלף	V;IMP;SG;2;FIN;ACT	
korvaa	תחליף	korva	החליף	V;IMP;SG;2;FIN;ACT	V;FEM;SG;3;FUT;ACT
korvaa	החליפי	korva	החליף	V;IMP;SG;2;FIN;ACT	ADV
poliisit	משטרה	poliisi	משטרה	N;NOM;PL	N;FEM;SG
poliisit	המשטרה	poliisi	המשטר	N;NOM;PL	PROPN
festivaali	הפסטיבל	festi#vaali	הפסטיבל	N;NOM;SG	PROPN
augustus	אוגוסטוס	augustus	אוגוסטוס	N;NOM;SG	PROPN
forum	פורום	forum	פורום	N;NOM;SG	ADV
ylempi	העליונה	ylempi	העליונה	ADJ;NOM;SG	PROPN
ylempi	ממונה	ylempi	מונה	ADJ;NOM;SG	V;MASC;SG;V.PTCP;PASS
ylempi	עליונות	ylempi	עליונות	ADJ;NOM;SG	N;FEM;SG
ylempi	נעלה	ylempi	נעלה	ADJ;NOM;SG	
osake	סטוק	osake	סטוק	N;NOM;SG	PROPN
osake	מניה	osake	מניה	N;NOM;SG	
osake	מלאי	osake	מלאי	N;NOM;SG	
osake	מניות	osake	מנייה	N;NOM;SG	N;FEM;PL
rakastaa	באהבה	rakastaa	באהבה	V;IND;SG;3;PRS;FIN;ACT	PROPN
rakastaa	אוהב	rakastaa	אהב	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
rakastaa	אהבה	rakastaa	אהבה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
rakastaa	אוהבת	rakastaa	אהב	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
rakastaa	אהובה	rakastaa	אהובה	V;IND;SG;3;PRS;FIN;ACT	PROPN
rakastaa	אהבות	rakastaa	אהבה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
katoaa	נעלמים	kadota	נעלם	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;MID
katoaa	נעלמות	kadota	נעלם	V;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;V.PTCP;MID
katoaa	היעלמות	kadota	היעלמות	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
katoaa	נעלמת	kadota	נעלם	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;MID
luetteloon	הרשימה	luettelo	הרשים	N;IN+ALL;SG	V;FEM;SG;3;PST;ACT
snake	סנייק	snake	סנייק		PROPN
snake	נחש	snake	נחש		
hurrikaani	הוריקן	hurrikaani	הוריקן	N;NOM;SG	PROPN
nepalin	נפאל	nepali	נפאל	N;GEN;SG	PROPN
nepalin	נפאלי	nepali	None	N;GEN;SG	PROPN
miekka	חרב	miekka	חרב	N;NOM;SG	
kenny	קני	kennä	קני	N;NOM;SG	
laatua	איכותי	laatu	איכותי	N;PRT;SG	ADJ;MASC;SG
laatua	באיכות	laatu	באיכות	N;PRT;SG	
puhelin	הטלפון	puhelin	הטלפון	N;NOM;SG	PROPN
grey	אפורה	grey	אפורה		ADJ;FEM;SG
grey	גריי	grey	גריי		PROPN
grey	אפור	grey	אפור		
pyydettiin	ביקש	pyytää	ביקש	V;IND;PST;FIN;PASS	V;MASC;SG;3;PST;ACT
pyydettiin	המבוקש	pyytää	המבוקש	V;IND;PST;FIN;PASS	ADV
pyydettiin	בקשה	pyytää	בקשה	V;IND;PST;FIN;PASS	N;FEM;SG
pyydettiin	מבוקש	pyytää	מבוקש	V;IND;PST;FIN;PASS	ADJ;MASC;SG
senttiä	סנטים	sentti	סנט	N;PRT;SG	N;MASC;PL
senttiä	סנטימטרים	sentti	סנטימטר	N;PRT;SG	N;MASC;PL
periaate	העיקרון	periaate	העיקרון	N;NOM;SG	PROPN
albanian	אלבנית	albania	אלבני	N;GEN;SG	PROPN
albanian	אלבני	albania	אלבני	N;GEN;SG	PROPN
albanian	אלבניה	albania	אלבניה	N;GEN;SG	PROPN
henkilöstö	סגל	henkilöstö	סגל	N;NOM;SG	PROPN
henkilöstö	סגל	henkilöstö	סגל	N;NOM;SG	PROPN
bennett	בנט	bennett	בנט	N;NOM;SG	
yksitoista	eleven	yksi#toista	eleven	NUM;NOM;SG	
standardi	סטנדרטים	standardi	לסטנדרט	N;NOM;SG	N;MASC;PL
standardi	סטנדרט	standardi	None	N;NOM;SG	PROPN
standardi	סטנדרטי	standardi	סטנדרטי	N;NOM;SG	ADJ;MASC;SG
suunnan	הכיוון	suunta	הכיוון	N;GEN;SG	PROPN
suunnan	כיוון	suunta	כיוון	N;GEN;SG	
kosto	נקם	kosto	נקם	N;NOM;SG	
kosto	נקמת	kosto	נקמה	N;NOM;SG	
kosmos	קוסמוס	kosmos	קוסמוס	N;NOM;SG	PROPN
koordinaatit	קואורדינטות	koordinaatti	קואורדינטה	N;NOM;PL	N;FEM;SG
pastori	כומר	pastori	כומר	N;NOM;SG	PROPN
sopivaa	מתאים	sopiva	התאים	ADJ;PRT;SG	V;MASC;SG;V.PTCP;ACT
sopivaa	הולם	sopiva	הולם	ADJ;PRT;SG	
sopivaa	מתאימה	sopiva	התאים	ADJ;PRT;SG	V;FEM;SG;V.PTCP;ACT
listaa	הרשימה	lista	הרשים	N;PRT;SG	V;FEM;SG;3;PST;ACT
rita	ריטה	rita	ריטה	PROPN;NOM;SG	PROPN
sääntö	כלל	sääntö	כלל	N;NOM;SG	ADV
sääntö	הכלל	sääntö	הכלל	N;NOM;SG	PROPN
lyhyet	קצר	lyhyt	קצר	ADJ;NOM;PL	ADJ;MASC;SG
lyhyet	קיצור	lyhyt	קיצור	ADJ;NOM;PL	N;MASC;SG
lyhyet	קצרה	lyhyt	קצר	ADJ;NOM;PL	ADV
kimi	קימי	kimi	קימי	PROPN;NOM;SG	PROPN
kimi	קים	kimi	קים	PROPN;NOM;SG	PROPN
spencer	ספנסר	spencer	ספנסר	PROPN;NOM;SG	PROPN
malcolm	מלקולם	malcolm	מלקולם	PROPN;NOM;SG	PROPN
holmes	הולמס	holmes	הולמס	N;NOM;SG	PROPN
metroasema	התחתית	metro#asema	התחתית	N;NOM;SG	V;MASC;SG;3;PST
vaatteita	ביגוד	vaate	ביגוד	N;PRT;PL	
vaatteita	הלבשה	vaate	הלבשה	N;PRT;PL	N;FEM;SG
laajat	נרחב	laaja	נרחב	ADJ;NOM;PL	ADJ;MASC;SG
laajat	נרחבת	laaja	נרחב	ADJ;NOM;PL	V;FEM;SG;V.PTCP;MID
laajat	עצום	laaja	עצום	ADJ;NOM;PL	ADJ;MASC;SG
asfaltti	אספלט	asfaltti	אספלט	N;NOM;SG	PROPN
israelissa	ישראל	israeli	ישראל	N;IN+ESS;SG	PROPN
järkevää	רציונלית	järkevä	רציונלי	ADJ;PRT;SG	ADV
järkevää	רציונלי	järkevä	רציונלי	ADJ;PRT;SG	N;MASC;SG
työntekijöitä	פועלות	työ#tekijä	פעל	N;PRT;PL	V;FEM;PL;V.PTCP;ACT
antoine	אנטואן	antaa	אנטואן	N;NOM;SG	PROPN
floridassa	פלורידה	florita	פלורידה	N;IN+ESS;SG	PROPN
pintaa	משטח	pinta	משטח	N;PRT;SG	
ten	עשר	ten	עשר		NUM;FEM;SG
ten	ten	ten	ten		
ten	עשרה	ten	עשרה		NUM;MASC;SG
hugh	יו	hugh	יו	PROPN;NOM;SG	
rauniot	חורבות	raunio	חורבות	N;NOM;PL	
rauniot	הורסת	raunio	הורסה	N;NOM;PL	V;FEM;SG;V.PTCP;ACT
konsertti	קונצרט	konsertti	קונצרט	N;NOM;SG	PROPN
kriisin	המשבר	kriisi	המשבר	N;GEN;SG	PROPN
edestä	קדמי	edestä	קדם	ADV	PROPN
edestä	חזית	edestä	חזית	ADV	N;FEM;SG
lucky	מזל	lucky	מזל		
lucky	לאקי	lucky	לאקי		PROPN
kööpenhaminan	קופנהגן	kööpen#hamina	קופנהגן	N;GEN;SG	PROPN
sergio	סרחיו	sergio	סרחיו	PROPN;NOM;SG	
oxfordin	אוקספורד	oxford	אוקספורד	N;GEN;SG	PROPN
xiii	xiii	xiii	xiii	ADJ	NUM
aikuiset	בוגרת	aikuinen	בוגר	N;NOM;PL	N;FEM;SG
aikuiset	בוגר	aikuinen	בוגר	N;NOM;PL	
aikuiset	מבוגר	aikuinen	מבוגר	N;NOM;PL	ADJ;MASC;SG
yhteiskunnallinen	חברתיות	yhteis#kunnallinen	חברתי	ADJ;NOM;SG	ADJ;FEM;PL
yhteiskunnallinen	חברתית	yhteis#kunnallinen	חברתי	ADJ;NOM;SG	ADV
liu	ליו	liu	ליו	N;NOM;SG	PROPN
dee	די	dee	די	PROPN;NOM;SG	ADV
jyrkästi	בחדות	jyrkästi	בחדות	ADV	
volgan	וולגה	volga	וולגה	N;GEN;SG	PROPN
finaali	סופית	finaali	סופית	N;NOM;SG	ADV
finaali	סופי	finaali	סופי	N;NOM;SG	
finaali	סופיות	finaali	סופיות	N;NOM;SG	N;FEM;PL
kent	קנט	kenttä	קנט	PROPN;NOM;SG	PROPN
raskaana	היריון	raskas	היריון	ADJ;FRML;SG	N;MASC;SG
raskaana	הרה	raskas	הרה	ADJ;FRML;SG	
raskaana	בהריון	raskas	בהריון	ADJ;FRML;SG	PROPN
raskaana	בהיריון	raskas	בהיריון	ADJ;FRML;SG	PROPN
mielipide	הדעה	mieli#pide	הדעה	N;NOM;SG	ADV
lev	לב	lev	לב	N;NOM;SG	PROPN
betty	בטי	betty	ביט	N;NOM;SG	PROPN
näkyvä	גלויה	näkyä	גלוי	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
näkyvä	גלוי	näkyä	גלוי	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG
potilas	המטופל	potilas	המטופל	N;NOM;SG	PROPN
potilas	חולה	potilas	חלה	N;NOM;SG	PROPN
potilas	מטופלת	potilas	טופל	N;NOM;SG	V;FEM;SG;V.PTCP;PASS
potilas	מטופל	potilas	טופל	N;NOM;SG	PROPN
hiekka	סאנד	hiekka	סאנד	N;NOM;SG	PROPN
hiekka	חול	hiekka	חול	N;NOM;SG	
hiekka	סנדס	hiekka	סנדס	N;NOM;SG	PROPN
hiekka	חולות	hiekka	חלה	N;NOM;SG	
hiekka	החולות	hiekka	החולה	N;NOM;SG	N;FEM;PL
konsertissa	קונצרט	konsertti	קונצרט	N;IN+ESS;SG	PROPN
mainittiin	ציינו	mainita	ציין	V;IND;PST;FIN;PASS	V;PL;3;PST;ACT
mainittiin	הזכיר	mainita	הזכיר	V;IND;PST;FIN;PASS	V;MASC;SG;3;PST;ACT
tykki	תותח	tykki	הותח	N;NOM;SG	PROPN
tykki	רובה	tykki	רובה	N;NOM;SG	PROPN
rodríguez	רודריגס	rodríguez	רודריגס	N;NOM;SG	PROPN
crystal	גביש	crystal	גביש	N;NOM;SG	PROPN
crystal	קריסטל	crystal	קריסטל	N;NOM;SG	PROPN
ahkerasti	בחריצות	ahkerasti	בחריצות	ADV	N;FEM;SG
lämmin	חמים	lämmin	חם	ADJ;NOM;SG	ADJ;MASC;PL
lämmin	חם	lämmin	חם	ADJ;NOM;SG	
lämmin	חמה	lämmin	חם	ADJ;NOM;SG	PROPN
rauhaa	שלום	rauha	שלום	N;PRT;SG	PROPN
rauhaa	השלום	rauha	השלום	N;PRT;SG	
rauhaa	שלווה	rauha	שלווה	N;PRT;SG	
käskee	מצווה	käskeä	ציווה	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
käskee	פקודות	käskeä	פקודה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
teoriassa	תאורטית	teoria	תאורטית	N;IN+ESS;SG	ADV
teoriassa	תיאורטית	teoria	תיאורטית	N;IN+ESS;SG	ADV
face	פניה	face	פניה		
face	פרצוף	face	פרצוף		N;MASC;SG
face	פנים	face	פנים		N;MASC;PL
face	פייס	face	פייס		PROPN
polttoaineen	הדלק	poltto#aine	הדלק	N;GEN;SG	
muunnos	המרה	muunnos	המרה	N;NOM;SG	
omistajan	הבעלים	omistaja	הבעל	N;GEN;SG	N;MASC;PL
omistajan	בעלים	omistaja	בעלים	N;GEN;SG	N;MASC;PL
bushin	בוש	bush	בוש	N;GEN;SG	PROPN
bushin	שיח	bush	שיח	N;GEN;SG	PROPN
leski	אלמנה	leski	אלמנה	N;NOM;SG	PROPN
leski	אלמן	leski	אלמן	N;NOM;SG	PROPN
leski	אלמן	leski	אלמן	N;NOM;SG	PROPN
leski	אלמנה	leski	אלמנה	N;NOM;SG	PROPN
jpl	jpl	jpl	jpl		PROPN
muisti	הזיכרון	muistaa	הזיכרון	N;NOM;SG	PROPN
muisti	זכרון	muistaa	זיכרון	N;NOM;SG	PROPN
cook	קוק	cook	קוק	PROPN;NOM;SG	PROPN
cook	טבח	cook	טבח	PROPN;NOM;SG	N;MASC;SG
musikaali	מוזיקלי	musikaali	מוזיקלי	N;NOM;SG	ADJ;MASC;SG
musikaali	מוסיקלי	musikaali	מוזיקלי	N;NOM;SG	ADJ;MASC;SG
neuvottelut	ומתן	neuvottelu	ומתן	N;NOM;PL	PROPN
vähentynyt	ירידה	vähentyä	ירידה	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
vähentynyt	מופחת	vähentyä	מופחה	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;PASS
vähentynyt	מוזל	vähentyä	מוזל	V;NOM;SG;V.PTCP;ACT	
suurlähettiläs	השגריר	suur#lähettiläs	השגריר	N;NOM;SG	PROPN
suurlähettiläs	שגריר	suur#lähettiläs	שגריר	N;NOM;SG	PROPN
prahan	פראג	praha	פראג	N;GEN;SG	PROPN
pepe	פפה	pepe	פפה	N;NOM;SG	PROPN
hankalaa	קשה	hankala	קשה	ADJ;PRT;SG	ADV
hankalaa	קשים	hankala	קשה	ADJ;PRT;SG	ADJ;MASC;PL
jevgeni	יבגני	jevge	יבגן	N;NOM;SG	PROPN
harvardin	הארוורד	harvardi	הארוורד	N;GEN;SG	PROPN
harvardin	הרווארד	harvardi	הרווארד	N;GEN;SG	PROPN
salmen	מצר	salmen	מצר	N;GEN;SG	PROPN
columbus	קולומבוס	columbus	קולומבוס	N;NOM;SG	PROPN
ateena	אתונה	ate	אתונה	N;NOM;SG	PROPN
etsivät	הבלשים	etsiä	הבלש	V;IND;PL;3;PRS;FIN;ACT	N;MASC;PL
etsivät	בלשי	etsiä	בלשי	V;IND;PL;3;PRS;FIN;ACT	PROPN
etsivät	בלשים	etsiä	בלש	V;IND;PL;3;PRS;FIN;ACT	N;MASC;PL
mia	מיה	minä	מיה	PROPN;NOM;SG	PROPN
mooseksen	מוזס	mooses	מוזס	N;GEN;SG	PROPN
mooseksen	משה	mooses	משה	N;GEN;SG	PROPN
pahaa	רע	paha	רע	ADJ;PRT;SG	N;MASC;SG
pahaa	רעה	paha	רע	ADJ;PRT;SG	
pahaa	רעים	paha	רעים	ADJ;PRT;SG	ADJ;MASC;PL
pahaa	רעות	paha	רעות	ADJ;PRT;SG	PROPN
pahaa	רשע	paha	רשע	ADJ;PRT;SG	PROPN
pahaa	הרוע	paha	הרוע	ADJ;PRT;SG	N;MASC;SG
pahaa	רוע	paha	רוע	ADJ;PRT;SG	
texasin	טקסס	texata	טקסס	N;GEN;SG	PROPN
