elst	эльст	gla	эльст	N	
aksjon	меры	aksjon	мера	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
aksjon	действий	aksjon	действие	N;INDF;MASC;SG	N;INAN;GEN;NEUT;PL
aksjon	действия	aksjon	действие	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
finans	финансы	finans	финансы	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
trygt	сейф	trygg	сейф	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
omringet	окружен	omring	окружить	N;DEF;NEUT;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
omringet	окружили	omring	окружить	N;DEF;NEUT;SG	V;PFV;IND;PL;PST;FIN;ACT
nominasjon	кандидатуры	nominasjon	кандидатура	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
nominasjon	номинации	nominasjon	номинация	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
kriminalitet	преступления	kriminalitet	преступление	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
hengende	висит	hengende	висеть	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
beholder	контейнер	beholder	контейнер	V;IND;PRS;FIN	N;INAN;NOM;MASC;SG
hvile	отдохнуть	hvile	отдохнуть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
gotisk	gothic	gotisk	gothic	ADJ;INDF;NEUT;SG	PROPN
motors	двигатели	motors	двигатель	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
motors	motors	motors	motors	N;INDF;MASC;SG	PROPN
anonyme	анонимность	anonym	анонимность	ADJ;PL	N;INAN;NOM;FEM;SG
anonyme	анонимный	anonym	анонимный	ADJ;PL	ADJ;NOM;MASC;SG
anonyme	анонимно	anonym	анонимно	ADJ;PL	ADV
ark	арк	ark	арк	N;INDF;NEUT;SG	
hviler	отдыхает	hvile	отдыхать	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
erobring	завоевания	erobring	завоевание	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
rikdom	богатства	rikdom	богатство	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
argentinske	аргентинский	argentinsk	аргентинский	ADJ;PL	ADJ;NOM;MASC;SG
argentinske	аргентинская	argentinsk	аргентинский	ADJ;PL	ADJ;NOM;FEM;SG
moral	морали	moral	мораль	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
verft	верфи	verft	верфь	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
plattformen	платформы	plattform	платформа	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
hunt	хант	hunt	хант	N;INDF;MASC;SG	PART
langsomt	медленно	langsom	медленно	ADJ;INDF;NEUT;SG	ADV
langsomt	потихоньку	langsom	потихоньку	ADJ;INDF;NEUT;SG	ADV
aspekter	аспекты	aspekter	аспект	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
emi	emi	emi	emi	N;INDF;NEUT;SG	PROPN
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	PROPN
fortsettelse	продолжил	fortsettelse	продолжить	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
bart	усы	bart	ус	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
gjennomgang	пересмотреть	gjennomgang	пересмотреть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
kinoer	кинотеатрах	kino	кинотеатр	N;INDF;MASC;SG	N;INAN;ESS;MASC;PL
kinoer	кинотеатрах	kino	кинотеатр	N;INDF;MASC;SG	N;INAN;ESS;MASC;PL
rein	чистые	rein	чистый	N;INDF;MASC;SG	ADJ;NOM;PL
rein	чистая	rein	чистый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rein	чисто	rein	чисто	N;INDF;MASC;SG	ADV
rein	чистый	rein	чистый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
rein	очистить	rein	очистить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
rein	чистой	rein	чистый	N;INDF;MASC;SG	ADJ;INS;FEM;SG
oppvarming	потепления	oppvarming	потепление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
tibetansk	тибетский	tibetansk	тибетский	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
wei	вэй	wei	вэй	PROPN	N;INAN;NOM;MASC;SG
erfarne	опытный	erfarne	опытный	ADJ;PL	ADJ;NOM;MASC;SG
kryss	пересечения	kryss	пересечение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
word	word	word	word	N;INDF;NEUT;SG	PROPN
fødselen	роды	fødsel	роды	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
tau	веревки	tau	веревка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
sem	sem	sem	sem	N;INDF;MASC;SG	PROPN
oppfylt	выполнено	oppfylle	выполнить	ADJ;INDF;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
oppfylt	выполнены	oppfylle	выполнить	ADJ;INDF;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
planlegger	планирование	planleggje	планирование	V;IND;PRS;FIN	N;INAN;NOM;NEUT;SG
planlegger	планирование	planleggje	планирование	V;IND;PRS;FIN	N;INAN;NOM;NEUT;SG
planlegger	планы	planleggje	план	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
kledd	одеты	kledd	одеть	ADJ;INDF;SG	V;PFV;PL;PST;V.PTCP;PASS
kledd	одета	kledd	одеть	ADJ;INDF;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
kledd	одетый	kledd	одеть	ADJ;INDF;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
pågår	текущих	pågå	текущий	V;IND;PRS;FIN	ADJ;GEN;PL
fuktig	сырости	fuktig	сырость	ADJ;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
hjulpet	помогло	hjulp	помочь	N;DEF;NEUT;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
hjulpet	помогли	hjulp	помочь	N;DEF;NEUT;SG	V;PFV;IND;PL;PST;FIN;ACT
hjulpet	помог	hjulp	помочь	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
hjulpet	помогла	hjulp	помочь	N;DEF;NEUT;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
nou	ноу	nou	ноу	N;INDF;MASC;SG	INTJ
mannlig	мужчина	mannlig	мужчина	ADJ;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
mannlig	самец	mannlig	самец	ADJ;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
mannlig	мужские	mannlig	мужской	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
forberede	приготовиться	forbere	приготовиться	N;INDF;MASC;SG	V;PFV;NFIN;MID
forberede	подготовиться	forbere	подготовиться	N;INDF;MASC;SG	V;PFV;NFIN;MID
forberede	подготовить	forbere	подготовить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
detaljerte	подробно	detaljert	подробно	ADJ;PL	ADV
detaljerte	подробный	detaljert	подробный	ADJ;PL	ADJ;NOM;MASC;SG
detaljerte	подробное	detaljert	подробный	ADJ;PL	ADJ;NOM;NEUT;SG
utenlands	зарубежные	utenlands	зарубежный	N;INDF;MASC;SG	ADJ;NOM;PL
utenlands	заморских	utenlands	заморский	N;INDF;MASC;SG	ADJ;GEN;PL
tegne	рисовать	ta	рисовать	N;INDF;FEM;SG	V;IPFV;NFIN;ACT
tegne	привлечь	ta	привлечь	N;INDF;FEM;SG	V;PFV;NFIN;ACT
tegne	нарисовать	ta	нарисовать	N;INDF;FEM;SG	V;PFV;NFIN;ACT
aksjer	разделяет	aksjer	разделять	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
aksjer	доли	aksjer	доля	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
aksjer	акции	aksjer	акция	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
antydet	намекнул	antyd	намекнуть	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
skyter	стреляет	skyte	стрелять	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
cbs	cbs	cbs	cbs	N	PROPN
ulrik	ульрик	ulrik	ульрик	N;INDF;MASC;SG	
kansler	ректор	kansle	ректор	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
kansler	канцлер	kansle	канцлер	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
skarpe	острая	skarp	острый	ADJ;PL	ADJ;NOM;FEM;SG
skarpe	шарп	skarp	шарп	ADJ;PL	N;INAN;NOM;MASC;SG
skarpe	острый	skarp	острый	ADJ;PL	ADJ;NOM;MASC;SG
klinisk	клинических	klinisk	клинический	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
videoen	video	video	video	N;DEF;MASC;SG	PROPN
flytting	переселения	flytting	переселение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
flytting	двигаться	flytting	двигаться	N;INDF;FEM;SG	V;IPFV;NFIN;MID
rømme	сбежать	rømme	сбежать	N;INDF;FEM;SG	V;PFV;NFIN;ACT
tinn	тин	tinn	тин	N;INDF;MASC;SG	INTJ
shaw	шо	shaw	шо	N;INDF;MASC;SG	
psykologisk	психологические	psykologisk	психологический	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
vokaler	гласные	vokale	гласный	N;INDF;NEUT;SG	ADJ;NOM;PL
raser	гонки	raser	гонка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
underholdning	развлечения	underholdning	развлечение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
underholdning	entertainment	underholdning	entertainment	N;INDF;FEM;SG	PROPN
fotografi	фотографии	fotografi	фотография	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
fotografi	сфотографировать	fotografi	фотографировать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
engineering	инженерии	engineering	инженерия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
dagbok	journal	dagbok	journal	N;INDF;FEM;SG	PROPN
ankommer	прибывает	ankommer	прибывать	N;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ankommer	прибывающих	ankommer	прибывать	N;INDF;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
bevissthet	осведомленность	bevissthet	осведомленность	ADJ;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
bevissthet	осознание	bevissthet	осознание	ADJ;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
bevissthet	осведомленности	bevissthet	осведомленность	ADJ;INDF;NEUT;SG	N;INAN;GEN;FEM;SG
bevissthet	сознание	bevissthet	сознание	ADJ;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
mystiske	мистик	mystisk	мистик	ADJ;PL	N;ANIM;NOM;MASC;SG
look	посмотри	look	смотреть	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
look	смотрите	look	смотреть	N;INDF;MASC;SG	V;IPFV;IMP;PL;2;FIN;ACT
look	смотри	look	смотреть	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
look	посмотрите	look	смотреть	N;INDF;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
cato	като	cato	като	N	
forbød	запрещена	forbød	запретить	N;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
forbød	запрещены	forbød	запретить	N;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
forbød	запрещен	forbød	запретить	N;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
forbød	запрещено	forbød	запретить	N;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
forbrytelser	преступления	forbrytelser	преступление	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
landing	посадки	landing	посадка	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
intern	внутренние	intern	внутренний	ADJ;INDF;SG	ADJ;NOM;PL
utrolig	поразительно	utrolig	поразительно	ADJ;INDF;NEUT;SG	ADV
utrolig	изумительно	utrolig	изумительно	ADJ;INDF;NEUT;SG	ADV
utrolig	потрясающе	utrolig	потрясающий	ADJ;INDF;NEUT;SG	ADV
utrolig	невероятные	utrolig	невероятный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
utrolig	невероятно	utrolig	невероятно	ADJ;INDF;NEUT;SG	ADV
utrolig	невероятные	utrolig	невероятный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
utrolig	невероятно	utrolig	невероятно	ADJ;INDF;NEUT;SG	ADV
brenner	сжигание	brenner	сжигание	V;IND;PRS;FIN	N;INAN;NOM;NEUT;SG
brenner	бреннер	brenner	бреннер	V;IND;PRS;FIN	N;ANIM;NOM;MASC;SG
brenner	бёрнс	brenner	бёрнс	V;IND;PRS;FIN	N;ANIM;NOM;MASC;SG
brenner	ожоги	brenner	ожог	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
brenner	бернс	brenner	бернс	V;IND;PRS;FIN	N;ANIM;NOM;MASC;SG
skandinavisk	скандинавских	skandinavisk	скандинавский	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
prima	prima	prima	prima	N;INDF;MASC;SG	PROPN
dyre	дорогое	dyr	дорогой	ADJ;PL	ADJ;NOM;NEUT;SG
dyre	дорого	dyr	дорогой	ADJ;PL	ADJ;NEUT;SG
elsket	любил	elske	любить	N;DEF;NEUT;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
elsket	любила	elske	любить	N;DEF;NEUT;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
elsket	любили	elske	любить	N;DEF;NEUT;SG	V;IPFV;IND;PL;PST;FIN;ACT
duck	дак	duck	так	N;INDF;MASC;SG	
duck	утки	duck	утка	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
tegneserie	comics	tegneserie	comics	N;INDF;MASC;SG	PROPN
tegneserie	комиксы	tegneserie	комикс	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
zum	zum	zum	zum	N;INDF	PROPN
huang	хуан	huang	хуан	PROPN	N;ANIM;NOM;MASC;SG
glade	поляны	glad	поляна	ADJ;PL	N;INAN;NOM;FEM;PL
purple	фиолетовый	purple	фиолетовый	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
likeledes	аналогично	likeledes	аналогично	N;INDF;MASC;SG	ADV
trim	упражнения	trim	упражнение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
somalia	сомали	somalia	сомали	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
topper	пикс	toppe	пикс	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
signaler	сигналы	signale	сигнал	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
bakre	тыл	bakre	тыл	ADJ;SG	N;INAN;NOM;MASC;SG
bakre	сзади	bakre	сзади	ADJ;SG	ADV
bakre	задних	bakre	задний	ADJ;SG	ADJ;GEN;PL
jakter	охотится	jakt	охотиться	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;MID
investeringer	инвестирование	investering	инвестирование	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
estiske	эстонии	estisk	эстония	ADJ;PL	N;INAN;NOM;FEM;SG
piper	пайпер	piper	пайпер	N;INDF;FEM;PL	N;ANIM;NOM;FEM;SG
ulykker	дтп	ulykke	дтп	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
hengt	повесили	henge	вешать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
hengt	хун	henge	хун	ADJ;INDF;NEUT;SG;V.PTCP	N;INAN;NOM;MASC;SG
hengt	повесили	henge	вешать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
ungdommer	kids	ungdom	kids	N;INDF;MASC;PL	PROPN
ungdommer	молодёжь	ungdom	молодёжь	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
overføre	перенос	overføre	перенос	V;NFIN	N;INAN;NOM;MASC;SG
overføre	трансфер	overføre	трансфер	V;NFIN	N;INAN;NOM;MASC;SG
overføre	передача	overføre	передача	V;NFIN	N;INAN;NOM;FEM;SG
beyond	помимо	beyond	помимо	N	ADP
opplagt	очевидные	opplagt	очевидный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
håret	волосы	hår	волос	N;DEF;NEUT;SG	N;INAN;NOM;MASC;PL
håret	волос	hår	волос	N;DEF;NEUT;SG	N;INAN;GEN;FEM;PL
bulgarske	болгарии	bulgarsk	болгария	ADJ;PL	N;INAN;NOM;FEM;PL
very	очень	very	очень		ADV
leie	аренда	lei	аренда	ADJ;PL	N;INAN;NOM;FEM;SG
leie	нанять	lei	нанять	ADJ;PL	V;PFV;NFIN;ACT
leie	аренда	lei	аренда	ADJ;PL	N;INAN;NOM;FEM;SG
leie	аренду	lei	аренда	ADJ;PL	N;INAN;ACC;FEM;SG
leie	прокат	lei	прокат	ADJ;PL	N;INAN;NOM;MASC;SG
federal	федеральное	federal	федеральный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
federal	федеральные	federal	федеральный	N;INDF;MASC;SG	ADJ;NOM;PL
federal	федерального	federal	федеральный	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
federal	федеральный	federal	федеральный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
federal	федеральная	federal	федеральный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
indianere	индейцев	indianere	индеец	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
indianere	индейцы	indianere	индеец	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
overordnede	начальники	overordned	начальник	ADJ;SG	N;ANIM;NOM;MASC;PL
overordnede	начальство	overordned	начальство	ADJ;SG	N;INAN;NOM;NEUT;SG
henter	получение	hente	получение	V;IND;PRS;FIN	N;INAN;NOM;NEUT;SG
overveiende	преимущественно	overveiende	преимущественно	ADJ;INDF;SG	ADV
lexikon	lexikon	lexikon	lexikon	N;INDF;MASC;SG	PROPN
dynamisk	динамические	dynamisk	динамический	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
dynamisk	динамических	dynamisk	динамический	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
dynamisk	динамично	dynamisk	динамично	ADJ;INDF;NEUT;SG	ADV
leserne	читатели	lesern	читатель	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
leserne	читателей	lesern	читатель	N;INDF;FEM;SG	N;ANIM;ACC;MASC;PL
ørkenen	пустыни	ørken	пустыня	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
hovedfag	майоров	hovedfag	майор	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
guddommelige	божественная	guddommelig	божественный	ADJ;PL	ADJ;NOM;FEM;SG
guddommelige	божественное	guddommelig	божественный	ADJ;PL	ADJ;NOM;NEUT;SG
forblir	останки	forblir	останки	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
forblir	останется	forblir	остаться	V;IND;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;MID
import	импортировать	import	импортировать	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
omstendigheter	обстоятельство	omstendighet	обстоятельство	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
skjule	скрывать	skjule	скрывать	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
skjule	скрыть	skjule	скрыть	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
skjule	спрятать	skjule	прятать	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
permanente	постоянная	permanent	постоянный	ADJ;PL	ADJ;NOM;FEM;SG
permanente	постоянное	permanent	постоянный	ADJ;PL	ADJ;NOM;NEUT;SG
permanente	постоянный	permanent	постоянный	ADJ;PL	ADJ;NOM;MASC;SG
facto	facto	facto	facto	N;INDF;MASC;SG	PROPN
anatomi	анатомии	anatomi	анатомия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
jemen	йемен	jemen	йемен	PROPN	N;INAN;NOM;MASC;SG
jemen	йемена	jemen	йемен	PROPN	N;INAN;GEN;MASC;SG
rømte	сбежал	rømme	сбежать	ADJ;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
rømte	сбежали	rømme	сбежать	ADJ;PL;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
rømte	сбежала	rømme	сбежать	ADJ;PL;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
tilflukt	убежище	tilflukt	убежище	ADJ;INDF;NEUT;SG;V.PTCP	N;INAN;NOM;NEUT;SG
enestående	исключительных	enestående	исключительный	N;INDF;MASC;SG	ADJ;GEN;PL
enestående	исключительное	enestående	исключительный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
enestående	исключительные	enestående	исключительный	N;INDF;MASC;SG	ADJ;NOM;PL
enestående	исключительный	enestående	исключительный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
enestående	исключительная	enestående	исключительный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
enestående	беспрецедентное	enestående	беспрецедентный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
enestående	беспрецедентный	enestående	беспрецедентный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
enestående	беспрецедентные	enestående	беспрецедентный	N;INDF;MASC;SG	ADJ;NOM;PL
enestående	беспрецедентно	enestående	беспрецедентно	N;INDF;MASC;SG	ADV
enestående	выдающийся	enestående	выдающийся	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
enestående	выдающиеся	enestående	выдающийся	N;INDF;MASC;SG	ADJ;NOM;PL
moralsk	мораль	moralsk	мораль	ADJ;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
fisken	рыбы	fisk	рыба	N;DEF;MASC;SG	N;ANIM;NOM;FEM;PL
kompleks	комплекс	kompleks	комплекс	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kompleks	сложные	kompleks	сложный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
kompleks	сложных	kompleks	сложный	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
kopiert	скопировал	kopiere	попировать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
festivaler	фестивалей	festival	фестиваль	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
danse	dance	danse	dance	V;IMP;NFIN	PROPN
danse	танец	danse	танец	V;IMP;NFIN	N;INAN;NOM;MASC;SG
danse	танцы	danse	танец	V;IMP;NFIN	N;INAN;NOM;MASC;PL
lokalene	помещение	lokale	помещение	N;DEF;FEM;PL	N;INAN;NOM;NEUT;SG
sel	sel	selje	sel	V;IND;PRS;FIN	PROPN
sel	печать	selje	печать	V;IND;PRS;FIN	N;INAN;NOM;FEM;SG
nation	нации	nation	нация	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
noenlunde	умеренно	noenlunde	умеренно	N;INDF;MASC;SG	ADV
religionen	религии	religion	религия	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
won	победила	won	победить	N	V;PFV;FEM;IND;SG;PST;FIN;ACT
won	выиграла	won	выиграть	N	V;PFV;FEM;IND;SG;PST;FIN;ACT
won	выиграл	won	выиграть	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
won	победил	won	победить	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
mistanke	подозрения	mistanke	подозрение	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
mistanke	подозреваемый	mistanke	подозреваемый	N;INDF;MASC;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
mistanke	подозрения	mistanke	подозрение	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
dokumentere	документ	dokumentere	документ	V;NFIN	N;INAN;NOM;MASC;SG
stan	стен	stan	стена	N;INDF;MASC;SG	N;INAN;GEN;FEM;PL
beleiring	осады	beleiring	осада	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
flyselskap	авиакомпании	flyselskap	авиакомпания	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
flyselskap	авиалинии	flyselskap	авиалиния	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
indianerne	индейцев	indianerne	индеец	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
indianerne	индейцы	indianerne	индеец	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
ram	рам	ram	рама	N	
morning	morning	morning	morning	N;INDF;FEM;SG	PROPN
brunt	браун	brun	браун	ADJ;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
brunt	коричневые	brun	коричневый	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
kaldt	холод	kald	холод	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
foreslå	предложите	foreslå	предложить	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
foreslå	предложить	foreslå	предложить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
foreslå	предлагать	foreslå	предлагать	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
foreslå	рекомендовать	foreslå	рекомендовать	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
seere	зрителей	seere	зритель	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
seere	зрители	seere	зритель	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
leilighet	апартаменты	leilighet	апартамент	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
jesuittordenen	иезуитов	jesuittorden	иезуит	N;DEF;MASC;SG	N;ANIM;GEN;MASC;PL
away	подальше	away	далеко	N;INDF;MASC;SG	ADV;CMPR
away	прочь	away	прочь	N;INDF;MASC;SG	ADV
borgerlig	буржуа	borgerlig	буржуа	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
madame	мадам	madam	мада	N;INDF;MASC;SG	N;ANIM;DAT;FEM;PL
madame	мадам	madam	мада	N;INDF;MASC;SG	N;ANIM;DAT;FEM;PL
better	лучше	better	хороший	N;INDF;MASC;SG	ADJ;CMPR
better	получше	better	хороший	N;INDF;MASC;SG	ADJ;CMPR
synd	жаль	synd	жаль	N;INDF;FEM;SG	ADV
synd	жалко	synd	жалко	N;INDF;FEM;SG	ADV
synd	син	synd	синунин	N;INDF;FEM;SG	INTJ
split	разделить	split	разделить	N	V;PFV;NFIN;ACT
une	une	une	une	N;INDF;MASC;SG	PROPN
namibia	намибии	namibia	намибия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
kjøkken	кухни	kjøkken	кухня	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
kjøkken	кухни	kjøkken	кухня	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
dokumentarfilm	документальных	dokumentarfilm	документальный	N;INDF;MASC;SG	ADJ;GEN;PL
respons	ответы	respons	ответ	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
vedvarende	стойкие	vedvarende	стойкий	N;INDF;NEUT;SG	ADJ;NOM;PL
vedvarende	настойчивые	vedvarende	настойчивый	N;INDF;NEUT;SG	ADJ;NOM;PL
vedvarende	стойких	vedvarende	стойкий	N;INDF;NEUT;SG	ADJ;GEN;PL
nyttige	полезная	nyttig	полезный	ADJ;PL	ADJ;NOM;FEM;SG
nyttige	полезное	nyttig	полезный	ADJ;PL	ADJ;NOM;NEUT;SG
nyttige	полезный	nyttig	полезный	ADJ;PL	ADJ;NOM;MASC;SG
nyttige	полезно	nyttig	полезный	ADJ;PL	ADJ;NEUT;SG
nyttige	полезное	nyttig	полезный	ADJ;PL	ADJ;NOM;NEUT;SG
nyttige	полезный	nyttig	полезный	ADJ;PL	ADJ;NOM;MASC;SG
