les	the	le	the	DET;DEF;PL	PROPN
blessure	melukai	blessure	menlukai	N;FEM;SG	V;SG;ACT
équateur	ekuador	équateur	ekuador	N;MASC;SG	PROPN;SG
fine	fine	fin	fine	ADJ;FEM;SG	PROPN
statues	patung	statue	patung	N;FEM;PL	N;SG
anneau	ring	anneau	ring	N;MASC;SG	PROPN
chambres	ruangan	chambre	ruangan	N;FEM;PL	N;SG
chambres	kamar	chambre	kamar	N;FEM;PL	N;SG
chambres	forum	chambre	forum	N;FEM;PL	PROPN
chambres	ruang	chambre	ruang	N;FEM;PL	N;SG
chambres	ruangan	chambre	ruangan	N;FEM;PL	N;SG
chambres	kamar	chambre	kamar	N;FEM;PL	N;SG
chambres	forum	chambre	forum	N;FEM;PL	PROPN
chambres	room	chambre	room	N;FEM;PL	PROPN
youtube	youtube	youtube	youtube	N;FEM;SG	PROPN
pire	terburuk	pire	terburuk	INTJ	ADJ;RL;SG
pire	terparah	pire	terparah	INTJ	N;SG
pire	buruk	pire	buruk	INTJ	ADJ;SG
profite	enjoy	profiter	enjoy	V;IND;SG;3;PRS;FIN	PROPN
terminus	terminus	terminus	terminus	N;MASC;SG	PROPN
onde	wave	onde	wave	N;FEM;SG	PROPN
onde	gelombang	onde	gelombang	N;FEM;SG	PROPN;SG
onde	ombak	onde	ombak	N;FEM;SG	PROPN
retourner	return	retourner	return	V;NFIN	PROPN
abc	abc	abc	abc	PROPN	PROPN
masque	mask	masque	mask	N;MASC;SG	PROPN
combattre	pertempuran	combattre	pertempuran	V;NFIN	N;SG
combattre	tempur	combattre	tempur	V;NFIN	N;SG
combattre	combat	combattre	combat	V;NFIN	PROPN
combattre	fight	combattre	fight	V;NFIN	PROPN
combattre	lawan	combattre	lawan	V;NFIN	N;SG;ACT
combattre	melawan	combattre	menlawan	V;NFIN	ADP;SG;ACT
gloire	fame	gloire	fame	N;FEM;SG	PROPN
gloire	glory	gloire	glory	N;FEM;SG	PROPN
basses	rendah	bas	rendah	ADJ;FEM;PL	ADJ;SG
basses	low	bas	low	ADJ;FEM;PL	PROPN
archive	mengarsipkan	archive	menarsipkan	N;FEM;SG	V;SG;ACT
monter	gunung	monter	gunung	V;NFIN	N;SG
monter	mount	monter	mount	V;NFIN	PROPN
monter	kait	monter	kait	V;NFIN	N;SG
fidèles	loyal	fidèle	loyal	ADJ;MASC;PL	PROPN;SG
fidèles	setia	fidèle	setia	ADJ;MASC;PL	PROPN;SG
fidèles	setia	fidèle	setia	ADJ;MASC;PL	PROPN;SG
causes	penyebabnya	cause	pensebab	N;FEM;PL	N;SG
causes	penyebab	cause	pensebab	N;FEM;PL	N;SG
causes	menyebabkan	cause	mensebabkan	N;FEM;PL	V;SG;ACT
papillon	butterfly	papillon	butterfly	N;MASC;SG	PROPN
papillon	papillon	papillon	papillon	N;MASC;SG	PROPN
comparaison	bandingkan	comparaison	bandingkan	N;FEM;SG	V;SG;ACT
comparaison	membandingkan	comparaison	menbandingkan	N;FEM;SG	V;SG;ACT
panneaux	panel	panneau	panel	N;MASC;PL	N;SG
préparer	prepare	préparer	prepare	V;NFIN	PROPN
vendée	vendée	vendée	vendée	V;FEM;SG;PST;V.PTCP	PROPN
automatiquement	atis	automatiquement	atis	ADV	N
automatiquement	otomatis	automatiquement	otomatis	ADV	
pousse	push	pousser	push	V;IND;SG;3;PRS;FIN	PROPN
pousse	dorong	pousser	dorong	V;IND;SG;3;PRS;FIN	N;SG;ACT
luigi	luigi	luigi	luigi	PROPN	PROPN
grant	kabulkan	grant	kabulkan	PROPN	V;SG;ACT
grant	hibah	grant	hibah	PROPN	N;SG
grant	grant	grant	grant	PROPN	PROPN
globe	globe	globe	globe	N;MASC;SG	PROPN
ardennes	ardennes	ardenne	ardennes	N;FEM;PL	PROPN
médicale	kedokteran	médical	kedokteran	ADJ;FEM;SG	N;SG
médicale	medis	médical	medis	ADJ;FEM;SG	N;SG
médicale	medical	médical	medical	ADJ;FEM;SG	PROPN
atlas	atlas	atlas	atlas	N;MASC;SG	PROPN;SG
génétique	genetik	génétique	genetik	ADJ;MASC;SG	N;SG
génétique	genetis	génétique	genetis	ADJ;MASC;SG	N;SG
génétique	genetika	génétique	genetika	ADJ;MASC;SG	N;SG
génétique	genetik	génétique	genetik	ADJ;MASC;SG	N;SG
génétique	genetika	génétique	genetika	ADJ;MASC;SG	N;SG
ballon	ball	ballon	ball	N;MASC;SG	PROPN
endroits	tempat	endroit	tempat	N;MASC;PL	N;SG
choc	kaget	choc	kaget	N;MASC;SG	ADJ;SG
choc	terkejut	choc	terkejut	N;MASC;SG	V;SG;PASS
choc	shock	choc	shock	N;MASC;SG	PROPN
choc	mengejutkan	choc	menkejutkan	N;MASC;SG	V;SG;ACT
ondes	vibes	onde	vibes	N;FEM;PL	PROPN
ondes	getaran	onde	getaran	N;FEM;PL	N;SG
ondes	aura	onde	aura	N;FEM;PL	N;SG
ondes	airwaves	onde	airwaves	N;FEM;PL	PROPN
ondes	gelombang	onde	gelombang	N;FEM;PL	PROPN;SG
ondes	ombaknya	onde	ombak	N;FEM;PL	N;SG
ondes	ombak	onde	ombak	N;FEM;PL	PROPN
gérer	kelola	gérer	kelola	V;NFIN	PROPN;SG
romantique	romance	romantique	romance	ADJ;MASC;SG	PROPN
romantique	percintaan	romantique	percintaan	ADJ;MASC;SG	N;SG
romantique	romansa	romantique	romansa	ADJ;MASC;SG	PROPN;SG
romantique	romantis	romantique	romantis	ADJ;MASC;SG	N;SG
romantique	asmara	romantique	asmara	ADJ;MASC;SG	N;SG
romantique	romantis	romantique	romantis	ADJ;MASC;SG	N;SG
romantique	romantic	romantique	romantic	ADJ;MASC;SG	N;SG
frappe	mogok	frapper	mogok	V;IND;SG;3;PRS;FIN	N;SG
frappe	strike	frapper	strike	V;IND;SG;3;PRS;FIN	PROPN
frappe	serang	frapper	serang	V;IND;SG;3;PRS;FIN	
frappe	coret	frapper	coret	V;IND;SG;3;PRS;FIN	N;SG;ACT
frappe	hits	frapper	hits	V;IND;SG;3;PRS;FIN	N
frappe	hantaman	frapper	hantaman	V;IND;SG;3;PRS;FIN	N;SG
philippines	filipina	philippine	filipina	N;FEM;PL	PROPN;SG
philippines	philipina	philippine	philipina	N;FEM;PL	PROPN
philippines	filipina	philippine	filipina	N;FEM;PL	PROPN;SG
philippines	philippine	philippine	philippine	N;FEM;PL	PROPN
quotidienne	everyday	quotidien	everyday	ADJ;FEM;SG	PROPN
quotidienne	harian	quotidien	harian	ADJ;FEM;SG	N;SG
quotidienne	daily	quotidien	daily	ADJ;FEM;SG	PROPN
islamique	islamic	islamique	islamic	ADJ;MASC;SG	PROPN
islamique	islam	islamique	islam	ADJ;MASC;SG	PROPN;SG
anonyme	anonim	anonyme	anonim	ADJ;MASC;SG	PROPN
anonyme	ikang	anonyme	ikang	ADJ;MASC;SG	PROPN;SG
anonyme	anonymous	anonyme	anonymous	ADJ;MASC;SG	N
anonyme	anonyme	anonyme	anonyme	ADJ;MASC;SG	PROPN
phil	phil	phil	phil	N;MASC;SG	PROPN
helsinki	helsinki	helsinki	helsinki	PROPN	PROPN
manager	manager	manager	manager	N;MASC;SG	PROPN
espère	harapan	espérer	harapan	V;IND;SG;3;PRS;FIN	N;SG
espère	asa	espérer	asa	V;IND;SG;3;PRS;FIN	PROPN;SG
espère	hope	espérer	hope	V;IND;SG;3;PRS;FIN	PROPN
lawrence	lawrence	lawrence	lawrence	PROPN	PROPN
cinématographique	sinematik	cinématographique	sinematik	ADJ;MASC;SG	N;SG
danny	dimas	danny	dimas	PROPN	PROPN;SG;PASS
danny	danny	danny	danny	PROPN	PROPN
bonus	bonus	bonus	bonus	N;MASC;SG	PROPN
bonus	bonus	bonus	bonus	N;MASC;SG	PROPN
théories	teori	théorie	teori	N;FEM;PL	N;SG
théories	teori	théorie	teori	N;FEM;PL	N;SG
hot	hot	hot	hot	N;MASC;SG	PROPN
hot	panas	hot	panas	N;MASC;SG	ADJ;SG
éliminatoires	playoff	éliminatoire	playoff	ADJ;MASC;PL	N
éliminatoires	playoff	éliminatoire	playoff	ADJ;MASC;PL	N
uci	uci	uci	uci	N;MASC;SG	PROPN
rocher	boulder	rocher	boulder	N;MASC;SG	PROPN
rocher	rocher	rocher	rocher	N;MASC;SG	PROPN
garnison	garrison	garnison	garrison	N;FEM;SG	PROPN
résoudre	tekad	résoudre	tekad	V;NFIN	N;SG
résistant	perlawanan	résistant	perlawanan	V;PRS;V.PTCP	N;SG
résistant	pemberontak	résistant	penberontak	V;PRS;V.PTCP	N;SG
résistant	ketahanan	résistant	ketahanan	V;PRS;V.PTCP	N;SG
résistant	resistance	résistant	resistance	V;PRS;V.PTCP	N
islande	islandia	islande	islandia	ADJ;MASC;SG	PROPN
janeiro	janeiro	janeiro	janeiro	PROPN	PROPN
macédoine	makedonia	macédoine	makedonia	ADJ;FEM;SG	PROPN
sculptures	patung	sculpture	patung	N;FEM;PL	N;SG
sculptures	patung	sculpture	patung	N;FEM;PL	N;SG
investissement	menginvestasikan	investissement	meninvestasikan	N;MASC;SG	V;SG;ACT
chêne	oak	chêne	oak	N;MASC;SG	PROPN
chêne	ek	chêne	ek	N;MASC;SG	PROPN
concerto	concerto	concerto	concerto	N;MASC;SG	PROPN
adversaires	lawan	adversaire	lawan	N;MASC;PL	N;SG;ACT
adversaires	lawannya	adversaire	lawan	N;MASC;PL	N;SG
privés	swasta	priver	swasta	V;MASC;PL;PST;V.PTCP	ADJ;SG
privés	privat	priver	privat	V;MASC;PL;PST;V.PTCP	N;SG
privés	private	priver	private	V;MASC;PL;PST;V.PTCP	PROPN
privés	pribadi	priver	pribadi	V;MASC;PL;PST;V.PTCP	ADJ;SG
chroniques	kronik	chronique	kronik	N;FEM;PL	PROPN
chroniques	chronicle	chronique	chronicle	N;FEM;PL	PROPN
chroniques	kronik	chronique	kronik	N;FEM;PL	PROPN
chroniques	kronis	chronique	kronis	N;FEM;PL	N;SG
chroniques	chronicles	chronique	chronicles	N;FEM;PL	PROPN
tue	kill	tuer	kill	V;IND;SG;3;PRS;FIN	PROPN
paolo	paolo	paolo	paolo	PROPN	PROPN
radical	radikal	radical	radikal	ADJ;MASC;SG	N;SG
partenariat	partnership	partenariat	partnership	N;MASC;SG	PROPN
entrées	entri	entrée	entri	V;FEM;PL;PST;V.PTCP	N;SG
entrées	masukan	entrée	masukan	V;FEM;PL;PST;V.PTCP	N;SG
stratégique	strategis	stratégique	strategis	ADJ;MASC;SG	N;SG
réfugiés	pengungsi	réfugié	penkungsi	N;MASC;PL	N;SG
réfugiés	pengungsi	réfugié	penkungsi	N;MASC;PL	N;SG
berger	berger	berger	berger	N;MASC;SG	PROPN
berger	shepherd	berger	shepherd	N;MASC;SG	PROPN
cache	singgahan	cacher	singgahan	V;IND;SG;3;PRS;FIN	PROPN
cache	cache	cacher	cache	V;IND;SG;3;PRS;FIN	PROPN
cache	tembolok	cacher	tembolok	V;IND;SG;3;PRS;FIN	PROPN
cache	sembunyi	cacher	sembunyi	V;IND;SG;3;PRS;FIN	N;SG
égale	sederajat	égal	sederajat	ADJ;FEM;SG	N;SG
égale	sederajat	égal	sederajat	ADJ;FEM;SG	N;SG
œufs	eggs	œuf	eggs	N;MASC;PL	PROPN
œufs	telur	œuf	telur	N;MASC;PL	N;SG
œufs	egg	œuf	egg	N;MASC;PL	PROPN
œufs	telur	œuf	telur	N;MASC;PL	N;SG
tentatives	dicoba	tentative	dicoba	N;FEM;PL	V;SG;PASS
tentatives	upaya	tentative	upaya	N;FEM;PL	N;SG
emma	emma	emma	emma	N;FEM;SG	PROPN
blanches	white	blanc	white	ADJ;FEM;PL	PROPN
blanches	putih	blanc	putih	ADJ;FEM;PL	ADJ;SG
miles	miles	mile	miles	N;MASC;PL	PROPN
miles	mil	mile	mil	N;MASC;PL	N;SG
demandes	lamaran	demande	lamaran	N;FEM;PL	N;SG
demandes	aplikasi	demande	aplikasi	N;FEM;PL	N;SG
demandes	permintaan	demande	permintaan	N;FEM;PL	N;SG
distinguer	perbedaan	distinguer	perbedaan	V;NFIN	N;SG
boxe	boxing	boxe	boxing	N;FEM;SG	PROPN
boxe	bertinju	boxe	bertinju	N;FEM;SG	V;SG;ACT
pair	peer	pair	peer	N;MASC;SG	PROPN
pair	sepasang	pair	sepasang	N;MASC;SG	
pair	pair	pair	pair	N;MASC;SG	PROPN
industriels	industri	industriel	industri	ADJ;MASC;PL	N;SG
industriels	industrial	industriel	industrial	ADJ;MASC;PL	PROPN
tarn	tarn	tarn	tarn	N;MASC;SG	PROPN
challenge	challenge	challenge	challenge	N;MASC;SG	PROPN
challenge	menantang	challenge	mentantang	N;MASC;SG	V;SG;ACT
challenge	tantang	challenge	tantang	N;MASC;SG	
adolphe	adolph	adolphe	adolph	N;MASC;SG	PROPN
adolphe	adolphe	adolphe	adolphe	N;MASC;SG	PROPN
adolphe	adolf	adolphe	adolf	N;MASC;SG	PROPN
chimiques	kimiawi	chimique	kimiawi	ADJ;MASC;PL	N;SG
chimiques	kimia	chimique	kimia	ADJ;MASC;PL	N;SG
chimiques	kimia	chimique	kimia	ADJ;MASC;PL	N;SG
jeudi	kamis	jeudi	kamis	N;MASC;SG	PROPN;SG
livret	libreto	livret	libreto	N;MASC;SG	PROPN
noires	hitam	noir	hitam	ADJ;FEM;PL	ADJ;SG
noires	black	noir	black	ADJ;FEM;PL	PROPN
noires	noires	noir	noires	ADJ;FEM;PL	PROPN
georg	georg	georg	georg	PROPN	PROPN
amont	hulu	amont	hulu	N;MASC;SG	PROPN;SG
individuelle	individual	individuel	individual	ADJ;FEM;SG	N
individuelle	terlepas	individuel	terlepas	ADJ;FEM;SG	V;RL;SG
individuelle	dilepas	individuel	dilepas	ADJ;FEM;SG	V;SG;PASS
individuelle	dilepaskan	individuel	dilepaskan	ADJ;FEM;SG	V;SG;PASS
individuelle	individu	individuel	individu	ADJ;FEM;SG	N;SG
individuelle	individual	individuel	individual	ADJ;FEM;SG	N
individuelle	perorangan	individuel	perorangan	ADJ;FEM;SG	N;SG
parker	parker	parker	parker	PROPN	PROPN
métropolitaine	metropolitan	métropolitain	metropolitan	ADJ;FEM;SG	N;SG
isaac	isaac	isaac	isaac	PROPN	PROPN
isaac	ishak	isaac	ishak	PROPN	PROPN
comtes	menghitung	comte	menhitung	N;MASC;PL	N;SG;ACT
comtes	dihitung	comte	dihitung	N;MASC;PL	V;SG;PASS
comtes	earl	comte	earl	N;MASC;PL	PROPN
comtes	comtes	comte	comtes	N;MASC;PL	PROPN
invite	sigap	invite	sigap	N;FEM;SG	ADJ;SG
invite	prompt	invite	prompt	N;FEM;SG	PROPN
invite	invite	invite	invite	N;FEM;SG	PROPN
invite	mengundang	invite	menundang	N;FEM;SG	V;SG;ACT
anges	malaikat	ange	malaikat	N;MASC;PL	N;SG
anges	angels	ange	angels	N;MASC;PL	PROPN
anges	bidadari	ange	bidadari	N;MASC;PL	N;SG
anges	malaikat	ange	malaikat	N;MASC;PL	N;SG
anges	angel	ange	angel	N;MASC;PL	PROPN
rencontrer	meet	rencontrer	meet	V;NFIN	PROPN
étang	tambak	étang	tambak	N;MASC;SG	PROPN;SG
étang	pond	étang	pond	N;MASC;SG	PROPN
étang	étang	étang	étang	N;MASC;SG	PROPN
attente	waiting	attente	waiting	N;FEM;SG	PROPN
attente	menunggu	attente	mentunggu	N;FEM;SG	V;SG;ACT
attente	menanti	attente	menanti	N;FEM;SG	V;SG;ACT
virginia	virginia	virginia	virginia	PROPN	PROPN
restant	sisa	rester	sisa	V;PRS;V.PTCP	N;SG
symboles	simbol	symbole	simbol	N;MASC;PL	N;SG
symboles	simbol	symbole	simbol	N;MASC;PL	N;SG
vols	penerbangan	vol	penterbangan	N;MASC;PL	N;SG
voûte	vault	voûte	vault	N;FEM;SG	PROPN
voûte	arch	voûte	arch	N;FEM;SG	PROPN
murray	murray	murray	murray	PROPN	PROPN
méridionale	southern	méridional	southern	ADJ;FEM;SG	PROPN
méridionale	selatan	méridional	selatan	ADJ;FEM;SG	N;SG
racines	root	racine	root	N;FEM;PL	PROPN
racines	akar	racine	akar	N;FEM;PL	N;SG
racines	akar	racine	akar	N;FEM;PL	N;SG
houston	houston	houston	houston	PROPN	PROPN
fréquente	sering	fréquent	sering	ADJ;FEM;SG	ADV
feux	kebakaran	feu	kebakaran	N;MASC;PL	N;SG
feux	lampu	feu	lampu	N;MASC;PL	N;SG
parfait	perfect	parfait	perfect	ADJ;MASC;SG	PROPN
roumain	rumania	roumain	rumania	ADJ;MASC;SG	PROPN;SG
mali	mali	mali	mali	N;MASC;SG	PROPN
repos	istirahat	repos	istirahat	ADJ;MASC;SG	N;SG
repos	beristirahat	repos	beristirahat	ADJ;MASC;SG	V;SG;ACT
gardes	penjaga	garde	penjaga	N;MASC;PL	N;SG
gardes	pengawal	garde	penawal	N;MASC;PL	N;SG
gardes	gardes	garde	gardes	N;MASC;PL	PROPN
gardes	pengawal	garde	penawal	N;MASC;PL	N;SG
gardes	penjaga	garde	penjaga	N;MASC;PL	N;SG
gardes	guard	garde	guard	N;MASC;PL	N;SG
gand	ghent	gand	ghent	PROPN	PROPN
gand	gent	gand	gent	PROPN	PROPN
gand	gand	gand	gand	PROPN	PROPN
romane	romane	roman	romane	ADJ;FEM;SG	PROPN
vents	angin	vent	angin	N;MASC;PL	N;SG
vents	wind	vent	wind	N;MASC;PL	PROPN
rap	rap	rap	rap	N;MASC;SG	PROPN
circulaire	melingkar	circulaire	menlingkar	ADJ;MASC;SG	;ACT
fribourg	freiburg	fribourg	freiburg	PROPN	PROPN
fribourg	fribourg	fribourg	fribourg	PROPN	PROPN
décennies	dekade	décennie	dekade	N;FEM;PL	N;SG
assistance	support	assistance	support	N;FEM;SG	PROPN
uruguay	uruguay	uruguay	uruguay	PROPN	N
esthétique	estetika	esthétique	estetika	ADJ;MASC;SG	N
esthétique	alus	esthétique	alus	ADJ;MASC;SG	N;SG
esthétique	estetika	esthétique	estetika	ADJ;MASC;SG	N
esthétique	aesthetic	esthétique	aesthetic	ADJ;MASC;SG	PROPN
suzanne	suzanne	suzanne	suzanne	N;FEM;SG	PROPN
adams	adams	adam	adams	PROPN	PROPN
permanente	permanent	permanent	permanent	ADJ;FEM;SG	PROPN
wayne	wayne	wayne	wayne	PROPN	PROPN
malte	malta	malte	malta	PROPN	PROPN
spider	laba	spider	laba	PROPN	N;SG
spider	spider	spider	spider	PROPN	PROPN
ahmed	ahmed	ahmed	ahmed	PROPN	PROPN
anton	anton	anton	anton	PROPN	PROPN
spéciaux	spesial	spécial	spesial	ADJ;MASC;PL	ADJ;SG
spéciaux	khusus	spécial	khusus	ADJ;MASC;PL	ADJ;SG
spéciaux	istimewa	spécial	istimewa	ADJ;MASC;PL	ADJ;SG
spéciaux	spesial	spécial	spesial	ADJ;MASC;PL	ADJ;SG
spéciaux	special	spécial	special	ADJ;MASC;PL	PROPN
spéciaux	khusus	spécial	khusus	ADJ;MASC;PL	ADJ;SG
citation	kutip	citation	kutip	N;FEM;SG	V;SG;ACT
citation	quote	citation	quote	N;FEM;SG	PROPN
citation	citation	citation	citation	N;FEM;SG	PROPN
loiret	loiret	loiret	loiret	N;MASC;SG	PROPN
républicains	republik	républicain	republik	ADJ;MASC;PL	N
républicains	republikan	républicain	republikan	ADJ;MASC;PL	N;SG
indiens	indian	indien	indian	ADJ;MASC;PL	PROPN
indiens	indian	indien	indian	ADJ;MASC;PL	PROPN
indiens	india	indien	india	ADJ;MASC;PL	PROPN
indiens	hindia	indien	hindia	ADJ;MASC;PL	PROPN
gallery	galeri	gallery	galeri	PROPN	N;SG
gallery	gallery	gallery	gallery	PROPN	PROPN
tournant	turning	tourner	turning	V;PRS;V.PTCP	PROPN
âges	usia	âge	usia	N;MASC;PL	N;SG
âges	umur	âge	umur	N;MASC;PL	N;SG
âges	usia	âge	usia	N;MASC;PL	N;SG
âges	ages	âge	ages	N;MASC;PL	PROPN
âges	umur	âge	umur	N;MASC;PL	N;SG
offrir	promo	offrir	promo	V;NFIN	PROPN
offrir	penawaran	offrir	pentawaran	V;NFIN	N;SG
offrir	tawaran	offrir	tawaran	V;NFIN	N;SG
gridcolor	gridcolor	gridcolor	gridcolor	PROPN	PROPN
tests	pengujian	test	penujian	N;MASC;PL	N;SG
tests	uji	test	uji	N;MASC;PL	PROPN;SG
tests	tes	test	tes	N;MASC;PL	N;SG
tests	pengujian	test	penujian	N;MASC;PL	N;SG
tests	testing	test	testing	N;MASC;PL	PROPN
tests	menguji	test	menkuji	N;MASC;PL	V;SG;ACT
neutralité	netral	neutralité	netral	N;FEM;SG	ADJ;SG
suisses	swiss	suisse	swiss	N;MASC;PL	PROPN
bière	beer	bière	beer	N;FEM;SG	PROPN
arr	arr	arr	arr		N
faibles	lemah	faible	lemah	ADJ;MASC;PL	ADJ;SG
faibles	rendah	faible	rendah	ADJ;MASC;PL	ADJ;SG
faibles	low	faible	low	ADJ;MASC;PL	PROPN
arnold	arnold	arnold	arnold	PROPN	PROPN
julia	yulia	julia	yulia	PROPN	PROPN
julia	julia	julia	julia	PROPN	PROPN
industries	industri	industrie	industri	N;FEM;PL	N;SG
destin	destiny	destin	destiny	N;MASC;SG	PROPN
destin	destin	destin	destin	N;MASC;SG	PROPN
angel	bidadari	angel	bidadari	PROPN	N;SG
angel	malaikat	angel	malaikat	PROPN	N;SG
angel	angel	angel	angel	PROPN	PROPN
précédentes	sebelumnya	précédent	sebelumnya	ADJ;FEM;PL	ADV
archéologiques	arkeologi	archéologique	arkeologi	ADJ;MASC;PL	N;SG
archéologiques	purbakala	archéologique	purbakala	ADJ;MASC;PL	ADJ;SG
ottawa	ottawa	ottawa	ottawa	PROPN	PROPN
podium	podium	podium	podium	N;MASC;SG	PROPN
professeurs	profesor	professeur	profesor	N;MASC;PL	N;SG
professeurs	guru	professeur	guru	N;MASC;PL	N;SG
professeurs	fani	professeur	fani	N;MASC;PL	PROPN
professeurs	fakultas	professeur	fakultas	N;MASC;PL	N;SG
emplois	ketenagakerjaan	emploi	ketenagakerjaan	N;MASC;PL	N;SG
emplois	pekerjaan	emploi	pekerjaan	N;MASC;PL	N;SG
occupée	sibuk	occuper	sibuk	V;FEM;SG;PST;V.PTCP	;SG
occupée	pendudukan	occuper	pendudukan	V;FEM;SG;PST;V.PTCP	N;SG
confusion	membingungkan	confusion	menbingungkan	N;FEM;SG	V;SG;ACT
clergé	kiai	clergé	kiai	N;MASC;SG	PROPN
personnellement	pribadi	personnellement	pribadi	ADV	ADJ;SG
étrange	strange	étrange	strange	ADJ;MASC;SG	PROPN
étrange	weird	étrange	weird	ADJ;MASC;SG	PROPN
étrange	ganjil	étrange	ganjil	ADJ;MASC;SG	PROPN;SG
crimes	kejahatan	crime	kejahatan	N;MASC;PL	N;SG
éteint	musnah	éteindre	musnah	V;MASC;SG;PST;V.PTCP	
éteint	punah	éteindre	punah	V;MASC;SG;PST;V.PTCP	
autrichienne	austria	autrichien	austria	ADJ;FEM;SG	PROPN
nobles	mulia	noble	mulia	ADJ;MASC;PL	ADJ;SG
nobles	noble	noble	noble	ADJ;MASC;PL	PROPN
nobles	bangsawan	noble	bangsawan	ADJ;MASC;PL	N;MASC;SG
exprimer	ekspres	exprimer	ekspres	V;NFIN	N;SG
exprimer	express	exprimer	express	V;NFIN	PROPN
vendre	jual	vendre	jual	V;NFIN	N;SG;ACT
vendre	sell	vendre	sell	V;NFIN	PROPN
vendre	jual	vendre	jual	V;NFIN	N;SG;ACT
vicomte	vicomte	vicomte	vicomte	N;MASC;SG	PROPN
vicomte	viscount	vicomte	viscount	N;MASC;SG	PROPN
session	session	session	session	N;FEM;SG	PROPN
marshall	marshall	marshall	marshall	ADJ;MASC;SG	PROPN
sorbonne	sorbonne	sorbonne	sorbonne	N;FEM;SG	PROPN
lang	lang	lang	lang	PROPN	PROPN
vallées	lembah	vallée	lembah	N;FEM;PL	N;SG
indienne	indian	indien	indian	ADJ;FEM;SG	PROPN
indienne	india	indien	india	ADJ;FEM;SG	PROPN
indienne	hindia	indien	hindia	ADJ;FEM;SG	PROPN
inc	inc	inc	inc		PROPN
just	cuma	just	cuma	INTJ	
just	hanya	just	hanya	INTJ	ADV
passa	passa	passer	passa	V;IND;SG;3;PST;FIN	
contrôler	control	contrôler	control	V;NFIN	PROPN
contrôler	kendali	contrôler	kendali	V;NFIN	N;SG
contrôler	kontrol	contrôler	kontrol	V;NFIN	N;SG;ACT
contrôler	pengendalian	contrôler	penkendalian	V;NFIN	N;SG
contrôler	pengendalian	contrôler	penkendalian	V;NFIN	N;SG
pietro	pietro	pietro	pietro	PROPN	PROPN
chœurs	choir	chœur	choir	N;MASC;PL	PROPN
colons	koloni	colon	koloni	N;MASC;PL	N;SG
colons	pemukim	colon	penmukim	N;MASC;PL	N;SG
colons	kolon	colon	kolon	N;MASC;PL	PROPN
ferrand	ferrand	ferrand	ferrand	PROPN	PROPN
brésilienne	brazil	brésilien	brazil	ADJ;FEM;SG	PROPN
brésilienne	brasil	brésilien	brasil	ADJ;FEM;SG	PROPN;SG
adrien	adrien	adrien	adrien	PROPN	PROPN
adrien	adrian	adrien	adrian	PROPN	PROPN
larry	larry	larry	larry	PROPN	PROPN
majoritairement	didominasi	majoritairement	didominasi	ADV	V;SG;PASS
spéciales	spesial	spécial	spesial	ADJ;FEM;PL	ADJ;SG
spéciales	khusus	spécial	khusus	ADJ;FEM;PL	ADJ;SG
spéciales	istimewa	spécial	istimewa	ADJ;FEM;PL	ADJ;SG
spéciales	spesial	spécial	spesial	ADJ;FEM;PL	ADJ;SG
spéciales	special	spécial	special	ADJ;FEM;PL	PROPN
spéciales	khusus	spécial	khusus	ADJ;FEM;PL	ADJ;SG
récentes	terkini	récent	terkini	ADJ;FEM;PL	N;SG
récentes	terbaru	récent	terbaru	ADJ;FEM;PL	ADJ;RL;SG
policiers	polisi	policier	polisi	N;MASC;PL	N;SG
policiers	kepolisian	policier	kepolisian	N;MASC;PL	N;SG
policiers	police	policier	police	N;MASC;PL	PROPN
armement	mempersenjatai	armement	menpersenjatai	N;MASC;SG	V;SG;ACT
armement	armament	armement	armament	N;MASC;SG	PROPN
ailier	wingman	ailier	wingman	N;MASC;SG	PROPN
ailier	wing	ailier	wing	N;MASC;SG	PROPN
off	nonaktif	off	nonaktif		
off	off	off	off		PROPN
off	mati	off	mati		ADJ;SG
mayenne	mayenne	mayenne	mayenne	ADJ;FEM;SG	PROPN
marion	marion	marion	marion	PROPN	PROPN
robe	dress	robe	dress	N;FEM;SG	PROPN
golf	golf	golf	golf	N;MASC;SG	PROPN
baker	baker	baker	baker	PROPN	PROPN
normalement	normalnya	normalement	normal	ADV	N;SG
jay	jay	jay	jay	PROPN	PROPN
mystère	mystery	mystère	mystery	N;MASC;SG	PROPN
mystère	mystère	mystère	mystère	N;MASC;SG	PROPN
stewart	stewart	stewart	stewart	PROPN	PROPN
phénomènes	fenomena	phénomène	fenomena	N;MASC;PL	N;SG
sint	sint	sint	sint	PROPN	PROPN
similaires	serupa	similaire	serupa	ADJ;MASC;PL	ADJ;SG
similaires	mirip	similaire	mirip	ADJ;MASC;PL	ADJ;SG
sage	wise	sage	wise	ADJ;MASC;SG	PROPN
sage	sage	sage	sage	ADJ;MASC;SG	PROPN
vaisseaux	kapal	vaisseau	kapal	N;MASC;PL	N;SG
vaisseaux	bejana	vaisseau	bejana	N;MASC;PL	N;SG
lions	singa	lion	singa	N;MASC;PL	PROPN;SG
lions	lions	lion	lions	N;MASC;PL	PROPN
lionel	lionel	lionel	lionel	PROPN	N
écurie	stabil	écurie	stabil	N;FEM;SG	ADJ;SG
baby	baby	baby	baby	N;MASC;SG	PROPN
kennedy	kennedy	kennedy	kennedy	PROPN	PROPN
harris	harris	harris	harris	PROPN	PROPN
