que	te	que	te	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
tristes	szomorú	triste	szomorú	N	
tristes	bús	triste	bús	N	
augas	waters	auga	waters	N	
augas	az	auga	az	N	
escribín	írj	escribir	írj	V	
escribín	megírva	escribir	megírva	V	ADV;V.CVB
escribín	írásbeli	escribir	írásbeli	V	ADJ;NOM;SG
constitución	square	constitución	sóuar	N	
constitución	szögletes	constitución	szögletes	N	
constitución	négyzetes	constitución	négyzetes	N	ADJ;NOM;SG
constitución	négyzet	constitución	négyzet	N	
voto	szavazz	voto	szavazz	N	
voto	szavazat	voto	szavazat	N	
voto	szavazzatok	voto	szavazont	N	V;INDF;IND;PL;3;PRS;FIN;ACT
voto	mondd	voto	mondd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
voto	szavazat	voto	szavazat	N	
tristeza	csak	tristeza	csak	N	ADV
tristeza	kizárólag	tristeza	kizárólag	N	
ambición	ambíció	ambición	ambíció	N	
dixera	said	dicir	said	V	
dixera	őt	dicir	ő	V	PRO;ACC;SG;3
dixera	neki	dicir	ő	V	
relato	figyelembe	relato	figyel	N	
relato	story	relato	story	N	
ilegal	jogellenes	ilegal	jogellenes	ADJ	
ilegal	illegális	ilegal	illegális	ADJ	
ilegal	belépés	ilegal	belépés	ADJ	
ilegal	belépő	ilegal	belépő	ADJ	N;NOM;SG
ilegal	bejegyzés	ilegal	bejegyzés	ADJ	N;NOM;SG
pagamos	fizetve	pagar	fizetve	V	ADV;V.CVB
pagamos	fizetés	pagar	fizetés	V	N;NOM;SG
depósito	tank	depósito	tank	N	
depósito	foglaló	depósito	foglaló	N	
depósito	víztározó	depósito	víztározó	N	ADJ;NOM;SG
mellora	javítása	mellorar	javítás	V	N;NOM;SG
mellora	javulást	mellorar	javulás	V	N;ACC;SG
mellora	fejlesztés	mellorar	fejlesztés	V	N;NOM;SG
mellora	javulás	mellorar	javulás	V	N;NOM;SG
mellora	ütközés	mellorar	ütközés	V	N;NOM;SG
mellora	becsapódás	mellorar	becsapódás	V	N;NOM;SG
mellora	hatás	mellorar	hatás	V	N;NOM;SG
mellora	hatása	mellorar	hatás	V	N;NOM;SG
mellora	for	mellorar	for	V	
regular	szabályozása	regular	szabályozás	V	N;NOM;SG
regular	rendszeresen	regular	rendszeres	V	ADJ;FRML;SG
regular	rendszeres	regular	rendszeres	V	
regular	normál	regular	normál	V	
escrita	megírva	escribir	megírva	V	ADV;V.CVB
escrita	írásbeli	escribir	írásbeli	V	ADJ;NOM;SG
escrita	írással	escribir	írás	V	N;INS;SG
escrita	írás	escribir	írás	V	N;NOM;SG
escrita	írása	escribir	írás	V	N;NOM;SG
repetir	ismétlés	repetir	ismétlés	V	N;NOM;SG
repetir	csak	repetir	csak	V	ADV
repetir	ez	repetir	ez	V	PRO;NOM;SG;3
repetir	újra	repetir	újra	V	ADV
repetir	bármelyik	repetir	bármelyik	V	
repetir	bármely	repetir	bármely	V	
repetir	bármilyen	repetir	bármilyen	V	
repetir	több	repetir	több	V	DET;INDF
repetir	more	repetir	more	V	
repetir	további	repetir	további	V	N;NOM;SG
repetir	tobb	repetir	tobb	V	
importan	gondoskodás	importar	gondoskodás	V	N;NOM;SG
importan	kb	importar	kb	V	N;NOM;SG
importan	nagyjából	importar	nagy	V	N;IN+ABL;SG
importan	körülbelül	importar	körülbelül	V	ADV
importan	don	importar	don	V	
importan	elme	importar	elem	V	N;NOM;SG
tratan	kb	tratar	kb	V	N;NOM;SG
tratan	nagyjából	tratar	nagy	V	N;IN+ABL;SG
tratan	körülbelül	tratar	körülbelül	V	ADV
israel	izraeli	israel	izraeli	PROPN	
israel	izrael	israel	izrael	PROPN	
sobe	rush	sober	rush	V	
sobe	rohanás	sober	rohanás	V	N;NOM;SG
decide	with	decidir	with	V	
decide	az	decidir	az	V	
merquei	for	merquei	for	V	
of	hangja	of	hang	PROPN	N;NOM;SG
of	hang	of	hang	PROPN	N;NOM;SG
of	sziget	of	sziget	PROPN	N;NOM;SG
responde	válasz	responder	válasz	V	N;NOM;SG
descoñecido	idegen	descoñecido	idegen	N	
descoñecido	ismeretlenek	descoñecido	ismeretlen	N	ADJ;NOM;PL
descoñecido	ismeretlen	descoñecido	ismeretlen	N	
pareceu	ez	parecer	ez	V	PRO;NOM;SG;3
pareceu	gondolat	parecer	gondolat	V	N;NOM;SG
miraba	óra	mirabar	óra	V	N;NOM;SG
fixéchelo	kész	fixéchelo	kész	N	
fixéchelo	te	fixéchelo	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
fixéchelo	tette	fixéchelo	tesz	N	V;DEF;IND;SG;3;PST;FIN;ACT
empezo	start	empezo	start	V	
empezo	kezdés	empezo	kezdés	V	N;NOM;SG
empezo	először	empezo	először	V	ADV
empezo	első	empezo	első	V	ADJ;NOM;SG
empezo	kezdetek	empezo	kezdet	V	N;NOM;PL
empezo	kezdete	empezo	kezdet	V	N;NOM;SG
empezo	eleje	empezo	eleje	V	N;NOM;SG
empezo	kezdet	empezo	kezd	V	N;NOM;SG
comprobar	vizsgálati	comprobar	vizsgálati	V	N;NOM;SG
comprobar	vizsgálat	comprobar	vizsgálat	V	N;NOM;SG
comprobar	próba	comprobar	pró	V	N;NOM;SG
comprobar	teszt	comprobar	tesz	V	N;NOM;SG
comprobar	ki	comprobar	ki	V	PRO;NOM;SG;3
comprobar	lásd	comprobar	lásd	V	
comprobar	csekk	comprobar	csekk	V	N;NOM;SG
comprobar	csekket	comprobar	csekket	V	N;ACC;SG
comprobar	ellenőrzés	comprobar	ellenőrzés	V	N;NOM;SG
eliminar	eltávolítás	eliminar	eltávolítás	V	N;NOM;SG
eliminar	eltávolítása	eliminar	eltávolítás	V	N;NOM;SG
baixou	lefelé	baixar	lefelé	V	
baixou	le	baixar	le	V	ADV
baixou	le	baixar	le	V	ADV
baixou	kikapcsolva	baixar	kikapcsolva	V	ADV;V.CVB
baixou	off	baixar	off	V	
baixou	ott	baixar	ott	V	ADV
gravar	rekord	gravar	rekord	V	
gravar	lemez	gravar	lemez	V	N;NOM;SG
gravar	jobbra	gravar	jobbra	V	ADV
gravar	felvétel	gravar	felvétel	V	N;NOM;SG
gravar	rögzítés	gravar	rögzítés	V	N;NOM;SG
gravar	fólia	gravar	fólia	V	N;NOM;SG
gravar	film	gravar	film	V	N;NOM;SG
aplicación	írj	aplicación	írj	N	
aplicación	írni	aplicación	ír	N	V;NFIN;ACT
aplicación	írjon	aplicación	ír	N	V;INDF;IMP;SG;3;PRS;FIN;ACT
aplicación	kérelem	aplicación	kérel	N	
aplicación	végrehajtott	aplicación	végrehajt	N	V;INDF;IND;SG;3;PST;FIN;ACT
aplicación	megvalósított	aplicación	meg+valósít	N	V;INDF;IND;SG;3;PST;FIN;ACT
unidades	darab	unidade	darab	N	
colección	set	colección	set	N	
colección	beállítva	colección	beállítva	N	ADV;V.CVB
longos	hosszú	longo	hosszú	ADJ	
tirou	dobás	ter	dobás	V	N;NOM;SG
produtor	végrehajtó	produtor	végrehajtó	N	
produtor	gyártó	produtor	gyártó	N	ADJ;NOM;SG
produtor	termelő	produtor	termelő	N	
colectiva	kollektív	colectivo	kollektív	ADJ	
colectiva	kolhoz	colectivo	kolhoz	ADJ	
medrou	felnőtt	medrar	felnőtt	V	
apostas	sok	aposta	sok	N	
apostas	sokat	aposta	sok	N	
apostas	te	aposta	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
iría	volna	ir	volna	V	V;INDF;COND;SG;3;PRS;ACT
cheira	illata	cheira	illat	V	N;NOM;SG
cheira	szag	cheira	szag	V	N;NOM;SG
cheira	illatok	cheira	illat	V	N;NOM;PL
cheira	szag	cheira	szag	V	N;NOM;SG
cheira	illat	cheira	illat	V	N;NOM;SG
cheira	büdös	cheira	büdös	V	
discos	rekord	disco	rekord	N	
discos	disco	disco	disco	N	
pomba	galamb	pomba	galamb	N	
pomba	galamb	pomba	galamb	N	
pomba	volt	pomba	van	N	V;INDF;IND;SG;3;PST;FIN;ACT
mafia	az	mafia	az	PROPN	
mafia	maffia	mafia	maffia	PROPN	N;NOM;SG
mafia	csőcselék	mafia	csőcselék	PROPN	
mafia	maffia	mafia	maffia	PROPN	N;NOM;SG
avisar	figyelmeztetés	avisar	figyelmeztetés	V	N;NOM;SG
avisar	hívás	avisar	hívás	V	N;NOM;SG
vindeira	következő	vindeira	következő	ADJ	
vindeira	találkozni	vindeira	találkozik	ADJ	V;NFIN;ACT
vindeira	találkozó	vindeira	találkozó	ADJ	N;NOM;SG
franco	feri	franco	feri	N	
franco	frank	franco	frank	N	
franco	franco	franco	franco	N	
franco	jobbra	franco	jobbra	N	ADV
franco	for	franco	for	N	
pagou	fizetve	pagar	fizetve	V	ADV;V.CVB
pagou	bill	pagar	bill	V	
pagou	számla	pagar	számla	V	N;NOM;SG
pagou	fizetés	pagar	fizetés	V	N;NOM;SG
viñese	itt	viñer	itt	V	ADV
confesar	vallomás	confesar	vallomás	V	N;NOM;SG
touro	bull	touro	bull	N	
cineclube	az	cineclubir	az	PROPN	
cineclube	feliratok	cineclubir	fel+irat	PROPN	N;NOM;PL
cineclube	felirat	cineclubir	felirat	PROPN	N;NOM;SG
compostela	befejezés	compostela	befejezés	PROPN	N;NOM;SG
compostela	vége	compostela	vég	PROPN	N;NOM;SG
compostela	vég	compostela	vég	PROPN	N;NOM;SG
compostela	az	compostela	az	PROPN	
compostela	feliratok	compostela	fel+irat	PROPN	N;NOM;PL
compostela	felirat	compostela	felirat	PROPN	N;NOM;SG
pono	rakd	pono	rakd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
pono	tedd	pono	tedd	N	V;DEF;IMP;SG;2;PRS;FIN;ACT
misa	tömeges	misa	tömeges	N	ADJ;NOM;SG
misa	vasárnap	misa	vasárnap	N	
misa	vasárnapi	misa	vasárnapi	N	
heite	te	heite	te	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
prato	spagetti	prato	spagett	N	ADJ;NOM;SG
prato	fő	prato	fő	N	
prato	main	prato	main	N	
prato	főbb	prato	fő	N	ADJ;NOM;CMPR;SG
prato	persze	prato	persze	N	
escaleira	az	escaleira	az	N	
berros	sírj	berro	sírj	N	V;INDF;IND;SG;1;PRS;FIN;ACT
berros	az	berro	az	N	
dígoche	ismétlés	dígoche	ismétlés	V	N;NOM;SG
diaño	ördög	diar	ördög	N	
diaño	pokol	diar	pokol	N	
diaño	with	diar	with	N	
diaño	az	diar	az	N	
farta	volt	farta	van	N	V;INDF;IND;SG;3;PST;FIN;ACT
farta	elég	farta	elég	N	
farta	fed	farta	fed	N	
farta	táplált	farta	táplál	N	V;INDF;IND;SG;3;PST;FIN;ACT
anoxado	dühös	anoxar	dühös	V	
anoxado	mérges	anoxar	mérges	V	
anoxado	feldúlt	anoxar	feldúlt	V	
peche	szoros	peche	szoros	N	
peche	közel	peche	közel	N	
peche	közeli	peche	közeli	N	
toquio	tokió	toquio	tokió	PROPN	
toquio	tokiói	toquio	tokiói	PROPN	ADJ;NOM;SG
toquio	tokyo	toquio	tokyo	PROPN	
vd	te	vd	te	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
déixaa	engedd	déixar	engedd	N	V;DEF;IMP;SG;2;PRS;FIN;ACT
déixaa	egyedül	déixar	egyedül	N	
soubo	sosem	soubo	sosem	V	
soubo	soha	soubo	soha	V	
soubo	ki	soubo	ki	V	PRO;NOM;SG;3
hitler	hitlert	hitler	hitler	PROPN	
hitler	hitler	hitler	hitler	PROPN	
gado	marha	gado	marha	N	
gado	szarvasmarhák	gado	szarvasmar	N	
gado	lefelé	gado	lefelé	N	
gado	le	gado	le	N	ADV
gado	ott	gado	ott	N	ADV
juan	juan	juan	juan	PROPN	
s	mills	s	mills	N	
apetece	inkább	apetecer	inkább	V	ADV
apetece	mint	apetecer	mint	V	CONJ
apetece	like	apetecer	lik	V	
coñecelo	te	coñecelo	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
coñecelo	találkozni	coñecelo	találkozik	N	V;NFIN;ACT
coñecelo	őt	coñecelo	ő	N	PRO;ACC;SG;3
coñecelo	neki	coñecelo	ő	N	
acabe	befejezés	acabar	befejezés	V	N;NOM;SG
acabe	vége	acabar	vég	V	N;NOM;SG
acabe	vég	acabar	vég	V	N;NOM;SG
acabe	mikor	acabar	mikor	V	ADV
acabe	amikor	acabar	amikor	V	ADV
acabe	befejezés	acabar	befejezés	V	N;NOM;SG
acabe	vége	acabar	vég	V	N;NOM;SG
acabe	át	acabar	át	V	ADV
acabe	kész	acabar	kész	V	
detective	eye	detective	eye	N	
detective	szem	detective	szem	N	
detective	magán	detective	maga	N	
detective	privát	detective	priva	N	
micho	kitty	micho	kitty	N	
xinete	lovas	xineter	lovas	N	
xinete	gáláns	xineter	gáláns	N	
xinete	vitéz	xineter	vitéz	N	
chinatown	chinatown	chinatown	chinatown	N	V;INDF;IND;SG;3;PRS;FIN;ACT
xenerais	kettő	xeneral	kettő	N	
xenerais	megölt	xeneral	megölt	N	
xenerais	megölte	xeneral	megöl	N	V;DEF;IND;SG;3;PST;FIN;ACT
xenerais	rangú	xeneral	rangú	N	
gwen	gwen	gwen	gwen	PROPN	
fornos	forges	forno	forges	N	
camiñantes	fehér	camiñante	fehér	N	
tyrion	tyrion	tyrion	tyrion	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
drogo	will	drogo	will	N	
drogo	fog	drogo	fog	N	V;INDF;IND;SG;3;PRS;ACT
greyjoy	greyjoy	greyroyar	greyjoy	PROPN	N;NOM;SG
formación	képzési	formación	képzési	N	ADJ;NOM;SG
afganistán	afganisztán	afganistán	afganiszta	PROPN	N;NOM;SG
afganistán	afganisztáni	afganistán	afganisztáni	PROPN	N;NOM;SG
cuberta	fedett	cubrir	fedett	V	
díxenlles	mondtam	díxenlles	mond	PROPN	V;DEF;IND;SG;1;PST;FIN;ACT
díxenlles	ők	díxenlles	ők	PROPN	PRO;NOM;PL;3
díxenlles	őket	díxenlles	ők	PROPN	PRO;ACC;PL;3
díxenlles	said	díxenlles	said	PROPN	
díxenlles	mondta	díxenlles	mond	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
cerebral	agya	cerebral	agya	ADJ	N;NOM;SG
cerebral	agyat	cerebral	agyat	ADJ	
cerebral	agyam	cerebral	agyam	ADJ	
cerebral	agy	cerebral	agy	ADJ	
cerebrais	agyat	cerebral	agyat	N	
cerebrais	agyam	cerebral	agyam	N	
cerebrais	agy	cerebral	agy	N	
complexo	összetett	complexo	összetett	N	V;INDF;IND;SG;3;PST;FIN;ACT
complexo	komplex	complexo	komplex	N	
típico	tipikus	típico	tipikus	ADJ	
típico	jellegzetes	típico	jellegzetes	ADJ	
curar	ellenszer	curar	ellenszer	V	N;NOM;SG
curar	gyógymód	curar	gyógymód	V	N;NOM;SG
curar	gyógyír	curar	gyógyír	V	N;NOM;SG
morais	erkölcs	moral	erkölcs	ADJ	N;NOM;SG
morais	erkölcsös	moral	erkölcsös	ADJ	
morais	erkölcsi	moral	erkölcsi	ADJ	
nacionais	national	nacional	national	ADJ	
saíron	ki	saír	ki	V	PRO;NOM;SG;3
puidesen	ők	poder	ők	V	PRO;NOM;PL;3
principais	őrnagy	principal	őrnagy	ADJ	N;NOM;SG
escuras	sötét	escura	söt	ADJ	
sons	hangzik	son	hangzik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
interesados	érdeklődő	interesado	érdeklődő	N	ADJ;NOM;SG
interesados	érdekel	interesado	érdekel	N	V;INDF;IND;SG;3;PRS;FIN;ACT
interesados	érdekelt	interesado	érdekelt	N	V;INDF;IND;SG;3;PST;FIN;ACT
interesados	érdekelne	interesado	érdekel	N	V;INDF;COND;SG;3;PRS;FIN;ACT
interesados	érdeklődni	interesado	érdeklődik	N	V;NFIN;ACT
repente	hirtelen	repente	hirtelen	ADV	
repente	mindegyik	repente	mindegyik	ADV	
repente	mind	repente	mind	ADV	CONJ
repente	minden	repente	minden	ADV	PRO;NOM;SG;3
repente	hirtelen	repente	hirtelen	ADV	
velas	lásd	vela	lásd	N	
velas	ők	vela	ők	N	PRO;NOM;PL;3
velas	őket	vela	ők	N	PRO;ACC;PL;3
voulles	alakul	voulle	alakul	N	V;INDF;IND;SG;3;PRS;FIN;ACT
voulles	megyek	voulle	megy	N	V;INDF;IND;SG;1;PRS;FIN;ACT
voulles	megy	voulle	megy	N	V;INDF;IND;SG;3;PRS;FIN;ACT
activa	aktív	activo	aktív	N	
amosarlles	mutasd	amosarles	mutasd	N	V;DEF;IND;SG;3;PRS;FIN;ACT
amosarlles	show	amosarles	show	N	
amosarlles	te	amosarles	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
especiais	különleges	especial	különleges	ADJ	
volvendo	vissza	volver	vissza	V	ADV
errado	rossz	errar	rossz	N	
errado	helytelen	errar	helytelen	N	
temporal	temporális	temporal	temporális	ADJ	N;NOM;SG
temporal	átmeneti	temporal	átmeneti	ADJ	
nesas	ezek	neso	ez	DET	PRO;NOM;PL;3
nesas	ezeket	neso	ez	DET	PRO;ACC;PL;3
nesas	azok	neso	az	DET	PRO;NOM;PL;3
comprensión	egyetértés	comprensión	egyetértés	N	
comprensión	megértő	comprensión	megértő	N	
pantasma	fantom	pantasma	fantom	N	
pantasma	ghost	pantasma	ghost	N	
steve	steve	stavar	steve	PROPN	
suavemente	finoman	suave	finom	ADV	
suavemente	gyengéden	suave	gyengéden	ADV	N;ON+ESS;SG
estudio	studio	estudio	studio	N	
policial	rendőrség	policial	rendőrség	ADJ	N;NOM;SG
policial	rendőr	policial	rendőr	ADJ	N;NOM;SG
dominio	az	dominio	az	N	
mortal	halálos	mortal	halálos	ADJ	
disparo	lőtt	disparar	lőtt	N	V;INDF;IND;SG;3;PST;FIN;ACT
disparo	lelőtték	disparar	lelőt	N	V;DEF;IND;PL;3;PST;FIN;ACT
xénero	az	xénero	az	N	
xénero	will	xénero	will	N	
xénero	fog	xénero	fog	N	V;INDF;IND;SG;3;PRS;ACT
permiten	lehetővé	permitir	lehető	V	ADJ;TRANS;SG
normais	szokásos	normal	szokásos	N	ADJ;NOM;SG
normais	normális	normal	normális	N	
normais	normál	normal	normál	N	
estadounidenses	amerikaiak	estadounidenses	amerikai	ADJ	N;NOM;PL
empezando	kezdetek	empezar	kezdet	V	N;NOM;PL
empezando	kezdete	empezar	kezdet	V	N;NOM;SG
empezando	eleje	empezar	eleje	V	N;NOM;SG
empezando	kezdet	empezar	kezd	V	N;NOM;SG
empezando	kezdő	empezar	kezdő	V	
empezando	kezdve	empezar	kezdv	V	N;ON+ESS;SG
mestres	masters	mestres	masters	N	
seria	komoly	seria	komoly	ADJ	
seria	súlyos	seria	súlyos	ADJ	
ray	ray	ray	ray	PROPN	
respectar	tiszteletet	respectar	tisztelet	V	N;ACC;SG
respectar	tisztelet	respectar	tisztelet	V	N;NOM;SG
comece	start	comecer	start	V	
comece	kezdés	comecer	kezdés	V	N;NOM;SG
papi	apu	papi	apu	PROPN	
deberes	házi	deber	házi	V	
deberes	feladatai	deber	feladat	V	N;NOM;PL
deberes	feladatok	deber	feladat	V	N;NOM;PL
deberes	vámok	deber	vám	V	N;NOM;PL
oculta	elrejtve	oculto	elrejtve	V	ADV;V.CVB
oculta	rejtett	oculto	rejtett	V	
sincero	becsületes	sincero	becsületes	N	
sincero	őszinte	sincero	őszinte	N	
sofren	ők	sofrer	ők	V	PRO;NOM;PL;3
aqui	itt	aqui	itt	PROPN	ADV
tí	te	tí	te		V;DEF;IND;SG;1;PRS;FIN;ACT
armados	felfegyverkezve	armar	felfegyverkezve	N	ADV;V.CVB
jacques	jacques	jacque	jacques	N	
perrin	perrin	perrir	perrin	PROPN	
breve	rövid	breve	rövid	ADJ	
coñecidos	ismeretes	coñecer	ismeretes	V	
coñecidos	ismert	coñecer	ismert	V	
esfera	gömb	esfera	gömb	N	
busco	for	busco	for	N	
busco	néz	busco	néz	N	V;INDF;IND;SG;3;PRS;FIN;ACT
busco	keresem	busco	keresem	N	V;DEF;IND;SG;1;PRS;FIN;ACT
criado	szolga	criar	szolga	V	N;NOM;SG
criado	cseléd	criar	cseléd	V	N;NOM;SG
ri	nevetés	rir	nevetés	V	N;NOM;SG
gobernador	kormányzó	gobernador	kormányzó	N	ADJ;NOM;SG
gobernador	high	gobernador	high	N	
gobernador	magas	gobernador	magas	N	ADJ;NOM;SG
gobernador	magasan	gobernador	magasan	N	
balde	ingyenes	balde	ingyenes	N	
balde	ingyen	balde	ingyen	N	
balde	free	balde	free	N	
balde	szabad	balde	szabad	N	
coñeceu	met	coñecer	met	V	
fuxiu	től	fuxiu	től	V	
fuxiu	tól	fuxiu	tól	V	
fuxiu	from	fuxiu	from	V	
asasinar	gyilkosság	asasinar	gyilkosság	V	N;NOM;SG
comprendes	értem	comprender	ér	N	V;DEF;IND;SG;1;PRS;FIN;ACT
comprendes	te	comprender	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
creme	hiszem	creme	hisz	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
creme	higgy	creme	higgy	PROPN	V;INDF;IND;SG;1;PRS;FIN;ACT
quedas	te	queda	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
oia	hallani	oia	hall	PROPN	V;NFIN;ACT
lévao	vedd	lévao	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
lévao	őt	lévao	ő	N	PRO;ACC;SG;3
lévao	neki	lévao	ő	N	
vasme	te	vasme	te	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
armada	felfegyverkezve	armada	felfegyverkezve	N	ADV;V.CVB
chover	rain	chover	rain	V	
chover	eső	chover	eső	V	
díxomo	mondtam	díxomo	mond	PROPN	V;DEF;IND;SG;1;PST;FIN;ACT
tomarei	vedd	tomar	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
sospeitoso	gyanúsított	sospeitoso	gyanúsított	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
sospeitoso	gyanús	sospeitoso	gyanús	ADJ	
acusados	ezek	acusar	ez	V	PRO;NOM;PL;3
acusados	ezeket	acusar	ez	V	PRO;ACC;PL;3
disparos	feles	disparo	feles	N	
horror	horror	horror	horror	PROPN	N;NOM;SG
horror	rémület	horror	rémület	PROPN	N;NOM;SG
horror	borzalom	horror	borzalom	PROPN	
annie	annie	annie	az	PROPN	PROPN;NOM;SG
enfermeira	ápolónő	enfermeiro	ápolónő	ADJ	N;NOM;SG
enfermeira	nővér	enfermeiro	nővér	ADJ	N;NOM;SG
rhett	rhett	rhett	rh	PROPN	
casada	házas	casado	házas	N	
volviches	te	volviche	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
volviches	vissza	volviche	vissza	N	ADV
volviches	jött	volviche	jön	N	V;INDF;IND;SG;3;PST;FIN;ACT
corporación	nyilvános	corporación	nyilvános	N	ADJ;NOM;SG
corporación	nyilvánosan	corporación	nyilvános	N	ADJ;FRML;SG
corporación	publikus	corporación	publikus	N	
alxeria	algéria	alxeria	algéria	N	
polaco	lengyel	polaco	lengyel	N	
gustaríanos	mint	gustaríano	mint	V	CONJ
gustaríanos	like	gustaríano	lik	V	
cumberland	cumberland	cumberlar	cumberland	V	
vietminh	viet	vietminh	viet	PROPN	N;NOM;SG
vietminh	minh	vietminh	minh	PROPN	N;NOM;SG
templo	temple	templo	temple	N	
comunal	kommuna	comunal	kommuna	ADJ	
corten	vágás	cortar	vágás	V	N;NOM;SG
corten	with	cortar	with	V	
corten	le	cortar	le	V	ADV
corten	kikapcsolva	cortar	kikapcsolva	V	ADV;V.CVB
corten	off	cortar	off	V	
ric	ric	ric	ric	PROPN	
napier	napier	napier	napier	PROPN	
embarazada	várandós	embarazar	várandós	V	N;NOM;SG
embarazada	terhes	embarazar	terhes	V	
embarazada	vemhes	embarazar	vemhes	V	N;NOM;SG
facultade	university	facultade	university	N	
campamento	camp	campamento	camp	N	
sagrado	szent	sagrar	szent	ADJ	
sagrado	szent	sagrar	szent	ADJ	
conscientes	tudatában	consciente	tudat	ADJ	N;IN+ESS;SG
conscientes	tisztában	consciente	tiszta	ADJ	ADV
exemplos	kevesen	exemplo	kevés	N	ADV
exemplos	pár	exemplo	pár	N	
exemplos	kevés	exemplo	kevés	N	
exemplos	kevesek	exemplo	kevés	N	
exemplos	néhány	exemplo	néhány	N	DET;INDF
caen	esés	caer	esés	V	N;NOM;SG
caen	őszi	caer	őszi	V	
caen	zuhanás	caer	zuhanás	V	N;NOM;SG
caen	ősszel	caer	ősszel	V	ADV
caen	ősz	caer	ősz	V	
patrick	patrik	patrick	patrik	PROPN	N;NOM;SG
patrick	patrick	patrick	patrick	PROPN	
divertida	vicces	diverter	vicces	V	
divertida	móka	diverter	móka	V	N;NOM;SG
divertida	szórakozás	diverter	szórakozás	V	N;NOM;SG
asistencia	jóléti	asistencia	jóléti	N	ADJ;NOM;SG
investigar	kutatás	investigar	kutatás	V	N;NOM;SG
investigar	kutatások	investigar	kutatás	V	N;NOM;PL
investigar	kutatási	investigar	kutatási	V	N;NOM;SG
decidiron	ők	decidir	ők	V	PRO;NOM;PL;3
pódelo	tud	pódelo	tud	N	V;INDF;IND;SG;3;PRS;FIN;ACT
pódelo	can	pódelo	can	N	
pódelo	lehet	pódelo	lesz	N	V;INDF;POT;SG;3;PRS;FIN;ACT
pódelo	te	pódelo	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
prol	for	prol	for	PROPN	
fixeran	ők	facer	ők	V	PRO;NOM;PL;3
extraer	ki	extraer	ki	V	PRO;NOM;SG;3
extraer	kivonat	extraer	kivonat	V	N;NOM;SG
débil	gyenge	débil	gyenge	ADJ	
débil	gyengék	débil	gyengék	ADJ	N;NOM;PL
demostra	műsorok	demostrar	műsor	V	N;NOM;PL
semellan	mint	semellar	mint	V	CONJ
semellan	like	semellar	lik	V	
desagradable	kellemetlen	desagradable	kellemetlen	ADJ	
dunhas	kevesen	dunha	kevés	N	ADV
dunhas	pár	dunha	pár	N	
dunhas	kevés	dunha	kevés	N	
dunhas	kevesek	dunha	kevés	N	
dunhas	néhány	dunha	néhány	N	DET;INDF
esperamos	remény	esperar	remény	V	N;NOM;SG
esperamos	remélem	esperar	remél	V	
estarían	lenne	estar	lesz	V	V;INDF;COND;SG;3;PRS;FIN;ACT
estarían	ők	estar	ők	V	PRO;NOM;PL;3
abertas	nyitva	abrir	nyitva	V	ADV;V.CVB
cuarta	negyedszer	cuarto	negyedszer	ADJ	
cuarta	negyedik	cuarto	negyed	ADJ	
identificación	azonosító	identificación	azonosító	N	ADJ;NOM;SG
atopalo	találni	atopalo	talál	N	V;NFIN;ACT
atopalo	megtalálni	atopalo	meg+talál	N	V;NFIN;ACT
atopalo	őt	atopalo	ő	N	PRO;ACC;SG;3
atopalo	neki	atopalo	ő	N	
nelas	ők	nela	ők	DET	PRO;NOM;PL;3
nelas	őket	nela	ők	DET	PRO;ACC;PL;3
anciáns	idős	ancián	idős	N	
anciáns	régi	ancián	régi	N	
anciáns	öreg	ancián	öreg	N	
sorrí	mosoly	sorrí	mosoly	V	N;NOM;SG
sorrí	mosoly	sorrí	mosoly	V	N;NOM;SG
cualquera	bármelyik	cualquera	bármelyik	V	
cualquera	bármely	cualquera	bármely	V	
cualquera	bármilyen	cualquera	bármilyen	V	
delincuentes	bűnözők	delincuente	bűnöző	ADJ	N;NOM;PL
delincuentes	bűnözőknek	delincuente	bűnöző	ADJ	N;DAT;PL
únicas	csak	único	csak	ADJ	ADV
únicas	kizárólag	único	kizárólag	ADJ	
únicas	egyedülálló	único	egyedülálló	ADJ	
únicas	páratlan	único	páratlan	ADJ	
únicas	egyedi	único	egyedi	ADJ	
canadá	kanada	canadá	kanada	PROPN	PROPN;NOM;SG
