през	poprzez	през	poprzez	ADP	
затворени	zamknięty	затворя-(се)	zamknięty	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
затворени	nieczynne	затворя-(се)	nieczynny	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG
затворени	zamknięte	затворя-(се)	zamknąć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
затворени	zamknięta	затворя-(се)	zamknąć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
кайро	kairze	кайро	kaira	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
уимбълдън	wimbledon	уимбълдън	wimbledon	N;INDF;MASC;SG	
празнува	świętowanie	празнувам	świętowanie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
квадратни	plac	квадратен	plac	ADJ;INDF;PL	N;NOM;MASC;SG
квадратни	kwadrat	квадратен	kwadrat	ADJ;INDF;PL	N;NOM;MASC;SG
квадратни	kwadratowy	квадратен	kwadratowy	ADJ;INDF;PL	ADJ;NOM;MASC;SG
квадратни	square	квадратен	squary	ADJ;INDF;PL	
квадратни	kwadratowe	квадратен	kwadratowy	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
болоня	bolonii	болоня	bolonia	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
фьодор	fiodor	фьодор	fiodor	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
милър	miller	милър	miller	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
милър	millera	милър	miller	PROPN;INDF;MASC;SG	N;ACC;MASC;SG
онтарио	ontario	онтарио	ontario	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
ключ	kluczowe	ключ	kluczowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
ключ	klucze	ключ	klucz	N;INDF;MASC;SG	N;NOM;MASC;PL
ключ	key	ключ	key	N;INDF;MASC;SG	
регионален	regionalnych	регионален	regionalny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
отглеждането	uprawa	отглеждане	uprawa	N;DEF;NEUT;SG	
разлики	diff	разлика	diff	N;INDF;FEM;PL	
разлики	różnica	разлика	różnica	N;INDF;FEM;PL	N;NOM;FEM;SG
въвеждане	wejściowe	въвеждане	wejściowy	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
въвеждане	wejdź	въвеждане	wejść	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
въвеждане	enter	въвеждане	enter	N;INDF;NEUT;SG	
образци	modelki	образец	modelka	N;INDF;MASC;PL	N;ACC;FEM;SG
образци	próbki	образец	próbki	N;INDF;MASC;PL	N;ACC;FEM;SG
човешка	człowiek	човешки	człowiek	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
човешка	human	човешки	human	ADJ;INDF;FEM;SG	
човешка	człowieka	човешки	człowiek	ADJ;INDF;FEM;SG	N;ACC;MASC;SG
обявени	ogłosił	обявя-(се)	ogłosić	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
обявени	ogłoszone	обявя-(се)	ogłosić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
обявени	ogłosili	обявя-(се)	ogłosić	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;IND;PL;PST;FIN;ACT
обявени	ogłoszono	обявя-(се)	ogłosić	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
обявени	ogłosiła	обявя-(се)	ogłosić	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
обратното	naprzeciw	обратен	naprzeciw	ADJ;DEF;NEUT;SG	
обратното	przeciwieństwo	обратен	przeciwieństwo	ADJ;DEF;NEUT;SG	N;NOM;NEUT;SG
обратното	naprzeciwko	обратен	naprzeciwko	ADJ;DEF;NEUT;SG	
заети	zajęta	заема-(се)	zająć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG
заети	zajęte	заема-(се)	zajęty	V;PFV;INDF;PL;V.PTCP;PASS	
заети	zajęty	заема-(се)	zająć	V;PFV;INDF;PL;V.PTCP;PASS	
бомба	bomba	бомба	bomba	N;INDF;FEM;SG	
дортмунд	dortmund	дортмунд	dortmund	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
богинята	bogini	богиня	bogina	N;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
бон	bonn	бон	bonn	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
бон	bon	бон	bon	N;INDF;MASC;SG	
ромео	romeo	ромео	romeo	N;INDF;MASC;SG	
изключения	wyjątku	изключение	wyjątek	N;INDF;NEUT;PL	N;GEN;MASC;SG
изключения	wyjątkiem	изключение	wyjątek	N;INDF;NEUT;PL	N;INS;MASC;SG
изключения	wyjątek	изключение	wyjątek	N;INDF;NEUT;PL	N;ACC;MASC;SG
изключения	wyłączenia	изключение	wyłączyć	N;INDF;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
изключения	wykluczenia	изключение	wykluczyć	N;INDF;NEUT;PL	N;NOM;NEUT;SG
изключения	wyłączenia	изключение	wyłączyć	N;INDF;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
изключения	zwolnienia	изключение	zwolnienie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
сципион	scipio	сципион	scipio	N;INDF;MASC;SG	
арнолд	arnold	арнолд	arnold	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
яков	jacob	яков	jacob	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
яков	jakuba	яков	jakub	PROPN;INDF;MASC;SG	
яков	jakub	яков	jakub	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
яков	jakow	яков	jakow	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рафаел	raphael	рафаел	raphael	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рафаел	rafał	рафаел	rafać	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рафаел	rafael	рафаел	rafael	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рафаел	rafał	рафаел	rafać	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
страда	cierpienia	страдам	cierpienie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
страда	cierpienie	страдам	cierpienie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
страда	poniesionej	страдам	ponieść	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
страда	cierpiał	страдам	cierpieć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
страда	cierpiała	страдам	cierpieć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
японска	japończycy	японски	japończyk	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
сутрин	poranki	сутрин	poranka	N;INDF;FEM;SG	N;NOM;FEM;PL
сутрин	rano	сутрин	rano	N;INDF;FEM;SG	ADV
англо	anglo	англо	anglo	N;INDF;MASC;SG	
кралска	royal	кралски	royal	ADJ;INDF;FEM;SG	
пола	płci	пола	płzcieć	N;INDF;FEM;SG	
пола	pauli	пола	paula	N;INDF;FEM;SG	
пола	paula	пола	paula	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
гей	gej	гей	on	N;INDF;MASC;SG	
гей	gejowskie	гей	gejowski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
гей	gay	гей	gać	N;INDF;MASC;SG	
картър	carter	картър	carter	PROPN;INDF;MASC;SG	
подходящо	odpowiednia	подходящ	odpowiedni	ADV	ADJ;NOM;FEM;SG
подходящо	odpowiedni	подходящ	odpowiedni	ADV	ADJ;NOM;MASC;SG
подходящо	odpowiednie	подходящ	odpowiedni	ADV	V;PFV;IND;SG;FIN;ACT
подходящо	stosowne	подходящ	stosowny	ADV	ADJ;NOM;NEUT;SG
подходящо	właściwe	подходящ	właściwy	ADV	ADJ;NOM;NEUT;SG
подходящо	odpowiednia	подходящ	odpowiedni	ADV	ADJ;NOM;FEM;SG
подходящо	odpowiedni	подходящ	odpowiedni	ADV	ADJ;NOM;MASC;SG
подходящо	odpowiednie	подходящ	odpowiedni	ADV	V;PFV;IND;SG;FIN;ACT
лин	lynn	лин	lynn	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
лин	lin	лин	lin	PROPN;INDF;FEM;SG	
лин	lyn	лин	lyn	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
лин	lynne	лин	lynny	PROPN;INDF;FEM;SG	
акула	rekiny	акул	rekin	N;INDF;FEM;SG	N;NOM;MASC;PL
кандидати	wnioskodawcy	кандидат	wnioskodawca	N;INDF;MASC;PL	N;NOM;MASC;SG
влак	pociągi	влак	pociąg	N;INDF;MASC;SG	N;NOM;MASC;PL
цюрих	zürich	цюрих	zürich	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
цюрих	zurychu	цюрих	zurych	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
живели	mieszkał	живея	mieszkać	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
живели	żyła	живея	żyć	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
живели	żył	живея	żyć	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
живели	żył	живея	żyć	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
поява	powstanie	поява	powstać	N;INDF;FEM;SG	
исак	isaac	исак	isaac	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
исак	isak	исак	isak	N;INDF;MASC;SG	
арт	sztuki	арт	sztuka	N;INDF;NEUT;SG	
арт	art	арт	art	N;INDF;NEUT;SG	
тобаго	tobago	тобаго	tobago	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
баварски	bawarii	баварски	bawaria	ADJ;INDF;MASC;SG	
външно	zewnętrzne	външен	zewnętrzny	ADV	ADJ;NOM;NEUT;SG
километър	mile	километър	mile	N;INDF;MASC;SG	
километър	mila	километър	mila	N;INDF;MASC;SG	
последователи	obserwujących	последовател	obserwujący	N;INDF;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
стомана	stal	стомана	stal	N;INDF;FEM;SG	
стомана	stalowe	стомана	stalowy	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
стомана	stali	стомана	stać	N;INDF;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
покритие	okładki	покритие	okładka	N;INDF;NEUT;SG	N;ACC;FEM;PL
покритие	pokrycie	покритие	pokrycie	N;INDF;NEUT;SG	
покритие	powłoki	покритие	powłoki	N;INDF;NEUT;SG	
покритие	pokrycia	покритие	pokrycie	N;INDF;NEUT;SG	
покритие	pokrycie	покритие	pokrycie	N;INDF;NEUT;SG	
пространства	przestrzenie	пространство	przestrzenie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
трупа	tuszy	трупа	tuszyć	N;INDF;FEM;SG	V;IPFV;IND;SG;FIN;ACT
поддържане	utrzymać	поддържане	utrzymać	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
поддържане	utrzymywać	поддържане	utrzymywać	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
кожи	skóry	кожа	skóra	N;INDF;FEM;PL	N;GEN;FEM;SG
кожи	skóra	кожа	skóra	N;INDF;FEM;PL	N;NOM;FEM;SG
кожи	futra	кожа	futry	N;INDF;FEM;PL	
кожи	futro	кожа	futro	N;INDF;FEM;PL	
кожи	sierść	кожа	sierść	N;INDF;FEM;PL	
кожи	futra	кожа	futry	N;INDF;FEM;PL	
кожи	skóry	кожа	skóra	N;INDF;FEM;PL	N;GEN;FEM;SG
кожи	skórki	кожа	skórka	N;INDF;FEM;PL	N;ACC;FEM;SG
разрушена	zburzony	разруша-(се)	zburzyć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
неизвестни	nieznany	неизвестен	nieznany	ADJ;INDF;PL	ADJ;NOM;MASC;SG
неизвестни	nieznana	неизвестен	nieznany	ADJ;INDF;PL	ADJ;NOM;FEM;SG
неизвестни	nieznane	неизвестен	nieznany	ADJ;INDF;PL	
дъжд	rain	дъжд	raina	N;INDF;MASC;SG	
мислене	myśleć	мислене	myśleć	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
мислене	myśli	мислене	myśleć	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
любимец	pet	любимец	pet	N;INDF;MASC;SG	
въведена	wprowadzone	въведа	wprowadzić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
въведена	wpisane	въведа	wpisać	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
въведена	wprowadzony	въведа	wprowadzić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
въведена	wprowadzone	въведа	wprowadzić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
въведена	wprowadzono	въведа	wprowadzić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
въведена	wprowadzony	въведа	wprowadzić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
въведена	wprowadzona	въведа	wprowadzić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
веригата	łańcuchy	верига	łańcuch	N;DEF;FEM;SG	N;NOM;MASC;PL
клиенти	klienta	клиент	klient	N;INDF;MASC;PL	N;ACC;MASC;SG
клиенти	klient	клиент	klient	N;INDF;MASC;PL	N;NOM;MASC;SG
клиенти	klientka	клиент	klientka	N;INDF;MASC;PL	N;NOM;FEM;SG
изречение	zdania	изречение	zdanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
постройки	konstrukcji	постройка	konstrukcja	N;INDF;FEM;PL	N;GEN;FEM;SG
бруней	brunei	бруней	brunej	N;INDF;MASC;SG	
мат	matt	мат	matt	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
мат	mat	мат	mata	N;INDF;MASC;SG	
мат	matta	мат	matta	N;INDF;MASC;SG	
осми	ósmego	осми	ósmy	ADJ;INDF;MASC;SG	N;GEN;MASC;SG
осми	ósma	осми	ósma	ADJ;INDF;MASC;SG	
осми	ósmej	осми	ósmy	ADJ;INDF;MASC;SG	N;GEN;FEM;SG
калоян	kałojan	калоян	kałojanin	N;INDF;MASC;SG	
ръководители	przywódcy	ръководител	przywódca	N;INDF;MASC;PL	N;NOM;MASC;SG
антверпен	antwerpii	антверпен	antwerpia	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
чиста	czysta	чист	czysty	ADJ;INDF;FEM;SG	
чиста	czysta	чист	czysty	ADJ;INDF;FEM;SG	
семена	ziarna	семе	ziarny	N;INDF;NEUT;PL	
семена	nasion	семе	nasiono	N;INDF;NEUT;PL	
семена	nasion	семе	nasiono	N;INDF;NEUT;PL	
семена	nasienie	семе	nasienie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
семена	ziarno	семе	ziarno	N;INDF;NEUT;PL	
марсилия	marsylii	марсилия	marsylia	PROPN;INDF;FEM;SG	PROPN;GEN;FEM;SG
марсилия	marsylii	марсилия	marsylia	PROPN;INDF;FEM;SG	PROPN;GEN;FEM;SG
потър	potter	потър	potter	N;INDF;MASC;SG	
платон	platon	платон	platon	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
кувейт	kuwejt	кувейт	kuwejt	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
олимпиадата	olimpijskich	олимпиада	olimpijski	N;DEF;FEM;SG	ADJ;GEN;MASC;PL
манфред	manfred	манфред	manfred	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
аромат	perfumy	аромат	perfum	N;INDF;MASC;SG	N;NOM;MASC;PL
модерни	nowoczesne	модерен	nowoczesny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
модерни	nowocześnie	модерен	nowocześnie	ADJ;INDF;PL	ADV
модерни	nowoczesny	модерен	nowoczesny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
модерни	współczesna	модерен	współczesny	ADJ;INDF;PL	N;NOM;FEM;SG
модерни	nowoczesna	модерен	nowoczesny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
съоръжение	placówki	съоръжение	placówka	N;INDF;NEUT;SG	N;NOM;FEM;PL
необходимост	potrzebuje	необходимост	potrzebować	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
необходимост	potrzeba	необходимост	potrzeba	N;INDF;FEM;SG	V;IND;PRS;FIN
необходимост	potrzebna	необходимост	potrzebny	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
необходимост	potrzebuję	необходимост	potrzebować	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
необходимост	potrzebny	необходимост	potrzebny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
разработена	rozwijane	разработя-(се)	rozwijać	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разработена	rozwiniętych	разработя-(се)	rozwinąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
разработена	opracowane	разработя-(се)	opracować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разработена	rozwinięte	разработя-(се)	rozwinąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разработена	opracowany	разработя-(се)	opracować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
богиня	bogini	богиня	bogina	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
космонавт	astronauci	космонавт	astronaucia	N;INDF;MASC;SG	N;NOM;MASC;PL
паисий	paisjusz	паисий	paisjusz	N;INDF;MASC;SG	
източни	wschodnie	източен	wschodni	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
източни	wschód	източен	wschód	ADJ;INDF;PL	N;NOM;MASC;SG
източни	wschodni	източен	wschodni	ADJ;INDF;PL	ADJ;NOM;MASC;SG
източни	wschodniej	източен	wschodni	ADJ;INDF;PL	ADJ;GEN;FEM;SG
източни	wschodnia	източен	wschodnia	ADJ;INDF;PL	ADJ;NOM;FEM;SG
интересен	ciekawie	интересен	ciekawie	ADJ;INDF;MASC;SG	ADV
жилища	rezydencja	жилище	rezydencja	N;INDF;NEUT;PL	N;NOM;FEM;SG
жилища	mieszkalnictwa	жилище	mieszkalnictwo	N;INDF;NEUT;PL	N;NOM;NEUT;SG
деспот	despota	деспот	despota	N;INDF;MASC;SG	
поколения	pokolenie	поколение	pokolenie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
поколения	pokolenia	поколение	pokolenie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
поколения	pokoleń	поколение	pokolenie	N;INDF;NEUT;PL	
арда	arda	ард	arda	N;INDF;FEM;SG	
микронезия	mikronezji	микронезия	mikronezja	N;INDF;FEM;SG	
височини	wysokości	височин	wysokość	N;INDF;FEM;PL	N;GEN;FEM;SG
височини	heights	височин	heights	N;INDF;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
творчески	kreatywność	творчески	kreatywność	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
творчески	creative	творчески	creativ	ADJ;INDF;MASC;SG	
брегове	shores	бряг	shores	N;INDF;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
брегове	wybrzeże	бряг	wybrzeże	N;INDF;MASC;PL	N;NOM;NEUT;SG
брегове	wybrzeża	бряг	wybrzeże	N;INDF;MASC;PL	N;GEN;NEUT;SG
пленен	złapany	пленен	złapać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
пленен	złapana	пленен	złapać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
пленен	złapani	пленен	złapać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
пленен	schwytany	пленен	schwytać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
национал	nacional	национал	nacional	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
типичен	typowo	типичен	typowo	ADJ;INDF;MASC;SG	
вили	willy	виля-(се)	willa	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
вили	willi	виля-(се)	willa	N;INDF;FEM;PL	N;GEN;FEM;SG
вили	willi	виля-(се)	willa	N;INDF;FEM;PL	N;GEN;FEM;SG
вили	chaty	виля-(се)	chata	N;INDF;FEM;PL	
канзас	kansas	канзас	kansas	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
касий	cassius	касий	cassius	PROPN;INDF;MASC;SG	
извършване	wykonać	извършване	wykonać	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
купър	coopera	купър	cooper	PROPN;INDF;MASC;SG	N;ACC;MASC;SG
купър	cooper	купър	cooper	PROPN;INDF;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
предоставят	zapewnić	предоставя	zapewnić	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
кампании	kampanii	кампания	kampania	N;INDF;FEM;PL	N;GEN;FEM;SG
рузвелт	roosevelta	рузвелт	roosevelt	N;INDF;MASC;SG	
общества	społeczeństwa	общество	społeczeństwo	N;INDF;NEUT;PL	N;GEN;NEUT;SG
нелсън	nelson	нелсън	nelson	PROPN;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
стрела	strzałka	стрел	strzałek	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
стрела	strzały	стрел	strzał	N;INDF;FEM;SG	N;NOM;MASC;PL
стрела	arrow	стрел	arrow	N;INDF;FEM;SG	
стрела	strzała	стрел	strzał	N;INDF;FEM;SG	
изложени	wystawione	изложа-(се)	wystawić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
изложени	wystawiony	изложа-(се)	wystawić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
изложени	narażonych	изложа-(се)	narazić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
абу	abu	абу	abu	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
протест	protesty	протест	protest	N;INDF;MASC;SG	N;NOM;MASC;PL
кейп	cape	кейп	capy	N;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
чърчил	churchill	чърчя	churchill	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
заговор	działki	заговор	działka	N;INDF;MASC;SG	N;ACC;FEM;PL
стъкло	szklana	стъкло	szklany	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
олденбург	oldenburg	олденбург	oldenburg	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
рома	romów	рома	rom	N;DEF;MASC;SG	
рома	roma	рома	roma	N;DEF;MASC;SG	
религиозен	religijnych	религиозен	religijny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
религиозен	religia	религиозен	religia	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
отговори	odpowiedz	отговоря	odpowiedzieć	V;PFV;IND;SG;3;PST;FIN;ACT	
отговори	odpowiedź	отговоря	odpowiedź	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG
отговори	odpowiedz	отговоря	odpowiedzieć	V;PFV;IND;SG;3;PST;FIN;ACT	
отговори	odpowiedź	отговоря	odpowiedź	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG
отговори	odpowiedzi	отговоря	odpowiedź	V;PFV;IND;SG;3;PST;FIN;ACT	N;ACC;FEM;PL
отговори	odpowiedzi	отговоря	odpowiedź	V;PFV;IND;SG;3;PST;FIN;ACT	N;ACC;FEM;PL
отговори	odpowiedzi	отговоря	odpowiedź	V;PFV;IND;SG;3;PST;FIN;ACT	N;ACC;FEM;PL
ибн	ibn	ибн	ibn	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
юридически	legalnie	юридически	legalnie	ADJ;INDF;MASC;SG	ADV
достигнат	osiągnięta	достигна	osiągnąć	V;PFV;IND;PL;3;PRS;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
достигнат	osiągnięte	достигна	osiągnąć	V;PFV;IND;PL;3;PRS;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
достигнат	osiągnął	достигна	osiągnąć	V;PFV;IND;PL;3;PRS;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
достигнат	osiągnięto	достигна	osiągnąć	V;PFV;IND;PL;3;PRS;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
достигнат	osiągnięty	достигна	osiągnięty	V;PFV;IND;PL;3;PRS;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
достигнат	zasięg	достигна	zasięg	V;PFV;IND;PL;3;PRS;FIN;ACT	N;NOM;MASC;SG
достигнат	reach	достигна	reach	V;PFV;IND;PL;3;PRS;FIN;ACT	
грант	dotacja	грант	dotacja	PROPN;INDF;MASC;SG	N;NOM;FEM;SG
грант	grant	грант	grant	PROPN;INDF;MASC;SG	
прилагане	zastosować	прилагане	zastosować	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
прилагане	stosować	прилагане	stosować	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
химически	chemikalia	химически	chemikalia	ADJ;INDF;MASC;SG	N;NOM;NEUT;PL
химически	chemicznie	химически	chemicznie	ADJ;INDF;MASC;SG	ADV
танц	dance	танц	danka	N;INDF;MASC;SG	
танц	tańcz	танц	tańczyć	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
контекст	tła	контекст	ten	N;INDF;MASC;SG	
контекст	tle	контекст	tło	N;INDF;MASC;SG	
контекст	tło	контекст	tło	N;INDF;MASC;SG	
преследване	prześladowań	преследване	prześladowanie	N;INDF;NEUT;SG	N;GEN;NEUT;PL
преследване	pogoń	преследване	pogonić	N;INDF;NEUT;SG	
преследване	gonić	преследване	gonić	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
преследване	pogoń	преследване	pogonić	N;INDF;NEUT;SG	
