lincoln	lincoln	lincoln	lincoln	PROPN	N;NOM;MASC;SG
aaron	aron	aaron	arona	PROPN	N;NOM;MASC;SG
regarder	ura	regarder	ura	V;NFIN	N;NOM;FEM;SG
regarder	gledanje	regarder	gledanje	V;NFIN	N;NOM;NEUT;SG
détenu	zapornik	détenir	zapornik	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	jetnik	détenir	jetnik	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	zapornik	détenir	zapornik	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	jetnik	détenir	jetnik	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	ujetnik	détenir	ujetnik	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	zapornik	détenir	zapornik	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	kaznjenec	détenir	kaznjenec	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	pridržani	détenir	pridržan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
murphy	murphy	murphy	murphy	PROPN	N;NOM;MASC;SG
divorce	ločitve	divorce	ločitev	N;MASC;SG	N;NOM;FEM;PL
divorce	ločena	divorce	ločen	N;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
divorce	ločen	divorce	ločen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
divorce	ločeni	divorce	ločen	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
cook	kuhar	cook	kuhara	PROPN	N;NOM;MASC;SG
cook	cook	cook	cook	PROPN	PROPN;NOM;MASC;SG
cook	kuharica	cook	kuharica	PROPN	N;NOM;FEM;SG
arrêtés	aretirani	arrêter	aretiran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
arrêtés	aretirana	arrêter	aretiran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
arrêtés	aretiran	arrêter	aretiran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
manhattan	manhattan	manhattan	manhattan	PROPN	N;NOM;MASC;SG
hardy	hardy	hardy	hardy	PROPN	N;NOM;MASC;SG
parme	parma	parme	parma	PROPN	N;NOM;MASC;SG
paiement	izplačila	paiement	izplačilo	N;MASC;SG	N;NOM;NEUT;PL
paiement	plačila	paiement	plačilo	N;MASC;SG	N;NOM;NEUT;PL
systématique	sistematične	systématique	sistematičen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
systématique	sistematično	systématique	sistematično	ADJ;MASC;SG	ADV
rémy	remy	rémy	remy	PROPN	N;NOM;MASC;SG
rémy	rémy	rémy	rémy	PROPN	PROPN;NOM;MASC;SG
morris	morris	morris	morris	PROPN	N;NOM;MASC;SG
fût	sodček	être	sodček	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG
fût	boben	être	boben	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG
igor	igor	igor	igor	PROPN	PROPN;NOM;MASC;SG
métaux	kovinska	métal	kovinski	N;MASC;PL	ADJ;NOM;FEM;SG
métaux	kovina	métal	kovina	N;MASC;PL	N;NOM;FEM;SG
métaux	kovinsko	métal	kovinski	N;MASC;PL	ADJ;NOM;NEUT;SG
métaux	kovinski	métal	kovinski	N;MASC;PL	ADJ;NOM;MASC;SG
km²	km²	km²	km²	N;MASC;SG	
parent	relativna	parent	relativen	N;MASC;SG	ADJ;NOM;FEM;SG
parent	relativno	parent	relativno	N;MASC;SG	ADV
parent	starši	parent	starš	N;MASC;SG	N;NOM;MASC;PL
parent	starša	parent	starš	N;MASC;SG	N;NOM;MASC;DU
parent	staršev	parent	starš	N;MASC;SG	N;GEN;MASC;PL
hudson	hudson	hudson	hudson	PROPN	PROPN;NOM;MASC;SG
valérie	valerie	valérie	valeria	PROPN	PROPN;NOM;FEM;SG
wallonne	valonske	wallon	valonski	ADJ;FEM;SG	ADJ;NOM;FEM;PL
multi	multi	multi	multa	ADJ;MASC;SG	N;NOM;MASC;SG
adhésion	adhezije	adhésion	adhezija	N;FEM;SG	N;NOM;FEM;PL
adhésion	pristopna	adhésion	pristopen	N;FEM;SG	ADJ;NOM;FEM;SG
remparts	remparts	rempart	remparts	N;MASC;PL	N;NOM;MASC;SG
apple	jabolka	apple	jabolko	PROPN	N;NOM;NEUT;PL
apple	jabolčni	apple	jabolčen	PROPN	ADJ;NOM;MASC;PL
apple	apple	apple	apple	PROPN	N;NOM;MASC;SG
apple	jabolko	apple	jabolko	PROPN	N;NOM;NEUT;SG
karen	karen	karen	karen	PROPN	PROPN;NOM;FEM;SG
nazi	nacistični	nazi	nacističen	N;MASC;SG	ADJ;NOM;MASC;SG
consacrés	posvečena	consacrer	posvečen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
consacrés	posvečeni	consacrer	posvečen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
moral	moralo	moral	morati	ADJ;MASC;SG	V;IPFV;NEUT;SG;V.PTCP
moral	morala	moral	morati	ADJ;MASC;SG	V;IPFV;FEM;SG;V.PTCP
moral	nauk	moral	nauk	ADJ;MASC;SG	N;NOM;MASC;SG
complément	dopolnila	complément	dopolniti	N;MASC;SG	V;PFV;FEM;SG;V.PTCP
complément	dopolnilo	complément	dopolniti	N;MASC;SG	V;PFV;NEUT;SG;V.PTCP
complément	dopolnjujejo	complément	dopolnjevati	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
complément	dopolnilo	complément	dopolniti	N;MASC;SG	V;PFV;NEUT;SG;V.PTCP
futurs	prihodnje	futur	prihodnji	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
futurs	bodočnost	futur	bodočnost	ADJ;MASC;PL	N;NOM;FEM;SG
futurs	prihodnosti	futur	prihodnost	ADJ;MASC;PL	N;GEN;FEM;SG
futurs	prihodnost	futur	prihodnost	ADJ;MASC;PL	N;NOM;FEM;SG
traverser	prečkanje	traverser	prečkanje	V;NFIN	N;NOM;NEUT;SG
traverser	prehod	traverser	prehod	V;NFIN	N;NOM;MASC;SG
traverser	traverse	traverser	traversa	V;NFIN	
traverser	križec	traverser	križec	V;NFIN	N;NOM;MASC;SG
traverser	navzkrižna	traverser	navzkrižen	V;NFIN	ADJ;NOM;FEM;SG
traverser	križ	traverser	križ	V;NFIN	N;NOM;MASC;SG
traverser	cross	traverser	cross	V;NFIN	N;NOM;MASC;SG
traverser	navzkrižno	traverser	navzkrižno	V;NFIN	ADV
dons	darovanje	don	darovanje	N;MASC;PL	N;NOM;NEUT;SG
dons	prispevek	don	prispevek	N;MASC;PL	N;NOM;MASC;SG
dons	donacijo	don	donacija	N;MASC;PL	N;ACC;FEM;SG
patrie	domovinska	patrie	domovinski	N;FEM;SG	ADJ;NOM;FEM;SG
malo	malo	malo	malo	PROPN	DET
sèche	suhe	sec	suh	ADJ;FEM;SG	ADJ;NOM;FEM;PL
sèche	posuši	sec	posušiti	ADJ;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
sèche	suho	sec	suh	ADJ;FEM;SG	ADV
molécules	molekul	molécule	molekul	N;FEM;PL	N;NOM;MASC;SG
signée	podpisana	signer	podpisan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
signée	podpisano	signer	podpisan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
signée	podpisan	signer	podpisan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
signée	podpisani	signer	podpisan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
céramique	pottery	céramique	pottery	N;FEM;SG	
céramique	keramični	céramique	keramičen	N;FEM;SG	ADJ;NOM;MASC;PL
céramique	keramične	céramique	keramičen	N;FEM;SG	ADJ;NOM;FEM;PL
céramique	keramičnih	céramique	keramičen	N;FEM;SG	ADJ;GEN;MASC;PL
céramique	keramike	céramique	keramika	N;FEM;SG	N;NOM;FEM;PL
uss	uss	uss	uss	N;MASC;SG	PROPN;NOM;MASC;SG
sévère	hude	sévère	hud	ADJ;MASC;SG	ADJ;NOM;FEM;PL
sévère	hudo	sévère	hudo	ADJ;MASC;SG	ADV
sévère	grobo	sévère	grobo	ADJ;MASC;SG	ADV
sévère	krma	sévère	krma	ADJ;MASC;SG	N;NOM;FEM;SG
sévère	stern	sévère	stern	ADJ;MASC;SG	N;NOM;MASC;SG
souligne	povzetki	souligner	povzetek	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
exemplaire	kopiranje	exemplaire	kopiranje	ADJ;MASC;SG	N;NOM;NEUT;SG
exemplaire	kopiraj	exemplaire	kopiraj	ADJ;MASC;SG	N;NOM;MASC;SG
exemplaire	kopijo	exemplaire	kopiti	ADJ;MASC;SG	N;ACC;FEM;SG
exemplaire	vzorno	exemplaire	vzoren	ADJ;MASC;SG	ADV
wings	kril	wing	krilo	N;MASC;PL	N;NOM;MASC;SG
wings	krilca	wing	krilec	N;MASC;PL	N;NOM;MASC;DU
enregistrer	plošča	enregistrer	plošča	V;NFIN	N;NOM;FEM;SG
enregistrer	rekord	enregistrer	rekord	V;NFIN	N;NOM;MASC;SG
enregistrer	zapis	enregistrer	zapis	V;NFIN	N;NOM;MASC;SG
enregistrer	register	enregistrer	register	V;NFIN	N;NOM;MASC;SG
enregistrer	evidenca	enregistrer	evidenca	V;NFIN	N;NOM;FEM;SG
acides	kislina	acide	kislina	N;MASC;PL	N;NOM;FEM;SG
séparés	ločena	séparer	ločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
séparés	ločeni	séparer	ločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
séparés	ločen	séparer	ločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
séparés	ločeno	séparer	ločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
séparés	ločena	séparer	ločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
séparés	ločeni	séparer	ločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
séparés	ločeno	séparer	ločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
morales	morales	moral	morales	ADJ;FEM;PL	N;NOM;MASC;SG
perry	perry	perry	perry	PROPN	PROPN;NOM;MASC;SG
commerces	prodajalne	commerce	prodajalna	N;MASC;PL	ADJ;NOM;FEM;PL
anthologie	antologije	anthologie	antologija	N;FEM;SG	N;NOM;FEM;PL
positive	pozitivno	positif	pozitiven	ADJ;FEM;SG	ADV
positive	pozitivne	positif	pozitiven	ADJ;FEM;SG	ADJ;NOM;FEM;PL
numériques	številčna	numérique	številčen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
numériques	številčno	numérique	številčen	ADJ;MASC;PL	ADV
numériques	digitalnega	numérique	digitalen	ADJ;MASC;PL	ADJ;GEN;NEUT;SG
numériques	digitalna	numérique	digitalen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
numériques	digitalno	numérique	digitalen	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
numériques	digitalni	numérique	digitalen	ADJ;MASC;PL	ADJ;NOM;MASC;SG
nfl	nfl	nfl	nfiti	N;MASC;SG	PROPN;NOM;MASC;SG
escrime	ograje	escrime	ograja	N;FEM;SG	N;NOM;FEM;PL
axes	osi	axe	osi	N;MASC;PL	N;NOM;MASC;SG
axes	osi	axe	osi	N;MASC;PL	N;NOM;MASC;SG
axes	os	axe	os	N;MASC;PL	N;NOM;MASC;SG
descendance	potomci	descendance	potomec	N;FEM;SG	N;NOM;MASC;PL
descendance	potomcev	descendance	potomec	N;FEM;SG	N;GEN;MASC;PL
descendance	potomce	descendance	potomec	N;FEM;SG	N;ACC;MASC;PL
descendance	potomci	descendance	potomec	N;FEM;SG	N;NOM;MASC;PL
descendance	potomci	descendance	potomec	N;FEM;SG	N;NOM;MASC;PL
mayer	mayer	mayer	mayera	PROPN	PROPN;NOM;MASC;SG
électroniques	elektronsko	électronique	elektronsko	ADJ;MASC;PL	ADV
électroniques	elektronska	électronique	elektronski	ADJ;MASC;PL	ADJ;NOM;FEM;SG
retenue	zadržani	retenir	zadržan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
gregory	gregor	gregory	gregor	PROPN	N;NOM;MASC;SG
gregory	gregory	gregory	gregory	PROPN	N;NOM;MASC;SG
domestique	domačih	domestique	domač	ADJ;MASC;SG	ADJ;GEN;MASC;PL
domestique	domače	domestique	domače	ADJ;MASC;SG	ADV
plongée	potapljanje	plonger	potapljanje	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
plongée	potapljanje	plonger	potapljanje	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
plongée	potop	plonger	potop	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
constituant	sestavina	constituer	sestavina	V;PRS;V.PTCP	N;NOM;FEM;SG
dominant	prevladujoča	dominer	prevladujoč	V;PRS;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
dominant	prevladujoči	dominer	prevladujoč	V;PRS;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
dominant	prevladujoče	dominer	prevladujoč	V;PRS;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
julian	julian	julian	julian	PROPN	N;NOM;MASC;SG
julian	julien	julian	julien	PROPN	PROPN;NOM;MASC;SG
téléchargement	naloži	téléchargement	nalož	N;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
téléchargement	prenosi	téléchargement	prenositi	N;MASC;SG	N;NOM;MASC;PL
voler	leti	voler	leto	V;NFIN	N;NOM;NEUT;PL
voler	fly	voler	fly	V;NFIN	N;NOM;MASC;SG
voler	leteči	voler	leteč	V;NFIN	ADJ;NOM;MASC;SG;V.PTCP
voler	letenje	voler	letenje	V;NFIN	N;NOM;NEUT;SG
kilomètre	kilometre	kilomètre	kilometer	N;MASC;SG	N;ACC;MASC;PL
kilomètre	kilometrov	kilomètre	kilometer	N;MASC;SG	N;GEN;MASC;PL
kilomètre	kilometri	kilomètre	kilometer	N;MASC;SG	N;NOM;MASC;PL
dubois	dubois	dubois	dubois	PROPN	N;NOM;MASC;SG
identifié	označena	identifier	označen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
identifié	označeni	identifier	označen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
identifié	označen	identifier	označen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
identifié	označene	identifier	označen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
identifié	označeno	identifier	označen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
identifié	ugotovljene	identifier	ugotovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
identifié	ugotovljena	identifier	ugotovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
successives	zaporedna	successif	zaporeden	ADJ;FEM;PL	ADJ;NOM;FEM;SG
successives	zaporedni	successif	zaporeden	ADJ;FEM;PL	ADJ;NOM;MASC;SG
vaucluse	vaucluse	vauclus	vauclus	PROPN	N;NOM;MASC;PL
capturé	ujeta	capturer	ujeti	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
capturé	ujeli	capturer	ujeti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
capturé	ujet	capturer	ujet	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
capturé	ujeli	capturer	ujeti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
capturé	ujeta	capturer	ujeti	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
capturé	ujet	capturer	ujet	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enterrée	zakopan	enterrer	zakopan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enterrée	zakopano	enterrer	zakopan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enterrée	pokopani	enterrer	pokopan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
enterrée	pokopan	enterrer	pokopan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enterrée	pokopana	enterrer	pokopan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
riz	rice	riz	rica	N;MASC;SG	PROPN;NOM;MASC;SG
constance	constance	constance	constanec	N;FEM;SG	PROPN;NOM;MASC;SG
guatemala	gvatemali	guatemala	gvatemati	N;MASC;SG	V;IPFV;MASC;PL;V.PTCP
extraordinaire	izredno	extraordinaire	izredno	ADJ;MASC;SG	ADV
extraordinaire	neverjetno	extraordinaire	neverjetno	ADJ;MASC;SG	ADV
chan	chan	chan	chan	PROPN	PROPN;NOM;MASC;SG
urbains	urban	urbain	urban	ADJ;MASC;PL	N;NOM;MASC;SG
urbains	mestna	urbain	mesten	ADJ;MASC;PL	ADJ;NOM;FEM;SG
urbains	urbana	urbain	urban	ADJ;MASC;PL	ADJ;NOM;FEM;SG
médicis	médicis	médicis	médicis	PROPN	N;NOM;FEM;SG
médicis	medici	médicis	medica	PROPN	N;NOM;MASC;PL
doyen	doyen	doyen	doyen	N;MASC;SG	
doyen	dean	doyen	dean	N;MASC;SG	PROPN;NOM;MASC;SG
extérieurs	zunanji	extérieur	zunanji	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
extérieurs	zunanja	extérieur	zunanji	ADJ;MASC;PL	ADJ;NOM;FEM;SG
extérieurs	zunanji	extérieur	zunanji	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
extérieurs	zunanja	extérieur	zunanji	ADJ;MASC;PL	ADJ;NOM;FEM;SG
extérieurs	zunanjost	extérieur	zunanjost	ADJ;MASC;PL	N;NOM;FEM;SG
extérieurs	zunanjosti	extérieur	zunanjost	ADJ;MASC;PL	N;GEN;FEM;SG
décédée	umrli	décéder	umreti	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
otan	nato	otan	nato	PROPN	ADV
perdent	izgubi	perdre	izgubiti	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
indispensable	bistveno	indispensable	bistveno	ADJ;MASC;SG	ADV
indispensable	bistvene	indispensable	bistven	ADJ;MASC;SG	ADJ;NOM;FEM;PL
préliminaire	predhodno	préliminaire	predhodno	ADJ;MASC;SG	ADV
bulle	mehurčki	bulle	mehurček	N;FEM;SG	N;NOM;MASC;PL
alessandro	alessandro	alessandro	alessandro	PROPN	N;NOM;MASC;SG
israélien	izraelske	israélien	izraelski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
israélien	izraelci	israélien	izraelci	ADJ;MASC;SG	N;NOM;MASC;PL
modifiée	spremenjena	modifier	spremenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
modifiée	spremenjen	modifier	spremenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
modifiée	spremenjene	modifier	spremenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
modifiée	spremenjeno	modifier	spremenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
modifiée	spremenjeno	modifier	spremenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
modifiée	spremenjena	modifier	spremenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
modifiée	spremenjen	modifier	spremenjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
pete	pete	pete	peti	PROPN	N;NOM;FEM;PL
olga	olga	olga	olg	PROPN	PROPN;NOM;FEM;SG
développés	razvita	développer	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
développés	razvite	développer	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL
développés	razvit	développer	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
développés	razvito	développer	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
blood	kri	blood	kri	PROPN	N;NOM;FEM;SG
indépendantes	neodvisen	indépendant	neodvisen	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
indépendantes	samostojna	indépendant	samostojen	ADJ;FEM;PL	ADJ;NOM;FEM;SG
indépendantes	samostojno	indépendant	samostojen	ADJ;FEM;PL	ADV
indépendantes	neodvisno	indépendant	neodvisen	ADJ;FEM;PL	ADV
indépendantes	neodvisna	indépendant	neodvisen	ADJ;FEM;PL	ADJ;NOM;FEM;SG
confondre	zmesti	confondre	zmesti	V;NFIN	
barrière	ograje	barrière	ograja	N;FEM;SG	N;NOM;FEM;PL
soie	svile	soie	svila	N;FEM;SG	N;NOM;FEM;PL
essayé	poizkus	essayer	poizkus	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
essayé	poskus	essayer	poskus	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
acoustique	zvok	acoustique	zvok	ADJ;MASC;SG	N;NOM;MASC;SG
acoustique	avdio	acoustique	avdia	ADJ;MASC;SG	N;NOM;MASC;SG
acoustique	akustika	acoustique	akustika	ADJ;MASC;SG	N;NOM;FEM;SG
intellectuelle	intelektualne	intellectuel	intelektualen	ADJ;FEM;SG	ADJ;NOM;FEM;PL
composées	sestavljeno	composer	sestavljen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
biélorussie	belorusijo	biélorussie	belorusija	PROPN	N;ACC;FEM;SG
biélorussie	belorusije	biélorussie	belorusija	PROPN	N;NOM;FEM;PL
biélorussie	belorusiji	biélorussie	belorusija	PROPN	N;DAT;FEM;SG
biélorussie	belorusija	biélorussie	belorusija	PROPN	N;NOM;FEM;SG
policière	policija	policier	policija	ADJ;FEM;SG	N;NOM;FEM;SG
thématique	tematske	thématique	tematski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
thématique	tematskih	thématique	tematski	ADJ;MASC;SG	ADJ;GEN;MASC;PL
industrielles	industrijsko	industriel	industrijsko	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
industrielles	industrijska	industriel	industrijski	ADJ;FEM;PL	ADJ;NOM;FEM;SG
industrielles	industrijski	industriel	industrijski	ADJ;FEM;PL	ADJ;NOM;MASC;SG
tragédie	tragedije	tragédie	tragedija	N;FEM;SG	N;NOM;FEM;PL
excellent	odlično	excellent	odlično	ADJ;MASC;SG	ADV
hart	hart	hart	harta	PROPN	N;NOM;MASC;SG
hôtels	hotele	hôtel	hoteti	N;MASC;PL	V;IPFV;FEM;PL;V.PTCP
hôtels	hoteli	hôtel	hoteti	N;MASC;PL	V;IPFV;MASC;PL;V.PTCP
arras	arras	arras	arras	PROPN	PROPN;NOM;MASC;SG
diminution	znižana	diminution	znižan	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
diminution	zmanjšana	diminution	zmanjšan	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
diminution	zmanjšan	diminution	zmanjšan	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
horizon	obzorja	horizon	obzorje	N;MASC;SG	N;NOM;NEUT;PL
silver	srebrn	silver	srebrn	PROPN	ADJ;NOM;INDF;MASC;SG
silver	srebro	silver	srebro	PROPN	ADJ;NOM;NEUT;SG
silver	srebrno	silver	srebrno	PROPN	ADJ;NOM;NEUT;SG
silver	srebrna	silver	srebrn	PROPN	ADJ;NOM;FEM;SG
silver	silver	silver	silver	PROPN	N;NOM;MASC;SG
pauline	pauline	paulin	paulina	N;FEM;SG	PROPN;NOM;FEM;SG
offrant	daritev	offrir	daritev	V;PRS;V.PTCP	N;NOM;FEM;SG
hugh	hugh	hugh	hugh	PROPN	N;NOM;MASC;SG
amphibiens	dvoživka	amphibien	dvoživka	N;MASC;PL	N;NOM;FEM;SG
érigée	postavljene	ériger	postavljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
érigée	postavljen	ériger	postavljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
durand	durand	durand	duranda	PROPN	N;NOM;MASC;SG
océanie	oceaniji	océanie	oceanija	PROPN	N;NOM;FEM;SG
kenya	keniji	kenya	kenija	PROPN	N;DAT;FEM;SG
diamant	diamond	diamant	diamond	N;MASC;SG	
diamant	diamante	diamant	diamant	N;MASC;SG	N;ACC;MASC;PL
diamant	diamantov	diamant	diamant	N;MASC;SG	N;GEN;MASC;PL
diamant	diamanti	diamant	diamant	N;MASC;SG	N;NOM;MASC;PL
quinzaine	petnajst	quinzaine	petnajst	N;FEM;SG	NUM;NOM;PL
drogue	droge	drogue	droga	N;FEM;SG	N;NOM;FEM;PL
drogue	mamila	drogue	mamilo	N;FEM;SG	N;NOM;NEUT;PL
drogue	zdravila	drogue	zdravilo	N;FEM;SG	N;NOM;NEUT;PL
soutenue	podprta	soutenir	podprt	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
soutenue	podprte	soutenir	podprt	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
soutenue	podprti	soutenir	podprt	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
soutenue	podprt	soutenir	podprt	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
soutenue	podprto	soutenir	podprt	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
tennessee	tennessee	tennessee	tennesse	N;FEM;SG	PROPN;NOM;MASC;SG
chanter	poj	chanter	poj	V;NFIN	ADV
chanter	zapoj	chanter	zapoj	V;NFIN	N;NOM;MASC;SG
chanter	pojem	chanter	pojem	V;NFIN	N;NOM;MASC;SG
chanter	petje	chanter	petje	V;NFIN	N;NOM;NEUT;SG
chanter	petja	chanter	petje	V;NFIN	N;GEN;NEUT;SG
abrégé	skrajšani	abréger	skrajšan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
historiquement	zgodovinsko	historiquement	zgodovinski	ADV	ADJ;NOM;NEUT;SG
serbes	srb	serbe	srb	ADJ;MASC;PL	N;NOM;MASC;SG
serbes	srbi	serbe	srbeti	ADJ;MASC;PL	N;NOM;MASC;PL
serbes	srbski	serbe	srbski	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
serbes	srb	serbe	srb	ADJ;MASC;PL	N;NOM;MASC;SG
serbes	srbsko	serbe	srbski	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
marx	marx	marx	marx	PROPN	N;NOM;MASC;SG
couverte	pokrito	couvrir	pokrit	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
couverte	pokrit	couvrir	pokrit	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
couverte	pokrita	couvrir	pokrit	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
