להינשא	căsători	ננשא	căsător	V;NFIN;MID	
דריה	daria	דריה	darie	PROPN	N;DEF;FEM;SG
טנסי	tennessee	טנסי	tennessee	PROPN	PROPN
כפוף	subordonate	כפוף	subordonat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
כפוף	bent	כפוף	bent	ADJ;MASC;SG	N;INDF;MASC;SG
בעלים	proprietar	בעלים	proprietar	N;MASC;PL	N;INDF;MASC;SG
בעלים	proprietarul	בעלים	proprietar	N;MASC;PL	N;DEF;MASC;SG
בעלים	soti	בעלים	soti	N;MASC;PL	
קמפיין	campanie	קמפיין	campanie	PROPN	N;INDF;FEM;SG
קמפיין	campaniei	קמפיין	campanie	PROPN	N;DEF;FEM;SG
קמפיין	campania	קמפיין	campanie	PROPN	N;DEF;FEM;SG
אלישע	elisha	אלישע	elisha	PROPN	PROPN
כרמי	carmi	כרמי	carmi	PROPN	
אטומים	atomi	אטום	atomi	ADJ;MASC;PL	N;INDF;MASC;PL
אטומים	atomii	אטום	atom	ADJ;MASC;PL	N;DEF;MASC;PL
מונטריאול	montreal	מונטריאול	montreal	PROPN	PROPN
סו	soo	סו	soo		N;INDF;MASC;SG
נשיאה	președintele	נשיאה	președinte	PROPN	N;DEF;MASC;SG
נשיאה	preşedinte	נשיאה	preşedinte	PROPN	N;INDF;MASC;SG
נשיאה	preşedintele	נשיאה	președinte	PROPN	N;DEF;MASC;SG
נשיאה	președinte	נשיאה	președinte	PROPN	N;INDF;MASC;SG
נשיאה	presedinte	נשיאה	presedinte	PROPN	N;INDF;MASC;SG
ערוצי	canalele	ערוץ	canalel	N;PSSD;MASC;PL	N;DEF;FEM;PL
ערוצי	canale	ערוץ	canal	N;PSSD;MASC;PL	N;INDF;FEM;PL
קלווין	kelvin	קלווין	kelvin	PROPN	N;INDF;MASC;SG
קלווין	calvin	קלווין	calvin	PROPN	N;INDF;MASC;SG
שובר	cupon	שובר	cupon	PROPN	N;INDF;MASC;SG
שובר	pauze	שובר	pauză	PROPN	N;INDF;FEM;PL
שובר	pauzele	שובר	pauză	PROPN	N;DEF;FEM;PL
בורות	ignorant	בורה	ignorant	N;MASC;PL	ADJ;INDF;MASC;SG
בורות	ignoranta	בורה	ignorant	N;MASC;PL	N;DEF;FEM;SG
יורדת	descendent	ירד	descendent	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
הניח	presupus	הניח	presupune	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הניח	asumat	הניח	asuma	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
מבינה	înțelege	מבין	înțelege	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מבינה	intelege	מבין	intelege	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מיזוג	fuziune	מיזוג	fuziune		N;INDF;FEM;SG
מיזוג	fuziunea	מיזוג	fuziune		N;DEF;FEM;SG
מיזוג	îmbinare	מיזוג	îmbinare		N;INDF;FEM;SG
מיזוג	îmbină	מיזוג	îmbina		V;IND;SG;3;PST;FIN
מיזוג	unire	מיזוג	unire		N;INDF;FEM;SG
מיזוג	unificare	מיזוג	unificare		N;INDF;FEM;SG
תינוק	baby	תינוק	baby	N;MASC;SG	
תינוק	bebe	תינוק	bebe	N;MASC;SG	
פארקר	parker	פארקר	parker	PROPN	PROPN
מעדיפים	prefera	העדיף	prefera	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מעדיפים	preferi	העדיף	preferi	V;MASC;PL;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
מעדיפים	preferă	העדיף	prefera	V;MASC;PL;V.PTCP;ACT	V;IND;3;PRS;FIN
מעדיפים	prefer	העדיף	prefer	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
הוחזר	repus	הוחזר	repune	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	reinstalat	הוחזר	reinstala	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	recuperate	הוחזר	recuperat	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
הוחזר	recuperată	הוחזר	recupera	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
הוחזר	preluat	הוחזר	prelua	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	recuperat	הוחזר	recupera	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	returnat	הוחזר	returna	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	returnată	הוחזר	returna	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
שליליות	negativă	שלילי	negativ	ADJ;FEM;PL	ADJ;INDF;FEM;SG
שליליות	negativ	שלילי	negativ	ADJ;FEM;PL	ADV
גרנדה	grenada	גרנדה	grenadă	PROPN	N;DEF;FEM;SG
גרנדה	grande	גרנדה	grandă	PROPN	N;INDF;MASC;SG
גרנדה	granada	גרנדה	granadă	PROPN	N;DEF;FEM;SG
שפע	abundente	שפע	abundent		ADJ;INDF;FEM;PL
שפע	abundent	שפע	abundent		ADV
מקדונלד	macdonald	מקדונלד	macdonald	PROPN	PROPN
מקדונלד	mcdonald	מקדונלד	mcdonald	PROPN	N;INDF;MASC;SG
מיין	maine	מיין	maină	PROPN	
האף	nasul	האף	nas		N;DEF;MASC;SG
האף	nas	האף	nas		N;INDF;MASC;SG
ניה	nia	ניה	niel		PROPN
נוזלי	lichide	נוזלי	lichid	PROPN	N;INDF;FEM;PL
נוזלי	lichid	נוזלי	lichid	PROPN	N;INDF;MASC;SG
נוזלי	lichidă	נוזלי	lichidă	PROPN	ADJ;INDF;FEM;SG
ניומן	newman	ניום	newman	PROPN	PROPN
בלבול	confuzii	בלבול	confuz	N;MASC;SG	N;INDF;FEM;PL
פסיפס	mozaic	פסיפס	mozaic	PROPN	N;INDF;MASC;SG
אכילה	mănânc	אכילה	mănânc	N;FEM;SG	V;IND;SG;1;PRS;FIN
אכילה	mâncând	אכילה	mânca	N;FEM;SG	V;V.MSDR
אכילה	comestibile	אכילה	comestibil	N;FEM;SG	N;INDF;FEM;PL
אכילה	comestibil	אכילה	comestibil	N;FEM;SG	ADJ;INDF;MASC;SG
אכילה	comestibilă	אכילה	comestibil	N;FEM;SG	ADJ;INDF;FEM;SG
סנטר	bărbie	סנטר	bărbie	PROPN	N;INDF;FEM;SG
סנטר	chin	סנטר	chin	PROPN	N;INDF;MASC;SG
סנטר	bărbia	סנטר	bărbie	PROPN	N;DEF;FEM;SG
סנטר	centrul	סנטר	centru	PROPN	N;DEF;MASC;SG
סנטר	centru	סנטר	centru	PROPN	N;INDF;MASC;SG
בון	bon	בון	bon	PROPN	N;INDF;MASC;SG
בון	bonn	בון	bonn	PROPN	PROPN
בון	oase	בון	os	PROPN	N;INDF;FEM;PL
בון	os	בון	os	PROPN	N;INDF;MASC;SG
בון	osul	בון	os	PROPN	N;DEF;MASC;SG
בון	bone	בון	bonă	PROPN	
בון	boone	בון	boon	PROPN	PROPN
בון	boon	בון	boon	PROPN	PROPN
לבוב	lviv	לבוב	lviv	PROPN	PROPN
סקוטי	scottie	סקוטי	scottie	PROPN	N;INDF;FEM;SG
סקוטי	scotty	סקוטי	scotty	PROPN	
מאל	mal	מאל	mal		N;INDF;MASC;SG
פייסבוק	facebook	פייסבוק	facebook	PROPN	N;INDF;MASC;SG
אביטל	avital	אביטל	avital	PROPN	ADJ;INDF;MASC;SG
ינאי	yanai	ינאי	yana	PROPN	
מחזאי	dramaturg	מחזאי	dramaturg	PROPN	N;INDF;MASC;SG
אלמוני	anonimă	אלמוני	anonim	PROPN	ADJ;INDF;FEM;SG
אלמוני	anonim	אלמוני	anonim	PROPN	
אלמוני	anonime	אלמוני	anonim	PROPN	N;INDF;FEM;PL
בנין	benin	בניין	benin	PROPN	N;INDF;MASC;SG
מקוריים	originala	מקורי	original	ADJ;MASC;PL	ADJ;DEF;FEM;SG
מקוריים	original	מקורי	original	ADJ;MASC;PL	ADJ;INDF;MASC;SG
מקוריים	originală	מקורי	original	ADJ;MASC;PL	ADJ;INDF;FEM;SG
מקוריים	originalele	מקורי	original	ADJ;MASC;PL	N;DEF;FEM;PL
גאורגי	georgi	גאורגי	georgi	PROPN	PROPN
ליטאים	lituanieni	ליטאי	lituanian	N;MASC;PL	ADJ;INDF;MASC;PL
חטא	păcătos	חטא	păcătos	PROPN	ADJ;INDF;MASC;SG
חטא	păcatul	חטא	păcat	PROPN	N;DEF;MASC;SG
חטא	sin	חטא	sin	PROPN	
סולטאן	sultanul	סולטאן	sultan	PROPN	N;DEF;MASC;SG
סולטאן	sultan	סולטאן	sultan	PROPN	N;INDF;MASC;SG
המעי	intestin	המעי	intestin	PROPN	
המעי	intestinul	המעי	intestin	PROPN	N;DEF;MASC;SG
לפרט	elaborat	פירט	elabora	V;NFIN;ACT	ADJ;INDF;MASC;SG
לפרט	elaborată	פירט	elabora	V;NFIN;ACT	ADJ;INDF;FEM;SG
לפרט	elaborate	פירט	elabora	V;NFIN;ACT	ADJ;INDF;FEM;PL
לפרט	specifica	פירט	specifica	V;NFIN;ACT	N;DEF;FEM;SG
רצינית	serioasă	רציני	serios	ADV	ADJ;INDF;FEM;SG
רצינית	serioasa	רציני	serios	ADV	ADJ;DEF;FEM;SG
רצינית	grave	רציני	grav	ADV	ADJ;INDF;FEM;PL
רצינית	seriozitate	רציני	seriozitate	ADV	N;INDF;FEM;SG
דקר	decker	דקר	decker		PROPN
דורו	duro	דור	duro	PROPN	N;INDF;MASC;SG
הורדת	descărcat	הורדה	descărca	N;FEM;SG	ADJ;INDF;MASC;SG
הורדת	descarcat	הורדה	descarca	N;FEM;SG	ADJ;INDF;MASC;SG
הורדת	descărcată	הורדה	descărca	N;FEM;SG	ADJ;INDF;FEM;SG
הורדת	descărcate	הורדה	descărca	N;FEM;SG	ADJ;INDF;FEM;PL
סתיו	toamna	סתיו	toamnă		N;DEF;FEM;SG
סתיו	toamnă	סתיו	toamnă		N;INDF;FEM;SG
סתיו	cazi	סתיו	cădea		V;IND;SG;2;PRS;FIN
סתיו	toamna	סתיו	toamnă		N;DEF;FEM;SG
סתיו	cădea	סתיו	cădea		V;IND;SG;3;IPFV;FIN
צלילה	scufundări	צלילה	scufundare	N;FEM;SG	N;INDF;FEM;PL
מקורית	originala	מקורי	original	ADV	ADJ;DEF;FEM;SG
מקורית	originale	מקורי	original	ADV	ADJ;INDF;FEM;PL
מקורית	original	מקורי	original	ADV	ADJ;INDF;MASC;SG
מקורית	originală	מקורי	original	ADV	ADJ;INDF;FEM;SG
באחריות	garantat	באחריות	garanta	PROPN	ADJ;INDF;MASC;SG
באחריות	garantată	באחריות	garanta	PROPN	ADJ;INDF;FEM;SG
באחריות	garantate	באחריות	garantat	PROPN	ADJ;INDF;FEM;PL
חמורים	măgari	חמור	măgar	ADJ;MASC;PL	N;INDF;MASC;PL
חמורים	măgarii	חמור	măgar	ADJ;MASC;PL	N;DEF;MASC;PL
בואי	vino	בא	vino		V;IND;SG;2;PRS;FIN
מגנוס	magnus	מגנוס	magnus	PROPN	PROPN
מחוברים	conectat	מחובר	conecta	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
מחוברים	conectate	מחובר	conecta	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
מחוברים	conectată	מחובר	conecta	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
פופולריים	popular	פופולרי	popular	ADJ;MASC;PL	ADJ;INDF;MASC;SG
פופולריים	populara	פופולרי	populară	ADJ;MASC;PL	N;DEF;FEM;SG
פופולריים	populară	פופולרי	popular	ADJ;MASC;PL	ADJ;INDF;FEM;SG
פופולריים	vogă	פופולרי	vogă	ADJ;MASC;PL	N;INDF;FEM;SG
מתוקים	sweet	מתוק	sweet	ADJ;MASC;PL	N;INDF;MASC;SG
מתוקים	dulce	מתוק	dulce	ADJ;MASC;PL	
מתוקים	dulciuri	מתוק	dulce	ADJ;MASC;PL	N;INDF;FEM;PL
מכני	mecanice	מכאני	mecanic	PROPN	ADJ;INDF;FEM;PL
מכני	mecanic	מכאני	mecanic	PROPN	ADJ;INDF;MASC;SG
מכני	mecanică	מכאני	mecanic	PROPN	ADJ;INDF;FEM;SG
ייחודיות	unicat	ייחודי	unica	ADJ;FEM;PL	ADJ;INDF;MASC;SG
ייחודיות	unic	ייחודי	unic	ADJ;FEM;PL	ADJ;INDF;MASC;SG
ייחודיות	unică	ייחודי	unic	ADJ;FEM;PL	ADJ;INDF;FEM;SG
דוגמא	exemplu	דוגמה	exemplu		N;INDF;MASC;SG
דוגמא	exemplul	דוגמה	exemplu		N;DEF;MASC;SG
המאפיין	caracteristic	המאפיין	caracteristic	N;MASC;SG	ADV
מתמשך	continuu	התמשך	continuu	V;MASC;SG;V.PTCP	ADV
ממציא	inventatorul	ממציא	inventator	PROPN	N;DEF;MASC;SG
ממציא	inventator	ממציא	inventator	PROPN	N;INDF;MASC;SG
האירופאים	europeni	האירופאי	european	N	ADJ;INDF;MASC;PL
פרדס	pardes	פרדס	pardes	PROPN	
נקי	clar	נקי	clar	ADJ;MASC;SG	ADV
נקי	limpede	נקי	limpede	ADJ;MASC;SG	ADV
נקי	curata	נקי	curată	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
נקי	curate	נקי	curat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נקי	clean	נקי	clean	ADJ;MASC;SG	N;INDF;MASC;SG
מקנה	mckenna	הקנה	mckenn	V;FEM;SG;V.PTCP;ACT	PROPN
מיקרו	micro	היקר	micro	PROPN	N;INDF;MASC;SG
גורדי	gordie	גורדי	gordie	PROPN	
גורדי	gordy	גורדי	gordy	PROPN	
שפל	scăzută	שפל	scăzut	N;MASC;SG	ADJ;INDF;FEM;SG
שפל	scăzut	שפל	scăzut	N;MASC;SG	ADJ;INDF;MASC;SG
שפל	low	שפל	low	N;MASC;SG	
ורה	vera	ורה	vera	PROPN	N;DEF;FEM;SG
פריץ	fritz	פריץ	fritz	PROPN	PROPN
העתקה	copiază	העתקה	copia	N;FEM;SG	V;IND;3;PRS;FIN
בניתוח	chirurgical	בניתוח	chirurgical		ADJ;INDF;MASC;SG
פלין	flynn	פלין	flynn	PROPN	PROPN
ספירס	spears	ספירס	spears	PROPN	N;INDF;MASC;SG
מעריכים	apreciez	העריך	aprecia	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מעריכים	aprecia	העריך	aprecia	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מעריכים	apreciază	העריך	aprecia	V;MASC;PL;V.PTCP;ACT	V;IND;3;PRS;FIN
מעריכים	apreciem	העריך	aprecie	V;MASC;PL;V.PTCP;ACT	V;IND;PL;1;PRS;FIN
סטנפורד	stanford	סטנפורד	stanford	PROPN	PROPN
הכספי	caspică	הכסף	caspică	PROPN	N;INDF;FEM;SG
ברצינות	seriozitate	ברצינות	seriozitate	ADV	N;INDF;FEM;SG
הוואי	hawai	הוואי	hawai	PROPN	PROPN
הוואי	hawaii	הוואי	hawai	PROPN	PROPN
חסום	blochează	חסום	bloca	ADJ;MASC;SG	V;IND;3;PRS;FIN
חסום	bloc	חסום	bloc	ADJ;MASC;SG	N;INDF;MASC;SG
חסום	block	חסום	block	ADJ;MASC;SG	N;INDF;MASC;SG
חסום	blocate	חסום	bloca	ADJ;MASC;SG	ADJ;INDF;FEM;PL
וימבלדון	wimbledon	וימבלדון	wimbledon	PROPN	PROPN
ורד	trandafir	ורד	trandafir	PROPN	N;INDF;MASC;SG
ורד	rose	ורד	rosă	PROPN	PROPN
ביצורים	fortificare	ביצורים	fortificare	N;MASC;PL	N;INDF;FEM;SG
תפוח	mere	פפח	mere		N;INDF;FEM;PL
תפוח	măr	פפח	măr		N;INDF;MASC;SG
תפוח	apple	פפח	appla		N;INDF
מצרית	egipteană	מצרי	egiptean	ADV	ADJ;INDF;FEM;SG
מצרית	egiptean	מצרי	egiptean	ADV	ADJ;INDF;MASC;SG
מצרית	egiptene	מצרי	egipten	ADV	ADJ;INDF;FEM;PL
להתאמן	practici	התאמן	practică	V;NFIN	N;INDF;FEM;PL
להתאמן	practica	התאמן	practică	V;NFIN	N;DEF;FEM;SG
לאפס	resetare	איפס	resetare	ADV	N;INDF;FEM;SG
מפרש	navighează	מפרש	naviga	N;MASC;SG	V;IND;3;PRS;FIN
מפרש	naviga	מפרש	naviga	N;MASC;SG	V;IND;SG;3;IPFV;FIN
מפרש	pânze	מפרש	pânză	N;MASC;SG	N;INDF;FEM;PL
פוטבול	fotbal	None	fotbal	PROPN	N;INDF;MASC;SG
פוטבול	football	None	football	PROPN	N;INDF;MASC;SG
פוטבול	fotbalul	None	fotbal	PROPN	N;DEF;MASC;SG
מועדפת	preferat	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מועדפת	favorita	הועדף	favorita	V;FEM;SG;V.PTCP;PASS	N;DEF;FEM;SG
מועדפת	favorite	הועדף	favori	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מועדפת	favorit	הועדף	favori	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מועדפת	preferata	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
מועדפת	preferate	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מועדפת	preferat	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
אחראים	responsabil	אחראי	responsabil	N;MASC;PL	ADJ;INDF;MASC;SG
אחראים	răspunzător	אחראי	răspunzător	N;MASC;PL	ADJ;INDF;MASC;SG
אחראים	responsabili	אחראי	responsabil	N;MASC;PL	ADJ;INDF;MASC;PL
אחראים	responsabilă	אחראי	responsabil	N;MASC;PL	ADJ;INDF;FEM;SG
יעקובסון	jacobson	יעקובסון	jacobson	PROPN	N;INDF;MASC;SG
הגשת	depunerea	הגשה	depunere	N;PSSD;FEM;SG	N;DEF;FEM;SG
רוזנטל	rosenthal	רוזנטל	rosenthal	PROPN	PROPN
נגזרת	derivate	נגזר	derivat	V;FEM;SG;V.PTCP;MID	ADJ;INDF;FEM;PL
נגזרת	derivat	נגזר	derivat	V;FEM;SG;V.PTCP;MID	ADJ;INDF;MASC;SG
נגזרת	derivare	נגזר	derivare	V;FEM;SG;V.PTCP;MID	N;INDF;FEM;SG
מצריים	egipt	מצרי	egipt	N;MASC;PL	PROPN
מצריים	egiptul	מצרי	egipt	N;MASC;PL	N;DEF;MASC;SG
מחסה	adăpost	מחסה	adăpost		N;INDF;MASC;SG
מחסה	adapost	מחסה	adapost		N;INDF;MASC;SG
מחסה	adăpostul	מחסה	adăpost		N;DEF;MASC;SG
ריבר	râu	ריבר	râu	PROPN	N;INDF;MASC;SG
ריבר	râul	ריבר	râu	PROPN	N;DEF;MASC;SG
ריבר	river	ריבר	river	PROPN	PROPN
קמפבל	campbell	קמפבל	campbell	PROPN	PROPN
אלבניה	albania	אלבניה	albania	PROPN	PROPN
נצפה	văzute	צפה	văzut	V;PL;1;PST	ADJ;INDF;FEM;PL
נצפה	privite	צפה	privi	V;PL;1;PST	ADJ;INDF;FEM;PL
נוזלים	fluid	נוזל	fluid	N;MASC;PL	N;INDF;MASC;SG
נוזלים	lichid	נוזל	lichid	N;MASC;PL	N;INDF;MASC;SG
אדריאן	adrienne	אדריאן	adrienne	PROPN	PROPN
אדריאן	adrian	אדריאן	adrian	PROPN	N;INDF;MASC;SG
הפסחא	paste	הפסחא	paste	PROPN	
הפסחא	paște	הפסחא	paște	PROPN	N;INDF;FEM;PL
המכפלה	patriarhi	המכפל	patriarh	N;FEM;SG	N;INDF;MASC;PL
רוברטו	roberto	רוברטו	roberto	PROPN	PROPN
איסטנבול	istanbul	איסטנבול	istanb	PROPN	PROPN
איתור	urmarire	איתור	urmarire		N;INDF;FEM;SG
איתור	urmărire	איתור	urmărire		N;INDF;FEM;SG
איתור	urmărirea	איתור	urmărire		N;DEF;FEM;SG
איתור	localizarea	איתור	localizare		N;DEF;FEM;SG
וליאן	julian	וליאן	julian	PROPN	N;INDF;MASC;SG
צופן	cod	צפן	cod	N;MASC;SG	
גאולה	salvarea	גאולה	salvare	PROPN	N;DEF;FEM;SG
גאולה	mântuirea	גאולה	mântuire	PROPN	N;DEF;FEM;SG
גאולה	mântuire	גאולה	mântuire	PROPN	N;INDF;FEM;SG
גאולה	salvare	גאולה	salvare	PROPN	N;INDF;FEM;SG
גאולה	răscumpărare	גאולה	răscumpărare	PROPN	N;INDF;FEM;SG
גאולה	izbăvire	גאולה	izbăvire	PROPN	N;INDF;FEM;SG
גאולה	mântuire	גאולה	mântuire	PROPN	N;INDF;FEM;SG
רעה	rău	רע	rău		ADV
רעה	bad	רע	bad		N;INDF;MASC;SG
רעה	rea	רע	rău		ADJ;INDF;FEM;SG
המסגרת	cadru	המסגרת	cadru	PROPN	N;INDF;MASC;SG
המסגרת	rama	המסגרת	ramă	PROPN	N;DEF;FEM;SG
המסגרת	ramă	המסגרת	ramă	PROPN	N;INDF;FEM;SG
נמרוד	nimrod	נמרוד	nimrod	PROPN	PROPN
רוכב	rider	רכב	rider	PROPN	N;INDF;MASC;SG
רוחו	rojo	רוחו	rojo		PROPN
יושבת	ședința	ישב	ședință	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
עודף	excedent	עודף	excedent		N;INDF;MASC;SG
עודף	surplusul	עודף	surplus		N;DEF;MASC;SG
עודף	surplus	עודף	surplus		N;INDF;MASC;SG
עודף	schimba	עודף	schimba		V;IND;SG;3;IPFV;FIN
עודף	schimbare	עודף	schimbare		N;INDF;FEM;SG
עודף	schimbă	עודף	schimba		V;IND;SG;3;PST;FIN
עודף	schimbarea	עודף	schimbare		N;DEF;FEM;SG
עודף	exces	עודף	exces		N;INDF;MASC;SG
עודף	excesul	עודף	exces		N;DEF;MASC;SG
העצב	nerv	העצב	nerv		N;INDF;MASC;SG
פוסטר	foster	פוסטר	fost	PROPN	PROPN
אלנבי	allenby	אלנבי	allenby	PROPN	
האבל	hubble	האבל	hubblă	PROPN	N;INDF;FEM;SG
האבל	doliu	האבל	doliu	PROPN	N;INDF;MASC;SG
האבל	jale	האבל	jale	PROPN	
בלייק	blake	בלייק	blakă	PROPN	PROPN
אסר	interzis	אסר	interzice	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
מאבד	pierde	מאבד	pierde	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
קינן	keenan	קינן	keenan	PROPN	PROPN
קינן	kenan	קינן	kenan	PROPN	N;INDF;MASC;SG
התקדם	avansează	התקדם	avansa	V;MASC;SG;3;PST	V;IND;3;PRS;FIN
התקדם	avans	התקדם	avans	V;MASC;SG;3;PST	N;INDF;MASC;SG
השתנתה	schimbat	השתנה	schimba	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
השתנתה	schimbată	השתנה	schimba	V;FEM;SG;3;PST	ADJ;INDF;FEM;SG
בלעדי	exclusive	בלעדי	exclusiv	PROPN	ADJ;INDF;FEM;PL
בלעדי	exclusivă	בלעדי	exclusiv	PROPN	ADJ;INDF;FEM;SG
בלעדי	exclusivitate	בלעדי	exclusivitate	PROPN	N;INDF;FEM;SG
בלעדי	exclusiv	בלעדי	exclusiv	PROPN	ADV
נשבר	stricat	נשבר	strica	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נשבר	rupt	נשבר	rupt	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נשבר	spart	נשבר	spart	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נשבר	rupte	נשבר	rupt	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
נשבר	falit	נשבר	falit	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
סיציליה	sicilia	סיציליה	sicilie	PROPN	PROPN
איליה	ilia	איליה	ilie	PROPN	PROPN
איליה	elia	איליה	elia	PROPN	PROPN
נעלמו	plecat	נעלם	pleca	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נעלמו	dispărut	נעלם	dispărea	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
אוילר	euler	אוילר	euler	PROPN	PROPN
טיטוס	titus	טיטוס	titus	PROPN	PROPN
לואיז	luiz	לואיז	luiz	PROPN	PROPN
לואיז	louise	לואיז	loui	PROPN	V;IND;SG;3;PST+PRF;FIN
פסולת	resturi	פסולת	rest	N;FEM;SG	N;INDF;FEM;PL
פסולת	deseuri	פסולת	deseu	N;FEM;SG	N;INDF;FEM;PL
פסולת	deșeuri	פסולת	deșeu	N;FEM;SG	N;INDF;FEM;PL
רגלי	picioarele	רגל	picior		N;DEF;FEM;PL
רגלי	picioare	רגל	picior		N;INDF;FEM;PL
רגלי	pionul	רגל	pion		N;DEF;MASC;SG
רגלי	pion	רגל	pion		N;INDF;MASC;SG
בארט	bart	בארט	bart	PROPN	N;INDF;MASC;SG
בארט	barrett	בארט	barrett	PROPN	PROPN
נשיפה	expiră	נשיפה	expira	N;FEM;SG	V;IND;SG;3;PST;FIN
אימוץ	adoptat	אימוץ	adopta	N;MASC;SG	ADJ;INDF;MASC;SG
אימוץ	adoptată	אימוץ	adopta	N;MASC;SG	ADJ;INDF;FEM;SG
מופעל	activate	הופעל	activa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מופעל	activat	הופעל	activat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מופעל	activată	הופעל	activa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מופעל	activat	הופעל	activat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מופעל	activată	הופעל	activa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מופעל	alimentat	הופעל	alimenta	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ויל	will	ויל	will	PROPN	PROPN
ויל	va	ויל	vrea	PROPN	V;SG;3
אוהל	corturile	אוהל	cort	PROPN	N;DEF;FEM;PL
אוהל	corturi	אוהל	cort	PROPN	N;INDF;FEM;PL
אוהל	cort	אוהל	cort	PROPN	N;INDF;MASC;SG
אוהל	cortul	אוהל	cort	PROPN	N;DEF;MASC;SG
אפריקאית	africani	אפריקני	african	PROPN	ADJ;INDF;MASC;PL
אפריקאית	africană	אפריקני	african	PROPN	ADJ;INDF;FEM;SG
אפריקאית	africane	אפריקני	african	PROPN	ADJ;INDF;FEM;PL
אפריקאית	african	אפריקני	african	PROPN	ADJ;INDF;MASC;SG
דיזל	motorină	דיזל	motorină	PROPN	N;INDF;FEM;SG
דיזל	motorina	דיזל	motorină	PROPN	N;DEF;FEM;SG
דיזל	diesel	דיזל	diesel	PROPN	N;INDF;MASC;SG
אוסטרלי	australiană	אוסטרלי	australian	PROPN	ADJ;INDF;FEM;SG
אוסטרלי	australian	אוסטרלי	australian	PROPN	ADJ;INDF;MASC;SG
אוסטרלי	australieni	אוסטרלי	australian	PROPN	ADJ;INDF;MASC;PL
לוסי	lucy	לוסי	lucy	PROPN	PROPN
ליאון	leon	ליאון	leon	PROPN	N;INDF;MASC;SG
יביא	adu	הביא	adu	V;MASC;SG;3;FUT;ACT	V;IND;SG;2;PRS;FIN
שורק	fluierat	שורק	fluierat	PROPN	ADJ;INDF;MASC;SG
עצמאיות	independent	עצמאי	independent	ADJ;FEM;PL	ADV
עצמאיות	independenta	עצמאי	independent	ADJ;FEM;PL	N;DEF;FEM;SG
