den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP
utländsk	чуждестранни	utländsk	чуждестранен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
utländsk	чужденец	utländsk	чужденец	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
katolsk	католическо	katolsk	католически	ADJ;NOM;INDF;MASC+FEM;SG	ADV
katolsk	католик	katolsk	католик	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
katolsk	католици	katolsk	католик	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
katolsk	католичка	katolsk	католичка	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hört	чул	höra	чуя	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
hört	чух	höra	чуя	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
simpsons	симпсън	simpson	симпсън	PROPN;GEN	N;INDF;MASC;SG
dött	умрял	döda	умра	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
dött	умряла	döda	умра	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
dött	мъртви	döda	мъртъв	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;PL
dött	мъртъв	döda	мъртъв	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC;SG
gas	газове	ga	газ	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
berömd	известни	berömd	известен	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;PL
samlingen	събиране	samling	събиране	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
samlingen	колекция	samling	колекция	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
inspiration	вдъхновението	inspiration	вдъхновение	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
sophie	софи	sophie	софа	PROPN;NOM	N;INDF;FEM;SG
houston	хюстън	houston	хюстън	PROPN;NOM	PROPN;INDF;MASC;SG
sudan	судан	suda	судан	PROPN;NOM	N;INDF;FEM;SG
human	хуманно	huma	хуманен	N;NOM;INDF;MASC+FEM;SG	ADV
uppmärksammade	забелязал	uppmärksammad	забележа-(се)	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
framtid	бъдещ	framtid	бъдещ	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
framtid	бъдещи	framtid	бъдещ	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
framtid	бъдещето	framtid	бъдеще	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
framtid	бъдеща	framtid	бъдещ	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
koppling	съединителната	koppling	съединителен	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
koppling	връзката	koppling	връзка	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
institut	института	institut	институт	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
institut	институти	institut	институт	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
institut	институциите	institut	институция	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
institut	институции	institut	институция	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
venus	венера	venus	венер	PROPN;NOM	N;INDF;FEM;SG
dubbla	двойна	dubbel	двоен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
dubbla	двоен	dubbel	двоен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
dubbla	двойно	dubbel	двойно	ADJ;NOM;PL	ADV
catherine	катрин	catherine	катрин	PROPN;NOM	PROPN;INDF;FEM;SG
catherine	катерина	catherine	катерина	PROPN;NOM	N;INDF;FEM;SG
flod	реката	flod	река	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
greta	грета	gret	грет	PROPN;NOM	N;INDF;FEM;SG
greta	гретел	gret	гретел	PROPN;NOM	N;INDF;MASC;SG
kommunikation	комуникации	kommunikation	комуникация	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kommunikation	комуникации	kommunikation	комуникация	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
äldste	старейшини	gammal	старейшина	N;SG	N;INDF;MASC;PL
gator	алигатор	gata	алигатор	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
gator	улиците	gata	улица	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
henan	хънан	hona	хънан	PROPN;NOM	N;INDF;MASC;SG
dramatiska	драматичен	dramatisk	драматичен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
dramatiska	драматично	dramatisk	драматично	ADJ;NOM;PL	ADV
dramatiska	драматична	dramatisk	драматичен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
växa	расте	växa	раста	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
växa	растат	växa	раста	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
craig	крейг	craig	крейг	PROPN;NOM	PROPN;INDF;MASC;SG
budget	бюджетна	budget	бюджетен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
wheeler	уийлър	wheeler	уийлър	PROPN;NOM	PROPN;INDF;MASC;SG
wheeler	уилър	wheeler	уилър	PROPN;NOM	PROPN;INDF;MASC;SG
moçambique	мозамбик	moçambique	мозамбик	PROPN;NOM	N;INDF;MASC;SG
studerat	учил	studera	уча-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
studerat	проучен	studera	проучен	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
studerat	учила	studera	уча-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
dean	дийн	de	дийн	PROPN;NOM	PROPN;INDF;MASC;SG
masters	господари	mast	господар	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
masters	майстори	mast	майстор	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
producerat	произведени	producerad	произведа	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
producerat	произведена	producerad	произведа	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
producerat	произведен	producerad	произведа	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
producerat	произведено	producerad	произведа	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
sända	излъчване	sända	излъчване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
sända	изпращане	sända	изпращане	V;IMP;FIN;ACT	N;INDF;NEUT;SG
sända	изпрати	sända	изпратя	V;IMP;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
typiska	типично	typisk	типичен	ADJ;NOM;PL	ADV
typiska	типичен	typisk	типичен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
typiska	типична	typisk	типичен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
utformning	проектирането	utformning	проектиране	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
falk	фолк	falk	фолк	PROPN;NOM	N;INDF;MASC;SG
falk	сокол	falk	сокол	PROPN;NOM	N;INDF;MASC;SG
tekniken	техника	teknik	техника	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tekniken	технология	teknik	технология	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tekniken	технологии	teknik	технология	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
henderson	хендерсън	henderson	хендерсън	PROPN;NOM	PROPN;INDF;MASC;SG
vetenskaplig	научни	vetenskaplig	научен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
vetenskaplig	научно	vetenskaplig	научно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
funktionen	функция	funktion	функция	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
funktionen	длъжност	funktion	длъжност	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
funktionen	функциониране	funktion	функциониране	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
funktionen	функции	funktion	функция	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
funktionen	особеност	funktion	особеност	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
funktionen	характеристика	funktion	характеристика	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
samtal	разговори	samtal	разговор	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
samtal	разговори	samtal	разговор	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
samtal	обаждания	samtal	обаждане	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
samtal	повиквания	samtal	повикване	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
samtal	разговори	samtal	разговор	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
italia	italia	itali	italia	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
bryter	почивки	bryta	почивка	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
bryter	чупене	bryta	чупене	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
bryter	разбиване	bryta	разбиване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
rwanda	руанда	röand	руанда	PROPN;NOM	N;INDF;FEM;SG
henning	хенинг	henning	хенинг	PROPN;NOM	N;INDF;MASC;SG
lätta	леко	lätt	леко	ADJ;NOM;PL	ADV
lätta	лесно	lätt	лесно	ADJ;NOM;PL	ADV
georgiska	грузински	georgisk	грузински	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
detsamma	същият	densamma	същ	PRO;DEF;NEUT;SG	ADJ;DEF;MASC;SG
detsamma	същата	densamma	същ	PRO;DEF;NEUT;SG	ADJ;DEF;FEM;SG
detsamma	същото	densamma	същ	PRO;DEF;NEUT;SG	ADJ;DEF;NEUT;SG
celler	клетките	cell	клетка	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
kommittén	комитет	kommitté	комитет	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kommittén	комисия	kommitté	комисия	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
bel	бел	bel	бел	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
kvällen	вечер	kväll	вечер	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kvällen	вечерно	kväll	вечерен	N;NOM;DEF;MASC+FEM;SG	ADV
vadstena	вадстена	vadsten	вадстен	PROPN;NOM	N;INDF;FEM;SG
figur	фигурата	figur	фигура	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
uttalas	произношение	uttala	произношение	V;NFIN;PASS	N;INDF;NEUT;SG
blått	сини	blå	син	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
blått	синьо	blå	син	N;NOM;INDF;NEUT;SG	ADV
blått	синя	blå	син	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
kosovo	косово	kosovo	косово	PROPN;NOM	PROPN;INDF;NEUT;SG
utbildad	образован	utbilda	образовам	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
utbildad	образовани	utbilda	образовам	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
utbildad	образована	utbilda	образовам	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
utbildad	обучен	utbilda	обуча	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utbildad	обучени	utbilda	обуча	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
utbildad	трениран	utbilda	тренирам	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
utbildad	обучена	utbilda	обуча	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
demokrati	демокрацията	demokrati	демокрация	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
romeo	ромео	rom	ромео	PROPN;NOM	N;INDF;MASC;SG
inhemska	родна	inhemsk	роден	ADJ;NOM;PL	ADJ;INDF;FEM;SG
inhemska	домашен	inhemsk	домашен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
inhemska	домашна	inhemsk	домашен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
orsakade	причинено	orsaka	причиня	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
orsakade	причинени	orsaka	причиня	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
orsakade	причинена	orsaka	причиня	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
storleken	размери	storlek	размер	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;PL
storleken	големина	storlek	големина	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
storleken	размер	storlek	размер	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
habitat	местообитанията	habitad	местообитания	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;PL
kvinnlig	женско	kvinnlig	женски	ADJ;NOM;INDF;MASC+FEM;SG	ADV
sällsynt	рядко	sällsynt	рядко	ADJ;NOM;INDF;NEUT;SG	ADV
sällsynt	редки	sällsynt	редка	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
sällsynt	рядкост	sällsynt	рядкост	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
direkta	директна	direkt	директен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
direkta	директно	direkt	директно	ADJ;NOM;PL	ADV
direkta	пряко	direkt	пряко	ADJ;NOM;PL	ADV
direkta	директен	direkt	директен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
split	разделим	splita	разделя-(се)	N;NOM;INDF;NEUT;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
split	разделен	splita	разделя-(се)	N;NOM;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
delad	споделено	delad	споделя	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
delad	споделена	delad	споделя	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
delad	споделени	delad	споделя	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
delad	разделена	delad	разделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
delad	разделено	delad	разделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
delad	разделени	delad	разделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
delad	разделен	delad	разделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
delad	разделим	delad	разделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;PL;1;PRS;FIN;ACT
delad	разделен	delad	разделя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
delad	сплит	delad	сплит	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
delad	разделяне	delad	разделяне	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
allmusic	allmusic	allmusic	allmusic	PROPN;NOM	PROPN;INDF;MASC;SG
isländska	исландски	isländsk	исландски	ADJ;NOM;PL	PROPN;INDF;MASC;SG
hawaii	хаваите	hawaii	хавая-(се)	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
johnston	джонстън	johnston	джонстън	PROPN;NOM	N;INDF;MASC;SG
days	дни	days	ден	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
days	дена	days	ден	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
niger	нигер	niga	нигер	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
sánchez	sánchez	sánchez	sánchez	PROPN;NOM	PROPN;INDF;MASC;SG
weber	уебър	weber	уебър	PROPN;NOM	PROPN;INDF;MASC;SG
avdelningen	отдел	avdelning	отдел	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
avdelningen	департамент	avdelning	департамент	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
maken	съпруг	make	съпруг	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
era	епоха	era	епоха	PRO;DEF;PL	N;INDF;FEM;SG
era	ерата	era	ера	PRO;DEF;PL	N;DEF;FEM;SG
era	ера	era	ера	PRO;DEF;PL	N;INDF;FEM;SG
läste	чета	läsa	чета	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
läste	чети	läsa	чета	V;IMP;FIN;ACT	N;INDF;FEM;PL
läste	четене	läsa	четене	V;IMP;FIN;ACT	N;INDF;NEUT;SG
toledo	толедо	toledo	толедо	PROPN;NOM	N;INDF;MASC;SG
typiskt	обикновено	typisk	обикновено	ADJ;NOM;INDF;NEUT;SG	ADV
typiskt	типично	typisk	типичен	ADJ;NOM;INDF;NEUT;SG	ADV
typiskt	типични	typisk	типичен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
diamond	диамантен	diamond	диамантен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
diamond	диаманта	diamond	диамант	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
diamond	даймънд	diamond	даймънд	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
moser	мозер	mos	мозер	PROPN;NOM	N;INDF;FEM;SG
fips	fips	fips	fips	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
rouge	руж	rouge	руж	PROPN;NOM	N;INDF;MASC;SG
gädda	пайк	gädda	пайк	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
kännetecknas	характеризира	känneteckna	характеризирам	V;IND;NFIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
nödvändigt	необходимо	nödvändig	необходимо	ADJ;NOM;INDF;NEUT;SG	ADV
nödvändigt	необходими	nödvändig	необходим	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
mann	ман	mann	ман	PROPN;NOM	PROPN;INDF;MASC;SG
roche	рош	roche	рош	PROPN;NOM	N;INDF;FEM;SG
konstant	постоянна	konstant	постоянен	ADV	ADJ;INDF;FEM;SG
konstant	постоянен	konstant	постоянен	ADV	ADJ;INDF;MASC;SG
konstant	константа	konstant	констант	ADV	N;INDF;FEM;SG
konstant	постоянни	konstant	постоянен	ADV	ADJ;INDF;PL
alpina	alpina	alpin	alpina	ADJ;NOM;PL	PROPN
alpina	алпийски	alpin	алпийски	ADJ;NOM;PL	ADJ;INDF;MASC;SG
salo	сало	salo	сало	PROPN;NOM	N;INDF;MASC;SG
montgomery	монтгомъри	montgomery	монтгомър	PROPN;NOM	N;INDF;MASC;SG
montgomery	монгомъри	montgomery	монгомър	PROPN;NOM	N;INDF;MASC;SG
nikolaj	николай	nikolaj	николай	PROPN;NOM	PROPN;INDF;MASC;SG
nikolaj	николай	nikolaj	николай	PROPN;NOM	PROPN;INDF;MASC;SG
nikolaj	николас	nikolaj	николас	PROPN;NOM	PROPN;INDF;MASC;SG
nikolaj	никълъс	nikolaj	никълъс	PROPN;NOM	PROPN;INDF;MASC;SG
nikolaj	николай	nikolaj	николай	PROPN;NOM	PROPN;INDF;MASC;SG
burton	бъртън	burton	бъртън	PROPN;NOM	PROPN;INDF;MASC;SG
rogers	роджърс	roga	роджърс	PROPN;NOM	PROPN;INDF;MASC;SG
tidskrifter	дневниците	tidskrift	дневник	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
tidskrifter	списанията	tidskrift	списание	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;PL
regementet	полк	regemente	полк	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
bennett	бенет	benneda	бенет	N;NOM;DEF;NEUT;SG	PROPN;INDF;FEM;SG
gratis	свободно	gratis	свободно	ADJ;NOM	ADV
gratis	безплатно	gratis	безплатно	ADJ;NOM	ADV
samoa	самоа	samoa	самоа	PROPN;NOM	N;INDF;MASC;SG
dramatiker	драматург	dramatik	драматург	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kapitel	глави	kapitel	глава	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
hopkins	хопкинс	hopkins	хопкинс	PROPN;NOM	PROPN;INDF;MASC;SG
längden	дължина	längd	дължина	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
ridley	ридли	ridley	ридла	PROPN;NOM	N;INDF;MASC;SG
röra	бъркотия	röra	бъркотия	V;IMP;FIN;ACT	N;INDF;FEM;SG
röra	каша	röra	каша	V;IMP;FIN;ACT	N;INDF;FEM;SG
armstrong	армстронг	armstrong	армстронг	PROPN;NOM	PROPN;INDF;MASC;SG
försvaret	защита	försvar	защита	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
försvaret	отбрана	försvar	отбрана	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
försvaret	защита	försvar	защита	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
försvaret	отбрана	försvar	отбрана	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
campo	кампо	campo	кампо	N;NOM;INDF;NEUT;SG	PROPN
liaoning	ляонин	liaoning	ляонин	PROPN;NOM	N;INDF;MASC;SG
säkra	безопасно	säker	безопасен	ADJ;NOM;PL	ADV
säkra	безопасен	säker	безопасен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
säkra	сейф	säker	сейф	ADJ;NOM;PL	N;INDF;FEM;SG
säkra	сигурна	säker	сигурен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
iaaf	иааф	iaaf	иааф	PROPN;NOM	PROPN;INDF;MASC;SG
galicien	галисия	galicien	галисия	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
uppenbart	видимо	uppenbar	видимо	ADJ;NOM;INDF;NEUT;SG	ADV
crawford	крофърд	crawford	крофърд	PROPN;NOM	N;INDF;MASC;SG
crawford	крауфорд	crawford	крауфорд	PROPN;NOM	N;INDF;MASC;SG
earth	земно	earth	земно	N;NOM;INDF;MASC+FEM;SG	ADV
earth	земята	earth	земя	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
earth	земен	earth	земен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
anita	анита	anit	анита	PROPN;NOM	N;INDF;FEM;SG
kors	кръстове	kors	кръст	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
kors	крос	kors	крос	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
kors	кръста	kors	кръст	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
släppa	пускане	släppa	пускане	V;IMP;FIN;ACT	N;INDF;NEUT;SG
släppa	освобождаване	släppa	освобождаване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
offentligt	публични	offentlig	публичен	ADV	ADJ;INDF;PL
offentligt	публична	offentlig	публичен	ADV	ADJ;INDF;FEM;SG
offentligt	публичен	offentlig	публичен	ADV	ADJ;INDF;MASC;SG
offentligt	обществени	offentlig	обществен	ADV	ADJ;INDF;PL
debatten	разискване	debatt	разискване	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
debatten	разисквания	debatt	разискване	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;PL
debatten	дебат	debatt	дебат	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
debatten	дебати	debatt	дебат	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;PL
kärnten	каринтия	kärnt	каринтия	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
marcel	марсел	marcel	марсел	PROPN;NOM	PROPN;INDF;MASC;SG
mission	мисията	mission	мисия	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
avhandling	дисертацията	avhandling	дисертация	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
avhandling	тезата	avhandling	теза	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
crystal	кристална	crystal	кристален	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
crystal	кристално	crystal	кристално	N;NOM;INDF;NEUT;SG	ADV
lyon	лайън	lyon	лайън	PROPN;NOM	N;INDF;MASC;SG
lyon	лион	lyon	лион	PROPN;NOM	PROPN;INDF;MASC;SG
oklart	неясно	oklar	неясно	ADJ;NOM;INDF;NEUT;SG	ADV
oklart	неясни	oklar	неясен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
palm	дланта	palm	длан	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
palm	палм	palm	палм	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
kanadensiska	канадци	kanadensisk	канадец	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
kanadensiska	канадска	kanadensisk	канадски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
kanadensiska	канадски	kanadensisk	канадски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
sky	небето	sky	небе	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
carmen	кармен	carm	кармен	PROPN;NOM	N;INDF;FEM;SG
blood	кръвта	blood	кръв	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tunnelbana	метрото	tunnelbana	метро	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
tunnelbana	метрото	tunnelbana	метро	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
meningen	изречение	mening	изречение	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
meningen	присъда	mening	присъда	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
small	малка	small	малък	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
small	малки	small	малък	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
small	малък	small	малък	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
small	дребен	small	дребен	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
stöder	подкрепа	stödja	подкрепа	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
