sammanhängande	المتاخمة	sammanhängande	مُتَاخِم	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
förbättringar	التحسن	förbättring	تَحَسُّن	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
förbättringar	تحسن	förbättring	تَحَسُّن	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
förbättringar	تحسين	förbättring	تَحسِين	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
esc	e	esc	هُوَ	N;NOM;INDF;NEUT;SG	
högste	العليا	hög	العليا	ADJ;NOM;DEF;RL	
massor	الكثير	massa	كَثِير	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;SG
modellerna	موديلات	modell	مُودِيل	N;NOM;DEF;MASC+FEM;PL	
modellerna	نماذج	modell	نَمُوذَج	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
arabisk	العرب	arabisk	عَرَب	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
arabisk	العربية	arabisk	عَرَبِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
arabisk	العربي	arabisk	عَرَبِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
arabisk	عرب	arabisk	عرب	ADJ;NOM;INDF;MASC+FEM;SG	
arabisk	العربية	arabisk	عَرَبِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
arabisk	بالعربي	arabisk	بالعربي	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
arabisk	بالعربية	arabisk	بَالِعربِيّ	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skidåkning	تزلج	skidåkning	زَلَّج	N;NOM;INDF;MASC+FEM;SG	
skidåkning	التزحلق	skidåkning	تَزَحُّل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skidåkning	التزلج	skidåkning	تَزَلُّج	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
papp	كرتون	papp	كرتون	N;NOM;INDF;NEUT;SG	
dörren	باب	dörr	بَاب	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
signatur	التوقيع	signatur	تَوقِيع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
operationer	العمليات	operation	عَمَلِيَّة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
operationer	الجراحات	operation	جِرَاح	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
dracula	دراكولا	dracul	دراكولا	N;NOM;INDF;MASC+FEM;SG	
grundaren	مؤسس	grundare	مُؤَسِّس	N;NOM;DEF;MASC+FEM;SG	
ljust	الخفيفة	ljust	خَفِيف	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ljust	ضوء	ljust	ضَوء	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
ljust	النور	ljust	النور	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ljust	فاتح	ljust	فاتح	ADJ;NOM;INDF;NEUT;SG	
ljust	نور	ljust	نور	ADJ;NOM;INDF;NEUT;SG	
ljust	ساطع	ljust	سَاطَع	ADJ;NOM;INDF;NEUT;SG	
ljust	المشرق	ljust	مَشرِق	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ljust	مشرق	ljust	مَشرِق	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
konsekvent	متسق	konsekvent	مُتَسَقِّق	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
konsekvent	متسقة	konsekvent	مُتَسَقِّق	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
konsekvent	الاتساق	konsekvent	اِتِّسَاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tomma	فارغ	tom	فارغ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
tomma	فارغة	tom	فارغة	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
hello	الو	hello	وَ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hello	مرحبا	hello	مَرحَبًا	N;NOM;INDF;MASC+FEM;SG	
teoretiska	نظري	teoretisk	نَظَر	ADJ;NOM;PL	
keep	احتفظ	keep	اِحتَفَظ	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
grafiska	تصويري	grafisk	تصويري	ADJ;NOM;PL	
serveras	خدمت	servera	خَدَم	V;IND;PRS;FIN;PASS	V;PFV;FEM;SG;3;ACT
serveras	خدم	servera	خَدَم	V;IND;PRS;FIN;PASS	
utformade	صمم	utforma	صَمَّم	ADJ;NOM;PL;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
utformade	صممت	utforma	صَمَّم	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
markis	ماركيز	markis	ماركيز	N;NOM;INDF;MASC+FEM;SG	
swartz	شوارتز	swartz	شوارتز	N;NOM;INDF;MASC+FEM;SG	
swartz	سوارتز	swartz	سوارتز	N;NOM;INDF;MASC+FEM;SG	
indicus	indic	indicus	indic	N;NOM;INDF;MASC+FEM;SG	
sons	ابناء	sons	اِبن	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
sons	الابناء	sons	الابناء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
tjock	السمين	tjock	سَمِين	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tjock	بدين	tjock	بدين	ADJ;NOM;INDF;MASC+FEM;SG	
tjock	الدهون	tjock	دَهن	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
tjock	سمين	tjock	سَمِين	ADJ;NOM;INDF;MASC+FEM;SG	
tjock	دهن	tjock	دِهن	ADJ;NOM;INDF;MASC+FEM;SG	
grov	الخام	grov	خَام	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
grov	خشن	grov	خَشن	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
beatrice	بياتريس	beatrice	بَيَاتِرِيس	N;NOM;INDF;MASC+FEM;SG	
tobago	توباغو	tobago	توباغو	PROPN;NOM	
begär	طلب	begära	طَلَب	V;IMP;FIN;ACT	N;NOM;INDF;SG
begär	الطلب	begära	طَلَب	V;IMP;FIN;ACT	N;NOM;DEF;SG
begär	شهوة	begära	شُهُوَّة	V;IMP;FIN;ACT	N;NOM;INDF;SG
ros	روز	ros	روز	N;NOM;INDF;MASC+FEM;SG	
ros	الوردة	ros	وَردَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mohammad	محمد	mohammad	محمد	N;NOM;INDF;MASC+FEM;SG	
kännedom	المعرفة	kännedom	مَعرِفَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kännedom	المعارف	kännedom	مَعرِفَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
leden	الرتب	led	رُتبَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;DEF;PL
truman	ترومان	truman	ترومان	PROPN;NOM	
nordliga	الشمالية	nordlig	شَمَالِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
nordliga	شمال	nordlig	شَمَال	ADJ;NOM;PL	N;NOM;INDF;SG
nordliga	الشمالي	nordlig	شَمَالِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
nordliga	شمالي	nordlig	شمالي	ADJ;NOM;PL	
rigida	جامدة	rigid	جَامِد	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
rigida	جامد	rigid	جَامِد	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
kilogram	كيلوغرام	kilogram	كيلوغرام	N;NOM;INDF;NEUT;SG	
mackenzie	ماكنزي	mackenzie	مَاكنزِي	N;NOM;DEF;MASC+FEM;SG	
århundraden	القرون	århundrade	قَرن	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
thierry	تييري	thierry	تييري	PROPN;NOM	
konstitution	الدستور	konstitution	دُستُور	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rumänsk	الروماني	rumänsk	رُومَانِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
rumänsk	رومانيا	rumänsk	رُومَانِيَا	ADJ;NOM;INDF;MASC+FEM;SG	
rumänsk	الرومانية	rumänsk	رُومَانِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
plattform	المنصة	plattform	مِنَصَّة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
plattform	الرصيف	plattform	رَصِيف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
räddade	حفظ	rädda	حِفظ	V;IND;PST;FIN;ACT	
terminalia	terminal	terminali	terminal	N;NOM;INDF;MASC+FEM;SG	
server	خادم	serv	خَادِم	N;NOM;INDF;MASC+FEM;SG	
server	الخادم	serv	خَادِم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kroppar	الاجسام	kroppa	جِسم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kroppar	الهيئات	kroppa	هَيئَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kroppar	الجثث	kroppa	جُثَّة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gould	غولد	gould	غُولِد	PROPN;NOM	
gould	جولد	gould	جولد	PROPN;NOM	
luzon	لوزون	luzon	لُوزُون	PROPN;NOM	
vargas	فارغاس	vargas	فارغاس	PROPN;NOM	
konstitutionen	دستور	konstitution	دستور	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
farliga	خطير	farlig	خَطِير	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
farliga	خطر	farlig	خَطَر	ADJ;NOM;PL	N;NOM;INDF;SG
farliga	خطيرة	farlig	خَطِير	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
farliga	خطرة	farlig	خَطِر	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
zon	المنطقة	zon	مِنطَقَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
maya	مايا	maya	مَاي	N;NOM;INDF;MASC+FEM;SG	
maya	المايا	maya	أَلمَايَا	N;NOM;INDF;MASC+FEM;SG	
baldwin	بالدوين	baldöi	بِ	PROPN;NOM	
munspel	الهارمونيكا	munspel	الهارمونيكا	N;NOM;INDF;NEUT;SG	
verklig	ريال	verklig	رِيَال	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
geoffrey	جيوفري	geoffrey	جيوفري	PROPN;NOM	
geoffrey	جيفري	geoffrey	جيفري	PROPN;NOM	
rickard	ريتشارد	rickard	رِيتشَارد	N;NOM;INDF;MASC+FEM;SG	
utökning	التوسع	utökning	تَوَسُّع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
utökning	التوسيع	utökning	تَوسِيع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
utökning	التمديد	utökning	تَمدِيد	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
marta	مارتا	marta	مارتا	N;NOM;INDF;MASC+FEM;SG	
int	i	int	!	INTJ	
roses	الورود	rosa	وُرُود	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
roses	الورد	rosa	وَرد	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
nödvändig	الضروري	nödvändig	ضَرُورِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
sakta	بطيء	sakta	بطيء	V;IMP;FIN;ACT	
sakta	بطئ	sakta	بَطَأ	V;IMP;FIN;ACT	N;NOM;INDF;SG
sakta	بطيئة	sakta	بَطِيء	V;IMP;FIN;ACT	ADJ;NOM;INDF;FEM;SG
sakta	ببطء	sakta	بَبَط	V;IMP;FIN;ACT	N;NOM;INDF;SG
hermes	هرمس	herme	هرمس	N;NOM;INDF;MASC+FEM;SG	
hermes	هيرميس	herme	هَيرَمِيس	N;NOM;INDF;MASC+FEM;SG	
avslutande	الاغلاق	avslutande	إِغلَاق	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
avslutande	اغلاق	avslutande	إِغلَاق	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
avslutande	خاتمة	avslutande	خاتمة	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
avslutande	انهاء	avslutande	إِنهَاء	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
avslutande	الاغلاق	avslutande	إِغلَاق	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
avslutande	اغلاق	avslutande	إِغلَاق	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
emirat	الامارة	emira	إِمَارَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
krigare	المحاربين	krig	مُحَارِب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
krigare	المحاربون	krig	مُحَارِب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
krigare	المحارب	krig	مَحرِب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
krigare	محارب	krig	مُحَارِب	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
framsteg	التقدم	framsteg	تَقَدُّم	N;NOM;INDF;NEUT;PL	N;NOM;DEF;SG
transporter	الشحنات	transport	شَحنَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
transporter	المواصلات	transport	مُوَاصَلَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
transporter	النقل	transport	نَقل	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
transporter	نقل	transport	نَقل	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
transporter	المواصلات	transport	مُوَاصَلَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
transporter	النقل	transport	نَقل	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
transporter	نقل	transport	نَقل	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
dörrar	الابواب	dörr	الابواب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
molly	مولي	molly	مولي	PROPN;NOM	
molly	مولى	molly	مولى	PROPN;NOM	
firma	الشركة	firma	شَرِكَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
firma	حازم	firma	حازم	N;NOM;INDF;MASC+FEM;SG	
laga	اصلاح	laga	إِصلَاح	V;NFIN;ACT	N;NOM;INDF;SG
laga	اصلح	laga	أَصلَح	V;NFIN;ACT	
måndag	الاثنين	måndag	اِثنَان	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
förespråkar	دعاة	förespråka	دَاعِي	V;IND;PRS;FIN;ACT	N;NOM;INDF;PL
ytor	الاسطح	ytor	أَسطَح	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
ytor	اسطح	ytor	أَسطَح	N;NOM;INDF;MASC+FEM;PL	
step	الخطوة	step	خَطوَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
joey	جوي	joey	جوي	PROPN;NOM	
joey	جوى	joey	جَوِّيّ	PROPN;NOM	
lie	المنجل	lie	مَنجِل	N;NOM;INDF;MASC+FEM;SG	
gatorna	شوارع	gata	شَارِع	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
billigare	ارخص	billig	أَرخَص	ADJ;NOM;CMPR	
idrott	الرياضة	idrott	رِيَاضَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
idrott	سبورت	idrott	سَبُور	N;NOM;INDF;MASC+FEM;SG	
idrott	الرياضة	idrott	رِيَاضَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
idrott	الرياضات	idrott	رِيَاضَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
woody	وودي	woody	وودي	PROPN;NOM	
gudarna	الهة	gud	هَة	N;NOM;DEF;MASC+FEM;PL	
gudarna	الالهة	gud	أَلَّه	N;NOM;DEF;MASC+FEM;PL	N;NOM;DEF;SG
strukturer	الهياكل	struktur	هَيكَل	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
sträng	صارم	sträng	صَارِم	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
sträng	صارمة	sträng	صَارِم	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
sträng	السلسلة	sträng	سِلسِلَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sträng	ستيرن	sträng	ستِيرن	N;NOM;INDF;MASC+FEM;SG	
backe	تل	backe	تَلّ	N;NOM;INDF;MASC+FEM;SG	
backe	هيل	backe	هيل	N;NOM;INDF;MASC+FEM;SG	
backe	التل	backe	تَلّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
backe	تلة	backe	تِلَّة	N;NOM;INDF;MASC+FEM;SG	
köp	الشراء	köp	شِرَاء	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
köp	اشتري	köp	أَشتَر	N;NOM;INDF;NEUT;SG	
köp	مشتريات	köp	مُشتَرَى	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;PL
köp	المشتريات	köp	مُشتَرَى	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
alfons	الفونسو	alfons	اَلفُونسُو	N;NOM;DEF;MASC+FEM;SG	
religiöst	الدينية	religiös	دِينِيّ	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
religiöst	الديني	religiös	دِينِيّ	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
religiöst	متدين	religiös	متدين	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;DU
konton	الحسابات	konton	حِسَاب	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
hitlers	هتلر	hitler	هِتلَر	PROPN;GEN	
krim	القرم	krim	قَرم	PROPN;NOM	
krim	القرم	krim	قَرم	PROPN;NOM	
organiska	العضوية	organisk	عُضوِيَّة	ADJ;NOM;PL	N;NOM;DEF;SG
organiska	عضوية	organisk	عُضوِيَّة	ADJ;NOM;PL	N;NOM;INDF;SG
organiska	عضوي	organisk	عُضوِيّ	ADJ;NOM;PL	
rider	الركوب	rida	رَكب	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
rider	ركوب	rida	ركوب	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
rider	راكب	rida	رَاكِب	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
romantiska	رومانسية	romantisk	رُومَانسِيَّة	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
romantiska	رومنسي	romantisk	رُومنسِي	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
romantiska	رومانسي	romantisk	رُومَانسِيّ	ADJ;NOM;PL	
olympia	اوليمبيا	olympi	أُولِيمبِيَا	N;NOM;INDF;MASC+FEM;SG	
mausoleum	الضريح	mausoleum	ضَرِيح	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
parterna	حفلات	part	حَفلَة	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
parterna	اطراف	part	طَرَف	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
parterna	احزاب	part	حِزب	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
poliser	شرطه	polis	شرطه	N;NOM;INDF;MASC+FEM;PL	
poliser	بوليس	polis	بُولِيس	N;NOM;INDF;MASC+FEM;PL	
poliser	شرطة	polis	شُرطَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
poliser	الشرطة	polis	شُرطَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
leader	زعيم	lead	زَعِيم	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
leader	قائد	lead	قَائِد	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
zero	صفر	zero	صفر	N;NOM;INDF;MASC+FEM;SG	
zero	صفرا	zero	صفرا	N;NOM;INDF;MASC+FEM;SG	N;ACC;INDF;SG
zero	الصفر	zero	صِفر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stormen	عاصفة	storm	عَاصِفَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
stormen	ستورم	storm	ستورم	N;NOM;DEF;MASC+FEM;SG	
rot	روت	rot	رَوت	N;NOM;INDF;MASC+FEM;SG	
rot	جذور	rot	جذور	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
rot	الجذر	rot	جِذر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
jung	جونغ	jung	جُونغ	PROPN;NOM	
jung	جونج	jung	جونج	PROPN;NOM	
jung	جيونغ	jung	جِيُونغ	PROPN;NOM	
kungligt	رويال	kunglig	رويال	ADJ;NOM;INDF;NEUT;SG	
kungligt	الملكي	kunglig	مَلَكِيّ	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
skyddat	محمية	skydda	محمية	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;INDF;SG
fjäll	المقياس	fjäll	مِقيَاس	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
carr	كار	carr	كَار	PROPN;NOM	
indikerar	مبينا	indikera	مبينا	V;IND;PRS;FIN;ACT	ADJ;ACC;INDF;MASC;SG
färd	الرحلة	färd	رِحلَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
baba	بابا	baba	بابا	N;NOM;INDF;MASC+FEM;SG	
fredag	الجمعه	fredag	الجمعه	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fredag	الجمعة	fredag	جُمعَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
konstigt	غربة	konstig	غُربَة	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
konstigt	غريب	konstig	غريب	ADJ;NOM;INDF;NEUT;SG	
tjocka	سميك	tjocka	سميك	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
tjocka	سميكة	tjocka	سمِيكَة	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
hals	حنجرة	hals	حُنجُرَة	N;NOM;INDF;MASC+FEM;SG	
hals	الحلق	hals	حَلق	N;NOM;INDF;MASC+FEM;SG	
hals	الحنجرة	hals	حُنجُرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hals	الرقبة	hals	رَقبَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hals	عنق	hals	عَنق	N;NOM;INDF;MASC+FEM;SG	
hals	العنق	hals	عَنق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
telefon	هاتف	telefon	هَاتِف	N;NOM;INDF;MASC+FEM;SG	
telefon	تلفون	telefon	تَلَفَّن	N;NOM;INDF;MASC+FEM;SG	
telefon	الهاتف	telefon	هَاتِف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
telefon	هاتف	telefon	هَاتِف	N;NOM;INDF;MASC+FEM;SG	
telefon	تلفون	telefon	تَلَفَّن	N;NOM;INDF;MASC+FEM;SG	
telefon	تليفون	telefon	تليفون	N;NOM;INDF;MASC+FEM;SG	
telefon	الهاتف	telefon	هَاتِف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
koncept	المفهوم	koncept	مَفهُوم	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
koncept	المفاهيم	koncept	مَفهُوم	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
koncept	مفاهيم	koncept	مَفهُوم	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
jordbävningen	زلزال	jordbävning	زِلزَال	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
olson	اولسن	olson	أُولِسن	PROPN;NOM	
tillträde	النفاذ	tillträde	نَفَاذ	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
tillträde	الوصول	tillträde	وُصُول	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
motta	موتا	motta	مَوت	V;IMP;FIN;ACT	
resande	السفر	resa	سَفَر	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
resande	المسافر	resa	مُسَافِر	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
resande	السفر	resa	سَفَر	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
resande	الرحل	resa	رَحل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
resande	المسافرون	resa	مُسَافِر	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
resande	المسافرين	resa	مُسَافِر	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
resande	السفر	resa	سَفَر	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
tjänstemän	المسؤولين	tjänsteman	مَسؤُول	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
rodrigo	رودريجو	rodrig	رودريجو	PROPN;NOM	
rodrigo	رودريغو	rodrig	رُودِرِيغُو	PROPN;NOM	
givet	نظرا	giv	نَظَر	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;ACC;INDF;SG
öron	الاذن	öron	اَلذَذِن	N;NOM;INDF;NEUT;PL	N;NOM;DEF;SG
öron	الاذان	öron	إِذَان	N;NOM;INDF;NEUT;PL	N;NOM;DEF;SG
öron	اذان	öron	إِذَانَ	N;NOM;INDF;NEUT;PL	N;NOM;INDF;SG
cuesta	كويستا	cuesta	كُوَيستَا	N;NOM;INDF;MASC+FEM;SG	
pax	باكس	pax	بَاكِس	N;NOM;INDF;MASC+FEM;SG	
building	البناء	building	بِنَاء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
building	المبنى	building	مَبنَى	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
building	بناء	building	بِنَاء	N;NOM;INDF;MASC+FEM;SG	N;ACC;INDF;SG
building	البناية	building	بِنَايَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fyllt	ملا	fylla	مَلَا	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
gallo	جالو	galla	جالو	PROPN;NOM	
belägg	الادلة	belägg	دِلَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
belägg	الدليل	belägg	دَلِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
belägg	ادلة	belägg	دَلِيل	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
inn	نزل	inn	نَزَل	N;NOM;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
samarbetat	تعاونت	samarbetad	تَعَاوَن	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
samarbetat	تعاونت	samarbetad	تَعَاوَن	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
matematisk	رياضية	matematisk	رِيَاضِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
orientering	توجه	orientering	تَوَجَّه	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
orientering	التوجه	orientering	تَوَجُّه	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
orientering	التوجيه	orientering	تَوجِيه	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
