singh	singh	singh	singh	N;INDF;MASC;SG	PROPN
falsk	falsas	falsk	falso	N;INDF;MASC;SG	ADJ;FEM;PL
falsk	falsa	falsk	falso	N;INDF;MASC;SG	ADJ;FEM;SG
falsk	falsos	falsk	falso	N;INDF;MASC;SG	ADJ;MASC;PL
falsk	falso	falsk	falso	N;INDF;MASC;SG	ADJ;MASC;SG
clements	clements	clements	clement	N;INDF;NEUT;SG	N;FEM;PL
ombygging	remodelar	ombygging	remodelar	N;INDF;FEM;SG	V;NFIN
tomas	tomas	tomas	toma	N;INDF;MASC;SG	N;FEM;PL
fet	atrevido	fet	atreverse	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
fet	audaz	fet	audaz	N;INDF;MASC;SG	ADJ;SG
fet	gordos	fet	gordo	N;INDF;MASC;SG	ADJ;MASC;PL
fet	gordo	fet	gordo	N;INDF;MASC;SG	ADJ;MASC;SG
fet	gorda	fet	gordo	N;INDF;MASC;SG	ADJ;FEM;SG
fet	gordas	fet	gorda	N;INDF;MASC;SG	N;FEM;PL
spinner	hilado	spinner	hilado	N;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
spinner	girando	spinner	girar	N;INDF;FEM;PL	V;V.MSDR
waters	aguas	waters	agua	N;INDF;MASC;SG	N;FEM;PL
audun	audun	audun	audun	N;INDF;MASC;SG	
tester	probando	tester	probar	N;INDF;FEM;PL	V;V.MSDR
tester	ensayo	tester	ensayo	N;INDF;FEM;PL	N;MASC;SG
curtis	curtis	curtis	curti	N;INDF;MASC;SG	PROPN
ukrainske	ucrania	ukrainsk	ucrania	ADJ;PL	N;FEM;SG
ukrainske	ucraniana	ukrainsk	ucraniano	ADJ;PL	ADJ;FEM;SG
ukrainske	ucraniano	ukrainsk	ucraniano	ADJ;PL	ADJ;MASC;SG
without	sin	without	sin	N;INDF;NEUT;SG	ADP
todd	todd	todd	todd	N;INDF;MASC;SG	PROPN
tove	tove	tove	tove	N;INDF;FEM;SG	PROPN
nøyaktige	exacto	nøyaktig	exacto	ADJ;PL	ADJ;MASC;SG
nøyaktige	exacta	nøyaktig	exacto	ADJ;PL	ADJ;FEM;SG
nøyaktige	precisa	nøyaktig	precisar	ADJ;PL	V;IND;SG;3;PRS;FIN
castro	castro	castro	castro	N;INDF;MASC;SG	PROPN
rob	robar	rob	robar	PROPN	V;NFIN
rob	rob	rob	rob	PROPN	PROPN
manuelt	manualmente	manuell	manualmente	ADJ;INDF;NEUT;SG	ADV
westwood	westwood	westwood	westwood	N;INDF;SG	PROPN
urter	hierbas	urter	hierba	N;INDF;NEUT;SG	N;FEM;PL
omgivelser	entorno	omgivelser	entorno	N;INDF;MASC;PL	N;MASC;SG
filosofisk	filosóficas	filosofisk	filosófico	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
velkjent	familiarizados	velkjent	familiarizado	ADJ;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
erstatter	reemplazando	erstatter	reemplazar	N;INDF;FEM;PL	V;V.MSDR
erstatter	reemplazar	erstatter	reemplazar	N;INDF;FEM;PL	V;NFIN
erstatter	sustituyendo	erstatter	sustituir	N;INDF;FEM;PL	V;V.MSDR
erstatter	reemplaza	erstatter	reemplazar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
erstatter	sustituye	erstatter	sustituir	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
erstatter	reemplazo	erstatter	reemplazo	N;INDF;FEM;PL	N;MASC;SG
erstatter	sustitución	erstatter	sustitución	N;INDF;FEM;PL	N;FEM;SG
skarp	sharp	skarp	sharp	ADJ;INDF;SG	N
slåss	combates	slåss	combate	N;INDF;MASC;SG	N;MASC;PL
slåss	peleas	slåss	pelea	N;INDF;MASC;SG	N;FEM;PL
slåss	luchando	slåss	luchar	N;INDF;MASC;SG	V;V.MSDR
marcel	marcel	marcel	marcel	N;INDF;MASC;SG	PROPN
overgrep	abuso	overgrep	abuso	N;INDF;NEUT;PL	N;MASC;SG
overgrep	maltrato	overgrep	maltrato	N;INDF;NEUT;PL	N;MASC;SG
gaver	regalo	gaver	regalo	N;INDF;FEM;PL	N;MASC;SG
gaver	presenta	gaver	presentar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
player	player	play	player	N;INDF;FEM;PL	N;SG
player	reproductor	play	reproductor	N;INDF;FEM;PL	N;MASC;SG
player	jugador	play	jugador	N;INDF;FEM;PL	N;MASC;SG
player	jugadora	play	jugadora	N;INDF;FEM;PL	N;FEM;SG
mel	harinas	mel	harina	N;INDF;MASC;SG	N;FEM;PL
mel	mel	mel	mel	N;INDF;MASC;SG	
lidelser	penurias	lidelser	penuria	N;INDF;NEUT;SG	N;FEM;PL
muntlig	orales	muntlig	oral	ADJ;INDF;NEUT;SG	ADJ;PL
muntlig	oral	muntlig	oral	ADJ;INDF;NEUT;SG	
utah	utah	utah	utah	PROPN	N;MASC;SG
drøm	sueña	drøm	soñar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
drøm	ensueño	drøm	ensueño	N;INDF;MASC;SG	ADJ;MASC;SG
drøm	soñar	drøm	soñar	N;INDF;MASC;SG	V;NFIN
auto	automático	auto	automático	N;INDF;MASC;SG	ADJ;MASC;SG
lind	lind	lind	lind	PROPN	PROPN
utøverne	deportistas	utøverne	deportista	N;INDF;MASC;SG	N;PL
utøverne	atletas	utøverne	atleta	N;INDF;MASC;SG	N;PL
tilbudet	ofrezcan	tilbud	ofrecer	N;DEF;NEUT;SG	V;IMP;PL;3;FIN
fremmed	extraña	fremmed	extraño	N;INDF;MASC;SG	ADJ;FEM;SG
fremmed	extraño	fremmed	extraño	N;INDF;MASC;SG	ADJ;MASC;SG
tolkes	interpretados	tolke	interpretado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
tolkes	interpretado	tolke	interpretado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
tolkes	interpretadas	tolke	interpretado	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
tolkes	interpretada	tolke	interpretado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
instrumental	instrumental	instrumental	instrumental	N;INDF;MASC;SG	ADJ;SG
instrumental	instrumentales	instrumental	instrumental	N;INDF;MASC;SG	ADJ;PL
kaster	tirando	kaste	tirar	N;INDF;FEM;PL	V;V.MSDR
kaster	lanzando	kaste	lanzar	N;INDF;FEM;PL	V;V.MSDR
løpere	corredores	løpere	corredor	N;INDF;FEM;SG	N;MASC;PL
oppdage	detección	oppdage	detección	V;NFIN	N;FEM;SG
oppdage	detección	oppdage	detección	V;NFIN	N;FEM;SG
vogt	vogt	vogt	vogt	N;INDF;MASC;SG	PROPN
utslipp	emisiones	utslipp	emisión	N;INDF;NEUT;SG	N;FEM;PL
busser	autobuses	busse	autobús	N;INDF;MASC;SG	N;MASC;PL
busser	buses	busse	bus	N;INDF;MASC;SG	N;MASC;PL
verb	verbos	verb	verbo	N;INDF;NEUT;SG	N;MASC;PL
verb	verbos	verb	verbo	N;INDF;NEUT;SG	N;MASC;PL
satse	apuesta	satse	apuesta	V;NFIN	N;FEM;SG
satse	bet	satse	bet	V;NFIN	
satse	apuesto	satse	apuesto	V;NFIN	ADJ;MASC;SG
interesserte	interesado	interessere	interesado	ADJ;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
interesserte	interesada	interessere	interesado	ADJ;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
alpine	alpes	alpine	alpe	ADJ;PL	N;MASC;PL
alpine	alpina	alpine	alpino	ADJ;PL	ADJ;FEM;SG
alpine	alpino	alpine	alpino	ADJ;PL	ADJ;MASC;SG
grov	agravantes	grov	agravante	ADJ;INDF;SG	N;PL
grov	agravados	grov	agravado	ADJ;INDF;SG	ADJ;MASC;PL;V.PTCP
margin	márgenes	margin	margen	N;INDF;MASC;SG	N;PL
dødelig	letales	dødelig	letal	N;INDF;MASC;SG	ADJ;PL
dødelig	letal	dødelig	letal	N;INDF;MASC;SG	ADJ;SG
dødelig	mortífero	dødelig	mortífero	N;INDF;MASC;SG	ADJ;MASC;SG
dødelig	mortales	dødelig	mortal	N;INDF;MASC;SG	N;PL
dødelig	mortal	dødelig	mortal	N;INDF;MASC;SG	ADJ;SG
dødelig	fatales	dødelig	fatal	N;INDF;MASC;SG	ADJ;PL
dødelig	fatal	dødelig	fatal	N;INDF;MASC;SG	ADJ;SG
dødelig	mortal	dødelig	mortal	N;INDF;MASC;SG	ADJ;SG
dødelig	mortales	dødelig	mortal	N;INDF;MASC;SG	N;PL
dødelig	mortal	dødelig	mortal	N;INDF;MASC;SG	ADJ;SG
vurderte	calificado	vurdere	calificar	V;IND;PST;FIN	ADJ;MASC;SG;V.PTCP
vurderte	nominal	vurdere	nominal	V;IND;PST;FIN	ADJ;SG
vurderte	calificados	vurdere	calificar	V;IND;PST;FIN	ADJ;MASC;PL;V.PTCP
vurderte	clasificado	vurdere	clasificado	V;IND;PST;FIN	ADJ;MASC;SG;V.PTCP
vinduer	ventanas	vindu	ventana	N;INDF;MASC;SG	N;FEM;PL
vinduer	ventanillas	vindu	ventanilla	N;INDF;MASC;SG	N;FEM;PL
krogh	krogh	krogh	krogh	N;INDF;FEM;SG	
next	próximo	next	próximo	N	ADJ;MASC;SG
next	siguiente	next	siguiente	N	ADJ;SG
next	próxima	next	próximo	N	ADJ;FEM;SG
strømsgodset	strømsgodset	strømsgods	strømsgodset	N;DEF;NEUT;SG	PROPN
salme	salmos	salme	salmo	N;INDF;FEM;SG	N;MASC;PL
modifisert	modificados	modifisere	modificado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
modifisert	modificadas	modifisere	modificar	ADJ;INDF;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
ekstern	externos	ekstern	externo	ADJ;INDF;SG	ADJ;MASC;PL
sammenslåingen	fusionar	sammenslåing	fusionar	N;DEF;MASC;SG	V;NFIN
sammenslåingen	combinar	sammenslåing	combinar	N;DEF;MASC;SG	V;NFIN
sammenslåingen	fusionar	sammenslåing	fusionar	N;DEF;MASC;SG	V;NFIN
sammenslåingen	fusionado	sammenslåing	fusionado	N;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
temple	templos	temple	templo	N;INDF;MASC;SG	N;MASC;PL
vellykkede	exitosos	vellykkede	exitoso	N;INDF;MASC;SG	ADJ;MASC;PL
vellykkede	exitoso	vellykkede	exitoso	N;INDF;MASC;SG	ADJ;MASC;SG
vellykkede	exitosa	vellykkede	exitoso	N;INDF;MASC;SG	ADJ;FEM;SG
vellykkede	exitosas	vellykkede	exitoso	N;INDF;MASC;SG	ADJ;FEM;PL
internt	internamente	intern	internamente	ADJ;INDF;NEUT;SG	ADV
søkt	aplicados	søkje	aplicado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
søkt	aplicadas	søkje	aplicado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
søkt	busqué	søkje	busqué	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;1;PST;FIN
richards	richards	richards	richards	N;INDF;NEUT;SG	PROPN
guyana	guayana	guyyn	guayana	N;INDF;MASC;SG	ADJ;FEM;SG
guyana	guayana	guyyn	guayana	N;INDF;MASC;SG	ADJ;FEM;SG
notert	observó	notere	observar	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
notert	señalado	notere	señalar	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
clara	clara	clare	claro	PROPN	ADJ;FEM;SG
harper	harper	harpe	harper	N;INDF;FEM;PL	N;SG
control	controlar	control	controlar	N	V;NFIN
queens	reinas	que	reina	N;GEN;DEF;MASC;SG	N;FEM;PL
kulturelt	culturalmente	kulturell	culturalmente	ADJ;INDF;NEUT;SG	ADV
enger	pastizales	enge	pastizal	N;INDF;NEUT;SG	N;MASC;PL
enger	pastos	enge	pasto	N;INDF;NEUT;SG	N;MASC;PL
enger	prados	enge	prado	N;INDF;NEUT;SG	N;MASC;PL
solveig	solveig	solveig	solveig	N;INDF;FEM;SG	PROPN
ain	ain	ain	ain	PROPN	N;MASC;SG
bestilt	ordenados	bestille	ordenado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
bestilt	ordenó	bestille	ordenar	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
brakt	trajo	bryke	traer	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
brakt	traido	bryke	trair	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cornelius	cornelio	cornelius	cornelio	N;INDF;MASC;SG	PROPN
skoger	bosque	skoge	bosque	N;INDF;FEM;PL	N;MASC;SG
skoger	selva	skoge	selva	N;INDF;FEM;PL	N;FEM;SG
skoger	bosque	skoge	bosque	N;INDF;FEM;PL	N;MASC;SG
slovakisk	eslovaco	slovakisk	eslovaco	ADJ;INDF;NEUT;SG	N;MASC;SG
slovakisk	eslovaco	slovakisk	eslovaco	ADJ;INDF;NEUT;SG	N;MASC;SG
bensin	gases	bensin	gas	N;INDF;MASC;SG	N;MASC;PL
trenge	need	trenge	need	V;IMP;NFIN	N
trenge	necesito	trenge	necesitar	V;IMP;NFIN	V;IND;SG;1;PRS;FIN
trenge	necesita	trenge	necesitar	V;IMP;NFIN	V;IND;SG;3;PRS;FIN
trenge	necesidad	trenge	necesidad	V;IMP;NFIN	N;FEM;SG
viken	viken	vik	vikar	N;INDF;MASC;SG	
midlertidige	temporal	midlertidig	temporal	ADJ;PL	ADJ;SG
midlertidige	temporario	midlertidig	temporario	ADJ;PL	ADJ;MASC;SG
midlertidige	temporalmente	midlertidig	temporalmente	ADJ;PL	ADV
omgivelsene	entorno	omgivelse	entorno	N;DEF;FEM;PL	N;MASC;SG
bryllup	bodas	bryllup	boda	N;INDF;MASC;SG	N;FEM;PL
bryllup	bodas	bryllup	boda	N;INDF;MASC;SG	N;FEM;PL
registrering	registrarse	registrering	registrar	N;INDF;FEM;SG	V;SBJV;SG;3;IPFV;FIN
registrering	registrando	registrering	registrar	N;INDF;FEM;SG	V;V.MSDR
registrering	inscripciones	registrering	inscripción	N;INDF;FEM;SG	N;FEM;PL
stopp	pare	stopp	parir	N;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
stopp	stop	stopp	stop	N;INDF;NEUT;SG	
stopp	detener	stopp	detener	N;INDF;NEUT;SG	V;NFIN
stopp	parar	stopp	parar	N;INDF;NEUT;SG	V;NFIN
munnspill	armónica	munnspill	armónico	N;INDF;MASC;SG	ADJ;FEM;SG
kontakter	contactos	kontakt	contacto	N;INDF;NEUT;SG	N;MASC;PL
newman	newman	newman	newmar	N;INDF;MASC;SG	PROPN
størrelser	tamaños	størrelser	tamaño	N;INDF;NEUT;SG	N;MASC;PL
størrelser	tallas	størrelser	talla	N;INDF;NEUT;SG	N;FEM;PL
ulykke	accidentes	ulykke	accidente	N;INDF;FEM;SG	N;MASC;PL
tillate	permitir	tillate	permitir	ADJ;INDF;NEUT;SG;V.PTCP	V;NFIN
tillate	permitiendo	tillate	permitir	ADJ;INDF;NEUT;SG;V.PTCP	V;V.MSDR
tillate	permitir	tillate	permitir	ADJ;INDF;NEUT;SG;V.PTCP	V;NFIN
tillate	permitir	tillate	permitir	ADJ;INDF;NEUT;SG;V.PTCP	V;NFIN
tillate	permiso	tillate	permiso	ADJ;INDF;NEUT;SG;V.PTCP	N;MASC;SG
oddvar	oddvar	oddvar	oddvar	PROPN	
limited	limitados	limited	limitado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
limited	limitado	limited	limitado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
limited	limitada	limited	limitado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
limited	limitadas	limited	limitado	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
legeme	corporal	legeme	corporal	N;INDF;NEUT;SG	ADJ;SG
legeme	carrocería	legeme	carrocería	N;INDF;NEUT;SG	V;COND;SG;3;FIN
thorvald	thorvald	thorvald	thorvald	N;INDF;NEUT;SG	V;NFIN
lilla	morado	lille	morado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
lilla	moradas	lille	morada	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
lilla	morada	lille	morada	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
utlendinger	extranjeros	utlendinger	extranjero	N;INDF;MASC;SG	N;MASC;PL
eggen	eggen	eggen	eggar	N;DEF;MASC;SG	
religiøst	religiosamente	religiøs	religiosamente	ADJ;INDF;NEUT;SG	ADV
religiøst	religiosos	religiøs	religioso	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
religiøst	religiosas	religiøs	religioso	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
kaffe	cafetera	kaffe	cafetero	N;INDF;MASC;SG	ADJ;FEM;SG
skyldig	culpables	skyldig	culpable	ADJ;INDF;NEUT;SG	ADJ;PL
dam	pond	dam	pond	N;INDF;MASC;SG	PROPN
dam	damas	dam	dama	N;INDF;MASC;SG	N;FEM;PL
gallia	galo	gallia	galo	PROPN	N;MASC;SG
gallia	galia	gallia	galia	PROPN	N;FEM;SG
keramikk	cerámicas	keramikk	cerámico	N;INDF;NEUT;SG	N;FEM;PL
keramikk	cerámicas	keramikk	cerámico	N;INDF;NEUT;SG	N;FEM;PL
fiendtlige	hostil	fiendtlige	hostil	ADJ;PL	ADJ;SG
slektning	relativa	slektning	relativo	N;INDF;MASC;SG	ADJ;FEM;SG
slektning	relativo	slektning	relativo	N;INDF;MASC;SG	ADJ;MASC;SG
metropolitan	metropolitano	metropolitan	metropolitano	N;INDF;MASC;SG	ADJ;MASC;SG
sinn	mind	sinn	mind	N;INDF;NEUT;SG	PROPN
sinn	mentes	sinn	mente	N;INDF;NEUT;SG	N;FEM;PL
kampanjen	campañas	kampanje	campaña	N;DEF;MASC;SG	N;FEM;PL
registrere	registro	registrere	registro	V;NFIN	N;MASC;SG
need	necesitar	need	necesitar	N	V;NFIN
need	necesito	need	necesitar	N	V;IND;SG;1;PRS;FIN
need	necesita	need	necesitar	N	V;IND;SG;3;PRS;FIN
tobias	tobías	tobias	tobía	N;INDF;MASC;SG	PROPN
satset	apostar	sats	apostar	N;INDF;NEUT;SG	V;NFIN
satset	bet	sats	bet	N;INDF;NEUT;SG	
satset	apuesto	sats	apuesto	N;INDF;NEUT;SG	ADJ;MASC;SG
lam	lamb	lam	lamb	N;INDF;NEUT;SG	PROPN
lam	lam	lam	lam	N;INDF;NEUT;SG	
lam	corderos	lam	cordero	N;INDF;NEUT;SG	N;MASC;PL
wade	wade	wade	wade	N;INDF;MASC;SG	PROPN
hedret	conmemorativa	hedr	conmemorativo	N;INDF;NEUT;SG	ADJ;FEM;SG
hedret	honrados	hedr	honrado	N;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
hedret	honrado	hedr	honrado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
hedret	honorable	hedr	honorable	N;INDF;NEUT;SG	ADJ;SG
hedret	honrada	hedr	honrada	N;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
hedret	honrado	hedr	honrado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
hedret	honrados	hedr	honrado	N;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
måles	medidos	måle	medido	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
måles	medido	måle	medido	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
daily	diarios	daily	diario	N;INDF;MASC;SG	N;MASC;PL
daily	diariamente	daily	diariamente	N;INDF;MASC;SG	ADV
daily	cotidiano	daily	cotidiano	N;INDF;MASC;SG	ADJ;MASC;SG
daily	diaria	daily	diario	N;INDF;MASC;SG	ADJ;FEM;SG
fenomener	fenómeno	fenomen	fenómeno	N;INDF;MASC;PL	N;MASC;SG
hyllest	tributos	hyllest	tributo	N;INDF;MASC;SG	N;MASC;PL
betraktelig	considerablemente	betraktelig	considerablemente	N;INDF;MASC;SG	ADV
betraktelig	significativamente	betraktelig	significativamente	N;INDF;MASC;SG	ADV
lesning	leyendo	lesning	leer	N;INDF;FEM;SG	V;V.MSDR
lesning	leer	lesning	leer	N;INDF;FEM;SG	V;NFIN
lesning	lecturas	lesning	lectura	N;INDF;FEM;SG	N;FEM;PL
verdifulle	valiosa	verdifull	valioso	ADJ;PL	ADJ;FEM;SG
verdifulle	valioso	verdifull	valioso	ADJ;PL	ADJ;MASC;SG
drivstoff	combustibles	drivstoff	combustible	N;INDF;NEUT;SG	N;MASC;PL
emanuel	emanuel	emanuel	emanuel	N;INDF;MASC;SG	PROPN
plast	plástica	plast	plástico	N;INDF;MASC;SG	ADJ;FEM;SG
plast	plásticos	plast	plástico	N;INDF;MASC;SG	N;MASC;PL
plast	plástica	plast	plástico	N;INDF;MASC;SG	ADJ;FEM;SG
plast	plásticos	plast	plástico	N;INDF;MASC;SG	N;MASC;PL
følelse	sintiendo	følelse	sentir	N;INDF;MASC;SG	V;V.MSDR
visa	visados	vise	visado	N;INDF;FEM;SG	N;MASC;PL
visa	visado	vise	visado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
åpnes	abre	åpes	abrir	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
utallige	sinnúmero	utallig	sinnúmero	ADJ;PL	N;MASC;SG
#dfffdf	#dfffdf	pdfffdf	#dfffdf	N;INDF;MASC;SG	
medium	medianas	medium	mediano	N;INDF;NEUT;SG	ADJ;FEM;PL
medium	medio	medium	medio	N;INDF;NEUT;SG	NUM;MASC;SG
medium	mediano	medium	mediano	N;INDF;NEUT;SG	ADJ;MASC;SG
medium	mediana	medium	mediano	N;INDF;NEUT;SG	ADJ;FEM;SG
felder	felder	felde	felder	N;INDF;MASC;SG	PROPN
beveget	movida	beveg	movido	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
beveget	movido	beveg	movido	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
beveget	conmovido	beveg	conmovido	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
beveget	trasladado	beveg	trasladar	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
oppnevnt	designados	oppnevne	designado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
hovedkvarteret	cuarteles	hovedkvarter	cuartel	N;DEF;NEUT;SG	N;MASC;PL
hovedkvarteret	sedes	hovedkvarter	sede	N;DEF;NEUT;SG	N;FEM;PL
batteri	baterías	batteri	batería	N;INDF;NEUT;SG	N;FEM;PL
underliggende	subyacente	underliggende	subyacente	N;INDF;MASC;SG	ADJ;SG
underliggende	subyacentes	underliggende	subyacente	N;INDF;MASC;SG	ADJ;PL
bønn	orar	bønn	orar	N;INDF;MASC;SG	V;NFIN
bønn	rezando	bønn	rezar	N;INDF;MASC;SG	V;V.MSDR
bønn	orando	bønn	orando	N;INDF;MASC;SG	V;V.MSDR
holdninger	actitud	holdninger	actitud	N;INDF;FEM;PL	N;FEM;SG
kriminelle	criminales	kriminell	criminal	ADJ;PL	N;PL
kriminelle	delincuentes	kriminell	delincuente	ADJ;PL	N;PL
simpsons	simpsons	simpsons	simpsons	N;INDF;MASC;SG	N;MASC;PL
trust	confía	trust	confiar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
joel	joel	joel	joel	N;INDF;MASC;SG	PROPN
tomt	vacías	tomt	vacío	N;INDF;FEM;SG	ADJ;FEM;PL
tomt	vacíos	tomt	vacío	N;INDF;FEM;SG	ADJ;MASC;PL
tomt	vaciar	tomt	vaciar	N;INDF;FEM;SG	V;NFIN
tomt	vacía	tomt	vacío	N;INDF;FEM;SG	ADJ;FEM;SG
tomt	blanco	tomt	blanco	N;INDF;FEM;SG	ADJ;MASC;SG
ruud	ruud	ruud	ruud	PROPN	N;MASC
påstått	presuntos	påstå	presunto	ADJ;INDF;SG;V.PTCP	ADJ;MASC;PL
pax	pax	pax	pax	N	
auguste	auguste	august	auguste	ADJ;PL	N;SG
must	deben	must	deber	N;INDF;NEUT;SG	V;IND;PL;3;PRS;FIN
must	debe	must	deber	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
benny	benito	benny	benito	N;INDF;NEUT;SG	
garcía	garcía	garcpe	garcía	N;DEF;FEM;SG	PROPN
essex	essex	essex	essex	PROPN	N;MASC;SG
presidenter	presidentes	president	presidente	N;INDF;NEUT;SG	N;MASC;PL
reform	reformar	reform	reformar	N;INDF;MASC;SG	V;NFIN
reform	reformas	reform	reforma	N;INDF;MASC;SG	N;FEM;PL
egon	egon	egon	egon	N;INDF;MASC;SG	PROPN
eli	eli	eli	eli	N;INDF;FEM;SG	
col	col	col	col	N;INDF;NEUT;SG	
aux	aux	aux	aux	N	
anmeldelser	críticas	anmeldelse	crítica	N;INDF;NEUT;SG	N;FEM;PL
anmeldelser	opiniones	anmeldelse	opinión	N;INDF;NEUT;SG	N;FEM;PL
anmeldelser	reseñas	anmeldelse	reseña	N;INDF;NEUT;SG	N;FEM;PL
mus	ratones	mus	ratón	N;INDF;FEM;SG	N;MASC;PL
ten	diez	ten	diez	N	NUM;PL
ten	ten	ten	tener	N	V;IND;SG;2;PRS;FIN
amerikanere	americanas	amerikanere	americano	N;INDF;MASC;SG	ADJ;FEM;PL
amerikanere	americanos	amerikanere	americano	N;INDF;MASC;SG	N;MASC;PL
amerikanere	estadounidenses	amerikanere	estadounidense	N;INDF;MASC;SG	N;PL
amerikanere	norteamericanos	amerikanere	norteamericano	N;INDF;MASC;SG	N;MASC;PL
prestasjoner	logros	prestasjon	logro	N;INDF;MASC;SG	N;MASC;PL
prestasjoner	realizaciones	prestasjon	realización	N;INDF;MASC;SG	N;FEM;PL
scandinavian	escandinavos	scandinavian	escandinavo	N;INDF;MASC;SG	N;MASC;PL
scandinavian	escandinavo	scandinavian	escandinavo	N;INDF;MASC;SG	ADJ;MASC;SG
komponenter	componentes	komponenter	componente	N;INDF;NEUT;SG	N;MASC;PL
born	nacidos	barn	nacido	N;INDF;NEUT;PL	ADJ;MASC;PL;V.PTCP
born	nacido	barn	nacido	N;INDF;NEUT;PL	ADJ;MASC;SG;V.PTCP
tretti	thirty	tretti	thirty	NUM;PL	N
primitive	primitivo	primitiv	primitivo	ADJ;PL	ADJ;MASC;SG
primitive	primitiva	primitiv	primitivo	ADJ;PL	ADJ;FEM;SG
inviterte	invita	invitere	invitar	ADJ;PL;V.PTCP	V;IND;SG;3;PRS;FIN
inviterte	invitado	invitere	invitado	ADJ;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
inviterte	invitada	invitere	invitada	ADJ;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
inviterte	invitados	invitere	invitado	ADJ;PL;V.PTCP	N;MASC;PL
fat	gordos	fat	gordo	N;INDF;NEUT;SG	ADJ;MASC;PL
fat	gordo	fat	gordo	N;INDF;NEUT;SG	ADJ;MASC;SG
fat	gorda	fat	gordo	N;INDF;NEUT;SG	ADJ;FEM;SG
fat	gordas	fat	gorda	N;INDF;NEUT;SG	N;FEM;PL
bella	bella	bell	bello	N;INDF;FEM;SG	ADJ;FEM;SG
krag	krag	krag	krag	N;INDF;MASC;SG	
hålogaland	hålogaland	hålogaland	hålogaland	N;INDF;NEUT;SG	V;IND;PL;3;FIN
davies	davies	davies	davie	N;INDF;MASC;SG	PROPN
bern	berna	bern	berna	PROPN	N;FEM;SG
bonn	bonn	bonn	bonn	N;INDF;NEUT;SG	PROPN
ris	ris	ris	ris	N;INDF;MASC;SG	
