також	וגם	також	וגם	ADV	
справжній	אמיתית	справжній	אמיתי	ADJ;NOM;MASC;SG	ADV
справжній	אמיתיים	справжній	אמיתי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
справжній	אמיתיות	справжній	אמיתי	ADJ;NOM;MASC;SG	ADJ;FEM;PL
виступили	לעצמי	виступити	לעצמי	V;PFV;IND;PL;PST;FIN	
виступили	בעצמי	виступити	בעצמי	V;PFV;IND;PL;PST;FIN	ADV
виступили	עצמי	виступити	עצמו	V;PFV;IND;PL;PST;FIN	PRO;SG;1;REFL
маленький	ליטל	маленький	ניטל	ADJ;NOM;MASC;SG	PROPN
лариса	לריסה	лариса	לריסה	PROPN;ANIM;NOM;FEM;SG	PROPN
зберігає	חוסך	зберігати	חסך	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
зберігає	מציל	зберігати	הציל	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
суто	בברור	суто	בברור	ADV	
лісовий	באף	лісовий	באף	ADJ;NOM;MASC;SG	
хлопець	גאי	хлопець	גאי	N;ANIM;NOM;MASC;SG	PROPN
хлопець	גיא	хлопець	גיא	N;ANIM;NOM;MASC;SG	PROPN
хлопець	החבר	хлопець	החבר	N;ANIM;NOM;MASC;SG	
грецькі	יוונים	грецький	יוון	ADJ;NOM;PL	N;MASC;PL
грецькі	יווני	грецький	יווני	ADJ;NOM;PL	PROPN
грецькі	יוונית	грецький	יוונית	ADJ;NOM;PL	PROPN
мексика	מקסיקו	мексик	מקסיקו	PROPN;INAN;NOM;FEM;SG	PROPN
використано	משומש	використати	משומש	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;PASS
використано	בשימוש	використати	בשימוש	V;PFV;IND;0;FIN	PROPN
проводили	שנערך	проводити	שנערך	V;IPFV;IND;PL;PST;FIN	
дату	תאריך	дата	תאריך	N;INAN;ACC;FEM;SG	PROPN
дату	התאריך	дата	התאריך	N;INAN;ACC;FEM;SG	ADV
дату	דייט	дата	דייט	N;INAN;ACC;FEM;SG	PROPN
опубліковані	פורסם	опублікований	פורסם	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
опубліковані	פורסמה	опублікований	פורסם	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;3;PST;PASS
опубліковані	פרסמה	опублікований	פרסם	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
опубліковані	פרסמו	опублікований	פרסם	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PL;3;PST;ACT
опубліковані	פרסם	опублікований	פרסם	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
дрібними	ומפחיתים	дрібний	ומפחיתי	ADJ;INS;PL	N;MASC;PL
заборону	האיסור	заборона	האיסור	N;INAN;ACC;FEM;SG	PROPN
заборону	באן	заборона	באן	N;INAN;ACC;FEM;SG	PROPN
глибоко	עמוקים	глибоко	עמוק	ADV	ADJ;MASC;PL
глибоко	עמוק	глибоко	עמוק	ADV	
вірменія	ארמניה	вірменія	ארמניה	PROPN;INAN;NOM;FEM;SG	PROPN
серйозно	רציניים	серйозно	רציני	ADV	ADJ;MASC;PL
серйозно	רציני	серйозно	רציני	ADV	ADJ;MASC;SG
серйозно	רצינות	серйозно	רצינות	ADV	N;FEM;SG
словаччині	סלובקיה	словаччина	סלובקיה	PROPN;INAN;DAT;FEM;SG	PROPN
георг	גיאורג	георг	גיאורג	PROPN;ANIM;NOM;MASC;SG	PROPN
дивно	מוזרה	дивно	מוזר	ADV	ADJ;FEM;SG
дивно	מוזר	дивно	מוזר	ADV	ADJ;MASC;SG
дивно	מוזרים	дивно	מוזר	ADV	ADJ;MASC;PL
дивно	מוזרה	дивно	מוזר	ADV	ADJ;FEM;SG
дивно	מוזר	дивно	מוזר	ADV	ADJ;MASC;SG
дивно	מוזרות	дивно	מוזר	ADV	ADJ;FEM;PL
дивно	משונה	дивно	שונה	ADV	V;MASC;SG;V.PTCP;PASS
дивно	מוזרה	дивно	מוזר	ADV	ADJ;FEM;SG
дивно	מוזר	дивно	מוזר	ADV	ADJ;MASC;SG
дивно	מוזרות	дивно	מוזר	ADV	ADJ;FEM;PL
дивно	אוד	дивно	אוד	ADV	
наявні	זמינה	наявний	זמינה	ADJ;NOM;PL	N;FEM;SG
наявні	זמינות	наявний	זמינות	ADJ;NOM;PL	N;FEM;SG
наявні	זמין	наявний	זמין	ADJ;NOM;PL	ADJ;MASC;SG
італійської	איטלקית	італійський	איטלקית	ADJ;GEN;FEM;SG	PROPN
італійської	איטלקי	італійський	איטלקי	ADJ;GEN;FEM;SG	PROPN
тепла	חמים	тепло	חם	N;INAN;NOM;NEUT;SG	ADJ;MASC;PL
тепла	חם	тепло	חם	N;INAN;NOM;NEUT;SG	
тепла	חמה	тепло	חם	N;INAN;NOM;NEUT;SG	PROPN
внутрішня	פנימית	внутрішній	פנימי	ADJ;NOM;FEM;SG	ADV
внутрішня	פנימיות	внутрішній	פנימייה	ADJ;NOM;FEM;SG	N;FEM;PL
внутрішня	פנימי	внутрішній	פנימי	ADJ;NOM;FEM;SG	
наше	שלנו	наш	None	DET;NOM;NEUT;SG;1	
відповідність	תואם	відповідність	תאם	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
відповідність	תואמים	відповідність	תואם	N;INAN;NOM;FEM;SG	V;MASC;PL;V.PTCP;ACT
відповідність	תאם	відповідність	תאם	N;INAN;NOM;FEM;SG	V;MASC;SG;3;PST;ACT
показана	מוצגים	показаний	הוצג	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
показана	מוצג	показаний	הוצג	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
показана	המוצג	показаний	המוצג	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
показана	מוצגים	показаний	הוצג	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
показана	מוצגת	показаний	הוצג	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
показана	מוצג	показаний	הוצג	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
венеція	ונציה	венеція	ונציה	PROPN;INAN;NOM;FEM;SG	PROPN
ендрю	אנדרו	ендрю	אנדרו	PROPN;ANIM;NOM;MASC;SG	PROPN
спектр	הספקטרום	спектр	הספקטרום	N;INAN;NOM;MASC;SG	PROPN
колорадо	קולורדו	колорадо	קולורדו	PROPN;INAN;NOM;MASC;SG	PROPN
буття	היותך	буття	היותך	N;INAN;NOM;NEUT;SG	
буття	להיות	буття	היה	N;INAN;NOM;NEUT;SG	V;POS;NFIN
буття	בראשית	буття	בראשית	N;INAN;NOM;NEUT;SG	ADV
стів	סטיב	стова	סטיב	PROPN;ANIM;NOM;MASC;SG	PROPN
навіщо	למה	навіщо	למה		ADV
навіщо	מדוע	навіщо	מדוע		ADV
конкретних	ספציפית	конкретний	ספציפית	ADJ;GEN;PL	ADV
конкретних	ספציפי	конкретний	ספציפי	ADJ;GEN;PL	ADJ;MASC;SG
затока	תהום	затока	הום	N;INAN;NOM;FEM;SG	PROPN
цивільних	אזרחים	цивільний	אזרח	ADJ;ACC;PL	N;MASC;PL
цивільних	אזרחית	цивільний	אזרחי	ADJ;ACC;PL	ADV
цивільних	אזרח	цивільний	אזרח	ADJ;ACC;PL	N;MASC;SG
цивільних	אזרחי	цивільний	אזרח	ADJ;ACC;PL	N;MASC;PL
сходження	מטפס	сходження	מטפס	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
сходження	לטפס	сходження	טיפס	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
агент	הסוכן	агент	הסוכן	N;ANIM;NOM;MASC;SG	PROPN
паулу	פאולו	паула	פאול	N;INAN;ACC;FEM;SG	PROPN
маріуполь	מאריופול	маріуполь	מאריופול	PROPN;INAN;NOM;MASC;SG	
теодор	תיאודור	теодор	תיאודור	PROPN;ANIM;NOM;MASC;SG	PROPN
теодор	תאודור	теодор	תאודור	PROPN;ANIM;NOM;MASC;SG	PROPN
теодор	תאודור	теодор	תאודור	PROPN;ANIM;NOM;MASC;SG	PROPN
воріт	גייטס	воріти	גייטס	N;INAN;GEN;FEM;PL	PROPN
лот	לוט	лот	לוט		
відповідний	מתאים	відповідний	התאים	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
відповідний	הולם	відповідний	הולם	ADJ;NOM;MASC;SG	
відповідний	מתאימה	відповідний	התאים	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
відповідний	המתאימות	відповідний	המתאימות	ADJ;NOM;MASC;SG	N;FEM;PL
фунтів	קילו	фунт	קילוגרם	N;INAN;GEN;MASC;PL	N;MASC;SG
фунтів	קילוגרם	фунт	קילוגרם	N;INAN;GEN;MASC;PL	N;MASC;SG
фунтів	פאונד	фунт	פאונד	N;INAN;GEN;MASC;PL	PROPN
вільямс	ויליאמס	вільямс	ויליאמס	PROPN;ANIM;NOM;FEM;SG	PROPN
вільямс	וויליאמס	вільямс	וויליאמס	PROPN;ANIM;NOM;FEM;SG	PROPN
ціни	במחירים	ціна	במחיר	N;INAN;NOM;FEM;PL	ADV
алан	אלן	алан	אלן	PROPN;ANIM;NOM;MASC;SG	PROPN
сірий	גריי	сірий	גריי	ADJ;NOM;MASC;SG	PROPN
сірий	אפור	сірий	אפור	ADJ;NOM;MASC;SG	
сірий	גריי	сірий	גריי	ADJ;NOM;MASC;SG	PROPN
сірий	אפור	сірий	אפור	ADJ;NOM;MASC;SG	
змія	סנייק	змія	סנייק	N;ANIM;NOM;FEM;SG	PROPN
змія	נחש	змія	נחש	N;ANIM;NOM;FEM;SG	
спробував	ניסיון	спробувати	ניסיון	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;SG
спробував	נסיון	спробувати	ניסיון	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;SG
спробував	ניסו	спробувати	ניסה	V;PFV;MASC;IND;SG;PST;FIN	V;PL;3;PST;ACT
мечеть	המסגד	мечти	המסגד	N;INAN;NOM;FEM;SG	PROPN
мечеть	מסגד	мечти	מסגד	N;INAN;NOM;FEM;SG	PROPN
гей	לסבית	гей	לסבית		PROPN
гей	הומו	гей	הומה		
гей	גיי	гей	גיי		
кратер	מכתש	кратер	מכתש	N;INAN;NOM;MASC;SG	PROPN
збирання	אוסף	збирання	אוסף	N;INAN;NOM;NEUT;SG	
збирання	יבנה	збирання	יבנה	N;INAN;NOM;NEUT;SG	PROPN
збирання	בנה	збирання	בנה	N;INAN;NOM;NEUT;SG	
збирання	לבנות	збирання	בנה	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
набуває	לוקח	набувати	לקח	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
розпочали	השיק	розпочати	השיק	V;PFV;IND;PL;PST;FIN	V;MASC;SG;3;PST;ACT
август	אוגוסטוס	август	אוגוסטוס	PROPN;ANIM;NOM;MASC;SG	PROPN
прихильники	תומכי	прихильник	תומך	N;ANIM;NOM;MASC;PL	PROPN
стояли	עמד	стояти	עמד	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;3;PST
бажано	רצוי	бажати	None	ADV	ADJ;MASC;SG
статут	תקנות	статут	תקנה	N;INAN;NOM;MASC;SG	N;FEM;PL
береги	בנקס	берег	בנקס	N;INAN;NOM;MASC;PL	PROPN
ген	הגן	ген	הגן	N;INAN;NOM;MASC;SG	
наче	הרפתקנים	наче	הרפתקן	PART	N
ступені	קסקייד	ступін	קסקייד	N;INAN;NOM;MASC;PL	PROPN
атомів	אטומים	атом	אטום	N;INAN;GEN;MASC;PL	ADJ;MASC;PL
жовті	צהוב	жовтий	צהוב	ADJ;NOM;PL	
жовті	צהובה	жовтий	צהובה	ADJ;NOM;PL	PROPN
повернулася	אחורה	повернутися	אחורה	V;PFV;FEM;IND;SG;PST;FIN	ADV
повернулася	בחזרה	повернутися	בחזרה	V;PFV;FEM;IND;SG;PST;FIN	
повернулася	חזרה	повернутися	None	V;PFV;FEM;IND;SG;PST;FIN	ADV
повернулася	לאחור	повернутися	לאחור	V;PFV;FEM;IND;SG;PST;FIN	ADV
дитиною	ילדותית	дитина	ילדותי	N;ANIM;INS;FEM;SG	ADV
дитиною	ילדותי	дитина	ילדותי	N;ANIM;INS;FEM;SG	ADJ;MASC;SG
правопис	אורתוגרפיה	правопис	אורתוגרפיה	N;INAN;NOM;MASC;SG	PROPN
правопис	כתיב	правопис	כתיב	N;INAN;NOM;MASC;SG	
залози	בלוטת	залоза	בלוטת	N;INAN;NOM;FEM;PL	N;FEM;SG
іспанська	ספרדי	іспанський	ספרדי	ADJ;NOM;FEM;SG	PROPN
іспанська	ספרדית	іспанський	ספרדית	ADJ;NOM;FEM;SG	PROPN
представлення	לייצוג	представлення	לייצוג	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
представлення	ייצוגים	представлення	ייצוג	N;INAN;NOM;NEUT;SG	N;MASC;PL
славу	תהילה	слава	תהילה	N;INAN;ACC;FEM;SG	PROPN
славу	תפארת	слава	תפארת	N;INAN;ACC;FEM;SG	PROPN
славу	תהילה	слава	תהילה	N;INAN;ACC;FEM;SG	PROPN
славу	גלורי	слава	גלורי	N;INAN;ACC;FEM;SG	PROPN
жовтого	צהוב	жовтий	צהוב	ADJ;GEN;MASC;SG	
жовтого	צהובה	жовтий	צהובה	ADJ;GEN;MASC;SG	PROPN
агентства	סוכנויות	агентство	סוכנות	N;INAN;NOM;NEUT;SG	N;FEM;PL
бюджет	התקציב	бюджет	התקציב	N;INAN;NOM;MASC;SG	PROPN
чисельністю	כנופיות	чисельність	כנופיה	N;INAN;INS;FEM;SG	N;FEM;PL
македонія	מקדוניה	македонія	מקדוניה	PROPN;INAN;NOM;FEM;SG	PROPN
технологічного	טכנולוגי	технологічний	טכנולוגי	ADJ;GEN;MASC;SG	N;MASC;SG
технологічного	טכנולוגית	технологічний	טכנולוגיה	ADJ;GEN;MASC;SG	N;FEM;SG
стоять	עמידה	стояти	עמידה	V;IPFV;IND;PL;3;PRS;FIN	N;FEM;SG
стоять	עומד	стояти	עמד	V;IPFV;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
стоять	עומדת	стояти	עמד	V;IPFV;IND;PL;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
стоять	עומדים	стояти	עמד	V;IPFV;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
водяний	מיים	водяний	מיים	ADJ;NOM;MASC;SG	PROPN
водяний	מים	водяний	מים	ADJ;NOM;MASC;SG	N;MASC;PL
афіни	אתונה	афін	אתונה	PROPN;INAN;NOM	PROPN
струмок	קריק	струмок	קריק	N;INAN;NOM;MASC;SG	PROPN
струмок	נחל	струмок	נחל	N;INAN;NOM;MASC;SG	
струмок	נחל	струмок	נחל	N;INAN;NOM;MASC;SG	
хотіли	מבוקשים	хотіти	מבוקש	V;IPFV;IND;PL;PST;FIN	ADJ;MASC;PL
хотіли	מבוקשת	хотіти	מבוקש	V;IPFV;IND;PL;PST;FIN	ADJ;FEM;SG
хотіли	מבוקש	хотіти	מבוקש	V;IPFV;IND;PL;PST;FIN	ADJ;MASC;SG
хотіли	רצה	хотіти	רצה	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;3;PST;ACT
швидке	מהר	швидке	מהר	ADJ;NOM;NEUT;SG	ADV
швидке	מהיר	швидке	מהיר	ADJ;NOM;NEUT;SG	
швидке	מהיר	швидке	מהיר	ADJ;NOM;NEUT;SG	
завершився	הסתיימו	завершитися	הסתיים	V;PFV;MASC;IND;SG;PST;FIN	V;PL;3;PST
завершився	ויצא	завершитися	ויצא	V;PFV;MASC;IND;SG;PST;FIN	PROPN
реалізація	ההבנה	реалізація	ההבנה	N;INAN;NOM;FEM;SG	PROPN
сімферополь	סימפרופול	сімферополь	סימפרופול	PROPN;INAN;NOM;MASC;SG	PROPN
ряди	סדרה	ряд	סדרה	N;INAN;NOM;MASC;PL	N;FEM;SG
ряди	סידרה	ряд	סדרה	N;INAN;NOM;MASC;PL	N;FEM;SG
ряди	סדרת	ряд	סדרה	N;INAN;NOM;MASC;PL	N;FEM;SG
ряди	התהלוכה	ряд	התהלוך	N;INAN;NOM;MASC;PL	V;FEM;SG;3;PST
ряди	תהלוכה	ряд	תהלוכה	N;INAN;NOM;MASC;PL	N;FEM;SG
дін	דינג	дін	דינג		PROPN
дін	דין	дін	דין		PROPN
дін	דיקן	дін	דיקן		PROPN
лісова	עץ	лісовий	עץ	ADJ;NOM;FEM;SG	N;MASC;SG
лісова	ווד	лісовий	ווד	ADJ;NOM;FEM;SG	PROPN
лісова	יער	лісовий	יער	ADJ;NOM;FEM;SG	
лісова	היער	лісовий	היער	ADJ;NOM;FEM;SG	
електронні	אלקטרונית	електронний	אלקטרוני	ADJ;NOM;PL	ADV
електронні	אלקטרוני	електронний	אלקטרוני	ADJ;NOM;PL	ADJ;MASC;SG
звучить	צלילים	звучати	צליל	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
звучить	נשמע	звучати	נשמע	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;MID
адресу	הכתובת	адреса	הכתובה	N;INAN;ACC;FEM;SG	PROPN
александра	אלכסנדרה	александр	אלכסנדרה	PROPN;ANIM;NOM;FEM;SG	PROPN
молекули	מולקולה	молекула	מולקולה	N;INAN;NOM;FEM;PL	N;FEM;SG
молекули	מולקולה	молекула	מולקולה	N;INAN;NOM;FEM;PL	N;FEM;SG
зала	הול	зала	הול	N;INAN;NOM;FEM;SG	PROPN
башта	מגדל	башта	מגדל	N;INAN;NOM;FEM;SG	PROPN
башта	המגדל	башта	המגדל	N;INAN;NOM;FEM;SG	PROPN
майк	מייק	майк	מייק	PROPN;ANIM;NOM;MASC;SG	PROPN
дністра	דניסטר	дністр	דניסטר	PROPN;INAN;GEN;MASC;SG	PROPN
реставрації	טיוב	реставрація	טיוב	N;INAN;GEN;FEM;SG	PROPN
резиденція	מגורים	резиденція	מגורים	N;INAN;NOM;FEM;SG	N;MASC;PL
крістіан	כריסטיאן	крістіан	כריסטיאן	N;ANIM;NOM;MASC;SG	PROPN
крістіан	נוצרי	крістіан	נוצרי	N;ANIM;NOM;MASC;SG	PROPN
подібна	דומות	подібний	דומה	ADJ;NOM;FEM;SG	ADJ;FEM;PL
подібна	דומה	подібний	דומה	ADJ;NOM;FEM;SG	
подібна	דומים	подібний	דומה	ADJ;NOM;FEM;SG	N;MASC;PL
особливі	ספיישל	особливий	ספיישל	ADJ;NOM;PL	PROPN
особливі	מגוונים	особливий	מגוון	ADJ;NOM;PL	N;MASC;PL
особливі	ספיישל	особливий	ספיישל	ADJ;NOM;PL	PROPN
особливі	מיוחדת	особливий	מיוחד	ADJ;NOM;PL	ADJ;FEM;SG
особливі	מיוחד	особливий	מיוחד	ADJ;NOM;PL	ADJ;MASC;SG
кваліфікацію	כישורים	кваліфікація	כישורים	N;INAN;ACC;FEM;SG	N;MASC;PL
яни	גנטרי	яний	גנטרי	N;ANIM;NOM;MASC;PL	PROPN
садок	הגן	садка	הגן	N;INAN;NOM;MASC;SG	
виконано	להורג	виконати	להורג	V;PFV;IND;0;FIN	
виконано	הושלם	виконати	הושלם	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;PASS
виконано	השלים	виконати	השלים	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;ACT
виконано	השלמת	виконати	השלמה	V;PFV;IND;0;FIN	N;PSSD;FEM;SG
виконано	הושלמה	виконати	הושלם	V;PFV;IND;0;FIN	V;FEM;SG;3;PST;PASS
виконано	הושלמו	виконати	הושלם	V;PFV;IND;0;FIN	V;PL;3;PST;PASS
виконано	בוצע	виконати	בוצע	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;PASS
виконано	סיים	виконати	סיים	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;ACT
виконано	סיימתי	виконати	סיימתי	V;PFV;IND;0;FIN	V;SG;1;PST;ACT
виконано	סגור	виконати	סגור	V;PFV;IND;0;FIN	
монреаль	מונטריאול	монреаль	מונטריאול	N;INAN;NOM;MASC;SG	PROPN
дихання	נושמת	дихання	נושם	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
дихання	נושם	дихання	נשם	N;INAN;NOM;NEUT;SG	PROPN
дихання	נושמים	дихання	נושם	N;INAN;NOM;NEUT;SG	V;MASC;PL;V.PTCP;ACT
дихання	נשימות	дихання	נשימה	N;INAN;NOM;NEUT;SG	N;FEM;PL
визначено	מוגדרים	визначити	הוגדר	V;PFV;IND;0;FIN	V;MASC;PL;V.PTCP;PASS
визначено	מוגדר	визначити	הוגדר	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;PASS
визначено	זוהתה	визначити	זוהה	V;PFV;IND;0;FIN	
визначено	זוהה	визначити	זוהה	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;PASS
визначено	מזוהה	визначити	זוהה	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;PASS
визначено	זוהו	визначити	זוהו	V;PFV;IND;0;FIN	V;PL;3;PST;PASS
визначено	מזוהים	визначити	זוהה	V;PFV;IND;0;FIN	V;MASC;PL;V.PTCP;PASS
хімік	כימאי	хімік	כימאי	N;ANIM;NOM;MASC;SG	PROPN
сади	גני	сад	גני	N;INAN;NOM;MASC;PL	PROPN
словаччина	סלובקיה	словаччина	סלובקיה	PROPN;INAN;NOM;FEM;SG	PROPN
широка	רחבה	широка	רחבה	ADJ;NOM;FEM;SG	N;FEM;SG
широка	רחב	широка	רחב	ADJ;NOM;FEM;SG	
барселона	ברצלונה	барселон	ברצלונה	PROPN;INAN;NOM;FEM;SG	PROPN
банків	בנקס	банк	בנקס	N;INAN;GEN;MASC;PL	PROPN
перевірити	טסט	перевірити	טסט	V;PFV;NFIN	PROPN
перевірити	מבחן	перевірити	מבחן	V;PFV;NFIN	N;MASC;SG
перевірити	בדיקה	перевірити	בדיקה	V;PFV;NFIN	N;FEM;SG
перевірити	אמתי	перевірити	אמתי	V;PFV;NFIN	
перевірити	בדוק	перевірити	בדוק	V;PFV;NFIN	
процедури	נוהל	процедура	נוהל	N;INAN;NOM;FEM;PL	PROPN
процедури	הליך	процедура	הליך	N;INAN;NOM;FEM;PL	N;MASC;SG
сильні	חזקה	сильний	חזק	ADJ;NOM;PL	ADJ;FEM;SG
сильні	סטרונג	сильний	סטרונג	ADJ;NOM;PL	PROPN
сильні	חזק	сильний	חזק	ADJ;NOM;PL	ADJ;MASC;SG
планета	פלנטה	планета	פלנטה	N;INAN;NOM;FEM;SG	
планета	פלאנט	планета	פלאנט	N;INAN;NOM;FEM;SG	PROPN
включено	כולל	включити	כלל	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;ACT
включено	כלולים	включити	כלול	V;PFV;IND;0;FIN	V;MASC;PL;V.PTCP;ACT
включено	כלול	включити	כלול	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;ACT
включено	כולל	включити	כלל	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;ACT
включено	כלול	включити	כלול	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP;ACT
валерія	ולריה	валерія	ולריה	PROPN;ANIM;NOM;FEM;SG	PROPN
діапазон	טווחי	діапазон	טווח	N;INAN;NOM;MASC;SG	N;PSSD;MASC;PL
вовк	וולף	вовк	וולף	N;ANIM;NOM;MASC;SG	PROPN
вовк	זאב	вовк	זאב	N;ANIM;NOM;MASC;SG	PROPN
конте	קונטה	конти	קונטה		PROPN
комісар	הנציב	комісар	הנציב	N;ANIM;NOM;MASC;SG	PROPN
комісар	נציב	комісар	נציב	N;ANIM;NOM;MASC;SG	
тобі	טובי	ти	טוב	PRO;ANIM;DAT;SG;2	PROPN
вдалось	יכולת	вдатися	יכולת	V;PFV;NEUT;IND;SG;PST;FIN	N;FEM;SG
вдалось	יכול	вдатися	None	V;PFV;NEUT;IND;SG;PST;FIN	V;MASC;SG;V.PTCP
припинити	עצור	припинити	עצור	V;PFV;NFIN	
звуки	נשמע	звук	נשמע	N;INAN;NOM;MASC;PL	V;MASC;SG;MID
око	העין	око	העין	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST;ACT
карпати	הקרפטים	карпати	הקרפט	PROPN;INAN;NOM	N;MASC;PL
ікона	אייקון	ікона	אייקון	N;INAN;NOM;FEM;SG	PROPN
ска	סקא	ско	סקא	PROPN;INAN;NOM;MASC;SG	PROPN
близькі	קרוב	близький	קרוב	ADJ;NOM;PL	
близькі	סגור	близький	סגור	ADJ;NOM;PL	
близькі	קרובים	близький	קרוב	ADJ;NOM;PL	N;MASC;PL
водню	מימן	водень	מימן	N;INAN;GEN;MASC;SG	PROPN
трійці	טריניטי	трійка	טריניטי	N;INAN;DAT;FEM;SG	PROPN
кальвадос	קלבדוס	кальвадос	קלבדוס	N;INAN;NOM;MASC;SG	PROPN
темою	הנושא	тема	הנושא	N;INAN;INS;FEM;SG	
зуби	שן	зуб	שן	N;INAN;NOM;MASC;PL	
європейські	אירופאית	європейський	אירופאי	ADJ;NOM;PL	ADV
європейські	אירופה	європейський	אירופה	ADJ;NOM;PL	PROPN
європейські	אירופאי	європейський	אירופאי	ADJ;NOM;PL	ADJ;MASC;SG
європейські	אירופי	європейський	אירופי	ADJ;NOM;PL	PROPN
йоганн	יוהאן	йоганн	יוהאן	PROPN;ANIM;NOM;MASC;SG	PROPN
адольф	אדולף	адольф	באדולף	PROPN;ANIM;NOM;MASC;SG	PROPN
адольф	אדולף	адольф	באדולף	PROPN;ANIM;NOM;MASC;SG	PROPN
щодня	יומי	щодня	יומי	ADV	PROPN
щодня	דיילי	щодня	דיילי	ADV	PROPN
меті	מטי	меть	מטי	N;INAN;NOM;FEM;SG	
меті	מאטי	меть	מאטי	N;INAN;NOM;FEM;SG	PROPN
каміння	אבנים	каміння	אבן	N;INAN;NOM;NEUT;SG	N;FEM;PL
каміння	סלעים	каміння	סלע	N;INAN;NOM;NEUT;SG	N;MASC;PL
збігається	גפרורים	збігатися	גפרור	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
збігається	התאמות	збігатися	התאמה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
литва	ליטא	литво	ליטא	PROPN;INAN;NOM;FEM;SG	PROPN
гірська	ההר	гірський	ההר	ADJ;NOM;FEM;SG	
гірська	הר	гірський	הר	ADJ;NOM;FEM;SG	PROPN
краків	קרקוב	крак	קרקוב	PROPN;INAN;NOM;MASC;SG	PROPN
серп	מגל	серп	מגל	PROPN;ANIM;NOM;MASC;SG	
прямий	ישיר	прямий	ישיר	ADJ;NOM;MASC;SG	
прямий	ישירות	прямий	ישירות	ADJ;NOM;MASC;SG	
прямий	ישירה	прямий	ישיר	ADJ;NOM;MASC;SG	ADV
молекул	מולקולה	молекула	מולקולה	N;INAN;GEN;FEM;PL	N;FEM;SG
гонки	מרוץ	гонка	מרוץ	N;INAN;NOM;FEM;PL	N;MASC;SG
гонки	מירוץ	гонка	מירוץ	N;INAN;NOM;FEM;PL	N;MASC;SG
рейнланд	ריינלנד	рейнланд	ריינלנד		PROPN
ранній	ארלי	ранній	ארלי	ADJ;NOM;MASC;SG	PROPN
ранній	תחילת	ранній	תחילה	ADJ;NOM;MASC;SG	N;PSSD;FEM;SG
ранній	מוקדם	ранній	מוקדם	ADJ;NOM;MASC;SG	ADV
