och	si	och	sine	CONJ	
matthew	matthew	matthew	matthew	PROPN;NOM	PROPN
eure	eure	eure	eure	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
flytande	plutitor	flyta	plutitor	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
flytande	plutind	flyta	pluti	ADJ;NOM;PRS;V.PTCP	V;V.MSDR
flytande	lichide	flyta	lichid	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;PL
flytande	lichid	flyta	lichid	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
flytande	lichidă	flyta	lichidă	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;FEM;SG
skandinavien	scandinavia	skandinavien	scandinavia	PROPN;NOM	N;DEF;FEM;SG
skandinavien	scandinave	skandinavien	scandinavă	PROPN;NOM	ADJ;INDF;FEM;PL
institutioner	instituțiile	institution	instituție	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
hell	iadul	hell	iad	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hell	iad	hell	iad	N;NOM;INDF;MASC+FEM;SG	
hell	grindină	hell	grindină	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
wallace	wallace	wallace	wallace	PROPN;NOM	PROPN
kön	sexul	kön	sex	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
kön	sexul	kön	sex	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
utsedd	desemnate	utse	desemna	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
utsedd	desemnată	utse	desemnat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
utsedd	numiți	utse	numi	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PL;2;IPFV;FIN
slovakien	slovacia	slovakien	slovacie	PROPN;NOM	PROPN
after	dupa	after	dupa	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
after	după	after	după	N;NOM;INDF;MASC+FEM;SG	ADP;ACC
katherine	katherine	katherine	katherine	PROPN;NOM	PROPN
abra	abra	abra	abra	N;NOM;INDF;NEUT;SG	
tänkte	gândit	tänka	gândi	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tänkte	crezut	tänka	crede	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tänkte	gândire	tänka	gândire	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
tänkte	gândirea	tänka	gândire	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
revolution	revoluție	revolution	revoluție	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
revolution	revolutia	revolution	revolutie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
revolution	revoluția	revolution	revoluție	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
revolution	revolutie	revolution	revolutie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
playa	playa	playa	playă	N;NOM;INDF;NEUT;SG	PROPN
lettland	letoniei	lettland	letonie	PROPN;NOM	PROPN;DEF;FEM;SG
lettland	letonia	lettland	letonie	PROPN;NOM	PROPN
she	ea	she	el	V;IMP;FIN;ACT	PRO;FEM;SG;3
australisk	australiană	australisk	australian	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
australisk	australieni	australisk	australian	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
byggnaderna	clădiri	byggnad	clădire	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
byggnaderna	cladiri	byggnad	cladire	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
hav	mările	hav	mare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
hav	mări	hav	mare	N;NOM;INDF;NEUT;SG	
hav	oceanele	hav	ocen	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
hav	oceanelor	hav	ocen	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
hav	oceane	hav	ocen	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
hav	mare	hav	mare	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
hav	marea	hav	mare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
hav	oceanul	hav	ocean	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
string	string	string	stringe	N;NOM;INDF;MASC+FEM;SG	
string	tanga	string	tanga	N;NOM;INDF;MASC+FEM;SG	
andersen	andersen	anders	andersen	N;NOM;DEF;MASC+FEM;SG	PROPN
six	sase	six	sas	PROPN;NOM	
six	six	six	six	PROPN;NOM	N;INDF;MASC;SG
six	şase	six	şase	PROPN;NOM	NUM;PL
six	șase	six	șase	PROPN;NOM	NUM;PL
svenskar	suedezi	svensk	suedez	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC;PL
warszawa	varșovia	warszawa	varșovie	PROPN;NOM	PROPN
warszawa	varşovia	warszawa	varcovie	PROPN;NOM	N;DEF;FEM;SG
sovjetisk	sovietică	sovjetisk	sovietic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
sovjetisk	sovietici	sovjetisk	sovietic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
sovjetisk	sovietice	sovjetisk	sovietic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
utgåvan	ediția	utgåva	ediție	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
utgåvan	ediţie	utgåva	ediţie	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
utgåvan	editie	utgåva	editie	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
utgåvan	ediție	utgåva	ediție	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
utgåvan	ediţia	utgåva	edigie	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
della	della	della	della	PROPN;NOM	PROPN
peterson	peterson	peterson	peterson	PROPN;NOM	PROPN
percy	percy	percy	percy	PROPN;NOM	PROPN
nye	nye	ny	nye	ADJ;NOM;DEF;MASC;SG	PROPN
varor	marfa	vara	marfă	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
alfa	alpha	alfa	alpha	PROPN;NOM	
alfa	alfa	alfa	alfa	PROPN;NOM	N;INDF;MASC
alfa	alfa	alfa	alfa	PROPN;NOM	N;INDF;MASC
kyrkogården	cimitirul	kyrkogård	cimitir	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
kyrkogården	cimitir	kyrkogård	cimitir	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
extremt	extrem	extrem	extrem	ADV	ADV;RL
extremt	extremă	extrem	extrem	ADV	ADJ;INDF;FEM;SG
extremt	extrem	extrem	extrem	ADV	ADV;RL
extremt	extrema	extrem	extrema	ADV	
extremt	extreme	extrem	extremă	ADV	
lundgren	lundgren	lundgr	lundgren	PROPN;NOM	PROPN
muslimska	musulmană	muslimsk	musulmană	ADJ;NOM;PL	ADJ;INDF;FEM;SG
muslimska	musulman	muslimsk	musulman	ADJ;NOM;PL	ADJ;INDF;MASC;SG
tillägg	suplimentul	tillägg	supliment	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
tillägg	suplimente	tillägg	supliment	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
tillägg	suplimentele	tillägg	supliment	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
tillägg	adăugarea	tillägg	adăugare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
tillägg	anexă	tillägg	anexă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
tillägg	apendicele	tillägg	apendice	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
tillägg	completare	tillägg	completare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
sjunga	cântă	sjung	cânta	V;IMP;FIN;ACT	V;IND;SG;3;PST;FIN
sjunga	canta	sjung	cantă	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
sjunga	cânta	sjung	cânta	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
sjunga	canto	sjung	canto	V;IMP;FIN;ACT	N;INDF;MASC;SG
sjunga	cantand	sjung	cantand	V;IMP;FIN;ACT	
emanuel	emanuel	emanuel	emanuel	PROPN;NOM	PROPN
set	setată	se	seta	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
set	stabilește	se	stabili	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
set	setează	se	seta	N;NOM;INDF;NEUT;SG	V;IND;3;PRS;FIN
set	setat	se	setat	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
set	seturi	se	setur	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
hej	hei	hej	hei	N;NOM;INDF;MASC+FEM;SG	
hittat	găsită	hitta	găsi	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
hittat	gasit	hitta	gasit	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
hittat	găsite	hitta	găsi	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
föreståndare	manager	föreståndare	manager	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
föreståndare	managerul	föreståndare	manager	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
experiment	experimentele	experiment	experiment	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
experiment	experimentul	experiment	experiment	N;NOM;INDF;NEUT;PL	N;DEF;MASC;SG
experiment	experiment	experiment	experiment	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
experiment	experimentează	experiment	experimenta	N;NOM;INDF;NEUT;PL	V;IND;3;PRS;FIN
ungersk	ungară	ungersk	unga	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
ungersk	maghiară	ungersk	maghiar	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
självständiga	independent	självständig	independent	ADJ;NOM;PL	ADV
självständiga	independenta	självständig	independent	ADJ;NOM;PL	N;DEF;FEM;SG
självständiga	independentă	självständig	independent	ADJ;NOM;PL	ADJ;INDF;FEM;SG
winter	iarnă	winter	iarnă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
winter	iarna	winter	iarnă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
vin	vin	vin	veni	N;NOM;INDF;NEUT;SG	V;IND;PL;3;PRS;FIN
vin	vinul	vin	vin	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
vin	vin	vin	veni	N;NOM;INDF;NEUT;SG	V;IND;PL;3;PRS;FIN
montreal	montreal	montreal	montreal	PROPN;NOM	PROPN
spridning	difuzie	spridning	difuzie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
spridning	răspândirea	spridning	răspândire	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
spridning	răspândire	spridning	răspândire	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
spridning	difuzarea	spridning	difuzare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
spridning	difuzare	spridning	difuzare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
spridning	diseminarea	spridning	diseminare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
spridning	dispersie	spridning	dispersie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
spridning	răspândirea	spridning	răspândire	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
spridning	răspândire	spridning	răspândire	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
spridning	răspândit	spridning	răspândi	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
mendoza	mendoza	mendoza	mendoza	PROPN;NOM	PROPN
melodin	melody	melodin	melody	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
melodin	melodia	melodin	melodie	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
melodin	melodie	melodin	melodie	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
teologi	teologie	teologi	teologie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
loew	loew	loew	loew	N;NOM;INDF;MASC+FEM;SG	
husen	case	hus	casă	N;NOM;DEF;NEUT;PL	N;INDF;FEM;PL
husen	casele	hus	casă	N;NOM;DEF;NEUT;PL	N;DEF;FEM;PL
placerad	plasate	placera	plasa	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
placerad	plasată	placera	plasa	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
phillips	philips	phillips	philips	PROPN;NOM	N;INDF;MASC;SG
phillips	phillips	phillips	phillips	PROPN;NOM	PROPN
kreta	creta	kreta	creta	PROPN;NOM	N;DEF;FEM;SG
kreta	cretă	kreta	cretă	PROPN;NOM	N;INDF;FEM;SG
agnes	agnes	agnes	agnes	PROPN;NOM	PROPN
rang	gradul	rang	grad	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
rang	rangul	rang	rang	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bart	bart	bart	bart	PROPN;NOM	N;INDF;MASC;SG
drogs	tras	dra	trage	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
nivåer	nivelurile	nivå	nivel	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
britt	britt	bri	britt	PROPN;NOM	N;INDF;MASC;SG
mod	curajul	mod	curaj	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
motorväg	autostrada	motorväg	autostradă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
motorväg	autostradă	motorväg	autostradă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
motorväg	autostradă	motorväg	autostradă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
motorväg	autostrada	motorväg	autostradă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
motorväg	autostradă	motorväg	autostradă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
motorväg	highway	motorväg	highway	N;NOM;INDF;MASC+FEM;SG	PROPN
pool	piscina	pool	piscină	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
pool	piscină	pool	piscină	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
vackra	frumoasă	vacker	frumos	ADJ;NOM;PL	ADJ;INDF;FEM;SG
vackra	frumos	vacker	frumos	ADJ;NOM;PL	ADJ;INDF;MASC;SG
vackra	frumoasa	vacker	frumos	ADJ;NOM;PL	ADJ;DEF;FEM;SG
tillverkare	producătorii	tillverkare	producător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
tillverkare	producator	tillverkare	producator	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
tillverkare	producătorul	tillverkare	producător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
tillverkare	producător	tillverkare	producător	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
tillverkare	producătorului	tillverkare	producător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
popularitet	popularitatea	popularitet	popularitate	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
popularitet	popularitate	popularitet	popularitate	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
madison	madison	madison	madison	PROPN;NOM	N;INDF;MASC;SG
helen	helen	hel	helen	N;NOM;DEF;MASC+FEM;SG	PROPN
khan	khan	khan	khan	PROPN;NOM	PROPN
elongata	elongata	elongat	elongat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
graf	grafic	graf	grafic	N;NOM;INDF;MASC+FEM;SG	ADV
inc	inc	inc	inc	PROPN;NOM	N;INDF;MASC;SG
jämförelse	comparația	jämförelse	comparație	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
jämförelse	comparație	jämförelse	comparație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jämförelse	comparatie	jämförelse	comparatie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jämförelse	comparaţie	jämförelse	comparaţie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jämförelse	compararea	jämförelse	comparare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
jämförelse	dif	jämförelse	dif	N;NOM;INDF;MASC+FEM;SG	
närke	närke	närke	närke	PROPN;NOM	
riau	riau	riau	ria	ADJ;NOM;DEF;SG	
richardson	richardson	richardson	richardson	PROPN;NOM	PROPN
verkstad	atelierul	verkstad	atelier	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
organiserade	organizat	organiserad	organiza	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
organiserade	organizată	organiserad	organizat	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
organiserade	organizat	organiserad	organiza	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
organiserade	organizată	organiserad	organizat	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
nahr	nahr	nahr	nahr	N;NOM;INDF;MASC+FEM;SG	
läs	citire	läsa	citire	V;IMP;FIN;ACT	N;INDF;FEM;SG
läs	citește	läsa	citi	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
läs	citeste	läsa	citesc	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
läs	invata	läsa	invata	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
läs	află	läsa	afla	V;IMP;FIN;ACT	V;IND;SG;3;PST;FIN
läs	învață	läsa	învăța	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
kai	kai	kai	kai	PROPN;NOM	N;INDF;MASC;SG
flitigt	harnic	flitig	harnic	ADV	ADJ;INDF;MASC;SG
flitigt	harnic	flitig	harnic	ADV	ADJ;INDF;MASC;SG
presenterade	prezentat	presentera	prezenta	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
presenterade	prezentată	presentera	prezentat	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
presenterade	dezvăluită	presentera	dezvăluit	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
presenterade	dezvăluit	presentera	dezvăluit	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
presenterade	introdusă	presentera	introduce	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
presenterade	introduse	presentera	introduce	ADJ;NOM;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
presenterade	introdus	presentera	introduce	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
oak	stejarul	oak	stejar	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
sammanslagning	fuziune	sammanslagning	fuziune	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sammanslagning	fuziunea	sammanslagning	fuziune	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sammanslagning	fuziuni	sammanslagning	fuziune	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
liberal	liberali	liberal	liberal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
liberal	liberale	liberal	liberal	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
liberal	liberală	liberal	liberal	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
fars	farsă	fara	farsă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fars	farsa	fara	farsă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
guam	guam	guam	guam	PROPN;NOM	N;INDF;MASC;SG
producera	produc	producera	produce	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
producera	produce	producera	produce	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
palatset	palatul	palats	palat	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
palatset	palat	palats	palat	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
palatset	palace	palats	palac	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
ball	ball	ball	ball	N;NOM;INDF;MASC+FEM;SG	PROPN
ball	minge	ball	minge	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ball	mingea	ball	minge	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ball	bilă	ball	bilă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ball	bila	ball	bilă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
dallas	dallas	dalla	dallas	PROPN;NOM	PROPN
juridiska	juridic	juridisk	juridic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
juridiska	legală	juridisk	legal	ADJ;NOM;PL	ADJ;INDF;FEM;SG
juridiska	legal	juridisk	legal	ADJ;NOM;PL	ADJ;INDF;MASC;SG
skillnader	diferențele	skillnad	diferență	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
klotter	graffiti	klott	graffit	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
folke	folke	folke	folk	PROPN;NOM	
base	baza	base	bază	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
base	bază	base	bază	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
anhui	anhui	anhui	anhui	N;NOM;INDF;MASC+FEM;SG	
lindley	lindley	lindley	lindley	N;NOM;INDF;MASC+FEM;SG	
augusta	augusta	august	augusta	PROPN;NOM	N;DEF;FEM;SG
reichenbach	reichenbach	reichenbach	reichenbach	PROPN;NOM	N;INDF;MASC;SG
edit	editare	edit	editare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
edit	editează	edit	edita	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
sittande	stând	sitta	sta	ADJ;NOM;PRS;V.PTCP	V;V.MSDR
sittande	ședința	sitta	ședință	ADJ;NOM;PRS;V.PTCP	N;DEF;FEM;SG
nytta	beneficii	nytta	beneficiu	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
nytta	beneficiul	nytta	beneficiu	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
norfolk	norfolk	norfolk	norfolk	PROPN;NOM	N;INDF;MASC;SG
johns	johns	john	johns	PROPN;NOM	PROPN
ovanstående	deasupra	ovanstående	deasupra	ADJ;NOM	ADP;GEN
laura	laura	laumal	laură	PROPN;NOM	N;DEF;FEM;SG
luke	luke	luke	luke	PROPN;NOM	PROPN
luke	luca	luke	luca	PROPN;NOM	N;DEF;FEM;SG
deltagarna	participanti	deltagare	participant	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
deltagarna	participanți	deltagare	participant	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
deltagarna	participanții	deltagare	participant	N;NOM;DEF;MASC+FEM;PL	N;DEF;MASC;PL
sevilla	sevilla	sevill	sevilla	PROPN;NOM	PROPN
sevilla	sevilla	sevill	sevilla	PROPN;NOM	PROPN
crni	crni	crni	crni	N;NOM;INDF;NEUT;SG	
döptes	botezată	döpa	boteza	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
döptes	botezat	döpa	boteza	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
away	departe	away	departe	N;NOM;INDF;MASC+FEM;SG	ADV
skulpturer	sculptura	skulptur	sculptură	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
skulpturer	sculptură	skulptur	sculptură	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
pelle	pelle	pelle	pelle	PROPN;NOM	
ljungby	ljungby	ljungby	ljungby	PROPN;NOM	
felaktigt	incorect	felaktig	incorect	ADJ;NOM;INDF;NEUT;SG	ADV
felaktigt	incorecte	felaktig	incorect	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;PL
felaktigt	incorectă	felaktig	incorect	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
felaktigt	inexacte	felaktig	inexact	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bobby	bobby	bobby	bobby	PROPN;NOM	PROPN
positivt	pozitivă	positiv	pozitiv	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
positivt	pozitive	positiv	pozitiv	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;PL
amanda	amanda	amand	amanda	N;NOM;INDF;MASC+FEM;SG	PROPN
nassau	nassau	nassau	nassa	PROPN;NOM	PROPN
markus	markus	markus	markus	PROPN;NOM	PROPN
sandberg	sandberg	sandberg	sandberg	PROPN;NOM	PROPN
specifika	specific	specifik	specific	ADJ;NOM;PL	ADJ;INDF;MASC;SG
specifika	specifică	specifik	specifica	ADJ;NOM;PL	V;IND;SG;3;PST;FIN
dahl	dahl	dahl	dahl	PROPN;NOM	PROPN
navarra	navarra	navarra	navarra	ADJ;NOM;DEF;SG	PROPN
dresden	dresda	dresd	dresda	PROPN;NOM	PROPN
ronneby	ronneby	ronneby	ronneby	PROPN;NOM	
elektrisk	electrice	elektrisk	electric	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
elektrisk	electrică	elektrisk	electric	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
elektrisk	electrice	elektrisk	electric	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
elektrisk	electrică	elektrisk	electric	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
varierande	variabilă	variera	variabilă	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
varierande	variabile	variera	variabilă	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;PL
varierande	variabila	variera	variabilă	ADJ;NOM;PRS;V.PTCP	N;DEF;FEM;SG
varierande	variată	variera	varia	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;FEM;SG
manager	managerul	manager	manager	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
blivande	viitorul	blivande	viitor	ADJ;NOM;PRS;V.PTCP	N;DEF;MASC;SG
blivande	viitor	blivande	viitor	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
blivande	aspirant	blivande	aspirant	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
blivande	aspiră	blivande	aspira	ADJ;NOM;PRS;V.PTCP	V;IND;SG;3;PST;FIN
lämplig	adecvată	lämplig	adecvat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
lämplig	adecvată	lämplig	adecvat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
lämplig	adecvate	lämplig	adecvat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
äta	alimentatie	äta	alimentatie	V;IMP;FIN;ACT	N;INDF;FEM;SG
äta	mănânc	äta	mănânc	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
äta	mănânc	äta	mănânc	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
äta	mănâncă	äta	mânca	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
äta	mananca	äta	mananca	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
nepal	nepal	nepal	nepal	PROPN;NOM	PROPN
