birdlife	birdlife	birdlife	birdlifa	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
opprettes	vytvorené	opprettes	vytvorený	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
opprettes	vytvorili	opprettes	vytvoriť	N;INDF;MASC;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
opprettes	vytvoril	opprettes	vytvoriť	N;INDF;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
opprettes	vytvorený	opprettes	vytvorený	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
opprettes	vytvorená	opprettes	vytvorený	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
avlange	predĺžené	avlange	predĺžený	ADJ;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
frø	semená	frø	semený	N;INDF;NEUT;SG	N;NOM;NEUT;PL
frø	semien	frø	semeno	N;INDF;NEUT;SG	N;GEN;FEM;PL
vegetasjon	vegetácie	vegetasjon	vegetácia	N;INDF;MASC;SG	N;NOM;FEM;PL
policy	politiky	policy	politika	N;INDF;NEUT;SG	N;NOM;FEM;PL
maksimalt	maximálne	maksimal	maximálne	ADJ;INDF;NEUT;SG	ADV
maksimalt	maximum	maksimal	maximum	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
paolo	paolo	paolo	paonúť	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
massiv	masívne	massiv	masívne	ADJ;INDF;SG	ADV
massiv	massive	massiv	massiva	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
germain	germain	germain	germaina	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
simpson	simpson	simpson	simpson	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
earl	earl	earl	earl	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rogers	rogers	rogers	rogers	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
salget	predaje	salg	predať	N;DEF;NEUT;SG	N;INAN;NOM;MASC;PL
salget	tržby	salg	tržba	N;DEF;NEUT;SG	N;NOM;FEM;PL
forsvarer	ochranca	forsvare	ochranca	V;IND;PRS;FIN	N;ANIM;NOM;MASC;SG
forsvarer	obranca	forsvare	obranca	V;IND;PRS;FIN	N;ANIM;NOM;MASC;SG
forsvarer	obhajca	forsvare	obhajca	V;IND;PRS;FIN	N;ANIM;NOM;MASC;SG
overrasket	prekvapilo	overraske	prekvapiť	N;DEF;NEUT;SG	V;PFV;NEUT;SG;POS;PST;V.PTCP
overrasket	prekvapený	overraske	prekvapený	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
overrasket	prekvapená	overraske	prekvapený	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
overrasket	prekvapil	overraske	prekvapiť	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
overrasket	prekvapení	overraske	prekvapenie	N;DEF;NEUT;SG	N;NOM;NEUT;PL
any	akékoľvek	any	akýkoľvek	N;SG	DET;NOM;NEUT;SG
any	akýkoľvek	any	akýkoľvek	N;SG	DET;ANIM;NOM;MASC;SG
any	akýchkoľvek	any	akýkoľvek	N;SG	DET;GEN;MASC;PL
opplevelser	zážitky	opplevelser	zážitok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
opplevelser	skúsenosti	opplevelser	skúsenosť	N;INDF;NEUT;SG	N;NOM;FEM;PL
ost	syry	vit	syr	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
brygge	pier	brygge	pier	N;INDF;FEM;SG	N;GEN;FEM;PL
eduard	eduard	eduard	eduard	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
madison	madison	madison	madison	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
konsekvent	trvale	konsekvent	trvať	ADJ;INDF;NEUT;SG	V;IPFV;MASC;PL;POS;PST;V.PTCP
konsekvent	dôsledne	konsekvent	dôsledne	ADJ;INDF;NEUT;SG	ADV
konsekvent	konzistentne	konsekvent	konzistentne	ADJ;INDF;NEUT;SG	ADV
village	dediny	village	dedina	N;INDF;MASC;SG	N;NOM;FEM;PL
gælisk	gaelčina	gælisk	gaelčina	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
imago	imago	imago	imago	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
same	rovnaká	same	rovnaký	DET;DEF	ADJ;NOM;FEM;SG
same	rovnaké	same	rovnaký	DET;DEF	ADJ;NOM;NEUT;SG
same	rovnaký	same	rovnaký	DET;DEF	ADJ;ANIM;NOM;MASC;SG
same	rovnako	same	rovnako	DET;DEF	ADV
glemt	zabudol	glemme	zabudnúť	ADJ;INDF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
glemt	zabudla	glemme	zabudnúť	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
glemt	zabudli	glemme	zabudnúť	ADJ;INDF;NEUT;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
glemt	zabudol	glemme	zabudnúť	ADJ;INDF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
glemt	zabudli	glemme	zabudnúť	ADJ;INDF;NEUT;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
glemt	zabudla	glemme	zabudnúť	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
bokstavelig	doslova	bokstavelig	doslova	N;INDF;MASC;SG	ADV
bokstavelig	doslovne	bokstavelig	doslovne	N;INDF;MASC;SG	ADV
bokstavelig	doslovný	bokstavelig	doslovný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
dypere	hlbší	dypere	hlbý	N;INDF;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
dypere	hlbšie	dypere	hlý	N;INDF;MASC;SG	ADV;CMPR
christen	pokrstiť	christ	pokrstiť	N;DEF;MASC;SG	V;PFV;POS;NFIN
systems	systémov	systems	systém	N;INDF;SG	N;INAN;GEN;MASC;PL
systems	systémy	systems	systém	N;INDF;SG	N;INAN;NOM;MASC;PL
romantiske	romantický	romantisk	romantický	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
romantiske	romantické	romantisk	romantický	ADJ;PL	ADJ;NOM;NEUT;SG
romantiske	romantická	romantisk	romantický	ADJ;PL	ADJ;NOM;FEM;SG
romantiske	romantik	romantisk	romantik	ADJ;PL	N;ANIM;NOM;MASC;SG
romantiske	romantika	romantisk	romantika	ADJ;PL	N;NOM;FEM;SG
sykler	bicykle	sykle	bicykel	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
sykler	bicyklov	sykle	bicykel	N;INDF;MASC;SG	N;INAN;GEN;MASC;PL
sykler	motorky	sykle	motorka	N;INDF;MASC;SG	N;NOM;FEM;PL
sykler	bicykle	sykle	bicykel	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
johanna	joanna	johanna	joanna	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
philipp	philipp	philipp	philipp	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
kjemper	obri	kjempe	obor	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
slank	slim	slank	slim	N;INDF;MASC;SG	
alba	alba	albe	alba	N	PROPN;NOM;FEM;SG
uheldig	nešťastie	uheldig	nešťastie	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
uheldig	smolu	uheldig	smol	ADJ;INDF;NEUT;SG	N;ACC;FEM;SG
uheldig	nešťastie	uheldig	nešťastie	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
påstand	nárokovať	påstand	nárokovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
knust	zničení	knuse	zničenie	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;NEUT;PL
knust	zlomené	knuse	zlomený	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;NEUT;SG
knust	rozbil	knuse	rozbiť	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
seile	plaviť	seil	plaviť	N;INDF;FEM;SG	V;IPFV;POS;NFIN
oppfunnet	vynašiel	oppfunn	vynašlo	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
oppfunnet	vymyslený	oppfunn	vymyslený	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
display	zobraziť	display	zobraziť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
falsk	falošné	falsk	falošný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
falsk	falošný	falsk	falošný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
falsk	nepravdivé	falsk	nepravdivý	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
falsk	falošné	falsk	falošný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
falsk	falošná	falsk	falošný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
falsk	falošný	falsk	falošný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
falsk	fake	falsk	fak	N;INDF;MASC;SG	INTJ
munk	munk	munk	munk	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tomas	tomas	tomas	tomas	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mali	mali	mali	mať	N;INDF;NEUT;SG	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
hals	hrdla	hals	hrdlo	N;INDF;MASC;SG	N;NOM;NEUT;PL
fet	tučné	fet	tučný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
fet	odvážny	fet	odvážny	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
fet	odvážne	fet	odvážne	N;INDF;MASC;SG	ADV
fet	odvážna	fet	odvážny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
fet	tučné	fet	tučný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
fet	tuky	fet	tuka	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
fet	fat	fet	fat	N;INDF;MASC;SG	
nikolai	nikolaj	nikolai	nikolaj	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
waters	vody	waters	voda	N;INDF;MASC;SG	N;GEN;FEM;PL
waters	vôd	waters	vôd	N;INDF;MASC;SG	N;GEN;FEM;PL
hydrogen	vodíkový	hydrog	vodíkový	N;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
tester	testovanie	tester	testovanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
tester	skúška	tester	skúška	N;INDF;FEM;PL	N;NOM;FEM;SG
tester	skúšanie	tester	skúšanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
curtis	curtis	curtis	curtis	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ukrainske	ukrajinské	ukrainsk	ukrajinský	ADJ;PL	ADJ;NOM;NEUT;SG
without	bez	without	bez	N;INDF;NEUT;SG	ADP;GEN
todd	todd	todd	todd	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tove	tove	tove	tov	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
nøyaktige	presná	nøyaktig	presný	ADJ;PL	ADJ;NOM;FEM;SG
nøyaktige	presný	nøyaktig	presný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
nøyaktige	presné	nøyaktig	presný	ADJ;PL	ADJ;NOM;NEUT;SG
castro	castro	castro	castro	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
himmel	nebesá	himmel	byť	N;INDF;MASC;SG	N;NOM;NEUT;PL
himmel	sky	himmel	sky	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
phoenix	phoenix	phoenix	phoenix	N	PROPN;ANIM;NOM;MASC;SG
ibm	ibm	ibm	ibm	N;INDF;NEUT;SG	
rob	rob	rob	rob	PROPN	PROPN;ANIM;VOC;MASC;SG
manuelt	manuálne	manuell	manuálny	ADJ;INDF;NEUT;SG	ADV
manuelt	ručne	manuell	ručne	ADJ;INDF;NEUT;SG	ADV
gudinne	bohyne	gudinne	bohyňa	N;INDF;FEM;SG	N;NOM;FEM;PL
urter	bylín	urter	bylina	N;INDF;NEUT;SG	N;GEN;FEM;PL
urter	bylinky	urter	bylinka	N;INDF;NEUT;SG	N;NOM;FEM;PL
omgivelser	okolie	omgivelser	okolie	N;INDF;MASC;PL	N;NOM;NEUT;SG
erstatter	nahradenie	erstatter	nahradenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
erstatter	nahradí	erstatter	nahradiť	N;INDF;FEM;PL	V;PFV;IND;SG;3;POS;PRS;FIN
erstatter	nahrádza	erstatter	nahrádzať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
erstatter	nahrádzajú	erstatter	nahrádzať	N;INDF;FEM;PL	V;IPFV;IND;PL;3;POS;PRS;FIN
erstatter	náhradné	erstatter	náhradný	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
erstatter	nahradenie	erstatter	nahradenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
erstatter	výmena	erstatter	výmena	N;INDF;FEM;PL	N;NOM;FEM;SG
erstatter	náhrada	erstatter	náhrada	N;INDF;FEM;PL	N;NOM;FEM;SG
skarp	ostro	skarp	ostro	ADJ;INDF;SG	ADV
slåss	boje	slåss	boj	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
stanford	stanford	stanford	stanford	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
overgrep	zneužitie	overgrep	zneužitie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
overgrep	týranie	overgrep	týranie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
overgrep	zneužívanie	overgrep	zneužívanie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
rex	rex	rex	rex	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gaver	predkladá	gaver	predkladať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
gaver	prezentuje	gaver	prezentovať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
marseille	marseille	marseill	marseille	N;INDF;MASC;SG	ADV
marseille	marseille	marseill	marseille	N;INDF;MASC;SG	ADV
player	player	play	player	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
player	hráča	play	hráča	N;INDF;FEM;PL	N;ANIM;ACC;MASC;SG
player	hráč	play	hráč	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
player	prehrávač	play	prehrávač	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
mel	mel	mel	mel	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
muntlig	orálne	muntlig	orálny	ADJ;INDF;NEUT;SG	ADV
muntlig	perorálne	muntlig	perorálne	ADJ;INDF;NEUT;SG	ADV
muntlig	ústne	muntlig	ústne	ADJ;INDF;NEUT;SG	ADV
utah	utahu	utah	utah	PROPN	N;INAN;GEN;MASC;SG
drøm	snívať	drøm	snívať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
drøm	dream	drøm	dream	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
auto	automatický	auto	automatický	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
auto	automatická	auto	automatický	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
auto	automatické	auto	automatický	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
auto	automaticky	auto	automaticky	N;INDF;MASC;SG	ADV
lind	lind	lind	lind	PROPN	PROPN;ANIM;NOM;MASC;SG
uci	uci	uci	ucho	N	PROPN;ANIM;NOM;MASC;SG
edith	edith	edith	edith	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
utøverne	športovci	utøverne	športovec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
utøverne	športovcov	utøverne	športovec	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
tilbudet	ponúknuť	tilbud	ponúknuť	N;DEF;NEUT;SG	V;PFV;POS;NFIN
fremmed	cudzí	fremmed	cudzí	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
madsen	madsen	mads	madsen	N;DEF;MASC;SG	PROPN;NOM;FEM;SG
tolkes	vykladať	tolke	vykladať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
españa	españa	espaze	españa	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
instrumental	inštrumentálne	instrumental	inštrumentálne	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
instrumental	prístrojové	instrumental	prístrojový	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
kaster	hádzať	kaste	hádzať	N;INDF;FEM;PL	V;IPFV;POS;NFIN
kaster	hádže	kaste	hádža	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
løpere	bežcov	løpere	bežec	N;INDF;FEM;SG	N;ANIM;ACC;MASC;PL
oppdage	objavovanie	oppdage	objavovanie	V;NFIN	N;NOM;NEUT;SG
oppdage	zistenie	oppdage	zistenie	V;NFIN	N;NOM;NEUT;SG
tilnærming	pristupovať	tilnærming	pristupovať	N;INDF;FEM;SG	V;IPFV;POS;NFIN
utslipp	emisie	utslipp	emisia	N;INDF;NEUT;SG	N;NOM;FEM;PL
utslipp	emisií	utslipp	emisieť	N;INDF;NEUT;SG	N;GEN;FEM;PL
busser	autobusy	busse	autobus	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
busser	autobusov	busse	autobus	N;INDF;MASC;SG	N;INAN;GEN;MASC;PL
zhou	čou	zhou	čo	N;INDF;SG	PROPN;NOM;FEM;SG
verb	slovesá	verb	slovesý	N;INDF;NEUT;SG	N;NOM;NEUT;PL
satse	stávka	satse	stávka	V;NFIN	N;NOM;FEM;SG
satse	stávku	satse	stávka	V;NFIN	N;ACC;FEM;SG
interesserte	zaujíma	interessere	zaujímať	ADJ;PL;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
interesserte	zaujem	interessere	zaujať	ADJ;PL;V.PTCP	N;INAN;NOM;MASC;SG
interesserte	záujem	interessere	záujem	ADJ;PL;V.PTCP	N;INAN;NOM;MASC;SG
alpine	alpskom	alpine	alpský	ADJ;PL	ADJ;INS;NEUT;SG
dødelig	smrtiaci	dødelig	smrtiaci	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
dødelig	smrteľné	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
dødelig	smrteľná	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
dødelig	smrteľný	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
dødelig	smrtiaci	dødelig	smrtiaci	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
dødelig	smrteľné	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
dødelig	smrteľne	dødelig	smrteľne	N;INDF;MASC;SG	ADV
dødelig	smrteľný	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
dødelig	smrteľná	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
dødelig	smrteľné	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
dødelig	fatálne	dødelig	fatálny	N;INDF;MASC;SG	ADV
dødelig	smrteľný	dødelig	smrteľný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
krise	krízy	krise	kríza	N;INDF;FEM;SG	N;NOM;FEM;PL
vurderte	menovitý	vurdere	menovitý	V;IND;PST;FIN	ADJ;ANIM;NOM;MASC;SG
vurderte	hodnotený	vurdere	hodnotený	V;IND;PST;FIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
vurderte	menovité	vurdere	menovitý	V;IND;PST;FIN	ADJ;NOM;NEUT;SG
vurderte	hodnotené	vurdere	hodnotený	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vinduer	okná	vindu	okno	N;INDF;MASC;SG	N;NOM;NEUT;PL
imo	imo	imo	on	N;INDF;NEUT;SG	INTJ
plukket	vybral	plukk	vybrať	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
plukket	vybrala	plukk	vybrať	N;DEF;NEUT;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
dong	dong	dong	dong	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
krogh	krogh	krogh	kro	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
innsikt	prehľady	innsikt	prehľad	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
innsikt	postrehy	innsikt	postreh	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
innsikt	štatistiky	innsikt	štatistika	N;INDF;FEM;SG	N;NOM;FEM;PL
next	nasledujúci	next	nasledujúci	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
next	ďalší	next	ďalší	N	ADJ;ANIM;NOM;MASC;SG
next	ďalšie	next	ďalší	N	ADJ;NOM;NEUT;SG
next	ďalšia	next	ďalší	N	ADJ;NOM;FEM;SG
next	ďalej	next	ďalej	N	ADV
ideologi	ideológie	ideologi	ideológia	N;INDF;MASC;SG	N;NOM;FEM;PL
sofie	sofie	sofie	sofia	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
sammenslåingen	spojiť	sammenslåing	spojiť	N;DEF;MASC;SG	V;PFV;POS;NFIN
sammenslåingen	zlúčiť	sammenslåing	zlúčiť	N;DEF;MASC;SG	V;PFV;POS;NFIN
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
temple	temple	temple	templo	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
vellykkede	úspešné	vellykkede	úspešný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
vellykkede	úspešní	vellykkede	úspešniť	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;PL
vellykkede	úspešný	vellykkede	úspešný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
vellykkede	úspešná	vellykkede	úspešný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
internt	interné	intern	interný	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
internt	interný	intern	interný	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
internt	vnútorne	intern	vnútorne	ADJ;INDF;NEUT;SG	ADV
internt	interne	intern	interne	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
søkt	hľadal	søkje	hľadať	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
søkt	hľadala	søkje	hľadať	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
søkt	hľadali	søkje	hľadať	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
innlandet	zázemia	innland	zázemie	N;DEF;NEUT;SG	N;NOM;NEUT;PL
krigene	wars	krig	wars	N;DEF;FEM;PL	N;INAN;NOM;MASC;SG
notert	zaznamenal	notere	zaznamenať	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
notert	poznamenať	notere	poznamenať	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;POS;NFIN
notert	poznamenal	notere	poznamenať	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
clara	clara	clare	clara	PROPN	N;NOM;FEM;SG
clara	klára	clare	klár	PROPN	N;NOM;FEM;SG
harper	harper	harpe	harper	N;INDF;FEM;PL	PROPN;NOM;FEM;SG
control	ovládať	control	ovládať	N	V;IPFV;POS;NFIN
control	kontrolovať	control	kontrolovať	N	V;IPFV;POS;NFIN
kid	kid	kid	kid	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
elin	elin	elin	elin	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
queens	kráľovné	que	kráľovná	N;GEN;DEF;MASC;SG	ADJ;NOM;NEUT;PL
queens	queens	que	queens	N;GEN;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enger	pastviny	enge	pastvina	N;INDF;NEUT;SG	N;NOM;FEM;PL
yale	yale	yale	yale	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
ain	ain	ain	ain	PROPN	
aluminium	hliníkové	aluminium	hliníkový	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
aluminium	hliníkové	aluminium	hliníkový	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
bestilt	nariadil	bestille	nariadiť	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bestilt	objednali	bestille	objednať	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
bestilt	nariadila	bestille	nariadiť	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
forekomme	vyskytnúť	forekomme	vyskytnúť	ADJ;PL	V;PFV;POS;NFIN
nebraska	nebraske	nebraske	nebraske	N;DEF;FEM;SG	ADV
brakt	priniesli	bryke	priniesť	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
brakt	priniesla	bryke	priniesť	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
brakt	priniesol	bryke	priniesť	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
brakt	doniesli	bryke	doniesť	ADJ;INDF;NEUT;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
brakt	prinieslo	bryke	priniesť	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
skoger	les	skoge	les	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
skoger	lese	skoge	les	N;INDF;FEM;PL	N;INAN;ESS;MASC;SG
skoger	woods	skoge	woods	N;INDF;FEM;PL	PROPN;ANIM;NOM;MASC;SG
skoger	lesa	skoge	les	N;INDF;FEM;PL	N;INAN;GEN;MASC;SG
slovakisk	slovakian	slovakisk	slovakian	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
slovakisk	slovenčina	slovakisk	slovenčina	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
slovakisk	slovenka	slovakisk	slovenko	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
medley	medley	medley	medlo	N;INDF;MASC;SG	
sapporo	sapporo	sapporo	sapporo	N;INDF;NEUT;SG	INTJ
trenge	treba	trenge	treba	V;IMP;NFIN	ADV
trenge	potrebné	trenge	potrebný	V;IMP;NFIN	ADJ;NOM;NEUT;SG
trenge	potreba	trenge	potreba	V;IMP;NFIN	N;NOM;FEM;SG
stol	stoličky	stol	stolička	N;INDF;MASC;SG	N;NOM;FEM;PL
mhz	mhz	mhz	mhz	N	
midlertidige	dočasné	midlertidig	dočasný	ADJ;PL	ADJ;NOM;NEUT;SG
midlertidige	dočasný	midlertidig	dočasný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
midlertidige	dočasne	midlertidig	dočasne	ADJ;PL	ADV
