süleymaniye	sulaymaniyya	süleyman	sulaymaniyya	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;MASC;SG
sır	segreto	sır	segreto		ADJ;MASC;SG
sır	secret	sır	secret		N
sır	segreti	sır	segreto		N;MASC;PL
aman	aman	aman	aman		N;MASC;PL
six	six	six	six		N
six	sei	six	sei		NUM
taşınan	spostato	taşı	spostare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
taşınan	commosso	taşı	commuovere	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
taşınan	mosso	taşı	muovere	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rush	fretta	rush	fretta		N;FEM;SG
rush	rush	rush	rush		N
bilinçli	conscio	bilinçli	conscio		ADJ;MASC;SG
bilinçli	consci	bilinçli	consco		ADJ;MASC;PL
bilinçli	cosciente	bilinçli	cosciente		ADJ;SG
bilinçli	consapevoli	bilinçli	consapevole		ADJ;PL
bilinçli	coscienti	bilinçli	cosciente		ADJ;PL
bilinçli	consapevole	bilinçli	consapevole		ADJ;SG
yasağı	divieti	yasak	divieto		N;MASC;PL
yasağı	divieto	yasak	divieto		N;MASC;SG
yasağı	proibizione	yasak	proibizione		N;FEM;SG
yasağı	proibizionismo	yasak	proibizionismo		N;MASC;SG
andre	andre	andre	andare		N;MASC;SG
andre	andrè	andre	andare		N
andre	andré	andre	andré		N;SG
andre	andrè	andre	andare		N
andre	andré	andre	andré		N;SG
roller	roller	rol	roller		N;MASC
roller	rullo	rol	rullo		N;MASC;SG
roller	rulli	rol	rullo		N;MASC;PL
roller	ruoli	rol	ruolo		N;MASC;PL
bull	toro	bull	toro		N;MASC;SG
bull	bull	bull	bull		N;MASC
hani	hani	hani	avnre		N;MASC
edwards	edwards	edwar	edwards		N;MASC
odaklı	mirato	odaklı	mirato		ADJ;MASC;SG
odaklı	focalizzato	odaklı	focalizzare		V;MASC;SG;PST;V.PTCP
odaklı	concentrata	odaklı	concentrare		V;FEM;SG;PST;V.PTCP
odaklı	concentrato	odaklı	concentrato		ADJ;MASC;SG
odaklı	focalizzata	odaklı	focalizzare		V;FEM;SG;PST;V.PTCP
helena	helena	helen	helena	PROPN;NOM;SG;3	N;FEM;SG
helena	elena	helen	elena	PROPN;NOM;SG;3	N;FEM;SG
tartışmaları	discussioni	tartış	discussione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
katliam	massacro	katlia	massacro		N;MASC;SG
katliam	strage	katlia	strage		N;FEM;SG
katliam	massacri	katlia	massacro		N;MASC;PL
katliam	macellazione	katlia	macellazione		N;FEM;SG
katliam	massacro	katlia	massacro		N;MASC;SG
katliam	stragi	katlia	stragio		N;FEM;PL
katliam	massacro	katlia	massacro		N;MASC;SG
katliam	strage	katlia	strage		N;FEM;SG
katliam	carneficina	katlia	carneficina		N;FEM;SG
varsayılan	default	varsa	default		N;MASC
varsayılan	predefinita	varsa	predefinita		ADJ;FEM;SG
varsayılan	predefinito	varsa	predefinito		ADJ;MASC;SG
lanka	lanka	lanka	lanka	PROPN;NOM;SG;3	N;MASC;SG
wade	wade	wade	wade		N;MASC;SG
holmes	holmes	holmes	holmes		N;MASC;SG
yapıcı	costruttivamente	yapıcı	costruttivamente		ADV
yapıcı	creatore	yapıcı	creatore		N;MASC;SG
yapıcı	maker	yapıcı	maker		N
yapıcı	costruttive	yapıcı	costruttivo		ADJ;FEM;PL
yapıcı	costruttivo	yapıcı	costruttivo		ADJ;MASC;SG
yapıcı	costruttiva	yapıcı	costruttivo		ADJ;FEM;SG
yapıcı	costruttivi	yapıcı	costruttivo		ADJ;MASC;PL
iowa	iowa	iowa	iowa	PROPN;NOM;SG;3	N;MASC
çember	cerchio	çember	cerchio		N;MASC;SG
çember	circle	çember	circle		N
çember	circolo	çember	circolo		N;MASC;SG
isfahan	isfahan	isfahan	isfahano		N;MASC
karaciğer	fegato	karaciğer	fegato		N;MASC;SG
atanmış	assegnati	atan	assegnare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
atanmış	assegnate	atan	assegnare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
atanmış	nominati	atan	nominare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
atanmış	nominate	atan	nominare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
málaga	málaga	málaga	mllago	PROPN;NOM;SG;3	N;FEM;SG
málaga	malaga	málaga	malaga	PROPN;NOM;SG;3	N;FEM;SG
itici	repellente	itici	repellente		ADJ;SG
itici	pusher	itici	pusher		N;MASC
itici	repellente	itici	repellente		ADJ;SG
itici	ripugnante	itici	ripugnante		ADJ;SG
itici	propulsore	itici	propulsore		N;MASC;SG
diamond	diamanti	diamond	diamante	N;NOM;SG;3	N;MASC;PL
baki	baki	baki	bake		ADJ;SG
dame	dame	dame	dama		N;FEM;PL
tanımlanmış	definiti	tanımla	definire	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
tanımlanmış	definite	tanımla	definire	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
tanımlanmış	identificate	tanımla	identificato	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
tanımlanmış	identificati	tanımla	identificare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
litre	litro	litre	litro		N;MASC;SG
litre	litri	litre	litro		N;MASC;PL
litre	litri	litre	litro		N;MASC;PL
litre	litro	litre	litro		N;MASC;SG
litre	litri	litre	litro		N;MASC;PL
çalışkan	laborioso	çalışkan	laborioso		ADJ;MASC;SG
çalışkan	diligente	çalışkan	diligente		ADJ;SG
meşru	legittimo	meşru	legittimo		ADJ;MASC;SG
meşru	legittima	meşru	legittimo		ADJ;FEM;SG
meşru	legittimi	meşru	legittimo		ADJ;MASC;PL
meşru	legittimo	meşru	legittimo		ADJ;MASC;SG
meşru	legittima	meşru	legittimo		ADJ;FEM;SG
bankacılık	banche	bankacılık	banca	N;NOM;SG;3	N;FEM;PL
kaçmak	fuggite	kaç	fuggire	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FEM;PL;PST;V.PTCP
kaçmak	fuggi	kaç	fuggio	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
kaçmak	fuga	kaç	fuga	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
kaçmak	evasione	kaç	evasione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
kaçmak	escape	kaç	escape	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
asal	prime	asal	primo		ADJ;FEM;PL
radyoaktif	radioattivi	radyoaktif	radioattivo		N;MASC;PL
radyoaktif	radioattivo	radyoaktif	radioattivo		ADJ;MASC;SG
radyoaktif	radioattive	radyoaktif	radioattivo		N;FEM;PL
yale	yale	yale	yale		N;MASC
iskandinav	nordico	iskandinav	nordico	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;MASC;SG
iskandinav	nordic	iskandinav	nordic	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	N;MASC
iskandinav	nordica	iskandinav	nordica	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;FEM;SG
iskandinav	scandinavi	iskandinav	scandinare	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	N;MASC;PL
iskandinav	scandinava	iskandinav	scandinare	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	V;IND;SG;3;IPFV;FIN
iskandinav	scandinavo	iskandinav	scandinavo	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;MASC;SG
kronik	cronica	kronik	cronico		ADJ;FEM;SG
kronik	cronico	kronik	cronico		ADJ;MASC;SG
kronik	cronici	kronik	cronico		ADJ;MASC;PL
kronik	cronicamente	kronik	cronicamente		ADV
yarışmaları	concorsi	yarış	concorso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
facto	facto	facto	fare		N;MASC;SG
osetya	ossezia	osetya	ossezia	PROPN;NOM;SG;3	N;FEM;SG
çim	prato	çim	prato		N;MASC;SG
çim	erba	çim	erba		N;FEM;SG
maría	maría	maría	mare	PROPN;NOM;SG;3	N;FEM;SG
taşınabilir	portatili	taşı	portatile	V;IPFV;IND;SG;3;POS;PASS	N;MASC;PL
taşınabilir	portatile	taşı	portatile	V;IPFV;IND;SG;3;POS;PASS	N;MASC;SG
düzene	snellire	düzen	snellire	N;DAT;SG;3	V;NFIN
sn	sec	sn	sec		ADJ;SG
balıkçı	pescatori	balıkçı	pescatore		N;MASC;PL
balıkçı	fisher	balıkçı	fisher		N;MASC
balıkçı	pescatore	balıkçı	pescatore		N;MASC;SG
balıkçı	pescatori	balıkçı	pescatore		N;MASC;PL
niyet	intenzione	niyet	intenzione		N;FEM;SG
niyet	intenti	niyet	intento		N;MASC;PL
niyet	intenzioni	niyet	intenzione		N;FEM;PL
niyet	intenzione	niyet	intenzione		N;FEM;SG
niyet	intento	niyet	intento		N;MASC;SG
niyet	intenzioni	niyet	intenzione		N;FEM;PL
niyet	propositi	niyet	proposito		N;MASC;PL
mansur	mansur	mansur	mansur		N
kaçış	evasione	kaçış	evasione		N;FEM;SG
kaçış	fuga	kaçış	fuga		N;FEM;SG
kaçış	evasione	kaçış	evasione		N;FEM;SG
kaçış	escape	kaçış	escape		N
solomon	salomone	solomon	salomone	PROPN;NOM;SG;3	N;FEM;SG
solomon	solomon	solomon	solomon	PROPN;NOM;SG;3	N;MASC;SG
heyet	delegazione	heyet	delegazione		N;FEM;SG
heyet	delega	heyet	delega		N;FEM;SG
heyet	comitato	heyet	comitato		N;MASC;SG
heyet	delegazioni	heyet	delegazione		N;FEM;PL
productions	produzioni	productions	produzione	N;NOM;SG;3	N;FEM;PL
dresden	dresda	dre	dresdo	PROPN;AT+ABL;SG;3	N;FEM;SG
vancouver	vancouver	vancouver	vancouver	PROPN;NOM;SG;3	N;FEM;SG
davud	davide	davud	davide		N;SG
hughes	hughes	hughes	hughes		N;MASC
metallica	metallica	metallica	metallico	N;NOM;SG;3	ADJ;FEM;SG
kawasaki	kawasaki	kawasaki	kawasaki		N;MASC
rotterdam	rotterdam	rotter	rotterdam	PROPN;NOM;SG;3	N;FEM;SG
pat	pat	pat	pat		N;SG
uganda	uganda	uga	uganda	PROPN;NOM;SG;3	ADJ;FEM;SG
lópez	lópez	lipez	lópez	PROPN;NOM;SG;3	N;SG
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;SG;3	N;MASC;SG
karikatür	comics	karikat	comics		N;MASC
karikatür	fumetti	karikat	fumetto		N;MASC;PL
karikatür	fumetto	karikat	fumetto		N;MASC;SG
karikatür	comic	karikat	comic		N;MASC
karikatür	comico	karikat	comico		ADJ;MASC;SG
karikatür	fumetto	karikat	fumetto		N;MASC;SG
karikatür	caricatura	karikat	caricatura		N;FEM;SG
karikatür	vignetta	karikat	vignetta		N;FEM;SG
karikatür	vignette	karikat	vignetta		N;FEM;PL
lucky	fortunati	lucky	fortunato		ADJ;MASC;PL
lucky	fortunato	lucky	fortunato		ADJ;MASC;SG
lucky	fortunata	lucky	fortunare		V;FEM;SG;PST;V.PTCP
lucky	lucky	lucky	lucky		N
masaüstü	scrivania	masaüst	scrivania		N;FEM;SG
masaüstü	desktop	masaüst	desktop		N;MASC
alpha	alpha	alpha	alpha		N
alpha	alfa	alpha	alfa		N;FEM;SG
zirve	summit	zirve	summit		N;MASC
zirve	vertice	zirve	vertice		N;MASC;SG
zirve	apice	zirve	apice		N;MASC;SG
zirve	picco	zirve	picco		N;MASC;SG
zirve	peak	zirve	peak		N
armağan	dono	armağan	dono		N;MASC;SG
armağan	regalo	armağan	regalo		N;MASC;SG
avn	avn	avn	avere		N
gelişmekte	emergente	geliş	emergente	V;PROG;IND;SG;3;POS;FORM;PRS	ADJ;SG
gelişmekte	emergenti	geliş	emergente	V;PROG;IND;SG;3;POS;FORM;PRS	ADJ;PL
yansıtan	riflettente	yansı	riflettente	V;PFV;IND;POS;PRS;V.PTCP;CAUS	ADJ;SG
werder	werder	werder	werder	PROPN;NOM;SG;3	N;MASC
atlantis	atlantis	atlantis	atlantis		N;MASC
atlantis	atlantide	atlantis	atlantido		N;FEM;SG
satıldı	venduti	sat	vendere	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
satıldı	vendute	sat	vendere	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
beslenir	feed	besle	feed	V;IPFV;IND;SG;3;POS;PASS	N
beslenir	nutre	besle	nutrire	V;IPFV;IND;SG;3;POS;PASS	V;IND;SG;3;PRS;FIN
üstte	top	üst	top	ADJ;ESS;SG;3	N
angela	angela	angela	angelare		N;FEM;SG
ihmal	omissioni	ihmal	omissione		N;FEM;PL
ihmal	omissione	ihmal	omissione		N;FEM;SG
ihmal	trascurata	ihmal	trascurare		ADJ;FEM;SG
ihmal	trascurato	ihmal	trascurare		V;MASC;SG;PST;V.PTCP
ihmal	trascurati	ihmal	trascurare		V;MASC;PL;PST;V.PTCP
ihmal	trascurate	ihmal	trascurare		V;FEM;PL;PST;V.PTCP
ihmal	trascurare	ihmal	trascurare		V;NFIN
ihmal	negligenza	ihmal	negligenza		N;FEM;SG
ihmal	negligenze	ihmal	negligenza		N;FEM;PL
ihmal	negligenza	ihmal	negligenza		N;FEM;SG
geometri	geometria	geometri	geometria		N;FEM;SG
chiba	chiba	chiba	chiba	PROPN;NOM;SG;3	N;MASC;SG
görkemli	majestic	görkemli	majestic		N
görkemli	maestoso	görkemli	maestoso		ADJ;MASC;SG
görkemli	maestosa	görkemli	maestoso		ADJ;FEM;SG
görkemli	maestosa	görkemli	maestoso		ADJ;FEM;SG
görkemli	gloriosa	görkemli	glorioso		ADJ;FEM;SG
görkemli	glorioso	görkemli	glorioso		ADJ;MASC;SG
görkemli	gloriosi	görkemli	glorioso		ADJ;MASC;PL
engeli	sblocca	engel	sbloccare		V;IND;SG;3;PRS;FIN
engeli	sbloccare	engel	sbloccare		V;NFIN
engeli	sblocco	engel	sblocco		N;MASC;SG
ekledi	aggiunte	ekle	aggiungere	V;PFV;IND;SG;3;POS;PST	V;FEM;PL;PST;V.PTCP
ekledi	aggiunti	ekle	aggiunto	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP
ers	ers	ers	ers		N;MASC
seyir	navigazione	seyir	navigazione		N;FEM;SG
seyir	crociera	seyir	crociera		N;FEM;SG
kaydedildi	registrate	kaydet	registrare	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
kaydedildi	salvati	kaydet	salvare	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
kaydedildi	salvate	kaydet	salvare	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PL;2;PST;FIN
ritim	ritmo	ritim	ritmo		N;MASC;SG
cnn	cnn	cin	cnn		N;FEM
mount	monte	mount	monte	PROPN;NOM;SG;3	N;MASC;SG
mount	montare	mount	montare	PROPN;NOM;SG;3	V;NFIN
mount	monta	mount	monta	PROPN;NOM;SG;3	V;IND;SG;3;PRS;FIN
kromozom	cromosomi	kromozom	cromosoma	N;NOM;SG;3	N;MASC;PL
danışman	consigliere	danış	consigliere		N;MASC;SG
danışman	consulente	danış	consulente		N;SG
danışman	consulente	danış	consulente		N;SG
danışman	consigliere	danış	consigliere		N;MASC;SG
danışman	consulente	danış	consulente		N;SG
kırgız	kirghizistan	kırgız	kirghizistan		N;SG
sertifika	certificati	sertifika	certificato	N;NOM;SG;3	N;MASC;PL
sertifika	certificazioni	sertifika	certificazione	N;NOM;SG;3	N;FEM;PL
sertifika	attestato	sertifika	attestare	N;NOM;SG;3	V;MASC;SG;PST;V.PTCP
sertifika	certificazioni	sertifika	certificazione	N;NOM;SG;3	N;FEM;PL
dinar	dinari	dinar	dinario		N;MASC;PL
dinar	dinaro	dinar	dinaro		N;MASC;SG
kirli	sporcato	kirli	sporcare		V;MASC;SG;PST;V.PTCP
kirli	sporco	kirli	sporco		ADJ;MASC;SG
kirli	sporca	kirli	sporco		ADJ;FEM;SG
kirli	dirty	kirli	dirty		N
kirli	sporchi	kirli	sporco		ADJ;MASC;PL
kirli	impuro	kirli	impuro		ADJ;MASC;SG
mir	mir	mir	mir		N
deutsche	deutsche	deutsche	deutsco	PROPN;NOM;SG;3	N;FEM;SG
foton	fotoni	foton	fotone		N;MASC;PL
foton	fotoni	foton	fotone		N;MASC;PL
foton	fotone	foton	fotone		N;MASC;SG
objektif	lente	objektif	lente		N;FEM;SG
objektif	lenti	objektif	lente		N;MASC;PL
objektif	obiettivo	objektif	obiettivo		N;MASC;SG
tanzanya	tanzania	tanzan	tanzania	PROPN;NOM;SG;3	N;FEM;SG
zaragoza	saragozza	zaragoz	saragozza	PROPN;NOM;SG;3	N;FEM;SG
korur	protegge	koru	proteggere	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
troll	troll	troll	troll		N;MASC
troll	troll	troll	troll		N;MASC
aç	aprite	aç	aprita		V;IND;PL;2;PRS;FIN
aç	apri	aç	aprire		V;IMP;SG;2;PRS;FIN
aç	aprire	aç	aprire		V;NFIN
aç	aperto	aç	aperto		ADJ;MASC;SG
aç	open	aç	open		N;MASC
aç	aperti	aç	aprire		ADJ;MASC;PL
aç	affamato	aç	affamato		ADJ;MASC;SG
aç	affamata	aç	affamato		ADJ;FEM;SG
aç	fame	aç	fame		N;FEM;SG
aç	affamati	aç	affamato		ADJ;MASC;PL
yazılabilir	scrivibile	yaz	scrivibile	V;IPFV;POT;SG;3;POS	ADJ;SG
tiberius	tiberio	tiberius	tiberio		N;MASC;SG
meriç	evros	meriç	evros		N;MASC;SG
incir	fichi	incir	fico		N;MASC;PL
incir	fig	incir	figo		N;SG
incir	fichi	incir	fico		N;MASC;PL
delhi	delhi	delhi	di	PROPN;NOM;SG;3	N;FEM;SG
dana	dana	dan	dana		N;FEM;SG
hiçbiri	nessuna	hiçbiri	nessuna	PRO;NOM;SG;3	DET;FEM;SG
bağırsak	intestino	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	intestino	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	intestinali	bağır	intestinale	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	colon	bağır	colon	V;PFV;PL;1;POS;PRS	N;MASC
bağırsak	budella	bağır	budello	V;PFV;PL;1;POS;PRS	N;FEM;PL
bağırsak	viscere	bağır	viscere	V;PFV;PL;1;POS;PRS	N;FEM;PL
bağırsak	intestino	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	intestinale	bağır	intestinale	V;PFV;PL;1;POS;PRS	ADJ;SG
bağırsak	intestinali	bağır	intestinale	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	intestini	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	intestino	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;SG
kalacak	soggiorni	kal	soggiorno	V;PFV;IND;SG;3;POS;FUT	N;MASC;PL
jeoloji	geologici	jeoloji	geologico		ADJ;MASC;PL
jeoloji	geologico	jeoloji	geologico		ADJ;MASC;SG
jeoloji	geologia	jeoloji	geologia		N;FEM;SG
dem	dem	de	dem		N;MASC;SG
bilhassa	particolarmente	bilhassa	particolarmente		ADV
bilhassa	sopratutto	bilhassa	sopratutto		ADJ;MASC;SG
bilhassa	soprattutto	bilhassa	soprattutto		ADV
bilhassa	specialmente	bilhassa	specialmente		ADV
gençleri	adolescenti	genç	adolescenti	ADJ;ACC;PL;3	N;MASC;PL
rom	rom	rom	rom		N
rom	rum	rom	rum		N;MASC
sofia	sofia	sofia	sofia		N;FEM;SG
grey	grigio	grey	grigio		ADJ;MASC;SG
grey	grigi	grey	grigio		N;MASC;PL
devasa	enormi	devasa	enorme		ADJ;PL
devasa	enorme	devasa	enorme		ADJ;SG
devasa	gigantesca	devasa	gigantesco		ADJ;FEM;SG
devasa	giganteschi	devasa	gigantesco		ADJ;MASC;PL
devasa	gigantesco	devasa	gigantesco		ADJ;MASC;SG
devasa	massiccia	devasa	massiccio		ADJ;FEM;SG
devasa	massiccio	devasa	massiccio		ADJ;MASC;SG
devasa	massicci	devasa	massiccio		ADJ;MASC;PL
devasa	massive	devasa	massivo		ADJ;FEM;PL
devasa	enormi	devasa	enorme		ADJ;PL
devasa	enorme	devasa	enorme		ADJ;SG
ghost	ghost	ghost	ghost		N
ghost	spettro	ghost	spettro		N;MASC;SG
ghost	fantasmi	ghost	fantasma		N;MASC;PL
ghost	fantasma	ghost	fantasma		N;MASC;SG
dre	dre	dre	dre		N
düşüş	diminuzione	düşüş	diminuzione		N;FEM;SG
düşüş	decremento	düşüş	decremento		N;MASC;SG
düşüş	declino	düşüş	declino		N;MASC;SG
düşüş	rifiuta	düşüş	rifiutare		V;IND;SG;3;PRS;FIN
düşüş	cadere	düşüş	cadere		V;NFIN
düşüş	cadi	düşüş	cado		V;IND;SG;2;PRS;FIN
düşüş	caduta	düşüş	cadere		V;FEM;SG;PST;V.PTCP
düşüş	fall	düşüş	fall		N
vekil	reggente	vekil	reggente		N;SG
vekil	reggenti	vekil	reggente		N;PL
vekil	procura	vekil	procurare		V;IND;SG;3;PRS;FIN
vekil	proxy	vekil	proxy		N;MASC
vekil	vice	vekil	vice		ADJ
kalsiyum	calcio	kalsiyum	calcio		N;MASC;SG
rocky	rocky	rocky	rocky		N;MASC
rocky	roccioso	rocky	roccioso		ADJ;MASC;SG
ideoloji	ideologia	ideoloji	ideologia		N;FEM;SG
ideoloji	ideologie	ideoloji	ideologia		N;FEM;PL
koy	messo	koy	mettere	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;PST;V.PTCP
koy	mettete	koy	mettere	V;PFV;IMP;SG;2;POS;PRS	V;IMP;PL;2;PRS;FIN
plaka	piastre	plaka	piastra		N;FEM;PL
plaka	placca	plaka	placca		N;FEM;SG
plaka	piastra	plaka	piastra		N;FEM;SG
plaka	piatto	plaka	piatto		N;MASC;SG
vista	vista	vista	vista		N;FEM;SG
levi	levi	levi	leve		N;MASC;SG
alışık	abituato	alışık	abituare	ADJ	V;MASC;SG;PST;V.PTCP
alışık	abituati	alışık	abituare	ADJ	V;MASC;PL;PST;V.PTCP
alışık	abituata	alışık	abituare	ADJ	V;FEM;SG;PST;V.PTCP
metropolitan	metropolitan	metropolitan	metropolitan		N;FEM;SG
kapıları	gates	kapı	gates	N;ACC;PL;3	N;FEM;SG
slogan	slogan	slogan	slogan		N;MASC
slogan	motto	slogan	motto		N;MASC;SG
slogan	slogan	slogan	slogan		N;MASC
slogan	tormentone	slogan	tormentone		N;MASC;SG
hero	eroe	hero	eroe		N;MASC;SG
hero	hero	hero	hero		N;MASC
hero	eroi	hero	eroe		N;MASC;PL
rex	rex	rex	rex		N;MASC;SG
yeşilyurt	yeşilyurt	yeşilyurt	yeşilyurt	PROPN;NOM;SG;3	N;MASC;PL
mrs	signora	mrs	signore		N;FEM;SG
şahit	testimoni	şahit	testimonio		N;MASC;PL
şahit	testimone	şahit	testimone		N;MASC;SG
şahit	testimoni	şahit	testimonio		N;MASC;PL
vfl	vfl	vfl	vflere		N;MASC
tez	tesi	tez	tesi		N;FEM
tez	tesi	tez	tesi		N;FEM
mevki	posizione	mevki	posizione		N;FEM;SG
lil	lil	lil	lil		N
lionel	lionel	lionel	lionel		N;MASC;SG
mısırlı	egiziana	mısırlı	egiziano		ADJ;FEM;SG
mısırlı	egizia	mısırlı	egiziare		N;FEM;SG
mısırlı	egiziano	mısırlı	egiziare		ADJ;MASC;SG
mısırlı	egizio	mısırlı	egizio		ADJ;MASC;SG
homo	homo	homo	homo		N;MASC;SG
homo	omo	homo	omo		ADJ;SG
kullanışlı	conveniente	kullanışlı	conveniente		ADJ;SG
kullanışlı	convenienti	kullanışlı	conveniente		ADJ;PL
kullanışlı	comodo	kullanışlı	comodo		ADJ;MASC;SG
kullanışlı	utili	kullanışlı	utile		N;MASC;PL
kullanışlı	utile	kullanışlı	utile		ADJ;SG
kullanışlı	pratico	kullanışlı	pratico		ADJ;MASC;SG
drake	drake	drake	drake		N;MASC;SG
keşfedildi	scoperti	keşfet	scoprire	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
keşfedildi	scoperta	keşfet	scoperta	V;PFV;IND;SG;3;POS;PST;PASS	N;FEM;SG
keşfedildi	scoperte	keşfet	scoprire	V;PFV;IND;SG;3;POS;PST;PASS	N;FEM;PL
pul	timbro	pul	timbro		N;MASC;SG
pul	francobollo	pul	francobollo		N;MASC;SG
pul	francobolli	pul	francobollo		N;MASC;PL
pul	timbri	pul	timbro		N;MASC;PL
pul	bilancia	pul	bilancia		N;FEM;SG
pul	bilance	pul	bilancia		N;FEM;PL
gözlemevi	osservatorio	gözlemevi	osservatorio		N;MASC;SG
panathinaikos	panathinaikos	panathinaikos	panathinaikos	PROPN;NOM;SG;3	N;MASC
earl	conte	earl	conte		N;MASC;SG
earl	earl	earl	earl		N;MASC
pazartesi	lunedi	pazartesi	lunede		N;MASC;PL
pazartesi	lunedì	pazartesi	lunedì		N;MASC
pazartesi	lunedi	pazartesi	lunede		N;MASC;PL
pazartesi	lunedì	pazartesi	lunedì		N;MASC
hamlet	amleto	hamlet	amleto		N;MASC;SG
hamlet	borgo	hamlet	borgo		N;MASC;SG
reed	reed	reed	reed		N;MASC
muammer	muammar	muammer	muammare		N;MASC
trick	trick	trick	trick		N
trick	trucco	trick	trucco		N;MASC;SG
eintracht	eintracht	eintracht	eintracht	PROPN;NOM;SG;3	N;MASC;SG
dante	dante	dant	dante		N;MASC;SG
türkmenler	turkmeni	türkmen	turkmeno	ADJ;NOM;PL;3	N;MASC;PL
mağarası	cave	mağara	cava	N;NOM;SG;3	N;FEM;PL
spesifik	specifica	spesifik	specifico		ADJ;FEM;SG
spesifik	specifici	spesifik	specifico		ADJ;MASC;PL
spesifik	specifico	spesifik	specifico		ADJ;MASC;SG
bilinç	coscienza	bilinç	coscienza		N;FEM;SG
bilinç	consapevolezza	bilinç	consapevolezza		N;FEM;SG
ideolojik	ideologica	ideolojik	ideologico		ADJ;FEM;SG
ideolojik	ideologico	ideolojik	ideologico		ADJ;MASC;SG
ideolojik	ideologici	ideolojik	ideologico		ADJ;MASC;PL
etli	carnose	etli	carnoso		ADJ;FEM;PL
sms	sms	sms	sms		N;MASC
hendek	fossato	hendek	fossato		N;MASC;SG
hendek	fosso	hendek	fosso		N;MASC;SG
hendek	trincea	hendek	trincere		N;FEM;SG
hendek	fossato	hendek	fossato		N;MASC;SG
eğri	eger	eğri	eger		N;MASC;SG
eğri	storta	eğri	storto		ADJ;FEM;SG
eğri	storto	eğri	storto		ADJ;MASC;SG
eğri	curva	eğri	curva		N;FEM;SG
eğri	curve	eğri	curva		N;FEM;PL
odun	legna	odun	legna		N;FEM;SG
odun	legna	odun	legna		N;FEM;SG
odun	legname	odun	legname		N;MASC;SG
odun	legno	odun	legno		N;MASC;SG
odun	wood	odun	wood		N
odun	bosco	odun	bosco		N;MASC;SG
odun	legname	odun	legname		N;MASC;SG
içten	sincero	içten	sincero		ADJ;MASC;SG
içten	sincere	içten	sincere		ADJ;FEM;PL
içten	sinceri	içten	sincero		ADJ;MASC;PL
içten	sincera	içten	sincera		ADJ;FEM;SG
