من	кой	مِن	кой	ADP	PRO;NOM;MASC;SG
الاختيار	избор	اِختِيَار	избор	N;NOM;DEF;SG	N;INDF;MASC;SG
مشابه	подобно	مشابه	подобно		ADV
مشابه	подобен	مشابه	подобен		ADJ;INDF;MASC;SG
مشابه	сходен	مشابه	сходен		ADJ;INDF;MASC;SG
مشابه	подобна	مشابه	подобен		ADJ;INDF;FEM;SG
مشابه	подобни	مشابه	подобен		ADJ;INDF;PL
فجر	зори	فَجر	зора	N;NOM;INDF;SG	N;INDF;FEM;PL
فجر	доун	فَجر	доун	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
فجر	зората	فَجر	зора	N;NOM;INDF;SG	N;DEF;FEM;SG
سينا	сена	سينا	сена		N;INDF;MASC;SG
سينا	cena	سينا	cena		N;INDF;MASC;SG
سينا	сена	سينا	сена		N;INDF;MASC;SG
سينا	сена	سينا	сена		N;INDF;MASC;SG
الثقيل	тежка	ثَقِيل	тежък		ADJ;INDF;FEM;SG
الثقيل	тежки	ثَقِيل	тежък		ADJ;INDF;PL
الثقيل	тежък	ثَقِيل	тежък		ADJ;INDF;MASC;SG
الثقيل	тежко	ثَقِيل	тежко		ADV
السلم	стълба	سِلم	стълба	N;NOM;DEF;SG	N;INDF;FEM;SG
موريس	морис	مُورِيس	морис		PROPN;INDF;MASC;SG
مبني	построени	مَبنِيّ	построя-(се)	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
مبني	изградена	مَبنِيّ	изградя	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
مبني	построена	مَبنِيّ	построя-(се)	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
مبني	построено	مَبنِيّ	построя-(се)	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
مبني	построен	مَبنِيّ	построя-(се)	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
مركزي	централно	مركزي	централен	ADJ;NOM;INDF;MASC;SG	ADV
مركزي	централа	مركزي	централа	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
مركزي	централни	مركزي	централен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
مركزي	централизирана	مركزي	централизирам	ADJ;NOM;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
نوكيا	nokia	نَوكِيّ	nokia		PROPN;INDF;MASC;SG
التمويل	финансиране	تَموِيل	финансиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
التمويل	финансиране	تَموِيل	финансиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
التمويل	финанси	تَموِيل	финанси	N;NOM;DEF;SG	N;INDF
التمويل	финансиране	تَموِيل	финансиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
وايت	бяла	وايت	бял		ADJ;INDF;FEM;SG
وايت	бели	وايت	бял		ADJ;INDF;PL
وايت	бял	وايت	бял		ADJ;INDF;MASC;SG
وايت	бяло	وايت	бял		ADV
مبيعات	продажбите	مَبِيعَات	продажба	N;NOM;INDF;PL	N;DEF;FEM;PL
البري	диво	بَرِّيّ	диво	N;NOM;DEF;SG	ADV
البري	дивак	بَرِّيّ	дивак	N;NOM;DEF;SG	N;INDF;MASC;SG
البري	диви	بَرِّيّ	дивя-(се)	N;NOM;DEF;SG	N;INDF;FEM;PL
البري	дива	بَرِّيّ	дивам-(се)	N;NOM;DEF;SG	N;INDF;FEM;SG
البري	див	بَرِّيّ	див	N;NOM;DEF;SG	N;INDF;MASC;SG
الضروري	необходимо	ضَرُورِيّ	необходимо	ADJ;NOM;DEF;MASC;SG	ADV
الضروري	необходими	ضَرُورِيّ	необходим	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
الضروري	необходима	ضَرُورِيّ	необходим	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
صالحة	валидни	صَالِح	валиден	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
صالحة	валидно	صَالِح	валиден	ADJ;NOM;INDF;FEM;SG	ADV
القهوة	кафе	قُهُوَّة	кафе	N;NOM;DEF;SG	N;INDF;NEUT;SG
الكيان	образувание	كِيَان	образувание	N;NOM;DEF;SG	N;INDF;NEUT;SG
للسيارات	автомобилния	للسيارات	автомобилен	N;GEN;DEF;SG	ADJ;DEF;MASC;SG
للسيارات	автомобилна	للسيارات	автомобилен	N;GEN;DEF;SG	ADJ;INDF;FEM;SG
للسيارات	автомобилен	للسيارات	автомобилен	N;GEN;DEF;SG	ADJ;INDF;MASC;SG
وحيدة	сам	وَحِيد	сам	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
وحيدة	самотно	وَحِيد	самотно	ADJ;NOM;INDF;FEM;SG	ADV
وحيدة	самотни	وَحِيد	самотен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
التوتر	напрежение	تَوَتُّر	напрежение	N;NOM;DEF;SG	N;INDF;NEUT;SG
التوتر	стрес	تَوَتُّر	стрес	N;NOM;DEF;SG	N;INDF;MASC;SG
السلالة	сорт	سِلَالَة	сорт	N;NOM;DEF;SG	N;INDF;MASC;SG
السلالة	щам	سِلَالَة	щам	N;NOM;DEF;SG	N;INDF;MASC;SG
السلالة	династия	سِلَالَة	династия	N;NOM;DEF;SG	N;INDF;FEM;SG
الثروة	благосъстояние	ثَروَة	благосъстояние	N;NOM;DEF;SG	N;INDF;NEUT;SG
الثروة	богатство	ثَروَة	богатство	N;NOM;DEF;SG	N;INDF;NEUT;SG
دوريات	патрули	دَورِيّ	патрул	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;PL
دوريات	патрул	دَورِيّ	патрул	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;SG
الدورات	курсове	دَورَة	курс	N;NOM;DEF;PL	N;INDF;MASC;PL
الدورات	сеанси	دَورَة	сеанси	N;NOM;DEF;PL	N;INDF;MASC;PL
الدورات	сесии	دَورَة	сесия	N;NOM;DEF;PL	N;INDF;FEM;PL
العشرة	десетка	عَشَرَة	десетка	NUM;NOM;DEF;MASC	N;INDF;FEM;SG
العشرة	ten	عَشَرَة	ten	NUM;NOM;DEF;MASC	ADJ
العشرة	десет	عَشَرَة	десет	NUM;NOM;DEF;MASC	NUM;INDF;PL
خارجي	външно	خَارِجِيّ	външен	ADJ;NOM;INDF;MASC;SG	ADV
خارجي	външни	خَارِجِيّ	външен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
خارجي	външно	خَارِجِيّ	външен	ADJ;NOM;INDF;MASC;SG	ADV
الرغبة	желание	رَغبَة	желание	N;NOM;DEF;SG	N;INDF;NEUT;SG
بيلي	били	بِيلِيّ	съм		V;IPFV;INDF;IND;PL;V.PTCP;ACT
كلثوم	кулсум	كلثوم	кулсум		N;INDF;MASC;SG
القبطية	коптски	قِبطِيّ	коптски	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الدوران	завъртане	دَوَرَان	завъртане	N;NOM;DEF;SG	N;INDF;NEUT;SG
الدوران	въртене	دَوَرَان	въртене	N;NOM;DEF;SG	N;INDF;NEUT;SG
الدوران	завъртане	دَوَرَان	завъртане	N;NOM;DEF;SG	N;INDF;NEUT;SG
الدوران	въртене	دَوَرَان	въртене	N;NOM;DEF;SG	N;INDF;NEUT;SG
الدوران	завърти	دَوَرَان	завъртя-(се)	N;NOM;DEF;SG	V;PFV;IMP;SG;2;FIN
اقتصادي	икономист	اِقتِصَادِيّ	икономист	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
المهندسين	инженери	مُهَندِس	инженер	N;NOM;DEF;PL	N;INDF;MASC;PL
النشاطات	дейности	نَشَاط	дейност	N;NOM;DEF;PL	N;INDF;FEM;PL
النشاطات	занимания	نَشَاط	занимание	N;NOM;DEF;PL	N;INDF;NEUT;PL
الانتباه	внимание	اِنتِبَاه	внимание	N;NOM;DEF;SG	N;INDF;NEUT;SG
سرقسطة	сарагоса	سرقسطة	сарагос		N;INDF;FEM;SG
الفقراء	бедни	فَقِير	беден	N;NOM;DEF;PL	ADJ;INDF;PL
الفقراء	беден	فَقِير	беден	N;NOM;DEF;PL	ADJ;INDF;MASC;SG
توقفت	спрян	تَوَقَّف	спра-(се)	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
توقفت	спряна	تَوَقَّف	спра-(се)	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
الثوري	революционер	ثَورِيّ	революционер	N;NOM;DEF;SG	N;INDF;MASC;SG
الثوري	революционна	ثَورِيّ	революционен	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
الثوري	революционен	ثَورِيّ	революционен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الثوري	революционно	ثَورِيّ	революционен	N;NOM;DEF;SG	ADV
تمويل	финанси	تَموِيل	финанси	N;NOM;INDF;SG	N;INDF
الوفيات	смъртност	وَفَاة	смъртност	N;NOM;DEF;PL	N;INDF;FEM;SG
هاني	хани	هاني	хана		PROPN;INDF;MASC;SG
درع	броня	دَرع	броня		N;INDF;FEM;SG
درع	брони	دَرع	броня		N;INDF;FEM;PL
درع	броня	دَرع	броня		N;INDF;FEM;SG
درع	доспехи	دَرع	доспех		N;INDF;MASC;PL
درع	щит	دَرع	щит		N;INDF;MASC;SG
المستشار	адвокат	مُستَشَار	адвокат	N;NOM;DEF;SG	N;INDF;MASC;SG
المستشار	съветник	مُستَشَار	съветник	N;NOM;DEF;SG	N;INDF;MASC;SG
الممارسة	тренировка	مُمَارَسَة	тренировка	N;NOM;DEF;SG	N;INDF;FEM;SG
الممارسة	практика	مُمَارَسَة	практика	N;NOM;DEF;SG	N;INDF;FEM;SG
فقدت	изгубено	فَقَد	изгубя-(се)	V;PFV;FEM;SG;3;ACT	ADV
فقدت	изгубени	فَقَد	изгубен	V;PFV;FEM;SG;3;ACT	ADJ;INDF;PL
فقدت	изгубена	فَقَد	изгубя-(се)	V;PFV;FEM;SG;3;ACT	ADJ;INDF;FEM;SG
فقدت	загубен	فَقَد	загубен	V;PFV;FEM;SG;3;ACT	N;INDF;MASC;SG
فقدت	загуби	فَقَد	загуба	V;PFV;FEM;SG;3;ACT	N;INDF;FEM;PL
فقدت	изгубен	فَقَد	изгубен	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
منازل	къщите	مَنزِل	къща	N;NOM;INDF;PL	N;DEF;FEM;PL
ميت	мъртви	ميت	мъртъв		ADJ;INDF;PL
ميت	мъртва	ميت	мъртва		ADJ;INDF;FEM;SG
ميت	мъртъв	ميت	мъртъв		N;INDF;MASC;SG
المقبرة	гроб	مُقبِر	гроб	N;NOM;DEF;SG	N;INDF;MASC;SG
المقبرة	гробница	مُقبِر	гробница	N;NOM;DEF;SG	N;INDF;FEM;SG
المقبرة	гробища	مُقبِر	гробище	N;NOM;DEF;SG	N;INDF;NEUT;PL
المقبرة	гробище	مُقبِر	гробище	N;NOM;DEF;SG	N;INDF;NEUT;SG
المقبرة	гробище	مُقبِر	гробище	N;NOM;DEF;SG	N;INDF;NEUT;SG
الاستعمال	използване	اِستِعمَال	използване	N;NOM;DEF;SG	N;INDF;NEUT;SG
الاستعمال	употреба	اِستِعمَال	употреба	N;NOM;DEF;SG	N;INDF;FEM;SG
الاستعمال	използване	اِستِعمَال	използване	N;NOM;DEF;SG	N;INDF;NEUT;SG
الاستعمال	употреба	اِستِعمَال	употреба	N;NOM;DEF;SG	N;INDF;FEM;SG
الاستعمال	използвайте	اِستِعمَال	използвам	N;NOM;DEF;SG	V;IPFV;IMP;PL;2;FIN
يعلن	обяви	أَعلَن	обявя-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
يعلن	обявя	أَعلَن	обявя-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
يعلن	обяви	أَعلَن	обявя-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
يعلن	деклариране	أَعلَن	деклариране	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INDF;NEUT;SG
يعلن	обяви	أَعلَن	обявя-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
السوائل	течност	سَائِل	течност	N;NOM;DEF;PL	N;INDF;FEM;SG
السوائل	флуиди	سَائِل	флуида	N;NOM;DEF;PL	N;INDF;MASC;PL
السوائل	течности	سَائِل	течност	N;NOM;DEF;PL	N;INDF;FEM;PL
الفئات	категории	فِئَة	категория	N;NOM;DEF;PL	N;INDF;FEM;PL
حقيقي	истинско	حَقِيقِيّ	истински	ADJ;NOM;INDF;MASC;SG	ADV
حقيقي	реал	حَقِيقِيّ	реал	ADJ;NOM;INDF;MASC;SG	PROPN;INDF;MASC;SG
حقيقي	реално	حَقِيقِيّ	реално	ADJ;NOM;INDF;MASC;SG	ADV
حقيقي	истина	حَقِيقِيّ	истина	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
حقيقي	верни	حَقِيقِيّ	верен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
حقيقي	вярно	حَقِيقِيّ	верен	ADJ;NOM;INDF;MASC;SG	ADV
رحمة	мърси	رَحمَة	мърся		N;INDF;FEM;SG
رحمة	милосърдие	رَحمَة	милосърдие		N;INDF;NEUT;SG
رحمة	милост	رَحمَة	милост		N;INDF;FEM;SG
التحكيم	арбитраж	تَحكِيم	арбитраж	N;NOM;DEF;SG	N;INDF;MASC;SG
برلمان	парламента	بَرلَمَان	парламент	N;NOM;INDF;SG	N;DEF;MASC;SG
برلمان	парламентът	بَرلَمَان	парламент	N;NOM;INDF;SG	N;DEF;MASC;SG
التصوف	мистицизъм	تَصَوُّف	мистицизъм	N;NOM;DEF;SG	N;INDF;MASC;SG
الحمام	тоалетна	حَمَام	тоалетна	N;NOM;DEF;SG	N;INDF;FEM;SG
الحمام	баня	حَمَام	баня	N;NOM;DEF;SG	N;INDF;FEM;SG
الحمام	бат	حَمَام	бат	N;NOM;DEF;SG	N;INDF;MASC;SG
الحمام	вана	حَمَام	вана	N;NOM;DEF;SG	N;INDF;FEM;SG
الحمام	баня	حَمَام	баня	N;NOM;DEF;SG	N;INDF;FEM;SG
يقف	стойки	وَقَف	стойка	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INDF;FEM;PL
اثر	пътека	إِثرَ	пътека	ADP;NOM	N;INDF;FEM;SG
اثر	следа	إِثرَ	следа	ADP;NOM	N;INDF;FEM;SG
اثر	диря	إِثرَ	диря	ADP;NOM	N;INDF;FEM;SG
اثر	трейс	إِثرَ	трейс	ADP;NOM	N;INDF;FEM;SG
المخطوطات	ръкописи	مَخطُوط	ръкопис	N;NOM;DEF;PL	N;INDF;MASC;PL
ضعيفة	слабо	ضَعِيف	слабо	ADJ;NOM;INDF;FEM;SG	ADV
ضعيفة	слаби	ضَعِيف	слаб	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
حفر	разкопки	حَفر	разкопка	N;NOM;INDF;SG	N;INDF;FEM;PL
خمسين	fifty	خَمسُون	fifty	NUM;NOM;INDF	PROPN;INDF;MASC;SG
خدم	служил	خَدَم	служа		V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
خدم	прислуга	خَدَم	прислуга		N;INDF;FEM;SG
خدم	слугите	خَدَم	слуга		N;DEF;MASC;PL
خدم	слуги	خَدَم	слуга		N;INDF;MASC;PL
خدم	прислужници	خَدَم	прислужник		N;INDF;MASC;PL
خدم	служители	خَدَم	служител		N;INDF;MASC;PL
جنين	ембрион	جِنِين	ембрион		N;INDF;MASC;SG
جنين	зародиш	جِنِين	зародя-(се)		N;INDF;MASC;SG
جنين	ембриони	جِنِين	ембрион		N;INDF;MASC;PL
جنين	зародиш	جِنِين	зародя-(се)		N;INDF;MASC;SG
عضلة	мускулно	عضلة	мускулно	N;NOM;INDF;SG	ADV
عضلة	мускули	عضلة	мускул	N;NOM;INDF;SG	N;INDF;MASC;PL
الصاروخ	ракета	صَارُوخ	ракета	N;NOM;DEF;SG	N;INDF;FEM;SG
الصاروخ	ракета	صَارُوخ	ракета	N;NOM;DEF;SG	N;INDF;FEM;SG
الطاقم	екипаж	طَاقِم	екипаж	N;NOM;DEF;SG	N;INDF;MASC;SG
كازاخستان	казахстан	كازاخستان	казахстан		PROPN;INDF;MASC;SG
يوغوسلافيا	югославия	يُوغُوسلَافِيَا	югославия		PROPN;INDF;FEM;SG
نووي	ядрено	نَوَوِيّ	ядрен	ADJ;NOM;INDF;MASC;SG	ADV
نووي	ядрени	نَوَوِيّ	ядрен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
المخ	мозъчен	مُخّ	мозъчен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
المخ	мозък	مُخّ	мозък	N;NOM;DEF;SG	N;INDF;MASC;SG
مسيحي	кристиан	مَسِيحِيّ	кристиан	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
مسيحي	кристиян	مَسِيحِيّ	кристиян	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
مسيحي	крисчън	مَسِيحِيّ	крисчън	ADJ;NOM;INDF;MASC;SG	PROPN;INDF;MASC;SG
مسيحي	християнин	مَسِيحِيّ	християнин	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
البحيرات	езера	بُحَيرَة	езер	N;NOM;DEF;PL	N;INDF;NEUT;PL
البحيرات	езерата	بُحَيرَة	езера	N;NOM;DEF;PL	N;DEF;FEM;SG
السويسري	швейцария	سُوِيسرِيّ	швейцария	N;NOM;DEF;SG	PROPN;INDF;FEM;SG
السويسري	швейцарски	سُوِيسرِيّ	швейцарски	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
السويسري	швейцарско	سُوِيسرِيّ	швейцарски	N;NOM;DEF;SG	ADV
السويسري	швейцарска	سُوِيسرِيّ	швейцарски	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
سلوفاكيا	словашки	سلُوفَاكِيَا	словашки		ADJ;INDF;MASC;SG
سلوفاكيا	словакия	سلُوفَاكِيَا	словакие		PROPN;INDF;FEM;SG
السياسيين	политици	سِيَاسِيّ	политик	N;NOM;DEF;PL	N;INDF;MASC;PL
ويست	запад	ويست	запад		N;INDF;MASC;SG
ويست	западно	ويست	западно		ADV
ويست	западна	ويست	западна		ADJ;INDF;FEM;SG
ويست	западен	ويست	западя-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
ويست	уест	ويست	уест		PROPN;INDF;MASC;SG
صالة	хол	صَالَة	хол	N;NOM;INDF;SG	PROPN;INDF;FEM;SG
صالة	hall	صَالَة	hall	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
ابو	абу	ابو	абу		PROPN;INDF;MASC;SG
عصبية	нервни	عَصَبِيّ	нервен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
عصبية	нервно	عَصَبِيّ	нервно	ADJ;NOM;INDF;FEM;SG	ADV
عظم	кокал	عَظَم	кокал		N;INDF;MASC;SG
عظم	кост	عَظَم	кост		N;INDF;FEM;SG
عظم	кости	عَظَم	кост		N;INDF;FEM;PL
كاتبة	писателка	كَاتِب	писателка	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
كاتبة	сценарист	كَاتِب	сценарист	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
كاتبة	писател	كَاتِب	писател	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
المبيعات	продажби	مَبِيعَات	продажба	N;NOM;DEF;PL	N;INDF;FEM;PL
المسؤولية	пасив	مَسؤُولِيَّة	пасив	N;NOM;DEF;SG	N;INDF;MASC;SG
المسؤولية	отговорност	مَسؤُولِيَّة	отговорност	N;NOM;DEF;SG	N;INDF;FEM;SG
المسؤولية	отговорност	مَسؤُولِيَّة	отговорност	N;NOM;DEF;SG	N;INDF;FEM;SG
مظاهر	проява	مَظهَر	проява	N;NOM;INDF;PL	N;INDF;FEM;SG
الاستخبارات	интелигентност	اِستِخبَار	интелигентност	N;NOM;DEF;PL	N;INDF;FEM;SG
الاستخبارات	разузнаване	اِستِخبَار	разузнаване	N;NOM;DEF;PL	N;INDF;NEUT;SG
الاستخبارات	интелект	اِستِخبَار	интелект	N;NOM;DEF;PL	N;INDF;MASC;SG
دلتا	делта	دلتا	делт		N;INDF;FEM;SG
دلتا	delta	دلتا	delta		N;INDF;MASC;SG
هارون	аарон	هارون	аарон		PROPN;INDF;MASC;SG
هارون	арон	هارون	арон		PROPN;INDF;MASC;SG
هارون	аарън	هارون	аарън		PROPN;INDF;MASC;SG
هارون	арън	هارون	арън		PROPN;INDF;MASC;SG
الكاميرون	камерун	كَامِيرُون	камерун		PROPN;INDF;MASC;SG
يحيط	заобикаля	أَحَاط	заобикалям	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
تاون	град	تَاون	град		N;INDF;MASC;SG
تاون	градът	تَاون	град		N;DEF;MASC;SG
تاون	градче	تَاون	градче		N;INDF;NEUT;SG
ناجي	оцелял	ناجي	оцелея		V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
ناجي	сървайвър	ناجي	сървайвър		N;INDF;MASC;SG
ناجي	оцеляла	ناجي	оцелея		V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
تجديد	поднови	تَجدِيد	поднов	N;NOM;INDF;SG	V;PFV;IMP;SG;2;FIN
تجديد	ремонтирани	تَجدِيد	ремонтирам	N;NOM;INDF;SG	V;PFV;INDF;PL;V.PTCP;PASS
نفط	нефтени	نَفط	нефтен	N;NOM;INDF;SG	ADJ;INDF;PL
نفط	нефтена	نَفط	нефтен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
خطوات	стъпките	خَطوَة	стъпка	N;NOM;INDF;PL	N;DEF;FEM;PL
سلوفينيا	словения	سلوفينيا	словен		PROPN;INDF;FEM;SG
سلوفينيا	словенският	سلوفينيا	словенски		ADJ;DEF;MASC;SG
سلوفينيا	словенски	سلوفينيا	словенски		ADJ;INDF;MASC;SG
تويوتا	тойота	تُويُوتَا	тойита		N;INDF;FEM;SG
الضحايا	жертви	ضَحِيَّة	жертва	N;NOM;DEF;PL	N;INDF;FEM;PL
الفتيات	момичета	فَتَاة	момиче	N;NOM;DEF;PL	N;INDF;NEUT;PL
الفتيات	девойки	فَتَاة	девойка	N;NOM;DEF;PL	N;INDF;FEM;PL
الحوادث	инциденти	حَادِث	инцидент	N;NOM;DEF;PL	N;INDF;MASC;PL
الحوادث	злополуки	حَادِث	злополука	N;NOM;DEF;PL	N;INDF;FEM;PL
الحوادث	аварии	حَادِث	авария	N;NOM;DEF;PL	N;INDF;FEM;PL
الحوادث	произшествия	حَادِث	произшествие	N;NOM;DEF;PL	N;INDF;NEUT;PL
الحوادث	инциденти	حَادِث	инцидент	N;NOM;DEF;PL	N;INDF;MASC;PL
الحوادث	произшествия	حَادِث	произшествие	N;NOM;DEF;PL	N;INDF;NEUT;PL
توسع	разшири	تَوَسُّع	разширя-(се)	N;NOM;INDF;SG	V;PFV;IMP;SG;2;FIN
الهنود	индианци	هِندِيّ	индианец	N;NOM;DEF;PL	N;INDF;MASC;PL
الهنود	индийци	هِندِيّ	индиец	N;NOM;DEF;PL	N;INDF;MASC;PL
الانقلاب	преврат	اِنقِلَاب	преврам	N;NOM;DEF;SG	N;INDF;MASC;SG
المعتمدة	одобрено	مُعتَمَد	одобря	ADJ;NOM;DEF;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
المعتمدة	одобрен	مُعتَمَد	одобря	ADJ;NOM;DEF;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
المعتمدة	одобрени	مُعتَمَد	одобря	ADJ;NOM;DEF;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
المعتمدة	одобрена	مُعتَمَد	одобря	ADJ;NOM;DEF;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
المعتمدة	акредитирани	مُعتَمَد	акредитирам	ADJ;NOM;DEF;FEM;SG	V;IPFV;INDF;PL;V.PTCP;PASS
قطار	влака	قِطَار	влак	N;NOM;INDF;SG	N;DEF;MASC;SG
قطار	влакът	قِطَار	влак	N;NOM;INDF;SG	N;DEF;MASC;SG
تقبل	приеми	قَبِل	приема	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;FEM;PL
تقبل	приемете	قَبِل	приема	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IMP;PL;2;FIN
تقبل	приемам	قَبِل	приема	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
الحليم	халим	الحليم	халя-(се)		N;INDF;MASC;SG
مقاعد	седалките	مَقعَد	седалка	N;NOM;INDF;PL	N;DEF;FEM;PL
نهائيات	финалите	نِهَائِيّ	финал	N;NOM;INDF;PL	N;DEF;MASC;PL
حصة	сподели	حِصَّة	споделя	N;NOM;INDF;SG	V;PFV;IMP;SG;2;FIN
حصة	споделете	حِصَّة	споделя	N;NOM;INDF;SG	V;PFV;IMP;PL;2;FIN
غنية	рич	غَنِيّ	рич	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
غنية	богато	غَنِيّ	богат	ADJ;NOM;INDF;FEM;SG	ADV
غنية	богати	غَنِيّ	богат	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
الثدي	гърди	ثَدِيّ	гръд	N;NOM;DEF;SG	N;INDF;FEM;PL
الثدي	гърди	ثَدِيّ	гръд	N;NOM;DEF;SG	N;INDF;FEM;PL
الثدي	гръд	ثَدِيّ	гръд	N;NOM;DEF;SG	N;INDF;FEM;SG
الثدي	гърда	ثَدِيّ	гръд	N;NOM;DEF;SG	N;INDF;FEM;SG
سيمون	саймън	سيمون	саймън		PROPN;INDF;MASC;SG
سيمون	симон	سيمون	симон		PROPN;INDF;MASC;SG
الهيئات	тела	هَيئَة	тяло	N;NOM;DEF;PL	N;INDF;NEUT;PL
الهيئات	трупове	هَيئَة	труп	N;NOM;DEF;PL	N;INDF;MASC;PL
شرط	състоянието	شَرط	състояние	N;NOM;INDF;SG	N;DEF;NEUT;SG
الويكي	уики	وَيكِيّ	уика		N;INDF;FEM;SG
حسان	хасан	حسان	хасан		N;INDF;MASC;SG
حسان	хасан	حسان	хасан		N;INDF;MASC;SG
القابلة	акушерката	قَابِل	акушерка	ADJ;NOM;DEF;FEM;SG	N;DEF;FEM;SG
القابلة	акушерка	قَابِل	акушерка	ADJ;NOM;DEF;FEM;SG	N;INDF;FEM;SG
المبادرة	инициатива	مُبَادَرَة	инициатива	N;NOM;DEF;SG	N;INDF;FEM;SG
التصنيفات	рейтинг	تَصنِيفَة	рейтинг	N;NOM;DEF;PL	N;INDF;MASC;SG
التصنيفات	квалификации	تَصنِيفَة	квалификация	N;NOM;DEF;PL	N;INDF;FEM;PL
التصنيفات	рейтинги	تَصنِيفَة	рейтинг	N;NOM;DEF;PL	N;INDF;MASC;PL
التصنيفات	класификации	تَصنِيفَة	класификация	N;NOM;DEF;PL	N;INDF;FEM;PL
سول	саул	سول	саул		PROPN;INDF;MASC;SG
سول	сол	سول	сол		N;INDF;FEM;SG
سول	сеул	سول	сеул		PROPN;INDF;MASC;SG
سول	сол	سول	сол		N;INDF;FEM;SG
سول	соу	سول	соу		N;INDF;NEUT;SG
جيمي	джими	جِيمِيّ	джим		PROPN;INDF;MASC;SG
