loại	क़िस्म	loại	कठिस्म	N	
trừ	मगर	trừ	मगर	V	CONJ
trừ	ऋण	trừ	ऋण	V	N;NOM;MASC;SG;3
ship	जहाज	ship	जहाज	V	N;NOM;MASC;SG;3
ship	शिप	ship	शिप	V	
ship	जलयान	ship	जलयान	V	N;NOM;MASC;SG;3
xương	बोन	xương	बोन	N	
california	कैलिफोर्निया	california	कैलिफोर्निया		PROPN;NOM;MASC;SG;3
california	कैलिफ़ोर्निया	california	कैलिफ़ोर्निया		PROPN;NOM;MASC;SG;3
đẹp	सूंदर	đẹp	सूंदर	ADJ	PROPN;NOM;MASC;SG;3
đẹp	ब्यूटीफुल	đẹp	ब्यूटीफुल	ADJ	PROPN;NOM;MASC;SG;3
đẹp	नाइस	đẹp	नाइस	ADJ	PROPN;NOM;MASC;SG;3
đẹp	nice	đẹp	nice	ADJ	PROPN;NOM;FEM;SG;3
cai	शांत	cai	शांत	N	ADJ
cai	साफ	cai	साफ	N	ADJ
hơi	थोड़े	hơi	थोड़ा		ADJ;ACC;MASC;SG
hơi	थोड़ा	hơi	थोड़ा		ADJ;NOM;MASC;SG
phút	न्यूनतम	phút	न्यूनतम	N	PROPN;NOM;SG;3
loạn	विद्रोह	loạn	विद्रोह	V	N;NOM;MASC;SG;3
phí	फी	phí	फा	N	
phí	दूर	phí	दूर	N	ADV;NOM;MASC;SG;3
phí	बर्बाद	phí	बर्बाद	N	ADJ
khủng	आतंकवादी	khủng	आतंकवादी	ADJ	N;NOM;MASC;PL;3
cấm	बैन	cấm	बैन	V	
cấm	वर्जित	cấm	वर्जित	V	PROPN;NOM;SG;3
cấm	मनाही	cấm	मनाही	V	N;NOM;FEM;SG;3
cấm	निषिद्ध	cấm	निषिद्ध	V	
cấm	हराम	cấm	हराम	V	N;NOM;MASC;SG;3
cấm	निषिद्ध	cấm	निषिद्ध	V	
cấm	प्रतिबंधित	cấm	प्रतिबंधित	V	ADJ
cấm	बैन	cấm	बैन	V	
ủng	जूते	ủng	जूता	V	N;NOM;MASC;PL;3
ủng	बूट	ủng	बूट	V	N;NOM;MASC;SG;3
nâng	लिफ़्ट	nâng	लिफ़्ट	V	
nâng	वृद्धि	nâng	वृद्धि	V	N;NOM;FEM;SG;3
nâng	लिफ्ट	nâng	लिफ्ट	V	N;NOM;FEM;SG;3
hủy	निरस्त	hủy	निरस्त	V	N;NOM;MASC;SG;3
hủy	रद्द	hủy	रद्द	V	ADJ
hủy	रद्द	hủy	रद्द	V	ADJ
hủy	रद्दीकरण	hủy	रद्दीकरण	V	N;NOM;MASC;SG;3
mai	mai	mai	mai		PROPN;NOM;MASC;SG;3
mai	कल	mai	कल		N;NOM;MASC;SG;3
cảng	हार्बर	cảng	हार्बर	N	PROPN;NOM;MASC;SG;3
tách	कप्स	tách	कप्स	V	
tách	cups	tách	cups	V	
tách	विभाजित	tách	विभाजित	V	ADJ
tách	कप	tách	कप	V	PROPN;NOM;MASC;SG;3
bạch	सफेद	bạch	सफेद	N	
bạch	श्वेत	bạch	श्वेत	N	
bạch	बाई	bạch	बाई	N	
phê	कॉफ़ी	phê	कॉफ़ी		N;NOM;FEM;SG;3
hoá	पचता	hoá	पच	N	V;IPFV;MASC;SG;V.PTCP;ACT
liền	शेड	liền	शेड		N;NOM;MASC;SG;3
liền	मेनलैंड	liền	मेनलैंड		PROPN;NOM;MASC;SG;3
cắt	कटिंग	cắt	कटिंग	V	PROPN;NOM;FEM;SG;3
cắt	फसल	cắt	फसल	V	N;NOM;FEM;SG;3
cắt	फ़सल	cắt	फहसल	V	N;NOM;FEM;SG;3
cắt	क्रॉप	cắt	क्रॉप	V	
cắt	कटौती	cắt	कटौती	V	N;NOM;FEM;SG;3
trịnh	चेंग	trịnh	चेंग	N	PROPN;NOM;MASC;SG;3
tán	फैला	tán	फैल	N	V;PFV;MASC;SG;V.PTCP;ACT
tán	फैल	tán	फैल	N	V;ACT
http	http	http	http		N;NOM;MASC;SG;3
http	एचटीटीपी	http	एचटीटीपी		PROPN;NOM;MASC;SG;3
đền	टेम्पल	đền	टेम्पल	N	PROPN;NOM;MASC;SG;3
web	नेट	web	नेट	N	
web	नेट	web	नेट	N	
bào	दबाएँ	bào	दबा	N	V;SBJV;PL;FIN;ACT
bào	दबाएं	bào	दबा	N	V;SBJV;PL;FIN;ACT
bào	दबायें	bào	दबाय	N	V;SBJV;PL;3;FIN;ACT
chỉnh	समायोजन	chỉnh	समायोजन	V	N;NOM;MASC;SG;3
chỉnh	ट्यूनिंग	chỉnh	ट्यूनिंग	V	N;NOM;FEM;SG;3
đỉnh	उपर	đỉnh	उपर	N	
đỉnh	ऊपर	đỉnh	ऊपर	N	ADV;NOM;MASC;SG;3
đỉnh	टॉप	đỉnh	टॉप	N	
nghề	job	nghề	job	N	
sur	सुर	sur	सुर	NUM	N;NOM;MASC;SG;3
sur	सूर	sur	सूर	NUM	PROPN;NOM;MASC;SG;3
bày	परदा	bày	परदा	V	
bày	स्क्रीन	bày	स्क्रीन	V	N;NOM;MASC;SG;3
voi	हाथियों	voi	हाथी		N;ACC;MASC;PL;3
voi	हाथी	voi	हाथी		N;NOM;MASC;SG;3
nghĩ	विचार	nghĩ	विचार	V	N;NOM;MASC;SG;3
nghĩ	सोचो	nghĩ	सोच	V	
nguy	खतरा	nguy	खतरा	V	N;NOM;MASC;SG;3
nguy	ख़तरा	nguy	ख़तरा	V	N;NOM;MASC;SG;3
nguy	खतरे	nguy	खतरा	V	N;NOM;MASC;SG;3
quyển	नोटबुक	quyển	नोटबुक		N;NOM;FEM;SG;3
rắn	सर्प	rắn	सर्प	N	PROPN;NOM;MASC;SG;3
rắn	नाग	rắn	नाग	N	PROPN;NOM;MASC;SG;3
rắn	स्नेक	rắn	स्नेक	N	PROPN;NOM;MASC;SG;3
sắt	लोहा	sắt	लोहा	N	
sắt	लौह	sắt	लौह	N	
von	वॉन	von	वॉन		PROPN;NOM;MASC;SG;3
von	वोन	von	वोन		PROPN;NOM;MASC;SG;3
tường	wall	tường	wall	N	
sung	सुंग	sung	सुंग	V	
sung	प्लगइन	sung	प्लगइन	V	N;NOM;MASC;SG;3
thiến	बधिया	thiến	बधिया	V	
gửi	सबमिशन	gửi	सबमिशन	V	N;NOM;MASC;SG;3
gửi	send	gửi	send	V	PROPN;NOM;MASC;SG;3
ngầm	निहित	ngầm	निहित	N	ADP
ngầm	अप्रत्यक्ष	ngầm	अप्रत्यक्ष	N	PROPN;NOM;MASC;SG;3
ngầm	अव्यक्त	ngầm	अव्यक्त	N	
cựu	पूर्व	cựu	पूर्व	N	ADV;NOM;MASC;SG;3
com	com	com	com	N	
nhớ	मिस	nhớ	मिस	V	PROPN;NOM;FEM;SG;3
nhớ	याद	nhớ	याद	V	N;NOM;FEM;SG;3
thoát	बाहर	thoát	बाहर	V	ADV;NOM;MASC;SG;3
thoát	छोड़ो	thoát	छोड़	V	PROPN;NOM;MASC;SG;3
thoát	निकास	thoát	निकास	V	N;NOM;MASC;SG;3
thoát	एस्केप	thoát	एस्केप	V	N;NOM;MASC;SG;3
đẩy	पुश	đẩy	पुश	V	
đẩy	धक्का	đẩy	धक्का	V	N;NOM;MASC;SG;3
vạn	उद्गम	vạn	उद्गम	ADJ	N;NOM;MASC;SG;3
vạn	मूल	vạn	मूल	ADJ	N;NOM;MASC;SG;3
vạn	उत्पत्ति	vạn	उत्पत्ति	ADJ	N;NOM;FEM;SG;3
lượt	मोड़ना	lượt	मोड़		V;MASC;NFIN;ACT
lượt	बारी	lượt	बारी		N;NOM;FEM;SG;3
lượt	फेरे	lượt	फेरा		V;PFV;MASC;SG;FIN;ACT
lượt	यात्रा	lượt	यात्रा		N;NOM;FEM;SG;3
tan	टैन	tan	टैन	V	
tan	टेन	tan	टेन	V	
tan	तन	tan	तन	V	
vuông	वर्ग	vuông	वर्ग	ADJ	N;NOM;MASC;SG;3
vuông	स्क्वायर	vuông	स्क्वायर	ADJ	N;NOM;MASC;SG;3
vuông	वर्गाकार	vuông	वर्गाकार	ADJ	N;NOM;MASC;SG;3
wiki	विकी	wiki	विकी	N	PROPN;NOM;MASC;SG;3
wiki	विकिपीडिया	wiki	विकिपीडिया	N	PROPN;NOM;MASC;SG;3
wiki	विकि	wiki	विकि	N	
wiki	विक	wiki	विक	N	
nửa	हाफ़	nửa	हाफ़	NUM	N;NOM;MASC;SG;3
nửa	आधी	nửa	आधा	NUM	N;NOM;FEM;SG;3
nửa	हाफ	nửa	हाफ	NUM	
đan	shan	đan	ओप		PROPN;NOM;MASC;SG;3
đan	उत्कृष्ट	đan	उत्कृष्ट		PROPN;NOM;SG;3
đan	बेहतरीन	đan	बेहतरीन		ADJ
united	यूनाइटेड	united	यूनाइटेड	N	PROPN;NOM;MASC;SG;3
united	संयुक्त	united	संयुक्त	N	PROPN;NOM;MASC;SG;3
iii	तृतीय	iii	तृतीय	NUM	PROPN;NOM;MASC;SG;3
iii	iii	iii	iii	NUM	
hung	लटका	hung	लटका	N	V;PFV;MASC;SG;V.PTCP;ACT
hung	हंगरी	hung	हंगरी	N	PROPN;NOM;MASC;SG;3
hung	हंगेरियाई	hung	हंगेरियाई	N	PROPN;NOM;MASC;SG;3
ngụy	वेई	ngụy	वेई	V	PROPN;NOM;MASC;SG;3
sài	साईं	sài	साईं	N	PROPN;NOM;MASC;SG;3
sài	साई	sài	साई	N	
sài	चाई	sài	चा	N	
sài	chai	sài	chai	N	PROPN;NOM;MASC;SG;3
thẳng	सीधे	thẳng	सीधे	ADJ	ADV
vịnh	खाड़ी	vịnh	खाड़ी	N	PROPN;NOM;FEM;SG;3
vịnh	गल्फ	vịnh	गल्फ	N	PROPN;NOM;MASC;SG;3
vịnh	बे	vịnh	बे	N	PROPN;NOM;MASC;SG;3
vịnh	खाड़ी	vịnh	खाड़ी	N	PROPN;NOM;FEM;SG;3
cup	कप	cup	कप	N	PROPN;NOM;MASC;SG;3
chuồn	क्लोवर	chuồn	क्लोवर	N	
tiện	खराद	tiện	खराद	ADJ	N;NOM;FEM;SG;3
bậc	बॉटम	bậc	बॉटम	N	
bậc	नीचे	bậc	नीचे	N	ADV;NOM;MASC;SG;3
mông	गधा	mông	गधा	N	PROPN;NOM;MASC;SG;3
mông	बट	mông	बट	N	
ngược	पीछे	ngược	पीछे	V	ADV;NOM;MASC;SG;3
ngược	पीछे	ngược	पीछे	V	ADV;NOM;MASC;SG;3
ngược	पिछड़ा	ngược	पिछड़ा	V	ADJ;NOM;MASC;SG
ngược	विपरीत	ngược	विपरीत	V	
ngược	उल्टा	ngược	उल्टा	V	
ngược	उलटा	ngược	उलट	V	N;NOM;MASC;SG;3
ngược	रिवर्स	ngược	रिवर्स	V	N;NOM;MASC;SG;3
ngược	विपरीत	ngược	विपरीत	V	
london	लंदन	london	लंदन		PROPN;NOM;MASC;SG;3
điền	तियाँ	điền	तियाँ	V	
điền	भरण	điền	भरण	V	
sáu	छक्का	sáu	छक्का	NUM	N;NOM;MASC;SG;3
quỹ	फाउंडेशन	quỹ	फाउंडेशन	N	PROPN;NOM;MASC;SG;3
tặng	उपहार	tặng	उपहार	V	PROPN;NOM;MASC;SG;3
tặng	तोहफा	tặng	तोहफा	V	N;NOM;MASC;SG;3
dọc	खड़ा	dọc	खडा	N	ADJ;NOM;MASC;SG
dọc	खड़ा	dọc	खडा	N	ADJ;NOM;MASC;SG
dọc	लंबवत	dọc	लंबवत	N	
rgb	आरजीबी	rgb	आरजीबी	N	PROPN;NOM;MASC;SG;3
dạy	शिक्षण	dạy	शिक्षण	V	N;NOM;MASC;SG;3
máu	लहू	máu	लहू	N	
sớm	जल्दी	sớm	जल्दी	ADJ	ADV
sớm	जल्द	sớm	जल्द	ADJ	ADV
thù	बदला	thù	बदल	N	V;PFV;MASC;SG;V.PTCP;ACT
mười	दहला	mười	दहला	NUM	V;MASC;SG;V.PTCP;ACT
mười	टेन	mười	टेन	NUM	
lông	बट्टे	lông	बट्टे	N	
lông	फर	lông	फर	N	
săn	हंट	săn	हंट	N	
cương	स्तंभन	cương	स्तंभन	N	
hungary	हंगरी	hungary	हंगरी	N	PROPN;NOM;MASC;SG;3
hungary	हंगेरियाई	hungary	हंगेरियाई	N	PROPN;NOM;MASC;SG;3
hungary	हंगरी	hungary	हंगरी	N	PROPN;NOM;MASC;SG;3
hungary	हंगेरियाई	hungary	हंगेरियाई	N	PROPN;NOM;MASC;SG;3
tắt	विकलांग	tắt	विकलांग		N;NOM;MASC;SG;3
tắt	बंद	tắt	बंद		ADJ
quê	गृहनगर	quê	गृहनगर	N	PROPN;NOM;MASC;SG;3
chấm	बिंदु	chấm	बिंदु	V	N;NOM;MASC;SG;3
chấm	डॉट	chấm	डॉट	V	
chấm	बिन्दु	chấm	बिंदु	V	N;NOM;MASC;SG;3
chấm	बिंदु	chấm	बिंदु	V	N;NOM;MASC;SG;3
chấm	बिन्दु	chấm	बिंदु	V	N;NOM;MASC;SG;3
chấm	पॉइंट	chấm	पॉइंट	V	N;NOM;MASC;SG;3
chấm	पाइंट	chấm	पाइंट	V	
gòn	gon	gòn	gon	N	
tĩnh	स्थिर	tĩnh	स्थिर	N	
tri	पैगंबर	tri	पैगंबर		PROPN;NOM;MASC;SG;3
tri	पैगम्बर	tri	पैगम्बर		PROPN;NOM;MASC;SG;3
tri	नबी	tri	नबी		PROPN;NOM;MASC;SG;3
trích	कॉपी	trích	कॉपी	V	
trích	नक़ल	trích	नक़ल	V	N;NOM;FEM;SG;3
body	जिस्म	body	जिस्म		N;NOM;MASC;SG;3
body	बॉडी	body	बॉडी		N;NOM;FEM;SG;3
body	शरीर	body	शरीर		N;NOM;MASC;SG;3
hài	मज़ाकिया	hài	मज़ाकिया	N	
hài	मज़ेदार	hài	मज़ेदार	N	
hài	ह्यूमर	hài	ह्यूमर	N	PROPN;NOM;MASC;SG;3
trồng	रोपण	trồng	रोपण	V	
trồng	पौधे	trồng	पौधा	V	N;NOM;MASC;PL;3
trồng	पौधा	trồng	पौधा	V	N;NOM;MASC;SG;3
trồng	पादप	trồng	पादप	V	N;NOM;MASC;SG;3
trồng	संयंत्र	trồng	संयंत्र	V	N;NOM;MASC;SG;3
increment	वृद्धि	increment	वृद्धि	V	N;NOM;FEM;SG;3
chó	डॉग	chó	डॉग	N	PROPN;NOM;MASC;SG;3
chó	श्वान	chó	श्वान	N	
chó	कुत्तो	chó	कुत्तो	N	
thước	रूलर	thước	रूलर	N	PROPN;NOM;MASC;SG;3
mexico	मेक्सिको	mexico	मेक्सिको	N	PROPN;NOM;MASC;SG;3
mexico	मैक्सिको	mexico	मैक्सिको	N	PROPN;NOM;MASC;SG;3
ngang	आड़ा	ngang	आड़ा	ADJ	
ngang	क्षैतिज	ngang	क्षैतिज	ADJ	N;NOM;MASC;SG;3
ngang	आड़ा	ngang	आड़ा	ADJ	
nhẹ	हलके	nhẹ	हलका		N;NOM;MASC;SG;3
nhẹ	आसान	nhẹ	आसान		ADJ
nhẹ	पतली	nhẹ	पतला		ADJ;NOM;FEM;SG
nhẹ	पतला	nhẹ	पतला		ADJ;NOM;MASC;SG
nhẹ	पतले	nhẹ	पतला		ADJ;NOM;MASC;PL
lightgrey	lightgrey	lightgrey	lightgrey		N;NOM;MASC;SG;3
đáp	भूमि	đáp	भूमि	V	N;NOM;FEM;SG;3
đáp	land	đáp	land	V	
đáp	लैंड	đáp	लैंड	V	
đáp	जमीन	đáp	जमीन	V	N;NOM;FEM;SG;3
khô	सूखा	khô	सूखा	V	PROPN;NOM;MASC;SG;3
khô	शुष्क	khô	शुष्क	V	N;NOM;MASC;SG;3
ném	throw	ném	ढूआत	V	
gridcolor	gridcolor	gridcolor	gridcolor		N;NOM;MASC;SG;3
xúc	अपमान	xúc	अपमान	V	N;NOM;MASC;SG;3
xúc	बेइज्जती	xúc	बेइज्जती	V	
rơi	प्रपात	rơi	प्रपात	V	N;NOM;MASC;SG;3
rơi	झरना	rơi	झरना	V	N;NOM;MASC;SG;3
rơi	जलप्रपात	rơi	जलप्रपात	V	N;NOM;MASC;SG;3
rơi	पतझड़	rơi	पतझड़	V	N;NOM;MASC;SG;3
rơi	पतन	rơi	पतन	V	N;NOM;MASC;SG;3
kém	ख़राब	kém	ख़राब	ADJ	PROPN;NOM;MASC;SG;3
huyền	epic	huyền	epic	N	
huyền	एपिक	huyền	एपिक	N	PROPN;NOM;MASC;SG;3
philippines	फिलीपींस	philippines	फिलीपींस	N	PROPN;NOM;MASC;SG;3
philippines	फिलीपीन	philippines	फिलीपीन	N	PROPN;NOM;MASC;SG;3
tổn	आघात	tổn	आघात	V	
darkgrey	darkgrey	darkgrey	darkgrey		N;NOM;MASC;SG;3
mời	आमंत्रण	mời	आमंत्रण	V	N;NOM;MASC;SG;3
mời	आमंत्रित	mời	आमंत्रित	V	ADJ
mời	निमंत्रण	mời	निमंत्रण	V	N;NOM;MASC;SG;3
mời	आमंत्रण	mời	आमंत्रण	V	N;NOM;MASC;SG;3
mời	निमन्त्रण	mời	निमन्त्रण	V	N;NOM;MASC;SG;3
mời	आमंत्रण	mời	आमंत्रण	V	N;NOM;MASC;SG;3
chinh	पार	chinh	पार		N;NOM;MASC;SG;3
simon	साइमन	simon	साइमन		PROPN;NOM;MASC;SG;3
hoà	डच	hoà	डच		
pennsylvania	पेन्सिलवेनिया	pennsylvania	पेन्सिलवेनिया		PROPN;NOM;MASC;SG;3
trinh	वर्जिन	trinh	वर्जिन	N	PROPN;NOM;MASC;SG;3
trinh	कौमार्य	trinh	कौमार्य	N	
thiệt	असली	thiệt	असली	PART	ADJ;NOM
thiệt	यथार्थ	thiệt	यथार्थ	PART	ADV
thiệt	रीयल	thiệt	रीयल	PART	N;NOM;MASC;SG;3
thiệt	वास्तविक	thiệt	वास्तविक	PART	ADJ;NOM
thiệt	रियल	thiệt	रियल	PART	N;NOM;MASC;SG;3
lang	लंग	lang	लंग	N	
lang	लैंग	lang	लैंग	N	
lào	लाओ	lào	ला	N	
lào	लाओस	lào	लाओस	N	PROPN;NOM;MASC;SG;3
đuôi	टेल	đuôi	टेल	N	
tào	साओ	tào	साओ	N	PROPN;NOM;MASC;SG;3
chữa	इलाज	chữa	इलाज	V	N;NOM;MASC;SG;3
chữa	इलाज़	chữa	इलाज़	V	N;NOM;MASC;SG;3
lỗi	बग्स	lỗi	बग्स	N	
lỗi	बग	lỗi	बग	N	
lỗi	गलत	lỗi	गलत	N	ADJ
lỗi	ग़लत	lỗi	ग़लत	N	
lỗi	बग	lỗi	बग	N	
background	पृष्ठभूमि	background	पृष्ठभूमि		N;NOM;FEM;SG;3
lôi	lei	lôi	lei	V	
ngọt	मीठा	ngọt	मीठा	ADJ	PROPN;NOM;MASC;SG;3
ngọt	मिठाई	ngọt	मिठा	ADJ	N;NOM;FEM;SG;3
ngọt	मधुर	ngọt	मधुर	ADJ	
ngọt	sweet	ngọt	sweet	ADJ	PROPN;NOM;MASC;SG;3
ngọt	स्वीट	ngọt	स्वीट	ADJ	
ngọt	मीठी	ngọt	मीठी	ADJ	V;PFV;FEM;SG;V.PTCP;ACT
ngọt	मिठास	ngọt	मिठास	ADJ	N;NOM;FEM;SG;3
ngọt	मदमस्त	ngọt	मदमस्त	ADJ	
ngọt	ब्रेवरी	ngọt	ब्रेवरी	ADJ	PROPN;NOM;FEM;SG;3
thăm	विज़िट	thăm	विज़िट	V	
huân	प्रभु	huân	प्रभु	N	PROPN;NOM;MASC;SG;3
sóc	गिलहरी	sóc	गिलहरी	V	N;NOM;FEM;SG;3
chặn	अवरोध	chặn	अवरोध	V	N;NOM;MASC;SG;3
chặn	ब्लॉक	chặn	ब्लॉक	V	N;NOM;MASC;SG;3
chặn	ब्लॉकिंग	chặn	ब्लॉकिंग	V	N;NOM;FEM;SG;3
chặn	खंड	chặn	खंड	V	N;NOM;MASC;SG;3
chặn	ब्लॉक	chặn	ब्लॉक	V	N;NOM;MASC;SG;3
chặn	ब्लाक	chặn	ब्लाक	V	N;NOM;MASC;SG;3
thôi	निरस्त	thôi	निरस्त	PART	N;NOM;MASC;SG;3
ống	स्पर्श	ống	स्पर्श	N	
ống	छू	ống	छू	N	V;ACT
ống	टच	ống	टच	N	
phước	धन्य	phước	धन्य	N	
khăn	तौलिया	khăn	तौलिया	N	
khăn	तौलिए	khăn	तौलिए	N	V;SBJV;SG;FIN;ACT
khăn	तौलिये	khăn	तौलिये	N	
cừu	शीप	cừu	शीप	N	
cừu	मेमना	cừu	मेमना	N	
cừu	मेमने	cừu	मेम	N	
gió	पवन	gió	पवन	N	PROPN;NOM;MASC;SG;3
trống	ड्रम	trống	ड्रम	V	N;NOM;MASC;SG;3
trống	ढोल	trống	ढोल	V	N;NOM;MASC;SG;3
trống	खाली	trống	खाली	V	ADJ
trống	रिक्त	trống	रिक्त	V	
trống	ड्रम	trống	ड्रम	V	N;NOM;MASC;SG;3
trống	रिक्त	trống	रिक्त	V	
trống	खाली	trống	खाली	V	ADJ
indonesia	इंडोनेशियाई	indonesia	इंडोनेशियाई	N	PROPN;NOM;MASC;SG;3
indonesia	इंडोनेशिया	indonesia	इंडोनेशिया	N	PROPN;NOM;MASC;SG;3
nhiễm	संक्रमित	nhiễm	संक्रमित	V	N;NOM;MASC;SG;3
tàn	चोक	tàn	चोक	ADJ	
đuổi	चेस	đuổi	चेस	V	
đuổi	पीछा	đuổi	पीछा	V	N;NOM;MASC;SG;3
mưa	रेन	mưa	रेन	N	
bách	गंभीर	bách	गंभीर	N	ADJ
cụm	गुच्छ	cụm	गुच्छ	N	
png	पीएनजी	png	पीएनजी	N	PROPN;NOM;MASC;SG;3
png	png	png	png	N	
hút	धुआं	hút	धुआँ	V	N;NOM;MASC;SG;3
hút	धुआँ	hút	धुआँ	V	
hút	धुँआ	hút	धुँआ	V	
william	विलियम	william	विलियम		PROPN;NOM;MASC;SG;3
george	जॉर्ज	george	जॉर्ज		PROPN;NOM;MASC;SG;3
george	जार्ज	george	जार्ज		PROPN;NOM;MASC;SG;3
air	वायु	air	वायु		N;NOM;FEM;SG;3
air	एयर	air	एयर		N;NOM;FEM;SG;3
cam	नारंगी	cam	नारंगा	N	PROPN;NOM;MASC;SG;3
cam	कैम	cam	कैम	N	
họp	मीटिंग	họp	मीटिंग	V	N;NOM;FEM;SG;3
họp	बैठक	họp	बैठक	V	N;NOM;FEM;SG;3
usd	पचास	usd	पचास	N	NUM
may	मई	may	मई	ADJ	PROPN;NOM;FEM;SG;3
may	may	may	may	ADJ	
may	सिलाई	may	सिला	ADJ	N;NOM;FEM;SG;3
may	लकी	may	लक	ADJ	
may	lucky	may	lucky	ADJ	
may	भाग्यशाली	may	भाग्यशाली	ADJ	N;NOM;FEM;SG;3
chép	कॉपी	chép	कॉपी	V	
chép	नक़ल	chép	नक़ल	V	N;NOM;FEM;SG;3
kia	वहाँ	kia	वहाँ	PROPN	PRO;NOM
kia	वहां	kia	वहाँ	PROPN	PRO;NOM
kia	वहा	kia	वह	PROPN	
kia	वहीँ	kia	वहीँ	PROPN	
robert	राबर्ट	robert	राबर्ट		PROPN;NOM;MASC;SG;3
robert	रॉबर्ट	robert	रॉबर्ट		PROPN;NOM;MASC;SG;3
đinh	डिंग	đinh	डिंग	N	PROPN;NOM;MASC;SG;3
đinh	चैन	đinh	चैन	N	
đinh	chain	đinh	chain	N	
đinh	कड़ी	đinh	कडा	N	ADJ;NOM;FEM;SG
david	डेविड	david	डेविड		PROPN;NOM;MASC;SG;3
david	दाउद	david	दाउद		PROPN;NOM;MASC;SG;3
iowa	आयोवा	iowa	आयोवा	N	PROPN;NOM;MASC;SG;3
ohio	ओहियो	ohio	ओहियो	N	PROPN;NOM;MASC;SG;3
dặm	माइल	dặm	माइल	N	
hoang	जंगली	hoang	जंगली	ADJ	N;NOM;MASC;SG;3
hoang	होआंग	hoang	होआंग	ADJ	PROPN;NOM;MASC;SG;3
pop	पॉप	pop	पॉप	N	PROPN;NOM;MASC;SG;3
đâu	कहाँ	đâu	कहाँ	PROPN	PRO
đâu	कहां	đâu	कहाँ	PROPN	
đâu	जहां	đâu	जहाँ	PROPN	PRO;NOM
đâu	जहाँ	đâu	जहाँ	PROPN	PRO;NOM
sắp	लगभग	sắp	लगभग		PART
sắp	जल्द	sắp	जल्द		ADV
sắp	आगामी	sắp	आगामी		ADJ
cân	भार	cân	भार	V	N;NOM;MASC;SG;3
cân	वजन	cân	वजन	V	N;NOM;MASC;SG;3
cân	वज़न	cân	वज़न	V	N;NOM;MASC;SG;3
hiếu	आतिथ्य	hiếu	आतिथ्य		PROPN;NOM;MASC;SG;3
tận	टर्मिनल	tận	टर्मिनल	ADP	N;NOM;MASC;SG;3
mong	mong	mong	mong	V	PROPN;NOM;MASC;SG;3
mong	उम्मीद	mong	उम्मीद	V	N;NOM;FEM;SG;3
mong	उम्मीद	mong	उम्मीद	V	N;NOM;FEM;SG;3
mong	होप	mong	होप	V	
mong	आशा	mong	आशा	V	PROPN;NOM;FEM;SG;3
rối	मुसीबत	rối	मुसीबत	V	N;NOM;FEM;SG;3
rối	परेशानी	rối	परेशानी	V	N;NOM;FEM;SG;3
rối	ट्रबल	rối	ट्रबल	V	
rối	कठपुतली	rối	कठपुतली	V	N;NOM;FEM;SG;3
rượu	वाइन	rượu	वाइन	N	
texas	टेक्सास	texas	टेक्सास	N	PROPN;NOM;MASC;SG;3
minnesota	मिनेसोटा	minnesota	मिनेसोटा	N	PROPN;NOM;MASC;SG;3
dakota	डकोटा	dakota	डकोटा	N	PROPN;NOM;MASC;SG;3
góc	कॉर्नर	góc	कॉर्नर	N	PROPN;NOM;MASC;SG;3
james	जेम्स	james	जेम्स	N	PROPN;NOM;MASC;SG;3
phu	महोदया	phu	महोदया	N	
phu	मैडम	phu	मैडम	N	PROPN;NOM;FEM;SG;3
nghỉ	छुट्टी	nghỉ	छुट्टी	V	N;NOM;FEM;SG;3
nghỉ	अवकाश	nghỉ	अवकाश	V	N;NOM;MASC;SG;3
nghỉ	आराम	nghỉ	आराम	V	PROPN;NOM;MASC;SG;3
nghỉ	रेस्ट	nghỉ	रेस्ट	V	N;NOM;FEM;SG;3
nghỉ	बाकी	nghỉ	बाकी	V	ADJ
paul	पॉल	paul	पॉल		PROPN;NOM;MASC;SG;3
thua	गुमशुदा	thua	गुमशुदा	V	
rock	शैल	rock	शैल	N	
uống	ड्रिंक	uống	ड्रिंक	V	N;NOM;MASC;SG;3
uống	पेय	uống	पेय	V	N;NOM;MASC;SG;3
uống	पेय	uống	पेय	V	N;NOM;MASC;SG;3
đoán	अंदाज़ा	đoán	अंदाज़ा	V	N;NOM;MASC;SG;3
chị	sis	chị	sis	N	
chị	सिस	chị	सिस	N	
cốt	होता	cốt	हो	N	V;IPFV;MASC;SG;V.PTCP;ACT
thịnh	शेंग	thịnh	शेंग	N	
phe	पार्श्व	phe	पार्श्व	N	
phe	तरफ	phe	तरफ	N	ADV;NOM;FEM;SG;3
lam	लाम	lam	लाम	N	
lam	सम्पन्न	lam	संपन्न	N	
lam	किया	lam	कर	N	V;PFV;MASC;SG;V.PTCP;ACT
hoài	हासिल	hoài	हासिल	N	ADJ
ukraina	यूक्रेन	ukraina	यूक्रेन	N	PROPN;NOM;MASC;SG;3
ukraina	युक्त	ukraina	युक्त	N	
nhắc	संकेत	nhắc	संकेत	V	N;NOM;MASC;SG;3
del	डेल	del	डेल		PROPN;NOM;MASC;SG;3
internet	इंटरनेट	internet	इंटरनेट		N;NOM;MASC;SG;3
internet	इन्टरनेट	internet	इन्टरनेट		N;NOM;MASC;SG;3
internet	अंतरजाल	internet	अंतरजाल		N;NOM;MASC;SG;3
der	der	der	der	N	PROPN;NOM;MASC;SG;3
link	कड़ी	link	कडा	N	ADJ;NOM;FEM;SG
kiên	धैर्य	kiên	धैर्य	ADJ	
