категорія	kategorijo	категорія	kategorija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
супутники	luni	супутник	luniti	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
супутники	lun	супутник	lun	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
миколай	nicholas	миколай	nicholas	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
зникли	odšel	зникнути	oditi	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;V.PTCP
петров	petrov	петров	peter	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
банки	banks	банк	banks	N;INAN;NOM;MASC;PL	
банки	bankam	банк	banka	N;INAN;NOM;MASC;PL	N;DAT;FEM;PL
банки	bankah	банк	banka	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
олія	olja	олія	olje	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
менші	manjše	менші	majhen	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;NEUT;SG
менші	manjša	менші	majhen	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;FEM;SG
менші	manjši	менші	majhen	ADJ;NOM;RL;PL	ADJ;NOM;DEF;CMPR;MASC;SG
ніс	nosom	ніс	nos	N;INAN;NOM;MASC;SG	N;DAT;MASC;PL
ніс	nosu	ніс	nos	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
корсика	corse	корсик	cors	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
корсика	korziko	корсик	korzika	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
спільний	medsebojno	спільний	medsebojno	ADJ;NOM;MASC;SG	ADV
спільний	obojestransko	спільний	obojestransko	ADJ;NOM;MASC;SG	ADV
спільний	vzajemno	спільний	vzajemen	ADJ;NOM;MASC;SG	ADV
шалон	chalon	шалон	chalon	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ілліч	iljič	ілліч	iljič	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
зоології	vretenčarjev	зоологія	vretenčar	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
єпископів	škofje	єпископ	škofja	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
вікно	okence	вікно	okenca	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
кінцівки	ud	кінцівка	ud	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
кінцівки	udov	кінцівка	ud	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
кінцівки	ude	кінцівка	uda	N;INAN;NOM;FEM;PL	
внз	hsv	внз	hsv		N;NOM;MASC;SG
внз	fakulteta	внз	fakulteta		N;NOM;FEM;SG
внз	kolidž	внз	kolidž		N;NOM;MASC;SG
чеський	bohemian	чеський	bohemian	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
чеський	český	чеський	česek	ADJ;NOM;MASC;SG	
ніл	neil	ніло	neiti		PROPN;NOM;MASC;SG
мирослав	mirosław	мирослати	mirosraw1	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
мирослав	miroslav	мирослати	miroslava	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
доступний	dostopni	доступний	dostopen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
максимум	največja	максимум	velik	N;INAN;NOM;MASC;SG	ADJ;NOM;RL;FEM;SG
марсель	marseille	марсель	marseilel	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
марсель	marcel	марсель	marcel	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
відкривається	odprtje	відкриватися	odprtje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
відкривається	otvoritev	відкриватися	otvoritev	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
відкривається	odpiranje	відкриватися	odpiranje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
активісти	aktivistov	активіст	aktivist	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
технологічних	tehnološke	технологічний	tehnološki	ADJ;GEN;PL	ADJ;NOM;FEM;PL
технологічних	tehnološka	технологічний	tehnološki	ADJ;GEN;PL	ADJ;NOM;FEM;SG
технологічних	tehnološko	технологічний	tehnološki	ADJ;GEN;PL	ADV
технологічних	tehnološki	технологічний	tehnološki	ADJ;GEN;PL	ADJ;NOM;MASC;SG
рак	raku	рак	rak	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
рак	raka	рак	rak	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
обмежений	omejeni	обмежений	omejen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
обмежений	omejene	обмежений	omejen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
обмежений	omejeni	обмежений	omejen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
запропонували	ponujena	запропонувати	ponujen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
запропонували	ponujenih	запропонувати	ponujen	V;PFV;IND;PL;PST;FIN	ADJ;GEN;MASC;PL;V.PTCP
запропонували	ponujene	запропонувати	ponujen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
запропонували	ponujeni	запропонувати	ponujen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
запропонували	ponujeno	запропонувати	ponujen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
запропонували	ponudil	запропонувати	ponuditi	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;V.PTCP
руками	roke	рука	roka	N;INAN;INS;FEM;PL	N;NOM;FEM;PL
густав	gustav	густати	gustava	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
склади	zlogov	склад	zlog	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
методики	tehnik	методика	tehnika	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
методики	tehnikami	методика	tehnika	N;INAN;NOM;FEM;PL	N;DAT;FEM;PL
установа	organizacijo	установий	organizacija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
установа	organizacijo	установий	organizacija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
установа	institucijo	установий	institucija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
пенальті	kazen	пенальтий	kazen	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
поколінь	generacije	поколінь	generacija	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
вулицями	ulice	вулиця	ulica	N;INAN;INS;FEM;PL	N;NOM;FEM;PL
вулицями	ceste	вулиця	cesta	N;INAN;INS;FEM;PL	N;NOM;FEM;PL
менша	manjše	менший	majhen	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
менша	manjša	менший	majhen	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;FEM;SG
менша	manjši	менший	majhen	ADJ;NOM;RL;FEM;SG	ADJ;NOM;DEF;CMPR;MASC;SG
облік	računovodske	облік	računovodski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
репресії	zatiranje	репресія	zatiranje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
чиї	čigav	чий	čigav	NUM;NOM	PRO;NOM;MASC;SG
чиї	čigava	чий	čigava	NUM;NOM	ADJ;NOM;FEM;SG
чиї	čigavo	чий	čigav	NUM;NOM	ADV
фелікс	felix	фелікс	felen	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
фелікс	félix	фелікс	félix	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
білоруська	beloruske	білоруський	beloruski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
показаний	prikazanih	показаний	prikazan	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
показаний	prikazane	показаний	prikazan	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
введений	vnesene	введений	vnesen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL
введений	vneseni	введений	vnesen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL
нікому	kogarkoli	ніхто	kogarkoli	PRO;ANIM;DAT	N;ACC;MASC;SG
нікому	kdorkoli	ніхто	kdorkoli	PRO;ANIM;DAT	PRO;NOM;MASC;SG
конкурсів	tekmovanja	конкурс	tekmovanje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
адміністратором	administrator	адміністратор	administrator	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
адміністратором	upravitelj	адміністратор	upravitelj	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
адміністратором	administratorja	адміністратор	administrator	N;ANIM;INS;MASC;SG	N;ANIM;ACC;MASC;SG
кара	karo	кара	kar	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
кара	cara	кара	car	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
логіка	logiko	логіка	logika	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
кур	cour	кур	cour	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
кур	cours	кур	cours	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
лісами	gozdov	ліс	gozd	N;INAN;INS;MASC;PL	N;GEN;MASC;PL
лісами	gozdovi	ліс	gozd	N;INAN;INS;MASC;PL	N;NOM;MASC;PL
мгц	mhz	мгце	mhz	INTJ	N;NOM;MASC;SG
успадкував	podedovali	успадкувати	podedovati	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;PL;V.PTCP
автомобільні	avtomobilski	автомобільний	avtomobilski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
автомобільні	avtomobilsko	автомобільний	avtomobilski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
автомобільні	avtomobilska	автомобільний	avtomobilski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
розділені	ločena	розділений	ločen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
розділені	ločen	розділений	ločen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
розділені	ločeno	розділений	ločen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
дозволила	najemnin	дозволити	najemnina	V;PFV;FEM;IND;SG;PST;FIN	N;GEN;FEM;PL
мерт	meurthe	мерт	meurteh		PROPN;NOM;MASC;SG
четверте	četrtič	четвертий	četrtič	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
місцезнаходження	lokacijo	місцезнаходження	lokacija	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
класичний	klasika	класичний	klasika	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
класичний	klasično	класичний	klasičen	ADJ;NOM;MASC;SG	ADV
навчається	preučevanje	навчатися	preučevanje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
навчається	učenje	навчатися	učenje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
надавати	pooblaščen	надавати	pooblaščen	V;IPFV;NFIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
надавати	pooblaščeni	надавати	pooblaščen	V;IPFV;NFIN	ADJ;NOM;MASC;PL;V.PTCP
схили	pobočjih	схити	pobočje	N;INAN;NOM;MASC;PL	N;ESS;NEUT;PL
грамоти	rokopis	грамота	rokopis	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
кухні	kuhinjo	кухня	kuhinja	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
кухні	kuhinja	кухня	kuhinja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
кухні	kuhinji	кухня	kuhinja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
більшістю	večina	більшість	večina	N;INAN;INS;FEM;SG	N;NOM;FEM;SG
більшістю	večini	більшість	večina	N;INAN;INS;FEM;SG	N;DAT;FEM;SG
більшістю	večine	більшість	večina	N;INAN;INS;FEM;SG	N;NOM;FEM;PL
струм	trenutni	струм	trenuten	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
струм	trenutna	струм	trenuten	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
струм	sedanji	струм	sedanji	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
валюта	valute	валюто	valuta	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
зібрати	zbirajo	зібрати	zbirati	V;PFV;NFIN	V;IPFV;IND;PL;3;PRS;FIN
зібрати	zbiranje	зібрати	zbiranje	V;PFV;NFIN	N;NOM;NEUT;SG
творами	trgovec	твір	trgovec	N;INAN;INS;MASC;PL	N;NOM;MASC;SG
законодавство	zakonodajo	законодавство	zakonodaja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
гітлера	hitlerju	гітлер	hitler	N;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
гітлера	hitlerja	гітлер	hitler	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
етнічна	etničnih	етнічний	etničen	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
етнічна	etnične	етнічний	etničen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
етнічна	etnično	етнічний	etnično	ADJ;NOM;FEM;SG	ADV
фотографія	fotografijo	фотографія	fotografija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
фотографія	fotografijo	фотографія	fotografija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
відкриває	odpre	відкривати	odpreti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
здобути	kopičijo	здобути	kopičiti	V;PFV;NFIN	V;IPFV;IND;PL;3;PRS;FIN
унії	nasipu	уній	nasip	N;INAN;NOM;FEM;SG	N;DAT;MASC;SG
козацької	kozak	козацький	kozak	ADJ;GEN;FEM;SG	N;NOM;MASC;SG
заміна	nadomesti	заміна	nadomesti	N;INAN;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
заміна	zamenjaj	заміна	zamenjaj	N;INAN;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN
парафія	župnijo	парафія	župen	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
легше	lažji	легше	lahek	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
легше	enostavneje	легше	enostavno	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
легше	lažja	легше	lahek	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
детально	podrobnost	детально	podrobnost	ADV	N;NOM;FEM;SG
детально	podrobnosti	детально	podrobnost	ADV	N;NOM;FEM;PL
пуату	poitou	пуат	poito	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
страви	posodo	страва	posoda	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
страви	posoda	страва	posoda	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
енді	andy	енді	andy	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
розчину	topljenca	розчин	topljenec	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
носив	rabljena	носити	rabljen	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
кітт	kitt	кітт	kitt		
ландшафтний	pokrajina	ландшафтний	pokrajina	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
ландшафтний	pokrajine	ландшафтний	pokrajina	ADJ;NOM;MASC;SG	N;NOM;FEM;PL
ландшафтний	pokrajino	ландшафтний	pokrajina	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
сходи	stopnišče	сходити	stopnišče	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
помилково	zmotno	помилково	zmoten	ADV	ADJ;NOM;NEUT;SG
пошани	častno	пошана	časten	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
пошани	čast	пошана	čast	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
розділення	vilice	розділення	vilica	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
розділення	vilicami	розділення	vilica	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
розділення	narazen	розділення	narazen	N;INAN;NOM;NEUT;SG	ADV
розділення	razdeli	розділення	razdeti	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
даніель	danijel	даніель	danijel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG
даніель	daniela	даніель	daniel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG
даніель	daniel	даніель	daniel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG
даніель	danielle	даніель	danielel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;FEM;SG
смуг	steze	смуга	steza	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
ями	luknjo	яма	luknja	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
ями	luknja	яма	luknja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
секунди	sekund	секунда	sekunda	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
секунди	sekundah	секунда	sekunda	N;INAN;NOM;FEM;PL	N;ESS;FEM;PL
ваша	tvoje	ваш	tvoj	DET;NOM;FEM;SG;2	DET;NOM;NEUT;SG;1
ваша	tvoji	ваш	tvoj	DET;NOM;FEM;SG;2	DET;NOM;MASC;SG;1
ваша	tvoj	ваш	tvoj	DET;NOM;FEM;SG;2	DET;NOM;MASC;SG;1
ваша	tvoja	ваш	tvoj	DET;NOM;FEM;SG;2	DET;NOM;FEM;SG;1
юридична	zakonito	юридичний	zakonit	ADJ;NOM;FEM;SG	ADV
юридична	pravne	юридичний	praven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
терористів	teroristi	терорист	terorist	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
терористів	teroristov	терорист	terorist	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
ентоні	anthony	ентоні	anthony	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ентоні	antonij	ентоні	antonija	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
білл	bill	білл	biti	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
руда	rude	руда	rud	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
введена	vnesene	введений	vnesen	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL
введена	vneseni	введений	vnesen	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL
пюї	puits	пюя	puits		
пюї	puy	пюя	puy		PROPN;NOM;MASC;SG
швидкий	hitro	швидкий	hitro	ADJ;NOM;MASC;SG	ADV
швидкий	hitro	швидкий	hitro	ADJ;NOM;MASC;SG	ADV
миколаєва	mykolaiv	миколайва	mykolaiv	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ефіопії	etiopiji	ефіопія	etiopija	PROPN;INAN;NOM;FEM;SG	N;DAT;FEM;SG
муз	muz	муз	muza		N;NOM;MASC;SG
грибів	glive	гриб	gliva	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
грибів	glivice	гриб	glivica	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
цифри	števki	цифра	števka	N;INAN;NOM;FEM;PL	N;NOM;FEM;DU
цифри	števila	цифра	število	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
активістів	aktivisti	активіст	aktivist	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
активістів	aktivistov	активіст	aktivist	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
запропоновано	ponujena	запропоновано	ponujen	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;V.PTCP
запропоновано	ponujenih	запропоновано	ponujen	V;PFV;IND;0;FIN	ADJ;GEN;MASC;PL;V.PTCP
запропоновано	ponujene	запропоновано	ponujen	V;PFV;IND;0;FIN	ADJ;NOM;FEM;PL;V.PTCP
запропоновано	ponujeni	запропоновано	ponujen	V;PFV;IND;0;FIN	ADJ;NOM;MASC;PL;V.PTCP
запропоновано	ponujeno	запропоновано	ponujen	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;V.PTCP
потужний	močni	потужний	močen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
потужний	močno	потужний	močno	ADJ;NOM;MASC;SG	ADV
герцеговини	hercegovine	герцеговина	hercegovina	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;PL
герцеговини	hercegovino	герцеговина	hercegovina	PROPN;INAN;GEN;FEM;SG	N;ACC;FEM;SG
герцеговини	hercegovina	герцеговина	hercegovina	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
сьогодення	prisotna	сьогодення	prisoten	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
сьогодення	prisotni	сьогодення	prisoten	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL
сьогодення	prisotno	сьогодення	prisotno	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
сьогодення	prisoten	сьогодення	prisoten	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
танці	dance	танець	danca	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
танці	pleši	танець	plešiti	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
танці	plesno	танець	plesno	N;INAN;NOM;MASC;PL	ADJ;NOM;NEUT;SG
танці	ples	танець	ples	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
танці	plese	танець	plesti	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
танці	pleše	танець	pleš	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
танці	ples	танець	ples	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
танці	plesa	танець	ples	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
азербайджан	azerbajdžan	азербайджан	azerbajdžan	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
власники	lastništvo	власник	lastništvo	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;SG
вимогу	zahteva	вимога	zahtevati	N;INAN;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
четверта	četrtič	четверт	četrtič	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
справжні	resničen	справжній	resničen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
справжні	resnično	справжній	resnično	ADJ;NOM;PL	ADV
справжні	resnična	справжній	resničen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
справжні	prava	справжній	pravi	ADJ;NOM;PL	ADJ;NOM;FEM;SG
справжні	realno	справжній	realen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
справжні	zakonito	справжній	zakonit	ADJ;NOM;PL	ADV
справжні	zakonita	справжній	zakoniti	ADJ;NOM;PL	V;PFV;IND;DU;3;PRS;FIN
справжні	zakonit	справжній	zakonit	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
справжні	legitimno	справжній	legitimen	ADJ;NOM;PL	ADV
монако	monako	монако	monako	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
цінні	dragoceno	цінний	dragocen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
цінні	dragocen	цінний	dragocen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
цінні	dragocena	цінний	dragocen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
статуї	kipe	статувати	kipa	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
сформована	oblikovane	сформований	oblikovan	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
сформована	oblikovani	сформований	oblikovan	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
анджелесі	angelesu	анджелесь	angeles	PROPN;INAN;NOM;MASC;SG	N;DAT;MASC;SG
обмежень	omejitve	обмеження	omejitev	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
обмежень	omejitev	обмеження	omejitev	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG
коні	konje	кінь	konj	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
коні	konjev	кінь	konj	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
коні	kony	кінь	kony	N;ANIM;NOM;MASC;PL	
зубів	vsadek	зуб	vsadek	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG
служать	čaščenje	служити	čaščenje	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
суші	suši	суша	sušiti	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
спроб	sojenja	спроба	sojenje	N;INAN;GEN;FEM;PL	N;NOM;NEUT;PL
спроб	preizkušnje	спроба	preizkušnja	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
спроб	preizkusi	спроба	preizkus	N;INAN;GEN;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
келлі	kelly	келля	kelly	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
келлі	kelley	келля	kelley	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
лівії	libijo	лівія	libeti	PROPN;INAN;GEN;FEM;SG	N;ACC;FEM;SG
лівії	libija	лівія	libija	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
атака	napadi	атакий	napad	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
алла	alla	алло	alla	PROPN;ANIM;NOM;FEM;SG	N;NOM;MASC;SG
вечір	zvečer	вечір	zvečer	N;INAN;NOM;MASC;SG	ADV
вечір	večerni	вечір	večeren	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
енн	ann	енн	ann	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
обкладинки	kritje	обкладинка	kritje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
обкладинки	zajema	обкладинка	zajema	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
валь	val	валь	val		N;NOM;MASC;SG
приватна	privat	приватний	privati	ADJ;NOM;FEM;SG	
приватна	zasebnega	приватний	zaseben	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
черепахи	turtle	черепах	turtla	N;ANIM;NOM;FEM;PL	N;NOM;MASC;SG
черепахи	želva	черепах	želva	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG
кит	kita	кит	kita		N;NOM;MASC;SG
кит	kit	кит	kit		
споживачів	potrošnik	споживач	potrošnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
споживачів	potrošnika	споживач	potrošnik	N;ANIM;ACC;MASC;PL	N;ANIM;ACC;MASC;SG
споживачів	potrošniki	споживач	potrošnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
споживачів	potrošnikov	споживач	potrošnik	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
споживачів	potrošniki	споживач	potrošnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
другом	prijatelj	друг	prijatelj	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
другом	prijateljica	друг	prijateljica	N;ANIM;INS;MASC;SG	N;NOM;FEM;SG
