les	на	le	на	DET;DEF;PL	ADP
insectes	насекомо	insecte	насекомо	N;MASC;PL	N;INDF;NEUT;SG
edmond	едмънд	edmond	едмънд	PROPN	N;INDF;MASC;SG
edmond	едмон	edmond	едмон	PROPN	N;INDF;MASC;SG
edmond	едмънд	edmond	едмънд	PROPN	N;INDF;MASC;SG
interdiction	забрани	interdiction	забраня	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
interdiction	бан	interdiction	бан	N;FEM;SG	PROPN;INDF;MASC;SG
transition	преходна	transition	преходна	N;FEM;SG	ADJ;INDF;FEM;SG
transition	преходно	transition	преходно	N;FEM;SG	ADV
transition	преходни	transition	преходен	N;FEM;SG	ADJ;INDF;PL
durable	устойчиви	durable	устойчив	ADJ;MASC;SG	ADJ;INDF;PL
durable	устойчиво	durable	устойчив	ADJ;MASC;SG	ADV
durable	трайно	durable	траен	ADJ;MASC;SG	ADV
durable	трайни	durable	траен	ADJ;MASC;SG	ADJ;INDF;PL
précédents	прецеденти	précédent	прецедент	ADJ;MASC;PL	N;INDF;MASC;PL
précédents	предишна	précédent	предишен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
précédents	предишен	précédent	предишен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
précédents	предишно	précédent	предишно	ADJ;MASC;PL	ADV
payer	заплащане	payer	заплащане	V;NFIN	N;INDF;NEUT;SG
libéré	освободени	libérer	освободя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
square	квадратна	square	квадратен	N;MASC;SG	ADJ;INDF;FEM;SG
square	квадратни	square	квадратен	N;MASC;SG	ADJ;INDF;PL
square	квадратен	square	квадратен	N;MASC;SG	ADJ;INDF;MASC;SG
municipales	общински	municipale	общински	ADJ;FEM;PL	ADJ;INDF;MASC;SG
municipales	общинска	municipale	общински	ADJ;FEM;PL	ADJ;INDF;FEM;SG
indonésie	индонезия	indonésie	индонезия	PROPN	N;INDF;FEM;SG
chaussée	тротоар	chaussée	тротоар	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
chaussée	тротоара	chaussée	тротоар	V;FEM;SG;PST;V.PTCP	N;DEF;MASC;SG
chaussée	настилка	chaussée	настилка	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
urgence	спешно	urgence	спешно	N;FEM;SG	ADV
passent	пропуск	passer	пропуск	V;IND;PL;3;PRS;FIN	N;INDF;MASC;SG
passent	мине	passer	мина-(се)	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
passent	пас	passer	пас	V;IND;PL;3;PRS;FIN	N;INDF;MASC;SG
passent	преминаване	passer	преминаване	V;IND;PL;3;PRS;FIN	N;INDF;NEUT;SG
loisirs	отдих	loisir	отдих	N;MASC;PL	N;INDF;MASC;SG
loisirs	отдих	loisir	отдих	N;MASC;PL	N;INDF;MASC;SG
liquide	течни	liquide	течен	ADJ;MASC;SG	ADJ;INDF;PL
liquide	течност	liquide	течност	ADJ;MASC;SG	N;INDF;FEM;SG
liquide	течно	liquide	течно	ADJ;MASC;SG	ADV
liquide	течен	liquide	течен	ADJ;MASC;SG	N;INDF;MASC;SG
capacités	капацитет	capacité	капацитет	N;FEM;PL	N;INDF;MASC;SG
capacités	способност	capacité	способност	N;FEM;PL	N;INDF;FEM;SG
capacités	вместимост	capacité	вместимост	N;FEM;PL	N;INDF;FEM;SG
gary	гери	gary	гера	PROPN	N;INDF;FEM;SG
gary	гари	gary	гара	PROPN	PROPN;INDF;MASC;SG
officiels	официален	officiel	официален	ADJ;MASC;PL	ADJ;INDF;MASC;SG
officiels	официално	officiel	официално	ADJ;MASC;PL	ADV
officiels	официална	officiel	официален	ADJ;MASC;PL	ADJ;INDF;FEM;SG
femelle	женско	femelle	женски	ADJ;FEM;SG	ADV
femelle	жена	femelle	жена	ADJ;FEM;SG	N;INDF;FEM;SG
néerlandaise	холандец	néerlandais	холандец	ADJ;FEM;SG	N;INDF;MASC;SG
néerlandaise	дъч	néerlandais	дъч	ADJ;FEM;SG	PROPN;INDF;MASC;SG
étages	етажа	étage	етаж	N;MASC;PL	N;DEF;MASC;SG
indépendants	независима	indépendant	независим	ADJ;MASC;PL	ADJ;INDF;FEM;SG
indépendants	независим	indépendant	независим	ADJ;MASC;PL	ADJ;INDF;MASC;SG
achat	купувам	achat	купувам	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
achat	купи	achat	купя	N;MASC;SG	V;PFV;IMP;SG;3;PST;FIN;ACT
achat	купувам	achat	купувам	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
achat	купува	achat	купувам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
camps	лагер	camp	лагер	N;MASC;PL	N;INDF;MASC;SG
marques	маркс	marque	маркс	N;FEM;PL	PROPN;INDF;MASC;SG
réponses	отговори	réponse	отговоря	N;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
réponses	отговори	réponse	отговоря	N;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
réponses	отговори	réponse	отговоря	N;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
solutions	разтвори	solution	разтворя-(се)	N;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
rev	rev	revoir	rev		PROPN;INDF;MASC;SG
rev	рев	revoir	рев		N;INDF;MASC;SG
apparaître	появяване	apparaître	появяване	V;NFIN	N;INDF;NEUT;SG
traiter	лакомство	traiter	лакомство	V;NFIN	N;INDF;NEUT;SG
traiter	почерпка	traiter	почерпка	V;NFIN	N;INDF;FEM;SG
graves	сериозен	grave	сериозен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
graves	сериозно	grave	сериозно	ADJ;MASC;PL	ADV
graves	сериозна	grave	сериозен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
graves	тежка	grave	тежък	ADJ;MASC;PL	ADJ;INDF;FEM;SG
graves	гробове	grave	гроб	ADJ;MASC;PL	N;INDF;MASC;PL
graves	гробовете	grave	гроб	ADJ;MASC;PL	N;DEF;MASC;PL
graves	грейвс	grave	грейвс	ADJ;MASC;PL	N;INDF;MASC;SG
cuba	куба	cuba	кубо	PROPN	N;INDF;FEM;SG
attaquer	атака	attaquer	атака	V;NFIN	N;INDF;FEM;SG
prévue	планирани	prévoir	планирам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
seize	sixteen	seize	sixteen	NUM	PROPN;INDF;MASC;SG
seize	шестнайсет	seize	шестнайсет	NUM	N;INDF;MASC;PL
fermé	затворен	fermer	затворен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
fermé	затворени	fermer	затворя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
développée	развит	développer	развит-(се)	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
développée	разработени	développer	разработя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
développée	развитите	développer	развия-(се)	V;FEM;SG;PST;V.PTCP	ADJ;PFV;DEF;PL;V.PTCP;PASS
jordan	джордън	jordan	джордън	PROPN	N;INDF;MASC;SG
jordan	йордан	jordan	йордан	PROPN	PROPN;INDF;MASC;SG
jordan	йордания	jordan	йордания	PROPN	PROPN;INDF;FEM;SG
jordan	джордан	jordan	джордан	PROPN	PROPN;INDF;MASC;SG
supplémentaire	допълнителни	supplémentaire	допълнителен	ADJ;MASC;SG	ADJ;INDF;PL
supplémentaire	допълнително	supplémentaire	допълнително	ADJ;MASC;SG	ADV
supplémentaire	допълнителни	supplémentaire	допълнителен	ADJ;MASC;SG	ADJ;INDF;PL
supplémentaire	допълнително	supplémentaire	допълнително	ADJ;MASC;SG	ADV
supplémentaire	екстра	supplémentaire	екстра	ADJ;MASC;SG	N;INDF;MASC;SG
représentée	представени	représenter	представя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
dis	кажи	dire	кажа	INTJ	V;PFV;IMP;SG;2;FIN
dis	dis	dire	dis	INTJ	PROPN;INDF;MASC;SG
vues	изглед	voir	изглед	V;FEM;PL;PST;V.PTCP	N;INDF;MASC;SG
vues	гледки	voir	гледка	V;FEM;PL;PST;V.PTCP	N;INDF;FEM;PL
vues	изгледи	voir	изглед	V;FEM;PL;PST;V.PTCP	N;INDF;MASC;PL
vues	мнения	voir	мнение	V;FEM;PL;PST;V.PTCP	N;INDF;NEUT;PL
vues	гледания	voir	гледане	V;FEM;PL;PST;V.PTCP	N;INDF;NEUT;PL
solide	твърдо	solide	твърдо	ADJ;MASC;SG	ADV
philip	филип	philip	филип	PROPN	N;INDF;MASC;SG
fiat	фиат	fiat	фиат	PROPN	N;INDF;MASC;SG
masculine	мъжествено	masculin	мъжествено	ADJ;FEM;SG	ADV
bureaux	кабинет	bureau	кабинет	N;MASC;PL	N;INDF;MASC;SG
bureaux	офисът	bureau	офис	N;MASC;PL	N;DEF;MASC;SG
bureaux	офис	bureau	офис	N;MASC;PL	N;INDF;MASC;SG
bureaux	офиса	bureau	офис	N;MASC;PL	N;DEF;MASC;SG
réelle	истинско	réel	истински	ADJ;FEM;SG	ADV
réelle	реал	réel	реал	ADJ;FEM;SG	PROPN;INDF;MASC;SG
réelle	реално	réel	реално	ADJ;FEM;SG	ADV
ajout	добави	ajout	добавя	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
ajout	добавя	ajout	добавям	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ajout	добавете	ajout	добавя	N;MASC;SG	V;PFV;IMP;PL;2;FIN
ajout	добавена	ajout	добавя	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ajout	добавен	ajout	добавен	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ajout	добавени	ajout	добавя	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
ajout	добавено	ajout	добавя	N;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dave	дейв	dave	дейв	PROPN	PROPN;INDF;MASC;SG
mourir	умри	mourir	умра	V;NFIN	INTJ
mourir	умиране	mourir	умиране	V;NFIN	N;INDF;NEUT;SG
financier	финансово	financier	финансово	ADJ;MASC;SG	ADV
financier	финансови	financier	финансов	ADJ;MASC;SG	ADJ;INDF;PL
personnelles	лично	personnel	лично	ADJ;FEM;PL	ADV
personnelles	личен	personnel	личен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
personnelles	лична	personnel	личен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
personnelles	персонален	personnel	персонален	ADJ;FEM;PL	ADJ;INDF;MASC;SG
nelson	нелсън	nelson	нелсън	PROPN	PROPN;INDF;MASC;SG
témoin	свидетели	témoin	свидетел	N;MASC;SG	N;INDF;MASC;PL
règlement	регламенти	règlement	регламент	N;MASC;SG	N;INDF;MASC;PL
règlement	разпоредби	règlement	разпоредба	N;MASC;SG	N;INDF;FEM;PL
règlement	наредби	règlement	наредба	N;MASC;SG	N;INDF;FEM;PL
horreur	ужаси	horreur	ужася-(се)	N;FEM;SG	N;INDF;MASC;PL
manifeste	явна	manifeste	явен	N;MASC;SG	ADJ;INDF;FEM;SG
pirates	пират	pirate	пирам	N;MASC;PL	N;INDF;MASC;SG
pirates	пиратски	pirate	пиратски	N;MASC;PL	ADJ;INDF;MASC;SG
occident	западно	occident	западно	N;MASC;SG	ADV
occident	западна	occident	западна	N;MASC;SG	ADJ;INDF;FEM;SG
occident	западен	occident	западя-(се)	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
occident	уест	occident	уест	N;MASC;SG	PROPN;INDF;MASC;SG
acquisition	придобивки	acquisition	придобивка	N;FEM;SG	N;INDF;FEM;PL
acquisition	придобивания	acquisition	придобиване	N;FEM;SG	N;INDF;NEUT;PL
inclut	включват	inclure	включвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
inclut	включване	inclure	включване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
inclut	включват	inclure	включвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
défini	определени	définir	определя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
défini	дефинирани	définir	дефинирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
clés	ключ	clé	ключ	N;FEM;PL	N;INDF;MASC;SG
clés	ключа	clé	ключа	N;FEM;PL	N;DEF;MASC;SG
clés	ключът	clé	ключ	N;FEM;PL	N;DEF;MASC;SG
certainement	определено	certainement	определено	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
morale	морал	moral	морал	ADJ;FEM;SG	N;INDF;MASC;SG
morale	морални	moral	морален	ADJ;FEM;SG	ADJ;INDF;PL
morale	морално	moral	морално	ADJ;FEM;SG	ADV
morale	морал	moral	морал	ADJ;FEM;SG	N;INDF;MASC;SG
morale	моралът	moral	морал	ADJ;FEM;SG	N;DEF;MASC;SG
morale	морал	moral	морал	ADJ;FEM;SG	N;INDF;MASC;SG
morale	моралът	moral	морал	ADJ;FEM;SG	N;DEF;MASC;SG
nobel	нобелова	nobel	нобелова	N;MASC;SG	PROPN;INDF;FEM;SG
adultes	възрастни	adulte	възрастен	N;MASC;PL	ADJ;INDF;PL
adultes	възрастни	adulte	възрастен	N;MASC;PL	ADJ;INDF;PL
adultes	възрастна	adulte	възрастен	N;MASC;PL	ADJ;INDF;FEM;SG
adultes	възрастен	adulte	възрастен	N;MASC;PL	ADJ;INDF;MASC;SG
spectacles	показва	spectacle	показвам-(се)	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
voisine	съсед	voisin	съсед	ADJ;FEM;SG	N;INDF;MASC;SG
voisine	съседка	voisin	съседка	ADJ;FEM;SG	N;INDF;FEM;SG
voisine	съседни	voisin	съседен	ADJ;FEM;SG	ADJ;INDF;PL
voisine	съсед	voisin	съсед	ADJ;FEM;SG	N;INDF;MASC;SG
voisine	съседка	voisin	съседка	ADJ;FEM;SG	N;INDF;FEM;SG
alternative	алтернатива	alternative	алтернатива	ADJ;FEM;SG	N;INDF;FEM;SG
alternative	алтернативно	alternative	алтернативно	ADJ;FEM;SG	ADV
alternative	алтернативни	alternative	алтернативен	ADJ;FEM;SG	ADJ;INDF;PL
ours	мечета	ours	мечета	N;MASC;SG	N;INDF;NEUT;PL
ours	мечките	ours	мячка	N;MASC;SG	N;DEF;FEM;PL
ours	мечки	ours	мячка	N;MASC;SG	N;INDF;FEM;PL
wild	диво	wild	диво	PROPN	ADV
wild	дивак	wild	дивак	PROPN	N;INDF;MASC;SG
wild	диви	wild	дивя-(се)	PROPN	N;INDF;FEM;PL
wild	дива	wild	дивам-(се)	PROPN	N;INDF;FEM;SG
wild	див	wild	див	PROPN	N;INDF;MASC;SG
limité	limited	limiter	limited	V;MASC;SG;PST;V.PTCP	PROPN;INDF;MASC;SG
limité	ограничени	limiter	огранича-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
limité	ограничени	limiter	огранича-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
chevaliers	найт	chevalier	найт	N;MASC;PL	PROPN;INDF;MASC;SG
chevaliers	рицар	chevalier	рицар	N;MASC;PL	N;INDF;MASC;SG
bla	бла	bla	съм		N;INDF;MASC;SG
bla	дрън	bla	дрън		ADV
bla	бля	bla	бля		INTJ
navale	navale	naval	navale	ADJ;FEM;SG	N;INDF
navale	корабостроенето	naval	корабостроене	ADJ;FEM;SG	N;DEF;NEUT;SG
pauvres	беден	pauvre	беден	ADJ;MASC;PL	ADJ;INDF;MASC;SG
nourriture	храни	nourriture	храна	N;FEM;SG	N;INDF;FEM;PL
participant	участващи	participer	участвам	V;PRS;V.PTCP	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
participant	участващ	participer	участвам	V;PRS;V.PTCP	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
participant	участваща	participer	участвам	V;PRS;V.PTCP	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
participant	участник	participer	участник	V;PRS;V.PTCP	N;INDF;MASC;SG
participant	състезател	participer	състезател	V;PRS;V.PTCP	N;INDF;MASC;SG
participant	участник	participer	участник	V;PRS;V.PTCP	N;INDF;MASC;SG
concerné	загрижени	concerner	загрижа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
concerné	загрижен	concerner	загрижа-(се)	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
dynamique	динамика	dynamique	динамика	ADJ;MASC;SG	N;INDF;FEM;SG
dynamique	динамични	dynamique	динамичен	ADJ;MASC;SG	ADJ;INDF;PL
dynamique	динамика	dynamique	динамика	ADJ;MASC;SG	N;INDF;FEM;SG
dynamique	динамично	dynamique	динамично	ADJ;MASC;SG	ADV
ross	рос	ross	рос	PROPN	PROPN;INDF;MASC;SG
boris	борис	boris	борис	PROPN	N;INDF;MASC;SG
aragon	арагон	aragon	арагон	PROPN	PROPN;INDF;MASC;SG
assassiné	убити	assassiner	убия	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
alpin	алпийски	alpin	алпийски	N;MASC;SG	ADJ;INDF;MASC;SG
illustré	илюстрира	illustrer	илюстрирам	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
colin	колин	colin	колин	N;MASC;SG	PROPN;INDF;MASC;SG
consulter	консултация	consulter	консултация	V;NFIN	N;INDF;FEM;SG
zéro	нулева	zéro	нулева	NUM	ADJ;INDF;FEM;SG
zéro	нула	zéro	нула	NUM	N;INDF;FEM;SG
zéro	нулев	zéro	нулев	NUM	ADJ;INDF;MASC;SG
atp	атп	atp	атп	N;MASC;SG	PROPN;INDF;FEM;SG
intéressant	интересно	intéressant	интересно	ADJ;MASC;SG	ADV
intéressant	интересни	intéressant	интересен	ADJ;MASC;SG	ADJ;INDF;PL
remix	ремикс	remix	ремикс	PROPN	N;INDF;MASC;SG
remix	ремикси	remix	ремикс	PROPN	N;INDF;MASC;PL
biais	пристрастия	biais	пристрастие	N;MASC;SG	N;INDF;NEUT;PL
fra	fra	fra	fra		PROPN;INDF;NEUT;SG
fra	инж	fra	инж		PROPN;INDF;MASC;SG
identique	идентични	identique	идентичен	ADJ;MASC;SG	ADJ;INDF;PL
identique	еднакви	identique	еднакъв	ADJ;MASC;SG	ADJ;INDF;PL
clôture	огради	clôture	оградя	N;FEM;SG	N;INDF;FEM;PL
cheveux	косъм	cheveu	косъм	N;MASC;PL	N;INDF;MASC;SG
cheveux	косата	cheveu	коса	N;MASC;PL	N;DEF;FEM;SG
cheveux	коса	cheveu	коса	N;MASC;PL	N;INDF;FEM;SG
traités	обработена	traiter	обработя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
traités	преработен	traiter	преработен	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
traités	обработен	traiter	обработя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
respecter	зачитане	respecter	зачитане	V;NFIN	N;INDF;NEUT;SG
respecter	респект	respecter	респект	V;NFIN	N;INDF;MASC;SG
respecter	уважение	respecter	уважение	V;NFIN	N;INDF;NEUT;SG
bbc	bbc	bbc	bbc	N;MASC;SG	PROPN;INDF;MASC;SG
communistes	комунист	communiste	комунист	N;MASC;PL	N;INDF;MASC;SG
communistes	комунистическа	communiste	комунистически	N;MASC;PL	ADJ;INDF;FEM;SG
communistes	комунистически	communiste	комунистически	N;MASC;PL	ADJ;INDF;MASC;SG
lourd	тежки	lourd	тежък	ADJ;MASC;SG	ADJ;INDF;PL
lourd	тежко	lourd	тежко	ADJ;MASC;SG	ADV
sérieux	сериозност	sérieux	сериозност	ADJ;MASC;SG	N;INDF;FEM;SG
sérieux	сериозно	sérieux	сериозно	ADJ;MASC;SG	ADV
sérieux	сериозни	sérieux	сериозен	ADJ;MASC;SG	ADJ;INDF;PL
sérieux	сериозно	sérieux	сериозно	ADJ;MASC;SG	ADV
obligatoire	изисквана	obligatoire	изисквам	ADJ;MASC;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
obligatoire	задължително	obligatoire	задължително	ADJ;MASC;SG	ADV
obligatoire	задължителни	obligatoire	задължителен	ADJ;MASC;SG	ADJ;INDF;PL
obligatoire	задължително	obligatoire	задължително	ADJ;MASC;SG	ADV
obligatoire	задължителни	obligatoire	задължителен	ADJ;MASC;SG	ADJ;INDF;PL
fermée	затворен	fermer	затворен	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
fermée	затворени	fermer	затворя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
moore	мор	moore	мор	PROPN	N;INDF;MASC;SG
moore	мур	moore	мур	PROPN	PROPN;INDF;MASC;SG
reconnue	признати	reconnaître	призная-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
reconnue	признати	reconnaître	призная-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
reconnue	признати	reconnaître	призная-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
honoré	оноре	honorer	оноре	V;MASC;SG;PST;V.PTCP	PROPN;INDF;MASC;SG
augmente	увеличения	augmenter	увеличение	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;PL
existait	съществували	exister	съществувам	V;IND;SG;3;IPFV;FIN	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
existait	съществувал	exister	съществувам	V;IND;SG;3;IPFV;FIN	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
esclaves	роб	esclave	роб	N;MASC;PL	N;INDF;MASC;SG
esclaves	робиня	esclave	робине	N;MASC;PL	N;INDF;FEM;SG
nathalie	натали	nathalie	наталя-(се)	PROPN	PROPN;INDF;FEM;SG
nathalie	натали	nathalie	наталя-(се)	PROPN	PROPN;INDF;FEM;SG
quentin	куентин	quentin	куентин	PROPN	N;INDF;MASC;SG
désir	копнежи	désir	копнежа	N;MASC;SG	N;INDF;MASC;PL
physiques	физическо	physique	физически	ADJ;MASC;PL	ADV
physiques	физически	physique	физически	ADJ;MASC;PL	ADJ;INDF;MASC;SG
physiques	физическа	physique	физически	ADJ;MASC;PL	ADJ;INDF;FEM;SG
culturels	културен	culturel	културен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
culturels	културно	culturel	културно	ADJ;MASC;PL	ADV
culturels	културна	culturel	културен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
sec	сухи	sec	сух	ADJ;MASC;SG	ADJ;INDF;PL
sec	сухо	sec	сухо	ADJ;MASC;SG	ADV
sec	сек	sec	секунда	ADJ;MASC;SG	N;INDF;FEM;PL
divisé	разделени	diviser	разделя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
indice	индекси	indice	индекс	N;MASC;SG	N;INDF;MASC;PL
complexes	комплекси	complexe	комплекс	ADJ;MASC;PL	N;INDF;MASC;PL
complexes	комплекс	complexe	комплекс	ADJ;MASC;PL	N;INDF;MASC;SG
complexes	комплексно	complexe	комплексно	ADJ;MASC;PL	ADV
complexes	сложна	complexe	сложен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
noyau	ядрото	noyau	ядро	N;MASC;SG	ADJ;DEF;NEUT;SG
noyau	ядро	noyau	ядро	N;MASC;SG	ADV
noyau	ядрото	noyau	ядро	N;MASC;SG	ADJ;DEF;NEUT;SG
mené	проведени	mener	проведа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
santiago	сантяго	santiago	сантяго	PROPN	N;INDF;MASC;SG
flux	потоци	flux	поток	N;MASC;SG	N;INDF;MASC;PL
courants	течения	courant	течение	ADJ;MASC;PL	N;INDF;NEUT;PL
courants	теченията	courant	течение	ADJ;MASC;PL	N;DEF;NEUT;PL
courants	токове	courant	ток	ADJ;MASC;PL	N;INDF;MASC;PL
sportifs	спортисти	sportif	спортист	ADJ;MASC;PL	N;INDF;MASC;PL
sportifs	атлети	sportif	атлет	ADJ;MASC;PL	N;INDF;MASC;PL
sportifs	спортистите	sportif	спортист	ADJ;MASC;PL	N;DEF;MASC;PL
forts	силен	fort	силен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
forts	силно	fort	силно	ADJ;MASC;PL	ADV
forts	силна	fort	силен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
forts	крепости	fort	крепост	ADJ;MASC;PL	N;INDF;FEM;PL
ohio	охайо	ohio	оха	PROPN	PROPN;INDF;MASC;SG
familiale	семейство	familial	семейство	ADJ;FEM;SG	N;INDF;NEUT;SG
familiale	семейството	familial	семейство	ADJ;FEM;SG	N;DEF;NEUT;SG
motifs	основание	motif	основание	N;MASC;PL	N;INDF;NEUT;SG
évidence	очевиден	évidence	очевиден	N;FEM;SG	ADJ;INDF;MASC;SG
évidence	очевидна	évidence	очевидна	N;FEM;SG	ADJ;INDF;FEM;SG
dizaines	дузина	dizaine	дузина	N;FEM;PL	N;INDF;FEM;SG
dizaines	дузина	dizaine	дузина	N;FEM;PL	N;INDF;FEM;SG
turc	турчин	turc	турчин	ADJ;MASC;SG	N;INDF;MASC;SG
turc	турско	turc	турски	ADJ;MASC;SG	ADV
charentes	шарант	charent	шарант	N;FEM;PL	N;INDF;MASC;SG
réserves	резерв	réserve	резерв	N;FEM;PL	N;INDF;MASC;SG
tirer	стрелба	tirer	стрелба	V;NFIN	N;INDF;FEM;SG
navarre	навара	navarre	навар	PROPN	PROPN;INDF;FEM;SG
hambourg	хамбург	hambourg	хамбург	PROPN	PROPN;INDF;MASC;SG
envoyer	изпращане	envoyer	изпращане	V;NFIN	N;INDF;NEUT;SG
morgan	морган	morgan	морган	PROPN	PROPN;INDF;MASC;SG
définir	задаване	définir	задаване	V;NFIN	N;INDF;NEUT;SG
définir	комплект	définir	комплект	V;NFIN	N;INDF;MASC;SG
définir	набор	définir	набор	V;NFIN	N;INDF;MASC;SG
définir	определящ	définir	определям-(се)	V;NFIN	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
définir	определящи	définir	определям-(се)	V;NFIN	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
oblast	област	oblast	област	PROPN	N;INDF;FEM;SG
micro	мик	micro	мик	N;MASC;SG	PROPN;INDF;MASC;SG
oriental	източно	oriental	източно	ADJ;MASC;SG	ADV
oriental	източни	oriental	източен	ADJ;MASC;SG	ADJ;INDF;PL
oriental	изток	oriental	изток	ADJ;MASC;SG	N;INDF;MASC;SG
oriental	източен	oriental	източа-(се)	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
maría	мария	maría	мария	PROPN	N;INDF;FEM;SG
géant	гигантски	géant	гигантски	N;MASC;SG	ADJ;INDF;MASC;SG
géant	великан	géant	велик	N;MASC;SG	ADJ;INDF;MASC;SG
géant	гигантска	géant	гигантски	N;MASC;SG	ADJ;INDF;FEM;SG
lourdes	лурдес	lourd	лурдес	ADJ;FEM;PL	N;INDF;FEM;SG
logiciels	софтуер	logiciel	софтуер	N;MASC;PL	N;INDF;MASC;SG
paradis	раят	paradis	рай	N;MASC;SG	ADV
paradis	раят	paradis	рай	N;MASC;SG	ADV
ian	иън	ian	иън	PROPN	PROPN;INDF;MASC;SG
