panel	چھاج.	panel	چھاج.	N;NOM;MASC;SG	
łonie	منبع	łonąć	منبع	N;GEN;FEM;SG	N;NOM;MASC;SG;3
rozmnażania	توسیع	rozmnażać	توسیع	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
rozmnażania	پھیلاؤ	rozmnażać	پھیلاؤ	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
cache	دولت	cachy	دولت		N;NOM;FEM;SG;3
ciepły	(	ciepły	(	ADJ;NOM;MASC;SG	
ciepły	تاؤ	ciepły	تاؤ	ADJ;NOM;MASC;SG	
ciepły	ادماتا.	ciepły	ادمات	ADJ;NOM;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ciepły	عمل	ciepły	عمل	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
ciepły	سخت-	ciepły	سخت-	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ciepły	(	ciepły	(	ADJ;NOM;MASC;SG	
ciepły	تاؤ	ciepły	تاؤ	ADJ;NOM;MASC;SG	
ciepły	ادماتا.	ciepły	ادمات	ADJ;NOM;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ciepły	عمل	ciepły	عمل	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
ciepły	سخت-	ciepły	سخت-	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kropka	بندی	kropka	بندی	N;NOM;FEM;SG	ADJ
kropka	بُندکی	kropka	بُندکی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
kropka	مارنا	kropka	مار	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
bezdomnych	نگھرا	bezdomny	نگھرا	N;ACC;MASC;PL	PROPN;NOM;MASC;SG;3
szermierka	تلوارچلانا	szermierka	تلوارچلانا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
arki	پیٹی.	ark	پیٹی.		PROPN;NOM;MASC;SG;3
arki	صندوق	ark	صندوق		N;NOM;MASC;SG;3
ogrodzenia	تلوارچلانا	ogrodzić	تلوارچلانا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ogrodzenia	ٹالنا	ogrodzić	ٹال	N;NOM;NEUT;SG	V;SG;NFIN;ACT
ogrodzenia	گھیرنا	ogrodzić	گھیر	N;NOM;NEUT;SG	
ogrodzenia	جنگلہ	ogrodzić	جنگلہ	N;NOM;NEUT;SG	
ogrodzenia	ٹالنا	ogrodzić	ٹال	N;NOM;NEUT;SG	V;SG;NFIN;ACT
ogrodzenia	گھیرنا	ogrodzić	گھیر	N;NOM;NEUT;SG	
ogrodzenia	جنگلہ	ogrodzić	جنگلہ	N;NOM;NEUT;SG	
ogrodzenia	باڑ	ogrodzić	باڑ	N;NOM;NEUT;SG	
palenie	کھلا	palen	کھل	N;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
palenie	شدید	palen	شدید	N;NOM;NEUT;SG	ADJ
palenie	نہایت	palen	نہایت	N;NOM;NEUT;SG	ADV
palenie	ظاہر	palen	ظاہر	N;NOM;NEUT;SG	ADJ
skrzynka	ڈھوڈا.	skrzynka	ڈھوڈا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
skrzynka	ڈھانچا	skrzynka	ڈھانچا	N;NOM;FEM;SG	
rosnąć	قد	rosnąć	قد	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	مرتبے	rosnąć	مرتبہ	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	پختہ	rosnąć	پختہ	V;IPFV;NFIN;ACT	ADJ
rosnąć	بونا	rosnąć	بونا	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	اُگنا	rosnąć	اُگنا	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	ہویدا	rosnąć	ہو	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	فزوں	rosnąć	فزہ	V;IPFV;NFIN;ACT	N;NOM;MASC;PL;3
rosnąć	اپجنا.	rosnąć	اپجنا.	V;IPFV;NFIN;ACT	
rosnąć	نمو	rosnąć	نمو	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	بالغ.	rosnąć	بالغ.	V;IPFV;NFIN;ACT	
rosnąć	پھل	rosnąć	پھل	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	گدرایا	rosnąć	گدرایا	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	پیدا	rosnąć	پیدا	V;IPFV;NFIN;ACT	ADJ
rosnąć	حجم	rosnąć	حجم	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	قد	rosnąć	قد	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	مرتبے	rosnąć	مرتبہ	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	پختہ	rosnąć	پختہ	V;IPFV;NFIN;ACT	ADJ
rosnąć	بونا	rosnąć	بونا	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	اُگنا	rosnąć	اُگنا	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	ہویدا	rosnąć	ہو	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	فزوں	rosnąć	فزہ	V;IPFV;NFIN;ACT	N;NOM;MASC;PL;3
rosnąć	اپجنا.	rosnąć	اپجنا.	V;IPFV;NFIN;ACT	
rosnąć	نمو	rosnąć	نمو	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	بالغ.	rosnąć	بالغ.	V;IPFV;NFIN;ACT	
rosnąć	پھل	rosnąć	پھل	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
rosnąć	گدرایا	rosnąć	گدرایا	V;IPFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
rosnąć	پیدا	rosnąć	پیدا	V;IPFV;NFIN;ACT	ADJ
rosnąć	حجم	rosnąć	حجم	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
pik	قدر	pik	قدر		;NOM;MASC;SG;3
pik	پھننگ	pik	پھننگ		PROPN;NOM;MASC;SG;3
pik	قیمت	pik	قیمت		N;NOM;FEM;SG;3
pik	شرح	pik	شرح		N;NOM;FEM;SG;3
pik	مرگھلّا.	pik	مرگھلّا.		PROPN;NOM;MASC;SG;3
pik	تعّدد	pik	تعّدد		PROPN;NOM;MASC;SG;3
pik	خوبی	pik	خوبی		N;NOM;MASC;SG;3
pik	قسم	pik	قسم		N;NOM;MASC;SG;3
pik	تیشہ	pik	تیشہ		PROPN;NOM;MASC;SG;3
pik	پھاوڑا.	pik	پھاوڑا.		PROPN;NOM;MASC;SG;3
właściwość	دادگستری.	właściwość	دادگستری.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
właściwość	خاصیت.	właściwość	خاصیت.	N;NOM;FEM;SG	
grad	پتھروں	grada	پتھر		N;ACC;MASC;PL;3
grad	اولے	grada	اولا		PROPN;NOM;MASC;SG;3
grad	تسلیم	grada	تسلیم		N;NOM;MASC;SG;3
grad	حملہ	grada	حملہ		N;NOM;MASC;SG;3
grad	تحسین	grada	تحسین		ADJ
grad	کورنش.	grada	کورنش.		PROPN;NOM;MASC;SG;3
grad	سلام	grada	سلام		PROPN;NOM;MASC;SG;3
ważność	برجا	ważność	برجا	N;ACC;FEM;SG	V;MASC;SG;V.PTCP;ACT
ważność	جائز	ważność	جائز	N;ACC;FEM;SG	ADJ
ważność	(	ważność	(	N;ACC;FEM;SG	
ważność	معقولیت	ważność	معقولیت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
suszy	تشنگی	suszyć	تشنگی		N;NOM;MASC;SG;3
suszy	خشکی.	suszyć	خشکی.		PROPN;NOM;MASC;SG;3
suszy	سوکھا.	suszyć	سوکھا.		PROPN;NOM;MASC;SG;3
suszy	یبوست	suszyć	یبوست		PROPN;NOM;MASC;SG;3
dążyć	(	dążyć	(	V;IPFV;NFIN;ACT	
matta	ماند	matta	ماند		N;NOM;MASC;SG;3
matta	مدّھم	matta	مدّھم		PROPN;NOM;MASC;SG;3
ewolucję	گیس	ewolucja	گیس	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ewolucję	کشادگی.	ewolucja	کشادگی.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ewolucję	واقعات	ewolucja	واقع	N;ACC;FEM;SG	N;NOM;MASC;PL;3
wojownika	جنگی	wojownik	جنگی	N;ACC;MASC;SG	ADJ
mgławicy	سدیم	mgławica	سدیم	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
fontanny	soda-fountain	fontanny	soda-fountain		PROPN;NOM;MASC;SG;3
fontanny	تیل	fontanny	تیل		N;NOM;MASC;SG;3
fontanny	منبع	fontanny	منبع		N;NOM;MASC;SG;3
fontanny	soda-fountain	fontanny	soda-fountain		PROPN;NOM;MASC;SG;3
fontanny	تیل	fontanny	تیل		N;NOM;MASC;SG;3
dolly	dolly-bird	doleć	dolly-bird		PROPN;NOM;MASC;SG;3
ergo	لہٰذا	ergo	لہٰذا		CONJ
gruszka	ناشپاتی	gruszka	ناشپاتی		ADJ
kucharz	بگاڑنا	kucharz	بگاڑ	N;NOM;MASC;SG	V;NFIN;ACT
kucharz	طباخ	kucharz	طباخ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kucharz	بگاڑنا	kucharz	بگاڑ	N;NOM;MASC;SG	V;NFIN;ACT
kucharz	باورچی	kucharz	باورچی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kucharz	طباخ	kucharz	طباخ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kucharz	باورچی	kucharz	باورچی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
szaniec	پشتہ	szaniec	پشتہ	V;IPFV;IND;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
wyjątkowych	استثنائی.	wyjątkowy	استثنائی.	ADJ;GEN;MASC;PL	N;NOM;MASC;SG;3
wyjątkowych	نمایاں.	wyjątkowy	نمایاں.	ADJ;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
zimno	جوش	zimno	جوش		N;NOM;MASC;SG;3
zimno	بالکل	zimno	بالکل		CONJ
zimno	جذبہ	zimno	جذبہ		N;NOM;MASC;SG;3
zimno	مہر	zimno	مہر		N;NOM;MASC;SG;3
zimno	زکام	zimno	زکام		N;NOM;MASC;SG;3
zimno	مدّھم	zimno	مدّھم		PROPN;NOM;MASC;SG;3
zimno	یکلخت	zimno	یکلخت		N;NOM;MASC;SG;3
zimno	شیتل	zimno	شیتل		PROPN;NOM;MASC;SG;3
zimno	جوش	zimno	جوش		N;NOM;MASC;SG;3
zimno	سرد	zimno	سرد		N;NOM;MASC;SG;3
zimno	بالکل	zimno	بالکل		CONJ
zimno	جذبہ	zimno	جذبہ		N;NOM;MASC;SG;3
zimno	بارِد	zimno	بارِد		PROPN;NOM;MASC;SG;3
zimno	نزلہ	zimno	نزلہ		N;NOM;MASC;SG;3
zimno	مہر	zimno	مہر		N;NOM;MASC;SG;3
zimno	زکام	zimno	زکام		N;NOM;MASC;SG;3
zimno	مدّھم	zimno	مدّھم		PROPN;NOM;MASC;SG;3
zimno	یکلخت	zimno	یکلخت		N;NOM;MASC;SG;3
zimno	شیتل	zimno	شیتل		PROPN;NOM;MASC;SG;3
wydzielania	ریزش.	wydzielać	ریزش.	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wydzielania	اخفا	wydzielać	اخفا	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	
wydzielania	پوشیدگی	wydzielać	پوشیدگی	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
drapieżne	ظالم	drapieżny	ظالم	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
radykalnie	بڑھیا	radykalnie	بڑھیا	ADV	V;PFV;FEM;SG;V.PTCP;ACT
radykalnie	اساس	radykalnie	اساس	ADV	N;NOM;MASC;SG;3
radykalnie	اساسی-	radykalnie	اساسی-	ADV	N;NOM;MASC;SG;3
radykalnie	جڑ	radykalnie	جڑ	ADV	N;NOM;MASC;SG;3
radykalnie	عمیق	radykalnie	عمیق	ADV	PROPN;NOM;MASC;SG;3
obliczania	کائیاں.	obliczać	کائی	N;GEN;NEUT;SG;POS;V.MSDR	V;FEM;PL;FIN;ACT
obliczania	چالاک	obliczać	چالاک	N;GEN;NEUT;SG;POS;V.MSDR	ADJ;NOM;MASC;SG
obliczania	کائیاں.	obliczać	کائی	N;GEN;NEUT;SG;POS;V.MSDR	V;FEM;PL;FIN;ACT
pieniężnej	زری	pieniężny	زری	ADJ;GEN;FEM;SG	N;NOM;MASC;SG;3
piorun	گرجنا	piorun	گرجنا		V;MASC;SG;NFIN;ACT
piorun	رعد	piorun	رعد		PROPN;NOM;MASC;SG;3
piorun	چٹخنی	piorun	چٹخنی		PROPN;NOM;MASC;SG;3
piorun	فرار	piorun	فرار		N;NOM;MASC;SG;3
piorun	چُننا.	piorun	چُننا.		PROPN;NOM;MASC;SG;3
piorun	سٹکنا.	piorun	سٹکنا.		PROPN;NOM;MASC;SG;3
piorun	بیننا	piorun	بین		V;SG;NFIN;ACT
guzik	ٹانکنا-	guzik	ٹانکنا-	N;NOM;MASC;SG	
guzik	تکمہ	guzik	تکمہ	N;NOM;MASC;SG	
guzik	شمشیرزنی	guzik	شمشیرزنی	N;NOM;MASC;SG	ADJ
guzik	ٹانکنا-	guzik	ٹانکنا-	N;NOM;MASC;SG	
guzik	تکمہ	guzik	تکمہ	N;NOM;MASC;SG	
guzik	بٹن	guzik	بٹن	N;NOM;MASC;SG	
guzik	شمشیرزنی	guzik	شمشیرزنی	N;NOM;MASC;SG	ADJ
obróbka	برتاؤ	obróbka	برتاؤ	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;MASC;SG;3
obróbka	علاج.	obróbka	علاج.	V;IPFV;IND;SG;PRS;FIN;ACT	
obróbka	سلوک	obróbka	سلوک	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;MASC;SG;3
skarga	نالش	skarga	نالش	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
skarga	فریاد.	skarga	فریاد.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
skarga	شکوہ	skarga	شکوہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
skarga	مرض.	skarga	مرض.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
nomenklatury	اصولی	nomenklatura	اصولی	N;GEN;FEM;SG	ADJ
nomenklatury	فہرست	nomenklatura	فہرست	N;GEN;FEM;SG	N;NOM;FEM;SG;3
widowisko	تماشا	widowisko	تماشا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
onkologii	سلعیات	onkologia	سلعیات		N;NOM;MASC;PL;3
moralność	مقولہ	moralność	مقولہ	N;NOM;FEM;SG	ADJ
państwowości	باقاعدہ	państwowość	باقاعدہ	N;GEN;FEM;SG	ADJ
pragnąc	خواہشمند	pragnąć	خواہشمند	V;IPFV;PRS;V.CVB;ACT	ADJ
pragnąc	متمنی	pragnąć	متمنی	V;IPFV;PRS;V.CVB;ACT	ADJ
crimson	سرخ	crimson	سرخ		ADJ
witaj	سلامت	witać	سلامت	V;IPFV;IMP;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
witaj	مبارک	witać	مبارک	V;IPFV;IMP;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
witaj	(	witać	(	V;IPFV;IMP;SG;2;FIN;ACT	
noga	پائینچہ.	noga	پائینچہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
bicie	شکست.	bić	شکست.		PROPN;NOM;MASC;SG;3
współpracują	غداری	współpracować	غداری	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
nastroju	امر	nastrój	امر	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
nastroju	بدمزاجی.	nastrój	بدمزاجی.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
nastroju	بیزاری	nastrój	بیزاری	N;GEN;MASC;SG	N;NOM;MASC;SG;3
bezpośrednia	to	bezpośredni	to	ADJ;NOM;FEM;SG	
bezpośrednia	اشارے	bezpośredni	اشارہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
bezpośrednia	انتظام	bezpośredni	انتظام	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
bezpośrednia	انصرام	bezpośredni	انصرام	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
skończyć	مکمل	skończyć	مکمل	V;PFV;NFIN;ACT	ADJ
skończyć	لکڑی	skończyć	لکڑی	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
skończyć	تہذیب	skończyć	تہذیب	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
taktyka	تعیناتی	taktyka	تعیناتی	N;NOM;FEM;SG	ADJ
taktyka	پینترا.	taktyka	پینترا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
taktyka	چال	taktyka	چال	N;NOM;FEM;SG	;MASC;SG;3
dzwonek	اکمامہ.	dzwonek	اکمامہ.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
dzwonek	(	dzwonek	(	N;ACC;MASC;SG	
dzwonek	موڑنا.	dzwonek	موڑنا.	N;ACC;MASC;SG	V;NFIN;ACT
głosujemy	ووٹ-	głosować	ووٹ-	V;IPFV;IND;PL;1;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
głosujemy	against	głosować	against	V;IPFV;IND;PL;1;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
głosujemy	رائے	głosować	رائے	V;IPFV;IND;PL;1;PRS;FIN;ACT	N;NOM;MASC;SG;3
głosujemy	ووٹ-	głosować	ووٹ-	V;IPFV;IND;PL;1;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
głosujemy	against	głosować	against	V;IPFV;IND;PL;1;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
cedar	چیڑ	cedar	چیڑ	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
cedar	پھیلتا	cedar	پھیل	V;IPFV;IND;SG;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
maści	بلسان.	maść	بلسان.		PROPN;NOM;MASC;SG;3
maści	بلسان.	maść	بلسان.		PROPN;NOM;MASC;SG;3
maści	مرہم	maść	مرہم		ADJ
pace	دھیمی	pac	دھیمی		N;NOM;MASC;SG;3
pace	دھیمی	pac	دھیمی		N;NOM;MASC;SG;3
creed	مسلک	creed	مسلک		N;NOM;MASC;SG;3
creed	معتقدات	creed	معتقد		N;NOM;MASC;SG;3
stabilna	اصطبل.	stabilny	اصطبل.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
stabilna	چوٹ	stabilny	چوٹ	ADJ;NOM;FEM;SG	V;ACT
stabilna	استوار	stabilny	استوار	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
stabilna	پکاّ	stabilny	پکاّ	ADJ;NOM;FEM;SG	
yard	باڑا	yard	باڑا		PROPN;NOM;MASC;SG;3
yard	احاطہ	yard	احاطہ		N;NOM;MASC;SG;3
imigranci	مہاجر	imigrant	مہاجر	N;NOM;MASC;PL	N;NOM;MASC;SG;3
imigranci	ہجرتی.	imigrant	ہجرتی.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
branch	دریا	branch	دریا		N;NOM;MASC;SG;3
świetne	مقدار	świetny	مقدار	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	شوقین	świetny	شوقین	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	برتر	świetny	برتر	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	وسعت	świetny	وسعت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	فاضل.	świetny	فاضل.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
świetne	اکبر	świetny	اکبر	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
świetne	مقدار	świetny	مقدار	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	شوقین	świetny	شوقین	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	برتر	świetny	برتر	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	وسعت	świetny	وسعت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
świetne	فاضل.	świetny	فاضل.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
świetne	اکبر	świetny	اکبر	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
świetne	عظیم	świetny	عظیم	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zdobycz	صید.	zdobyczyć	صید.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
zdobycz	(	zdobyczyć	(	N;NOM;FEM;SG	
dziewica	اچھوتی.	dziewica	اچھوتی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	ناری	dziewica	ناری	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	کنواری.	dziewica	کنواری.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	بھولا	dziewica	بھولا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
dziewica	باکرہ	dziewica	باکرہ	N;NOM;FEM;SG	
dziewica	انیلی-	dziewica	انیلی-	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	اچھوتی.	dziewica	اچھوتی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	ناری	dziewica	ناری	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	کنواری.	dziewica	کنواری.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	بھولا	dziewica	بھولا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
dziewica	باکرہ	dziewica	باکرہ	N;NOM;FEM;SG	
dziewica	انیلی-	dziewica	انیلی-	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziewica	دوشیزہ	dziewica	دوشیزہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dożywocie	اصلی	dożywocie	اصلی	N;NOM;NEUT;SG	ADJ
dożywocie	اضطرار	dożywocie	اضطرار	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dożywocie	باری	dożywocie	باری	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dożywocie	حقیقی	dożywocie	حقیقی	N;NOM;NEUT;SG	ADJ
dożywocie	چونچالی	dożywocie	چونچالی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dożywocie	اصلی	dożywocie	اصلی	N;NOM;NEUT;SG	ADJ
dożywocie	جان	dożywocie	جان	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dożywocie	اضطرار	dożywocie	اضطرار	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dożywocie	باری	dożywocie	باری	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dożywocie	حقیقی	dożywocie	حقیقی	N;NOM;NEUT;SG	ADJ
dożywocie	چونچالی	dożywocie	چونچالی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
kampus	یونیورسٹی.	kampus	یونیورسٹی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gęsi	بدّھو	gęs	بدّھو		PROPN;NOM;MASC;SG;3
sympatii	شرکت	sympatia	شرکت	N;GEN;FEM;SG	N;NOM;MASC;SG;3
sympatii	اکثربعدہ	sympatia	اکثربعدہ	N;GEN;FEM;SG	ADJ
sympatii	ہمدردی.	sympatia	ہمدردی.	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
sympatii	تعزیت.	sympatia	تعزیت.	N;GEN;FEM;SG	ADJ
kryminalne	قبیح.	kryminalny	قبیح.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
kryminalne	مجرم	kryminalny	مجرم	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
pryzmat	مستوی	pryzmat	مستوی		ADJ
pryzmat	مخروط	pryzmat	مخروط		PROPN;NOM;MASC;SG;3
pryzmat	مستوی	pryzmat	مستوی		ADJ
pryzmat	منشور	pryzmat	منشور		N;NOM;MASC;SG;3
pryzmat	مخروط	pryzmat	مخروط		PROPN;NOM;MASC;SG;3
sprawdzanie	تنقیہ	sprawdzać	تنقیہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
sprawdzanie	تھامنا	sprawdzać	تھامنا	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;SG;NFIN;ACT
sprawdzanie	ڈانٹنا	sprawdzać	ڈانٹ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
sprawdzanie	بندش	sprawdzać	بندش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
sprawdzanie	تنقیہ	sprawdzać	تنقیہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
sprawdzanie	تھامنا	sprawdzać	تھامنا	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;SG;NFIN;ACT
sprawdzanie	ڈانٹنا	sprawdzać	ڈانٹ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
sprawdzanie	بندش	sprawdzać	بندش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
nerwy	مچھلی.	nerwy	مچھلی.		PROPN;NOM;MASC;SG;3
nerwy	بہادری	nerwy	بہادری		N;NOM;FEM;SG;3
nerwy	رگ	nerwy	رگ		N;NOM;MASC;SG;3
nerwy	مچھلی.	nerwy	مچھلی.		PROPN;NOM;MASC;SG;3
nerwy	بہادری	nerwy	بہادری		N;NOM;FEM;SG;3
arrow	بان	arrow	بان		PROPN;NOM;MASC;SG;3
leach	نتھارنا	leach	نتھارنا		V;SG;NFIN;ACT
dobrobytu	کامیابی.	dobrobyt	کامیابی.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
dobrobytu	خوشحالی	dobrobyt	خوشحالی	N;GEN;MASC;SG	ADJ
dobrobytu	کامیابی.	dobrobyt	کامیابی.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
dobrobytu	خوشحالی	dobrobyt	خوشحالی	N;GEN;MASC;SG	ADJ
dobrobytu	فراخی	dobrobyt	فراخی	N;GEN;MASC;SG	ADJ
polaryzacji	قطبیت	polaryzacja	قطبیت	N;GEN;FEM;SG	N;NOM;MASC;SG;3
polaryzacji	تضاد	polaryzacja	تضاد	N;GEN;FEM;SG	N;NOM;MASC;SG;3
ogrodnik	مالی.	ogrodnik	مالی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ogrodnik	مالی.	ogrodnik	مالی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ogrodnik	باغبان	ogrodnik	باغبان	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
stos	مخمل	stos	مخمل	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
stos	تودہ.	stos	تودہ.	N;NOM;MASC;SG	
stos	in	stos	in	N;NOM;MASC;SG	
stos	on	stos	on	N;NOM;MASC;SG	
stos	اون.	stos	اون.	N;NOM;MASC;SG	
