категорія	catégories	категорія	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
необхідних	indispensable	необхідний	indispensable	ADJ;GEN;PL	ADJ;MASC;SG
необхідних	essentielle	необхідний	essentiel	ADJ;GEN;PL	ADJ;FEM;SG
мкс	iss	мкс	iss	INTJ	PROPN
мкс	expédition	мкс	expédition	INTJ	N;FEM;SG
мкс	expedition	мкс	expedition	INTJ	N;FEM;SG
дотримання	adhérant	дотримання	adhérant	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
продовжити	continue	продовжити	continu	V;PFV;NFIN	ADJ;FEM;SG
продовжити	cv	продовжити	cv	V;PFV;NFIN	N;MASC;SG
драматичного	dramatiques	драматичний	dramatique	ADJ;GEN;MASC;SG	ADJ;MASC;PL
величезний	énormes	величезний	énorme	ADJ;NOM;MASC;SG	ADJ;MASC;PL
величезний	vastes	величезний	vaste	ADJ;NOM;MASC;SG	ADJ;MASC;PL
скупчення	grappes	скупчення	grappe	N;INAN;NOM;NEUT;SG	N;FEM;PL
мирного	pacifiques	мирний	pacifique	ADJ;GEN;MASC;SG	ADJ;MASC;PL
мирного	paisibles	мирний	paisible	ADJ;GEN;MASC;SG	ADJ;MASC;PL
колони	colum	колон	colum	N;INAN;NOM;FEM;PL	PROPN
маленькі	petit	маленький	petit	ADJ;NOM;PL	ADJ;MASC;SG
маленькі	petite	маленький	petit	ADJ;NOM;PL	ADJ;FEM;SG
маленькі	petit	маленький	petit	ADJ;NOM;PL	ADJ;MASC;SG
маленькі	peu	маленький	peu	ADJ;NOM;PL	ADV
маленькі	petite	маленький	petit	ADJ;NOM;PL	ADJ;FEM;SG
маленькі	minuscule	маленький	minuscule	ADJ;NOM;PL	ADJ;MASC;SG
маленькі	minuscules	маленький	minuscule	ADJ;NOM;PL	N;FEM;PL
маленькі	tiny	маленький	tiny	ADJ;NOM;PL	PROPN
емблема	armoiries	емблема	armoirie	N;INAN;NOM;FEM;SG	N;FEM;PL
емблема	phoques	емблема	phoque	N;INAN;NOM;FEM;SG	N;MASC;PL
монголії	mongolie	монголія	mongolie	PROPN;INAN;GEN;FEM;SG	N;FEM;SG
колумбія	colombie	колумбія	colombie	N;INAN;NOM;FEM;SG	PROPN
колумбія	columbia	колумбія	columbia	N;INAN;NOM;FEM;SG	PROPN
колумбія	colombie	колумбія	colombie	N;INAN;NOM;FEM;SG	PROPN
традиційні	traditionnel	традиційний	traditionnel	ADJ;NOM;PL	ADJ;MASC;SG
традиційні	traditionnelle	традиційний	traditionnel	ADJ;NOM;PL	ADJ;FEM;SG
зменшується	décroissante	зменшуватися	décroissant	V;IPFV;IND;SG;3;PRS;FIN	ADJ;FEM;SG
ісландії	islande	ісландія	islande	PROPN;INAN;GEN;FEM;SG	ADJ;MASC;SG
переможці	gagnants	переможець	gagnant	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
єлизавета	elizabeth	єлизавета	elizabeth	N;ANIM;NOM;FEM;SG	ADJ;MASC;SG
джозеф	joseph	джозеф	joseph	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
керує	poignées	керувати	poignée	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
лас	las	лас	el		PROPN
псевдонім	nick	псевдонім	nick	N;INAN;NOM;MASC;SG	PROPN
псевдонім	alias	псевдонім	alias	N;INAN;NOM;MASC;SG	ADV
псевдонім	pseudonymes	псевдонім	pseudonyme	N;INAN;NOM;MASC;SG	N;MASC;PL
вирушив	parcourus	вирушити	parcourir	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
франческо	francesco	франческо	francesco	PROPN;ANIM;NOM;FEM;SG	PROPN
розі	rose	роз	rose		ADJ;FEM;SG
розі	rosé	роз	rosé		V;MASC;SG;PST;V.PTCP
розі	rosie	роз	rosie		N;FEM;SG
пошкодження	dégats	пошкодження	dégat	N;INAN;NOM;NEUT;SG	N;MASC;PL
пошкодження	dommages	пошкодження	dommage	N;INAN;NOM;NEUT;SG	N;MASC;PL
пошкодження	dégâts	пошкодження	dégât	N;INAN;NOM;NEUT;SG	N;MASC;PL
пошкодження	dommage	пошкодження	dommage	N;INAN;NOM;NEUT;SG	INTJ
нащадки	descendance	нащадок	descendance	N;ANIM;NOM;MASC;PL	N;FEM;SG
нідерландах	hollande	нідерланда	hollande	N;INAN;ESS	N;MASC;SG
сенс	signifiant	сенс	signifier	N;INAN;NOM;MASC;SG	V;PRS;V.PTCP
альфред	alfred	альфред	alfred	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
лгбт	lgbt	лгбт	lgbt	PROPN;INAN;NOM;FEM;SG	ADJ;MASC;SG
лгбт	homosexualité	лгбт	homosexualité	PROPN;INAN;NOM;FEM;SG	N;FEM;SG
дружби	amitié	дружба	amitié	N;INAN;NOM;FEM;PL	N;FEM;SG
міннесота	minnesota	міннесота	minnesota	N;INAN;NOM;FEM;SG	PROPN
американці	américains	американець	américain	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
рот	pourrir	рот	pourrir	N;INAN;NOM;MASC;SG	V;NFIN
рот	bouches	рот	bouche	N;INAN;NOM;MASC;SG	N;FEM;PL
рот	roth	рот	roth	N;INAN;NOM;MASC;SG	PROPN
популярний	populaires	популярний	populaire	ADJ;NOM;MASC;SG	ADJ;MASC;PL
незалежні	indépendant	незалежний	indépendant	ADJ;NOM;PL	ADJ;MASC;SG
незалежні	indépendante	незалежний	indépendant	ADJ;NOM;PL	ADJ;FEM;SG
денис	denys	денис	deny	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
денис	dennis	денис	dennis	PROPN;ANIM;NOM;MASC;SG	PROPN
денис	denis	денис	denis	PROPN;ANIM;NOM;MASC;SG	PROPN
денис	denis	денис	denis	PROPN;ANIM;NOM;MASC;SG	PROPN
вирішила	décidés	вирішити	décider	V;PFV;FEM;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
записів	entrées	запис	entrée	N;INAN;GEN;MASC;PL	V;FEM;PL;PST;V.PTCP
електроенергії	electricité	електроенергія	electricité	N;INAN;NOM;FEM;PL	N;FEM;SG
електроенергії	électricité	електроенергія	électricité	N;INAN;NOM;FEM;PL	N;FEM;SG
кожні	chaque	кожний	chaque	NUM;NOM	DET;FEM;SG
відсутній	absents	відсутній	absent	ADJ;NOM;MASC;SG	ADJ;MASC;PL
відсутній	absentes	відсутній	absent	ADJ;NOM;MASC;SG	ADJ;FEM;PL
відсутній	aucun	відсутній	aucun	ADJ;NOM;MASC;SG	PRO;MASC;SG
відсутній	néant	відсутній	néant	ADJ;NOM;MASC;SG	N;MASC;SG
відсутній	aucune	відсутній	aucun	ADJ;NOM;MASC;SG	DET;FEM;SG;NEG
відсутній	manquants	відсутній	manquant	ADJ;NOM;MASC;SG	ADJ;MASC;PL
відсутній	manque	відсутній	manque	ADJ;NOM;MASC;SG	N;MASC;SG
відсутній	manquant	відсутній	manquer	ADJ;NOM;MASC;SG	V;PRS;V.PTCP
відсутній	disparu	відсутній	disparaître	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
напруги	tension	напруга	tension	N;INAN;NOM;FEM;PL	N;FEM;SG
напруги	voltage	напруга	voltage	N;INAN;NOM;FEM;PL	N;MASC;SG
вдосконалення	perfectionner	вдосконалення	perfectionner	N;INAN;NOM;NEUT;SG	V;NFIN
вдосконалення	améliorations	вдосконалення	amélioration	N;INAN;NOM;NEUT;SG	N;FEM;PL
вдосконалення	améliorer	вдосконалення	améliorer	N;INAN;NOM;NEUT;SG	V;NFIN
звичайні	ordinaire	звичайний	ordinaire	ADJ;NOM;PL	ADJ;MASC;SG
звичайні	habituel	звичайний	habituel	ADJ;NOM;PL	ADJ;MASC;SG
звичайні	habituelle	звичайний	habituel	ADJ;NOM;PL	ADJ;FEM;SG
межа	limites	межа	limite	N;INAN;NOM;FEM;SG	N;FEM;PL
межа	limiter	межа	limiter	N;INAN;NOM;FEM;SG	V;NFIN
межа	frontalier	межа	frontalier	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
межа	frontières	межа	frontière	N;INAN;NOM;FEM;SG	N;FEM;PL
червоне	rouges	червоний	rouge	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
соціальний	sociaux	соціальний	social	ADJ;NOM;MASC;SG	ADJ;MASC;PL
проведена	construite	проведений	construire	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
проведена	construit	проведений	construire	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
проведена	construits	проведений	construire	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
тім	tim	той	tim		PROPN
програв	perdues	програти	perdre	V;PFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
програв	lost	програти	lost	V;PFV;MASC;IND;SG;PST;FIN	PROPN
програв	perdus	програти	perdre	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
меса	mesa	меса	mesa	N;INAN;NOM;FEM;SG	PROPN
меса	missa	меса	missa	N;INAN;NOM;FEM;SG	PROPN
мон	mont	мон	mont		N;MASC;SG
мон	mon	мон	son		DET;MASC;SG
мон	lun	мон	lun		N;MASC;SG
екс	aix	екс	aix		PROPN
перекладачі	traducteur	перекладач	traducteur	N;ANIM;NOM;MASC;PL	N;MASC;SG
аргентина	argentine	аргентин	argentin	PROPN;INAN;NOM;FEM;SG	ADJ;FEM;SG
передачу	transmettre	передача	transmettre	N;INAN;ACC;FEM;SG	V;NFIN
виконавець	artistes	виконавець	artiste	N;ANIM;NOM;MASC;SG	N;MASC;PL
образу	rétrogradé	образ	rétrogradé	N;INAN;GEN;MASC;SG	V;MASC;SG;PST;V.PTCP
виправити	fix	виправити	fix	V;PFV;NFIN	N;MASC;SG
виправити	correctif	виправити	correctif	V;PFV;NFIN	N;MASC;SG
виправити	exact	виправити	exact	V;PFV;NFIN	ADJ;MASC;SG
виправити	correct	виправити	correct	V;PFV;NFIN	ADJ;MASC;SG
виправити	correcte	виправити	correct	V;PFV;NFIN	ADJ;FEM;SG
виявилися	cadenas	виявитися	cadenas	V;PFV;IND;PL;PST;FIN	N;MASC;SG
корея	corée	корея	corée	PROPN;INAN;NOM;FEM;SG	PROPN
корея	coréenne	корея	coréen	PROPN;INAN;NOM;FEM;SG	ADJ;FEM;SG
юридичний	légales	юридичний	légal	ADJ;NOM;MASC;SG	ADJ;FEM;PL
транспортування	volumineux	транспортування	volumineux	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
транспортування	encombrant	транспортування	encombrer	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
транспортування	volumineuses	транспортування	volumineux	N;INAN;NOM;NEUT;SG	ADJ;FEM;PL
транспортування	transports	транспортування	transport	N;INAN;NOM;NEUT;SG	N;MASC;PL
визначні	remarquable	визначний	remarquable	ADJ;NOM;PL	ADJ;MASC;SG
вела	vela	вести	vela	V;IPFV;FEM;IND;SG;PST;FIN	PROPN
щойно	just	щойно	just	ADV	INTJ
скоро	bientot	скоро	bientot	ADV	INTJ
присвятив	dédiés	присвятити	dédier	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
присвятив	consacre	присвятити	consacrer	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PRS;FIN
присвятив	dédie	присвятити	dédier	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PRS;FIN
ваші	votre	ваш	son	DET;NOM;PL;2	DET;MASC;SG
ваші	vôtre	ваш	vôtre	DET;NOM;PL;2	INTJ
відсотків	pourcent	відсоток	pouvoir	N;INAN;GEN;MASC;PL	N;MASC;SG
відсотків	pourcentage	відсоток	pourcentage	N;INAN;GEN;MASC;PL	N;MASC;SG
франциско	francisco	франциско	francisco	PROPN;ANIM;NOM;MASC;SG	PROPN
їхнє	leur	їхній	lui	DET;NOM;NEUT;SG;3	PRO;PL;3
їхнє	leurs	їхній	son	DET;NOM;NEUT;SG;3	DET;MASC;PL
мзс	amf	мзс	amf	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
інформаційні	instructif	інформаційний	instructif	ADJ;NOM;PL	ADJ;MASC;SG
інформаційні	informative	інформаційний	informatif	ADJ;NOM;PL	ADJ;FEM;SG
інформаційні	informatif	інформаційний	informatif	ADJ;NOM;PL	ADJ;MASC;SG
домашніх	domestique	домашній	domestique	ADJ;ACC;PL	ADJ;MASC;SG
домашніх	animaux	домашній	animal	ADJ;ACC;PL	N;MASC;PL
латинської	latin	латинський	latin	ADJ;GEN;FEM;SG	N;MASC;SG
латинської	latines	латинський	latin	ADJ;GEN;FEM;SG	ADJ;FEM;PL
московська	moscou	московський	moscou	ADJ;NOM;FEM;SG	PROPN
експозиції	exposition	експозиція	exposition	N;INAN;NOM;FEM;PL	N;FEM;SG
сербія	serbie	сербія	serbier	PROPN;INAN;NOM;FEM;SG	PROPN
координат	coordonner	координат	coordonner	N;INAN;NOM;FEM;SG	V;NFIN
координат	coordonnée	координат	coordonné	N;INAN;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
координат	coordonné	координат	coordonner	N;INAN;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
кнр	rpc	кнр	rpc		N;MASC;SG
принцеса	princess	принцес	princess	N;ANIM;NOM;FEM;SG	PROPN
принцеса	princesses	принцес	princesse	N;ANIM;NOM;FEM;SG	N;FEM;PL
приватні	privée	приватний	priver	ADJ;NOM;PL	V;FEM;SG;PST;V.PTCP
приватні	privé	приватний	privé	ADJ;NOM;PL	ADJ;MASC;SG
приватні	privés	приватний	priver	ADJ;NOM;PL	V;MASC;PL;PST;V.PTCP
угорський	hongroises	угорський	hongrois	ADJ;NOM;MASC;SG	ADJ;FEM;PL
вітер	éolienne	вітер	éolien	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
вітер	vents	вітер	vent	N;INAN;NOM;MASC;SG	N;MASC;PL
електронний	électroniques	електронний	électronique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
небо	sky	небо	sky	N;INAN;NOM;NEUT;SG	PROPN
небо	ciels	небо	ciel	N;INAN;NOM;NEUT;SG	N;MASC;PL
небо	ciels	небо	ciel	N;INAN;NOM;NEUT;SG	N;MASC;PL
небо	cieux	небо	ciel	N;INAN;NOM;NEUT;SG	N;MASC;PL
постійні	persistant	постійний	persister	ADJ;NOM;PL	ADJ;MASC;SG
постійні	persistante	постійний	persistant	ADJ;NOM;PL	ADJ;FEM;SG
дитячої	nourrisson	дитячий	nourrisson	ADJ;GEN;FEM;SG	N;MASC;SG
смуга	chaussée	смуга	chaussée	N;INAN;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
дискусії	discussion	дискусія	discussion	N;INAN;NOM;FEM;PL	N;FEM;SG
дискусії	débat	дискусія	débat	N;INAN;NOM;FEM;PL	N;MASC;SG
дискусії	débat	дискусія	débat	N;INAN;NOM;FEM;PL	N;MASC;SG
вирішити	détermination	вирішити	détermination	V;PFV;NFIN	N;FEM;SG
жертви	victime	жертва	victime	N;INAN;NOM;FEM;PL	N;FEM;SG
натуральне	subsistance	натуральний	subsistance	ADJ;NOM;NEUT;SG	N;FEM;SG
лежать	mensonge	лежати	mensonge	V;IPFV;IND;PL;3;PRS;FIN	N;MASC;SG
лежать	mensonges	лежати	mensonge	V;IPFV;IND;PL;3;PRS;FIN	N;MASC;PL
світовий	monde	світовий	monde	ADJ;NOM;MASC;SG	N;MASC;SG
карло	carlo	карло	carlo	PROPN;ANIM;NOM;MASC;SG	PROPN
подобається	comme	подобатися	comme	V;IPFV;IND;SG;3;PRS;FIN	ADP
подобається	aiment	подобатися	aimer	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
подобається	genre	подобатися	genre	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
подобається	aimez	подобатися	aimer	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
єна	jena	єно	jenir		PROPN
вчився	étudiées	вчитися	étudier	V;IPFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
вчився	étudiés	вчитися	étudier	V;IPFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
сон	dormir	сон	dormir	N;INAN;NOM;MASC;SG	V;NFIN
сон	dors	сон	dors	N;INAN;NOM;MASC;SG	INTJ
сон	rêves	сон	rêve	N;INAN;NOM;MASC;SG	N;MASC;PL
сон	dream	сон	dream	N;INAN;NOM;MASC;SG	PROPN
сон	rêver	сон	rêver	N;INAN;NOM;MASC;SG	V;NFIN
сон	chanté	сон	chanter	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
сон	sung	сон	sung	N;INAN;NOM;MASC;SG	
сон	chantée	сон	chanter	N;INAN;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
сон	rêvant	сон	rêver	N;INAN;NOM;MASC;SG	V;PRS;V.PTCP
сон	rêver	сон	rêver	N;INAN;NOM;MASC;SG	V;NFIN
міжнародне	internationaux	міжнародний	international	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
заг	zag	заг	zag		N;MASC;SG
збереглося	conservés	зберегтися	conserver	V;PFV;NEUT;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
збереглося	conservées	зберегтися	conserver	V;PFV;NEUT;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
студент	étudiante	студент	étudiant	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
студент	étudiants	студент	étudiant	N;ANIM;NOM;MASC;SG	N;MASC;PL
наполеона	napoléon	наполеона	napoléon	PROPN;INAN;NOM;FEM;SG	N;MASC;SG
руку	hand	рука	hand	N;INAN;ACC;FEM;SG	PROPN
іванов	ivanov	іванов	ivanov	PROPN;ANIM;NOM;MASC;SG	PROPN
тими	ceux	той	celui	DET;INS;PL	PRO;MASC;PL
документальний	documentaire	документальний	documentaire	ADJ;NOM;MASC;SG	N;MASC;SG
документальний	documentaires	документальний	documentaire	ADJ;NOM;MASC;SG	ADJ;MASC;PL
йозеф	jozef	йозеф	jozef	PROPN;ANIM;NOM;MASC;SG	PROPN
йозеф	joseph	йозеф	joseph	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
йозеф	josef	йозеф	josef	PROPN;ANIM;NOM;MASC;SG	PROPN
труднощі	troubles	труднощі	trouble	N;INAN;NOM;MASC;PL	ADJ;MASC;PL
ріка	rika	ріка	rika	N;INAN;NOM;FEM;SG	PROPN
випускає	pousses	випускати	pousse	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
маленький	peu	маленький	peu	ADJ;NOM;MASC;SG	ADV
заміни	joker	заміна	joker	N;INAN;NOM;FEM;PL	N;MASC;SG
заміни	wildcard	заміна	wildcard	N;INAN;NOM;FEM;PL	PROPN
лариса	larissa	лариса	larissa	PROPN;ANIM;NOM;FEM;SG	PROPN
підготував	préparés	підготувати	préparer	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
підготував	préparées	підготувати	préparer	V;PFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
співпрацю	collaborant	співпраця	collaborer	N;INAN;ACC;FEM;SG	V;PRS;V.PTCP
співпрацю	collaborer	співпраця	collaborer	N;INAN;ACC;FEM;SG	V;NFIN
співпрацю	coopérations	співпраця	coopération	N;INAN;ACC;FEM;SG	N;FEM;PL
лісовий	chamois	лісовий	chamois	ADJ;NOM;MASC;SG	N;MASC;SG
лісовий	buff	лісовий	buff	ADJ;NOM;MASC;SG	PROPN
хлопець	guy	хлопець	guy	N;ANIM;NOM;MASC;SG	PROPN
грецькі	grecs	грецький	grec	ADJ;NOM;PL	N;MASC;PL
грецькі	grecque	грецький	grec	ADJ;NOM;PL	ADJ;FEM;SG
грецькі	grec	грецький	grec	ADJ;NOM;PL	ADJ;MASC;SG
мексика	mexique	мексик	mexique	PROPN;INAN;NOM;FEM;SG	ADJ;MASC;SG
проводили	mené	проводити	mener	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
опубліковані	publiée	опублікований	publier	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
опубліковані	affiché	опублікований	afficher	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
опубліковані	posté	опублікований	posté	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
опубліковані	publié	опублікований	publier	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
дрібними	décroissant	дрібний	décroissant	ADJ;INS;PL	V;PRS;V.PTCP
модифікація	révisions	модифікація	révision	N;INAN;NOM;FEM;SG	N;FEM;PL
заборону	bannir	заборона	bannir	N;INAN;ACC;FEM;SG	V;NFIN
заборону	interdire	заборона	interdire	N;INAN;ACC;FEM;SG	V;NFIN
глибоко	profond	глибоко	profond	ADV	ADJ;MASC;SG
глибоко	profonds	глибоко	profond	ADV	ADJ;MASC;PL
глибоко	deep	глибоко	deep	ADV	PROPN
глибоко	profonde	глибоко	profond	ADV	ADJ;FEM;SG
вірменія	arménienne	вірменія	arménien	PROPN;INAN;NOM;FEM;SG	ADJ;FEM;SG
вірменія	arménie	вірменія	arménie	PROPN;INAN;NOM;FEM;SG	PROPN
серйозно	sérieux	серйозно	sérieux	ADV	ADJ;MASC;SG
серйозно	serieux	серйозно	serieux	ADV	ADJ;MASC;SG
серйозно	graves	серйозно	grave	ADV	ADJ;MASC;PL
серйозно	grave	серйозно	grave	ADV	ADJ;MASC;SG
серйозно	sérieuse	серйозно	sérieux	ADV	ADJ;FEM;SG
серйозно	sérieux	серйозно	sérieux	ADV	ADJ;MASC;SG
серйозно	serieux	серйозно	serieux	ADV	ADJ;MASC;SG
словаччині	slovaquie	словаччина	slovaquie	PROPN;INAN;DAT;FEM;SG	PROPN
георг	georges	георг	george	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
георг	george	георг	george	PROPN;ANIM;NOM;MASC;SG	PROPN
георг	georg	георг	georg	PROPN;ANIM;NOM;MASC;SG	PROPN
дивно	étrange	дивно	étrange	ADV	ADJ;MASC;SG
дивно	bizarre	дивно	bizarre	ADV	ADJ;MASC;SG
дивно	etrange	дивно	etrange	ADV	ADJ;MASC;SG
дивно	étrange	дивно	étrange	ADV	ADJ;MASC;SG
дивно	bizarre	дивно	bizarre	ADV	ADJ;MASC;SG
дивно	strange	дивно	strange	ADV	PROPN
дивно	etrange	дивно	etrange	ADV	ADJ;MASC;SG
дивно	etrange	дивно	etrange	ADV	ADJ;MASC;SG
дивно	impair	дивно	impair	ADV	N;MASC;SG
дивно	étrange	дивно	étrange	ADV	ADJ;MASC;SG
дивно	bizarre	дивно	bizarre	ADV	ADJ;MASC;SG
дивно	odd	дивно	odd	ADV	PROPN
данила	danila	данити	danila	V;PFV;FEM;IND;SG;PST;FIN	PROPN
наявні	dispo	наявний	dispo	ADJ;NOM;PL	INTJ
наявні	disponible	наявний	disponible	ADJ;NOM;PL	ADJ;MASC;SG
італійської	italiennes	італійський	italien	ADJ;GEN;FEM;SG	ADJ;FEM;PL
італійської	italiens	італійський	italien	ADJ;GEN;FEM;SG	ADJ;MASC;PL
тепла	chaud	тепло	chaud	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
тепла	chaleureux	тепло	chaleureux	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
тепла	chaleureuses	тепло	chaleureux	N;INAN;NOM;NEUT;SG	ADJ;FEM;PL
тепла	chaude	тепло	chaud	N;INAN;NOM;NEUT;SG	ADJ;FEM;SG
внутрішня	internes	внутрішній	interne	ADJ;NOM;FEM;SG	ADJ;MASC;PL
кожну	chacune	кожний	chacun	DET;ACC;FEM;SG	PRO;FEM;SG
кожну	chacun	кожний	chacun	DET;ACC;FEM;SG	PRO;MASC;SG
наше	nos	наш	son	DET;NOM;NEUT;SG;1	DET;MASC;PL
православний	orthodoxie	православний	orthodoxie	ADJ;NOM;MASC;SG	N;FEM;SG
православний	orthodoxes	православний	orthodoxe	ADJ;NOM;MASC;SG	ADJ;MASC;PL
відповідність	correspondant	відповідність	correspondre	N;INAN;NOM;FEM;SG	V;PRS;V.PTCP
відповідність	assorti	відповідність	assorti	N;INAN;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
показана	montré	показаний	montrer	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
показана	affichée	показаний	afficher	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
показана	affiché	показаний	afficher	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
показана	affichées	показаний	afficher	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
показана	affichés	показаний	afficher	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
співпраця	collaboratif	співпраця	collaboratif	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
співпраця	collaborent	співпраця	collaborer	N;INAN;NOM;FEM;SG	V;IND;PL;3;PRS;FIN
співпраця	collabore	співпраця	collaborer	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
співпраця	collaborer	співпраця	collaborer	N;INAN;NOM;FEM;SG	V;NFIN
венеція	venise	венеція	venise	PROPN;INAN;NOM;FEM;SG	PROPN
венеція	venezia	венеція	venezia	PROPN;INAN;NOM;FEM;SG	PROPN
конвенції	convention	конвенція	convention	N;INAN;NOM;FEM;PL	N;FEM;SG
меморіал	memorial	меморіал	memorial	N;INAN;NOM;MASC;SG	PROPN
ендрю	andrew	ендрю	andrew	PROPN;ANIM;NOM;MASC;SG	PROPN
ендрю	andré	ендрю	andré	PROPN;ANIM;NOM;MASC;SG	PROPN
колорадо	colorado	колорадо	colorado	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
буття	etre	буття	être	N;INAN;NOM;NEUT;SG	V;NFIN
буття	être	буття	être	N;INAN;NOM;NEUT;SG	V;NFIN
буття	genesis	буття	genesi	N;INAN;NOM;NEUT;SG	PROPN
житла	boîtiers	житти	boîtier	N;INAN;NOM;NEUT;SG	N;MASC;PL
житла	caissons	житти	caisson	N;INAN;NOM;NEUT;SG	N;MASC;PL
стів	steve	стова	steve	PROPN;ANIM;NOM;MASC;SG	PROPN
навіщо	pourquoi	навіщо	pourquoi		ADV
навіщо	why	навіщо	why		
конкретних	spécifique	конкретний	spécifique	ADJ;GEN;PL	ADJ;MASC;SG
затока	gulf	затока	gulf	N;INAN;NOM;FEM;SG	PROPN
затока	bay	затока	bay	N;INAN;NOM;FEM;SG	PROPN
цивільних	civil	цивільний	civil	ADJ;ACC;PL	ADJ;MASC;SG
цивільних	civile	цивільний	civil	ADJ;ACC;PL	ADJ;FEM;SG
сходження	grimper	сходження	grimper	N;INAN;NOM;NEUT;SG	V;NFIN
сходження	grimper	сходження	grimper	N;INAN;NOM;NEUT;SG	V;NFIN
піднесення	voyelles	піднесення	voyelle	N;INAN;NOM;NEUT;SG	N;FEM;PL
паулу	paulo	паула	paulo	N;INAN;ACC;FEM;SG	PROPN
обрали	choisit	обрати	choisir	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PRS;FIN
обрали	choisi	обрати	choisir	V;PFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
теодор	theodore	теодор	theodore	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
теодор	théodore	теодор	théodore	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
