som	لايك	som	لَايك	ADP	
plante	النبات	plant	نَبَات	N;INDF;FEM;SG	N;NOM;DEF;SG
plante	ازرع	plant	أَزرَع	N;INDF;FEM;SG	
plante	نبات	plant	نَبَأ	N;INDF;FEM;SG	N;NOM;INDF;PL
stars	النجوم	stars	نَجم	N;INDF;NEUT;SG	N;NOM;DEF;PL
stars	نجوم	stars	نَجم	N;INDF;NEUT;SG	N;NOM;INDF;PL
faktiske	الفعلية	faktisk	فِعلِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
faktiske	فعلية	faktisk	فِعلِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
faktiske	الفعلي	faktisk	فِعلِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
kulturell	الثقافي	kulturell	ثَقَافِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
kulturell	الثقافية	kulturell	ثَقَافِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
industrielle	صناعي	industriell	صِنَاعِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
industrielle	صناعية	industriell	صِنَاعِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
industrielle	الصناعية	industriell	صِنَاعِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
reaksjoner	التفاعلات	reaksjon	تَفَاعُل	N;INDF;MASC;SG	N;NOM;DEF;PL
reaksjoner	الردود	reaksjon	رَدّ	N;INDF;MASC;SG	N;NOM;DEF;PL
reaksjoner	الاستجابات	reaksjon	اِستِجَابَة	N;INDF;MASC;SG	N;NOM;DEF;PL
reaksjoner	استجابات	reaksjon	اِستِجَابَة	N;INDF;MASC;SG	N;NOM;INDF;PL
reaksjoner	ردود	reaksjon	رَدّ	N;INDF;MASC;SG	N;NOM;INDF;PL
beliggenhet	موقع	beliggenhet	مَوقِع	N;DEF;MASC;SG	N;NOM;INDF;SG
utsagn	التصريحات	utsagn	تَصرِيح	N;INDF;NEUT;SG	N;NOM;DEF;PL
utsagn	البيانات	utsagn	بَيَان	N;INDF;NEUT;SG	N;NOM;DEF;PL
utsagn	البيان	utsagn	بَيَان	N;INDF;NEUT;SG	N;NOM;DEF;SG
individuell	فرد	individuell	فَرد	ADJ;INDF;SG	N;NOM;INDF;SG
individuell	الفردية	individuell	فَردِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
individuell	الفرد	individuell	فَرد	ADJ;INDF;SG	N;NOM;DEF;SG
fylle	ملء	fylle	مَلء	V;IMP;NFIN	N;NOM;INDF;SG
fylle	ملا	fylle	مَلَا	V;IMP;NFIN	
fylle	املا	fylle	أَمَل	V;IMP;NFIN	N;ACC;INDF;SG
burma	بورما	burme	بُورمَا	N;INDF;NEUT;SG	
tillit	الثقة	tillit	ثِقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
tillit	الثقة	tillit	ثِقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
call	اتصل	call	اِتَّصَل	N;INDF;MASC;SG	
call	الاتصال	call	اِتِّصَال	N;INDF;MASC;SG	N;NOM;DEF;SG
hemmelighet	سر	hemmelighet	سر	N;INDF;MASC;SG	
hemmelighet	سري	hemmelighet	سري	N;INDF;MASC;SG	
hemmelighet	السر	hemmelighet	سُرّ	N;INDF;MASC;SG	N;NOM;DEF;SG
hemmelighet	سرية	hemmelighet	سِرِّيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
gregor	جريجور	gregor	جريجور	N;INDF;MASC;SG	
gregor	جريجوري	gregor	جريجوري	N;INDF;MASC;SG	
gregor	غريغوري	gregor	غريغوري	N;INDF;MASC;SG	
rekkevidde	النطاق	rekkevidd	نِطَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
rekkevidde	المدى	rekkevidd	مَدَى	N;INDF;FEM;SG	N;NOM;DEF;SG
rekkevidde	الوصول	rekkevidd	وُصُول	N;INDF;FEM;SG	N;NOM;DEF;SG
snakkes	الحديث	snakkes	حَدِيث	N;INDF;NEUT;SG	N;NOM;DEF;SG
snakkes	الكلام	snakkes	كَلَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
snakkes	التحدث	snakkes	تَحَدُّث	N;INDF;NEUT;SG	N;NOM;DEF;SG
farvann	ووترز	farvann	ووترز	N;INDF;MASC;SG	
gallery	المعرض	gallery	مَعرِض	N;INDF;FEM;SG	N;NOM;DEF;SG
late	كسول	la	كسول	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
beskytter	يحمي	beskytte	حَمَى	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
beskytter	حامي	beskytte	حامي	N;INDF;FEM;PL	
beskytter	الحامية	beskytte	حَامِي	N;INDF;FEM;PL	N;NOM;DEF;SG
beskytter	حامية	beskytte	حَامِي	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
vert	المضيف	verte	مُضِيف	V;IND;PRS;FIN	ADJ;NOM;DEF;MASC;SG
vert	مضيف	verte	مُضِيف	V;IND;PRS;FIN	N;NOM;INDF;SG
vert	المضيفة	verte	مُضِيف	V;IND;PRS;FIN	ADJ;NOM;DEF;FEM;SG
vert	استضافة	verte	اِستِضَافَة	V;IND;PRS;FIN	N;NOM;INDF;SG
tenner	اسنان	tenne	إِسنَان	N;INDF;FEM;PL	N;NOM;INDF;SG
tenner	الاسنان	tenne	الاسنان	N;INDF;FEM;PL	N;NOM;DEF;SG
ufullstendig	ناقص	ufullstendig	نَاقِص	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
gilbert	جيلبرت	gilbere	جِيلبِرت	ADJ;INDF;NEUT;SG	
gilbert	جلبرت	gilbere	جَلبَر	ADJ;INDF;NEUT;SG	
gilbert	غلبرت	gilbere	غَلبَر	ADJ;INDF;NEUT;SG	
gilbert	غيلبرت	gilbere	غَيلبِرت	ADJ;INDF;NEUT;SG	
date	الموعد	date	مَوعِد	N;INDF;MASC;SG	N;NOM;DEF;SG
date	التاريخ	date	تَارِيخ	N;INDF;MASC;SG	N;NOM;DEF;SG
veg	طريقه	veg	طريقه	N;INDF;MASC;SG	PRO;NOM;FEM;SG;3
veg	الطريق	veg	طَرِيق	N;INDF;MASC;SG	N;NOM;DEF;SG
veg	الطريقة	veg	طَرِيقَة	N;INDF;MASC;SG	N;NOM;DEF;SG
melding	رساله	melding	رساله	N;INDF;FEM;SG	PRO;NOM;FEM;SG;3
melding	الرسالة	melding	رِسَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
delstater	الولايات	delstater	وِلَايَة	N;INDF;MASC;PL	N;NOM;DEF;PL
delstater	الدول	delstater	دَولَة	N;INDF;MASC;PL	N;NOM;DEF;PL
delstater	الولاية	delstater	وِلَايَة	N;INDF;MASC;PL	N;NOM;DEF;SG
delstater	دولة	delstater	دَولَة	N;INDF;MASC;PL	N;NOM;INDF;SG
delstater	ولاية	delstater	وِلَايَة	N;INDF;MASC;PL	N;NOM;INDF;SG
delstater	الحالة	delstater	حَالَة	N;INDF;MASC;PL	N;NOM;DEF;SG
delstater	الدولة	delstater	دَولَة	N;INDF;MASC;PL	N;NOM;DEF;SG
levetid	العمر	levetid	عُمر	N;INDF;FEM;SG	N;NOM;DEF;SG
godkjente	معتمدة	godkjenne	مُعتَمَد	ADJ;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
godkjente	المعتمدة	godkjenne	مُعتَمَد	ADJ;PL;V.PTCP	ADJ;NOM;DEF;FEM;SG
sekund	ثانيا	sekund	ثَانِي	N;INDF;NEUT;SG	ADJ;ACC;INDF;MASC;SG
sekund	الثانيه	sekund	الثانيه	N;INDF;NEUT;SG	
sekund	تاني	sekund	تَانِي	N;INDF;NEUT;SG	
sekund	الثاني	sekund	ثَانِي	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
sekund	الثانية	sekund	ثَانِي	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
sekund	ثاني	sekund	ثاني	N;INDF;NEUT;SG	
offensiv	الهجومية	offensiv	هُجُومِيّ	ADJ;INDF;SG	
statsborgerskap	الجنسية	statsborgerskap	جِنسِيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
statsborgerskap	المواطنة	statsborgerskap	مُوَاطَنَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
datamaskiner	الحاسبات	datamaskin	الحاسبات	N;INDF;FEM;PL	N;NOM;DEF;PL
datamaskiner	الحواسيب	datamaskin	حَاسُوب	N;INDF;FEM;PL	N;NOM;DEF;PL
kona	زوجه	kone	زُوجَة	N;DEF;FEM;SG	
kona	زوجة	kone	زَوجَة	N;DEF;FEM;SG	N;NOM;INDF;SG
identifisere	التعرف	identifisere	تَعَرُّف	V;NFIN	N;NOM;DEF;SG
fair	عادل	fair	عادل	N;INDF;MASC;SG	
fair	عادلة	fair	عَادِل	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
fair	عدل	fair	عدل	N;INDF;MASC;SG	
fair	منصف	fair	مَنصِف	N;INDF;MASC;SG	
spd	spd	spd	قِثَّة	PROPN	
dialekt	اللهجة	dialekt	لَهجَة	N;INDF;MASC;SG	N;NOM;DEF;SG
marshall	مارشال	marshall	مارشال	N;INDF;MASC;SG	
sivil	مدنية	sivil	مَدَنِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
sivil	المدني	sivil	مَدَنِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
sivil	مدني	sivil	مَدَنِيّ	N;INDF;MASC;SG	
sivil	المدنيون	sivil	مَدَنِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
bond	السند	bond	سَنَد	N;INDF;MASC;SG	N;NOM;DEF;SG
bond	بوند	bond	بوند	N;INDF;MASC;SG	
avslørt	كشفت	avsløre	كَشَف	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
bin	bin	bin	مُثَّة	PROPN	
bin	بن	bin	بِن	PROPN	PROPN
pascoe	باسكو	pascoe	باسكو	N;INDF;FEM;SG	
minnet	ذاكرة	minne	ذَاكِرَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
minnet	ذكرى	minne	ذِكرَى	N;DEF;NEUT;SG	N;NOM;INDF;SG
monica	مونيكا	monica	مُونِيكَا	N;INDF;FEM;SG	
nederlaget	هزيمة	nederlag	هَزِيمَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
oppfølger	تكملة	oppfølge	تَكمِلَة	N;INDF;FEM;PL	N;NOM;INDF;SG
oppfølger	تتمة	oppfølge	تتمة	N;INDF;FEM;PL	
avstemning	التصويت	avstemning	تَصوِيت	N;INDF;FEM;SG	N;NOM;DEF;SG
avstemning	صوتوا	avstemning	صَوت	N;INDF;FEM;SG	V;PFV;MASC;PL;3;ACT
anta	نفترض	anta	نفترض	N;INDF;NEUT;SG	
anta	تفترض	anta	اِفتَرَض	N;INDF;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
anta	بافتراض	anta	بافتراض	N;INDF;NEUT;SG	
evig	للابد	evig	للابد	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
evig	الابد	evig	الابد	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
evig	الابدي	evig	أَبدِيّ	ADJ;INDF;NEUT;SG	
evig	ابدي	evig	أَبدِي	ADJ;INDF;NEUT;SG	
bulgarsk	البلغارية	bulgarsk	بُلغَارِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
mord	القتل	mord	قَتل	N;INDF;NEUT;SG	N;NOM;DEF;SG
tilbudt	عرضت	tilbyde	عَرَض	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
maksimal	الاقصى	maksimal	أَقصَى	ADJ;INDF;SG	N;NOM;DEF;SG
oppgi	ادخال	oppgi	إِدخَال	V;IMP;FIN	N;NOM;INDF;SG
grovt	الخام	grov	خَام	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
grovt	خشن	grov	خَشن	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
dødsfall	وفيات	dødsfall	وَفَاة	N;INDF;NEUT;SG	N;NOM;INDF;PL
dødsfall	الوفيات	dødsfall	وَفَاة	N;INDF;NEUT;SG	N;NOM;DEF;PL
synge	غن	syngje	غَن	N;INDF;NEUT;SG	
synge	اغني	syngje	اغني	N;INDF;NEUT;SG	
synge	يغني	syngje	غَنَّى	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
synge	غني	syngje	غَنِّيّ	N;INDF;NEUT;SG	
bestå	تمرير	bestå	تَمرِير	V;IMP;FIN	N;NOM;INDF;SG
skule	مدرسه	skule	مدرسه	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
skule	المدرسة	skule	مَدرَسَة	N;INDF;MASC;SG	N;NOM;DEF;SG
skule	المدارس	skule	مَدرَسَة	N;INDF;MASC;SG	N;NOM;DEF;PL
hjørnet	زاوية	hjørne	زَاوِيَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
hjørnet	ركن	hjørne	ركن	N;DEF;NEUT;SG	
armstrong	ارمسترونغ	armstrong	ارمسترونغ	N;INDF;MASC;SG	
terry	تيري	terry	تِيرِي	N;INDF;MASC;SG	
skåret	نحت	skår	نَحَا	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
avsluttes	ينتهي	avsluttes	اِنتَهَى	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
elias	الياس	elias	إِليَاس	N;INDF;MASC;SG	
stalin	ستالين	stalin	ستالين	PROPN	N;ACC;INDF;DU
mathias	ماتياس	mathias	مَاتِيس	N;INDF;MASC;SG	
bye	باى	bye	باى	N;INDF;MASC;SG	
bye	باي	bye	باي	N;INDF;MASC;SG	
halen	ذيل	hal	ذَيل	N;DEF;MASC;SG	N;NOM;INDF;SG
halen	هالين	hal	هالين	N;DEF;MASC;SG	
fyrste	برنس	fyrste	برنس	ADJ;DEF;SG	
fyrste	برينس	fyrste	برِينس	ADJ;DEF;SG	
fyrste	امير	fyrste	أَمِير	ADJ;DEF;SG	N;NOM;INDF;SG
fyrste	الامير	fyrste	أَمِير	ADJ;DEF;SG	N;NOM;DEF;SG
avtaler	العروض	avtale	عَرض	N;INDF;FEM;PL	N;NOM;DEF;PL
avtaler	الاتفاقات	avtale	اِتِّفَاق	N;INDF;FEM;PL	N;NOM;DEF;PL
avtaler	الصفقات	avtale	صَفقَة	N;INDF;FEM;PL	N;NOM;DEF;PL
avtaler	التعيينات	avtale	تَعيِين	N;INDF;FEM;PL	N;NOM;DEF;PL
avtaler	المواعيد	avtale	مِيعَاد	N;INDF;FEM;PL	N;NOM;DEF;PL
produktet	منتجات	produkt	مُنتَج	N;DEF;NEUT;SG	N;NOM;INDF;PL
produktet	منتج	produkt	مُنتَج	N;DEF;NEUT;SG	N;NOM;INDF;SG
produktet	المنتجات	produkt	مُنتَج	N;DEF;NEUT;SG	N;NOM;DEF;PL
afrikansk	الافريقي	afrikansk	الافريقي	ADJ;INDF;SG	
afrikansk	الافريقية	afrikansk	أَفرِيقِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
afrikansk	افريقيا	afrikansk	افريقيا	ADJ;INDF;SG	
tolkning	التفسير	tolkning	تَفسِير	N;INDF;FEM;SG	N;NOM;DEF;SG
distanse	المسافة	distanse	مَسَافَة	N;INDF;MASC;SG	N;NOM;DEF;SG
distanse	البعد	distanse	بُعد	N;INDF;MASC;SG	N;NOM;DEF;SG
lovet	وعدت	lov	وَعَد	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
lovet	الموعود	lov	مَوعُود	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
pink	الوردي	pink	وَردِيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
pink	وردي	pink	وردي	N;INDF;NEUT;SG	
pink	وردية	pink	وَردِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
journalister	الصحفيون	journalister	صُحُفِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
journalister	الصحافيين	journalister	صَحَافِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
journalister	صحفيين	journalister	صُحُفِيّ	N;INDF;MASC;SG	N;NOM;INDF;PL
journalister	الصحفيين	journalister	صُحُفِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
journalister	المراسلين	journalister	مُرَاسِل	N;INDF;MASC;SG	N;NOM;DEF;PL
journalister	الصحفيين	journalister	صُحُفِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
regent	الوصي	regent	وَصي	N;INDF;MASC;SG	N;NOM;DEF;SG
ming	مينج	ming	مينج	N;INDF;NEUT;SG	
ming	مينغ	ming	مينغ	N;INDF;NEUT;SG	
grace	جريس	grace	جَرِيس	N;INDF;MASC;SG	
grace	غريس	grace	غرِيس	N;INDF;MASC;SG	
grace	غرايس	grace	غرَايس	N;INDF;MASC;SG	
villig	راغب	villig	رَاغِب	ADJ;INDF;NEUT;SG	
venter	الانتظار	vente	اِنتِظَار	V;IND;PRS;FIN	N;NOM;DEF;SG
venter	انتظار	vente	اِنتِظَار	V;IND;PRS;FIN	N;NOM;INDF;SG
venter	منتظر	vente	مُنتَظَر	V;IND;PRS;FIN	
venter	معلقة	vente	مُعَلَّق	V;IND;PRS;FIN	ADJ;NOM;INDF;FEM;SG
venter	معلق	vente	مُعَلَّق	V;IND;PRS;FIN	ADJ;NOM;INDF;MASC;SG
venter	المعلقة	vente	مُعَلَّق	V;IND;PRS;FIN	ADJ;NOM;DEF;FEM;SG
huske	اتذكر	huske	اِتَّذَك	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
huske	تتذكر	huske	تَذَكَّر	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
huske	تذكروا	huske	تَذَكَّر	N;INDF;MASC;SG	V;PFV;MASC;PL;3;ACT
huske	تذكر	huske	ذَكَر	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
fornyet	تجدد	fornye	جَدَّد	N;DEF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
fornyet	متجدد	fornye	مُتَجَدِّد	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
guder	الهة	gud	هَة	N;INDF;FEM;PL	
guder	الالهة	gud	أَلَّه	N;INDF;FEM;PL	N;NOM;DEF;SG
netto	الشبكة	netto	شَبَكَة	N;INDF;FEM;SG	N;NOM;DEF;SG
netto	صافي	netto	صافي	N;INDF;FEM;SG	
netto	الصافي	netto	صَافِي	N;INDF;FEM;SG	
formell	الرسمي	formell	رَسمِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
stiftelse	الاساس	stiftelse	أَسَاس	N;INDF;MASC;SG	N;NOM;DEF;SG
stiftelse	المؤسسة	stiftelse	مُؤَسَّسَة	N;INDF;MASC;SG	N;NOM;DEF;SG
through	عبر	through	عَبرَ		ADP;ACC
through	خلال	through	خِلَالَ		ADP;ACC
interessante	للاهتمام	interessant	للاهتمام	ADJ;PL	PRO;GEN;MASC;SG;3
argentinsk	الارجنتين	argentinsk	أَرجَنتِين	ADJ;INDF;SG	
argentinsk	الارجنتين	argentinsk	أَرجَنتِين	ADJ;INDF;SG	
fest	الطرف	fest	طَرَف	N;INDF;MASC;SG	N;NOM;DEF;SG
fest	الحزب	fest	حِزب	N;INDF;MASC;SG	N;NOM;DEF;SG
forsvunnet	مفقودين	forsvinne	مَفقُود	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;PL
forsvunnet	المفقودين	forsvinne	مَفقُود	N;DEF;NEUT;SG	ADJ;ACC;DEF;MASC;PL
forsvunnet	مفقودة	forsvinne	مَفقُود	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
forsvunnet	مفقود	forsvinne	مَفقُود	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
dyret	حيوانية	dyr	حيوانية	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
dyret	حيوان	dyr	حيوان	N;DEF;NEUT;SG	N;NOM;INDF;SG
håndtere	مقبض	håndtere	مُقَبَّض	V;NFIN	
kirkegården	مقبرة	kirkegård	مُقبِر	N;DEF;MASC;SG	N;NOM;INDF;SG
kirkegården	المقابر	kirkegård	مَقبَر	N;DEF;MASC;SG	N;NOM;DEF;PL
middle	الاوسط	middle	أَوسَط	PROPN	ADJ;NOM;DEF;MASC;SG
middle	المنتصف	middle	مُنتَصَف	PROPN	N;NOM;DEF;SG
middle	الوسط	middle	وَسط	PROPN	N;NOM;DEF;SG
middle	وسط	middle	وَسط	PROPN	N;NOM;INDF;SG
bille	الخنفساء	bille	خُنفُسَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
beograd	بلغراد	beograd	بلغراد	N;INDF;MASC;SG	
sammensetning	التشكيل	sammensetning	تَشكِيل	N;INDF;FEM;SG	N;NOM;DEF;SG
sammensetning	التكوين	sammensetning	تَكوِين	N;INDF;FEM;SG	N;NOM;DEF;SG
tråden	خيط	tråd	خَيط	N;DEF;MASC;SG	N;NOM;INDF;SG
sluttspillet	التصفيات	sluttspille	تَصفِيَة	N;DEF;NEUT;SG	N;NOM;DEF;PL
orange	اورانج	orang	اورانج	N;INDF;MASC;SG	
orange	البرتقالي	orang	بُرتُقَالِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
orange	برتقالي	orang	بُرتُقَالِيّ	N;INDF;MASC;SG	
orange	برتقال	orang	بُرتُقَال	N;INDF;MASC;SG	
orange	برتقالية	orang	بُرتُقَالِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
moser	موزر	moser	مُوَزِّر	N;INDF;MASC;SG	
utdødd	انقرضت	utdødd	اِنقَرَض	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
melk	لبن	melk	لبن	N;INDF;NEUT;SG	
melk	ميلك	melk	ميلك	N;INDF;NEUT;SG	
melk	اللبن	melk	اللبن	N;INDF;NEUT;SG	N;NOM;DEF;SG
melk	الحليب	melk	حَلِيب	N;INDF;NEUT;SG	N;NOM;DEF;SG
humor	الفكاهة	humor	فَكَّاهَة	N;INDF;MASC;SG	N;NOM;DEF;SG
strøket	حي	strøk	حَيّ	N;DEF;NEUT;SG	
police	شرطه	police	شرطه	N;INDF;FEM;SG	
police	بوليس	police	بُولِيس	N;INDF;FEM;SG	
police	الشرطة	police	شُرطَة	N;INDF;FEM;SG	N;NOM;DEF;SG
mette	ميتي	mette	ميتي	N;INDF;NEUT;SG	
utvalgt	مختار	utvalg	مختار	ADJ;INDF;NEUT;SG	
utvalgt	المختار	utvalg	المختار	ADJ;INDF;NEUT;SG	
utvalgt	مختار	utvalg	مختار	ADJ;INDF;NEUT;SG	
utvalgt	اختير	utvalg	اِختَار	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;PASS
utvalgt	المختار	utvalg	المختار	ADJ;INDF;NEUT;SG	
museer	المتاحف	museum	مُتَاحَف	N;INDF;FEM;PL	N;NOM;DEF;PL
lånt	اقترضت	låne	اِقتَرَض	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
lånt	استعار	låne	اِستِعَار	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
lånt	مستعار	låne	مستعار	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
konsul	القنصل	konsul	قُنصُل	N;INDF;MASC;SG	N;NOM;DEF;SG
litterær	ادبي	litterær	أَدبَى	ADJ;INDF;SG	N;NOM;INDF;SG
litterær	الادبية	litterær	أَدَبِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
eksistens	الوجود	eksistens	وُجُود	N;INDF;MASC;SG	N;NOM;DEF;SG
department	القسم	department	قِسم	N;INDF;NEUT;SG	N;NOM;DEF;SG
department	الادارة	department	إِدَارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
stridsvogner	الدبابات	stridsvogn	دَبَّابَة	N;INDF;FEM;PL	N;NOM;DEF;PL
stridsvogner	الخزانات	stridsvogn	خِزَانَة	N;INDF;FEM;PL	N;NOM;DEF;PL
skulptur	النحت	skulptur	نَحت	N;INDF;MASC;SG	N;NOM;DEF;SG
skulptur	نحت	skulptur	نَحَا	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
dana	دانا	dana	دَان	N;INDF;MASC;SG	
streng	سلسلة	streng	سِلسِلَة	ADJ;INDF;SG	N;NOM;INDF;SG
streng	خيط	streng	خَيط	ADJ;INDF;SG	N;NOM;INDF;SG
streng	السلسلة	streng	سِلسِلَة	ADJ;INDF;SG	N;NOM;DEF;SG
pietro	بيترو	pietro	بيترو	N;INDF;MASC;SG	
pietro	بييترو	pietro	بييترو	N;INDF;MASC;SG	
velkommen	نرحب	velkommen	نرحب	N;INDF;MASC;SG	
berkeley	بيركيلي	berkeley	بِيركِيلِي	N;INDF;MASC;SG	
berkeley	بيركلي	berkeley	بيركلي	N;INDF;MASC;SG	
sanne	حقيقي	sann	حَقِيقِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sanne	صحيح	sann	صَحِيح	ADJ;PL	ADJ;NOM;INDF;MASC;SG
hendene	اليدين	hand	يَد	N;DEF;FEM;PL	N;ACC;DEF;DU
hendene	الايدي	hand	الايدي	N;DEF;FEM;PL	
hendene	ايادي	hand	أَيَادِيّ	N;DEF;FEM;PL	
blind	عمياء	blind	عَمِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
blind	العمياء	blind	عَمِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
blind	اعمى	blind	اعمى	N;INDF;MASC;SG	
celler	الخلايا	celler	خَلِيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
celler	الزنزانات	celler	زِنزَان	N;INDF;FEM;PL	N;NOM;DEF;PL
most	الاكثر	most	أَكثَر	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
most	اغلب	most	أَغلَب	N;INDF;FEM;SG	
trompet	بوق	tromp	بُوق	N;DEF;NEUT;SG	
hole	الحفرة	hole	حَفرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
rumensk	روماني	rumensk	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
rumensk	الروماني	rumensk	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
rumensk	رومانيا	rumensk	رُومَانِيَا	N;INDF;MASC;SG	
rumensk	الرومانية	rumensk	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
camp	كامب	camp	كَامب	N;INDF;MASC;SG	
camp	المخيم	camp	مُخَيَّم	N;INDF;MASC;SG	N;NOM;DEF;SG
camp	المعسكر	camp	مُعَسكَر	N;INDF;MASC;SG	N;NOM;DEF;SG
skjulte	مخفي	skjule	مُخَفَّى	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
skjulte	مخفية	skjule	مُخَفِّيَة	ADJ;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
skjulte	خبات	skjule	خِبَة	ADJ;PL;V.PTCP	
tell	كونت	tell	كُونت	N;INDF	
tell	العد	tell	عَدّ	N;INDF	N;NOM;DEF;SG
tell	الكونت	tell	كُونت	N;INDF	
tell	العدد	tell	عَدَد	N;INDF	N;NOM;DEF;SG
misjonær	التبشيرية	misjonær	تَبشِيرِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
vennskap	الصداقات	vennskap	صِدَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
