sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;NOM
fabricate	framställt	fabrica	framställa	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
roosevelt	roosevelt	roosevelt	roosevel	PROPN	PROPN;NOM
nuvela	novella	nuvelă	novell	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vasili	vasilij	vasil	vasilij	PROPN	PROPN;NOM
aviație	aviation	aviație	aviation	N;INDF;FEM;SG	PROPN;NOM
aviație	luftfart	aviație	luftfart	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
spanioli	spanjorer	spaniol	spanjor	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
spanioli	spanska	spaniol	spanska	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
spanioli	spansk	spaniol	spansk	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
spanioli	spanskt	spaniol	spanskt	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;NEUT;SG
heinz	heinz	heinz	heinz	PROPN	PROPN;NOM
thompson	thompson	thompson	thompson	PROPN	PROPN;NOM
thompson	thomson	thompson	thomson	PROPN	PROPN;NOM
wallace	wallace	wallace	wallace	PROPN	PROPN;NOM
beethoven	beethoven	beethoven	beethov	PROPN	PROPN;NOM
ploaie	regn	ploaie	regn	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
ploaie	rain	ploaie	rain	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
islamului	islams	islam	islams	N;DEF;MASC;SG	PROPN;GEN
islamului	islam	islam	islam	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bremen	bremen	bremen	brem	PROPN	PROPN;NOM
zagora	zagora	zagoră	zagora	PROPN	N;NOM;INDF;MASC+FEM;SG
artificial	konstgjort	artificial	konstgjor	ADV	N;NOM;INDF;NEUT;SG
artificial	artificiellt	artificial	artificiell	ADV	ADJ;NOM;INDF;NEUT;SG
artificial	konstgjord	artificial	konstgjord	ADV	ADJ;NOM;INDF;MASC+FEM;SG
artificial	konstgjorda	artificial	konstgjord	ADV	ADJ;NOM;PL;PST;V.PTCP
artificial	artificiellt	artificial	artificiell	ADV	ADJ;NOM;INDF;NEUT;SG
artificial	konstgjort	artificial	konstgjor	ADV	N;NOM;INDF;NEUT;SG
artificial	artificiell	artificial	artificiell	ADV	N;NOM;INDF;MASC+FEM;SG
solară	sol	sola	sol	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
solară	solar	sola	sola	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
solară	solenergi	sola	solenergi	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
disponibilă	tillgänglig	disponibil	tillgänglig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
disponibilă	tillgängligt	disponibil	tillgänglig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
disponibilă	tillgängliga	disponibil	tillgänglig	ADJ;INDF;FEM;SG	ADJ;NOM;PL
reprezentative	ombud	reprezentativ	ombud	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
reprezentative	företrädare	reprezentativ	företrädare	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
reprezentative	representativ	reprezentativ	representativ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
reprezentative	representativt	reprezentativ	representativ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
reprezentative	representant	reprezentativ	representant	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
marino	marino	marină	marino	N;INDF;MASC;SG	PROPN;NOM
fetele	girls	fată	girls	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
fetele	tjejer	fată	tjeja	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
fetele	flickor	fată	flicka	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
primită	fått	primi	få	ADJ;INDF;FEM;SG	V;V.CVB;ACT
primită	mottaget	primi	mottagen	ADJ;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
primită	fick	primi	få	ADJ;INDF;FEM;SG	V;IND;PST;FIN;ACT
primită	mottagen	primi	mottag	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
primită	mottagna	primi	motta	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
strategia	strategin	strategie	strategi	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
strategia	strategi	strategie	strategi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmise	överförs	transmis	överföra	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;PASS
transmise	överförda	transmis	överföra	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
transmise	överfört	transmis	överföra	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
culmea	åsen	culme	ås	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
culmea	ridge	culme	ridge	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
identice	identiskt	identic	identisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
identice	identisk	identic	identisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
fotografia	photo	fotografie	photo	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fotografia	foto	fotografie	foto	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
fotografia	fotografering	fotografie	fotografering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fotografia	fotografi	fotografie	fotografi	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
albrecht	albrecht	albrecht	albrecht	PROPN	PROPN;NOM
aia	att	acela	att	PRO;FEM;SG;3	PART
separarea	separering	separare	separering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
separarea	separation	separare	separation	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
datoria	plikt	datorie	plikt	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
datoria	tull	datorie	tull	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
scrisoarea	brev	scrisoare	brev	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
scrisoarea	bokstav	scrisoare	bokstav	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
scrisoarea	skrivelse	scrisoare	skrivelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
eroul	hjälten	erou	hjält	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
eroul	hero	erou	hero	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
eroul	hjälte	erou	hjälte	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
aviației	aviation	aviație	aviation	N;DEF;FEM;SG	PROPN;NOM
aviației	luftfart	aviație	luftfart	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rupt	bruten	rupt	brut	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
rupt	broken	rupt	brok	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rupt	trasigt	rupt	trasig	ADJ;INDF;MASC;SG	ADV
rupt	slet	rupt	slåt	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
rupt	slitet	rupt	slit	ADJ;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
integrate	integrerad	integra	integrerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
integrate	integrerat	integra	integrerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
panama	panama	panamă	panam	PROPN	PROPN;NOM
afc	afc	afc	afc	N	PROPN;NOM
utilizări	använder	utilizare	använda	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
greaca	grekiskt	greacă	grekisk	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
greaca	grek	greacă	grek	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
greaca	grekisk	greacă	grekisk	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
greaca	grekiska	greacă	grekisk	N;DEF;FEM;SG	ADJ;NOM;PL
nancy	nancy	nancy	nancy	PROPN	PROPN;NOM
comisie	kommissionens	comisie	kommission	N;INDF;FEM;SG	N;GEN;DEF;MASC+FEM;SG
comisie	kommission	comisie	kommission	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
comisie	provision	comisie	provision	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
comisie	kommissionen	comisie	kommission	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
reveni	återställ	reveni	återställ	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
reveni	återgå	reveni	återgå	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
westfalia	westfalen	westfalia	cestfal	PROPN	N;NOM;DEF;MASC+FEM;SG
sinteza	syntes	sinteză	synas	N;DEF;FEM;SG	V;IND;PST;FIN
aripa	vingen	aripă	ving	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aripa	flygeln	aripă	flygel	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aripa	wing	aripă	bing	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
aripa	vinge	aripă	vinga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aripa	flygel	aripă	flygel	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cauzele	orsakar	cauză	orsak	N;DEF;FEM;PL	V;IND;PRS;FIN;ACT
cauzele	orsaker	cauză	orsak	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
graz	graz	graz	graz	PROPN	PROPN;NOM
veniturile	inkomster	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	inkomst	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
veniturile	intäkter	venit	intäkt	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	intäkt	venit	intäkt	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
veniturile	inkomster	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	intäkter	venit	intäkt	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	inkomst	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
atomic	atomic	atomic	atomic	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
clinton	clinton	clinton	clinton	PROPN	PROPN;NOM
continuând	fortsatt	continua	fortsätta	V;V.MSDR	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
împărăteasă	kejsarinna	împărăti	kejsarinna	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
împărăteasă	kejsarinnan	împărăti	kejsarinnan	ADJ;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
integrare	integrering	integrare	integrering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
integrare	integration	integrare	integration	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
integrare	integrationen	integrare	integration	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
districtele	distrikten	district	distrikt	N;DEF;FEM;PL	N;NOM;DEF;NEUT;PL
districtele	distrikt	district	distrikt	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
districtele	stadsdelar	district	stadsdel	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
miercurea	onsdag	miercure	onsdag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
miercurea	onsdagar	miercure	onsdag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
scenele	scener	scenă	scen	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
dramatice	dramatiskt	dramatic	dramatisk	ADJ;INDF;FEM;PL	ADV
dramatice	dramatik	dramatic	dramatik	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
dramatice	dramatisk	dramatic	dramatisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
aurelian	aurelianus	aurelian	aurelianus	N;INDF;MASC;SG	PROPN;NOM
transmiterea	växellåda	transmitere	växellåda	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmiterea	transmission	transmitere	transmission	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmiterea	överföring	transmitere	överföring	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmiterea	sändning	transmitere	sändning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ralph	ralf	ralph	ralf	PROPN	PROPN;NOM
ralph	ralph	ralph	ralph	PROPN	N;NOM;INDF;MASC+FEM;SG
hunter	hunter	hunter	hunta	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
hunter	jägare	hunter	jäga	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
armeni	armeniska	armen	armenisk	N;INDF;MASC;PL	ADJ;NOM;PL
vera	vera	vera	vera	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sferturi	kvartal	sfert	kvartal	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
borsod	borsod	borsod	borsod		N;NOM;INDF;MASC+FEM;SG
standarde	standards	standard	standard	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
minimă	minimalt	minim	minimal	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
minimă	minst	minim	lite	ADJ;INDF;FEM;SG	ADV;RL
minimă	minimum	minim	minimum	ADJ;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
minimă	minsta	minim	liten	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;RL
minimă	minimala	minim	minimal	ADJ;INDF;FEM;SG	ADJ;NOM;PL
minimă	minimal	minim	minimal	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
minimă	minimalt	minim	minimal	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
desemna	utse	desemna	utse	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
datată	dejtade	data	dejta	ADJ;INDF;FEM;SG	V;IND;PST;FIN;ACT
datată	daterat	data	datera	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
datată	daterad	data	datera	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
datată	daterade	data	datera	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
utilă	användbar	util	användbar	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
utilă	användbara	util	användbar	ADJ;INDF;FEM;SG	ADJ;NOM;PL
utilă	användbart	util	användbar	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
utilă	nyttig	util	nyttig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
utilă	hjälpsam	util	hjälpsam	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dotat	begåvade	dota	begåva	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
păstrată	bevarade	păstrat	bevara	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
păstrată	konserverade	păstrat	konservera	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
păstrată	bevarat	păstrat	bevara	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
păstrată	bevarad	păstrat	bevara	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
păstrată	konserverad	păstrat	konserverad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
clape	tangentbord	clap	tangentbord	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
isabella	isabella	isabella	isabell	N;DEF;FEM;SG	PROPN;NOM
predare	undervisa	predare	undervisa	N;INDF;FEM;SG	V;IMP;FIN;ACT
predare	undervisning	predare	undervisning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
predare	överlämnandet	predare	överlämnande	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
predare	överlämnande	predare	överlämna	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
airlines	flygbolag	airlines	flygbolag	PROPN	N;NOM;INDF;NEUT;PL
airlines	airlines	airlines	airlines	PROPN	PROPN;NOM
airlines	flygbolagen	airlines	flygbolag	PROPN	N;NOM;DEF;NEUT;PL
sănătatea	hälsa	sănătate	hälsa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
climă	klimatet	climă	klimate	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
climă	klimat	climă	klima	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
abaúj	abaúj	abaúj	abaúj		N;NOM;INDF;MASC+FEM;SG
pătrat	fyrkantig	pătrat	fyrkantig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
pătrat	torget	pătrat	torg	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
epic	episk	epic	episk	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
grație	nåd	grație	nåd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grație	grace	grație	grace	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	fortune	avere	fortune	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
avere	förmögenhet	avere	förmögenhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	rikedom	avere	rikedom	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	förmögenhet	avere	förmögenhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	välstånd	avere	välstånd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
avere	rikedomar	avere	rikedom	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
windsor	windsor	windsor	pindsor	PROPN	PROPN;NOM
fin	fena	fin	fena	ADV	N;NOM;INDF;MASC+FEM;SG
fin	fin	fin	fin	ADV	ADJ;NOM;INDF;MASC+FEM;SG
birou	kontoret	birou	kontor	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
birou	skrivbordet	birou	skrivbord	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
secretul	hemlighet	secret	hemlighet	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
secretul	hemliga	secret	hemlig	N;DEF;MASC;SG	ADJ;NOM;PL
secretul	secret	secret	sec	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
secretul	hemlig	secret	hemlig	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
secretul	hemligt	secret	hemlig	N;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
trilogia	trilogi	trilogie	trilogi	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aniversare	födelsedatum	aniversare	födelsedatum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
aniversare	födelsedag	aniversare	födelsedag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aniversare	årsjubileum	aniversare	årsjubileum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
aniversare	bröllopsdag	aniversare	bröllopsdag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aniversare	årsdag	aniversare	årsdag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aniversare	årsdagen	aniversare	årsdag	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aniversare	jubileum	aniversare	jubileum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
gonzaga	gonzaga	gonzaga	gonöag	N;DEF;FEM;SG	PROPN;NOM
frumusețea	skönheten	frumusețe	skönhet	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
frumusețea	skönhet	frumusețe	skönhet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
frumusețea	beauty	frumusețe	beauty	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
executată	avrättade	executa	avrätta	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
executată	avrättades	executa	avrätta	ADJ;INDF;FEM;SG	V;IND;PST;FIN;PASS
executată	utförd	executa	utföra	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
executată	avrättad	executa	avrätta	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
musulmană	muslimskt	musulmană	muslimsk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
musulmană	muslim	musulmană	muslim	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
musulmană	muslimer	musulmană	muslim	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
musulmană	muslimska	musulmană	muslimsk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
musulmană	muslimsk	musulmană	muslimsk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
rob	råna	rob	råna	N;INDF;MASC;SG	V;IMP;FIN;ACT
rob	rob	rob	rob	N;INDF;MASC;SG	PROPN;NOM
mehmed	mehmed	mehmed	mehmed	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
concret	betong	concret	betong	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
concret	konkreta	concret	konkret	ADJ;INDF;MASC;SG	ADJ;NOM;PL
frumusețe	skönheten	frumusețe	skönhet	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
frumusețe	skönhet	frumusețe	skönhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
frumusețe	beauty	frumusețe	beauty	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
laboratorul	laboratoriet	laborator	laboratorium	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
laboratorul	laboratorium	laborator	laboratorium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
laboratorul	labb	laborator	labb	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
laboratorul	labbet	laborator	labb	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
laboratorul	lab	laborator	lab	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
mâini	händer	mână	hända	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
mâini	hands	mână	hand	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ala	ala	ala	al		N;NOM;INDF;MASC+FEM;SG
batalionul	bataljonen	batalion	bataljon	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
batalionul	bataljon	batalion	bataljon	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
conștient	medvetna	conștient	medveten	ADJ;INDF;MASC;SG	ADJ;NOM;PL
conștient	medvetet	conștient	medvetet	ADJ;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
conștient	medvetna	conștient	medveten	ADJ;INDF;MASC;SG	ADJ;NOM;PL
șansă	chance	șansă	chance	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
șansă	slumpen	șansă	slump	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
șansă	chans	șansă	chans	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autostrada	motorväg	autostradă	motorväg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autostrada	motorväg	autostradă	motorväg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autostrada	highway	autostradă	highway	N;DEF;FEM;SG	PROPN;NOM
autostrada	landsväg	autostradă	landsväg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fabricație	tillverkning	fabricație	tillverkning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fabricație	tillverkning	fabricație	tillverkning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fabricație	tillverkningsindustrin	fabricație	tillverkningsindustri	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
fabricație	tillverkningsindustri	fabricație	tillverkningsindustri	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zemplén	zemplén	zemplén	zemplén		N;NOM;INDF;MASC+FEM;SG
treimi	tredjedelar	treime	tredjedel		N;NOM;INDF;MASC+FEM;PL
alegere	val	alegere	val	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
alegere	choice	alegere	choice	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
moștenire	arv	moștenire	arv	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
moștenire	efterlevande	moștenire	efterlevande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
moștenire	arv	moștenire	arv	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
negocierile	förhandlingarna	negociere	förhandling	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
negocierile	förhandlingar	negociere	förhandling	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
negocierile	förhandling	negociere	förhandling	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
linda	linda	lindă	linda	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
split	dela	split	dela	N;INDF;MASC;SG	V;IMP;FIN;ACT
split	delad	split	delad	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cascada	vattenfallet	cascada	vattenfallet	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
cascada	vattenfall	cascada	vattenfall	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
lev	lev	lev	lev	PROPN	N;NOM;INDF;MASC+FEM;SG
colin	colin	colin	colin	PROPN	PROPN;NOM
legendele	legender	legendă	legender	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
măsurile	åtgärder	măsură	åtgärd	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
germana	tyska	germană	tysk	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
germana	tysk	germană	tysk	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
germana	tyskt	germană	tysk	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
gruparea	gruppering	grupare	gruppering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gruparea	gruppera	grupare	gruppera	N;DEF;FEM;SG	V;IMP;FIN;ACT
intenționat	avsiktliga	intenționat	avsiktlig	ADJ;INDF;MASC;SG	ADJ;NOM;PL
intenționat	avsiktligt	intenționat	avsiktlig	ADJ;INDF;MASC;SG	ADV
intenționat	avsiktligt	intenționat	avsiktlig	ADJ;INDF;MASC;SG	ADV
intenționat	uppsåtligen	intenționat	uppsåtligen	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
iulius	julius	iulius	julius	N;INDF;MASC;SG	PROPN;NOM
virusul	virus	virus	virus	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
