johannes	johannes	johanne	johannes	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
kopīgas	deljeno	kopīga	deljen	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
kopīgas	deljena	kopīga	deljen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
senioru	letniki	seniors	letnik	N;ACC;MASC;SG	N;NOM;MASC;PL
milzīga	ogromne	milzīga	ogromen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
lāci	medo	lāce	meda	N;ACC;FEM;SG	N;NOM;MASC;SG
lāci	medvedje	lāce	medvedje	N;ACC;FEM;SG	N;NOM;MASC;PL
lāci	medved	lāce	medved	N;ACC;FEM;SG	N;NOM;MASC;SG
lāci	medvedek	lāce	medvedek	N;ACC;FEM;SG	N;NOM;MASC;SG
pagrīdes	promenadi	pagrīde	promenada	N;NOM;FEM;PL	N;NOM;FEM;SG
radošo	ustvarjalna	radīt	ustvarjalen	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
radošo	ustvarjalno	radīt	ustvarjalno	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADV
radošo	ustvarjalni	radīt	ustvarjalen	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;MASC;SG
radošo	kreativno	radīt	kreativno	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
grīnbergs	grünberg	grīnbergs	grünberg	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
iekšējais	notranjosti	iekšējs	notranjost	ADJ;NOM;MASC;SG	N;GEN;FEM;SG
iekšējais	notranjost	iekšējs	notranjost	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
iekšējais	notranje	iekšējs	notranji	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
iekšējais	navznoter	iekšējs	navznoter	ADJ;NOM;MASC;SG	ADV
iekšējais	interno	iekšējs	interno	ADJ;NOM;MASC;SG	ADV
iekšējais	notranje	iekšējs	notranji	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
iekšējais	notranje	iekšējs	notranji	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
sandra	sandra	sandra	sandra	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
pārtraukums	zlomil	pārtraukums	zlomiti	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP
slēpjas	skrivanje	slēpties	skrivanje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
dzeltenais	rumene	dzeltens	rumen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
dzeltenais	rumeno	dzeltens	rumen	ADJ;NOM;MASC;SG	ADV
silver	srebrn	silvēr	srebrn		ADJ;NOM;INDF;MASC;SG
silver	srebro	silvēr	srebro		ADJ;NOM;NEUT;SG
silver	srebrno	silvēr	srebrno		ADJ;NOM;NEUT;SG
silver	srebrna	silvēr	srebrn		ADJ;NOM;FEM;SG
silver	silver	silvēr	silver		N;NOM;MASC;SG
augumu	višina	augums	višina	N;ACC;MASC;SG	N;NOM;FEM;SG
augumu	višine	augums	višina	N;ACC;MASC;SG	N;NOM;FEM;PL
oriģinālā	prvotna	oriģināls	prvoten	N;ESS;MASC;SG	ADJ;NOM;FEM;SG
oriģinālā	izvirnik	oriģināls	izvirnik	N;ESS;MASC;SG	N;NOM;MASC;SG
oriģinālā	izvirno	oriģināls	izviren	N;ESS;MASC;SG	ADJ;NOM;NEUT;SG
oriģinālā	prvotni	oriģināls	prvoten	N;ESS;MASC;SG	ADJ;NOM;DEF;MASC;SG
oriģinālā	original	oriģināls	original	N;ESS;MASC;SG	N;NOM;MASC;SG
peldēšanas	plavanje	peldēšana	plavanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
peldēšanas	plavanja	peldēšana	plavanje	N;NOM;FEM;PL	N;GEN;NEUT;SG
pētnieku	raziskovalec	pētnieks	raziskovalec	N;ACC;MASC;SG	N;NOM;MASC;SG
sacenšas	konkurenčnih	sacenst	konkurenčen	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;GEN;MASC;PL
rasu	rasno	rasa	rasen	N;ACC;FEM;SG	ADV
kritēriji	merilo	kritērijs	merilo	N;NOM;MASC;PL	N;NOM;NEUT;SG
mareks	marek	mareks	marek	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
svītras	črte	svītra	črta	ADJ;NOM;FEM;PL	N;NOM;FEM;PL
svītras	proge	svītra	proga	ADJ;NOM;FEM;PL	N;NOM;FEM;PL
palestīniešu	palestinskih	palestīnietis	palestinski	N;GEN;MASC;PL	ADJ;GEN;MASC;PL
paskaidrojumi	obrazložitev	paskaidrojums	obrazložitev	N;NOM;MASC;PL	N;NOM;FEM;SG
baltastes	bulwer	baltaste	bulwer	N;NOM;FEM;PL	
brīvs	prosto	brīvs	prosto	ADJ;NOM;MASC;SG	ADV
brīvs	free	brīvs	free	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
brīvs	brezplačno	brīvs	brezplačno	ADJ;NOM;MASC;SG	ADV
bagātīgi	obilne	bagātīgi	obilen	ADV	ADJ;NOM;FEM;PL
iegādāts	kupljen	iegādāt	kupljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
iegādāts	kupljene	iegādāt	kupljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
iegādāts	kupljeno	iegādāt	kupljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
iegādāts	kupljena	iegādāt	kupljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
peldēšana	plavanja	peldēšana	plavanje	N;NOM;FEM;SG	N;GEN;NEUT;SG
golden	zlat	golden	zlat		N;NOM;MASC;SG
golden	zlato	golden	zlat		ADJ;NOM;NEUT;SG
golden	zlata	golden	zlat		ADJ;NOM;FEM;SG
golden	zlate	golden	zlat		ADJ;NOM;FEM;PL
golden	zlati	golden	zlat		ADJ;NOM;DEF;MASC;SG
izstrādāti	razvita	izstrādāt	razvit	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
izstrādāti	razvite	izstrādāt	razvit	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL
izstrādāti	razvit	izstrādāt	razvit	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
izstrādāti	razvito	izstrādāt	razvit	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
vienādojumu	enačba	vienādojums	enačba	N;ACC;MASC;SG	N;NOM;FEM;SG
eca	eca	eca	eca		N;NOM;MASC;SG
sudānas	sudanske	sudāna	sudanski	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
plānota	predvideno	plānot	predviden	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
plānota	načrtovana	plānot	načrtovan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
plānota	načrtovano	plānot	načrtovan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
plānota	načrtovan	plānot	načrtovan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
plānota	načrtovani	plānot	načrtovan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
plānota	načrtovana	plānot	načrtovan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
plānota	načrtovano	plānot	načrtovan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
plānota	načrtovane	plānot	načrtovan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
#ff	#ff	#ff	#ff		
atpazīstamību	sloves	atpazīstamība	sloves	N;ACC;FEM;SG	N;NOM;MASC;SG
bayer	bayer	bayer	bayer	PROPN	N;NOM;MASC;SG
piepilsētas	predmestju	piepilsēta	predmestje	N;NOM;FEM;PL	N;DAT;NEUT;SG
sadalīšanas	seciranje	sadalīšana	seciranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
sadalīšanas	razdelitev	sadalīšana	razdelitev	N;NOM;FEM;PL	N;NOM;FEM;SG
sadalīšanas	delitev	sadalīšana	delitev	N;NOM;FEM;PL	N;NOM;FEM;SG
kopija	kopijo	kopija	kopiti	N;NOM;FEM;SG	N;ACC;FEM;SG
balasta	nasedli	balasts	nasesti	N;GEN;MASC;SG	V;PFV;MASC;PL;V.PTCP
balasta	balast	balasts	balast	N;GEN;MASC;SG	N;NOM;MASC;SG
pievienotas	pritrjen	pievienot	pritrjen	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
pievienotas	pritrjeno	pievienot	pritrjen	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pievienotas	priloženo	pievienot	priložen	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pievienotas	pritrjena	pievienot	pritrjen	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pievienotas	priloženi	pievienot	priložen	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
vīrusu	virusno	vīruss	virusen	N;ACC;MASC;SG	ADJ;NOM;NEUT;SG
vīrusu	virusne	vīruss	virusen	N;ACC;MASC;SG	ADJ;NOM;FEM;PL
vīrusu	virusna	vīruss	virusen	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
vīrusu	virus	vīruss	virus	N;ACC;MASC;SG	N;NOM;MASC;SG
vīrusu	virusi	vīruss	virus	N;ACC;MASC;SG	N;NOM;MASC;PL
būtiskas	bistveno	būtiska	bistveno	ADJ;NOM;FEM;PL	ADV
būtiskas	bistvena	būtiska	bistven	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
laikapstākļi	vreme	laikapstāklis	vreme	N;NOM;MASC;PL	N;NOM;NEUT;SG
izpratni	razumevanje	izpratne	razumevanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
laima	lyme	laima	lyme	N;NOM;FEM;SG	
sulu	juice	sula	juice	N;ACC;FEM;SG	N;NOM;MASC;SG
sulu	sok	sula	sok	N;ACC;FEM;SG	N;NOM;MASC;SG
sulu	soka	sula	sok	N;ACC;FEM;SG	N;GEN;MASC;SG
asamblejas	skupščina	asambleja	skupščina	N;NOM;FEM;PL	N;NOM;FEM;SG
asamblejas	sklop	asambleja	sklop	N;NOM;FEM;PL	N;NOM;MASC;SG
asamblejas	sestavljanje	asambleja	sestavljanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
asamblejas	sestav	asambleja	sestav	N;NOM;FEM;PL	N;NOM;MASC;SG
sēdes	sedenje	sēde	sedenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
sēdes	sej	sēde	seja	N;NOM;FEM;PL	
bot	robotov	bot	robotov		N;GEN;MASC;PL
mākslīgā	umetne	mākslīga	umeten	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
mākslīgā	umetno	mākslīga	umeten	ADJ;NOM;FEM;SG	ADV
mākslīgā	umetnega	mākslīga	umeten	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
akli	slep	akli	slep	ADV	ADJ;NOM;INDF;MASC;SG
akli	slepe	akli	slep	ADV	ADJ;NOM;FEM;PL
akli	slepa	akli	slep	ADV	ADJ;NOM;FEM;SG
akli	slepi	akli	slep	ADV	ADJ;NOM;MASC;PL
pierre	pierre	pierre	pirra		PROPN;NOM;MASC;SG
regulāra	redno	regulāra	redno	ADJ;NOM;FEM;SG	ADV
uzlabo	izboljšanje	uzlabot	izboljšanje	V;IMP;SG;2;POS;FIN;ACT	N;NOM;NEUT;SG
uzlabo	izboljševanje	uzlabot	izboljševanje	V;IMP;SG;2;POS;FIN;ACT	N;NOM;NEUT;SG
uzlabo	izboljšuje	uzlabot	izboljševati	V;IMP;SG;2;POS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
uzlabo	izboljša	uzlabot	izboljšati	V;IMP;SG;2;POS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
uzlabo	izboljšanje	uzlabot	izboljšanje	V;IMP;SG;2;POS;FIN;ACT	N;NOM;NEUT;SG
uzlabo	izboljša	uzlabot	izboljšati	V;IMP;SG;2;POS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
plāksnes	plošča	plāksne	plošča	N;NOM;FEM;PL	N;NOM;FEM;SG
plāksnes	krožnik	plāksne	krožnik	N;NOM;FEM;PL	N;NOM;MASC;SG
plāksnes	tablica	plāksne	tablica	N;NOM;FEM;PL	N;NOM;FEM;SG
reikenens	räikkönen	reikenens	räikkönen	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
garīgais	duhovnega	garīgs	duhoven	ADJ;NOM;MASC;SG	ADJ;GEN;NEUT;SG
garīgais	duhovne	garīgs	duhoven	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
džonijs	jonny	džonijs	jonny	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
lmt	lmt	lmt	lmt	PROPN	
aptieka	lekarna	aptiekt	lekarna	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
aptieka	lekarno	aptiekt	lekarno	N;NOM;FEM;SG	N;ACC;FEM;SG
cēzara	cezar	cēzars	cezar	N;GEN;MASC;SG	N;NOM;MASC;SG
cēzara	cezarja	cēzars	cezar	N;GEN;MASC;SG	N;ACC;MASC;SG
oksīdu	oksid	oksīde	oksid	N;ACC;MASC;SG	N;NOM;MASC;SG
juridiski	pravno	juridiski	praven	ADV	ADJ;NOM;NEUT;SG
juridiski	legalno	juridiski	legalen	ADV	ADJ;NOM;NEUT;SG
tēvam	oče	tēvs	oče	N;DAT;MASC;SG	N;NOM;MASC;SG
civilā	civilne	civils	civilen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
civilā	civilist	civils	civilist	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
civilā	civilne	civils	civilen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
masīva	masiva	masīva	masiv	ADJ;NOM;FEM;SG	N;GEN;NEUT;SG
misisipi	mississippi	misisips	mississippa	ADV	N;NOM;MASC;PL
atrisināt	rešen	atrisināt	rešen	V;POS;NFIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
atrisināt	rešeno	atrisināt	rešen	V;POS;NFIN	ADJ;NOM;NEUT;SG;V.PTCP
atrisināt	rešena	atrisināt	rešen	V;POS;NFIN	ADJ;NOM;FEM;SG;V.PTCP
nvs	cis	nvs	cis	PROPN	PROPN;NOM;MASC;SG
datori	računalnike	dators	računalnik	N;NOM;MASC;PL	N;ACC;MASC;PL
reģistrētas	registrirana	reģistrēt	registriran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reģistrētas	registrirano	reģistrēt	registrirano	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
reģistrētas	registrirani	reģistrēt	registriran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
reģistrētas	registriran	reģistrēt	registriran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ieiet	vstopi	ieiet	vstop	V;IMP;2;POS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
ieiet	vstop	ieiet	vstop	V;IMP;2;POS;FIN;ACT	N;NOM;MASC;SG
ieiet	vstopi	ieiet	vstop	V;IMP;2;POS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
drošība	varnosti	drošība	varnost	N;NOM;FEM;SG	N;GEN;FEM;SG
atkarību	odvisnosti	atkarība	odvisnost	N;ACC;FEM;SG	N;GEN;FEM;SG
atkarību	odvisnost	atkarība	odvisnost	N;ACC;FEM;SG	N;NOM;FEM;SG
atcelt	preklic	atcelt	preklic	V;POS;NFIN	N;NOM;MASC;SG
talantu	talenti	talants	talent	N;ACC;MASC;SG	N;NOM;MASC;PL
talantu	nadarjenost	talants	nadarjenost	N;ACC;MASC;SG	N;NOM;FEM;SG
talantu	talent	talants	talent	N;ACC;MASC;SG	N;NOM;MASC;SG
piens	mlečni	piens	mlečen	N;NOM;MASC	ADJ;NOM;MASC;PL
piens	mleka	piens	mleko	N;NOM;MASC	N;GEN;NEUT;SG
piens	mleko	piens	mleko	N;NOM;MASC	N;NOM;NEUT;SG
vidzeme	livonia	vidzeme	livonia	N;NOM;FEM;SG	
avīzē	časopis	avīze	časopis	N;ESS;FEM;SG	N;NOM;MASC;SG
avīzē	časopisi	avīze	časopis	N;ESS;FEM;SG	N;NOM;MASC;PL
tavu	tvoje	tava	tvoj	PRO;ACC;SG;3	DET;NOM;NEUT;SG;1
tavu	tvoji	tava	tvoj	PRO;ACC;SG;3	DET;NOM;MASC;SG;1
tavu	vaš	tava	vaš	PRO;ACC;SG;3	DET;NOM;MASC;SG;2
tavu	tvoj	tava	tvoj	PRO;ACC;SG;3	DET;NOM;MASC;SG;1
tavu	tvoja	tava	tvoj	PRO;ACC;SG;3	DET;NOM;FEM;SG;1
tavu	vaša	tava	vaš	PRO;ACC;SG;3	DET;NOM;FEM;SG;2
īsāks	krajšo	īss	kratek	ADJ;NOM;CMPR;MASC;SG	ADJ;ACC;CMPR;FEM;SG
civilās	civilno	civila	civilen	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
civilās	civilna	civila	civilen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
civilās	civilno	civila	civilen	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
civilās	civilni	civila	civilen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
civilās	civilist	civila	civilist	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
civilās	civilna	civila	civilen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
precīzs	natančno	precīzs	natančno	ADJ;NOM;MASC;SG	ADV
precīzs	natančni	precīzs	natančen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
precīzs	natančno	precīzs	natančno	ADJ;NOM;MASC;SG	ADV
diplomātiskās	diplomatsko	diplomātiska	diplomatski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
diplomātiskās	diplomatskih	diplomātiska	diplomatski	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
diplomātiskās	diplomatski	diplomātiska	diplomatski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
diplomātiskās	diplomatska	diplomātiska	diplomatski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
trauku	krožnik	trauks	krožnik	N;ACC;MASC;SG	N;NOM;MASC;SG
trauku	jed	trauks	jed	N;ACC;MASC;SG	N;NOM;FEM;SG
luna	luna	luna	luna	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
lerijs	larry	lerijs	larry	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
rīki	orodje	rīki	orodje	N;NOM;MASC;PL	N;NOM;NEUT;SG
rīki	prestav	rīki	prestav	N;NOM;MASC;PL	N;NOM;FEM;SG
zonās	območja	zona	območje	N;ESS;FEM;PL	N;NOM;NEUT;PL
zonās	cone	zona	cona	N;ESS;FEM;PL	N;NOM;FEM;PL
intervijā	razgovor	intervija	razgovor	N;ESS;FEM;SG	N;NOM;MASC;SG
intervijā	intervju	intervija	intervju	N;ESS;FEM;SG	N;NOM;MASC;SG
rīkles	grlo	rīkle	grlo	N;NOM;FEM;PL	N;NOM;NEUT;SG
rīkles	žrelo	rīkle	žreti	N;NOM;FEM;PL	N;NOM;NEUT;SG
rīkles	grlu	rīkle	grlo	N;NOM;FEM;PL	N;DAT;NEUT;SG
rīkles	grla	rīkle	grlo	N;NOM;FEM;PL	N;NOM;NEUT;SG
toyota	toyota	tofot	toy		N;NOM;FEM;SG
apturēta	premor	apturēt	premor	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
apturēta	prekinjeno	apturēt	prekinjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
apturēta	prekinjena	apturēt	prekinjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzīmē	opombe	atzīmēt	opomba	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;FEM;PL
atzīmē	opombi	atzīmēt	opomba	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;FEM;SG
atzīmē	zapiski	atzīmēt	zapisk	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;MASC;PL
aicina	kličem	aicināt	klica	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
aicina	klicanje	aicināt	klicanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
aicina	vabila	aicināt	vabilo	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;PL
klārks	clarke	klārks	clarka	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
klārks	clark	klārks	clark	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
klārks	clark	klārks	clark	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
koncepciju	pojem	koncepcija	pojem	N;ACC;FEM;SG	N;NOM;MASC;SG
koncepciju	koncept	koncepcija	koncept	N;ACC;FEM;SG	N;NOM;MASC;SG
ieroci	pištola	ieroce	pištol	N;ACC;FEM;SG	N;NOM;FEM;SG
slepkavību	umor	slepkavība	umor	N;ACC;FEM;SG	N;NOM;MASC;SG
las	las	las	las		N;NOM;MASC;SG
gaga	gaga	gags	gaga		N;NOM;MASC;SG
samazinājies	padle	samazināties	pasti	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;PFV;FEM;PL;V.PTCP
samazinājies	padli	samazināties	pasti	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
samazinājies	zavrnjena	samazināties	zavrnjen	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
šūmahers	schumacher	šūmahers	schumacher	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
grenlandes	grenlandijo	grenlande	grenlandija	N;NOM;FEM;PL	N;ACC;FEM;SG
normandijas	normandiji	normandija	normandija	N;NOM;FEM;PL	N;DAT;FEM;SG
garšu	okus	garša	okus	N;ACC;FEM;SG	N;NOM;MASC;SG
garšu	okusi	garša	okusiti	N;ACC;FEM;SG	N;NOM;MASC;PL
step	korak	step	korak		N;NOM;MASC;SG
veikalā	prodajalna	veikals	prodajalna	N;ESS;MASC;SG	ADJ;NOM;FEM;SG
veikalā	shop	veikals	shop	N;ESS;MASC;SG	N;NOM;MASC;SG
veikalā	trgovino	veikals	trgovina	N;ESS;MASC;SG	N;ACC;FEM;SG
veikalā	trgovina	veikals	trgovina	N;ESS;MASC;SG	N;NOM;FEM;SG
pašreizējie	tok	pašreizējs	tok	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
pašreizējie	trenutni	pašreizējs	trenuten	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
pašreizējie	trenutna	pašreizējs	trenuten	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
pašreizējie	sedanji	pašreizējs	sedanji	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
atlikušās	preostali	atlikt	preostal	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atlikušās	preostale	atlikt	preostal	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
atlikušās	preostalo	atlikt	preostati	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PFV;NEUT;SG;V.PTCP
tuberkulozes	tuberkulozo	tuberkuloze	tuberkuloza	N;NOM;FEM;PL	N;ACC;FEM;SG
tuberkulozes	tuberkuloza	tuberkuloze	tuberkuloza	N;NOM;FEM;PL	N;NOM;FEM;SG
jostas	pasove	josta	pas	N;NOM;FEM;PL	ADV;V.CVB
porsche	porsche	porsche	porsch		PROPN;NOM;MASC;SG
bazilika	baziliko	bazilika	bazilika	N;NOM;FEM;SG	N;ACC;FEM;SG
dala	deljena	dala	deljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
dala	deljeno	dala	deljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
dala	razdeljene	dala	razdeljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
dala	razdeljeni	dala	razdeljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
dala	razdeljeno	dala	razdeljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
orientalis	orientalis	orientalis	orientalis	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
izcili	briljantno	izcils	briljantno	ADV	ADJ;NOM;NEUT;SG
izcili	briljanten	izcils	briljanten	ADV	ADJ;NOM;INDF;MASC;SG
izcili	odličen	izcils	odličen	ADV	ADJ;NOM;INDF;MASC;SG
apvienotais	združeni	apvienot	združen	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
apvienotais	združena	apvienot	združen	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
joahims	joachim	joahims	joach	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
konfederāciju	konfederacij	konfederācija	konfederacija	N;ACC;FEM;SG	N;GEN;FEM;PL
konfederāciju	konfederacija	konfederācija	konfederacija	N;ACC;FEM;SG	N;NOM;FEM;SG
salīdzināt	primerjava	salīdzināt	primerjati	V;POS;NFIN	N;NOM;FEM;SG
tiesneši	sodnikov	tiesnesis	sodnik	N;NOM;MASC;PL	N;GEN;MASC;PL
rex	rex	rex	rex		
žurnāliste	novinarja	žurnāliste	novinar	N;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
romans	rimljan	romans	rimljan	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
romans	rimska	romans	rimski	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;SG
romans	roman	romans	roman	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
romans	romana	romans	roman	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
romans	rimske	romans	rimski	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;PL
pārklājas	prekrivanja	pārklāties	prekrivanje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;GEN;NEUT;SG
pārklājas	prekrivanje	pārklāties	prekrivanje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
