que	das	que	der	CONJ	PRO;NOM;NEUT;SG
assessor	ratgeber	assessor	ratgeber	N;MASC;SG	ADJ
assessor	beraterin	assessor	beraterin	N;MASC;SG	ADJ
assessor	berater	assessor	berater	N;MASC;SG	ADJ
independentment	ungeachtet	independentment	ungeachtet	ADV	ADJ
formatge	käse	formatge	kassen	N;MASC;SG	
formatge	käsesorten	formatge	käsesorten	N;MASC;SG	V;FIN
shakespeare	shakespeares	shakespeare	shakespeares		ADJ;NOM;NEUT;SG
shakespeare	shakespeare	shakespeare	shakespeare		N;NOM;MASC;SG
cridat	schrie	cridat	schrie	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
cridat	geschrien	cridat	geschreinen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cridat	aufgerufen	cridat	aufrufen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cridat	angerufen	cridat	anrufen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cridat	rief	cridat	rufen	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
cridat	genannt	cridat	nennen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cridat	gerufen	cridat	rufen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
tenerife	teneriffa	tenerife	teneriffa		PROPN;NOM;SG
quebec	québec	quebar	québec	N;MASC;SG	PROPN;NOM;SG
quebec	quebec	quebar	quebec	N;MASC;SG	PROPN;NOM;SG
ciceró	cicero	ciceró	cicero		PROPN;NOM;MASC;SG
sencer	ganzen	sencer	ganz	ADJ;MASC;SG	ADJ;NOM;MASC;PL
sencer	ganze	sencer	ganz	ADJ;MASC;SG	ADJ;NOM;FEM;PL
franklin	franklin	franklar	franklin		PROPN;SG
bombardeig	bombardieren	bombardeig	bombardieren	N;MASC;SG	V;NFIN
bombardeig	beschuss	bombardeig	bescheisen	N;MASC;SG	ADJ
bombardeig	bombardiert	bombardeig	bombardieren	N;MASC;SG	V;V.PTCP
ducs	herzöge	duc	herzögen	N;MASC;PL	
stuttgart	stuttgart	stuttgar	stuttgart		PROPN;NOM;SG
diccionario	diccionario	diccionario	diccionario		
classificats	eingestuft	classificat	einstufen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
jonathan	jonathan	jonathan	jonathan		PROPN;NOM;MASC;SG
solista	solist	solista	solist	N;SG	PROPN;NOM;MASC;SG
solista	solisten	solista	solist	N;SG	
vector	vektoren	vector	vektoren	N;MASC;SG	V;NFIN
vector	vektor	vector	vektor	N;MASC;SG	
vector	vector	vector	vector	N;MASC;SG	
aixecament	anheben	aixecament	anheben	N;MASC;SG	V;NFIN
aixecament	heben	aixecament	heben	N;MASC;SG	V;NFIN
algorisme	algorithmus	algorisme	algorithmus	N;MASC;SG	PROPN
algorisme	algorithmen	algorisme	algorithmen	N;MASC;SG	N;NOM;PL
metre	metern	metre	metern	N;MASC;SG	ADJ
metre	meter	metre	meter	N;MASC;SG	ADV
metre	zähler	metre	zähl	N;MASC;SG	
metre	meter	metre	meter	N;MASC;SG	ADV
metre	messgerät	metre	messgerät	N;MASC;SG	PROPN
abraham	ibrahim	abraham	ibrahim		PROPN;NOM;SG
abraham	abraham	abraham	abraham		PROPN;NOM;MASC;SG
etiqueta	kennzeichnung	etiqueta	kennzeichnung	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
etiqueta	etikett	etiqueta	etiket	V;IND;SG;3;PRS;FIN	ADJ
etiqueta	aufkleber	etiqueta	aufkleber	V;IND;SG;3;PRS;FIN	ADJ
etiqueta	label	etiqueta	label	V;IND;SG;3;PRS;FIN	
etiqueta	beschriftung	etiqueta	Beschriftung	V;IND;SG;3;PRS;FIN	ADJ
duran	duran	dur	duran	V;IND;PL;3;FUT;FIN	PROPN;NOM;MASC;SG
duran	durán	dur	durán	V;IND;PL;3;FUT;FIN	PROPN;NOM;MASC;SG
pen	kugelschreiber	pen	kugelschreiber		ADJ
hola	hello	hol	hello		PROPN;SG
plenament	voll	plenament	voll	ADV	ADJ
plenament	komplett	plenament	komplett	ADV	ADJ
plenament	vollständig	plenament	vollständig	ADV	ADJ
billy	billy	billy	billy		PROPN;NOM;MASC;SG
primitiu	primitive	primitiu	primitiv	ADJ;MASC;SG	ADJ;NOM;FEM;PL
parents	verwandten	parent	verwandt	N;MASC;PL	V;PL;FIN
parents	angehörige	parent	angehörig	N;MASC;PL	ADJ;NOM;FEM;PL
parents	verwandtschaft	parent	verwandtschaft	N;MASC;PL	ADJ
parents	verwandte	parent	verwenden	N;MASC;PL	
parents	angehörigen	parent	angehörig	N;MASC;PL	V;IND;PL;3;FIN
sigles	akronym	sigla	akronym		ADJ
sigles	abkürzung	sigla	abkürzung		ADJ
sigles	kurzbezeichnung	sigla	kurzbezeichnung		ADJ;NOM;SG
socks	strümpfe	socks	strümpf		N
socks	socken	socks	socken		V;NFIN
malalt	kranke	malalt	krank	ADJ;MASC;SG	N;NOM;FEM;PL
malalt	kranken	malalt	krank	ADJ;MASC;SG	V;NFIN
creença	glaube	creença	glauben	N;FEM;SG	
creença	glauben	creença	glauben	N;FEM;SG	V;NFIN
creença	überzeugung	creença	überzeugung	N;FEM;SG	ADV
grant	gewähren	grant	gewähren	N;SG	V;NFIN
grant	grant	grant	granen	N;SG	PROPN;NOM;SG
athletic	sportliche	athletic	sportlich	N;MASC;SG	ADJ;NOM;FEM;PL
athletic	sportlich	athletic	sportlich	N;MASC;SG	ADJ
athletic	athletic	athletic	athletic	N;MASC;SG	
athletic	sportlichen	athletic	sportlich	N;MASC;SG	ADJ
avantatges	vorzüge	avantatge	vorzügen	N;MASC;PL	
avantatges	vorteile	avantatge	vorteilen	N;MASC;PL	
avantatges	vorteil	avantatge	vorteil	N;MASC;PL	ADV
avantatges	profis	avantatge	profis	N;MASC;PL	
utah	utah	utah	utah	N;MASC;SG	PROPN;NOM;MASC;SG
vari	vario	anar	vario	PROPN	
morter	mörtel	morter	mörtel		ADJ
defensors	verteidiger	defensor	verteidiger	N;MASC;PL	ADJ
ross	ross	ros	roß	PROPN	PROPN;NOM
molina	molina	molina	molina		PROPN
emplaçament	platzierungen	emplaçament	plazierung	N;MASC;SG	V;NFIN
emplaçament	vermittlung	emplaçament	vermittlung	N;MASC;SG	ADJ
emplaçament	lage	emplaçament	lagen	N;MASC;SG	ADJ
emplaçament	standort	emplaçament	standoren	N;MASC;SG	ADV
sporting	sportlichen	sporting	sportlich	N;MASC;SG	ADJ
sporting	sportveranstaltungen	sporting	sportveranstaltung	N;MASC;SG	N;NOM;FEM;PL
sporting	sportliche	sporting	sportlich	N;MASC;SG	ADJ;NOM;FEM;PL
antena	antennen	antena	antennen	N;FEM;SG	N;NOM;PL
antena	antenne	antena	antenn	N;FEM;SG	;NOM
juntes	tafeln	junt	tafeln	ADJ;FEM;PL	
juntes	boards	junt	boards	ADJ;FEM;PL	PROPN
juntes	platten	junt	platt	ADJ;FEM;PL	V;NFIN
crèdits	guthaben	crèdit	guthaben	N;MASC;PL	
gerard	gérard	gerard	gérard		PROPN;NOM;SG
gerard	gerard	gerard	gerard		PROPN;NOM;MASC;SG
stanley	stanley	stanley	stanley	PROPN	
creats	geschaffen	creat	schaffen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
creats	erzeugt	creat	erzeugen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
creats	erstellt	creat	erstellen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
creats	erschaffen	creat	erschaffen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
creats	erstellte	creat	erstellt	ADJ;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
panorama	panorama	panorama	panorama	N;MASC;SG	
panorama	panoramablick	panorama	panoramablick	N;MASC;SG	ADJ
connecta	verbindung	connectar	verbindung	V;IND;SG;3;PRS;FIN	ADJ
connecta	connect	connectar	connect	V;IND;SG;3;PRS;FIN	PROPN
bombes	pumpen	bomba	pumpen	N;FEM;PL	V;NFIN
bombes	wärmepumpen	bomba	wärmepumpen	N;FEM;PL	
bombes	bomben	bomba	bomben	N;FEM;PL	
faraó	pharaos	faraó	pharaos	N;MASC;SG	
faraó	pharao	faraó	pharao	N;MASC;SG	PROPN;NOM;SG
calci	calcium	calcar	calcium	N;MASC;SG	
calci	kalzium	calcar	kalzium	N;MASC;SG	
sonda	sonde	sonda	sonden	N;FEM;SG	
sonda	probe	sonda	prob	N;FEM;SG	
sonda	sonden	sonda	Sonde	N;FEM;SG	N;PL
dissabte	samstag	dissabte	samstag	N	ADV
dissabte	samstags	dissabte	samstags	N	ADV
lectors	leser	lector	leser	N;MASC;PL	
lectors	leserschaft	lector	leserschaft	N;MASC;PL	ADJ
lectors	lesern	lector	lesern	N;MASC;PL	
academia	academy	academia	academy	N;FEM;SG	PROPN;NOM;SG
bec	schnabel	bec	schnabel		ADJ
adequada	angemessene	adequat	angemessen	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
adequada	ausreichend	adequat	ausreichend	ADJ;FEM;SG;V.PTCP	ADV
aletes	flossen	aleta	fließen	N;FEM;PL	V;NFIN
hispània	hispania	hispània	hispania	N;FEM;SG	PROPN;NOM;SG
aguilar	aguilar	aguilar	aguilar		PROPN;NOM;MASC;SG
estònia	estland	estònia	estlind	ADJ;FEM;SG	
estònia	estnische	estònia	estnisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
quelcom	irgendwas	quelcom	irgendwas		ADV
quelcom	irgendetwas	quelcom	irgendetwas		ADV
quelcom	etwas	quelcom	etwas		ADV
notació	notation	notació	notation	N;FEM;SG	PROPN
notació	schreibweise	notació	schreibweise	N;FEM;SG	ADJ
clark	clark	clark	clark	PROPN	PROPN;NOM;SG
nitrogen	stickstoff	nitrogen	steckstoff	N;MASC;SG	
main	wichtigsten	main	wichtig		ADJ;PL
main	main	main	main		PROPN;NOM;MASC;SG
main	wichtigste	main	wichtig		ADJ;NOM;FEM;SG
main	hauptsache	main	hauptsache		ADV
kelly	kelly	kelly	kelly	PROPN	PROPN;NOM;SG
botànica	botanik	botànica	botanik	ADJ;FEM;SG	PROPN
reflexió	reflexion	reflexió	reflexion	N;FEM;SG	
reflexió	besinnung	reflexió	besinnung	N;FEM;SG	
reflexió	überlegung	reflexió	überlegung	N;FEM;SG	ADV
reflexió	nachdenken	reflexió	nachdenken	N;FEM;SG	V;NFIN
reflexió	spiegelbild	reflexió	spiegelbild	N;FEM;SG	ADJ
màrtirs	märtyrer	màrtir	märtyrer	N;PL	ADJ
cnt	cnt	cnt	cnt	N;FEM;SG	PROPN;NOM;SG
distàncies	distanzen	distància	distanzen	N;FEM;PL	V;NFIN
distàncies	distanz	distància	distanz	N;FEM;PL	
distàncies	entfernung	distància	entfernung	N;FEM;PL	ADJ
distàncies	entfernungen	distància	entfernung	N;FEM;PL	V;V.PTCP
distàncies	abstände	distància	abstehen	N;FEM;PL	
escenaris	szenarium	escenari	szenarium	N;MASC;PL	N;NOM;NEUT;SG
escenaris	szenarios	escenari	szenarios	N;MASC;PL	
escenaris	szenario	escenari	szenario	N;MASC;PL	ADJ
oberts	geöffnet	obert	öffnen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
oberts	open	obert	open	ADJ;MASC;PL;V.PTCP	
oberts	öffnen	obert	öffnen	ADJ;MASC;PL;V.PTCP	V;NFIN
requisits	anforderungen	requisit	anforderingen	N;MASC;PL	V;NFIN
requisits	vorschriften	requisit	vorschreifen	N;MASC;PL	V;NFIN
convergència	konvergenz	convergència	konvergenz	N;FEM;SG	
convergència	annäherung	convergència	annäherung	N;FEM;SG	ADJ;FEM;SG
rebuig	zurückweisung	rebuig	zurückweisung	N;MASC;SG	
corneli	cornelius	corneli	cornelius		PROPN;NOM;MASC;SG
corneli	cornelis	corneli	cornelis		PROPN;NOM;SG
hermann	hermann	hermann	herminnen		PROPN;NOM;MASC;SG
protestes	protesten	protesta	prot	N;FEM;PL	ADJ
modifica	ändern	modificar	ändern		V;NFIN
modifica	abändern	modificar	abändern		V;NFIN
modifica	verändern	modificar	verändern		V;NFIN
modifica	modifizieren	modificar	modifizieren		V;NFIN
regulació	regelung	regulació	Regelung	N;FEM;SG	ADJ
simultàniament	zeitgleich	simultàniament	zeitgleich	ADV	ADJ
simultàniament	gleichzeitig	simultàniament	gleichzeitig	ADV	ADJ
simultàniament	simultan	simultàniament	simultan	ADV	ADJ
pequín	peking	pequín	peking		PROPN;NOM;MASC;SG
administradors	admins	administrador	adminsen	N;MASC;PL	PROPN
realisme	realismus	realisme	realismus	N;MASC;SG	PROPN
fita	cairn	fita	cairn	N;FEM;SG	PROPN;NOM;SG
eixos	achs	eix	achs	N;MASC;PL	
benjamin	benjamin	benjami	benjamin	ADJ;MASC;SG	PROPN;NOM;MASC;SG
convidat	gästezimmer	convidat	gästezimmer	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
convidat	gäste	convidat	gesen	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;PL
convidat	gast	convidat	gast	ADJ;MASC;SG;V.PTCP	
lincoln	lincoln	lincoln	lincoln		PROPN
somàlia	somalia	somàlia	somalia	ADJ;FEM;SG	PROPN;NOM;MASC;SG
polonesa	polonaise	polonès	polonaise	ADJ;FEM;SG	
defecte	defekt	defecte	defekt		ADJ
lleialtat	treue	lleialtat	treu	N;FEM;SG	ADJ;NOM
lleialtat	loyalität	lleialtat	loyalität	N;FEM;SG	ADJ
demòcrata	demokraten	demòcrata	demokraten	N;SG	N;NOM;PL
issn	issn	issn	issn		
matèries	baustoffe	matèria	baustoff	N;FEM;PL	
matèries	materialien	matèria	materialien	N;FEM;PL	V;NFIN
matèries	werkstoffe	matèria	werkstoff	N;FEM;PL	
germain	germain	germar	germain		PROPN;NOM;SG
berga	berga	berga	berga		PROPN;NOM;SG
córdoba	córdoba	córdoba	córdoba		PROPN;NOM;MASC;SG
córdoba	cordoba	córdoba	cordoba		PROPN;NOM;SG
armeni	armenischen	armeni	armenisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
armeni	armenier	armeni	armenier	ADJ;MASC;SG	N;NOM;PL
armeni	armenische	armeni	armenisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
soroll	geräusche	soroll	geräusch		ADJ;NOM
soroll	geräusch	soroll	geräusch		ADJ
soroll	rauschen	soroll	rauschen		V;NFIN
off	ab	off	ab		ADP
off	deaktiviert	off	deaktivieren		V;V.PTCP
armament	bewaffnung	armament	bewaffnung	N;MASC;SG	
armament	waffen	armament	waffen	N;MASC;SG	
mel	liebling	mel	liebling		ADJ
morgan	morgan	morgan	morgan		PROPN;NOM;SG
planificació	planen	planificació	planen	N;FEM;SG	V;NFIN
planificació	planungen	planificació	planung	N;FEM;SG	V;NFIN
planificació	planung	planificació	planung	N;FEM;SG	ADJ
planificació	stadtplanung	planificació	stadtplanung	N;FEM;SG	PROPN;SG
islàndia	island	islàndia	island	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
perfecte	perfect	perfecte	perfecen	ADJ;MASC;SG	PROPN
charlie	charlie	charlie	charlie		PROPN;NOM;SG
retorna	rückgabe	retornar	rückgabe	V;IND;SG;3;PRS;FIN	N;SG
armat	bewaffneten	armat	bewaffnet	ADJ;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
guy	guy	guy	guy		PROPN;NOM;MASC;SG
localitzat	lokalisierte	localitzar	lokalisieren	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
localitzat	lokalisiert	localitzar	lokalisieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
localitzat	lokalisiert	localitzar	lokalisieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
kim	kim	kim	kim	PROPN	PROPN;NOM;MASC;SG
documentals	dokumentarfilm	documental	dokumentarfilm	ADJ;PL	PROPN
documentals	dokumentationen	documental	dokumentationen	ADJ;PL	N;NOM;FEM;PL
discs	scheiben	disc	scheiben	N;MASC;PL	V;NFIN
considerades	berücksichtigt	considerat	berücksichtigen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
considerades	betrachtet	considerat	betrachten	ADJ;FEM;PL;V.PTCP	V;V.PTCP
considerades	erwogen	considerat	erwägen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
adquirit	gekauft	adquirit	kaufen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
adquirit	erworbene	adquirit	erworben	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
adquirit	erworben	adquirit	erwerben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
mots	mots	mot	mots	N;MASC;PL	
protesta	protestiere	protesta	protestieren	N;FEM;SG	
protesta	proteste	protesta	prot	N;FEM;SG	N;NOM;FEM;PL
protesta	protestieren	protesta	protestieren	N;FEM;SG	V;NFIN
noruec	norweger	noruec	norweger	ADJ;MASC;SG	
rarament	selten	rarament	selten	ADV	ADJ
modes	verkehrsmittel	moda	verkehrsmittel		ADJ
modes	verkehrsträger	moda	verkehrsträger		ADJ
negatiu	negative	negatiu	negativ	ADJ;MASC;SG	ADJ;NOM;FEM;PL
meta	meta	meta	meta		PROPN;NOM;SG
meta	metadaten	meta	metadaten		V;NFIN
extrema	extreme	extrem	extrem	ADJ;FEM;SG	N;NOM;FEM;PL
ahmed	ahmed	ahmed	ahmed	PROPN	PROPN;NOM;MASC;SG
ahmed	ahmad	ahmed	ahmad	PROPN	PROPN;NOM;MASC;SG
islàmic	islamischen	islàmic	islamisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
islàmic	islamisten	islàmic	islamist	ADJ;MASC;SG	PROPN
islàmic	islamische	islàmic	islamisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
filial	tochtergesellschaft	filial	tochtergesellschaft		ADJ
filial	tochterunternehmen	filial	tochterunternehmen		ADJ
filial	niederlassung	filial	niederlassung		ADJ
míssils	geschosse	míssil	geschoß	N;MASC;PL	ADJ
míssils	flugkörper	míssil	flugkörper	N;MASC;PL	ADJ
som	som	ser	som	V;IND;PL;1;PRS;FIN	
fonaments	grundlagen	fonament	grundlagen	N;MASC;PL	V;NFIN
fonaments	grundsätzliches	fonament	grundsätzlich	N;MASC;PL	ADJ;NOM;NEUT;SG
fonaments	grundsätze	fonament	grundsätze	N;MASC;PL	N;NOM;FEM;SG
fonaments	grundprinzipien	fonament	grundprinzipien	N;MASC;PL	ADJ
glòria	gloria	glòria	gloria	N;FEM;SG	PROPN;NOM;SG
glòria	herrlichkeit	glòria	herrlichkeit	N;FEM;SG	
glòria	ehre	glòria	ehr	N;FEM;SG	
glòria	ruhm	glòria	rühmen	N;FEM;SG	
glòria	glory	glòria	glory	N;FEM;SG	
bloqueig	sperren	bloqueig	sperren	N;MASC;SG	V;NFIN
bloqueig	schloss	bloqueig	schließen	N;MASC;SG	V;SG
bloqueig	sperren	bloqueig	sperren	N;MASC;SG	V;NFIN
bloqueig	sperre	bloqueig	sperr	N;MASC;SG	
portaven	trugen	portar	tragen	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;PST;FIN
portaven	trug	portar	tragen	V;IND;PL;3;IPFV;FIN	V;IND;SG;3;PST;FIN
assolit	erreicht	assolir	erreichen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
assolit	erreichte	assolir	erreichen	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
assolit	erreichten	assolir	erreichen	ADJ;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
camperols	kleinbauern	camperol	kleinbauern	N;MASC;PL	ADJ
camperols	bauern	camperol	bauern	N;MASC;PL	V;NFIN
gràfics	grafik	gràfic	grafik	ADJ;MASC;PL	
gràfics	graphik	gràfic	graphik	ADJ;MASC;PL	
gràfics	grafiken	gràfic	grafik	ADJ;MASC;PL	V;NFIN
gràfics	graphiken	gràfic	graphiken	ADJ;MASC;PL	
constants	konstante	constant	konstant	ADJ;PL	ADJ;NOM;FEM;SG
constants	konstanten	constant	konstant	ADJ;PL	
astrònom	astronom	astrònom	astronom	N;MASC;SG	PROPN
astrònom	astronomen	astrònom	astronom	N;MASC;SG	ADJ
ambiental	umwelt	ambiental	umwelt	ADJ;SG	N;NOM;FEM;SG
helena	helena	helena	helena	ADJ;FEM;SG	PROPN;NOM;SG
europe	europa	europe	europa		PROPN;NOM;SG
respon	erwiderung	respondre	Erwiderung	V;IND;SG;3;PRS;FIN	N;FEM;SG
respon	antwort	respondre	antworen	V;IND;SG;3;PRS;FIN	
pins	pines	pins	pin		PROPN
contraforts	spurs	contrafort	spurs	N;MASC;PL	PROPN;NOM;SG
eta	ankunftszeit	etadre	ankunftszeit	PROPN	ADJ
eta	eta	etadre	eta	PROPN	
recollida	pickup	recollit	pickup	ADJ;FEM;SG;V.PTCP	PROPN;NOM;SG
recollida	abholen	recollit	abholen	ADJ;FEM;SG;V.PTCP	V;NFIN
recollida	abholung	recollit	abholung	ADJ;FEM;SG;V.PTCP	N
recollida	pick	recollit	pick	ADJ;FEM;SG;V.PTCP	PROPN
recollida	sammlung	recollit	sammlung	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
recollida	erhebung	recollit	Erhebung	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
recollida	kollektion	recollit	kollektion	ADJ;FEM;SG;V.PTCP	PROPN
recollida	sammlungen	recollit	sammlung	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;PL
trastorns	krankheiten	trastorn	krankheit	N;MASC;PL	V;NFIN
trastorns	störungen	trastorn	störung	N;MASC;PL	V;NFIN
ghana	ghana	ghana	ghana		PROPN;NOM;MASC;SG
relíquies	reliquien	relíquia	reliquen	N;FEM;PL	
alex	alex	alex	alex		PROPN;NOM;MASC;SG
produint	produzieren	produir	produzieren	V;V.MSDR	V;NFIN
lanka	lanka	lanka	lanka	PROPN	PROPN;NOM;MASC;SG
canadenc	canadian	canadenc	canadian	ADJ;MASC;SG	PROPN
canadenc	kanadischen	canadenc	kanadisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
canadenc	kanadische	canadenc	kanadisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
canadenc	kanadier	canadenc	kanadier	ADJ;MASC;SG	
utilitat	nutzen	utilitat	nutzen	N;FEM;SG	V;NFIN
utilitat	hilfsprogramm	utilitat	hilfsprogramm	N;FEM;SG	ADJ
dell	dell	dell	dell		PROPN;NOM;MASC;SG
estàndards	normen	estàndard	normen	N;MASC;PL	V;NFIN
restaurat	restauriert	restaurar	restaurieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
restaurat	wiederhergestellt	restaurar	wiederherstellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
restaurat	renoviert	restaurar	renovieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
positiva	positive	positiu	positiv	ADJ;FEM;SG	ADJ;NOM;FEM;PL
norman	norman	normar	norman		PROPN;NOM;SG
malalts	kranken	malalt	krank	N;MASC;PL	V;NFIN
malalts	krank	malalt	krank	N;MASC;PL	ADJ
malalts	kranker	malalt	krank	N;MASC;PL	ADJ
fina	fina	fi	fina	ADJ;FEM;SG	PROPN;NOM;SG
fina	dünnen	fi	dünn	ADJ;FEM;SG	
fina	dünne	fi	dünn	ADJ;FEM;SG	ADJ;NOM;PL
exposar	enthüllung	exposar	enthüllung	V;NFIN	N;SG
càmeres	digitalkameras	càmera	digitalkameras	N;PL	
càmeres	kameras	càmera	kameras	N;PL	ADV
fabra	fabra	febre	fabra	N;FEM;SG	
trio	trio	trio	trio	N;MASC;SG	
iemen	jemen	iemen	jem	N;MASC;SG	PROPN;NOM;MASC;SG
iemen	weißrussland	iemen	weißrußland	N;MASC;SG	ADJ
divendres	freitag	divendres	freitagen	N	ADV
divendres	freitags	divendres	freitags	N	ADV
aproximada	fuzzy	aproximat	fuzzy	ADJ;FEM;SG;V.PTCP	PROPN;NOM;SG
circ	zirkus	circ	zirkus	N;MASC;SG	
circ	circus	circ	circus	N;MASC;SG	
islàmica	islamischen	islàmica	islamisch	ADJ;FEM;SG	ADJ;NOM;MASC;PL
islàmica	islamisten	islàmica	islamist	ADJ;FEM;SG	PROPN
islàmica	islamische	islàmica	islamisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
potent	starke	potent	stark	ADJ;SG	ADJ;NOM;FEM;PL
potent	leistungsfähige	potent	leistungsfähig	ADJ;SG	ADJ;NOM;FEM;PL
potent	mächtige	potent	mächtig	ADJ;SG	ADJ;NOM;FEM;PL
barça	barça	barça	barça	N;MASC;SG	PROPN;NOM;SG
creta	kreta	creta	kreta	ADJ;FEM;SG	PROPN;NOM;SG
garona	garonne	garona	garonne	ADJ;SG	PROPN;NOM;SG
dramaturg	dramatiker	dramaturg	dramatiker	N;MASC;SG	ADJ
influenciat	beeinflusst	influenciar	beeinflussen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
influenciat	beeinflußt	influenciar	beeinflußen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
àrbitre	schiedsrichter	àrbitre	schiedsrichter	N;MASC;SG	ADJ
amiga	amiga	amiga	amiga	N;FEM;SG	PROPN;NOM;SG
conductor	treiber	conductor	treiber	N;MASC;SG	PROPN
conductor	fahrzeugführer	conductor	fahrzeugführer	N;MASC;SG	ADJ
conductor	driver	conductor	driver	N;MASC;SG	PROPN;SG
conductor	fahrer	conductor	fahrer	N;MASC;SG	ADJ
conductor	autofahrer	conductor	autofahrer	N;MASC;SG	ADJ
galàxies	galaxien	galàxia	galaxien	N;FEM;PL	
volcà	vulkan	volcà	vulkan	N;MASC;SG	
volcà	vulkane	volcà	vulkan	N;MASC;SG	
ferides	wunde	ferida	wehden	N;FEM;PL	
intèrpret	dolmetscher	intèrpret	dolmetsch	N;SG	ADJ
casc	helm	casc	helm	N;MASC;SG	
oficis	gewerbe	ofici	gewerb	N;MASC;PL	
divina	göttliche	diví	göttlich	ADJ;FEM;SG	ADJ;NOM;FEM;PL
divina	divina	diví	divina	ADJ;FEM;SG	PROPN;NOM;SG
ltd	limited	ltd	limited	PROPN	PROPN;NOM;SG
ltd	gmbh	ltd	gmbh	PROPN	N;NOM;FEM;SG
ltd	ag	ltd	ag	PROPN	PROPN;NOM;FEM;SG
ltd	ltd	ltd	ltd	PROPN	PROPN;NOM;SG
tribú	tribüne	tribú	tribüne	N;MASC;SG	
tribú	tribune	tribú	tribun	N;MASC;SG	PROPN;NOM;MASC;SG
orbital	orbital	orbital	orbital	ADJ;SG	PROPN
realitzant	durchführen	realitzar	durchfahren|durchführen	V;V.MSDR	V;NFIN
aparent	offensichtliche	aparent	offensichtlich	ADJ;SG	ADJ;NOM;FEM;PL
suspensió	fahrwerk	suspensió	fahrwerk	N;FEM;SG	ADJ
suspensió	suspension	suspensió	suspension	N;FEM;SG	
suspensió	aussetzung	suspensió	aussetzung	N;FEM;SG	
suspensió	suspendierung	suspensió	suspendierung	N;FEM;SG	ADJ
alsàcia	elsaß	alsàcia	elseßen	N;FEM;SG	
alsàcia	elsass	alsàcia	elsassen	N;FEM;SG	PROPN;NOM;SG
alternatiu	alternative	alternatiu	alternativ	ADJ;MASC;SG	ADJ;NOM;FEM;PL
alternatiu	hilfsweise	alternatiu	hilfsweise	ADJ;MASC;SG	ADV
alternatiu	alternative	alternatiu	alternativ	ADJ;MASC;SG	ADJ;NOM;FEM;PL
alternatiu	wechseln	alternatiu	wechseln	ADJ;MASC;SG	V;NFIN
governants	herrscher	governant	herrscher	N;PL	
governants	machthaber	governant	machthaber	N;PL	
nevada	nevada	nevada	nevada	N;FEM;SG	PROPN;NOM;SG
toronto	toronto	torontar	toronto		PROPN;NOM;MASC;SG
escollida	auserwählt	escollida	auserwählen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
