ύδατα	водах	ύδωρ	вода	N;NOM;NEUT;PL	N;INAN;ESS;FEM;PL
περιμένω	ожидание	περιμένω	ожидание	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
περιμένω	ждём	περιμένω	ждем	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
περιμένω	ждем	περιμένω	ждать	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
κάθεται	сидит	κάθεται	сидеть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
στέκεται	стоя	στέκω	стоять	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;PRS;V.CVB;ACT
στέκεται	стою	στέκω	стоять	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
στέκεται	стоящая	στέκω	стоять	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
βαρωνία	баронство	βαρωνία	баронство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κλάους	клаус	κλάος	клаус	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
αριστοκρατία	аристократии	αριστοκρατία	аристократия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ατυχήματα	аварий	ατύχημα	авария	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
ατυχήματα	дтп	ατύχημα	дтп	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
μάγια	майи	μάγι	май	N;NOM;NEUT;PL	N;ANIM;NOM;FEM;SG
μάγια	майя	μάγι	май	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
μάγια	майи	μάγι	май	N;NOM;NEUT;PL	N;ANIM;NOM;FEM;SG
μάγια	майя	μάγι	май	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
μάγια	майя	μάγι	май	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
θανάτους	умершие	θάνατος	умереть	N;ACC;MASC;PL	V;PFV;NOM;PL;PST;V.PTCP;ACT
θανάτους	смерти	θάνατος	смерть	N;ACC;MASC;PL	N;INAN;GEN;FEM;SG
εργαζόμενοι	работников	εργαζόμενος	работник	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
εργαζόμενοι	трудящихся	εργαζόμενος	трудящийся	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
εργαζόμενοι	работников	εργαζόμενος	работник	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
επανέλαβε	повторите	επαναλαμβάνω	повторить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
επανέλαβε	повторять	επαναλαμβάνω	повторять	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN;ACT
επανέλαβε	повторяю	επαναλαμβάνω	повторять	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
επιμονή	упорство	επιμονή	упорство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επιμονή	настойчивость	επιμονή	настойчивость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
επιμονή	стойкость	επιμονή	стойкость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
επιμονή	стойкости	επιμονή	стойкость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
επιμονή	упорство	επιμονή	упорство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επιμονή	настойчивость	επιμονή	настойчивость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
επιμονή	стойкость	επιμονή	стойкость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
λούκα	лука	λούκα	лук		N;INAN;NOM;MASC;SG
λούκα	луки	λούκα	лук		N;INAN;NOM;MASC;PL
λούκα	лукка	λούκα	лукка		N;INAN;NOM;FEM;SG
λούκα	лука	λούκα	лук		N;INAN;NOM;MASC;SG
λούκα	луки	λούκα	лук		N;INAN;NOM;MASC;PL
φρέντερικ	фредерик	φρέντερικ	фредерик	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
φρέντερικ	фредерик	φρέντερικ	фредерик	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
φρέντερικ	фридрих	φρέντερικ	фридрий	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
μανία	фьюри	μανία	фьюри	N;ACC;FEM;SG	N;ANIM;NOM;MASC;SG
μανία	ярость	μανία	ярость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μανία	mania	μανία	mania	N;ACC;FEM;SG	PROPN
ψυχολογική	психологической	ψυχολογικός	психологический	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
ψυχολογική	психологические	ψυχολογικός	психологический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ρόζα	розу	ρόζος	роза	PROPN;NOM;FEM;SG	N;ANIM;ACC;FEM;SG
ρόζα	роза	ρόζος	роза	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
επιδιώκει	стремится	επιδιώκω	стремиться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
λεπτομερή	подробные	λεπτομερής	подробный	ADV	ADJ;NOM;PL
λεπτομερή	подробный	λεπτομερής	подробный	ADV	ADJ;NOM;MASC;SG
λεπτομερή	подробное	λεπτομερής	подробный	ADV	ADJ;NOM;NEUT;SG
κίτρινη	желтые	κίτρινος	желтый	ADJ;NOM;FEM;SG	ADJ;NOM;PL
γρήγορο	быстрый	γρήγορος	быстрый	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
γρήγορο	быстро	γρήγορος	быстро	N;NOM;NEUT;SG	ADV
γρήγορο	быстрая	γρήγορος	быстрый	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ανοχή	допуск	ανοχή	допуск	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ανοχή	терпимости	ανοχή	терпимость	N;ACC;FEM;SG	N;INAN;GEN;FEM;SG
ανοχή	терпимость	ανοχή	терпимость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αποδέχεται	принимает	αποδέχομαι	принимать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
μπατίστα	батиста	μπατίστα	батист		N;INAN;NOM;MASC;SG
ισχυρότερο	сильнейший	ισχύρος	сильный	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;RL;MASC;SG
ερωτικό	эротические	ερωτικός	эротический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
καταχώρηση	въезд	καταχώρηση	въезд	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
καταχώρηση	въезда	καταχώρηση	въезд	N;ACC;FEM;SG	N;INAN;GEN;MASC;SG
καταχώρηση	регистрация	καταχώρηση	регистрация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μέλι	родная	μέλι	родной	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
μέλι	дорогая	μέλι	дорогой	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
μέλι	мэлли	μέλι	мэлль	N;NOM;NEUT;SG	
μέλι	мелли	μέλι	мелли	N;NOM;NEUT;SG	
τόλκιν	толкин	τόλκιν	толкин		N;ANIM;NOM;MASC;SG
ναρκωτικά	наркотики	ναρκωτικά	наркотик	ADV	N;INAN;NOM;MASC;PL
διάβρωση	коррозии	διάβρωση	коррозия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
διάβρωση	эрозии	διάβρωση	эрозия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
αρμένιοι	армян	αρμένιος	армянин	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
αρμένιοι	армяне	αρμένιος	армянин	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
τζόρτζια	грузии	τζόρτζια	грузия		N;INAN;NOM;FEM;SG
τζόρτζια	джорджия	τζόρτζια	джорджия		N;INAN;NOM;FEM;SG
τζόρτζια	грузия	τζόρτζια	грузия		N;INAN;NOM;FEM;SG
τζόρτζια	грузию	τζόρτζια	грузия		N;INAN;ACC;FEM;SG
άλας	соли	άλος	соль	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
κατάρα	проклятие	κατάρα	проклятие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κατάρα	проклятье	κατάρα	проклятье	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
καταδρομικό	крейсер	καταδρομικός	крейсер	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ενέδρα	засады	ενδρα	засада	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
ενέδρα	засаду	ενδρα	засада	N;NOM;MASC;SG	N;INAN;ACC;FEM;SG
πατριάρχες	патриархов	πατριάρχης	патриарх	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
μετανάστευσαν	мигрировали	μετανάστευσαν	мигрировать	V;PFV;IND;PL;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
μετανάστευσαν	иммигрировал	μετανάστευσαν	иммигрировать	V;PFV;IND;PL;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
σπόροι	семя	σπόρος	семя	N;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
σπόροι	семенной	σπόρος	семенный	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
σπόροι	семян	σπόρος	семя	N;NOM;MASC;PL	N;INAN;GEN;NEUT;PL
ονομαστική	оценили	ονομαστικός	оценить	ADJ;NOM;FEM;SG	V;PFV;IND;PL;PST;FIN;ACT
ονομαστική	оценил	ονομαστικός	оценить	ADJ;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ονομαστική	оценила	ονομαστικός	оценить	ADJ;NOM;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
ονομαστική	номинальной	ονομαστικός	номинальный	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
υποδοχής	приветствуя	υποδοχή	приветствовать	N;GEN;FEM;SG	V;IPFV;PRS;V.CVB;ACT
υποδοχής	принимающих	υποδοχή	принимать	N;GEN;FEM;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
υποδοχής	принимающая	υποδοχή	принимать	N;GEN;FEM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
βαθμιαία	постепенного	βαθμιαίος	постепенный	ADV	ADJ;GEN;MASC;SG
βαθμιαία	постепенное	βαθμιαίος	постепенный	ADV	ADJ;NOM;NEUT;SG
βαθμιαία	постепенный	βαθμιαίος	постепенный	ADV	ADJ;NOM;MASC;SG
θεραπείες	лечение	θεραπεία	лечение	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
καθολικοί	католики	καθολικός	католик	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
καθολικοί	католиков	καθολικός	католик	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
καθολικοί	католической	καθολικός	католический	ADJ;NOM;MASC;PL	ADJ;INS;FEM;SG
καθολικοί	католик	καθολικός	католик	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
καθολικοί	католическая	καθολικός	католический	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
καθολικοί	католики	καθολικός	католик	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ισοδύναμο	эквивалентные	ισοδύναμος	эквивалентный	N;NOM;NEUT;SG	ADJ;NOM;PL
εθνικοί	граждане	εθνικός	гражданин	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
χόρχε	хорхе	χόρχω	хорха		N;INAN;NOM;MASC;SG
σώθηκε	спас	σώνω	спасти	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
σώθηκε	сохранены	σώνω	сохранить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
ειδικότητα	специфику	ειδικότητα	специфика	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
ειδικότητα	специальности	ειδικότητα	специальность	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
κοσμική	светского	κοσμικός	светский	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
σο	шоу	σο	шоу		N;INAN;NOM;NEUT;SG
τύραννος	тиран	τύραννος	тиран	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
τύραννος	тирана	τύραννος	тиран	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
μάργκαρετ	маргарет	μάργκαρμα	маргарет		N;ANIM;NOM;FEM;SG
μάργκαρετ	маргарита	μάργκαρμα	маргарита		N;ANIM;NOM;FEM;SG
δοχείο	судна	δοχείο	судно	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
νίγηρα	нигер	νίγηρα	нигер		N;ANIM;NOM;MASC;SG
νίγηρα	нигера	νίγηρα	нигера		N;INAN;NOM;MASC;SG
νίγηρα	нигере	νίγηρα	нигерь		N;INAN;NOM;MASC;SG
σηματοδότησε	отмечена	σηματοδοτώ	отметить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
σηματοδότησε	отметили	σηματοδοτώ	отметить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
συμπλήρωμα	дополнения	συμπλήρωμα	дополнение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
συμπλήρωμα	дополнить	συμπλήρωμα	дополнить	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
καθοριστική	решающий	καθοριστικός	решающий	ADJ;NOM;FEM;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
καθοριστική	решительные	καθοριστικός	решительный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αγιος	святой	αγιος	святой	DET;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
αγιος	сен	αγιος	сен	DET;NOM;DEF;MASC;SG	
αγιος	сент	αγιος	сент	DET;NOM;DEF;MASC;SG	N;INAN;NOM;MASC;SG
αγιος	святая	αγιος	святой	DET;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
χρήμα	money	χρήμα	money	N;NOM;NEUT;SG	PROPN
χρήμα	деньги	χρήμα	деньги	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
φέγενορντ	фейеноорд	φέγενορντ	фейеноорд		N;INAN;NOM;MASC;SG
μόδα	моды	μόδα	мода	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
μόδα	fashion	μόδα	fashion	N;NOM;FEM;SG	PROPN
μόδα	модные	μόδα	модный	N;NOM;FEM;SG	ADJ;NOM;PL
μόδα	модный	μόδα	модный	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
τουρκμενιστάν	туркменистан	τουρκμενιστάν	туркменистан		N;INAN;NOM;MASC;SG
γράψω	напиши	γράψω	пишаш	V;PFV;IND;SG;1;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
γράψω	пиши	γράψω	писать	V;PFV;IND;SG;1;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
γράψω	пишите	γράψω	писать	V;PFV;IND;SG;1;FIN;ACT	V;IPFV;IMP;PL;2;FIN;ACT
γράψω	напишите	γράψω	писать	V;PFV;IND;SG;1;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
μετς	мец	μετς	мец	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
μετς	метастазы	μετς	метастаз	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;PL
δολοφόνος	убийца	δολοφόνος	убийца	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
δολοφόνος	киллер	δολοφόνος	киллер	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
δολοφόνος	убийца	δολοφόνος	убийца	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
δολοφόνος	убийца	δολοφόνος	убийца	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ωραίο	мило	ωραίος	мило	ADJ;NOM;NEUT;SG	ADV
μπάρμπαρα	барбара	μπάρμπαρο	барбар		N;ANIM;NOM;FEM;SG
λίτρα	литров	λίτρα	литр	N;NOM;NEUT;SG	N;INAN;GEN;MASC;PL
λίτρα	литров	λίτρα	литр	N;NOM;NEUT;SG	N;INAN;GEN;MASC;PL
φωτισμό	освещения	φωτισμός	освещение	N;ACC;MASC;SG	N;INAN;NOM;NEUT;PL
φωτισμό	освещение	φωτισμός	освещение	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
αργό	медленные	αργό	медленный	N;NOM;NEUT;SG	ADJ;NOM;PL
αργό	медленно	αργό	медленно	N;NOM;NEUT;SG	ADV
αργό	медленный	αργό	медленный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
εκπαιδευτικός	педагог	εκπαιδευτικός	педагог	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
εκπαιδευτικός	воспитатель	εκπαιδευτικός	воспитатель	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
απασχόλησης	трудоустройство	απασχόληση	трудоустройство	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
απασχόλησης	занятость	απασχόληση	занятость	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
διαθεσιμότητα	наличие	διαθεσιμότητα	наличие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
διαθεσιμότητα	доступность	διαθεσιμότητα	доступность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αποτίμηση	оценка	αποτίμηση	оценка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
τροπικό	тропических	τροπικός	тропический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
τροπικό	тропические	τροπικός	тропический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
εκλειπτική	эклиптики	εκλειπτικός	эклиптика	ADJ;ACC;FEM;SG	N;INAN;NOM;FEM;PL
θειικό	сульфата	θειικός	сульфат	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
θειικό	серной	θειικός	серный	N;NOM;NEUT;SG	ADJ;INS;FEM;SG
φθορά	надеть	φθορά	надеть	N;NOM;FEM;SG	V;PFV;NFIN;ACT
φθορά	носить	φθορά	носить	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
καταλύτη	катализатора	κατάλυτο	катализатор	N;VOC;MASC;SG	N;INAN;GEN;MASC;SG
βόλφγκανγκ	вольфганг	βόλφγκανγκ	вольфганг		N;ANIM;NOM;MASC;SG
ηλικίες	возраст	ηλικία	возраст	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
ηλικίες	возрастов	ηλικία	возраст	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
συναίσθημα	эмоции	συναίσθημα	эмоция	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
συναίσθημα	ощущения	συναίσθημα	ощущение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
γουιάνα	гайана	γουιάνα	гайан	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
φυσιολογία	физиологии	φυσιολογία	физиология	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
αλβανικά	албанцев	αλβανικά	албанец	ADV	N;ANIM;GEN;MASC;PL
αντιτορπιλικά	эсминцев	αντιτορπιλικά	эсминец	N;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
αποκλεισμού	исключение	αποκλεισμός	исключение	N;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
αποκλεισμού	отчуждение	αποκλεισμός	отчуждение	N;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
συγκομιδή	заготовки	συγκομιδός	заготовка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
βελτιωθεί	улучшилась	βελτιώνω	улучшиться	V;PFV;NFIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;MID
βελτιωθεί	улучшилось	βελτιώνω	улучшиться	V;PFV;NFIN;PASS	V;PFV;NEUT;IND;SG;PST;FIN;MID
βελτιωθεί	улучшение	βελτιώνω	улучшение	V;PFV;NFIN;PASS	N;INAN;NOM;NEUT;SG
μπέλα	белла	μπέλα	беллый		N;ANIM;NOM;FEM;SG
προοδευτικό	прогрессивного	προοδευτικός	прогрессивный	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
ύπνο	сон	ύπνο	сон	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
ύπνο	спать	ύπνο	спать	N;ACC;MASC;SG	V;IPFV;NFIN;ACT
ύπνο	спи	ύπνο	спать	N;ACC;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
συντηρητική	консервативные	συντηρητικός	консервативный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κόρδοβα	кордова	κόρδοβος	кордов	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
κόρδοβα	кордове	κόρδοβος	кордова	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
υποχώρησε	отступили	υποχωρώ	отступить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
διαλέκτους	диалектов	διάλεκτος	диалект	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
βούλγαρος	болгарии	βούλγαρος	болгария	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
αναπνοή	дышит	αναπνοή	дышать	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
πειραματική	экспериментальных	πειραματικός	экспериментальный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
πειραματική	экспериментальные	πειραματικός	экспериментальный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κοιλότητα	полости	κοιλότητα	полость	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ανασκαφή	раскопки	ανασκαφή	раскопка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ανασκαφή	копать	ανασκαφή	копать	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
γεια	привет	γεια	привет	V;PFV;IND;SG;1;PRS;FIN;ACT	
γεια	здравствуйте	γεια	здравствовать	V;PFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN;ACT
καρποί	фрукт	καρπός	фрукт	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG
καρποί	плод	καρπός	плод	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG
άνεμοι	ветра	άνεμος	ветер	N;NOM;MASC;PL	N;INAN;GEN;MASC;SG
ρωμαίο	ромео	Ρωμαίος	ромео	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
στοκ	акции	στοκ	акция		N;INAN;NOM;FEM;PL
στοκ	наличии	στοκ	наличие		N;INAN;ESS;NEUT;SG
θανάσιμα	смертельный	θανάσιμος	смертельный	ADV	ADJ;NOM;MASC;SG
θανάσιμα	смертельная	θανάσιμος	смертельный	ADV	ADJ;NOM;FEM;SG
ανταποκρίνεται	реагирование	ανταποκρίνομαι	реагирование	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;INAN;NOM;NEUT;SG
ανταποκρίνεται	отвечает	ανταποκρίνομαι	отвечать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
παρτίδα	лота	παρτίδα	лот	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
ανταγωνισμός	соревнования	ανταγωνισμός	соревнование	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
ανταγωνισμός	конкуренции	ανταγωνισμός	конкуренция	N;NOM;MASC;SG	N;INAN;GEN;FEM;SG
συμφέρον	проценты	συμφέρον	процент	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
συμφέρον	интересы	συμφέρον	интерес	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
οδήγηση	водить	οδήγηση	водить	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
οδήγηση	drive	οδήγηση	drive	N;NOM;FEM;SG	PROPN
οδήγηση	вождения	οδήγηση	вождение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
διαγωνισμούς	соревнования	διαγωνισμός	соревнование	N;ACC;MASC;PL	N;INAN;NOM;NEUT;PL
διαγωνισμούς	конкурсы	διαγωνισμός	конкурс	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
ορμή	импульс	ορμή	импульс	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
δημοκρατίες	республик	δημοκρατία	республика	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
αναβίωση	оживление	αναβίωση	оживление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αναβίωση	возрождение	αναβίωση	возрождение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
περιορισμοί	ограниченность	περιορισμός	ограниченность	N;NOM;MASC;PL	N;INAN;NOM;FEM;SG
δυσαρέσκεια	недовольство	δυσαρέσκεια	недовольство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
δυσαρέσκεια	возмущение	δυσαρέσκεια	возмущение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
δυσαρέσκεια	негодование	δυσαρέσκεια	негодование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
δυσαρέσκεια	обиды	δυσαρέσκεια	обида	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
δυσαρέσκεια	недовольство	δυσαρέσκεια	недовольство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
λουτρό	бани	λουτρό	баня	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
λουτρό	ванной	λουτρό	ванная	N;NOM;NEUT;SG	N;INAN;INS;FEM;SG
ουγγρική	венгрии	ουγγρικός	венгрия	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
διόδωρος	диодор	διόδωρος	диодор	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
καστ	бросили	καστ	бросить		V;PFV;IND;PL;PST;FIN;ACT
θεωρητικό	теоретические	θεωρητικός	теоретический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
θεωρητικό	теоретической	θεωρητικός	теоретический	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
σενεγάλη	сенегала	σενεγάλος	сенегал	PROPN;ACC;FEM;SG	N;INAN;GEN;MASC;SG
σενεγάλη	сенегале	σενεγάλος	сенегал	PROPN;ACC;FEM;SG	N;INAN;DAT;MASC;SG
σενεγάλη	сенегал	σενεγάλος	сенегал	PROPN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
σκοράρει	баллы	σκοράρω	балл	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;PL
χιτώνα	туника	χιτώνας	туника	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
οργανωμένο	организованные	οργανωμένος	организовывать	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
οργανωμένο	организованной	οργανωμένος	организовывать	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
οργανωμένο	организованные	οργανωμένος	организовывать	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
οργανωμένο	организованной	οργανωμένος	организовывать	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
