ausscheiden	pengunduran	ausscheiden	penunduran	V;NFIN	N;SG
operationen	operasi	operation	operasi	V;NFIN	N;SG
operationen	pembedahan	operation	penbedahan	V;NFIN	N;SG
operationen	bedah	operation	bedah	V;NFIN	PROPN
operationen	pembedahan	operation	penbedahan	V;NFIN	N;SG
haute	haute	hauten	haute		PROPN
homburg	homburg	homburg	homburg	PROPN;NOM;MASC;SG	PROPN
montana	montana	montana	montana	PROPN;NOM;SG	PROPN
kleinste	terkecil	klein	terkecil	ADJ;NOM;FEM;PL	ADJ;RL;SG
kleinste	terkecil	klein	terkecil	ADJ;NOM;FEM;PL	ADJ;RL;SG
kontinuierlich	berkelanjutan	kontinuierlich	berkelanjutan	ADJ	V;SG;ACT
kontinuierlich	kontinu	kontinuierlich	kontinu	ADJ	PROPN;SG
wayne	wayne	waynen	wayne	PROPN;NOM;MASC;SG	PROPN
gleise	trek	gleis	trek	N	PROPN
dessau	dessau	dessau	dessau		PROPN
klöster	vihara	klöst	vihara	ADJ	N
klöster	biara	klöst	biara	ADJ	N
klöster	biara	klöst	biara	ADJ	N
kaiserin	permaisuri	kaiserin	permaisuri	PROPN;NOM;FEM;SG	N
kaiserin	maharani	kaiserin	maharani	PROPN;NOM;FEM;SG	PROPN
meier	meier	meier	meier	PROPN;NOM;MASC;SG	PROPN
soundtrack	soundtrack	soundtrack	soundtrack	PROPN	N
morris	morris	morris	morris	PROPN;NOM;MASC;SG	PROPN
gertrud	gertrude	gertrude	gertrude	PROPN;NOM;SG	PROPN
gertrud	gertrud	gertrude	gertrud	PROPN;NOM;SG	PROPN
malte	malte	malen	malte	V;IND;SG;3;PST;FIN	PROPN
hitlers	hitler	hitlers	hitler	PROPN;NOM;MASC;SG	N
pkw	cars	pkw	cars		PROPN
pkw	mobil	pkw	mobil		N;SG
pkw	mobil	pkw	mobil		N;SG
pkw	otomotif	pkw	otomotif		N;SG
pkw	car	pkw	car		PROPN
pkw	mobil	pkw	mobil		N;SG
größen	ukuran	groß	ukuran	V;NFIN	N;SG
geographischen	geografis	geographisch	geografis	ADJ;NOM;PL	N;SG
dnb	dnb	dnb	dnb	;SG	PROPN
öffnung	aperture	öffnung	aperture	ADJ;SG	N
öffnung	bukaan	öffnung	bukaan	ADJ;SG	N;SG
öffnung	keterbukaan	öffnung	keterbukaan	ADJ;SG	N;SG
öffnung	opening	öffnung	opening	ADJ;SG	PROPN
öffnung	pembukaan	öffnung	penbukaan	ADJ;SG	N;SG
öffnung	membuka	öffnung	menbuka	ADJ;SG	V;SG;ACT
petra	petra	petra	petra	PROPN;NOM;FEM;SG	PROPN
lateinisch	latin	lateinisch	latin	ADJ	N
geschlossene	terlampir	geschlossen	terlampir	ADJ;NOM;FEM;PL	N
geschlossene	ditutup	geschlossen	ditutup	ADJ;NOM;FEM;PL	V;SG;PASS
geschlossene	tertutup	geschlossen	tertutup	ADJ;NOM;FEM;PL	V;SG;PASS
geschlossene	tutup	geschlossen	tutup	ADJ;NOM;FEM;PL	PROPN;SG;ACT
geschlossene	closed	geschlossen	closed	ADJ;NOM;FEM;PL	PROPN
betreuung	support	betreuung	support	N;SG	PROPN
betreuung	mentoring	betreuung	mentoring	N;SG	PROPN;SG
betreuung	peduli	betreuung	peduli	N;SG	ADJ;SG
betreuung	care	betreuung	care	N;SG	PROPN
lebensmittel	food	lebensmittel	food		PROPN
lebensmittel	makanan	lebensmittel	makanan		N;SG
lebensmittel	pangan	lebensmittel	pangan		N;SG
lebensmittel	makanan	lebensmittel	makanan		N;SG
lebensmittel	foods	lebensmittel	foods		PROPN
lebensmittel	belanjaan	lebensmittel	belanjaan		N;SG
lebensmittel	grosir	lebensmittel	grosir		N;SG
objektiv	lensa	objektiv	lensa	ADJ	N;SG
objektiv	lens	objektiv	lens	ADJ	PROPN
objektiv	tujuan	objektiv	tujuan	ADJ	N;SG
objektiv	lensa	objektiv	lensa	ADJ	N;SG
personenverkehr	penumpang	personenverkehr	pentumpang	ADJ	N;SG
geometrie	geometri	geometrie	geometri		N
geometrie	geometris	geometrie	geometris		N
bosnien	bosnia	bosneinen	bosnia	PROPN;NOM;SG	PROPN
now	sekarang	now	sekarang	PROPN	ADV
now	now	now	now	PROPN	PROPN
now	kini	now	kini	PROPN	N
zerstörer	penghancur	zerstörer	penhancur		PROPN;SG
zerstörer	destroyer	zerstörer	destroyer		PROPN
zerstörer	perusak	zerstörer	penrusak		N;SG
zerstörer	penghancur	zerstörer	penhancur		PROPN;SG
wright	wright	wright	wright	PROPN;NOM;SG	PROPN
sergei	sergei	sergei	sergei	PROPN;NOM;MASC;SG	PROPN
sergei	sergey	sergei	sergey	PROPN;NOM;MASC;SG	PROPN
wohnsitz	penduduk	wohnsitz	penduduk	ADJ	N;SG
wohnsitz	resident	wohnsitz	resident	ADJ	N
wohnsitz	residen	wohnsitz	residen	ADJ	N
wohnsitz	residence	wohnsitz	residence	ADJ	N
wohnsitz	kediaman	wohnsitz	kediaman	ADJ	N;SG
wohnsitz	domisili	wohnsitz	domisili	ADJ	PROPN
alpha	alpha	alpha	alpha		PROPN
alpha	alfa	alpha	alfa		PROPN
rheinischen	rhenish	rheinisch	rhenish	ADJ;NOM;MASC;PL	N
berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG	PROPN
richtungen	arah	richtung	arah	N;NOM;FEM;PL	N;SG
schnee	salju	schnen	salju		PROPN;SG
schnee	snow	schnen	snow		PROPN
gerald	gerald	gerald	gerald	PROPN;NOM;MASC;SG	PROPN
angel	bidadari	angel	bidadari	PROPN;NOM;MASC;SG	N;SG
angel	malaikat	angel	malaikat	PROPN;NOM;MASC;SG	N;SG
angel	angel	angel	angel	PROPN;NOM;MASC;SG	PROPN
vorgeschichte	prasejarah	vorgeschicht	prasejarah	ADJ;NOM;SG	N;SG
vorgeschichte	background	vorgeschicht	background	ADJ;NOM;SG	N
vorgeschichte	latar	vorgeschicht	latar	ADJ;NOM;SG	N;SG
hartmut	doreen	hartmun	doreen	PROPN;NOM;MASC;SG	PROPN
hartmut	hartmut	hartmun	hartmut	PROPN;NOM;MASC;SG	N
funk	funk	funk	funk	ADJ	PROPN
troll	troll	troll	troll	PROPN;SG	N
troll	provokator	troll	provokator	PROPN;SG	N;SG
troll	troll	troll	troll	PROPN;SG	N
troll	provokator	troll	provokator	PROPN;SG	N;SG
mythos	mitos	mythos	mitos		N
schumacher	schumacher	schumach	schumacher	ADJ	PROPN
schmalen	slim	schmal	slim	ADJ	PROPN
stausee	dam	stausen	dam	N;SG	
tenor	tenor	tenor	tenor		N;SG
befehlshaber	komandan	befehlshaber	komandan		N;SG
befehlshaber	komandan	befehlshaber	komandan		N;SG
befehlshaber	commander	befehlshaber	commander		PROPN
befehlshaber	panglima	befehlshaber	panglima		N;SG
hochladen	upload	hochladen	upload	V;NFIN	PROPN
hochladen	pengunggahan	hochladen	penkunggahan	V;NFIN	N;SG
hochladen	upload	hochladen	upload	V;NFIN	PROPN
hochladen	unggahan	hochladen	unggahan	V;NFIN	N;SG
sin	dosa	sin	dosa		N;SG
sin	sin	sin	sin		PROPN
ansätze	pendekatan	ansätzen	pendekatan	N;NOM;MASC;PL	N;SG
designer	perancang	designer	penrancang	ADJ	N;SG
designer	desainer	designer	desainer	ADJ	N;SG
designer	perancang	designer	penrancang	ADJ	N;SG
designer	designer	designer	designer	ADJ	N
designer	desainer	designer	desainer	ADJ	N;SG
wirft	gips	werfen	gips	V;IND;SG;3;PRS;FIN	N;SG
möge	may	mögen	may	V;SBJV;SG;3;PRS;FIN	PROPN
möge	mei	mögen	mei	V;SBJV;SG;3;PRS;FIN	PROPN;SG
verstand	mind	verstehen	mind		PROPN
verstand	pikiran	verstehen	pikiran		N;SG
verstand	fikiran	verstehen	fikiran		N;SG
verstand	pikiran	verstehen	pikiran		N;SG
türen	gates	türen	gates	V;NFIN	PROPN
türen	gerbang	türen	gerbang	V;NFIN	N;SG
türen	pintu	türen	pintu	V;NFIN	N;SG
türen	doors	türen	doors	V;NFIN	PROPN
valentin	valentin	valentin	valentin	PROPN	PROPN
valentin	valentine	valentin	valentine	PROPN	PROPN
brandt	brandt	branden	brandt	PROPN	PROPN
oklahoma	oklahoma	oklahoma	oklahoma	PROPN;NOM;SG	PROPN
überwachung	oversight	überwachung	oversight	N;SG	PROPN
überwachung	memonitor	überwachung	menmonitor	N;SG	V;SG;ACT
überwachung	memantau	überwachung	menpantau	N;SG	V;SG;ACT
überwachung	memantau	überwachung	menpantau	N;SG	V;SG;ACT
überwachung	surveillance	überwachung	surveillance	N;SG	PROPN
achter	kedelapan	acht	kedelapan	ADJ	NUM
achter	eighth	acht	eighth	ADJ	PROPN
chinesisch	sino	chinesisch	sino	ADJ	PROPN
chinesisch	tionghoa	chinesisch	tionghoa	ADJ	N
chinesisch	china	chinesisch	china	ADJ	PROPN
chinesisch	cina	chinesisch	cina	ADJ	PROPN;SG
gerechtigkeit	keadilan	gerechtigkeit	keadilan	PROPN	N;SG
gerechtigkeit	takwa	gerechtigkeit	takwa	PROPN	N;SG
gerechtigkeit	keadilan	gerechtigkeit	keadilan	PROPN	N;SG
gerechtigkeit	ekuitas	gerechtigkeit	ekuitas	PROPN	N
folglich	alhasil	folglich	alhasil	ADJ	
bett	ranjang	bett	ranjang		PROPN;SG
bett	ranjang	bett	ranjang		PROPN;SG
bett	tidur	bett	tidur		N;SG;ACT
bett	bed	bett	bed		PROPN
vorarlberg	vorarlberg	vorarlberg	vorarlberg	PROPN	PROPN
verlangen	desire	verlangen	desire	V;NFIN	PROPN
verlangen	keinginan	verlangen	keinginan	V;NFIN	N;SG
verlangen	hasrat	verlangen	hasrat	V;NFIN	N;SG
verlangen	keinginan	verlangen	keinginan	V;NFIN	N;SG
verlangen	ngidam	verlangen	ngidam	V;NFIN	N
schreibe	tulis	schreibe	tulis	V;IND;SG;3;PRS;FIN	N;SG;ACT
schreibe	penulisan	schreibe	pentulisan	V;IND;SG;3;PRS;FIN	N;SG
schreibe	tulisan	schreibe	tulisan	V;IND;SG;3;PRS;FIN	N;SG
angemessen	beralasan	angemessen	beralasan	ADJ	V;SG;ACT
dynamo	dynamo	dynamo	dynamo	PROPN;NOM;SG	N;SG
dynamo	dinamo	dynamo	dinamo	PROPN;NOM;SG	N
drehen	twist	drehen	twist	V;NFIN	N
drehen	putar	drehen	putar	V;NFIN	N;SG
drehen	turning	drehen	turning	V;NFIN	PROPN
drehen	gilirannya	drehen	giliran	V;NFIN	N;SG
drehen	belok	drehen	belok	V;NFIN	N;SG;ACT
drehen	turn	drehen	turn	V;NFIN	PROPN
drehen	giliran	drehen	giliran	V;NFIN	N;SG
dazwischen	antara	dazwischen	antara	ADV	ADP
dazwischen	diantara	dazwischen	diantara	ADV	ADP
venezuela	venezuela	venezuela	venezuela	PROPN;NOM;NEUT;SG	PROPN
experiment	percobaan	experiment	percobaan	ADJ	N;SG
experiment	eksperimen	experiment	eksperimen	ADJ	N;SG
experiment	bereksperimen	experiment	berreksperimen	ADJ	V;SG;ACT
astronom	astronom	astronom	astronom	PROPN	N;SG
astronom	astronom	astronom	astronom	PROPN	N;SG
reinbek	reinbek	reinbek	reinbek	PROPN;NOM;MASC;SG	N
nina	nina	nina	nina	PROPN;NOM;FEM;SG	PROPN
theoretische	teoritis	theoretisch	teoritis	ADJ;NOM;FEM;PL	N
ingrid	ingrid	ingrid	ingrid	PROPN;NOM;FEM;SG	PROPN
industriellen	industri	industriell	industri	ADJ;PL	N;SG
industriellen	industrial	industriell	industrial	ADJ;PL	PROPN
industriellen	industrialis	industriell	industrialis	ADJ;PL	N
krüger	kruger	krüg	kruger	PROPN;NOM;MASC;SG	PROPN
krüger	kruger	krüg	kruger	PROPN;NOM;MASC;SG	PROPN
krüger	krueger	krüg	krueger	PROPN;NOM;MASC;SG	PROPN
gerichtet	sutradara	richten	sutradara	V;V.PTCP	N;SG
rechtswissenschaft	hukum	rechtswissenschaft	hukum	ADJ	N;SG;ACT
rechtswissenschaft	law	rechtswissenschaft	law	ADJ	PROPN
umwandlung	mengonversi	umwandlung	menonversi	N;SG	V;SG;ACT
umwandlung	mengubah	umwandlung	menubah	N;SG	V;SG;ACT
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM;SG	PROPN
chaos	mess	chaos	mess		PROPN
chaos	penganiayaan	chaos	penaniayaan		N;SG
chaos	aniaya	chaos	aniaya		N;SG
chaos	mayhem	chaos	mayhem		N
chaos	teraniaya	chaos	teraniaya		V;SG;PASS
chaos	kekacauan	chaos	kekacauan		N;SG
chaos	chaos	chaos	chaos		PROPN
xaver	xaver	xaver	xaver	PROPN;NOM;MASC;SG	PROPN
xaver	xavier	xaver	xavier	PROPN;NOM;MASC;SG	PROPN
zoo	zoo	zoo	zoo	PROPN;NOM;SG	PROPN
gestiftet	sumbangan	stiften	sumbangan	V;V.PTCP	N;SG
cornelius	cornelius	cornelius	cornelius	PROPN;NOM;MASC;SG	PROPN
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	PROPN
interne	internal	intern	internal	ADJ;NOM;FEM;PL	ADJ;SG
besetzte	pendudukan	besetzen	pendudukan	V;IND;SG;3;PST;FIN	N;SG
imo	imo	imo	imo		PROPN
käfer	kutu	käfer	kutu		N
käfer	serangga	käfer	serangga		N;SG
käfer	bug	käfer	bug		PROPN
käfer	bugs	käfer	bugs		N
käfer	kutu	käfer	kutu		N
käfer	bug	käfer	bug		PROPN
käfer	kumbang	käfer	kumbang		N
gem	acc	gem	acc		PROPN
gem	gem	gem	gem		PROPN
weihnachten	natal	weihnacht	natal	V;NFIN	N;SG
weihnachten	christmas	weihnacht	christmas	V;NFIN	PROPN
weihnachten	natal	weihnacht	natal	V;NFIN	N;SG
reguläre	biasa	regulär	biasa	ADJ;NOM;FEM;PL	ADJ;SG
reguläre	regular	regulär	regular	ADJ;NOM;FEM;PL	PROPN
reguläre	reguler	regulär	reguler	ADJ;NOM;FEM;PL	N;SG
fachbereich	departemen	fachbereich	departemen		N;SG
fachbereich	fani	fachbereich	fani		PROPN
fachbereich	fakultas	fachbereich	fakultas		N;SG
beobachtungen	observasional	beobachtung	observasional	V;NFIN	PROPN
beobachtungen	pengamatan	beobachtung	pengamatan	V;NFIN	N;SG
beobachtungen	penampakan	beobachtung	pentampakan	V;NFIN	N;SG
beobachtungen	observasi	beobachtung	observasi	V;NFIN	PROPN;SG
beobachtungen	pengamatan	beobachtung	pengamatan	V;NFIN	N;SG
dekan	dean	dekan	dean	N	PROPN
häftlinge	narapidana	häftlinge	narapidana		N
häftlinge	tahanan	häftlinge	tahanan		N;SG
häftlinge	narapidana	häftlinge	narapidana		N
häftlinge	narapidana	häftlinge	narapidana		N
häftlinge	tahanan	häftlinge	tahanan		N;SG
häftlinge	narapidana	häftlinge	narapidana		N
russen	russian	russen	russian		PROPN
russen	rusia	russen	rusia		PROPN
russen	rusia	russen	rusia		PROPN
allee	avenue	alle	avenue	PROPN;NOM;SG	PROPN
allee	gang	alle	gang	PROPN;NOM;SG	N
allee	alley	alle	alley	PROPN;NOM;SG	PROPN
basilika	basilika	basilika	basilika	PROPN;NOM;SG	PROPN
zyklus	siklus	zyklus	siklus		N;SG
zyklus	daur	zyklus	daur		N;SG
zyklus	siklus	zyklus	siklus		N;SG
zyklus	cycle	zyklus	cycle		PROPN
konzepte	konsep	konzepn	konsep	N;NOM;PL	N;SG
ganzes	keseluruhan	ganz	keseluruhan	ADJ;NOM;NEUT;SG	PRO
ganzes	whole	ganz	whole	ADJ;NOM;NEUT;SG	PROPN
ndr	ndr	ndr	ndr		PROPN
heiliger	santo	heilig	santo	ADJ	PROPN
heiliger	saints	heilig	saints	ADJ	PROPN
heiliger	kudus	heilig	kudus	ADJ	PROPN;SG
heiliger	holy	heilig	holy	ADJ	PROPN
heiliger	santo	heilig	santo	ADJ	PROPN
heiliger	saint	heilig	saint	ADJ	PROPN
heiliger	sakral	heilig	sakral	ADJ	N
tendenz	trend	tendenz	trend	ADJ	PROPN;SG
tendenz	tren	tendenz	tren	ADJ	N;SG
tendenz	kecenderungan	tendenz	kecenderungan	ADJ	N;SG
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	PROPN
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	PROPN
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	PROPN
beibehalten	keep	beibehalten	keep	V;V.PTCP	PROPN
orleans	orleans	orleans	orleans	PROPN;NOM;NEUT;SG	PROPN
anstieg	rise	ansteigen	rise		PROPN
anstieg	bangkit	ansteigen	bangkit		V;SG;ACT
anstieg	bangkitlah	ansteigen	bangkit		V;SG;ACT
anstieg	lonjakan	ansteigen	lonjakan		N;SG
anstieg	surge	ansteigen	surge		PROPN
österreicher	austria	österreicher	austria	ADJ	PROPN
eddie	eddie	eddie	eddie	PROPN;NOM;SG	PROPN
vorbereitet	ready	vorbereiten	ready	V;V.PTCP	PROPN
vorbereitet	siap	vorbereiten	siap	V;V.PTCP	ADJ;SG
aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	ADJ	N
stürzte	roboh	stürzen	roboh	V;IND;SG;3;PST;FIN	;SG
stürzte	runtuh	stürzen	runtuh	V;IND;SG;3;PST;FIN	;SG
einheitliche	bersatu	einheitlich	bersatu	ADJ;NOM;FEM;PL	PROPN
einheitliche	unified	einheitlich	unified	ADJ;NOM;FEM;PL	PROPN
einheitliche	unitary	einheitlich	unitary	ADJ;NOM;FEM;PL	PROPN
einheitliche	seragam	einheitlich	seragam	ADJ;NOM;FEM;PL	N;SG
urheberrecht	copyright	urheberrecht	copyright	ADJ	PROPN
landschaften	pemandangan	landschaft	penpandangan	ADJ	N;SG
landschaften	pedesaan	landschaft	pedesaan	ADJ	N;SG
landschaften	lansekap	landschaft	lansekap	ADJ	N;SG
landschaften	landscape	landschaft	landscape	ADJ	N
landschaften	tumbang	landschaft	tumbang	ADJ	V;SG;ACT
landschaften	lanskap	landschaft	lanskap	ADJ	N;SG
anstellung	rekrutmen	anstellung	rekrutmen	V;IND;SG;3;PST;FIN	N;SG
anstellung	perekrutan	anstellung	penrekrutan	V;IND;SG;3;PST;FIN	N;SG
festland	mainland	festlind	mainland		PROPN
baltimore	baltimore	baltimore	baltimore	PROPN;NOM;MASC;SG	PROPN
fotografen	fotografer	fotograf	fotografer		N;SG
fotografen	photographer	fotograf	photographer		N
fotografen	fotografer	fotograf	fotografer		N;SG
mund	mulut	mund	mulut		N;SG
mund	mulut	mund	mulut		N;SG
inkl	incl	inkl	incl		PROPN
berthold	berthold	berthold	berthold	PROPN	PROPN;SG;ACT
löst	pemicu	lösen	penpicu	V;IND;SG;3;PRS;FIN	N;SG
soziales	social	sozial	social	ADJ;NOM;NEUT;SG	PROPN
soziales	sosial	sozial	sosial	ADJ;NOM;NEUT;SG	N;SG
xiv	xiv	xiv	xiv		PROPN
reformen	reformasi	reformen	reformasi	V;NFIN	N;SG
reformen	reformasi	reformen	reformasi	V;NFIN	N;SG
sklaven	budak	sklaven	budak	N;PL	N;SG
sklaven	budak	sklaven	budak	N;PL	N;SG
weinbau	arak	weinbau	arak		N;SG
weinbau	anggur	weinbau	anggur		N;SG
weinbau	wine	weinbau	wine		PROPN
griechen	yunani	griechen	yunani		PROPN;SG
griechen	greek	griechen	greek		PROPN
griechen	yunani	griechen	yunani		PROPN;SG
individuelle	disesuaikan	individuell	disesuaikan	ADJ;NOM;FEM;PL	V;SG;PASS
individuelle	individu	individuell	individu	ADJ;NOM;FEM;PL	N;SG
individuelle	individual	individuell	individual	ADJ;NOM;FEM;PL	N
individuelle	perorangan	individuell	perorangan	ADJ;NOM;FEM;PL	N;SG
individuelle	disesuaikan	individuell	disesuaikan	ADJ;NOM;FEM;PL	V;SG;PASS
fair	fair	fair	fair	ADJ	PROPN
scheitern	kegagalan	scheitern	kegagalan	V;NFIN	N;SG
scheitern	kegagalan	scheitern	kegagalan	V;NFIN	N;SG
spitzen	lace	spitz	lace	V;NFIN	N
spitzen	renda	spitz	renda	V;NFIN	N
spitzen	puncak	spitz	puncak	V;NFIN	N;SG
mohammed	mohammad	mohammed	mohammad		PROPN
mohammed	muhammad	mohammed	muhammad		PROPN;SG
mohammed	mohammed	mohammed	mohammed		PROPN
arkansas	arkansas	arkansas	arkansas	PROPN;NOM;NEUT;SG	PROPN
indonesien	indonesia	indonesien	indonesia	PROPN;NOM;NEUT;SG	PROPN;SG
indonesien	indonesian	indonesien	indonesian	PROPN;NOM;NEUT;SG	PROPN
reagieren	reaksi	reagieren	reaksi	V;NFIN	N;SG
bedingung	kondisional	bedingung	kondisional		N
bedingung	bersyarat	bedingung	bersyarat		PROPN;SG;ACT
bedingung	syarat	bedingung	syarat		N;SG
bedingung	kondisi	bedingung	kondisi		N;SG
bedingung	batasan	bedingung	batasan		N;SG
bedingung	kendala	bedingung	kendala		N;SG
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	PROPN
tagebuch	journal	tagebuch	journal	ADJ	PROPN
tagebuch	jurnal	tagebuch	jurnal	ADJ	N;SG
tagebuch	diary	tagebuch	diary	ADJ	PROPN;SG
tagebuch	diaries	tagebuch	diaries	ADJ	N;SG
ethik	etika	ethik	etika		N;SG
ethik	etos	ethik	etos		N;SG
ethik	beretika	ethik	beretika		V;SG;ACT
ethik	etis	ethik	etis		N;SG
ethik	etika	ethik	etika		N;SG
ausgewählte	dipilih	ausgewählt	dipilih	ADJ;NOM;FEM;PL	V;SG;PASS
ausgewählte	terpilih	ausgewählt	terpilih	ADJ;NOM;FEM;PL	V;SG;PASS
britisch	britania	britisch	britania	ADJ	PROPN
britisch	british	britisch	british	ADJ	PROPN
entdecken	jelajahi	entdecken	jelajahi	V;NFIN	PROPN
entdecken	jelajah	entdecken	jelajah	V;NFIN	N;SG
entdecken	deteksi	entdecken	deteksi	V;NFIN	N;SG
entdecken	temuan	entdecken	temuan	V;NFIN	N;SG
entdecken	penemuan	entdecken	pentemuan	V;NFIN	N;SG
entdecken	discovery	entdecken	discovery	V;NFIN	PROPN
angewiesen	diperintahkan	anweisen	diperintahkan	ADJ	V;SG;PASS
angewiesen	diinstruksikan	anweisen	diinstruksikan	ADJ	V;SG;PASS
gestapo	gestapo	gestapo	gestapo		N
beginnend	permulaan	beginnend	permulaan	ADJ	N;SG
frequenz	frekuensinya	frequenz	frekuensinya	ADJ	N;SG
frequenz	frekuensi	frequenz	frekuensi	ADJ	N;SG
lit	lit	lit	lit		PROPN
verlinkung	pranala	verlinkung	pranala	ADJ	N;SG
verlinkung	hyperlink	verlinkung	hyperlink	ADJ	N
verlinkung	pranala	verlinkung	pranala	ADJ	N;SG
verlinkung	link	verlinkung	link	ADJ	N
verlinkung	tautan	verlinkung	tautan	ADJ	N;SG
verlinkung	taut	verlinkung	taut	ADJ	N;SG
verlinkung	menautkan	verlinkung	mentautkan	ADJ	V;SG;ACT
verlinkung	menghubungkan	verlinkung	menhubungkan	ADJ	V;SG;ACT
seltene	langka	selten	langka	ADJ;NOM;PL	N;SG
seltene	rare	selten	rare	ADJ;NOM;PL	PROPN
seltene	jarang	selten	jarang	ADJ;NOM;PL	ADV
marshall	marshall	marshall	marshall	PROPN	PROPN
marshall	marsekal	marshall	marsekal	PROPN	N
marshall	marshal	marshall	marshal	PROPN	PROPN
wortes	word	wort	word	N;NOM;NEUT;SG	PROPN
wortes	firman	wort	firman	N;NOM;NEUT;SG	PROPN;SG
handwerk	pengerjaan	handwerk	penkerjaan		N;SG
handwerk	kerajinan	handwerk	kerajinan		N;SG
handwerk	craft	handwerk	craft		PROPN
handwerk	kerajinan	handwerk	kerajinan		N;SG
handwerk	kerajinan	handwerk	kerajinan		N;SG
handwerk	kerajinan	handwerk	kerajinan		N;SG
most	kebanyakan	most	kebanyakan		DET;SG
most	paling	most	paling		ADV
grosse	besar	groß	besar	N;NOM;FEM;PL	ADJ;SG
grosse	grosse	groß	grosse	N;NOM;FEM;PL	PROPN
gütersloh	gütersloh	güterslehen	gütersloh	PROPN;NOM;MASC;SG	PROPN
jederzeit	kapanpun	jederzeit	kapan	ADV	
contest	kontes	contest	kontes	PROPN;NOM;SG	N;SG
contest	contest	contest	contest	PROPN;NOM;SG	PROPN
houston	houston	houston	houston	PROPN;NOM;SG	PROPN
adrian	adrian	adrian	adrian	PROPN;NOM;MASC;SG	PROPN
reichlich	berlimpah	reichlich	berlimpah	ADV	V;SG;ACT
reichlich	berlimpah	reichlich	berlimpah	ADV	V;SG;ACT
reichlich	melimpah	reichlich	menlimpah	ADV	V;SG;ACT
gefallenen	fallen	gefallen	fallen	ADJ;PL	PROPN
gefallenen	jatuh	gefallen	jatuh	ADJ;PL	V;SG;ACT
kaffee	coffee	kaffee	coffee		PROPN
kaffee	kopi	kaffee	kopi		N;SG
kaffee	minang	kaffee	minang		PROPN
kaffee	kafe	kaffee	kafe		N;SG
kaffee	cafe	kaffee	cafe		PROPN
kaffee	café	kaffee	café		PROPN
gedenkstätte	memorial	gedenkstätte	menporial	ADJ;NOM;FEM;SG	PROPN
agent	agen	agent	agen	PROPN;NOM;SG	PROPN;SG
agent	agent	agent	agent	PROPN;NOM;SG	PROPN
zagreb	zagreb	zagreb	zagreb	PROPN	PROPN
fokus	fokus	fokus	fokus	ADJ	N;SG
fokus	focus	fokus	focus	ADJ	PROPN
verbesserungen	perbaikan	verberseringen	perbaikan	V	N;SG
verbesserungen	penyempurnaan	verberseringen	pensempurnaan	V	N;SG
verbesserungen	perbaikan	verberseringen	perbaikan	V	N;SG
verbesserungen	peningkatan	verberseringen	pentingkatan	V	N;SG
modellen	models	modell	models	N;PL	PROPN
modellen	model	modell	model	N;PL	N;SG
turnieren	turnamen	turnieren	turnamen	V;NFIN	N;SG
grey	kelabu	grey	kelabu	PROPN;NOM;SG	N
grey	grey	grey	grey	PROPN;NOM;SG	PROPN
krakau	cracow	krakau	cracow	PROPN;NOM;SG	PROPN
krakau	kraków	krakau	kraków	PROPN;NOM;SG	PROPN
gedenken	inget	gedenken	inget	V;NFIN	PROPN
zypern	zimbabwe	zypern	zimbabwe		PROPN
zypern	cyprus	zypern	cyprus		PROPN
zypern	siprus	zypern	siprus		PROPN;SG
zypern	malta	zypern	malta		PROPN
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	PROPN
staatsbürgerschaft	kewarganegaraan	staatsbürgerschaft	kewarganegaraan	ADJ	N;SG
staatsbürgerschaft	kebangsaan	staatsbürgerschaft	kebangsaan	ADJ	N;SG
staatsbürgerschaft	kewarganegaraan	staatsbürgerschaft	kewarganegaraan	ADJ	N;SG
zwang	terpaksa	zwingen	terpaksa	V;SG;FIN	ADV;SG;PASS
zwang	paksaan	zwingen	paksaan	V;SG;FIN	N;SG
zwang	paksaan	zwingen	paksaan	V;SG;FIN	N;SG
zwang	pemaksaan	zwingen	penpaksaan	V;SG;FIN	N;SG
zwang	paksaan	zwingen	paksaan	V;SG;FIN	N;SG
zwang	batasan	zwingen	batasan	V;SG;FIN	N;SG
zwang	kendala	zwingen	kendala	V;SG;FIN	N;SG
germania	germania	germania	germania	PROPN;NOM;SG	PROPN
praktischen	kepraktisan	praktisch	kepraktisan	ADJ	N;SG
unterart	subtipe	unterart	subtipe	ADJ	N
unterart	upaspesies	unterart	upaspesies	ADJ	N
komplexe	kerumitan	komplex	kerumitan	ADJ;NOM;FEM;PL	N;SG
komplexe	kompleksitas	komplex	kompleksitas	ADJ;NOM;FEM;PL	N;SG
komplexe	komplek	komplex	komplek	ADJ;NOM;FEM;PL	N;SG
komplexe	complex	komplex	complex	ADJ;NOM;FEM;PL	PROPN
komplexe	rumit	komplex	rumit	ADJ;NOM;FEM;PL	ADJ;SG
