les	το	le	ο	DET;DEF;PL	DET;NOM;DEF;NEUT;SG
entraineur	coach	entraîneur	coach	N;MASC;SG	
personnels	προσωπική	personnel	προσωπικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
personnels	προσωπικός	personnel	προσωπικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
personnels	προσωπικό	personnel	προσωπικό	ADJ;MASC;PL	N;NOM;NEUT;SG
personnels	προσωπικά	personnel	προσωπικά	ADJ;MASC;PL	ADV
suivie	ακολούθησαν	suivre	ακολουθώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
suivie	ακολουθείται	suivre	ακολουθώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
russell	ράσελ	russell	ράσελ	PROPN	
russell	russell	russell	russell	PROPN	
death	θάνατος	death	θάνατος	PROPN	N;NOM;MASC;SG
death	θάνατο	death	θάνατος	PROPN	N;ACC;MASC;SG
réduction	εκπτώσεις	réduction	έκπτωση	N;FEM;SG	N;NOM;FEM;PL
alberto	αλμπέρτο	alberto	αλμπέρτος	PROPN	
soviétiques	σοβιετικό	soviétique	σοβιετικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
soviétiques	σοβιετική	soviétique	σοβιετικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
soumis	υποτακτική	soumettre	υποτακτικός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
secrets	μυστικά	secret	μυστικά	ADJ;MASC;PL	ADV
secrets	μυστικός	secret	μυστικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
secrets	μυστικό	secret	μυστικός	ADJ;MASC;PL	N;NOM;NEUT;SG
secrets	μυστική	secret	μυστικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
voulait	καταζητούμενος	vouloir	καταζητούμενος	V;IND;SG;3;IPFV;FIN	ADJ;NOM;MASC;SG
voulait	καταζητείται	vouloir	καταζητώ	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
voulait	ήθελε	vouloir	θέλω	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
voulait	ηθελε	vouloir	αθέρω	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
rupture	σπάζοντας	rupture	σπάζω	N;FEM;SG	V;IPFV;V.CVB;ACT
rupture	σπάσε	rupture	σπάω	N;FEM;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
vague	αόριστη	vague	αόριστος	N;FEM;SG	ADJ;NOM;FEM;SG
vague	ασαφές	vague	ασαφής	N;FEM;SG	ADJ;NOM;NEUT;SG
vague	ασαφής	vague	ασαφής	N;FEM;SG	ADJ;NOM;MASC;SG
das	ντας	das	ντας		
das	das	das	das		
poitiers	πουατιέ	poitier	πουατί	PROPN	
otto	ότο	otto	ότο	PROPN	
otto	otto	otto	otto	PROPN	
otto	όττο	otto	όττο	PROPN	N
steven	στήβεν	steven	στέβω	PROPN	PROPN;NOM;MASC;SG
steven	στίβεν	steven	στίβω	PROPN	PROPN;NOM;MASC;SG
steven	steven	steven	steven	PROPN	
margaret	μαργαρίτα	margaret	μαργαρίτα	PROPN	PROPN;NOM;FEM;SG
margaret	μάργκαρετ	margaret	μάργκαρμα	PROPN	
ter	ter	ter	ter	N;MASC;SG	
hollande	ολλανδία	hollande	ολλανδία	N;MASC;SG	PROPN;ACC;FEM;SG
hollande	χόλαντ	hollande	χόλαντ	N;MASC;SG	
hollande	holland	hollande	holland	N;MASC;SG	
crédit	πιστωτική	crédit	πιστωτικός	N;MASC;SG	ADJ;NOM;FEM;SG
crédit	credit	crédit	credit	N;MASC;SG	
xvi	xvi	xvi	xvi	NUM	N
audio	ηχητική	audio	ηχητικός	N;MASC;SG	ADJ;NOM;FEM;SG
vosges	vosges	vosge	vosges	N;MASC;PL	
associée	συνεργάτης	associer	συνεργάτης	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
associée	σύντροφος	associer	σύντροφος	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
associée	συνεργάτη	associer	συνεργάτης	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
associée	εταίρος	associer	εταίρος	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
associée	συνέταιρος	associer	συνέταιρος	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
associée	σχετιζόμενη	associer	σχετιζόμενος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
associée	συνεργάτης	associer	συνεργάτης	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
christianisme	κριστιάν	christianisme	κριστιάν	N;MASC;SG	
christianisme	christian	christianisme	christian	N;MASC;SG	
christianisme	χριστιανοί	christianisme	χριστιανός	N;MASC;SG	N;NOM;MASC;PL
christianisme	κρίστιαν	christianisme	κρίστιαν	N;MASC;SG	
parcs	παρκς	parc	παρκς	N;MASC;PL	
signifiant	έννοια	signifier	έννοια	V;PRS;V.PTCP	N;NOM;FEM;SG
signifiant	νόημα	signifier	νόημα	V;PRS;V.PTCP	N;NOM;NEUT;SG
hasard	τυχαίος	hasard	τυχαίος	N;MASC;SG	ADJ;NOM;MASC;SG
hasard	τυχαίο	hasard	τυχαίος	N;MASC;SG	ADJ;NOM;NEUT;SG
hasard	τυχαία	hasard	τυχαίος	N;MASC;SG	ADV
hasard	συμπτώσεις	hasard	σύμπτωση	N;MASC;SG	N;NOM;FEM;PL
traditions	παράδοση	tradition	παράδοση	N;FEM;PL	N;ACC;FEM;SG
générique	πιστώσεις	générique	πίστωση	ADJ;MASC;SG	N;NOM;FEM;PL
occuper	κατάληψη	occuper	κατάληψη	V;NFIN	N;ACC;FEM;SG
réellement	αλήθεια	réellement	αλήθεια	ADV	N;NOM;FEM;SG
verts	πράσινοι	vert	πράσινος	ADJ;MASC;PL	N;NOM;MASC;PL
détruite	καταστράφηκαν	détruire	καταστρέφω	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
détruite	κατεστραμμένα	détruire	κατεστρέφω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
isère	isère	isère	isère	N;FEM;SG	
raoul	ραούλ	raoul	ραούλ	N;MASC;SG	PROPN;NOM;MASC;SG
définit	καθορίζουν	définir	καθορίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
publier	post	publier	post	V;NFIN	
publier	δημοσίευση	publier	δημοσίευση	V;NFIN	N;NOM;FEM;SG
publier	ποστ	publier	ποστ	V;NFIN	N;NOM;NEUT;SG
publier	δημοσίευση	publier	δημοσίευση	V;NFIN	N;NOM;FEM;SG
arguments	επιχειρηματολογία	argument	επιχειρηματολογία	N;MASC;PL	N;NOM;FEM;SG
arguments	επιχείρημα	argument	επιχείρημα	N;MASC;PL	N;NOM;NEUT;SG
institute	institute	instituter	institute	N;MASC;SG	
matt	ματ	matt	ματ	PROPN	N
matt	matt	matt	matt	PROPN	
antenne	εναέρια	antenne	εναέριος	N;FEM;SG	ADJ;NOM;NEUT;SG
charbon	κάρβουνο	charbon	κάρβουνος	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
charbon	κάρβουνο	charbon	κάρβουνος	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
charbon	κάρβουνα	charbon	κάρβουνος	N;MASC;SG	N;NOM;NEUT;PL
maxi	max	maxi	max	N;MASC;SG	
maxi	μαξ	maxi	μαξ	N;MASC;SG	
maxi	μάξι	maxi	μάξι	N;MASC;SG	
agir	ηθοποιία	agir	ηθοποιία	V;NFIN	N;NOM;FEM;SG
agir	υποκριτική	agir	υποκριτικός	V;NFIN	N;NOM;FEM;SG
agir	πράξη	agir	πράξη	V;NFIN	N;ACC;FEM;SG
agir	act	agir	act	V;NFIN	
financement	χρηματοδοτήσεις	financement	χρηματοδότηση	N;MASC;SG	N;NOM;FEM;PL
financement	χρηματοοικονομικά	financement	χρηματοοικονομικά	N;MASC;SG	ADV
financement	οικονομικών	financement	οικονομικός	N;MASC;SG	ADJ;GEN;FEM;PL
uefa	uefa	uefa	uefa	PROPN	
soutenir	υποστήριξη	soutenir	υποστήριξη	V;NFIN	N;ACC;FEM;SG
traducteur	translators	traducteur	translators	N;MASC;SG	
miami	μαϊάμι	miami	μαϊάμι	PROPN	
dur	σκληροί	dur	σκληρός	ADJ;MASC;SG	ADJ;NOM;MASC;PL
dur	σκληρά	dur	σκληρά	ADJ;MASC;SG	ADV
constante	σταθερά	constant	σταθερά	ADJ;FEM;SG	ADV
inclus	συμπεριλαμβάνεται	inclure	συμπεριλαμβάνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
inclus	περιλαμβάνονται	inclure	περιλαμβάνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
inclus	συμπεριλαμβάνονται	inclure	συμπεριλαμβάνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
inclus	περιλαμβάνεται	inclure	περιλαμβάνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
two	δυο	two	δύο	PROPN	NUM;NOM;PL
two	two	two	two	PROPN	
two	δύο	two	δύο	PROPN	NUM;NOM;MASC;PL
montant	ποσό	monter	ποσό	V;PRS;V.PTCP	N;NOM;NEUT;SG
légère	ελαφρά	léger	ελαφρά	ADJ;FEM;SG	ADV
légère	φως	léger	φως	ADJ;FEM;SG	N;NOM;NEUT;SG
légère	light	léger	light	ADJ;FEM;SG	
légère	ελαφρύ	léger	ελαφρύ	ADJ;FEM;SG	N;NOM;NEUT;SG
légère	φώς	léger	φώς	ADJ;FEM;SG	N;NOM;NEUT;SG
légère	ήπιες	léger	ήπιος	ADJ;FEM;SG	ADJ;NOM;FEM;PL
légère	ελαφρών	léger	ελαφρός	ADJ;FEM;SG	N;GEN;FEM;PL
légère	ελαφρύς	léger	ελαφρύς	ADJ;FEM;SG	N;NOM;MASC;SG
légère	ελαφρύ	léger	ελαφρύ	ADJ;FEM;SG	N;NOM;NEUT;SG
miguel	μιγκέλ	miguel	μιγκέλ	PROPN	
miguel	miguel	miguel	miguel	PROPN	
sicile	σικελίας	sicile	σικελία	ADJ;FEM;SG	PROPN;GEN;FEM;SG
sicile	σικελία	sicile	σικελία	ADJ;FEM;SG	PROPN;ACC;FEM;SG
souvenirs	ανάμνηση	souvenir	ανάμνηση	N;MASC;PL	N;ACC;FEM;SG
souvenirs	μνημη	souvenir	μνημη	N;MASC;PL	N;ACC;FEM;SG
souvenirs	μνήμη	souvenir	μνήμη	N;MASC;PL	N;ACC;FEM;SG
souvenirs	αναμνηστικά	souvenir	αναμνηστικά	N;MASC;PL	ADV
étendue	εκτεταμένο	étendre	εκτεταμένος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
étendue	έκταση	étendre	έκταση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
bad	bad	bad	bad	N;MASC;SG	
bad	κακός	bad	κακός	N;MASC;SG	ADJ;NOM;MASC;SG
bad	κακό	bad	κακός	N;MASC;SG	ADJ;NOM;NEUT;SG
bad	κακή	bad	κακός	N;MASC;SG	ADJ;NOM;FEM;SG
bad	afdb	bad	afdb	N;MASC;SG	
insectes	μπαγκς	insecte	μπαγκς	N;MASC;PL	
insectes	έντομο	insecte	έντομο	N;MASC;PL	N;NOM;NEUT;SG
prisonnier	φυλακισμένη	prisonnier	φυλακίζω	N;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
prisonnier	φυλακισμένος	prisonnier	φυλακισμένος	N;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
prisonnier	αιχμάλωτος	prisonnier	αιχμάλωτος	N;MASC;SG	ADJ;NOM;MASC;SG
prisonnier	τρόφιμος	prisonnier	τρόφιμος	N;MASC;SG	ADJ;NOM;MASC;SG
edmond	έντμουντ	edmond	έντμουντ	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
edmond	έντμοντ	edmond	έντμοντ	PROPN	PROPN;NOM;MASC;SG
edmond	εντμόντ	edmond	εντμόντ	PROPN	N
interdiction	μπαν	interdiction	μπαν	N;FEM;SG	
transition	μεταβατικά	transition	μεταβατικά	N;FEM;SG	ADV
transition	μεταβατική	transition	μεταβατικός	N;FEM;SG	ADJ;NOM;FEM;SG
transition	μεταβατικές	transition	μεταβατικός	N;FEM;SG	ADJ;NOM;FEM;PL
transition	μεταβατικό	transition	μεταβατικό	N;FEM;SG	ADJ;NOM;NEUT;SG
mar	μαρ	mar	μαρ	N;MASC;SG	
précédents	προηγούμενη	précédent	προηγούμενος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
précédents	προηγούμενα	précédent	προηγούμενος	ADJ;MASC;PL	ADV
précédents	προηγούμενος	précédent	προηγούμενος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
précédents	προηγούμενο	précédent	προηγούμενος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
payer	πληρωμή	payer	πληρωμή	V;NFIN	N;NOM;FEM;SG
formée	σχηματίζεται	former	σχηματίζω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
libéré	απελευθερώνεται	libérer	απελευθερώνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
catalogne	καταλονία	catalogne	καταλονία	N;FEM;SG	PROPN;ACC;FEM;SG
blog	blog	blog	blog	N;MASC;SG	
ingénieurs	μηχανικοί	ingénieur	μηχανικός	N;MASC;PL	ADJ;NOM;MASC;PL
ingénieurs	μηχανικούς	ingénieur	μηχανικός	N;MASC;PL	ADJ;NOM;MASC;PL
municipales	δημοτική	municipale	δημοτικός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
indonésie	ινδονησίας	indonésie	ινδονησία	PROPN	PROPN;GEN;FEM;SG
indonésie	ινδονησία	indonésie	ινδονησία	PROPN	PROPN;NOM;FEM;SG
chaussée	πεζοδρόμιο	chaussée	πεζοδρόμιο	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
urgence	επείγον	urgence	επείγων	N;FEM;SG	ADJ;NOM;NEUT;SG
urgence	επείγον	urgence	επείγων	N;FEM;SG	ADJ;NOM;NEUT;SG
urgence	επείγοντα	urgence	επείγων	N;FEM;SG	ADJ;NOM;NEUT;PL
passent	πέρασμα	passer	πέρασμα	V;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
passent	πάσα	passer	πάσα	V;IND;PL;3;PRS;FIN	N;ACC;FEM;SG
passent	πάσο	passer	πάσο	V;IND;PL;3;PRS;FIN	
loisirs	ψυχαγωγία	loisir	ψυχαγωγία	N;MASC;PL	N;NOM;FEM;SG
loisirs	αναψυχή	loisir	αναψυχή	N;MASC;PL	N;NOM;FEM;SG
loisirs	αναψυχής	loisir	αναψυχή	N;MASC;PL	N;GEN;FEM;SG
loisirs	αναψυχή	loisir	αναψυχή	N;MASC;PL	N;NOM;FEM;SG
loisirs	ψυχαγωγία	loisir	ψυχαγωγία	N;MASC;PL	N;NOM;FEM;SG
lambert	λάμπερτ	lambert	λάμπερτ	N;MASC;SG	
liquide	υγρά	liquide	υγρά	ADJ;MASC;SG	N;NOM;NEUT;PL
liquide	υγρό	liquide	υγρό	ADJ;MASC;SG	N;NOM;NEUT;SG
capacités	χωρητικότητα	capacité	χωρητικότητα	N;FEM;PL	N;ACC;FEM;SG
capacités	ικανότητα	capacité	ικανότητα	N;FEM;PL	N;ACC;FEM;SG
capacités	δυναμικότητα	capacité	δυναμικότητα	N;FEM;PL	N;ACC;FEM;SG
gary	γκάρυ	gary	γκάρ	PROPN	PROPN;NOM;MASC;SG
gary	γκάρι	gary	γκάρι	PROPN	
havre	havre	havre	havre	N;MASC;SG	
officiels	επίσημο	officiel	επίσημος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
officiels	αξιωματούχος	officiel	αξιωματούχος	ADJ;MASC;PL	N;NOM;MASC;SG
officiels	επίσημη	officiel	επίσημος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
officiels	αξιωματούχοι	officiel	αξιωματούχος	ADJ;MASC;PL	N;NOM;MASC;PL
femelle	γυναίκα	femelle	γυναίκα	ADJ;FEM;SG	N;NOM;FEM;SG
femelle	θηλυκό	femelle	θηλυκός	ADJ;FEM;SG	N;NOM;NEUT;SG
néerlandaise	ολλανδός	néerlandais	ολλανδός	ADJ;FEM;SG	PROPN;NOM;MASC;SG
néerlandaise	ολλανδικά	néerlandais	ολλανδικά	ADJ;FEM;SG	ADV
néerlandaise	ντατς	néerlandais	ντατς	ADJ;FEM;SG	N
indépendants	ανεξάρτητο	indépendant	ανεξάρτητος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
indépendants	ανεξάρτητος	indépendant	ανεξάρτητος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
indépendants	ανεξάρτητη	indépendant	ανεξάρτητος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
achat	αγόρασε	achat	αγοράζω	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
achat	αγοράσω	achat	αγοράζω	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
achat	αγοράζοντας	achat	αγοράζω	N;MASC;SG	V;IPFV;V.CVB;ACT
camps	καμπ	camp	καμπ	N;MASC;PL	
camps	κατασκήνωση	camp	κατασκήνωση	N;MASC;PL	N;NOM;FEM;SG
camps	καταυλισμός	camp	καταυλισμός	N;MASC;PL	N;NOM;MASC;SG
camps	στρατόπεδο	camp	στρατόπεδο	N;MASC;PL	N;NOM;NEUT;SG
marques	marques	marque	marques	N;FEM;PL	
boulogne	βουλώνη	boulogne	βουλώνω	N;MASC;SG	N;GEN;MASC;PL
gallo	γκάλο	gallo	γκάλος	N;MASC;SG	
gaulle	gaulle	gaulle	gaulle	N;MASC;SG	
rev	αναθ	revoir	αναθό		N
traiter	κέρασμα	traiter	κέρασμα	V;NFIN	N;NOM;NEUT;SG
traiter	θεραπεία	traiter	θεραπείο	V;NFIN	N;NOM;FEM;SG
graves	σοβαρό	grave	σοβαρός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
graves	σοβαρός	grave	σοβαρός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
graves	σοβαρή	grave	σοβαρός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
graves	σοβαρή	grave	σοβαρός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
graves	τάφους	grave	τάφος	ADJ;MASC;PL	N;NOM;MASC;PL
graves	τάφοι	grave	τάφος	ADJ;MASC;PL	N;NOM;NEUT;PL
graves	γκρέιβς	grave	γκρέια	ADJ;MASC;PL	PROPN;NOM;MASC;SG
cuba	κούβα	cuba	κούβα	PROPN	PROPN;ACC;FEM;SG
attaquer	επιθεση	attaquer	επιθεση	V;NFIN	N;ACC;FEM;SG
attaquer	επίθεση	attaquer	επίθεση	V;NFIN	N;ACC;FEM;SG
prévue	προγραμματισμένες	prévoir	προγραμματίζω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
contribuer	συμβολή	contribuer	συμβολή	V;NFIN	N;ACC;FEM;SG
seize	sixteen	seize	sixteen	NUM	
seize	δεκάξι	seize	δεκάξι	NUM	ADV
fermé	κλειστό	fermer	κλειστός	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
fermé	κλειστο	fermer	κλειστος	V;MASC;SG;PST;V.PTCP	DET;NOM;DEF;MASC;SG
fermé	κλειστή	fermer	κλειστής	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
fermé	κλειστά	fermer	κλειστώ	V;MASC;SG;PST;V.PTCP	ADV
développée	αναπτύχθηκαν	développer	αναπτύσσω	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
jordan	ιορδανία	jordan	ιορδανία	PROPN	PROPN;ACC;FEM;SG
jordan	τζόρνταν	jordan	τζόρω	PROPN	V;IPFV;IND;PL;3;PST;FIN;PASS
jordan	jordan	jordan	jordan	PROPN	
supplémentaire	επιπλέον	supplémentaire	επιπλέον	ADJ;MASC;SG	ADV
supplémentaire	πρόσθετες	supplémentaire	πρόσθετος	ADJ;MASC;SG	N;NOM;FEM;PL
supplémentaire	έξτρα	supplémentaire	έξτρο	ADJ;MASC;SG	N
supplémentaire	extra	supplémentaire	extra	ADJ;MASC;SG	
supplémentaire	συμπληρωματικές	supplémentaire	συμπληρωματικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
représentée	εκπροσωπείται	représenter	εκπροσωπώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
représentée	εκπροσωπούνται	représenter	εκπροσωπώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
pie	πίος	pie	πίος	N;MASC;SG	PROPN;NOM;MASC;SG
dis	πω	dire	λέγω	INTJ	V;PFV;IND;SG;1;FIN;ACT
dis	πείτε	dire	λέγω	INTJ	V;PFV;IMP;PL;2;FIN;ACT
dis	πες	dire	πες	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
dis	dis	dire	dis	INTJ	
vues	προβολές	voir	προβολή	V;FEM;PL;PST;V.PTCP	N;NOM;FEM;PL
vues	απόψεις	voir	άποψη	V;FEM;PL;PST;V.PTCP	N;NOM;FEM;PL
resté	παρέμειναν	rester	παραμένω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
solide	συμπαγής	solide	συμπαγή	ADJ;MASC;SG	N;NOM;MASC;SG
solide	στερεό	solide	στερεό	ADJ;MASC;SG	N;NOM;NEUT;SG
solide	στερεά	solide	στεργώ	ADJ;MASC;SG	ADV
solide	συμπαγές	solide	συμπαγή	ADJ;MASC;SG	N;NOM;NEUT;SG
philip	philip	philip	philip	PROPN	
philip	φίλιππος	philip	φίλιππος	PROPN	ADJ;NOM;MASC;SG
philip	φίλιπ	philip	φίλιπ	PROPN	
fiat	fiat	fiat	fiat	PROPN	
bureaux	γραφείο	bureau	γραφείο	N;MASC;PL	N;NOM;NEUT;SG
réelle	ρεάλ	réel	ρεάλ	ADJ;FEM;SG	
réelle	αληθινά	réel	αληθινός	ADJ;FEM;SG	ADV
ajout	προσθέτοντας	ajout	προσθέτω	N;MASC;SG	V;IPFV;V.CVB;ACT
ajout	προσθέστε	ajout	προσθέτω	N;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
ajout	πρόσθεσε	ajout	προσθέτω	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
ajout	προστέθηκε	ajout	προσθέτω	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
ajout	προστέθηκαν	ajout	προσθέτω	N;MASC;SG	V;PFV;IND;PL;3;PST;FIN;PASS
ajout	προστίθεται	ajout	προστίθεμαι	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
dave	ντέιβ	dave	ντέιβ	PROPN	
mourir	die	mourir	die	V;NFIN	
mourir	πεθαίνεις	mourir	πεθαίνη	V;NFIN	N;NOM;FEM;PL
personnelles	προσωπική	personnel	προσωπικός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
personnelles	προσωπικός	personnel	προσωπικός	ADJ;FEM;PL	ADJ;NOM;MASC;SG
personnelles	προσωπικό	personnel	προσωπικό	ADJ;FEM;PL	N;NOM;NEUT;SG
personnelles	προσωπικά	personnel	προσωπικά	ADJ;FEM;PL	ADV
nelson	νέλσον	nelson	νέλσον	PROPN	
nelson	nelson	nelson	nelson	PROPN	
conte	conte	conte	conte	N;MASC;SG	
règlement	κανονισμοί	règlement	κανονισμός	N;MASC;SG	N;NOM;MASC;PL
règlement	κανονισμούς	règlement	κανονισμός	N;MASC;SG	N;ACC;MASC;PL
shorts	σορτσάκι	short	σορτσάκι	N;MASC;PL	N;NOM;NEUT;SG
pirates	χάκερ	pirate	χάκερ	N;MASC;PL	N;NOM;MASC;SG
pirates	πειρατικό	pirate	πειρατικός	N;MASC;PL	ADJ;NOM;NEUT;SG
pirates	πειρατής	pirate	πειρατής	N;MASC;PL	N;NOM;MASC;SG
pirates	πειρατή	pirate	πειρατής	N;MASC;PL	N;NOM;MASC;SG
occident	δυτικά	occident	δυτικά	N;MASC;SG	ADV
occident	δυτική	occident	δυτικός	N;MASC;SG	ADJ;NOM;FEM;SG
occident	γουέστ	occident	γουέστ	N;MASC;SG	
reich	ράιχ	reich	ράιχ	N;MASC;SG	
acquisition	εξαγορές	acquisition	εξαγορά	N;FEM;SG	N;NOM;FEM;PL
acquisition	αποκτήσεις	acquisition	απόκτηση	N;FEM;SG	N;NOM;FEM;PL
inclut	συμπεριλάβετε	inclure	συμπεριλαμβάνω	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;2;FIN;ACT
inclut	συμπερίληψη	inclure	συμπερίληψη	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
inclut	περιλαμβάνουν	inclure	περιλαμβάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
inclut	περιλαμβάνονται	inclure	περιλαμβάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
défini	ορίζεται	définir	ορίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
défini	καθορισμένα	définir	καθορίζω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
clés	κλειδί	clé	κλειδί	N;FEM;PL	N;NOM;NEUT;SG
clés	πλήκτρο	clé	πλήκτρο	N;FEM;PL	N;NOM;NEUT;SG
clés	κλείδα	clé	κλείδα	N;FEM;PL	N;NOM;FEM;SG
revues	περιοδικά	revue	περιοδικά	N;FEM;PL	ADV
morale	ηθικό	moral	ηθικός	ADJ;FEM;SG	N;NOM;NEUT;SG
morale	ήθη	moral	ήθη	ADJ;FEM;SG	N;NOM;NEUT;PL
morale	ήθος	moral	ήθος	ADJ;FEM;SG	N;NOM;NEUT;SG
préfère	προτιμάτε	préférer	προτιμώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
préfère	προτιμούν	préférer	προτιμώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
natale	νατάλε	natal	νατάλλω	ADJ;FEM;SG	N
adultes	ενήλικοι	adulte	ενήλικος	N;MASC;PL	ADJ;NOM;MASC;PL
adultes	ενήλικες	adulte	ενήλικος	N;MASC;PL	ADJ;NOM;FEM;PL
adultes	ενήλικο	adulte	ενήλικος	N;MASC;PL	ADJ;NOM;NEUT;SG
adultes	ενήλικας	adulte	ενήλικα	N;MASC;PL	ADJ;NOM;MASC;SG
adultes	ενήλικα	adulte	ενήλικος	N;MASC;PL	ADV
adultes	ενήλικος	adulte	ενήλικος	N;MASC;PL	ADJ;NOM;MASC;SG
adultes	ενήλικες	adulte	ενήλικος	N;MASC;PL	ADJ;NOM;FEM;PL
spectacles	δείχνει	spectacle	δείχνω	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
voisine	γείτονας	voisin	γείτονας	ADJ;FEM;SG	N;NOM;MASC;SG
voisine	γείτονα	voisin	γείτονας	ADJ;FEM;SG	N;ACC;MASC;SG
voisine	γειτόνισσα	voisin	γειτόνισσα	ADJ;FEM;SG	N;NOM;FEM;SG
