der	the	der	the	DET;NOM;DEF;MASC;SG	PROPN
behauptung	mengklaim	behauptung	menklaim	ADV	V;SG;ACT
maße	pengukuran	massen	penukuran	ADV	N;SG
maße	ukuran	massen	ukuran	ADV	N;SG
maße	luasnya	massen	luas	ADV	N;SG
maße	dimensi	massen	dimensi	ADV	N;SG
schicksal	destiny	schicksal	destiny	ADJ	PROPN
schicksal	takdir	schicksal	takdir	ADJ	N;SG
schicksal	nasib	schicksal	nasib	ADJ	N;SG
schicksal	takdir	schicksal	takdir	ADJ	N;SG
act	bertindak	act	bertindak	PROPN	V;SG;ACT
act	bertindaklah	act	bertindak	PROPN	V;SG;ACT
act	act	act	act	PROPN	PROPN
entdeckte	ketahuan	entdecken	ketahuan	V;IND;SG;3;PST;FIN	
entdeckte	ketahuan	entdecken	ketahuan	V;IND;SG;3;PST;FIN	
bibel	bible	bibel	bible		PROPN
bibel	alkitab	bibel	alkitab		N;SG
bibel	alkitabiah	bibel	alkitabiah		N
bibel	alkitab	bibel	alkitab		N;SG
unentschieden	dasi	unentschieden	dasi	ADJ	N;SG
unentschieden	ikat	unentschieden	ikat	ADJ	N;SG;ACT
unentschieden	imbang	unentschieden	imbang	ADJ	N;SG
unentschieden	tie	unentschieden	tie	ADJ	PROPN
unentschieden	draw	unentschieden	draw	ADJ	PROPN
unentschieden	imbang	unentschieden	imbang	ADJ	N;SG
unentschieden	menggambar	unentschieden	mengambar	ADJ	V;SG;ACT
verschiebung	shift	verschiebung	shift	N;SG	PROPN
verschiebung	displacement	verschiebung	displacement	N;SG	PROPN
schwestern	sisters	schwestern	sisters	N;NOM;PL	PROPN
schwestern	saudara	schwestern	saudara	N;NOM;PL	N;SG
schwestern	saudari	schwestern	saudari	N;NOM;PL	
schwestern	perawat	schwestern	penrawat	N;NOM;PL	N;SG
jahrzehnte	dekade	jahrzehnt	dekade		N;SG
hubert	hubert	hubert	hubert	PROPN;NOM;SG	PROPN
vorbereitung	mempersiapkan	vorbereitung	menpersiapkan	N;NOM;FEM;SG	V;SG;ACT
vorbereitung	prepare	vorbereitung	prepare	N;NOM;FEM;SG	PROPN
vorbereitung	siapkan	vorbereitung	siapkan	N;NOM;FEM;SG	V;SG;ACT
vorbereitung	persiapkan	vorbereitung	persiapkan	N;NOM;FEM;SG	V;SG;ACT
vorbereitung	menyiapkan	vorbereitung	mensiapkan	N;NOM;FEM;SG	V;SG;ACT
vorbereitung	mempersiapkan	vorbereitung	menpersiapkan	N;NOM;FEM;SG	V;SG;ACT
vorbereitung	prep	vorbereitung	prep	N;NOM;FEM;SG	PROPN
inklusive	disertakan	inklusive	disertakan	ADP	V
inklusive	termasuk	inklusive	termasuk	ADP	V
inklusive	menyertakan	inklusive	menyertakan	ADP	V
inklusive	diikutsertakan	inklusive	diikutsertakan	ADP	V;SG;PASS
inklusive	incl	inklusive	incl	ADP	PROPN
inklusive	termasuk	inklusive	termasuk	ADP	V
inklusive	sertakan	inklusive	sertakan	ADP	V
inklusive	mencakup	inklusive	mencakup	ADP	V;SG;ACT
inklusive	menyertakan	inklusive	menyertakan	ADP	V
inklusive	termasuk	inklusive	termasuk	ADP	V
inklusive	inklusif	inklusive	inklusif	ADP	N;SG
inklusive	termasuk	inklusive	termasuk	ADP	V
durchführung	berlakukan	durchführung	berlakukan	N;NOM;FEM;SG	V;SG;ACT
durchführung	direalisasikan	durchführung	direalisasikan	N;NOM;FEM;SG	V;SG;PASS
harvard	harvard	harvard	harvard	PROPN;NOM;MASC;SG	PROPN
mengen	kuantitas	mengen	kuantitas	V;NFIN	N;SG
mengen	volume	mengen	volume	V;NFIN	N;SG
mengen	volum	mengen	volum	V;NFIN	PROPN;SG
mengen	jilid	mengen	jilid	V;NFIN	PROPN
mengen	kuantitas	mengen	kuantitas	V;NFIN	N;SG
mengen	jumlah	mengen	jumlah	V;NFIN	N;SG
nick	nick	nick	nick	PROPN;NOM;SG	PROPN
sam	sam	sam	sam	PROPN;NOM;SG	PROPN
schäden	kerusakan	Schaden	kerusakan	N;NOM;MASC;PL	N;SG
schäden	kerusakan	Schaden	kerusakan	N;NOM;MASC;PL	N;SG
schäden	damage	Schaden	damage	N;NOM;MASC;PL	PROPN
schäden	merusak	Schaden	menrusak	N;NOM;MASC;PL	V;SG;ACT
reihenfolge	pengurutan	reihenfolge	penurutan	ADJ;NOM;FEM;PL	N;SG
reihenfolge	pemesanan	reihenfolge	penpesanan	ADJ;NOM;FEM;PL	N;SG
reihenfolge	memesan	reihenfolge	menpesan	ADJ;NOM;FEM;PL	V;SG;ACT
reihenfolge	pesanan	reihenfolge	pesanan	ADJ;NOM;FEM;PL	N;SG
reihenfolge	pemesanan	reihenfolge	penpesanan	ADJ;NOM;FEM;PL	N;SG
reihenfolge	order	reihenfolge	order	ADJ;NOM;FEM;PL	PROPN
reihenfolge	urutan	reihenfolge	urutan	ADJ;NOM;FEM;PL	N;SG
reihenfolge	mengurutkan	reihenfolge	menkurutkan	ADJ;NOM;FEM;PL	V;SG;ACT
reihenfolge	pengurutan	reihenfolge	penurutan	ADJ;NOM;FEM;PL	N;SG
reihenfolge	urutan	reihenfolge	urutan	ADJ;NOM;FEM;PL	N;SG
dachte	pikir	denken	pikir	V;IND;SG;3;PST;FIN	
dachte	pemikiran	denken	penpikiran	V;IND;SG;3;PST;FIN	N;SG
conrad	conrad	conrad	conrad	PROPN;NOM;MASC;SG	PROPN
jap	yep	jap	yep		PROPN
jap	yeh	jap	yeh		PROPN
jap	yap	jap	yap		PROPN
jap	yup	jap	yup		PROPN
jap	jap	jap	jap		PROPN
jap	yup	jap	yup		PROPN
fusion	merger	fusion	merger	N;NOM;SG	PROPN
fusion	fusion	fusion	fusion	N;NOM;SG	PROPN
fähigkeiten	keahlian	fähigkeit	keahlian	V;NFIN	N;SG
fähigkeiten	skill	fähigkeit	skill	V;NFIN	PROPN
fähigkeiten	keterampilan	fähigkeit	keterampilan	V;NFIN	N;SG
fähigkeiten	keahlian	fähigkeit	keahlian	V;NFIN	N;SG
fähigkeiten	skill	fähigkeit	skill	V;NFIN	PROPN
fähigkeiten	keterampilan	fähigkeit	keterampilan	V;NFIN	N;SG
fähigkeiten	kemampuan	fähigkeit	kemampuan	V;NFIN	N;SG
fähigkeiten	kemampuan	fähigkeit	kemampuan	V;NFIN	N;SG
fähigkeiten	kemampuan	fähigkeit	kemampuan	V;NFIN	N;SG
fähigkeiten	kapabilitas	fähigkeit	kapabilitas	V;NFIN	N;SG
fähigkeiten	kemampuan	fähigkeit	kemampuan	V;NFIN	N;SG
traditionell	traditional	traditionell	traditional	ADJ	N
integration	integrasi	integration	integrasi	PROPN	N;SG
integration	mengintegrasikan	integration	menintegrasikan	PROPN	V;SG;ACT
besonderheit	keunikan	besonderheit	keunikan	ADJ	N;SG
valley	valley	valley	valley	PROPN;NOM;SG	PROPN
valley	lembah	valley	lembah	PROPN;NOM;SG	N;SG
älter	manula	alt	manula	ADJ	N;SG
älter	lansia	alt	lansia	ADJ	PROPN;SG
ips	ips	ips	ips	;SG	PROPN
pedro	pedro	pedro	pedro	PROPN;NOM;SG	PROPN
schade	kasihan	schade	kasihan	ADV	N
schade	aurat	schade	aurat	ADV	N;SG
schade	malu	schade	malu	ADV	
schade	memalukan	schade	menpalukan	ADV	V;SG;ACT
schade	sebal	schade	sebal	ADV	ADJ;SG
achten	kedelapan	achten	kedelapan	V;NFIN	NUM
achten	eighth	achten	eighth	V;NFIN	PROPN
festen	solid	fest	solid	ADJ	PROPN
wiederherstellung	kembalikan	wiederherstellung	kembalikan	ADJ;NOM;FEM;SG	V;SG;ACT
wiederherstellung	mengembalikan	wiederherstellung	menkembalikan	ADJ;NOM;FEM;SG	V;SG;ACT
wiederherstellung	pulihkan	wiederherstellung	pulihkan	ADJ;NOM;FEM;SG	V;SG;ACT
wiederherstellung	restorasi	wiederherstellung	restorasi	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	memulihkan	wiederherstellung	menpulihkan	ADJ;NOM;FEM;SG	V;SG;ACT
wiederherstellung	mengembalikan	wiederherstellung	menkembalikan	ADJ;NOM;FEM;SG	V;SG;ACT
palais	palais	palais	palais	PROPN;NOM;SG	PROPN
palais	puput	palais	puput	PROPN;NOM;SG	PROPN
palais	istana	palais	istana	PROPN;NOM;SG	N;SG
palais	keraton	palais	keraton	PROPN;NOM;SG	PROPN
messe	messe	messe	messe		PROPN
messe	adil	messe	adil		ADJ;SG
messe	fair	messe	fair		PROPN
relevante	relevan	relevant	relevan	ADJ;NOM;FEM;PL	N;SG
aufnehmen	serap	aufnehmen	serap	V;NFIN	N;SG
aufnehmen	rekaman	aufnehmen	rekaman	V;NFIN	N;SG
aufnehmen	perekaman	aufnehmen	perekaman	V;NFIN	N;SG
aufnehmen	rekor	aufnehmen	rekor	V;NFIN	N;SG
aufnehmen	rekam	aufnehmen	rekam	V;NFIN	N;SG
aufnehmen	record	aufnehmen	record	V;NFIN	PROPN
tim	tim	tim	tim	PROPN;NOM;MASC;SG	N;SG
tim	tintin	tim	tintin	PROPN;NOM;MASC;SG	PROPN
schlesien	silesian	schlesien	silesian	PROPN;NOM;SG	PROPN
schlesien	silesia	schlesien	silesia	PROPN;NOM;SG	PROPN
ablauf	urutan	ablauf	urutan	ADV	N;SG
ablauf	kadaluwarsa	ablauf	kadaluwarsa	ADV	PROPN
ablauf	kedaluwarsa	ablauf	kedaluwarsa	ADV	N;SG
ablauf	kadaluarsa	ablauf	kadaluarsa	ADV	N
ablauf	kedaluwarsa	ablauf	kedaluwarsa	ADV	N;SG
zimmer	forum	zimmer	forum	N	PROPN
zimmer	forum	zimmer	forum	N	PROPN
zimmer	room	zimmer	room	N	PROPN
bewegen	move	bewegen	move	V;NFIN	PROPN
meldung	cerita	meldung	cerita	ADJ	N;SG
meldung	story	meldung	story	ADJ	PROPN
meldung	berita	meldung	berita	ADJ	N;SG
meldung	kisah	meldung	kisah	ADJ	N;SG
meldung	notifikasi	meldung	notifikasi	ADJ	N
meldung	pemberitahuan	meldung	penberitahuan	ADJ	N;SG
meldung	notification	meldung	notification	ADJ	PROPN
meldung	laporan	meldung	laporan	ADJ	N;SG
meldung	pelaporan	meldung	penlaporan	ADJ	N;SG
meldung	melaporkan	meldung	menlaporkan	ADJ	V;SG;ACT
meldung	lapor	meldung	lapor	ADJ	V;SG;ACT
meldung	laporkan	meldung	laporkan	ADJ	V;SG;ACT
meldung	melaporkan	meldung	menlaporkan	ADJ	V;SG;ACT
meldung	laporan	meldung	laporan	ADJ	N;SG
meldung	pesan	meldung	pesan	ADJ	N;SG
bevorzugt	preferensi	bevorzugen	preferensi	ADJ	N;SG
bevorzugt	mengistimewakan	bevorzugen	menistimewakan	ADJ	V;SG;ACT
bevorzugt	disukai	bevorzugen	disukai	ADJ	V;SG;PASS
bevorzugt	diutamakan	bevorzugen	diutamakan	ADJ	V;SG;PASS
contra	kontra	contra	kontra		N;SG
contra	contra	contra	contra		PROPN
vereinen	bersatu	verein	bersatu	V;NFIN	PROPN
schlagzeuger	drumer	schlagzeuger	drumer	ADJ	N
schlagzeuger	drummer	schlagzeuger	drummer	ADJ	N
schlagzeuger	drummer	schlagzeuger	drummer	ADJ	N
hauptmann	kapten	hauptmann	kapten		N
hauptmann	hauptmann	hauptmann	hauptmann		PROPN
mache	buat	machen	buat	V;IND;SG;3;PRS;FIN	
mache	make	machen	make	V;IND;SG;3;PRS;FIN	PROPN
anwendungen	lamaran	anwendung	lamaran	N;NOM;FEM;PL	N;SG
anwendungen	aplikasi	anwendung	aplikasi	N;NOM;FEM;PL	N;SG
anwendungen	aplikasi	anwendung	aplikasi	N;NOM;FEM;PL	N;SG
anwendungen	perawatan	anwendung	penrawatan	N;NOM;FEM;PL	N;SG
bundestag	bundestag	bundestag	bundestag		PROPN
bündnis	persekutuan	bündnis	persekutuan		N;SG
bündnis	alliance	bündnis	alliance		PROPN
bündnis	aliansi	bündnis	aliansi		N;SG
bündnis	koalisi	bündnis	koalisi		N;SG
dick	dick	dick	dick	ADJ	PROPN
ehemann	suamiku	ehemann	suami		N;SG
ehemann	suaminya	ehemann	suami		N;SG
ehemann	suami	ehemann	suami		N;SG
ehemann	husband	ehemann	husband		PROPN
ehemann	suamiku	ehemann	suami		N;SG
ehemann	suami	ehemann	suami		N;SG
wachsen	waxing	wachsen	waxing	V;NFIN	N
wachsen	grow	wachsen	grow	V;NFIN	PROPN
wachsen	wax	wachsen	wax	V;NFIN	PROPN
dienten	dilayani	dienen	dilayani	V;IND;PL;3;PST;FIN	V;SG;PASS
dienten	dihidangkan	dienen	dihidangkan	V;IND;PL;3;PST;FIN	V;SG;PASS
dienten	disajikan	dienen	disajikan	V;IND;PL;3;PST;FIN	V;SG;PASS
eis	eis	eis	eis	N;NOM;NEUT;SG	PROPN
eis	ice	eis	ice	N;NOM;NEUT;SG	PROPN
eis	es	eis	es	N;NOM;NEUT;SG	PROPN;SG
griff	grip	greifen	grip	V;FIN	N
griff	genggaman	greifen	genggaman	V;FIN	
griff	handle	greifen	handle	V;FIN	PROPN
griff	handel	greifen	handel	V;FIN	PROPN
griff	gagang	greifen	gagang	V;FIN	N;SG
niveau	aras	niveau	aras	ADV	N;SG
niveau	tingkat	niveau	tingkat	ADV	N;SG
niveau	tingkatan	niveau	tingkatan	ADV	N;SG
niveau	level	niveau	level	ADV	N
niveau	aras	niveau	aras	ADV	N;SG
niveau	level	niveau	level	ADV	N
niveau	tingkatan	niveau	tingkatan	ADV	N;SG
niveau	tingkat	niveau	tingkat	ADV	N;SG
erfinder	penemu	erfinder	pentemu	ADJ	N;SG
erfinder	penemu	erfinder	pentemu	ADJ	N;SG
samt	velvet	samt	velvet	ADP	N
samt	beludru	samt	beludru	ADP	N;SG
präfektur	prefektur	präfektur	prefektur	ADJ	PROPN;SG
abbildung	figure	abbildung	figure		PROPN
abbildung	figur	abbildung	figur		N;SG
abbildung	tokoh	abbildung	tokoh		N;SG
abbildung	sosok	abbildung	sosok		N
abbildung	gambar	abbildung	gambar		N;SG
abbildung	image	abbildung	image		N
abbildung	citra	abbildung	citra		N;SG
abbildung	grafik	abbildung	grafik		N
abbildung	diagram	abbildung	diagram		N;SG
abbildung	bagan	abbildung	bagan		N;SG
abbildung	ilustrasi	abbildung	ilustrasi		N;SG
abbildung	diagram	abbildung	diagram		N;SG
lehrstuhl	ketua	lehrstuhl	ketua	PROPN	N;SG
lehrstuhl	kursi	lehrstuhl	kursi	PROPN	N;SG
archäologie	arkeologi	archäologie	arkeologi	PROPN	N;SG
archäologie	purbakala	archäologie	purbakala	PROPN	ADJ;SG
archäologie	arkeologi	archäologie	arkeologi	PROPN	N;SG
archäologie	purbakala	archäologie	purbakala	PROPN	ADJ;SG
archäologie	arkeologi	archäologie	arkeologi	PROPN	N;SG
freundin	friend	Freundin	friend	N;NOM;FEM;SG	PROPN
stamm	tribe	stamm	tribe	ADJ	PROPN
stamm	suku	stamm	suku	ADJ	N;SG
stamm	batang	stamm	batang	ADJ	N;SG
stamm	bagasi	stamm	bagasi	ADJ	N;SG
stamm	belalai	stamm	belalai	ADJ	N;SG
stamm	strain	stamm	strain	ADJ	N
saß	sab	sitzen	sab	V;IND;SG;3;PST;FIN	PROPN
saß	sabtu	sitzen	sabtu	V;IND;SG;3;PST;FIN	N;SG
saß	sat	sitzen	sat	V;IND;SG;3;PST;FIN	PROPN
sowjetische	soviet	sowjetisch	soviet	ADJ;NOM;FEM;PL	PROPN
willi	willi	willi	willi	PROPN;NOM;MASC;SG	PROPN
willi	whitey	willi	whitey	PROPN;NOM;MASC;SG	PROPN
berater	penasihat	berater	penasihat	ADJ	N;SG
berater	konsultan	berater	konsultan	ADJ	N;SG
berater	penasehat	berater	pennasehat	ADJ	N;SG
berater	konsultan	berater	konsultan	ADJ	N;SG
berater	penasihat	berater	penasihat	ADJ	N;SG
berater	penasehat	berater	pennasehat	ADJ	N;SG
qualifiziert	terampil	qualifizieren	terampil	ADJ;V.PTCP	N
qualifiziert	berkualitas	qualifizieren	berkualitas	ADJ;V.PTCP	V;SG;ACT
qualifiziert	berkualifikasi	qualifizieren	berkualifikasi	ADJ;V.PTCP	V;SG;ACT
jury	juri	jury	juri		N;SG
holland	holland	holland	holland		PROPN
holland	belanda	holland	belanda		PROPN;SG
ergänzen	tambahan	ergänzen	tambahan	V;NFIN	N;SG
ergänzen	supplement	ergänzen	supplement	V;NFIN	PROPN
ergänzen	suplemen	ergänzen	suplemen	V;NFIN	PROPN
ergänzen	pelengkap	ergänzen	penlengkap	V;NFIN	N;SG
konkurrenz	kompetitor	konkurrenz	kompetitor	ADJ	N;SG
konkurrenz	pesaing	konkurrenz	pesaing	ADJ	N;SG
konkurrenz	kompetitor	konkurrenz	kompetitor	ADJ	N;SG
konkurrenz	pesaing	konkurrenz	pesaing	ADJ	N;SG
konkurrenz	bersaing	konkurrenz	bersaing	ADJ	V;SG;ACT
konkurrenz	berkompetisi	konkurrenz	berkompetisi	ADJ	V;SG;ACT
geteilt	belah	teilen	belah	V;V.PTCP	
geteilt	split	teilen	split	V;V.PTCP	PROPN
geteilt	pisah	teilen	pisah	V;V.PTCP	N;SG;ACT
geteilt	shared	teilen	shared	V;V.PTCP	PROPN
solches	such	solch	such	PRO;NOM;INDF;NEUT;SG	PROPN
prüfen	verifikasi	prüfen	verifikasi	V;NFIN	N;SG
prüfen	skak	prüfen	skak	V;NFIN	PROPN
prüfen	ksa	prüfen	ksa	V;NFIN	PROPN
prüfen	centang	prüfen	centang	V;NFIN	PROPN
gesicht	muka	sechen	muka	V;V.PTCP	N;SG
gesicht	wajah	sechen	wajah	V;V.PTCP	N;SG
gesicht	faces	sechen	faces	V;V.PTCP	PROPN
gesicht	facial	sechen	facial	V;V.PTCP	PROPN
gesicht	muka	sechen	muka	V;V.PTCP	N;SG
gesicht	wajah	sechen	wajah	V;V.PTCP	N;SG
gesicht	face	sechen	face	V;V.PTCP	PROPN
türkische	turki	türkisch	turki	ADJ;NOM;FEM;PL	PROPN;SG
türkische	turki	türkisch	turki	ADJ;NOM;FEM;PL	PROPN;SG
türkische	turkish	türkisch	turkish	ADJ;NOM;FEM;PL	PROPN
unfall	hse	unfall	hse	N	PROPN
unfall	crash	unfall	crash	N	PROPN
unfall	disengaja	unfall	disengaja	N	V
atlas	atlas	atlas	atlas	PROPN	PROPN;SG
sterben	die	sterben	die	V;NFIN	PROPN
sterben	mati	sterben	mati	V;NFIN	ADJ;SG
sterben	binasa	sterben	binasa	V;NFIN	ADJ;SG
sterben	sekarat	sterben	sekarat	V;NFIN	
sterben	dying	sterben	dying	V;NFIN	PROPN
sterben	die	sterben	die	V;NFIN	PROPN
sterben	dies	sterben	dies	V;NFIN	PROPN
abschnitte	bagian	abschneiden	bagian		N;SG
abschnitte	paragraf	abschneiden	paragraf		N;SG
einspruch	banding	einspruch	banding	N	PROPN;SG;ACT
platte	piring	platen	piring		N;SG
platte	lempeng	platen	lempeng		N
platte	pelat	platen	pelat		N;SG
platte	plat	platen	plat		N
platte	platte	platen	platte		PROPN
eroberung	menaklukan	Eroberung	mentaklukan	N;NOM;FEM;SG	V;SG;ACT
eroberung	taklukkan	Eroberung	taklukkan	N;NOM;FEM;SG	V;SG;ACT
eroberung	menaklukkan	Eroberung	mentaklukkan	N;NOM;FEM;SG	V;SG;ACT
eroberung	menaklukkan	Eroberung	mentaklukkan	N;NOM;FEM;SG	V;SG;ACT
sand	sand	sinden	sand		PROPN
sand	pasir	sinden	pasir		PROPN;SG
sand	papak	sinden	papak		N
sand	sands	sinden	sands		PROPN
scheinen	shining	scheinen	shining	V;NFIN	PROPN
index	indeks	index	indeks		N;SG
ruine	merusak	ruin	menrusak	N;NOM;SG	V;SG;ACT
meinte	said	meinen	said	V;IND;SG;3;PST;FIN	PROPN
meinte	katanya	meinen	kata	V;IND;SG;3;PST;FIN	N;SG
meinte	kata	meinen	kata	V;IND;SG;3;PST;FIN	N;SG
heide	heide	heiden	heide	PROPN;NOM;SG	PROPN
heide	heather	heiden	heather	PROPN;NOM;SG	PROPN
heide	heath	heiden	heath	PROPN;NOM;SG	PROPN
championship	championship	championship	championship	PROPN	N
championship	kejuaraan	championship	kejuaraan	PROPN	N;SG
district	distrik	district	distrik	PROPN	N;SG
district	kecamatan	district	kecamatan	PROPN	N;SG
district	raionul	district	raionul	PROPN	N
district	kabupaten	district	kabupaten	PROPN	N;SG
district	daerah	district	daerah	PROPN	N;SG
ereignis	kejadian	ereignis	kejadian		N;SG
ereignis	insiden	ereignis	insiden		N;SG
ereignis	kejadian	ereignis	kejadian		N;SG
ereignis	peristiwa	ereignis	peristiwa		N;SG
ereignis	acara	ereignis	acara		N;SG
oberbürgermeister	walikota	oberbürgermeister	walikota	ADV	PROPN
oberbürgermeister	mayor	oberbürgermeister	mayor	ADV	PROPN
monte	monte	mont	monte	PROPN;NOM;SG	PROPN
wesen	being	wesen	being	N;NOM;NEUT;SG	PROPN
wesen	menjadi	wesen	menjadi	N;NOM;NEUT;SG	V;SG;ACT
wesen	wesen	wesen	wesen	N;NOM;NEUT;SG	PROPN
brauerei	brewing	brauerei	brewing	ADJ;NOM;FEM;SG	PROPN
brauerei	brewer	brauerei	brewer	ADJ;NOM;FEM;SG	PROPN
brauerei	brewery	brauerei	brewery	ADJ;NOM;FEM;SG	PROPN
brauerei	breweries	brauerei	breweries	ADJ;NOM;FEM;SG	PROPN
zeugen	saksi	zeugen	saksi	V;NFIN	N;SG
zeugen	saksi	zeugen	saksi	V;NFIN	N;SG
roth	roth	roth	roth	PROPN;SG	PROPN
gefahren	bahaya	fahren	bahaya	V;V.PTCP	N;SG
gefahren	danger	fahren	danger	V;V.PTCP	PROPN
gefahren	bahaya	fahren	bahaya	V;V.PTCP	N;SG
gefahren	hazard	fahren	hazard	V;V.PTCP	PROPN
philip	philip	philip	philip	PROPN;NOM;MASC;SG	PROPN
philip	philipp	philip	philipp	PROPN;NOM;MASC;SG	PROPN
dateien	berkas	datei	berkas	V;NFIN	N;SG
dateien	file	datei	file	V;NFIN	N;SG
dateien	berkas	datei	berkas	V;NFIN	N;SG
dateien	file	datei	file	V;NFIN	N;SG
gebe	give	geben	give	V;SBJV;SG;3;PRS;FIN	PROPN
slowakei	slowakia	slowakei	slowakia	PROPN;NOM;SG	PROPN
luther	luther	luther	luther	PROPN;NOM;MASC;SG	N
dfb	dfb	dfb	dfb	PROPN;NOM;MASC;SG	PROPN
gefärbt	bernoda	färben	bernoda	ADJ;V.PTCP	V;SG;ACT
gefärbt	ternoda	färben	ternoda	ADJ;V.PTCP	V;SG;PASS
gefärbt	noda	färben	noda	ADJ;V.PTCP	N;SG
gefärbt	dicelup	färben	dicelup	ADJ;V.PTCP	V;SG;PASS
nachtrag	tambahan	nachtrag	tambahan	PROPN	N;SG
nachtrag	supplement	nachtrag	supplement	PROPN	PROPN
nachtrag	suplemen	nachtrag	suplemen	PROPN	PROPN
nachtrag	addendum	nachtrag	addendum	PROPN	N;SG
nachtrag	supplemental	nachtrag	supplemental	PROPN	PROPN
aufwand	repot	aufwinden	repot	N	ADJ;SG
verwandten	kerabat	verwandt	kerabat	V;PL;FIN	N;SG
verwandten	kin	verwandt	kin	V;PL;FIN	PROPN
verwandten	berhubungan	verwandt	berhubungan	V;PL;FIN	V;SG;ACT
verwandten	berkaitan	verwandt	berkaitan	V;PL;FIN	V;SG;ACT
verwandten	terkait	verwandt	terkait	V;PL;FIN	V;SG;PASS
vögel	birds	vögel	birds		PROPN
vögel	burung	vögel	burung		N;SG
vögel	bird	vögel	bird		PROPN
vögel	burung	vögel	burung		N;SG
kommunistischen	komunis	kommunistisch	komunis	ADJ;NOM;MASC;PL	N;SG
letztes	last	letzt	last	ADJ;NOM;NEUT;SG	PROPN
ursula	ursula	ursula	ursula	PROPN;NOM;FEM;SG	N;SG
vorstellungen	penampilan	vorstellingen	pentampilan	V;NFIN	N;SG
vorstellungen	pertunjukan	vorstellingen	pertunjukan	V;NFIN	N;SG
vorstellungen	persepsi	vorstellingen	persepsi	V;NFIN	N;SG
vorstellungen	gagasan	vorstellingen	gagasan	V;NFIN	N;SG
vorstellungen	ide	vorstellingen	ide	V;NFIN	N;SG
willy	willy	willy	willy	PROPN;NOM;MASC;SG	PROPN
willy	willie	willy	willie	PROPN;NOM;MASC;SG	PROPN
alice	alice	alice	alice		PROPN
pflanze	tanaman	pflanz	tanaman		N;SG
pflanze	tumbuhan	pflanz	tumbuhan		N;SG
pflanze	tanaman	pflanz	tanaman		N;SG
pflanze	plant	pflanz	plant		PROPN
pflanze	tumbuhan	pflanz	tumbuhan		N;SG
pflanze	tanaman	pflanz	tanaman		N;SG
pflanze	pangkas	pflanz	pangkas		N;SG;ACT
pflanze	crop	pflanz	crop		PROPN
pflanze	potong	pflanz	potong		N;SG;ACT
altes	altes	alt	altes	ADJ;NOM;NEUT;SG	PROPN
geplante	terjadwal	geplant	terjadwal	ADJ;NOM;FEM;PL	V;SG;PASS
geplante	dijadwalkan	geplant	dijadwalkan	ADJ;NOM;FEM;PL	V;SG;PASS
geplante	merencanakan	geplant	menrencanakan	ADJ;NOM;FEM;PL	V;SG;ACT
geplante	terencana	geplant	terrencana	ADJ;NOM;FEM;PL	V;SG;PASS
geplante	direncanakan	geplant	direncanakan	ADJ;NOM;FEM;PL	V;SG;PASS
kritische	kritis	kritisch	kritis	ADJ;NOM;FEM;PL	PROPN;SG
hund	hound	hund	hound	N;NOM;MASC;SG	PROPN
hund	dog	hund	dog	N;NOM;MASC;SG	PROPN
hütte	hut	hüten	hut		PROPN
hütte	pondok	hüten	pondok		PROPN
hütte	gubuk	hüten	gubuk		N;SG
hütte	pondok	hüten	pondok		PROPN
hütte	shack	hüten	shack		PROPN
hütte	pondok	hüten	pondok		PROPN
hütte	gubuk	hüten	gubuk		N;SG
hütte	pondok	hüten	pondok		PROPN
hütte	kabin	hüten	kabin		N
hütte	lodge	hüten	lodge		PROPN
hütte	pondok	hüten	pondok		PROPN
hütte	penginapan	hüten	penginapan		N
ding	ding	ding	ding		PROPN
ding	thing	ding	thing		PROPN
ding	hal	ding	hal		N;SG
briten	briton	breten	briton		PROPN
briten	brit	breten	brit		PROPN
scheinbar	rupanya	scheinbar	rupa	ADJ	ADV;SG
scheinbar	ternyata	scheinbar	ternyata	ADJ	ADV;RL;SG
jahrgang	vol	jahrgang	vol		PROPN
jahrgang	jilid	jahrgang	jilid		PROPN
jahrgang	vintage	jahrgang	vintage		PROPN
exil	diasingkan	exil	diasingkan	N;NOM;MASC;SG	V;SG;PASS
soldat	tentara	soldat	tentara	PROPN	N;SG
soldat	prajurit	soldat	prajurit	PROPN	N;SG
soldat	serdadu	soldat	serdadu	PROPN	N;SG
soldat	soldier	soldat	soldier	PROPN	PROPN
eigentum	property	eigentum	property	ADJ	PROPN
eigentum	properti	eigentum	properti	ADJ	N;SG
eigentum	kepemilikan	eigentum	kepemilikan	ADJ	N
leer	leer	leer	leer	ADJ	PROPN
leer	hampa	leer	hampa	ADJ	PROPN;SG
leer	kosongkan	leer	kosongkan	ADJ	V;SG;ACT
leer	blank	leer	blank	ADJ	PROPN
leichter	cahaya	leicht	cahaya	ADJ	N;SG
leichter	lampu	leicht	lampu	ADJ	N;SG
leichter	light	leicht	light	ADJ	PROPN
leichter	easy	leicht	easy	ADJ	PROPN
leichter	pemantik	leicht	penmantik	ADJ	N;SG
neapel	bologna	neapel	bologna	PROPN;NOM;SG	PROPN
neapel	napoli	neapel	napoli	PROPN;NOM;SG	PROPN
neapel	napoli	neapel	napoli	PROPN;NOM;SG	PROPN
entdeckung	discovery	entdeckung	discovery	N;SG	PROPN
fuchs	fuchs	fachsen	fuchs	PROPN;NOM;SG	PROPN
