και	और	και	और	CONJ	
καταλόγου	निर्देशिका	κατάλογος	निर्देशिका	N;GEN;MASC;SG	N;NOM;FEM;SG;3
σκιά	परछाई	σκιά	परछाई	N;NOM;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
σκιά	छाया	σκιά	छा	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
σκιά	छाया	σκιά	छा	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
καθυστέρηση	देरी	καθυστέρηση	देरी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
καθυστέρηση	विलंब	καθυστέρηση	विलंब	N;ACC;FEM;SG	N;NOM;MASC;SG;3
καθυστέρηση	देरी	καθυστέρηση	देरी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
καθυστέρηση	देरी	καθυστέρηση	देरी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
καθυστέρηση	विलंबित	καθυστέρηση	विलंबित	N;ACC;FEM;SG	PROPN;NOM;SG;3
καθυστέρηση	विलम्बित	καθυστέρηση	विलम्बित	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αποκάλυψε	प्रकट	αποκαλύπτω	प्रकट	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
αποκάλυψε	खुलासा	αποκαλύπτω	खुलासा	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
αποκάλυψε	अनावरण	αποκαλύπτω	अनावरण	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
αποκάλυψε	नाज़िल	αποκαλύπτω	नाज़िल	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG;3
διαφωνίες	विवाद	διαφωνία	विवाद	N;NOM;FEM;PL	N;NOM;MASC;SG;3
διαφωνίες	विवादों	διαφωνία	विवाद	N;NOM;FEM;PL	N;ACC;MASC;PL;3
διαφωνίες	मतभिन्नता	διαφωνία	मतभिन्नता	N;NOM;FEM;PL	N;NOM;FEM;SG;3
επιβατών	यात्रियों	επιβάτης	यात्री	N;GEN;MASC;PL	N;ACC;MASC;PL;3
επιβατών	यात्री	επιβάτης	यात्री	N;GEN;MASC;PL	N;NOM;MASC;PL;3
επιβατών	यात्री	επιβάτης	यात्री	N;GEN;MASC;PL	N;NOM;MASC;PL;3
αγροτικές	ग्रामीण	αγροτικός	ग्रामीण	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
λειψία	लिपजिग	λειψία	लिपजिग	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
σι	cee	σε	cee		
συντονισμού	समन्वय	συντονισμός	समन्वय	N;GEN;MASC;SG	N;NOM;MASC;SG;3
λιβύης	लीबिया	λιβύη	लीबिया	PROPN;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
τσάρος	त्सार	τσάρος	त्सार	N;NOM;MASC;SG	
νότιος	दक्षिणी	νότιος	दक्षिणी	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μπασίστα	bassist	μπασίστα	bassist		N;NOM;MASC;SG;3
ξένοι	अजनबी	ξένος	अजनबी	ADJ;NOM;MASC;PL	N;NOM;MASC;SG;3
ξένοι	विदेशियों	ξένος	विदेशी	ADJ;NOM;MASC;PL	N;ACC;MASC;PL;3
χούντα	junta	χούντα	junta	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
απειλές	ख़तरे	απειλή	खकतरा	N;NOM;FEM;PL	N;NOM;MASC;SG;3
απειλές	खतरे	απειλή	खतरा	N;NOM;FEM;PL	N;NOM;MASC;SG;3
εχθρό	शत्रु	εχθρό	शत्रु	N;ACC;MASC;SG	N;NOM;MASC;SG;3
εχθρό	दुश्मन	εχθρό	दुश्मन	N;ACC;MASC;SG	N;NOM;MASC;SG;3
περίοδοι	अवधि	περίοδος	अवधि	N;NOM;FEM;PL	N;NOM;FEM;SG;3
σκληρά	हार्ड	σκληρά	हार्ड	ADV	
σκληρά	कड़ा	σκληρά	कड़ा	ADV	ADJ;NOM;MASC;SG
σκληρά	कठिन	σκληρά	कठिन	ADV	ADP
σκληρά	कठोर	σκληρά	कठोर	ADV	ADJ
σκληρά	मेहनत	σκληρά	मेहनत	ADV	N;NOM;FEM;SG;3
σκληρά	मुश्किल	σκληρά	मुश्किल	ADV	
πόρτες	दरवाजों	πόρτης	दरवाज	N;NOM;FEM;PL	N;ACC;MASC;PL;3
πόρτες	द्वार	πόρτης	द्वार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
τζέιν	jane	τζέιν	jane		PROPN;NOM;MASC;SG;3
τζέιν	जेन	τζέιν	जेन		PROPN;NOM;MASC;SG;3
κατατάχθηκε	आयोजिक	κατατάσσω	आयोजिक	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;MASC;SG;3
ούρα	मूत्र	ούρα	मूत्र	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
πυρηνική	परमाणु	πυρηνικός	परमाणु	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
πυρηνική	न्यूक्लियर	πυρηνικός	न्यूक्लियर	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
πυρηνική	नाभिकीय	πυρηνικός	नाभिकीय	ADJ;NOM;FEM;SG	N;NOM;MASC
ανάμνηση	स्मृति	ανάμνηση	स्मृति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ανάμνηση	मेमोरी	ανάμνηση	मेमोरी	N;ACC;FEM;SG	N;NOM;MASC;SG;3
υπολογιστής	गणक	υπολογιστής	गणक	N;NOM;MASC;SG	
δαβίδ	डेविड	δαβίδ	डेविड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
δαβίδ	दाउद	δαβίδ	दाउद	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ταχεία	त्वरित	ταχύς	त्वरित	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
ταχεία	द्रुत	ταχύς	द्रुत	ADJ;NOM;FEM;SG	
ταχεία	रैपिड	ταχύς	रैपिड	ADJ;NOM;FEM;SG	PROPN;NOM
σιμόν	सिमोन	σιμόν	सिमोन		PROPN;NOM;MASC;SG;3
σιμόν	साइमन	σιμόν	साइमन		PROPN;NOM;MASC;SG;3
άιρες	आयर्स	άιρα	आयर्स	PROPN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
μπουν	वरदान	μπου	वरदान	V;PFV;IND;PL;3;FIN;ACT	N;NOM;MASC;SG;3
μπουν	बून	μπου	बून	V;PFV;IND;PL;3;FIN;ACT	
μπουν	बुने	μπου	बुन	V;PFV;IND;PL;3;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
ολυμπία	ओलंपिया	ολυμπία	ओलंपिया	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
εξωτερικός	बाह्य	εξωτερικός	बाह्य	ADJ;NOM;MASC;SG	
προφήτης	पैगंबर	πρόφητος	पैगंबर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
προφήτης	पैगम्बर	πρόφητος	पैगम्बर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
προφήτης	नबी	πρόφητος	नबी	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
φαινόταν	लगा	φαίνομαι	लगा	V;IPFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;V.PTCP;ACT
ανώνυμος	गुमनाम	ανώνυμος	गुमनाम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ανώνυμος	अज्ञात	ανώνυμος	अज्ञात	N;NOM;MASC;SG	ADJ
ανώνυμος	अनाम	ανώνυμος	अनाम	N;NOM;MASC;SG	
ανώνυμος	बेनाम	ανώνυμος	बेनाम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πεν	पेन	πεν	पेन		PROPN;NOM;MASC;SG;3
πεν	लेखनी	πεν	लेखनी		V;FEM;NFIN;ACT
πεν	कलम	πεν	कलम		
βαρέων	हेवीवेट	βαρέων	हेवीवेट	N;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
ζωντανό	जिन्दा	ζωντανός	जिन्दा	ADJ;NOM;NEUT;SG	
ζωντανό	जीवित	ζωντανός	जीवित	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αναγνωρίσει	पहचानें	αναγνωρίζω	पहचान	V;PFV;NFIN;ACT	N;NOM;FEM;PL;3
αναγνωρίσει	पहचानो	αναγνωρίζω	पहचान	V;PFV;NFIN;ACT	
εισαγωγής	आयात	εισαγωγή	आयात	N;GEN;FEM;SG	N;NOM;MASC;SG;3
νιγηρία	नाइजीरिया	νιγηρία	नाइजीरिया	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
νιγηρία	सीरियल	νιγηρία	सीरियल	PROPN;ACC;FEM;SG	N;NOM;MASC;SG;3
λούις	लेविस	λούις	लेविस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
λούις	लुईस	λούις	लुईस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
λούις	लुई	λούις	लु	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
σταθερές	स्थिरांक	σταθερός	स्थिरांक	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
βακτήρια	जीवाणु	βακτήριο	जीवाणु	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
επιτροπές	आयोग	επιτροπή	आयोग	N;NOM;FEM;PL	N;NOM;MASC;SG;3
επιτροπές	समितियों	επιτροπή	समिति	N;NOM;FEM;PL	N;ACC;FEM;PL;3
επηρεάστηκε	बहकावे	επηρεάζω	बहकावे	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;MASC;SG;3
διαβάζει	पढ़े	διαβάζω	पढ़े	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;SG;FIN;ACT
πλοκή	प्लाट	πλοκή	प्लाट	N;NOM;FEM;SG	
καρκίνος	कर्क	καρκίνος	कर्क	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
καρκίνος	कैंसर	καρκίνος	कैंसर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μπανγκλαντές	बांग्लादेशी	μπανγκλαντής	बांग्लादेशी	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
μπανγκλαντές	बांग्लादेश	μπανγκλαντής	बांग्लादेश	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πιλότος	पाइलट	πιλότος	पाइलट	N;NOM;MASC;SG	
σόφια	सोफिया	σόφια	सोफिया	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αμβούργο	हैम्बर्ग	αμβούργο	हैम्बर्ग	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αυτοκρατορικό	इंपीरियल	αυτοκρατορικό	इंपीरियल	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αυτοκρατορικό	इम्पीरियल	αυτοκρατορικό	इम्पीरियल	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
στόχοι	उद्देश्य	στόχος	उद्देश्य	N;NOM;MASC;PL	N;NOM;MASC;SG;3
στόχοι	लक्ष्यों	στόχος	लक्ष्य	N;NOM;MASC;PL	N;ACC;MASC;PL;3
στόχοι	लक्ष्य	στόχος	लक्ष्य	N;NOM;MASC;PL	N;NOM;MASC;SG;3
στόχοι	लक्ष्य	στόχος	लक्ष्य	N;NOM;MASC;PL	N;NOM;MASC;SG;3
εκτελεστική	कार्यकारी	εκτελεστικός	कार्यकारी	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
εκτελεστική	कार्यपालिका	εκτελεστικός	कार्यपालिका	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
κάθριν	कैथरीन	κάθριν	कैथरीन		PROPN;NOM;FEM;SG;3
κάθριν	कैथरीन	κάθριν	कैथरीन		PROPN;NOM;FEM;SG;3
ισχύς	सामर्थ्य	ισχύς	सामर्थ्य	N;NOM;FEM;SG	
ισχύς	वैध	ισχύς	वैध	N;NOM;FEM;SG	
νομοθετικό	विधान	νομοθετικός	विधान	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
υπεύθυνο	ज़िम्मेदार	υπεύθυνος	ज़िम्मेदार	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
εκδίκηση	पेबैक	εκδίκηση	पेबैक	N;ACC;FEM;SG	
εκδίκηση	प्रतिशोध	εκδίκηση	प्रतिशोध	N;ACC;FEM;SG	N;NOM;FEM;SG;3
εκδίκηση	बदला	εκδίκηση	बदल	N;ACC;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
στρατηγοί	सेनापतियों	στρατηγός	सेनापती	N;NOM;MASC;PL	N;ACC;MASC;PL;3
οδύσσεια	ओडिसी	οδύσσεια	ओडिसी	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αποθήκευσης	भंडारण	αποθήκευση	भंडारण	N;GEN;FEM;SG	N;NOM;MASC;SG;3
αποθήκευσης	स्टोरेज	αποθήκευση	स्टोरेज	N;GEN;FEM;SG	N;NOM;MASC;SG;3
αποθήκευσης	संग्रहण	αποθήκευση	संग्रहण	N;GEN;FEM;SG	N;NOM;MASC;SG;3
αποθήκευσης	भंडार	αποθήκευση	भंडार	N;GEN;FEM;SG	N;NOM;MASC;SG;3
ταξιδεύει	ट्रेवल्स	ταξιδεύω	ट्रेवल	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL;3
άντριου	एंड्रयू	άντριος	एंड्रयू	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πράγα	प्राग	πράγα	प्राग	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μάθημα	सबक	μάθημα	सबक	N;NOM;NEUT;SG	
μάθημα	क्लास	μάθημα	क्लास	N;NOM;NEUT;SG	
χιούστον	ह्यूस्टन	χιούστος	ह्यूस्टन		PROPN;NOM;MASC;SG;3
ερασιτεχνικό	शौकिया	ερασιτεχνικός	शौकिया	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
ερασιτεχνικό	amateur	ερασιτεχνικός	ओंगी	ADJ;NOM;NEUT;SG	
παράθυρο	खिडकी	παράθυρος	खिडकी	N;NOM;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
προτεραιότητα	प्राथमिकता	προτεραιότητα	प्राथमिकता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
προτεραιότητα	प्रधानता	προτεραιότητα	प्रधानता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
μαδαγασκάρη	मेडागास्कर	μαδαγασκάρης	मेडागास्कर	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
γλύπτες	शिल्पकार	γλύπτης	शिल्पकार	N;NOM;MASC;PL	N;NOM;MASC;SG;3
γυμνό	नंगे	γυμνό	नंगा	N;NOM;NEUT;SG	V;MASC;SG;FIN;ACT
γυμνό	नग्न	γυμνό	नग्न	N;NOM;NEUT;SG	
γυμνό	नग्न	γυμνό	नग्न	N;NOM;NEUT;SG	
ουράνια	स्वर्गीय	ουράνια	स्वर्गीय	ADV	PROPN;NOM;MASC;SG;3
δέκατο	दसवाँ	δέκατος	दसवाँ	NUM;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αποκαλύφθηκε	नाज़िल	αποκαλύπτω	नाज़िल	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;FEM;SG;3
δημιουργού	निर्माता	δημιουργός	निर्माता	N;GEN;MASC;SG	N;NOM;MASC;SG;3
ορίζοντα	क्षैतिज	ορίζω	क्षैतिज	N;ACC;NEUT;SG	N;NOM;MASC;SG;3
ορίζοντα	क्षितिज	ορίζω	क्षितिज	N;ACC;NEUT;SG	N;NOM;MASC;SG;3
ινδική	भारतीय	ινδικός	भारतीय	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
αδελφές	बहनो	αδελφή	बहनो	N;NOM;FEM;PL	
αδελφές	बहनों	αδελφή	बहन	N;NOM;FEM;PL	N;ACC;FEM;PL;3
απλός	सिंपल	απλός	सिंपल	ADJ;NOM;MASC;SG	
απλός	साधारण	απλός	साधारण	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
απλός	सरल	απλός	सरल	ADJ;NOM;MASC;SG	
πουλί	चिड़िया	πουλί	चिड़िया	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG;3
πουλί	बर्ड	πουλί	बर्ड	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG;3
πάγκο	काउंटर	πάγκο	काउंटर	N;ACC;MASC;SG	N;NOM;MASC;SG;3
πάγκο	बेंच	πάγκο	बेंच	N;ACC;MASC;SG	
αγαπημένη	पसंदीदा	αγαπημένος	पसंदीदा	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;MASC;SG;3
γιανγκ	यांग	γιανγκ	यांग	N	PROPN;NOM;MASC;SG;3
μορίων	अणुओं	μορίο	अणु	N;GEN;NEUT;PL	N;ACC;MASC;PL;3
δωμάτια	कमरे	δωμάτι	कमरा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
δωμάτια	rooms	δωμάτι	rooms	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
δωμάτια	रूम	δωμάτι	रूम	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
δωμάτια	कक्ष	δωμάτι	कक्ष	N;NOM;NEUT;PL	
προστάτη	प्रोस्टेट	προστάτης	प्रोस्टेट	N;ACC;MASC;SG	N;NOM;MASC;SG;3
ζήτηση	मांग	ζήτηση	मांग	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ζήτηση	माँग	ζήτηση	माँग	N;ACC;FEM;SG	N;NOM;FEM;SG;3
λείπουν	अनुपलब्ध	λείπω	अनुपलब्ध	V;IPFV;IND;PL;3;PRS;FIN;ACT	
λείπουν	अनुपस्थित	λείπω	अनुपस्थित	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
λείπουν	लापता	λείπω	लापता	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADJ
προτεινόμενη	सुझाया	προτεινόμενος	सुझा	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
προτεινόμενη	अनुशंसित	προτεινόμενος	अनुशंसित	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN;NOM;SG;3
προτεινόμενη	प्रस्तावित	προτεινόμενος	प्रस्तावित	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ
φιλοτέχνησε	रत्नजड़ित	φιλοτεχνώ	रत्नजड़ित	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
δοκίμιο	निबन्ध	δοκίμιο	निबन्ध	N;NOM;NEUT;SG	
τοίχους	दीवारों	τοίχος	दीवार	N;NOM;MASC;PL	N;ACC;FEM;PL;3
οδηγοί	चालक	οδηγός	चालक	N;NOM;MASC;PL	N;NOM;MASC;SG;3
οδηγοί	ड्राइवर	οδηγός	ड्राइवर	N;NOM;MASC;PL	N;NOM;MASC;SG;3
οδηγοί	मार्गदर्शिका	οδηγός	मार्गदर्शिका	N;NOM;MASC;PL	N;NOM;FEM;SG;3
μισή	हाफ़	μισός	हाफ़	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μισή	आधा	μισός	आधा	N;ACC;FEM;SG	NUM
μισή	आधी	μισός	आधा	N;ACC;FEM;SG	N;NOM;FEM;SG;3
μισή	हाफ	μισός	हाफ	N;ACC;FEM;SG	
ιδρυτές	संस्थापकों	ιδρυτής	संस्थापक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
πάρκα	पार्क	πάρκα	पार्क	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
σταθερότητα	स्थिरता	σταθερότητα	स्थिरता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
μίνι	मिनी	μίνι	मिनी	NUM;NOM;NEUT;SG	N;NOM;MASC;SG;3
άρχοντα	भगवान	άρχω	भगवान	N;ACC;MASC;SG	N;NOM;MASC;SG;3
άρχοντα	प्रभु	άρχω	प्रभु	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
άρχοντα	रब	άρχω	रब	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αυτοκτονία	आत्महत्या	αυτοκτονία	आत्महत्या	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ευαγγέλιο	इंजील	ευαγγέλιο	इंजील	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ευαγγέλιο	इन्जील	ευαγγέλιο	इन्जील	N;NOM;NEUT;SG	
νεότερο	नवीनतम	νέος	नवीनतम	ADJ;NOM;CMPR;NEUT;SG	PROPN;NOM;MASC;SG;3
νεότερο	नए	νέος	नया	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;MASC;PL
διορίζεται	नियुक्त	διορίζω	नियुक्त	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
γύρους	गोद	γύρος	गोद	N;ACC;MASC;PL	N;NOM;FEM;SG;3
χέπμπορν	हेपबर्न	χεπμπώρνω	हेपबर्न		PROPN;NOM;MASC;SG;3
γραμμάρια	ग्राम	γραμμάριο	ग्राम	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
γραμμάρια	गामा	γραμμάριο	गामा	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
υποστηρικτής	समर्थक	υποστηρικτής	समर्थक	N;NOM;MASC;SG	N;NOM;MASC;PL;3
άπειρο	अनगिनत	άπειρο	अनगिनत	N;NOM;NEUT;SG	ADP
άπειρο	अनंत	άπειρο	अनंत	N;NOM;NEUT;SG	
άπειρο	असीमित	άπειρο	असीमित	N;NOM;NEUT;SG	ADJ;NOM
άπειρο	अनन्त	άπειρο	अनन्त	N;NOM;NEUT;SG	
άπειρο	अनंत	άπειρο	अनंत	N;NOM;NEUT;SG	
λευκός	सफेद	λευκός	सफेद	ADJ;NOM;MASC;SG	
λευκός	सफ़ेद	λευκός	सफ़ेद	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
λευκός	श्वेत	λευκός	श्वेत	ADJ;NOM;MASC;SG	
καταστραφεί	नष्ट	καταστρέφω	नष्ट	V;PFV;NFIN;PASS	PROPN;NOM;MASC;SG;3
παππού	दादाजी	παππού	दादाजी	N;ACC;MASC;SG	N;NOM;MASC;SG;3
παππού	दादाजी	παππού	दादाजी	N;ACC;MASC;SG	N;NOM;MASC;SG;3
παππού	दादा	παππού	दादा	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αιθιοπία	इथियोपिया	αιθιοπία	इथियोपिया	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ζωγράφισε	चित्रित	ζωγραφίζω	चित्रित	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
περσία	फारस	περσία	फारस	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ξένη	विदेश	ξένος	विदेश	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ξένη	विदेशी	ξένος	विदेशी	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
κοσμήματα	जवाहरात	κόσμημα	जवाहरात	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
δεκτή	स्वीकृत	δεκτός	स्वीकृत	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
στολή	कॉस्ट्यूम	στολή	कॉस्ट्यूम	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ενισχύσεις	सहायता	ενίσχυση	सहायता	N;NOM;FEM;PL	N;NOM;FEM;SG;3
έντυπα	फ़ॉर्म	έντυπο	फ़ॉर्म	N;NOM;NEUT;PL	ADJ
διπλά	दोहरा	διπλός	दोहरा	NUM;NOM;NEUT;PL	ADJ;NOM;MASC;SG
διπλά	डबल	διπλός	डबल	NUM;NOM;NEUT;PL	
περιορισμένο	limited	περιορίζω	limited	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	PROPN;NOM
περιορισμένο	सीमित	περιορίζω	सीमित	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ
περιορισμένο	प्रतिबंधित	περιορίζω	प्रतिबंधित	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ
μαχητής	लड़ाकू	μαχητής	लड़ाकू	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
μαχητής	फाइटर	μαχητής	फाइटर	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
μαχητής	सेनानी	μαχητής	सेनानी	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
αποθέματα	स्टॉक्स	απόθεμα	स्टॉक्स	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
αλεξάνδρα	एलेक्जेंड्रा	αλεξάνδρος	एलेक्जेंड्रा	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πεποιθήσεις	मान्यताओं	πεποίθηση	मान्यता	N;NOM;FEM;PL	N;ACC;FEM;PL;3
ντάγκλας	डगलस	ντάγκλος	डगलस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
άγκυρα	ankara	άγκυρα	ankara	PROPN;NOM;FEM;SG	
άγκυρα	एंकर	άγκυρα	एंकर	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
άγκυρα	लंगर	άγκυρα	लंगर	PROPN;NOM;FEM;SG	N;NOM;MASC;SG;3
μορφολογία	morphology	μορφολογία	morphology	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
περιθώριο	हाशिया	περιθώριο	हाशिया	N;NOM;NEUT;SG	
περιθώριο	हाशिए	περιθώριο	हाशिया	N;NOM;NEUT;SG	
περιθώριο	हाशिया	περιθώριο	हाशिया	N;NOM;NEUT;SG	
σήμανση	अंकन	σήμανση	अंकन	N;NOM;FEM;SG	
σήμανση	लेबलिंग	σήμανση	लेबलिंग	N;NOM;FEM;SG	
φοιτητής	student	φοιτητής	student	N;NOM;MASC;SG	
φοιτητής	छात्र	φοιτητής	छात्र	N;NOM;MASC;SG	N;NOM;MASC;PL;3
προσανατολισμό	दिशा	προσανατολισμός	दिशा	N;ACC;MASC;SG	N;NOM;FEM;SG;3
προσανατολισμό	अभिविन्यास	προσανατολισμός	अभिविन्यास	N;ACC;MASC;SG	N;NOM;MASC;SG;3
ρόλων	भूमिकाएँ	ρόλος	भूमिका	N;GEN;MASC;PL	N;NOM;FEM;PL;3
ουρουγουάη	उरुग्वे	ουρουγουάος	उरुग्वे	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
περιστέρι	अरहर	περιστέρι	अरहर	N;NOM;NEUT;SG	
ξένα	विदेश	ξένος	विदेश	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
ξένα	विदेशी	ξένος	विदेशी	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
φράνκο	फ्रेंको	φράνκο	फ्रेंको		PROPN;NOM;MASC;SG;3
βάγκνερ	वेगनर	βάγκνερ	वेगनर		PROPN;NOM;MASC;SG;3
κάμπο	काबो	κάμπος	काबो	PROPN;NOM;NEUT;SG	
γκρι	ग्रे	γκρι	ग्रे	N;NOM;SG	
γκρι	धूसर	γκρι	धूसर	N;NOM;SG	
γκρι	ग्रे	γκρι	ग्रे	N;NOM;SG	
γκρι	धूसर	γκρι	धूसर	N;NOM;SG	
σέρβος	सर्बियाई	σέρβος	सर्बियाई	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
έβδομη	सातवीं	έβδομος	सातवां	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
έβδομη	सातवाँ	έβδομος	सातवाँ	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
