جاپا	entrega	جاپا	entrega	PROPN;NOM;MASC;SG;3	N
چَھیّا	xeración	چ1ھیّا	xeración	PROPN;NOM;MASC;SG;3	N
چَھیّا	da	چ1ھیّا	da	PROPN;NOM;MASC;SG;3	V
چھیتر	campo	چھیتر	campo		N
چھیتر	batalla	چھیتر	batalla		N
چھیتر	de	چھیتر	de		ADP
چھیتر	campo	چھیتر	campo		N
چھیتر	campos	چھیتر	campo		N
چھیتر	terreo	چھیتر	terreo		N
چھیتر	foxa	چھیتر	foxa		N
چھیتر	chan	چھیتر	chan		N
چھیتر	terra	چھیتر	terra		N
چھیتنا	por	چھیت	por	V;NFIN;ACT	ADP
چھیتنا	toliño	چھیت	toliño	V;NFIN;ACT	PROPN
چھیتنا	libra	چھیت	libra	V;NFIN;ACT	N
چھیتنا	martelo	چھیت	martelo	V;NFIN;ACT	N
چھیتنا	o	چھیت	o	V;NFIN;ACT	DET
چِھیج	lixo	چِھیج	lixo	PROPN;NOM;MASC;SG;3	N
چِھیج	residuos	چِھیج	residuo	PROPN;NOM;MASC;SG;3	N
چِھیج	perda	چِھیج	perda	PROPN;NOM;MASC;SG;3	N
چِھیج	perder	چِھیج	perder	PROPN;NOM;MASC;SG;3	V
چِھیج	tempo	چِھیج	tempo	PROPN;NOM;MASC;SG;3	N
چِھیج	diminución	چِھیج	diminución	PROPN;NOM;MASC;SG;3	N
چِھیج	diminúe	چِھیج	diminuír	PROPN;NOM;MASC;SG;3	V
چِھیجنا	diminución	چِھیجنا	diminución	V;SG;NFIN;ACT	N
چھید	abrir	چھید	abrir		V
چھید	apertura	چھید	apertura		N
چھید	abrir	چھید	abrir		V
چھید	apertura	چھید	apertura		N
چھید	buraco	چھید	buraco		N
چھید	burato	چھید	burato		N
چھید	furado	چھید	furar		N
چھید	hole	چھید	hole		PROPN
چِھیدا	no	چِھیدا	no	PROPN;NOM;MASC;SG;3	V
چھیدن	destrución	چھیدن	destrución		N
چھیدن	destrucción	چھیدن	destrucción		N
چِھیر	leite	چِھیر	leite	PROPN;NOM;MASC;SG;3	N
چھیڑ	ben	چھیڑ	ben	V;ACT	ADV
چھیڑ	tacto	چھیڑ	tacto	V;ACT	N
چھیڑ	toque	چھیڑ	toque	V;ACT	N
چھیڑ	contacto	چھیڑ	contacto	V;ACT	N
چھیڑ	toques	چھیڑ	toque	V;ACT	N
چھیڑ	risos	چھیڑ	riso	V;ACT	N
چھیڑ	risas	چھیڑ	risa	V;ACT	N
چھیڑ	a	چھیڑ	o	V;ACT	DET
چھیڑنا	problema	چھیڑ	problema	V;NFIN;ACT	N
چھیڑنا	problemas	چھیڑ	problema	V;NFIN;ACT	N
چھیڑنا	tacto	چھیڑ	tacto	V;NFIN;ACT	N
چھیڑنا	toque	چھیڑ	toque	V;NFIN;ACT	N
چھیڑنا	contacto	چھیڑ	contacto	V;NFIN;ACT	N
چھیڑنا	toques	چھیڑ	toque	V;NFIN;ACT	N
چھیڑنا	problema	چھیڑ	problema	V;NFIN;ACT	N
چھیڑنا	problemas	چھیڑ	problema	V;NFIN;ACT	N
چھیڑنا	tacto	چھیڑ	tacto	V;NFIN;ACT	N
چھیڑنا	toque	چھیڑ	toque	V;NFIN;ACT	N
چھیڑنا	contacto	چھیڑ	contacto	V;NFIN;ACT	N
چھیڑنا	toques	چھیڑ	toque	V;NFIN;ACT	N
چھیک	buraco	چھیک	buraco		N
چھیک	burato	چھیک	burato		N
چھیک	furado	چھیک	furar		N
چھیک	hole	چھیک	hole		PROPN
چِھیلنا	cero	چِھیلنا	cero	PROPN;NOM;MASC;SG;3	N
چِھیلنا	pel	چِھیلنا	pel	PROPN;NOM;MASC;SG;3	N
چِھیلنا	ósos	چِھیلنا	óso	PROPN;NOM;MASC;SG;3	N
چِھین	no	چِھین	no	PROPN;NOM;MASC;SG;3	V
چِھین	delicado	چِھین	delicar	PROPN;NOM;MASC;SG;3	ADJ
چِھین	delicada	چِھین	delicado	PROPN;NOM;MASC;SG;3	ADJ
چِھینٹ	lugar	چِھینٹ	lugar	PROPN;NOM;MASC;SG;3	N
چِھینٹ	momento	چِھینٹ	momento	PROPN;NOM;MASC;SG;3	N
چِھینٹ	punto	چِھینٹ	punto	PROPN;NOM;MASC;SG;3	N
چِھینٹ	sobre	چِھینٹ	sobre	PROPN;NOM;MASC;SG;3	ADP
چِھینٹ	equilibrio	چِھینٹ	equilibrio	PROPN;NOM;MASC;SG;3	N
چِھینٹ	balance	چِھینٹ	balance	PROPN;NOM;MASC;SG;3	N
چِھینٹ	o	چِھینٹ	o	PROPN;NOM;MASC;SG;3	DET
چِھینٹا	truco	چِھینٹا	truco	PROPN;NOM;MASC;SG;3	N
چھینکنا	de	چھینکنا	de	V;NFIN;ACT	ADP
چھینکنا	para	چھینکنا	para	V;NFIN;ACT	ADP
چھینکنا	que	چھینکنا	que	V;NFIN;ACT	PRO
حابِس	carcereiro	حابِس	carcereiro	PROPN;NOM;MASC;SG;3	N
حاتِم	xenerosa	حاتِم	xeneroso	PROPN;NOM;MASC;SG;3	ADJ
حاتِم	liberais	حاتِم	liberal	PROPN;NOM;MASC;SG;3	ADJ
حاتِم	liberal	حاتِم	liberal	PROPN;NOM;MASC;SG;3	ADJ
حاجات	quere	حاجات	querer	N;NOM;MASC;PL;3	V
حاجِب	pantalla	حاجِب	pantalla	PROPN;NOM;MASC;SG;3	N
حاجِب	da	حاجِب	da	PROPN;NOM;MASC;SG;3	V
حاجِب	ecrán	حاجِب	ecrán	PROPN;NOM;MASC;SG;3	V
حاجت	quero	حاجت	quero	N;NOM;FEM;SG;3	V
حاجت	queremos	حاجت	querer	N;NOM;FEM;SG;3	V
حاجت	quere	حاجت	querer	N;NOM;FEM;SG;3	V
حاجت	queren	حاجت	querer	N;NOM;FEM;SG;3	V
حاجت	queres	حاجت	quere	N;NOM;FEM;SG;3	V
حاجت	precisamos	حاجت	precisar	N;NOM;FEM;SG;3	V
حاجت	necesitamos	حاجت	necesitar	N;NOM;FEM;SG;3	V
حاجت	que	حاجت	que	N;NOM;FEM;SG;3	PRO
حاجت	preciso	حاجت	preciso	N;NOM;FEM;SG;3	ADJ
حاجت	quero	حاجت	quero	N;NOM;FEM;SG;3	V
حاجت	queremos	حاجت	querer	N;NOM;FEM;SG;3	V
حاجت	quere	حاجت	querer	N;NOM;FEM;SG;3	V
حاجت	queren	حاجت	querer	N;NOM;FEM;SG;3	V
حاجت	queres	حاجت	quere	N;NOM;FEM;SG;3	V
حاجِر	difícil	حاجِر	difícil	PROPN;NOM;MASC;SG;3	ADJ
حاجِر	duro	حاجِر	duro	PROPN;NOM;MASC;SG;3	ADJ
حاجِز	barreira	حاجِز	barreira	PROPN;NOM;MASC;SG;3	N
حاد	amarga	حاد	amargar	PROPN;NOM;MASC;SG;3	ADJ
حاد	recomendáronme	حاد	recomendáronme	PROPN;NOM;MASC;SG;3	PROPN
حادِث	fresco	حادِث	fresco	PROPN;NOM;MASC;SG;3	N
حادِث	fresca	حادِث	frescar	PROPN;NOM;MASC;SG;3	N
حادِث	frescos	حادِث	fresco	PROPN;NOM;MASC;SG;3	N
حادِث	descarado	حادِث	descarar	PROPN;NOM;MASC;SG;3	V
حادِث	descarados	حادِث	descarar	PROPN;NOM;MASC;SG;3	V
حادِث	frescas	حادِث	fresca	PROPN;NOM;MASC;SG;3	N
حادِث	cambiar	حادِث	cambiar	PROPN;NOM;MASC;SG;3	V
حادِث	novo	حادِث	novo	PROPN;NOM;MASC;SG;3	ADJ
حادِث	novas	حادِث	novo	PROPN;NOM;MASC;SG;3	ADJ
حادِث	nova	حادِث	novo	PROPN;NOM;MASC;SG;3	ADJ
حادِث	novos	حادِث	novo	PROPN;NOM;MASC;SG;3	ADJ
حادِث	recente	حادِث	recente	PROPN;NOM;MASC;SG;3	ADJ
حادِث	recentes	حادِث	recente	PROPN;NOM;MASC;SG;3	ADJ
حادِث	últimos	حادِث	último	PROPN;NOM;MASC;SG;3	ADJ
حادِثہ	acontecendo	حادِثہ	acontecer	PROPN;NOM;MASC;SG;3	V
حادِثہ	acontecer	حادِثہ	acontecer	PROPN;NOM;MASC;SG;3	V
حادِثہ	ocorre	حادِثہ	ocorrer	PROPN;NOM;MASC;SG;3	V
حادِثہ	pasa	حادِثہ	pasar	PROPN;NOM;MASC;SG;3	V
حادِثہ	pasando	حادِثہ	pasar	PROPN;NOM;MASC;SG;3	V
حادِثہ	a	حادِثہ	o	PROPN;NOM;MASC;SG;3	DET
حادِثہ	caso	حادِثہ	caso	PROPN;NOM;MASC;SG;3	N
حادِثہ	se	حادِثہ	se	PROPN;NOM;MASC;SG;3	CONJ
حادِثہ	desastre	حادِثہ	desastre	PROPN;NOM;MASC;SG;3	N
حادِثہ	accidente	حادِثہ	accidente	PROPN;NOM;MASC;SG;3	N
حادِثہ	de	حادِثہ	de	PROPN;NOM;MASC;SG;3	ADP
حادِثہ	incidente	حادِثہ	incidente	PROPN;NOM;MASC;SG;3	N
حادِثہ	accidente	حادِثہ	accidente	PROPN;NOM;MASC;SG;3	N
حادّہ	aguda	حادّہ	agudo	PROPN;NOM;MASC;SG;3	N
حار	quente	حار	quente		N
حار	calor	حار	calor		N
حار	difícil	حار	difícil		ADJ
حار	dificil	حار	dificil		ADJ
حار	grave	حار	grave		ADJ
حار	graves	حار	grave		ADJ
حارِث	granxeiro	حارِث	granxeiro	PROPN;NOM;MASC;SG;3	N
حارِث	campesiño	حارِث	campesiño	PROPN;NOM;MASC;SG;3	ADJ
حارِس	garda	حارِس	garda	PROPN;NOM;MASC;SG;3	N
حارِس	de	حارِس	de	PROPN;NOM;MASC;SG;3	ADP
حارِصہ	cero	حارِصہ	cero	PROPN;NOM;MASC;SG;3	N
حازِم	coidado	حازِم	coidado	PROPN;NOM;MASC;SG;3	N
حازِم	ten	حازِم	ter	PROPN;NOM;MASC;SG;3	V
حازِم	con	حازِم	con	PROPN;NOM;MASC;SG;3	ADP
حازِم	tede	حازِم	teder	PROPN;NOM;MASC;SG;3	ADV
حازِم	prudente	حازِم	prudente	PROPN;NOM;MASC;SG;3	ADJ
حازِم	conta	حازِم	conta	PROPN;NOM;MASC;SG;3	N
حازِم	atento	حازِم	atento	PROPN;NOM;MASC;SG;3	N
حاسِب	ordenador	حاسِب	ordenador	PROPN;NOM;MASC;SG;3	N
حاسِب	computador	حاسِب	computador	PROPN;NOM;MASC;SG;3	N
حاسِب	ordenadores	حاسِب	ordenador	PROPN;NOM;MASC;SG;3	N
حاسِد	ciumento	حاسِد	ciumento	PROPN;NOM;MASC;SG;3	N
حاسِد	celosa	حاسِد	celosar	PROPN;NOM;MASC;SG;3	ADJ
حاسِر	espido	حاسِر	espido	PROPN;NOM;MASC;SG;3	N
حاسّہ	sentido	حاسّہ	sentido	PROPN;NOM;MASC;SG;3	N
حاسّہ	ten	حاسّہ	ter	PROPN;NOM;MASC;SG;3	V
حاسّہ	cheiro	حاسّہ	cheiro	PROPN;NOM;MASC;SG;3	N
حاسّہ	a	حاسّہ	o	PROPN;NOM;MASC;SG;3	DET
حاسّہ	ulir	حاسّہ	ulir	PROPN;NOM;MASC;SG;3	V
حاسّہ	cheira	حاسّہ	cheira	PROPN;NOM;MASC;SG;3	V
حاسّہ	ules	حاسّہ	ul	PROPN;NOM;MASC;SG;3	PROPN
حاشا	ademais	حاشا	ademais		ADV
حاشا	ademáis	حاشا	ademáis		ADV
حاشا	e	حاشا	e		CONJ
حاشا	excepto	حاشا	excepto		ADV
حاشا	só	حاشا	só		ADV
حاشا	pero	حاشا	pero		CONJ
حاشا	agás	حاشا	agás		ADP
حاشا	menos	حاشا	menos		ADV
حاشِیہ	lado	حاشِیہ	lado	PROPN;NOM;MASC;SG;3	N
حاشِیہ	secundarios	حاشِیہ	secundario	PROPN;NOM;MASC;SG;3	ADJ
حاشِیہ	comentarios	حاشِیہ	comentario	PROPN;NOM;MASC;SG;3	N
حاشِیہ	tropas	حاشِیہ	tropa	PROPN;NOM;MASC;SG;3	N
حاشِیہ	as	حاشِیہ	o	PROPN;NOM;MASC;SG;3	DET
حاشِیہ	fronteira	حاشِیہ	fronteira	PROPN;NOM;MASC;SG;3	N
حاصِل	consecuencia	حاصِل	consecuencia	PROPN;NOM;MASC;SG;3	N
حاصِل	resultado	حاصِل	resultado	PROPN;NOM;MASC;SG;3	N
حاصِل	tema	حاصِل	tema	PROPN;NOM;MASC;SG;3	N
حاصِل	problema	حاصِل	problema	PROPN;NOM;MASC;SG;3	N
حاصِل	resultado	حاصِل	resultado	PROPN;NOM;MASC;SG;3	N
حاصِل	produto	حاصِل	produto	PROPN;NOM;MASC;SG;3	N
حاصِل	adquisición	حاصِل	adquisición	PROPN;NOM;MASC;SG;3	N
حاصِل	producir	حاصِل	producir	PROPN;NOM;MASC;SG;3	V
حاصِل	produce	حاصِل	producir	PROPN;NOM;MASC;SG;3	V
حاضِر	preparada	حاضِر	preparada	PROPN;NOM;MASC;SG;3	V
حاضِر	listo	حاضِر	listo	PROPN;NOM;MASC;SG;3	N
حاضِر	preparado	حاضِر	preparado	PROPN;NOM;MASC;SG;3	N
حاضِر	presentar	حاضِر	presentar	PROPN;NOM;MASC;SG;3	V
حاضِر	actual	حاضِر	actual	PROPN;NOM;MASC;SG;3	ADJ
حاضِر	presente	حاضِر	presente	PROPN;NOM;MASC;SG;3	ADJ
حاضِر	presentes	حاضِر	presente	PROPN;NOM;MASC;SG;3	ADJ
حاضِر	agasallo	حاضِر	agasallo	PROPN;NOM;MASC;SG;3	N
حاضِر	listos	حاضِر	listo	PROPN;NOM;MASC;SG;3	V
حاضِر	lista	حاضِر	lista	PROPN;NOM;MASC;SG;3	N
حاضِر	preparados	حاضِر	preparar	PROPN;NOM;MASC;SG;3	N
حاضِر	listo	حاضِر	listo	PROPN;NOM;MASC;SG;3	N
حاضِر	preparado	حاضِر	preparado	PROPN;NOM;MASC;SG;3	N
حاضِر	dispostos	حاضِر	dispor	PROPN;NOM;MASC;SG;3	V
حاضِر	a	حاضِر	o	PROPN;NOM;MASC;SG;3	DET
حاضِر	disposto	حاضِر	dispor	PROPN;NOM;MASC;SG;3	V
حاضِر	dispostas	حاضِر	dispor	PROPN;NOM;MASC;SG;3	V
حاضِر	deus	حاضِر	daus	PROPN;NOM;MASC;SG;3	N
حاضِر	quere	حاضِر	querer	PROPN;NOM;MASC;SG;3	V
حاضِر	querería	حاضِر	querer	PROPN;NOM;MASC;SG;3	V
حاضِر	disposta	حاضِر	disposta	PROPN;NOM;MASC;SG;3	V
حاضِرہ	existente	حاضِرہ	existente	PROPN;NOM;MASC;SG;3	ADJ
حاضِرہ	existentes	حاضِرہ	existente	PROPN;NOM;MASC;SG;3	ADJ
حاضِرہ	telescopios	حاضِرہ	telescopio	PROPN;NOM;MASC;SG;3	N
حاضِرہ	presentar	حاضِرہ	presentar	PROPN;NOM;MASC;SG;3	V
حاضِرہ	actual	حاضِرہ	actual	PROPN;NOM;MASC;SG;3	ADJ
حاضِرہ	presente	حاضِرہ	presente	PROPN;NOM;MASC;SG;3	ADJ
حاضِرہ	presentes	حاضِرہ	presente	PROPN;NOM;MASC;SG;3	ADJ
حاضِرہ	agasallo	حاضِرہ	agasallo	PROPN;NOM;MASC;SG;3	N
حاضِری	almorzo	حاضِری	almorzo	ADJ	N
حاضِری	almorzar	حاضِری	almorzar	ADJ	V
حاضِری	presenza	حاضِری	presenza	ADJ	N
حاضِری	diante	حاضِری	diante	ADJ	ADV
حاضِری	a	حاضِری	o	ADJ	DET
حاضِری	audiencia	حاضِری	audiencia	ADJ	N
حاضِری	auditorio	حاضِری	auditorio	ADJ	N
حاضِرین	público	حاضِرین	público	N;NOM;MASC;PL;3	ADJ
حافِظہ	memoria	حافِظہ	memoria	PROPN;NOM;MASC;SG;3	N
حاکم	xefe	حاکم	xefar	PROPN;NOM;MASC;SG;3	N
حاکم	o	حاکم	o	PROPN;NOM;MASC;SG;3	DET
حاکم	oficial	حاکم	oficial	PROPN;NOM;MASC;SG;3	ADJ
حاکم	xefe	حاکم	xefar	PROPN;NOM;MASC;SG;3	N
حاکم	o	حاکم	o	PROPN;NOM;MASC;SG;3	DET
حاکم	mestre	حاکم	mestre	PROPN;NOM;MASC;SG;3	N
حاکم	máster	حاکم	máster	PROPN;NOM;MASC;SG;3	N
حاکم	dono	حاکم	dono	PROPN;NOM;MASC;SG;3	N
حاکم	o	حاکم	o	PROPN;NOM;MASC;SG;3	DET
حاکم	propietario	حاکم	propietario	PROPN;NOM;MASC;SG;3	N
حاکم	patrón	حاکم	patrón	PROPN;NOM;MASC;SG;3	N
حاکم	señor	حاکم	señor	PROPN;NOM;MASC;SG;3	N
حاکم	gobernador	حاکم	gobernador	PROPN;NOM;MASC;SG;3	N
حاکم	oficial	حاکم	oficial	PROPN;NOM;MASC;SG;3	ADJ
حال	da	حال	da	N;NOM;MASC;SG;3	V
حال	se	حال	se	N;NOM;MASC;SG;3	CONJ
حال	agora	حال	agora	N;NOM;MASC;SG;3	ADV
حالا	agora	حالا	agora		ADV
حالات	as	حالات	o	N;NOM;MASC;PL;3	DET
حالانکہ	aínda	حالانکہ	aínda	CONJ	ADV
حالانکہ	que	حالانکہ	que	CONJ	PRO
حالانکہ	non	حالانکہ	non	CONJ	PART
حالانکہ	pero	حالانکہ	pero	CONJ	CONJ
حالِق	barbeiro	حالِق	barbeiro		N
حالِق	perruqueiro	حالِق	perruqueiro		N
حالی	axudante	حالی	axudante	ADJ	N
حالی	de	حالی	de	ADJ	ADP
حالی	que	حالی	que	ADJ	PRO
حالی	súa	حالی	seu	ADJ	DET
حالی	agora	حالی	agora	ADJ	ADV
حالی	en	حالی	en	ADJ	ADP
حالی	canto	حالی	canto	ADJ	PRO
حالی	axiña	حالی	axiña	ADJ	ADV
حالی	pronto	حالی	pronto	ADJ	ADV
حالی	as	حالی	o	ADJ	DET
حالِیہ	actual	حالِیہ	actual	PROPN;NOM;MASC;SG;3	ADJ
حالِیہ	actuais	حالِیہ	actual	PROPN;NOM;MASC;SG;3	ADJ
حالِیہ	que	حالِیہ	que	PROPN;NOM;MASC;SG;3	PRO
حالِیہ	súa	حالِیہ	seu	PROPN;NOM;MASC;SG;3	DET
حالِیہ	corrente	حالِیہ	corrente	PROPN;NOM;MASC;SG;3	ADJ
حالِیہ	recente	حالِیہ	recente	PROPN;NOM;MASC;SG;3	ADJ
حالِیہ	recentes	حالِیہ	recente	PROPN;NOM;MASC;SG;3	ADJ
حالِیہ	últimos	حالِیہ	último	PROPN;NOM;MASC;SG;3	ADJ
حام	xamón	حام	xamón	PROPN;NOM;MASC;SG;3	N
حامِض	ácido	حامِض	ácido	PROPN;NOM;MASC;SG;3	N
حامِض	aminoácidos	حامِض	aminoácer	PROPN;NOM;MASC;SG;3	N
حامِل	de	حامِل	de	PROPN;NOM;MASC;SG;3	ADP
حامِل	levamos	حامِل	levar	PROPN;NOM;MASC;SG;3	V
حامِل	levaba	حامِل	levar	PROPN;NOM;MASC;SG;3	V
حامِل	leva	حامِل	levar	PROPN;NOM;MASC;SG;3	V
حامِل	levar	حامِل	levar	PROPN;NOM;MASC;SG;3	V
حامِل	unha	حامِل	un	PROPN;NOM;MASC;SG;3	DET
حامِلہ	embarazada	حامِلہ	embarazar	PROPN;NOM;MASC;SG;3	V
حامِلہ	preñado	حامِلہ	preñar	PROPN;NOM;MASC;SG;3	N
حائِط	perista	حائِط	perista	PROPN;NOM;MASC;SG;3	N
حائِط	parede	حائِط	parede	PROPN;NOM;MASC;SG;3	N
حائِط	muro	حائِط	muro	PROPN;NOM;MASC;SG;3	N
حائِل	previr	حائِل	previr	PROPN;NOM;MASC;SG;3	V
حائِل	evitando	حائِل	evitar	PROPN;NOM;MASC;SG;3	V
حب	pílula	حب	pílula		N
حُب	amor	حُب	amor		N
حُب	o	حُب	o		DET
حُب	amizade	حُب	amizade		N
حُب	a	حُب	o		DET
حِبا	regalo	حِبا	regalo	PROPN;NOM;MASC;SG;3	PROPN
حِبا	agasallo	حِبا	agasallo	PROPN;NOM;MASC;SG;3	N
حِبالہ	corda	حِبالہ	corda	PROPN;NOM;MASC;SG;3	N
حبر	rabino	حبر	rabino	PROPN;NOM;MASC;SG;3	N
حبس	cárcere	حبس	cárcere	N;NOM;MASC;SG;3	V
حبس	cárcere	حبس	cárcere	N;NOM;MASC;SG;3	V
حبسیات	escribir	حبسیات	escribir	PROPN;NOM;MASC;PL;3	V
حبسیات	a	حبسیات	o	PROPN;NOM;MASC;PL;3	DET
حبسیات	escribía	حبسیات	escribir	PROPN;NOM;MASC;PL;3	V
حبسیات	facendo	حبسیات	facer	PROPN;NOM;MASC;PL;3	V
حبسیات	súas	حبسیات	seu	PROPN;NOM;MASC;PL;3	DET
حبسیات	escrita	حبسیات	escribir	PROPN;NOM;MASC;PL;3	V
حبسیات	escribe	حبسیات	escribir	PROPN;NOM;MASC;PL;3	V
حبل	unión	حبل	unión		N
حبل	sindicato	حبل	sindicato		N
حبل	sindicalista	حبل	sindicalista		N
حبل	sindical	حبل	sindical		N
حبل	do	حبل	do		PROPN
حبل	corda	حبل	corda		N
حُبُور	felicidade	حُبُور	felicidade	PROPN;NOM;MASC;SG;3	N
حُبُور	a	حُبُور	o	PROPN;NOM;MASC;SG;3	DET
حُبُور	benestar	حُبُور	benestar	PROPN;NOM;MASC;SG;3	N
حُبُور	ledicia	حُبُور	ledicia	PROPN;NOM;MASC;SG;3	N
حُبُور	pracer	حُبُور	pracer	PROPN;NOM;MASC;SG;3	V
حُبُور	encantado	حُبُور	encantar	PROPN;NOM;MASC;SG;3	V
حُبُور	gusto	حُبُور	gusto	PROPN;NOM;MASC;SG;3	N
حُبُور	placer	حُبُور	placer	PROPN;NOM;MASC;SG;3	V
حبّہ	de	حبّہ	de	PROPN;NOM;MASC;SG;3	ADP
حبّہ	partículas	حبّہ	partícula	PROPN;NOM;MASC;SG;3	N
حبّہ	partícula	حبّہ	partícula	PROPN;NOM;MASC;SG;3	N
حبِیب	amado	حبِیب	amado	PROPN;NOM;MASC;SG;3	N
حبِیب	querido	حبِیب	querer	PROPN;NOM;MASC;SG;3	V
حبِیب	amigo	حبِیب	amigo	PROPN;NOM;MASC;SG;3	N
حبِیب	amiga	حبِیب	amigar	PROPN;NOM;MASC;SG;3	N
حتماً	claro	حتماً	claro	PROPN;NOM;MASC;SG;3	ADJ
حتماً	que	حتماً	que	PROPN;NOM;MASC;SG;3	PRO
حتماً	certo	حتماً	certo	PROPN;NOM;MASC;SG;3	DET
حتماً	certamente	حتماً	certamente	PROPN;NOM;MASC;SG;3	ADV
حتماً	seguramente	حتماً	seguramente	PROPN;NOM;MASC;SG;3	ADV
حتماً	seguramente	حتماً	seguramente	PROPN;NOM;MASC;SG;3	ADV
حتماً	que	حتماً	que	PROPN;NOM;MASC;SG;3	PRO
حتماً	definitivamente	حتماً	definitivamente	PROPN;NOM;MASC;SG;3	ADV
حتمی	de	حتمی	de	N;NOM;MASC;SG;3	ADP
حتمی	que	حتمی	que	N;NOM;MASC;SG;3	PRO
حتمی	certo	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	claro	حتمی	claro	N;NOM;MASC;SG;3	ADJ
حتمی	si	حتمی	si	N;NOM;MASC;SG;3	ADV
حتمی	certo	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	certas	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	certa	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	certos	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	de	حتمی	de	N;NOM;MASC;SG;3	ADP
حتمی	que	حتمی	que	N;NOM;MASC;SG;3	PRO
حتمی	certo	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	claro	حتمی	claro	N;NOM;MASC;SG;3	ADJ
حتمی	si	حتمی	si	N;NOM;MASC;SG;3	ADV
حتمی	derradeira	حتمی	derradeiro	N;NOM;MASC;SG;3	ADJ
حتمی	último	حتمی	último	N;NOM;MASC;SG;3	ADJ
حتمی	axuntémonos	حتمی	axuntémonos	N;NOM;MASC;SG;3	V
حتمی	todos	حتمی	todo	N;NOM;MASC;SG;3	DET
حتمی	definitivo	حتمی	definitivo	N;NOM;MASC;SG;3	ADJ
حتمی	certo	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	certas	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	certa	حتمی	certo	N;NOM;MASC;SG;3	DET
حتمی	certos	حتمی	certo	N;NOM;MASC;SG;3	DET
حتّیٰ	ata	حتّیٰ	ata	PROPN;NOM;MASC;SG;3	ADP
حتّیٰ	que	حتّیٰ	que	PROPN;NOM;MASC;SG;3	PRO
حتّیٰ	até	حتّیٰ	até	PROPN;NOM;MASC;SG;3	ADV
حتّیٰ	a	حتّیٰ	o	PROPN;NOM;MASC;SG;3	DET
حتّیٰ	ata	حتّیٰ	ata	PROPN;NOM;MASC;SG;3	ADP
حتّیٰ	que	حتّیٰ	que	PROPN;NOM;MASC;SG;3	PRO
حتّیٰ	até	حتّیٰ	até	PROPN;NOM;MASC;SG;3	ADV
حج	para	حج	para	PROPN;NOM;MASC;SG;3	ADP
حج	propósito	حج	propósito	PROPN;NOM;MASC;SG;3	N
حج	fin	حج	fin	PROPN;NOM;MASC;SG;3	N
حج	intención	حج	intención	PROPN;NOM;MASC;SG;3	N
حج	serve	حج	servir	PROPN;NOM;MASC;SG;3	V
حج	obxectivo	حج	obxectivo	PROPN;NOM;MASC;SG;3	N
حِجاب	mágoa	حِجاب	mágoa	PROPN;NOM;MASC;SG;3	ADJ
حِجاب	vergoña	حِجاب	vergoña	PROPN;NOM;MASC;SG;3	N
حِجاب	que	حِجاب	que	PROPN;NOM;MASC;SG;3	PRO
حِجابی	segredo	حِجابی	segredo	ADJ	N
حِجابی	secreto	حِجابی	secreto	ADJ	N
حِجابی	secreta	حِجابی	secreta	ADJ	N
حِجابی	oculto	حِجابی	oculto	ADJ	N
حِجابی	oculta	حِجابی	oculto	ADJ	V
حِجابی	ocultas	حِجابی	oculto	ADJ	N
حِجابی	escondidos	حِجابی	esconder	ADJ	V
حِجابی	escondidas	حِجابی	esconder	ADJ	V
حجّار	escultor	حجّار	escultor	PROPN;NOM;MASC;SG;3	N
حجّام	barbeiro	حجّام	barbeiro	PROPN;NOM;MASC;SG;3	N
حجّام	perruqueiro	حجّام	perruqueiro	PROPN;NOM;MASC;SG;3	N
حجامت	pelo	حجامت	pelo	PROPN;NOM;MASC;SG;3	N
حُجّت	proba	حُجّت	proba	PROPN;NOM;MASC;SG;3	N
حُجّت	probas	حُجّت	proba	PROPN;NOM;MASC;SG;3	N
حُجّت	probas	حُجّت	proba	PROPN;NOM;MASC;SG;3	N
حُجّت	evidencia	حُجّت	evidencia	PROPN;NOM;MASC;SG;3	N
حُجّت	evidencias	حُجّت	evidencia	PROPN;NOM;MASC;SG;3	N
حُجّت	desculpe	حُجّت	desculpe	PROPN;NOM;MASC;SG;3	PROPN
حُجّت	perdoe	حُجّت	perdoar	PROPN;NOM;MASC;SG;3	PROPN
حُجّت	desculpa	حُجّت	desculpa	PROPN;NOM;MASC;SG;3	N
حُجّت	obxección	حُجّت	obxección	PROPN;NOM;MASC;SG;3	N
حُجّت	razón	حُجّت	razón	PROPN;NOM;MASC;SG;3	N
حُجّت	motivo	حُجّت	motivo	PROPN;NOM;MASC;SG;3	N
حُجّت	pola	حُجّت	pola	PROPN;NOM;MASC;SG;3	N
حُجّت	que	حُجّت	que	PROPN;NOM;MASC;SG;3	PRO
حجرَ	de	حجرَ	de	PROPN;NOM;MASC;SG;3	ADP
حجرَ	pedra	حجرَ	pedra	PROPN;NOM;MASC;SG;3	N
حجرَ	a	حجرَ	o	PROPN;NOM;MASC;SG;3	DET
