から	від	から	від	CONJ	ADP;GEN
メリー	меррі	メリー	меррі	PROPN	PROPN;ANIM;NOM;MASC;SG
メリー	веселого	メリー	веселий	PROPN	ADJ;GEN;MASC;SG
メリー	веселою	メリー	веселий	PROPN	ADJ;INS;FEM;SG
川西	kawanishi	川西	kawanishi	PROPN	
脅迫	загрози	脅迫	загроза	V	N;INAN;NOM;FEM;PL
脅迫	погроз	脅迫	погроз	V	N;INAN;GEN;FEM;PL
脅迫	погрози	脅迫	погрози	V	N;INAN;NOM;FEM;PL
脅迫	залякування	脅迫	залякування	V	N;INAN;NOM;NEUT;SG
脅迫	шантаж	脅迫	шантаж	V	N;INAN;NOM;MASC;SG
ジオン	діона	ジオン	діон	PROPN	PROPN;ANIM;NOM;MASC;SG
遭難	страждання	遭難	страждання	V	N;INAN;NOM;NEUT;SG
遭難	біді	遭難	біда	V	N;INAN;DAT;FEM;SG
遭難	лиха	遭難	лихий	V	ADJ;NOM;FEM;SG
オファー	пропонуємо	オファー	пропонувати	N	V;IPFV;IND;PL;1;PRS;FIN
線形	лінійна	線形	лінійний	N	ADJ;NOM;FEM;SG
線形	лінійний	線形	лінійний	N	ADJ;NOM;MASC;SG
神楽	каґура	神楽	каґура	N	
リプレイ	відтворити	リプレイ	відтворити	PROPN	V;PFV;NFIN
リプレイ	повтор	リプレイ	повтор	PROPN	N;INAN;NOM;MASC;SG
リプレイ	повторити	リプレイ	повторити	PROPN	V;PFV;NFIN
コンチネンタル	continental	コンチネンタル	continental	PROPN	
ウズベキスタン	узбекистан	ウズベキスタン	узбекистан	PROPN	PROPN;INAN;NOM;FEM;SG
ウズベキスタン	узбекистану	ウズベキスタン	узбекистаний	PROPN	PROPN;INAN;GEN;MASC;SG
釈放	випуск	釈放	випускати	V	N;INAN;NOM;MASC;SG
釈放	реліз	釈放	реліз	V	N;INAN;NOM;MASC;SG
釈放	випуску	釈放	випуск	V	N;INAN;GEN;MASC;SG
釈放	звільнення	釈放	звільнення	V	N;INAN;NOM;NEUT;SG
エッジ	edge	エッジ	edge	N	
豊後	бунґо	豊後	бунґо	PROPN	
メイ	травнева	メイ	травневий	PROPN	ADJ;NOM;FEM;SG
メイ	травня	メイ	травень	PROPN	N;INAN;GEN;MASC;SG
メイ	травневі	メイ	травневий	PROPN	ADJ;NOM;PL
メイ	травні	メイ	травень	PROPN	ADV
メイ	травень	メイ	травень	PROPN	N;INAN;NOM;MASC;SG
高額	дорого	高額	дорого	ADJ	ADV
ディビジョン	ділення	ディビジョン	ділення	PROPN	N;INAN;NOM;NEUT;SG
ディビジョン	дивізіон	ディビジョン	дивізіон	PROPN	N;INAN;NOM;MASC;SG
ディビジョン	поділ	ディビジョン	поділ	PROPN	N;INAN;NOM;MASC;SG
安部	абе	安部	абе	PROPN	
非	неопубліковані	非	неопублікований	N	ADJ;PFV;NOM;PL;V.PTCP;PASS
非	приватні	非	приватний	N	ADJ;NOM;PL
非	приватна	非	приватний	N	ADJ;NOM;FEM;SG
非	особисте	非	особистий	N	ADJ;NOM;NEUT;SG
非	приватний	非	приватний	N	ADJ;NOM;MASC;SG
非	приватно	非	приватний	N	ADV
非	несвідомо	非	несвідомо	N	ADV
水族館	акваріум	水族館	акварій		N;INAN;NOM;MASC;SG
水族館	акваріуми	水族館	акварій		N;INAN;NOM;MASC;PL
ロスト	втрачений	ロスト	втрачений	N	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ロスト	програв	ロスト	програти	N	V;PFV;MASC;IND;SG;PST;FIN
ロスト	lost	ロスト	lost	N	
木曽	кісо	木曽	кісо	PROPN	
平等	рівність	平等	рівність	ADJ	N;INAN;NOM;FEM;SG
平等	доходів	平等	дохід	ADJ	N;INAN;GEN;MASC;PL
混雑	затор	混雑	затор	V	N;INAN;NOM;MASC;SG
うさぎ	кріль	うさぎ	кріль	N	PROPN;ANIM;NOM;MASC;SG
仕上げ	завершення	仕上げる	завершення	V	N;INAN;NOM;NEUT;SG
蓄積	кошти	蓄積	кошти	V	N;INAN;NOM
牛乳	milk	牛乳	milk	N	
進入	підхід	進入	підхід	V	N;INAN;NOM;MASC;SG
ロータリー	rotary	ロータリー	rotary	N	
宮古	міяко	宮古	міяко	PROPN	PROPN;INAN;NOM;FEM;SG
クルス	крус	クルス	крус	PROPN	PROPN;ANIM;NOM;FEM;SG
ザール	саар	ザール	саар	PROPN	PROPN;INAN;NOM;MASC;SG
十字軍	crusade	十字軍	crusade	N	
十字軍	crusades	十字軍	crusades	N	
独身	окремі	独身	окремий	N	ADJ;NOM;PL
独身	single	独身	single	N	
独身	самотній	独身	самотній	N	ADJ;NOM;MASC;SG
ラベル	фірмовий	ラベル	фірмовий	N	ADJ;NOM;MASC;SG
スピーカー	гучномовець	スピーカー	гучномовець	N	ADJ;NOM;MASC;SG
スピーカー	гучномовець	スピーカー	гучномовець	N	ADJ;NOM;MASC;SG
ファミコン	famicom	ファミコン	famicom	PROPN	
ミッドナイト	опівночі	ミッドナイト	опівніч	PROPN	ADV
ミッドナイト	північ	ミッドナイト	північ	PROPN	N;INAN;NOM;FEM;SG
真夜	опівночі	真夜	опівніч	ADJ	ADV
真夜	північ	真夜	північ	ADJ	N;INAN;NOM;FEM;SG
ピック	обираємо	ピック	обирати	N	V;IPFV;IND;PL;1;PRS;FIN
かおる	каору	かおる	каор		PROPN;ANIM;NOM;FEM;SG
セルゲイ	сергій	セルゲイ	сергія	PROPN	PROPN;ANIM;NOM;MASC;SG
セルゲイ	сергій	セルゲイ	сергія	PROPN	PROPN;ANIM;NOM;MASC;SG
アルジェリア	алжирська	アルジェリア	алжирський	PROPN	ADJ;NOM;FEM;SG
アルジェリア	алжиру	アルジェリア	алжира	PROPN	PROPN;INAN;GEN;MASC;SG
アルジェリア	алжир	アルジェリア	алжир	PROPN	PROPN;INAN;NOM;MASC;SG
ハブ	hub	ハブ	hub	N	
ドラッグ	наркотики	ドラッグ	наркотик	V	N;INAN;NOM;MASC;PL
ドラッグ	наркотиків	ドラッグ	наркотик	V	N;INAN;GEN;MASC;PL
ドラッグ	ліків	ドラッグ	ліки	V	N;INAN;GEN;MASC;PL
ドラッグ	перетягування	ドラッグ	перетягування	V	N;INAN;NOM;NEUT;SG
ドラッグ	препарати	ドラッグ	препарати	V	N;INAN;NOM;MASC;PL
ドラッグ	наркотик	ドラッグ	наркотик	V	N;INAN;NOM;MASC;SG
ミャンマー	бірмі	ミャンマー	бірма	PROPN	N;INAN;DAT;FEM;SG
ゾンビ	зомбі	ゾンビ	зомбі	N	
ゾンビ	зомбі	ゾンビ	зомбі	N	
星雲	туманність	星雲	туманність	PROPN	N;INAN;NOM;FEM;SG
星雲	туманностей	星雲	туманність	PROPN	N;INAN;GEN;FEM;PL
黒崎	ітіґо	黒崎	ітіґо	PROPN	PROPN;ANIM;NOM;MASC;SG
敗者	loser	敗者	loser	N	
休憩	break	休憩	break	V	
休憩	перерва	休憩	перерва	V	N;INAN;NOM;FEM;SG
休憩	розрив	休憩	розрив	V	N;INAN;NOM;MASC;SG
休憩	перерви	休憩	перерва	V	N;INAN;NOM;FEM;PL
ミハイル	михайло	ミハイル	михайло	PROPN	PROPN;ANIM;NOM;MASC;SG
ワット	ват	ワット	ват	PROPN	
ワット	ват	ワット	ват	PROPN	
ブンデスリーガ	бундесліга	ブンデスリーガ	бундесліг	PROPN	N;INAN;NOM;FEM;SG
雅子	масако	雅子	масако	PROPN	
ウルグ	уругвай	ウルグ	уругвай	PROPN	PROPN;INAN;NOM;MASC;SG
自慢	гордий	自慢	гордий	N	ADJ;NOM;MASC;SG
自慢	горді	自慢	гордий	N	ADJ;NOM;PL
自慢	proud	自慢	proud	N	
自慢	горда	自慢	гордий	N	ADJ;NOM;FEM;SG
屋内	неможна	屋内	неможний	N	ADV
許し	прощення	許す	прощення	V	N;INAN;NOM;NEUT;SG
コマーシャル	комерційне	コマーシャル	комерційний	N	ADJ;NOM;NEUT;SG
コマーシャル	комерційного	コマーシャル	комерційний	N	ADJ;GEN;MASC;SG
コマーシャル	комерційні	コマーシャル	комерційний	N	ADJ;NOM;PL
コマーシャル	комерційна	コマーシャル	комерційний	N	ADJ;NOM;FEM;SG
コマーシャル	комерційний	コマーシャル	комерційний	N	ADJ;NOM;MASC;SG
匿名	анонімний	匿名	анонімний	N	ADJ;NOM;MASC;SG
速い	швидко	速い	швидко	ADJ	ADV
速い	фаст	速い	фаст	ADJ	
ジョーダン	йорданії	ジョーダン	йорданія	PROPN	PROPN;INAN;GEN;FEM;SG
ジョーダン	джордан	ジョーダン	джордан	PROPN	PROPN;ANIM;NOM;MASC;SG
飛騨	хіда	飛騨	хіда		PROPN;INAN;NOM;MASC;SG
あし	завтра	あし	завтра	V	
あし	tomorrow	あし	tomorrow	V	
落ちる	осінь	落ちる	осінь	V	N;INAN;NOM;FEM;SG
落ちる	fall	落ちる	fall	V	
落ちる	падіння	落ちる	падіння	V	N;INAN;NOM;NEUT;SG
土岐	токі	土岐	тік	PROPN	
ドバイ	дубай	ドバイ	дубати	PROPN	PROPN;INAN;NOM;MASC;SG
ドバイ	дубаї	ドバイ	дубати	PROPN	PROPN;INAN;NOM;FEM;SG
えみ	emi	えみ	emi	PROPN	
クーパー	купер	クーパー	купер	PROPN	PROPN;ANIM;NOM;MASC;SG
部数	копіює	部数	копіювати	N	V;IPFV;IND;SG;3;PRS;FIN
トーン	тоне	トーン	тоне	N	V;IPFV;IND;SG;3;PRS;FIN
ライム	lime	ライム	lime	N	
ニコラス	миколай	ニコラス	миколай	PROPN	N;ANIM;NOM;MASC;SG
ニコラス	ніколас	ニコラス	ніколас	PROPN	PROPN;ANIM;NOM;MASC;SG
ニコラス	миколая	ニコラス	микола	PROPN	N;ANIM;NOM;MASC;SG
エイリアン	чужий	エイリアン	чужий	PROPN	ADJ;NOM;MASC;SG
エイリアン	прибульці	エイリアン	прибулець	PROPN	N;ANIM;NOM;MASC;PL
エイリアン	чужинців	エイリアン	чужинець	PROPN	N;ANIM;ACC;MASC;PL
エイリアン	прибульці	エイリアン	прибулець	PROPN	N;ANIM;NOM;MASC;PL
エイリアン	прибульців	エイリアン	прибулець	PROPN	N;ANIM;ACC;MASC;PL
カスティーリャ	кастилія	カスティーリャ	кастилія	PROPN	N;INAN;NOM;FEM;SG
ロイド	ллойд	ロイド	ллойд	PROPN	PROPN;ANIM;NOM;MASC;SG
スバル	subaru	スバル	subaru	PROPN	
ウィズ	wiz	ウィズ	wiz	PROPN	
アクティブ	активна	アクティブ	активний	N	ADJ;NOM;FEM;SG
アクティブ	активні	アクティブ	активний	N	ADJ;NOM;PL
アクティブ	активне	アクティブ	активний	N	ADJ;NOM;NEUT;SG
アクティブ	активним	アクティブ	активний	N	ADJ;INS;NEUT;SG
アクティブ	активний	アクティブ	активний	N	ADJ;NOM;MASC;SG
アクティブ	активувати	アクティブ	активувати	N	V;PFV;NFIN
アクティブ	активізувати	アクティブ	активізувати	N	V;PFV;NFIN
シオン	сьйон	シオン	сьйон	PROPN	
シオン	сіон	シオン	сіон	PROPN	
カノン	canon	カノン	canon	PROPN	
怖い	лякає	怖い	лякати	ADJ	V;IPFV;IND;SG;3;PRS;FIN
怖い	страшно	怖い	страшно	ADJ	ADV
怖い	злякався	怖い	злякатися	ADJ	V;PFV;MASC;IND;SG;PST;FIN
怖い	страшно	怖い	страшно	ADJ	ADV
ジャマイカ	ямайки	ジャマイカ	ямайка	PROPN	N;INAN;NOM;FEM;PL
ジャマイカ	ямайський	ジャマイカ	ямайський	PROPN	ADJ;NOM;MASC;SG
行進	березні	行進	березень	N	ADV
罰金	ефіроолійні	罰金	ефіроолійний	N	ADJ;NOM;PL
軽い	світлі	軽い	світло	ADJ	N;INAN;NOM;NEUT;SG
軽い	light	軽い	light	ADJ	
軽い	світло	軽い	світло	ADJ	N;INAN;NOM;NEUT;SG
アンコール	encore	アンコール	encore	PROPN	
アンコール	ангкор	アンコール	ангкор	PROPN	
フェルト	бездоганно	フェルト	бездоганно	N	ADV
フェルト	відчула	フェルト	відчути	N	V;PFV;FEM;IND;SG;PST;FIN
フェルト	відчув	フェルト	відчути	N	V;PFV;MASC;IND;SG;PST;FIN
フェルト	відчували	フェルト	відчувати	N	V;IPFV;IND;PL;PST;FIN
フェルト	стало	フェルト	стати	N	V;PFV;NEUT;IND;SG;PST;FIN
転移	перехід	転移	перехід	V	N;INAN;NOM;MASC;SG
馬鹿	ідіот	馬鹿	ідіот		N;ANIM;NOM;MASC;SG
奇数	одд	奇数	одд	N	
奇数	дивно	奇数	дивно	N	ADV
奇数	дивним	奇数	дивний	N	ADJ;INS;NEUT;SG
ティーン	teen	ティーン	teen	N	
ラット	пацюк	ラット	пацюк	PROPN	N;ANIM;NOM;MASC;SG
ラット	щур	ラット	щура	PROPN	N;ANIM;NOM;MASC;SG
ラット	rattus	ラット	rattus	PROPN	
コイ	карп	コイ	карп	N	PROPN;ANIM;NOM;MASC;SG
ルクセンブルク	люксембургу	ルクセンブルク	люксембург	PROPN	PROPN;INAN;NOM;MASC;SG
ルクセンブルク	люксембург	ルクセンブルク	люксембург	PROPN	PROPN;INAN;NOM;MASC;SG
シャワー	душі	シャワー	душа	PROPN	N;INAN;NOM;FEM;PL
シャワー	душ	シャワー	душ	PROPN	
シャワー	зливи	シャワー	злив	PROPN	N;INAN;NOM;MASC;PL
シャワー	злива	シャワー	злива	PROPN	N;INAN;NOM;FEM;SG
マヌエル	мануель	マヌエル	мануель	PROPN	PROPN;ANIM;NOM;MASC;SG
ペリー	перрі	ペリー	перра	PROPN	PROPN;ANIM;NOM;MASC;SG
有線	вмонтована	有線	вмонтований	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
ジャガー	jaguar	ジャガー	jaguar	PROPN	
イヴァン	іван	イヴァン	іван	PROPN	PROPN;ANIM;NOM;MASC;SG
イヴァン	іванко	イヴァン	іванка	PROPN	PROPN;ANIM;NOM;FEM;SG
キラー	убивця	キラー	убивець	PROPN	N;ANIM;NOM;MASC;SG
キラー	вбивця	キラー	вбивець	PROPN	N;ANIM;NOM;MASC;SG
フィルター	фільтрувати	フィルター	фільтрувати	N	V;IPFV;NFIN
村松	мурамацу	村松	мурамац	PROPN	N;INAN;NOM;FEM;SG
津島	цусіма	津島	цусім	PROPN	N;INAN;NOM;MASC;SG
ブダペスト	будапешт	ブダペスト	будапешт	PROPN	PROPN;INAN;NOM;MASC;SG
酒田	саката	酒田	сакатий	PROPN	N;INAN;NOM;MASC;SG
十字	крос	十字	крос	N	
シンシナティ	цинциннаті	シンシナティ	цинциннатий	PROPN	ADJ;NOM;PL
フィレンツェ	флоренція	フィレンツェ	флоренція	PROPN	N;INAN;NOM;FEM;SG
フィレンツェ	флоренції	フィレンツェ	флоренція	PROPN	PROPN;INAN;GEN;FEM;SG
クリーン	очистити	クリーン	очистити	N	V;PFV;NFIN
クリーン	прибрати	クリーン	прибрати	N	V;PFV;NFIN
クリーン	почистити	クリーン	почистити	N	V;PFV;NFIN
クリーン	чистий	クリーン	чистий	N	ADJ;NOM;MASC;SG
オーロラ	аврора	オーロラ	аврора	N	
上川	камікава	上川	камікавий	PROPN	N;INAN;NOM;MASC;SG
デュアル	оснащений	デュアル	оснащений	N	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
デュアル	подвійний	デュアル	подвійний	N	ADJ;NOM;MASC;SG
賃貸	ліз	賃貸	ліз	N	PROPN;ANIM;NOM;FEM;SG
つばさ	tsubasa	つばさ	tsubasa	PROPN	
版画	ханга	版画	ханга	N	
ミッキー	міккі	ミッキー	міккий	PROPN	PROPN;ANIM;NOM;MASC;SG
ルーズベルト	рузвельт	ルーズベルト	рузвельт	PROPN	PROPN;ANIM;NOM;MASC;SG
跨線	шляхопровід	跨線	шляхопровід	PROPN	N;INAN;NOM;MASC;SG
反転	зворотній	反転	зворотний	V	ADJ;DAT;FEM;SG
反転	обернений	反転	обернений	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
反転	віддзеркалення	反転	віддзеркалення	V	N;INAN;NOM;NEUT;SG
反転	перевернутий	反転	перевернутий	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ナナ	nana	ナナ	nana	PROPN	
塩基	базова	塩基	базовий	N	ADJ;NOM;FEM;SG
塩基	базовий	塩基	базовий	N	ADJ;NOM;MASC;SG
祖国	вітчизна	祖国	вітчизний	N	ADJ;NOM;FEM;SG
祖国	вітчизну	祖国	вітчизний	N	ADJ;ACC;FEM;SG
祖国	вітчизна	祖国	вітчизний	N	ADJ;NOM;FEM;SG
哲夫	тецуо	哲夫	тецуо	PROPN	
パイレーツ	пірати	パイレーツ	пірат	PROPN	N;ANIM;NOM;MASC;PL
封鎖	блокаду	封鎖	блокада	V	N;INAN;ACC;FEM;SG
封鎖	блокада	封鎖	блокада	V	N;INAN;NOM;FEM;SG
鋳造	приведення	鋳造	приведення	V	N;INAN;NOM;NEUT;SG
鋳造	кастинг	鋳造	кастинг	V	N;INAN;NOM;MASC;SG
マウンテン	гірський	マウンテン	гірський	N	ADJ;NOM;MASC;SG
マウンテン	гірська	マウンテン	гірський	N	ADJ;NOM;FEM;SG
リナ	ріна	リナ	ріна	PROPN	N;ANIM;NOM;MASC;SG
リナ	ліна	リナ	лін	PROPN	PROPN;ANIM;NOM;FEM;SG
緊張	нервовий	緊張	нервовий	V	ADJ;NOM;MASC;SG
緊張	напружений	緊張	напружений	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
緊張	напругу	緊張	напруга	V	N;INAN;ACC;FEM;SG
緊張	напруга	緊張	напруга	V	N;INAN;NOM;FEM;SG
イアン	яном	イアン	яний	PROPN	PROPN;ANIM;INS;MASC;SG
イアン	ієн	イアン	ієна	PROPN	
堤	набережна	堤	набережний	N	ADJ;NOM;FEM;SG
堤	набережній	堤	набережний	N	ADJ;DAT;FEM;SG
哺乳類	ссавців	哺乳類	ссавець	PROPN	N;ANIM;ACC;MASC;PL
哺乳類	ссавці	哺乳類	ссавець	PROPN	N;ANIM;NOM;MASC;PL
ロペス	лопес	ロペス	лопес	PROPN	PROPN;ANIM;NOM;FEM;SG
ロペス	лопеш	ロペス	лопіти	PROPN	
ロペス	лопес	ロペス	лопес	PROPN	PROPN;ANIM;NOM;FEM;SG
正樹	тосіро	正樹	тосіро	PROPN	N;ANIM;NOM;MASC;SG
離れる	leave	離れる	leave	V	
樹	смола	樹	смола	PROPN	N;INAN;NOM;FEM;SG
コスモ	космо	コスモ	космо	PROPN	N;INAN;NOM;MASC;SG
エステ	este	エステ	este	N	
アドバイザー	радник	アドバイザー	радник		N;ANIM;NOM;MASC;SG
アドバイザー	радник	アドバイザー	радник		N;ANIM;NOM;MASC;SG
アドバイザー	радника	アドバイザー	радник		N;ANIM;ACC;MASC;SG
グリー	хор	グリー	хор	PROPN	N;INAN;NOM;MASC;SG
グリー	хору	グリー	хора	PROPN	N;INAN;GEN;MASC;SG
ウィル	воля	ウィル	воля	PROPN	N;INAN;NOM;FEM;SG
ウィル	буде	ウィル	бути	PROPN	V;IPFV;IND;SG;3;FUT;FIN
ウィル	будуть	ウィル	бути	PROPN	V;IPFV;IND;PL;3;FUT;FIN
ヨハネス	йоганнес	ヨハネス	йоганнес	PROPN	PROPN;ANIM;NOM;MASC;SG
ロイ	рой	ロイ	рой	PROPN	PROPN;ANIM;NOM;MASC;SG
ロイ	руа	ロイ	руа	PROPN	
ロイ	рою	ロイ	рій	PROPN	N;INAN;GEN;MASC;SG
レッズ	червоні	レッズ	червоний	PROPN	ADJ;NOM;PL
沈黙	тиша	沈黙	тиша	V	N;INAN;NOM;FEM;SG
沈黙	тиші	沈黙	тиша	V	N;INAN;DAT;FEM;SG
沈黙	мовчання	沈黙	мовчання	V	N;INAN;NOM;NEUT;SG
ユタ	юта	ユタ	юта	PROPN	
ケント	кент	ケント	кент	PROPN	
おっ	вау	おる	ва		
コープ	справлятися	コープ	справлятися	PROPN	V;IPFV;NFIN
コープ	впоратися	コープ	впоратися	PROPN	V;PFV;NFIN
マヤ	мая	マヤ	мати	PROPN	
マヤ	майя	マヤ	майя	PROPN	N;INAN;NOM;FEM;SG
囚人	затримані	囚人	затриманий	N	ADJ;PFV;NOM;PL;V.PTCP;PASS
囚人	полонених	囚人	полонений	N	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
泣き	cry	泣く	cry	V	
泣き	плачу	泣く	плач	V	ADV
正則	масанорі	正則	масанор	PROPN	N;ANIM;NOM;MASC;SG
光子	фотон	光子	фотон	PROPN	N;INAN;NOM;MASC;SG
太刀	тачі	太刀	тачий	N	
並列	паралельний	並列	паралельний	N	ADJ;NOM;MASC;SG
並列	паралельні	並列	паралельний	N	ADJ;NOM;PL
並列	паралельно	並列	паралельно	N	ADV
ローソン	лоусон	ローソン	лоусон	PROPN	PROPN;ANIM;NOM;MASC;SG
顕彰	присвяченої	顕彰	присвячений	V	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
計算機	розрахувати	計算機	розрахувати	N	V;PFV;NFIN
ミサ	mass	ミサ	mass	N	
オバマ	обама	オバマ	обидва	PROPN	PROPN;ANIM;NOM;MASC;SG
タブ	таб	タブ	таб	N	
タブ	tab	タブ	tab	N	
食材	складові	食材	склад	N	ADJ;NOM;PL
暗い	темно	暗い	темно	ADJ	ADV
ルース	рут	ルース	рута	PROPN	PROPN;ANIM;NOM;FEM;SG
ルース	випустити	ルース	випустити	PROPN	V;PFV;NFIN
熱い	hot	熱い	hot	ADJ	
輝き	напруження	輝く	напруження	V	N;INAN;NOM;NEUT;SG
輝き	сяйво	輝く	сяйво	V	N;INAN;NOM;NEUT;SG
ミント	mint	ミント	mint	PROPN	
ベンツ	benz	ベンツ	benz	PROPN	
融資	борг	融資	борг	V	N;INAN;NOM;MASC;SG
融資	кредитні	融資	кредитний	V	ADJ;NOM;PL
融資	кредит	融資	кредит	V	N;INAN;NOM;MASC;SG
融資	кредиту	融資	кредит	V	N;INAN;GEN;MASC;SG
融資	кредити	融資	кредити	V	N;INAN;NOM;MASC;PL
融資	фінансування	融資	фінансування	V	N;INAN;NOM;NEUT;SG
プロフェッショナル	професійний	プロフェッショナル	професійний	N	ADJ;NOM;MASC;SG
プロフェッショナル	professional	プロフェッショナル	professional	N	
プロフェッショナル	професійні	プロフェッショナル	професійний	N	ADJ;NOM;PL
ストック	стокгольм	ストック	стокголь	N	PROPN;INAN;NOM;MASC;SG
バトラー	батлер	バトラー	батлер	PROPN	PROPN;ANIM;NOM;MASC;SG
偶数	навіть	偶数	навіть	N	PART
偶数	даже	偶数	даже	N	
コラボ	співпраця	コラボ	співпраця	PROPN	N;INAN;NOM;FEM;SG
ソユーズ	союз	ソユーズ	союз	PROPN	N;INAN;NOM;MASC;SG
フランコ	франко	フランコ	франко	PROPN	PROPN;ANIM;NOM;MASC;SG
放火	підпал	放火	підпал	V	N;INAN;NOM;MASC;SG
放火	пожежу	放火	пожежа	V	N;INAN;ACC;FEM;SG
忠誠	відданість	忠誠	відданість	V	N;INAN;NOM;FEM;SG
忠誠	вірні	忠誠	вірна	V	N;ANIM;NOM;MASC;PL
浅田	асада	浅田	асада	PROPN	PROPN;INAN;NOM;MASC;SG
ゆか	юка	ゆく	юка	PROPN	N;ANIM;NOM;FEM;SG
使い	користування	使う	користування	V	N;INAN;NOM;NEUT;SG
使い	використання	使う	використання	V	N;INAN;NOM;NEUT;SG
クリントン	клінтон	クリントン	клінтон	PROPN	PROPN;ANIM;NOM;MASC;SG
アスキー	ascii	アスキー	ascii	PROPN	
ベラルーシ	білорусі	ベラルーシ	білорусь	PROPN	PROPN;INAN;NOM;FEM;SG
ベラルーシ	білорусь	ベラルーシ	білорися	PROPN	PROPN;INAN;NOM;MASC;SG
ベラルーシ	білоруський	ベラルーシ	білоруський	PROPN	ADJ;NOM;MASC;SG
ベラルーシ	білоруська	ベラルーシ	білоруський	PROPN	ADJ;NOM;FEM;SG
ドミニカ	домініканський	ドミニカ	домініканський	PROPN	ADJ;NOM;MASC;SG
ドミニカ	домініка	ドミニカ	домініка	PROPN	N;ANIM;NOM;FEM;SG
マルタ	мальтійська	マルタ	мальтійський	PROPN	ADJ;NOM;FEM;SG
マルタ	мальта	マルタ	мальта	PROPN	PROPN;INAN;NOM;FEM;SG
ゆず	юзу	ゆず	юзу	PROPN	
侍従	чемберлен	侍従	чемберлен	N	PROPN;ANIM;NOM;MASC;SG
ゾウ	слони	ゾウ	слон	PROPN	N;ANIM;NOM;MASC;PL
ゾウ	слонів	ゾウ	слон	PROPN	N;ANIM;ACC;MASC;PL
ゾウ	слона	ゾウ	слон	PROPN	N;ANIM;ACC;MASC;SG
ゾウ	слон	ゾウ	слон	PROPN	N;ANIM;NOM;MASC;SG
呪文	пишеться	呪文	писатися	N	V;IPFV;IND;SG;3;PRS;FIN
サイボーグ	кіборг	サイボーグ	кіборг	PROPN	N;ANIM;NOM;MASC;SG
エーカー	акр	エーカー	акр	N	
エーカー	акрі	エーカー	акра	N	PROPN;INAN;NOM;MASC;SG
カザフスタン	казахстані	カザフスタン	казахстань	PROPN	N;INAN;ESS;MASC;PL
カザフスタン	казахстан	カザフスタン	казахстан	PROPN	PROPN;INAN;NOM
カザフスタン	казахстану	カザフスタン	казахстан	PROPN	PROPN;INAN;GEN;MASC
ニュートン	ньютон	ニュートン	ньютон	PROPN	PROPN;ANIM;NOM;MASC;SG
ニュートン	ньютонівська	ニュートン	ньютонівський	PROPN	ADJ;NOM;FEM;SG
何	панують	何	панувати	NUM	V;IPFV;IND;PL;3;PRS;FIN
何	шось	何	шось	NUM	INTJ
何	розлуки	何	розлук	NUM	N;INAN;NOM;FEM;PL
カイロ	каїр	カイロ	каїра	PROPN	PROPN;INAN;NOM;MASC;SG
幸雄	юкіо	幸雄	юкіо	PROPN	
英樹	хідекі	英樹	хідекий	PROPN	N;INAN;NOM;MASC;SG
クーペ	coupé	クーペ	coupé	N	
クーペ	coupe	クーペ	coupe	N	
男	закохалася	男	закохатися	N	V;PFV;FEM;IND;SG;PST;FIN
おおよそ	приблизно	おおよそ	приблизно		ADV
おおよそ	приблизні	おおよそ	приблизний		ADJ;NOM;PL
フィット	вмістити	フィット	вмістити	N	V;PFV;NFIN
フィット	підійде	フィット	підійти	N	V;PFV;IND;SG;3;FUT;FIN
フィット	влаштувати	フィット	влаштувати	N	V;PFV;NFIN
フィット	підходить	フィット	підходити	N	V;IPFV;IND;SG;3;PRS;FIN
面白い	цікаво	面白い	цікаво	ADJ	ADV
面白い	смішно	面白い	смішно	ADJ	ADV
アクセント	акценти	アクセント	акцент	PROPN	N;INAN;NOM;MASC;PL
アクセント	акцент	アクセント	акцент	PROPN	N;INAN;NOM;MASC;SG
クロウ	corvus	クロウ	corvus	PROPN	
クロウ	crow	クロウ	crow	PROPN	
クロウ	ворона	クロウ	вороний	PROPN	N;ANIM;NOM;FEM;SG
クロウ	кроу	クロウ	крой	PROPN	PROPN;ANIM;NOM;FEM;SG
未定	maybe	未定	maybe	ADJ	
未定	можливо	未定	можливо	ADJ	ADV
きわめ	надзвичайно	きわめる	надзвичайно	V	ADV
子音	приголосні	子音	приголосний	N	ADJ;NOM;PL
子音	приголосний	子音	приголосний	N	ADJ;NOM;MASC;SG
指輪	кільцева	指輪	кільцевий	N	ADJ;NOM;FEM;SG
ジャンヌ	жанна	ジャンヌ	жанний	PROPN	PROPN;ANIM;NOM;FEM;SG
ホールド	затримати	ホールド	затримати	N	V;PFV;NFIN
ホールド	тримай	ホールド	тримай	N	V;IPFV;IMP;SG;2;FIN
五島	летіти	五島	летіти	PROPN	V;IPFV;NFIN
五島	перейти	五島	перейти	PROPN	V;PFV;NFIN
ボウル	чаша	ボウル	чаш	PROPN	N;INAN;NOM;FEM;SG
