theridion	theridion	theridion	theridion	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
biologiska	biologiczna	biologisk	biologiczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
biologiska	biologiczny	biologisk	biologiczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
hyde	hyde	hyde	hydy	PROPN;NOM	
skickas	wysłany	skicka	wysłać	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
skickas	wysłane	skicka	wysłać	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
skickas	wysłano	skicka	wysłać	V;IND;PRS;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
tänder	zębów	tand	ząb	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
tänder	ząbki	tand	ząbek	N;NOM;INDF;MASC+FEM;PL	
trio	trio	trio	trio	N;NOM;INDF;MASC+FEM;SG	
snokar	snoop	snoka	snoop	V;IND;PRS;FIN;ACT	
marx	marx	marx	marna	PROPN;NOM	PROPN;NOM;MASC;SG
marx	marks	marx	marks	PROPN;NOM	PROPN;NOM;MASC;SG
christine	krystyna	christine	krystyna	PROPN;NOM	PROPN;NOM;FEM;SG
christine	christine	christine	christiny	PROPN;NOM	N;NOM;FEM;SG
cresson	cresson	cresson	cresson	N;NOM;INDF;MASC+FEM;SG	
davies	davies	davies	davies	PROPN;NOM	
önskar	życzenie	önska	życzenie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
önskar	życzenia	önska	życzyć	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
önskar	życzeń	önska	życzenie	V;IND;PRS;FIN;ACT	N;GEN;NEUT;PL
ltd	ltd	ltd	ltd	PROPN;NOM	
besättningen	załogi	besättning	załoga	N;NOM;DEF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
besättningen	ekipy	besättning	ekipa	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
benny	benny	benny	benny	PROPN;NOM	N;NOM;MASC;SG
antiken	starożytności	antiken	starożytność	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
apicalis	apicalis	apicalis	apicalis	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
preussiska	pruski	preussisk	pruski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
gambia	gambii	gambi	gambia	PROPN;NOM	
fältet	pola	fält	pole	N;NOM;DEF;NEUT;SG	
fältet	field	fält	field	N;NOM;DEF;NEUT;SG	
hammer	młot	hammer	młot	PROPN;NOM	N;NOM;MASC;SG
hammer	hammer	hammer	hammer	PROPN;NOM	
hammer	młotek	hammer	młotek	PROPN;NOM	N;NOM;MASC;SG
network	sieci	network	sieć	N;NOM;INDF;NEUT;SG	
network	network	network	network	N;NOM;INDF;NEUT;SG	
anderna	andach	annan	andach	N;NOM;DEF;MASC+FEM;PL	PROPN;GEN;NEUT;PL
kramfors	kramfors	kramfor	kramfors	PROPN;NOM	
lagstiftning	prawodawstwa	lagstiftning	prawodawstwo	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
smeknamn	nicka	smeknamn	nicka	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
belgrad	belgradzie	belgrad	belgrad	N;NOM;INDF;MASC+FEM;SG	PROPN;DAT;MASC;SG
egyptiska	egipski	egyptisk	egipski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
egyptiska	egipcjanie	egyptisk	egipcjanin	ADJ;NOM;PL	N;NOM;MASC;PL
catharina	catharina	catharina	catharina	PROPN;NOM	
grandiflora	wielkokwiatowa	grandiflora	wielkokwiatowy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tunnel	tunele	tunnel	tunel	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
tunnel	tunelu	tunnel	tunel	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
orsaka	przyczyna	orsak	przyczynać	V;IMP;NFIN;ACT	N;NOM;FEM;SG
collection	kolekcji	collection	kolekcja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
nicolai	nicolai	nicolai	nicolaić	PROPN;NOM	
mäta	pomiar	mäta	pomiar	V;IMP;FIN;ACT	N;NOM;MASC;SG
mäta	pomiary	mäta	pomiar	V;IMP;FIN;ACT	N;NOM;MASC;PL
mäta	pomiaru	mäta	pomiar	V;IMP;FIN;ACT	N;GEN;MASC;SG
mäta	środek	mäta	środek	V;IMP;FIN;ACT	N;NOM;MASC;SG
mäta	środka	mäta	środek	V;IMP;FIN;ACT	N;GEN;MASC;SG
mäta	miara	mäta	miara	V;IMP;FIN;ACT	N;NOM;FEM;SG
mäta	miary	mäta	miara	V;IMP;FIN;ACT	
köket	kuchni	kök	kuchnia	N;NOM;DEF;NEUT;SG	N;GEN;FEM;SG
köket	kuchnie	kök	kuchnąć	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL
köket	kuchenne	kök	kuchenny	N;NOM;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
produktioner	productions	produktion	productions	N;NOM;INDF;MASC+FEM;PL	
villeneuve	villeneuve	villeneuve	villeneuve	PROPN;NOM	
malm	ruda	malm	rudy	N;NOM;INDF;MASC+FEM;SG	
malm	rudy	malm	ruda	N;NOM;INDF;MASC+FEM;SG	
malm	rudy	malm	ruda	N;NOM;INDF;MASC+FEM;SG	
too	tez	too	tez	N;NOM;INDF;NEUT;SG	
too	też	too	też	N;NOM;INDF;NEUT;SG	PART
too	too	too	too	N;NOM;INDF;NEUT;SG	
too	zbyt	too	zbyt	N;NOM;INDF;NEUT;SG	PART
konstantinopel	konstantynopola	konstantinopel	konstantynopol	PROPN;NOM	N;ACC;MASC;SG
pike	pike	pike	pik	PROPN;NOM	
alma	alma	alm	alma	PROPN;NOM	
hat	nienawiści	hat	nienawiść	N;NOM;INDF;NEUT;SG	
hat	nienawiści	hat	nienawiść	N;NOM;INDF;NEUT;SG	
hat	nienawidzę	hat	nienawidzić	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
portage	portage	portage	portagy	N;NOM;INDF;MASC+FEM;SG	
belle	belle	belle	bell	N;NOM;INDF;NEUT;SG	
agera	działające	agera	działać	V;IMP;FIN;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
agera	aktorstwo	agera	aktorstwo	V;IMP;FIN;ACT	N;NOM;NEUT;SG
agera	act	agera	act	V;IMP;FIN;ACT	
agera	akt	agera	akt	V;IMP;FIN;ACT	N;NOM;MASC;SG
gonzález	gonzález	gonzález	gonzól	PROPN;NOM	PROPN;NOM;MASC;SG
expressen	ekspres	expresse	ekspres	PROPN;NOM	
expressen	express	expresse	express	PROPN;NOM	
expressen	ekspresowe	expresse	ekspresowy	PROPN;NOM	
mineral	mineralnych	mineral	mineralny	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
mineral	mineralne	mineral	mineralny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mineral	minerały	mineral	minerał	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
mineral	minerałów	mineral	minerał	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
mineral	minerały	mineral	minerał	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
fylla	wypełnianie	fylla	wypełniać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fylla	napełniania	fylla	napełniać	V;IMP;FIN;ACT	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
fylla	wypełnienie	fylla	wypełnić	V;IMP;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kvarter	bloków	kvarter	blok	N;NOM;INDF;NEUT;PL	N;GEN;MASC;PL
riktig	real	riktig	real	ADJ;NOM;INDF;MASC+FEM;SG	
nationer	narodów	nation	naród	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
saudiarabien	arabia	saudiarabien	arabia	PROPN;NOM	PROPN;NOM;FEM;SG
saudiarabien	arabii	saudiarabien	arabia	PROPN;NOM	PROPN;GEN;FEM;SG
orsaker	przyczyny	orsak	przyczyna	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
orsaker	powoduje	orsak	powodować	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
orsaker	przyczyny	orsak	przyczyna	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
orsaker	przyczyn	orsak	przyczyna	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL
köpenhamns	kopenhagi	köpenhamn	kopenhag	PROPN;GEN	
köpenhamns	kopenhadze	köpenhamn	kopenhadz	PROPN;GEN	PROPN;DAT;MASC;SG
torre	torre	torr	torre	N;NOM;INDF;NEUT;SG	
populationen	populacji	population	populacja	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
upplösning	dezintegracji	upplösning	dezintegracja	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
upplösning	rozdzielczość	upplösning	rozdzielczość	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
upplösning	rozdzielczości	upplösning	rozdzielczość	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
upplösning	rezolucji	upplösning	rezolucja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
edge	edge	edge	edga	N;NOM;INDF;MASC+FEM;SG	
edge	krawędzi	edge	krawądzić	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
listar	listing	lista	listing	V;IND;PRS;FIN;ACT	
ladda	obciążenie	ladda	obciążyć	V;IMP;FIN;ACT	N;NOM;NEUT;SG
ladda	obciążenia	ladda	obciążenie	V;IMP;FIN;ACT	N;NOM;NEUT;PL
ladda	ładunek	ladda	ładunek	V;IMP;FIN;ACT	N;ACC;MASC;SG
konto	rachunek	konto	rachunek	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
konto	konta	konto	konta	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
byarna	wioski	byare	wioska	N;NOM;DEF;MASC+FEM;PL	N;ACC;FEM;SG
pete	pete	pete	pete	PROPN;NOM	PROPN;NOM;MASC;SG
toppar	szczytów	toppa	szczyt	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
toppar	peaks	toppa	peaks	N;NOM;INDF;MASC+FEM;PL	
kirby	kirby	kirby	kirba	PROPN;NOM	
hood	hood	hood	hood	N;NOM;INDF;MASC+FEM;SG	
hood	kaptur	hood	kaptura	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
rob	rob	rob	rob	PROPN;NOM	V;PFV;IMP;SG;2;FIN;ACT
rob	roba	rob	roba	PROPN;NOM	
klasser	klas	klass	klasa	N;NOM;INDF;MASC+FEM;PL	
klasser	klasy	klass	klasa	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
citat	cytuję	cita	cytować	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
citat	cytaty	cita	cytat	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
springfield	springfield	springfield	springfield	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
ordbok	słownika	ordbok	słownik	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
richmond	richmond	richmond	richmond	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
vaccinium	vaccinium	vaccinium	vaccinium	V;IMP;FIN;ACT	
zamora	zamora	zamor	zamorać	PROPN;NOM	V;IPFV;IND;SG;2;PRS;FIN;ACT
värsta	najgorsza	ond	zły	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
värsta	najgorszy	ond	zły	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
värsta	najgorzej	ond	zły	ADJ;NOM;DEF;RL	ADV;RL
värsta	najgorsze	ond	zły	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
pulchra	pulchra	pulchra	pulchra	N;NOM;INDF;MASC+FEM;SG	
återkomst	wróć	återkomst	wróć	N;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
återkomst	zamian	återkomst	zamian	N;NOM;INDF;MASC+FEM;SG	
återkomst	powrót	återkomst	powrót	N;NOM;INDF;MASC+FEM;SG	
komedi	komedii	komedi	komedia	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
federal	federalny	federal	federalny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
federal	federalnej	federal	federalny	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;FEM;SG
federal	federalne	federal	federalny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
federal	federalna	federal	federalny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
non	non	non	non	N;NOM;INDF;NEUT;SG	
rydberg	rydberg	rydberg	rydberg	PROPN;NOM	
gloria	glorii	glorium	gloria	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
gloria	gloria	glorium	gloria	N;NOM;INDF;MASC+FEM;SG	
rainbow	rainbow	rainbow	rainbow	N;NOM;INDF;MASC+FEM;SG	
rainbow	tęcza	rainbow	tęcza	N;NOM;INDF;MASC+FEM;SG	
svara	odpowiedz	svara	odpowiedzieć	V;IMP;FIN;ACT	
svara	odpowiedź	svara	odpowiedź	V;IMP;FIN;ACT	N;NOM;FEM;SG
svara	odpowiedz	svara	odpowiedzieć	V;IMP;FIN;ACT	
svara	odpowiedź	svara	odpowiedź	V;IMP;FIN;ACT	N;NOM;FEM;SG
svara	odpowiedz	svara	odpowiedzieć	V;IMP;FIN;ACT	
besöka	odwiedziny	besöka	odwiedzina	V;IMP;FIN;ACT	N;NOM;FEM;SG
besöka	wizyta	besöka	wizyta	V;IMP;FIN;ACT	N;NOM;FEM;SG
besöka	wizyty	besöka	wizyta	V;IMP;FIN;ACT	N;ACC;FEM;PL
besöka	zwiedzanie	besöka	zwiedzać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
besöka	odwiedziny	besöka	odwiedzina	V;IMP;FIN;ACT	N;NOM;FEM;SG
besöka	odwiedza	besöka	odwiedzać	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
geschichte	geschichte	geschichte	geschicht	N;NOM;INDF;MASC+FEM;SG	
turneringar	turniej	turnering	turnia	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
turneringar	turnieju	turnering	turniej	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
marius	mariusz	marius	mariusz	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
marius	marius	marius	marius	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
sean	sean	sean	sean	PROPN;NOM	PROPN;NOM;MASC;SG
sean	seana	sean	seana	PROPN;NOM	N;ACC;MASC;SG
ronnie	ronnie	ronnie	ronnąć	PROPN;NOM	ADV
ronnie	ronniego	ronnie	ronnić	PROPN;NOM	N;ACC;MASC;SG
marcos	marcos	marcos	marcos	PROPN;NOM	PROPN;NOM;MASC;SG
andliga	duchowy	andlig	duchowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
andliga	duchowego	andlig	duchowy	ADJ;NOM;PL	ADJ;ACC;MASC;SG
andliga	duchowym	andlig	duchowy	ADJ;NOM;PL	ADJ;INS;MASC;SG
andliga	duchowej	andlig	duchowy	ADJ;NOM;PL	ADJ;GEN;FEM;SG
andliga	duchowe	andlig	duchowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
speciosa	speciosa	specios	speciosać	N;NOM;INDF;MASC+FEM;SG	
ghost	ghost	ghost	ghost	N;NOM;INDF;MASC+FEM;SG	
ghost	duchu	ghost	duch	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
symfoni	symphony	symfoni	symphon	N;NOM;INDF;MASC+FEM;SG	
cesar	cesar	cesa	cesar	PROPN;NOM	V;IPFV;IND;SG;2;PRS;FIN;ACT
effektivt	skutecznie	effektiv	skutecznie	ADJ;NOM;INDF;NEUT;SG	ADV
effektivt	efektywnie	effektiv	efektywnie	ADJ;NOM;INDF;NEUT;SG	ADV
effektivt	skutecznie	effektiv	skutecznie	ADJ;NOM;INDF;NEUT;SG	ADV
effektivt	efektywnie	effektiv	efektywnie	ADJ;NOM;INDF;NEUT;SG	ADV
hubert	hubert	hubert	hubert	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
sirius	syriusz	sirius	syriusz	PROPN;NOM	N;NOM;MASC;SG
tidigast	najwcześniej	tidig	mośno	ADJ;NOM;INDF;RL	ADV;RL
konstverk	prace	konstverk	praca	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
sune	sune	sun	sunąć	PROPN;NOM	
lopez	lópez	lopez	lópez	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG
lopez	lopez	lopez	lopez	N;NOM;DEF;NEUT;SG	
uppfinnare	wynalazców	uppfinnare	wynalazca	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
kunder	klientów	kund	klient	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
kunder	klientów	kund	klient	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
märke	brand	märke	brand	N;NOM;INDF;NEUT;SG	
märke	marka	märke	marka	N;NOM;INDF;NEUT;SG	
märke	markę	märke	marka	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
märke	marki	märke	marka	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
märke	oznacz	märke	oznaczyć	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
märke	zaznacz	märke	zaznaczyć	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
märke	marka	märke	marka	N;NOM;INDF;NEUT;SG	
märke	mark	märke	mark	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
besegrades	pokonany	besegra	pokonać	V;IND;PST;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
besegrades	pokonał	besegra	pokonać	V;IND;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
besegrades	pokonani	besegra	pokonać	V;IND;PST;FIN;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
maskiner	maszyny	maskin	maszyna	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
maskiner	maszyny	maskin	maszyna	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
rick	rick	råck	rick	PROPN;NOM	PROPN;NOM;MASC;SG
rick	ricka	råck	ricka	PROPN;NOM	
cherry	cherry	cherry	cherra	PROPN;NOM	
hagen	hagen	hag	hagen	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
springer	springer	spring	springer	V;IND;PRS;FIN;ACT	
flavescens	flavescens	flavesc	flavescens	N;NOM;INDF;MASC+FEM;SG	
uttagen	wypłaty	uttagen	wypłata	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
uttagen	wycofanie	uttagen	wycofać	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
militären	wojskowy	militär	wojskowy	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
militären	wojskowe	militär	wojskowy	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kth	kth	kth	kto	PROPN;NOM	
nine	dziewięciu	nine	dziewięć	N;NOM;INDF;NEUT;SG	
nine	nine	nine	niny	N;NOM;INDF;NEUT;SG	
nine	dziewięć	nine	dziewięć	N;NOM;INDF;NEUT;SG	
elvis	elvisa	elvis	elvis	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
sovjet	sowieci	sovjet	sowiecić	PROPN;NOM	N;NOM;MASC;PL
sovjet	zsrr	sovjet	zsrr	PROPN;NOM	PROPN;NOM;MASC;SG
sovjet	sowiecki	sovjet	sowiecki	PROPN;NOM	ADJ;NOM;MASC;SG
sovjet	radziecki	sovjet	radziecki	PROPN;NOM	ADJ;NOM;MASC;SG
cello	wiolonczeli	cello	wiolonczeny	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
grundarna	założycieli	grundare	założyciel	N;NOM;DEF;MASC+FEM;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
mähren	moraw	mähr	móraw	PROPN;NOM	
candida	candida	candid	candida	N;NOM;INDF;MASC+FEM;SG	
über	über	über	über	V;IMP;FIN;ACT	
varma	ciepła	varma	ciepło	ADJ;NOM;PL	
varma	ciepło	varma	ciepło	ADJ;NOM;PL	
varma	ciepły	varma	ciepły	ADJ;NOM;PL	ADJ;NOM;MASC;SG
blockerade	zablokowany	blockera	zablokować	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
blockerade	zablokowana	blockera	zablokować	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
blockerade	zablokowane	blockera	zablokować	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ersatt	zastąpiła	ersatt	zastąpić	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
ersatt	zastąpił	ersatt	zastąpić	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ersatt	zastąpić	ersatt	zastąpić	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NFIN;ACT
haga	haga	hag	haga	PROPN;NOM	
adelaide	adelaide	adelaide	adelaide	PROPN;NOM	PROPN;NOM;MASC;SG
batman	batman	batman	batman	N;NOM;DEF;MASC+FEM;SG	
batman	batmana	batman	batman	N;NOM;DEF;MASC+FEM;SG	N;ACC;MASC;SG
uppvuxen	wychował	uppvuxen	wychować	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ögat	eye	öga	e	N;NOM;DEF;NEUT;SG	
fångenskap	niewoli	fångenskap	niewola	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
fångenskap	niewoli	fångenskap	niewola	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
zaragoza	zaragoza	zaragoz	zaragozać	PROPN;NOM	V;IPFV;IND;SG;2;PRS;FIN;ACT
nixon	nixona	nixon	ninony	PROPN;NOM	
nixon	nixon	nixon	nixon	PROPN;NOM	PROPN;NOM;MASC;SG
technology	technologii	technology	technologia	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
technology	technologie	technology	technologia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kommersiell	komercyjny	kommersiell	komercyjny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
kommersiell	komercyjne	kommersiell	komercyjny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
svag	słabo	svag	słabo	ADJ;NOM;INDF;MASC+FEM;SG	ADV
hidalgo	hidalgo	hidalgo	hidalgo	N;NOM;INDF;MASC+FEM;SG	
brorson	bratanka	brorson	bratanka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
brorson	siostrzeńca	brorson	siostrzeniec	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
femton	fifteen	femton	fifteen	NUM;NOM	
femton	piętnaście	femton	piętnaście	NUM;NOM	
virgin	dziewicze	virgi	dziewicz	N;NOM;INDF;MASC+FEM;SG	
ved	wood	ved	wood	N;NOM;INDF;MASC+FEM;SG	
ved	drewna	ved	drewna	N;NOM;INDF;MASC+FEM;SG	
säljer	sprzedawanie	sälja	sprzedawać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
säljer	sprzedaży	sälja	sprzedaż	V;IND;PRS;FIN;ACT	
säljer	sprzedaż	sälja	sprzedaż	V;IND;PRS;FIN;ACT	
öppnar	otwieranie	öppna	otwierać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
öppnar	otwarcie	öppna	otworzyć	V;IND;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
öppnar	otwarcia	öppna	otworzyć	V;IND;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
öppnar	otwierające	öppna	otwierać	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
magic	magiczne	magic	magiczny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
magic	czary	magic	czar	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
magic	magic	magic	magica	N;NOM;INDF;MASC+FEM;SG	
magic	magii	magic	magaia	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
expeditionen	wyprawy	expedition	wyprawa	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;PL
önskan	pragnienia	önskan	pragnienie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
önskan	życzymy	önskan	życzyć	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
önskan	życzy	önskan	życzyć	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
önskan	życzę	önskan	życzyć	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
skapats	utworzona	skapa	utworzyć	V;V.CVB;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
skapats	utworzony	skapa	utworzyć	V;V.CVB;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
skapats	utworzono	skapa	utworzyć	V;V.CVB;PASS	V;PFV;IND;0;PST;FIN;ACT
skapats	stworzył	skapa	stworzyć	V;V.CVB;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
skapats	utworzone	skapa	utworzyć	V;V.CVB;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
muslimer	muzułmanów	muslim	muzułmanin	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
muslimer	muzułmańskich	muslim	muzułmański	N;NOM;INDF;MASC+FEM;PL	ADJ;GEN;MASC;PL
strauss	strauss	strauss	strauss	PROPN;NOM	
innsbruck	innsbruck	innsbruck	innsbruck	PROPN;NOM	N;NOM;MASC;SG
seattle	seattle	seattle	seatle	PROPN;NOM	PROPN;NOM;MASC;SG
restauranger	restauracje	restaurang	restauracja	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
rymmer	ucieczce	rymma	ucieczka	V;IND;PRS;FIN;ACT	N;DAT;FEM;SG
rymmer	ucieczka	rymma	ucieczka	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
köpt	kupił	köpa	kupić	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
köpt	kupiła	köpa	kupić	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
snabbaste	najszybszy	snabb	szybki	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
