من	ποιος	مِن	ποιος	ADP	DET;NOM;DEF;MASC;SG
الميكانيكية	μηχανικό	مِيكَانِيكِيَّة	μηχανικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
رالي	ράλεϊ	رَالِي	ράλεϊ		
مدني	πολίτης	مَدَنِيّ	πολίτης		N;NOM;MASC;SG
سنه	έτος	سنه	έτος	N;NOM;INDF;SG	N;ACC;NEUT;SG
سنه	χρονιά	سنه	χρονιά	N;NOM;INDF;SG	N;ACC;FEM;SG
معلم	δάσκαλε	مُعَلِّم	δασκάλλω	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
معلم	αφέντη	مُعَلِّم	αφήντης	N;NOM;INDF;SG	N;ACC;MASC;SG
البضائع	εμπορευμάτων	بِضَاعَة	εμπόρευμα	N;NOM;DEF;PL	N;GEN;NEUT;PL
البضائع	εμπόρευμα	بِضَاعَة	εμπόρευμα	N;NOM;DEF;PL	N;NOM;NEUT;SG
شامل	inclusive	شَامِل	inclusive	ADJ;NOM;INDF;MASC;SG	
المرافق	κοινόχρηστα	مِرفَق	κοινόχρηστος	N;NOM;DEF;PL	ADJ;NOM;NEUT;PL
مؤخرا	πρόσφατα	مُؤَخَّر	πρόσφατα	ADJ;ACC;INDF;MASC;SG	ADV
مؤخرا	προσφάτως	مُؤَخَّر	προσφάτως	ADJ;ACC;INDF;MASC;SG	ADV
مؤخرا	τελευταία	مُؤَخَّر	τελευταία	ADJ;ACC;INDF;MASC;SG	ADV
السفارة	πρεσβείας	سِفَارَة	πρεσβεία	N;NOM;DEF;SG	N;GEN;FEM;SG
اثنان	δυο	اِثنَان	δύο	N;NOM;INDF;SG	NUM;NOM;PL
اثنان	two	اِثنَان	two	N;NOM;INDF;SG	
اثنان	δύο	اِثنَان	δύο	N;NOM;INDF;SG	NUM;NOM;MASC;PL
القارئ	ηπειρωτική	قَارِئ	ηπειρωτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
القارئ	αναγνώστη	قَارِئ	αναγνώστης	N;NOM;DEF;SG	N;VOC;MASC;SG
الدبلوماسية	διπλωματική	دِبلُومَاسِيَّة	διπλωματικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الدبلوماسية	διπλωματικά	دِبلُومَاسِيَّة	διπλωματικά	N;NOM;DEF;SG	ADV
الدبلوماسية	διπλωματικό	دِبلُومَاسِيَّة	διπλωματικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الدبلوماسية	διπλωματίας	دِبلُومَاسِيَّة	διπλωματία	N;NOM;DEF;SG	N;GEN;FEM;SG
المقرر	αποφαση	مُقَرَّر	αποφαση	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
المقرر	απόφαση	مُقَرَّر	απόφαση	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
المقرر	εισηγητή	مُقَرَّر	εισηγητής	ADJ;NOM;DEF;MASC;SG	N;VOC;MASC;SG
المقرر	εισηγητής	مُقَرَّر	εισηγητής	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
نزل	κατέβασμα	نَزَل	κατέβασμα	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
نزل	λήψη	نَزَل	λήψη	V;PFV;MASC;SG;3;ACT	N;ACC;FEM;SG
نزل	κατεβάστε	نَزَل	κατεβάστε	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
نزل	μοτέλ	نَزَل	μοτέλ	V;PFV;MASC;SG;3;ACT	
نزل	inn	نَزَل	inn	V;PFV;MASC;SG;3;ACT	
نزل	ιν	نَزَل	ιν	V;PFV;MASC;SG;3;ACT	
نزل	πανδοχείο	نَزَل	πανδοχείο	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
الذرية	ατομική	ذُريَة	ατομικός		ADJ;NOM;FEM;SG
الذرية	απόγονοι	ذُريَة	απόγονος		N;NOM;MASC;PL
الذرية	απόγονος	ذُريَة	απόγονος		N;NOM;MASC;SG
الذرية	απογόνους	ذُريَة	απόγονος		N;ACC;MASC;PL
بوش	bush	بُوش	bush		
بوش	μπους	بُوش	μπου		
بوش	θάμνος	بُوش	θάμνος		N;NOM;MASC;SG
بوش	θάμνο	بُوش	θάμνο		N;NOM;NEUT;SG
بوش	μπος	بُوش	μπος		
حكمت	αποφάνθηκε	حَكَم	αποφαίνομαι	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
لهجة	τόνο	لَهجَة	τόνος	N;NOM;INDF;SG	N;ACC;MASC;SG
جنرال	στρατηγός	جنرال	στρατηγός		N;NOM;MASC;SG
جنرال	γενική	جنرال	γενικός		ADJ;NOM;FEM;SG
جنرال	γενικές	جنرال	γενικός		ADJ;NOM;FEM;PL
جنرال	γενικά	جنرال	γενικά		ADV
جنرال	γενικό	جنرال	γενικός		ADJ;NOM;NEUT;SG
النخيل	παλμ	نَخل	παλμ	N;NOM;DEF;PL	
النخيل	παλάμη	نَخل	παλάμα	N;NOM;DEF;PL	N;NOM;FEM;SG
النخيل	palm	نَخل	palm	N;NOM;DEF;PL	
وكيل	πληρεξούσιος	وَكِيل	πληρεξούσιος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
وكيل	διαμεσολαβητή	وَكِيل	διαμεσολαβητής	N;NOM;INDF;SG	N;VOC;MASC;SG
وكيل	πράκτορα	وَكِيل	πράκτορα	N;NOM;INDF;SG	N;ACC;MASC;SG
تاج	κορώνα	تاج	κορώνας		N;GEN;FEM;PL
تاج	στέμμα	تاج	στέμμα		N;NOM;NEUT;SG
تاج	κράουν	تاج	κράω		
تاج	κορόνα	تاج	κορόνας		N;NOM;NEUT;SG
تاج	ταζ	تاج	ο		
فريدة	μοναδικοί	فَرِيد	μοναδικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
الاحتفال	γιορτάζει	اِحتِفَال	γιορτάζω	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الاحتفال	γιορτάζουν	اِحتِفَال	γιορτάζω	N;NOM;DEF;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
الاحتفال	γιορτάζω	اِحتِفَال	γιορτάζω	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
الاحتفال	γιορτάσουμε	اِحتِفَال	γιορτάσσω	N;NOM;DEF;SG	V;PFV;IND;PL;1;FIN;ACT
الاحتفال	γιόρτασε	اِحتِفَال	γιορτώ	N;NOM;DEF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
الاحتفال	γιορτάζουν	اِحتِفَال	γιορτάζω	N;NOM;DEF;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
النوبة	κατάσχεση	نُوبَة	κατάσχεση	N;NOM;DEF;SG	N;ACC;FEM;SG
متتالية	σερί	مُتَتَالِي	σερί	ADJ;NOM;INDF;FEM;SG	
متتالية	συνεχόμενες	مُتَتَالِي	συνεχόμενος	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
متتالية	διαδοχικά	مُتَتَالِي	διαδοχικά	ADJ;NOM;INDF;FEM;SG	ADV
متتالية	αλληλουχία	مُتَتَالِي	αλληλουχία	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
متتالية	ακολουθία	مُتَتَالِي	ακολουθία	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
الخام	ακατέργαστο	خَام	ακατέργαστος	ADJ;NOM;DEF;MASC;SG	N;NOM;NEUT;SG
الخام	ακατέργαστη	خَام	ακατέργαστος	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
الخام	ακατέργαστα	خَام	ακατέργαστα	ADJ;NOM;DEF;MASC;SG	N;NOM;NEUT;PL
الخام	ωμή	خَام	ωμή	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
الخام	ωμό	خَام	ωμό	ADJ;NOM;DEF;MASC;SG	N;NOM;NEUT;SG
واقع	πραγματικότητα	وَاقِع	πραγματικότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
مصلحة	τόκοι	مَصلَحَة	τόκος	N;NOM;INDF;SG	N;NOM;MASC;PL
ينتهي	λήγει	اِنتَهَى	λήγω	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
الجينات	γονιδίων	جَينَة	γονίδιο	N;NOM;DEF;PL	N;GEN;NEUT;PL
يستمر	συνεχίζεται	اِستَمَرّ	συνεχίζω	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
مواطن	πολίτη	مُوَاطِن	πολίτης	N;NOM;INDF;SG	N;VOC;MASC;SG
الطور	φάση	طُور	φάση	N;NOM;DEF;SG	N;ACC;FEM;SG
انتصار	νίκη	اِنتِصَار	νίκη	N;NOM;INDF;SG	N;ACC;FEM;SG
استجابة	ανταποκρίνεται	اِستِجَابَة	ανταποκρίνομαι	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
استجابة	ανταπόκριση	اِستِجَابَة	ανταπόκριση	N;NOM;INDF;SG	N;ACC;FEM;SG
استجابة	απόκριση	اِستِجَابَة	απόκριση	N;NOM;INDF;SG	N;ACC;FEM;SG
استجابة	αντίδραση	اِستِجَابَة	αντίδραση	N;NOM;INDF;SG	N;ACC;FEM;SG
حظر	απαγόρευση	حَظر	απαγόρευση	N;NOM;INDF;SG	N;ACC;FEM;SG
حظر	μπαν	حَظر	μπαν	N;NOM;INDF;SG	
حظر	block	حَظر	block	N;NOM;INDF;SG	
بيير	πιέρ	بَيِير	πιέρ		PROPN;NOM;MASC;SG
بيير	pierre	بَيِير	pierre		
بيير	πιερ	بَيِير	πιερ		PROPN;NOM;MASC;SG
الدائم	μόνιμες	دَائِم	μόνιμος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;PL
الدائم	μόνιμα	دَائِم	μόνιμα	ADJ;NOM;DEF;MASC;SG	ADV
ليك	λίμνη	لَيك	λίμνη		N;NOM;FEM;SG
تساوي	ίσης	تَسَاوِي	ίσος	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ;GEN;FEM;SG
تساوي	ίσοι	تَسَاوِي	ίσος	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ;NOM;MASC;PL
تساوي	ίσο	تَسَاوِي	ίσο	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
تساوي	ίση	تَسَاوِي	ίσος	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تساوي	ισότητα	تَسَاوِي	ισότητα	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;ACC;FEM;SG
دائمة	μόνιμες	دَائِم	μόνιμος	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
دائمة	μόνιμα	دَائِم	μόνιμα	ADJ;NOM;INDF;FEM;SG	ADV
حصان	ίππος	حِصَان	ίππος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
القصير	κοντή	قَصِير	κοντός		ADJ;NOM;FEM;SG
القصير	κοντός	قَصِير	κοντός		ADJ;NOM;MASC;SG
القصير	σύντομο	قَصِير	σύντομο		N;NOM;NEUT;SG
القصير	σύντομη	قَصِير	σύντομος		N;NOM;FEM;SG
القصير	σύντομος	قَصِير	σύντομος		N;NOM;MASC;SG
القدماء	αρχαίος	قَدِيم	αρχαίος	N;NOM;DEF;PL	ADJ;NOM;MASC;SG
القدماء	αρχαίο	قَدِيم	αρχαίος	N;NOM;DEF;PL	ADJ;NOM;NEUT;SG
القدماء	αρχαία	قَدِيم	αρχαίος	N;NOM;DEF;PL	ADJ;NOM;FEM;SG
القدماء	αρχαίους	قَدِيم	άρχαιος	N;NOM;DEF;PL	ADJ;ACC;MASC;PL
القدماء	αρχαίοι	قَدِيم	αρχαίος	N;NOM;DEF;PL	ADJ;NOM;MASC;PL
الاثنين	δευτέρα	اِثنَان	δευτέρα	N;NOM;DEF;SG	N;ACC;FEM;SG
مقطع	τεμαχισμένο	مَقطَع	τεμαχίζω	N;NOM;INDF;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
مقطع	κλιπ	مَقطَع	κλιπ	N;NOM;INDF;SG	
زينب	ζεϊνέπ	زينب	ζεϊνέπ		
يوميا	καθημερινή	يَومِيّ	καθημερινός	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
يوميا	καθημερινά	يَومِيّ	καθημερινά	ADJ;ACC;INDF;MASC;SG	ADV
يوميا	ημερήσια	يَومِيّ	ημερήσιος	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
يوميا	καθημερινή	يَومِيّ	καθημερινός	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
يوميا	καθημερινές	يَومِيّ	καθημερινός	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;PL
يوميا	καθημερινά	يَومِيّ	καθημερινά	ADJ;ACC;INDF;MASC;SG	ADV
ناسا	nasa	نَاس	nasa		
ناسا	νασα	نَاس	νασός		N
النفايات	απόβλητο	نُفَايَة	απόβλητος	N;NOM;DEF;PL	ADJ;NOM;NEUT;SG
النفايات	αποβλήτων	نُفَايَة	απόβλητος	N;NOM;DEF;PL	N;GEN;NEUT;PL
سؤال	ερώτηση	سُؤَال	ερώτηση	N;NOM;INDF;SG	N;ACC;FEM;SG
ضيق	σφιχτή	ضيق	σφιχτός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ضيق	σφιχτά	ضيق	σφιχτός	N;NOM;INDF;SG	N;NOM;NEUT;PL
ضيق	σφιχτό	ضيق	σφιχτός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ضيق	στενή	ضيق	στενός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
الصفر	μηδενικό	صِفر	μηδενικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
سفارة	πρεσβείας	سِفَارَة	πρεσβεία	N;NOM;INDF;SG	N;GEN;FEM;SG
وهران	οράν	وَهرَان	οράν		PROPN;NOM;NEUT;SG
الكلى	νεφρό	كُليَة	νεφρό	N;NOM;DEF;PL	N;NOM;NEUT;SG
الكلى	νεφρών	كُليَة	νεφρός	N;NOM;DEF;PL	N;GEN;MASC;PL
التقاليد	παράδοση	تَقلِيد	παράδοση	N;NOM;DEF;PL	N;ACC;FEM;SG
السبعينات	seventies	سَبعِينَات	seventies	N;NOM;DEF;PL	
وحده	μόνοι	وحده	μόνος	PRO;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
وحده	μονη	وحده	μονος	PRO;NOM;MASC;SG;3	N;ACC;FEM;SG
وحده	μόνη	وحده	μόνος	PRO;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
وحده	μόνος	وحده	μόνος	PRO;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
القرص	δίσκο	قُرصَة	δίσκο	N;NOM;DEF;SG	N;ACC;MASC;SG
القرص	δίσκο	قُرصَة	δίσκο	N;NOM;DEF;SG	N;ACC;MASC;SG
الصديق	φιλε	صَدِيق	φίλομαι	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ضبط	σετ	ضَبط	σετ	N;NOM;INDF;SG	
شاكر	ευγνώμων	شاكر	ευγνώμων		ADJ;NOM;MASC;SG
شاكر	ευγνώμονες	شاكر	ευγνώμονας		ADJ;NOM;MASC;PL
شاكر	σέικερ	شاكر	σέικερ		N;NOM;NEUT;SG
مرضى	ασθενείς	مَرِيض	ασθενής	N;NOM;INDF;PL	ADJ;NOM;MASC;PL
مجتمعات	κοινωνιών	مُجتَمَع	κοινωνία	N;NOM;INDF;PL	N;GEN;FEM;PL
المنطق	λογική	مَنطِق	λογικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المراقبة	παρακολούθηση	مُرَاقَبَة	παρακολούθηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الفرات	ευφράτη	فُرَّة	εύφρατος	N;NOM;DEF;SG	N;ACC;MASC;SG
شو	σω	شو	σε		N;NOM;MASC;SG
شو	σο	شو	σο		
اكتشفت	ανακάλυψα	اِكتَشَف	ανακάλυσα	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
اكتشفت	ανακαλύφθηκε	اِكتَشَف	ανακαλύπτω	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
اكتشفت	ανακάλυψαν	اِكتَشَف	ανακαλύπτω	V;PFV;FEM;SG;3;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
مكعب	κυβικά	مُكَعَّب	κυβικά	N;NOM;INDF;SG	N;NOM;NEUT;PL
مزيج	συνδυασμό	مَزِيج	συνδυασμός	N;NOM;INDF;SG	N;ACC;MASC;SG
تينيسي	τενεσί	تينيسي	τενεσί		
الكندية	καναδός	كَنَدِيّ	καναδός	ADJ;NOM;DEF;FEM;SG	N;NOM;MASC;SG
بنجاح	επιτυχώς	بنجاح	επιτυχώς		ADV
طريقه	τρόπος	طريقه	τρόπος	PRO;NOM;FEM;SG;3	N;NOM;MASC;SG
طريقه	τροπος	طريقه	τροπος	PRO;NOM;FEM;SG;3	N;NOM;MASC;SG
طريقه	way	طريقه	way	PRO;NOM;FEM;SG;3	
مقعد	πάγκο	مَقعَد	πάγκο	N;NOM;INDF;SG	N;ACC;MASC;SG
المدة	διάρκεια	مُدَّة	διάρκεια	N;NOM;DEF;SG	N;ACC;FEM;SG
المدة	διαρκεια	مُدَّة	διαρκεια	N;NOM;DEF;SG	N;ACC;FEM;SG
منتدى	forum	منتدى	forum	N;NOM;INDF;SG	
فورد	φορντ	فُورد	φορντ		
فورد	φόρντ	فُورد	φόρντ		N
فورد	ford	فُورد	ford		
السويدية	σουηδικά	سوِيدِيّ	σουηδικά	ADJ;NOM;DEF;FEM;SG	ADV
حلف	σύμφωνο	حِلف	σύμφωνο		N;NOM;NEUT;SG
النظريات	θεωρίες	نَظَرِيَّة	θεωρία	ADJ;NOM;DEF;FEM;PL	N;NOM;FEM;PL
الواردة	εισερχόμενη	وَارِد	εισερχόμενος	ADJ;NOM;DEF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
الواردة	εισερχόμενα	وَارِد	εισερχόμενα	ADJ;NOM;DEF;FEM;SG	ADV
الواردة	εισερχόμενο	وَارِد	εισερχόμενο	ADJ;NOM;DEF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
خميس	πεμ	خميس	πεμ		
خميس	πέμπτη	خميس	πέμπτη		N;ACC;FEM;SG
امتدت	τεντωμένο	اِمتَدّ	τεντωμένος	V;PFV;FEM;SG;3;ACT	N;NOM;NEUT;SG
علاوة	bonus	عِلَاوَة	bonus	N;ACC;INDF;SG	
علاوة	μπόνους	عِلَاوَة	μπόνος	N;ACC;INDF;SG	N;NOM;MASC;PL
احد	καποιος	أَحَد	καποιος	N;NOM;INDF;SG	V;PFV;IND;SG;1;FIN;ACT
احد	κάποιος	أَحَد	κάποιος	N;NOM;INDF;SG	PRO;NOM;MASC;SG;3
احد	κάποιον	أَحَد	κάποιος	N;NOM;INDF;SG	PRO;ACC;MASC;SG;3
احد	ένας	أَحَد	ένας	N;NOM;INDF;SG	DET;NOM;INDF;MASC;SG
احد	μία	أَحَد	ένας	N;NOM;INDF;SG	NUM;NOM;FEM;SG
احد	ένα	أَحَد	ένας	N;NOM;INDF;SG	NUM;NOM;NEUT;SG
احد	μια	أَحَد	ένας	N;NOM;INDF;SG	NUM;NOM;FEM;SG
منى	μόνα	منى	μόνος		ADJ;NOM;NEUT;PL
الكمية	ποσότητες	كَمِّيَّة	ποσότητα	N;NOM;DEF;SG	N;NOM;FEM;PL
ويليامز	γουίλιαμς	ويليامز	γουίλιαμ		N;NOM;FEM;SG
ويليامز	ουίλιαμς	ويليامز	ουίλιαμς		N;NOM;NEUT;SG
ويليامز	williams	ويليامز	williams		
يدعم	στηρίγματα	دَعَم	στήριγμα	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;PL
ملحوظ	αξιοσημείωτα	مَلحُوظ	αξιοσημείωτος	ADJ;NOM;INDF;MASC;SG	ADV
نادال	ναδάλ	نَادَال	ναδάλ		
شمالا	βορεια	شَمَال	βορεια	N;ACC;INDF;SG	N;NOM;FEM;SG
شمالا	βόρεια	شَمَال	βόρεια	N;ACC;INDF;SG	ADV
شمالا	βορράς	شَمَال	βορράς	N;ACC;INDF;SG	N;NOM;MASC;SG
تكرار	επανέλαβε	تَكرَار	επαναλαμβάνω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
تكرار	επανάληψη	تَكرَار	επανάληψη	N;NOM;INDF;SG	N;ACC;FEM;SG
تكرار	επαναλάβετε	تَكرَار	επαναλαμβάνω	N;NOM;INDF;SG	V;PFV;IND;PL;2;FIN;ACT
تكرار	επαναλαμβάνω	تَكرَار	επαναλαμβάνω	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
تكرار	επανεμφάνιση	تَكرَار	επανεμφάνιση	N;NOM;INDF;SG	N;ACC;FEM;SG
تكرار	υποτροπή	تَكرَار	υποτροπή	N;NOM;INDF;SG	N;ACC;FEM;SG
تكرار	επανάληψης	تَكرَار	επανάληψη	N;NOM;INDF;SG	N;GEN;FEM;SG
تكرار	συχνότητα	تَكرَار	συχνότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
مسلمة	μουσουλμάνος	مُسلِم	μουσουλμάνος	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
مسلمة	μουσουλμάνοι	مُسلِم	μουσουλμάνος	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;PL
القادم	επόμενη	قَادِم	επόμενος	ADJ;NOM;DEF;MASC;SG	ADJ;ACC;FEM;SG
المدخل	είσοδο	مَدخَل	είσοδος	N;NOM;DEF;SG	N;ACC;FEM;SG
العرق	αγώνα	عِرق	αγώνας	N;NOM;DEF;SG	N;ACC;MASC;SG
العرق	race	عِرق	race	N;NOM;DEF;SG	
مشهور	δημοφιλή	مَشهُور	δημοφιλός	ADJ;NOM;INDF;MASC;SG	ADV
مشهور	δημοφιλείς	مَشهُور	δημοφιλέας	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
مشهور	δημοφιλές	مَشهُور	δημοφιλής	ADJ;NOM;INDF;MASC;SG	ADV
مشهور	διάσημο	مَشهُور	διάσημος	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
مشهور	διάσημος	مَشهُور	διάσημος	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
مشهور	διάσημοι	مَشهُور	διάσημος	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;PL
بشار	μπασάρ	بشار	μπασάρ		
سعة	χωρητικότητα	سَعَة	χωρητικότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
سعة	ικανότητα	سَعَة	ικανότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
سعة	δυναμικότητα	سَعَة	δυναμικότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
نهج	προσεγγίσεις	نَهج	προσέγγιση	N;NOM;INDF;SG	N;NOM;FEM;PL
نهج	προσέγγιση	نَهج	προσέγγιση	N;NOM;INDF;SG	N;ACC;FEM;SG
القضاة	κριτές	قَاضِي	κριτός	N;NOM;DEF;PL	NUM;NOM;MASC;PL
تاريخي	ιστορικές	تَارِيخِيّ	ιστορικός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
تاريخي	ιστορικά	تَارِيخِيّ	ιστορικά	ADJ;NOM;INDF;MASC;SG	ADV
تعاون	συνεργαστείτε	تَعَاوُن	συνεργάζομαι	N;NOM;INDF;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
تعاون	συνεργασια	تَعَاوُن	συνεργασία	N;NOM;INDF;SG	N;ACC;FEM;SG
تعاون	συνεργασία	تَعَاوُن	συνεργασία	N;NOM;INDF;SG	N;ACC;FEM;SG
تعاون	συνεργάζονται	تَعَاوُن	συνεργάζομαι	N;NOM;INDF;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
تعاون	συνεργαστείτε	تَعَاوُن	συνεργάζομαι	N;NOM;INDF;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
موناكو	μονακό	مُونَاكُو	μονακός		
الصلاحية	κύρος	صَلَاحِيَّة	κύρος	N;NOM;DEF;SG	N;ACC;MASC;SG
الصلاحية	εγκυρότητα	صَلَاحِيَّة	εγκυρότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
استهلاك	κατανάλωση	اِستِهلَاك	κατανάλωση	N;NOM;INDF;SG	N;ACC;FEM;SG
استهلاك	υποτίμηση	اِستِهلَاك	υποτίμηση	N;NOM;INDF;SG	N;ACC;FEM;SG
استهلاك	απόσβεσης	اِستِهلَاك	απόσβεση	N;NOM;INDF;SG	N;GEN;FEM;SG
استهلاك	απόσβεση	اِستِهلَاك	απόσβεση	N;NOM;INDF;SG	N;ACC;FEM;SG
زي	κοστούμι	زي	κοστούμι		N;NOM;NEUT;SG
زي	στολή	زي	στολή		N;NOM;FEM;SG
زي	ζι	زي	ζι		N
موعد	ημερομηνία	مَوعِد	ημερομηνία	N;NOM;INDF;SG	N;ACC;FEM;SG
الفجر	ντόουν	فَجر	ντόω	N;NOM;DEF;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
اعادة	αποκαταστήσει	إِعَادَة	αποκαθιστώ	N;NOM;INDF;SG	V;PFV;IND;3;NFIN;ACT
محيط	περίμετρος	مُحِيط	περίμετρος		N;GEN;NEUT;SG
محيط	περίμετρο	مُحِيط	περίμετρο		N;ACC;FEM;SG
محيط	ωκεανού	مُحِيط	ωκεανός		N;GEN;NEUT;SG
محيط	ωκεανός	مُحِيط	ωκεανός		PROPN;NOM;MASC;SG
محيط	ωκεανό	مُحِيط	ωκεανός		N;VOC;MASC;SG
ميخائيل	μιχαήλ	مِيخَائِيل	μιχαήλ		PROPN;NOM;MASC;SG
الفيروس	ιού	فَيرُوس	ιού	N;NOM;DEF;SG	N;GEN;NEUT;SG
الفيروس	ιό	فَيرُوس	ιό	N;NOM;DEF;SG	N;ACC;MASC;SG
قرطبة	κόρδοβα	قُرطُبَة	κόρδοβος		PROPN;NOM;FEM;SG
قرطبة	κόρδοβα	قُرطُبَة	κόρδοβος		PROPN;NOM;FEM;SG
النبلاء	ευγενείς	نَبِيل	ευγενής	N;NOM;DEF;PL	ADJ;NOM;MASC;PL
المعرض	εκθέματα	مَعرِض	έκθεμα	N;NOM;DEF;SG	N;NOM;NEUT;PL
المعرض	gallery	مَعرِض	gallery	N;NOM;DEF;SG	
المعرض	έκθεση	مَعرِض	έκθεση	N;NOM;DEF;SG	N;ACC;FEM;SG
التجار	εμπόρους	تَاجِر	έμπορος	N;NOM;DEF;PL	N;ACC;MASC;PL
التجار	εμπόρους	تَاجِر	έμπορος	N;NOM;DEF;PL	N;ACC;MASC;PL
المهاجم	επιθετικός	مُهَاجِم	επιθετικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الجملة	χονδρικής	جُملَة	χονδρικός	N;NOM;DEF;SG	ADJ;GEN;FEM;SG
الجملة	χονδρική	جُملَة	χονδρικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الجملة	ποινή	جُملَة	ποινή	N;NOM;DEF;SG	N;ACC;FEM;SG
النمساوية	αυστριακός	نِمسَاوِيّ	αυστριακός		ADJ;NOM;MASC;SG
النمساوية	αυστριακό	نِمسَاوِيّ	αυστριακός		ADJ;NOM;NEUT;SG
