izumil	erfindung	izumiti	erfindung	V;PFV;MASC;SG;V.PTCP	N;FEM;SG
garcia	garcía	garcia	garcía	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
haas	haas	haas	haas	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
vrhovi	spitzen	vrh	spitz	N;NOM;MASC;PL	V;NFIN
vrhovi	gipfel	vrh	gipfel	N;NOM;MASC;PL	ADV
vrhovi	gipfeln	vrh	gipfeln	N;NOM;MASC;PL	V;NFIN
testiranje	testen	testiranje	testen	N;NOM;NEUT;SG	V;NFIN
selena	selen	selen	selen	N;NOM;FEM;SG	
selena	selena	selen	selena	N;NOM;FEM;SG	PROPN;NOM;SG
navdušen	beeindrucken	navdušen	beeindrucken	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NFIN
navdušen	erregt	navdušen	erregen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
nakup	kaufen	nakup	kaufen	N;NOM;MASC;SG	V;NFIN
nakup	einkauf	nakup	einkauf	N;NOM;MASC;SG	
nakup	kaufen	nakup	kaufen	N;NOM;MASC;SG	V;NFIN
nakup	buy	nakup	buy	N;NOM;MASC;SG	PROPN;NOM;SG
nakup	kaufen	nakup	kaufen	N;NOM;MASC;SG	V;NFIN
bishop	bischof	bishop	bischof		PROPN;NOM;MASC;SG
bishop	bischöfe	bishop	bischöf		
bishop	bishop	bishop	bishop		PROPN
bishop	läufer	bishop	lauf		
bishop	bischofs	bishop	bischofs		
modrosti	klugheit	modrost	klugheit	N;GEN;FEM;PL	
modrosti	weisheit	modrost	weisheit	N;GEN;FEM;PL	
nacional	nacional	nacionati	nacional	PROPN;NOM;MASC;SG	PROPN
cepivo	impfstoffen	cepiv	impfstoff	N;ACC;FEM;SG	V;NFIN
cepivo	impfung	cepiv	impfung	N;ACC;FEM;SG	
cepivo	impfstoff	cepiv	impfstoff	N;ACC;FEM;SG	
cepivo	impfstoffe	cepiv	impfstoff	N;ACC;FEM;SG	
ozračje	erdatmosphäre	ozračje	erdatmosphäre	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ozračje	atmosphäre	ozračje	atmosphäre	N;NOM;NEUT;SG	ADJ;NOM;SG
gospodarstvu	betrieb	gospodarstvo	betreiben	N;DAT;NEUT;SG	V;IND;SG;3;PST;FIN
gospodarstvu	halten	gospodarstvo	halten	N;DAT;NEUT;SG	V;NFIN
gospodarstvu	holding	gospodarstvo	holding	N;DAT;NEUT;SG	
kocke	würfel	kocka	würfel	N;NOM;FEM;PL	
kocke	würfeln	kocka	würfeln	N;NOM;FEM;PL	V;NFIN
kocke	würfel	kocka	würfel	N;NOM;FEM;PL	
kocke	würfeln	kocka	würfeln	N;NOM;FEM;PL	V;NFIN
curtis	curtis	curtis	curtis	PROPN;NOM;MASC;SG	PROPN
hladno	kalte	hladen	kalt	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
hladno	erkältung	hladen	erkältung	ADJ;NOM;NEUT;SG	N;SG
hladno	kälte	hladen	kälen	ADJ;NOM;NEUT;SG	
sls	sls	sls	sls	PROPN;NOM;MASC;SG	
prvenec	debüt	prvenec	debüt	N;NOM;MASC;SG	V;SG;FIN
čebele	bienen	čebela	bienen	N;NOM;FEM;PL	
pruski	preußischen	pruski	preußisch	ADJ;NOM;MASC;SG	ADJ;NOM;PL
pruski	preußische	pruski	preußisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
encimov	enzyme	encimov	enzym	N;GEN;MASC;PL	
encimov	enzymen	encimov	enzymen	N;GEN;MASC;PL	
sud	sud	sud	suden	N;NOM;MASC;SG	
rgb	rgb	rgb	rgb	N;NOM;MASC;SG	
ravnotežje	waage	ravnotežje	waage	N;NOM;NEUT;SG	
ravnotežje	bilanz	ravnotežje	bilanz	N;NOM;NEUT;SG	
ravnotežje	balance	ravnotežje	balance	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG
ravnotežje	gleichgewicht	ravnotežje	leichwechen	N;NOM;NEUT;SG	ADJ
ravnotežje	ausgewogenheit	ravnotežje	ausgewogenheit	N;NOM;NEUT;SG	ADJ
ravnotežje	gleichgewicht	ravnotežje	leichwechen	N;NOM;NEUT;SG	ADJ
zbrani	versammelte	zbran	versammeln	ADJ;NOM;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
zbrani	gesammelt	zbran	sammeln	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
zbrani	zusammengetragen	zbran	zusammentragen	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
zbrani	versammelt	zbran	versammeln	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
desetletij	jahrzehnten	desetletje	jahrzehnt	N;GEN;NEUT;PL	ADJ
desetletij	jahrzehnte	desetletje	jahrzehnt	N;GEN;NEUT;PL	
zmanjšati	reduzierung	zmanjšati	Reduzierung	V;PFV;NFIN	N;NOM;FEM;SG
jamie	jamie	jamia	jamie	N;NOM;MASC;SG	PROPN;NOM;SG
baranja	baranja	baranje	baranja	N;NOM;NEUT;SG	PROPN
spore	streitsachen	spora	streitsach	N;NOM;FEM;PL	V;NFIN
spore	streit	spora	streit	N;NOM;FEM;PL	ADJ
spore	streitfälle	spora	streitfall	N;NOM;FEM;PL	
minuto	minute	minuta	minute	N;ACC;FEM;SG	
pastor	pfarrer	pastor	pfarr	N;NOM;MASC;SG	ADJ
pastor	pastor	pastor	pastor	N;NOM;MASC;SG	PROPN;SG
piper	piper	piper	piper	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
ust	mund	usta	mund	N;GEN;NEUT;PL	
ust	klappe	usta	klapp	N;GEN;NEUT;PL	
ust	maul	usta	maul	N;GEN;NEUT;PL	
ust	mund	usta	mund	N;GEN;NEUT;PL	
ust	munde	usta	mund	N;GEN;NEUT;PL	ADV
ust	maul	usta	maul	N;GEN;NEUT;PL	
ponatis	nachdruck	ponatis	nachdruck	N;NOM;MASC;SG	
telefon	telefonisch	telefon	telefonisch	N;NOM;MASC;SG	ADJ
telefon	telefonnummer	telefon	telefonnummer	N;NOM;MASC;SG	ADJ
telefon	telefonieren	telefon	telefonieren	N;NOM;MASC;SG	V;NFIN
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	
telefon	handys	telefon	handys	N;NOM;MASC;SG	
telefon	telefonnummern	telefon	telefonnummern	N;NOM;MASC;SG	V;NFIN
telefon	telefonnummer	telefon	telefonnummer	N;NOM;MASC;SG	ADJ
telefon	telefonieren	telefon	telefonieren	N;NOM;MASC;SG	V;NFIN
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	
razmnoževanje	multiplikation	razmnoževanje	Multiplikation	N;NOM;NEUT;SG	ADJ
razmnoževanje	multiplizieren	razmnoževanje	multiplizieren	N;NOM;NEUT;SG	V;NFIN
razmnoževanje	wiedergabe	razmnoževanje	wiedergabe	N;NOM;NEUT;SG	
razmnoževanje	fortpflanzung	razmnoževanje	fortpflanzung	N;NOM;NEUT;SG	ADJ
razmnoževanje	vervielfältigung	razmnoževanje	vervielfältigung	N;NOM;NEUT;SG	ADJ
razmnoževanje	nachdruck	razmnoževanje	nachdruck	N;NOM;NEUT;SG	
razmnoževanje	reproduktion	razmnoževanje	reproduktion	N;NOM;NEUT;SG	ADJ
pojasnil	erklärten	pojasniti	erklärt	V;PFV;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
priznan	erkannt	priznan	erkennen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
priznan	anerkannt	priznan	anerkennen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
priznan	anerkannten	priznan	anerkennen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
priznan	bestätigte	priznan	bestätigen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
priznan	anerkannt	priznan	anerkennen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
priznan	erkannte	priznan	erkennen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
priznan	erkannt	priznan	erkennen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
priznan	anerkannt	priznan	anerkennen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
urbana	urban	urban	urban	ADJ;NOM;FEM;SG	
urbana	stadtplanung	urban	stadtplanung	ADJ;NOM;FEM;SG	PROPN;SG
urbana	urbane	urban	urban	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
urbana	städtischen	urban	städtisch	ADJ;NOM;FEM;SG	ADJ;NOM;PL
lah	lah	lahe	lah	PROPN;NOM;MASC;SG	
figura	galionsfigur	figura	galionsfigur	N;NOM;FEM;SG	ADJ
kovanci	münzen	kovanec	münzen	N;NOM;MASC;PL	V;NFIN
kovanci	münze	kovanec	münze	N;NOM;MASC;PL	
kovanci	münzen	kovanec	münzen	N;NOM;MASC;PL	V;NFIN
kovanci	münze	kovanec	münze	N;NOM;MASC;PL	
aleksejevič	alexejewitsch	aleksejevič	alexejewitsch	N;NOM;MASC;SG	ADJ
možgani	hirn	možgani	hirn	N;NOM;MASC;PL	
možgani	gehirn	možgani	gehern	N;NOM;MASC;PL	N;NOM;SG
možgani	brain	možgani	brain	N;NOM;MASC;PL	PROPN
možgani	hirn	možgani	hirn	N;NOM;MASC;PL	
možgani	gehirn	možgani	gehern	N;NOM;MASC;PL	N;NOM;SG
marcello	marcello	marceli	marcello	N;NOM;MASC;SG	PROPN
kontrole	kontrolle	kontrola	kontroll	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
kontrole	kontrollen	kontrola	kontroll	N;NOM;FEM;PL	V;NFIN
kontrole	steuerung	kontrola	steuerung	N;NOM;FEM;PL	ADJ
prazen	leere	prazen	leer	ADJ;NOM;INDF;MASC;SG	
prazen	leeres	prazen	leer	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
prazen	leere	prazen	leer	ADJ;NOM;INDF;MASC;SG	
usposabljanja	schulungen	usposabljanje	schulung	N;GEN;NEUT;SG	N;NOM;FEM;PL
usposabljanja	weiterbildung	usposabljanje	weiterbildung	N;GEN;NEUT;SG	ADJ
usposabljanja	schulung	usposabljanje	schulung	N;GEN;NEUT;SG	N;NOM;FEM;SG
usposabljanja	fortbildung	usposabljanje	fortbildung	N;GEN;NEUT;SG	N;NOM;FEM;SG
usposabljanja	schulungen	usposabljanje	schulung	N;GEN;NEUT;SG	N;NOM;FEM;PL
usposabljanja	schulung	usposabljanje	schulung	N;GEN;NEUT;SG	N;NOM;FEM;SG
usposabljanja	trainings	usposabljanje	trainings	N;GEN;NEUT;SG	
usposabljanja	seminare	usposabljanje	seminar	N;GEN;NEUT;SG	ADJ;NOM
omenil	erwähnung	omeniti	Erwähnung	V;PFV;MASC;SG;V.PTCP	N;NOM;FEM;SG
stroji	maschine	stroj	maschine	N;NOM;MASC;PL	ADJ
stroji	maschinenbau	stroj	maschinenbau	N;NOM;MASC;PL	ADJ
stroji	maschine	stroj	maschine	N;NOM;MASC;PL	ADJ
foster	fördern	foster	fördern	N;NOM;MASC;SG	V;NFIN
foster	foster	foster	foster	N;NOM;MASC;SG	PROPN
organizirana	organisierte	organiziran	organisieren	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
organizirana	organisierten	organiziran	organisieren	ADJ;NOM;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
organizirana	veranstaltet	organiziran	veranstalten	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
organizirana	organisierte	organiziran	organisieren	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
organizirana	organisierten	organiziran	organisieren	ADJ;NOM;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
organizirana	veranstaltet	organiziran	veranstalten	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
turnbull	turnbull	turnbull	turnbull	N;NOM;MASC;SG	PROPN
dean	dekan	dean	dekan	PROPN;NOM;MASC;SG	N
dean	dean	dean	dean	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
junaki	heroes	junak	heroes	N;NOM;MASC;PL	PROPN
junaki	helden	junak	helden	N;NOM;MASC;PL	V;NFIN
poteze	bewegt	poteza	bewegen	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
poteze	umzüge	poteza	umzügen	N;NOM;FEM;PL	
premikanje	bewegen	premikanje	bewegen	N;NOM;NEUT;SG	V;NFIN
premikanje	verschieben	premikanje	verscheiben	N;NOM;NEUT;SG	V;NFIN
premikanje	bewegt	premikanje	bewegen	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
premikanje	bewegung	premikanje	bewegung	N;NOM;NEUT;SG	
premikanje	bewegungsfreiheit	premikanje	bewegungsfreiheit	N;NOM;NEUT;SG	ADJ
premikanje	bewegungen	premikanje	bewegungen	N;NOM;NEUT;SG	V;NFIN
premikanje	freizügigkeit	premikanje	Freizügigkeit	N;NOM;NEUT;SG	
vreden	lohnt	vreden	lohnen	ADJ;NOM;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
vreden	lohnen	vreden	lohnen	ADJ;NOM;INDF;MASC;SG	V;NFIN
vreden	worth	vreden	worth	ADJ;NOM;INDF;MASC;SG	PROPN
vreden	würdige	vreden	würdig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
ujetništvu	gefangenschaft	ujetništvo	gefangenschaft	N;DAT;NEUT;SG	ADJ
ujetništvu	gefangener	ujetništvo	gefangen	N;DAT;NEUT;SG	ADJ
ujetništvu	gefangene	ujetništvo	gefangen	N;DAT;NEUT;SG	ADJ;NOM;FEM;PL
ujetništvu	gefangenen	ujetništvo	gefangen	N;DAT;NEUT;SG	V;IND;PL;3;FIN
ujetništvu	gefangen	ujetništvo	fangen	N;DAT;NEUT;SG	V;V.PTCP
ujetništvu	gefangenschaft	ujetništvo	gefangenschaft	N;DAT;NEUT;SG	ADJ
storia	storia	storia	storia	N;NOM;MASC;SG	PROPN
čevljev	schuh	čevelj	schehen	N;GEN;MASC;PL	N;SG
čevljev	schuhen	čevelj	schahen	N;GEN;MASC;PL	V;NFIN
čevljev	schuhe	čevelj	schah	N;GEN;MASC;PL	ADJ;NOM
železnico	eisenbahn	železnica	eisenbehnen	N;ACC;FEM;SG	
železnico	bahnlinie	železnica	bahnlinie	N;ACC;FEM;SG	N;NOM;SG
železnico	railroad	železnica	railroad	N;ACC;FEM;SG	PROPN;NOM;SG
železnico	bahn	železnica	bahnen	N;ACC;FEM;SG	
povabilo	einladen	povabilo	einladen	N;NOM;NEUT;SG	V;NFIN
povabilo	ausschreibung	povabilo	ausschreibung	N;NOM;NEUT;SG	ADJ
povabilo	eingeladen	povabilo	einladen	N;NOM;NEUT;SG	V;V.PTCP
povabilo	einladungen	povabilo	einladungen	N;NOM;NEUT;SG	V;NFIN
povabilo	aufforderung	povabilo	aufforderung	N;NOM;NEUT;SG	ADJ
rotor	rotor	rotor	rotor	N;NOM;MASC;SG	PROPN
rotor	läufer	rotor	lauf	N;NOM;MASC;SG	
protokol	protokoll	protokol	protokoll	N;NOM;MASC;SG	ADJ
protokol	protokolls	protokol	protokolls	N;NOM;MASC;SG	
protipapež	gegenpapst	protipapež	penpapsen	N;NOM;MASC;SG	PROPN;NOM;SG
prepovedi	sperren	prepoved	sperren	N;NOM;FEM;SG	V;NFIN
prepovedi	ban	prepoved	ban	N;NOM;FEM;SG	
prepovedi	bann	prepoved	binnen	N;NOM;FEM;SG	ADV
prepovedi	verbot	prepoved	verbieten	N;NOM;FEM;SG	V;IND;SG;3;PST;FIN
prepovedi	verbot	prepoved	verbieten	N;NOM;FEM;SG	V;IND;SG;3;PST;FIN
nizek	niedrige	nizek	niedrig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
nizek	low	nizek	low	ADJ;NOM;INDF;MASC;SG	
kronanje	krönung	kronanje	krönung	N;NOM;NEUT;SG	ADJ
kronanje	krönung	kronanje	krönung	N;NOM;NEUT;SG	ADJ
žogo	ball	žoga	ball	N;ACC;FEM;SG	PROPN
žogo	kugel	žoga	kugeln	N;ACC;FEM;SG	
žogo	bälle	žoga	bäll	N;ACC;FEM;SG	ADJ
hodi	walking	hoditi	walking	V;IPFV;IND;SG;3;PRS;FIN	
hodi	spaziergänge	hoditi	spaziergänge	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
hodi	spaziergang	hoditi	spaziergang	V;IPFV;IND;SG;3;PRS;FIN	N
hodi	fußweg	hoditi	faßweg	V;IPFV;IND;SG;3;PRS;FIN	
hodi	spaziergang	hoditi	spaziergang	V;IPFV;IND;SG;3;PRS;FIN	N
martini	martini	martina	martini	N;NOM;MASC;SG	PROPN
pisatelji	schriftsteller	pisatelj	schriftsteller	N;NOM;MASC;PL	ADJ
pisatelji	autoren	pisatelj	autor	N;NOM;MASC;PL	
hčerki	töchtern	hčerka	töcht	N;NOM;FEM;DU	V;PL;FIN
hčerki	töchter	hčerka	tocht	N;NOM;FEM;DU	ADJ;NOM;PL
duhovne	spirituellen	duhoven	spirituell	ADJ;NOM;FEM;PL	ADJ;ACC;SG
duhovne	spiritualität	duhoven	spiritualität	ADJ;NOM;FEM;PL	PROPN
romain	romain	romain	romain	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
temna	dunkle	temen	dunkel	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
hollywood	hollywood	hollywood	hollywood	N;NOM;MASC;SG	PROPN
pekingu	peking	peking	peking	N;DAT;MASC;SG	PROPN;NOM;MASC;SG
zidovi	stadtmauer	zid	stadtmau	N;NOM;MASC;PL	
zidovi	stadtmauern	zid	stadtmauern	N;NOM;MASC;PL	V;NFIN
zidovi	mauern	zid	mauern	N;NOM;MASC;PL	V;NFIN
zidovi	mauer	zid	mauer	N;NOM;MASC;PL	
šesta	sechsten	šesti	sechst	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
kentucky	kentucky	kentucky	kentucky	N;NOM;MASC;SG	PROPN;NOM;NEUT;SG
lepi	schönste	lep	schön	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
chiron	chiron	chiron	chiron	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
sonata	sonata	sonata	sonata	N;NOM;FEM;SG	PROPN
zaposlene	beschäftigte	zaposlen	beschäftigen	ADJ;NOM;FEM;PL;V.PTCP	V;IND;SG;3;PST;FIN
zaposlene	angestellte	zaposlen	angestellt	ADJ;NOM;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG
istván	istván	istvcen	istván	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
jelen	wild	jelen	wild	N;NOM;MASC;SG	
jelen	reh	jelen	reh	N;NOM;MASC;SG	
jelen	hirsch	jelen	hirsch	N;NOM;MASC;SG	
houston	houston	houston	houston	PROPN;NOM;MASC;SG	PROPN;NOM;SG
sullivan	sullivan	sullivan	sullivan	N;NOM;MASC;SG	PROPN;SG
geolog	geologe	geolog	geolog	N;NOM;MASC;SG	
centralno	zentrale	centralno	zentral	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
centralno	central	centralno	central	ADJ;NOM;NEUT;SG	PROPN
ohrani	erhaltung	ohran	erhaltung	V;PFV;IND;SG;3;PRS;FIN	N;SG
ohrani	aufrechterhalten	ohran	aufrechterhalten	V;PFV;IND;SG;3;PRS;FIN	ADJ
sanj	träumt	sanja	träumen	N;GEN;FEM;PL	V;IND;SG;3;PRS;FIN
sanj	träume	sanja	träumen	N;GEN;FEM;PL	ADJ;NOM
sanj	traum	sanja	traum	N;GEN;FEM;PL	ADJ
sanj	dreams	sanja	dreams	N;GEN;FEM;PL	PROPN;SG
sanj	träumen	sanja	träumen	N;GEN;FEM;PL	V;NFIN
sigismund	sigismund	sigismund	sigismund	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
michaela	michaela	michael	michaela	PROPN;ANIM;ACC;MASC;SG	PROPN;NOM;FEM;SG
dram	dram	drama	dram	N;NOM;FEM;SG	
dram	dram	drama	dram	N;NOM;FEM;SG	
antibiotiki	antibiotika	antibiotika	antibiotikus	N;NOM;MASC;PL	PROPN
antibiotiki	antibiotikum	antibiotika	antibiotikum	N;NOM;MASC;PL	PROPN
leseno	holz	lesen	holz	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
leseno	wald	lesen	wald	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
leseno	holzindustrie	lesen	holzindustrie	ADJ;NOM;NEUT;SG	
leseno	holz	lesen	holz	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
petrov	petrov	peter	petrov	N;NOM;MASC;SG	PROPN
gene	gene	gen	gen	N;NOM;MASC;PL	
gene	gen	gen	gen	N;NOM;MASC;PL	
gene	gens	gen	gens	N;NOM;MASC;PL	
skrivaj	heimlich	skrivaj	heimlich	ADV	ADJ
trupa	kadaver	trup	kadav	N;NOM;MASC;SG	ADJ
trupa	rumpf	trup	rumpf	N;NOM;MASC;SG	ADJ
trupa	oberkörper	trup	oberkörper	N;NOM;MASC;SG	ADJ
označeni	markierten	označen	markiert	ADJ;NOM;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
označeni	etikettiert	označen	etikettieren	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
označeni	markierte	označen	markiert	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;SG
označeni	markierten	označen	markiert	ADJ;NOM;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
označeni	markierte	označen	markiert	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;SG
sporno	angefochten	sporen	anfechten	ADJ;NOM;NEUT;SG	V;V.PTCP
sporno	bestritten	sporen	bestreiten	ADJ;NOM;NEUT;SG	V;V.PTCP
sporno	angezweifelt	sporen	angezweifelt	ADJ;NOM;NEUT;SG	V;V.PTCP
sporno	beanstandete	sporen	beanstandet	ADJ;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
subjekt	gegenstand	subjekt	gegenstehen	N;NOM;MASC;SG	ADJ
subjekt	betreff	subjekt	betreffen	N;NOM;MASC;SG	
subjekt	betrifft	subjekt	betreffen	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
subjekt	körperschaft	subjekt	körperschaft	N;NOM;MASC;SG	ADJ
apr	apr	apr	apr	N;NOM;MASC;SG	
apr	april	apr	april	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
leslie	leslie	leslet	leslie	PROPN;NOM;MASC;SG	PROPN;SG
kuga	plage	kuga	plage	N;NOM;FEM;SG	PROPN;NOM;SG
kuga	seuche	kuga	seuch	N;NOM;FEM;SG	
kuga	pest	kuga	pest	N;NOM;FEM;SG	
kuga	seuchen	kuga	seuchen	N;NOM;FEM;SG	N;NOM;PL
žile	adern	žila	adern	N;NOM;FEM;PL	V;NFIN
žile	venen	žila	venen	N;NOM;FEM;PL	
daljnogled	fernglas	daljnogled	fernglas	N;NOM;MASC;SG	
rane	wunde	ran	wehden	N;NOM;FEM;PL	
rane	wunde	ran	wehden	N;NOM;FEM;PL	
trdne	fest	trden	fest	ADJ;NOM;FEM;PL	ADV
kac	kac	kac	koc	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kupole	kuppeln	kupola	kuppeln	N;NOM;FEM;PL	V;NFIN
profesionalno	fachmann	profesionalen	fachmann	ADV	
profesionalno	professionellen	profesionalen	professionell	ADV	ADJ
profesionalno	professionell	profesionalen	professionell	ADV	ADJ
profesionalno	profi	profesionalen	profi	ADV	
profesionalno	professionelle	profesionalen	professionell	ADV	ADJ;NOM;FEM;PL
profesionalno	professionell	profesionalen	professionell	ADV	ADJ
profesionalno	beruflich	profesionalen	beruflich	ADV	ADJ
branilec	verteidiger	branilec	verteidiger	N;NOM;MASC;SG	ADJ
valentina	valentina	valentina	valentina	N;NOM;MASC;SG	PROPN;SG
valentina	valentino	valentina	valentino	N;NOM;MASC;SG	PROPN;SG
švico	schweiz	švica	Schweiz	N;ACC;FEM;SG	PROPN;SG
plesni	formen	plesen	formen	ADJ;NOM;MASC;SG	V;NFIN
plesni	form	plesen	form	ADJ;NOM;MASC;SG	N;SG
plesni	formen	plesen	formen	ADJ;NOM;MASC;SG	V;NFIN
plesni	form	plesen	form	ADJ;NOM;MASC;SG	N;SG
plesni	schimmel	plesen	schimmel	ADJ;NOM;MASC;SG	
obrti	basteln	obrt	basteln	N;NOM;FEM;SG	V;NFIN
obrti	kunsthandwerk	obrt	kunsthandwerk	N;NOM;FEM;SG	
obrti	handwerk	obrt	handwerk	N;NOM;FEM;SG	
akt	handeln	akt	handeln	N;NOM;MASC;SG	V;NFIN
akt	rechtsakt	akt	rechtsakt	N;NOM;MASC;SG	ADJ
akt	act	akt	act	N;NOM;MASC;SG	PROPN
spremljanje	beobachtung	spremljanje	beobachtung	N;NOM;NEUT;SG	ADJ
spremljanje	monitoring	spremljanje	monitoring	N;NOM;NEUT;SG	ADJ
spremljanje	kontrolle	spremljanje	kontroll	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
spremljanje	bildschirm	spremljanje	bildschirm	N;NOM;NEUT;SG	ADV
spremljanje	überwachen	spremljanje	überwachen	N;NOM;NEUT;SG	V;NFIN
spremljanje	monitor	spremljanje	monitor	N;NOM;NEUT;SG	
demokracija	demokratie	demokracija	demokratie	N;NOM;FEM;SG	
wang	wang	wang	wang	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
hmcs	hmcs	hmcs	hmcs	N;NOM;MASC;SG	PROPN;NOM;SG
leipzig	leipzig	leipzig	leipzig	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
stefano	stefano	stefan	stefano	PROPN;NOM;MASC;SG	PROPN;NOM;SG
vojvodino	herzogtum	vojvodina	herzogtum	N;ACC;FEM;SG	PROPN
dežja	rain	dež	rain	N;GEN;MASC;SG	PROPN
dežja	regen	dež	rege	N;GEN;MASC;SG	V;NFIN
dežja	regenwasser	dež	regenwasser	N;GEN;MASC;SG	ADJ
okrogle	runde	okrogel	runde	ADJ;NOM;FEM;PL	ADV
okrogle	rund	okrogel	rund	ADJ;NOM;FEM;PL	ADV
okrogle	round	okrogel	round	ADJ;NOM;FEM;PL	
nika	nika	nik	nika	PROPN;NOM;FEM;SG	PROPN;NOM;SG
nika	nica	nik	nica	PROPN;NOM;FEM;SG	PROPN;NOM;SG
uporabljeno	gebraucht	uporabljeno	brauchen|gebrauchen	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
uporabljeno	benutzt	uporabljeno	benutzen	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
uporabljeno	gebrauchte	uporabljeno	gebraucht	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL
uporabljeno	verwendete	uporabljeno	verwenden	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
uporabljeno	verwendet	uporabljeno	verwenden	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
four	four	four	four		
four	vier	four	vier		NUM
zaposlena	beschäftigte	zaposlen	beschäftigen	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
zaposlena	beschäftigt	zaposlen	beschäftigen	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
zaposlena	beschäftigt	zaposlen	beschäftigen	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
zaposlena	besetzt	zaposlen	besetzen	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
oxfordu	oxford	onford	oxford	N;DAT;MASC;SG	PROPN;NOM;MASC;SG
