med	med	med	med	ADP	N;NOM;MASC;SG
hantera	upravljanje	hantera	upravljanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
hantera	upravljanje	hantera	upravljanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
vila	vila	vila	vila	V;IMP;FIN;ACT	N;NOM;FEM;SG
vila	odmor	vila	odmor	V;IMP;FIN;ACT	N;NOM;MASC;SG
pågår	tekuće	pågå	tekući	V;IND;PRS;FIN;ACT	ADJ;NOM;DEF;FEM;SG
ffffff	ffffff	ffffff	ffffff	N;NOM;INDF;MASC+FEM;SG	
takt	pace	takt	pac	N;NOM;INDF;MASC+FEM;SG	ADP
takt	takta	takt	takt	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
rik	bogata	rik	bogat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
rik	rich	rik	rich	ADJ;NOM;INDF;MASC+FEM;SG	ADP
rik	bogati	rik	bogat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
girault	girault	girault	girault	N;NOM;INDF;MASC+FEM;SG	
vilda	divlja	vilja	divlji	ADJ;NOM;PL	N;NOM;FEM;SG
vilda	divlji	vilja	divlji	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
vilda	divlje	vilja	divlje	ADJ;NOM;PL	N;NOM;FEM;PL
vilda	divljak	vilja	divljak	ADJ;NOM;PL	N;NOM;MASC;SG
vilda	savage	vilja	savaga	ADJ;NOM;PL	N;NOM;MASC;SG
passar	fit	passa	fit	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG
passar	odijela	passa	odio	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
definieras	definirana	definiera	definirati	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
främmande	stranac	främmande	stranac	ADJ;NOM	N;NOM;MASC;SG
främmande	izvanzemaljac	främmande	izvanzemaljac	ADJ;NOM	N;NOM;MASC;SG
främmande	vanzemaljac	främmande	vanzemaljac	ADJ;NOM	N;NOM;MASC;SG
främmande	vanzemaljaca	främmande	vanzemaljac	ADJ;NOM	N;GEN;MASC;SG
främmande	strani	främmande	strana	ADJ;NOM	N;NOM;MASC;SG
mayo	mayo	mayo	mayo	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
situation	situacije	situation	situacija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
edwin	edwin	edwin	edwin	PROPN;NOM	N;NOM;MASC;SG
sol	sunca	sol	sunac	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
sol	solarni	sol	solaran	N;NOM;INDF;MASC+FEM;SG	ADV
relationer	odnosi	relation	odnos	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
relationer	odnose	relation	odnos	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
relationer	odnosi	relation	odnos	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
lucien	lucien	lucien	lucien	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
händelse	događaja	händelse	događaj	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
händelse	događaju	händelse	događaj	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
viii	viii	viii	vije	PROPN;NOM	ADJ
helge	helge	helge	helga	PROPN;NOM	N;NOM;FEM;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM	N;NOM;MASC;SG
skickade	poslana	skicka	poslati	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
skickade	poslano	skicka	poslano	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
steven	steven	stev	steven	PROPN;NOM	PROPN;NOM;MASC;SG
slutspel	doigravanja	slutspel	doigravanje	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
tillgängliga	dostupno	tillgänglig	dostupan	ADJ;NOM;PL	ADJ;NOM;DEF;NEUT;SG
tillgängliga	dostupan	tillgänglig	dostupan	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tillgängliga	dostupna	tillgänglig	dostupan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
beatles	beatlesi	beatla	beatles	PROPN;NOM	N;NOM;MASC;PL
beatles	beatlesa	beatla	beatles	PROPN;NOM	N;GEN;MASC;SG
institutionen	institucije	institution	institucija	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
fabriken	fabrike	fabrik	fabrika	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
fabriken	tvornici	fabrik	tvornica	N;NOM;DEF;MASC+FEM;SG	N;DAT;FEM;SG
fabriken	tvornice	fabrik	tvornica	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
bidra	doprinosi	bidra	doprinositi	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
bidra	doprinose	bidra	doprinositi	V;IMP;FIN;ACT	N;ACC;MASC;PL
värd	domaćin	värd	domaćin	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värd	voditelj	värd	voditelj	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värd	vrijedno	värd	vrijedno	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
värd	vrijedi	värd	vrijediti	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
poesi	poeziju	poesi	poezija	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
poesi	poezije	poesi	poezija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
take	uzmi	take	uzmi	N;NOM;INDF;MASC+FEM;SG	INTJ
läkemedel	lijek	läkemedel	lijek	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
läkemedel	medicina	läkemedel	medicina	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
läkemedel	pharmaceuticals	läkemedel	pharmaceuticals	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
läkemedel	drogu	läkemedel	droga	N;NOM;INDF;NEUT;PL	N;ACC;FEM;SG
läkemedel	droga	läkemedel	droga	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
block	blokove	block	blok	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
block	blokovi	block	blok	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
block	blokiraj	block	blokiraj	N;NOM;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
gammalt	stara	gammal	star	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
gammalt	stari	gammal	star	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
salu	prodaju	salu	prodaja	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
salu	prodaja	salu	prodaja	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
brant	brant	brant	brant	ADJ;NOM;INDF;NEUT;SG	
brant	strme	brant	strma	ADJ;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
willis	willis	willis	willis	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
santos	santos	santos	santos	PROPN;NOM	PROPN;NOM;MASC;SG
försäljning	prodaje	försäljning	prodavati	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
försäljning	prodaju	försäljning	prodaja	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
indisk	indijanac	indisk	indijanac	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indisk	indijski	indisk	indijski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
indisk	indijanci	indisk	indijanac	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
indisk	indijska	indisk	indijski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
stödja	podržava	stödja	podržavati	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
stödja	podrška	stödja	podrška	V;IMP;FIN;ACT	N;NOM;FEM;SG
stödja	podršku	stödja	podrška	V;IMP;FIN;ACT	N;ACC;FEM;SG
stödja	potpora	stödja	potpora	V;IMP;FIN;ACT	N;NOM;FEM;SG
basket	košarku	bask	košarka	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
eleonora	eleonora	eleonora	eleonor	PROPN;NOM	N;NOM;FEM;SG
warner	warner	warner	warner	PROPN;NOM	N;NOM;MASC;SG
xinjiang	xinjiang	xinjiang	xinjiang	PROPN;NOM	N;NOM;MASC;SG
lind	lind	lind	lind	PROPN;NOM	N;NOM;FEM;SG
rådgivare	savjetnik	rådgivare	savjetnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	savjetnik	rådgivare	savjetnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
stoppa	zaustavljanje	stoppa	zaustavljanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
robertson	robertson	robertson	robertson	PROPN;NOM	PROPN;NOM;MASC;SG
congress	kongresu	congress	kongres	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
martins	martins	marti	martins	PROPN;GEN	PROPN;NOM;MASC;SG
professionella	profesionalni	professionell	profesionalan	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
professionella	profesionalno	professionell	profesionalno	ADJ;NOM;PL	ADV
professionella	profesionalac	professionell	profesionalac	ADJ;NOM;PL	N;NOM;MASC;SG
professionella	profesionalna	professionell	profesionalan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
professionella	profesionalci	professionell	profesionalac	ADJ;NOM;PL	N;NOM;MASC;PL
vinster	dobitak	vinst	dobitak	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
vinster	profit	vinst	profit	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
vinster	zarada	vinst	zarada	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
leddes	vodio	leda	voditi	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
stubbar	panjeva	stubb	panjev	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
valt	odabrani	välja	odabrati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
valt	odabrana	välja	odabrati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
valt	izabrani	välja	izabrati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
patrik	patrik	patrik	patrik	PROPN;NOM	N;NOM;MASC;SG
patrik	patrick	patrik	patrick	PROPN;NOM	N;NOM;MASC;SG
patrik	patrik	patrik	patrik	PROPN;NOM	N;NOM;MASC;SG
stranden	plaže	strand	plaža	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
stranden	beach	strand	beach	N;NOM;DEF;MASC+FEM;SG	ADP
stranden	plažu	strand	plaž	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
försvara	brani	försvara	braniti	V;IMP;NFIN;ACT	V;IND;SG;3;PRS;FIN
försvara	branim	försvara	bran	V;IMP;NFIN;ACT	V;IND;SG;1;PRS;FIN
räknar	računajući	räkna	računajuć	V;IND;PRS;FIN;ACT	ADV;RL;PRS;V.CVB
räknar	brojanje	räkna	brojanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
libreville	libreville	librevill	librevilla	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
avsked	ostavku	avsked	ostavka	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
play	sviraj	play	sviraj	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
play	igraj	play	igraj	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
majoriteten	većinski	majoritet	većinski	N;NOM;DEF;MASC+FEM;SG	ADV
fysiska	fizički	fysisk	fizički	ADJ;NOM;PL	ADV
arkeologiska	arheološki	arkeologisk	arheološki	ADJ;NOM;PL	ADV
kristianstad	kristianstad	kristianstad	kristianstad	PROPN;NOM	N;NOM;FEM;SG
off	isključeno	off	isključiti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
off	off	off	off	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
konsten	art	konst	art	N;NOM;INDF;MASC+FEM;SG	ADP
nordland	nordland	nordland	nordland	PROPN;NOM	N;NOM;MASC;SG
ber	molitva	be	molitva	V;IMP;FIN;ACT	N;NOM;FEM;SG
caroline	caroline	caroline	carolina	PROPN;NOM	N;NOM;FEM;PL
caroline	karolina	caroline	karolina	PROPN;NOM	N;NOM;FEM;SG
djupt	duboka	djup	dubok	ADV	ADJ;NOM;DEF;FEM;SG
villkor	uvjete	villkor	uvjet	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
villkor	uvjete	villkor	uvjet	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
villkor	stanje	villkor	stanje	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
villkor	uvjet	villkor	uvjet	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
ändamål	svrhu	ändamål	svrha	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
flotta	navy	flotta	navy	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
flotta	mornarice	flotta	mornarica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
flotta	mornarički	flotta	mornarički	N;NOM;INDF;MASC+FEM;SG	ADV
flotta	flote	flotta	flota	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
palestina	palestini	palestina	palestina	PROPN;NOM	N;DAT;FEM;SG
arbetare	radnika	arbetare	radnik	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
arbetare	radnicima	arbetare	radnik	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
arbetare	radnica	arbetare	radnica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
arbetare	radnik	arbetare	radnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
essex	essex	essex	essex	PROPN;NOM	PROPN;NOM;MASC;SG
födda	rođen	född	roditi	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
födda	rođena	född	roditi	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
födda	rođenja	född	rođenje	ADJ;NOM;PL;PST;V.PTCP	N;NOM;NEUT;PL
stein	stein	stein	stein	PROPN;NOM	PROPN;NOM;MASC;SG
störst	najveći	stor	velik	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;MASC;SG
störst	najveće	stor	velik	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;FEM;SG
störst	najveća	stor	velik	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;FEM;SG
störst	najveci	stor	vekok	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;MASC;SG
störst	najveći	stor	velik	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;MASC;SG
störst	najveci	stor	vekok	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;MASC;SG
störst	najveći	stor	velik	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;MASC;SG
störst	najveće	stor	velik	ADJ;NOM;INDF;RL	ADJ;NOM;DEF;RL;FEM;SG
inspirerad	inspirirala	inspirerad	inspirirati	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
murphy	murphy	murphy	murphy	PROPN;NOM	PROPN;NOM;MASC;SG
skrivet	napisano	skriva	napisati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
skrivet	napisao	skriva	napisati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
skrivet	napisana	skriva	napisati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
skrivet	pisani	skriva	pisati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
skrivet	pisano	skriva	pisano	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
motorer	motors	motor	motors	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
ted	ted	ted	ted	PROPN;NOM	PROPN;NOM;MASC;SG
silva	silva	silva	silva	PROPN;NOM	N;NOM;MASC;SG
senaten	senatu	senat	senat	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
starr	starr	starr	starr	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
garonne	garonne	garonne	garonna	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
någonting	nesto	någonting	nesto	PRO;INDF;NEUT;SG	N;NOM;NEUT;SG
eucalyptus	eukaliptusa	eucalyptus	eukaliptus	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
dina	tvoje	du	tvoj	PRO;DEF;PL	DET;NOM;FEM;PL;1
dina	vaš	du	vaš	PRO;DEF;PL	DET;NOM;MASC;SG;1
dina	tvoj	du	tvoj	PRO;DEF;PL	DET;NOM;MASC;SG;1
dina	vaše	du	vaš	PRO;DEF;PL	DET;NOM;FEM;SG;1
dina	tvoja	du	tvoj	PRO;DEF;PL	DET;NOM;FEM;SG;1
dina	vaša	du	vaš	PRO;DEF;PL	DET;NOM;FEM;SG;1
dina	dina	du	din	PRO;DEF;PL	N;NOM;FEM;SG
dina	tvoje	du	tvoj	PRO;DEF;PL	DET;NOM;FEM;PL;1
dina	tvoj	du	tvoj	PRO;DEF;PL	DET;NOM;MASC;SG;1
dina	tvoja	du	tvoj	PRO;DEF;PL	DET;NOM;FEM;SG;1
medverkande	sponzor	medverkande	sponzor	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;SG
kördes	ran	köra	ran	V;IND;PST;FIN;PASS	PROPN;NOM;MASC;SG
kördes	trčao	köra	trčati	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
cear	ceará	cear	ceará	N;NOM;INDF;MASC+FEM;SG	
ida	ida	ida	ida	PROPN;NOM	N;NOM;FEM;SG
legend	legende	legend	legenda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tillgänglig	dostupno	tillgänglig	dostupan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
tillgänglig	dostupne	tillgänglig	dostupan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
tillgänglig	dostupna	tillgänglig	dostupan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
tillgänglig	dostupni	tillgänglig	dostupan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;PL
jeff	jeff	jeff	jeff	PROPN;NOM	PROPN;NOM;MASC;SG
tyskt	njemački	tysk	njemački	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
tyskt	nijemac	tysk	nijemac	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
tyskt	njemacki	tysk	njemacki	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
community	zajednice	community	zajednica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
snabba	brzo	snabb	brzo	ADJ;NOM;PL	ADV
snabba	brzi	snabb	brz	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
snabba	brzo	snabb	brzo	ADJ;NOM;PL	ADV
snabba	brzi	snabb	brz	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
robusta	robustan	robust	robustan	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
robusta	robusta	robust	robust	ADJ;NOM;PL	N;ACC;MASC;SG
cochrane	cochrane	cochrane	cochran	PROPN;NOM	N;NOM;FEM;PL
phil	phila	phil	phila	PROPN;NOM	N;ANIM;ACC;MASC;SG
phil	phil	phil	phil	PROPN;NOM	PROPN;NOM;MASC;SG
phil	fil	phil	fil	PROPN;NOM	N;NOM;MASC;SG
veracruz	veracruz	veracruz	veracruz	PROPN;NOM	PROPN;NOM;MASC;SG
pol	pol	pol	pola	N;NOM;INDF;NEUT;SG	ADV
religiös	religiozni	religiös	religiozni	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
religiös	vjerska	religiös	vjerski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
religiös	vjerski	religiös	vjerski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
religiös	vjerske	religiös	vjerski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
festivalen	festival	festival	festival	N;NOM;DEF;NEUT;PL	N;NOM;MASC;SG
festivalen	festivala	festival	festival	N;NOM;DEF;NEUT;PL	N;GEN;MASC;SG
classic	klasična	classic	klasičan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
classic	klasično	classic	klasičan	N;NOM;INDF;MASC+FEM;SG	ADV
classic	klasični	classic	klasičan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
geografiskt	geographic	geografisk	geographic	ADV	N;NOM;MASC;SG
upptäcker	otkrivanje	upptäcka	otkrivanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
upptäcker	otkrij	upptäcka	otkrij	V;IND;PRS;FIN;ACT	INTJ
torra	suha	torr	suh	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
torra	suhi	torr	suhi	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
torra	suho	torr	suho	ADJ;NOM;PL	N;NOM;NEUT;SG
airlines	airlines	airlines	airlines	PROPN;NOM	N;NOM;FEM;SG
stödde	podržava	stödje	podržavati	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
ole	ole	ole	ole	PROPN;NOM	PROPN;NOM;MASC;SG
ritade	dru	rita	dru	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
ritade	drew	rita	drew	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG
skulptur	skulpture	skulptur	skulptura	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
guerrero	guerrero	guerrero	guerrero	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
uteslutande	isključenja	uteslutande	isključenje	ADJ;NOM;PRS;V.PTCP	N;NOM;NEUT;PL
uteslutande	isključivo	uteslutande	isključivo	ADJ;NOM;PRS;V.PTCP	ADV
utgivare	izdavača	utgivare	izdavač	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
utgivare	izdavač	utgivare	izdavač	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
yunnan	yunnan	yunna	yunnan	PROPN;NOM	PROPN;NOM;MASC;SG
kol	ugljika	kol	ugljik	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
chiapas	chiapas	chiapa	chiapas	PROPN;GEN	N;NOM;MASC;SG
cundinamarca	cundinamarca	cundinam	cundinamarac	ADJ;NOM;DEF;SG	N;NOM;FEM;PL
offer	žrtvovati	offer	žrtvovati	N;NOM;INDF;NEUT;SG	V;NFIN
offer	žrtve	offer	žrtva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
wells	wales	wells	wales	PROPN;NOM	PROPN;NOM;MASC;SG
wells	wellsa	wells	wells	PROPN;NOM	N;GEN;MASC;SG
wells	wells	wells	wells	PROPN;NOM	PROPN;NOM;MASC;SG
wells	bunara	wells	bunar	PROPN;NOM	N;NOM;FEM;SG
rika	bogata	rik	bogat	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
rika	rich	rik	rich	ADJ;NOM;PL	ADP
rika	bogat	rik	bogat	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
rika	bogati	rik	bogat	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
kapacitet	kapacitete	kapacitet	kapacitet	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
australiska	australski	australisk	australski	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
personlig	osobno	personlig	osobno	ADJ;NOM;INDF;MASC+FEM;SG	ADV
personlig	osobni	personlig	osoban	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
insats	napori	insats	napor	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
gran	smreke	gran	smrek	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
paulus	pavao	paulus	pavati	PROPN;NOM	N;NOM;MASC;SG
paulus	pavle	paulus	pav	PROPN;NOM	PROPN;NOM;MASC;SG
paulus	paul	paulus	paul	PROPN;NOM	PROPN;NOM;MASC;SG
skicka	šaljem	skicka	slati	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
skicka	slanje	skicka	slanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
bella	bella	bella	bella	PROPN;NOM	N;NOM;FEM;SG
ankara	ankara	ankara	ankara	PROPN;NOM	N;NOM;MASC;SG
ankara	ankari	ankara	ankara	PROPN;NOM	N;DAT;FEM;SG
ankara	ankare	ankara	ankara	PROPN;NOM	N;NOM;FEM;PL
bert	bert	berta	bert	PROPN;NOM	N;NOM;MASC;SG
kyrkogård	groblju	kyrkogård	groblje	N;NOM;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
konkurs	bankrota	konkurs	bankrot	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
läser	pročitaj	läsa	pročitaj	V;IND;PRS;FIN;ACT	INTJ
läser	pročitajte	läsa	pročitati	V;IND;PRS;FIN;ACT	V;IMP;PL;2;FIN
läser	čitaj	läsa	čitaj	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
läser	čitanje	läsa	čitanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
buffalo	bizone	buffalo	bizon	PROPN;NOM	N;ACC;MASC;PL
buffalo	buffalo	buffalo	buffalo	PROPN;NOM	N;NOM;MASC;SG
buffalo	bizon	buffalo	bizon	PROPN;NOM	N;NOM;MASC;SG
buffalo	bizona	buffalo	bizon	PROPN;NOM	N;ACC;MASC;SG
utförd	provedena	utföra	provesti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
utförd	pogubljeni	utföra	pogubljen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
utförd	izvedena	utföra	izvesti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
pheidole	pheidole	pheidole	pheidole	ADJ;NOM;INDF;MASC+FEM;SG	
tempel	temple	tempel	temple	N;NOM;INDF;NEUT;SG	ADP
tempel	hramove	tempel	hram	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
eds	eds	eds	eds	N;NOM;INDF;MASC+FEM;SG	ADP
litteraturen	književnosti	litteratur	književnost	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
