castle	замок	cast	замка		N;INAN;NOM;MASC;SG
hardy	гарді	hardy	гарді		
kel	лиса	kel	лиса		PROPN;ANIM;NOM;FEM;SG
kel	лисий	kel	лисий		ADJ;NOM;MASC;SG
yaratık	звір	yarat	звір		N;ANIM;NOM;MASC;SG
yaratık	чужий	yarat	чужий		ADJ;NOM;MASC;SG
yaratık	прибульці	yarat	прибулець		N;ANIM;NOM;MASC;PL
yaratık	істота	yarat	істота		N;ANIM;NOM;FEM;SG
yaratık	створіння	yarat	створіння		N;INAN;NOM;NEUT;SG
botanik	ботанічний	botanik	ботанічний	N;NOM;SG;3	ADJ;NOM;MASC;SG
botanik	ботанічний	botanik	ботанічний	N;NOM;SG;3	ADJ;NOM;MASC;SG
alessandro	алессандро	alessandro	алессандро		PROPN;ANIM;NOM;MASC;SG
denklemleri	рівняння	denklem	рівняння	N;ACC;PL;3	N;INAN;NOM;NEUT;SG
brandon	брендон	bra	брендон	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
auguste	огюст	auguste	огюст		PROPN;ANIM;NOM;MASC;SG
theodore	теодор	theodore	теодор		PROPN;ANIM;NOM;MASC;SG
graf	граф	graf	граф		N;ANIM;NOM;MASC;SG
gidiyor	їду	git	їха	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;1;PRS;FIN
gidiyor	йдемо	git	йти	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;PL;1;PRS;FIN
gidiyor	залишаючи	git	залишати	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;PRS;V.CVB
gidiyor	відправляється	git	відправлятися	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
gidiyor	йдемо	git	йти	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;PL;1;PRS;FIN
dinin	релігія	din	релігія	N;GEN;SG;3	N;INAN;NOM;FEM;SG
dinin	релігії	din	релігія	N;GEN;SG;3	N;INAN;NOM;FEM;PL
paradise	paradise	paradise	paradise	N;NOM;SG;3	
önlemler	заходи	önlem	захід	ADJ;NOM;PL;3	N;INAN;NOM;MASC;PL
clarke	кларк	clarke	кларка	PROPN;NOM;SG;3	
clinton	клінтон	clinton	клінтон	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
öncelik	priority	öncelik	priority	N;NOM;SG;3	
fernández	фернандес	fern	фернандес	PROPN;NOM;SG;3	PROPN;ANIM;NOM;FEM;SG
goya	гойя	goy	гій		PROPN;ANIM;NOM;MASC;SG
başlamak	починаючи	başla	починати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;PRS;V.CVB
başlamak	починається	başla	починатися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
başlamak	початок	başla	початок	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;SG
başlamak	починаються	başla	починатися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN
başlamak	запуск	başla	запуск	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;SG
editor	редактор	et	редактор		N;ANIM;NOM;MASC;SG
css	css	css	css		
sanayii	галузь	sanayii	галузь		N;INAN;NOM;FEM;SG
sanayii	галузі	sanayii	галузь		N;INAN;NOM;FEM;PL
sanayii	індустрія	sanayii	індустрія		N;INAN;NOM;FEM;SG
sanayii	промисловість	sanayii	промисловість		N;INAN;NOM;FEM;SG
sanayii	промислові	sanayii	промисловий		ADJ;NOM;PL
sanayii	промислова	sanayii	промисловий		ADJ;NOM;FEM;SG
sanayii	промисловий	sanayii	промисловий		ADJ;NOM;MASC;SG
duff	дафф	duff	дафф		PROPN;ANIM;NOM;FEM;SG
jackie	джекі	jackie	джекі		PROPN;ANIM;NOM;MASC;SG
tropik	тропічний	tropik	тропічний		ADJ;NOM;MASC;SG
tropik	тропічні	tropik	тропічний		ADJ;NOM;PL
komünizm	комунізм	komün	комунізм		N;INAN;NOM;MASC;SG
komünizm	комуністів	komün	комуніст		N;ANIM;ACC;MASC;PL
varlıklı	багаті	varlıklı	багатий		ADJ;NOM;PL
varlıklı	багатих	varlıklı	багатий		ADJ;ANIM;ACC;PL
berk	туп	berk	туп		
buffalo	buffalo	buffalo	buffalo	PROPN;NOM;SG;3	
sahneler	краєвид	sahne	краєвид	N;NOM;PL;3	N;INAN;NOM;MASC;SG
habsburg	габсбург	habsburg	габсбург	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
funk	funk	funk	funk		
iddialar	заявляє	iddia	заявляти	N;NOM;PL;3	V;IPFV;IND;SG;3;PRS;FIN
iddialar	стверджує	iddia	стверджувати	N;NOM;PL;3	V;IPFV;IND;SG;3;PRS;FIN
iddialar	заявою	iddia	заява	N;NOM;PL;3	N;INAN;INS;FEM;SG
yasaklandı	заборонили	yasakla	заборонити		V;PFV;IND;PL;PST;FIN
yasaklandı	заборонене	yasakla	заборонений		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
yasaklandı	заборонено	yasakla	заборонити		V;PFV;IND;0;FIN
batıdan	західному	batı	західний	N;AT+ABL;SG;3	N;INAN;DAT;NEUT;SG
altta	під	altta	під		ADP;ACC
altta	внизу	altta	внизу		ADV
altta	знизу	altta	знизу		ADV
eczacılık	фармацевтична	eczacılık	фармацевтичний	N;NOM;SG;3	ADJ;NOM;FEM;SG
eczacılık	pharmaceuticals	eczacılık	pharmaceuticals	N;NOM;SG;3	
eczacılık	аптеку	eczacılık	аптек	N;NOM;SG;3	N;INAN;ACC;FEM;SG
discogs	discogs	discogs	discogs		
havayolları	антонова	havayol	антоновий	N;NOM;PL;3	PROPN;ANIM;NOM;FEM;SG
havayolları	airlines	havayol	airlines	N;NOM;PL;3	
havayolları	вузловий	havayol	вузловий	N;NOM;PL;3	ADJ;NOM;MASC;SG
kullanın	використовувати	kullan	використовувати	V;PFV;IMP;PL;2;POS;PRS	V;IPFV;NFIN
kullanın	користування	kullan	користування	V;PFV;IMP;PL;2;POS;PRS	N;INAN;NOM;NEUT;SG
kullanın	використання	kullan	використання	V;PFV;IMP;PL;2;POS;PRS	N;INAN;NOM;NEUT;SG
kalbi	серце	kalbi	серце	ADJ;NOM;SG;3	N;INAN;NOM;NEUT;SG
andorra	андорра	andorra	андорра	PROPN;NOM;SG;3	PROPN;INAN;NOM;FEM;SG
çıktılar	виведення	çık	виведення	V;PFV;IND;PL;3;POS;PST	N;INAN;NOM;NEUT;SG
çıktılar	вивід	çık	вивід	V;PFV;IND;PL;3;POS;PST	N;INAN;NOM;MASC;SG
çıktılar	виведення	çık	виведення	V;PFV;IND;PL;3;POS;PST	N;INAN;NOM;NEUT;SG
çıktılar	висловлювання	çık	висловлювання	V;PFV;IND;PL;3;POS;PST	N;INAN;NOM;NEUT;SG
çıktılar	виводу	çık	вивід	V;PFV;IND;PL;3;POS;PST	N;INAN;GEN;MASC;SG
eşitliği	рівність	eşitlik	рівність	N;ACC;SG;3	N;INAN;NOM;FEM;SG
eşitliği	доходів	eşitlik	дохід	N;ACC;SG;3	N;INAN;GEN;MASC;PL
eflak	волощина	eflak	волощина		N;INAN;NOM;FEM;SG
seyrek	рідко	seyrek	рідко		ADV
seyrek	рідкісна	seyrek	рідкісний		ADJ;NOM;FEM;SG
seyrek	рідкісні	seyrek	рідкісний		ADJ;NOM;PL
seyrek	рідкісний	seyrek	рідкісний		ADJ;NOM;MASC;SG
seyrek	рідкість	seyrek	рідкість		N;INAN;NOM;FEM;SG
seyrek	рідкісне	seyrek	рідкісний		ADJ;NOM;NEUT;SG
seyrek	рідше	seyrek	рідше		ADV;CMPR
seyrek	розріджена	seyrek	розріджений		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
tecavüz	зґвалтування	tecavüz	зґвалтування		N;INAN;NOM;NEUT;SG
vazgeçilmez	незамінний	vazgeç	незамінний	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;MASC;SG
vazgeçilmez	незамінна	vazgeç	незамінний	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;FEM;SG
rich	багаті	rich	багатий		ADJ;NOM;PL
rich	багатий	rich	багатий		ADJ;NOM;MASC;SG
rich	rich	rich	rich		
kazılar	excavations	kazı	excavations	N;NOM;PL;3	
defne	лорел	defne	лорель		PROPN;ANIM;NOM;FEM;SG
defne	губа	defne	губа		N;INAN;NOM;FEM;SG
defne	затока	defne	затока		N;INAN;NOM;FEM;SG
konuşur	розповідає	konuş	розповідати		V;IPFV;IND;SG;3;PRS;FIN
konuşur	розмовляє	konuş	розмовляти		V;IPFV;IND;SG;3;PRS;FIN
konuşur	говорить	konuş	говорити		V;IPFV;IND;SG;3;PRS;FIN
konuşur	розмовляє	konuş	розмовляти		V;IPFV;IND;SG;3;PRS;FIN
konuşur	говорить	konuş	говорити		V;IPFV;IND;SG;3;PRS;FIN
afgan	афганський	afgan	афганський		ADJ;NOM;MASC;SG
dino	діно	dino	діно		PROPN;ANIM;NOM;MASC;SG
phillips	філліпс	phillips	філліпс	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
bask	баскська	bask	баскський		ADJ;NOM;FEM;SG
tablolar	таблиць	tablo	таблиця	N;NOM;PL;3	N;INAN;GEN;FEM;PL
tablolar	хітів	tablo	хітіти	N;NOM;PL;3	N;INAN;GEN;MASC;PL
tablolar	діаграм	tablo	діаграма	N;NOM;PL;3	N;INAN;GEN;FEM;PL
tablolar	картин	tablo	картина	N;NOM;PL;3	N;INAN;GEN;FEM;PL
jamaika	ямайки	jamaika	ямайка	PROPN;NOM;SG;3	N;INAN;NOM;FEM;PL
jamaika	ямайський	jamaika	ямайський	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
otorite	авторитет	otorite	авторитет		N;INAN;NOM;MASC;SG
otorite	правом	otorite	право		N;INAN;INS;MASC;SG
butler	батлер	butle	батлер		PROPN;ANIM;NOM;MASC;SG
tarihler	дати	tarih	дати	N;NOM;PL;3	V;PFV;NFIN
opus	opus	opus	opus		
floyd	флойд	floyd	флойд		PROPN;ANIM;NOM;MASC;SG
angelo	анджело	angelo	анджело		PROPN;ANIM;NOM;MASC;SG
bulvarı	бульвар	bulvar	бульвар		N;INAN;NOM;MASC;SG
bulvarı	проспект	bulvar	проспект		N;INAN;NOM;MASC;SG
bulvarı	avenue	bulvar	avenue		
komutanları	командуванням	komutan	командування	N;ACC;PL;3	N;INAN;INS;NEUT;SG
enfeksiyon	infections	enfeksiyon	infections		
enfeksiyon	інфекція	enfeksiyon	інфекція		N;INAN;NOM;FEM;SG
lucy	люсі	lucy	люсь		N;ANIM;NOM;FEM;SG
pietro	pietro	pietro	pietro	PROPN;NOM;SG;3	
luftwaffe	люфтваффе	luftwaffe	люфтваффе		N;INAN;NOM;MASC;SG
çoktan	уже	çok	уже	ADJ;AT+ABL;SG;3	ADV
çoktan	вже	çok	вже	ADJ;AT+ABL;SG;3	ADV
düğüm	вузол	düğüm	вузол		N;INAN;NOM;MASC;SG
düğüm	вузлів	düğüm	вузол		N;INAN;GEN;MASC;PL
düğüm	вузол	düğüm	вузол		N;INAN;NOM;MASC;SG
blu	blu	blu	blu		
düzenlemeleri	edits	düzenle	edits	V;PFV;NOM;IND;POS;PRS;V.MSDR	
düzenlemeleri	аранжування	düzenle	аранжування	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
sung	сон	sung	сон		N;INAN;NOM;MASC;SG
sung	авторська	sung	авторський		ADJ;NOM;FEM;SG
formül	формула	formül	формула		N;INAN;NOM;FEM;SG
dominik	домініканський	dominik	домініканський	N;NOM;SG;3	ADJ;NOM;MASC;SG
inek	корови	inek	корова		N;ANIM;NOM;FEM;PL
inek	корова	inek	коровий		N;ANIM;NOM;FEM;SG
roosevelt	рузвельт	roosevelt	рузвельт		PROPN;ANIM;NOM;MASC;SG
tahrir	тахрір	tahrir	тахрір		
creek	крік	creek	крік	N;NOM;SG;3	
görüntüleme	переглядів	görüntüleme	перегляд		N;INAN;NOM;MASC;SG
görüntüleme	погляди	görüntüleme	погляд		N;INAN;NOM;MASC;PL
görüntüleme	перегляди	görüntüleme	перегляд		N;INAN;NOM;MASC;PL
görüntüleme	візуалізація	görüntüleme	візуалізація		N;INAN;NOM;FEM;SG
görüntüleme	imaging	görüntüleme	imaging		
pacific	тихий	pacific	тихий	N;NOM;SG;3	ADJ;NOM;MASC;SG
avantaj	переваги	avantaj	перевага		N;INAN;NOM;FEM;PL
avantaj	плюси	avantaj	плюс		N;INAN;NOM;MASC;PL
avantaj	перевагу	avantaj	перевага		N;INAN;ACC;FEM;SG
avantaj	перевага	avantaj	перевага		N;INAN;NOM;FEM;SG
avantaj	перевагою	avantaj	перевага		N;INAN;INS;FEM;SG
ulrich	ульріх	ulrich	ульрі	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
pinyin	піньїнь	piny	піньїння		N;INAN;NOM;MASC;SG
burkina	буркіна	burkina	буркін		N;INAN;NOM;FEM;SG
samsung	самсунг	samsung	самсунг	N;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
samsung	samsung	samsung	samsung	N;NOM;SG;3	
kay	кей	kay	Кей		
via	via	via	via	PROPN;NOM;SG;3	
via	віа	via	віа	PROPN;NOM;SG;3	
via	через	via	через	PROPN;NOM;SG;3	ADP;ACC
kayalar	каміння	kaya	каміння	N;NOM;PL;3	N;INAN;NOM;NEUT;SG
kayalar	скелях	kaya	скеля	N;NOM;PL;3	N;INAN;ESS;FEM;PL
temple	храму	temp	храм	PROPN;NOM;SG;3	N;INAN;GEN;MASC;SG
temple	храм	temp	храм	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
betty	бетті	bet	бетті		PROPN;ANIM;NOM;FEM;SG
emil	еміль	emil	еміль		PROPN;ANIM;NOM;MASC;SG
soldan	ліворуч	sol	ліворуч	ADJ;AT+ABL;SG;3	ADV
soldan	ліва	sol	лівий	ADJ;AT+ABL;SG;3	N;INAN;NOM;FEM;SG
soldan	лівий	sol	лівий	ADJ;AT+ABL;SG;3	ADJ;NOM;MASC;SG
soldan	зліва	sol	злів	ADJ;AT+ABL;SG;3	ADV
onarım	каші	o	каша		N;INAN;NOM;FEM;PL
onarım	ремонтом	o	ремонт		N;INAN;INS;MASC;SG
onarım	ремонт	o	ремонт		N;INAN;NOM;MASC;SG
onarım	ремонту	o	ремонт		N;INAN;GEN;MASC;SG
onarım	ремонт	o	ремонт		N;INAN;NOM;MASC;SG
onarım	відновлення	o	відновлення		N;INAN;NOM;NEUT;SG
onarım	реставрація	o	реставрація		N;INAN;NOM;FEM;SG
günlükler	журнали	günlük	журнал	ADJ;NOM;PL;3	N;INAN;NOM;MASC;PL
forbes	forbes	forbes	forbes		
kullanılmaz	непридатні	kullan	непридатний	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;PL
ücreti	плату	ücret	плата		N;INAN;ACC;FEM;SG
ücreti	вартість	ücret	вартість		N;INAN;NOM;FEM;SG
kabak	гарбуз	kabak	гарбуз		N;INAN;NOM;MASC;SG
kabak	знищувати	kabak	знищувати		V;IPFV;NFIN
kabak	кабачок	kabak	кабачка		N;INAN;NOM;MASC;SG
arayüzü	інтерфейс	arayüz	інтерфейс	N;ACC;SG;3	N;INAN;NOM;MASC;SG
kuban	кубань	kuban	кубання		N;INAN;NOM;MASC;SG
attila	аттіла	attila	аттіл		PROPN;ANIM;NOM;MASC;SG
hammer	молоток	hammer	молоток		N;INAN;NOM;MASC;SG
capitol	капітолій	capitol	капітолій	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
kardinal	високопреосвященство	kardinal	високопреосвященство	N;DAT;SG;3	N;INAN;NOM;NEUT;SG
kardinal	кількісний	kardinal	кількісний	N;DAT;SG;3	ADJ;NOM;MASC;SG
dei	dei	de	dei	PROPN;NOM;SG;3	
enflasyon	інфляція	enflasyon	інфляція		N;INAN;NOM;FEM;SG
hedefleri	цілі	hedef	цілий	N;NOM;PL;3	ADJ;NOM;PL
obama	обама	oba	обидва		PROPN;ANIM;NOM;MASC;SG
nord	nord	nord	nord	PROPN;NOM;SG;3	
sakız	хіос	sakız	хіос		PROPN;INAN;NOM;MASC;SG
nina	ніна	nina	ніна		PROPN;ANIM;NOM;FEM;SG
jeffrey	джеффрі	jeffrey	джеффрі		PROPN;ANIM;NOM;MASC;SG
ned	нед	ned	нед		PROPN;ANIM;NOM;MASC;SG
christine	крістін	christ	крістін	PROPN;DAT;SG;3	PROPN;ANIM;NOM;FEM;SG
christine	крістіна	christ	крістін	PROPN;DAT;SG;3	N;ANIM;NOM;FEM;SG
christine	христина	christ	христина	PROPN;DAT;SG;3	N;ANIM;NOM;FEM;SG
freiburg	фрайбург	freiburg	фрайбург	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
rogers	роджерс	rogers	роджерс		PROPN;INAN;NOM;MASC;SG
lejyon	легіон	lejyon	легіон		N;INAN;NOM;MASC;SG
müthiş	чудово	müthiş	чудово		ADV
müthiş	прекрасно	müthiş	прекрасно		ADV
müthiş	чудові	müthiş	чудовий		ADJ;NOM;PL
müthiş	красень	müthiş	красень		N;ANIM;NOM;MASC;SG
müthiş	дивовижна	müthiş	дивовижний		ADJ;NOM;FEM;SG
gate	брама	gate	брама		N;INAN;NOM;FEM;SG
gate	gate	gate	gate		
gate	ворота	gate	воротий		N;INAN;NOM;MASC;PL
dell	dell	dell	dell		
dell	делл	dell	делл		
grove	гаю	grove	гай	PROPN;NOM;SG;3	N;INAN;DAT;MASC;SG
dağılmış	розкидані	dağıl	розкиданий		ADJ;PFV;NOM;PL;V.PTCP;PASS
ofis	заклади	ofis	заклад		N;INAN;NOM;MASC;PL
ofis	працевлаштування	ofis	працевлаштування		N;INAN;NOM;NEUT;SG
ofis	офіс	ofis	офіс		N;INAN;NOM;MASC;SG
ofis	office	ofis	office		
çizgili	смугастий	çizgili	смугастий		ADJ;NOM;MASC;SG
çizgili	смужки	çizgili	смужка		N;INAN;NOM;FEM;PL
çizgili	смуги	çizgili	смуга		N;INAN;NOM;FEM;PL
elektronlar	електронів	elektron	електрон	N;NOM;PL;3	N;INAN;GEN;MASC;PL
ret	запереченням	ret	заперечення		N;INAN;INS;NEUT;SG
reel	реал	reel	реал		
reel	справжня	reel	справжній		ADJ;NOM;FEM;SG
reel	справжні	reel	справжній		ADJ;NOM;PL
reel	реальний	reel	реальний		ADJ;NOM;MASC;SG
reel	справжній	reel	справжній		ADJ;NOM;MASC;SG
akut	гостра	akut	гостра		ADJ;NOM;FEM;SG
akut	гостре	akut	гострий		ADJ;NOM;NEUT;SG
bwv	bwv	bwv	bwv		
connor	коннор	connor	коннор		PROPN;ANIM;NOM;MASC;SG
acımasız	жорстоко	acımasız	жорстоко	ADJ	ADV
acımasız	жорстокість	acımasız	жорстокість	ADJ	N;INAN;NOM;FEM;SG
acımasız	безжально	acımasız	безжально	ADJ	ADV
alım	купити	alım	купити		V;PFV;NFIN
alım	придбати	alım	придбати		V;PFV;NFIN
magnus	магнус	magnus	магнус		PROPN;ANIM;NOM;MASC;SG
filistinli	палестинська	filistinli	палестинський		ADJ;NOM;FEM;SG
erman	ерман	erman	ерман		
hacim	гучність	hacim	гучність		N;INAN;NOM;FEM;SG
istiyor	мріє	iste	мріяти	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
istiyor	хоче	iste	хотіти	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
petro	петро	petro	петро		PROPN;ANIM;NOM;MASC;SG
marko	марко	marko	марко		PROPN;ANIM;NOM;MASC;SG
afet	екземпляр	afet	екземпляр		N;INAN;NOM;MASC;SG
afet	катаклізму	afet	катаклізм		N;INAN;GEN;MASC;SG
afet	катастрофа	afet	катастрофа		N;INAN;NOM;FEM;SG
afet	катастрофа	afet	катастрофа		N;INAN;NOM;FEM;SG
afet	катастрофи	afet	катастрофа		N;INAN;NOM;FEM;PL
işlenmiş	оброблені	işle	оброблений	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
stüdyosu	студії	stüdyo	студія	N;NOM;SG;3	N;INAN;NOM;FEM;PL
stüdyosu	studio	stüdyo	studio	N;NOM;SG;3	
stüdyosu	студію	stüdyo	студія	N;NOM;SG;3	N;INAN;ACC;FEM;SG
stüdyosu	майстерні	stüdyo	майстерня	N;NOM;SG;3	N;INAN;NOM;FEM;PL
stüdyosu	денне	stüdyo	денний	N;NOM;SG;3	ADJ;NOM;NEUT;SG
sığ	мілка	sığ	мілка		ADJ;NOM;FEM;SG
analog	аналоговий	analog	аналоговий		ADJ;NOM;MASC;SG
yapraklar	листя	yap	листя	N;NOM;PL;3	N;INAN;NOM;NEUT;SG
canavar	звір	canavar	звір		N;ANIM;NOM;MASC;SG
canavar	монстр	canavar	монстр		N;ANIM;NOM;MASC;SG
bozuklukları	розлади	bozukluk	розлад	N;ACC;PL;3	N;INAN;NOM;MASC;PL
vinci	вінчі	vinci	вінчі		
fazladan	додатковий	fazladan	додатковий	ADV	ADJ;NOM;MASC;SG
fazladan	зайві	fazladan	зайвий	ADV	ADJ;NOM;PL
fazladan	додаткова	fazladan	додатковий	ADV	ADJ;NOM;FEM;SG
fazladan	додаткові	fazladan	додатковий	ADV	ADJ;NOM;PL
court	судові	court	судовий		ADJ;NOM;PL
court	суд	court	суд		N;INAN;NOM;MASC;SG
elbise	оригінальності	elbise	оригінальність	N;NOM;SG;3	N;INAN;GEN;FEM;SG
elbise	сукні	elbise	сукня	N;NOM;SG;3	N;INAN;NOM;FEM;PL
kestane	каштани	kestan	каштан	N;NOM;SG;3	N;INAN;NOM;MASC;PL
kestane	maroon	kestan	maroon	N;NOM;SG;3	
normandiya	нормандії	normandiya	нормандія	N;NOM;SG;3	PROPN;INAN;GEN;FEM;SG
yonca	конюшина	yonca	конюшина		N;ANIM;NOM;FEM;SG
amor	amor	amor	amor		
ekolojik	екологічної	ekolojik	екологічний		ADJ;GEN;FEM;SG
ekolojik	екологічна	ekolojik	екологічний		ADJ;NOM;FEM;SG
ekolojik	екологічний	ekolojik	екологічний		ADJ;NOM;MASC;SG
yükseliş	висота	yükseliş	висота		N;INAN;NOM;FEM;SG
yükseliş	rise	yükseliş	rise		
yükseliş	підняти	yükseliş	підняти		V;PFV;NFIN
yükseliş	ліфт	yükseliş	ліфт		N;INAN;NOM;MASC;SG
yükseliş	підібрали	yükseliş	підібрати		V;PFV;IND;PL;PST;FIN
yükseliş	сходяться	yükseliş	сходитися		V;IPFV;IND;PL;3;PRS;FIN
yükseliş	сходження	yükseliş	сходження		N;INAN;NOM;NEUT;SG
yükseliş	вознесіння	yükseliş	вознесіння		N;INAN;NOM;NEUT;SG
yürüyen	ходити	yürü	ходити	V;PFV;IND;POS;PRS;V.PTCP	V;IPFV;NFIN
yürüyen	прогулянка	yürü	прогулянка	V;PFV;IND;POS;PRS;V.PTCP	N;INAN;NOM;FEM;SG
yürüyen	прогулянки	yürü	прогулянка	V;PFV;IND;POS;PRS;V.PTCP	N;INAN;NOM;FEM;PL
tüp	труби	tüp	труби		N;INAN;NOM;FEM;PL
tüp	труба	tüp	труб		N;INAN;NOM;FEM;SG
cool	круті	cool	круть		N;INAN;NOM;MASC;PL
cool	круто	cool	круто		ADV
cool	класні	cool	класний		ADJ;NOM;PL
tango	танго	tango	танго		N;INAN;NOM;NEUT;SG
profil	профілю	profil	профіль		N;INAN;GEN;MASC;SG
profil	профіль	profil	профіль		N;INAN;NOM;MASC;SG
donna	донна	donna	донний		PROPN;ANIM;NOM;FEM;SG
temalı	темами	temal	тема		N;INAN;INS;FEM;PL
temalı	тем	temal	тема		N;INAN;GEN;FEM;PL
saddam	саддам	saddam	садд		N;ANIM;NOM;MASC;SG
helenistik	елліністична	helenis	елліністичний		ADJ;NOM;FEM;SG
uyan	пробуджується	uyan	пробуджуватися		V;IPFV;IND;SG;3;PRS;FIN
ilanı	декларація	ilan	декларація	N;ACC;SG;3	N;INAN;NOM;FEM;SG
ilanı	оголошення	ilan	оголошення	N;ACC;SG;3	N;INAN;NOM;NEUT;SG
astronomik	астрономічна	astronomik	астрономічний		ADJ;NOM;FEM;SG
weimar	веймар	weimar	веймар	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
güvercin	голуби	güvercin	голуб	N;NOM;SG;3	N;ANIM;NOM;MASC;PL
güvercin	голубів	güvercin	голуб	N;NOM;SG;3	N;ANIM;ACC;MASC;PL
soma	сома	soma	сома		N;ANIM;NOM;MASC;SG
meyer	меєр	meyer	меяти		PROPN;ANIM;NOM;MASC;SG
meyer	маєр	meyer	мати		PROPN;ANIM;NOM;FEM;SG
emi	emi	emi	emi		
dökülen	розлив	dök	розлив	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;INAN;NOM;MASC;SG
meyveler	ягід	meyve	ягід	N;NOM;PL;3	N;INAN;GEN;FEM;PL
meyveler	ягода	meyve	ягода	N;NOM;PL;3	N;INAN;NOM;FEM;SG
meyveler	фрукт	meyve	фрукт	N;NOM;PL;3	N;INAN;NOM;MASC;SG
meyveler	плід	meyve	плід	N;NOM;PL;3	N;INAN;NOM;MASC;SG
meyveler	фруктові	meyve	фруктовий	N;NOM;PL;3	ADJ;NOM;PL
seçenek	вибір	seçenek	вибір		N;INAN;NOM;MASC;SG
seçenek	актуально	seçenek	актуально		ADV
seçenek	варіант	seçenek	варіант		N;INAN;NOM;MASC;SG
seçenek	пункт	seçenek	пункт		N;INAN;NOM;MASC;SG
seçenek	параметр	seçenek	параметр		N;INAN;NOM;MASC;SG
seçenek	варіанти	seçenek	варіант		N;INAN;NOM;MASC;PL
seçenek	пункти	seçenek	пункт		N;INAN;NOM;MASC;PL
seçenek	опції	seçenek	опція		N;INAN;NOM;FEM;PL
seçenek	параметри	seçenek	параметр		N;INAN;NOM;MASC;PL
isu	ісу	isu	ісу		
palmiye	palm	palmi	palm		
vatandaş	громадяни	vatandaş	громадянин		N;ANIM;NOM;MASC;PL
vatandaş	громадян	vatandaş	громадянин		N;ANIM;ACC;MASC;PL
vatandaş	громадянам	vatandaş	громадянин		N;ANIM;DAT;MASC;PL
vatandaş	житель	vatandaş	житель		N;ANIM;NOM;MASC;SG
vatandaş	громадянин	vatandaş	громадянин		N;ANIM;NOM;MASC;SG
windsor	віндзор	windsor	віндзор	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
theodor	теодор	theodor	теодор	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
çirkin	страшні	çirkin	страшний		ADJ;NOM;PL
faktörü	фактори	faktörü	фактор	N;ACC;SG;3	N;INAN;NOM;MASC;PL
faktörü	коефіцієнт	faktörü	коефіцієнт	N;ACC;SG;3	N;INAN;NOM;MASC;SG
faktörü	фактор	faktörü	фактор	N;ACC;SG;3	N;INAN;NOM;MASC;SG
ayrılma	розділення	ayrıl	розділення		N;INAN;NOM;NEUT;SG
ayrılma	відокремлення	ayrıl	відокремлення		N;INAN;NOM;NEUT;SG
internazionale	internazionale	internazion	internazionale	PROPN;NOM;SG;3	
öldürme	вбивство	öl	вбивство	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INAN;NOM;NEUT;SG
öldürme	припинення	öl	припинення	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INAN;NOM;NEUT;SG
öldürme	вбивають	öl	вбивати	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;IPFV;IND;PL;3;PRS;FIN
