relativity	relativnost	relativita	relativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
úteku	pobeg	útek	pobeg	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
úteku	beg	útek	beg	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
úteku	pobegli	útek	pobeči	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
geometrie	geometrija	geometrie	geometrija	N;NOM;FEM;PL	N;NOM;FEM;SG
zachránil	rešen	zachrániť	rešen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
zachránil	rešeno	zachrániť	rešen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
zachránil	shranjeno	zachrániť	shranjen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
zachránil	rešena	zachrániť	rešen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
zachránil	shranjena	zachrániť	shranjen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pravdepodobnosť	verjetnosti	pravdepodobnosť	verjetnost	N;NOM;FEM;SG	N;GEN;FEM;PL
pravdepodobnosť	možnosti	pravdepodobnosť	možnost	N;NOM;FEM;SG	N;NOM;FEM;PL
pravdepodobnosť	verjetnosti	pravdepodobnosť	verjetnost	N;NOM;FEM;SG	N;GEN;FEM;PL
guide	vodič	guísť	vodič		N;NOM;MASC;SG
guide	vodnik	guísť	vodnik		N;NOM;MASC;SG
guide	vodilo	guísť	vodilo		N;NOM;NEUT;SG
komentár	komentarjev	komentár	komentar	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
komentár	komentarji	komentár	komentar	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
komentár	opombe	komentár	opomba	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
komentár	pripombe	komentár	pripomba	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
neskoro	zamuja	neskoro	zamujati	ADV	V;IPFV;IND;SG;3;PRS;FIN
neskoro	pozen	neskoro	pozen	ADV	ADJ;NOM;INDF;MASC;SG
neskoro	pozni	neskoro	pozen	ADV	ADJ;NOM;DEF;MASC;SG
neskoro	pozna	neskoro	poznati	ADV	V;IPFV;IND;SG;3;PRS;FIN
vybraný	izbrani	vybraný	izbran	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
vybraný	izbranih	vybraný	izbran	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
vybraný	izbrani	vybraný	izbran	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
vybraný	izbrane	vybraný	izbran	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
veží	stolpi	veža	stolp	N;GEN;FEM;PL	N;NOM;MASC;PL
veží	stolpa	veža	stolp	N;GEN;FEM;PL	N;NOM;MASC;SG
tajne	skrivno	tajne	skrivno	ADV	ADJ;NOM;NEUT;SG
dodáva	doda	dodávať	dodati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
unit	enota	unit	enota	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
belfort	belfort	belfort	belfort	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
príbuzných	sorodniki	príbuzný	sorodnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
nákladné	drago	nákladný	drag	ADJ;NOM;NEUT;SG	ADV
nákladné	tovor	nákladný	tovor	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
nechce	hoče	chcieť	hoteti	V;IPFV;IND;SG;3;NEG;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
športovcov	športniki	športovec	športnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
dos	dos	dos	dos	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
terénu	teren	terén	teren	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
otázok	vprašanja	otázka	vprašanje	N;GEN;FEM;PL	N;NOM;NEUT;PL
kantónov	kantone	kantón	kanton	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
širokú	široka	široký	širok	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
širokú	široko	široký	široko	N;ACC;FEM;SG	ADV
širokú	široka	široký	širok	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
širokú	široki	široký	širok	N;ACC;FEM;SG	ADJ;NOM;MASC;PL
širokú	široko	široký	široko	N;ACC;FEM;SG	ADV
širokú	širok	široký	širok	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
buffalo	buffalo	buffať	buffati	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pripravený	pripravljeni	pripravený	pripravljen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
chemickej	kemikalija	chemický	kemikalija	ADJ;GEN;FEM;SG	N;NOM;FEM;SG
chemickej	kemična	chemický	kemičen	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
chemickej	kemijsko	chemický	kemijski	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
chemickej	kemično	chemický	kemično	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
obnoviť	obnovi	obnoviť	obnova	V;PFV;POS;NFIN	N;DAT;FEM;SG
obnoviť	osvežitev	obnoviť	osvežitev	V;PFV;POS;NFIN	N;NOM;FEM;SG
ueda	ueda	ueda	ueda	PROPN;ANIM;NOM;MASC;SG	
vodiča	voznik	vodiča	voznik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
vodiča	strojevodja	vodiča	strojevodje	N;ANIM;ACC;MASC;SG	N;NOM;NEUT;SG
vodiča	šofer	vodiča	šofer	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
vajíčka	jajc	vajíčko	jajce	N;NOM;NEUT;PL	N;GEN;NEUT;PL
zavedené	uvedeni	zavedený	uveden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
zavedené	uvedene	zavedený	uveden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
zavedené	izvedeni	zavedený	izveden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
odborník	strokovna	odborník	strokoven	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
bordeaux	bordeaux	bordeaux	bordeaux	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
sietí	mreže	sieť	mreža	N;GEN;FEM;PL	N;NOM;FEM;PL
sietí	mreže	sieť	mreža	N;GEN;FEM;PL	N;NOM;FEM;PL
sietí	omrežja	sieť	omrežje	N;GEN;FEM;PL	N;NOM;NEUT;PL
magazín	revije	magazina	revija	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
magazín	revijo	magazina	revija	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
hrdinovia	heroje	hrdina	heroja	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
hrdinovia	junake	hrdina	junak	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
hrdinovia	junakov	hrdina	junak	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
bloky	bloke	blok	blok	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
táborov	taborišča	tábor	taborišče	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
táborov	taboriščih	tábor	taborišče	N;INAN;GEN;MASC;PL	N;ESS;NEUT;PL
predkov	predniki	predkov	prednik	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
guinea	gvinejo	guinea	gvineja	N;NOM;FEM;SG	N;ACC;FEM;SG
ralph	ralph	ralp	ralph	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
populárna	priljubljene	populárny	priljubljen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
populárna	priljubljeno	populárny	priljubljen	ADJ;NOM;FEM;SG	ADV
populárna	priljubljeni	populárny	priljubljen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
drámy	drama	dráma	drama	N;NOM;FEM;PL	N;NOM;FEM;SG
drámy	dramo	dráma	drama	N;NOM;FEM;PL	N;ACC;FEM;SG
pavilón	paviljonu	pavilón	paviljon	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
hospodárska	ekonomski	hospodársky	ekonomski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
hospodárska	ekonomske	hospodársky	ekonomski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
hodnotenia	gledanost	hodnotenie	gledanost	N;NOM;NEUT;PL	N;NOM;FEM;SG
hodnotenia	vrednotenje	hodnotenie	vrednotenje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
hodnotenia	vrednotenja	hodnotenie	vrednotenje	N;NOM;NEUT;PL	N;GEN;NEUT;SG
hodnotenia	ocen	hodnotenie	ocena	N;NOM;NEUT;PL	N;GEN;FEM;PL
robotník	delavca	robotník	delavec	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
premena	pretvorbe	premena	pretvorba	N;NOM;FEM;SG	N;NOM;FEM;PL
premena	preobrazbo	premena	preobrazba	N;NOM;FEM;SG	N;ACC;FEM;SG
premena	transformacije	premena	transformacija	N;NOM;FEM;SG	N;NOM;FEM;PL
mobile	mobilna	mobiť	mobilen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
mobile	mobilni	mobiť	mobilen	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
mobile	mobilnih	mobiť	mobilen	N;NOM;FEM;SG	ADJ;GEN;MASC;PL
mobile	mobilno	mobiť	mobilen	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
živí	živa	živý	živ	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG
živí	živega	živý	živ	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;GEN;NEUT;SG
živí	živ	živý	živ	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;INDF;MASC;SG
pietro	pietro	pietro	pietro	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
spracovania	obdelovanje	spracovanie	obdelovanje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
spracovania	predelava	spracovanie	predelava	N;NOM;NEUT;PL	N;NOM;FEM;SG
spracovania	obdelava	spracovanie	obdelava	N;NOM;NEUT;PL	N;NOM;FEM;SG
spracovania	predelavo	spracovanie	predelava	N;NOM;NEUT;PL	N;ACC;FEM;SG
priehrady	jezov	priehrad	jez	N;NOM;FEM;PL	N;GEN;MASC;PL
vydávanie	objavo	vydávanie	objava	N;NOM;NEUT;SG	N;ACC;FEM;SG
politikov	politikov	politik	politik	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
politikov	politiki	politik	politika	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
uzavretá	zaprte	uzavretý	zaprt	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
uzavretá	zaprti	uzavretý	zaprt	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
stôp	noge	stôp	noga	N;GEN;FEM;PL	N;NOM;FEM;PL
stôp	stopala	stôp	stopati	N;GEN;FEM;PL	V;IPFV;FEM;SG;V.PTCP
stôp	stopali	stôp	stopati	N;GEN;FEM;PL	V;IPFV;MASC;PL;V.PTCP
stôp	nogice	stôp	nogica	N;GEN;FEM;PL	N;NOM;FEM;PL
stôp	skladbe	stôp	skladba	N;GEN;FEM;PL	N;NOM;FEM;PL
stôp	sledi	stôp	slediti	N;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
stôp	tiri	stôp	tirje	N;GEN;FEM;PL	N;NOM;MASC;PL
stôp	sledovi	stôp	sled	N;GEN;FEM;PL	N;NOM;MASC;PL
pilotov	piloti	pilot	pilot	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
pilotov	pilote	pilot	pilota	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
spoločná	joint	spoločný	joint	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
dolu	dol	dolu	dol	ADV	
progress	progress	progress	progress	INTJ	N;NOM;MASC;SG
progress	napredek	progress	napredek	INTJ	N;NOM;MASC;SG
obľúbené	priljubljeno	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	najljubša	obľúbený	uljub	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;RL;FEM;SG
obľúbené	najljubši	obľúbený	ujub	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;RL;MASC;SG
obľúbené	priljubljene	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
obľúbené	priljubljeno	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	priljubljeni	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL
obľúbené	priljubljene	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
obľúbené	priljubljeni	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL
obľúbené	priljubljeno	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	najljubša	obľúbený	uljub	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;RL;FEM;SG
obľúbené	najljubši	obľúbený	ujub	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;RL;MASC;SG
obľúbené	priljubljene	obľúbený	priljubljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
obľúbené	najljubših	obľúbený	ljub	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;GEN;RL;MASC;PL
obľúbené	najljubše	obľúbený	uljub	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;RL;NEUT;SG
značku	znamka	značka	znamka	N;ACC;FEM;SG	N;NOM;FEM;SG
bomba	bombo	bomba	bomba	N;NOM;FEM;SG	N;ACC;FEM;SG
aplikácia	aplikaciji	aplikácia	aplikacija	N;NOM;FEM;SG	N;DAT;FEM;SG
aplikácia	aplikacijo	aplikácia	aplikacija	N;NOM;FEM;SG	N;ACC;FEM;SG
ázijské	azijske	ázijský	azijski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
ázijské	azijskih	ázijský	azijski	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
zástupcu	namestnica	zástupca	namestnica	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
zástupcu	namestnik	zástupca	namestnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
štandardný	privzeta	štandardný	privzet	ADJ;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štandardný	privzeto	štandardný	privzet	ADJ;INAN;NOM;MASC;SG	ADV
štandardný	standard	štandardný	standard	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
psychológie	psihologijo	psychológia	psihologija	N;NOM;FEM;PL	N;ACC;FEM;SG
psychológie	psihologija	psychológia	psihologija	N;NOM;FEM;PL	N;NOM;FEM;SG
zameranie	osredotočiti	zameranie	osredotočiti	N;NOM;NEUT;SG	V;PFV;NFIN
príbehov	zgodbe	príbeh	zgodba	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príbehov	pravljice	príbeh	pravljica	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príbehov	zgodbice	príbeh	zgodbica	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príbehov	zgodbe	príbeh	zgodba	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
pozor	previdno	pozor	previdno	INTJ	ADV
pozor	pozor	pozor	pozor	INTJ	
pozor	pozornost	pozor	pozornost	INTJ	N;NOM;FEM;SG
podrobnosti	podrobnost	podrobnosť	podrobnost	N;NOM;FEM;PL	N;NOM;FEM;SG
obnovenie	obnovo	obnovenie	obnova	N;NOM;NEUT;SG	N;ACC;FEM;SG
oldřich	oldřich	oldci	oldřich	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
metódu	metoda	metóda	metoda	N;ACC;FEM;SG	N;NOM;FEM;SG
malta	malto	malta	malto	N;NOM;FEM;SG	N;ACC;FEM;SG
malta	malto	malta	malto	N;NOM;FEM;SG	N;ACC;FEM;SG
malta	malta	malta	malta	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
prednosť	prednostno	prednosť	prednostno	N;NOM;FEM;SG	ADV
ean	ean	ean	ean		N;NOM;MASC;SG
menšiny	manjšina	menšina	manjšina	N;NOM;FEM;PL	N;NOM;FEM;SG
menšiny	manjšino	menšina	manjšina	N;NOM;FEM;PL	N;ACC;FEM;SG
zrušení	razveljavitvi	zrušenie	razveljavitev	N;NOM;NEUT;SG	N;DAT;FEM;SG
prevzaté	vzet	prevziať	vzet	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFIN
vyrábali	proizvedeno	vyrábať	proizveden	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vyrábali	proizveden	vyrábať	proizveden	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
vyrábali	izdelano	vyrábať	izdelan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vyrábali	izdelan	vyrábať	izdelan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
vyrábali	izdelane	vyrábať	izdelan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
menšiu	manjše	malý	majhen	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
menšiu	manjša	malý	majhen	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
menšiu	manjši	malý	majhen	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;DEF;CMPR;MASC;SG
ovládanie	kontrole	ovládanie	kontrola	N;NOM;NEUT;SG	N;NOM;FEM;PL
strieborná	silver	strieborný	silver	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
popravený	usmrtili	popravený	usmrtiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
bel	bel	bel	bel	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
chicagu	chicago	chicag	chicag	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
tvoj	tvoje	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;NEUT;SG;1
tvoj	tvoji	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;MASC;SG;1
tvoj	vaš	tvoj	vaš	DET;ANIM;NOM;MASC;SG;2	DET;NOM;MASC;SG;2
tvoj	tvoj	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;MASC;SG;1
tvoj	tvoja	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;FEM;SG;1
tvoj	vaša	tvoj	vaš	DET;ANIM;NOM;MASC;SG;2	DET;NOM;FEM;SG;2
tvoj	tvojo	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;NEUT;SG;1
tvoj	tvoje	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;NEUT;SG;1
tvoj	tvoj	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;MASC;SG;1
tvoj	tvoji	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;MASC;SG;1
tvoj	tvoja	tvoj	tvoj	DET;ANIM;NOM;MASC;SG;2	DET;NOM;FEM;SG;1
sekundárne	sekundarno	sekundárne	sekundaren	ADJ;NOM;NEUT;SG	ADV
sekundárne	sekundarne	sekundárne	sekundaren	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
skok	skoči	skok	skočiti	N;INAN;NOM;MASC;SG	
obmedzenia	omejitev	obmedzenie	omejitev	N;NOM;NEUT;PL	N;NOM;FEM;SG
obmedzenia	omeji	obmedzenie	omejiti	N;NOM;NEUT;PL	V;PFV;IND;SG;3;PRS;FIN
reakciu	reakcija	reakcia	reakcija	N;ACC;FEM;SG	N;NOM;FEM;SG
reakciu	odziv	reakcia	odziv	N;ACC;FEM;SG	N;NOM;MASC;SG
tisíce	tisoče	tisíc`1000	tisoče	N;NOM;MASC;PL	N;ACC;MASC;SG
pec	pečico	pec	pečica	N;NOM;FEM;SG	N;ACC;FEM;SG
železníc	železnice	železnica	železnica	N;GEN;FEM;PL	N;NOM;FEM;PL
original	prvotna	originať	prvoten	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
original	izvirno	originať	izviren	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
original	prvotni	originať	prvoten	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
ekvivalent	enakovreden	ekvivalent	enakovreden	N;INAN;NOM;MASC;SG	DET;NOM;MASC;SG
ekvivalent	enakovredna	ekvivalent	enakovreden	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
ekvivalent	enakovredni	ekvivalent	enakovreden	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
ekvivalent	enakovredno	ekvivalent	enakovredno	N;INAN;NOM;MASC;SG	ADV
formáte	oblika	format	oblika	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
formáte	format	format	format	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
kapitánom	stotnik	kapitán	stotnik	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
kapitánom	kapitan	kapitán	kapitan	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
križovatky	križišču	križovatka	križišče	N;NOM;FEM;PL	N;DAT;NEUT;SG
križovatky	križišče	križovatka	križišče	N;NOM;FEM;PL	N;NOM;NEUT;SG
križovatky	križišče	križovatka	križišče	N;NOM;FEM;PL	N;NOM;NEUT;SG
križovatky	prehodih	križovatka	prehod	N;NOM;FEM;PL	N;ESS;MASC;PL
križovatky	križišču	križovatka	križišče	N;NOM;FEM;PL	N;DAT;NEUT;SG
križovatky	križišče	križovatka	križišče	N;NOM;FEM;PL	N;NOM;NEUT;SG
križovatky	križišč	križovatka	križišče	N;NOM;FEM;PL	N;GEN;NEUT;PL
hollywood	hollywood	hollywood	hollywood	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vegas	vegas	vegas	vegas	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rekonštrukcie	prenova	rekonštrukcia	prenova	N;NOM;FEM;PL	N;NOM;FEM;SG
rekonštrukcie	rekonstrukcijo	rekonštrukcia	rekonstrukcija	N;NOM;FEM;PL	N;ACC;FEM;SG
rekonštrukcie	obnova	rekonštrukcia	obnova	N;NOM;FEM;PL	N;NOM;FEM;SG
ken	ken	ken	ken	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
sedimenty	usedlinami	sediment	usedlina	N;INAN;NOM;MASC;PL	N;DAT;FEM;PL
viacej	več	viaci	več	NUM;NOM;NEUT;SG	DET
viacej	bolj	viaci	bolj	NUM;NOM;NEUT;SG	ADV;CMPR
schneider	schneider	schneider	schneider	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
collins	collins	collins	collins	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
chýbajú	pogrešana	chýbať	pogrešan	V;IPFV;IND;PL;3;POS;PRS;FIN	ADJ;NOM;FEM;SG;V.PTCP
chýbajú	manjkajoče	chýbať	manjkajoč	V;IPFV;IND;PL;3;POS;PRS;FIN	ADJ;NOM;FEM;PL;V.PTCP
chýbajú	pogrešan	chýbať	pogrešan	V;IPFV;IND;PL;3;POS;PRS;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
chýbajú	manjka	chýbať	manjkati	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
alba	alba	alba	alba	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
sledovanie	sledi	sledovanie	slediti	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
scénu	scena	scén	scena	N;ACC;FEM;SG	N;NOM;FEM;SG
scénu	prizor	scén	prizor	N;ACC;FEM;SG	N;NOM;MASC;SG
scénu	prizorišče	scén	prizorišče	N;ACC;FEM;SG	N;NOM;NEUT;SG
bohatstvo	bogastva	bohatstvo	bogastvo	N;NOM;NEUT;SG	N;GEN;NEUT;SG
bohatstvo	bogastva	bohatstvo	bogastvo	N;NOM;NEUT;SG	N;GEN;NEUT;SG
titulok	naslov	titulok	naslov	N;INAN;NOM;MASC;SG	N;INAN;ACC;MASC;SG
ovocie	sadje	ovocie	sadje	N;NOM;FEM;PL	N;NOM;NEUT;SG
ovocie	sadje	ovocie	sadje	N;NOM;FEM;PL	N;NOM;NEUT;SG
kaneda	kaneda	kaneda	kaned		N;NOM;MASC;SG
minca	kovanci	minca	kovanec	N;NOM;FEM;SG	N;NOM;MASC;PL
označiť	oznaka	označiť	oznakati	V;PFV;POS;NFIN	N;NOM;FEM;SG
označiť	mark	označiť	marka	V;PFV;POS;NFIN	N;GEN;FEM;PL
videli	opažena	vidieť	opažen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
videli	opažen	vidieť	opažen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
videli	opazili	vidieť	opaziti	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
videli	opaženo	vidieť	opažen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
videli	videl	vidieť	videti	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
videli	viden	vidieť	viden	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
videli	videna	vidieť	viden	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
videli	žago	vidieť	žaga	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	N;ACC;FEM;SG
videli	videl	vidieť	videti	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
videli	vidu	vidieť	vido	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
videli	žaga	vidieť	žaga	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	N;NOM;FEM;SG
